Orthogroup	Pral	Prbf
OG0000555	Pral.g_01433	Prbf.g_00979
OG0000556	Pral.g_01434	Prbf.g_00980
OG0000557	Pral.g_01435	Prbf.g_00981
OG0000558	Pral.g_01436	Prbf.g_00982
OG0000559	Pral.g_01437	Prbf.g_00983
OG0000560	Pral.g_01439	Prbf.g_00985
OG0000561	Pral.g_01440	Prbf.g_00986
OG0000562	Pral.g_01441	Prbf.g_00988
OG0000563	Pral.g_01442	Prbf.g_00989
OG0000564	Pral.g_01443	Prbf.g_00990
OG0000565	Pral.g_01444	Prbf.g_00991
OG0000566	Pral.g_01445	Prbf.g_00992
OG0000567	Pral.g_01446	Prbf.g_00993
OG0000568	Pral.g_01447	Prbf.g_00994
OG0000569	Pral.g_01448	Prbf.g_00995
OG0000570	Pral.g_01449	Prbf.g_00996
OG0000571	Pral.g_01450	Prbf.g_00997
OG0000572	Pral.g_01451	Prbf.g_00998
OG0000573	Pral.g_01454	Prbf.g_01001
OG0000574	Pral.g_01455	Prbf.g_01002
OG0000575	Pral.g_01456	Prbf.g_01003
OG0000576	Pral.g_01457	Prbf.g_01004
OG0000577	Pral.g_01458	Prbf.g_01005
OG0000578	Pral.g_01459	Prbf.g_01006
OG0000579	Pral.g_01460	Prbf.g_01007
OG0000580	Pral.g_01461	Prbf.g_01008
OG0000581	Pral.g_01462	Prbf.g_01009
OG0000582	Pral.g_01463	Prbf.g_01010
OG0000583	Pral.g_01464	Prbf.g_01011
OG0000584	Pral.g_01466	Prbf.g_01013
OG0000585	Pral.g_01467	Prbf.g_01014
OG0000586	Pral.g_01469	Prbf.g_01016
OG0000587	Pral.g_01470	Prbf.g_01017
OG0000588	Pral.g_01772	Prbf.g_01293
OG0000589	Pral.g_01771	Prbf.g_01292
OG0000590	Pral.g_01769	Prbf.g_01290
OG0000591	Pral.g_01763	Prbf.g_01284
OG0000592	Pral.g_01762	Prbf.g_01283
OG0000593	Pral.g_01761	Prbf.g_01282
OG0000594	Pral.g_01758	Prbf.g_01279
OG0000595	Pral.g_01757	Prbf.g_01278
OG0000596	Pral.g_01756	Prbf.g_01277
OG0000597	Pral.g_01754	Prbf.g_01275
OG0000598	Pral.g_01753	Prbf.g_01274
OG0000599	Pral.g_01752	Prbf.g_01273
OG0000600	Pral.g_01751	Prbf.g_01272
OG0000601	Pral.g_01748	Prbf.g_01269
OG0000602	Pral.g_01747	Prbf.g_01268
OG0000603	Pral.g_01746	Prbf.g_01267
OG0000604	Pral.g_01743	Prbf.g_01264
OG0000605	Pral.g_01742	Prbf.g_01263
OG0000606	Pral.g_01741	Prbf.g_01262
OG0000607	Pral.g_01739	Prbf.g_01260
OG0000608	Pral.g_01737	Prbf.g_01258
OG0000609	Pral.g_00399	Prbf.g_00404
OG0000610	Pral.g_01691	Prbf.g_01334
OG0000611	Pral.g_01728	Prbf.g_01252
OG0000612	Pral.g_01727	Prbf.g_01251
OG0000613	Pral.g_01726	Prbf.g_01030
OG0000614	Pral.g_01725	Prbf.g_01031
OG0000615	Pral.g_01723	Prbf.g_01033
OG0000616	Pral.g_01722	Prbf.g_01034
OG0000617	Pral.g_01721	Prbf.g_01035
OG0000618	Pral.g_01720	Prbf.g_01036
OG0000619	Pral.g_01719	Prbf.g_01037
OG0000620	Pral.g_01718	Prbf.g_01038
OG0000621	Pral.g_01717	Prbf.g_01039
OG0000622	Pral.g_01716	Prbf.g_01040
OG0000623	Pral.g_01715	Prbf.g_01041
OG0000624	Pral.g_01713	Prbf.g_01043
OG0000625	Pral.g_01712	Prbf.g_01044
OG0000626	Pral.g_01711	Prbf.g_01045
OG0000627	Pral.g_01709	Prbf.g_01046
OG0000628	Pral.g_01708	Prbf.g_01047
OG0000629	Pral.g_01707	Prbf.g_01048
OG0000630	Pral.g_01706	Prbf.g_01049
OG0000631	Pral.g_01704	Prbf.g_01051
OG0000632	Pral.g_01895	Prbf.g_01052
OG0000633	Pral.g_00023	Prbf.g_00280
OG0000634	Pral.g_01037	Prbf.g_00042
OG0000635	Pral.g_01635	Prbf.g_01929
OG0000636	Pral.g_01636	Prbf.g_01928
OG0000637	Pral.g_01637	Prbf.g_01927
OG0000638	Pral.g_00701	Prbf.g_01675
OG0000639	Pral.g_01663	Prbf.g_01150
OG0000640	Pral.g_01660	Prbf.g_01146
OG0000641	Pral.g_01658	Prbf.g_01144
OG0000642	Pral.g_01657	Prbf.g_01143
OG0000643	Pral.g_01656	Prbf.g_01142
OG0000644	Pral.g_01482	Prbf.g_01029
OG0000645	Pral.g_01483	Prbf.g_01250
OG0000646	Pral.g_01484	Prbf.g_01249
OG0000647	Pral.g_01485	Prbf.g_01248
OG0000648	Pral.g_01487	Prbf.g_01246
OG0000649	Pral.g_01488	Prbf.g_01245
OG0000650	Pral.g_01489	Prbf.g_01244
OG0000651	Pral.g_01490	Prbf.g_01243
OG0000652	Pral.g_01491	Prbf.g_01242
OG0000653	Pral.g_01492	Prbf.g_01241
OG0000654	Pral.g_01494	Prbf.g_01239
OG0000655	Pral.g_01496	Prbf.g_01237
OG0000656	Pral.g_01497	Prbf.g_01236
OG0000657	Pral.g_01498	Prbf.g_01235
OG0000658	Pral.g_01499	Prbf.g_01234
OG0000659	Pral.g_01500	Prbf.g_01233
OG0000660	Pral.g_01501	Prbf.g_01232
OG0000661	Pral.g_01502	Prbf.g_01231
OG0000662	Pral.g_01504	Prbf.g_01229
OG0000663	Pral.g_01505	Prbf.g_01228
OG0000664	Pral.g_01506	Prbf.g_01227
OG0000665	Pral.g_01507	Prbf.g_01226
OG0000666	Pral.g_01508	Prbf.g_01225
OG0000667	Pral.g_01509	Prbf.g_01224
OG0000668	Pral.g_01510	Prbf.g_01223
OG0000669	Pral.g_01512	Prbf.g_01221
OG0000670	Pral.g_01513	Prbf.g_01220
OG0000671	Pral.g_01514	Prbf.g_01219
OG0000672	Pral.g_01515	Prbf.g_01218
OG0000673	Pral.g_01516	Prbf.g_01217
OG0000674	Pral.g_01517	Prbf.g_01216
OG0000675	Pral.g_01518	Prbf.g_01214
OG0000676	Pral.g_01519	Prbf.g_01213
OG0000677	Pral.g_01522	Prbf.g_01210
OG0000678	Pral.g_01524	Prbf.g_01208
OG0000679	Pral.g_01525	Prbf.g_01206
OG0000680	Pral.g_01526	Prbf.g_01205
OG0000681	Pral.g_01527	Prbf.g_01204
OG0000682	Pral.g_01528	Prbf.g_01203
OG0000683	Pral.g_01530	Prbf.g_01201
OG0000684	Pral.g_01531	Prbf.g_01200
OG0000685	Pral.g_01532	Prbf.g_01199
OG0000686	Pral.g_01533	Prbf.g_01198
OG0000687	Pral.g_01534	Prbf.g_01197
OG0000688	Pral.g_01535	Prbf.g_01196
OG0000689	Pral.g_01536	Prbf.g_01195
OG0000690	Pral.g_01537	Prbf.g_01194
OG0000691	Pral.g_01538	Prbf.g_01193
OG0000692	Pral.g_01542	Prbf.g_01189
OG0000693	Pral.g_01543	Prbf.g_01188
OG0000694	Pral.g_01544	Prbf.g_01187
OG0000695	Pral.g_01545	Prbf.g_01186
OG0000696	Pral.g_01546	Prbf.g_01185
OG0000697	Pral.g_01548	Prbf.g_01183
OG0000698	Pral.g_01552	Prbf.g_01179
OG0000699	Pral.g_01553	Prbf.g_01178
OG0000700	Pral.g_01820	Prbf.g_00838
OG0000701	Pral.g_01815	Prbf.g_00833
OG0000702	Pral.g_01809	Prbf.g_01331
OG0000703	Pral.g_01807	Prbf.g_01329
OG0000704	Pral.g_01806	Prbf.g_01328
OG0000705	Pral.g_01805	Prbf.g_01326
OG0000706	Pral.g_01804	Prbf.g_01325
OG0000707	Pral.g_01802	Prbf.g_01323
OG0000708	Pral.g_01801	Prbf.g_01322
OG0000709	Pral.g_01799	Prbf.g_01320
OG0000710	Pral.g_01798	Prbf.g_01319
OG0000711	Pral.g_01797	Prbf.g_01318
OG0000712	Pral.g_01796	Prbf.g_01317
OG0000713	Pral.g_01795	Prbf.g_01316
OG0000714	Pral.g_01793	Prbf.g_01314
OG0000715	Pral.g_01792	Prbf.g_01313
OG0000716	Pral.g_01790	Prbf.g_01311
OG0000717	Pral.g_01789	Prbf.g_01310
OG0000718	Pral.g_01788	Prbf.g_01309
OG0000719	Pral.g_01786	Prbf.g_01307
OG0000720	Pral.g_01785	Prbf.g_01306
OG0000721	Pral.g_01782	Prbf.g_01303
OG0000722	Pral.g_01781	Prbf.g_01302
OG0000723	Pral.g_01780	Prbf.g_01301
OG0000724	Pral.g_01778	Prbf.g_01299
OG0000725	Pral.g_01777	Prbf.g_01298
OG0000726	Pral.g_01776	Prbf.g_01297
OG0000727	Pral.g_01775	Prbf.g_01296
OG0000728	Pral.g_01774	Prbf.g_01295
OG0000729	Pral.g_01773	Prbf.g_01294
OG0000730	Pral.g_01472	Prbf.g_01019
OG0000731	Pral.g_01474	Prbf.g_01021
OG0000732	Pral.g_01475	Prbf.g_01022
OG0000733	Pral.g_01476	Prbf.g_01023
OG0000734	Pral.g_01477	Prbf.g_01024
OG0000735	Pral.g_01479	Prbf.g_01026
OG0000736	Pral.g_01480	Prbf.g_01027
OG0000737	Pral.g_01481	Prbf.g_01028
OG0000738	Pral.g_01655	Prbf.g_01141
OG0000739	Pral.g_01654	Prbf.g_01140
OG0000740	Pral.g_01653	Prbf.g_01139
OG0000741	Pral.g_01652	Prbf.g_01138
OG0000742	Pral.g_01650	Prbf.g_01136
OG0000743	Pral.g_01649	Prbf.g_01135
OG0000744	Pral.g_01647	Prbf.g_01134
OG0000745	Pral.g_01646	Prbf.g_01133
OG0000746	Pral.g_01645	Prbf.g_01132
OG0000747	Pral.g_01644	Prbf.g_01131
OG0000748	Pral.g_01643	Prbf.g_01130
OG0000749	Pral.g_01642	Prbf.g_01129
OG0000750	Pral.g_01640	Prbf.g_01127
OG0000751	Pral.g_01639	Prbf.g_01126
OG0000752	Pral.g_01605	Prbf.g_01067
OG0000753	Pral.g_01634	Prbf.g_01124
OG0000754	Pral.g_01633	Prbf.g_01123
OG0000755	Pral.g_01632	Prbf.g_01122
OG0000756	Pral.g_01630	Prbf.g_01120
OG0000757	Pral.g_01629	Prbf.g_01119
OG0000758	Pral.g_01628	Prbf.g_01118
OG0000759	Pral.g_01626	Prbf.g_01116
OG0000760	Pral.g_01625	Prbf.g_01115
OG0000761	Pral.g_01624	Prbf.g_01114
OG0000762	Pral.g_01622	Prbf.g_01112
OG0000763	Pral.g_01621	Prbf.g_01111
OG0000764	Pral.g_01620	Prbf.g_01110
OG0000765	Pral.g_01619	Prbf.g_01109
OG0000766	Pral.g_01618	Prbf.g_01108
OG0000767	Pral.g_01616	Prbf.g_01106
OG0000768	Pral.g_01615	Prbf.g_01105
OG0000769	Pral.g_01614	Prbf.g_01104
OG0000770	Pral.g_01613	Prbf.g_01103
OG0000771	Pral.g_01612	Prbf.g_01102
OG0000772	Pral.g_00050	Prbf.g_00065
OG0000773	Pral.g_01611	Prbf.g_01100
OG0000774	Pral.g_01610	Prbf.g_01099
OG0000775	Pral.g_01578	Prbf.g_01098
OG0000776	Pral.g_01579	Prbf.g_01095
OG0000777	Pral.g_01580	Prbf.g_01094
OG0000778	Pral.g_01581	Prbf.g_01093
OG0000779	Pral.g_01582	Prbf.g_01092
OG0000780	Pral.g_01584	Prbf.g_01090
OG0000781	Pral.g_01586	Prbf.g_01088
OG0000782	Pral.g_01587	Prbf.g_01087
OG0000783	Pral.g_01590	Prbf.g_01083
OG0000784	Pral.g_01592	Prbf.g_01081
OG0000785	Pral.g_01593	Prbf.g_01080
OG0000786	Pral.g_01594	Prbf.g_01079
OG0000787	Pral.g_01595	Prbf.g_01078
OG0000788	Pral.g_01600	Prbf.g_01072
OG0000789	Pral.g_01603	Prbf.g_01069
OG0000790	Pral.g_01604	Prbf.g_01068
OG0000791	Pral.g_01607	Prbf.g_01065
OG0000792	Pral.g_01608	Prbf.g_01064
OG0000793	Pral.g_01609	Prbf.g_01063
OG0000794	Pral.g_01575	Prbf.g_01060
OG0000795	Pral.g_01571	Prbf.g_01159
OG0000796	Pral.g_01570	Prbf.g_01160
OG0000797	Pral.g_01569	Prbf.g_01162
OG0000798	Pral.g_01568	Prbf.g_01163
OG0000799	Pral.g_01567	Prbf.g_01164
OG0000800	Pral.g_01566	Prbf.g_01165
OG0000801	Pral.g_01563	Prbf.g_01168
OG0000802	Pral.g_01562	Prbf.g_01169
OG0000803	Pral.g_01560	Prbf.g_01171
OG0000804	Pral.g_01559	Prbf.g_01172
OG0000805	Pral.g_01558	Prbf.g_01173
OG0000806	Pral.g_01556	Prbf.g_01175
OG0000807	Pral.g_01321	Prbf.g_01705
OG0000808	Pral.g_01033	Prbf.g_00296
OG0000809	Pral.g_01327	Prbf.g_00870
OG0000810	Pral.g_01032	Prbf.g_01924
OG0000811	Pral.g_01311	Prbf.g_00048
OG0000812	Pral.g_01324	Prbf.g_00876
OG0000813	Pral.g_00692	Prbf.g_01684
OG0000814	Pral.g_01141	Prbf.g_00062
OG0000815	Pral.g_01314	Prbf.g_00094
OG0000816	Pral.g_00077	Prbf.g_00787
OG0000817	Pral.g_00076	Prbf.g_00786
OG0000818	Pral.g_01902	Prbf.g_00285
OG0000819	Pral.g_01346	Prbf.g_00896
OG0000820	Pral.g_01351	Prbf.g_00902
OG0000821	Pral.g_01353	Prbf.g_00904
OG0000822	Pral.g_01354	Prbf.g_00905
OG0000823	Pral.g_01355	Prbf.g_00906
OG0000824	Pral.g_01356	Prbf.g_00907
OG0000825	Pral.g_01357	Prbf.g_00908
OG0000826	Pral.g_01358	Prbf.g_00909
OG0000827	Pral.g_01359	Prbf.g_00910
OG0000828	Pral.g_01360	Prbf.g_00911
OG0000829	Pral.g_01361	Prbf.g_00912
OG0000830	Pral.g_01363	Prbf.g_00914
OG0000831	Pral.g_01366	Prbf.g_00917
OG0000832	Pral.g_01368	Prbf.g_00919
OG0000833	Pral.g_01369	Prbf.g_00920
OG0000834	Pral.g_01370	Prbf.g_00921
OG0000835	Pral.g_01371	Prbf.g_00922
OG0000836	Pral.g_01372	Prbf.g_00923
OG0000837	Pral.g_01376	Prbf.g_00926
OG0000838	Pral.g_01377	Prbf.g_00927
OG0000839	Pral.g_01378	Prbf.g_00928
OG0000840	Pral.g_01379	Prbf.g_00929
OG0000841	Pral.g_01380	Prbf.g_00930
OG0000842	Pral.g_01382	Prbf.g_00932
OG0000843	Pral.g_01383	Prbf.g_00933
OG0000844	Pral.g_01384	Prbf.g_00934
OG0000845	Pral.g_01385	Prbf.g_00935
OG0000846	Pral.g_01388	Prbf.g_00937
OG0000847	Pral.g_01390	Prbf.g_00939
OG0000848	Pral.g_01391	Prbf.g_00940
OG0000849	Pral.g_01394	Prbf.g_00943
OG0000850	Pral.g_01395	Prbf.g_00944
OG0000851	Pral.g_01399	Prbf.g_00946
OG0000852	Pral.g_01401	Prbf.g_00948
OG0000853	Pral.g_01403	Prbf.g_00950
OG0000854	Pral.g_01404	Prbf.g_00952
OG0000855	Pral.g_01405	Prbf.g_00953
OG0000856	Pral.g_01406	Prbf.g_00954
OG0000857	Pral.g_01407	Prbf.g_00955
OG0000858	Pral.g_01408	Prbf.g_00956
OG0000859	Pral.g_01409	Prbf.g_00957
OG0000860	Pral.g_01410	Prbf.g_00958
OG0000861	Pral.g_01411	Prbf.g_00959
OG0000862	Pral.g_01412	Prbf.g_00960
OG0000863	Pral.g_01413	Prbf.g_00961
OG0000864	Pral.g_01414	Prbf.g_00962
OG0000865	Pral.g_01415	Prbf.g_00963
OG0000866	Pral.g_01416	Prbf.g_00964
OG0000867	Pral.g_01417	Prbf.g_00965
OG0000868	Pral.g_01419	Prbf.g_00966
OG0000869	Pral.g_01421	Prbf.g_00968
OG0000870	Pral.g_01422	Prbf.g_00969
OG0000871	Pral.g_01423	Prbf.g_00970
OG0000872	Pral.g_01424	Prbf.g_00971
OG0000873	Pral.g_01426	Prbf.g_00973
OG0000874	Pral.g_01427	Prbf.g_00974
OG0000875	Pral.g_01428	Prbf.g_00975
OG0000876	Pral.g_01429	Prbf.g_00976
OG0000877	Pral.g_00456	Prbf.g_01914
OG0000878	Pral.g_01893	Prbf.g_00767
OG0000879	Pral.g_01292	Prbf.g_00037
OG0000880	Pral.g_01291	Prbf.g_00036
OG0000881	Pral.g_01290	Prbf.g_00035
OG0000882	Pral.g_01289	Prbf.g_00034
OG0000883	Pral.g_01288	Prbf.g_00033
OG0000884	Pral.g_01286	Prbf.g_00031
OG0000885	Pral.g_01285	Prbf.g_00030
OG0000886	Pral.g_01284	Prbf.g_00029
OG0000887	Pral.g_01283	Prbf.g_00028
OG0000888	Pral.g_01282	Prbf.g_00027
OG0000889	Pral.g_01279	Prbf.g_00024
OG0000890	Pral.g_01278	Prbf.g_00023
OG0000891	Pral.g_01277	Prbf.g_00022
OG0000892	Pral.g_01275	Prbf.g_00019
OG0000893	Pral.g_01274	Prbf.g_00018
OG0000894	Pral.g_01273	Prbf.g_00017
OG0000895	Pral.g_01272	Prbf.g_00016
OG0000896	Pral.g_01271	Prbf.g_00015
OG0000897	Pral.g_01270	Prbf.g_00014
OG0000898	Pral.g_01267	Prbf.g_00011
OG0000899	Pral.g_01266	Prbf.g_00010
OG0000900	Pral.g_01239	Prbf.g_00071
OG0000901	Pral.g_01235	Prbf.g_00002
OG0000902	Pral.g_00440	Prbf.g_01782
OG0000903	Pral.g_01345	Prbf.g_00853, Prbf.g_00066
OG0000904	Pral.g_01060	Prbf.g_00256
OG0000905	Pral.g_01323	Prbf.g_00875
OG0000906	Pral.g_01343	Prbf.g_00893
OG0000907	Pral.g_01550	Prbf.g_01181
OG0000908	Pral.g_01299	Prbf.g_00856
OG0000909	Pral.g_01220	Prbf.g_00097
OG0000910	Pral.g_01219	Prbf.g_00098
OG0000911	Pral.g_01218	Prbf.g_00099
OG0000912	Pral.g_01217	Prbf.g_00100
OG0000913	Pral.g_01216	Prbf.g_00101
OG0000914	Pral.g_01215	Prbf.g_00102
OG0000915	Pral.g_01214	Prbf.g_00103
OG0000916	Pral.g_01213	Prbf.g_00104
OG0000917	Pral.g_01212	Prbf.g_00105
OG0000918	Pral.g_01211	Prbf.g_00106
OG0000919	Pral.g_01210	Prbf.g_00107
OG0000920	Pral.g_01209	Prbf.g_00108
OG0000921	Pral.g_01208	Prbf.g_00109
OG0000922	Pral.g_01207	Prbf.g_00110
OG0000923	Pral.g_01206	Prbf.g_00111
OG0000924	Pral.g_01205	Prbf.g_00112
OG0000925	Pral.g_01204	Prbf.g_00113
OG0000926	Pral.g_00287	Prbf.g_00514
OG0000927	Pral.g_01184	Prbf.g_00140
OG0000928	Pral.g_01183	Prbf.g_00141
OG0000929	Pral.g_01182	Prbf.g_00142
OG0000930	Pral.g_01181	Prbf.g_00143
OG0000931	Pral.g_01180	Prbf.g_00144
OG0000932	Pral.g_01178	Prbf.g_00146
OG0000933	Pral.g_01177	Prbf.g_00147
OG0000934	Pral.g_01176	Prbf.g_00148
OG0000935	Pral.g_01175	Prbf.g_00149
OG0000936	Pral.g_01174	Prbf.g_00150
OG0000937	Pral.g_01173	Prbf.g_00151
OG0000938	Pral.g_01172	Prbf.g_00152
OG0000939	Pral.g_01171	Prbf.g_00153
OG0000940	Pral.g_01169	Prbf.g_00154
OG0000941	Pral.g_01167	Prbf.g_00155
OG0000942	Pral.g_01166	Prbf.g_00156
OG0000943	Pral.g_01159	Prbf.g_00159
OG0000944	Pral.g_01158	Prbf.g_00160
OG0000945	Pral.g_01157	Prbf.g_00161
OG0000946	Pral.g_01156	Prbf.g_00162
OG0000947	Pral.g_01155	Prbf.g_00163
OG0000948	Pral.g_01154	Prbf.g_00164
OG0000949	Pral.g_01153	Prbf.g_00165
OG0000950	Pral.g_01152	Prbf.g_00166
OG0000951	Pral.g_01151	Prbf.g_00167
OG0000952	Pral.g_01150	Prbf.g_00168
OG0000953	Pral.g_01149	Prbf.g_00169
OG0000954	Pral.g_01148	Prbf.g_00170
OG0000955	Pral.g_01147	Prbf.g_00171
OG0000956	Pral.g_01146	Prbf.g_00172
OG0000957	Pral.g_01145	Prbf.g_00173
OG0000958	Pral.g_01144	Prbf.g_00174
OG0000959	Pral.g_01143	Prbf.g_00175
OG0000960	Pral.g_01142	Prbf.g_00176
OG0000961	Pral.g_01137	Prbf.g_00180
OG0000962	Pral.g_01136	Prbf.g_00181
OG0000963	Pral.g_01135	Prbf.g_00182
OG0000964	Pral.g_01133	Prbf.g_00184
OG0000965	Pral.g_01132	Prbf.g_00185
OG0000966	Pral.g_01131	Prbf.g_00186
OG0000967	Pral.g_01130	Prbf.g_00187
OG0000968	Pral.g_01129	Prbf.g_00188
OG0000969	Pral.g_01128	Prbf.g_00189
OG0000970	Pral.g_01127	Prbf.g_00190
OG0000971	Pral.g_01126	Prbf.g_00191
OG0000972	Pral.g_01125	Prbf.g_00192
OG0000973	Pral.g_01124	Prbf.g_00193
OG0000974	Pral.g_01122	Prbf.g_00195
OG0000975	Pral.g_01115	Prbf.g_00201
OG0000976	Pral.g_01112	Prbf.g_00203
OG0000977	Pral.g_01110	Prbf.g_00205
OG0000978	Pral.g_01108	Prbf.g_00207
OG0000979	Pral.g_01106	Prbf.g_00209
OG0000980	Pral.g_01105	Prbf.g_00210
OG0000981	Pral.g_01104	Prbf.g_00211
OG0000982	Pral.g_01103	Prbf.g_00212
OG0000983	Pral.g_01101	Prbf.g_00214
OG0000984	Pral.g_01100	Prbf.g_00215
OG0000985	Pral.g_01099	Prbf.g_00216
OG0000986	Pral.g_01098	Prbf.g_00217
OG0000987	Pral.g_01097	Prbf.g_00218
OG0000988	Pral.g_01095	Prbf.g_00219
OG0000989	Pral.g_01094	Prbf.g_00220
OG0000990	Pral.g_01093	Prbf.g_00221
OG0000991	Pral.g_01092	Prbf.g_00222
OG0000992	Pral.g_01091	Prbf.g_00223
OG0000993	Pral.g_01090	Prbf.g_00224
OG0000994	Pral.g_01089	Prbf.g_00225
OG0000995	Pral.g_01088	Prbf.g_00226
OG0000996	Pral.g_01087	Prbf.g_00227
OG0000997	Pral.g_01086	Prbf.g_00228
OG0000998	Pral.g_01085	Prbf.g_00229
OG0000999	Pral.g_01084	Prbf.g_00230
OG0001000	Pral.g_01083	Prbf.g_00231
OG0001001	Pral.g_01081	Prbf.g_00233
OG0001002	Pral.g_01080	Prbf.g_00234
OG0001003	Pral.g_01079	Prbf.g_00235
OG0001004	Pral.g_01078	Prbf.g_00236
OG0001005	Pral.g_01076	Prbf.g_00239
OG0001006	Pral.g_01075	Prbf.g_00240
OG0001007	Pral.g_01074	Prbf.g_00241
OG0001008	Pral.g_01072	Prbf.g_00243
OG0001009	Pral.g_01071	Prbf.g_00244
OG0001010	Pral.g_00045	Prbf.g_00750
OG0001011	Pral.g_01058	Prbf.g_01911
OG0001012	Pral.g_01503	Prbf.g_01230
OG0001013	Pral.g_00100	Prbf.g_00700
OG0001014	Pral.g_00101	Prbf.g_00699
OG0001015	Pral.g_00108	Prbf.g_00692
OG0001016	Pral.g_00109	Prbf.g_00691
OG0001017	Pral.g_00110	Prbf.g_00690
OG0001018	Pral.g_00111	Prbf.g_00689
OG0001019	Pral.g_00113	Prbf.g_00687
OG0001020	Pral.g_00114	Prbf.g_00686
OG0001021	Pral.g_00115	Prbf.g_00685
OG0001022	Pral.g_00116	Prbf.g_00684
OG0001023	Pral.g_00117	Prbf.g_00683
OG0001024	Pral.g_00119	Prbf.g_00681
OG0001025	Pral.g_00120	Prbf.g_00680
OG0001026	Pral.g_00121	Prbf.g_00679
OG0001027	Pral.g_00122	Prbf.g_00678
OG0001028	Pral.g_00123	Prbf.g_00677
OG0001029	Pral.g_00124	Prbf.g_00676
OG0001030	Pral.g_00125	Prbf.g_00675
OG0001031	Pral.g_00126	Prbf.g_00674
OG0001032	Pral.g_00127	Prbf.g_00673
OG0001033	Pral.g_00128	Prbf.g_00672
OG0001034	Pral.g_00129	Prbf.g_00671
OG0001035	Pral.g_00131	Prbf.g_00669
OG0001036	Pral.g_00132	Prbf.g_00668
OG0001037	Pral.g_00133	Prbf.g_00667
OG0001038	Pral.g_00134	Prbf.g_00666
OG0001039	Pral.g_00135	Prbf.g_00665
OG0001040	Pral.g_00136	Prbf.g_00664
OG0001041	Pral.g_00137	Prbf.g_00663
OG0001042	Pral.g_00138	Prbf.g_00662
OG0001043	Pral.g_00139	Prbf.g_00661
OG0001044	Pral.g_00140	Prbf.g_00660
OG0001045	Pral.g_00141	Prbf.g_00659
OG0001046	Pral.g_00142	Prbf.g_00658
OG0001047	Pral.g_00145	Prbf.g_00655
OG0001048	Pral.g_00147	Prbf.g_00653
OG0001049	Pral.g_00148	Prbf.g_00652
OG0001050	Pral.g_00149	Prbf.g_00651
OG0001051	Pral.g_00150	Prbf.g_00650
OG0001052	Pral.g_00151	Prbf.g_00649
OG0001053	Pral.g_00154	Prbf.g_00647
OG0001054	Pral.g_00156	Prbf.g_00645
OG0001055	Pral.g_00157	Prbf.g_00644
OG0001056	Pral.g_00158	Prbf.g_00643
OG0001057	Pral.g_00159	Prbf.g_00642
OG0001058	Pral.g_00160	Prbf.g_00641
OG0001059	Pral.g_00161	Prbf.g_00640
OG0001060	Pral.g_00162	Prbf.g_00639
OG0001061	Pral.g_00163	Prbf.g_00638
OG0001062	Pral.g_00164	Prbf.g_00637
OG0001063	Pral.g_00165	Prbf.g_00636
OG0001064	Pral.g_00167	Prbf.g_00634
OG0001065	Pral.g_00170	Prbf.g_00630
OG0001066	Pral.g_00172	Prbf.g_00628
OG0001067	Pral.g_00173	Prbf.g_00627
OG0001068	Pral.g_00176	Prbf.g_00624
OG0001069	Pral.g_00177	Prbf.g_00623
OG0001070	Pral.g_00178	Prbf.g_00622
OG0001071	Pral.g_00179	Prbf.g_00621
OG0001072	Pral.g_00180	Prbf.g_00620
OG0001073	Pral.g_00181	Prbf.g_00619
OG0001074	Pral.g_00182	Prbf.g_00618
OG0001075	Pral.g_00183	Prbf.g_00617
OG0001076	Pral.g_00184	Prbf.g_00616
OG0001077	Pral.g_00185	Prbf.g_00615
OG0001078	Pral.g_00187	Prbf.g_00614
OG0001079	Pral.g_00188	Prbf.g_00613
OG0001080	Pral.g_00189	Prbf.g_00612
OG0001081	Pral.g_00193	Prbf.g_00608
OG0001082	Pral.g_00194	Prbf.g_00607
OG0001083	Pral.g_00198	Prbf.g_00604
OG0001084	Pral.g_00196	Prbf.g_00605
OG0001085	Pral.g_00195	Prbf.g_00606
OG0001086	Pral.g_00192	Prbf.g_00609
OG0001087	Pral.g_00191	Prbf.g_00610
OG0001088	Pral.g_00190	Prbf.g_00611
OG0001089	Pral.g_00200	Prbf.g_00601
OG0001090	Pral.g_00202	Prbf.g_00599
OG0001091	Pral.g_00203	Prbf.g_00598
OG0001092	Pral.g_00204	Prbf.g_00597
OG0001093	Pral.g_00205	Prbf.g_00596
OG0001094	Pral.g_00206	Prbf.g_00595
OG0001095	Pral.g_00207	Prbf.g_00594
OG0001096	Pral.g_00208	Prbf.g_00593
OG0001097	Pral.g_00209	Prbf.g_00592
OG0001098	Pral.g_00210	Prbf.g_00591
OG0001099	Pral.g_00211	Prbf.g_00590
OG0001100	Pral.g_00212	Prbf.g_00589
OG0001101	Pral.g_00213	Prbf.g_00588
OG0001102	Pral.g_00214	Prbf.g_00587
OG0001103	Pral.g_00215	Prbf.g_00586
OG0001104	Pral.g_00216	Prbf.g_00585
OG0001105	Pral.g_00217	Prbf.g_00584
OG0001106	Pral.g_00218	Prbf.g_00583
OG0001107	Pral.g_00219	Prbf.g_00582
OG0001108	Pral.g_00220	Prbf.g_00581
OG0001109	Pral.g_00221	Prbf.g_00580
OG0001110	Pral.g_00222	Prbf.g_00579
OG0001111	Pral.g_00223	Prbf.g_00578
OG0001112	Pral.g_00224	Prbf.g_00577
