Orthogroup	Pral	Prap
OG0000578	Pral.g_01459	Prap.g_00368
OG0000579	Pral.g_01460	Prap.g_00367
OG0000580	Pral.g_01461	Prap.g_00366
OG0000581	Pral.g_01462	Prap.g_00365
OG0000582	Pral.g_01463	Prap.g_00364
OG0000583	Pral.g_01464	Prap.g_00363
OG0000584	Pral.g_01466	Prap.g_00361
OG0000585	Pral.g_01467	Prap.g_00360
OG0000586	Pral.g_01469	Prap.g_00358
OG0000587	Pral.g_01470	Prap.g_00357
OG0000588	Pral.g_01772	Prap.g_00831
OG0000589	Pral.g_01771	Prap.g_00830
OG0000590	Pral.g_01769	Prap.g_00828
OG0000591	Pral.g_01763	Prap.g_00822
OG0000592	Pral.g_01762	Prap.g_00821
OG0000593	Pral.g_01761	Prap.g_00820
OG0000594	Pral.g_01758	Prap.g_00817
OG0000595	Pral.g_01757	Prap.g_00816
OG0000596	Pral.g_01756	Prap.g_00815
OG0000597	Pral.g_01754	Prap.g_00813
OG0000598	Pral.g_01753	Prap.g_00812
OG0000599	Pral.g_01752	Prap.g_00811
OG0000600	Pral.g_01751	Prap.g_00810
OG0000601	Pral.g_01748	Prap.g_00807
OG0000602	Pral.g_01747	Prap.g_00806
OG0000603	Pral.g_01746	Prap.g_00805
OG0000604	Pral.g_01743	Prap.g_00802
OG0000605	Pral.g_01742	Prap.g_00801
OG0000606	Pral.g_01741	Prap.g_00800
OG0000607	Pral.g_01739	Prap.g_00798
OG0000608	Pral.g_01737	Prap.g_00796
OG0000609	Pral.g_00399	Prap.g_01489
OG0000610	Pral.g_01691	Prap.g_00872
OG0000611	Pral.g_01728	Prap.g_00790
OG0000612	Pral.g_01727	Prap.g_00789
OG0000613	Pral.g_01726	Prap.g_00344
OG0000614	Pral.g_01725	Prap.g_00343
OG0000615	Pral.g_01723	Prap.g_00341
OG0000616	Pral.g_01722	Prap.g_00340
OG0000617	Pral.g_01721	Prap.g_00339
OG0000618	Pral.g_01720	Prap.g_00338
OG0000619	Pral.g_01719	Prap.g_00337
OG0000620	Pral.g_01718	Prap.g_00336
OG0000621	Pral.g_01717	Prap.g_00335
OG0000622	Pral.g_01716	Prap.g_00334
OG0000623	Pral.g_01715	Prap.g_00333
OG0000624	Pral.g_01713	Prap.g_00331
OG0000625	Pral.g_01712	Prap.g_00330
OG0000626	Pral.g_01711	Prap.g_00329
OG0000627	Pral.g_01709	Prap.g_00328
OG0000628	Pral.g_01708	Prap.g_00327
OG0000629	Pral.g_01707	Prap.g_00326
OG0000630	Pral.g_01706	Prap.g_00325
OG0000631	Pral.g_01704	Prap.g_00323
OG0000632	Pral.g_01895	Prap.g_00322
OG0000633	Pral.g_00023	Prap.g_00036
OG0000634	Pral.g_01037	Prap.g_00545
OG0000635	Pral.g_01635	Prap.g_01121
OG0000636	Pral.g_01636	Prap.g_01122
OG0000637	Pral.g_01637	Prap.g_01123
OG0000638	Pral.g_00701	Prap.g_01375
OG0000639	Pral.g_01663	Prap.g_00688
OG0000640	Pral.g_01660	Prap.g_00685
OG0000641	Pral.g_01658	Prap.g_00683
OG0000642	Pral.g_01657	Prap.g_00682
OG0000643	Pral.g_01656	Prap.g_00681
OG0000644	Pral.g_01482	Prap.g_00345
OG0000645	Pral.g_01483	Prap.g_00788
OG0000646	Pral.g_01484	Prap.g_00787
OG0000647	Pral.g_01485	Prap.g_00786
OG0000648	Pral.g_01487	Prap.g_00784
OG0000649	Pral.g_01488	Prap.g_00783
OG0000650	Pral.g_01489	Prap.g_00782
OG0000651	Pral.g_01490	Prap.g_00781
OG0000652	Pral.g_01491	Prap.g_00780
OG0000653	Pral.g_01492	Prap.g_00779
OG0000654	Pral.g_01494	Prap.g_00777
OG0000655	Pral.g_01496	Prap.g_00775
OG0000656	Pral.g_01497	Prap.g_00774
OG0000657	Pral.g_01498	Prap.g_00773
OG0000658	Pral.g_01499	Prap.g_00772
OG0000659	Pral.g_01500	Prap.g_00771
OG0000660	Pral.g_01501	Prap.g_00770
OG0000661	Pral.g_01502	Prap.g_00769
OG0000662	Pral.g_01504	Prap.g_00767
OG0000663	Pral.g_01505	Prap.g_00766
OG0000664	Pral.g_01506	Prap.g_00765
OG0000665	Pral.g_01507	Prap.g_00764
OG0000666	Pral.g_01508	Prap.g_00763
OG0000667	Pral.g_01509	Prap.g_00762
OG0000668	Pral.g_01510	Prap.g_00761
OG0000669	Pral.g_01512	Prap.g_00759
OG0000670	Pral.g_01513	Prap.g_00758
OG0000671	Pral.g_01514	Prap.g_00757
OG0000672	Pral.g_01515	Prap.g_00756
OG0000673	Pral.g_01516	Prap.g_00755
OG0000674	Pral.g_01517	Prap.g_00754
OG0000675	Pral.g_01518	Prap.g_00752
OG0000676	Pral.g_01519	Prap.g_00751
OG0000677	Pral.g_01522	Prap.g_00748
OG0000678	Pral.g_01524	Prap.g_00746
OG0000679	Pral.g_01525	Prap.g_00744
OG0000680	Pral.g_01526	Prap.g_00743
OG0000681	Pral.g_01527	Prap.g_00742
OG0000682	Pral.g_01528	Prap.g_00741
OG0000683	Pral.g_01530	Prap.g_00739
OG0000684	Pral.g_01531	Prap.g_00738
OG0000685	Pral.g_01532	Prap.g_00737
OG0000686	Pral.g_01533	Prap.g_00736
OG0000687	Pral.g_01534	Prap.g_00735
OG0000688	Pral.g_01535	Prap.g_00734
OG0000689	Pral.g_01536	Prap.g_00733
OG0000690	Pral.g_01537	Prap.g_00732
OG0000691	Pral.g_01538	Prap.g_00731
OG0000692	Pral.g_01542	Prap.g_00727
OG0000693	Pral.g_01543	Prap.g_00726
OG0000694	Pral.g_01544	Prap.g_00725
OG0000695	Pral.g_01545	Prap.g_00724
OG0000696	Pral.g_01546	Prap.g_00723
OG0000697	Pral.g_01548	Prap.g_00721
OG0000698	Pral.g_01552	Prap.g_00717
OG0000699	Pral.g_01553	Prap.g_00716
OG0000700	Pral.g_01820	Prap.g_00660
OG0000701	Pral.g_01815	Prap.g_00655
OG0000702	Pral.g_01809	Prap.g_00869
OG0000703	Pral.g_01807	Prap.g_00867
OG0000704	Pral.g_01806	Prap.g_00866
OG0000705	Pral.g_01805	Prap.g_00864
OG0000706	Pral.g_01804	Prap.g_00863
OG0000707	Pral.g_01802	Prap.g_00861
OG0000708	Pral.g_01801	Prap.g_00860
OG0000709	Pral.g_01799	Prap.g_00858
OG0000710	Pral.g_01798	Prap.g_00857
OG0000711	Pral.g_01797	Prap.g_00856
OG0000712	Pral.g_01796	Prap.g_00855
OG0000713	Pral.g_01795	Prap.g_00854
OG0000714	Pral.g_01793	Prap.g_00852
OG0000715	Pral.g_01792	Prap.g_00851
OG0000716	Pral.g_01790	Prap.g_00849
OG0000717	Pral.g_01789	Prap.g_00848
OG0000718	Pral.g_01788	Prap.g_00847
OG0000719	Pral.g_01786	Prap.g_00845
OG0000720	Pral.g_01785	Prap.g_00844
OG0000721	Pral.g_01782	Prap.g_00841
OG0000722	Pral.g_01781	Prap.g_00840
OG0000723	Pral.g_01780	Prap.g_00839
OG0000724	Pral.g_01778	Prap.g_00837
OG0000725	Pral.g_01777	Prap.g_00836
OG0000726	Pral.g_01776	Prap.g_00835
OG0000727	Pral.g_01775	Prap.g_00834
OG0000728	Pral.g_01774	Prap.g_00833
OG0000729	Pral.g_01773	Prap.g_00832
OG0000730	Pral.g_01472	Prap.g_00355
OG0000731	Pral.g_01474	Prap.g_00353
OG0000732	Pral.g_01475	Prap.g_00352
OG0000733	Pral.g_01476	Prap.g_00351
OG0000734	Pral.g_01477	Prap.g_00350
OG0000735	Pral.g_01479	Prap.g_00348
OG0000736	Pral.g_01480	Prap.g_00347
OG0000737	Pral.g_01481	Prap.g_00346
OG0000738	Pral.g_01655	Prap.g_00680
OG0000739	Pral.g_01654	Prap.g_00679
OG0000740	Pral.g_01653	Prap.g_00678
OG0000741	Pral.g_01652	Prap.g_00677
OG0000742	Pral.g_01650	Prap.g_00675
OG0000743	Pral.g_01649	Prap.g_00239
OG0000744	Pral.g_01647	Prap.g_00240
OG0000745	Pral.g_01646	Prap.g_00241
OG0000746	Pral.g_01645	Prap.g_00242
OG0000747	Pral.g_01644	Prap.g_00243
OG0000748	Pral.g_01643	Prap.g_00244
OG0000749	Pral.g_01642	Prap.g_00245
OG0000750	Pral.g_01640	Prap.g_00247
OG0000751	Pral.g_01639	Prap.g_00248
OG0000752	Pral.g_01605	Prap.g_00307
OG0000753	Pral.g_01634	Prap.g_00250
OG0000754	Pral.g_01633	Prap.g_00251
OG0000755	Pral.g_01632	Prap.g_00252
OG0000756	Pral.g_01630	Prap.g_00254
OG0000757	Pral.g_01629	Prap.g_00255
OG0000758	Pral.g_01628	Prap.g_00256
OG0000759	Pral.g_01626	Prap.g_00258
OG0000760	Pral.g_01625	Prap.g_00259
OG0000761	Pral.g_01624	Prap.g_00260
OG0000762	Pral.g_01622	Prap.g_00262
OG0000763	Pral.g_01621	Prap.g_00263
OG0000764	Pral.g_01620	Prap.g_00264
OG0000765	Pral.g_01619	Prap.g_00265
OG0000766	Pral.g_01618	Prap.g_00266
OG0000767	Pral.g_01616	Prap.g_00268
OG0000768	Pral.g_01615	Prap.g_00269
OG0000769	Pral.g_01614	Prap.g_00270
OG0000770	Pral.g_01613	Prap.g_00271
OG0000771	Pral.g_01612	Prap.g_00272
OG0000772	Pral.g_00050	Prap.g_00522
OG0000773	Pral.g_01611	Prap.g_00274
OG0000774	Pral.g_01610	Prap.g_00275
OG0000775	Pral.g_01578	Prap.g_00276
OG0000776	Pral.g_01579	Prap.g_00279
OG0000777	Pral.g_01580	Prap.g_00280
OG0000778	Pral.g_01581	Prap.g_00281
OG0000779	Pral.g_01582	Prap.g_00282
OG0000780	Pral.g_01584	Prap.g_00284
OG0000781	Pral.g_01586	Prap.g_00286
OG0000782	Pral.g_01587	Prap.g_00287
OG0000783	Pral.g_01590	Prap.g_00291
OG0000784	Pral.g_01592	Prap.g_00293
OG0000785	Pral.g_01593	Prap.g_00294
OG0000786	Pral.g_01594	Prap.g_00295
OG0000787	Pral.g_01595	Prap.g_00296
OG0000788	Pral.g_01600	Prap.g_00302
OG0000789	Pral.g_01603	Prap.g_00305
OG0000790	Pral.g_01604	Prap.g_00306
OG0000791	Pral.g_01607	Prap.g_00309
OG0000792	Pral.g_01608	Prap.g_00310
OG0000793	Pral.g_01609	Prap.g_00311
OG0000794	Pral.g_01575	Prap.g_00314
OG0000795	Pral.g_01571	Prap.g_00697
OG0000796	Pral.g_01570	Prap.g_00698
OG0000797	Pral.g_01569	Prap.g_00700
OG0000798	Pral.g_01568	Prap.g_00701
OG0000799	Pral.g_01567	Prap.g_00702
OG0000800	Pral.g_01566	Prap.g_00703
OG0000801	Pral.g_01563	Prap.g_00706
OG0000802	Pral.g_01562	Prap.g_00707
OG0000803	Pral.g_01560	Prap.g_00709
OG0000804	Pral.g_01559	Prap.g_00710
OG0000805	Pral.g_01558	Prap.g_00711
OG0000806	Pral.g_01556	Prap.g_00713
OG0000807	Pral.g_01321	Prap.g_01345
OG0000808	Pral.g_01033	Prap.g_00020
OG0000809	Pral.g_01327	Prap.g_00504
OG0000810	Pral.g_01032	Prap.g_01126
OG0000811	Pral.g_01311	Prap.g_00539
OG0000812	Pral.g_01324	Prap.g_00498
OG0000813	Pral.g_00692	Prap.g_01366
OG0000814	Pral.g_01141	Prap.g_00525
OG0000815	Pral.g_01314	Prap.g_00058
OG0000816	Pral.g_00077	Prap.g_01882
OG0000817	Pral.g_00076	Prap.g_01881
OG0000818	Pral.g_01902	Prap.g_00031
OG0000819	Pral.g_01346	Prap.g_00478
OG0000820	Pral.g_01351	Prap.g_00472
OG0000821	Pral.g_01353	Prap.g_00470
OG0000822	Pral.g_01354	Prap.g_00469
OG0000823	Pral.g_01355	Prap.g_00468
OG0000824	Pral.g_01356	Prap.g_00467
OG0000825	Pral.g_01357	Prap.g_00466
OG0000826	Pral.g_01358	Prap.g_00465
OG0000827	Pral.g_01359	Prap.g_00464
OG0000828	Pral.g_01360	Prap.g_00463
OG0000829	Pral.g_01361	Prap.g_00462
OG0000830	Pral.g_01363	Prap.g_00460
OG0000831	Pral.g_01366	Prap.g_00457
OG0000832	Pral.g_01368	Prap.g_00455
OG0000833	Pral.g_01369	Prap.g_00454
OG0000834	Pral.g_01370	Prap.g_00453
OG0000835	Pral.g_01371	Prap.g_00452
OG0000836	Pral.g_01372	Prap.g_00451
OG0000837	Pral.g_01376	Prap.g_00448
OG0000838	Pral.g_01377	Prap.g_00447
OG0000839	Pral.g_01378	Prap.g_00446
OG0000840	Pral.g_01379	Prap.g_00445
OG0000841	Pral.g_01380	Prap.g_00444
OG0000842	Pral.g_01382	Prap.g_00442
OG0000843	Pral.g_01383	Prap.g_00441
OG0000844	Pral.g_01384	Prap.g_00440
OG0000845	Pral.g_01385	Prap.g_00439
OG0000846	Pral.g_01388	Prap.g_00437
OG0000847	Pral.g_01390	Prap.g_00435
OG0000848	Pral.g_01391	Prap.g_00434
OG0000849	Pral.g_01394	Prap.g_00431
OG0000850	Pral.g_01395	Prap.g_00430
OG0000851	Pral.g_01399	Prap.g_00428
OG0000852	Pral.g_01401	Prap.g_00426
OG0000853	Pral.g_01403	Prap.g_00424
OG0000854	Pral.g_01404	Prap.g_00422
OG0000855	Pral.g_01405	Prap.g_00421
OG0000856	Pral.g_01406	Prap.g_00420
OG0000857	Pral.g_01407	Prap.g_00419
OG0000858	Pral.g_01408	Prap.g_00418
OG0000859	Pral.g_01409	Prap.g_00417
OG0000860	Pral.g_01410	Prap.g_00416
OG0000861	Pral.g_01411	Prap.g_00415
OG0000862	Pral.g_01412	Prap.g_00414
OG0000863	Pral.g_01413	Prap.g_00413
OG0000864	Pral.g_01414	Prap.g_00412
OG0000865	Pral.g_01415	Prap.g_00411
OG0000866	Pral.g_01416	Prap.g_00410
OG0000867	Pral.g_01417	Prap.g_00409
OG0000868	Pral.g_01419	Prap.g_00408
OG0000869	Pral.g_01421	Prap.g_00406
OG0000870	Pral.g_01422	Prap.g_00405
OG0000871	Pral.g_01423	Prap.g_00404
OG0000872	Pral.g_01424	Prap.g_00403
OG0000873	Pral.g_01426	Prap.g_00401
OG0000874	Pral.g_01427	Prap.g_00400
OG0000875	Pral.g_01428	Prap.g_00399
OG0000876	Pral.g_01429	Prap.g_00398
OG0000877	Pral.g_00456	Prap.g_01136
OG0000878	Pral.g_01893	Prap.g_01853
OG0000879	Pral.g_01292	Prap.g_00550
OG0000880	Pral.g_01291	Prap.g_00551
OG0000881	Pral.g_01290	Prap.g_00552
OG0000882	Pral.g_01289	Prap.g_00553
OG0000883	Pral.g_01288	Prap.g_00554
OG0000884	Pral.g_01286	Prap.g_00556
OG0000885	Pral.g_01285	Prap.g_00557
OG0000886	Pral.g_01284	Prap.g_00558
OG0000887	Pral.g_01283	Prap.g_00559
OG0000888	Pral.g_01282	Prap.g_00560
OG0000889	Pral.g_01279	Prap.g_00563
OG0000890	Pral.g_01278	Prap.g_00564
OG0000891	Pral.g_01277	Prap.g_00565
OG0000892	Pral.g_01275	Prap.g_00568
OG0000893	Pral.g_01274	Prap.g_00569
OG0000894	Pral.g_01273	Prap.g_00570
OG0000895	Pral.g_01272	Prap.g_00571
OG0000896	Pral.g_01271	Prap.g_00572
OG0000897	Pral.g_01270	Prap.g_00573
OG0000898	Pral.g_01267	Prap.g_00576
OG0000899	Pral.g_01266	Prap.g_00577
OG0000900	Pral.g_01239	Prap.g_01928
OG0000901	Pral.g_01235	Prap.g_00585
OG0000902	Pral.g_00440	Prap.g_01268
OG0000903	Pral.g_01345	Prap.g_00521
OG0000904	Pral.g_01060	Prap.g_00220
OG0000905	Pral.g_01323	Prap.g_00499
OG0000906	Pral.g_01343	Prap.g_00481
OG0000907	Pral.g_01550	Prap.g_00719
OG0000908	Pral.g_01299	Prap.g_00518
OG0000909	Pral.g_01220	Prap.g_00061
OG0000910	Pral.g_01219	Prap.g_00062
OG0000911	Pral.g_01218	Prap.g_00063
OG0000912	Pral.g_01217	Prap.g_00064
OG0000913	Pral.g_01216	Prap.g_00065
OG0000914	Pral.g_01215	Prap.g_00066
OG0000915	Pral.g_01214	Prap.g_00067
OG0000916	Pral.g_01213	Prap.g_00068
OG0000917	Pral.g_01212	Prap.g_00069
OG0000918	Pral.g_01211	Prap.g_00070
OG0000919	Pral.g_01210	Prap.g_00071
OG0000920	Pral.g_01209	Prap.g_00072
OG0000921	Pral.g_01208	Prap.g_00073
OG0000922	Pral.g_01207	Prap.g_00074
OG0000923	Pral.g_01206	Prap.g_00075
OG0000924	Pral.g_01205	Prap.g_00076
OG0000925	Pral.g_01204	Prap.g_00077
OG0000926	Pral.g_00287	Prap.g_01598
OG0000927	Pral.g_01184	Prap.g_00104
OG0000928	Pral.g_01183	Prap.g_00105
OG0000929	Pral.g_01182	Prap.g_00106
OG0000930	Pral.g_01181	Prap.g_00107
OG0000931	Pral.g_01180	Prap.g_00108
OG0000932	Pral.g_01178	Prap.g_00110
OG0000933	Pral.g_01177	Prap.g_00111
OG0000934	Pral.g_01176	Prap.g_00112
OG0000935	Pral.g_01175	Prap.g_00113
OG0000936	Pral.g_01174	Prap.g_00114
OG0000937	Pral.g_01173	Prap.g_00115
OG0000938	Pral.g_01172	Prap.g_00116
OG0000939	Pral.g_01171	Prap.g_00117
OG0000940	Pral.g_01169	Prap.g_00118
OG0000941	Pral.g_01167	Prap.g_00119
OG0000942	Pral.g_01166	Prap.g_00120
OG0000943	Pral.g_01159	Prap.g_00123
OG0000944	Pral.g_01158	Prap.g_00124
OG0000945	Pral.g_01157	Prap.g_00125
OG0000946	Pral.g_01156	Prap.g_00126
OG0000947	Pral.g_01155	Prap.g_00127
OG0000948	Pral.g_01154	Prap.g_00128
OG0000949	Pral.g_01153	Prap.g_00129
OG0000950	Pral.g_01152	Prap.g_00130
OG0000951	Pral.g_01151	Prap.g_00131
OG0000952	Pral.g_01150	Prap.g_00132
OG0000953	Pral.g_01149	Prap.g_00133
OG0000954	Pral.g_01148	Prap.g_00134
OG0000955	Pral.g_01147	Prap.g_00135
OG0000956	Pral.g_01146	Prap.g_00136
OG0000957	Pral.g_01145	Prap.g_00137
OG0000958	Pral.g_01144	Prap.g_00138
OG0000959	Pral.g_01143	Prap.g_00139
OG0000960	Pral.g_01142	Prap.g_00140
OG0000961	Pral.g_01137	Prap.g_00144
OG0000962	Pral.g_01136	Prap.g_00145
OG0000963	Pral.g_01135	Prap.g_00146
OG0000964	Pral.g_01133	Prap.g_00148
OG0000965	Pral.g_01132	Prap.g_00149
OG0000966	Pral.g_01131	Prap.g_00150
OG0000967	Pral.g_01130	Prap.g_00151
OG0000968	Pral.g_01129	Prap.g_00152
OG0000969	Pral.g_01128	Prap.g_00153
OG0000970	Pral.g_01127	Prap.g_00154
OG0000971	Pral.g_01126	Prap.g_00155
OG0000972	Pral.g_01125	Prap.g_00156
OG0000973	Pral.g_01124	Prap.g_00157
OG0000974	Pral.g_01122	Prap.g_00159
OG0000975	Pral.g_01115	Prap.g_00165
OG0000976	Pral.g_01112	Prap.g_00167
OG0000977	Pral.g_01110	Prap.g_00169
OG0000978	Pral.g_01108	Prap.g_00171
OG0000979	Pral.g_01106	Prap.g_00173
OG0000980	Pral.g_01105	Prap.g_00174
OG0000981	Pral.g_01104	Prap.g_00175
OG0000982	Pral.g_01103	Prap.g_00176
OG0000983	Pral.g_01101	Prap.g_00178
OG0000984	Pral.g_01100	Prap.g_00179
OG0000985	Pral.g_01099	Prap.g_00180
OG0000986	Pral.g_01098	Prap.g_00181
OG0000987	Pral.g_01097	Prap.g_00182
OG0000988	Pral.g_01095	Prap.g_00183
OG0000989	Pral.g_01094	Prap.g_00184
OG0000990	Pral.g_01093	Prap.g_00185
OG0000991	Pral.g_01092	Prap.g_00186
OG0000992	Pral.g_01091	Prap.g_00187
OG0000993	Pral.g_01090	Prap.g_00188
OG0000994	Pral.g_01089	Prap.g_00189
OG0000995	Pral.g_01088	Prap.g_00190
OG0000996	Pral.g_01087	Prap.g_00191
OG0000997	Pral.g_01086	Prap.g_00192
OG0000998	Pral.g_01085	Prap.g_00193
OG0000999	Pral.g_01084	Prap.g_00194
OG0001000	Pral.g_01083	Prap.g_00195
OG0001001	Pral.g_01081	Prap.g_00197
OG0001002	Pral.g_01080	Prap.g_00198
OG0001003	Pral.g_01079	Prap.g_00199
OG0001004	Pral.g_01078	Prap.g_00200
OG0001005	Pral.g_01076	Prap.g_00203
OG0001006	Pral.g_01075	Prap.g_00204
OG0001007	Pral.g_01074	Prap.g_00205
OG0001008	Pral.g_01072	Prap.g_00207
OG0001009	Pral.g_01071	Prap.g_00208
OG0001010	Pral.g_00045	Prap.g_01836
OG0001011	Pral.g_01058	Prap.g_01139
OG0001012	Pral.g_01503	Prap.g_00768
OG0001013	Pral.g_00100	Prap.g_01786
OG0001014	Pral.g_00101	Prap.g_01785
OG0001015	Pral.g_00108	Prap.g_01778
OG0001016	Pral.g_00109	Prap.g_01777
OG0001017	Pral.g_00110	Prap.g_01776
OG0001018	Pral.g_00111	Prap.g_01775
OG0001019	Pral.g_00113	Prap.g_01773
OG0001020	Pral.g_00114	Prap.g_01772
OG0001021	Pral.g_00115	Prap.g_01771
OG0001022	Pral.g_00116	Prap.g_01770
OG0001023	Pral.g_00117	Prap.g_01769
OG0001024	Pral.g_00119	Prap.g_01767
OG0001025	Pral.g_00120	Prap.g_01766
OG0001026	Pral.g_00121	Prap.g_01765
OG0001027	Pral.g_00122	Prap.g_01764
OG0001028	Pral.g_00123	Prap.g_01763
OG0001029	Pral.g_00124	Prap.g_01762
OG0001030	Pral.g_00125	Prap.g_01761
OG0001031	Pral.g_00126	Prap.g_01760
OG0001032	Pral.g_00127	Prap.g_01759
OG0001033	Pral.g_00128	Prap.g_01758
OG0001034	Pral.g_00129	Prap.g_01757
OG0001035	Pral.g_00131	Prap.g_01754
OG0001036	Pral.g_00132	Prap.g_01753
OG0001037	Pral.g_00133	Prap.g_01752
OG0001038	Pral.g_00134	Prap.g_01751
OG0001039	Pral.g_00135	Prap.g_01750
OG0001040	Pral.g_00136	Prap.g_01749
OG0001041	Pral.g_00137	Prap.g_01748
OG0001042	Pral.g_00138	Prap.g_01747
OG0001043	Pral.g_00139	Prap.g_01746
OG0001044	Pral.g_00140	Prap.g_01745
OG0001045	Pral.g_00141	Prap.g_01744
OG0001046	Pral.g_00142	Prap.g_01743
OG0001047	Pral.g_00145	Prap.g_01740
OG0001048	Pral.g_00147	Prap.g_01738
OG0001049	Pral.g_00148	Prap.g_01737
OG0001050	Pral.g_00149	Prap.g_01736
OG0001051	Pral.g_00150	Prap.g_01735
OG0001052	Pral.g_00151	Prap.g_01734
OG0001053	Pral.g_00154	Prap.g_01732
OG0001054	Pral.g_00156	Prap.g_01730
OG0001055	Pral.g_00157	Prap.g_01729
OG0001056	Pral.g_00158	Prap.g_01728
OG0001057	Pral.g_00159	Prap.g_01727
OG0001058	Pral.g_00160	Prap.g_01726
OG0001059	Pral.g_00161	Prap.g_01725
OG0001060	Pral.g_00162	Prap.g_01724
OG0001061	Pral.g_00163	Prap.g_01723
OG0001062	Pral.g_00164	Prap.g_01722
OG0001063	Pral.g_00165	Prap.g_01721
OG0001064	Pral.g_00167	Prap.g_01719
OG0001065	Pral.g_00170	Prap.g_01715
OG0001066	Pral.g_00172	Prap.g_01713
OG0001067	Pral.g_00173	Prap.g_01712
OG0001068	Pral.g_00176	Prap.g_01709
OG0001069	Pral.g_00177	Prap.g_01708
OG0001070	Pral.g_00178	Prap.g_01707
OG0001071	Pral.g_00179	Prap.g_01706
OG0001072	Pral.g_00180	Prap.g_01705
OG0001073	Pral.g_00181	Prap.g_01704
OG0001074	Pral.g_00182	Prap.g_01703
OG0001075	Pral.g_00183	Prap.g_01702
OG0001076	Pral.g_00184	Prap.g_01701
OG0001077	Pral.g_00185	Prap.g_01700
OG0001078	Pral.g_00187	Prap.g_01699
OG0001079	Pral.g_00188	Prap.g_01698
OG0001080	Pral.g_00189	Prap.g_01697
OG0001081	Pral.g_00193	Prap.g_01693
OG0001082	Pral.g_00194	Prap.g_01692
OG0001083	Pral.g_00198	Prap.g_01689
OG0001084	Pral.g_00196	Prap.g_01690
OG0001085	Pral.g_00195	Prap.g_01691
OG0001086	Pral.g_00192	Prap.g_01694
OG0001087	Pral.g_00191	Prap.g_01695
OG0001088	Pral.g_00190	Prap.g_01696
OG0001089	Pral.g_00200	Prap.g_01686
OG0001090	Pral.g_00202	Prap.g_01684
OG0001091	Pral.g_00203	Prap.g_01683
OG0001092	Pral.g_00204	Prap.g_01682
OG0001093	Pral.g_00205	Prap.g_01681
OG0001094	Pral.g_00206	Prap.g_01680
OG0001095	Pral.g_00207	Prap.g_01679
OG0001096	Pral.g_00208	Prap.g_01678
OG0001097	Pral.g_00209	Prap.g_01677
OG0001098	Pral.g_00210	Prap.g_01676
OG0001099	Pral.g_00211	Prap.g_01675
OG0001100	Pral.g_00212	Prap.g_01674
OG0001101	Pral.g_00213	Prap.g_01673
OG0001102	Pral.g_00214	Prap.g_01672
OG0001103	Pral.g_00215	Prap.g_01671
OG0001104	Pral.g_00216	Prap.g_01670
OG0001105	Pral.g_00217	Prap.g_01669
OG0001106	Pral.g_00218	Prap.g_01668
OG0001107	Pral.g_00219	Prap.g_01667
OG0001108	Pral.g_00220	Prap.g_01666
OG0001109	Pral.g_00221	Prap.g_01665
OG0001110	Pral.g_00222	Prap.g_01664
OG0001111	Pral.g_00223	Prap.g_01663
OG0001112	Pral.g_00224	Prap.g_01662
OG0001113	Pral.g_00225	Prap.g_01661
OG0001114	Pral.g_00226	Prap.g_01660
OG0001115	Pral.g_00227	Prap.g_01659
OG0001116	Pral.g_00228	Prap.g_01658
OG0001117	Pral.g_00229	Prap.g_01657
OG0001118	Pral.g_00230	Prap.g_01656
OG0001119	Pral.g_00232	Prap.g_01655
OG0001120	Pral.g_01190	Prap.g_01654
OG0001121	Pral.g_00234	Prap.g_01652
OG0001122	Pral.g_00235	Prap.g_01651
OG0001123	Pral.g_00236	Prap.g_01650
OG0001124	Pral.g_00238	Prap.g_01647
OG0001125	Pral.g_00240	Prap.g_01645
OG0001126	Pral.g_00241	Prap.g_01644
OG0001127	Pral.g_00244	Prap.g_01641
OG0001128	Pral.g_00245	Prap.g_01640
OG0001129	Pral.g_00246	Prap.g_01639
OG0001130	Pral.g_00249	Prap.g_01636
OG0001131	Pral.g_00250	Prap.g_01635
OG0001132	Pral.g_00251	Prap.g_01634
OG0001133	Pral.g_00252	Prap.g_01633
OG0001134	Pral.g_00253	Prap.g_01632
OG0001135	Pral.g_00254	Prap.g_01631
OG0001136	Pral.g_00255	Prap.g_01630
OG0001137	Pral.g_00256	Prap.g_01629
OG0001138	Pral.g_00257	Prap.g_01628
OG0001139	Pral.g_00259	Prap.g_01626
OG0001140	Pral.g_00260	Prap.g_01625
OG0001141	Pral.g_00261	Prap.g_01624
OG0001142	Pral.g_00266	Prap.g_01620
OG0001143	Pral.g_00267	Prap.g_01619
OG0001144	Pral.g_00268	Prap.g_01618
OG0001145	Pral.g_00269	Prap.g_01617
OG0001146	Pral.g_00270	Prap.g_01616
OG0001147	Pral.g_00271	Prap.g_01615
OG0001148	Pral.g_00272	Prap.g_01614
OG0001149	Pral.g_00274	Prap.g_01612
OG0001150	Pral.g_00275	Prap.g_01611
OG0001151	Pral.g_00278	Prap.g_01607
OG0001152	Pral.g_00279	Prap.g_01606
OG0001153	Pral.g_00280	Prap.g_01605
OG0001154	Pral.g_00282	Prap.g_01603
OG0001155	Pral.g_00284	Prap.g_01601
OG0001156	Pral.g_00286	Prap.g_01599
OG0001157	Pral.g_00288	Prap.g_01597
OG0001158	Pral.g_00290	Prap.g_01595
OG0001159	Pral.g_00291	Prap.g_01594
