Orthogroup	Prbn	Syan
OG0000568	Prbn.g_00547	Syan.g_00874
OG0000569	Prbn.g_00546	Syan.g_00875
OG0000570	Prbn.g_00545	Syan.g_00876
OG0000571	Prbn.g_00543	Syan.g_00879
OG0000572	Prbn.g_00529	Syan.g_00954
OG0000573	Prbn.g_00523	Syan.g_00963
OG0000574	Prbn.g_00522	Syan.g_00965
OG0000575	Prbn.g_00518	Syan.g_01003
OG0000576	Prbn.g_00516	Syan.g_01007
OG0000577	Prbn.g_00515	Syan.g_01008
OG0000578	Prbn.g_00514	Syan.g_01009
OG0000579	Prbn.g_00513	Syan.g_01010
OG0000580	Prbn.g_00512	Syan.g_01011
OG0000581	Prbn.g_00509	Syan.g_01018
OG0000582	Prbn.g_00506	Syan.g_01030
OG0000583	Prbn.g_00505	Syan.g_01029
OG0000584	Prbn.g_00504	Syan.g_01028
OG0000585	Prbn.g_00502	Syan.g_01024
OG0000586	Prbn.g_00501	Syan.g_01022
OG0000587	Prbn.g_00500	Syan.g_01020
OG0000588	Prbn.g_00496	Syan.g_00215
OG0000589	Prbn.g_00494	Syan.g_00016
OG0000590	Prbn.g_00493	Syan.g_00015
OG0000591	Prbn.g_00489	Syan.g_00003
OG0000592	Prbn.g_00488	Syan.g_00002
OG0000593	Prbn.g_00423	Syan.g_00820
OG0000594	Prbn.g_00424	Syan.g_00819
OG0000595	Prbn.g_00425	Syan.g_00818
OG0000596	Prbn.g_00429	Syan.g_00813
OG0000597	Prbn.g_00432	Syan.g_00810
OG0000598	Prbn.g_00433	Syan.g_00809
OG0000599	Prbn.g_00436	Syan.g_00802
OG0000600	Prbn.g_00437	Syan.g_00801
OG0000601	Prbn.g_00438	Syan.g_00800
OG0000602	Prbn.g_00440	Syan.g_00796
OG0000603	Prbn.g_00441	Syan.g_00795
OG0000604	Prbn.g_00442	Syan.g_00792
OG0000605	Prbn.g_00443	Syan.g_00783
OG0000606	Prbn.g_00446	Syan.g_00780
OG0000607	Prbn.g_00449	Syan.g_00777
OG0000608	Prbn.g_00450	Syan.g_00776
OG0000609	Prbn.g_00834	Syan.g_00774
OG0000610	Prbn.g_00840	Syan.g_00766
OG0000611	Prbn.g_00843	Syan.g_00763
OG0000612	Prbn.g_00844	Syan.g_00762
OG0000613	Prbn.g_01591	Syan.g_01965
OG0000614	Prbn.g_01570	Syan.g_00184
OG0000615	Prbn.g_01559	Syan.g_00728
OG0000616	Prbn.g_00905	Syan.g_01694
OG0000617	Prbn.g_00860	Syan.g_00324
OG0000618	Prbn.g_00861	Syan.g_00325
OG0000619	Prbn.g_00862	Syan.g_00326
OG0000620	Prbn.g_01947	Syan.g_00331
OG0000621	Prbn.g_01948	Syan.g_00332
OG0000622	Prbn.g_01949	Syan.g_00334
OG0000623	Prbn.g_01950	Syan.g_00335
OG0000624	Prbn.g_01952	Syan.g_00337
OG0000625	Prbn.g_01345	Syan.g_00338
OG0000626	Prbn.g_01346	Syan.g_00339
OG0000627	Prbn.g_01347	Syan.g_00465
OG0000628	Prbn.g_01348	Syan.g_00466
OG0000629	Prbn.g_01349	Syan.g_00469
OG0000630	Prbn.g_01352	Syan.g_00474
OG0000631	Prbn.g_01445	Syan.g_00484
OG0000632	Prbn.g_01444	Syan.g_00485
OG0000633	Prbn.g_01443	Syan.g_00489
OG0000634	Prbn.g_01550	Syan.g_00694
OG0000635	Prbn.g_01549	Syan.g_00693
OG0000636	Prbn.g_01547	Syan.g_00691
OG0000637	Prbn.g_01545	Syan.g_00689
OG0000638	Prbn.g_01544	Syan.g_00688
OG0000639	Prbn.g_01543	Syan.g_00687
OG0000640	Prbn.g_01542	Syan.g_00686
OG0000641	Prbn.g_01538	Syan.g_00682
OG0000642	Prbn.g_01537	Syan.g_00681
OG0000643	Prbn.g_01536	Syan.g_00679
OG0000644	Prbn.g_01535	Syan.g_00678
OG0000645	Prbn.g_01534	Syan.g_00676
OG0000646	Prbn.g_01532	Syan.g_00673
OG0000647	Prbn.g_01530	Syan.g_00671
OG0000648	Prbn.g_01528	Syan.g_00669
OG0000649	Prbn.g_01527	Syan.g_00668
OG0000650	Prbn.g_01526	Syan.g_00667
OG0000651	Prbn.g_01525	Syan.g_00666
OG0000652	Prbn.g_01524	Syan.g_00665
OG0000653	Prbn.g_01522	Syan.g_00663
OG0000654	Prbn.g_01521	Syan.g_00661
OG0000655	Prbn.g_01520	Syan.g_00660
OG0000656	Prbn.g_01517	Syan.g_00656
OG0000657	Prbn.g_01509	Syan.g_00375
OG0000658	Prbn.g_01507	Syan.g_00378
OG0000659	Prbn.g_01506	Syan.g_00379
OG0000660	Prbn.g_01502	Syan.g_00383
OG0000661	Prbn.g_01500	Syan.g_00385
OG0000662	Prbn.g_01498	Syan.g_00392
OG0000663	Prbn.g_01496	Syan.g_00395
OG0000664	Prbn.g_01495	Syan.g_00397
OG0000665	Prbn.g_01489	Syan.g_00788
OG0000666	Prbn.g_01488	Syan.g_02100
OG0000667	Prbn.g_01484	Syan.g_00044
OG0000668	Prbn.g_01930	Syan.g_00365
OG0000669	Prbn.g_01632	Syan.g_00751
OG0000670	Prbn.g_01629	Syan.g_00748
OG0000671	Prbn.g_01626	Syan.g_00746
OG0000672	Prbn.g_01623	Syan.g_00743
OG0000673	Prbn.g_01620	Syan.g_00740
OG0000674	Prbn.g_01618	Syan.g_00738
OG0000675	Prbn.g_01617	Syan.g_00737
OG0000676	Prbn.g_01615	Syan.g_00735
OG0000677	Prbn.g_01614	Syan.g_00734
OG0000678	Prbn.g_01612	Syan.g_00732
OG0000679	Prbn.g_01608	Syan.g_00724
OG0000680	Prbn.g_01607	Syan.g_00723
OG0000681	Prbn.g_01604	Syan.g_00720
OG0000682	Prbn.g_01603	Syan.g_00719
OG0000683	Prbn.g_01602	Syan.g_00718
OG0000684	Prbn.g_01600	Syan.g_00715
OG0000685	Prbn.g_01598	Syan.g_00713
OG0000686	Prbn.g_01597	Syan.g_00712
OG0000687	Prbn.g_01596	Syan.g_00711
OG0000688	Prbn.g_00848	Syan.g_00706
OG0000689	Prbn.g_00849	Syan.g_00704
OG0000690	Prbn.g_00850	Syan.g_00703
OG0000691	Prbn.g_00851	Syan.g_00702
OG0000692	Prbn.g_00853	Syan.g_00700
OG0000693	Prbn.g_00854	Syan.g_00698
OG0000694	Prbn.g_00855	Syan.g_00697
OG0000695	Prbn.g_01441	Syan.g_00492
OG0000696	Prbn.g_01440	Syan.g_00493
OG0000697	Prbn.g_01439	Syan.g_00495
OG0000698	Prbn.g_01436	Syan.g_00498
OG0000699	Prbn.g_01435	Syan.g_00500
OG0000700	Prbn.g_01434	Syan.g_00501
OG0000701	Prbn.g_01433	Syan.g_00502
OG0000702	Prbn.g_01431	Syan.g_00534
OG0000703	Prbn.g_01430	Syan.g_00546
OG0000704	Prbn.g_01428	Syan.g_00550
OG0000705	Prbn.g_01425	Syan.g_00557
OG0000706	Prbn.g_01424	Syan.g_00558
OG0000707	Prbn.g_01423	Syan.g_00559
OG0000708	Prbn.g_01421	Syan.g_00562
OG0000709	Prbn.g_01417	Syan.g_00570
OG0000710	Prbn.g_01414	Syan.g_00574
OG0000711	Prbn.g_01396	Syan.g_00607
OG0000712	Prbn.g_01395	Syan.g_00609
OG0000713	Prbn.g_01394	Syan.g_00610
OG0000714	Prbn.g_01393	Syan.g_00624
OG0000715	Prbn.g_01391	Syan.g_00626
OG0000716	Prbn.g_01389	Syan.g_00630
OG0000717	Prbn.g_01388	Syan.g_00631
OG0000718	Prbn.g_01384	Syan.g_00651
OG0000719	Prbn.g_01382	Syan.g_00367
OG0000720	Prbn.g_01370	Syan.g_00354
OG0000721	Prbn.g_01366	Syan.g_00352
OG0000722	Prbn.g_01365	Syan.g_00351
OG0000723	Prbn.g_01361	Syan.g_00341
OG0000724	Prbn.g_01466	Syan.g_00299
OG0000725	Prbn.g_01472	Syan.g_00194
OG0000726	Prbn.g_01473	Syan.g_00193
OG0000727	Prbn.g_01474	Syan.g_00192
OG0000728	Prbn.g_01476	Syan.g_00190
OG0000729	Prbn.g_01106	Syan.g_01885
OG0000730	Prbn.g_01147	Syan.g_02147
OG0000731	Prbn.g_00111	Syan.g_02135
OG0000732	Prbn.g_00954	Syan.g_01726
OG0000733	Prbn.g_01651	Syan.g_01147
OG0000734	Prbn.g_01173	Syan.g_02982
OG0000735	Prbn.g_01175	Syan.g_02713
OG0000736	Prbn.g_01176	Syan.g_02712
OG0000737	Prbn.g_01177	Syan.g_02711
OG0000738	Prbn.g_01181	Syan.g_02705
OG0000739	Prbn.g_01182	Syan.g_02704
OG0000740	Prbn.g_01183	Syan.g_02703
OG0000741	Prbn.g_01185	Syan.g_02700
OG0000742	Prbn.g_01188	Syan.g_02697
OG0000743	Prbn.g_01190	Syan.g_02694
OG0000744	Prbn.g_01191	Syan.g_02693
OG0000745	Prbn.g_01192	Syan.g_02690
OG0000746	Prbn.g_01194	Syan.g_02687
OG0000747	Prbn.g_01195	Syan.g_02685
OG0000748	Prbn.g_01199	Syan.g_02669
OG0000749	Prbn.g_01200	Syan.g_02668
OG0000750	Prbn.g_01201	Syan.g_02667
OG0000751	Prbn.g_01204	Syan.g_02661
OG0000752	Prbn.g_01206	Syan.g_02659
OG0000753	Prbn.g_01208	Syan.g_02656
OG0000754	Prbn.g_01211	Syan.g_02650
OG0000755	Prbn.g_00390	Syan.g_02641
OG0000756	Prbn.g_00391	Syan.g_02640
OG0000757	Prbn.g_00398	Syan.g_02623
OG0000758	Prbn.g_00399	Syan.g_02622
OG0000759	Prbn.g_00400	Syan.g_02621
OG0000760	Prbn.g_00401	Syan.g_02620
OG0000761	Prbn.g_00402	Syan.g_02619
OG0000762	Prbn.g_00403	Syan.g_02617
OG0000763	Prbn.g_00405	Syan.g_02615
OG0000764	Prbn.g_00406	Syan.g_02614
OG0000765	Prbn.g_00414	Syan.g_02587
OG0000766	Prbn.g_00415	Syan.g_02586
OG0000767	Prbn.g_00417	Syan.g_02584
OG0000768	Prbn.g_00418	Syan.g_02583
OG0000769	Prbn.g_00420	Syan.g_02581
OG0000770	Prbn.g_00483	Syan.g_02561
OG0000771	Prbn.g_00886	Syan.g_00305
OG0000772	Prbn.g_01671	Syan.g_00436
OG0000773	Prbn.g_01093	Syan.g_01199
OG0000774	Prbn.g_01091	Syan.g_01205
OG0000775	Prbn.g_01089	Syan.g_01207
OG0000776	Prbn.g_01088	Syan.g_01208
OG0000777	Prbn.g_01087	Syan.g_01209
OG0000778	Prbn.g_01086	Syan.g_01210
OG0000779	Prbn.g_01082	Syan.g_01215
OG0000780	Prbn.g_01081	Syan.g_01218
OG0000781	Prbn.g_01077	Syan.g_01222
OG0000782	Prbn.g_01076	Syan.g_01223
OG0000783	Prbn.g_01075	Syan.g_01224
OG0000784	Prbn.g_01074	Syan.g_01225
OG0000785	Prbn.g_01072	Syan.g_01228
OG0000786	Prbn.g_01069	Syan.g_01243
OG0000787	Prbn.g_01068	Syan.g_01244
OG0000788	Prbn.g_00615	Syan.g_00843
OG0000789	Prbn.g_00883	Syan.g_00075
OG0000790	Prbn.g_00155	Syan.g_02778
OG0000791	Prbn.g_00157	Syan.g_02780
OG0000792	Prbn.g_00158	Syan.g_02781
OG0000793	Prbn.g_00161	Syan.g_02879
OG0000794	Prbn.g_00162	Syan.g_02881
OG0000795	Prbn.g_00163	Syan.g_02882
OG0000796	Prbn.g_00167	Syan.g_02886
OG0000797	Prbn.g_00168	Syan.g_02888
OG0000799	Prbn.g_00195	Syan.g_01310
OG0000800	Prbn.g_00196	Syan.g_01308
OG0000801	Prbn.g_00197	Syan.g_01307
OG0000802	Prbn.g_00199	Syan.g_01303
OG0000803	Prbn.g_00201	Syan.g_01294
OG0000804	Prbn.g_00202	Syan.g_01291
OG0000805	Prbn.g_00204	Syan.g_01289
OG0000806	Prbn.g_00206	Syan.g_01287
OG0000807	Prbn.g_00207	Syan.g_01286
OG0000808	Prbn.g_00208	Syan.g_01285
OG0000809	Prbn.g_00210	Syan.g_01281
OG0000810	Prbn.g_00211	Syan.g_01280
OG0000811	Prbn.g_00215	Syan.g_01272
OG0000812	Prbn.g_00217	Syan.g_01270
OG0000813	Prbn.g_00218	Syan.g_01269
OG0000814	Prbn.g_00220	Syan.g_01267
OG0000815	Prbn.g_00221	Syan.g_01249
OG0000816	Prbn.g_00223	Syan.g_01247
OG0000817	Prbn.g_00224	Syan.g_01328
OG0000818	Prbn.g_00229	Syan.g_02807
OG0000819	Prbn.g_00230	Syan.g_02808
OG0000820	Prbn.g_00231	Syan.g_02809
OG0000821	Prbn.g_00235	Syan.g_02815
OG0000822	Prbn.g_00236	Syan.g_02817
OG0000823	Prbn.g_00237	Syan.g_02818
OG0000824	Prbn.g_00240	Syan.g_02824
OG0000825	Prbn.g_00241	Syan.g_02825
OG0000826	Prbn.g_00242	Syan.g_02826
OG0000827	Prbn.g_00243	Syan.g_02827
OG0000828	Prbn.g_00246	Syan.g_02830
OG0000829	Prbn.g_00247	Syan.g_02831
OG0000830	Prbn.g_00248	Syan.g_02832
OG0000831	Prbn.g_00250	Syan.g_02834
OG0000832	Prbn.g_00260	Syan.g_02408
OG0000833	Prbn.g_00269	Syan.g_01343
OG0000834	Prbn.g_00270	Syan.g_01345
OG0000835	Prbn.g_00271	Syan.g_01346
OG0000836	Prbn.g_00272	Syan.g_01349
OG0000837	Prbn.g_00273	Syan.g_01351
OG0000838	Prbn.g_00275	Syan.g_01355
OG0000839	Prbn.g_00276	Syan.g_01356
OG0000840	Prbn.g_00277	Syan.g_01357
OG0000841	Prbn.g_00278	Syan.g_01358
OG0000842	Prbn.g_00279	Syan.g_01359
OG0000843	Prbn.g_00280	Syan.g_01360
OG0000844	Prbn.g_00281	Syan.g_01362
OG0000845	Prbn.g_00282	Syan.g_01363
OG0000846	Prbn.g_00283	Syan.g_01364
OG0000847	Prbn.g_00284	Syan.g_01365
OG0000848	Prbn.g_00285	Syan.g_01367
OG0000849	Prbn.g_00286	Syan.g_01368
OG0000850	Prbn.g_00288	Syan.g_01371
OG0000851	Prbn.g_00289	Syan.g_01374
OG0000852	Prbn.g_00904	Syan.g_01375
OG0000853	Prbn.g_00898	Syan.g_01379
OG0000854	Prbn.g_00896	Syan.g_01381
OG0000855	Prbn.g_00895	Syan.g_01382
OG0000856	Prbn.g_00486	Syan.g_01136
OG0000857	Prbn.g_01531	Syan.g_00672
OG0000858	Prbn.g_01738	Syan.g_01389
OG0000859	Prbn.g_01739	Syan.g_01390
OG0000860	Prbn.g_01747	Syan.g_01402
OG0000861	Prbn.g_01748	Syan.g_01403
OG0000862	Prbn.g_01749	Syan.g_01412
OG0000863	Prbn.g_01751	Syan.g_01414
OG0000864	Prbn.g_01752	Syan.g_00969
OG0000865	Prbn.g_01753	Syan.g_01415
OG0000866	Prbn.g_01754	Syan.g_01416
OG0000867	Prbn.g_01755	Syan.g_01417
OG0000868	Prbn.g_01757	Syan.g_01421
OG0000869	Prbn.g_01760	Syan.g_01426
OG0000870	Prbn.g_01765	Syan.g_01431
OG0000871	Prbn.g_01766	Syan.g_01432
OG0000872	Prbn.g_01767	Syan.g_01438
OG0000873	Prbn.g_01771	Syan.g_01441
OG0000874	Prbn.g_01774	Syan.g_01443
OG0000875	Prbn.g_01775	Syan.g_01445
OG0000876	Prbn.g_01776	Syan.g_00391
OG0000877	Prbn.g_01778	Syan.g_01449
OG0000878	Prbn.g_01779	Syan.g_01450
OG0000879	Prbn.g_01780	Syan.g_01451
OG0000880	Prbn.g_01781	Syan.g_01452
OG0000881	Prbn.g_01785	Syan.g_01457
OG0000882	Prbn.g_01790	Syan.g_01462
OG0000883	Prbn.g_01792	Syan.g_01464
OG0000884	Prbn.g_01794	Syan.g_01466
OG0000885	Prbn.g_01795	Syan.g_01467
OG0000886	Prbn.g_01796	Syan.g_01468
OG0000887	Prbn.g_01797	Syan.g_01469
OG0000888	Prbn.g_01799	Syan.g_01471
OG0000889	Prbn.g_01801	Syan.g_01473
OG0000890	Prbn.g_01802	Syan.g_01476
OG0000891	Prbn.g_01803	Syan.g_01477
OG0000892	Prbn.g_01805	Syan.g_01480
OG0000893	Prbn.g_01809	Syan.g_02103
OG0000894	Prbn.g_01812	Syan.g_02108
OG0000895	Prbn.g_01816	Syan.g_02112
OG0000896	Prbn.g_01817	Syan.g_02113
OG0000897	Prbn.g_01819	Syan.g_02115
OG0000898	Prbn.g_01820	Syan.g_02116
OG0000899	Prbn.g_01821	Syan.g_02117
OG0000900	Prbn.g_01822	Syan.g_02118
OG0000901	Prbn.g_01825	Syan.g_02123
OG0000902	Prbn.g_01827	Syan.g_02125
OG0000903	Prbn.g_01831	Syan.g_02252
OG0000904	Prbn.g_01835	Syan.g_02258
OG0000905	Prbn.g_01829	Syan.g_02129
OG0000906	Prbn.g_01828	Syan.g_02127
OG0000907	Prbn.g_01838	Syan.g_02245
OG0000908	Prbn.g_01841	Syan.g_02242
OG0000909	Prbn.g_01842	Syan.g_02241
OG0000910	Prbn.g_01843	Syan.g_02240
OG0000911	Prbn.g_01845	Syan.g_02238
OG0000912	Prbn.g_01846	Syan.g_02237
OG0000913	Prbn.g_01847	Syan.g_02236
OG0000914	Prbn.g_01848	Syan.g_02235
OG0000915	Prbn.g_01849	Syan.g_02233
OG0000916	Prbn.g_01850	Syan.g_02232
OG0000917	Prbn.g_01851	Syan.g_02231
OG0000918	Prbn.g_01852	Syan.g_02230
OG0000919	Prbn.g_01853	Syan.g_02229
OG0000920	Prbn.g_01854	Syan.g_02228
OG0000921	Prbn.g_01855	Syan.g_02227
OG0000922	Prbn.g_01856	Syan.g_02226
OG0000923	Prbn.g_01860	Syan.g_02222
OG0000924	Prbn.g_01861	Syan.g_02221
OG0000925	Prbn.g_01862	Syan.g_02220
OG0000926	Prbn.g_01863	Syan.g_02219
OG0000927	Prbn.g_01865	Syan.g_02217
OG0000928	Prbn.g_01866	Syan.g_02216
OG0000929	Prbn.g_01867	Syan.g_02215
OG0000930	Prbn.g_01868	Syan.g_02214
OG0000931	Prbn.g_01869	Syan.g_02213
OG0000932	Prbn.g_01870	Syan.g_02212
OG0000933	Prbn.g_01874	Syan.g_02206
OG0000934	Prbn.g_01876	Syan.g_02204
OG0000935	Prbn.g_01877	Syan.g_02203
OG0000936	Prbn.g_01878	Syan.g_02202
OG0000937	Prbn.g_01879	Syan.g_02201
OG0000938	Prbn.g_01882	Syan.g_02198
OG0000939	Prbn.g_01883	Syan.g_02197
OG0000940	Prbn.g_01890	Syan.g_02188
OG0000941	Prbn.g_01892	Syan.g_02186
OG0000942	Prbn.g_01894	Syan.g_02184
OG0000943	Prbn.g_01895	Syan.g_02183
OG0000944	Prbn.g_01897	Syan.g_02181
OG0000945	Prbn.g_01898	Syan.g_02180
OG0000946	Prbn.g_01903	Syan.g_02167
OG0000947	Prbn.g_01905	Syan.g_02164
OG0000948	Prbn.g_01906	Syan.g_02163
OG0000949	Prbn.g_01909	Syan.g_01951
OG0000950	Prbn.g_01916	Syan.g_01940
OG0000951	Prbn.g_01920	Syan.g_01932
OG0000952	Prbn.g_01015	Syan.g_01927
OG0000953	Prbn.g_01011	Syan.g_01922
OG0000954	Prbn.g_01007	Syan.g_01916
OG0000955	Prbn.g_01006	Syan.g_01915
OG0000956	Prbn.g_01004	Syan.g_01913
OG0000957	Prbn.g_00998	Syan.g_01898
OG0000958	Prbn.g_00997	Syan.g_01897
OG0000959	Prbn.g_00993	Syan.g_01893
OG0000960	Prbn.g_00992	Syan.g_01892
OG0000961	Prbn.g_00989	Syan.g_03024
OG0000962	Prbn.g_00987	Syan.g_01887
OG0000963	Prbn.g_00983	Syan.g_01881
OG0000964	Prbn.g_00982	Syan.g_01880
OG0000965	Prbn.g_00981	Syan.g_01879
OG0000966	Prbn.g_00975	Syan.g_01812
OG0000967	Prbn.g_00971	Syan.g_01804
OG0000968	Prbn.g_00969	Syan.g_01706
OG0000969	Prbn.g_00968	Syan.g_01708
OG0000970	Prbn.g_00967	Syan.g_01709
OG0000971	Prbn.g_00966	Syan.g_01711
OG0000972	Prbn.g_00965	Syan.g_01712
OG0000973	Prbn.g_00964	Syan.g_01713
OG0000974	Prbn.g_00963	Syan.g_01714
OG0000975	Prbn.g_00962	Syan.g_01715
OG0000976	Prbn.g_00961	Syan.g_01716
OG0000977	Prbn.g_00960	Syan.g_01718
OG0000978	Prbn.g_00959	Syan.g_01719
OG0000979	Prbn.g_00957	Syan.g_01722
OG0000980	Prbn.g_00955	Syan.g_01725
OG0000981	Prbn.g_00952	Syan.g_01728
OG0000982	Prbn.g_00950	Syan.g_01566
OG0000983	Prbn.g_00949	Syan.g_01567
OG0000984	Prbn.g_00948	Syan.g_01568
OG0000985	Prbn.g_00945	Syan.g_01572
OG0000986	Prbn.g_00943	Syan.g_01574
OG0000987	Prbn.g_00942	Syan.g_01576
OG0000988	Prbn.g_00939	Syan.g_01581
OG0000989	Prbn.g_00935	Syan.g_01587
OG0000990	Prbn.g_00931	Syan.g_01615
OG0000991	Prbn.g_00930	Syan.g_01618
OG0000992	Prbn.g_00927	Syan.g_01622
OG0000993	Prbn.g_00926	Syan.g_01623
OG0000994	Prbn.g_00925	Syan.g_01625
OG0000995	Prbn.g_00921	Syan.g_01629
OG0000996	Prbn.g_00920	Syan.g_01653
OG0000997	Prbn.g_00917	Syan.g_01677
OG0000998	Prbn.g_00915	Syan.g_01679
OG0000999	Prbn.g_00914	Syan.g_01680
OG0001000	Prbn.g_00911	Syan.g_01684
OG0001001	Prbn.g_00908	Syan.g_01690
OG0001002	Prbn.g_00291	Syan.g_01697
OG0001003	Prbn.g_00292	Syan.g_01699
OG0001004	Prbn.g_00293	Syan.g_01700
OG0001005	Prbn.g_00294	Syan.g_01701
OG0001006	Prbn.g_00298	Syan.g_01794
OG0001007	Prbn.g_00300	Syan.g_01796
OG0001008	Prbn.g_00676	Syan.g_02397
OG0001009	Prbn.g_00755	Syan.g_01748
OG0001010	Prbn.g_00754	Syan.g_01747
OG0001011	Prbn.g_00752	Syan.g_01745
OG0001012	Prbn.g_00738	Syan.g_00281
OG0001013	Prbn.g_00731	Syan.g_01542
OG0001014	Prbn.g_00728	Syan.g_01535
OG0001015	Prbn.g_00726	Syan.g_01534
OG0001016	Prbn.g_00704	Syan.g_02912
OG0001017	Prbn.g_01343	Syan.g_02918
OG0001018	Prbn.g_01341	Syan.g_02920
OG0001019	Prbn.g_01332	Syan.g_02947
OG0001020	Prbn.g_01331	Syan.g_02951
OG0001021	Prbn.g_01330	Syan.g_02958
OG0001022	Prbn.g_01327	Syan.g_02964
OG0001023	Prbn.g_01326	Syan.g_02965
OG0001024	Prbn.g_01322	Syan.g_00968
OG0001025	Prbn.g_01315	Syan.g_02971
OG0001026	Prbn.g_01306	Syan.g_02984
OG0001027	Prbn.g_01305	Syan.g_02308
OG0001028	Prbn.g_01303	Syan.g_02305
OG0001029	Prbn.g_01302	Syan.g_02303
OG0001030	Prbn.g_01286	Syan.g_02281
OG0001031	Prbn.g_00367	Syan.g_03060
OG0001032	Prbn.g_00366	Syan.g_03063
OG0001033	Prbn.g_00345	Syan.g_00970
OG0001034	Prbn.g_00314	Syan.g_02425
OG0001035	Prbn.g_00021	Syan.g_02062
OG0001036	Prbn.g_00025	Syan.g_02056
OG0001037	Prbn.g_00026	Syan.g_02054
OG0001038	Prbn.g_00045	Syan.g_02025
OG0001039	Prbn.g_00048	Syan.g_02022
OG0001040	Prbn.g_00050	Syan.g_02019
OG0001041	Prbn.g_00055	Syan.g_02015
OG0001042	Prbn.g_00072	Syan.g_01992
OG0001043	Prbn.g_00073	Syan.g_01988
OG0001044	Prbn.g_00104	Syan.g_02145
OG0001045	Prbn.g_00113	Syan.g_02132
OG0001046	Prbn.g_01697	Syan.g_00591
OG0001047	Prbn.g_00674	Syan.g_02399
OG0001048	Prbn.g_00673	Syan.g_02400
OG0001049	Prbn.g_00671	Syan.g_01340
OG0001050	Prbn.g_00670	Syan.g_01339
OG0001051	Prbn.g_00669	Syan.g_01338
OG0001052	Prbn.g_00643	Syan.g_02850
OG0001053	Prbn.g_00631	Syan.g_02761
OG0001054	Prbn.g_00616	Syan.g_02742
OG0001055	Prbn.g_00597	Syan.g_02721
OG0001056	Prbn.g_00580	Syan.g_01161
OG0001057	Prbn.g_00575	Syan.g_00832
OG0001058	Prbn.g_00567	Syan.g_00851
OG0001059	Prbn.g_00563	Syan.g_00855
OG0001060	Prbn.g_00557	Syan.g_00861
OG0001061	Prbn.g_00542	Syan.g_00880
OG0001063	Prbn.g_00538	Syan.g_00945
OG0001064	Prbn.g_00537	Syan.g_00946
OG0001065	Prbn.g_00536	Syan.g_00947
OG0001066	Prbn.g_00535	Syan.g_00948
OG0001067	Prbn.g_00534	Syan.g_00949
OG0001068	Prbn.g_00533	Syan.g_00950
OG0001069	Prbn.g_00532	Syan.g_00951
OG0001070	Prbn.g_00528	Syan.g_00955
OG0001071	Prbn.g_00527	Syan.g_00956
OG0001072	Prbn.g_00525	Syan.g_00960
OG0001073	Prbn.g_00511	Syan.g_01012
OG0001074	Prbn.g_00499	Syan.g_00202
OG0001075	Prbn.g_00498	Syan.g_00200
OG0001076	Prbn.g_00491	Syan.g_00012
OG0001077	Prbn.g_00485	Syan.g_01140
OG0001078	Prbn.g_00427	Syan.g_00815
OG0001079	Prbn.g_00439	Syan.g_00799
OG0001080	Prbn.g_00445	Syan.g_00781
OG0001081	Prbn.g_00447	Syan.g_00779
OG0001082	Prbn.g_00448	Syan.g_00778
OG0001083	Prbn.g_00836	Syan.g_00771
OG0001084	Prbn.g_00837	Syan.g_00770
OG0001086	Prbn.g_01593	Syan.g_00757
OG0001087	Prbn.g_01575	Syan.g_01159
OG0001088	Prbn.g_01574	Syan.g_02688
OG0001089	Prbn.g_01563	Syan.g_00185
OG0001090	Prbn.g_01553	Syan.g_00317
OG0001091	Prbn.g_00857	Syan.g_00320
OG0001092	Prbn.g_00858	Syan.g_00322
OG0001093	Prbn.g_00863	Syan.g_00328
OG0001094	Prbn.g_00856	Syan.g_00696
OG0001095	Prbn.g_01533	Syan.g_00675
OG0001096	Prbn.g_01519	Syan.g_00659
OG0001097	Prbn.g_01499	Syan.g_00386
OG0001099	Prbn.g_01925	Syan.g_02304
OG0001100	Prbn.g_01630	Syan.g_00749
OG0001101	Prbn.g_01627	Syan.g_00747
OG0001102	Prbn.g_01624	Syan.g_00744
OG0001103	Prbn.g_01622	Syan.g_00742
OG0001104	Prbn.g_01599	Syan.g_00714
OG0001106	Prbn.g_01427	Syan.g_00551
OG0001107	Prbn.g_01420	Syan.g_00563
OG0001108	Prbn.g_01416	Syan.g_00571
OG0001109	Prbn.g_01415	Syan.g_00573
OG0001110	Prbn.g_01413	Syan.g_00575
OG0001111	Prbn.g_01412	Syan.g_00577
OG0001112	Prbn.g_01411	Syan.g_00579
OG0001113	Prbn.g_01410	Syan.g_00580
OG0001114	Prbn.g_01409	Syan.g_00581
OG0001115	Prbn.g_01407	Syan.g_00586
OG0001116	Prbn.g_01406	Syan.g_00588
OG0001117	Prbn.g_01405	Syan.g_00589
OG0001118	Prbn.g_01404	Syan.g_00590
OG0001119	Prbn.g_01403	Syan.g_00592
OG0001120	Prbn.g_01401	Syan.g_00597
OG0001122	Prbn.g_01381	Syan.g_00366
OG0001123	Prbn.g_01375	Syan.g_00359
OG0001124	Prbn.g_01373	Syan.g_00357
OG0001125	Prbn.g_01371	Syan.g_00355
OG0001126	Prbn.g_01460	Syan.g_00307
OG0001127	Prbn.g_01461	Syan.g_00306
OG0001128	Prbn.g_01463	Syan.g_00303
OG0001129	Prbn.g_01464	Syan.g_00301
OG0001130	Prbn.g_01465	Syan.g_00300
OG0001131	Prbn.g_00692	Syan.g_00079
OG0001132	Prbn.g_01039	Syan.g_00100
