Orthogroup	Prbn	Syao
OG0000573	Prbn.g_00523	Syao.g_01022
OG0000574	Prbn.g_00522	Syao.g_01021
OG0000575	Prbn.g_00518	Syao.g_01000
OG0000576	Prbn.g_00516	Syao.g_00996
OG0000577	Prbn.g_00515	Syao.g_00995
OG0000578	Prbn.g_00514	Syao.g_00994
OG0000579	Prbn.g_00513	Syao.g_00993
OG0000580	Prbn.g_00512	Syao.g_00992
OG0000581	Prbn.g_00509	Syao.g_01059
OG0000582	Prbn.g_00506	Syao.g_01204
OG0000583	Prbn.g_00505	Syao.g_01205
OG0000584	Prbn.g_00504	Syao.g_01206
OG0000585	Prbn.g_00502	Syao.g_01054
OG0000586	Prbn.g_00501	Syao.g_01055
OG0000587	Prbn.g_00500	Syao.g_01057
OG0000588	Prbn.g_00496	Syao.g_00406
OG0000589	Prbn.g_00494	Syao.g_01342
OG0000590	Prbn.g_00493	Syao.g_01341
OG0000591	Prbn.g_00489	Syao.g_01330
OG0000592	Prbn.g_00488	Syao.g_01329
OG0000593	Prbn.g_00423	Syao.g_00890
OG0000594	Prbn.g_00424	Syao.g_00891
OG0000595	Prbn.g_00425	Syao.g_00892
OG0000596	Prbn.g_00429	Syao.g_00897
OG0000597	Prbn.g_00432	Syao.g_00900
OG0000598	Prbn.g_00433	Syao.g_00901
OG0000599	Prbn.g_00436	Syao.g_00908
OG0000600	Prbn.g_00437	Syao.g_00909
OG0000601	Prbn.g_00438	Syao.g_00910
OG0000602	Prbn.g_00440	Syao.g_00914
OG0000603	Prbn.g_00441	Syao.g_00915
OG0000604	Prbn.g_00442	Syao.g_00918
OG0000606	Prbn.g_00446	Syao.g_00924
OG0000607	Prbn.g_00449	Syao.g_00927
OG0000608	Prbn.g_00450	Syao.g_00928
OG0000609	Prbn.g_00834	Syao.g_00930
OG0000610	Prbn.g_00840	Syao.g_00940
OG0000611	Prbn.g_00843	Syao.g_00943
OG0000612	Prbn.g_00844	Syao.g_00944
OG0000613	Prbn.g_01591	Syao.g_01979
OG0000614	Prbn.g_01570	Syao.g_00375
OG0000615	Prbn.g_01559	Syao.g_00978
OG0000616	Prbn.g_00905	Syao.g_02342
OG0000617	Prbn.g_00860	Syao.g_00486
OG0000618	Prbn.g_00861	Syao.g_00485
OG0000619	Prbn.g_00862	Syao.g_00484
OG0000620	Prbn.g_01947	Syao.g_00479
OG0000621	Prbn.g_01948	Syao.g_00478
OG0000622	Prbn.g_01949	Syao.g_00476
OG0000623	Prbn.g_01950	Syao.g_00475
OG0000624	Prbn.g_01952	Syao.g_00473
OG0000625	Prbn.g_01345	Syao.g_00472
OG0000626	Prbn.g_01346	Syao.g_00471
OG0000627	Prbn.g_01347	Syao.g_00567
OG0000628	Prbn.g_01348	Syao.g_00566
OG0000629	Prbn.g_01349	Syao.g_00590
OG0000630	Prbn.g_01352	Syao.g_00585
OG0000631	Prbn.g_01445	Syao.g_00644
OG0000632	Prbn.g_01444	Syao.g_00643
OG0000633	Prbn.g_01443	Syao.g_00642
OG0000634	Prbn.g_01550	Syao.g_00752
OG0000635	Prbn.g_01549	Syao.g_00753
OG0000636	Prbn.g_01547	Syao.g_00755
OG0000637	Prbn.g_01545	Syao.g_00757
OG0000638	Prbn.g_01544	Syao.g_00758
OG0000639	Prbn.g_01543	Syao.g_00759
OG0000640	Prbn.g_01542	Syao.g_00760
OG0000641	Prbn.g_01538	Syao.g_00764
OG0000642	Prbn.g_01537	Syao.g_00765
OG0000643	Prbn.g_01536	Syao.g_00767
OG0000644	Prbn.g_01535	Syao.g_00768
OG0000645	Prbn.g_01534	Syao.g_00770
OG0000646	Prbn.g_01532	Syao.g_00773
OG0000647	Prbn.g_01530	Syao.g_00775
OG0000648	Prbn.g_01528	Syao.g_00777
OG0000649	Prbn.g_01527	Syao.g_00778
OG0000650	Prbn.g_01526	Syao.g_00779
OG0000651	Prbn.g_01525	Syao.g_00780
OG0000652	Prbn.g_01524	Syao.g_00781
OG0000653	Prbn.g_01522	Syao.g_00783
OG0000654	Prbn.g_01521	Syao.g_00784
OG0000655	Prbn.g_01520	Syao.g_00785
OG0000656	Prbn.g_01517	Syao.g_00789
OG0000657	Prbn.g_01509	Syao.g_00435
OG0000658	Prbn.g_01507	Syao.g_00560
OG0000659	Prbn.g_01506	Syao.g_00559
OG0000660	Prbn.g_01502	Syao.g_00555
OG0000661	Prbn.g_01500	Syao.g_00553
OG0000662	Prbn.g_01498	Syao.g_00535
OG0000663	Prbn.g_01496	Syao.g_00532
OG0000664	Prbn.g_01495	Syao.g_00530
OG0000665	Prbn.g_01489	Syao.g_01436
OG0000666	Prbn.g_01488	Syao.g_02120
OG0000667	Prbn.g_01484	Syao.g_01375
OG0000668	Prbn.g_01930	Syao.g_02678
OG0000669	Prbn.g_01632	Syao.g_00955
OG0000670	Prbn.g_01629	Syao.g_00958
OG0000671	Prbn.g_01626	Syao.g_00960
OG0000672	Prbn.g_01623	Syao.g_00963
OG0000673	Prbn.g_01620	Syao.g_00966
OG0000674	Prbn.g_01618	Syao.g_00968
OG0000675	Prbn.g_01617	Syao.g_00969
OG0000676	Prbn.g_01615	Syao.g_00971
OG0000677	Prbn.g_01614	Syao.g_00972
OG0000678	Prbn.g_01612	Syao.g_00974
OG0000679	Prbn.g_01608	Syao.g_00981
OG0000680	Prbn.g_01607	Syao.g_00982
OG0000681	Prbn.g_01604	Syao.g_00985
OG0000682	Prbn.g_01603	Syao.g_00986
OG0000683	Prbn.g_01602	Syao.g_00987
OG0000684	Prbn.g_01600	Syao.g_00990
OG0000685	Prbn.g_01598	Syao.g_00733
OG0000686	Prbn.g_01597	Syao.g_00734
OG0000687	Prbn.g_01596	Syao.g_00735
OG0000688	Prbn.g_00848	Syao.g_00741
OG0000689	Prbn.g_00849	Syao.g_00743
OG0000690	Prbn.g_00850	Syao.g_00744
OG0000691	Prbn.g_00851	Syao.g_00745
OG0000692	Prbn.g_00853	Syao.g_00747
OG0000693	Prbn.g_00854	Syao.g_00748
OG0000694	Prbn.g_00855	Syao.g_00749
OG0000695	Prbn.g_01441	Syao.g_00639
OG0000696	Prbn.g_01440	Syao.g_00638
OG0000697	Prbn.g_01439	Syao.g_00636
OG0000698	Prbn.g_01436	Syao.g_00633
OG0000699	Prbn.g_01435	Syao.g_00631
OG0000700	Prbn.g_01434	Syao.g_00630
OG0000701	Prbn.g_01433	Syao.g_00629
OG0000702	Prbn.g_01431	Syao.g_00705
OG0000703	Prbn.g_01430	Syao.g_00693
OG0000704	Prbn.g_01428	Syao.g_00689
OG0000705	Prbn.g_01425	Syao.g_00682
OG0000706	Prbn.g_01424	Syao.g_00681
OG0000707	Prbn.g_01423	Syao.g_00680
OG0000708	Prbn.g_01421	Syao.g_00677
OG0000709	Prbn.g_01417	Syao.g_00670
OG0000710	Prbn.g_01414	Syao.g_00666
OG0000711	Prbn.g_01396	Syao.g_00815
OG0000712	Prbn.g_01395	Syao.g_00813
OG0000713	Prbn.g_01394	Syao.g_00812
OG0000714	Prbn.g_01393	Syao.g_00810
OG0000715	Prbn.g_01391	Syao.g_00808
OG0000716	Prbn.g_01389	Syao.g_00804
OG0000717	Prbn.g_01388	Syao.g_00803
OG0000718	Prbn.g_01384	Syao.g_00794
OG0000719	Prbn.g_01382	Syao.g_00444
OG0000720	Prbn.g_01370	Syao.g_00457
OG0000721	Prbn.g_01366	Syao.g_00459
OG0000722	Prbn.g_01365	Syao.g_00460
OG0000723	Prbn.g_01361	Syao.g_00469
OG0000724	Prbn.g_01466	Syao.g_00513
OG0000725	Prbn.g_01472	Syao.g_00385
OG0000726	Prbn.g_01473	Syao.g_00384
OG0000727	Prbn.g_01474	Syao.g_00383
OG0000728	Prbn.g_01476	Syao.g_00381
OG0000729	Prbn.g_01106	Syao.g_02190
OG0000730	Prbn.g_01147	Syao.g_01880
OG0000731	Prbn.g_00111	Syao.g_01868
OG0000732	Prbn.g_00954	Syao.g_02218
OG0000733	Prbn.g_01651	Syao.g_01427
OG0000734	Prbn.g_01173	Syao.g_02592
OG0000735	Prbn.g_01175	Syao.g_00140
OG0000736	Prbn.g_01176	Syao.g_00139
OG0000737	Prbn.g_01177	Syao.g_00138
OG0000738	Prbn.g_01181	Syao.g_00132
OG0000739	Prbn.g_01182	Syao.g_00131
OG0000740	Prbn.g_01183	Syao.g_00130
OG0000741	Prbn.g_01185	Syao.g_00127
OG0000742	Prbn.g_01188	Syao.g_00124
OG0000743	Prbn.g_01190	Syao.g_00217
OG0000744	Prbn.g_01191	Syao.g_00216
OG0000745	Prbn.g_01192	Syao.g_00213
OG0000746	Prbn.g_01194	Syao.g_00210
OG0000747	Prbn.g_01195	Syao.g_00208
OG0000748	Prbn.g_01199	Syao.g_00193
OG0000749	Prbn.g_01200	Syao.g_00192
OG0000750	Prbn.g_01201	Syao.g_00191
OG0000751	Prbn.g_01204	Syao.g_00185
OG0000752	Prbn.g_01206	Syao.g_00183
OG0000753	Prbn.g_01208	Syao.g_00180
OG0000754	Prbn.g_01211	Syao.g_00175
OG0000755	Prbn.g_00390	Syao.g_00021
OG0000756	Prbn.g_00391	Syao.g_00229
OG0000757	Prbn.g_00398	Syao.g_00252
OG0000758	Prbn.g_00399	Syao.g_00251
OG0000759	Prbn.g_00400	Syao.g_00250
OG0000760	Prbn.g_00401	Syao.g_00249
OG0000761	Prbn.g_00402	Syao.g_00248
OG0000762	Prbn.g_00403	Syao.g_00246
OG0000763	Prbn.g_00405	Syao.g_00242
OG0000764	Prbn.g_00406	Syao.g_00241
OG0000765	Prbn.g_00414	Syao.g_00267
OG0000766	Prbn.g_00415	Syao.g_00266
OG0000767	Prbn.g_00417	Syao.g_00264
OG0000768	Prbn.g_00418	Syao.g_00263
OG0000769	Prbn.g_00420	Syao.g_00261
OG0000770	Prbn.g_00483	Syao.g_00257
OG0000771	Prbn.g_00886	Syao.g_00506
OG0000772	Prbn.g_01671	Syao.g_01523
OG0000773	Prbn.g_01093	Syao.g_01447
OG0000774	Prbn.g_01091	Syao.g_01442
OG0000775	Prbn.g_01089	Syao.g_01440
OG0000776	Prbn.g_01088	Syao.g_01439
OG0000777	Prbn.g_01087	Syao.g_01438
OG0000778	Prbn.g_01086	Syao.g_01437
OG0000779	Prbn.g_01082	Syao.g_01469
OG0000780	Prbn.g_01081	Syao.g_01456
OG0000781	Prbn.g_01077	Syao.g_01452
OG0000782	Prbn.g_01076	Syao.g_01451
OG0000783	Prbn.g_01075	Syao.g_01450
OG0000784	Prbn.g_01074	Syao.g_01449
OG0000785	Prbn.g_01072	Syao.g_01481
OG0000786	Prbn.g_01069	Syao.g_01473
OG0000787	Prbn.g_01068	Syao.g_01472
OG0000788	Prbn.g_00615	Syao.g_00870
OG0000789	Prbn.g_00883	Syao.g_00623
OG0000790	Prbn.g_00155	Syao.g_00041, Syao.g_00315
OG0000791	Prbn.g_00157	Syao.g_00043
OG0000792	Prbn.g_00158	Syao.g_00044
OG0000793	Prbn.g_00161	Syao.g_02700
OG0000794	Prbn.g_00162	Syao.g_02703
OG0000795	Prbn.g_00163	Syao.g_02704
OG0000796	Prbn.g_00167	Syao.g_02708
OG0000797	Prbn.g_00168	Syao.g_02709
OG0000799	Prbn.g_00195	Syao.g_01525
OG0000800	Prbn.g_00196	Syao.g_01526
OG0000801	Prbn.g_00197	Syao.g_01527
OG0000802	Prbn.g_00199	Syao.g_01531
OG0000803	Prbn.g_00201	Syao.g_01534
OG0000804	Prbn.g_00202	Syao.g_01537
OG0000805	Prbn.g_00204	Syao.g_01502
OG0000806	Prbn.g_00206	Syao.g_01504
OG0000807	Prbn.g_00207	Syao.g_01506
OG0000808	Prbn.g_00208	Syao.g_01507
OG0000809	Prbn.g_00210	Syao.g_01511
OG0000810	Prbn.g_00211	Syao.g_01482
OG0000811	Prbn.g_00215	Syao.g_01490
OG0000812	Prbn.g_00217	Syao.g_01492
OG0000813	Prbn.g_00218	Syao.g_01493
OG0000814	Prbn.g_00220	Syao.g_01495
OG0000815	Prbn.g_00221	Syao.g_01499
OG0000816	Prbn.g_00223	Syao.g_01471
OG0000817	Prbn.g_00224	Syao.g_01519
OG0000818	Prbn.g_00229	Syao.g_00062
OG0000819	Prbn.g_00230	Syao.g_00063
OG0000820	Prbn.g_00231	Syao.g_00064
OG0000821	Prbn.g_00235	Syao.g_00070
OG0000822	Prbn.g_00236	Syao.g_00072
OG0000823	Prbn.g_00237	Syao.g_00073
OG0000824	Prbn.g_00240	Syao.g_00079
OG0000825	Prbn.g_00241	Syao.g_00080
OG0000826	Prbn.g_00242	Syao.g_00081
OG0000827	Prbn.g_00243	Syao.g_00082
OG0000828	Prbn.g_00246	Syao.g_00085
OG0000829	Prbn.g_00247	Syao.g_00086
OG0000830	Prbn.g_00248	Syao.g_00087
OG0000831	Prbn.g_00250	Syao.g_00089
OG0000832	Prbn.g_00260	Syao.g_01696
OG0000833	Prbn.g_00269	Syao.g_01612
OG0000834	Prbn.g_00270	Syao.g_01610
OG0000835	Prbn.g_00271	Syao.g_01609
OG0000836	Prbn.g_00272	Syao.g_01606
OG0000837	Prbn.g_00273	Syao.g_01605
OG0000838	Prbn.g_00275	Syao.g_01601
OG0000839	Prbn.g_00276	Syao.g_01600
OG0000840	Prbn.g_00277	Syao.g_01599
OG0000841	Prbn.g_00278	Syao.g_01598
OG0000842	Prbn.g_00279	Syao.g_01597
OG0000843	Prbn.g_00280	Syao.g_01596
OG0000844	Prbn.g_00281	Syao.g_01594
OG0000845	Prbn.g_00282	Syao.g_01593
OG0000846	Prbn.g_00283	Syao.g_01592
OG0000847	Prbn.g_00284	Syao.g_01591
OG0000848	Prbn.g_00285	Syao.g_01589
OG0000849	Prbn.g_00286	Syao.g_01588
OG0000850	Prbn.g_00288	Syao.g_01585
OG0000851	Prbn.g_00289	Syao.g_01582
OG0000852	Prbn.g_00904	Syao.g_01581
OG0000853	Prbn.g_00898	Syao.g_01577
OG0000854	Prbn.g_00896	Syao.g_01575
OG0000855	Prbn.g_00895	Syao.g_01574
OG0000856	Prbn.g_00486	Syao.g_01327
OG0000857	Prbn.g_01531	Syao.g_00774
OG0000858	Prbn.g_01738	Syao.g_01567
OG0000859	Prbn.g_01739	Syao.g_01566
OG0000860	Prbn.g_01747	Syao.g_01552
OG0000861	Prbn.g_01748	Syao.g_01551
OG0000862	Prbn.g_01749	Syao.g_01542
OG0000863	Prbn.g_01751	Syao.g_01540
OG0000864	Prbn.g_01752	Syao.g_01017
OG0000866	Prbn.g_01754	Syao.g_01686
OG0000867	Prbn.g_01755	Syao.g_01685
OG0000868	Prbn.g_01757	Syao.g_01682
OG0000869	Prbn.g_01760	Syao.g_01677
OG0000870	Prbn.g_01765	Syao.g_01672
OG0000871	Prbn.g_01766	Syao.g_01671
OG0000872	Prbn.g_01767	Syao.g_01665
OG0000873	Prbn.g_01771	Syao.g_01662
OG0000874	Prbn.g_01774	Syao.g_01660
OG0000875	Prbn.g_01775	Syao.g_01658
OG0000876	Prbn.g_01776	Syao.g_00536
OG0000877	Prbn.g_01778	Syao.g_01654
OG0000878	Prbn.g_01779	Syao.g_01653
OG0000879	Prbn.g_01780	Syao.g_01652
OG0000880	Prbn.g_01781	Syao.g_01651
OG0000881	Prbn.g_01785	Syao.g_01647
OG0000882	Prbn.g_01790	Syao.g_01642
OG0000883	Prbn.g_01792	Syao.g_01638
OG0000884	Prbn.g_01794	Syao.g_01636
OG0000885	Prbn.g_01795	Syao.g_01635
OG0000886	Prbn.g_01796	Syao.g_01634
OG0000887	Prbn.g_01797	Syao.g_01633
OG0000888	Prbn.g_01799	Syao.g_01631
OG0000889	Prbn.g_01801	Syao.g_01629
OG0000890	Prbn.g_01802	Syao.g_01626
OG0000891	Prbn.g_01803	Syao.g_01625
OG0000892	Prbn.g_01805	Syao.g_01695
OG0000893	Prbn.g_01809	Syao.g_01934
OG0000894	Prbn.g_01812	Syao.g_01937
OG0000895	Prbn.g_01816	Syao.g_01916
OG0000896	Prbn.g_01817	Syao.g_01917
OG0000897	Prbn.g_01819	Syao.g_01919
OG0000898	Prbn.g_01820	Syao.g_01920
OG0000899	Prbn.g_01821	Syao.g_01921
OG0000900	Prbn.g_01822	Syao.g_01922
OG0000901	Prbn.g_01825	Syao.g_01927
OG0000902	Prbn.g_01827	Syao.g_01929
OG0000903	Prbn.g_01831	Syao.g_01798
OG0000904	Prbn.g_01835	Syao.g_01804
OG0000905	Prbn.g_01829	Syao.g_01862
OG0000906	Prbn.g_01828	Syao.g_01931
OG0000907	Prbn.g_01838	Syao.g_01796
OG0000908	Prbn.g_01841	Syao.g_01793
OG0000909	Prbn.g_01842	Syao.g_01792
OG0000910	Prbn.g_01843	Syao.g_01791
OG0000911	Prbn.g_01845	Syao.g_01789
OG0000912	Prbn.g_01846	Syao.g_01788
OG0000913	Prbn.g_01847	Syao.g_01787
OG0000914	Prbn.g_01848	Syao.g_01786
OG0000915	Prbn.g_01849	Syao.g_01784
OG0000916	Prbn.g_01850	Syao.g_01783
OG0000917	Prbn.g_01851	Syao.g_01782
OG0000918	Prbn.g_01852	Syao.g_01781
OG0000919	Prbn.g_01853	Syao.g_01780
OG0000920	Prbn.g_01854	Syao.g_01779
OG0000921	Prbn.g_01855	Syao.g_01778
OG0000922	Prbn.g_01856	Syao.g_01777
OG0000923	Prbn.g_01860	Syao.g_01772
OG0000924	Prbn.g_01861	Syao.g_01771
OG0000925	Prbn.g_01862	Syao.g_01770
OG0000926	Prbn.g_01863	Syao.g_01769
OG0000927	Prbn.g_01865	Syao.g_01767
OG0000928	Prbn.g_01866	Syao.g_01766
OG0000929	Prbn.g_01867	Syao.g_01765
OG0000930	Prbn.g_01868	Syao.g_01764
OG0000931	Prbn.g_01869	Syao.g_01763
OG0000932	Prbn.g_01870	Syao.g_01762
OG0000933	Prbn.g_01874	Syao.g_01811
OG0000934	Prbn.g_01876	Syao.g_01809
OG0000935	Prbn.g_01877	Syao.g_01808
OG0000936	Prbn.g_01878	Syao.g_01843
OG0000937	Prbn.g_01879	Syao.g_01842
OG0000938	Prbn.g_01882	Syao.g_01839
OG0000939	Prbn.g_01883	Syao.g_01838
OG0000940	Prbn.g_01890	Syao.g_01830
OG0000941	Prbn.g_01892	Syao.g_01828
OG0000942	Prbn.g_01894	Syao.g_01826
OG0000943	Prbn.g_01895	Syao.g_01824
OG0000944	Prbn.g_01897	Syao.g_01822
OG0000945	Prbn.g_01898	Syao.g_01821
OG0000946	Prbn.g_01903	Syao.g_01852
OG0000947	Prbn.g_01905	Syao.g_01849
OG0000948	Prbn.g_01906	Syao.g_01848
OG0000949	Prbn.g_01909	Syao.g_01970
OG0000950	Prbn.g_01916	Syao.g_01957
OG0000951	Prbn.g_01920	Syao.g_02262
OG0000952	Prbn.g_01015	Syao.g_02266
OG0000953	Prbn.g_01011	Syao.g_02130
OG0000954	Prbn.g_01007	Syao.g_02135
OG0000955	Prbn.g_01006	Syao.g_02136
OG0000956	Prbn.g_01004	Syao.g_02138
OG0000957	Prbn.g_00998	Syao.g_01951
OG0000958	Prbn.g_00997	Syao.g_01950
OG0000959	Prbn.g_00993	Syao.g_01947
OG0000960	Prbn.g_00992	Syao.g_01946
OG0000961	Prbn.g_00989	Syao.g_02496
OG0000962	Prbn.g_00987	Syao.g_02191
OG0000963	Prbn.g_00983	Syao.g_02186
OG0000964	Prbn.g_00982	Syao.g_02185
OG0000965	Prbn.g_00981	Syao.g_02184
OG0000966	Prbn.g_00975	Syao.g_02172
OG0000967	Prbn.g_00971	Syao.g_02167
OG0000968	Prbn.g_00969	Syao.g_02199
OG0000969	Prbn.g_00968	Syao.g_02200
OG0000970	Prbn.g_00967	Syao.g_02201
OG0000971	Prbn.g_00966	Syao.g_02203
OG0000972	Prbn.g_00965	Syao.g_02204
OG0000973	Prbn.g_00964	Syao.g_02205
OG0000974	Prbn.g_00963	Syao.g_02206
OG0000975	Prbn.g_00962	Syao.g_02207
OG0000976	Prbn.g_00961	Syao.g_02208
OG0000977	Prbn.g_00960	Syao.g_02210
OG0000978	Prbn.g_00959	Syao.g_02211
OG0000979	Prbn.g_00957	Syao.g_02214
OG0000980	Prbn.g_00955	Syao.g_02217
OG0000981	Prbn.g_00952	Syao.g_02220
OG0000982	Prbn.g_00950	Syao.g_02437
OG0000983	Prbn.g_00949	Syao.g_02438
OG0000984	Prbn.g_00948	Syao.g_02439
OG0000985	Prbn.g_00945	Syao.g_02443
OG0000986	Prbn.g_00943	Syao.g_02445
OG0000987	Prbn.g_00942	Syao.g_02447
OG0000988	Prbn.g_00939	Syao.g_02452
OG0000989	Prbn.g_00935	Syao.g_02368
OG0000990	Prbn.g_00931	Syao.g_02362
OG0000991	Prbn.g_00930	Syao.g_02354
OG0000992	Prbn.g_00927	Syao.g_02279
OG0000993	Prbn.g_00926	Syao.g_02280
OG0000994	Prbn.g_00925	Syao.g_02283
OG0000995	Prbn.g_00921	Syao.g_02287
OG0000996	Prbn.g_00920	Syao.g_02305
OG0000997	Prbn.g_00917	Syao.g_02326
OG0000998	Prbn.g_00915	Syao.g_02328
OG0000999	Prbn.g_00914	Syao.g_02329
OG0001000	Prbn.g_00911	Syao.g_02333
OG0001001	Prbn.g_00908	Syao.g_02338
OG0001002	Prbn.g_00291	Syao.g_02345
OG0001003	Prbn.g_00292	Syao.g_02347
OG0001004	Prbn.g_00293	Syao.g_02348
OG0001005	Prbn.g_00294	Syao.g_02194
OG0001006	Prbn.g_00298	Syao.g_02159
OG0001007	Prbn.g_00300	Syao.g_02161
OG0001008	Prbn.g_00676	Syao.g_01737
OG0001009	Prbn.g_00755	Syao.g_02239
OG0001010	Prbn.g_00754	Syao.g_02238
OG0001011	Prbn.g_00752	Syao.g_02236
OG0001012	Prbn.g_00738	Syao.g_00322
OG0001013	Prbn.g_00731	Syao.g_02413
OG0001014	Prbn.g_00728	Syao.g_02407
OG0001015	Prbn.g_00726	Syao.g_02406
OG0001016	Prbn.g_00704	Syao.g_02622
OG0001017	Prbn.g_01343	Syao.g_02628
OG0001018	Prbn.g_01341	Syao.g_02630
OG0001019	Prbn.g_01332	Syao.g_02654
OG0001020	Prbn.g_01331	Syao.g_02663
OG0001021	Prbn.g_01330	Syao.g_02666
OG0001022	Prbn.g_01327	Syao.g_02670
OG0001023	Prbn.g_01326	Syao.g_02671
OG0001024	Prbn.g_01322	Syao.g_01018
OG0001025	Prbn.g_01315	Syao.g_02597
OG0001026	Prbn.g_01306	Syao.g_02594
OG0001027	Prbn.g_01305	Syao.g_02564
OG0001028	Prbn.g_01303	Syao.g_02568
OG0001029	Prbn.g_01302	Syao.g_02570
OG0001030	Prbn.g_01286	Syao.g_02545
OG0001031	Prbn.g_00367	Syao.g_02528
OG0001032	Prbn.g_00366	Syao.g_02530
OG0001033	Prbn.g_00345	Syao.g_01016
OG0001034	Prbn.g_00314	Syao.g_01704
OG0001035	Prbn.g_00021	Syao.g_02101
OG0001036	Prbn.g_00025	Syao.g_02096
OG0001037	Prbn.g_00026	Syao.g_02094
OG0001038	Prbn.g_00045	Syao.g_02065
OG0001039	Prbn.g_00048	Syao.g_02062
OG0001040	Prbn.g_00050	Syao.g_02059
OG0001041	Prbn.g_00055	Syao.g_02055
OG0001042	Prbn.g_00072	Syao.g_02032
OG0001043	Prbn.g_00073	Syao.g_02028
OG0001044	Prbn.g_00104	Syao.g_01878
OG0001045	Prbn.g_00113	Syao.g_01865
OG0001046	Prbn.g_01697	Syao.g_00827
OG0001047	Prbn.g_00674	Syao.g_01739
OG0001048	Prbn.g_00673	Syao.g_01740
OG0001049	Prbn.g_00671	Syao.g_01616
OG0001050	Prbn.g_00670	Syao.g_01618
OG0001051	Prbn.g_00669	Syao.g_01619
OG0001052	Prbn.g_00643	Syao.g_02686
OG0001053	Prbn.g_00631	Syao.g_00025
OG0001054	Prbn.g_00616	Syao.g_00104
OG0001055	Prbn.g_00597	Syao.g_00156
OG0001056	Prbn.g_00580	Syao.g_01417
OG0001057	Prbn.g_00575	Syao.g_00879
OG0001058	Prbn.g_00567	Syao.g_00862
OG0001059	Prbn.g_00563	Syao.g_00858
OG0001060	Prbn.g_00557	Syao.g_00852
OG0001062	Prbn.g_00540	Syao.g_01050
OG0001063	Prbn.g_00538	Syao.g_01042
OG0001064	Prbn.g_00537	Syao.g_01041
OG0001065	Prbn.g_00536	Syao.g_01040
OG0001066	Prbn.g_00535	Syao.g_01039
OG0001067	Prbn.g_00534	Syao.g_01038
OG0001068	Prbn.g_00533	Syao.g_01037
OG0001069	Prbn.g_00532	Syao.g_01036
OG0001070	Prbn.g_00528	Syao.g_01032
OG0001071	Prbn.g_00527	Syao.g_01031
OG0001072	Prbn.g_00525	Syao.g_01027
OG0001073	Prbn.g_00511	Syao.g_00991
OG0001074	Prbn.g_00499	Syao.g_00392
OG0001075	Prbn.g_00498	Syao.g_00391
OG0001076	Prbn.g_00491	Syao.g_01339
OG0001077	Prbn.g_00485	Syao.g_01323
OG0001078	Prbn.g_00427	Syao.g_00895
OG0001079	Prbn.g_00439	Syao.g_00911
OG0001081	Prbn.g_00447	Syao.g_00925
OG0001082	Prbn.g_00448	Syao.g_00926
OG0001083	Prbn.g_00836	Syao.g_00934
OG0001084	Prbn.g_00837	Syao.g_00935
OG0001085	Prbn.g_01594	Syao.g_00947
OG0001086	Prbn.g_01593	Syao.g_00949
OG0001087	Prbn.g_01575	Syao.g_01419
OG0001088	Prbn.g_01574	Syao.g_00211
OG0001089	Prbn.g_01563	Syao.g_00376
OG0001090	Prbn.g_01553	Syao.g_00494
OG0001091	Prbn.g_00857	Syao.g_00491
OG0001092	Prbn.g_00858	Syao.g_00489
OG0001093	Prbn.g_00863	Syao.g_00482
OG0001094	Prbn.g_00856	Syao.g_00750
OG0001095	Prbn.g_01533	Syao.g_00771
OG0001096	Prbn.g_01519	Syao.g_00786
OG0001097	Prbn.g_01499	Syao.g_00552
OG0001098	Prbn.g_01480	Syao.g_00731
OG0001099	Prbn.g_01925	Syao.g_02569
OG0001100	Prbn.g_01630	Syao.g_00957
OG0001101	Prbn.g_01627	Syao.g_00959
OG0001102	Prbn.g_01624	Syao.g_00962
OG0001103	Prbn.g_01622	Syao.g_00964
OG0001105	Prbn.g_01595	Syao.g_00736
OG0001106	Prbn.g_01427	Syao.g_00688
OG0001107	Prbn.g_01420	Syao.g_00676
OG0001108	Prbn.g_01416	Syao.g_00669
OG0001109	Prbn.g_01415	Syao.g_00667
OG0001110	Prbn.g_01413	Syao.g_00665
OG0001111	Prbn.g_01412	Syao.g_00663
OG0001112	Prbn.g_01411	Syao.g_00661
OG0001113	Prbn.g_01410	Syao.g_00660
OG0001114	Prbn.g_01409	Syao.g_00659
OG0001115	Prbn.g_01407	Syao.g_00832
OG0001116	Prbn.g_01406	Syao.g_00830
OG0001117	Prbn.g_01405	Syao.g_00829
OG0001118	Prbn.g_01404	Syao.g_00828
OG0001119	Prbn.g_01403	Syao.g_00826
OG0001120	Prbn.g_01401	Syao.g_00822
OG0001122	Prbn.g_01381	Syao.g_00445
OG0001123	Prbn.g_01375	Syao.g_00451
OG0001124	Prbn.g_01373	Syao.g_00453
OG0001125	Prbn.g_01371	Syao.g_00456
OG0001126	Prbn.g_01460	Syao.g_00504
OG0001127	Prbn.g_01461	Syao.g_00505
OG0001128	Prbn.g_01463	Syao.g_00508
OG0001129	Prbn.g_01464	Syao.g_00510
OG0001130	Prbn.g_01465	Syao.g_00511
OG0001131	Prbn.g_00692	Syao.g_01387
OG0001132	Prbn.g_01039	Syao.g_01221
OG0001133	Prbn.g_01239	Syao.g_01333
OG0001134	Prbn.g_01650	Syao.g_01428
OG0001135	Prbn.g_01653	Syao.g_01424
OG0001136	Prbn.g_01186	Syao.g_00126
OG0001137	Prbn.g_01198	Syao.g_00194
OG0001138	Prbn.g_00392	Syao.g_00227
