Orthogroup	Prbn	Syaq
OG0000557	Prbn.g_00571	Syaq.g_01927
OG0000558	Prbn.g_00569	Syaq.g_01929
OG0000559	Prbn.g_00565	Syaq.g_01933
OG0000560	Prbn.g_00562	Syaq.g_01936
OG0000561	Prbn.g_00561	Syaq.g_01937
OG0000562	Prbn.g_00560	Syaq.g_01938
OG0000563	Prbn.g_00559	Syaq.g_01939
OG0000564	Prbn.g_00558	Syaq.g_01940
OG0000565	Prbn.g_00556	Syaq.g_01943
OG0000566	Prbn.g_00552	Syaq.g_01947
OG0000567	Prbn.g_00548	Syaq.g_01951
OG0000568	Prbn.g_00547	Syaq.g_01954
OG0000569	Prbn.g_00546	Syaq.g_01955
OG0000570	Prbn.g_00545	Syaq.g_01956
OG0000571	Prbn.g_00543	Syaq.g_01960
OG0000572	Prbn.g_00529	Syaq.g_01977
OG0000573	Prbn.g_00523	Syaq.g_01985
OG0000574	Prbn.g_00522	Syaq.g_01986
OG0000575	Prbn.g_00518	Syaq.g_01991
OG0000576	Prbn.g_00516	Syaq.g_01993
OG0000577	Prbn.g_00515	Syaq.g_01994
OG0000578	Prbn.g_00514	Syaq.g_01995
OG0000579	Prbn.g_00513	Syaq.g_01996
OG0000580	Prbn.g_00512	Syaq.g_01997
OG0000581	Prbn.g_00509	Syaq.g_02003
OG0000582	Prbn.g_00506	Syaq.g_02012
OG0000583	Prbn.g_00505	Syaq.g_02013
OG0000584	Prbn.g_00504	Syaq.g_02014
OG0000585	Prbn.g_00502	Syaq.g_02017
OG0000586	Prbn.g_00501	Syaq.g_02018
OG0000587	Prbn.g_00500	Syaq.g_02020
OG0000588	Prbn.g_00496	Syaq.g_02043
OG0000589	Prbn.g_00494	Syaq.g_02057
OG0000590	Prbn.g_00493	Syaq.g_02058
OG0000591	Prbn.g_00489	Syaq.g_02066
OG0000592	Prbn.g_00488	Syaq.g_02067
OG0000593	Prbn.g_00423	Syaq.g_02078
OG0000594	Prbn.g_00424	Syaq.g_02079
OG0000595	Prbn.g_00425	Syaq.g_02080
OG0000596	Prbn.g_00429	Syaq.g_02085
OG0000597	Prbn.g_00432	Syaq.g_02088
OG0000598	Prbn.g_00433	Syaq.g_02089
OG0000599	Prbn.g_00436	Syaq.g_02096
OG0000600	Prbn.g_00437	Syaq.g_02097
OG0000601	Prbn.g_00438	Syaq.g_02098
OG0000602	Prbn.g_00440	Syaq.g_02104
OG0000603	Prbn.g_00441	Syaq.g_02105
OG0000604	Prbn.g_00442	Syaq.g_02107
OG0000605	Prbn.g_00443	Syaq.g_02151
OG0000606	Prbn.g_00446	Syaq.g_02231
OG0000607	Prbn.g_00449	Syaq.g_02234
OG0000608	Prbn.g_00450	Syaq.g_02235
OG0000609	Prbn.g_00834	Syaq.g_02237
OG0000610	Prbn.g_00840	Syaq.g_02244
OG0000611	Prbn.g_00843	Syaq.g_02247
OG0000612	Prbn.g_00844	Syaq.g_02248
OG0000613	Prbn.g_01591	Syaq.g_00885
OG0000614	Prbn.g_01570	Syaq.g_02588
OG0000615	Prbn.g_01559	Syaq.g_02302
OG0000616	Prbn.g_00905	Syaq.g_01168
OG0000617	Prbn.g_00860	Syaq.g_00031
OG0000618	Prbn.g_00861	Syaq.g_00032
OG0000619	Prbn.g_00862	Syaq.g_00033
OG0000620	Prbn.g_01947	Syaq.g_00038
OG0000621	Prbn.g_01948	Syaq.g_00039
OG0000622	Prbn.g_01949	Syaq.g_00040
OG0000623	Prbn.g_01950	Syaq.g_00041
OG0000624	Prbn.g_01952	Syaq.g_00042
OG0000625	Prbn.g_01345	Syaq.g_00043
OG0000626	Prbn.g_01346	Syaq.g_00044
OG0000627	Prbn.g_01347	Syaq.g_02425
OG0000628	Prbn.g_01348	Syaq.g_02426
OG0000629	Prbn.g_01349	Syaq.g_02429
OG0000630	Prbn.g_01352	Syaq.g_02433
OG0000631	Prbn.g_01445	Syaq.g_02441
OG0000632	Prbn.g_01444	Syaq.g_02442
OG0000633	Prbn.g_01443	Syaq.g_02444
OG0000634	Prbn.g_01550	Syaq.g_02336
OG0000635	Prbn.g_01549	Syaq.g_02337
OG0000636	Prbn.g_01547	Syaq.g_02339
OG0000637	Prbn.g_01545	Syaq.g_02341
OG0000638	Prbn.g_01544	Syaq.g_02342
OG0000639	Prbn.g_01543	Syaq.g_02343
OG0000640	Prbn.g_01542	Syaq.g_02344
OG0000641	Prbn.g_01538	Syaq.g_02348
OG0000642	Prbn.g_01537	Syaq.g_02349
OG0000643	Prbn.g_01536	Syaq.g_02350
OG0000644	Prbn.g_01535	Syaq.g_02351
OG0000645	Prbn.g_01534	Syaq.g_02353
OG0000646	Prbn.g_01532	Syaq.g_02356
OG0000647	Prbn.g_01530	Syaq.g_02358
OG0000648	Prbn.g_01528	Syaq.g_02360
OG0000649	Prbn.g_01527	Syaq.g_02361
OG0000650	Prbn.g_01526	Syaq.g_02362
OG0000651	Prbn.g_01525	Syaq.g_02363
OG0000652	Prbn.g_01524	Syaq.g_02364
OG0000653	Prbn.g_01522	Syaq.g_02367
OG0000654	Prbn.g_01521	Syaq.g_02368
OG0000655	Prbn.g_01520	Syaq.g_02369
OG0000656	Prbn.g_01517	Syaq.g_02372
OG0000657	Prbn.g_01509	Syaq.g_02382
OG0000658	Prbn.g_01507	Syaq.g_02385
OG0000659	Prbn.g_01506	Syaq.g_02386
OG0000660	Prbn.g_01502	Syaq.g_02390
OG0000661	Prbn.g_01500	Syaq.g_02392
OG0000662	Prbn.g_01498	Syaq.g_02394
OG0000663	Prbn.g_01496	Syaq.g_02397
OG0000664	Prbn.g_01495	Syaq.g_02400
OG0000665	Prbn.g_01489	Syaq.g_02124
OG0000666	Prbn.g_01488	Syaq.g_02117
OG0000667	Prbn.g_01484	Syaq.g_02222
OG0000668	Prbn.g_01930	Syaq.g_00068
OG0000669	Prbn.g_01632	Syaq.g_02260
OG0000670	Prbn.g_01629	Syaq.g_00079
OG0000671	Prbn.g_01626	Syaq.g_02264
OG0000672	Prbn.g_01623	Syaq.g_02267
OG0000673	Prbn.g_01620	Syaq.g_02270
OG0000674	Prbn.g_01618	Syaq.g_02272
OG0000675	Prbn.g_01617	Syaq.g_02273
OG0000676	Prbn.g_01615	Syaq.g_02275
OG0000677	Prbn.g_01614	Syaq.g_02276
OG0000678	Prbn.g_01612	Syaq.g_02282
OG0000679	Prbn.g_01608	Syaq.g_02305
OG0000680	Prbn.g_01607	Syaq.g_02306
OG0000681	Prbn.g_01604	Syaq.g_02309
OG0000682	Prbn.g_01603	Syaq.g_02310
OG0000683	Prbn.g_01602	Syaq.g_02311
OG0000684	Prbn.g_01600	Syaq.g_02315
OG0000685	Prbn.g_01598	Syaq.g_02317
OG0000686	Prbn.g_01597	Syaq.g_02318
OG0000687	Prbn.g_01596	Syaq.g_02319
OG0000688	Prbn.g_00848	Syaq.g_02325
OG0000689	Prbn.g_00849	Syaq.g_02327
OG0000690	Prbn.g_00850	Syaq.g_02328
OG0000691	Prbn.g_00851	Syaq.g_02329
OG0000692	Prbn.g_00853	Syaq.g_02330
OG0000693	Prbn.g_00854	Syaq.g_02332
OG0000694	Prbn.g_00855	Syaq.g_02333
OG0000695	Prbn.g_01441	Syaq.g_02446
OG0000696	Prbn.g_01440	Syaq.g_02447
OG0000697	Prbn.g_01439	Syaq.g_02448
OG0000698	Prbn.g_01436	Syaq.g_02451
OG0000699	Prbn.g_01435	Syaq.g_02452
OG0000700	Prbn.g_01434	Syaq.g_02453
OG0000701	Prbn.g_01433	Syaq.g_02454
OG0000702	Prbn.g_01431	Syaq.g_02467
OG0000703	Prbn.g_01430	Syaq.g_02468
OG0000704	Prbn.g_01428	Syaq.g_02470
OG0000705	Prbn.g_01425	Syaq.g_02477
OG0000706	Prbn.g_01424	Syaq.g_02478
OG0000707	Prbn.g_01423	Syaq.g_02479
OG0000708	Prbn.g_01421	Syaq.g_02482
OG0000709	Prbn.g_01417	Syaq.g_02490
OG0000710	Prbn.g_01414	Syaq.g_02494
OG0000711	Prbn.g_01396	Syaq.g_02521
OG0000712	Prbn.g_01395	Syaq.g_02523
OG0000713	Prbn.g_01394	Syaq.g_02524
OG0000714	Prbn.g_01393	Syaq.g_02527
OG0000715	Prbn.g_01391	Syaq.g_02529
OG0000716	Prbn.g_01389	Syaq.g_02533
OG0000717	Prbn.g_01388	Syaq.g_02534
OG0000718	Prbn.g_01384	Syaq.g_00072
OG0000719	Prbn.g_01382	Syaq.g_00070
OG0000720	Prbn.g_01370	Syaq.g_00057
OG0000721	Prbn.g_01366	Syaq.g_00055
OG0000722	Prbn.g_01365	Syaq.g_00054
OG0000723	Prbn.g_01361	Syaq.g_00046
OG0000724	Prbn.g_01466	Syaq.g_02685
OG0000725	Prbn.g_01472	Syaq.g_02676
OG0000726	Prbn.g_01473	Syaq.g_02675
OG0000727	Prbn.g_01474	Syaq.g_02674
OG0000728	Prbn.g_01476	Syaq.g_02672
OG0000729	Prbn.g_01106	Syaq.g_01046
OG0000730	Prbn.g_01147	Syaq.g_00561
OG0000731	Prbn.g_00111	Syaq.g_00550
OG0000732	Prbn.g_00954	Syaq.g_01098
OG0000733	Prbn.g_01651	Syaq.g_01232
OG0000734	Prbn.g_01173	Syaq.g_01479
OG0000735	Prbn.g_01175	Syaq.g_00266
OG0000736	Prbn.g_01176	Syaq.g_00265
OG0000737	Prbn.g_01177	Syaq.g_00264
OG0000738	Prbn.g_01181	Syaq.g_00258
OG0000739	Prbn.g_01182	Syaq.g_00257
OG0000740	Prbn.g_01183	Syaq.g_00256
OG0000741	Prbn.g_01185	Syaq.g_00253
OG0000742	Prbn.g_01188	Syaq.g_00250
OG0000743	Prbn.g_01190	Syaq.g_00248
OG0000744	Prbn.g_01191	Syaq.g_00247
OG0000745	Prbn.g_01192	Syaq.g_00245
OG0000746	Prbn.g_01194	Syaq.g_00242
OG0000747	Prbn.g_01195	Syaq.g_00241
OG0000748	Prbn.g_01199	Syaq.g_00227
OG0000749	Prbn.g_01200	Syaq.g_00226
OG0000750	Prbn.g_01201	Syaq.g_00225
OG0000751	Prbn.g_01204	Syaq.g_00219
OG0000752	Prbn.g_01206	Syaq.g_00217
OG0000753	Prbn.g_01208	Syaq.g_00214
OG0000754	Prbn.g_01211	Syaq.g_00209
OG0000755	Prbn.g_00390	Syaq.g_00198
OG0000756	Prbn.g_00391	Syaq.g_00197
OG0000757	Prbn.g_00398	Syaq.g_00190
OG0000758	Prbn.g_00399	Syaq.g_00189
OG0000759	Prbn.g_00400	Syaq.g_00188
OG0000760	Prbn.g_00401	Syaq.g_00187
OG0000761	Prbn.g_00402	Syaq.g_00186
OG0000762	Prbn.g_00403	Syaq.g_00183
OG0000763	Prbn.g_00405	Syaq.g_00181
OG0000764	Prbn.g_00406	Syaq.g_00180
OG0000765	Prbn.g_00414	Syaq.g_00157
OG0000766	Prbn.g_00415	Syaq.g_00156
OG0000767	Prbn.g_00417	Syaq.g_00154
OG0000768	Prbn.g_00418	Syaq.g_00153
OG0000769	Prbn.g_00420	Syaq.g_00151
OG0000770	Prbn.g_00483	Syaq.g_00148
OG0000771	Prbn.g_00886	Syaq.g_02691
OG0000772	Prbn.g_01671	Syaq.g_01887
OG0000773	Prbn.g_01093	Syaq.g_00283
OG0000774	Prbn.g_01091	Syaq.g_00288
OG0000775	Prbn.g_01089	Syaq.g_00290
OG0000776	Prbn.g_01088	Syaq.g_00291
OG0000777	Prbn.g_01087	Syaq.g_00292
OG0000778	Prbn.g_01086	Syaq.g_00293
OG0000779	Prbn.g_01082	Syaq.g_00299
OG0000780	Prbn.g_01081	Syaq.g_00304
OG0000781	Prbn.g_01077	Syaq.g_00308
OG0000782	Prbn.g_01076	Syaq.g_00309
OG0000783	Prbn.g_01075	Syaq.g_00310
OG0000784	Prbn.g_01074	Syaq.g_00311
OG0000785	Prbn.g_01072	Syaq.g_00313
OG0000786	Prbn.g_01069	Syaq.g_00328
OG0000787	Prbn.g_01068	Syaq.g_00329
OG0000788	Prbn.g_00615	Syaq.g_02099
OG0000789	Prbn.g_00883	Syaq.g_02123
OG0000790	Prbn.g_00155	Syaq.g_01758
OG0000791	Prbn.g_00157	Syaq.g_01756
OG0000792	Prbn.g_00158	Syaq.g_01755
OG0000793	Prbn.g_00161	Syaq.g_01750
OG0000794	Prbn.g_00162	Syaq.g_01749
OG0000795	Prbn.g_00163	Syaq.g_01748
OG0000796	Prbn.g_00167	Syaq.g_01744
OG0000797	Prbn.g_00168	Syaq.g_01743
OG0000799	Prbn.g_00195	Syaq.g_00341
OG0000800	Prbn.g_00196	Syaq.g_00342
OG0000801	Prbn.g_00197	Syaq.g_00343
OG0000802	Prbn.g_00199	Syaq.g_00350
OG0000803	Prbn.g_00201	Syaq.g_00353
OG0000804	Prbn.g_00202	Syaq.g_00358
OG0000805	Prbn.g_00204	Syaq.g_00360
OG0000806	Prbn.g_00206	Syaq.g_00362
OG0000807	Prbn.g_00207	Syaq.g_00364
OG0000808	Prbn.g_00208	Syaq.g_00365
OG0000809	Prbn.g_00210	Syaq.g_00369
OG0000810	Prbn.g_00211	Syaq.g_00370
OG0000811	Prbn.g_00215	Syaq.g_00378
OG0000812	Prbn.g_00217	Syaq.g_00380
OG0000813	Prbn.g_00218	Syaq.g_00381
OG0000814	Prbn.g_00220	Syaq.g_00383
OG0000815	Prbn.g_00221	Syaq.g_00384
OG0000816	Prbn.g_00223	Syaq.g_00386
OG0000817	Prbn.g_00224	Syaq.g_00387
OG0000818	Prbn.g_00229	Syaq.g_00392
OG0000819	Prbn.g_00230	Syaq.g_00393
OG0000820	Prbn.g_00231	Syaq.g_00394
OG0000821	Prbn.g_00235	Syaq.g_00400
OG0000822	Prbn.g_00236	Syaq.g_00402
OG0000823	Prbn.g_00237	Syaq.g_00403
OG0000824	Prbn.g_00240	Syaq.g_00409
OG0000825	Prbn.g_00241	Syaq.g_00410
OG0000826	Prbn.g_00242	Syaq.g_00411
OG0000827	Prbn.g_00243	Syaq.g_00412
OG0000828	Prbn.g_00246	Syaq.g_00415
OG0000829	Prbn.g_00247	Syaq.g_00416
OG0000830	Prbn.g_00248	Syaq.g_00417
OG0000831	Prbn.g_00250	Syaq.g_00419
OG0000832	Prbn.g_00260	Syaq.g_01737
OG0000833	Prbn.g_00269	Syaq.g_01725
OG0000834	Prbn.g_00270	Syaq.g_01724
OG0000835	Prbn.g_00271	Syaq.g_01723
OG0000836	Prbn.g_00272	Syaq.g_01720
OG0000837	Prbn.g_00273	Syaq.g_01719
OG0000838	Prbn.g_00275	Syaq.g_01715
OG0000839	Prbn.g_00276	Syaq.g_01714
OG0000840	Prbn.g_00277	Syaq.g_01713
OG0000841	Prbn.g_00278	Syaq.g_01712
OG0000842	Prbn.g_00279	Syaq.g_01711
OG0000843	Prbn.g_00280	Syaq.g_01710
OG0000844	Prbn.g_00281	Syaq.g_01708
OG0000845	Prbn.g_00282	Syaq.g_01707
OG0000846	Prbn.g_00283	Syaq.g_01706
OG0000847	Prbn.g_00284	Syaq.g_01705
OG0000848	Prbn.g_00285	Syaq.g_01703
OG0000849	Prbn.g_00286	Syaq.g_01702
OG0000850	Prbn.g_00288	Syaq.g_01699
OG0000851	Prbn.g_00289	Syaq.g_01696
OG0000852	Prbn.g_00904	Syaq.g_01695
OG0000853	Prbn.g_00898	Syaq.g_01691
OG0000854	Prbn.g_00896	Syaq.g_01689
OG0000855	Prbn.g_00895	Syaq.g_01688
OG0000856	Prbn.g_00486	Syaq.g_02069
OG0000857	Prbn.g_01531	Syaq.g_02357
OG0000858	Prbn.g_01738	Syaq.g_01682
OG0000859	Prbn.g_01739	Syaq.g_01681
OG0000860	Prbn.g_01747	Syaq.g_01671
OG0000861	Prbn.g_01748	Syaq.g_01670
OG0000862	Prbn.g_01749	Syaq.g_01668
OG0000863	Prbn.g_01751	Syaq.g_01665
OG0000864	Prbn.g_01752	Syaq.g_01664
OG0000865	Prbn.g_01753	Syaq.g_01663
OG0000866	Prbn.g_01754	Syaq.g_01662
OG0000867	Prbn.g_01755	Syaq.g_01661
OG0000868	Prbn.g_01757	Syaq.g_01659
OG0000869	Prbn.g_01760	Syaq.g_01656
OG0000870	Prbn.g_01765	Syaq.g_01651
OG0000871	Prbn.g_01766	Syaq.g_01650
OG0000872	Prbn.g_01767	Syaq.g_01644
OG0000873	Prbn.g_01771	Syaq.g_01641
OG0000874	Prbn.g_01774	Syaq.g_01637
OG0000875	Prbn.g_01775	Syaq.g_01633
OG0000876	Prbn.g_01776	Syaq.g_01631
OG0000877	Prbn.g_01778	Syaq.g_01628
OG0000878	Prbn.g_01779	Syaq.g_01627
OG0000879	Prbn.g_01780	Syaq.g_01626
OG0000880	Prbn.g_01781	Syaq.g_01625
OG0000881	Prbn.g_01785	Syaq.g_01621
OG0000882	Prbn.g_01790	Syaq.g_01616
OG0000883	Prbn.g_01792	Syaq.g_01613
OG0000884	Prbn.g_01794	Syaq.g_01611
OG0000885	Prbn.g_01795	Syaq.g_01610
OG0000886	Prbn.g_01796	Syaq.g_01609
OG0000887	Prbn.g_01797	Syaq.g_01608
OG0000888	Prbn.g_01799	Syaq.g_01606
OG0000889	Prbn.g_01801	Syaq.g_01604
OG0000890	Prbn.g_01802	Syaq.g_01597
OG0000891	Prbn.g_01803	Syaq.g_01596
OG0000892	Prbn.g_01805	Syaq.g_01594
OG0000893	Prbn.g_01809	Syaq.g_00695
OG0000894	Prbn.g_01812	Syaq.g_00692
OG0000895	Prbn.g_01816	Syaq.g_00688
OG0000896	Prbn.g_01817	Syaq.g_00687
OG0000897	Prbn.g_01819	Syaq.g_00685
OG0000898	Prbn.g_01820	Syaq.g_00684
OG0000899	Prbn.g_01821	Syaq.g_00683
OG0000900	Prbn.g_01822	Syaq.g_00682
OG0000901	Prbn.g_01825	Syaq.g_00677
OG0000902	Prbn.g_01827	Syaq.g_00671
OG0000903	Prbn.g_01831	Syaq.g_00655
OG0000904	Prbn.g_01835	Syaq.g_00660
OG0000905	Prbn.g_01829	Syaq.g_00666
OG0000906	Prbn.g_01828	Syaq.g_00669
OG0000907	Prbn.g_01838	Syaq.g_00653
OG0000908	Prbn.g_01841	Syaq.g_00650
OG0000909	Prbn.g_01842	Syaq.g_00649
OG0000910	Prbn.g_01843	Syaq.g_00648
OG0000911	Prbn.g_01845	Syaq.g_00646
OG0000912	Prbn.g_01846	Syaq.g_00645
OG0000913	Prbn.g_01847	Syaq.g_00644
OG0000914	Prbn.g_01848	Syaq.g_00643
OG0000915	Prbn.g_01849	Syaq.g_00641
OG0000916	Prbn.g_01850	Syaq.g_00640
OG0000917	Prbn.g_01851	Syaq.g_00639
OG0000918	Prbn.g_01852	Syaq.g_00638
OG0000919	Prbn.g_01853	Syaq.g_00637
OG0000920	Prbn.g_01854	Syaq.g_00636
OG0000921	Prbn.g_01855	Syaq.g_00635
OG0000922	Prbn.g_01856	Syaq.g_00634
OG0000923	Prbn.g_01860	Syaq.g_00630
OG0000924	Prbn.g_01861	Syaq.g_00629
OG0000925	Prbn.g_01862	Syaq.g_00628
OG0000926	Prbn.g_01863	Syaq.g_00627
OG0000927	Prbn.g_01865	Syaq.g_00625
OG0000928	Prbn.g_01866	Syaq.g_00624
OG0000929	Prbn.g_01867	Syaq.g_00623
OG0000930	Prbn.g_01868	Syaq.g_00622
OG0000931	Prbn.g_01869	Syaq.g_00621
OG0000932	Prbn.g_01870	Syaq.g_00620
OG0000933	Prbn.g_01874	Syaq.g_00614
OG0000934	Prbn.g_01876	Syaq.g_00612
OG0000935	Prbn.g_01877	Syaq.g_00611
OG0000936	Prbn.g_01878	Syaq.g_00610
OG0000937	Prbn.g_01879	Syaq.g_00609
OG0000938	Prbn.g_01882	Syaq.g_00606
OG0000939	Prbn.g_01883	Syaq.g_00604
OG0000940	Prbn.g_01890	Syaq.g_00597
OG0000941	Prbn.g_01892	Syaq.g_00595
OG0000942	Prbn.g_01894	Syaq.g_00593
OG0000943	Prbn.g_01895	Syaq.g_00592
OG0000944	Prbn.g_01897	Syaq.g_00590
OG0000945	Prbn.g_01898	Syaq.g_00588
OG0000946	Prbn.g_01903	Syaq.g_00580
OG0000947	Prbn.g_01905	Syaq.g_00577
OG0000948	Prbn.g_01906	Syaq.g_00576
OG0000949	Prbn.g_01909	Syaq.g_00971
OG0000950	Prbn.g_01916	Syaq.g_00984
OG0000951	Prbn.g_01920	Syaq.g_00991
OG0000952	Prbn.g_01015	Syaq.g_01002
OG0000953	Prbn.g_01011	Syaq.g_01006
OG0000954	Prbn.g_01007	Syaq.g_01012
OG0000955	Prbn.g_01006	Syaq.g_01013
OG0000956	Prbn.g_01004	Syaq.g_01015
OG0000957	Prbn.g_00998	Syaq.g_01026
OG0000958	Prbn.g_00997	Syaq.g_01027
OG0000959	Prbn.g_00993	Syaq.g_01031
OG0000960	Prbn.g_00992	Syaq.g_01032
OG0000961	Prbn.g_00989	Syaq.g_01043
OG0000962	Prbn.g_00987	Syaq.g_01045
OG0000963	Prbn.g_00983	Syaq.g_01049
OG0000964	Prbn.g_00982	Syaq.g_01050
OG0000965	Prbn.g_00981	Syaq.g_01051
OG0000966	Prbn.g_00975	Syaq.g_01060
OG0000967	Prbn.g_00971	Syaq.g_01067
OG0000968	Prbn.g_00969	Syaq.g_01071
OG0000969	Prbn.g_00968	Syaq.g_01078
OG0000970	Prbn.g_00967	Syaq.g_01079
OG0000971	Prbn.g_00966	Syaq.g_01081
OG0000972	Prbn.g_00965	Syaq.g_01082
OG0000973	Prbn.g_00964	Syaq.g_01083
OG0000974	Prbn.g_00963	Syaq.g_01084
OG0000975	Prbn.g_00962	Syaq.g_01085
OG0000976	Prbn.g_00961	Syaq.g_01086
OG0000977	Prbn.g_00960	Syaq.g_01088
OG0000978	Prbn.g_00959	Syaq.g_01091
OG0000979	Prbn.g_00957	Syaq.g_01094
OG0000980	Prbn.g_00955	Syaq.g_01097
OG0000981	Prbn.g_00952	Syaq.g_01100
OG0000982	Prbn.g_00950	Syaq.g_01263
OG0000983	Prbn.g_00949	Syaq.g_01262
OG0000984	Prbn.g_00948	Syaq.g_01261
OG0000985	Prbn.g_00945	Syaq.g_01257
OG0000986	Prbn.g_00943	Syaq.g_01253
OG0000987	Prbn.g_00942	Syaq.g_01251
OG0000988	Prbn.g_00939	Syaq.g_01245
OG0000989	Prbn.g_00935	Syaq.g_01239
OG0000990	Prbn.g_00931	Syaq.g_01229
OG0000991	Prbn.g_00930	Syaq.g_01225
OG0000992	Prbn.g_00927	Syaq.g_01222
OG0000993	Prbn.g_00926	Syaq.g_01221
OG0000994	Prbn.g_00925	Syaq.g_01218
OG0000995	Prbn.g_00921	Syaq.g_01212
OG0000996	Prbn.g_00920	Syaq.g_01193
OG0000997	Prbn.g_00917	Syaq.g_01184
OG0000998	Prbn.g_00915	Syaq.g_01182
OG0000999	Prbn.g_00914	Syaq.g_01181
OG0001000	Prbn.g_00911	Syaq.g_01177
OG0001001	Prbn.g_00908	Syaq.g_01172
OG0001002	Prbn.g_00291	Syaq.g_01165
OG0001003	Prbn.g_00292	Syaq.g_01163
OG0001004	Prbn.g_00293	Syaq.g_01162
OG0001005	Prbn.g_00294	Syaq.g_01161
OG0001006	Prbn.g_00298	Syaq.g_01152
OG0001007	Prbn.g_00300	Syaq.g_01150
OG0001008	Prbn.g_00676	Syaq.g_00500
OG0001009	Prbn.g_00755	Syaq.g_01118
OG0001010	Prbn.g_00754	Syaq.g_01117
OG0001011	Prbn.g_00752	Syaq.g_01115
OG0001012	Prbn.g_00738	Syaq.g_01267
OG0001013	Prbn.g_00731	Syaq.g_01289
OG0001014	Prbn.g_00728	Syaq.g_01295
OG0001015	Prbn.g_00726	Syaq.g_01296
OG0001016	Prbn.g_00704	Syaq.g_01554
OG0001017	Prbn.g_01343	Syaq.g_01548
OG0001018	Prbn.g_01341	Syaq.g_01546
OG0001019	Prbn.g_01332	Syaq.g_01524
OG0001020	Prbn.g_01331	Syaq.g_01510
OG0001021	Prbn.g_01330	Syaq.g_01506
OG0001022	Prbn.g_01327	Syaq.g_01501
OG0001023	Prbn.g_01326	Syaq.g_01500
OG0001024	Prbn.g_01322	Syaq.g_01496
OG0001025	Prbn.g_01315	Syaq.g_01490
OG0001026	Prbn.g_01306	Syaq.g_01477
OG0001027	Prbn.g_01305	Syaq.g_01474
OG0001028	Prbn.g_01303	Syaq.g_01472
OG0001029	Prbn.g_01302	Syaq.g_01470
OG0001030	Prbn.g_01286	Syaq.g_01450
OG0001031	Prbn.g_00367	Syaq.g_01378
OG0001032	Prbn.g_00366	Syaq.g_01376
OG0001033	Prbn.g_00345	Syaq.g_01344
OG0001034	Prbn.g_00314	Syaq.g_01579
OG0001035	Prbn.g_00021	Syaq.g_00726
OG0001036	Prbn.g_00025	Syaq.g_00731
OG0001037	Prbn.g_00026	Syaq.g_00733
OG0001038	Prbn.g_00045	Syaq.g_00761
OG0001039	Prbn.g_00048	Syaq.g_00764
OG0001040	Prbn.g_00050	Syaq.g_00767
OG0001041	Prbn.g_00055	Syaq.g_00772
OG0001042	Prbn.g_00072	Syaq.g_00858
OG0001044	Prbn.g_00104	Syaq.g_00560
OG0001045	Prbn.g_00113	Syaq.g_00547
OG0001046	Prbn.g_01697	Syaq.g_02509
OG0001047	Prbn.g_00674	Syaq.g_00498
OG0001048	Prbn.g_00673	Syaq.g_00497
OG0001049	Prbn.g_00671	Syaq.g_00494
OG0001050	Prbn.g_00670	Syaq.g_00493
OG0001051	Prbn.g_00669	Syaq.g_00492
OG0001052	Prbn.g_00643	Syaq.g_00446
OG0001053	Prbn.g_00631	Syaq.g_01775
OG0001054	Prbn.g_00616	Syaq.g_01794
OG0001055	Prbn.g_00597	Syaq.g_01815
OG0001056	Prbn.g_00580	Syaq.g_01843
OG0001057	Prbn.g_00575	Syaq.g_00334
OG0001058	Prbn.g_00567	Syaq.g_01931
OG0001059	Prbn.g_00563	Syaq.g_01935
OG0001060	Prbn.g_00557	Syaq.g_01941
OG0001061	Prbn.g_00542	Syaq.g_01961
OG0001062	Prbn.g_00540	Syaq.g_01963
OG0001063	Prbn.g_00538	Syaq.g_01968
OG0001064	Prbn.g_00537	Syaq.g_01969
OG0001065	Prbn.g_00536	Syaq.g_01970
OG0001066	Prbn.g_00535	Syaq.g_01971
OG0001067	Prbn.g_00534	Syaq.g_01972
OG0001068	Prbn.g_00533	Syaq.g_01973
OG0001069	Prbn.g_00532	Syaq.g_01974
OG0001070	Prbn.g_00528	Syaq.g_01978
OG0001071	Prbn.g_00527	Syaq.g_01979
OG0001072	Prbn.g_00525	Syaq.g_01983
OG0001073	Prbn.g_00511	Syaq.g_01998
OG0001074	Prbn.g_00499	Syaq.g_02132
OG0001075	Prbn.g_00498	Syaq.g_02025
OG0001076	Prbn.g_00491	Syaq.g_02060
OG0001077	Prbn.g_00485	Syaq.g_02071
OG0001078	Prbn.g_00427	Syaq.g_02083
OG0001079	Prbn.g_00439	Syaq.g_02100
OG0001080	Prbn.g_00445	Syaq.g_02161
OG0001081	Prbn.g_00447	Syaq.g_02232
OG0001082	Prbn.g_00448	Syaq.g_02233
OG0001083	Prbn.g_00836	Syaq.g_02240
OG0001084	Prbn.g_00837	Syaq.g_02241
OG0001085	Prbn.g_01594	Syaq.g_02251
OG0001086	Prbn.g_01593	Syaq.g_02253
OG0001087	Prbn.g_01575	Syaq.g_02574
OG0001088	Prbn.g_01574	Syaq.g_02576
OG0001089	Prbn.g_01563	Syaq.g_02604
OG0001090	Prbn.g_01553	Syaq.g_00024
OG0001091	Prbn.g_00857	Syaq.g_00027
OG0001092	Prbn.g_00858	Syaq.g_00029
OG0001093	Prbn.g_00863	Syaq.g_00035
OG0001094	Prbn.g_00856	Syaq.g_02334
OG0001095	Prbn.g_01533	Syaq.g_02354
