Orthogroup	Prbn	Prar
OG0000561	Prbn.g_00561	Prar.g_01385
OG0000562	Prbn.g_00560	Prar.g_01386
OG0000563	Prbn.g_00559	Prar.g_01387
OG0000564	Prbn.g_00558	Prar.g_01388
OG0000565	Prbn.g_00556	Prar.g_01391
OG0000566	Prbn.g_00552	Prar.g_01393
OG0000567	Prbn.g_00548	Prar.g_01397
OG0000568	Prbn.g_00547	Prar.g_01398
OG0000569	Prbn.g_00546	Prar.g_01399
OG0000570	Prbn.g_00545	Prar.g_01400
OG0000571	Prbn.g_00543	Prar.g_01402
OG0000572	Prbn.g_00529	Prar.g_01415
OG0000573	Prbn.g_00523	Prar.g_01422
OG0000574	Prbn.g_00522	Prar.g_01423
OG0000575	Prbn.g_00518	Prar.g_01427
OG0000576	Prbn.g_00516	Prar.g_01429
OG0000577	Prbn.g_00515	Prar.g_01430
OG0000578	Prbn.g_00514	Prar.g_01431
OG0000579	Prbn.g_00513	Prar.g_01432
OG0000580	Prbn.g_00512	Prar.g_01433
OG0000581	Prbn.g_00509	Prar.g_01435
OG0000582	Prbn.g_00506	Prar.g_01438
OG0000583	Prbn.g_00505	Prar.g_01439
OG0000584	Prbn.g_00504	Prar.g_01440
OG0000585	Prbn.g_00502	Prar.g_01442
OG0000586	Prbn.g_00501	Prar.g_01443
OG0000587	Prbn.g_00500	Prar.g_01444
OG0000588	Prbn.g_00496	Prar.g_01448
OG0000589	Prbn.g_00494	Prar.g_01451
OG0000590	Prbn.g_00493	Prar.g_01452
OG0000591	Prbn.g_00489	Prar.g_01455
OG0000592	Prbn.g_00488	Prar.g_01456
OG0000593	Prbn.g_00423	Prar.g_01462
OG0000594	Prbn.g_00424	Prar.g_01463
OG0000595	Prbn.g_00425	Prar.g_01464
OG0000596	Prbn.g_00429	Prar.g_01468
OG0000597	Prbn.g_00432	Prar.g_01470
OG0000598	Prbn.g_00433	Prar.g_01471
OG0000599	Prbn.g_00436	Prar.g_01474
OG0000600	Prbn.g_00437	Prar.g_01475
OG0000601	Prbn.g_00438	Prar.g_01476
OG0000602	Prbn.g_00440	Prar.g_01478
OG0000603	Prbn.g_00441	Prar.g_01479
OG0000604	Prbn.g_00442	Prar.g_01480
OG0000605	Prbn.g_00443	Prar.g_01481
OG0000606	Prbn.g_00446	Prar.g_01484
OG0000607	Prbn.g_00449	Prar.g_01487
OG0000608	Prbn.g_00450	Prar.g_01488
OG0000609	Prbn.g_00834	Prar.g_01489
OG0000610	Prbn.g_00840	Prar.g_01494
OG0000611	Prbn.g_00843	Prar.g_01497
OG0000612	Prbn.g_00844	Prar.g_01498
OG0000613	Prbn.g_01591	Prar.g_01503
OG0000614	Prbn.g_01570	Prar.g_01522
OG0000615	Prbn.g_01559	Prar.g_01530
OG0000616	Prbn.g_00905	Prar.g_01534
OG0000617	Prbn.g_00860	Prar.g_01605
OG0000618	Prbn.g_00861	Prar.g_01606
OG0000619	Prbn.g_00862	Prar.g_01607
OG0000620	Prbn.g_01947	Prar.g_01610
OG0000621	Prbn.g_01948	Prar.g_01611
OG0000622	Prbn.g_01949	Prar.g_01612
OG0000623	Prbn.g_01950	Prar.g_01613
OG0000624	Prbn.g_01952	Prar.g_01614
OG0000625	Prbn.g_01345	Prar.g_01615
OG0000626	Prbn.g_01346	Prar.g_01616
OG0000627	Prbn.g_01347	Prar.g_01617
OG0000628	Prbn.g_01348	Prar.g_01618
OG0000629	Prbn.g_01349	Prar.g_01619
OG0000630	Prbn.g_01352	Prar.g_01622
OG0000631	Prbn.g_01445	Prar.g_01675
OG0000632	Prbn.g_01444	Prar.g_01676
OG0000633	Prbn.g_01443	Prar.g_01677
OG0000634	Prbn.g_01550	Prar.g_01680
OG0000635	Prbn.g_01549	Prar.g_01681
OG0000636	Prbn.g_01547	Prar.g_01683
OG0000637	Prbn.g_01545	Prar.g_01685
OG0000638	Prbn.g_01544	Prar.g_01686
OG0000639	Prbn.g_01543	Prar.g_01687
OG0000640	Prbn.g_01542	Prar.g_01688
OG0000641	Prbn.g_01538	Prar.g_01692
OG0000642	Prbn.g_01537	Prar.g_01693
OG0000643	Prbn.g_01536	Prar.g_01694
OG0000644	Prbn.g_01535	Prar.g_01695
OG0000645	Prbn.g_01534	Prar.g_01696
OG0000646	Prbn.g_01532	Prar.g_01698
OG0000647	Prbn.g_01530	Prar.g_01699
OG0000648	Prbn.g_01528	Prar.g_01701
OG0000649	Prbn.g_01527	Prar.g_01702
OG0000650	Prbn.g_01526	Prar.g_01703
OG0000651	Prbn.g_01525	Prar.g_01704
OG0000652	Prbn.g_01524	Prar.g_01705
OG0000653	Prbn.g_01522	Prar.g_01707
OG0000654	Prbn.g_01521	Prar.g_01708
OG0000655	Prbn.g_01520	Prar.g_01709
OG0000656	Prbn.g_01517	Prar.g_01712
OG0000657	Prbn.g_01509	Prar.g_01719
OG0000658	Prbn.g_01507	Prar.g_01720
OG0000659	Prbn.g_01506	Prar.g_01721
OG0000660	Prbn.g_01502	Prar.g_01725
OG0000661	Prbn.g_01500	Prar.g_01727
OG0000662	Prbn.g_01498	Prar.g_01729
OG0000663	Prbn.g_01496	Prar.g_01731
OG0000664	Prbn.g_01495	Prar.g_01732
OG0000665	Prbn.g_01489	Prar.g_01736
OG0000666	Prbn.g_01488	Prar.g_01737
OG0000667	Prbn.g_01484	Prar.g_01742
OG0000668	Prbn.g_01930	Prar.g_01759
OG0000669	Prbn.g_01632	Prar.g_01767
OG0000670	Prbn.g_01629	Prar.g_01769
OG0000671	Prbn.g_01626	Prar.g_01771
OG0000672	Prbn.g_01623	Prar.g_01774
OG0000673	Prbn.g_01620	Prar.g_01777
OG0000674	Prbn.g_01618	Prar.g_01779
OG0000675	Prbn.g_01617	Prar.g_01780
OG0000676	Prbn.g_01615	Prar.g_01782
OG0000677	Prbn.g_01614	Prar.g_01783
OG0000678	Prbn.g_01612	Prar.g_01785
OG0000679	Prbn.g_01608	Prar.g_01789
OG0000680	Prbn.g_01607	Prar.g_01790
OG0000681	Prbn.g_01604	Prar.g_01792
OG0000682	Prbn.g_01603	Prar.g_01793
OG0000683	Prbn.g_01602	Prar.g_01794
OG0000684	Prbn.g_01600	Prar.g_01795
OG0000685	Prbn.g_01598	Prar.g_01797
OG0000686	Prbn.g_01597	Prar.g_01798
OG0000687	Prbn.g_01596	Prar.g_01799
OG0000688	Prbn.g_00848	Prar.g_01802
OG0000689	Prbn.g_00849	Prar.g_01803
OG0000690	Prbn.g_00850	Prar.g_01804
OG0000691	Prbn.g_00851	Prar.g_01805
OG0000692	Prbn.g_00853	Prar.g_01807
OG0000693	Prbn.g_00854	Prar.g_01808
OG0000694	Prbn.g_00855	Prar.g_01809
OG0000695	Prbn.g_01441	Prar.g_01811
OG0000696	Prbn.g_01440	Prar.g_01812
OG0000697	Prbn.g_01439	Prar.g_01813
OG0000698	Prbn.g_01436	Prar.g_01816
OG0000699	Prbn.g_01435	Prar.g_01817
OG0000700	Prbn.g_01434	Prar.g_01818
OG0000701	Prbn.g_01433	Prar.g_01819
OG0000702	Prbn.g_01431	Prar.g_01821
OG0000703	Prbn.g_01430	Prar.g_01822
OG0000704	Prbn.g_01428	Prar.g_01823
OG0000705	Prbn.g_01425	Prar.g_01827
OG0000706	Prbn.g_01424	Prar.g_01828
OG0000707	Prbn.g_01423	Prar.g_01829
OG0000708	Prbn.g_01421	Prar.g_01830
OG0000709	Prbn.g_01417	Prar.g_01834
OG0000710	Prbn.g_01414	Prar.g_01837
OG0000711	Prbn.g_01396	Prar.g_01853
OG0000712	Prbn.g_01395	Prar.g_01855
OG0000713	Prbn.g_01394	Prar.g_01856
OG0000714	Prbn.g_01393	Prar.g_01857
OG0000715	Prbn.g_01391	Prar.g_01859
OG0000716	Prbn.g_01389	Prar.g_01861
OG0000717	Prbn.g_01388	Prar.g_01862
OG0000718	Prbn.g_01384	Prar.g_01873
OG0000719	Prbn.g_01382	Prar.g_01875
OG0000720	Prbn.g_01370	Prar.g_01884
OG0000721	Prbn.g_01366	Prar.g_01886
OG0000722	Prbn.g_01365	Prar.g_01887
OG0000723	Prbn.g_01361	Prar.g_01890
OG0000724	Prbn.g_01466	Prar.g_01899
OG0000725	Prbn.g_01472	Prar.g_01905
OG0000726	Prbn.g_01473	Prar.g_01906
OG0000727	Prbn.g_01474	Prar.g_01907
OG0000728	Prbn.g_01476	Prar.g_01909
OG0000729	Prbn.g_01106	Prar.g_01955
OG0000730	Prbn.g_01147	Prar.g_01324
OG0000731	Prbn.g_00111	Prar.g_01320
OG0000732	Prbn.g_00954	Prar.g_01314
OG0000733	Prbn.g_01651	Prar.g_01295
OG0000734	Prbn.g_01173	Prar.g_01278
OG0000735	Prbn.g_01175	Prar.g_01276
OG0000736	Prbn.g_01176	Prar.g_01275
OG0000737	Prbn.g_01177	Prar.g_01274
OG0000738	Prbn.g_01181	Prar.g_01270
OG0000739	Prbn.g_01182	Prar.g_01269
OG0000740	Prbn.g_01183	Prar.g_01268
OG0000741	Prbn.g_01185	Prar.g_01267
OG0000742	Prbn.g_01188	Prar.g_01264
OG0000743	Prbn.g_01190	Prar.g_01262
OG0000744	Prbn.g_01191	Prar.g_01261
OG0000745	Prbn.g_01192	Prar.g_01260
OG0000746	Prbn.g_01194	Prar.g_01258
OG0000747	Prbn.g_01195	Prar.g_01257
OG0000748	Prbn.g_01199	Prar.g_01254
OG0000749	Prbn.g_01200	Prar.g_01253
OG0000750	Prbn.g_01201	Prar.g_01252
OG0000751	Prbn.g_01204	Prar.g_01250
OG0000752	Prbn.g_01206	Prar.g_01248
OG0000753	Prbn.g_01208	Prar.g_01245
OG0000754	Prbn.g_01211	Prar.g_01242
OG0000755	Prbn.g_00390	Prar.g_01239
OG0000756	Prbn.g_00391	Prar.g_01238
OG0000757	Prbn.g_00398	Prar.g_01232
OG0000758	Prbn.g_00399	Prar.g_01231
OG0000759	Prbn.g_00400	Prar.g_01230
OG0000760	Prbn.g_00401	Prar.g_01229
OG0000761	Prbn.g_00402	Prar.g_01228
OG0000762	Prbn.g_00403	Prar.g_01227
OG0000763	Prbn.g_00405	Prar.g_01225
OG0000764	Prbn.g_00406	Prar.g_01224
OG0000765	Prbn.g_00414	Prar.g_01215
OG0000766	Prbn.g_00415	Prar.g_01214
OG0000767	Prbn.g_00417	Prar.g_01212
OG0000768	Prbn.g_00418	Prar.g_01211
OG0000769	Prbn.g_00420	Prar.g_01209
OG0000770	Prbn.g_00483	Prar.g_01207
OG0000771	Prbn.g_00886	Prar.g_00376
OG0000772	Prbn.g_01671	Prar.g_00976
OG0000773	Prbn.g_01093	Prar.g_00964
OG0000774	Prbn.g_01091	Prar.g_00962
OG0000775	Prbn.g_01089	Prar.g_00960
OG0000776	Prbn.g_01088	Prar.g_00959
OG0000777	Prbn.g_01087	Prar.g_00958
OG0000778	Prbn.g_01086	Prar.g_00957
OG0000779	Prbn.g_01082	Prar.g_00953
OG0000780	Prbn.g_01081	Prar.g_00952
OG0000781	Prbn.g_01077	Prar.g_00949
OG0000782	Prbn.g_01076	Prar.g_00948
OG0000783	Prbn.g_01075	Prar.g_00947
OG0000784	Prbn.g_01074	Prar.g_00946
OG0000785	Prbn.g_01072	Prar.g_00944
OG0000786	Prbn.g_01069	Prar.g_00942
OG0000787	Prbn.g_01068	Prar.g_00941
OG0000788	Prbn.g_00615	Prar.g_00924
OG0000789	Prbn.g_00883	Prar.g_00921
OG0000790	Prbn.g_00155	Prar.g_00906
OG0000791	Prbn.g_00157	Prar.g_00904
OG0000792	Prbn.g_00158	Prar.g_00903
OG0000793	Prbn.g_00161	Prar.g_00900
OG0000794	Prbn.g_00162	Prar.g_00899
OG0000795	Prbn.g_00163	Prar.g_00898
OG0000796	Prbn.g_00167	Prar.g_00894
OG0000797	Prbn.g_00168	Prar.g_00893
OG0000798	Prbn.g_01055	Prar.g_00866
OG0000799	Prbn.g_00195	Prar.g_00357
OG0000800	Prbn.g_00196	Prar.g_00356
OG0000801	Prbn.g_00197	Prar.g_00355
OG0000802	Prbn.g_00199	Prar.g_00353
OG0000803	Prbn.g_00201	Prar.g_00351
OG0000804	Prbn.g_00202	Prar.g_00350
OG0000805	Prbn.g_00204	Prar.g_00348
OG0000806	Prbn.g_00206	Prar.g_00346
OG0000807	Prbn.g_00207	Prar.g_00345
OG0000808	Prbn.g_00208	Prar.g_00344
OG0000809	Prbn.g_00210	Prar.g_00341
OG0000810	Prbn.g_00211	Prar.g_00340
OG0000811	Prbn.g_00215	Prar.g_00336
OG0000812	Prbn.g_00217	Prar.g_00842
OG0000813	Prbn.g_00218	Prar.g_00841
OG0000814	Prbn.g_00220	Prar.g_00839
OG0000815	Prbn.g_00221	Prar.g_00838
OG0000816	Prbn.g_00223	Prar.g_00836
OG0000817	Prbn.g_00224	Prar.g_00835
OG0000818	Prbn.g_00229	Prar.g_00830
OG0000819	Prbn.g_00230	Prar.g_00829
OG0000820	Prbn.g_00231	Prar.g_00828
OG0000821	Prbn.g_00235	Prar.g_00824
OG0000822	Prbn.g_00236	Prar.g_00823
OG0000823	Prbn.g_00237	Prar.g_00822
OG0000824	Prbn.g_00240	Prar.g_00819
OG0000825	Prbn.g_00241	Prar.g_00818
OG0000826	Prbn.g_00242	Prar.g_00817
OG0000827	Prbn.g_00243	Prar.g_00816
OG0000828	Prbn.g_00246	Prar.g_00813
OG0000829	Prbn.g_00247	Prar.g_00812
OG0000830	Prbn.g_00248	Prar.g_00811
OG0000831	Prbn.g_00250	Prar.g_00809
OG0000832	Prbn.g_00260	Prar.g_00803
OG0000833	Prbn.g_00269	Prar.g_00795
OG0000834	Prbn.g_00270	Prar.g_00794
OG0000835	Prbn.g_00271	Prar.g_00793
OG0000836	Prbn.g_00272	Prar.g_00792
OG0000837	Prbn.g_00273	Prar.g_00791
OG0000838	Prbn.g_00275	Prar.g_00789
OG0000839	Prbn.g_00276	Prar.g_00788
OG0000840	Prbn.g_00277	Prar.g_00787
OG0000841	Prbn.g_00278	Prar.g_00786
OG0000842	Prbn.g_00279	Prar.g_00785
OG0000843	Prbn.g_00280	Prar.g_00784
OG0000844	Prbn.g_00281	Prar.g_00783
OG0000845	Prbn.g_00282	Prar.g_00782
OG0000846	Prbn.g_00283	Prar.g_00781
OG0000847	Prbn.g_00284	Prar.g_00780
OG0000848	Prbn.g_00285	Prar.g_00779
OG0000849	Prbn.g_00286	Prar.g_00778
OG0000850	Prbn.g_00288	Prar.g_00776
OG0000851	Prbn.g_00289	Prar.g_00775
OG0000852	Prbn.g_00904	Prar.g_00774
OG0000853	Prbn.g_00898	Prar.g_00770
OG0000854	Prbn.g_00896	Prar.g_00768
OG0000855	Prbn.g_00895	Prar.g_00767
OG0000856	Prbn.g_00486	Prar.g_00753
OG0000857	Prbn.g_01531	Prar.g_00725
OG0000858	Prbn.g_01738	Prar.g_01149
OG0000859	Prbn.g_01739	Prar.g_01148
OG0000860	Prbn.g_01747	Prar.g_01141
OG0000861	Prbn.g_01748	Prar.g_01140
OG0000862	Prbn.g_01749	Prar.g_01139
OG0000863	Prbn.g_01751	Prar.g_01137
OG0000864	Prbn.g_01752	Prar.g_01136
OG0000865	Prbn.g_01753	Prar.g_01135
OG0000866	Prbn.g_01754	Prar.g_01134
OG0000867	Prbn.g_01755	Prar.g_01133
OG0000868	Prbn.g_01757	Prar.g_01132
OG0000869	Prbn.g_01760	Prar.g_01128
OG0000870	Prbn.g_01765	Prar.g_01123
OG0000871	Prbn.g_01766	Prar.g_01122
OG0000872	Prbn.g_01767	Prar.g_01121
OG0000873	Prbn.g_01771	Prar.g_01965
OG0000874	Prbn.g_01774	Prar.g_01968
OG0000875	Prbn.g_01775	Prar.g_01969
OG0000876	Prbn.g_01776	Prar.g_01970
OG0000877	Prbn.g_01778	Prar.g_01963
OG0000878	Prbn.g_01779	Prar.g_01962
OG0000879	Prbn.g_01780	Prar.g_01961
OG0000880	Prbn.g_01781	Prar.g_01960
OG0000881	Prbn.g_01785	Prar.g_00595, Prar.g_01956
OG0000882	Prbn.g_01790	Prar.g_00600
OG0000883	Prbn.g_01792	Prar.g_00601
OG0000884	Prbn.g_01794	Prar.g_00603
OG0000885	Prbn.g_01795	Prar.g_00604
OG0000886	Prbn.g_01796	Prar.g_00605
OG0000887	Prbn.g_01797	Prar.g_00606
OG0000888	Prbn.g_01799	Prar.g_00608
OG0000889	Prbn.g_01801	Prar.g_00610
OG0000890	Prbn.g_01802	Prar.g_00611
OG0000891	Prbn.g_01803	Prar.g_00612
OG0000892	Prbn.g_01805	Prar.g_01119
OG0000893	Prbn.g_01809	Prar.g_01114
OG0000894	Prbn.g_01812	Prar.g_01112
OG0000895	Prbn.g_01816	Prar.g_01109
OG0000896	Prbn.g_01817	Prar.g_01108
OG0000897	Prbn.g_01819	Prar.g_01106
OG0000898	Prbn.g_01820	Prar.g_01105
OG0000899	Prbn.g_01821	Prar.g_01104
OG0000900	Prbn.g_01822	Prar.g_01103
OG0000901	Prbn.g_01825	Prar.g_01100
OG0000902	Prbn.g_01827	Prar.g_01098
OG0000903	Prbn.g_01831	Prar.g_01095
OG0000904	Prbn.g_01835	Prar.g_01093
OG0000905	Prbn.g_01829	Prar.g_01088
OG0000906	Prbn.g_01828	Prar.g_01087
OG0000907	Prbn.g_01838	Prar.g_01069
OG0000908	Prbn.g_01841	Prar.g_01066
OG0000909	Prbn.g_01842	Prar.g_01065
OG0000910	Prbn.g_01843	Prar.g_01064
OG0000911	Prbn.g_01845	Prar.g_01062
OG0000912	Prbn.g_01846	Prar.g_01061
OG0000913	Prbn.g_01847	Prar.g_01060
OG0000914	Prbn.g_01848	Prar.g_01059
OG0000915	Prbn.g_01849	Prar.g_01058
OG0000916	Prbn.g_01850	Prar.g_01057
OG0000917	Prbn.g_01851	Prar.g_01056
OG0000918	Prbn.g_01852	Prar.g_01055
OG0000919	Prbn.g_01853	Prar.g_01054
OG0000920	Prbn.g_01854	Prar.g_01053
OG0000921	Prbn.g_01855	Prar.g_01052
OG0000922	Prbn.g_01856	Prar.g_01051
OG0000923	Prbn.g_01860	Prar.g_01047
OG0000924	Prbn.g_01861	Prar.g_01046
OG0000925	Prbn.g_01862	Prar.g_01045
OG0000926	Prbn.g_01863	Prar.g_01044
OG0000927	Prbn.g_01865	Prar.g_01042
OG0000928	Prbn.g_01866	Prar.g_01041
OG0000929	Prbn.g_01867	Prar.g_01040
OG0000930	Prbn.g_01868	Prar.g_01039
OG0000931	Prbn.g_01869	Prar.g_01038
OG0000932	Prbn.g_01870	Prar.g_01037
OG0000933	Prbn.g_01874	Prar.g_01033
OG0000934	Prbn.g_01876	Prar.g_01031
OG0000935	Prbn.g_01877	Prar.g_01030
OG0000936	Prbn.g_01878	Prar.g_01029
OG0000937	Prbn.g_01879	Prar.g_01028
OG0000938	Prbn.g_01882	Prar.g_01026
OG0000939	Prbn.g_01883	Prar.g_01025
OG0000940	Prbn.g_01890	Prar.g_01019
OG0000941	Prbn.g_01892	Prar.g_01017
OG0000942	Prbn.g_01894	Prar.g_01015
OG0000943	Prbn.g_01895	Prar.g_01014
OG0000944	Prbn.g_01897	Prar.g_01013
OG0000945	Prbn.g_01898	Prar.g_01012
OG0000946	Prbn.g_01903	Prar.g_00617
OG0000947	Prbn.g_01905	Prar.g_00619
OG0000948	Prbn.g_01906	Prar.g_00620
OG0000949	Prbn.g_01909	Prar.g_00623
OG0000950	Prbn.g_01916	Prar.g_00628
OG0000951	Prbn.g_01920	Prar.g_00632
OG0000952	Prbn.g_01015	Prar.g_00636
OG0000953	Prbn.g_01011	Prar.g_00639
OG0000954	Prbn.g_01007	Prar.g_00643
OG0000955	Prbn.g_01006	Prar.g_00644
OG0000956	Prbn.g_01004	Prar.g_00646
OG0000957	Prbn.g_00998	Prar.g_00651
OG0000958	Prbn.g_00997	Prar.g_00652
OG0000959	Prbn.g_00993	Prar.g_00656
OG0000960	Prbn.g_00992	Prar.g_00657
OG0000961	Prbn.g_00989	Prar.g_00659
OG0000962	Prbn.g_00987	Prar.g_00661
OG0000963	Prbn.g_00983	Prar.g_00664
OG0000964	Prbn.g_00982	Prar.g_00665
OG0000965	Prbn.g_00981	Prar.g_00666
OG0000966	Prbn.g_00975	Prar.g_00673
OG0000967	Prbn.g_00971	Prar.g_00677
OG0000968	Prbn.g_00969	Prar.g_00679
OG0000969	Prbn.g_00968	Prar.g_00680
OG0000970	Prbn.g_00967	Prar.g_00681
OG0000971	Prbn.g_00966	Prar.g_00682
OG0000972	Prbn.g_00965	Prar.g_00683
OG0000973	Prbn.g_00964	Prar.g_00684
OG0000974	Prbn.g_00963	Prar.g_00685
OG0000975	Prbn.g_00962	Prar.g_00686
OG0000976	Prbn.g_00961	Prar.g_00687
OG0000977	Prbn.g_00960	Prar.g_00688
OG0000978	Prbn.g_00959	Prar.g_00689
OG0000979	Prbn.g_00957	Prar.g_00692
OG0000980	Prbn.g_00955	Prar.g_00694
OG0000981	Prbn.g_00952	Prar.g_00696
OG0000982	Prbn.g_00950	Prar.g_00698
OG0000983	Prbn.g_00949	Prar.g_00699
OG0000984	Prbn.g_00948	Prar.g_00700
OG0000985	Prbn.g_00945	Prar.g_00703
OG0000986	Prbn.g_00943	Prar.g_00705
OG0000987	Prbn.g_00942	Prar.g_00706
OG0000988	Prbn.g_00939	Prar.g_00709
OG0000989	Prbn.g_00935	Prar.g_00073
OG0000990	Prbn.g_00931	Prar.g_00070
OG0000991	Prbn.g_00930	Prar.g_00069
OG0000992	Prbn.g_00927	Prar.g_00067
OG0000993	Prbn.g_00926	Prar.g_00066
OG0000994	Prbn.g_00925	Prar.g_00065
OG0000995	Prbn.g_00921	Prar.g_00061
OG0000996	Prbn.g_00920	Prar.g_00060
OG0000997	Prbn.g_00917	Prar.g_00059
OG0000998	Prbn.g_00915	Prar.g_00057
OG0000999	Prbn.g_00914	Prar.g_00056
OG0001000	Prbn.g_00911	Prar.g_00053
OG0001001	Prbn.g_00908	Prar.g_00051
OG0001002	Prbn.g_00291	Prar.g_00047
OG0001003	Prbn.g_00292	Prar.g_00046
OG0001004	Prbn.g_00293	Prar.g_00045
OG0001005	Prbn.g_00294	Prar.g_00044
OG0001006	Prbn.g_00298	Prar.g_00040
OG0001007	Prbn.g_00300	Prar.g_00038
OG0001008	Prbn.g_00676	Prar.g_00485
OG0001009	Prbn.g_00755	Prar.g_00011
OG0001010	Prbn.g_00754	Prar.g_00010
OG0001011	Prbn.g_00752	Prar.g_00009
OG0001012	Prbn.g_00738	Prar.g_00577
OG0001013	Prbn.g_00731	Prar.g_00571
OG0001014	Prbn.g_00728	Prar.g_00568
OG0001015	Prbn.g_00726	Prar.g_00567
OG0001016	Prbn.g_00704	Prar.g_00255
OG0001017	Prbn.g_01343	Prar.g_00251
OG0001018	Prbn.g_01341	Prar.g_00248
OG0001019	Prbn.g_01332	Prar.g_00239
OG0001020	Prbn.g_01331	Prar.g_00238
OG0001021	Prbn.g_01330	Prar.g_00237
OG0001022	Prbn.g_01327	Prar.g_00234
OG0001023	Prbn.g_01326	Prar.g_00233
OG0001024	Prbn.g_01322	Prar.g_00230
OG0001025	Prbn.g_01315	Prar.g_00224
OG0001026	Prbn.g_01306	Prar.g_00217
OG0001027	Prbn.g_01305	Prar.g_00216
OG0001028	Prbn.g_01303	Prar.g_00214
OG0001029	Prbn.g_01302	Prar.g_00213
OG0001030	Prbn.g_01286	Prar.g_00198
OG0001031	Prbn.g_00367	Prar.g_00141
OG0001032	Prbn.g_00366	Prar.g_00140
OG0001033	Prbn.g_00345	Prar.g_00119
OG0001034	Prbn.g_00314	Prar.g_00091
OG0001035	Prbn.g_00021	Prar.g_00333
OG0001036	Prbn.g_00025	Prar.g_00328
OG0001037	Prbn.g_00026	Prar.g_00327
OG0001038	Prbn.g_00045	Prar.g_00309
OG0001039	Prbn.g_00048	Prar.g_00306
OG0001040	Prbn.g_00050	Prar.g_00304
OG0001041	Prbn.g_00055	Prar.g_00300
OG0001042	Prbn.g_00072	Prar.g_00283
OG0001043	Prbn.g_00073	Prar.g_00282
OG0001044	Prbn.g_00104	Prar.g_00393
OG0001045	Prbn.g_00113	Prar.g_00402
OG0001046	Prbn.g_01697	Prar.g_00440
OG0001047	Prbn.g_00674	Prar.g_00487
OG0001048	Prbn.g_00673	Prar.g_00488
OG0001049	Prbn.g_00671	Prar.g_00490
OG0001050	Prbn.g_00670	Prar.g_00491
OG0001051	Prbn.g_00669	Prar.g_00492
OG0001052	Prbn.g_00643	Prar.g_00521
OG0001053	Prbn.g_00631	Prar.g_00533
OG0001054	Prbn.g_00616	Prar.g_01329
OG0001055	Prbn.g_00597	Prar.g_01347
OG0001056	Prbn.g_00580	Prar.g_01366
OG0001057	Prbn.g_00575	Prar.g_01371
OG0001058	Prbn.g_00567	Prar.g_01379
OG0001059	Prbn.g_00563	Prar.g_01383
OG0001060	Prbn.g_00557	Prar.g_01390
OG0001061	Prbn.g_00542	Prar.g_01403
OG0001062	Prbn.g_00540	Prar.g_01405
OG0001063	Prbn.g_00538	Prar.g_01407
OG0001064	Prbn.g_00537	Prar.g_01408
OG0001065	Prbn.g_00536	Prar.g_01409
OG0001066	Prbn.g_00535	Prar.g_01410
OG0001067	Prbn.g_00534	Prar.g_01411
OG0001068	Prbn.g_00533	Prar.g_01412
OG0001069	Prbn.g_00532	Prar.g_01413
OG0001070	Prbn.g_00528	Prar.g_01416
OG0001071	Prbn.g_00527	Prar.g_01417
OG0001072	Prbn.g_00525	Prar.g_01419
OG0001073	Prbn.g_00511	Prar.g_01434
OG0001074	Prbn.g_00499	Prar.g_01445
OG0001075	Prbn.g_00498	Prar.g_01446
OG0001076	Prbn.g_00491	Prar.g_01454
OG0001077	Prbn.g_00485	Prar.g_01458
OG0001078	Prbn.g_00427	Prar.g_01466
OG0001079	Prbn.g_00439	Prar.g_01477
OG0001080	Prbn.g_00445	Prar.g_01483
OG0001081	Prbn.g_00447	Prar.g_01485
OG0001082	Prbn.g_00448	Prar.g_01486
OG0001083	Prbn.g_00836	Prar.g_01491
OG0001084	Prbn.g_00837	Prar.g_01492
OG0001085	Prbn.g_01594	Prar.g_01500
OG0001086	Prbn.g_01593	Prar.g_01501
OG0001087	Prbn.g_01575	Prar.g_01518
OG0001088	Prbn.g_01574	Prar.g_01519
OG0001089	Prbn.g_01563	Prar.g_01527
OG0001090	Prbn.g_01553	Prar.g_01600
OG0001091	Prbn.g_00857	Prar.g_01602
OG0001092	Prbn.g_00858	Prar.g_01603
OG0001093	Prbn.g_00863	Prar.g_01608
OG0001094	Prbn.g_00856	Prar.g_01678
OG0001095	Prbn.g_01533	Prar.g_01697
OG0001096	Prbn.g_01519	Prar.g_01710
OG0001097	Prbn.g_01499	Prar.g_01728
OG0001098	Prbn.g_01480	Prar.g_01744
OG0001099	Prbn.g_01925	Prar.g_01764
OG0001100	Prbn.g_01630	Prar.g_01768
OG0001101	Prbn.g_01627	Prar.g_01770
OG0001102	Prbn.g_01624	Prar.g_01773
OG0001103	Prbn.g_01622	Prar.g_01775
OG0001104	Prbn.g_01599	Prar.g_01796
OG0001105	Prbn.g_01595	Prar.g_01800
OG0001106	Prbn.g_01427	Prar.g_01824
OG0001107	Prbn.g_01420	Prar.g_01831
OG0001108	Prbn.g_01416	Prar.g_01835
OG0001109	Prbn.g_01415	Prar.g_01836
OG0001110	Prbn.g_01413	Prar.g_01838
OG0001111	Prbn.g_01412	Prar.g_01839
OG0001112	Prbn.g_01411	Prar.g_01840
OG0001113	Prbn.g_01410	Prar.g_01841
OG0001114	Prbn.g_01409	Prar.g_01842
OG0001115	Prbn.g_01407	Prar.g_01844
OG0001116	Prbn.g_01406	Prar.g_01845
OG0001117	Prbn.g_01405	Prar.g_01846
OG0001118	Prbn.g_01404	Prar.g_01847
OG0001119	Prbn.g_01403	Prar.g_01848
