Orthogroup	Prbn	Prbc
OG0000521	Prbn.g_00657	Prbc.g_01514
OG0000522	Prbn.g_00655	Prbc.g_01516
OG0000523	Prbn.g_00654	Prbc.g_01517
OG0000524	Prbn.g_00649	Prbc.g_01524
OG0000525	Prbn.g_00645	Prbc.g_01528
OG0000526	Prbn.g_00644	Prbc.g_01529
OG0000527	Prbn.g_00641	Prbc.g_01532
OG0000528	Prbn.g_00636	Prbc.g_01538
OG0000529	Prbn.g_00633	Prbc.g_01541
OG0000530	Prbn.g_00630	Prbc.g_01544
OG0000531	Prbn.g_00629	Prbc.g_01545
OG0000532	Prbn.g_00627	Prbc.g_01546
OG0000533	Prbn.g_00626	Prbc.g_01547
OG0000534	Prbn.g_00625	Prbc.g_01548
OG0000535	Prbn.g_00624	Prbc.g_01549
OG0000536	Prbn.g_00623	Prbc.g_01550
OG0000537	Prbn.g_00622	Prbc.g_01551
OG0000538	Prbn.g_00613	Prbc.g_01580
OG0000539	Prbn.g_00612	Prbc.g_01581
OG0000540	Prbn.g_00611	Prbc.g_01582
OG0000541	Prbn.g_00610	Prbc.g_01583
OG0000542	Prbn.g_00609	Prbc.g_01585
OG0000543	Prbn.g_00607	Prbc.g_01587
OG0000544	Prbn.g_00606	Prbc.g_01588
OG0000545	Prbn.g_00604	Prbc.g_01590
OG0000546	Prbn.g_00601	Prbc.g_01593
OG0000547	Prbn.g_00599	Prbc.g_01595
OG0000548	Prbn.g_00598	Prbc.g_01596
OG0000549	Prbn.g_00596	Prbc.g_01599
OG0000550	Prbn.g_00592	Prbc.g_01603
OG0000551	Prbn.g_00589	Prbc.g_01606
OG0000552	Prbn.g_00588	Prbc.g_01607
OG0000553	Prbn.g_00587	Prbc.g_01608
OG0000554	Prbn.g_00582	Prbc.g_01613
OG0000555	Prbn.g_00574	Prbc.g_01621
OG0000556	Prbn.g_00572	Prbc.g_01623
OG0000557	Prbn.g_00571	Prbc.g_01624
OG0000558	Prbn.g_00569	Prbc.g_01627
OG0000559	Prbn.g_00565	Prbc.g_01631
OG0000560	Prbn.g_00562	Prbc.g_01634
OG0000561	Prbn.g_00561	Prbc.g_01635
OG0000562	Prbn.g_00560	Prbc.g_01636
OG0000563	Prbn.g_00559	Prbc.g_01637
OG0000564	Prbn.g_00558	Prbc.g_01638
OG0000565	Prbn.g_00556	Prbc.g_01641
OG0000566	Prbn.g_00552	Prbc.g_01643
OG0000567	Prbn.g_00548	Prbc.g_01647
OG0000568	Prbn.g_00547	Prbc.g_01648
OG0000569	Prbn.g_00546	Prbc.g_01649
OG0000570	Prbn.g_00545	Prbc.g_01650
OG0000571	Prbn.g_00543	Prbc.g_01652
OG0000572	Prbn.g_00529	Prbc.g_01663
OG0000573	Prbn.g_00523	Prbc.g_01668
OG0000574	Prbn.g_00522	Prbc.g_01670
OG0000575	Prbn.g_00518	Prbc.g_01673
OG0000576	Prbn.g_00516	Prbc.g_01675
OG0000577	Prbn.g_00515	Prbc.g_01676
OG0000578	Prbn.g_00514	Prbc.g_01677
OG0000579	Prbn.g_00513	Prbc.g_01678
OG0000580	Prbn.g_00512	Prbc.g_01679
OG0000581	Prbn.g_00509	Prbc.g_01682
OG0000582	Prbn.g_00506	Prbc.g_01685
OG0000583	Prbn.g_00505	Prbc.g_01686
OG0000584	Prbn.g_00504	Prbc.g_01687
OG0000585	Prbn.g_00502	Prbc.g_01689
OG0000586	Prbn.g_00501	Prbc.g_01690
OG0000587	Prbn.g_00500	Prbc.g_01691
OG0000588	Prbn.g_00496	Prbc.g_01695
OG0000589	Prbn.g_00494	Prbc.g_01698
OG0000590	Prbn.g_00493	Prbc.g_01699
OG0000591	Prbn.g_00489	Prbc.g_01702
OG0000592	Prbn.g_00488	Prbc.g_01703
OG0000593	Prbn.g_00423	Prbc.g_01709
OG0000594	Prbn.g_00424	Prbc.g_01710
OG0000595	Prbn.g_00425	Prbc.g_01711
OG0000596	Prbn.g_00429	Prbc.g_01715
OG0000597	Prbn.g_00432	Prbc.g_01717
OG0000598	Prbn.g_00433	Prbc.g_01718
OG0000599	Prbn.g_00436	Prbc.g_01721
OG0000600	Prbn.g_00437	Prbc.g_01722
OG0000601	Prbn.g_00438	Prbc.g_01723
OG0000602	Prbn.g_00440	Prbc.g_01725
OG0000603	Prbn.g_00441	Prbc.g_01726
OG0000604	Prbn.g_00442	Prbc.g_01727
OG0000605	Prbn.g_00443	Prbc.g_01728
OG0000606	Prbn.g_00446	Prbc.g_01731
OG0000607	Prbn.g_00449	Prbc.g_01734
OG0000608	Prbn.g_00450	Prbc.g_01735
OG0000609	Prbn.g_00834	Prbc.g_01736
OG0000610	Prbn.g_00840	Prbc.g_01742
OG0000611	Prbn.g_00843	Prbc.g_01745
OG0000612	Prbn.g_00844	Prbc.g_01746
OG0000613	Prbn.g_01591	Prbc.g_01752
OG0000614	Prbn.g_01570	Prbc.g_01775
OG0000615	Prbn.g_01559	Prbc.g_01782
OG0000616	Prbn.g_00905	Prbc.g_01055
OG0000617	Prbn.g_00860	Prbc.g_01793
OG0000618	Prbn.g_00861	Prbc.g_01794
OG0000619	Prbn.g_00862	Prbc.g_01795
OG0000620	Prbn.g_01947	Prbc.g_01798
OG0000621	Prbn.g_01948	Prbc.g_01799
OG0000622	Prbn.g_01949	Prbc.g_01800
OG0000623	Prbn.g_01950	Prbc.g_01801
OG0000624	Prbn.g_01952	Prbc.g_01803
OG0000625	Prbn.g_01345	Prbc.g_01804
OG0000626	Prbn.g_01346	Prbc.g_01805
OG0000627	Prbn.g_01347	Prbc.g_01807
OG0000628	Prbn.g_01348	Prbc.g_01808
OG0000629	Prbn.g_01349	Prbc.g_01809
OG0000630	Prbn.g_01352	Prbc.g_01812
OG0000631	Prbn.g_01445	Prbc.g_02007
OG0000632	Prbn.g_01444	Prbc.g_02008
OG0000633	Prbn.g_01443	Prbc.g_02009
OG0000634	Prbn.g_01550	Prbc.g_01854
OG0000635	Prbn.g_01549	Prbc.g_01855
OG0000636	Prbn.g_01547	Prbc.g_01857
OG0000637	Prbn.g_01545	Prbc.g_01859
OG0000638	Prbn.g_01544	Prbc.g_01860
OG0000639	Prbn.g_01543	Prbc.g_01861
OG0000640	Prbn.g_01542	Prbc.g_01862
OG0000641	Prbn.g_01538	Prbc.g_01866
OG0000642	Prbn.g_01537	Prbc.g_01867
OG0000643	Prbn.g_01536	Prbc.g_01868
OG0000644	Prbn.g_01535	Prbc.g_01869
OG0000645	Prbn.g_01534	Prbc.g_01870
OG0000646	Prbn.g_01532	Prbc.g_01873
OG0000647	Prbn.g_01530	Prbc.g_01875
OG0000648	Prbn.g_01528	Prbc.g_01877
OG0000649	Prbn.g_01527	Prbc.g_01878
OG0000650	Prbn.g_01526	Prbc.g_01879
OG0000651	Prbn.g_01525	Prbc.g_01880
OG0000652	Prbn.g_01524	Prbc.g_01881
OG0000653	Prbn.g_01522	Prbc.g_01883
OG0000654	Prbn.g_01521	Prbc.g_01884
OG0000655	Prbn.g_01520	Prbc.g_01885
OG0000656	Prbn.g_01517	Prbc.g_01888
OG0000657	Prbn.g_01509	Prbc.g_01895
OG0000658	Prbn.g_01507	Prbc.g_01897
OG0000659	Prbn.g_01506	Prbc.g_01898
OG0000660	Prbn.g_01502	Prbc.g_01903
OG0000661	Prbn.g_01500	Prbc.g_01905
OG0000662	Prbn.g_01498	Prbc.g_01907
OG0000663	Prbn.g_01496	Prbc.g_01909
OG0000664	Prbn.g_01495	Prbc.g_01910
OG0000665	Prbn.g_01489	Prbc.g_01914
OG0000666	Prbn.g_01488	Prbc.g_01915
OG0000667	Prbn.g_01484	Prbc.g_01919
OG0000668	Prbn.g_01930	Prbc.g_01959
OG0000669	Prbn.g_01632	Prbc.g_01967
OG0000670	Prbn.g_01629	Prbc.g_01970
OG0000671	Prbn.g_01626	Prbc.g_01972
OG0000672	Prbn.g_01623	Prbc.g_01975
OG0000673	Prbn.g_01620	Prbc.g_01978
OG0000674	Prbn.g_01618	Prbc.g_01980
OG0000675	Prbn.g_01617	Prbc.g_01981
OG0000676	Prbn.g_01615	Prbc.g_01983
OG0000677	Prbn.g_01614	Prbc.g_01984
OG0000678	Prbn.g_01612	Prbc.g_01987
OG0000679	Prbn.g_01608	Prbc.g_01991
OG0000680	Prbn.g_01607	Prbc.g_01992
OG0000681	Prbn.g_01604	Prbc.g_01995
OG0000682	Prbn.g_01603	Prbc.g_01996
OG0000683	Prbn.g_01602	Prbc.g_01997
OG0000684	Prbn.g_01600	Prbc.g_01837
OG0000685	Prbn.g_01598	Prbc.g_01839
OG0000686	Prbn.g_01597	Prbc.g_01840
OG0000687	Prbn.g_01596	Prbc.g_01841
OG0000688	Prbn.g_00848	Prbc.g_01844
OG0000689	Prbn.g_00849	Prbc.g_01845
OG0000690	Prbn.g_00850	Prbc.g_01846
OG0000691	Prbn.g_00851	Prbc.g_01847
OG0000692	Prbn.g_00853	Prbc.g_01849
OG0000693	Prbn.g_00854	Prbc.g_01850
OG0000694	Prbn.g_00855	Prbc.g_01851
OG0000695	Prbn.g_01441	Prbc.g_02011
OG0000696	Prbn.g_01440	Prbc.g_02012
OG0000697	Prbn.g_01439	Prbc.g_02013
OG0000698	Prbn.g_01436	Prbc.g_02016
OG0000699	Prbn.g_01435	Prbc.g_02017
OG0000700	Prbn.g_01434	Prbc.g_02018
OG0000701	Prbn.g_01433	Prbc.g_02019
OG0000702	Prbn.g_01431	Prbc.g_02021
OG0000703	Prbn.g_01430	Prbc.g_02022
OG0000704	Prbn.g_01428	Prbc.g_02023
OG0000705	Prbn.g_01425	Prbc.g_02029
OG0000706	Prbn.g_01424	Prbc.g_02030
OG0000707	Prbn.g_01423	Prbc.g_02031
OG0000708	Prbn.g_01421	Prbc.g_02033
OG0000709	Prbn.g_01417	Prbc.g_02037
OG0000710	Prbn.g_01414	Prbc.g_02040
OG0000711	Prbn.g_01396	Prbc.g_02055
OG0000712	Prbn.g_01395	Prbc.g_02057
OG0000713	Prbn.g_01394	Prbc.g_02058
OG0000714	Prbn.g_01393	Prbc.g_02059
OG0000715	Prbn.g_01391	Prbc.g_02061
OG0000716	Prbn.g_01389	Prbc.g_02062
OG0000717	Prbn.g_01388	Prbc.g_02063
OG0000718	Prbn.g_01384	Prbc.g_02079
OG0000719	Prbn.g_01382	Prbc.g_02080
OG0000720	Prbn.g_01370	Prbc.g_02091
OG0000721	Prbn.g_01366	Prbc.g_02092
OG0000722	Prbn.g_01365	Prbc.g_02093
OG0000723	Prbn.g_01361	Prbc.g_02097
OG0000724	Prbn.g_01466	Prbc.g_02108
OG0000725	Prbn.g_01472	Prbc.g_01934
OG0000726	Prbn.g_01473	Prbc.g_01933
OG0000727	Prbn.g_01474	Prbc.g_01932
OG0000728	Prbn.g_01476	Prbc.g_01930
OG0000729	Prbn.g_01106	Prbc.g_00201
OG0000730	Prbn.g_01147	Prbc.g_01244
OG0000731	Prbn.g_00111	Prbc.g_01252
OG0000732	Prbn.g_00954	Prbc.g_00987
OG0000733	Prbn.g_01651	Prbc.g_00897
OG0000734	Prbn.g_01173	Prbc.g_01462
OG0000735	Prbn.g_01175	Prbc.g_01460
OG0000736	Prbn.g_01176	Prbc.g_01459
OG0000737	Prbn.g_01177	Prbc.g_01458
OG0000738	Prbn.g_01181	Prbc.g_01454
OG0000739	Prbn.g_01182	Prbc.g_01453
OG0000740	Prbn.g_01183	Prbc.g_01452
OG0000741	Prbn.g_01185	Prbc.g_01450
OG0000742	Prbn.g_01188	Prbc.g_01447
OG0000743	Prbn.g_01190	Prbc.g_01445
OG0000744	Prbn.g_01191	Prbc.g_01444
OG0000745	Prbn.g_01192	Prbc.g_01442
OG0000746	Prbn.g_01194	Prbc.g_01440
OG0000747	Prbn.g_01195	Prbc.g_01439
OG0000748	Prbn.g_01199	Prbc.g_01435
OG0000749	Prbn.g_01200	Prbc.g_01434
OG0000750	Prbn.g_01201	Prbc.g_01433
OG0000751	Prbn.g_01204	Prbc.g_01430
OG0000752	Prbn.g_01206	Prbc.g_01428
OG0000753	Prbn.g_01208	Prbc.g_01426
OG0000754	Prbn.g_01211	Prbc.g_01422
OG0000755	Prbn.g_00390	Prbc.g_01418
OG0000756	Prbn.g_00391	Prbc.g_01417
OG0000757	Prbn.g_00398	Prbc.g_01410
OG0000758	Prbn.g_00399	Prbc.g_01409
OG0000759	Prbn.g_00400	Prbc.g_01408
OG0000760	Prbn.g_00401	Prbc.g_01407
OG0000761	Prbn.g_00402	Prbc.g_01406
OG0000762	Prbn.g_00403	Prbc.g_01405
OG0000763	Prbn.g_00405	Prbc.g_01403
OG0000764	Prbn.g_00406	Prbc.g_01402
OG0000765	Prbn.g_00414	Prbc.g_01394
OG0000766	Prbn.g_00415	Prbc.g_01393
OG0000767	Prbn.g_00417	Prbc.g_01392
OG0000768	Prbn.g_00418	Prbc.g_01391
OG0000769	Prbn.g_00420	Prbc.g_01389
OG0000770	Prbn.g_00483	Prbc.g_01388
OG0000771	Prbn.g_00886	Prbc.g_02103
OG0000772	Prbn.g_01671	Prbc.g_01320
OG0000773	Prbn.g_01093	Prbc.g_00557
OG0000774	Prbn.g_01091	Prbc.g_00560
OG0000775	Prbn.g_01089	Prbc.g_00561
OG0000776	Prbn.g_01088	Prbc.g_00562
OG0000777	Prbn.g_01087	Prbc.g_00563
OG0000778	Prbn.g_01086	Prbc.g_00564
OG0000779	Prbn.g_01082	Prbc.g_00568
OG0000780	Prbn.g_01081	Prbc.g_00569
OG0000781	Prbn.g_01077	Prbc.g_00571
OG0000782	Prbn.g_01076	Prbc.g_00572
OG0000783	Prbn.g_01075	Prbc.g_00573
OG0000784	Prbn.g_01074	Prbc.g_00574
OG0000785	Prbn.g_01072	Prbc.g_00576
OG0000786	Prbn.g_01069	Prbc.g_00579
OG0000787	Prbn.g_01068	Prbc.g_00580
OG0000788	Prbn.g_00615	Prbc.g_01820
OG0000789	Prbn.g_00883	Prbc.g_02100
OG0000790	Prbn.g_00155	Prbc.g_00662
OG0000791	Prbn.g_00157	Prbc.g_00664
OG0000792	Prbn.g_00158	Prbc.g_00665
OG0000793	Prbn.g_00161	Prbc.g_00668
OG0000794	Prbn.g_00162	Prbc.g_00669
OG0000795	Prbn.g_00163	Prbc.g_00670
OG0000796	Prbn.g_00167	Prbc.g_00674
OG0000797	Prbn.g_00168	Prbc.g_00675
OG0000799	Prbn.g_00195	Prbc.g_00690
OG0000800	Prbn.g_00196	Prbc.g_00691
OG0000801	Prbn.g_00197	Prbc.g_00692
OG0000802	Prbn.g_00199	Prbc.g_00694
OG0000803	Prbn.g_00201	Prbc.g_00696
OG0000804	Prbn.g_00202	Prbc.g_00697
OG0000805	Prbn.g_00204	Prbc.g_00699
OG0000806	Prbn.g_00206	Prbc.g_00701
OG0000807	Prbn.g_00207	Prbc.g_00702
OG0000808	Prbn.g_00208	Prbc.g_00703
OG0000809	Prbn.g_00210	Prbc.g_00707
OG0000810	Prbn.g_00211	Prbc.g_00708
OG0000811	Prbn.g_00215	Prbc.g_00712
OG0000812	Prbn.g_00217	Prbc.g_00714
OG0000813	Prbn.g_00218	Prbc.g_00715
OG0000814	Prbn.g_00220	Prbc.g_00717
OG0000815	Prbn.g_00221	Prbc.g_00718
OG0000816	Prbn.g_00223	Prbc.g_00720
OG0000817	Prbn.g_00224	Prbc.g_00721
OG0000818	Prbn.g_00229	Prbc.g_00725
OG0000819	Prbn.g_00230	Prbc.g_00726
OG0000820	Prbn.g_00231	Prbc.g_00727
OG0000821	Prbn.g_00235	Prbc.g_00730
OG0000822	Prbn.g_00236	Prbc.g_00731
OG0000823	Prbn.g_00237	Prbc.g_00732
OG0000824	Prbn.g_00240	Prbc.g_00735
OG0000825	Prbn.g_00241	Prbc.g_00736
OG0000826	Prbn.g_00242	Prbc.g_00737
OG0000827	Prbn.g_00243	Prbc.g_00738
OG0000828	Prbn.g_00246	Prbc.g_00741
OG0000829	Prbn.g_00247	Prbc.g_00742
OG0000830	Prbn.g_00248	Prbc.g_00743
OG0000831	Prbn.g_00250	Prbc.g_00745
OG0000832	Prbn.g_00260	Prbc.g_00755
OG0000833	Prbn.g_00269	Prbc.g_00763
OG0000834	Prbn.g_00270	Prbc.g_00764
OG0000835	Prbn.g_00271	Prbc.g_00765
OG0000836	Prbn.g_00272	Prbc.g_00766
OG0000837	Prbn.g_00273	Prbc.g_00767
OG0000838	Prbn.g_00275	Prbc.g_00769
OG0000839	Prbn.g_00276	Prbc.g_00770
OG0000840	Prbn.g_00277	Prbc.g_00771
OG0000841	Prbn.g_00278	Prbc.g_00772
OG0000842	Prbn.g_00279	Prbc.g_00773
OG0000843	Prbn.g_00280	Prbc.g_00774
OG0000844	Prbn.g_00281	Prbc.g_00775
OG0000845	Prbn.g_00282	Prbc.g_00776
OG0000846	Prbn.g_00283	Prbc.g_00777
OG0000847	Prbn.g_00284	Prbc.g_00778
OG0000848	Prbn.g_00285	Prbc.g_00779
OG0000849	Prbn.g_00286	Prbc.g_00780
OG0000850	Prbn.g_00288	Prbc.g_00782
OG0000851	Prbn.g_00289	Prbc.g_00783
OG0000852	Prbn.g_00904	Prbc.g_00784
OG0000853	Prbn.g_00898	Prbc.g_00789
OG0000854	Prbn.g_00896	Prbc.g_00791
OG0000855	Prbn.g_00895	Prbc.g_00792
OG0000856	Prbn.g_00486	Prbc.g_00677
OG0000857	Prbn.g_01531	Prbc.g_01874
OG0000858	Prbn.g_01738	Prbc.g_00827
OG0000859	Prbn.g_01739	Prbc.g_00828
OG0000860	Prbn.g_01747	Prbc.g_00834
OG0000861	Prbn.g_01748	Prbc.g_00835
OG0000862	Prbn.g_01749	Prbc.g_00836
OG0000863	Prbn.g_01751	Prbc.g_00837
OG0000864	Prbn.g_01752	Prbc.g_00838
OG0000865	Prbn.g_01753	Prbc.g_00839
OG0000866	Prbn.g_01754	Prbc.g_00840
OG0000867	Prbn.g_01755	Prbc.g_00841
OG0000868	Prbn.g_01757	Prbc.g_00842
OG0000869	Prbn.g_01760	Prbc.g_00845
OG0000870	Prbn.g_01765	Prbc.g_00850
OG0000871	Prbn.g_01766	Prbc.g_00851
OG0000872	Prbn.g_01767	Prbc.g_00852
OG0000873	Prbn.g_01771	Prbc.g_00855
OG0000874	Prbn.g_01774	Prbc.g_00858
OG0000875	Prbn.g_01775	Prbc.g_00860
OG0000876	Prbn.g_01776	Prbc.g_00861
OG0000877	Prbn.g_01778	Prbc.g_00863
OG0000878	Prbn.g_01779	Prbc.g_00864
OG0000879	Prbn.g_01780	Prbc.g_00865
OG0000880	Prbn.g_01781	Prbc.g_00866
OG0000881	Prbn.g_01785	Prbc.g_00869
OG0000882	Prbn.g_01790	Prbc.g_00874
OG0000883	Prbn.g_01792	Prbc.g_00876
OG0000884	Prbn.g_01794	Prbc.g_00878
OG0000885	Prbn.g_01795	Prbc.g_00879
OG0000886	Prbn.g_01796	Prbc.g_00880
OG0000887	Prbn.g_01797	Prbc.g_00881
OG0000888	Prbn.g_01799	Prbc.g_00883
OG0000889	Prbn.g_01801	Prbc.g_00885
OG0000890	Prbn.g_01802	Prbc.g_00886
OG0000891	Prbn.g_01803	Prbc.g_00887
OG0000892	Prbn.g_01805	Prbc.g_00889
OG0000893	Prbn.g_01809	Prbc.g_00933
OG0000894	Prbn.g_01812	Prbc.g_00936
OG0000895	Prbn.g_01816	Prbc.g_00939
OG0000896	Prbn.g_01817	Prbc.g_00940
OG0000897	Prbn.g_01819	Prbc.g_00942
OG0000898	Prbn.g_01820	Prbc.g_00943
OG0000899	Prbn.g_01821	Prbc.g_00944
OG0000900	Prbn.g_01822	Prbc.g_00945
OG0000901	Prbn.g_01825	Prbc.g_00948
OG0000902	Prbn.g_01827	Prbc.g_00950
OG0000903	Prbn.g_01831	Prbc.g_00960
OG0000904	Prbn.g_01835	Prbc.g_00955
OG0000905	Prbn.g_01829	Prbc.g_00952
OG0000906	Prbn.g_01828	Prbc.g_00951
OG0000907	Prbn.g_01838	Prbc.g_00327
OG0000908	Prbn.g_01841	Prbc.g_00324
OG0000909	Prbn.g_01842	Prbc.g_00323
OG0000910	Prbn.g_01843	Prbc.g_00322
OG0000911	Prbn.g_01845	Prbc.g_00320
OG0000912	Prbn.g_01846	Prbc.g_00319
OG0000913	Prbn.g_01847	Prbc.g_00318
OG0000914	Prbn.g_01848	Prbc.g_00317
OG0000915	Prbn.g_01849	Prbc.g_00316
OG0000916	Prbn.g_01850	Prbc.g_00315
OG0000917	Prbn.g_01851	Prbc.g_00314
OG0000918	Prbn.g_01852	Prbc.g_00313
OG0000919	Prbn.g_01853	Prbc.g_00312
OG0000920	Prbn.g_01854	Prbc.g_00311
OG0000921	Prbn.g_01855	Prbc.g_00310
OG0000922	Prbn.g_01856	Prbc.g_00309
OG0000923	Prbn.g_01860	Prbc.g_00305
OG0000924	Prbn.g_01861	Prbc.g_00304
OG0000925	Prbn.g_01862	Prbc.g_00303
OG0000926	Prbn.g_01863	Prbc.g_00302
OG0000927	Prbn.g_01865	Prbc.g_00300
OG0000928	Prbn.g_01866	Prbc.g_00299
OG0000929	Prbn.g_01867	Prbc.g_00298
OG0000930	Prbn.g_01868	Prbc.g_00297
OG0000931	Prbn.g_01869	Prbc.g_00296
OG0000932	Prbn.g_01870	Prbc.g_00295
OG0000933	Prbn.g_01874	Prbc.g_00291
OG0000934	Prbn.g_01876	Prbc.g_00289
OG0000935	Prbn.g_01877	Prbc.g_00288
OG0000936	Prbn.g_01878	Prbc.g_00287
OG0000937	Prbn.g_01879	Prbc.g_00286
OG0000938	Prbn.g_01882	Prbc.g_00283
OG0000939	Prbn.g_01883	Prbc.g_00282
OG0000940	Prbn.g_01890	Prbc.g_00275
OG0000941	Prbn.g_01892	Prbc.g_00273
OG0000942	Prbn.g_01894	Prbc.g_00271
OG0000943	Prbn.g_01895	Prbc.g_00270
OG0000944	Prbn.g_01897	Prbc.g_00268
OG0000945	Prbn.g_01898	Prbc.g_00267
OG0000946	Prbn.g_01903	Prbc.g_00248
OG0000947	Prbn.g_01905	Prbc.g_00246
OG0000948	Prbn.g_01906	Prbc.g_00245
OG0000949	Prbn.g_01909	Prbc.g_00242
OG0000950	Prbn.g_01916	Prbc.g_00237
OG0000951	Prbn.g_01920	Prbc.g_00233
OG0000952	Prbn.g_01015	Prbc.g_00229
OG0000953	Prbn.g_01011	Prbc.g_00225
OG0000954	Prbn.g_01007	Prbc.g_00221
OG0000955	Prbn.g_01006	Prbc.g_00220
OG0000956	Prbn.g_01004	Prbc.g_00218
OG0000957	Prbn.g_00998	Prbc.g_00213
OG0000958	Prbn.g_00997	Prbc.g_00212
OG0000959	Prbn.g_00993	Prbc.g_00208
OG0000960	Prbn.g_00992	Prbc.g_00207
OG0000961	Prbn.g_00989	Prbc.g_00204
OG0000962	Prbn.g_00987	Prbc.g_00202
OG0000963	Prbn.g_00983	Prbc.g_00197
OG0000964	Prbn.g_00982	Prbc.g_00196
OG0000965	Prbn.g_00981	Prbc.g_00195
OG0000966	Prbn.g_00975	Prbc.g_00965
OG0000967	Prbn.g_00971	Prbc.g_00969
OG0000968	Prbn.g_00969	Prbc.g_00971
OG0000969	Prbn.g_00968	Prbc.g_00972
OG0000970	Prbn.g_00967	Prbc.g_00973
OG0000971	Prbn.g_00966	Prbc.g_00974
OG0000972	Prbn.g_00965	Prbc.g_00975
OG0000973	Prbn.g_00964	Prbc.g_00976
OG0000974	Prbn.g_00963	Prbc.g_00977
OG0000975	Prbn.g_00962	Prbc.g_00978
OG0000976	Prbn.g_00961	Prbc.g_00979
OG0000977	Prbn.g_00960	Prbc.g_00980
OG0000978	Prbn.g_00959	Prbc.g_00981
OG0000979	Prbn.g_00957	Prbc.g_00984
OG0000980	Prbn.g_00955	Prbc.g_00986
OG0000981	Prbn.g_00952	Prbc.g_00989
OG0000982	Prbn.g_00950	Prbc.g_00991
OG0000983	Prbn.g_00949	Prbc.g_00992
OG0000984	Prbn.g_00948	Prbc.g_00993
OG0000985	Prbn.g_00945	Prbc.g_00996
OG0000986	Prbn.g_00943	Prbc.g_00998
OG0000987	Prbn.g_00942	Prbc.g_00999
OG0000988	Prbn.g_00939	Prbc.g_01002
OG0000989	Prbn.g_00935	Prbc.g_01006
OG0000990	Prbn.g_00931	Prbc.g_01011
OG0000991	Prbn.g_00930	Prbc.g_01012
OG0000992	Prbn.g_00927	Prbc.g_01015
OG0000993	Prbn.g_00926	Prbc.g_01016
OG0000994	Prbn.g_00925	Prbc.g_01017
OG0000995	Prbn.g_00921	Prbc.g_01021
OG0000996	Prbn.g_00920	Prbc.g_01022
OG0000997	Prbn.g_00917	Prbc.g_01043
OG0000998	Prbn.g_00915	Prbc.g_01045
OG0000999	Prbn.g_00914	Prbc.g_01046
OG0001000	Prbn.g_00911	Prbc.g_01049
OG0001001	Prbn.g_00908	Prbc.g_01052
OG0001002	Prbn.g_00291	Prbc.g_01057
OG0001003	Prbn.g_00292	Prbc.g_01060
OG0001004	Prbn.g_00293	Prbc.g_01061
OG0001005	Prbn.g_00294	Prbc.g_01062
OG0001006	Prbn.g_00298	Prbc.g_01067
OG0001007	Prbn.g_00300	Prbc.g_01069
OG0001008	Prbn.g_00676	Prbc.g_01498
OG0001009	Prbn.g_00755	Prbc.g_01097
OG0001010	Prbn.g_00754	Prbc.g_01098
OG0001011	Prbn.g_00752	Prbc.g_01099
OG0001012	Prbn.g_00738	Prbc.g_01121
OG0001013	Prbn.g_00731	Prbc.g_01126
OG0001014	Prbn.g_00728	Prbc.g_01129
OG0001015	Prbn.g_00726	Prbc.g_01130
OG0001016	Prbn.g_00704	Prbc.g_00500
OG0001017	Prbn.g_01343	Prbc.g_00496
OG0001018	Prbn.g_01341	Prbc.g_00493
OG0001019	Prbn.g_01332	Prbc.g_00484
OG0001020	Prbn.g_01331	Prbc.g_00483
OG0001021	Prbn.g_01330	Prbc.g_00482
OG0001022	Prbn.g_01327	Prbc.g_00479
OG0001023	Prbn.g_01326	Prbc.g_00478
OG0001024	Prbn.g_01322	Prbc.g_00475
OG0001025	Prbn.g_01315	Prbc.g_00468
OG0001026	Prbn.g_01306	Prbc.g_00460
OG0001027	Prbn.g_01305	Prbc.g_00459
OG0001028	Prbn.g_01303	Prbc.g_00457
OG0001029	Prbn.g_01302	Prbc.g_00455
OG0001030	Prbn.g_01286	Prbc.g_00439
OG0001031	Prbn.g_00367	Prbc.g_00385
OG0001032	Prbn.g_00366	Prbc.g_00384
OG0001033	Prbn.g_00345	Prbc.g_00364
OG0001034	Prbn.g_00314	Prbc.g_00334
OG0001035	Prbn.g_00021	Prbc.g_01150
OG0001036	Prbn.g_00025	Prbc.g_01154
OG0001037	Prbn.g_00026	Prbc.g_01155
OG0001038	Prbn.g_00045	Prbc.g_01171
OG0001039	Prbn.g_00048	Prbc.g_01173
OG0001040	Prbn.g_00050	Prbc.g_01176
OG0001041	Prbn.g_00055	Prbc.g_01180
OG0001042	Prbn.g_00072	Prbc.g_01196
OG0001043	Prbn.g_00073	Prbc.g_01197
OG0001044	Prbn.g_00104	Prbc.g_01245
OG0001045	Prbn.g_00113	Prbc.g_01254
OG0001046	Prbn.g_01697	Prbc.g_02168
OG0001047	Prbn.g_00674	Prbc.g_01500
OG0001048	Prbn.g_00673	Prbc.g_01501
OG0001049	Prbn.g_00671	Prbc.g_01503
OG0001050	Prbn.g_00670	Prbc.g_01504
OG0001051	Prbn.g_00669	Prbc.g_01505
OG0001052	Prbn.g_00643	Prbc.g_01531
OG0001053	Prbn.g_00631	Prbc.g_01543
OG0001054	Prbn.g_00616	Prbc.g_01557
OG0001055	Prbn.g_00597	Prbc.g_01597
OG0001056	Prbn.g_00580	Prbc.g_01615
OG0001057	Prbn.g_00575	Prbc.g_01620
OG0001058	Prbn.g_00567	Prbc.g_01629
