Orthogroup	Prbn	Prau
OG0000557	Prbn.g_00571	Prau.g_00585
OG0000558	Prbn.g_00569	Prau.g_00587
OG0000559	Prbn.g_00565	Prau.g_00591
OG0000560	Prbn.g_00562	Prau.g_00594
OG0000561	Prbn.g_00561	Prau.g_00595
OG0000562	Prbn.g_00560	Prau.g_00596
OG0000563	Prbn.g_00559	Prau.g_00597
OG0000564	Prbn.g_00558	Prau.g_00598
OG0000565	Prbn.g_00556	Prau.g_00601
OG0000566	Prbn.g_00552	Prau.g_00603
OG0000567	Prbn.g_00548	Prau.g_00607
OG0000568	Prbn.g_00547	Prau.g_00608
OG0000569	Prbn.g_00546	Prau.g_00609
OG0000570	Prbn.g_00545	Prau.g_00610
OG0000571	Prbn.g_00543	Prau.g_00612
OG0000572	Prbn.g_00529	Prau.g_00625
OG0000573	Prbn.g_00523	Prau.g_00630
OG0000574	Prbn.g_00522	Prau.g_00631
OG0000575	Prbn.g_00518	Prau.g_00635
OG0000576	Prbn.g_00516	Prau.g_00637
OG0000577	Prbn.g_00515	Prau.g_00638
OG0000578	Prbn.g_00514	Prau.g_00639
OG0000579	Prbn.g_00513	Prau.g_00640
OG0000580	Prbn.g_00512	Prau.g_00641
OG0000581	Prbn.g_00509	Prau.g_00643
OG0000582	Prbn.g_00506	Prau.g_00646
OG0000583	Prbn.g_00505	Prau.g_00647
OG0000584	Prbn.g_00504	Prau.g_00648
OG0000585	Prbn.g_00502	Prau.g_00650
OG0000586	Prbn.g_00501	Prau.g_00651
OG0000587	Prbn.g_00500	Prau.g_00652
OG0000588	Prbn.g_00496	Prau.g_00656
OG0000589	Prbn.g_00494	Prau.g_00661
OG0000590	Prbn.g_00493	Prau.g_00662
OG0000591	Prbn.g_00489	Prau.g_00665
OG0000592	Prbn.g_00488	Prau.g_00666
OG0000593	Prbn.g_00423	Prau.g_00672
OG0000594	Prbn.g_00424	Prau.g_00673
OG0000595	Prbn.g_00425	Prau.g_00674
OG0000596	Prbn.g_00429	Prau.g_00678
OG0000597	Prbn.g_00432	Prau.g_00680
OG0000598	Prbn.g_00433	Prau.g_00681
OG0000599	Prbn.g_00436	Prau.g_00684
OG0000600	Prbn.g_00437	Prau.g_00685
OG0000601	Prbn.g_00438	Prau.g_00686
OG0000602	Prbn.g_00440	Prau.g_00688
OG0000603	Prbn.g_00441	Prau.g_00689
OG0000604	Prbn.g_00442	Prau.g_00690
OG0000605	Prbn.g_00443	Prau.g_00691
OG0000606	Prbn.g_00446	Prau.g_00694
OG0000607	Prbn.g_00449	Prau.g_00697
OG0000608	Prbn.g_00450	Prau.g_00698
OG0000609	Prbn.g_00834	Prau.g_00699
OG0000610	Prbn.g_00840	Prau.g_00704
OG0000611	Prbn.g_00843	Prau.g_00707
OG0000612	Prbn.g_00844	Prau.g_00708
OG0000613	Prbn.g_01591	Prau.g_00713
OG0000614	Prbn.g_01570	Prau.g_00732
OG0000615	Prbn.g_01559	Prau.g_00740
OG0000616	Prbn.g_00905	Prau.g_00744
OG0000617	Prbn.g_00860	Prau.g_00761
OG0000618	Prbn.g_00861	Prau.g_00762
OG0000619	Prbn.g_00862	Prau.g_00763
OG0000620	Prbn.g_01947	Prau.g_00766
OG0000621	Prbn.g_01948	Prau.g_00767
OG0000622	Prbn.g_01949	Prau.g_00768
OG0000623	Prbn.g_01950	Prau.g_00769
OG0000624	Prbn.g_01952	Prau.g_00770
OG0000625	Prbn.g_01345	Prau.g_00771
OG0000626	Prbn.g_01346	Prau.g_00772
OG0000627	Prbn.g_01347	Prau.g_00773
OG0000628	Prbn.g_01348	Prau.g_00774
OG0000629	Prbn.g_01349	Prau.g_00775
OG0000630	Prbn.g_01352	Prau.g_00778
OG0000631	Prbn.g_01445	Prau.g_00845
OG0000632	Prbn.g_01444	Prau.g_00846
OG0000633	Prbn.g_01443	Prau.g_00847
OG0000634	Prbn.g_01550	Prau.g_00850
OG0000635	Prbn.g_01549	Prau.g_00851
OG0000636	Prbn.g_01547	Prau.g_00853
OG0000637	Prbn.g_01545	Prau.g_00855
OG0000638	Prbn.g_01544	Prau.g_00856
OG0000639	Prbn.g_01543	Prau.g_00857
OG0000640	Prbn.g_01542	Prau.g_00858
OG0000641	Prbn.g_01538	Prau.g_00862
OG0000642	Prbn.g_01537	Prau.g_00863
OG0000643	Prbn.g_01536	Prau.g_00864
OG0000644	Prbn.g_01535	Prau.g_00865
OG0000645	Prbn.g_01534	Prau.g_00866
OG0000646	Prbn.g_01532	Prau.g_00868
OG0000647	Prbn.g_01530	Prau.g_00869
OG0000648	Prbn.g_01528	Prau.g_00871
OG0000649	Prbn.g_01527	Prau.g_00872
OG0000650	Prbn.g_01526	Prau.g_00873
OG0000651	Prbn.g_01525	Prau.g_00874
OG0000652	Prbn.g_01524	Prau.g_00875
OG0000653	Prbn.g_01522	Prau.g_00877
OG0000654	Prbn.g_01521	Prau.g_00878
OG0000655	Prbn.g_01520	Prau.g_00879
OG0000656	Prbn.g_01517	Prau.g_00882
OG0000657	Prbn.g_01509	Prau.g_00889
OG0000658	Prbn.g_01507	Prau.g_00890
OG0000659	Prbn.g_01506	Prau.g_00891
OG0000660	Prbn.g_01502	Prau.g_00895
OG0000661	Prbn.g_01500	Prau.g_00897
OG0000662	Prbn.g_01498	Prau.g_00899
OG0000663	Prbn.g_01496	Prau.g_00902
OG0000664	Prbn.g_01495	Prau.g_00903
OG0000665	Prbn.g_01489	Prau.g_00907
OG0000666	Prbn.g_01488	Prau.g_00908
OG0000667	Prbn.g_01484	Prau.g_00912
OG0000668	Prbn.g_01930	Prau.g_00942
OG0000669	Prbn.g_01632	Prau.g_00949
OG0000670	Prbn.g_01629	Prau.g_00951
OG0000671	Prbn.g_01626	Prau.g_00953
OG0000672	Prbn.g_01623	Prau.g_00955
OG0000673	Prbn.g_01620	Prau.g_00957
OG0000674	Prbn.g_01618	Prau.g_00959
OG0000675	Prbn.g_01617	Prau.g_00960
OG0000676	Prbn.g_01615	Prau.g_00962
OG0000677	Prbn.g_01614	Prau.g_00963
OG0000678	Prbn.g_01612	Prau.g_00965
OG0000679	Prbn.g_01608	Prau.g_00969
OG0000680	Prbn.g_01607	Prau.g_00970
OG0000681	Prbn.g_01604	Prau.g_00973
OG0000682	Prbn.g_01603	Prau.g_00974
OG0000683	Prbn.g_01602	Prau.g_00975
OG0000684	Prbn.g_01600	Prau.g_00977
OG0000685	Prbn.g_01598	Prau.g_00979
OG0000686	Prbn.g_01597	Prau.g_00980
OG0000687	Prbn.g_01596	Prau.g_00981
OG0000688	Prbn.g_00848	Prau.g_00984
OG0000689	Prbn.g_00849	Prau.g_00985
OG0000690	Prbn.g_00850	Prau.g_00986
OG0000691	Prbn.g_00851	Prau.g_00987
OG0000692	Prbn.g_00853	Prau.g_00989
OG0000693	Prbn.g_00854	Prau.g_00990
OG0000694	Prbn.g_00855	Prau.g_00991
OG0000695	Prbn.g_01441	Prau.g_00993
OG0000696	Prbn.g_01440	Prau.g_00994
OG0000697	Prbn.g_01439	Prau.g_00995
OG0000698	Prbn.g_01436	Prau.g_00998
OG0000699	Prbn.g_01435	Prau.g_00999
OG0000700	Prbn.g_01434	Prau.g_01000
OG0000701	Prbn.g_01433	Prau.g_01001
OG0000702	Prbn.g_01431	Prau.g_01003
OG0000703	Prbn.g_01430	Prau.g_01004
OG0000704	Prbn.g_01428	Prau.g_01005
OG0000705	Prbn.g_01425	Prau.g_01009
OG0000706	Prbn.g_01424	Prau.g_01010
OG0000707	Prbn.g_01423	Prau.g_01011
OG0000708	Prbn.g_01421	Prau.g_01012
OG0000709	Prbn.g_01417	Prau.g_01016
OG0000710	Prbn.g_01414	Prau.g_01019
OG0000711	Prbn.g_01396	Prau.g_01036
OG0000712	Prbn.g_01395	Prau.g_01038
OG0000713	Prbn.g_01394	Prau.g_01039
OG0000714	Prbn.g_01393	Prau.g_01040
OG0000715	Prbn.g_01391	Prau.g_01042
OG0000716	Prbn.g_01389	Prau.g_01044
OG0000717	Prbn.g_01388	Prau.g_01045
OG0000718	Prbn.g_01384	Prau.g_01058
OG0000719	Prbn.g_01382	Prau.g_01060
OG0000720	Prbn.g_01370	Prau.g_01069
OG0000721	Prbn.g_01366	Prau.g_01071
OG0000722	Prbn.g_01365	Prau.g_01072
OG0000723	Prbn.g_01361	Prau.g_01075
OG0000724	Prbn.g_01466	Prau.g_01084
OG0000725	Prbn.g_01472	Prau.g_01090
OG0000726	Prbn.g_01473	Prau.g_01091
OG0000727	Prbn.g_01474	Prau.g_01092
OG0000728	Prbn.g_01476	Prau.g_01094
OG0000729	Prbn.g_01106	Prau.g_01138
OG0000730	Prbn.g_01147	Prau.g_01142
OG0000731	Prbn.g_00111	Prau.g_01146
OG0000732	Prbn.g_00954	Prau.g_01155
OG0000733	Prbn.g_01651	Prau.g_01175
OG0000734	Prbn.g_01173	Prau.g_01192
OG0000735	Prbn.g_01175	Prau.g_01194
OG0000736	Prbn.g_01176	Prau.g_01195
OG0000737	Prbn.g_01177	Prau.g_01196
OG0000738	Prbn.g_01181	Prau.g_01200
OG0000739	Prbn.g_01182	Prau.g_01201
OG0000740	Prbn.g_01183	Prau.g_01202
OG0000741	Prbn.g_01185	Prau.g_01203
OG0000742	Prbn.g_01188	Prau.g_01205
OG0000743	Prbn.g_01190	Prau.g_01207
OG0000744	Prbn.g_01191	Prau.g_01208
OG0000745	Prbn.g_01192	Prau.g_01209
OG0000746	Prbn.g_01194	Prau.g_01211
OG0000747	Prbn.g_01195	Prau.g_01212
OG0000748	Prbn.g_01199	Prau.g_01215
OG0000749	Prbn.g_01200	Prau.g_01216
OG0000750	Prbn.g_01201	Prau.g_01217
OG0000751	Prbn.g_01204	Prau.g_01219
OG0000752	Prbn.g_01206	Prau.g_01221
OG0000753	Prbn.g_01208	Prau.g_01224
OG0000754	Prbn.g_01211	Prau.g_01227
OG0000755	Prbn.g_00390	Prau.g_01230
OG0000756	Prbn.g_00391	Prau.g_01231
OG0000757	Prbn.g_00398	Prau.g_01237
OG0000758	Prbn.g_00399	Prau.g_01238
OG0000759	Prbn.g_00400	Prau.g_01239
OG0000760	Prbn.g_00401	Prau.g_01240
OG0000761	Prbn.g_00402	Prau.g_01241
OG0000762	Prbn.g_00403	Prau.g_01242
OG0000763	Prbn.g_00405	Prau.g_01244
OG0000764	Prbn.g_00406	Prau.g_01245
OG0000765	Prbn.g_00414	Prau.g_01254
OG0000766	Prbn.g_00415	Prau.g_01255
OG0000767	Prbn.g_00417	Prau.g_01257
OG0000768	Prbn.g_00418	Prau.g_01258
OG0000769	Prbn.g_00420	Prau.g_01260
OG0000770	Prbn.g_00483	Prau.g_01262
OG0000771	Prbn.g_00886	Prau.g_01271
OG0000772	Prbn.g_01671	Prau.g_01346
OG0000773	Prbn.g_01093	Prau.g_01361
OG0000774	Prbn.g_01091	Prau.g_01363
OG0000775	Prbn.g_01089	Prau.g_01366
OG0000776	Prbn.g_01088	Prau.g_01367
OG0000777	Prbn.g_01087	Prau.g_01368
OG0000778	Prbn.g_01086	Prau.g_01369
OG0000779	Prbn.g_01082	Prau.g_01373
OG0000780	Prbn.g_01081	Prau.g_01374
OG0000781	Prbn.g_01077	Prau.g_01377
OG0000782	Prbn.g_01076	Prau.g_01378
OG0000783	Prbn.g_01075	Prau.g_01379
OG0000784	Prbn.g_01074	Prau.g_01380
OG0000785	Prbn.g_01072	Prau.g_01382
OG0000786	Prbn.g_01069	Prau.g_01384
OG0000787	Prbn.g_01068	Prau.g_01385
OG0000788	Prbn.g_00615	Prau.g_01396
OG0000789	Prbn.g_00883	Prau.g_01399
OG0000790	Prbn.g_00155	Prau.g_01414
OG0000791	Prbn.g_00157	Prau.g_01416
OG0000792	Prbn.g_00158	Prau.g_01417
OG0000793	Prbn.g_00161	Prau.g_01420
OG0000794	Prbn.g_00162	Prau.g_01421
OG0000795	Prbn.g_00163	Prau.g_01422
OG0000796	Prbn.g_00167	Prau.g_01426
OG0000797	Prbn.g_00168	Prau.g_01427
OG0000799	Prbn.g_00195	Prau.g_01510
OG0000800	Prbn.g_00196	Prau.g_01511
OG0000801	Prbn.g_00197	Prau.g_01512
OG0000802	Prbn.g_00199	Prau.g_01514
OG0000803	Prbn.g_00201	Prau.g_01516
OG0000804	Prbn.g_00202	Prau.g_01517
OG0000805	Prbn.g_00204	Prau.g_01519
OG0000806	Prbn.g_00206	Prau.g_01521
OG0000807	Prbn.g_00207	Prau.g_01522
OG0000808	Prbn.g_00208	Prau.g_01523
OG0000809	Prbn.g_00210	Prau.g_01526
OG0000810	Prbn.g_00211	Prau.g_01527
OG0000811	Prbn.g_00215	Prau.g_01534
OG0000812	Prbn.g_00217	Prau.g_01536
OG0000813	Prbn.g_00218	Prau.g_01537
OG0000814	Prbn.g_00220	Prau.g_01539
OG0000815	Prbn.g_00221	Prau.g_01540
OG0000816	Prbn.g_00223	Prau.g_01542
OG0000817	Prbn.g_00224	Prau.g_01543
OG0000818	Prbn.g_00229	Prau.g_01548
OG0000819	Prbn.g_00230	Prau.g_01549
OG0000820	Prbn.g_00231	Prau.g_01550
OG0000821	Prbn.g_00235	Prau.g_01554
OG0000822	Prbn.g_00236	Prau.g_01555
OG0000823	Prbn.g_00237	Prau.g_01556
OG0000824	Prbn.g_00240	Prau.g_01559
OG0000825	Prbn.g_00241	Prau.g_01560
OG0000826	Prbn.g_00242	Prau.g_01561
OG0000827	Prbn.g_00243	Prau.g_01562
OG0000828	Prbn.g_00246	Prau.g_01565
OG0000829	Prbn.g_00247	Prau.g_01566
OG0000830	Prbn.g_00248	Prau.g_01567
OG0000831	Prbn.g_00250	Prau.g_01569
OG0000832	Prbn.g_00260	Prau.g_01575
OG0000833	Prbn.g_00269	Prau.g_01583
OG0000834	Prbn.g_00270	Prau.g_01584
OG0000835	Prbn.g_00271	Prau.g_01585
OG0000836	Prbn.g_00272	Prau.g_01586
OG0000837	Prbn.g_00273	Prau.g_01587
OG0000838	Prbn.g_00275	Prau.g_01589
OG0000839	Prbn.g_00276	Prau.g_01590
OG0000840	Prbn.g_00277	Prau.g_01591
OG0000841	Prbn.g_00278	Prau.g_01592
OG0000842	Prbn.g_00279	Prau.g_01593
OG0000843	Prbn.g_00280	Prau.g_01594
OG0000844	Prbn.g_00281	Prau.g_01595
OG0000845	Prbn.g_00282	Prau.g_01596
OG0000846	Prbn.g_00283	Prau.g_01597
OG0000847	Prbn.g_00284	Prau.g_01598
OG0000848	Prbn.g_00285	Prau.g_01599
OG0000849	Prbn.g_00286	Prau.g_01600
OG0000850	Prbn.g_00288	Prau.g_01602
OG0000851	Prbn.g_00289	Prau.g_01603
OG0000852	Prbn.g_00904	Prau.g_01604
OG0000853	Prbn.g_00898	Prau.g_01608
OG0000854	Prbn.g_00896	Prau.g_01610
OG0000855	Prbn.g_00895	Prau.g_01611
OG0000856	Prbn.g_00486	Prau.g_01626
OG0000857	Prbn.g_01531	Prau.g_01652
OG0000858	Prbn.g_01738	Prau.g_01726
OG0000859	Prbn.g_01739	Prau.g_01727
OG0000860	Prbn.g_01747	Prau.g_01734
OG0000861	Prbn.g_01748	Prau.g_01735
OG0000862	Prbn.g_01749	Prau.g_01736
OG0000863	Prbn.g_01751	Prau.g_01738
OG0000864	Prbn.g_01752	Prau.g_01739
OG0000865	Prbn.g_01753	Prau.g_01740
OG0000866	Prbn.g_01754	Prau.g_01741
OG0000867	Prbn.g_01755	Prau.g_01742
OG0000868	Prbn.g_01757	Prau.g_01743
OG0000869	Prbn.g_01760	Prau.g_01747
OG0000870	Prbn.g_01765	Prau.g_01752
OG0000871	Prbn.g_01766	Prau.g_01753
OG0000872	Prbn.g_01767	Prau.g_01754
OG0000873	Prbn.g_01771	Prau.g_01757
OG0000874	Prbn.g_01774	Prau.g_01760
OG0000875	Prbn.g_01775	Prau.g_01761
OG0000876	Prbn.g_01776	Prau.g_01762
OG0000877	Prbn.g_01778	Prau.g_01764
OG0000878	Prbn.g_01779	Prau.g_01765
OG0000879	Prbn.g_01780	Prau.g_01766
OG0000880	Prbn.g_01781	Prau.g_01767
OG0000881	Prbn.g_01785	Prau.g_01771
OG0000882	Prbn.g_01790	Prau.g_01776
OG0000883	Prbn.g_01792	Prau.g_01777
OG0000884	Prbn.g_01794	Prau.g_01779
OG0000885	Prbn.g_01795	Prau.g_01780
OG0000886	Prbn.g_01796	Prau.g_01781
OG0000887	Prbn.g_01797	Prau.g_01782
OG0000888	Prbn.g_01799	Prau.g_01784
OG0000889	Prbn.g_01801	Prau.g_01786
OG0000890	Prbn.g_01802	Prau.g_01787
OG0000891	Prbn.g_01803	Prau.g_01788
OG0000892	Prbn.g_01805	Prau.g_01790
OG0000893	Prbn.g_01809	Prau.g_01794
OG0000894	Prbn.g_01812	Prau.g_01796
OG0000895	Prbn.g_01816	Prau.g_01799
OG0000896	Prbn.g_01817	Prau.g_01800
OG0000897	Prbn.g_01819	Prau.g_01802
OG0000898	Prbn.g_01820	Prau.g_01803
OG0000899	Prbn.g_01821	Prau.g_01804
OG0000900	Prbn.g_01822	Prau.g_01805
OG0000901	Prbn.g_01825	Prau.g_01808
OG0000902	Prbn.g_01827	Prau.g_01810
OG0000903	Prbn.g_01831	Prau.g_01813
OG0000904	Prbn.g_01835	Prau.g_01815
OG0000905	Prbn.g_01829	Prau.g_01820
OG0000906	Prbn.g_01828	Prau.g_01821
OG0000907	Prbn.g_01838	Prau.g_01827
OG0000908	Prbn.g_01841	Prau.g_01830
OG0000909	Prbn.g_01842	Prau.g_01831
OG0000910	Prbn.g_01843	Prau.g_01832
OG0000911	Prbn.g_01845	Prau.g_01834
OG0000912	Prbn.g_01846	Prau.g_01835
OG0000913	Prbn.g_01847	Prau.g_01836
OG0000914	Prbn.g_01848	Prau.g_01837
OG0000915	Prbn.g_01849	Prau.g_01838
OG0000916	Prbn.g_01850	Prau.g_01839
OG0000917	Prbn.g_01851	Prau.g_01840
OG0000918	Prbn.g_01852	Prau.g_01841
OG0000919	Prbn.g_01853	Prau.g_01842
OG0000920	Prbn.g_01854	Prau.g_01843
OG0000921	Prbn.g_01855	Prau.g_01844
OG0000922	Prbn.g_01856	Prau.g_01845
OG0000923	Prbn.g_01860	Prau.g_01849
OG0000924	Prbn.g_01861	Prau.g_01850
OG0000925	Prbn.g_01862	Prau.g_01851
OG0000926	Prbn.g_01863	Prau.g_01852
OG0000927	Prbn.g_01865	Prau.g_01854
OG0000928	Prbn.g_01866	Prau.g_01855
OG0000929	Prbn.g_01867	Prau.g_01856
OG0000930	Prbn.g_01868	Prau.g_01857
OG0000931	Prbn.g_01869	Prau.g_01858
OG0000932	Prbn.g_01870	Prau.g_01859
OG0000933	Prbn.g_01874	Prau.g_01863
OG0000934	Prbn.g_01876	Prau.g_01865
OG0000935	Prbn.g_01877	Prau.g_01866
OG0000936	Prbn.g_01878	Prau.g_01867
OG0000937	Prbn.g_01879	Prau.g_01868
OG0000938	Prbn.g_01882	Prau.g_01870
OG0000939	Prbn.g_01883	Prau.g_01871
OG0000940	Prbn.g_01890	Prau.g_01878
OG0000941	Prbn.g_01892	Prau.g_01880
OG0000942	Prbn.g_01894	Prau.g_01882
OG0000943	Prbn.g_01895	Prau.g_01883
OG0000944	Prbn.g_01897	Prau.g_01884
OG0000945	Prbn.g_01898	Prau.g_01885
OG0000946	Prbn.g_01903	Prau.g_01889
OG0000947	Prbn.g_01905	Prau.g_01891
OG0000948	Prbn.g_01906	Prau.g_01892
OG0000949	Prbn.g_01909	Prau.g_01895
OG0000950	Prbn.g_01916	Prau.g_01900
OG0000951	Prbn.g_01920	Prau.g_01904
OG0000952	Prbn.g_01015	Prau.g_01908
OG0000953	Prbn.g_01011	Prau.g_01911
OG0000954	Prbn.g_01007	Prau.g_01915
OG0000955	Prbn.g_01006	Prau.g_01916
OG0000956	Prbn.g_01004	Prau.g_01918
OG0000957	Prbn.g_00998	Prau.g_01923
OG0000958	Prbn.g_00997	Prau.g_01924
OG0000959	Prbn.g_00993	Prau.g_01928
OG0000960	Prbn.g_00992	Prau.g_01929
OG0000961	Prbn.g_00989	Prau.g_01931
OG0000962	Prbn.g_00987	Prau.g_01933
OG0000963	Prbn.g_00983	Prau.g_01937
OG0000964	Prbn.g_00982	Prau.g_01938
OG0000965	Prbn.g_00981	Prau.g_01939
OG0000966	Prbn.g_00975	Prau.g_01946
OG0000967	Prbn.g_00971	Prau.g_01951
OG0000968	Prbn.g_00969	Prau.g_01953
OG0000969	Prbn.g_00968	Prau.g_01954
OG0000970	Prbn.g_00967	Prau.g_01955
OG0000971	Prbn.g_00966	Prau.g_01956
OG0000972	Prbn.g_00965	Prau.g_01957
OG0000973	Prbn.g_00964	Prau.g_01958
OG0000974	Prbn.g_00963	Prau.g_01959
OG0000975	Prbn.g_00962	Prau.g_01960
OG0000976	Prbn.g_00961	Prau.g_01961
OG0000977	Prbn.g_00960	Prau.g_01962
OG0000978	Prbn.g_00959	Prau.g_01963
OG0000979	Prbn.g_00957	Prau.g_01966
OG0000980	Prbn.g_00955	Prau.g_01968
OG0000981	Prbn.g_00952	Prau.g_01970
OG0000982	Prbn.g_00950	Prau.g_01972
OG0000983	Prbn.g_00949	Prau.g_01973
OG0000984	Prbn.g_00948	Prau.g_01974
OG0000985	Prbn.g_00945	Prau.g_01977
OG0000986	Prbn.g_00943	Prau.g_01979
OG0000987	Prbn.g_00942	Prau.g_01980
OG0000988	Prbn.g_00939	Prau.g_01983
OG0000989	Prbn.g_00935	Prau.g_01986
OG0000990	Prbn.g_00931	Prau.g_01989
OG0000991	Prbn.g_00930	Prau.g_01990
OG0000992	Prbn.g_00927	Prau.g_01992
OG0000993	Prbn.g_00926	Prau.g_01993
OG0000994	Prbn.g_00925	Prau.g_01994
OG0000995	Prbn.g_00921	Prau.g_01998
OG0000996	Prbn.g_00920	Prau.g_01999
OG0000997	Prbn.g_00917	Prau.g_02000
OG0000998	Prbn.g_00915	Prau.g_02002
OG0000999	Prbn.g_00914	Prau.g_02003
OG0001000	Prbn.g_00911	Prau.g_02006
OG0001001	Prbn.g_00908	Prau.g_02008
OG0001002	Prbn.g_00291	Prau.g_02012
OG0001003	Prbn.g_00292	Prau.g_02014
OG0001004	Prbn.g_00293	Prau.g_02015
OG0001005	Prbn.g_00294	Prau.g_02016
OG0001006	Prbn.g_00298	Prau.g_02020
OG0001007	Prbn.g_00300	Prau.g_02022
OG0001008	Prbn.g_00676	Prau.g_00478
OG0001009	Prbn.g_00755	Prau.g_00027
OG0001010	Prbn.g_00754	Prau.g_00028
OG0001011	Prbn.g_00752	Prau.g_00029
OG0001012	Prbn.g_00738	Prau.g_00050
OG0001013	Prbn.g_00731	Prau.g_00056
OG0001014	Prbn.g_00728	Prau.g_00059
OG0001015	Prbn.g_00726	Prau.g_00060
OG0001016	Prbn.g_00704	Prau.g_00074
OG0001017	Prbn.g_01343	Prau.g_00078
OG0001018	Prbn.g_01341	Prau.g_00081
OG0001019	Prbn.g_01332	Prau.g_00090
OG0001020	Prbn.g_01331	Prau.g_00091
OG0001021	Prbn.g_01330	Prau.g_00092
OG0001022	Prbn.g_01327	Prau.g_00095
OG0001023	Prbn.g_01326	Prau.g_00096
OG0001024	Prbn.g_01322	Prau.g_00099
OG0001025	Prbn.g_01315	Prau.g_00105
OG0001026	Prbn.g_01306	Prau.g_00112
OG0001027	Prbn.g_01305	Prau.g_00113
OG0001028	Prbn.g_01303	Prau.g_00115
OG0001029	Prbn.g_01302	Prau.g_00116
OG0001030	Prbn.g_01286	Prau.g_00131
OG0001031	Prbn.g_00367	Prau.g_00187
OG0001032	Prbn.g_00366	Prau.g_00188
OG0001033	Prbn.g_00345	Prau.g_00209
OG0001034	Prbn.g_00314	Prau.g_00237
OG0001035	Prbn.g_00021	Prau.g_00256
OG0001036	Prbn.g_00025	Prau.g_00261
OG0001037	Prbn.g_00026	Prau.g_00262
OG0001038	Prbn.g_00045	Prau.g_00280
OG0001039	Prbn.g_00048	Prau.g_00283
OG0001040	Prbn.g_00050	Prau.g_00285
OG0001041	Prbn.g_00055	Prau.g_00289
OG0001042	Prbn.g_00072	Prau.g_00306
OG0001043	Prbn.g_00073	Prau.g_00307
OG0001044	Prbn.g_00104	Prau.g_00335
OG0001045	Prbn.g_00113	Prau.g_00344
OG0001046	Prbn.g_01697	Prau.g_00382
OG0001047	Prbn.g_00674	Prau.g_00480
OG0001048	Prbn.g_00673	Prau.g_00481
OG0001049	Prbn.g_00671	Prau.g_00483
OG0001050	Prbn.g_00670	Prau.g_00484
OG0001051	Prbn.g_00669	Prau.g_00485
OG0001052	Prbn.g_00643	Prau.g_00512
OG0001053	Prbn.g_00631	Prau.g_00524
OG0001054	Prbn.g_00616	Prau.g_00539
OG0001055	Prbn.g_00597	Prau.g_00558
OG0001056	Prbn.g_00580	Prau.g_00576
OG0001057	Prbn.g_00575	Prau.g_00581
OG0001058	Prbn.g_00567	Prau.g_00589
OG0001059	Prbn.g_00563	Prau.g_00593
OG0001060	Prbn.g_00557	Prau.g_00600
OG0001061	Prbn.g_00542	Prau.g_00613
OG0001062	Prbn.g_00540	Prau.g_00615
OG0001063	Prbn.g_00538	Prau.g_00617
OG0001064	Prbn.g_00537	Prau.g_00618
OG0001065	Prbn.g_00536	Prau.g_00619
OG0001066	Prbn.g_00535	Prau.g_00620
OG0001067	Prbn.g_00534	Prau.g_00621
OG0001068	Prbn.g_00533	Prau.g_00622
OG0001069	Prbn.g_00532	Prau.g_00623
OG0001070	Prbn.g_00528	Prau.g_00626
OG0001071	Prbn.g_00527	Prau.g_00627
OG0001072	Prbn.g_00525	Prau.g_00628
OG0001073	Prbn.g_00511	Prau.g_00642
OG0001074	Prbn.g_00499	Prau.g_00653
OG0001075	Prbn.g_00498	Prau.g_00654
OG0001076	Prbn.g_00491	Prau.g_00664
OG0001077	Prbn.g_00485	Prau.g_00668
OG0001078	Prbn.g_00427	Prau.g_00676
OG0001079	Prbn.g_00439	Prau.g_00687
OG0001080	Prbn.g_00445	Prau.g_00693
OG0001081	Prbn.g_00447	Prau.g_00695
OG0001082	Prbn.g_00448	Prau.g_00696
OG0001083	Prbn.g_00836	Prau.g_00701
OG0001084	Prbn.g_00837	Prau.g_00702
OG0001085	Prbn.g_01594	Prau.g_00710
OG0001086	Prbn.g_01593	Prau.g_00711
OG0001087	Prbn.g_01575	Prau.g_00728
OG0001088	Prbn.g_01574	Prau.g_00729
OG0001089	Prbn.g_01563	Prau.g_00737
OG0001090	Prbn.g_01553	Prau.g_00756
OG0001091	Prbn.g_00857	Prau.g_00758
OG0001092	Prbn.g_00858	Prau.g_00759
OG0001093	Prbn.g_00863	Prau.g_00764
OG0001094	Prbn.g_00856	Prau.g_00848
OG0001095	Prbn.g_01533	Prau.g_00867
OG0001096	Prbn.g_01519	Prau.g_00880
OG0001097	Prbn.g_01499	Prau.g_00898
OG0001098	Prbn.g_01480	Prau.g_00914
OG0001099	Prbn.g_01925	Prau.g_00946
OG0001100	Prbn.g_01630	Prau.g_00950
OG0001101	Prbn.g_01627	Prau.g_00952
OG0001102	Prbn.g_01624	Prau.g_00954
OG0001104	Prbn.g_01599	Prau.g_00978
OG0001105	Prbn.g_01595	Prau.g_00982
OG0001106	Prbn.g_01427	Prau.g_01006
OG0001107	Prbn.g_01420	Prau.g_01013
OG0001108	Prbn.g_01416	Prau.g_01017
OG0001109	Prbn.g_01415	Prau.g_01018
OG0001110	Prbn.g_01413	Prau.g_01020
OG0001111	Prbn.g_01412	Prau.g_01021
OG0001112	Prbn.g_01411	Prau.g_01022
OG0001113	Prbn.g_01410	Prau.g_01023
OG0001114	Prbn.g_01409	Prau.g_01024
OG0001115	Prbn.g_01407	Prau.g_01026
OG0001116	Prbn.g_01406	Prau.g_01027
OG0001117	Prbn.g_01405	Prau.g_01028
