Orthogroup	Prbn	Syah
OG0000563	Prbn.g_00559	Syah.g_01099
OG0000564	Prbn.g_00558	Syah.g_01100
OG0000565	Prbn.g_00556	Syah.g_01104
OG0000566	Prbn.g_00552	Syah.g_01108
OG0000567	Prbn.g_00548	Syah.g_01112
OG0000568	Prbn.g_00547	Syah.g_01116
OG0000569	Prbn.g_00546	Syah.g_01117
OG0000570	Prbn.g_00545	Syah.g_01118
OG0000571	Prbn.g_00543	Syah.g_01122
OG0000572	Prbn.g_00529	Syah.g_01137
OG0000573	Prbn.g_00523	Syah.g_01146
OG0000574	Prbn.g_00522	Syah.g_01147
OG0000575	Prbn.g_00518	Syah.g_01151
OG0000576	Prbn.g_00516	Syah.g_01153
OG0000577	Prbn.g_00515	Syah.g_01154
OG0000578	Prbn.g_00514	Syah.g_01155
OG0000579	Prbn.g_00513	Syah.g_01156
OG0000580	Prbn.g_00512	Syah.g_01157
OG0000581	Prbn.g_00509	Syah.g_01163
OG0000582	Prbn.g_00506	Syah.g_01979
OG0000583	Prbn.g_00505	Syah.g_01978
OG0000584	Prbn.g_00504	Syah.g_01977
OG0000585	Prbn.g_00502	Syah.g_01975
OG0000586	Prbn.g_00501	Syah.g_01974
OG0000587	Prbn.g_00500	Syah.g_01972
OG0000588	Prbn.g_00496	Syah.g_01966
OG0000589	Prbn.g_00494	Syah.g_01962
OG0000590	Prbn.g_00493	Syah.g_01961
OG0000591	Prbn.g_00489	Syah.g_01954
OG0000592	Prbn.g_00488	Syah.g_01953
OG0000593	Prbn.g_00423	Syah.g_01939
OG0000594	Prbn.g_00424	Syah.g_01938
OG0000595	Prbn.g_00425	Syah.g_01937
OG0000596	Prbn.g_00429	Syah.g_01932
OG0000597	Prbn.g_00432	Syah.g_01929
OG0000598	Prbn.g_00433	Syah.g_01928
OG0000599	Prbn.g_00436	Syah.g_01925
OG0000600	Prbn.g_00437	Syah.g_01924
OG0000601	Prbn.g_00438	Syah.g_01923
OG0000602	Prbn.g_00440	Syah.g_01917
OG0000603	Prbn.g_00441	Syah.g_01916
OG0000604	Prbn.g_00442	Syah.g_01913
OG0000605	Prbn.g_00443	Syah.g_01825
OG0000606	Prbn.g_00446	Syah.g_01485
OG0000607	Prbn.g_00449	Syah.g_01489
OG0000608	Prbn.g_00450	Syah.g_01490
OG0000609	Prbn.g_00834	Syah.g_01492
OG0000610	Prbn.g_00840	Syah.g_01499
OG0000611	Prbn.g_00843	Syah.g_01502
OG0000612	Prbn.g_00844	Syah.g_01503
OG0000613	Prbn.g_01591	Syah.g_00147
OG0000614	Prbn.g_01570	Syah.g_02004
OG0000615	Prbn.g_01559	Syah.g_01814
OG0000616	Prbn.g_00905	Syah.g_00389
OG0000617	Prbn.g_00860	Syah.g_01722
OG0000618	Prbn.g_00861	Syah.g_01721
OG0000619	Prbn.g_00862	Syah.g_01720
OG0000620	Prbn.g_01947	Syah.g_01713
OG0000621	Prbn.g_01948	Syah.g_01712
OG0000622	Prbn.g_01949	Syah.g_01711
OG0000623	Prbn.g_01950	Syah.g_01710
OG0000624	Prbn.g_01952	Syah.g_01708
OG0000625	Prbn.g_01345	Syah.g_01707
OG0000626	Prbn.g_01346	Syah.g_01706
OG0000627	Prbn.g_01347	Syah.g_01569
OG0000628	Prbn.g_01348	Syah.g_01570
OG0000629	Prbn.g_01349	Syah.g_01573
OG0000630	Prbn.g_01352	Syah.g_01577
OG0000631	Prbn.g_01445	Syah.g_01582
OG0000632	Prbn.g_01444	Syah.g_01583
OG0000633	Prbn.g_01443	Syah.g_01584
OG0000634	Prbn.g_01550	Syah.g_01783
OG0000635	Prbn.g_01549	Syah.g_01782
OG0000636	Prbn.g_01547	Syah.g_01780
OG0000637	Prbn.g_01545	Syah.g_01778
OG0000638	Prbn.g_01544	Syah.g_01777
OG0000639	Prbn.g_01543	Syah.g_01776
OG0000640	Prbn.g_01542	Syah.g_01775
OG0000641	Prbn.g_01538	Syah.g_01771
OG0000642	Prbn.g_01537	Syah.g_01770
OG0000643	Prbn.g_01536	Syah.g_01768
OG0000644	Prbn.g_01535	Syah.g_01767
OG0000645	Prbn.g_01534	Syah.g_01765
OG0000646	Prbn.g_01532	Syah.g_01762
OG0000647	Prbn.g_01530	Syah.g_01760
OG0000648	Prbn.g_01528	Syah.g_01757
OG0000649	Prbn.g_01527	Syah.g_01756
OG0000650	Prbn.g_01526	Syah.g_01755
OG0000651	Prbn.g_01525	Syah.g_01754
OG0000652	Prbn.g_01524	Syah.g_01753
OG0000653	Prbn.g_01522	Syah.g_01751
OG0000654	Prbn.g_01521	Syah.g_01750
OG0000655	Prbn.g_01520	Syah.g_01749
OG0000656	Prbn.g_01517	Syah.g_01746
OG0000657	Prbn.g_01509	Syah.g_02083
OG0000658	Prbn.g_01507	Syah.g_02086
OG0000659	Prbn.g_01506	Syah.g_02087
OG0000660	Prbn.g_01502	Syah.g_02091
OG0000661	Prbn.g_01500	Syah.g_02093
OG0000662	Prbn.g_01498	Syah.g_02095
OG0000663	Prbn.g_01496	Syah.g_02098
OG0000664	Prbn.g_01495	Syah.g_02099
OG0000665	Prbn.g_01489	Syah.g_01895
OG0000666	Prbn.g_01488	Syah.g_01826
OG0000667	Prbn.g_01484	Syah.g_00714
OG0000668	Prbn.g_01930	Syah.g_01680
OG0000669	Prbn.g_01632	Syah.g_01520
OG0000670	Prbn.g_01629	Syah.g_02352
OG0000671	Prbn.g_01626	Syah.g_01524
OG0000672	Prbn.g_01623	Syah.g_01527
OG0000673	Prbn.g_01620	Syah.g_01530
OG0000674	Prbn.g_01618	Syah.g_01532
OG0000675	Prbn.g_01617	Syah.g_01533
OG0000676	Prbn.g_01615	Syah.g_01535
OG0000677	Prbn.g_01614	Syah.g_01536
OG0000678	Prbn.g_01612	Syah.g_01821
OG0000679	Prbn.g_01608	Syah.g_01812
OG0000680	Prbn.g_01607	Syah.g_01811
OG0000681	Prbn.g_01604	Syah.g_01808
OG0000682	Prbn.g_01603	Syah.g_01807
OG0000683	Prbn.g_01602	Syah.g_01806
OG0000684	Prbn.g_01600	Syah.g_01802
OG0000685	Prbn.g_01598	Syah.g_01800
OG0000686	Prbn.g_01597	Syah.g_01799
OG0000687	Prbn.g_01596	Syah.g_01798
OG0000688	Prbn.g_00848	Syah.g_01793
OG0000689	Prbn.g_00849	Syah.g_01791
OG0000690	Prbn.g_00850	Syah.g_01790
OG0000691	Prbn.g_00851	Syah.g_01789
OG0000692	Prbn.g_00853	Syah.g_01788
OG0000693	Prbn.g_00854	Syah.g_01787
OG0000694	Prbn.g_00855	Syah.g_01786
OG0000695	Prbn.g_01441	Syah.g_01586
OG0000696	Prbn.g_01440	Syah.g_01587
OG0000697	Prbn.g_01439	Syah.g_01589
OG0000698	Prbn.g_01436	Syah.g_01592
OG0000699	Prbn.g_01435	Syah.g_01594
OG0000700	Prbn.g_01434	Syah.g_01595
OG0000701	Prbn.g_01433	Syah.g_01596
OG0000702	Prbn.g_01431	Syah.g_01604
OG0000703	Prbn.g_01430	Syah.g_01605
OG0000704	Prbn.g_01428	Syah.g_01608
OG0000705	Prbn.g_01425	Syah.g_01614
OG0000706	Prbn.g_01424	Syah.g_01615
OG0000707	Prbn.g_01423	Syah.g_01616
OG0000708	Prbn.g_01421	Syah.g_01619
OG0000709	Prbn.g_01417	Syah.g_01627
OG0000710	Prbn.g_01414	Syah.g_01631
OG0000711	Prbn.g_01396	Syah.g_01661
OG0000712	Prbn.g_01395	Syah.g_01662
OG0000713	Prbn.g_01394	Syah.g_01663
OG0000714	Prbn.g_01393	Syah.g_01665
OG0000715	Prbn.g_01391	Syah.g_01667
OG0000716	Prbn.g_01389	Syah.g_01671
OG0000717	Prbn.g_01388	Syah.g_01672
OG0000718	Prbn.g_01384	Syah.g_01676
OG0000719	Prbn.g_01382	Syah.g_01678
OG0000720	Prbn.g_01370	Syah.g_01691
OG0000721	Prbn.g_01366	Syah.g_01693
OG0000722	Prbn.g_01365	Syah.g_01694
OG0000723	Prbn.g_01361	Syah.g_01704
OG0000724	Prbn.g_01466	Syah.g_02036
OG0000725	Prbn.g_01472	Syah.g_02027
OG0000726	Prbn.g_01473	Syah.g_02026
OG0000727	Prbn.g_01474	Syah.g_02025
OG0000728	Prbn.g_01476	Syah.g_02023
OG0000729	Prbn.g_01106	Syah.g_00263
OG0000730	Prbn.g_01147	Syah.g_00855
OG0000731	Prbn.g_00111	Syah.g_00867
OG0000732	Prbn.g_00954	Syah.g_00319
OG0000733	Prbn.g_01651	Syah.g_00473
OG0000734	Prbn.g_01173	Syah.g_02545
OG0000735	Prbn.g_01175	Syah.g_02178
OG0000736	Prbn.g_01176	Syah.g_02177
OG0000737	Prbn.g_01177	Syah.g_02176
OG0000738	Prbn.g_01181	Syah.g_02170
OG0000739	Prbn.g_01182	Syah.g_02165
OG0000740	Prbn.g_01183	Syah.g_02164
OG0000741	Prbn.g_01185	Syah.g_02161
OG0000742	Prbn.g_01188	Syah.g_02159
OG0000743	Prbn.g_01190	Syah.g_02157
OG0000744	Prbn.g_01191	Syah.g_02156
OG0000745	Prbn.g_01192	Syah.g_02154
OG0000746	Prbn.g_01194	Syah.g_02151
OG0000747	Prbn.g_01195	Syah.g_02150
OG0000748	Prbn.g_01199	Syah.g_02140
OG0000749	Prbn.g_01200	Syah.g_02138
OG0000750	Prbn.g_01201	Syah.g_02137
OG0000751	Prbn.g_01204	Syah.g_02130
OG0000752	Prbn.g_01206	Syah.g_02128
OG0000753	Prbn.g_01208	Syah.g_02125
OG0000754	Prbn.g_01211	Syah.g_01431
OG0000755	Prbn.g_00390	Syah.g_01423
OG0000756	Prbn.g_00391	Syah.g_01422
OG0000757	Prbn.g_00398	Syah.g_01415
OG0000758	Prbn.g_00399	Syah.g_01414
OG0000759	Prbn.g_00400	Syah.g_01413
OG0000760	Prbn.g_00401	Syah.g_01412
OG0000761	Prbn.g_00402	Syah.g_01411
OG0000762	Prbn.g_00403	Syah.g_01409
OG0000763	Prbn.g_00405	Syah.g_01407
OG0000764	Prbn.g_00406	Syah.g_01406
OG0000765	Prbn.g_00414	Syah.g_01392
OG0000766	Prbn.g_00415	Syah.g_01391
OG0000767	Prbn.g_00417	Syah.g_01389
OG0000768	Prbn.g_00418	Syah.g_01388
OG0000769	Prbn.g_00420	Syah.g_01386
OG0000770	Prbn.g_00483	Syah.g_01383
OG0000771	Prbn.g_00886	Syah.g_02042
OG0000772	Prbn.g_01671	Syah.g_01351
OG0000773	Prbn.g_01093	Syah.g_02187
OG0000774	Prbn.g_01091	Syah.g_02191
OG0000775	Prbn.g_01089	Syah.g_02193
OG0000776	Prbn.g_01088	Syah.g_02194
OG0000777	Prbn.g_01087	Syah.g_02195
OG0000778	Prbn.g_01086	Syah.g_02196
OG0000779	Prbn.g_01082	Syah.g_02201
OG0000780	Prbn.g_01081	Syah.g_02205
OG0000781	Prbn.g_01077	Syah.g_02209
OG0000782	Prbn.g_01076	Syah.g_02210
OG0000783	Prbn.g_01075	Syah.g_02211
OG0000784	Prbn.g_01074	Syah.g_02212
OG0000785	Prbn.g_01072	Syah.g_02214
OG0000786	Prbn.g_01069	Syah.g_01171
OG0000787	Prbn.g_01068	Syah.g_01170
OG0000788	Prbn.g_00615	Syah.g_01922
OG0000789	Prbn.g_00883	Syah.g_01556
OG0000790	Prbn.g_00155	Syah.g_00981
OG0000791	Prbn.g_00157	Syah.g_00980
OG0000792	Prbn.g_00158	Syah.g_00979
OG0000793	Prbn.g_00161	Syah.g_00974
OG0000794	Prbn.g_00162	Syah.g_00973
OG0000795	Prbn.g_00163	Syah.g_00972
OG0000796	Prbn.g_00167	Syah.g_00968
OG0000797	Prbn.g_00168	Syah.g_00967
OG0000799	Prbn.g_00195	Syah.g_01326
OG0000800	Prbn.g_00196	Syah.g_01325
OG0000801	Prbn.g_00197	Syah.g_01324
OG0000802	Prbn.g_00199	Syah.g_01320
OG0000803	Prbn.g_00201	Syah.g_01315
OG0000804	Prbn.g_00202	Syah.g_01312
OG0000805	Prbn.g_00204	Syah.g_01303
OG0000806	Prbn.g_00206	Syah.g_01301
OG0000807	Prbn.g_00207	Syah.g_01299
OG0000808	Prbn.g_00208	Syah.g_01298
OG0000809	Prbn.g_00210	Syah.g_01295
OG0000810	Prbn.g_00211	Syah.g_01294
OG0000811	Prbn.g_00215	Syah.g_01286
OG0000812	Prbn.g_00217	Syah.g_01284
OG0000813	Prbn.g_00218	Syah.g_01283
OG0000814	Prbn.g_00220	Syah.g_01281
OG0000815	Prbn.g_00221	Syah.g_01280
OG0000816	Prbn.g_00223	Syah.g_01279
OG0000817	Prbn.g_00224	Syah.g_01278
OG0000818	Prbn.g_00229	Syah.g_01272
OG0000819	Prbn.g_00230	Syah.g_01271
OG0000820	Prbn.g_00231	Syah.g_01270
OG0000821	Prbn.g_00235	Syah.g_01265
OG0000822	Prbn.g_00236	Syah.g_01263
OG0000823	Prbn.g_00237	Syah.g_01262
OG0000824	Prbn.g_00240	Syah.g_01258
OG0000825	Prbn.g_00241	Syah.g_01257
OG0000826	Prbn.g_00242	Syah.g_01256
OG0000827	Prbn.g_00243	Syah.g_01254
OG0000828	Prbn.g_00246	Syah.g_01251
OG0000829	Prbn.g_00247	Syah.g_01250
OG0000830	Prbn.g_00248	Syah.g_01249
OG0000831	Prbn.g_00250	Syah.g_01247
OG0000832	Prbn.g_00260	Syah.g_02311
OG0000833	Prbn.g_00269	Syah.g_02322
OG0000834	Prbn.g_00270	Syah.g_02324
OG0000835	Prbn.g_00271	Syah.g_02325
OG0000836	Prbn.g_00272	Syah.g_02329
OG0000837	Prbn.g_00273	Syah.g_02330
OG0000838	Prbn.g_00275	Syah.g_02334
OG0000839	Prbn.g_00276	Syah.g_02335
OG0000840	Prbn.g_00277	Syah.g_02336
OG0000841	Prbn.g_00278	Syah.g_02337
OG0000842	Prbn.g_00279	Syah.g_02338
OG0000843	Prbn.g_00280	Syah.g_02339
OG0000844	Prbn.g_00281	Syah.g_02341
OG0000845	Prbn.g_00282	Syah.g_02342
OG0000846	Prbn.g_00283	Syah.g_02343
OG0000847	Prbn.g_00284	Syah.g_02344
OG0000848	Prbn.g_00285	Syah.g_02346
OG0000849	Prbn.g_00286	Syah.g_02347
OG0000850	Prbn.g_00288	Syah.g_02349
OG0000851	Prbn.g_00289	Syah.g_02359
OG0000852	Prbn.g_00904	Syah.g_02360
OG0000853	Prbn.g_00898	Syah.g_02364
OG0000854	Prbn.g_00896	Syah.g_02366
OG0000855	Prbn.g_00895	Syah.g_02367
OG0000856	Prbn.g_00486	Syah.g_01951
OG0000857	Prbn.g_01531	Syah.g_01761
OG0000858	Prbn.g_01738	Syah.g_02373
OG0000859	Prbn.g_01739	Syah.g_02374
OG0000860	Prbn.g_01747	Syah.g_02386
OG0000861	Prbn.g_01748	Syah.g_02387
OG0000862	Prbn.g_01749	Syah.g_02389
OG0000863	Prbn.g_01751	Syah.g_02391
OG0000864	Prbn.g_01752	Syah.g_02392
OG0000865	Prbn.g_01753	Syah.g_02396
OG0000866	Prbn.g_01754	Syah.g_02397
OG0000867	Prbn.g_01755	Syah.g_02398
OG0000868	Prbn.g_01757	Syah.g_02401
OG0000869	Prbn.g_01760	Syah.g_02406
OG0000870	Prbn.g_01765	Syah.g_02411
OG0000871	Prbn.g_01766	Syah.g_02412
OG0000872	Prbn.g_01767	Syah.g_02421
OG0000873	Prbn.g_01771	Syah.g_02424
OG0000874	Prbn.g_01774	Syah.g_02420
OG0000875	Prbn.g_01775	Syah.g_02426
OG0000876	Prbn.g_01776	Syah.g_02250
OG0000877	Prbn.g_01778	Syah.g_02254
OG0000878	Prbn.g_01779	Syah.g_02255
OG0000879	Prbn.g_01780	Syah.g_02256
OG0000880	Prbn.g_01781	Syah.g_02257
OG0000881	Prbn.g_01785	Syah.g_02262
OG0000882	Prbn.g_01790	Syah.g_02267
OG0000883	Prbn.g_01792	Syah.g_02270
OG0000884	Prbn.g_01794	Syah.g_02272
OG0000885	Prbn.g_01795	Syah.g_02273
OG0000886	Prbn.g_01796	Syah.g_02274
OG0000887	Prbn.g_01797	Syah.g_02275
OG0000888	Prbn.g_01799	Syah.g_02277
OG0000889	Prbn.g_01801	Syah.g_02279
OG0000890	Prbn.g_01802	Syah.g_02284
OG0000891	Prbn.g_01803	Syah.g_02285
OG0000892	Prbn.g_01805	Syah.g_02288
OG0000893	Prbn.g_01809	Syah.g_00684
OG0000894	Prbn.g_01812	Syah.g_00690
OG0000895	Prbn.g_01816	Syah.g_00694
OG0000896	Prbn.g_01817	Syah.g_00695
OG0000897	Prbn.g_01819	Syah.g_00697
OG0000898	Prbn.g_01820	Syah.g_00698
OG0000899	Prbn.g_01821	Syah.g_00699
OG0000900	Prbn.g_01822	Syah.g_00700
OG0000901	Prbn.g_01825	Syah.g_00705
OG0000902	Prbn.g_01827	Syah.g_00707
OG0000903	Prbn.g_01831	Syah.g_00739
OG0000904	Prbn.g_01835	Syah.g_00734
OG0000905	Prbn.g_01829	Syah.g_00731
OG0000906	Prbn.g_01828	Syah.g_00729
OG0000907	Prbn.g_01838	Syah.g_00741
OG0000908	Prbn.g_01841	Syah.g_00744
OG0000909	Prbn.g_01842	Syah.g_00745
OG0000910	Prbn.g_01843	Syah.g_00746
OG0000911	Prbn.g_01845	Syah.g_00748
OG0000912	Prbn.g_01846	Syah.g_00749
OG0000913	Prbn.g_01847	Syah.g_00750
OG0000914	Prbn.g_01848	Syah.g_00751
OG0000915	Prbn.g_01849	Syah.g_00752
OG0000916	Prbn.g_01850	Syah.g_00753
OG0000917	Prbn.g_01851	Syah.g_00754
OG0000918	Prbn.g_01852	Syah.g_00755
OG0000919	Prbn.g_01853	Syah.g_00756
OG0000920	Prbn.g_01854	Syah.g_00757
OG0000921	Prbn.g_01855	Syah.g_00758
OG0000922	Prbn.g_01856	Syah.g_00759
OG0000923	Prbn.g_01860	Syah.g_00763
OG0000924	Prbn.g_01861	Syah.g_00764
OG0000925	Prbn.g_01862	Syah.g_00765
OG0000926	Prbn.g_01863	Syah.g_00766
OG0000927	Prbn.g_01865	Syah.g_00768
OG0000928	Prbn.g_01866	Syah.g_00769
OG0000929	Prbn.g_01867	Syah.g_00770
OG0000930	Prbn.g_01868	Syah.g_00771
OG0000931	Prbn.g_01869	Syah.g_00772
OG0000932	Prbn.g_01870	Syah.g_00773
OG0000933	Prbn.g_01874	Syah.g_00778
OG0000934	Prbn.g_01876	Syah.g_00780
OG0000935	Prbn.g_01877	Syah.g_00781
OG0000936	Prbn.g_01878	Syah.g_00782
OG0000937	Prbn.g_01879	Syah.g_00783
OG0000938	Prbn.g_01882	Syah.g_00787
OG0000939	Prbn.g_01883	Syah.g_00788
OG0000940	Prbn.g_01890	Syah.g_00795
OG0000941	Prbn.g_01892	Syah.g_00797
OG0000942	Prbn.g_01894	Syah.g_00799
OG0000943	Prbn.g_01895	Syah.g_00800
OG0000944	Prbn.g_01897	Syah.g_00802
OG0000945	Prbn.g_01898	Syah.g_00804
OG0000946	Prbn.g_01903	Syah.g_00809
OG0000947	Prbn.g_01905	Syah.g_00812
OG0000948	Prbn.g_01906	Syah.g_00813
OG0000949	Prbn.g_01909	Syah.g_00173
OG0000950	Prbn.g_01916	Syah.g_00184
OG0000951	Prbn.g_01920	Syah.g_00190
OG0000952	Prbn.g_01015	Syah.g_00202
OG0000953	Prbn.g_01011	Syah.g_00207
OG0000954	Prbn.g_01007	Syah.g_00233
OG0000955	Prbn.g_01006	Syah.g_00234
OG0000956	Prbn.g_01004	Syah.g_00236
OG0000957	Prbn.g_00998	Syah.g_00248
OG0000958	Prbn.g_00997	Syah.g_00249
OG0000959	Prbn.g_00993	Syah.g_00253
OG0000960	Prbn.g_00992	Syah.g_00254
OG0000961	Prbn.g_00989	Syah.g_00259
OG0000962	Prbn.g_00987	Syah.g_00262
OG0000963	Prbn.g_00983	Syah.g_00267
OG0000964	Prbn.g_00982	Syah.g_00268
OG0000965	Prbn.g_00981	Syah.g_00269
OG0000966	Prbn.g_00975	Syah.g_00288
OG0000967	Prbn.g_00971	Syah.g_00300
OG0000968	Prbn.g_00969	Syah.g_00295
OG0000969	Prbn.g_00968	Syah.g_00297
OG0000970	Prbn.g_00967	Syah.g_00298
OG0000971	Prbn.g_00966	Syah.g_00303
OG0000972	Prbn.g_00965	Syah.g_00304
OG0000973	Prbn.g_00964	Syah.g_00305
OG0000974	Prbn.g_00963	Syah.g_00306
OG0000975	Prbn.g_00962	Syah.g_00307
OG0000976	Prbn.g_00961	Syah.g_00308
OG0000977	Prbn.g_00960	Syah.g_00310
OG0000978	Prbn.g_00959	Syah.g_00312
OG0000979	Prbn.g_00957	Syah.g_00315
OG0000980	Prbn.g_00955	Syah.g_00318
OG0000981	Prbn.g_00952	Syah.g_00321
OG0000982	Prbn.g_00950	Syah.g_00511
OG0000983	Prbn.g_00949	Syah.g_00510
OG0000984	Prbn.g_00948	Syah.g_00509
OG0000985	Prbn.g_00945	Syah.g_00505
OG0000986	Prbn.g_00943	Syah.g_00496
OG0000987	Prbn.g_00942	Syah.g_00494
OG0000988	Prbn.g_00939	Syah.g_00489
OG0000989	Prbn.g_00935	Syah.g_00481
OG0000990	Prbn.g_00931	Syah.g_00466
OG0000991	Prbn.g_00930	Syah.g_00462
OG0000992	Prbn.g_00927	Syah.g_00460
OG0000993	Prbn.g_00926	Syah.g_00459
OG0000994	Prbn.g_00925	Syah.g_00457
OG0000995	Prbn.g_00921	Syah.g_00452
OG0000996	Prbn.g_00920	Syah.g_00412
OG0000997	Prbn.g_00917	Syah.g_00403
OG0000998	Prbn.g_00915	Syah.g_00401
OG0000999	Prbn.g_00914	Syah.g_00400
OG0001000	Prbn.g_00911	Syah.g_00397
OG0001001	Prbn.g_00908	Syah.g_00392
OG0001002	Prbn.g_00291	Syah.g_00386
OG0001003	Prbn.g_00292	Syah.g_00384
OG0001004	Prbn.g_00293	Syah.g_00383
OG0001005	Prbn.g_00294	Syah.g_00382
OG0001006	Prbn.g_00298	Syah.g_00375
OG0001007	Prbn.g_00300	Syah.g_00373
OG0001008	Prbn.g_00676	Syah.g_02235
OG0001009	Prbn.g_00755	Syah.g_00344
OG0001010	Prbn.g_00754	Syah.g_00343
OG0001011	Prbn.g_00752	Syah.g_00342
OG0001012	Prbn.g_00738	Syah.g_00514
OG0001013	Prbn.g_00731	Syah.g_00527
OG0001014	Prbn.g_00728	Syah.g_00531
OG0001015	Prbn.g_00726	Syah.g_00532
OG0001016	Prbn.g_00704	Syah.g_02487
OG0001017	Prbn.g_01343	Syah.g_02493
OG0001018	Prbn.g_01341	Syah.g_02495
OG0001019	Prbn.g_01332	Syah.g_02512
OG0001020	Prbn.g_01331	Syah.g_02517
OG0001021	Prbn.g_01330	Syah.g_02521
OG0001022	Prbn.g_01327	Syah.g_02524
OG0001023	Prbn.g_01326	Syah.g_02525
OG0001024	Prbn.g_01322	Syah.g_02529
OG0001025	Prbn.g_01315	Syah.g_02534
OG0001026	Prbn.g_01306	Syah.g_02547
OG0001027	Prbn.g_01305	Syah.g_00001
OG0001028	Prbn.g_01303	Syah.g_00003
OG0001029	Prbn.g_01302	Syah.g_00005
OG0001030	Prbn.g_01286	Syah.g_00025
OG0001031	Prbn.g_00367	Syah.g_00611
OG0001032	Prbn.g_00366	Syah.g_00609
OG0001033	Prbn.g_00345	Syah.g_00577
OG0001034	Prbn.g_00314	Syah.g_00908
OG0001035	Prbn.g_00021	Syah.g_00660
OG0001036	Prbn.g_00025	Syah.g_00655
OG0001037	Prbn.g_00026	Syah.g_00653
OG0001038	Prbn.g_00045	Syah.g_00626
OG0001039	Prbn.g_00048	Syah.g_00623
OG0001040	Prbn.g_00050	Syah.g_00090
OG0001042	Prbn.g_00072	Syah.g_00122
OG0001043	Prbn.g_00073	Syah.g_00126
OG0001044	Prbn.g_00104	Syah.g_00857
OG0001045	Prbn.g_00113	Syah.g_00870
OG0001046	Prbn.g_01697	Syah.g_01647
OG0001047	Prbn.g_00674	Syah.g_02233
OG0001048	Prbn.g_00673	Syah.g_02232
OG0001049	Prbn.g_00671	Syah.g_02225
OG0001050	Prbn.g_00670	Syah.g_02224
OG0001051	Prbn.g_00669	Syah.g_02223
OG0001052	Prbn.g_00643	Syah.g_01217
OG0001053	Prbn.g_00631	Syah.g_01000
OG0001054	Prbn.g_00616	Syah.g_01017
OG0001055	Prbn.g_00597	Syah.g_01037
OG0001056	Prbn.g_00580	Syah.g_01069
OG0001057	Prbn.g_00575	Syah.g_01075
OG0001058	Prbn.g_00567	Syah.g_01091
OG0001059	Prbn.g_00563	Syah.g_01095
OG0001060	Prbn.g_00557	Syah.g_01102
OG0001061	Prbn.g_00542	Syah.g_01123
OG0001062	Prbn.g_00540	Syah.g_01125
OG0001063	Prbn.g_00538	Syah.g_01129
OG0001064	Prbn.g_00537	Syah.g_01130
OG0001065	Prbn.g_00536	Syah.g_01131
OG0001066	Prbn.g_00535	Syah.g_01132
OG0001067	Prbn.g_00534	Syah.g_01133
OG0001068	Prbn.g_00533	Syah.g_01134
OG0001069	Prbn.g_00532	Syah.g_01135
OG0001070	Prbn.g_00528	Syah.g_01138
OG0001071	Prbn.g_00527	Syah.g_01139
OG0001072	Prbn.g_00525	Syah.g_01144
OG0001074	Prbn.g_00499	Syah.g_01970
OG0001075	Prbn.g_00498	Syah.g_01969
OG0001076	Prbn.g_00491	Syah.g_01959
OG0001077	Prbn.g_00485	Syah.g_01948
OG0001078	Prbn.g_00427	Syah.g_01934
OG0001079	Prbn.g_00439	Syah.g_01921
OG0001080	Prbn.g_00445	Syah.g_01538
OG0001081	Prbn.g_00447	Syah.g_01487
OG0001082	Prbn.g_00448	Syah.g_01488
OG0001083	Prbn.g_00836	Syah.g_01495
OG0001084	Prbn.g_00837	Syah.g_01496
OG0001085	Prbn.g_01594	Syah.g_01506
OG0001086	Prbn.g_01593	Syah.g_01508
OG0001087	Prbn.g_01575	Syah.g_01992
OG0001088	Prbn.g_01574	Syah.g_01995
OG0001089	Prbn.g_01563	Syah.g_02019
OG0001090	Prbn.g_01553	Syah.g_01728
OG0001091	Prbn.g_00857	Syah.g_01726
OG0001092	Prbn.g_00858	Syah.g_01724
OG0001093	Prbn.g_00863	Syah.g_01718
OG0001094	Prbn.g_00856	Syah.g_01785
OG0001095	Prbn.g_01533	Syah.g_01764
OG0001096	Prbn.g_01519	Syah.g_01748
OG0001097	Prbn.g_01499	Syah.g_02094
OG0001098	Prbn.g_01480	Syah.g_01542
OG0001099	Prbn.g_01925	Syah.g_00004
OG0001100	Prbn.g_01630	Syah.g_01522
OG0001101	Prbn.g_01627	Syah.g_01523
OG0001102	Prbn.g_01624	Syah.g_01526
OG0001103	Prbn.g_01622	Syah.g_01528
OG0001104	Prbn.g_01599	Syah.g_01801
OG0001105	Prbn.g_01595	Syah.g_01797
OG0001106	Prbn.g_01427	Syah.g_01609
OG0001107	Prbn.g_01420	Syah.g_01620
OG0001108	Prbn.g_01416	Syah.g_01628
OG0001109	Prbn.g_01415	Syah.g_01630
OG0001110	Prbn.g_01413	Syah.g_01632
OG0001111	Prbn.g_01412	Syah.g_01634
OG0001112	Prbn.g_01411	Syah.g_01636
OG0001113	Prbn.g_01410	Syah.g_01637
OG0001114	Prbn.g_01409	Syah.g_01638
OG0001115	Prbn.g_01407	Syah.g_01642
OG0001116	Prbn.g_01406	Syah.g_01644
OG0001117	Prbn.g_01405	Syah.g_01645
OG0001118	Prbn.g_01404	Syah.g_01646
OG0001119	Prbn.g_01403	Syah.g_01648
OG0001120	Prbn.g_01401	Syah.g_01652
OG0001122	Prbn.g_01381	Syah.g_01679
OG0001123	Prbn.g_01375	Syah.g_01686
OG0001124	Prbn.g_01373	Syah.g_01688
OG0001125	Prbn.g_01371	Syah.g_01690
