Orthogroup	Prbn	Syak
OG0000564	Prbn.g_00558	Syak.g_02676
OG0000565	Prbn.g_00556	Syak.g_02679
OG0000566	Prbn.g_00552	Syak.g_02683
OG0000567	Prbn.g_00548	Syak.g_02687
OG0000568	Prbn.g_00547	Syak.g_02690
OG0000569	Prbn.g_00546	Syak.g_02691
OG0000570	Prbn.g_00545	Syak.g_02692
OG0000571	Prbn.g_00543	Syak.g_02696
OG0000572	Prbn.g_00529	Syak.g_02713
OG0000573	Prbn.g_00523	Syak.g_02723
OG0000574	Prbn.g_00522	Syak.g_02724
OG0000575	Prbn.g_00518	Syak.g_02729
OG0000576	Prbn.g_00516	Syak.g_02731
OG0000577	Prbn.g_00515	Syak.g_02732
OG0000578	Prbn.g_00514	Syak.g_02733
OG0000579	Prbn.g_00513	Syak.g_02734
OG0000580	Prbn.g_00512	Syak.g_02735
OG0000581	Prbn.g_00509	Syak.g_02742
OG0000582	Prbn.g_00506	Syak.g_02748
OG0000583	Prbn.g_00505	Syak.g_02749
OG0000584	Prbn.g_00504	Syak.g_02750
OG0000585	Prbn.g_00502	Syak.g_02753
OG0000586	Prbn.g_00501	Syak.g_02754
OG0000587	Prbn.g_00500	Syak.g_02756
OG0000588	Prbn.g_00496	Syak.g_00004
OG0000589	Prbn.g_00494	Syak.g_00008
OG0000590	Prbn.g_00493	Syak.g_00009
OG0000591	Prbn.g_00489	Syak.g_00017
OG0000592	Prbn.g_00488	Syak.g_00018
OG0000593	Prbn.g_00423	Syak.g_00031
OG0000594	Prbn.g_00424	Syak.g_00032
OG0000595	Prbn.g_00425	Syak.g_00033
OG0000596	Prbn.g_00429	Syak.g_00038
OG0000597	Prbn.g_00432	Syak.g_00041
OG0000598	Prbn.g_00433	Syak.g_00042
OG0000599	Prbn.g_00436	Syak.g_00045
OG0000600	Prbn.g_00437	Syak.g_00046
OG0000601	Prbn.g_00438	Syak.g_00047
OG0000602	Prbn.g_00440	Syak.g_00053
OG0000603	Prbn.g_00441	Syak.g_00054
OG0000604	Prbn.g_00442	Syak.g_00056
OG0000605	Prbn.g_00443	Syak.g_00259
OG0000606	Prbn.g_00446	Syak.g_00326
OG0000607	Prbn.g_00449	Syak.g_00329
OG0000608	Prbn.g_00450	Syak.g_00330
OG0000609	Prbn.g_00834	Syak.g_00332
OG0000610	Prbn.g_00840	Syak.g_00347
OG0000611	Prbn.g_00843	Syak.g_00350
OG0000612	Prbn.g_00844	Syak.g_00351
OG0000613	Prbn.g_01591	Syak.g_01525
OG0000614	Prbn.g_01570	Syak.g_00705
OG0000615	Prbn.g_01559	Syak.g_00393
OG0000616	Prbn.g_00905	Syak.g_01810
OG0000617	Prbn.g_00860	Syak.g_00799
OG0000618	Prbn.g_00861	Syak.g_00798
OG0000619	Prbn.g_00862	Syak.g_00797
OG0000620	Prbn.g_01947	Syak.g_00779
OG0000621	Prbn.g_01948	Syak.g_00780
OG0000622	Prbn.g_01949	Syak.g_00781
OG0000623	Prbn.g_01950	Syak.g_00782
OG0000624	Prbn.g_01952	Syak.g_00784
OG0000625	Prbn.g_01345	Syak.g_00785
OG0000626	Prbn.g_01346	Syak.g_00786
OG0000627	Prbn.g_01347	Syak.g_00561
OG0000628	Prbn.g_01348	Syak.g_00560
OG0000629	Prbn.g_01349	Syak.g_00556
OG0000630	Prbn.g_01352	Syak.g_00552
OG0000631	Prbn.g_01445	Syak.g_00545
OG0000632	Prbn.g_01444	Syak.g_00544
OG0000633	Prbn.g_01443	Syak.g_00542
OG0000634	Prbn.g_01550	Syak.g_00430
OG0000635	Prbn.g_01549	Syak.g_00431
OG0000636	Prbn.g_01547	Syak.g_00433
OG0000637	Prbn.g_01545	Syak.g_00435
OG0000638	Prbn.g_01544	Syak.g_00436
OG0000639	Prbn.g_01543	Syak.g_00437
OG0000640	Prbn.g_01542	Syak.g_00438
OG0000641	Prbn.g_01538	Syak.g_00442
OG0000642	Prbn.g_01537	Syak.g_00443
OG0000643	Prbn.g_01536	Syak.g_00444
OG0000644	Prbn.g_01535	Syak.g_00445
OG0000645	Prbn.g_01534	Syak.g_00447
OG0000646	Prbn.g_01532	Syak.g_00450
OG0000647	Prbn.g_01530	Syak.g_00452
OG0000648	Prbn.g_01528	Syak.g_00456
OG0000649	Prbn.g_01527	Syak.g_00457
OG0000650	Prbn.g_01526	Syak.g_00458
OG0000651	Prbn.g_01525	Syak.g_00459
OG0000652	Prbn.g_01524	Syak.g_00460
OG0000653	Prbn.g_01522	Syak.g_00462
OG0000654	Prbn.g_01521	Syak.g_00625
OG0000655	Prbn.g_01520	Syak.g_00624
OG0000656	Prbn.g_01517	Syak.g_00621
OG0000657	Prbn.g_01509	Syak.g_00609
OG0000658	Prbn.g_01507	Syak.g_00606
OG0000659	Prbn.g_01506	Syak.g_00605
OG0000660	Prbn.g_01502	Syak.g_00601
OG0000661	Prbn.g_01500	Syak.g_00599
OG0000662	Prbn.g_01498	Syak.g_00597
OG0000663	Prbn.g_01496	Syak.g_00594
OG0000664	Prbn.g_01495	Syak.g_00593
OG0000665	Prbn.g_01489	Syak.g_00086
OG0000666	Prbn.g_01488	Syak.g_00078
OG0000667	Prbn.g_01484	Syak.g_00340
OG0000668	Prbn.g_01930	Syak.g_00643
OG0000669	Prbn.g_01632	Syak.g_00363
OG0000670	Prbn.g_01629	Syak.g_00366
OG0000671	Prbn.g_01626	Syak.g_00368
OG0000672	Prbn.g_01623	Syak.g_00371
OG0000673	Prbn.g_01620	Syak.g_00374
OG0000674	Prbn.g_01618	Syak.g_00376
OG0000675	Prbn.g_01617	Syak.g_00377
OG0000676	Prbn.g_01615	Syak.g_00379
OG0000677	Prbn.g_01614	Syak.g_00380
OG0000678	Prbn.g_01612	Syak.g_00386
OG0000679	Prbn.g_01608	Syak.g_00397
OG0000680	Prbn.g_01607	Syak.g_00398
OG0000681	Prbn.g_01604	Syak.g_00401
OG0000682	Prbn.g_01603	Syak.g_00402
OG0000683	Prbn.g_01602	Syak.g_00403
OG0000684	Prbn.g_01600	Syak.g_00409
OG0000685	Prbn.g_01598	Syak.g_00411
OG0000686	Prbn.g_01597	Syak.g_00412
OG0000687	Prbn.g_01596	Syak.g_00413
OG0000688	Prbn.g_00848	Syak.g_00418
OG0000689	Prbn.g_00849	Syak.g_00421
OG0000690	Prbn.g_00850	Syak.g_00422
OG0000691	Prbn.g_00851	Syak.g_00423
OG0000692	Prbn.g_00853	Syak.g_00424
OG0000693	Prbn.g_00854	Syak.g_00426
OG0000694	Prbn.g_00855	Syak.g_00427
OG0000695	Prbn.g_01441	Syak.g_00540
OG0000696	Prbn.g_01440	Syak.g_00539
OG0000697	Prbn.g_01439	Syak.g_00538
OG0000698	Prbn.g_01436	Syak.g_00535
OG0000699	Prbn.g_01435	Syak.g_00534
OG0000700	Prbn.g_01434	Syak.g_00533
OG0000701	Prbn.g_01433	Syak.g_00532
OG0000702	Prbn.g_01431	Syak.g_00522
OG0000703	Prbn.g_01430	Syak.g_00521
OG0000704	Prbn.g_01428	Syak.g_00519
OG0000705	Prbn.g_01425	Syak.g_00511
OG0000706	Prbn.g_01424	Syak.g_00510
OG0000707	Prbn.g_01423	Syak.g_00509
OG0000708	Prbn.g_01421	Syak.g_00506
OG0000709	Prbn.g_01417	Syak.g_00498
OG0000710	Prbn.g_01414	Syak.g_00494
OG0000711	Prbn.g_01396	Syak.g_00466
OG0000712	Prbn.g_01395	Syak.g_00464
OG0000713	Prbn.g_01394	Syak.g_00463
OG0000714	Prbn.g_01393	Syak.g_00629
OG0000715	Prbn.g_01391	Syak.g_00631
OG0000716	Prbn.g_01389	Syak.g_00635
OG0000717	Prbn.g_01388	Syak.g_00636
OG0000718	Prbn.g_01384	Syak.g_00640
OG0000719	Prbn.g_01382	Syak.g_00642
OG0000720	Prbn.g_01370	Syak.g_00655
OG0000721	Prbn.g_01366	Syak.g_00657
OG0000722	Prbn.g_01365	Syak.g_00658
OG0000723	Prbn.g_01361	Syak.g_00790
OG0000724	Prbn.g_01466	Syak.g_00749
OG0000725	Prbn.g_01472	Syak.g_00731
OG0000726	Prbn.g_01473	Syak.g_00730
OG0000727	Prbn.g_01474	Syak.g_00729
OG0000728	Prbn.g_01476	Syak.g_00727
OG0000729	Prbn.g_01106	Syak.g_01683
OG0000730	Prbn.g_01147	Syak.g_01248
OG0000731	Prbn.g_00111	Syak.g_01237
OG0000732	Prbn.g_00954	Syak.g_01739
OG0000733	Prbn.g_01651	Syak.g_01905
OG0000734	Prbn.g_01173	Syak.g_02184
OG0000735	Prbn.g_01175	Syak.g_00914
OG0000736	Prbn.g_01176	Syak.g_00913
OG0000737	Prbn.g_01177	Syak.g_00912
OG0000738	Prbn.g_01181	Syak.g_00907
OG0000739	Prbn.g_01182	Syak.g_00906
OG0000740	Prbn.g_01183	Syak.g_00905
OG0000741	Prbn.g_01185	Syak.g_00902
OG0000742	Prbn.g_01188	Syak.g_00899
OG0000743	Prbn.g_01190	Syak.g_00897
OG0000744	Prbn.g_01191	Syak.g_00896
OG0000745	Prbn.g_01192	Syak.g_00894
OG0000746	Prbn.g_01194	Syak.g_00892
OG0000747	Prbn.g_01195	Syak.g_00891
OG0000748	Prbn.g_01199	Syak.g_00875
OG0000749	Prbn.g_01200	Syak.g_00874
OG0000750	Prbn.g_01201	Syak.g_00873
OG0000751	Prbn.g_01204	Syak.g_00862
OG0000752	Prbn.g_01206	Syak.g_00860
OG0000753	Prbn.g_01208	Syak.g_00857
OG0000754	Prbn.g_01211	Syak.g_00852
OG0000755	Prbn.g_00390	Syak.g_00841
OG0000756	Prbn.g_00391	Syak.g_00840
OG0000757	Prbn.g_00398	Syak.g_00833
OG0000758	Prbn.g_00399	Syak.g_00832
OG0000759	Prbn.g_00400	Syak.g_00831
OG0000760	Prbn.g_00401	Syak.g_00830
OG0000761	Prbn.g_00402	Syak.g_00829
OG0000762	Prbn.g_00403	Syak.g_00827
OG0000763	Prbn.g_00405	Syak.g_00825
OG0000764	Prbn.g_00406	Syak.g_00824
OG0000765	Prbn.g_00414	Syak.g_00669
OG0000766	Prbn.g_00415	Syak.g_00670
OG0000767	Prbn.g_00417	Syak.g_00672
OG0000768	Prbn.g_00418	Syak.g_00673
OG0000769	Prbn.g_00420	Syak.g_00675
OG0000770	Prbn.g_00483	Syak.g_00678
OG0000771	Prbn.g_00886	Syak.g_00755
OG0000772	Prbn.g_01671	Syak.g_02048
OG0000773	Prbn.g_01093	Syak.g_00921
OG0000774	Prbn.g_01091	Syak.g_00926
OG0000775	Prbn.g_01089	Syak.g_00929
OG0000776	Prbn.g_01088	Syak.g_00930
OG0000777	Prbn.g_01087	Syak.g_00931
OG0000778	Prbn.g_01086	Syak.g_00932
OG0000779	Prbn.g_01082	Syak.g_00938
OG0000780	Prbn.g_01081	Syak.g_00942
OG0000781	Prbn.g_01077	Syak.g_00946
OG0000782	Prbn.g_01076	Syak.g_00947
OG0000783	Prbn.g_01075	Syak.g_00948
OG0000784	Prbn.g_01074	Syak.g_00949
OG0000785	Prbn.g_01072	Syak.g_00951
OG0000786	Prbn.g_01069	Syak.g_00956
OG0000787	Prbn.g_01068	Syak.g_00957
OG0000788	Prbn.g_00615	Syak.g_00048
OG0000789	Prbn.g_00883	Syak.g_00085
OG0000790	Prbn.g_00155	Syak.g_02560
OG0000791	Prbn.g_00157	Syak.g_02558
OG0000792	Prbn.g_00158	Syak.g_02557
OG0000793	Prbn.g_00161	Syak.g_02552
OG0000794	Prbn.g_00162	Syak.g_02551
OG0000795	Prbn.g_00163	Syak.g_02550
OG0000796	Prbn.g_00167	Syak.g_02547
OG0000797	Prbn.g_00168	Syak.g_02546
OG0000799	Prbn.g_00195	Syak.g_00981
OG0000800	Prbn.g_00196	Syak.g_00989
OG0000801	Prbn.g_00197	Syak.g_00990
OG0000802	Prbn.g_00199	Syak.g_00995
OG0000803	Prbn.g_00201	Syak.g_01021
OG0000804	Prbn.g_00202	Syak.g_01026
OG0000805	Prbn.g_00204	Syak.g_01029
OG0000806	Prbn.g_00206	Syak.g_01031
OG0000807	Prbn.g_00207	Syak.g_01033
OG0000808	Prbn.g_00208	Syak.g_01034
OG0000809	Prbn.g_00210	Syak.g_01038
OG0000810	Prbn.g_00211	Syak.g_01039
OG0000811	Prbn.g_00215	Syak.g_01045
OG0000812	Prbn.g_00217	Syak.g_01047
OG0000813	Prbn.g_00218	Syak.g_01048
OG0000814	Prbn.g_00220	Syak.g_01051
OG0000815	Prbn.g_00221	Syak.g_01053
OG0000816	Prbn.g_00223	Syak.g_01055
OG0000817	Prbn.g_00224	Syak.g_01056
OG0000818	Prbn.g_00229	Syak.g_01060
OG0000819	Prbn.g_00230	Syak.g_01064
OG0000820	Prbn.g_00231	Syak.g_01065
OG0000821	Prbn.g_00235	Syak.g_01071
OG0000822	Prbn.g_00236	Syak.g_01073
OG0000823	Prbn.g_00237	Syak.g_01074
OG0000824	Prbn.g_00240	Syak.g_01080
OG0000825	Prbn.g_00241	Syak.g_01081
OG0000826	Prbn.g_00242	Syak.g_01082
OG0000827	Prbn.g_00243	Syak.g_01083
OG0000828	Prbn.g_00246	Syak.g_01086
OG0000829	Prbn.g_00247	Syak.g_01087
OG0000830	Prbn.g_00248	Syak.g_01088
OG0000831	Prbn.g_00250	Syak.g_01091
OG0000832	Prbn.g_00260	Syak.g_02482
OG0000833	Prbn.g_00269	Syak.g_02473
OG0000834	Prbn.g_00270	Syak.g_02470
OG0000835	Prbn.g_00271	Syak.g_02469
OG0000836	Prbn.g_00272	Syak.g_02466
OG0000837	Prbn.g_00273	Syak.g_02465
OG0000838	Prbn.g_00275	Syak.g_02461
OG0000839	Prbn.g_00276	Syak.g_02460
OG0000840	Prbn.g_00277	Syak.g_02459
OG0000841	Prbn.g_00278	Syak.g_02458
OG0000842	Prbn.g_00279	Syak.g_02457
OG0000843	Prbn.g_00280	Syak.g_02456
OG0000844	Prbn.g_00281	Syak.g_02454
OG0000845	Prbn.g_00282	Syak.g_02453
OG0000846	Prbn.g_00283	Syak.g_02452
OG0000847	Prbn.g_00284	Syak.g_02451
OG0000848	Prbn.g_00285	Syak.g_02449
OG0000849	Prbn.g_00286	Syak.g_02448
OG0000850	Prbn.g_00288	Syak.g_02445
OG0000851	Prbn.g_00289	Syak.g_02440
OG0000852	Prbn.g_00904	Syak.g_02439
OG0000853	Prbn.g_00898	Syak.g_02435
OG0000854	Prbn.g_00896	Syak.g_02433
OG0000855	Prbn.g_00895	Syak.g_02432
OG0000856	Prbn.g_00486	Syak.g_00021
OG0000857	Prbn.g_01531	Syak.g_00451
OG0000858	Prbn.g_01738	Syak.g_02426
OG0000859	Prbn.g_01739	Syak.g_02425
OG0000860	Prbn.g_01747	Syak.g_02414
OG0000861	Prbn.g_01748	Syak.g_02413
OG0000862	Prbn.g_01749	Syak.g_02412
OG0000863	Prbn.g_01751	Syak.g_02409
OG0000864	Prbn.g_01752	Syak.g_02408
OG0000865	Prbn.g_01753	Syak.g_02407
OG0000866	Prbn.g_01754	Syak.g_02406
OG0000867	Prbn.g_01755	Syak.g_02405
OG0000868	Prbn.g_01757	Syak.g_02402
OG0000869	Prbn.g_01760	Syak.g_02398
OG0000870	Prbn.g_01765	Syak.g_02393
OG0000871	Prbn.g_01766	Syak.g_02392
OG0000872	Prbn.g_01767	Syak.g_02386
OG0000873	Prbn.g_01771	Syak.g_02383
OG0000874	Prbn.g_01774	Syak.g_02379
OG0000875	Prbn.g_01775	Syak.g_02377
OG0000876	Prbn.g_01776	Syak.g_02375
OG0000877	Prbn.g_01778	Syak.g_02372
OG0000878	Prbn.g_01779	Syak.g_02371
OG0000879	Prbn.g_01780	Syak.g_02370
OG0000880	Prbn.g_01781	Syak.g_02369
OG0000881	Prbn.g_01785	Syak.g_02363
OG0000882	Prbn.g_01790	Syak.g_02358
OG0000883	Prbn.g_01792	Syak.g_02355
OG0000884	Prbn.g_01794	Syak.g_02353
OG0000885	Prbn.g_01795	Syak.g_02352
OG0000886	Prbn.g_01796	Syak.g_02351
OG0000887	Prbn.g_01797	Syak.g_02350
OG0000888	Prbn.g_01799	Syak.g_02348
OG0000889	Prbn.g_01801	Syak.g_02346
OG0000890	Prbn.g_01802	Syak.g_02334
OG0000891	Prbn.g_01803	Syak.g_02333
OG0000892	Prbn.g_01805	Syak.g_02329
OG0000893	Prbn.g_01809	Syak.g_01393
OG0000894	Prbn.g_01812	Syak.g_01390
OG0000895	Prbn.g_01816	Syak.g_01386
OG0000896	Prbn.g_01817	Syak.g_01385
OG0000897	Prbn.g_01819	Syak.g_01383
OG0000898	Prbn.g_01820	Syak.g_01382
OG0000899	Prbn.g_01821	Syak.g_01381
OG0000900	Prbn.g_01822	Syak.g_01380
OG0000901	Prbn.g_01825	Syak.g_01375
OG0000902	Prbn.g_01827	Syak.g_01368
OG0000903	Prbn.g_01831	Syak.g_01353
OG0000904	Prbn.g_01835	Syak.g_01358
OG0000905	Prbn.g_01829	Syak.g_01363
OG0000906	Prbn.g_01828	Syak.g_01366
OG0000907	Prbn.g_01838	Syak.g_01351
OG0000908	Prbn.g_01841	Syak.g_01348
OG0000909	Prbn.g_01842	Syak.g_01347
OG0000910	Prbn.g_01843	Syak.g_01346
OG0000911	Prbn.g_01845	Syak.g_01344
OG0000912	Prbn.g_01846	Syak.g_01343
OG0000913	Prbn.g_01847	Syak.g_01342
OG0000914	Prbn.g_01848	Syak.g_01341
OG0000915	Prbn.g_01849	Syak.g_01339
OG0000916	Prbn.g_01850	Syak.g_01338
OG0000917	Prbn.g_01851	Syak.g_01337
OG0000918	Prbn.g_01852	Syak.g_01336
OG0000919	Prbn.g_01853	Syak.g_01335
OG0000920	Prbn.g_01854	Syak.g_01334
OG0000921	Prbn.g_01855	Syak.g_01333
OG0000922	Prbn.g_01856	Syak.g_01332
OG0000923	Prbn.g_01860	Syak.g_01328
OG0000924	Prbn.g_01861	Syak.g_01327
OG0000925	Prbn.g_01862	Syak.g_01326
OG0000926	Prbn.g_01863	Syak.g_01325
OG0000927	Prbn.g_01865	Syak.g_01323
OG0000928	Prbn.g_01866	Syak.g_01322
OG0000929	Prbn.g_01867	Syak.g_01321
OG0000930	Prbn.g_01868	Syak.g_01320
OG0000931	Prbn.g_01869	Syak.g_01319
OG0000932	Prbn.g_01870	Syak.g_01318
OG0000933	Prbn.g_01874	Syak.g_01312
OG0000934	Prbn.g_01876	Syak.g_01310
OG0000935	Prbn.g_01877	Syak.g_01309
OG0000936	Prbn.g_01878	Syak.g_01308
OG0000937	Prbn.g_01879	Syak.g_01307
OG0000938	Prbn.g_01882	Syak.g_01304
OG0000939	Prbn.g_01883	Syak.g_01303
OG0000940	Prbn.g_01890	Syak.g_01297
OG0000941	Prbn.g_01892	Syak.g_01295
OG0000942	Prbn.g_01894	Syak.g_01293
OG0000943	Prbn.g_01895	Syak.g_01292
OG0000944	Prbn.g_01897	Syak.g_01290
OG0000945	Prbn.g_01898	Syak.g_01288
OG0000946	Prbn.g_01903	Syak.g_01283
OG0000947	Prbn.g_01905	Syak.g_01280
OG0000948	Prbn.g_01906	Syak.g_01279
OG0000949	Prbn.g_01909	Syak.g_01551
OG0000950	Prbn.g_01916	Syak.g_01562
OG0000951	Prbn.g_01920	Syak.g_01569
OG0000952	Prbn.g_01015	Syak.g_01574
OG0000953	Prbn.g_01011	Syak.g_01627
OG0000954	Prbn.g_01007	Syak.g_01633
OG0000955	Prbn.g_01006	Syak.g_01634
OG0000956	Prbn.g_01004	Syak.g_01636
OG0000957	Prbn.g_00998	Syak.g_01648
OG0000958	Prbn.g_00997	Syak.g_01649
OG0000959	Prbn.g_00993	Syak.g_01653
OG0000960	Prbn.g_00992	Syak.g_01654
OG0000961	Prbn.g_00989	Syak.g_01679
OG0000962	Prbn.g_00987	Syak.g_01682
OG0000963	Prbn.g_00983	Syak.g_01687
OG0000964	Prbn.g_00982	Syak.g_01688
OG0000965	Prbn.g_00981	Syak.g_01689
OG0000966	Prbn.g_00975	Syak.g_01711
OG0000967	Prbn.g_00971	Syak.g_01715
OG0000968	Prbn.g_00969	Syak.g_01719
OG0000969	Prbn.g_00968	Syak.g_01721
OG0000970	Prbn.g_00967	Syak.g_01722
OG0000971	Prbn.g_00966	Syak.g_01724
OG0000972	Prbn.g_00965	Syak.g_01725
OG0000973	Prbn.g_00964	Syak.g_01726
OG0000974	Prbn.g_00963	Syak.g_01727
OG0000975	Prbn.g_00962	Syak.g_01728
OG0000976	Prbn.g_00961	Syak.g_01729
OG0000977	Prbn.g_00960	Syak.g_01731
OG0000978	Prbn.g_00959	Syak.g_01732
OG0000979	Prbn.g_00957	Syak.g_01735
OG0000980	Prbn.g_00955	Syak.g_01738
OG0000981	Prbn.g_00952	Syak.g_01741
OG0000982	Prbn.g_00950	Syak.g_01941
OG0000983	Prbn.g_00949	Syak.g_01940
OG0000984	Prbn.g_00948	Syak.g_01939
OG0000985	Prbn.g_00945	Syak.g_01935
OG0000986	Prbn.g_00943	Syak.g_01933
OG0000987	Prbn.g_00942	Syak.g_01931
OG0000988	Prbn.g_00939	Syak.g_01925
OG0000989	Prbn.g_00935	Syak.g_01912
OG0000990	Prbn.g_00931	Syak.g_01900
OG0000991	Prbn.g_00930	Syak.g_01896
OG0000992	Prbn.g_00927	Syak.g_01893
OG0000993	Prbn.g_00926	Syak.g_01892
OG0000994	Prbn.g_00925	Syak.g_01889
OG0000995	Prbn.g_00921	Syak.g_01880
OG0000996	Prbn.g_00920	Syak.g_01839
OG0000997	Prbn.g_00917	Syak.g_01828
OG0000998	Prbn.g_00915	Syak.g_01826
OG0000999	Prbn.g_00914	Syak.g_01825
OG0001000	Prbn.g_00911	Syak.g_01821
OG0001001	Prbn.g_00908	Syak.g_01814
OG0001002	Prbn.g_00291	Syak.g_01807
OG0001003	Prbn.g_00292	Syak.g_01806
OG0001004	Prbn.g_00293	Syak.g_01805
OG0001005	Prbn.g_00294	Syak.g_01804
OG0001006	Prbn.g_00298	Syak.g_01797
OG0001007	Prbn.g_00300	Syak.g_01795
OG0001008	Prbn.g_00676	Syak.g_01190
OG0001009	Prbn.g_00755	Syak.g_01762
OG0001010	Prbn.g_00754	Syak.g_01761
OG0001011	Prbn.g_00752	Syak.g_01759
OG0001012	Prbn.g_00738	Syak.g_01946
OG0001013	Prbn.g_00731	Syak.g_01969
OG0001014	Prbn.g_00728	Syak.g_01975
OG0001015	Prbn.g_00726	Syak.g_01976
OG0001016	Prbn.g_00704	Syak.g_02250
OG0001017	Prbn.g_01343	Syak.g_02244
OG0001018	Prbn.g_01341	Syak.g_02242
OG0001019	Prbn.g_01332	Syak.g_02218
OG0001020	Prbn.g_01331	Syak.g_02214
OG0001021	Prbn.g_01330	Syak.g_02210
OG0001022	Prbn.g_01327	Syak.g_02205
OG0001023	Prbn.g_01326	Syak.g_02204
OG0001024	Prbn.g_01322	Syak.g_02201
OG0001025	Prbn.g_01315	Syak.g_02195
OG0001026	Prbn.g_01306	Syak.g_02182
OG0001027	Prbn.g_01305	Syak.g_02178
OG0001028	Prbn.g_01303	Syak.g_02176
OG0001029	Prbn.g_01302	Syak.g_02174
OG0001030	Prbn.g_01286	Syak.g_02153
OG0001031	Prbn.g_00367	Syak.g_02079
OG0001032	Prbn.g_00366	Syak.g_02077
OG0001033	Prbn.g_00345	Syak.g_02037
OG0001034	Prbn.g_00314	Syak.g_02305
OG0001035	Prbn.g_00021	Syak.g_01422
OG0001036	Prbn.g_00025	Syak.g_01427
OG0001037	Prbn.g_00026	Syak.g_01429
OG0001038	Prbn.g_00045	Syak.g_01457
OG0001039	Prbn.g_00048	Syak.g_01460
OG0001040	Prbn.g_00050	Syak.g_01463
OG0001041	Prbn.g_00055	Syak.g_01468
OG0001042	Prbn.g_00072	Syak.g_01500
OG0001043	Prbn.g_00073	Syak.g_01504
OG0001044	Prbn.g_00104	Syak.g_01247
OG0001045	Prbn.g_00113	Syak.g_01234
OG0001046	Prbn.g_01697	Syak.g_00479
OG0001047	Prbn.g_00674	Syak.g_01188
OG0001048	Prbn.g_00673	Syak.g_01187
OG0001049	Prbn.g_00671	Syak.g_01184
OG0001050	Prbn.g_00670	Syak.g_01183
OG0001051	Prbn.g_00669	Syak.g_01182
OG0001052	Prbn.g_00643	Syak.g_01122
OG0001053	Prbn.g_00631	Syak.g_02577
OG0001054	Prbn.g_00616	Syak.g_02596
OG0001055	Prbn.g_00597	Syak.g_02617
OG0001056	Prbn.g_00580	Syak.g_02645
OG0001057	Prbn.g_00575	Syak.g_00964
OG0001058	Prbn.g_00567	Syak.g_02668
OG0001060	Prbn.g_00557	Syak.g_02677
OG0001061	Prbn.g_00542	Syak.g_02697
OG0001062	Prbn.g_00540	Syak.g_02699
OG0001063	Prbn.g_00538	Syak.g_02704
OG0001064	Prbn.g_00537	Syak.g_02705
OG0001065	Prbn.g_00536	Syak.g_02706
OG0001066	Prbn.g_00535	Syak.g_02707
OG0001067	Prbn.g_00534	Syak.g_02708
OG0001068	Prbn.g_00533	Syak.g_02709
OG0001069	Prbn.g_00532	Syak.g_02710
OG0001070	Prbn.g_00528	Syak.g_02714
OG0001071	Prbn.g_00527	Syak.g_02715
OG0001072	Prbn.g_00525	Syak.g_02721
OG0001073	Prbn.g_00511	Syak.g_02736
OG0001074	Prbn.g_00499	Syak.g_00098
OG0001075	Prbn.g_00498	Syak.g_02760
OG0001076	Prbn.g_00491	Syak.g_00011
OG0001077	Prbn.g_00485	Syak.g_00024
OG0001078	Prbn.g_00427	Syak.g_00036
OG0001079	Prbn.g_00439	Syak.g_00049
OG0001080	Prbn.g_00445	Syak.g_00264
OG0001081	Prbn.g_00447	Syak.g_00327
OG0001082	Prbn.g_00448	Syak.g_00328
OG0001083	Prbn.g_00836	Syak.g_00336
OG0001084	Prbn.g_00837	Syak.g_00337
OG0001085	Prbn.g_01594	Syak.g_00354
OG0001086	Prbn.g_01593	Syak.g_00356
OG0001087	Prbn.g_01575	Syak.g_00691
OG0001088	Prbn.g_01574	Syak.g_00694
OG0001089	Prbn.g_01563	Syak.g_00722
OG0001090	Prbn.g_01553	Syak.g_00806
OG0001091	Prbn.g_00857	Syak.g_00804
OG0001092	Prbn.g_00858	Syak.g_00801
OG0001093	Prbn.g_00863	Syak.g_00794
OG0001094	Prbn.g_00856	Syak.g_00428
OG0001095	Prbn.g_01533	Syak.g_00448
OG0001096	Prbn.g_01519	Syak.g_00623
OG0001097	Prbn.g_01499	Syak.g_00598
OG0001098	Prbn.g_01480	Syak.g_00578
OG0001099	Prbn.g_01925	Syak.g_02175
OG0001100	Prbn.g_01630	Syak.g_00365
OG0001101	Prbn.g_01627	Syak.g_00367
OG0001102	Prbn.g_01624	Syak.g_00370
OG0001103	Prbn.g_01622	Syak.g_00372
OG0001104	Prbn.g_01599	Syak.g_00410
OG0001105	Prbn.g_01595	Syak.g_00414
OG0001106	Prbn.g_01427	Syak.g_00518
OG0001107	Prbn.g_01420	Syak.g_00505
OG0001108	Prbn.g_01416	Syak.g_00497
OG0001109	Prbn.g_01415	Syak.g_00495
OG0001110	Prbn.g_01413	Syak.g_00493
OG0001111	Prbn.g_01412	Syak.g_00491
OG0001112	Prbn.g_01411	Syak.g_00489
OG0001113	Prbn.g_01410	Syak.g_00406
OG0001114	Prbn.g_01409	Syak.g_00488
OG0001115	Prbn.g_01407	Syak.g_00484
OG0001116	Prbn.g_01406	Syak.g_00482
OG0001117	Prbn.g_01405	Syak.g_00481
OG0001118	Prbn.g_01404	Syak.g_00480
OG0001119	Prbn.g_01403	Syak.g_00478
OG0001120	Prbn.g_01401	Syak.g_00474
OG0001123	Prbn.g_01375	Syak.g_00650
OG0001124	Prbn.g_01373	Syak.g_00652
OG0001125	Prbn.g_01371	Syak.g_00654
OG0001126	Prbn.g_01460	Syak.g_00757
