Orthogroup	Prbn	Syaa
OG0000542	Prbn.g_00609	Syaa.g_02021
OG0000543	Prbn.g_00607	Syaa.g_02019
OG0000544	Prbn.g_00606	Syaa.g_02018
OG0000545	Prbn.g_00604	Syaa.g_02016
OG0000546	Prbn.g_00601	Syaa.g_02014
OG0000547	Prbn.g_00599	Syaa.g_02012
OG0000548	Prbn.g_00598	Syaa.g_02011
OG0000549	Prbn.g_00596	Syaa.g_02003
OG0000550	Prbn.g_00592	Syaa.g_01998
OG0000551	Prbn.g_00589	Syaa.g_01993
OG0000552	Prbn.g_00588	Syaa.g_01992
OG0000553	Prbn.g_00587	Syaa.g_01990
OG0000554	Prbn.g_00582	Syaa.g_01979
OG0000555	Prbn.g_00574	Syaa.g_01961
OG0000556	Prbn.g_00572	Syaa.g_01957
OG0000557	Prbn.g_00571	Syaa.g_01955
OG0000558	Prbn.g_00569	Syaa.g_01953
OG0000559	Prbn.g_00565	Syaa.g_01949
OG0000560	Prbn.g_00562	Syaa.g_01946
OG0000561	Prbn.g_00561	Syaa.g_01945
OG0000562	Prbn.g_00560	Syaa.g_01944
OG0000563	Prbn.g_00559	Syaa.g_01943
OG0000564	Prbn.g_00558	Syaa.g_01942
OG0000565	Prbn.g_00556	Syaa.g_01939
OG0000566	Prbn.g_00552	Syaa.g_01935
OG0000567	Prbn.g_00548	Syaa.g_01931
OG0000568	Prbn.g_00547	Syaa.g_01928
OG0000569	Prbn.g_00546	Syaa.g_01925
OG0000570	Prbn.g_00545	Syaa.g_01924
OG0000571	Prbn.g_00543	Syaa.g_01920
OG0000572	Prbn.g_00529	Syaa.g_01904
OG0000573	Prbn.g_00523	Syaa.g_01896
OG0000574	Prbn.g_00522	Syaa.g_01895
OG0000575	Prbn.g_00518	Syaa.g_01891
OG0000576	Prbn.g_00516	Syaa.g_01889
OG0000577	Prbn.g_00515	Syaa.g_01888
OG0000578	Prbn.g_00514	Syaa.g_01887
OG0000579	Prbn.g_00513	Syaa.g_01886
OG0000580	Prbn.g_00512	Syaa.g_01885
OG0000581	Prbn.g_00509	Syaa.g_01879
OG0000582	Prbn.g_00506	Syaa.g_01687
OG0000583	Prbn.g_00505	Syaa.g_01686
OG0000584	Prbn.g_00504	Syaa.g_01685
OG0000585	Prbn.g_00502	Syaa.g_01683
OG0000586	Prbn.g_00501	Syaa.g_01682
OG0000587	Prbn.g_00500	Syaa.g_01680
OG0000588	Prbn.g_00496	Syaa.g_01666
OG0000589	Prbn.g_00494	Syaa.g_01662
OG0000590	Prbn.g_00493	Syaa.g_01661
OG0000591	Prbn.g_00489	Syaa.g_01653
OG0000592	Prbn.g_00488	Syaa.g_01652
OG0000593	Prbn.g_00423	Syaa.g_01638
OG0000594	Prbn.g_00424	Syaa.g_01637
OG0000595	Prbn.g_00425	Syaa.g_01636
OG0000596	Prbn.g_00429	Syaa.g_01630
OG0000597	Prbn.g_00432	Syaa.g_01627
OG0000598	Prbn.g_00433	Syaa.g_01626
OG0000599	Prbn.g_00436	Syaa.g_01623
OG0000600	Prbn.g_00437	Syaa.g_01622
OG0000601	Prbn.g_00438	Syaa.g_01621
OG0000602	Prbn.g_00440	Syaa.g_01616
OG0000603	Prbn.g_00441	Syaa.g_01615
OG0000604	Prbn.g_00442	Syaa.g_01612
OG0000605	Prbn.g_00443	Syaa.g_01447
OG0000606	Prbn.g_00446	Syaa.g_01055
OG0000607	Prbn.g_00449	Syaa.g_01058
OG0000608	Prbn.g_00450	Syaa.g_01059
OG0000609	Prbn.g_00834	Syaa.g_01061
OG0000610	Prbn.g_00840	Syaa.g_01068
OG0000611	Prbn.g_00843	Syaa.g_01071
OG0000612	Prbn.g_00844	Syaa.g_01072
OG0000613	Prbn.g_01591	Syaa.g_00199
OG0000614	Prbn.g_01570	Syaa.g_00906
OG0000615	Prbn.g_01559	Syaa.g_01113
OG0000616	Prbn.g_00905	Syaa.g_02742
OG0000617	Prbn.g_00860	Syaa.g_01244
OG0000618	Prbn.g_00861	Syaa.g_01245
OG0000619	Prbn.g_00862	Syaa.g_01246
OG0000620	Prbn.g_01947	Syaa.g_01259
OG0000621	Prbn.g_01948	Syaa.g_01260
OG0000622	Prbn.g_01949	Syaa.g_01261
OG0000623	Prbn.g_01950	Syaa.g_01262
OG0000624	Prbn.g_01952	Syaa.g_01264
OG0000625	Prbn.g_01345	Syaa.g_01265
OG0000626	Prbn.g_01346	Syaa.g_01266
OG0000627	Prbn.g_01347	Syaa.g_01414
OG0000628	Prbn.g_01348	Syaa.g_01413
OG0000629	Prbn.g_01349	Syaa.g_01410
OG0000630	Prbn.g_01352	Syaa.g_01406
OG0000631	Prbn.g_01445	Syaa.g_01400
OG0000632	Prbn.g_01444	Syaa.g_01399
OG0000633	Prbn.g_01443	Syaa.g_01397
OG0000634	Prbn.g_01550	Syaa.g_01150
OG0000635	Prbn.g_01549	Syaa.g_01151
OG0000636	Prbn.g_01547	Syaa.g_01153
OG0000637	Prbn.g_01545	Syaa.g_01155
OG0000638	Prbn.g_01544	Syaa.g_01156
OG0000639	Prbn.g_01543	Syaa.g_01157
OG0000640	Prbn.g_01542	Syaa.g_01158
OG0000641	Prbn.g_01538	Syaa.g_01162
OG0000642	Prbn.g_01537	Syaa.g_01163
OG0000643	Prbn.g_01536	Syaa.g_01165
OG0000644	Prbn.g_01535	Syaa.g_01166
OG0000645	Prbn.g_01534	Syaa.g_01184
OG0000646	Prbn.g_01532	Syaa.g_01187
OG0000647	Prbn.g_01530	Syaa.g_01189
OG0000648	Prbn.g_01528	Syaa.g_01191
OG0000649	Prbn.g_01527	Syaa.g_01192
OG0000650	Prbn.g_01526	Syaa.g_01193
OG0000651	Prbn.g_01525	Syaa.g_01194
OG0000652	Prbn.g_01524	Syaa.g_01195
OG0000653	Prbn.g_01522	Syaa.g_01197
OG0000654	Prbn.g_01521	Syaa.g_01198
OG0000655	Prbn.g_01520	Syaa.g_01199
OG0000656	Prbn.g_01517	Syaa.g_01202
OG0000657	Prbn.g_01509	Syaa.g_00838
OG0000658	Prbn.g_01507	Syaa.g_00836
OG0000659	Prbn.g_01506	Syaa.g_00835
OG0000660	Prbn.g_01502	Syaa.g_00831
OG0000661	Prbn.g_01500	Syaa.g_00829
OG0000662	Prbn.g_01498	Syaa.g_00827
OG0000663	Prbn.g_01496	Syaa.g_00824
OG0000664	Prbn.g_01495	Syaa.g_00823
OG0000665	Prbn.g_01489	Syaa.g_01442
OG0000666	Prbn.g_01488	Syaa.g_01448
OG0000668	Prbn.g_01930	Syaa.g_01300
OG0000669	Prbn.g_01632	Syaa.g_01084
OG0000670	Prbn.g_01629	Syaa.g_01087
OG0000671	Prbn.g_01626	Syaa.g_01089
OG0000672	Prbn.g_01623	Syaa.g_01092
OG0000673	Prbn.g_01620	Syaa.g_01095
OG0000674	Prbn.g_01618	Syaa.g_01097
OG0000675	Prbn.g_01617	Syaa.g_01098
OG0000676	Prbn.g_01615	Syaa.g_01100
OG0000677	Prbn.g_01614	Syaa.g_01101
OG0000678	Prbn.g_01612	Syaa.g_01106
OG0000679	Prbn.g_01608	Syaa.g_01116
OG0000680	Prbn.g_01607	Syaa.g_01117
OG0000681	Prbn.g_01604	Syaa.g_01120
OG0000682	Prbn.g_01603	Syaa.g_01121
OG0000683	Prbn.g_01602	Syaa.g_01122
OG0000684	Prbn.g_01600	Syaa.g_01132
OG0000685	Prbn.g_01598	Syaa.g_01134
OG0000686	Prbn.g_01597	Syaa.g_01135
OG0000687	Prbn.g_01596	Syaa.g_01136
OG0000688	Prbn.g_00848	Syaa.g_01140
OG0000689	Prbn.g_00849	Syaa.g_01142
OG0000690	Prbn.g_00850	Syaa.g_01143
OG0000691	Prbn.g_00851	Syaa.g_01144
OG0000692	Prbn.g_00853	Syaa.g_01145
OG0000693	Prbn.g_00854	Syaa.g_01146
OG0000694	Prbn.g_00855	Syaa.g_01147
OG0000695	Prbn.g_01441	Syaa.g_01395
OG0000696	Prbn.g_01440	Syaa.g_01394
OG0000697	Prbn.g_01439	Syaa.g_01392
OG0000698	Prbn.g_01436	Syaa.g_01389
OG0000699	Prbn.g_01435	Syaa.g_01387
OG0000700	Prbn.g_01434	Syaa.g_01386
OG0000701	Prbn.g_01433	Syaa.g_01385
OG0000702	Prbn.g_01431	Syaa.g_01376
OG0000703	Prbn.g_01430	Syaa.g_01375
OG0000704	Prbn.g_01428	Syaa.g_01373
OG0000705	Prbn.g_01425	Syaa.g_01365
OG0000706	Prbn.g_01424	Syaa.g_01364
OG0000707	Prbn.g_01423	Syaa.g_01363
OG0000708	Prbn.g_01421	Syaa.g_01360
OG0000709	Prbn.g_01417	Syaa.g_01351
OG0000710	Prbn.g_01414	Syaa.g_01348
OG0000711	Prbn.g_01396	Syaa.g_01320
OG0000712	Prbn.g_01395	Syaa.g_01318
OG0000713	Prbn.g_01394	Syaa.g_01317
OG0000714	Prbn.g_01393	Syaa.g_01315
OG0000715	Prbn.g_01391	Syaa.g_01313
OG0000716	Prbn.g_01389	Syaa.g_01309
OG0000717	Prbn.g_01388	Syaa.g_01308
OG0000718	Prbn.g_01384	Syaa.g_01304
OG0000719	Prbn.g_01382	Syaa.g_01302
OG0000720	Prbn.g_01370	Syaa.g_01289
OG0000721	Prbn.g_01366	Syaa.g_01287
OG0000722	Prbn.g_01365	Syaa.g_01286
OG0000723	Prbn.g_01361	Syaa.g_01268
OG0000724	Prbn.g_01466	Syaa.g_00872
OG0000725	Prbn.g_01472	Syaa.g_00882
OG0000726	Prbn.g_01473	Syaa.g_00883
OG0000727	Prbn.g_01474	Syaa.g_00884
OG0000728	Prbn.g_01476	Syaa.g_00886
OG0000729	Prbn.g_01106	Syaa.g_00100
OG0000730	Prbn.g_01147	Syaa.g_02185
OG0000731	Prbn.g_00111	Syaa.g_02173
OG0000732	Prbn.g_00954	Syaa.g_00054
OG0000733	Prbn.g_01651	Syaa.g_02621
OG0000734	Prbn.g_01173	Syaa.g_02388
OG0000735	Prbn.g_01175	Syaa.g_00754
OG0000736	Prbn.g_01176	Syaa.g_00755
OG0000737	Prbn.g_01177	Syaa.g_00756
OG0000738	Prbn.g_01181	Syaa.g_00761
OG0000739	Prbn.g_01182	Syaa.g_00762
OG0000740	Prbn.g_01183	Syaa.g_00763
OG0000741	Prbn.g_01185	Syaa.g_00766
OG0000742	Prbn.g_01188	Syaa.g_00769
OG0000743	Prbn.g_01190	Syaa.g_00771
OG0000744	Prbn.g_01191	Syaa.g_00772
OG0000745	Prbn.g_01192	Syaa.g_00774
OG0000746	Prbn.g_01194	Syaa.g_00776
OG0000747	Prbn.g_01195	Syaa.g_00777
OG0000748	Prbn.g_01199	Syaa.g_00787
OG0000749	Prbn.g_01200	Syaa.g_00789
OG0000750	Prbn.g_01201	Syaa.g_00790
OG0000751	Prbn.g_01204	Syaa.g_00797
OG0000752	Prbn.g_01206	Syaa.g_00799
OG0000753	Prbn.g_01208	Syaa.g_00802
OG0000754	Prbn.g_01211	Syaa.g_01025
OG0000755	Prbn.g_00390	Syaa.g_01005
OG0000756	Prbn.g_00391	Syaa.g_01004
OG0000757	Prbn.g_00398	Syaa.g_00996
OG0000758	Prbn.g_00399	Syaa.g_00995
OG0000759	Prbn.g_00400	Syaa.g_00994
OG0000760	Prbn.g_00401	Syaa.g_00993
OG0000761	Prbn.g_00402	Syaa.g_00992
OG0000762	Prbn.g_00403	Syaa.g_00988
OG0000763	Prbn.g_00405	Syaa.g_00986
OG0000764	Prbn.g_00406	Syaa.g_00985
OG0000765	Prbn.g_00414	Syaa.g_00968
OG0000766	Prbn.g_00415	Syaa.g_00967
OG0000767	Prbn.g_00417	Syaa.g_00965
OG0000768	Prbn.g_00418	Syaa.g_00964
OG0000769	Prbn.g_00420	Syaa.g_00962
OG0000770	Prbn.g_00483	Syaa.g_00959
OG0000771	Prbn.g_00886	Syaa.g_00866
OG0000772	Prbn.g_01671	Syaa.g_01526
OG0000773	Prbn.g_01093	Syaa.g_00749
OG0000774	Prbn.g_01091	Syaa.g_00745
OG0000775	Prbn.g_01089	Syaa.g_00742
OG0000776	Prbn.g_01088	Syaa.g_00741
OG0000777	Prbn.g_01087	Syaa.g_00740
OG0000778	Prbn.g_01086	Syaa.g_00739
OG0000779	Prbn.g_01082	Syaa.g_00733
OG0000780	Prbn.g_01081	Syaa.g_00730
OG0000781	Prbn.g_01077	Syaa.g_00726
OG0000782	Prbn.g_01076	Syaa.g_00725
OG0000783	Prbn.g_01075	Syaa.g_00724
OG0000784	Prbn.g_01074	Syaa.g_00723
OG0000785	Prbn.g_01072	Syaa.g_00721
OG0000786	Prbn.g_01069	Syaa.g_01875
OG0000787	Prbn.g_01068	Syaa.g_01876
OG0000788	Prbn.g_00615	Syaa.g_01620
OG0000789	Prbn.g_00883	Syaa.g_01434
OG0000790	Prbn.g_00155	Syaa.g_02064
OG0000791	Prbn.g_00157	Syaa.g_02066
OG0000792	Prbn.g_00158	Syaa.g_02067
OG0000793	Prbn.g_00161	Syaa.g_02072
OG0000794	Prbn.g_00162	Syaa.g_02073
OG0000795	Prbn.g_00163	Syaa.g_02074
OG0000796	Prbn.g_00167	Syaa.g_02078
OG0000797	Prbn.g_00168	Syaa.g_02079
OG0000798	Prbn.g_01055	Syaa.g_00494
OG0000799	Prbn.g_00195	Syaa.g_01743
OG0000800	Prbn.g_00196	Syaa.g_01747
OG0000801	Prbn.g_00197	Syaa.g_01748
OG0000802	Prbn.g_00199	Syaa.g_01753
OG0000803	Prbn.g_00201	Syaa.g_01758
OG0000804	Prbn.g_00202	Syaa.g_01761
OG0000805	Prbn.g_00204	Syaa.g_01763
OG0000806	Prbn.g_00206	Syaa.g_01765
OG0000807	Prbn.g_00207	Syaa.g_01767
OG0000808	Prbn.g_00208	Syaa.g_01768
OG0000809	Prbn.g_00210	Syaa.g_01771
OG0000810	Prbn.g_00211	Syaa.g_01772
OG0000811	Prbn.g_00215	Syaa.g_01778
OG0000812	Prbn.g_00217	Syaa.g_01780
OG0000813	Prbn.g_00218	Syaa.g_01781
OG0000814	Prbn.g_00220	Syaa.g_01783
OG0000815	Prbn.g_00221	Syaa.g_01784
OG0000816	Prbn.g_00223	Syaa.g_01785
OG0000817	Prbn.g_00224	Syaa.g_01786
OG0000818	Prbn.g_00229	Syaa.g_01792
OG0000819	Prbn.g_00230	Syaa.g_01793
OG0000820	Prbn.g_00231	Syaa.g_01794
OG0000821	Prbn.g_00235	Syaa.g_01800
OG0000822	Prbn.g_00236	Syaa.g_01802
OG0000823	Prbn.g_00237	Syaa.g_01803
OG0000824	Prbn.g_00240	Syaa.g_01807
OG0000825	Prbn.g_00241	Syaa.g_01808
OG0000826	Prbn.g_00242	Syaa.g_01809
OG0000827	Prbn.g_00243	Syaa.g_01810
OG0000828	Prbn.g_00246	Syaa.g_01813
OG0000829	Prbn.g_00247	Syaa.g_01814
OG0000830	Prbn.g_00248	Syaa.g_01815
OG0000831	Prbn.g_00250	Syaa.g_01817
OG0000832	Prbn.g_00260	Syaa.g_00627
OG0000833	Prbn.g_00269	Syaa.g_00611
OG0000834	Prbn.g_00270	Syaa.g_00608
OG0000835	Prbn.g_00271	Syaa.g_00607
OG0000836	Prbn.g_00272	Syaa.g_00603
OG0000837	Prbn.g_00273	Syaa.g_00601
OG0000838	Prbn.g_00275	Syaa.g_00597
OG0000839	Prbn.g_00276	Syaa.g_00596
OG0000840	Prbn.g_00277	Syaa.g_00595
OG0000841	Prbn.g_00278	Syaa.g_00594
OG0000842	Prbn.g_00279	Syaa.g_00593
OG0000843	Prbn.g_00280	Syaa.g_00592
OG0000844	Prbn.g_00281	Syaa.g_00590
OG0000845	Prbn.g_00282	Syaa.g_00589
OG0000846	Prbn.g_00283	Syaa.g_00588
OG0000847	Prbn.g_00284	Syaa.g_00587
OG0000848	Prbn.g_00285	Syaa.g_00585
OG0000849	Prbn.g_00286	Syaa.g_00584
OG0000850	Prbn.g_00288	Syaa.g_00582
OG0000851	Prbn.g_00289	Syaa.g_00577
OG0000852	Prbn.g_00904	Syaa.g_00576
OG0000853	Prbn.g_00898	Syaa.g_00572
OG0000854	Prbn.g_00896	Syaa.g_00570
OG0000855	Prbn.g_00895	Syaa.g_00569
OG0000856	Prbn.g_00486	Syaa.g_01650
OG0000857	Prbn.g_01531	Syaa.g_01188
OG0000858	Prbn.g_01738	Syaa.g_00563
OG0000859	Prbn.g_01739	Syaa.g_00562
OG0000860	Prbn.g_01747	Syaa.g_00549
OG0000861	Prbn.g_01748	Syaa.g_00548
OG0000862	Prbn.g_01749	Syaa.g_00547
OG0000863	Prbn.g_01751	Syaa.g_00543
OG0000864	Prbn.g_01752	Syaa.g_00542
OG0000865	Prbn.g_01753	Syaa.g_00541
OG0000866	Prbn.g_01754	Syaa.g_00540
OG0000867	Prbn.g_01755	Syaa.g_00539
OG0000868	Prbn.g_01757	Syaa.g_00536
OG0000869	Prbn.g_01760	Syaa.g_00531
OG0000870	Prbn.g_01765	Syaa.g_00526
OG0000871	Prbn.g_01766	Syaa.g_00525
OG0000872	Prbn.g_01767	Syaa.g_00511
OG0000873	Prbn.g_01771	Syaa.g_00497
OG0000874	Prbn.g_01774	Syaa.g_00519
OG0000875	Prbn.g_01775	Syaa.g_00438
OG0000876	Prbn.g_01776	Syaa.g_00682
OG0000877	Prbn.g_01778	Syaa.g_00679
OG0000878	Prbn.g_01779	Syaa.g_00678
OG0000879	Prbn.g_01780	Syaa.g_00677
OG0000880	Prbn.g_01781	Syaa.g_00676
OG0000881	Prbn.g_01785	Syaa.g_00671
OG0000882	Prbn.g_01790	Syaa.g_00666
OG0000883	Prbn.g_01792	Syaa.g_00661
OG0000884	Prbn.g_01794	Syaa.g_00659
OG0000885	Prbn.g_01795	Syaa.g_00658
OG0000886	Prbn.g_01796	Syaa.g_00657
OG0000887	Prbn.g_01797	Syaa.g_00656
OG0000888	Prbn.g_01799	Syaa.g_00654
OG0000889	Prbn.g_01801	Syaa.g_00652
OG0000890	Prbn.g_01802	Syaa.g_00644
OG0000891	Prbn.g_01803	Syaa.g_00643
OG0000892	Prbn.g_01805	Syaa.g_00640
OG0000893	Prbn.g_01809	Syaa.g_02352
OG0000894	Prbn.g_01812	Syaa.g_02349
OG0000895	Prbn.g_01816	Syaa.g_02345
OG0000896	Prbn.g_01817	Syaa.g_02344
OG0000897	Prbn.g_01819	Syaa.g_02342
OG0000898	Prbn.g_01820	Syaa.g_02341
OG0000899	Prbn.g_01821	Syaa.g_02340
OG0000900	Prbn.g_01822	Syaa.g_02339
OG0000901	Prbn.g_01825	Syaa.g_02334
OG0000902	Prbn.g_01827	Syaa.g_02332
OG0000903	Prbn.g_01831	Syaa.g_02313
OG0000904	Prbn.g_01835	Syaa.g_02318
OG0000905	Prbn.g_01829	Syaa.g_02324
OG0000906	Prbn.g_01828	Syaa.g_02327
OG0000907	Prbn.g_01838	Syaa.g_02295
OG0000908	Prbn.g_01841	Syaa.g_02292
OG0000909	Prbn.g_01842	Syaa.g_02291
OG0000910	Prbn.g_01843	Syaa.g_02290
OG0000911	Prbn.g_01845	Syaa.g_02288
OG0000912	Prbn.g_01846	Syaa.g_02287
OG0000913	Prbn.g_01847	Syaa.g_02286
OG0000914	Prbn.g_01848	Syaa.g_02285
OG0000915	Prbn.g_01849	Syaa.g_02283
OG0000916	Prbn.g_01850	Syaa.g_02282
OG0000917	Prbn.g_01851	Syaa.g_02281
OG0000918	Prbn.g_01852	Syaa.g_02280
OG0000919	Prbn.g_01853	Syaa.g_02279
OG0000920	Prbn.g_01854	Syaa.g_02278
OG0000921	Prbn.g_01855	Syaa.g_02277
OG0000922	Prbn.g_01856	Syaa.g_02276
OG0000923	Prbn.g_01860	Syaa.g_02272
OG0000924	Prbn.g_01861	Syaa.g_02271
OG0000925	Prbn.g_01862	Syaa.g_02270
OG0000926	Prbn.g_01863	Syaa.g_02269
OG0000927	Prbn.g_01865	Syaa.g_02267
OG0000928	Prbn.g_01866	Syaa.g_02266
OG0000929	Prbn.g_01867	Syaa.g_02265
OG0000930	Prbn.g_01868	Syaa.g_02264
OG0000931	Prbn.g_01869	Syaa.g_02263
OG0000932	Prbn.g_01870	Syaa.g_02262
OG0000933	Prbn.g_01874	Syaa.g_02256
OG0000934	Prbn.g_01876	Syaa.g_02254
OG0000935	Prbn.g_01877	Syaa.g_02253
OG0000936	Prbn.g_01878	Syaa.g_02252
OG0000937	Prbn.g_01879	Syaa.g_02251
OG0000938	Prbn.g_01882	Syaa.g_02248
OG0000939	Prbn.g_01883	Syaa.g_02247
OG0000940	Prbn.g_01890	Syaa.g_02240
OG0000941	Prbn.g_01892	Syaa.g_02238
OG0000942	Prbn.g_01894	Syaa.g_02236
OG0000943	Prbn.g_01895	Syaa.g_02235
OG0000944	Prbn.g_01897	Syaa.g_02233
OG0000945	Prbn.g_01898	Syaa.g_02231
OG0000946	Prbn.g_01903	Syaa.g_02225
OG0000947	Prbn.g_01905	Syaa.g_02222
OG0000948	Prbn.g_01906	Syaa.g_02221
OG0000949	Prbn.g_01909	Syaa.g_00172
OG0000950	Prbn.g_01916	Syaa.g_00159
OG0000951	Prbn.g_01920	Syaa.g_00153
OG0000952	Prbn.g_01015	Syaa.g_00149
OG0000953	Prbn.g_01011	Syaa.g_00143
OG0000954	Prbn.g_01007	Syaa.g_00138
OG0000955	Prbn.g_01006	Syaa.g_00137
OG0000956	Prbn.g_01004	Syaa.g_00135
OG0000957	Prbn.g_00998	Syaa.g_00125
OG0000958	Prbn.g_00997	Syaa.g_00124
OG0000959	Prbn.g_00993	Syaa.g_00120
OG0000960	Prbn.g_00992	Syaa.g_00119
OG0000961	Prbn.g_00989	Syaa.g_00106
OG0000962	Prbn.g_00987	Syaa.g_00102
OG0000963	Prbn.g_00983	Syaa.g_00097
OG0000964	Prbn.g_00982	Syaa.g_00096
OG0000965	Prbn.g_00981	Syaa.g_00095
OG0000966	Prbn.g_00975	Syaa.g_00083
OG0000967	Prbn.g_00971	Syaa.g_00074
OG0000968	Prbn.g_00969	Syaa.g_00078
OG0000969	Prbn.g_00968	Syaa.g_00077
OG0000970	Prbn.g_00967	Syaa.g_00076
OG0000971	Prbn.g_00966	Syaa.g_00069
OG0000972	Prbn.g_00965	Syaa.g_00068
OG0000973	Prbn.g_00964	Syaa.g_00067
OG0000974	Prbn.g_00963	Syaa.g_00066
OG0000975	Prbn.g_00962	Syaa.g_00065
OG0000976	Prbn.g_00961	Syaa.g_00064
OG0000977	Prbn.g_00960	Syaa.g_00062
OG0000978	Prbn.g_00959	Syaa.g_00061
OG0000979	Prbn.g_00957	Syaa.g_00058
OG0000980	Prbn.g_00955	Syaa.g_00055
OG0000981	Prbn.g_00952	Syaa.g_00052
OG0000982	Prbn.g_00950	Syaa.g_02593
OG0000983	Prbn.g_00949	Syaa.g_02594
OG0000984	Prbn.g_00948	Syaa.g_02595
OG0000985	Prbn.g_00945	Syaa.g_02597
OG0000986	Prbn.g_00943	Syaa.g_02601
OG0000987	Prbn.g_00942	Syaa.g_02603
OG0000988	Prbn.g_00939	Syaa.g_02608
OG0000989	Prbn.g_00935	Syaa.g_02616
OG0000990	Prbn.g_00931	Syaa.g_02647
OG0000991	Prbn.g_00930	Syaa.g_02650
OG0000992	Prbn.g_00927	Syaa.g_02653
OG0000993	Prbn.g_00926	Syaa.g_02654
OG0000994	Prbn.g_00925	Syaa.g_02657
OG0000995	Prbn.g_00921	Syaa.g_02662
OG0000996	Prbn.g_00920	Syaa.g_02705
OG0000997	Prbn.g_00917	Syaa.g_02725
OG0000998	Prbn.g_00915	Syaa.g_02727
OG0000999	Prbn.g_00914	Syaa.g_02728
OG0001000	Prbn.g_00911	Syaa.g_02732
OG0001001	Prbn.g_00908	Syaa.g_02738
OG0001002	Prbn.g_00291	Syaa.g_02745
OG0001003	Prbn.g_00292	Syaa.g_02747
OG0001004	Prbn.g_00293	Syaa.g_02748
OG0001005	Prbn.g_00294	Syaa.g_02749
OG0001006	Prbn.g_00298	Syaa.g_02756
OG0001007	Prbn.g_00300	Syaa.g_02758
OG0001008	Prbn.g_00676	Syaa.g_00704
OG0001009	Prbn.g_00755	Syaa.g_00034
OG0001010	Prbn.g_00754	Syaa.g_00035
OG0001011	Prbn.g_00752	Syaa.g_00037
OG0001012	Prbn.g_00738	Syaa.g_02589
OG0001013	Prbn.g_00731	Syaa.g_02576
OG0001014	Prbn.g_00728	Syaa.g_02572
OG0001015	Prbn.g_00726	Syaa.g_02571
OG0001016	Prbn.g_00704	Syaa.g_00348
OG0001017	Prbn.g_01343	Syaa.g_00342
OG0001018	Prbn.g_01341	Syaa.g_00340
OG0001019	Prbn.g_01332	Syaa.g_00323
OG0001020	Prbn.g_01331	Syaa.g_02355
OG0001021	Prbn.g_01330	Syaa.g_02359
OG0001022	Prbn.g_01327	Syaa.g_02365
OG0001023	Prbn.g_01326	Syaa.g_02366
OG0001024	Prbn.g_01322	Syaa.g_02370
OG0001025	Prbn.g_01315	Syaa.g_02377
OG0001026	Prbn.g_01306	Syaa.g_02390
OG0001027	Prbn.g_01305	Syaa.g_02397
OG0001028	Prbn.g_01303	Syaa.g_02399
OG0001029	Prbn.g_01302	Syaa.g_02401
OG0001030	Prbn.g_01286	Syaa.g_02422
OG0001031	Prbn.g_00367	Syaa.g_02500
OG0001032	Prbn.g_00366	Syaa.g_02502
OG0001033	Prbn.g_00345	Syaa.g_02539
OG0001034	Prbn.g_00314	Syaa.g_02108
OG0001035	Prbn.g_00021	Syaa.g_00298
OG0001036	Prbn.g_00025	Syaa.g_00293
OG0001037	Prbn.g_00026	Syaa.g_00291
OG0001038	Prbn.g_00045	Syaa.g_00264
OG0001039	Prbn.g_00048	Syaa.g_00261
OG0001040	Prbn.g_00050	Syaa.g_00258
OG0001041	Prbn.g_00055	Syaa.g_00253
OG0001042	Prbn.g_00072	Syaa.g_00227
OG0001043	Prbn.g_00073	Syaa.g_00223
OG0001044	Prbn.g_00104	Syaa.g_02183
OG0001045	Prbn.g_00113	Syaa.g_02170
OG0001046	Prbn.g_01697	Syaa.g_01332
OG0001047	Prbn.g_00674	Syaa.g_00706
OG0001048	Prbn.g_00673	Syaa.g_00707
OG0001049	Prbn.g_00671	Syaa.g_00710
OG0001050	Prbn.g_00670	Syaa.g_00711
OG0001051	Prbn.g_00669	Syaa.g_00712
OG0001052	Prbn.g_00643	Syaa.g_01846
OG0001053	Prbn.g_00631	Syaa.g_02048
OG0001054	Prbn.g_00616	Syaa.g_02031
OG0001055	Prbn.g_00597	Syaa.g_02010
OG0001056	Prbn.g_00580	Syaa.g_01975
OG0001057	Prbn.g_00575	Syaa.g_01966
OG0001058	Prbn.g_00567	Syaa.g_01951
OG0001059	Prbn.g_00563	Syaa.g_01947
OG0001060	Prbn.g_00557	Syaa.g_01941
OG0001061	Prbn.g_00542	Syaa.g_01919
OG0001062	Prbn.g_00540	Syaa.g_01917
OG0001063	Prbn.g_00538	Syaa.g_01912
OG0001064	Prbn.g_00537	Syaa.g_01911
OG0001065	Prbn.g_00536	Syaa.g_01910
OG0001066	Prbn.g_00535	Syaa.g_01909
OG0001067	Prbn.g_00534	Syaa.g_01908
OG0001068	Prbn.g_00533	Syaa.g_01907
OG0001069	Prbn.g_00532	Syaa.g_01906
OG0001070	Prbn.g_00528	Syaa.g_01903
OG0001071	Prbn.g_00527	Syaa.g_01902
OG0001072	Prbn.g_00525	Syaa.g_01898
OG0001073	Prbn.g_00511	Syaa.g_01884
OG0001074	Prbn.g_00499	Syaa.g_01678
OG0001075	Prbn.g_00498	Syaa.g_01676
OG0001076	Prbn.g_00491	Syaa.g_01659
OG0001077	Prbn.g_00485	Syaa.g_01647
OG0001078	Prbn.g_00427	Syaa.g_01632
OG0001079	Prbn.g_00439	Syaa.g_01619
