Orthogroup	Prbn	Prbl
OG0000546	Prbn.g_00601	Prbl.g_00794
OG0000547	Prbn.g_00599	Prbl.g_00792
OG0000548	Prbn.g_00598	Prbl.g_00791
OG0000549	Prbn.g_00596	Prbl.g_00785
OG0000550	Prbn.g_00592	Prbl.g_00780
OG0000551	Prbn.g_00589	Prbl.g_00776
OG0000552	Prbn.g_00588	Prbl.g_00775
OG0000553	Prbn.g_00587	Prbl.g_00770
OG0000554	Prbn.g_00582	Prbl.g_00765
OG0000555	Prbn.g_00574	Prbl.g_00747
OG0000556	Prbn.g_00572	Prbl.g_02645
OG0000557	Prbn.g_00571	Prbl.g_01878
OG0000558	Prbn.g_00569	Prbl.g_01881
OG0000559	Prbn.g_00565	Prbl.g_01885
OG0000560	Prbn.g_00562	Prbl.g_01888
OG0000561	Prbn.g_00561	Prbl.g_01889
OG0000562	Prbn.g_00560	Prbl.g_01890
OG0000563	Prbn.g_00559	Prbl.g_01891
OG0000564	Prbn.g_00558	Prbl.g_01892
OG0000565	Prbn.g_00556	Prbl.g_01895
OG0000566	Prbn.g_00552	Prbl.g_01899
OG0000567	Prbn.g_00548	Prbl.g_01903
OG0000568	Prbn.g_00547	Prbl.g_01905
OG0000569	Prbn.g_00546	Prbl.g_01801
OG0000570	Prbn.g_00545	Prbl.g_01800
OG0000571	Prbn.g_00543	Prbl.g_01797
OG0000572	Prbn.g_00529	Prbl.g_01781
OG0000573	Prbn.g_00523	Prbl.g_01774
OG0000574	Prbn.g_00522	Prbl.g_01773
OG0000575	Prbn.g_00518	Prbl.g_01764
OG0000576	Prbn.g_00516	Prbl.g_01762
OG0000577	Prbn.g_00515	Prbl.g_01761
OG0000578	Prbn.g_00514	Prbl.g_01760
OG0000579	Prbn.g_00513	Prbl.g_01759
OG0000580	Prbn.g_00512	Prbl.g_01758
OG0000581	Prbn.g_00509	Prbl.g_01754
OG0000582	Prbn.g_00506	Prbl.g_01750
OG0000583	Prbn.g_00505	Prbl.g_01749
OG0000584	Prbn.g_00504	Prbl.g_01748
OG0000585	Prbn.g_00502	Prbl.g_01746
OG0000586	Prbn.g_00501	Prbl.g_01744
OG0000587	Prbn.g_00500	Prbl.g_01742
OG0000588	Prbn.g_00496	Prbl.g_01613
OG0000589	Prbn.g_00494	Prbl.g_01616
OG0000590	Prbn.g_00493	Prbl.g_01617
OG0000591	Prbn.g_00489	Prbl.g_01624
OG0000592	Prbn.g_00488	Prbl.g_01625
OG0000593	Prbn.g_00423	Prbl.g_01635
OG0000594	Prbn.g_00424	Prbl.g_01636
OG0000595	Prbn.g_00425	Prbl.g_01637
OG0000596	Prbn.g_00429	Prbl.g_01642
OG0000597	Prbn.g_00432	Prbl.g_01645
OG0000598	Prbn.g_00433	Prbl.g_01646
OG0000599	Prbn.g_00436	Prbl.g_01656
OG0000600	Prbn.g_00437	Prbl.g_01657
OG0000601	Prbn.g_00438	Prbl.g_01658
OG0000602	Prbn.g_00440	Prbl.g_01662
OG0000603	Prbn.g_00441	Prbl.g_01663
OG0000604	Prbn.g_00442	Prbl.g_01664
OG0000605	Prbn.g_00443	Prbl.g_01043
OG0000606	Prbn.g_00446	Prbl.g_01032
OG0000607	Prbn.g_00449	Prbl.g_01412
OG0000608	Prbn.g_00450	Prbl.g_01411
OG0000609	Prbn.g_00834	Prbl.g_01409
OG0000610	Prbn.g_00840	Prbl.g_01401
OG0000611	Prbn.g_00843	Prbl.g_01398
OG0000612	Prbn.g_00844	Prbl.g_01397
OG0000613	Prbn.g_01591	Prbl.g_00891
OG0000614	Prbn.g_01570	Prbl.g_01872
OG0000615	Prbn.g_01559	Prbl.g_02373
OG0000616	Prbn.g_00905	Prbl.g_02137
OG0000617	Prbn.g_00860	Prbl.g_02561
OG0000618	Prbn.g_00861	Prbl.g_02560
OG0000619	Prbn.g_00862	Prbl.g_02559
OG0000620	Prbn.g_01947	Prbl.g_02555
OG0000621	Prbn.g_01948	Prbl.g_02554
OG0000622	Prbn.g_01949	Prbl.g_02553
OG0000623	Prbn.g_01950	Prbl.g_02552
OG0000624	Prbn.g_01952	Prbl.g_02551
OG0000625	Prbn.g_01345	Prbl.g_02550
OG0000626	Prbn.g_01346	Prbl.g_02549
OG0000627	Prbn.g_01347	Prbl.g_02426
OG0000628	Prbn.g_01348	Prbl.g_02427
OG0000629	Prbn.g_01349	Prbl.g_02430
OG0000630	Prbn.g_01352	Prbl.g_02434
OG0000631	Prbn.g_01445	Prbl.g_02440
OG0000632	Prbn.g_01444	Prbl.g_02441
OG0000633	Prbn.g_01443	Prbl.g_02442
OG0000634	Prbn.g_01550	Prbl.g_02339
OG0000635	Prbn.g_01549	Prbl.g_02338
OG0000636	Prbn.g_01547	Prbl.g_02336
OG0000637	Prbn.g_01545	Prbl.g_02334
OG0000638	Prbn.g_01544	Prbl.g_02333
OG0000639	Prbn.g_01543	Prbl.g_02332
OG0000640	Prbn.g_01542	Prbl.g_02331
OG0000641	Prbn.g_01538	Prbl.g_02327
OG0000642	Prbn.g_01537	Prbl.g_02326
OG0000643	Prbn.g_01536	Prbl.g_02325
OG0000644	Prbn.g_01535	Prbl.g_02324
OG0000645	Prbn.g_01534	Prbl.g_02323
OG0000646	Prbn.g_01532	Prbl.g_02320
OG0000647	Prbn.g_01530	Prbl.g_02317
OG0000648	Prbn.g_01528	Prbl.g_02315
OG0000649	Prbn.g_01527	Prbl.g_02314
OG0000650	Prbn.g_01526	Prbl.g_02313
OG0000651	Prbn.g_01525	Prbl.g_02312
OG0000652	Prbn.g_01524	Prbl.g_02311
OG0000653	Prbn.g_01522	Prbl.g_02309
OG0000654	Prbn.g_01521	Prbl.g_02308
OG0000655	Prbn.g_01520	Prbl.g_02307
OG0000656	Prbn.g_01517	Prbl.g_02304
OG0000657	Prbn.g_01509	Prbl.g_01540
OG0000658	Prbn.g_01507	Prbl.g_01542
OG0000659	Prbn.g_01506	Prbl.g_01543
OG0000660	Prbn.g_01502	Prbl.g_01547
OG0000661	Prbn.g_01500	Prbl.g_01549
OG0000662	Prbn.g_01498	Prbl.g_01551
OG0000663	Prbn.g_01496	Prbl.g_01554
OG0000664	Prbn.g_01495	Prbl.g_01555
OG0000665	Prbn.g_01489	Prbl.g_01568
OG0000666	Prbn.g_01488	Prbl.g_01571
OG0000667	Prbn.g_01484	Prbl.g_01579
OG0000668	Prbn.g_01930	Prbl.g_02530
OG0000669	Prbn.g_01632	Prbl.g_01588
OG0000670	Prbn.g_01629	Prbl.g_01078
OG0000671	Prbn.g_01626	Prbl.g_02412
OG0000672	Prbn.g_01623	Prbl.g_02409
OG0000673	Prbn.g_01620	Prbl.g_02406
OG0000674	Prbn.g_01618	Prbl.g_02404
OG0000675	Prbn.g_01617	Prbl.g_02403
OG0000676	Prbn.g_01615	Prbl.g_02395
OG0000677	Prbn.g_01614	Prbl.g_02393
OG0000678	Prbn.g_01612	Prbl.g_02388
OG0000679	Prbn.g_01608	Prbl.g_02368
OG0000680	Prbn.g_01607	Prbl.g_02367
OG0000681	Prbn.g_01604	Prbl.g_02365
OG0000682	Prbn.g_01603	Prbl.g_02364
OG0000683	Prbn.g_01602	Prbl.g_02363
OG0000684	Prbn.g_01600	Prbl.g_02350
OG0000685	Prbn.g_01598	Prbl.g_02352
OG0000686	Prbn.g_01597	Prbl.g_02353
OG0000687	Prbn.g_01596	Prbl.g_02354
OG0000688	Prbn.g_00848	Prbl.g_02348
OG0000689	Prbn.g_00849	Prbl.g_02347
OG0000690	Prbn.g_00850	Prbl.g_02346
OG0000691	Prbn.g_00851	Prbl.g_02345
OG0000692	Prbn.g_00853	Prbl.g_02344
OG0000693	Prbn.g_00854	Prbl.g_02343
OG0000694	Prbn.g_00855	Prbl.g_02342
OG0000695	Prbn.g_01441	Prbl.g_02444
OG0000696	Prbn.g_01440	Prbl.g_02445
OG0000697	Prbn.g_01439	Prbl.g_02447
OG0000698	Prbn.g_01436	Prbl.g_02450
OG0000699	Prbn.g_01435	Prbl.g_02452
OG0000700	Prbn.g_01434	Prbl.g_02453
OG0000701	Prbn.g_01433	Prbl.g_02454
OG0000702	Prbn.g_01431	Prbl.g_02462
OG0000703	Prbn.g_01430	Prbl.g_02463
OG0000704	Prbn.g_01428	Prbl.g_02465
OG0000705	Prbn.g_01425	Prbl.g_02471
OG0000706	Prbn.g_01424	Prbl.g_02472
OG0000707	Prbn.g_01423	Prbl.g_02473
OG0000708	Prbn.g_01421	Prbl.g_02475
OG0000709	Prbn.g_01417	Prbl.g_02482
OG0000710	Prbn.g_01414	Prbl.g_02486
OG0000711	Prbn.g_01396	Prbl.g_02508
OG0000712	Prbn.g_01395	Prbl.g_02509
OG0000713	Prbn.g_01394	Prbl.g_02510
OG0000714	Prbn.g_01393	Prbl.g_02514
OG0000715	Prbn.g_01391	Prbl.g_02516
OG0000716	Prbn.g_01389	Prbl.g_02520
OG0000717	Prbn.g_01388	Prbl.g_02521
OG0000718	Prbn.g_01384	Prbl.g_02526
OG0000719	Prbn.g_01382	Prbl.g_02528
OG0000720	Prbn.g_01370	Prbl.g_02541
OG0000721	Prbn.g_01366	Prbl.g_02542
OG0000722	Prbn.g_01365	Prbl.g_02543
OG0000723	Prbn.g_01361	Prbl.g_02547
OG0000724	Prbn.g_01466	Prbl.g_00932
OG0000725	Prbn.g_01472	Prbl.g_00925
OG0000726	Prbn.g_01473	Prbl.g_00924
OG0000727	Prbn.g_01474	Prbl.g_00923
OG0000728	Prbn.g_01476	Prbl.g_00922
OG0000729	Prbn.g_01106	Prbl.g_02062
OG0000730	Prbn.g_01147	Prbl.g_01199
OG0000731	Prbn.g_00111	Prbl.g_01208
OG0000732	Prbn.g_00954	Prbl.g_01993
OG0000733	Prbn.g_01651	Prbl.g_02197
OG0000734	Prbn.g_01173	Prbl.g_00545
OG0000735	Prbn.g_01175	Prbl.g_02066
OG0000736	Prbn.g_01176	Prbl.g_02067
OG0000737	Prbn.g_01177	Prbl.g_02068
OG0000738	Prbn.g_01181	Prbl.g_02075
OG0000739	Prbn.g_01182	Prbl.g_02077
OG0000740	Prbn.g_01183	Prbl.g_02078
OG0000741	Prbn.g_01185	Prbl.g_02081
OG0000742	Prbn.g_01188	Prbl.g_02083
OG0000743	Prbn.g_01190	Prbl.g_02085
OG0000744	Prbn.g_01191	Prbl.g_02086
OG0000745	Prbn.g_01192	Prbl.g_02088
OG0000746	Prbn.g_01194	Prbl.g_02090
OG0000747	Prbn.g_01195	Prbl.g_02091
OG0000748	Prbn.g_01199	Prbl.g_02103
OG0000749	Prbn.g_01200	Prbl.g_02104
OG0000750	Prbn.g_01201	Prbl.g_02105
OG0000751	Prbn.g_01204	Prbl.g_00179
OG0000752	Prbn.g_01206	Prbl.g_00181
OG0000753	Prbn.g_01208	Prbl.g_00184
OG0000754	Prbn.g_01211	Prbl.g_01379
OG0000755	Prbn.g_00390	Prbl.g_01120
OG0000756	Prbn.g_00391	Prbl.g_01119
OG0000757	Prbn.g_00398	Prbl.g_01112
OG0000758	Prbn.g_00399	Prbl.g_01111
OG0000759	Prbn.g_00400	Prbl.g_01110
OG0000760	Prbn.g_00401	Prbl.g_01109
OG0000761	Prbn.g_00402	Prbl.g_01108
OG0000762	Prbn.g_00403	Prbl.g_01377
OG0000763	Prbn.g_00405	Prbl.g_01375
OG0000764	Prbn.g_00406	Prbl.g_01374
OG0000765	Prbn.g_00414	Prbl.g_02590
OG0000766	Prbn.g_00415	Prbl.g_02591
OG0000767	Prbn.g_00417	Prbl.g_02593
OG0000768	Prbn.g_00418	Prbl.g_02594
OG0000769	Prbn.g_00420	Prbl.g_00186
OG0000770	Prbn.g_00483	Prbl.g_01103
OG0000771	Prbn.g_00886	Prbl.g_00937
OG0000772	Prbn.g_01671	Prbl.g_00461
OG0000773	Prbn.g_01093	Prbl.g_00113
OG0000774	Prbn.g_01091	Prbl.g_01713
OG0000775	Prbn.g_01089	Prbl.g_01715
OG0000776	Prbn.g_01088	Prbl.g_01716
OG0000777	Prbn.g_01087	Prbl.g_01717
OG0000778	Prbn.g_01086	Prbl.g_01718
OG0000779	Prbn.g_01082	Prbl.g_01723
OG0000780	Prbn.g_01081	Prbl.g_01726
OG0000781	Prbn.g_01077	Prbl.g_01730
OG0000782	Prbn.g_01076	Prbl.g_01731
OG0000783	Prbn.g_01075	Prbl.g_01732
OG0000784	Prbn.g_01074	Prbl.g_01733
OG0000785	Prbn.g_01072	Prbl.g_01735
OG0000786	Prbn.g_01069	Prbl.g_01738
OG0000787	Prbn.g_01068	Prbl.g_01739
OG0000788	Prbn.g_00615	Prbl.g_00658
OG0000789	Prbn.g_00883	Prbl.g_01695
OG0000790	Prbn.g_00155	Prbl.g_00498
OG0000791	Prbn.g_00157	Prbl.g_00496
OG0000792	Prbn.g_00158	Prbl.g_00495
OG0000793	Prbn.g_00161	Prbl.g_00491
OG0000794	Prbn.g_00162	Prbl.g_00490
OG0000795	Prbn.g_00163	Prbl.g_00489
OG0000796	Prbn.g_00167	Prbl.g_00485
OG0000797	Prbn.g_00168	Prbl.g_00484
OG0000799	Prbn.g_00195	Prbl.g_00152
OG0000800	Prbn.g_00196	Prbl.g_00153
OG0000801	Prbn.g_00197	Prbl.g_00154
OG0000802	Prbn.g_00199	Prbl.g_00161
OG0000803	Prbn.g_00201	Prbl.g_00257
OG0000804	Prbn.g_00202	Prbl.g_00255
OG0000805	Prbn.g_00204	Prbl.g_00253
OG0000806	Prbn.g_00206	Prbl.g_00251
OG0000807	Prbn.g_00207	Prbl.g_00249
OG0000808	Prbn.g_00208	Prbl.g_00248
OG0000809	Prbn.g_00210	Prbl.g_00244
OG0000810	Prbn.g_00211	Prbl.g_00243
OG0000811	Prbn.g_00215	Prbl.g_00231
OG0000812	Prbn.g_00217	Prbl.g_00229
OG0000813	Prbn.g_00218	Prbl.g_00228
OG0000814	Prbn.g_00220	Prbl.g_00226
OG0000815	Prbn.g_00221	Prbl.g_00225
OG0000816	Prbn.g_00223	Prbl.g_00223
OG0000817	Prbn.g_00224	Prbl.g_00222
OG0000818	Prbn.g_00229	Prbl.g_00684
OG0000819	Prbn.g_00230	Prbl.g_00685
OG0000820	Prbn.g_00231	Prbl.g_00686
OG0000821	Prbn.g_00235	Prbl.g_00693
OG0000822	Prbn.g_00236	Prbl.g_00695
OG0000823	Prbn.g_00237	Prbl.g_00696
OG0000824	Prbn.g_00240	Prbl.g_00700
OG0000825	Prbn.g_00241	Prbl.g_00701
OG0000826	Prbn.g_00242	Prbl.g_00702
OG0000827	Prbn.g_00243	Prbl.g_00703
OG0000828	Prbn.g_00246	Prbl.g_00706
OG0000829	Prbn.g_00247	Prbl.g_00707
OG0000830	Prbn.g_00248	Prbl.g_00708
OG0000831	Prbn.g_00250	Prbl.g_00710
OG0000832	Prbn.g_00260	Prbl.g_00456
OG0000833	Prbn.g_00269	Prbl.g_00448
OG0000834	Prbn.g_00270	Prbl.g_00447
OG0000835	Prbn.g_00271	Prbl.g_00446
OG0000836	Prbn.g_00272	Prbl.g_00444
OG0000837	Prbn.g_00273	Prbl.g_00443
OG0000838	Prbn.g_00275	Prbl.g_00440
OG0000839	Prbn.g_00276	Prbl.g_00439
OG0000840	Prbn.g_00277	Prbl.g_00438
OG0000841	Prbn.g_00278	Prbl.g_00437
OG0000842	Prbn.g_00279	Prbl.g_00436
OG0000843	Prbn.g_00280	Prbl.g_00435
OG0000844	Prbn.g_00281	Prbl.g_00433
OG0000845	Prbn.g_00282	Prbl.g_00432
OG0000846	Prbn.g_00283	Prbl.g_00431
OG0000847	Prbn.g_00284	Prbl.g_00430
OG0000848	Prbn.g_00285	Prbl.g_00429
OG0000849	Prbn.g_00286	Prbl.g_00428
OG0000850	Prbn.g_00288	Prbl.g_00427
OG0000851	Prbn.g_00289	Prbl.g_00423
OG0000852	Prbn.g_00904	Prbl.g_00422
OG0000853	Prbn.g_00898	Prbl.g_00418
OG0000854	Prbn.g_00896	Prbl.g_00416
OG0000855	Prbn.g_00895	Prbl.g_00415
OG0000856	Prbn.g_00486	Prbl.g_01627
OG0000857	Prbn.g_01531	Prbl.g_02318
OG0000858	Prbn.g_01738	Prbl.g_00404
OG0000859	Prbn.g_01739	Prbl.g_00403
OG0000860	Prbn.g_01747	Prbl.g_00392
OG0000861	Prbn.g_01748	Prbl.g_00391
OG0000862	Prbn.g_01749	Prbl.g_00389
OG0000863	Prbn.g_01751	Prbl.g_00385
OG0000864	Prbn.g_01752	Prbl.g_00383
OG0000865	Prbn.g_01753	Prbl.g_00382
OG0000866	Prbn.g_01754	Prbl.g_00381
OG0000867	Prbn.g_01755	Prbl.g_00380
OG0000868	Prbn.g_01757	Prbl.g_00378
OG0000869	Prbn.g_01760	Prbl.g_00375
OG0000870	Prbn.g_01765	Prbl.g_00370
OG0000871	Prbn.g_01766	Prbl.g_00369
OG0000872	Prbn.g_01767	Prbl.g_00367
OG0000873	Prbn.g_01771	Prbl.g_00364
OG0000874	Prbn.g_01774	Prbl.g_00360
OG0000875	Prbn.g_01775	Prbl.g_00359
OG0000876	Prbn.g_01776	Prbl.g_00358
OG0000877	Prbn.g_01778	Prbl.g_00355
OG0000878	Prbn.g_01779	Prbl.g_00354
OG0000879	Prbn.g_01780	Prbl.g_00353
OG0000880	Prbn.g_01781	Prbl.g_00352
OG0000881	Prbn.g_01785	Prbl.g_00347
OG0000882	Prbn.g_01790	Prbl.g_00342
OG0000883	Prbn.g_01792	Prbl.g_00340
OG0000884	Prbn.g_01794	Prbl.g_00338
OG0000885	Prbn.g_01795	Prbl.g_00337
OG0000886	Prbn.g_01796	Prbl.g_00336
OG0000887	Prbn.g_01797	Prbl.g_00335
OG0000888	Prbn.g_01799	Prbl.g_00333
OG0000889	Prbn.g_01801	Prbl.g_00331
OG0000890	Prbn.g_01802	Prbl.g_00317
OG0000891	Prbn.g_01803	Prbl.g_00316
OG0000892	Prbn.g_01805	Prbl.g_02620
OG0000893	Prbn.g_01809	Prbl.g_02680
OG0000894	Prbn.g_01812	Prbl.g_02684
OG0000895	Prbn.g_01816	Prbl.g_01061
OG0000896	Prbn.g_01817	Prbl.g_01060
OG0000897	Prbn.g_01819	Prbl.g_01058
OG0000898	Prbn.g_01820	Prbl.g_01057
OG0000899	Prbn.g_01821	Prbl.g_01056
OG0000900	Prbn.g_01822	Prbl.g_01055
OG0000901	Prbn.g_01825	Prbl.g_01051
OG0000902	Prbn.g_01827	Prbl.g_01049
OG0000903	Prbn.g_01831	Prbl.g_00954
OG0000904	Prbn.g_01835	Prbl.g_00949
OG0000905	Prbn.g_01829	Prbl.g_00947
OG0000906	Prbn.g_01828	Prbl.g_01045
OG0000907	Prbn.g_01838	Prbl.g_00956
OG0000908	Prbn.g_01841	Prbl.g_00959
OG0000909	Prbn.g_01842	Prbl.g_00960
OG0000910	Prbn.g_01843	Prbl.g_00961
OG0000911	Prbn.g_01845	Prbl.g_00963
OG0000912	Prbn.g_01846	Prbl.g_00964
OG0000913	Prbn.g_01847	Prbl.g_00965
OG0000914	Prbn.g_01848	Prbl.g_00966
OG0000915	Prbn.g_01849	Prbl.g_00967
OG0000916	Prbn.g_01850	Prbl.g_00968
OG0000917	Prbn.g_01851	Prbl.g_00969
OG0000918	Prbn.g_01852	Prbl.g_00970
OG0000919	Prbn.g_01853	Prbl.g_00971
OG0000920	Prbn.g_01854	Prbl.g_00972
OG0000921	Prbn.g_01855	Prbl.g_00973
OG0000922	Prbn.g_01856	Prbl.g_00974
OG0000923	Prbn.g_01860	Prbl.g_00978
OG0000924	Prbn.g_01861	Prbl.g_00979
OG0000925	Prbn.g_01862	Prbl.g_00980
OG0000926	Prbn.g_01863	Prbl.g_00981
OG0000927	Prbn.g_01865	Prbl.g_00983
OG0000928	Prbn.g_01866	Prbl.g_00984
OG0000929	Prbn.g_01867	Prbl.g_00985
OG0000930	Prbn.g_01868	Prbl.g_00986
OG0000931	Prbn.g_01869	Prbl.g_00987
OG0000932	Prbn.g_01870	Prbl.g_00988
OG0000933	Prbn.g_01874	Prbl.g_00993
OG0000934	Prbn.g_01876	Prbl.g_00995
OG0000935	Prbn.g_01877	Prbl.g_00996
OG0000936	Prbn.g_01878	Prbl.g_00997
OG0000937	Prbn.g_01879	Prbl.g_00998
OG0000938	Prbn.g_01882	Prbl.g_01127
OG0000939	Prbn.g_01883	Prbl.g_01128
OG0000940	Prbn.g_01890	Prbl.g_01137
OG0000941	Prbn.g_01892	Prbl.g_01139
OG0000942	Prbn.g_01894	Prbl.g_01141
OG0000943	Prbn.g_01895	Prbl.g_01142
OG0000944	Prbn.g_01897	Prbl.g_01144
OG0000945	Prbn.g_01898	Prbl.g_01146
OG0000946	Prbn.g_01903	Prbl.g_01174
OG0000947	Prbn.g_01905	Prbl.g_01177
OG0000948	Prbn.g_01906	Prbl.g_01178
OG0000949	Prbn.g_01909	Prbl.g_01181
OG0000950	Prbn.g_01916	Prbl.g_00856
OG0000951	Prbn.g_01920	Prbl.g_00851
OG0000952	Prbn.g_01015	Prbl.g_00844
OG0000953	Prbn.g_01011	Prbl.g_00840
OG0000954	Prbn.g_01007	Prbl.g_01306
OG0000955	Prbn.g_01006	Prbl.g_01305
OG0000956	Prbn.g_01004	Prbl.g_01303
OG0000957	Prbn.g_00998	Prbl.g_01287
OG0000958	Prbn.g_00997	Prbl.g_01286
OG0000959	Prbn.g_00993	Prbl.g_02638
OG0000960	Prbn.g_00992	Prbl.g_02637
OG0000961	Prbn.g_00989	Prbl.g_01235
OG0000962	Prbn.g_00987	Prbl.g_02063
OG0000963	Prbn.g_00983	Prbl.g_02058
OG0000964	Prbn.g_00982	Prbl.g_02057
OG0000965	Prbn.g_00981	Prbl.g_02056
OG0000966	Prbn.g_00975	Prbl.g_02023
OG0000967	Prbn.g_00971	Prbl.g_02017
OG0000968	Prbn.g_00969	Prbl.g_02014
OG0000969	Prbn.g_00968	Prbl.g_02012
OG0000970	Prbn.g_00967	Prbl.g_02011
OG0000971	Prbn.g_00966	Prbl.g_02009
OG0000972	Prbn.g_00965	Prbl.g_02008
OG0000973	Prbn.g_00964	Prbl.g_02007
OG0000974	Prbn.g_00963	Prbl.g_02006
OG0000975	Prbn.g_00962	Prbl.g_02005
OG0000976	Prbn.g_00961	Prbl.g_02004
OG0000977	Prbn.g_00960	Prbl.g_02002
OG0000978	Prbn.g_00959	Prbl.g_02001
OG0000979	Prbn.g_00957	Prbl.g_01998
OG0000980	Prbn.g_00955	Prbl.g_01994
OG0000981	Prbn.g_00952	Prbl.g_01991
OG0000982	Prbn.g_00950	Prbl.g_02238
OG0000983	Prbn.g_00949	Prbl.g_02237
OG0000984	Prbn.g_00948	Prbl.g_02236
OG0000985	Prbn.g_00945	Prbl.g_02232
OG0000986	Prbn.g_00943	Prbl.g_02230
OG0000987	Prbn.g_00942	Prbl.g_02228
OG0000988	Prbn.g_00939	Prbl.g_02224
OG0000989	Prbn.g_00935	Prbl.g_02214
OG0000990	Prbn.g_00931	Prbl.g_02192
OG0000991	Prbn.g_00930	Prbl.g_02189
OG0000992	Prbn.g_00927	Prbl.g_02186
OG0000993	Prbn.g_00926	Prbl.g_02185
OG0000994	Prbn.g_00925	Prbl.g_02182
OG0000995	Prbn.g_00921	Prbl.g_02173
OG0000996	Prbn.g_00920	Prbl.g_02160
OG0000997	Prbn.g_00917	Prbl.g_02151
OG0000998	Prbn.g_00915	Prbl.g_02149
OG0000999	Prbn.g_00914	Prbl.g_02148
OG0001000	Prbn.g_00911	Prbl.g_02145
OG0001001	Prbn.g_00908	Prbl.g_02141
OG0001002	Prbn.g_00291	Prbl.g_02134
OG0001003	Prbn.g_00292	Prbl.g_02132
OG0001004	Prbn.g_00293	Prbl.g_02131
OG0001005	Prbn.g_00294	Prbl.g_02129
OG0001006	Prbn.g_00298	Prbl.g_02123
OG0001007	Prbn.g_00300	Prbl.g_02121
OG0001008	Prbn.g_00676	Prbl.g_00651
OG0001009	Prbn.g_00755	Prbl.g_01972
OG0001010	Prbn.g_00754	Prbl.g_01973
OG0001011	Prbn.g_00752	Prbl.g_01975
OG0001012	Prbn.g_00738	Prbl.g_02241
OG0001013	Prbn.g_00731	Prbl.g_02266
OG0001014	Prbn.g_00728	Prbl.g_02275
OG0001015	Prbn.g_00726	Prbl.g_02276
OG0001016	Prbn.g_00704	Prbl.g_00603
OG0001017	Prbn.g_01343	Prbl.g_00597
OG0001018	Prbn.g_01341	Prbl.g_00595
OG0001019	Prbn.g_01332	Prbl.g_00582
OG0001020	Prbn.g_01331	Prbl.g_00576
OG0001021	Prbn.g_01330	Prbl.g_00572
OG0001022	Prbn.g_01327	Prbl.g_00567
OG0001023	Prbn.g_01326	Prbl.g_00566
OG0001024	Prbn.g_01322	Prbl.g_00562
OG0001025	Prbn.g_01315	Prbl.g_00555
OG0001026	Prbn.g_01306	Prbl.g_00542
OG0001027	Prbn.g_01305	Prbl.g_01332
OG0001028	Prbn.g_01303	Prbl.g_01330
OG0001029	Prbn.g_01302	Prbl.g_01328
OG0001030	Prbn.g_01286	Prbl.g_00822
OG0001031	Prbn.g_00367	Prbl.g_00074
OG0001032	Prbn.g_00366	Prbl.g_00077
OG0001033	Prbn.g_00345	Prbl.g_01281
OG0001034	Prbn.g_00314	Prbl.g_00199
OG0001035	Prbn.g_00021	Prbl.g_01498
OG0001036	Prbn.g_00025	Prbl.g_01494
OG0001037	Prbn.g_00026	Prbl.g_01492
OG0001038	Prbn.g_00045	Prbl.g_01455
OG0001039	Prbn.g_00048	Prbl.g_01452
OG0001040	Prbn.g_00050	Prbl.g_01449
OG0001041	Prbn.g_00055	Prbl.g_01444
OG0001042	Prbn.g_00072	Prbl.g_01419
OG0001043	Prbn.g_00073	Prbl.g_01417
OG0001044	Prbn.g_00104	Prbl.g_01200
OG0001045	Prbn.g_00113	Prbl.g_01211
OG0001046	Prbn.g_01697	Prbl.g_00410
OG0001047	Prbn.g_00674	Prbl.g_00649
OG0001048	Prbn.g_00673	Prbl.g_00648
OG0001049	Prbn.g_00671	Prbl.g_00645
OG0001050	Prbn.g_00670	Prbl.g_00644
OG0001051	Prbn.g_00669	Prbl.g_00643
OG0001052	Prbn.g_00643	Prbl.g_01344
OG0001053	Prbn.g_00631	Prbl.g_00514
OG0001054	Prbn.g_00616	Prbl.g_00532
OG0001055	Prbn.g_00597	Prbl.g_00790
OG0001056	Prbn.g_00580	Prbl.g_00761
OG0001057	Prbn.g_00575	Prbl.g_00749
OG0001058	Prbn.g_00567	Prbl.g_01883
OG0001059	Prbn.g_00563	Prbl.g_01887
OG0001060	Prbn.g_00557	Prbl.g_01894
OG0001061	Prbn.g_00542	Prbl.g_01796
OG0001062	Prbn.g_00540	Prbl.g_01794
OG0001063	Prbn.g_00538	Prbl.g_01790
OG0001064	Prbn.g_00537	Prbl.g_01789
OG0001065	Prbn.g_00536	Prbl.g_01788
OG0001066	Prbn.g_00535	Prbl.g_01787
OG0001067	Prbn.g_00534	Prbl.g_01786
OG0001068	Prbn.g_00533	Prbl.g_01785
OG0001069	Prbn.g_00532	Prbl.g_01784
OG0001070	Prbn.g_00528	Prbl.g_01780
OG0001071	Prbn.g_00527	Prbl.g_01779
OG0001072	Prbn.g_00525	Prbl.g_01776
OG0001073	Prbn.g_00511	Prbl.g_01757
OG0001074	Prbn.g_00499	Prbl.g_01610
OG0001075	Prbn.g_00498	Prbl.g_01611
OG0001076	Prbn.g_00491	Prbl.g_01619
OG0001077	Prbn.g_00485	Prbl.g_01629
OG0001078	Prbn.g_00427	Prbl.g_01640
OG0001079	Prbn.g_00439	Prbl.g_01659
OG0001080	Prbn.g_00445	Prbl.g_01041
OG0001081	Prbn.g_00447	Prbl.g_01031
OG0001082	Prbn.g_00448	Prbl.g_01030
OG0001083	Prbn.g_00836	Prbl.g_01405
