Orthogroup	Prax	Prbk
OG0000575	Prax.g_00056	Prbk.g_01141
OG0000576	Prax.g_00058	Prbk.g_01143
OG0000577	Prax.g_00059	Prbk.g_01144
OG0000578	Prax.g_00060	Prbk.g_01145
OG0000579	Prax.g_00061	Prbk.g_01146
OG0000580	Prax.g_00062	Prbk.g_01147
OG0000581	Prax.g_00064	Prbk.g_01151
OG0000582	Prax.g_00067	Prbk.g_01155
OG0000583	Prax.g_00068	Prbk.g_01156
OG0000584	Prax.g_00069	Prbk.g_01157
OG0000585	Prax.g_00071	Prbk.g_01159
OG0000586	Prax.g_00072	Prbk.g_01161
OG0000587	Prax.g_00073	Prbk.g_01163
OG0000588	Prax.g_00077	Prbk.g_02605
OG0000589	Prax.g_00080	Prbk.g_02608
OG0000590	Prax.g_00081	Prbk.g_02609
OG0000591	Prax.g_00084	Prbk.g_02616
OG0000592	Prax.g_00085	Prbk.g_02617
OG0000593	Prax.g_00091	Prbk.g_02627
OG0000594	Prax.g_00092	Prbk.g_02628
OG0000595	Prax.g_00093	Prbk.g_02629
OG0000596	Prax.g_00097	Prbk.g_02634
OG0000597	Prax.g_00099	Prbk.g_02637
OG0000598	Prax.g_00100	Prbk.g_02638
OG0000599	Prax.g_00103	Prbk.g_02648
OG0000600	Prax.g_00104	Prbk.g_02649
OG0000601	Prax.g_00105	Prbk.g_02650
OG0000602	Prax.g_00107	Prbk.g_02654
OG0000603	Prax.g_00108	Prbk.g_02655
OG0000604	Prax.g_00109	Prbk.g_02656
OG0000605	Prax.g_00110	Prbk.g_00740
OG0000606	Prax.g_00113	Prbk.g_00729
OG0000607	Prax.g_00116	Prbk.g_00726
OG0000608	Prax.g_00117	Prbk.g_00725
OG0000609	Prax.g_00118	Prbk.g_00723
OG0000610	Prax.g_00123	Prbk.g_00715
OG0000611	Prax.g_00975	Prbk.g_00712
OG0000612	Prax.g_00974	Prbk.g_00711
OG0000613	Prax.g_00969	Prbk.g_00478
OG0000614	Prax.g_00950	Prbk.g_01802
OG0000615	Prax.g_00942	Prbk.g_02429
OG0000616	Prax.g_00938	Prbk.g_02262
OG0000617	Prax.g_00479	Prbk.g_00613
OG0000618	Prax.g_00478	Prbk.g_00612
OG0000619	Prax.g_00477	Prbk.g_00611
OG0000620	Prax.g_00474	Prbk.g_00607
OG0000621	Prax.g_00473	Prbk.g_00606
OG0000622	Prax.g_00472	Prbk.g_00605
OG0000623	Prax.g_00471	Prbk.g_00604
OG0000624	Prax.g_00470	Prbk.g_00603
OG0000625	Prax.g_00469	Prbk.g_00602
OG0000626	Prax.g_00468	Prbk.g_00601
OG0000627	Prax.g_00467	Prbk.g_02376
OG0000628	Prax.g_00466	Prbk.g_02375
OG0000629	Prax.g_00465	Prbk.g_02372
OG0000630	Prax.g_00462	Prbk.g_02368
OG0000631	Prax.g_00382	Prbk.g_02362
OG0000632	Prax.g_00381	Prbk.g_02361
OG0000633	Prax.g_00380	Prbk.g_02360
OG0000634	Prax.g_00377	Prbk.g_02464
OG0000635	Prax.g_00376	Prbk.g_02465
OG0000636	Prax.g_00374	Prbk.g_02467
OG0000637	Prax.g_00372	Prbk.g_02469
OG0000638	Prax.g_00371	Prbk.g_02470
OG0000639	Prax.g_00370	Prbk.g_02471
OG0000640	Prax.g_00369	Prbk.g_02472
OG0000641	Prax.g_00365	Prbk.g_02476
OG0000642	Prax.g_00364	Prbk.g_02477
OG0000643	Prax.g_00363	Prbk.g_02478
OG0000644	Prax.g_00362	Prbk.g_02479
OG0000645	Prax.g_00361	Prbk.g_02480
OG0000646	Prax.g_00359	Prbk.g_02483
OG0000647	Prax.g_00358	Prbk.g_02486
OG0000648	Prax.g_00356	Prbk.g_02488
OG0000649	Prax.g_00355	Prbk.g_02489
OG0000650	Prax.g_00354	Prbk.g_02490
OG0000651	Prax.g_00353	Prbk.g_02491
OG0000652	Prax.g_00352	Prbk.g_02492
OG0000653	Prax.g_00350	Prbk.g_02494
OG0000654	Prax.g_00349	Prbk.g_02495
OG0000655	Prax.g_00348	Prbk.g_02496
OG0000656	Prax.g_00345	Prbk.g_02499
OG0000657	Prax.g_00337	Prbk.g_02532
OG0000658	Prax.g_00336	Prbk.g_02534
OG0000659	Prax.g_00335	Prbk.g_02535
OG0000660	Prax.g_00331	Prbk.g_02539
OG0000661	Prax.g_00329	Prbk.g_02541
OG0000662	Prax.g_00327	Prbk.g_02543
OG0000663	Prax.g_00325	Prbk.g_02546
OG0000664	Prax.g_00324	Prbk.g_02547
OG0000665	Prax.g_00320	Prbk.g_02560
OG0000666	Prax.g_00319	Prbk.g_02563
OG0000667	Prax.g_00315	Prbk.g_02570
OG0000668	Prax.g_00546	Prbk.g_00582
OG0000669	Prax.g_00553	Prbk.g_02580
OG0000670	Prax.g_00555	Prbk.g_01662
OG0000671	Prax.g_00557	Prbk.g_02391
OG0000672	Prax.g_00559	Prbk.g_02394
OG0000673	Prax.g_00562	Prbk.g_02397
OG0000674	Prax.g_00564	Prbk.g_02399
OG0000675	Prax.g_00565	Prbk.g_02400
OG0000676	Prax.g_00567	Prbk.g_02408
OG0000677	Prax.g_00568	Prbk.g_02410
OG0000678	Prax.g_00570	Prbk.g_02415
OG0000679	Prax.g_00574	Prbk.g_02435
OG0000680	Prax.g_00575	Prbk.g_02436
OG0000681	Prax.g_00578	Prbk.g_02438
OG0000682	Prax.g_00579	Prbk.g_02439
OG0000683	Prax.g_00580	Prbk.g_02440
OG0000684	Prax.g_00582	Prbk.g_02453
OG0000685	Prax.g_00584	Prbk.g_02451
OG0000686	Prax.g_00585	Prbk.g_02450
OG0000687	Prax.g_00586	Prbk.g_02449
OG0000688	Prax.g_00589	Prbk.g_02455
OG0000689	Prax.g_00590	Prbk.g_02456
OG0000690	Prax.g_00591	Prbk.g_02457
OG0000691	Prax.g_00592	Prbk.g_02458
OG0000692	Prax.g_00594	Prbk.g_02459
OG0000693	Prax.g_00595	Prbk.g_02460
OG0000694	Prax.g_00596	Prbk.g_02461
OG0000695	Prax.g_00598	Prbk.g_02358
OG0000696	Prax.g_00599	Prbk.g_02357
OG0000697	Prax.g_00600	Prbk.g_02355
OG0000698	Prax.g_00603	Prbk.g_02352
OG0000699	Prax.g_00604	Prbk.g_02350
OG0000700	Prax.g_00605	Prbk.g_02349
OG0000701	Prax.g_00606	Prbk.g_02348
OG0000702	Prax.g_00608	Prbk.g_02340
OG0000703	Prax.g_00609	Prbk.g_02339
OG0000704	Prax.g_00610	Prbk.g_02337
OG0000705	Prax.g_00614	Prbk.g_02331
OG0000706	Prax.g_00615	Prbk.g_02330
OG0000707	Prax.g_00616	Prbk.g_02329
OG0000708	Prax.g_00617	Prbk.g_02327
OG0000709	Prax.g_01130	Prbk.g_02320
OG0000710	Prax.g_01133	Prbk.g_02316
OG0000711	Prax.g_01150	Prbk.g_02293
OG0000712	Prax.g_01152	Prbk.g_02292
OG0000713	Prax.g_01153	Prbk.g_00562
OG0000714	Prax.g_01154	Prbk.g_00566
OG0000715	Prax.g_01156	Prbk.g_00568
OG0000716	Prax.g_01158	Prbk.g_00572
OG0000717	Prax.g_01159	Prbk.g_00573
OG0000718	Prax.g_01173	Prbk.g_00578
OG0000719	Prax.g_01175	Prbk.g_00580
OG0000720	Prax.g_01184	Prbk.g_00593
OG0000721	Prax.g_01186	Prbk.g_00594
OG0000722	Prax.g_01187	Prbk.g_00595
OG0000723	Prax.g_01190	Prbk.g_00599
OG0000724	Prax.g_01199	Prbk.g_00061
OG0000725	Prax.g_01205	Prbk.g_00054
OG0000726	Prax.g_01206	Prbk.g_00053
OG0000727	Prax.g_01207	Prbk.g_00052
OG0000728	Prax.g_01209	Prbk.g_00051
OG0000729	Prax.g_01256	Prbk.g_01531
OG0000730	Prax.g_00126	Prbk.g_00869
OG0000731	Prax.g_00130	Prbk.g_00879
OG0000732	Prax.g_00140	Prbk.g_01601
OG0000733	Prax.g_00162	Prbk.g_02202
OG0000734	Prax.g_00185	Prbk.g_00004
OG0000735	Prax.g_00187	Prbk.g_01037
OG0000736	Prax.g_00188	Prbk.g_01036
OG0000737	Prax.g_00189	Prbk.g_01035
OG0000738	Prax.g_00193	Prbk.g_01028
OG0000739	Prax.g_00194	Prbk.g_01026
OG0000740	Prax.g_00195	Prbk.g_01025
OG0000741	Prax.g_00196	Prbk.g_01022
OG0000742	Prax.g_00199	Prbk.g_01020
OG0000743	Prax.g_00201	Prbk.g_01018
OG0000744	Prax.g_00202	Prbk.g_01017
OG0000745	Prax.g_00203	Prbk.g_00141
OG0000746	Prax.g_00205	Prbk.g_00143
OG0000747	Prax.g_00206	Prbk.g_00144
OG0000748	Prax.g_00209	Prbk.g_00156
OG0000749	Prax.g_00210	Prbk.g_00157
OG0000750	Prax.g_00211	Prbk.g_00158
OG0000751	Prax.g_00213	Prbk.g_00105
OG0000752	Prax.g_00215	Prbk.g_00103
OG0000753	Prax.g_00218	Prbk.g_00100
OG0000754	Prax.g_00221	Prbk.g_01501
OG0000755	Prax.g_00224	Prbk.g_00139
OG0000756	Prax.g_00225	Prbk.g_00138
OG0000757	Prax.g_00231	Prbk.g_00131
OG0000758	Prax.g_00232	Prbk.g_00130
OG0000759	Prax.g_00233	Prbk.g_00129
OG0000760	Prax.g_00234	Prbk.g_00128
OG0000761	Prax.g_00235	Prbk.g_00127
OG0000762	Prax.g_00236	Prbk.g_01503
OG0000763	Prax.g_00238	Prbk.g_01505
OG0000764	Prax.g_00239	Prbk.g_01506
OG0000765	Prax.g_00248	Prbk.g_00178
OG0000766	Prax.g_00249	Prbk.g_00177
OG0000767	Prax.g_00251	Prbk.g_00175
OG0000768	Prax.g_00252	Prbk.g_00174
OG0000769	Prax.g_00254	Prbk.g_00098
OG0000770	Prax.g_00256	Prbk.g_00122
OG0000771	Prax.g_01789	Prbk.g_00066
OG0000772	Prax.g_01928	Prbk.g_02011
OG0000773	Prax.g_01908	Prbk.g_00162
OG0000774	Prax.g_01906	Prbk.g_01192
OG0000775	Prax.g_01904	Prbk.g_01190
OG0000776	Prax.g_01903	Prbk.g_01189
OG0000777	Prax.g_01902	Prbk.g_01188
OG0000778	Prax.g_01901	Prbk.g_01187
OG0000779	Prax.g_01897	Prbk.g_01182
OG0000780	Prax.g_01896	Prbk.g_01179
OG0000781	Prax.g_01893	Prbk.g_01175
OG0000782	Prax.g_01892	Prbk.g_01174
OG0000783	Prax.g_01891	Prbk.g_01173
OG0000784	Prax.g_01890	Prbk.g_01172
OG0000785	Prax.g_01888	Prbk.g_01170
OG0000786	Prax.g_01886	Prbk.g_01167
OG0000787	Prax.g_01885	Prbk.g_01166
OG0000788	Prax.g_01876	Prbk.g_00334
OG0000789	Prax.g_01873	Prbk.g_01691
OG0000790	Prax.g_01858	Prbk.g_02048
OG0000791	Prax.g_01856	Prbk.g_02046
OG0000792	Prax.g_01855	Prbk.g_02045
OG0000793	Prax.g_01852	Prbk.g_02041
OG0000794	Prax.g_01851	Prbk.g_02040
OG0000795	Prax.g_01850	Prbk.g_02039
OG0000796	Prax.g_01846	Prbk.g_02035
OG0000797	Prax.g_01845	Prbk.g_02034
OG0000798	Prax.g_01819	Prbk.g_00414
OG0000799	Prax.g_01751	Prbk.g_01929
OG0000800	Prax.g_01750	Prbk.g_01930
OG0000801	Prax.g_01749	Prbk.g_01931
OG0000802	Prax.g_01747	Prbk.g_01938
OG0000803	Prax.g_01745	Prbk.g_00244
OG0000804	Prax.g_01744	Prbk.g_00246
OG0000805	Prax.g_01742	Prbk.g_00248
OG0000806	Prax.g_01740	Prbk.g_00250
OG0000807	Prax.g_01739	Prbk.g_00252
OG0000808	Prax.g_01738	Prbk.g_00253
OG0000809	Prax.g_01735	Prbk.g_00257
OG0000810	Prax.g_01734	Prbk.g_00258
OG0000811	Prax.g_01725	Prbk.g_00270
OG0000812	Prax.g_01723	Prbk.g_00272
OG0000813	Prax.g_01722	Prbk.g_00273
OG0000814	Prax.g_01720	Prbk.g_00275
OG0000815	Prax.g_01719	Prbk.g_00276
OG0000816	Prax.g_01717	Prbk.g_00278
OG0000817	Prax.g_01716	Prbk.g_00279
OG0000818	Prax.g_01711	Prbk.g_01237
OG0000819	Prax.g_01710	Prbk.g_01236
OG0000820	Prax.g_01709	Prbk.g_01235
OG0000821	Prax.g_01705	Prbk.g_01228
OG0000822	Prax.g_01704	Prbk.g_01226
OG0000823	Prax.g_01703	Prbk.g_01225
OG0000824	Prax.g_01700	Prbk.g_01221
OG0000825	Prax.g_01699	Prbk.g_01220
OG0000826	Prax.g_01698	Prbk.g_01219
OG0000827	Prax.g_01697	Prbk.g_01218
OG0000828	Prax.g_01694	Prbk.g_01215
OG0000829	Prax.g_01693	Prbk.g_01214
OG0000830	Prax.g_01692	Prbk.g_01213
OG0000831	Prax.g_01690	Prbk.g_01211
OG0000832	Prax.g_01684	Prbk.g_02006
OG0000833	Prax.g_01676	Prbk.g_01998
OG0000834	Prax.g_01675	Prbk.g_01997
OG0000835	Prax.g_01674	Prbk.g_01996
OG0000836	Prax.g_01673	Prbk.g_01994
OG0000837	Prax.g_01672	Prbk.g_01993
OG0000838	Prax.g_01670	Prbk.g_01990
OG0000839	Prax.g_01669	Prbk.g_01989
OG0000840	Prax.g_01668	Prbk.g_01988
OG0000841	Prax.g_01667	Prbk.g_01987
OG0000842	Prax.g_01666	Prbk.g_01986
OG0000843	Prax.g_01665	Prbk.g_01985
OG0000844	Prax.g_01664	Prbk.g_01983
OG0000845	Prax.g_01663	Prbk.g_01982
OG0000846	Prax.g_01662	Prbk.g_01981
OG0000847	Prax.g_01661	Prbk.g_01980
OG0000848	Prax.g_01660	Prbk.g_01979
OG0000849	Prax.g_01659	Prbk.g_01978
OG0000850	Prax.g_01657	Prbk.g_01977
OG0000851	Prax.g_01656	Prbk.g_00937
OG0000852	Prax.g_01655	Prbk.g_00936
OG0000853	Prax.g_01651	Prbk.g_00932
OG0000854	Prax.g_01649	Prbk.g_00930
OG0000855	Prax.g_01648	Prbk.g_00929
OG0000856	Prax.g_01633	Prbk.g_02619
OG0000857	Prax.g_01605	Prbk.g_02485
OG0000858	Prax.g_01565	Prbk.g_00918
OG0000859	Prax.g_01564	Prbk.g_00917
OG0000860	Prax.g_01557	Prbk.g_00905
OG0000861	Prax.g_01556	Prbk.g_00904
OG0000862	Prax.g_01555	Prbk.g_00902
OG0000863	Prax.g_01553	Prbk.g_01451
OG0000864	Prax.g_01552	Prbk.g_01450
OG0000865	Prax.g_01551	Prbk.g_01449
OG0000866	Prax.g_01550	Prbk.g_01448
OG0000867	Prax.g_01549	Prbk.g_01447
OG0000868	Prax.g_01548	Prbk.g_01445
OG0000869	Prax.g_01544	Prbk.g_01442
OG0000870	Prax.g_01539	Prbk.g_01437
OG0000871	Prax.g_01538	Prbk.g_01436
OG0000872	Prax.g_01537	Prbk.g_01434
OG0000873	Prax.g_01534	Prbk.g_01431
OG0000874	Prax.g_01531	Prbk.g_01427
OG0000875	Prax.g_01530	Prbk.g_01426
OG0000876	Prax.g_01529	Prbk.g_01425
OG0000877	Prax.g_01527	Prbk.g_01422
OG0000878	Prax.g_01526	Prbk.g_01421
OG0000879	Prax.g_01525	Prbk.g_01420
OG0000880	Prax.g_01524	Prbk.g_01419
OG0000881	Prax.g_01520	Prbk.g_01414
OG0000882	Prax.g_01515	Prbk.g_01409
OG0000883	Prax.g_01513	Prbk.g_01407
OG0000884	Prax.g_01511	Prbk.g_01405
OG0000885	Prax.g_01510	Prbk.g_01404
OG0000886	Prax.g_01509	Prbk.g_01403
OG0000887	Prax.g_01508	Prbk.g_01402
OG0000888	Prax.g_01506	Prbk.g_01400
OG0000889	Prax.g_01504	Prbk.g_01398
OG0000890	Prax.g_01503	Prbk.g_01384
OG0000891	Prax.g_01502	Prbk.g_01383
OG0000892	Prax.g_01257	Prbk.g_01381
OG0000893	Prax.g_01262	Prbk.g_01901
OG0000894	Prax.g_01264	Prbk.g_01905
OG0000895	Prax.g_01267	Prbk.g_01910
OG0000896	Prax.g_01268	Prbk.g_01911
OG0000897	Prax.g_01270	Prbk.g_01913
OG0000898	Prax.g_01271	Prbk.g_01914
OG0000899	Prax.g_01272	Prbk.g_01915
OG0000900	Prax.g_01273	Prbk.g_01916
OG0000901	Prax.g_01276	Prbk.g_01920
OG0000902	Prax.g_01278	Prbk.g_01922
OG0000903	Prax.g_01281	Prbk.g_00990
OG0000904	Prax.g_01283	Prbk.g_00995
OG0000905	Prax.g_01288	Prbk.g_00997
OG0000906	Prax.g_01289	Prbk.g_01926
OG0000907	Prax.g_01296	Prbk.g_00988
OG0000908	Prax.g_01299	Prbk.g_00985
OG0000909	Prax.g_01300	Prbk.g_00984
OG0000910	Prax.g_01301	Prbk.g_00983
OG0000911	Prax.g_01303	Prbk.g_00981
OG0000912	Prax.g_01304	Prbk.g_00980
OG0000913	Prax.g_01305	Prbk.g_00979
OG0000914	Prax.g_01306	Prbk.g_00978
OG0000915	Prax.g_01307	Prbk.g_00977
OG0000916	Prax.g_01308	Prbk.g_00976
OG0000917	Prax.g_01309	Prbk.g_00975
OG0000918	Prax.g_01310	Prbk.g_00974
OG0000919	Prax.g_01311	Prbk.g_00973
OG0000920	Prax.g_01312	Prbk.g_00972
OG0000921	Prax.g_01313	Prbk.g_00971
OG0000922	Prax.g_01314	Prbk.g_00970
OG0000923	Prax.g_01318	Prbk.g_00966
OG0000924	Prax.g_01319	Prbk.g_00965
OG0000925	Prax.g_01320	Prbk.g_00964
OG0000926	Prax.g_01321	Prbk.g_00963
OG0000927	Prax.g_01323	Prbk.g_00961
OG0000928	Prax.g_01324	Prbk.g_00960
OG0000929	Prax.g_01325	Prbk.g_00959
OG0000930	Prax.g_01326	Prbk.g_00958
OG0000931	Prax.g_01327	Prbk.g_00957
OG0000932	Prax.g_01328	Prbk.g_00956
OG0000933	Prax.g_01332	Prbk.g_00951
OG0000934	Prax.g_01334	Prbk.g_00949
OG0000935	Prax.g_01335	Prbk.g_00948
OG0000936	Prax.g_01336	Prbk.g_00947
OG0000937	Prax.g_01337	Prbk.g_00946
OG0000938	Prax.g_01339	Prbk.g_00797
OG0000939	Prax.g_01340	Prbk.g_00798
OG0000940	Prax.g_01347	Prbk.g_00807
OG0000941	Prax.g_01349	Prbk.g_00809
OG0000942	Prax.g_01351	Prbk.g_00811
OG0000943	Prax.g_01352	Prbk.g_00812
OG0000944	Prax.g_01353	Prbk.g_00814
OG0000945	Prax.g_01354	Prbk.g_00816
OG0000946	Prax.g_01358	Prbk.g_00844
OG0000947	Prax.g_01360	Prbk.g_00847
OG0000948	Prax.g_01361	Prbk.g_00848
OG0000949	Prax.g_01364	Prbk.g_00851
OG0000950	Prax.g_01369	Prbk.g_00513
OG0000951	Prax.g_01373	Prbk.g_00518
OG0000952	Prax.g_01377	Prbk.g_00525
OG0000953	Prax.g_01380	Prbk.g_00529
OG0000954	Prax.g_01384	Prbk.g_00216
OG0000955	Prax.g_01385	Prbk.g_00217
OG0000956	Prax.g_01387	Prbk.g_00219
OG0000957	Prax.g_01392	Prbk.g_00235
OG0000958	Prax.g_01393	Prbk.g_00236
OG0000959	Prax.g_01397	Prbk.g_01482
OG0000960	Prax.g_01398	Prbk.g_01483
OG0000961	Prax.g_01400	Prbk.g_01494
OG0000962	Prax.g_01402	Prbk.g_01530
OG0000963	Prax.g_01406	Prbk.g_01535
OG0000964	Prax.g_01407	Prbk.g_01536
OG0000965	Prax.g_01408	Prbk.g_01537
OG0000966	Prax.g_01415	Prbk.g_01571
OG0000967	Prax.g_01420	Prbk.g_01577
OG0000968	Prax.g_01422	Prbk.g_01580
OG0000969	Prax.g_01423	Prbk.g_01582
OG0000970	Prax.g_01424	Prbk.g_01583
OG0000971	Prax.g_01425	Prbk.g_01585
OG0000972	Prax.g_01426	Prbk.g_01586
OG0000973	Prax.g_01427	Prbk.g_01587
OG0000974	Prax.g_01428	Prbk.g_01588
OG0000975	Prax.g_01429	Prbk.g_01589
OG0000976	Prax.g_01430	Prbk.g_01590
OG0000977	Prax.g_01431	Prbk.g_01592
OG0000978	Prax.g_01432	Prbk.g_01593
OG0000979	Prax.g_01435	Prbk.g_01596
OG0000980	Prax.g_01437	Prbk.g_01600
OG0000981	Prax.g_01439	Prbk.g_01603
OG0000982	Prax.g_01441	Prbk.g_02161
OG0000983	Prax.g_01442	Prbk.g_02162
OG0000984	Prax.g_01443	Prbk.g_02163
OG0000985	Prax.g_01446	Prbk.g_02167
OG0000986	Prax.g_01448	Prbk.g_02169
OG0000987	Prax.g_01449	Prbk.g_02171
OG0000988	Prax.g_01452	Prbk.g_02175
OG0000989	Prax.g_01455	Prbk.g_02185
OG0000990	Prax.g_01458	Prbk.g_02207
OG0000991	Prax.g_01459	Prbk.g_02210
OG0000992	Prax.g_01461	Prbk.g_02213
OG0000993	Prax.g_01462	Prbk.g_02214
OG0000994	Prax.g_01463	Prbk.g_02217
OG0000995	Prax.g_01467	Prbk.g_02226
OG0000996	Prax.g_01468	Prbk.g_02239
OG0000997	Prax.g_01469	Prbk.g_02248
OG0000998	Prax.g_01471	Prbk.g_02250
OG0000999	Prax.g_01472	Prbk.g_02251
OG0001000	Prax.g_01475	Prbk.g_02254
OG0001001	Prax.g_01477	Prbk.g_02258
OG0001002	Prax.g_01481	Prbk.g_02265
OG0001003	Prax.g_01482	Prbk.g_02267
OG0001004	Prax.g_01483	Prbk.g_02268
OG0001005	Prax.g_01484	Prbk.g_02270
OG0001006	Prax.g_01488	Prbk.g_02276
OG0001007	Prax.g_01490	Prbk.g_02278
OG0001008	Prax.g_00763	Prbk.g_00327
OG0001009	Prax.g_00286	Prbk.g_01622
OG0001010	Prax.g_00285	Prbk.g_01621
OG0001011	Prax.g_00284	Prbk.g_01619
OG0001012	Prax.g_00270	Prbk.g_02158
OG0001013	Prax.g_00623	Prbk.g_02133
OG0001014	Prax.g_00626	Prbk.g_02124
OG0001015	Prax.g_00627	Prbk.g_02123
OG0001016	Prax.g_00644	Prbk.g_01315
OG0001017	Prax.g_00648	Prbk.g_01309
OG0001018	Prax.g_00651	Prbk.g_01307
OG0001019	Prax.g_00660	Prbk.g_01294
OG0001020	Prax.g_01128	Prbk.g_00035
OG0001021	Prax.g_01127	Prbk.g_00031
OG0001022	Prax.g_01124	Prbk.g_00026
OG0001023	Prax.g_01123	Prbk.g_00025
OG0001024	Prax.g_01120	Prbk.g_00021
OG0001025	Prax.g_01114	Prbk.g_00014
OG0001026	Prax.g_01108	Prbk.g_00001
OG0001027	Prax.g_01107	Prbk.g_00190
OG0001028	Prax.g_01105	Prbk.g_00192
OG0001029	Prax.g_01103	Prbk.g_00194
OG0001030	Prax.g_01088	Prbk.g_00547
OG0001031	Prax.g_01032	Prbk.g_01275
OG0001032	Prax.g_01031	Prbk.g_01272
OG0001033	Prax.g_01010	Prbk.g_00633
OG0001034	Prax.g_00982	Prbk.g_01521
OG0001035	Prax.g_00921	Prbk.g_00372
OG0001036	Prax.g_00916	Prbk.g_00376
OG0001037	Prax.g_00915	Prbk.g_00378
OG0001038	Prax.g_00897	Prbk.g_00415
OG0001039	Prax.g_00894	Prbk.g_00418
OG0001040	Prax.g_00892	Prbk.g_00421
OG0001041	Prax.g_00888	Prbk.g_00426
OG0001042	Prax.g_00871	Prbk.g_00451
OG0001043	Prax.g_00870	Prbk.g_00453
OG0001044	Prax.g_00840	Prbk.g_00870
OG0001045	Prax.g_00831	Prbk.g_00882
OG0001046	Prax.g_00795	Prbk.g_00924
OG0001047	Prax.g_00761	Prbk.g_00325
OG0001048	Prax.g_00760	Prbk.g_00324
OG0001049	Prax.g_00758	Prbk.g_00321
OG0001050	Prax.g_00757	Prbk.g_00320
OG0001051	Prax.g_00756	Prbk.g_00319
OG0001052	Prax.g_00731	Prbk.g_02109
OG0001053	Prax.g_00719	Prbk.g_02064
OG0001054	Prax.g_00703	Prbk.g_01861
OG0001055	Prax.g_00684	Prbk.g_01056
OG0001056	Prax.g_00665	Prbk.g_01085
OG0001057	Prax.g_00002	Prbk.g_01097
OG0001058	Prax.g_00010	Prbk.g_01893
OG0001059	Prax.g_00014	Prbk.g_01889
OG0001060	Prax.g_00021	Prbk.g_01882
OG0001061	Prax.g_00034	Prbk.g_01109
OG0001062	Prax.g_00036	Prbk.g_01111
OG0001063	Prax.g_00038	Prbk.g_01115
OG0001064	Prax.g_00039	Prbk.g_01116
OG0001065	Prax.g_00040	Prbk.g_01117
OG0001066	Prax.g_00041	Prbk.g_01118
OG0001067	Prax.g_00042	Prbk.g_01119
OG0001068	Prax.g_00043	Prbk.g_01120
OG0001069	Prax.g_00044	Prbk.g_01121
OG0001070	Prax.g_00047	Prbk.g_01125
OG0001071	Prax.g_00048	Prbk.g_01126
OG0001072	Prax.g_00049	Prbk.g_01129
OG0001073	Prax.g_00063	Prbk.g_01148
OG0001074	Prax.g_00074	Prbk.g_02602
OG0001075	Prax.g_00075	Prbk.g_02603
OG0001076	Prax.g_00083	Prbk.g_02611
OG0001077	Prax.g_00087	Prbk.g_02621
OG0001078	Prax.g_00095	Prbk.g_02632
OG0001079	Prax.g_00106	Prbk.g_02651
OG0001080	Prax.g_00112	Prbk.g_00738
OG0001081	Prax.g_00114	Prbk.g_00728
OG0001082	Prax.g_00115	Prbk.g_00727
OG0001083	Prax.g_00120	Prbk.g_00719
OG0001084	Prax.g_00121	Prbk.g_00718
OG0001085	Prax.g_00972	Prbk.g_00708
OG0001086	Prax.g_00971	Prbk.g_00706
OG0001087	Prax.g_00954	Prbk.g_01821
OG0001088	Prax.g_00953	Prbk.g_01817
OG0001089	Prax.g_00945	Prbk.g_01764
OG0001090	Prax.g_00484	Prbk.g_00617
OG0001091	Prax.g_00482	Prbk.g_00615
OG0001092	Prax.g_00481	Prbk.g_00614
OG0001093	Prax.g_00476	Prbk.g_00610
OG0001094	Prax.g_00379	Prbk.g_02462
OG0001095	Prax.g_00360	Prbk.g_02481
OG0001096	Prax.g_00347	Prbk.g_02497
OG0001097	Prax.g_00328	Prbk.g_02542
OG0001098	Prax.g_00313	Prbk.g_02379
OG0001099	Prax.g_00550	Prbk.g_00193
OG0001100	Prax.g_00554	Prbk.g_02389
OG0001101	Prax.g_00556	Prbk.g_02390
OG0001102	Prax.g_00558	Prbk.g_02393
OG0001103	Prax.g_00560	Prbk.g_02395
OG0001104	Prax.g_00583	Prbk.g_02452
OG0001105	Prax.g_00587	Prbk.g_02447
OG0001106	Prax.g_00611	Prbk.g_02336
OG0001107	Prax.g_00618	Prbk.g_02326
OG0001108	Prax.g_01131	Prbk.g_02319
OG0001109	Prax.g_01132	Prbk.g_02317
OG0001110	Prax.g_01134	Prbk.g_02315
OG0001111	Prax.g_01135	Prbk.g_02313
OG0001112	Prax.g_01136	Prbk.g_02311
OG0001113	Prax.g_01137	Prbk.g_02310
OG0001114	Prax.g_01138	Prbk.g_02309
OG0001115	Prax.g_01140	Prbk.g_02307
OG0001116	Prax.g_01141	Prbk.g_02306
OG0001117	Prax.g_01142	Prbk.g_02305
OG0001118	Prax.g_01143	Prbk.g_02304
OG0001119	Prax.g_01144	Prbk.g_02303
OG0001120	Prax.g_01146	Prbk.g_02301
OG0001122	Prax.g_01176	Prbk.g_00581
OG0001123	Prax.g_01180	Prbk.g_00588
OG0001124	Prax.g_01182	Prbk.g_00590
OG0001125	Prax.g_01183	Prbk.g_00592
OG0001126	Prax.g_01193	Prbk.g_00068
OG0001127	Prax.g_01194	Prbk.g_00067
OG0001128	Prax.g_01196	Prbk.g_00064
OG0001129	Prax.g_01197	Prbk.g_00063
OG0001130	Prax.g_01198	Prbk.g_00062
OG0001131	Prax.g_01235	Prbk.g_00627
OG0001132	Prax.g_01245	Prbk.g_02595
OG0001133	Prax.g_00146	Prbk.g_02613
OG0001134	Prax.g_00161	Prbk.g_02195
