Orthogroup	Prax	Syag
OG0000594	Prax.g_00092	Syag.g_00407
OG0000595	Prax.g_00093	Syag.g_00408
OG0000596	Prax.g_00097	Syag.g_00413
OG0000597	Prax.g_00099	Syag.g_00416
OG0000598	Prax.g_00100	Syag.g_00417
OG0000599	Prax.g_00103	Syag.g_00424
OG0000600	Prax.g_00104	Syag.g_00425
OG0000601	Prax.g_00105	Syag.g_00426
OG0000602	Prax.g_00107	Syag.g_00431
OG0000603	Prax.g_00108	Syag.g_00432
OG0000604	Prax.g_00109	Syag.g_00434
OG0000605	Prax.g_00110	Syag.g_00522
OG0000606	Prax.g_00113	Syag.g_00550
OG0000607	Prax.g_00116	Syag.g_00553
OG0000608	Prax.g_00117	Syag.g_00554
OG0000609	Prax.g_00118	Syag.g_00556
OG0000610	Prax.g_00123	Syag.g_00580
OG0000611	Prax.g_00975	Syag.g_00583
OG0000612	Prax.g_00974	Syag.g_00584
OG0000613	Prax.g_00969	Syag.g_02533
OG0000614	Prax.g_00950	Syag.g_01004
OG0000615	Prax.g_00942	Syag.g_00630
OG0000616	Prax.g_00938	Syag.g_02255
OG0000617	Prax.g_00479	Syag.g_00915
OG0000618	Prax.g_00478	Syag.g_00914
OG0000619	Prax.g_00477	Syag.g_00913
OG0000620	Prax.g_00474	Syag.g_00906
OG0000621	Prax.g_00473	Syag.g_00905
OG0000622	Prax.g_00472	Syag.g_00904
OG0000623	Prax.g_00471	Syag.g_00903
OG0000624	Prax.g_00470	Syag.g_00901
OG0000625	Prax.g_00469	Syag.g_00900
OG0000626	Prax.g_00468	Syag.g_00899
OG0000627	Prax.g_00467	Syag.g_00756
OG0000628	Prax.g_00466	Syag.g_00757
OG0000629	Prax.g_00465	Syag.g_00761
OG0000630	Prax.g_00462	Syag.g_00765
OG0000631	Prax.g_00382	Syag.g_00772
OG0000632	Prax.g_00381	Syag.g_00773
OG0000633	Prax.g_00380	Syag.g_00774
OG0000634	Prax.g_00377	Syag.g_00663
OG0000635	Prax.g_00376	Syag.g_00664
OG0000636	Prax.g_00374	Syag.g_00666
OG0000637	Prax.g_00372	Syag.g_00668
OG0000638	Prax.g_00371	Syag.g_00669
OG0000639	Prax.g_00370	Syag.g_00670
OG0000640	Prax.g_00369	Syag.g_00671
OG0000641	Prax.g_00365	Syag.g_00675
OG0000642	Prax.g_00364	Syag.g_00676
OG0000643	Prax.g_00363	Syag.g_00677
OG0000644	Prax.g_00362	Syag.g_00678
OG0000645	Prax.g_00361	Syag.g_00680
OG0000646	Prax.g_00359	Syag.g_00683
OG0000647	Prax.g_00358	Syag.g_00685
OG0000648	Prax.g_00356	Syag.g_00694
OG0000649	Prax.g_00355	Syag.g_00695
OG0000650	Prax.g_00354	Syag.g_00696
OG0000651	Prax.g_00353	Syag.g_00697
OG0000652	Prax.g_00352	Syag.g_00698
OG0000653	Prax.g_00350	Syag.g_00700
OG0000654	Prax.g_00349	Syag.g_00701
OG0000655	Prax.g_00348	Syag.g_00702
OG0000656	Prax.g_00345	Syag.g_00705
OG0000657	Prax.g_00337	Syag.g_00719
OG0000658	Prax.g_00336	Syag.g_00721
OG0000659	Prax.g_00335	Syag.g_00722
OG0000660	Prax.g_00331	Syag.g_00726
OG0000661	Prax.g_00329	Syag.g_00728
OG0000662	Prax.g_00327	Syag.g_00730
OG0000663	Prax.g_00325	Syag.g_00733
OG0000664	Prax.g_00324	Syag.g_00734
OG0000665	Prax.g_00320	Syag.g_00456
OG0000666	Prax.g_00319	Syag.g_00445
OG0000667	Prax.g_00315	Syag.g_00574
OG0000668	Prax.g_00546	Syag.g_00868
OG0000669	Prax.g_00553	Syag.g_00600
OG0000670	Prax.g_00555	Syag.g_00399
OG0000671	Prax.g_00557	Syag.g_00604
OG0000672	Prax.g_00559	Syag.g_00607
OG0000673	Prax.g_00562	Syag.g_00610
OG0000674	Prax.g_00564	Syag.g_00612
OG0000675	Prax.g_00565	Syag.g_00613
OG0000676	Prax.g_00567	Syag.g_00615
OG0000677	Prax.g_00568	Syag.g_00616
OG0000678	Prax.g_00570	Syag.g_00622
OG0000679	Prax.g_00574	Syag.g_00633
OG0000680	Prax.g_00575	Syag.g_00634
OG0000681	Prax.g_00578	Syag.g_00637
OG0000682	Prax.g_00579	Syag.g_00638
OG0000683	Prax.g_00580	Syag.g_00639
OG0000684	Prax.g_00582	Syag.g_00641
OG0000685	Prax.g_00584	Syag.g_00643
OG0000686	Prax.g_00585	Syag.g_00644
OG0000687	Prax.g_00586	Syag.g_00645
OG0000688	Prax.g_00589	Syag.g_00651
OG0000689	Prax.g_00590	Syag.g_00653
OG0000690	Prax.g_00591	Syag.g_00654
OG0000691	Prax.g_00592	Syag.g_00655
OG0000692	Prax.g_00594	Syag.g_00656
OG0000693	Prax.g_00595	Syag.g_00658
OG0000694	Prax.g_00596	Syag.g_00659
OG0000695	Prax.g_00598	Syag.g_00776
OG0000696	Prax.g_00599	Syag.g_00777
OG0000697	Prax.g_00600	Syag.g_00778
OG0000698	Prax.g_00603	Syag.g_00781
OG0000699	Prax.g_00604	Syag.g_00782
OG0000700	Prax.g_00605	Syag.g_00783
OG0000701	Prax.g_00606	Syag.g_00784
OG0000702	Prax.g_00608	Syag.g_00792
OG0000703	Prax.g_00609	Syag.g_00793
OG0000704	Prax.g_00610	Syag.g_00795
OG0000705	Prax.g_00614	Syag.g_00802
OG0000706	Prax.g_00615	Syag.g_00803
OG0000707	Prax.g_00616	Syag.g_00804
OG0000708	Prax.g_00617	Syag.g_00807
OG0000709	Prax.g_01130	Syag.g_00816
OG0000710	Prax.g_01133	Syag.g_00820
OG0000711	Prax.g_01150	Syag.g_00848
OG0000712	Prax.g_01152	Syag.g_00850
OG0000713	Prax.g_01153	Syag.g_00851
OG0000714	Prax.g_01154	Syag.g_00853
OG0000715	Prax.g_01156	Syag.g_00855
OG0000716	Prax.g_01158	Syag.g_00859
OG0000717	Prax.g_01159	Syag.g_00860
OG0000718	Prax.g_01173	Syag.g_00864
OG0000719	Prax.g_01175	Syag.g_00866
OG0000720	Prax.g_01184	Syag.g_00880
OG0000721	Prax.g_01186	Syag.g_00882
OG0000722	Prax.g_01187	Syag.g_00883
OG0000723	Prax.g_01190	Syag.g_00897
OG0000724	Prax.g_01199	Syag.g_00967
OG0000725	Prax.g_01205	Syag.g_00978
OG0000726	Prax.g_01206	Syag.g_00979
OG0000727	Prax.g_01207	Syag.g_00980
OG0000728	Prax.g_01209	Syag.g_00982
OG0000729	Prax.g_01256	Syag.g_02376
OG0000730	Prax.g_00126	Syag.g_02840
OG0000731	Prax.g_00130	Syag.g_02853
OG0000732	Prax.g_00140	Syag.g_02331
OG0000733	Prax.g_00162	Syag.g_00145
OG0000734	Prax.g_00185	Syag.g_01892
OG0000735	Prax.g_00187	Syag.g_01159
OG0000736	Prax.g_00188	Syag.g_01158
OG0000737	Prax.g_00189	Syag.g_01157
OG0000738	Prax.g_00193	Syag.g_01152
OG0000739	Prax.g_00194	Syag.g_01149
OG0000740	Prax.g_00195	Syag.g_01148
OG0000741	Prax.g_00196	Syag.g_01145
OG0000742	Prax.g_00199	Syag.g_01142
OG0000743	Prax.g_00201	Syag.g_01140
OG0000744	Prax.g_00202	Syag.g_01139
OG0000745	Prax.g_00203	Syag.g_01137
OG0000746	Prax.g_00205	Syag.g_01135
OG0000747	Prax.g_00206	Syag.g_01134
OG0000748	Prax.g_00209	Syag.g_01122
OG0000749	Prax.g_00210	Syag.g_01121
OG0000750	Prax.g_00211	Syag.g_01120
OG0000751	Prax.g_00213	Syag.g_01114
OG0000752	Prax.g_00215	Syag.g_01112
OG0000753	Prax.g_00218	Syag.g_01109
OG0000754	Prax.g_00221	Syag.g_01103
OG0000755	Prax.g_00224	Syag.g_01092
OG0000756	Prax.g_00225	Syag.g_01091
OG0000757	Prax.g_00231	Syag.g_01084
OG0000758	Prax.g_00232	Syag.g_01083
OG0000759	Prax.g_00233	Syag.g_01082
OG0000760	Prax.g_00234	Syag.g_01081
OG0000761	Prax.g_00235	Syag.g_01080
OG0000762	Prax.g_00236	Syag.g_01078
OG0000763	Prax.g_00238	Syag.g_01076
OG0000764	Prax.g_00239	Syag.g_01075
OG0000765	Prax.g_00248	Syag.g_01056
OG0000766	Prax.g_00249	Syag.g_01055
OG0000767	Prax.g_00251	Syag.g_01053
OG0000768	Prax.g_00252	Syag.g_01052
OG0000769	Prax.g_00254	Syag.g_01047
OG0000770	Prax.g_00256	Syag.g_01043
OG0000771	Prax.g_01789	Syag.g_00959
OG0000772	Prax.g_01928	Syag.g_02043
OG0000773	Prax.g_01908	Syag.g_01168
OG0000774	Prax.g_01906	Syag.g_01182
OG0000775	Prax.g_01904	Syag.g_01185
OG0000776	Prax.g_01903	Syag.g_01186
OG0000777	Prax.g_01902	Syag.g_01187
OG0000778	Prax.g_01901	Syag.g_01188
OG0000779	Prax.g_01897	Syag.g_01194
OG0000780	Prax.g_01896	Syag.g_01217
OG0000781	Prax.g_01893	Syag.g_01221
OG0000782	Prax.g_01892	Syag.g_01222
OG0000783	Prax.g_01891	Syag.g_01223
OG0000784	Prax.g_01890	Syag.g_01224
OG0000785	Prax.g_01888	Syag.g_01226
OG0000786	Prax.g_01886	Syag.g_01235
OG0000787	Prax.g_01885	Syag.g_01236
OG0000788	Prax.g_01876	Syag.g_00427
OG0000789	Prax.g_01873	Syag.g_00453
OG0000790	Prax.g_01858	Syag.g_01542
OG0000791	Prax.g_01856	Syag.g_01544
OG0000792	Prax.g_01855	Syag.g_01545
OG0000793	Prax.g_01852	Syag.g_01550
OG0000794	Prax.g_01851	Syag.g_01551
OG0000795	Prax.g_01850	Syag.g_01552
OG0000796	Prax.g_01846	Syag.g_01556
OG0000797	Prax.g_01845	Syag.g_01557
OG0000798	Prax.g_01819	Syag.g_02601
OG0000799	Prax.g_01751	Syag.g_01278
OG0000800	Prax.g_01750	Syag.g_01280
OG0000801	Prax.g_01749	Syag.g_01285
OG0000802	Prax.g_01747	Syag.g_01293
OG0000803	Prax.g_01745	Syag.g_01321
OG0000804	Prax.g_01744	Syag.g_01438
OG0000805	Prax.g_01742	Syag.g_01433
OG0000806	Prax.g_01740	Syag.g_01429
OG0000807	Prax.g_01739	Syag.g_01428
OG0000808	Prax.g_01738	Syag.g_01427
OG0000809	Prax.g_01735	Syag.g_01423
OG0000810	Prax.g_01734	Syag.g_01422
OG0000811	Prax.g_01725	Syag.g_01413
OG0000812	Prax.g_01723	Syag.g_01411
OG0000813	Prax.g_01722	Syag.g_01410
OG0000814	Prax.g_01720	Syag.g_01408
OG0000815	Prax.g_01719	Syag.g_01407
OG0000816	Prax.g_01717	Syag.g_01405
OG0000817	Prax.g_01716	Syag.g_01404
OG0000818	Prax.g_01711	Syag.g_01400
OG0000819	Prax.g_01710	Syag.g_01399
OG0000820	Prax.g_01709	Syag.g_01398
OG0000821	Prax.g_01705	Syag.g_01388
OG0000822	Prax.g_01704	Syag.g_01386
OG0000823	Prax.g_01703	Syag.g_01385
OG0000824	Prax.g_01700	Syag.g_01379
OG0000825	Prax.g_01699	Syag.g_01378
OG0000826	Prax.g_01698	Syag.g_01377
OG0000827	Prax.g_01697	Syag.g_01376
OG0000828	Prax.g_01694	Syag.g_01373
OG0000829	Prax.g_01693	Syag.g_01372
OG0000830	Prax.g_01692	Syag.g_01371
OG0000831	Prax.g_01690	Syag.g_01367
OG0000832	Prax.g_01684	Syag.g_01614
OG0000833	Prax.g_01676	Syag.g_01628
OG0000834	Prax.g_01675	Syag.g_01632
OG0000835	Prax.g_01674	Syag.g_01633
OG0000836	Prax.g_01673	Syag.g_01637
OG0000837	Prax.g_01672	Syag.g_01638
OG0000838	Prax.g_01670	Syag.g_01642
OG0000839	Prax.g_01669	Syag.g_01643
OG0000840	Prax.g_01668	Syag.g_01644
OG0000841	Prax.g_01667	Syag.g_01645
OG0000842	Prax.g_01666	Syag.g_01646
OG0000843	Prax.g_01665	Syag.g_01647
OG0000844	Prax.g_01664	Syag.g_01649
OG0000845	Prax.g_01663	Syag.g_01650
OG0000846	Prax.g_01662	Syag.g_01651
OG0000847	Prax.g_01661	Syag.g_01652
OG0000848	Prax.g_01660	Syag.g_01654
OG0000849	Prax.g_01659	Syag.g_01655
OG0000850	Prax.g_01657	Syag.g_01657
OG0000851	Prax.g_01656	Syag.g_01663
OG0000852	Prax.g_01655	Syag.g_01664
OG0000853	Prax.g_01651	Syag.g_01668
OG0000854	Prax.g_01649	Syag.g_01670
OG0000855	Prax.g_01648	Syag.g_01671
OG0000856	Prax.g_01633	Syag.g_00386
OG0000857	Prax.g_01605	Syag.g_00684
OG0000858	Prax.g_01565	Syag.g_01677
OG0000859	Prax.g_01564	Syag.g_01678
OG0000860	Prax.g_01557	Syag.g_01689
OG0000861	Prax.g_01556	Syag.g_01690
OG0000862	Prax.g_01555	Syag.g_01693
OG0000863	Prax.g_01553	Syag.g_01695
OG0000864	Prax.g_01552	Syag.g_01696
OG0000865	Prax.g_01551	Syag.g_01697
OG0000866	Prax.g_01550	Syag.g_01698
OG0000867	Prax.g_01549	Syag.g_01699
OG0000868	Prax.g_01548	Syag.g_01707
OG0000869	Prax.g_01544	Syag.g_01711
OG0000870	Prax.g_01539	Syag.g_01716
OG0000871	Prax.g_01538	Syag.g_01717
OG0000872	Prax.g_01537	Syag.g_01723
OG0000873	Prax.g_01534	Syag.g_01726
OG0000874	Prax.g_01531	Syag.g_01729
OG0000875	Prax.g_01530	Syag.g_01731
OG0000876	Prax.g_01529	Syag.g_01732
OG0000877	Prax.g_01527	Syag.g_01734
OG0000878	Prax.g_01526	Syag.g_01735
OG0000879	Prax.g_01525	Syag.g_02356
OG0000880	Prax.g_01524	Syag.g_01736
OG0000881	Prax.g_01520	Syag.g_01741
OG0000882	Prax.g_01515	Syag.g_01746
OG0000883	Prax.g_01513	Syag.g_01749
OG0000884	Prax.g_01511	Syag.g_01751
OG0000885	Prax.g_01510	Syag.g_01752
OG0000886	Prax.g_01509	Syag.g_01753
OG0000887	Prax.g_01508	Syag.g_01754
OG0000888	Prax.g_01506	Syag.g_01756
OG0000889	Prax.g_01504	Syag.g_01758
OG0000890	Prax.g_01503	Syag.g_01761
OG0000891	Prax.g_01502	Syag.g_01762
OG0000892	Prax.g_01257	Syag.g_01765
OG0000893	Prax.g_01262	Syag.g_02688
OG0000894	Prax.g_01264	Syag.g_02691
OG0000895	Prax.g_01267	Syag.g_02695
OG0000896	Prax.g_01268	Syag.g_02696
OG0000897	Prax.g_01270	Syag.g_02699
OG0000898	Prax.g_01271	Syag.g_02700
OG0000899	Prax.g_01272	Syag.g_02701
OG0000900	Prax.g_01273	Syag.g_02702
OG0000901	Prax.g_01276	Syag.g_02707
OG0000902	Prax.g_01278	Syag.g_02709
OG0000903	Prax.g_01281	Syag.g_02724
OG0000904	Prax.g_01283	Syag.g_02718
OG0000905	Prax.g_01288	Syag.g_02714
OG0000906	Prax.g_01289	Syag.g_02711
OG0000907	Prax.g_01296	Syag.g_02727
OG0000908	Prax.g_01299	Syag.g_02730
OG0000909	Prax.g_01300	Syag.g_02731
OG0000910	Prax.g_01301	Syag.g_02732
OG0000911	Prax.g_01303	Syag.g_02734
OG0000912	Prax.g_01304	Syag.g_02735
OG0000913	Prax.g_01305	Syag.g_02736
OG0000914	Prax.g_01306	Syag.g_02737
OG0000915	Prax.g_01307	Syag.g_02739
OG0000916	Prax.g_01308	Syag.g_02740
OG0000917	Prax.g_01309	Syag.g_02741
OG0000918	Prax.g_01310	Syag.g_02742
OG0000919	Prax.g_01311	Syag.g_02743
OG0000920	Prax.g_01312	Syag.g_02744
OG0000921	Prax.g_01313	Syag.g_02745
OG0000922	Prax.g_01314	Syag.g_02746
OG0000923	Prax.g_01318	Syag.g_02750
OG0000924	Prax.g_01319	Syag.g_02751
OG0000925	Prax.g_01320	Syag.g_02752
OG0000926	Prax.g_01321	Syag.g_02753
OG0000927	Prax.g_01323	Syag.g_02755
OG0000928	Prax.g_01324	Syag.g_02756
OG0000929	Prax.g_01325	Syag.g_02757
OG0000930	Prax.g_01326	Syag.g_02758
OG0000931	Prax.g_01327	Syag.g_02759
OG0000932	Prax.g_01328	Syag.g_02760
OG0000933	Prax.g_01332	Syag.g_02766
OG0000934	Prax.g_01334	Syag.g_02768
OG0000935	Prax.g_01335	Syag.g_02769
OG0000936	Prax.g_01336	Syag.g_02770
OG0000937	Prax.g_01337	Syag.g_02771
OG0000938	Prax.g_01339	Syag.g_02774
OG0000939	Prax.g_01340	Syag.g_02775
OG0000940	Prax.g_01347	Syag.g_02783
OG0000941	Prax.g_01349	Syag.g_02785
OG0000942	Prax.g_01351	Syag.g_02787
OG0000943	Prax.g_01352	Syag.g_02788
OG0000944	Prax.g_01353	Syag.g_02790
OG0000945	Prax.g_01354	Syag.g_02792
OG0000946	Prax.g_01358	Syag.g_02797
OG0000947	Prax.g_01360	Syag.g_02801
OG0000948	Prax.g_01361	Syag.g_02802
OG0000949	Prax.g_01364	Syag.g_02449
OG0000950	Prax.g_01369	Syag.g_02436
OG0000951	Prax.g_01373	Syag.g_02431
OG0000952	Prax.g_01377	Syag.g_02423
OG0000953	Prax.g_01380	Syag.g_02415
OG0000954	Prax.g_01384	Syag.g_02409
OG0000955	Prax.g_01385	Syag.g_02408
OG0000956	Prax.g_01387	Syag.g_02406
OG0000957	Prax.g_01392	Syag.g_02395
OG0000958	Prax.g_01393	Syag.g_02394
OG0000959	Prax.g_01397	Syag.g_02389
OG0000960	Prax.g_01398	Syag.g_02388
OG0000961	Prax.g_01400	Syag.g_02379
OG0000962	Prax.g_01402	Syag.g_02377
OG0000963	Prax.g_01406	Syag.g_02372
OG0000964	Prax.g_01407	Syag.g_02371
OG0000965	Prax.g_01408	Syag.g_02370
OG0000966	Prax.g_01415	Syag.g_02362
OG0000967	Prax.g_01420	Syag.g_02358
OG0000968	Prax.g_01422	Syag.g_02355
OG0000969	Prax.g_01423	Syag.g_02354
OG0000970	Prax.g_01424	Syag.g_02353
OG0000971	Prax.g_01425	Syag.g_02348
OG0000972	Prax.g_01426	Syag.g_02347
OG0000973	Prax.g_01427	Syag.g_02346
OG0000974	Prax.g_01428	Syag.g_02345
OG0000975	Prax.g_01429	Syag.g_02344
OG0000976	Prax.g_01430	Syag.g_02343
OG0000977	Prax.g_01431	Syag.g_02340
OG0000978	Prax.g_01432	Syag.g_02338
OG0000979	Prax.g_01435	Syag.g_02335
OG0000980	Prax.g_01437	Syag.g_02332
OG0000981	Prax.g_01439	Syag.g_02329
OG0000982	Prax.g_01441	Syag.g_02127
OG0000983	Prax.g_01442	Syag.g_02128
OG0000984	Prax.g_01443	Syag.g_02129
OG0000985	Prax.g_01446	Syag.g_02133
OG0000986	Prax.g_01448	Syag.g_02138
OG0000987	Prax.g_01449	Syag.g_02140
OG0000988	Prax.g_01452	Syag.g_02145
OG0000989	Prax.g_01455	Syag.g_02156
OG0000990	Prax.g_01458	Syag.g_02169
OG0000991	Prax.g_01459	Syag.g_02174
OG0000992	Prax.g_01461	Syag.g_02177
OG0000993	Prax.g_01462	Syag.g_02178
OG0000994	Prax.g_01463	Syag.g_02181
OG0000995	Prax.g_01467	Syag.g_02187
OG0000996	Prax.g_01468	Syag.g_02229
OG0000997	Prax.g_01469	Syag.g_02239
OG0000998	Prax.g_01471	Syag.g_02241
OG0000999	Prax.g_01472	Syag.g_02242
OG0001000	Prax.g_01475	Syag.g_02246
OG0001001	Prax.g_01477	Syag.g_02251
OG0001002	Prax.g_01481	Syag.g_02258
OG0001003	Prax.g_01482	Syag.g_02260
OG0001004	Prax.g_01483	Syag.g_02261
OG0001005	Prax.g_01484	Syag.g_02263
OG0001006	Prax.g_01488	Syag.g_02270
OG0001007	Prax.g_01490	Syag.g_02272
OG0001008	Prax.g_00763	Syag.g_00034
OG0001009	Prax.g_00286	Syag.g_02304
OG0001010	Prax.g_00285	Syag.g_02305
OG0001011	Prax.g_00284	Syag.g_02307
OG0001012	Prax.g_00270	Syag.g_02123
OG0001013	Prax.g_00623	Syag.g_02098
OG0001014	Prax.g_00626	Syag.g_02084
OG0001015	Prax.g_00627	Syag.g_02083
OG0001016	Prax.g_00644	Syag.g_01824
OG0001017	Prax.g_00648	Syag.g_01830
OG0001018	Prax.g_00651	Syag.g_01832
OG0001019	Prax.g_00660	Syag.g_01854
OG0001020	Prax.g_01128	Syag.g_01861
OG0001021	Prax.g_01127	Syag.g_01865
OG0001022	Prax.g_01124	Syag.g_01870
OG0001023	Prax.g_01123	Syag.g_01871
OG0001024	Prax.g_01120	Syag.g_01875
OG0001025	Prax.g_01114	Syag.g_01882
OG0001026	Prax.g_01108	Syag.g_01894
OG0001027	Prax.g_01107	Syag.g_01902
OG0001028	Prax.g_01105	Syag.g_01904
OG0001029	Prax.g_01103	Syag.g_01906
OG0001030	Prax.g_01088	Syag.g_01927
OG0001031	Prax.g_01032	Syag.g_02000
OG0001032	Prax.g_01031	Syag.g_02005
OG0001033	Prax.g_01010	Syag.g_02048
OG0001034	Prax.g_00982	Syag.g_01784
OG0001035	Prax.g_00921	Syag.g_02635
OG0001036	Prax.g_00916	Syag.g_02630
OG0001037	Prax.g_00915	Syag.g_02628
OG0001038	Prax.g_00897	Syag.g_02600
OG0001039	Prax.g_00894	Syag.g_02597
OG0001040	Prax.g_00892	Syag.g_02594
OG0001041	Prax.g_00888	Syag.g_02589
OG0001042	Prax.g_00871	Syag.g_02564
OG0001043	Prax.g_00870	Syag.g_02560
OG0001044	Prax.g_00840	Syag.g_02842
OG0001045	Prax.g_00831	Syag.g_02856
OG0001046	Prax.g_00795	Syag.g_00836
OG0001047	Prax.g_00761	Syag.g_00036
OG0001048	Prax.g_00760	Syag.g_00037
OG0001049	Prax.g_00758	Syag.g_00040
OG0001050	Prax.g_00757	Syag.g_00041
OG0001051	Prax.g_00756	Syag.g_00042
OG0001052	Prax.g_00731	Syag.g_01352
OG0001053	Prax.g_00719	Syag.g_01525
OG0001054	Prax.g_00703	Syag.g_01506
OG0001055	Prax.g_00684	Syag.g_01485
OG0001056	Prax.g_00665	Syag.g_01449
OG0001057	Prax.g_00002	Syag.g_01241
OG0001058	Prax.g_00010	Syag.g_00271
OG0001059	Prax.g_00014	Syag.g_00275
OG0001060	Prax.g_00021	Syag.g_00282
OG0001061	Prax.g_00034	Syag.g_00302
OG0001062	Prax.g_00036	Syag.g_00304
OG0001063	Prax.g_00038	Syag.g_00310
OG0001064	Prax.g_00039	Syag.g_00311
OG0001065	Prax.g_00040	Syag.g_00312
OG0001066	Prax.g_00041	Syag.g_00313
OG0001067	Prax.g_00042	Syag.g_00314
OG0001068	Prax.g_00043	Syag.g_00315
OG0001069	Prax.g_00044	Syag.g_00317
OG0001070	Prax.g_00047	Syag.g_00321
OG0001071	Prax.g_00048	Syag.g_00322
OG0001072	Prax.g_00049	Syag.g_00327
OG0001073	Prax.g_00063	Syag.g_00342
OG0001074	Prax.g_00074	Syag.g_00467
OG0001075	Prax.g_00075	Syag.g_00362
OG0001076	Prax.g_00083	Syag.g_00378
OG0001077	Prax.g_00087	Syag.g_00388
OG0001078	Prax.g_00095	Syag.g_00411
OG0001079	Prax.g_00106	Syag.g_00428
OG0001080	Prax.g_00112	Syag.g_00495
OG0001081	Prax.g_00114	Syag.g_00551
OG0001082	Prax.g_00115	Syag.g_00552
OG0001083	Prax.g_00120	Syag.g_00565
OG0001084	Prax.g_00121	Syag.g_00569
OG0001085	Prax.g_00972	Syag.g_00592
OG0001086	Prax.g_00971	Syag.g_00594
OG0001087	Prax.g_00954	Syag.g_01018
OG0001088	Prax.g_00953	Syag.g_01016
OG0001089	Prax.g_00945	Syag.g_00986
OG0001090	Prax.g_00484	Syag.g_00922
OG0001091	Prax.g_00482	Syag.g_00919
OG0001092	Prax.g_00481	Syag.g_00917
OG0001093	Prax.g_00476	Syag.g_00910
OG0001094	Prax.g_00379	Syag.g_00661
OG0001095	Prax.g_00360	Syag.g_00681
OG0001096	Prax.g_00347	Syag.g_00703
OG0001097	Prax.g_00328	Syag.g_00729
OG0001098	Prax.g_00313	Syag.g_00744
OG0001099	Prax.g_00550	Syag.g_01905
OG0001101	Prax.g_00556	Syag.g_00603
OG0001102	Prax.g_00558	Syag.g_00606
OG0001103	Prax.g_00560	Syag.g_00608
OG0001104	Prax.g_00583	Syag.g_00642
OG0001105	Prax.g_00587	Syag.g_00646
OG0001106	Prax.g_00611	Syag.g_00796
OG0001107	Prax.g_00618	Syag.g_00808
OG0001108	Prax.g_01131	Syag.g_00817
OG0001109	Prax.g_01132	Syag.g_00819
OG0001110	Prax.g_01134	Syag.g_00821
OG0001111	Prax.g_01135	Syag.g_00823
OG0001112	Prax.g_01136	Syag.g_00825
OG0001113	Prax.g_01137	Syag.g_00826
OG0001114	Prax.g_01138	Syag.g_00827
OG0001115	Prax.g_01140	Syag.g_00831
OG0001116	Prax.g_01141	Syag.g_00833
OG0001117	Prax.g_01142	Syag.g_00834
OG0001118	Prax.g_01143	Syag.g_00835
OG0001119	Prax.g_01144	Syag.g_00837
OG0001120	Prax.g_01146	Syag.g_00841
OG0001121	Prax.g_00159, Prax.g_01149	Syag.g_01584
OG0001122	Prax.g_01176	Syag.g_00867
OG0001123	Prax.g_01180	Syag.g_00875
OG0001124	Prax.g_01182	Syag.g_00877
OG0001125	Prax.g_01183	Syag.g_00879
OG0001126	Prax.g_01193	Syag.g_00957
OG0001127	Prax.g_01194	Syag.g_00958
OG0001128	Prax.g_01196	Syag.g_00961
OG0001129	Prax.g_01197	Syag.g_00963
OG0001130	Prax.g_01198	Syag.g_00964
OG0001131	Prax.g_01235	Syag.g_00624
OG0001132	Prax.g_01245	Syag.g_00096
OG0001133	Prax.g_00146	Syag.g_00380
OG0001134	Prax.g_00161	Syag.g_02164
OG0001135	Prax.g_00164	Syag.g_00147
OG0001136	Prax.g_00197	Syag.g_01144
OG0001137	Prax.g_00208	Syag.g_01123
OG0001138	Prax.g_00226	Syag.g_01090
OG0001139	Prax.g_00227	Syag.g_01088
OG0001140	Prax.g_00228	Syag.g_01087
OG0001141	Prax.g_00229	Syag.g_01086
OG0001142	Prax.g_00230	Syag.g_01085
OG0001143	Prax.g_00237	Syag.g_01077
OG0001144	Prax.g_00242	Syag.g_01064
OG0001145	Prax.g_01907	Syag.g_01169
OG0001146	Prax.g_01895	Syag.g_01218
OG0001147	Prax.g_01877	Syag.g_01360
OG0001148	Prax.g_01861	Syag.g_01539
OG0001149	Prax.g_01860	Syag.g_01540
OG0001150	Prax.g_01859	Syag.g_01541
OG0001151	Prax.g_01848	Syag.g_01554
OG0001152	Prax.g_01847	Syag.g_01555
OG0001153	Prax.g_01696	Syag.g_01375
OG0001154	Prax.g_01695	Syag.g_01374
OG0001155	Prax.g_01683	Syag.g_01616
OG0001156	Prax.g_01680	Syag.g_01619
OG0001157	Prax.g_01679	Syag.g_01620
OG0001158	Prax.g_01678	Syag.g_01621
OG0001159	Prax.g_01677	Syag.g_01622, Syag.g_01625
OG0001160	Prax.g_01653	Syag.g_01666
OG0001161	Prax.g_01640	Syag.g_02163
OG0001162	Prax.g_01629	Syag.g_01238
OG0001163	Prax.g_01567	Syag.g_01674
OG0001164	Prax.g_01563	Syag.g_01680
OG0001165	Prax.g_01560	Syag.g_01685
OG0001166	Prax.g_01540	Syag.g_01715
OG0001167	Prax.g_01523	Syag.g_02383
OG0001168	Prax.g_01521	Syag.g_01740
OG0001169	Prax.g_01519	Syag.g_01742
OG0001170	Prax.g_01517	Syag.g_01744
OG0001171	Prax.g_01507	Syag.g_01755
OG0001172	Prax.g_01265	Syag.g_02693
OG0001173	Prax.g_01266	Syag.g_02694
OG0001174	Prax.g_01274	Syag.g_02703
OG0001175	Prax.g_01275	Syag.g_02704
