Orthogroup	Prax	Prap
OG0000583	Prax.g_00068	Prap.g_01158
OG0000584	Prax.g_00069	Prap.g_01157
OG0000585	Prax.g_00071	Prap.g_01155
OG0000586	Prax.g_00072	Prap.g_01154
OG0000587	Prax.g_00073	Prap.g_01153
OG0000588	Prax.g_00077	Prap.g_01149
OG0000589	Prax.g_00080	Prap.g_01147
OG0000590	Prax.g_00081	Prap.g_01146
OG0000591	Prax.g_00084	Prap.g_01142
OG0000592	Prax.g_00085	Prap.g_01141
OG0000593	Prax.g_00091	Prap.g_00395
OG0000594	Prax.g_00092	Prap.g_00394
OG0000595	Prax.g_00093	Prap.g_00393
OG0000596	Prax.g_00097	Prap.g_00389
OG0000597	Prax.g_00099	Prap.g_00386
OG0000598	Prax.g_00100	Prap.g_00385
OG0000599	Prax.g_00103	Prap.g_00382
OG0000600	Prax.g_00104	Prap.g_00381
OG0000601	Prax.g_00105	Prap.g_00380
OG0000602	Prax.g_00107	Prap.g_00378
OG0000603	Prax.g_00108	Prap.g_00377
OG0000604	Prax.g_00109	Prap.g_00376
OG0000605	Prax.g_00110	Prap.g_00375
OG0000606	Prax.g_00113	Prap.g_00372
OG0000607	Prax.g_00116	Prap.g_00369
OG0000608	Prax.g_00117	Prap.g_00368
OG0000609	Prax.g_00118	Prap.g_00367
OG0000610	Prax.g_00123	Prap.g_00361
OG0000611	Prax.g_00975	Prap.g_00358
OG0000612	Prax.g_00974	Prap.g_00357
OG0000613	Prax.g_00969	Prap.g_00828
OG0000614	Prax.g_00950	Prap.g_00807
OG0000615	Prax.g_00942	Prap.g_00796
OG0000616	Prax.g_00938	Prap.g_01489
OG0000617	Prax.g_00479	Prap.g_00341
OG0000618	Prax.g_00478	Prap.g_00340
OG0000619	Prax.g_00477	Prap.g_00339
OG0000620	Prax.g_00474	Prap.g_00336
OG0000621	Prax.g_00473	Prap.g_00335
OG0000622	Prax.g_00472	Prap.g_00334
OG0000623	Prax.g_00471	Prap.g_00333
OG0000624	Prax.g_00470	Prap.g_00331
OG0000625	Prax.g_00469	Prap.g_00330
OG0000626	Prax.g_00468	Prap.g_00329
OG0000627	Prax.g_00467	Prap.g_00328
OG0000628	Prax.g_00466	Prap.g_00327
OG0000629	Prax.g_00465	Prap.g_00326
OG0000630	Prax.g_00462	Prap.g_00323
OG0000631	Prax.g_00382	Prap.g_00683
OG0000632	Prax.g_00381	Prap.g_00682
OG0000633	Prax.g_00380	Prap.g_00681
OG0000634	Prax.g_00377	Prap.g_00787
OG0000635	Prax.g_00376	Prap.g_00786
OG0000636	Prax.g_00374	Prap.g_00784
OG0000637	Prax.g_00372	Prap.g_00782
OG0000638	Prax.g_00371	Prap.g_00781
OG0000639	Prax.g_00370	Prap.g_00780
OG0000640	Prax.g_00369	Prap.g_00779
OG0000641	Prax.g_00365	Prap.g_00775
OG0000642	Prax.g_00364	Prap.g_00774
OG0000643	Prax.g_00363	Prap.g_00773
OG0000644	Prax.g_00362	Prap.g_00772
OG0000645	Prax.g_00361	Prap.g_00771
OG0000646	Prax.g_00359	Prap.g_00769
OG0000647	Prax.g_00358	Prap.g_00767
OG0000648	Prax.g_00356	Prap.g_00765
OG0000649	Prax.g_00355	Prap.g_00764
OG0000650	Prax.g_00354	Prap.g_00763
OG0000651	Prax.g_00353	Prap.g_00762
OG0000652	Prax.g_00352	Prap.g_00761
OG0000653	Prax.g_00350	Prap.g_00759
OG0000654	Prax.g_00349	Prap.g_00758
OG0000655	Prax.g_00348	Prap.g_00757
OG0000656	Prax.g_00345	Prap.g_00754
OG0000657	Prax.g_00337	Prap.g_00746
OG0000658	Prax.g_00336	Prap.g_00744
OG0000659	Prax.g_00335	Prap.g_00743
OG0000660	Prax.g_00331	Prap.g_00739
OG0000661	Prax.g_00329	Prap.g_00737
OG0000662	Prax.g_00327	Prap.g_00735
OG0000663	Prax.g_00325	Prap.g_00733
OG0000664	Prax.g_00324	Prap.g_00732
OG0000665	Prax.g_00320	Prap.g_00726
OG0000666	Prax.g_00319	Prap.g_00725
OG0000667	Prax.g_00315	Prap.g_00721
OG0000668	Prax.g_00546	Prap.g_00660
OG0000669	Prax.g_00553	Prap.g_00869
OG0000670	Prax.g_00555	Prap.g_00866
OG0000671	Prax.g_00557	Prap.g_00863
OG0000672	Prax.g_00559	Prap.g_00860
OG0000673	Prax.g_00562	Prap.g_00857
OG0000674	Prax.g_00564	Prap.g_00855
OG0000675	Prax.g_00565	Prap.g_00854
OG0000676	Prax.g_00567	Prap.g_00852
OG0000677	Prax.g_00568	Prap.g_00851
OG0000678	Prax.g_00570	Prap.g_00849
OG0000679	Prax.g_00574	Prap.g_00845
OG0000680	Prax.g_00575	Prap.g_00844
OG0000681	Prax.g_00578	Prap.g_00841
OG0000682	Prax.g_00579	Prap.g_00840
OG0000683	Prax.g_00580	Prap.g_00839
OG0000684	Prax.g_00582	Prap.g_00837
OG0000685	Prax.g_00584	Prap.g_00835
OG0000686	Prax.g_00585	Prap.g_00834
OG0000687	Prax.g_00586	Prap.g_00833
OG0000688	Prax.g_00589	Prap.g_00353
OG0000689	Prax.g_00590	Prap.g_00352
OG0000690	Prax.g_00591	Prap.g_00351
OG0000691	Prax.g_00592	Prap.g_00350
OG0000692	Prax.g_00594	Prap.g_00348
OG0000693	Prax.g_00595	Prap.g_00347
OG0000694	Prax.g_00596	Prap.g_00346
OG0000695	Prax.g_00598	Prap.g_00679
OG0000696	Prax.g_00599	Prap.g_00678
OG0000697	Prax.g_00600	Prap.g_00677
OG0000698	Prax.g_00603	Prap.g_00239
OG0000699	Prax.g_00604	Prap.g_00240
OG0000700	Prax.g_00605	Prap.g_00241
OG0000701	Prax.g_00606	Prap.g_00242
OG0000702	Prax.g_00608	Prap.g_00244
OG0000703	Prax.g_00609	Prap.g_00245
OG0000704	Prax.g_00610	Prap.g_00247
OG0000705	Prax.g_00614	Prap.g_00250
OG0000706	Prax.g_00615	Prap.g_00251
OG0000707	Prax.g_00616	Prap.g_00252
OG0000708	Prax.g_00617	Prap.g_00254
OG0000709	Prax.g_01130	Prap.g_00258
OG0000710	Prax.g_01133	Prap.g_00261
OG0000711	Prax.g_01150	Prap.g_00279
OG0000712	Prax.g_01152	Prap.g_00280
OG0000713	Prax.g_01153	Prap.g_00281
OG0000714	Prax.g_01154	Prap.g_00282
OG0000715	Prax.g_01156	Prap.g_00284
OG0000716	Prax.g_01158	Prap.g_00286
OG0000717	Prax.g_01159	Prap.g_00287
OG0000718	Prax.g_01173	Prap.g_00291
OG0000719	Prax.g_01175	Prap.g_00293
OG0000720	Prax.g_01184	Prap.g_00305
OG0000721	Prax.g_01186	Prap.g_00309
OG0000722	Prax.g_01187	Prap.g_00310
OG0000723	Prax.g_01190	Prap.g_00314
OG0000724	Prax.g_01199	Prap.g_00703
OG0000725	Prax.g_01205	Prap.g_00709
OG0000726	Prax.g_01206	Prap.g_00710
OG0000727	Prax.g_01207	Prap.g_00711
OG0000728	Prax.g_01209	Prap.g_00713
OG0000729	Prax.g_01256	Prap.g_00539
OG0000730	Prax.g_00126	Prap.g_00498
OG0000731	Prax.g_00130	Prap.g_01366
OG0000732	Prax.g_00140	Prap.g_01538
OG0000733	Prax.g_00162	Prap.g_01882
OG0000734	Prax.g_00185	Prap.g_00472
OG0000735	Prax.g_00187	Prap.g_00470
OG0000736	Prax.g_00188	Prap.g_00469
OG0000737	Prax.g_00189	Prap.g_00468
OG0000738	Prax.g_00193	Prap.g_00464
OG0000739	Prax.g_00194	Prap.g_00463
OG0000740	Prax.g_00195	Prap.g_00462
OG0000741	Prax.g_00196	Prap.g_00460
OG0000742	Prax.g_00199	Prap.g_00457
OG0000743	Prax.g_00201	Prap.g_00455
OG0000744	Prax.g_00202	Prap.g_00454
OG0000745	Prax.g_00203	Prap.g_00453
OG0000746	Prax.g_00205	Prap.g_00451
OG0000747	Prax.g_00206	Prap.g_00450
OG0000748	Prax.g_00209	Prap.g_00446
OG0000749	Prax.g_00210	Prap.g_00445
OG0000750	Prax.g_00211	Prap.g_00444
OG0000751	Prax.g_00213	Prap.g_00441
OG0000752	Prax.g_00215	Prap.g_00439
OG0000753	Prax.g_00218	Prap.g_00437
OG0000754	Prax.g_00221	Prap.g_00434
OG0000755	Prax.g_00224	Prap.g_00428
OG0000756	Prax.g_00225	Prap.g_00427
OG0000757	Prax.g_00231	Prap.g_00420
OG0000758	Prax.g_00232	Prap.g_00419
OG0000759	Prax.g_00233	Prap.g_00418
OG0000760	Prax.g_00234	Prap.g_00417
OG0000761	Prax.g_00235	Prap.g_00416
OG0000762	Prax.g_00236	Prap.g_00415
OG0000763	Prax.g_00238	Prap.g_00413
OG0000764	Prax.g_00239	Prap.g_00412
OG0000765	Prax.g_00248	Prap.g_00404
OG0000766	Prax.g_00249	Prap.g_00403
OG0000767	Prax.g_00251	Prap.g_00401
OG0000768	Prax.g_00252	Prap.g_00400
OG0000769	Prax.g_00254	Prap.g_00398
OG0000770	Prax.g_00256	Prap.g_01136
OG0000771	Prax.g_01789	Prap.g_00217
OG0000772	Prax.g_01928	Prap.g_01853
OG0000773	Prax.g_01908	Prap.g_00552
OG0000774	Prax.g_01906	Prap.g_00554
OG0000775	Prax.g_01904	Prap.g_00556
OG0000776	Prax.g_01903	Prap.g_00557
OG0000777	Prax.g_01902	Prap.g_00558
OG0000778	Prax.g_01901	Prap.g_00559
OG0000779	Prax.g_01897	Prap.g_00563
OG0000780	Prax.g_01896	Prap.g_00564
OG0000781	Prax.g_01893	Prap.g_00568
OG0000782	Prax.g_01892	Prap.g_00569
OG0000783	Prax.g_01891	Prap.g_00570
OG0000784	Prax.g_01890	Prap.g_00571
OG0000785	Prax.g_01888	Prap.g_00573
OG0000786	Prax.g_01886	Prap.g_00576
OG0000787	Prax.g_01885	Prap.g_00577
OG0000788	Prax.g_01876	Prap.g_01268
OG0000789	Prax.g_01873	Prap.g_00220
OG0000790	Prax.g_01858	Prap.g_00064
OG0000791	Prax.g_01856	Prap.g_00066
OG0000792	Prax.g_01855	Prap.g_00067
OG0000793	Prax.g_01852	Prap.g_00070
OG0000794	Prax.g_01851	Prap.g_00071
OG0000795	Prax.g_01850	Prap.g_00072
OG0000796	Prax.g_01846	Prap.g_00076
OG0000797	Prax.g_01845	Prap.g_00077
OG0000798	Prax.g_01819	Prap.g_00004
OG0000799	Prax.g_01751	Prap.g_00104
OG0000800	Prax.g_01750	Prap.g_00105
OG0000801	Prax.g_01749	Prap.g_00106
OG0000802	Prax.g_01747	Prap.g_00108
OG0000803	Prax.g_01745	Prap.g_00110
OG0000804	Prax.g_01744	Prap.g_00111
OG0000805	Prax.g_01742	Prap.g_00113
OG0000806	Prax.g_01740	Prap.g_00115
OG0000807	Prax.g_01739	Prap.g_00116
OG0000808	Prax.g_01738	Prap.g_00117
OG0000809	Prax.g_01735	Prap.g_00119
OG0000810	Prax.g_01734	Prap.g_00120
OG0000811	Prax.g_01725	Prap.g_00124
OG0000812	Prax.g_01723	Prap.g_00126
OG0000813	Prax.g_01722	Prap.g_00127
OG0000814	Prax.g_01720	Prap.g_00129
OG0000815	Prax.g_01719	Prap.g_00130
OG0000816	Prax.g_01717	Prap.g_00132
OG0000817	Prax.g_01716	Prap.g_00133
OG0000818	Prax.g_01711	Prap.g_00138
OG0000819	Prax.g_01710	Prap.g_00139
OG0000820	Prax.g_01709	Prap.g_00140
OG0000821	Prax.g_01705	Prap.g_00144
OG0000822	Prax.g_01704	Prap.g_00145
OG0000823	Prax.g_01703	Prap.g_00146
OG0000824	Prax.g_01700	Prap.g_00149
OG0000825	Prax.g_01699	Prap.g_00150
OG0000826	Prax.g_01698	Prap.g_00151
OG0000827	Prax.g_01697	Prap.g_00152
OG0000828	Prax.g_01694	Prap.g_00155
OG0000829	Prax.g_01693	Prap.g_00156
OG0000830	Prax.g_01692	Prap.g_00157
OG0000831	Prax.g_01690	Prap.g_00159
OG0000832	Prax.g_01684	Prap.g_00169
OG0000833	Prax.g_01676	Prap.g_00178
OG0000834	Prax.g_01675	Prap.g_00179
OG0000835	Prax.g_01674	Prap.g_00180
OG0000836	Prax.g_01673	Prap.g_00181
OG0000837	Prax.g_01672	Prap.g_00182
OG0000838	Prax.g_01670	Prap.g_00184
OG0000839	Prax.g_01669	Prap.g_00185
OG0000840	Prax.g_01668	Prap.g_00186
OG0000841	Prax.g_01667	Prap.g_00187
OG0000842	Prax.g_01666	Prap.g_00188
OG0000843	Prax.g_01665	Prap.g_00189
OG0000844	Prax.g_01664	Prap.g_00190
OG0000845	Prax.g_01663	Prap.g_00191
OG0000846	Prax.g_01662	Prap.g_00192
OG0000847	Prax.g_01661	Prap.g_00193
OG0000848	Prax.g_01660	Prap.g_00194
OG0000849	Prax.g_01659	Prap.g_00195
OG0000850	Prax.g_01657	Prap.g_00197
OG0000851	Prax.g_01656	Prap.g_00198
OG0000852	Prax.g_01655	Prap.g_00199
OG0000853	Prax.g_01651	Prap.g_00205
OG0000854	Prax.g_01649	Prap.g_00207
OG0000855	Prax.g_01648	Prap.g_00208
OG0000856	Prax.g_01633	Prap.g_01139
OG0000857	Prax.g_01605	Prap.g_00768
OG0000858	Prax.g_01565	Prap.g_01786
OG0000859	Prax.g_01564	Prap.g_01785
OG0000860	Prax.g_01557	Prap.g_01777
OG0000861	Prax.g_01556	Prap.g_01776
OG0000862	Prax.g_01555	Prap.g_01775
OG0000863	Prax.g_01553	Prap.g_01773
OG0000864	Prax.g_01552	Prap.g_01772
OG0000865	Prax.g_01551	Prap.g_01771
OG0000866	Prax.g_01550	Prap.g_01770
OG0000867	Prax.g_01549	Prap.g_01769
OG0000868	Prax.g_01548	Prap.g_01767
OG0000869	Prax.g_01544	Prap.g_01764
OG0000870	Prax.g_01539	Prap.g_01759
OG0000871	Prax.g_01538	Prap.g_01758
OG0000872	Prax.g_01537	Prap.g_01757
OG0000873	Prax.g_01534	Prap.g_01753
OG0000874	Prax.g_01531	Prap.g_01750
OG0000875	Prax.g_01530	Prap.g_01749
OG0000876	Prax.g_01529	Prap.g_01748
OG0000877	Prax.g_01527	Prap.g_01746
OG0000878	Prax.g_01526	Prap.g_01745
OG0000879	Prax.g_01525	Prap.g_01744
OG0000880	Prax.g_01524	Prap.g_01743
OG0000881	Prax.g_01520	Prap.g_01739
OG0000882	Prax.g_01515	Prap.g_01734
OG0000883	Prax.g_01513	Prap.g_01732
OG0000884	Prax.g_01511	Prap.g_01730
OG0000885	Prax.g_01510	Prap.g_01729
OG0000886	Prax.g_01509	Prap.g_01728
OG0000887	Prax.g_01508	Prap.g_01727
OG0000888	Prax.g_01506	Prap.g_01725
OG0000889	Prax.g_01504	Prap.g_01723
OG0000890	Prax.g_01503	Prap.g_01722
OG0000891	Prax.g_01502	Prap.g_01721
OG0000892	Prax.g_01257	Prap.g_01719
OG0000893	Prax.g_01262	Prap.g_01715
OG0000894	Prax.g_01264	Prap.g_01712
OG0000895	Prax.g_01267	Prap.g_01708
OG0000896	Prax.g_01268	Prap.g_01707
OG0000897	Prax.g_01270	Prap.g_01705
OG0000898	Prax.g_01271	Prap.g_01704
OG0000899	Prax.g_01272	Prap.g_01703
OG0000900	Prax.g_01273	Prap.g_01702
OG0000901	Prax.g_01276	Prap.g_01699
OG0000902	Prax.g_01278	Prap.g_01697
OG0000903	Prax.g_01281	Prap.g_01693
OG0000904	Prax.g_01283	Prap.g_01689
OG0000905	Prax.g_01288	Prap.g_01695
OG0000906	Prax.g_01289	Prap.g_01696
OG0000907	Prax.g_01296	Prap.g_01686
OG0000908	Prax.g_01299	Prap.g_01683
OG0000909	Prax.g_01300	Prap.g_01682
OG0000910	Prax.g_01301	Prap.g_01681
OG0000911	Prax.g_01303	Prap.g_01679
OG0000912	Prax.g_01304	Prap.g_01678
OG0000913	Prax.g_01305	Prap.g_01677
OG0000914	Prax.g_01306	Prap.g_01676
OG0000915	Prax.g_01307	Prap.g_01675
OG0000916	Prax.g_01308	Prap.g_01674
OG0000917	Prax.g_01309	Prap.g_01673
OG0000918	Prax.g_01310	Prap.g_01672
OG0000919	Prax.g_01311	Prap.g_01671
OG0000920	Prax.g_01312	Prap.g_01670
OG0000921	Prax.g_01313	Prap.g_01669
OG0000922	Prax.g_01314	Prap.g_01668
OG0000923	Prax.g_01318	Prap.g_01664
OG0000924	Prax.g_01319	Prap.g_01663
OG0000925	Prax.g_01320	Prap.g_01662
OG0000926	Prax.g_01321	Prap.g_01661
OG0000927	Prax.g_01323	Prap.g_01659
OG0000928	Prax.g_01324	Prap.g_01658
OG0000929	Prax.g_01325	Prap.g_01657
OG0000930	Prax.g_01326	Prap.g_01656
OG0000931	Prax.g_01327	Prap.g_01655
OG0000932	Prax.g_01328	Prap.g_01654
OG0000933	Prax.g_01332	Prap.g_01650
OG0000934	Prax.g_01334	Prap.g_01647
OG0000935	Prax.g_01335	Prap.g_01646
OG0000936	Prax.g_01336	Prap.g_01645
OG0000937	Prax.g_01337	Prap.g_01644
OG0000938	Prax.g_01339	Prap.g_01641
OG0000939	Prax.g_01340	Prap.g_01640
OG0000940	Prax.g_01347	Prap.g_01633
OG0000941	Prax.g_01349	Prap.g_01631
OG0000942	Prax.g_01351	Prap.g_01629
OG0000943	Prax.g_01352	Prap.g_01628
OG0000944	Prax.g_01353	Prap.g_01626
OG0000945	Prax.g_01354	Prap.g_01625
OG0000946	Prax.g_01358	Prap.g_01620
OG0000947	Prax.g_01360	Prap.g_01618
OG0000948	Prax.g_01361	Prap.g_01617
OG0000949	Prax.g_01364	Prap.g_01614
OG0000950	Prax.g_01369	Prap.g_01607
OG0000951	Prax.g_01373	Prap.g_01603
OG0000952	Prax.g_01377	Prap.g_01599
OG0000953	Prax.g_01380	Prap.g_01595
OG0000954	Prax.g_01384	Prap.g_01591
OG0000955	Prax.g_01385	Prap.g_01590
OG0000956	Prax.g_01387	Prap.g_01588
OG0000957	Prax.g_01392	Prap.g_01582
OG0000958	Prax.g_01393	Prap.g_01581
OG0000959	Prax.g_01397	Prap.g_01577
OG0000960	Prax.g_01398	Prap.g_01576
OG0000961	Prax.g_01400	Prap.g_01573
OG0000962	Prax.g_01402	Prap.g_01571
OG0000963	Prax.g_01406	Prap.g_01567
OG0000964	Prax.g_01407	Prap.g_01566
OG0000965	Prax.g_01408	Prap.g_01565
OG0000966	Prax.g_01415	Prap.g_01559
OG0000967	Prax.g_01420	Prap.g_01555
OG0000968	Prax.g_01422	Prap.g_01553
OG0000969	Prax.g_01423	Prap.g_01552
OG0000970	Prax.g_01424	Prap.g_01551
OG0000971	Prax.g_01425	Prap.g_01550
OG0000972	Prax.g_01426	Prap.g_01549
OG0000973	Prax.g_01427	Prap.g_01548
OG0000974	Prax.g_01428	Prap.g_01547
OG0000975	Prax.g_01429	Prap.g_01546
OG0000976	Prax.g_01430	Prap.g_01545
OG0000977	Prax.g_01431	Prap.g_01544
OG0000978	Prax.g_01432	Prap.g_01543
OG0000979	Prax.g_01435	Prap.g_01541
OG0000980	Prax.g_01437	Prap.g_01539
OG0000981	Prax.g_01439	Prap.g_01536
OG0000982	Prax.g_01441	Prap.g_01534
OG0000983	Prax.g_01442	Prap.g_01533
OG0000984	Prax.g_01443	Prap.g_01532
OG0000985	Prax.g_01446	Prap.g_01529
OG0000986	Prax.g_01448	Prap.g_01527
OG0000987	Prax.g_01449	Prap.g_01526
OG0000988	Prax.g_01452	Prap.g_01523
OG0000989	Prax.g_01455	Prap.g_01519
OG0000990	Prax.g_01458	Prap.g_01515
OG0000991	Prax.g_01459	Prap.g_01514
OG0000992	Prax.g_01461	Prap.g_01511
OG0000993	Prax.g_01462	Prap.g_01510
OG0000994	Prax.g_01463	Prap.g_01509
OG0000995	Prax.g_01467	Prap.g_01505
OG0000996	Prax.g_01468	Prap.g_01504
OG0000997	Prax.g_01469	Prap.g_01501
OG0000998	Prax.g_01471	Prap.g_01499
OG0000999	Prax.g_01472	Prap.g_01498
OG0001000	Prax.g_01475	Prap.g_01495
OG0001001	Prax.g_01477	Prap.g_01492
OG0001002	Prax.g_01481	Prap.g_01874
OG0001003	Prax.g_01482	Prap.g_01873
OG0001004	Prax.g_01483	Prap.g_01872
OG0001005	Prax.g_01484	Prap.g_01871
OG0001006	Prax.g_01488	Prap.g_00056
OG0001007	Prax.g_01490	Prap.g_00054
OG0001008	Prax.g_00763	Prap.g_01329
OG0001009	Prax.g_00286	Prap.g_00928
OG0001010	Prax.g_00285	Prap.g_00927
OG0001011	Prax.g_00284	Prap.g_00925
OG0001012	Prax.g_00270	Prap.g_00911
OG0001013	Prax.g_00623	Prap.g_00904
OG0001014	Prax.g_00626	Prap.g_00901
OG0001015	Prax.g_00627	Prap.g_00899
OG0001016	Prax.g_00644	Prap.g_00877
OG0001017	Prax.g_00648	Prap.g_01100
OG0001018	Prax.g_00651	Prap.g_01098
OG0001019	Prax.g_00660	Prap.g_01089
OG0001020	Prax.g_01128	Prap.g_01088
OG0001021	Prax.g_01127	Prap.g_01087
OG0001022	Prax.g_01124	Prap.g_01084
OG0001023	Prax.g_01123	Prap.g_01083
OG0001024	Prax.g_01120	Prap.g_01079
OG0001025	Prax.g_01114	Prap.g_01072
OG0001026	Prax.g_01108	Prap.g_01063
OG0001027	Prax.g_01107	Prap.g_01062
OG0001028	Prax.g_01105	Prap.g_01060
OG0001029	Prax.g_01103	Prap.g_01059
OG0001030	Prax.g_01088	Prap.g_01043
OG0001031	Prax.g_01032	Prap.g_00983
OG0001032	Prax.g_01031	Prap.g_00982
OG0001033	Prax.g_01010	Prap.g_00961
OG0001034	Prax.g_00982	Prap.g_01476
OG0001035	Prax.g_00921	Prap.g_01456
OG0001036	Prax.g_00916	Prap.g_01452
OG0001037	Prax.g_00915	Prap.g_01451
OG0001038	Prax.g_00897	Prap.g_01432
OG0001039	Prax.g_00894	Prap.g_01429
OG0001040	Prax.g_00892	Prap.g_01427
OG0001041	Prax.g_00888	Prap.g_01422
OG0001042	Prax.g_00871	Prap.g_01405
OG0001043	Prax.g_00870	Prap.g_01404
OG0001044	Prax.g_00840	Prap.g_01373
OG0001045	Prax.g_00831	Prap.g_01364
OG0001046	Prax.g_00795	Prap.g_01827
OG0001047	Prax.g_00761	Prap.g_01327
OG0001048	Prax.g_00760	Prap.g_01326
OG0001049	Prax.g_00758	Prap.g_01324
OG0001050	Prax.g_00757	Prap.g_01323
OG0001051	Prax.g_00756	Prap.g_01322
OG0001052	Prax.g_00731	Prap.g_01296
OG0001053	Prax.g_00719	Prap.g_01284
OG0001054	Prax.g_00703	Prap.g_01269
OG0001055	Prax.g_00684	Prap.g_01250
OG0001056	Prax.g_00665	Prap.g_01233
OG0001057	Prax.g_00002	Prap.g_01228
OG0001058	Prax.g_00010	Prap.g_01220
OG0001059	Prax.g_00014	Prap.g_01216
OG0001060	Prax.g_00021	Prap.g_01210
OG0001061	Prax.g_00034	Prap.g_01195
OG0001062	Prax.g_00036	Prap.g_01193
OG0001063	Prax.g_00038	Prap.g_01191
OG0001064	Prax.g_00039	Prap.g_01190
OG0001065	Prax.g_00040	Prap.g_01189
OG0001066	Prax.g_00041	Prap.g_01188
OG0001067	Prax.g_00042	Prap.g_01187
OG0001068	Prax.g_00043	Prap.g_01186
OG0001069	Prax.g_00044	Prap.g_01185
OG0001070	Prax.g_00047	Prap.g_01181
OG0001071	Prax.g_00048	Prap.g_01180
OG0001072	Prax.g_00049	Prap.g_01178
OG0001073	Prax.g_00063	Prap.g_01164
OG0001074	Prax.g_00074	Prap.g_01152
OG0001075	Prax.g_00075	Prap.g_01151
OG0001076	Prax.g_00083	Prap.g_01144
OG0001077	Prax.g_00087	Prap.g_01138
OG0001078	Prax.g_00095	Prap.g_00391
OG0001079	Prax.g_00106	Prap.g_00379
OG0001080	Prax.g_00112	Prap.g_00373
OG0001081	Prax.g_00114	Prap.g_00371
OG0001082	Prax.g_00115	Prap.g_00370
OG0001083	Prax.g_00120	Prap.g_00365
OG0001084	Prax.g_00121	Prap.g_00364
OG0001085	Prax.g_00972	Prap.g_00831
OG0001086	Prax.g_00971	Prap.g_00830
OG0001087	Prax.g_00954	Prap.g_00812
OG0001088	Prax.g_00953	Prap.g_00811
OG0001089	Prax.g_00945	Prap.g_00800
OG0001090	Prax.g_00484	Prap.g_00790
OG0001091	Prax.g_00482	Prap.g_00344
OG0001092	Prax.g_00481	Prap.g_00343
OG0001093	Prax.g_00476	Prap.g_00338
OG0001094	Prax.g_00379	Prap.g_00345
OG0001095	Prax.g_00360	Prap.g_00770
OG0001096	Prax.g_00347	Prap.g_00756
OG0001097	Prax.g_00328	Prap.g_00736
OG0001098	Prax.g_00313	Prap.g_00717
OG0001099	Prax.g_00550	Prap.g_00655
OG0001100	Prax.g_00554	Prap.g_00867
OG0001101	Prax.g_00556	Prap.g_00864
OG0001102	Prax.g_00558	Prap.g_00861
OG0001103	Prax.g_00560	Prap.g_00859
OG0001104	Prax.g_00583	Prap.g_00836
OG0001105	Prax.g_00587	Prap.g_00832
OG0001106	Prax.g_00611	Prap.g_00248
OG0001107	Prax.g_00618	Prap.g_00255
OG0001108	Prax.g_01131	Prap.g_00259
OG0001109	Prax.g_01132	Prap.g_00260
OG0001110	Prax.g_01134	Prap.g_00262
OG0001111	Prax.g_01135	Prap.g_00263
OG0001112	Prax.g_01136	Prap.g_00264
OG0001113	Prax.g_01137	Prap.g_00265
OG0001114	Prax.g_01138	Prap.g_00266
OG0001115	Prax.g_01140	Prap.g_00268
OG0001116	Prax.g_01141	Prap.g_00269
OG0001117	Prax.g_01142	Prap.g_00270
OG0001118	Prax.g_01143	Prap.g_00271
OG0001119	Prax.g_01144	Prap.g_00272
OG0001120	Prax.g_01146	Prap.g_00274
OG0001122	Prax.g_01176	Prap.g_00294
OG0001123	Prax.g_01180	Prap.g_00300
OG0001124	Prax.g_01182	Prap.g_00302
OG0001125	Prax.g_01183	Prap.g_00304
OG0001126	Prax.g_01193	Prap.g_00697
OG0001127	Prax.g_01194	Prap.g_00698
OG0001128	Prax.g_01196	Prap.g_00700
OG0001129	Prax.g_01197	Prap.g_00701
OG0001130	Prax.g_01198	Prap.g_00702
OG0001131	Prax.g_01235	Prap.g_01345
OG0001132	Prax.g_01245	Prap.g_00020
OG0001133	Prax.g_00146	Prap.g_00058
OG0001134	Prax.g_00161	Prap.g_01883
OG0001135	Prax.g_00164	Prap.g_01880
OG0001136	Prax.g_00197	Prap.g_00459
OG0001137	Prax.g_00208	Prap.g_00447
OG0001138	Prax.g_00226	Prap.g_00426
OG0001139	Prax.g_00227	Prap.g_00424
OG0001140	Prax.g_00228	Prap.g_00423
OG0001141	Prax.g_00229	Prap.g_00422
OG0001142	Prax.g_00230	Prap.g_00421
OG0001143	Prax.g_00237	Prap.g_00414
OG0001144	Prax.g_00242	Prap.g_00409
OG0001145	Prax.g_01907	Prap.g_00553
OG0001146	Prax.g_01895	Prap.g_00565
OG0001147	Prax.g_01877	Prap.g_00585
OG0001148	Prax.g_01861	Prap.g_00061
OG0001149	Prax.g_01860	Prap.g_00062
OG0001150	Prax.g_01859	Prap.g_00063
OG0001151	Prax.g_01848	Prap.g_00074
OG0001152	Prax.g_01847	Prap.g_00075
OG0001153	Prax.g_01696	Prap.g_00153
OG0001154	Prax.g_01695	Prap.g_00154
OG0001155	Prax.g_01683	Prap.g_00171
OG0001156	Prax.g_01680	Prap.g_00174
OG0001157	Prax.g_01679	Prap.g_00175
OG0001158	Prax.g_01678	Prap.g_00176
OG0001159	Prax.g_01677	Prap.g_00177
OG0001160	Prax.g_01653	Prap.g_00203
OG0001161	Prax.g_01640	Prap.g_01836
OG0001162	Prax.g_01629	Prap.g_01907
OG0001163	Prax.g_01567	Prap.g_01788
OG0001164	Prax.g_01563	Prap.g_01784
OG0001165	Prax.g_01560	Prap.g_01781
