Orthogroup	Prax	Syab
OG0000589	Prax.g_00080	Syab.g_01899
OG0000590	Prax.g_00081	Syab.g_01898
OG0000591	Prax.g_00084	Syab.g_01892
OG0000592	Prax.g_00085	Syab.g_01891
OG0000593	Prax.g_00091	Syab.g_01877
OG0000594	Prax.g_00092	Syab.g_01876
OG0000595	Prax.g_00093	Syab.g_01875
OG0000596	Prax.g_00097	Syab.g_01871
OG0000597	Prax.g_00099	Syab.g_01868
OG0000598	Prax.g_00100	Syab.g_01867
OG0000599	Prax.g_00103	Syab.g_01860
OG0000600	Prax.g_00104	Syab.g_01859
OG0000601	Prax.g_00105	Syab.g_01858
OG0000602	Prax.g_00107	Syab.g_01853
OG0000603	Prax.g_00108	Syab.g_01852
OG0000604	Prax.g_00109	Syab.g_01850
OG0000605	Prax.g_00110	Syab.g_01758
OG0000606	Prax.g_00113	Syab.g_01529
OG0000607	Prax.g_00116	Syab.g_01533
OG0000608	Prax.g_00117	Syab.g_01534
OG0000609	Prax.g_00118	Syab.g_01536
OG0000610	Prax.g_00123	Syab.g_01555
OG0000611	Prax.g_00975	Syab.g_01558
OG0000612	Prax.g_00974	Syab.g_01559
OG0000613	Prax.g_00969	Syab.g_00228
OG0000614	Prax.g_00950	Syab.g_01179
OG0000615	Prax.g_00942	Syab.g_01605
OG0000616	Prax.g_00938	Syab.g_02897
OG0000617	Prax.g_00479	Syab.g_01274
OG0000618	Prax.g_00478	Syab.g_01275
OG0000619	Prax.g_00477	Syab.g_01662
OG0000620	Prax.g_00474	Syab.g_01668
OG0000621	Prax.g_00473	Syab.g_01669
OG0000622	Prax.g_00472	Syab.g_01670
OG0000623	Prax.g_00471	Syab.g_01671
OG0000624	Prax.g_00470	Syab.g_01673
OG0000625	Prax.g_00469	Syab.g_01674
OG0000626	Prax.g_00468	Syab.g_01675
OG0000627	Prax.g_00467	Syab.g_01438
OG0000628	Prax.g_00466	Syab.g_01437
OG0000629	Prax.g_00465	Syab.g_01434
OG0000630	Prax.g_00462	Syab.g_01430
OG0000631	Prax.g_00382	Syab.g_01421
OG0000632	Prax.g_00381	Syab.g_01420
OG0000633	Prax.g_00380	Syab.g_01419
OG0000634	Prax.g_00377	Syab.g_01651
OG0000635	Prax.g_00376	Syab.g_01656
OG0000636	Prax.g_00374	Syab.g_01658
OG0000637	Prax.g_00372	Syab.g_01660
OG0000638	Prax.g_00371	Syab.g_01661
OG0000639	Prax.g_00370	Syab.g_01276
OG0000640	Prax.g_00369	Syab.g_01277
OG0000641	Prax.g_00365	Syab.g_01281
OG0000642	Prax.g_00364	Syab.g_01282
OG0000643	Prax.g_00363	Syab.g_01283
OG0000644	Prax.g_00362	Syab.g_01284
OG0000645	Prax.g_00361	Syab.g_01286
OG0000646	Prax.g_00359	Syab.g_01289
OG0000647	Prax.g_00358	Syab.g_01291
OG0000648	Prax.g_00356	Syab.g_01684
OG0000649	Prax.g_00355	Syab.g_01685
OG0000650	Prax.g_00354	Syab.g_01686
OG0000651	Prax.g_00353	Syab.g_01687
OG0000652	Prax.g_00352	Syab.g_01688
OG0000653	Prax.g_00350	Syab.g_01690
OG0000654	Prax.g_00349	Syab.g_01691
OG0000655	Prax.g_00348	Syab.g_01692
OG0000656	Prax.g_00345	Syab.g_01695
OG0000657	Prax.g_00337	Syab.g_01706
OG0000658	Prax.g_00336	Syab.g_01710
OG0000659	Prax.g_00335	Syab.g_01711
OG0000660	Prax.g_00331	Syab.g_01715
OG0000661	Prax.g_00329	Syab.g_01717
OG0000662	Prax.g_00327	Syab.g_01719
OG0000663	Prax.g_00325	Syab.g_01722
OG0000664	Prax.g_00324	Syab.g_01723
OG0000665	Prax.g_00320	Syab.g_01829
OG0000666	Prax.g_00319	Syab.g_01842
OG0000667	Prax.g_00315	Syab.g_01548
OG0000668	Prax.g_00546	Syab.g_01319
OG0000669	Prax.g_00553	Syab.g_01642
OG0000670	Prax.g_00555	Syab.g_02156
OG0000671	Prax.g_00557	Syab.g_01638
OG0000672	Prax.g_00559	Syab.g_01635
OG0000673	Prax.g_00562	Syab.g_01632
OG0000674	Prax.g_00564	Syab.g_01630
OG0000675	Prax.g_00565	Syab.g_01629
OG0000676	Prax.g_00567	Syab.g_01620
OG0000677	Prax.g_00568	Syab.g_01619
OG0000678	Prax.g_00570	Syab.g_01613
OG0000679	Prax.g_00574	Syab.g_01601
OG0000680	Prax.g_00575	Syab.g_01600
OG0000681	Prax.g_00578	Syab.g_01597
OG0000682	Prax.g_00579	Syab.g_01596
OG0000683	Prax.g_00580	Syab.g_01595
OG0000684	Prax.g_00582	Syab.g_01591
OG0000685	Prax.g_00584	Syab.g_01589
OG0000686	Prax.g_00585	Syab.g_01588
OG0000687	Prax.g_00586	Syab.g_01586
OG0000688	Prax.g_00589	Syab.g_01576
OG0000689	Prax.g_00590	Syab.g_01574
OG0000690	Prax.g_00591	Syab.g_01573
OG0000691	Prax.g_00592	Syab.g_01572
OG0000692	Prax.g_00594	Syab.g_01571
OG0000693	Prax.g_00595	Syab.g_01569
OG0000694	Prax.g_00596	Syab.g_01568
OG0000695	Prax.g_00598	Syab.g_01417
OG0000696	Prax.g_00599	Syab.g_01416
OG0000697	Prax.g_00600	Syab.g_01415
OG0000698	Prax.g_00603	Syab.g_01412
OG0000699	Prax.g_00604	Syab.g_01411
OG0000700	Prax.g_00605	Syab.g_01410
OG0000701	Prax.g_00606	Syab.g_01409
OG0000702	Prax.g_00608	Syab.g_01401
OG0000703	Prax.g_00609	Syab.g_01400
OG0000704	Prax.g_00610	Syab.g_01398
OG0000705	Prax.g_00614	Syab.g_01391
OG0000706	Prax.g_00615	Syab.g_01390
OG0000707	Prax.g_00616	Syab.g_01389
OG0000708	Prax.g_00617	Syab.g_01386
OG0000709	Prax.g_01130	Syab.g_01378
OG0000710	Prax.g_01133	Syab.g_01367
OG0000711	Prax.g_01150	Syab.g_01340
OG0000712	Prax.g_01152	Syab.g_01338
OG0000713	Prax.g_01153	Syab.g_01337
OG0000714	Prax.g_01154	Syab.g_01334
OG0000715	Prax.g_01156	Syab.g_01332
OG0000716	Prax.g_01158	Syab.g_01328
OG0000717	Prax.g_01159	Syab.g_01327
OG0000718	Prax.g_01173	Syab.g_01323
OG0000719	Prax.g_01175	Syab.g_01321
OG0000720	Prax.g_01184	Syab.g_01307
OG0000721	Prax.g_01186	Syab.g_01305
OG0000722	Prax.g_01187	Syab.g_01304
OG0000723	Prax.g_01190	Syab.g_01678
OG0000724	Prax.g_01199	Syab.g_01223
OG0000725	Prax.g_01205	Syab.g_01207
OG0000726	Prax.g_01206	Syab.g_01206
OG0000727	Prax.g_01207	Syab.g_01205
OG0000728	Prax.g_01209	Syab.g_01203
OG0000729	Prax.g_01256	Syab.g_00097
OG0000730	Prax.g_00126	Syab.g_00521
OG0000731	Prax.g_00130	Syab.g_00531
OG0000732	Prax.g_00140	Syab.g_00055
OG0000733	Prax.g_00162	Syab.g_02798
OG0000734	Prax.g_00185	Syab.g_02508
OG0000735	Prax.g_00187	Syab.g_00942
OG0000736	Prax.g_00188	Syab.g_00943
OG0000737	Prax.g_00189	Syab.g_00944
OG0000738	Prax.g_00193	Syab.g_00949
OG0000739	Prax.g_00194	Syab.g_00961
OG0000740	Prax.g_00195	Syab.g_00962
OG0000741	Prax.g_00196	Syab.g_00965
OG0000742	Prax.g_00199	Syab.g_00968
OG0000743	Prax.g_00201	Syab.g_00970
OG0000744	Prax.g_00202	Syab.g_00971
OG0000745	Prax.g_00203	Syab.g_00973
OG0000746	Prax.g_00205	Syab.g_00975
OG0000747	Prax.g_00206	Syab.g_00976
OG0000748	Prax.g_00209	Syab.g_00991
OG0000749	Prax.g_00210	Syab.g_00992
OG0000750	Prax.g_00211	Syab.g_00993
OG0000751	Prax.g_00213	Syab.g_01002
OG0000752	Prax.g_00215	Syab.g_01004
OG0000753	Prax.g_00218	Syab.g_01007
OG0000754	Prax.g_00221	Syab.g_01012
OG0000755	Prax.g_00224	Syab.g_01021
OG0000756	Prax.g_00225	Syab.g_01022
OG0000757	Prax.g_00231	Syab.g_01029
OG0000758	Prax.g_00232	Syab.g_01030
OG0000759	Prax.g_00233	Syab.g_01031
OG0000760	Prax.g_00234	Syab.g_01032
OG0000761	Prax.g_00235	Syab.g_01034
OG0000762	Prax.g_00236	Syab.g_01036
OG0000763	Prax.g_00238	Syab.g_01038
OG0000764	Prax.g_00239	Syab.g_01039
OG0000765	Prax.g_00248	Syab.g_01154
OG0000766	Prax.g_00249	Syab.g_01153
OG0000767	Prax.g_00251	Syab.g_01151
OG0000768	Prax.g_00252	Syab.g_01150
OG0000769	Prax.g_00254	Syab.g_01148
OG0000770	Prax.g_00256	Syab.g_01145
OG0000771	Prax.g_01789	Syab.g_01229
OG0000772	Prax.g_01928	Syab.g_00957
OG0000773	Prax.g_01908	Syab.g_00931
OG0000774	Prax.g_01906	Syab.g_00924
OG0000775	Prax.g_01904	Syab.g_00922
OG0000776	Prax.g_01903	Syab.g_00921
OG0000777	Prax.g_01902	Syab.g_00920
OG0000778	Prax.g_01901	Syab.g_00919
OG0000779	Prax.g_01897	Syab.g_00913
OG0000780	Prax.g_01896	Syab.g_00908
OG0000781	Prax.g_01893	Syab.g_00904
OG0000782	Prax.g_01892	Syab.g_00903
OG0000783	Prax.g_01891	Syab.g_00902
OG0000784	Prax.g_01890	Syab.g_00901
OG0000785	Prax.g_01888	Syab.g_00899
OG0000786	Prax.g_01886	Syab.g_00895
OG0000787	Prax.g_01885	Syab.g_00894
OG0000788	Prax.g_01876	Syab.g_01857
OG0000789	Prax.g_01873	Syab.g_01835
OG0000790	Prax.g_01858	Syab.g_02082
OG0000791	Prax.g_01856	Syab.g_02080
OG0000792	Prax.g_01855	Syab.g_02079
OG0000793	Prax.g_01852	Syab.g_02074
OG0000794	Prax.g_01851	Syab.g_02073
OG0000795	Prax.g_01850	Syab.g_02072
OG0000796	Prax.g_01846	Syab.g_02068
OG0000797	Prax.g_01845	Syab.g_02067
OG0000798	Prax.g_01819	Syab.g_00298
OG0000799	Prax.g_01751	Syab.g_00826
OG0000800	Prax.g_01750	Syab.g_00821
OG0000801	Prax.g_01749	Syab.g_00820
OG0000802	Prax.g_01747	Syab.g_00816
OG0000803	Prax.g_01745	Syab.g_00806
OG0000804	Prax.g_01744	Syab.g_00802
OG0000805	Prax.g_01742	Syab.g_00792
OG0000806	Prax.g_01740	Syab.g_00790
OG0000807	Prax.g_01739	Syab.g_00788
OG0000808	Prax.g_01738	Syab.g_00783
OG0000809	Prax.g_01735	Syab.g_00780
OG0000810	Prax.g_01734	Syab.g_00779
OG0000811	Prax.g_01725	Syab.g_00770
OG0000812	Prax.g_01723	Syab.g_00768
OG0000813	Prax.g_01722	Syab.g_00767
OG0000814	Prax.g_01720	Syab.g_00765
OG0000815	Prax.g_01719	Syab.g_00760
OG0000816	Prax.g_01717	Syab.g_00758
OG0000817	Prax.g_01716	Syab.g_00757
OG0000818	Prax.g_01711	Syab.g_00751
OG0000819	Prax.g_01710	Syab.g_00750
OG0000820	Prax.g_01709	Syab.g_00749
OG0000821	Prax.g_01705	Syab.g_00743
OG0000822	Prax.g_01704	Syab.g_00741
OG0000823	Prax.g_01703	Syab.g_00740
OG0000824	Prax.g_01700	Syab.g_00735
OG0000825	Prax.g_01699	Syab.g_00734
OG0000826	Prax.g_01698	Syab.g_00733
OG0000827	Prax.g_01697	Syab.g_00732
OG0000828	Prax.g_01694	Syab.g_00729
OG0000829	Prax.g_01693	Syab.g_00728
OG0000830	Prax.g_01692	Syab.g_00727
OG0000831	Prax.g_01690	Syab.g_00725
OG0000832	Prax.g_01684	Syab.g_02169
OG0000833	Prax.g_01676	Syab.g_02178
OG0000834	Prax.g_01675	Syab.g_02181
OG0000835	Prax.g_01674	Syab.g_02182
OG0000836	Prax.g_01673	Syab.g_02185
OG0000837	Prax.g_01672	Syab.g_02186
OG0000838	Prax.g_01670	Syab.g_02190
OG0000839	Prax.g_01669	Syab.g_02191
OG0000840	Prax.g_01668	Syab.g_02192
OG0000841	Prax.g_01667	Syab.g_02193
OG0000842	Prax.g_01666	Syab.g_02194
OG0000843	Prax.g_01665	Syab.g_02195
OG0000844	Prax.g_01664	Syab.g_02197
OG0000845	Prax.g_01663	Syab.g_02198
OG0000846	Prax.g_01662	Syab.g_02199
OG0000847	Prax.g_01661	Syab.g_02200
OG0000848	Prax.g_01660	Syab.g_02202
OG0000849	Prax.g_01659	Syab.g_02203
OG0000850	Prax.g_01657	Syab.g_02212
OG0000851	Prax.g_01656	Syab.g_02226
OG0000852	Prax.g_01655	Syab.g_02227
OG0000853	Prax.g_01651	Syab.g_02233
OG0000854	Prax.g_01649	Syab.g_02235
OG0000855	Prax.g_01648	Syab.g_02236
OG0000856	Prax.g_01633	Syab.g_01889
OG0000857	Prax.g_01605	Syab.g_01290
OG0000858	Prax.g_01565	Syab.g_02244
OG0000859	Prax.g_01564	Syab.g_02245
OG0000860	Prax.g_01557	Syab.g_02258
OG0000861	Prax.g_01556	Syab.g_02259
OG0000862	Prax.g_01555	Syab.g_02261
OG0000863	Prax.g_01553	Syab.g_02265
OG0000864	Prax.g_01552	Syab.g_02266
OG0000865	Prax.g_01551	Syab.g_02267
OG0000866	Prax.g_01550	Syab.g_02268
OG0000867	Prax.g_01549	Syab.g_02269
OG0000868	Prax.g_01548	Syab.g_02287
OG0000869	Prax.g_01544	Syab.g_02292
OG0000870	Prax.g_01539	Syab.g_02297
OG0000871	Prax.g_01538	Syab.g_02298
OG0000872	Prax.g_01537	Syab.g_02305
OG0000873	Prax.g_01534	Syab.g_02308
OG0000874	Prax.g_01531	Syab.g_02311
OG0000875	Prax.g_01530	Syab.g_02313
OG0000876	Prax.g_01529	Syab.g_02315
OG0000877	Prax.g_01527	Syab.g_02317
OG0000878	Prax.g_01526	Syab.g_02318
OG0000879	Prax.g_01525	Syab.g_02319
OG0000880	Prax.g_01524	Syab.g_02320
OG0000881	Prax.g_01520	Syab.g_02325
OG0000882	Prax.g_01515	Syab.g_02330
OG0000883	Prax.g_01513	Syab.g_02332
OG0000884	Prax.g_01511	Syab.g_02334
OG0000885	Prax.g_01510	Syab.g_02335
OG0000886	Prax.g_01509	Syab.g_02336
OG0000887	Prax.g_01508	Syab.g_02338
OG0000888	Prax.g_01506	Syab.g_02340
OG0000889	Prax.g_01504	Syab.g_02342
OG0000890	Prax.g_01503	Syab.g_02348
OG0000891	Prax.g_01502	Syab.g_02349
OG0000892	Prax.g_01257	Syab.g_02353
OG0000893	Prax.g_01262	Syab.g_00366
OG0000894	Prax.g_01264	Syab.g_00369
OG0000895	Prax.g_01267	Syab.g_00373
OG0000896	Prax.g_01268	Syab.g_00374
OG0000897	Prax.g_01270	Syab.g_00376
OG0000898	Prax.g_01271	Syab.g_00377
OG0000899	Prax.g_01272	Syab.g_00378
OG0000900	Prax.g_01273	Syab.g_00379
OG0000901	Prax.g_01276	Syab.g_00384
OG0000902	Prax.g_01278	Syab.g_00386
OG0000903	Prax.g_01281	Syab.g_00399
OG0000904	Prax.g_01283	Syab.g_00395
OG0000905	Prax.g_01288	Syab.g_00390
OG0000906	Prax.g_01289	Syab.g_00388
OG0000907	Prax.g_01296	Syab.g_00401
OG0000908	Prax.g_01299	Syab.g_00404
OG0000909	Prax.g_01300	Syab.g_00405
OG0000910	Prax.g_01301	Syab.g_00406
OG0000911	Prax.g_01303	Syab.g_00408
OG0000912	Prax.g_01304	Syab.g_00409
OG0000913	Prax.g_01305	Syab.g_00410
OG0000914	Prax.g_01306	Syab.g_00411
OG0000915	Prax.g_01307	Syab.g_00412
OG0000916	Prax.g_01308	Syab.g_00413
OG0000917	Prax.g_01309	Syab.g_00414
OG0000918	Prax.g_01310	Syab.g_00415
OG0000919	Prax.g_01311	Syab.g_00416
OG0000920	Prax.g_01312	Syab.g_00417
OG0000921	Prax.g_01313	Syab.g_00418
OG0000922	Prax.g_01314	Syab.g_00419
OG0000923	Prax.g_01318	Syab.g_00423
OG0000924	Prax.g_01319	Syab.g_00424
OG0000925	Prax.g_01320	Syab.g_00425
OG0000926	Prax.g_01321	Syab.g_00426
OG0000927	Prax.g_01323	Syab.g_00428
OG0000928	Prax.g_01324	Syab.g_00429
OG0000929	Prax.g_01325	Syab.g_00430
OG0000930	Prax.g_01326	Syab.g_00431
OG0000931	Prax.g_01327	Syab.g_00432
OG0000932	Prax.g_01328	Syab.g_00433
OG0000933	Prax.g_01332	Syab.g_00439
OG0000934	Prax.g_01334	Syab.g_00441
OG0000935	Prax.g_01335	Syab.g_00442
OG0000936	Prax.g_01336	Syab.g_00443
OG0000937	Prax.g_01337	Syab.g_00444
OG0000938	Prax.g_01339	Syab.g_00447
OG0000939	Prax.g_01340	Syab.g_00448
OG0000940	Prax.g_01347	Syab.g_00456
OG0000941	Prax.g_01349	Syab.g_00458
OG0000942	Prax.g_01351	Syab.g_00460
OG0000943	Prax.g_01352	Syab.g_00461
OG0000944	Prax.g_01353	Syab.g_00463
OG0000945	Prax.g_01354	Syab.g_00466
OG0000946	Prax.g_01358	Syab.g_00473
OG0000947	Prax.g_01360	Syab.g_00476
OG0000948	Prax.g_01361	Syab.g_00477
OG0000949	Prax.g_01364	Syab.g_00212
OG0000950	Prax.g_01369	Syab.g_00204
OG0000951	Prax.g_01373	Syab.g_00199
OG0000952	Prax.g_01377	Syab.g_00191
OG0000953	Prax.g_01380	Syab.g_00134
OG0000954	Prax.g_01384	Syab.g_00129
OG0000955	Prax.g_01385	Syab.g_00128
OG0000956	Prax.g_01387	Syab.g_00126
OG0000957	Prax.g_01392	Syab.g_00115
OG0000958	Prax.g_01393	Syab.g_00114
OG0000959	Prax.g_01397	Syab.g_00110
OG0000960	Prax.g_01398	Syab.g_00109
OG0000961	Prax.g_01400	Syab.g_00100
OG0000962	Prax.g_01402	Syab.g_00098
OG0000963	Prax.g_01406	Syab.g_00093
OG0000964	Prax.g_01407	Syab.g_00092
OG0000965	Prax.g_01408	Syab.g_00091
OG0000966	Prax.g_01415	Syab.g_00082
OG0000967	Prax.g_01420	Syab.g_00078
OG0000968	Prax.g_01422	Syab.g_00075
OG0000969	Prax.g_01423	Syab.g_00073
OG0000970	Prax.g_01424	Syab.g_00072
OG0000971	Prax.g_01425	Syab.g_00070
OG0000972	Prax.g_01426	Syab.g_00069
OG0000973	Prax.g_01427	Syab.g_00068
OG0000974	Prax.g_01428	Syab.g_00067
OG0000975	Prax.g_01429	Syab.g_00066
OG0000976	Prax.g_01430	Syab.g_00065
OG0000977	Prax.g_01431	Syab.g_00063
OG0000978	Prax.g_01432	Syab.g_00062
OG0000979	Prax.g_01435	Syab.g_00059
OG0000980	Prax.g_01437	Syab.g_00056
OG0000981	Prax.g_01439	Syab.g_00053
OG0000982	Prax.g_01441	Syab.g_02756
OG0000983	Prax.g_01442	Syab.g_02757
OG0000984	Prax.g_01443	Syab.g_02758
OG0000985	Prax.g_01446	Syab.g_02762
OG0000986	Prax.g_01448	Syab.g_02764
OG0000987	Prax.g_01449	Syab.g_02768
OG0000988	Prax.g_01452	Syab.g_02774
OG0000989	Prax.g_01455	Syab.g_02792
OG0000990	Prax.g_01458	Syab.g_02811
OG0000991	Prax.g_01459	Syab.g_02818
OG0000992	Prax.g_01461	Syab.g_02821
OG0000993	Prax.g_01462	Syab.g_02822
OG0000994	Prax.g_01463	Syab.g_02826
OG0000995	Prax.g_01467	Syab.g_02835
OG0000996	Prax.g_01468	Syab.g_02866
OG0000997	Prax.g_01469	Syab.g_02875
OG0000998	Prax.g_01471	Syab.g_02877
OG0000999	Prax.g_01472	Syab.g_02878
OG0001000	Prax.g_01475	Syab.g_02881
OG0001001	Prax.g_01477	Syab.g_02888
OG0001002	Prax.g_01481	Syab.g_02900
OG0001003	Prax.g_01482	Syab.g_02902
OG0001004	Prax.g_01483	Syab.g_02903
OG0001005	Prax.g_01484	Syab.g_02905
OG0001006	Prax.g_01488	Syab.g_02912
OG0001007	Prax.g_01490	Syab.g_02914
OG0001008	Prax.g_00763	Syab.g_00584
OG0001009	Prax.g_00286	Syab.g_00033
OG0001010	Prax.g_00285	Syab.g_00034
OG0001011	Prax.g_00284	Syab.g_00035
OG0001012	Prax.g_00270	Syab.g_02752
OG0001013	Prax.g_00623	Syab.g_02716
OG0001014	Prax.g_00626	Syab.g_02712
OG0001015	Prax.g_00627	Syab.g_02711
OG0001016	Prax.g_00644	Syab.g_02439
OG0001017	Prax.g_00648	Syab.g_02445
OG0001018	Prax.g_00651	Syab.g_02447
OG0001019	Prax.g_00660	Syab.g_02469
OG0001020	Prax.g_01128	Syab.g_02477
OG0001021	Prax.g_01127	Syab.g_02481
OG0001022	Prax.g_01124	Syab.g_02485
OG0001023	Prax.g_01123	Syab.g_02486
OG0001024	Prax.g_01120	Syab.g_02490
OG0001025	Prax.g_01114	Syab.g_02497
OG0001026	Prax.g_01108	Syab.g_02510
OG0001027	Prax.g_01107	Syab.g_02515
OG0001028	Prax.g_01105	Syab.g_02517
OG0001029	Prax.g_01103	Syab.g_02519
OG0001030	Prax.g_01088	Syab.g_02540
OG0001031	Prax.g_01032	Syab.g_02615
OG0001032	Prax.g_01031	Syab.g_02617
OG0001033	Prax.g_01010	Syab.g_02675
OG0001034	Prax.g_00982	Syab.g_02370
OG0001035	Prax.g_00921	Syab.g_00335
OG0001036	Prax.g_00916	Syab.g_00327
OG0001037	Prax.g_00915	Syab.g_00325
OG0001038	Prax.g_00897	Syab.g_00297
OG0001039	Prax.g_00894	Syab.g_00294
OG0001040	Prax.g_00892	Syab.g_00291
OG0001041	Prax.g_00888	Syab.g_00286
OG0001042	Prax.g_00871	Syab.g_00254
OG0001043	Prax.g_00870	Syab.g_00250
OG0001044	Prax.g_00840	Syab.g_00522
OG0001045	Prax.g_00831	Syab.g_00534
OG0001046	Prax.g_00795	Syab.g_01352
OG0001047	Prax.g_00761	Syab.g_00586
OG0001048	Prax.g_00760	Syab.g_00587
OG0001049	Prax.g_00758	Syab.g_00590
OG0001050	Prax.g_00757	Syab.g_00591
OG0001051	Prax.g_00756	Syab.g_00592
OG0001052	Prax.g_00731	Syab.g_00693
OG0001053	Prax.g_00719	Syab.g_02099
OG0001054	Prax.g_00703	Syab.g_02118
OG0001055	Prax.g_00684	Syab.g_02139
OG0001056	Prax.g_00665	Syab.g_02036
OG0001057	Prax.g_00002	Syab.g_00882
OG0001058	Prax.g_00010	Syab.g_02014
OG0001059	Prax.g_00014	Syab.g_02010
OG0001060	Prax.g_00021	Syab.g_02003
OG0001061	Prax.g_00034	Syab.g_01985
OG0001062	Prax.g_00036	Syab.g_01983
OG0001063	Prax.g_00038	Syab.g_01979
OG0001064	Prax.g_00039	Syab.g_01978
OG0001065	Prax.g_00040	Syab.g_01976
OG0001066	Prax.g_00041	Syab.g_01975
OG0001067	Prax.g_00042	Syab.g_01974
OG0001068	Prax.g_00043	Syab.g_01973
OG0001069	Prax.g_00044	Syab.g_01972
OG0001070	Prax.g_00047	Syab.g_01968
OG0001071	Prax.g_00048	Syab.g_01967
OG0001072	Prax.g_00049	Syab.g_01962
OG0001073	Prax.g_00063	Syab.g_01947
OG0001074	Prax.g_00074	Syab.g_01815
OG0001075	Prax.g_00075	Syab.g_01919
OG0001076	Prax.g_00083	Syab.g_01897
OG0001077	Prax.g_00087	Syab.g_01887
OG0001079	Prax.g_00106	Syab.g_01856
OG0001080	Prax.g_00112	Syab.g_01756
OG0001081	Prax.g_00114	Syab.g_01530
OG0001082	Prax.g_00115	Syab.g_01531
OG0001083	Prax.g_00120	Syab.g_01540
OG0001084	Prax.g_00121	Syab.g_01543
OG0001085	Prax.g_00972	Syab.g_01563
OG0001086	Prax.g_00971	Syab.g_01565
OG0001087	Prax.g_00954	Syab.g_01167
OG0001088	Prax.g_00953	Syab.g_01170
OG0001089	Prax.g_00945	Syab.g_01198
OG0001090	Prax.g_00484	Syab.g_01267
OG0001091	Prax.g_00482	Syab.g_01270
OG0001092	Prax.g_00481	Syab.g_01272
OG0001093	Prax.g_00476	Syab.g_01664
OG0001094	Prax.g_00379	Syab.g_01567
OG0001095	Prax.g_00360	Syab.g_01287
OG0001096	Prax.g_00347	Syab.g_01693
OG0001097	Prax.g_00328	Syab.g_01718
OG0001098	Prax.g_00313	Syab.g_01497
OG0001099	Prax.g_00550	Syab.g_02518
OG0001100	Prax.g_00554	Syab.g_01640
OG0001101	Prax.g_00556	Syab.g_01639
OG0001102	Prax.g_00558	Syab.g_01636
OG0001103	Prax.g_00560	Syab.g_01634
OG0001104	Prax.g_00583	Syab.g_01590
OG0001105	Prax.g_00587	Syab.g_01585
OG0001106	Prax.g_00611	Syab.g_01397
OG0001107	Prax.g_00618	Syab.g_01385
OG0001108	Prax.g_01131	Syab.g_01377
OG0001109	Prax.g_01132	Syab.g_01368
OG0001110	Prax.g_01134	Syab.g_01366
OG0001111	Prax.g_01135	Syab.g_01364
OG0001112	Prax.g_01136	Syab.g_01362
OG0001113	Prax.g_01137	Syab.g_01593
OG0001114	Prax.g_01138	Syab.g_01361
OG0001115	Prax.g_01140	Syab.g_01357
OG0001116	Prax.g_01141	Syab.g_01355
OG0001117	Prax.g_01142	Syab.g_01354
OG0001118	Prax.g_01143	Syab.g_01353
OG0001119	Prax.g_01144	Syab.g_01351
OG0001120	Prax.g_01146	Syab.g_01347
OG0001121	Prax.g_00159, Prax.g_01149	Syab.g_02159
OG0001122	Prax.g_01176	Syab.g_01320
OG0001123	Prax.g_01180	Syab.g_01312
OG0001124	Prax.g_01182	Syab.g_01310
OG0001125	Prax.g_01183	Syab.g_01308
OG0001126	Prax.g_01193	Syab.g_01231
OG0001127	Prax.g_01194	Syab.g_01230
OG0001128	Prax.g_01196	Syab.g_01227
OG0001129	Prax.g_01197	Syab.g_01225
OG0001130	Prax.g_01198	Syab.g_01224
OG0001131	Prax.g_01235	Syab.g_01609
OG0001132	Prax.g_01245	Syab.g_01790
OG0001133	Prax.g_00146	Syab.g_01895
OG0001134	Prax.g_00161	Syab.g_01748
OG0001136	Prax.g_00197	Syab.g_00966
OG0001137	Prax.g_00208	Syab.g_00990
OG0001138	Prax.g_00226	Syab.g_01023
OG0001139	Prax.g_00227	Syab.g_01025
OG0001140	Prax.g_00228	Syab.g_01026
OG0001141	Prax.g_00229	Syab.g_01027
OG0001142	Prax.g_00230	Syab.g_01028
OG0001143	Prax.g_00237	Syab.g_01037
OG0001144	Prax.g_00242	Syab.g_01052
OG0001145	Prax.g_01907	Syab.g_00928
OG0001146	Prax.g_01895	Syab.g_00907
OG0001147	Prax.g_01877	Syab.g_00716
OG0001148	Prax.g_01861	Syab.g_02085
OG0001149	Prax.g_01860	Syab.g_02084
OG0001150	Prax.g_01859	Syab.g_02083
OG0001151	Prax.g_01848	Syab.g_02070
OG0001152	Prax.g_01847	Syab.g_02069
OG0001153	Prax.g_01696	Syab.g_00731
OG0001154	Prax.g_01695	Syab.g_00730
OG0001155	Prax.g_01683	Syab.g_02171
OG0001156	Prax.g_01680	Syab.g_02174
OG0001157	Prax.g_01679	Syab.g_02175
OG0001158	Prax.g_01678	Syab.g_02176
OG0001159	Prax.g_01677	Syab.g_02177
OG0001160	Prax.g_01653	Syab.g_02231
OG0001161	Prax.g_01640	Syab.g_02797
OG0001162	Prax.g_01629	Syab.g_00893
OG0001163	Prax.g_01567	Syab.g_02241
OG0001164	Prax.g_01563	Syab.g_02247
OG0001165	Prax.g_01560	Syab.g_02252
OG0001166	Prax.g_01540	Syab.g_02296
OG0001167	Prax.g_01523	Syab.g_02322
OG0001168	Prax.g_01521	Syab.g_02324
OG0001169	Prax.g_01519	Syab.g_02326
OG0001170	Prax.g_01517	Syab.g_02328
OG0001171	Prax.g_01507	Syab.g_02339
OG0001172	Prax.g_01265	Syab.g_00371
