Orthogroup	Prax	Prai
OG0000562	Prax.g_00017	Prai.g_00584
OG0000563	Prax.g_00018	Prai.g_00585
OG0000564	Prax.g_00019	Prai.g_00586
OG0000565	Prax.g_00022	Prai.g_00589
OG0000566	Prax.g_00024	Prai.g_00592
OG0000567	Prax.g_00028	Prai.g_00596
OG0000568	Prax.g_00029	Prai.g_00597
OG0000569	Prax.g_00030	Prai.g_00598
OG0000570	Prax.g_00031	Prai.g_00599
OG0000571	Prax.g_00033	Prai.g_00601
OG0000572	Prax.g_00046	Prai.g_00614
OG0000573	Prax.g_00051	Prai.g_00620
OG0000574	Prax.g_00052	Prai.g_00621
OG0000575	Prax.g_00056	Prai.g_00625
OG0000576	Prax.g_00058	Prai.g_00627
OG0000577	Prax.g_00059	Prai.g_00628
OG0000578	Prax.g_00060	Prai.g_00629
OG0000579	Prax.g_00061	Prai.g_00630
OG0000580	Prax.g_00062	Prai.g_00631
OG0000581	Prax.g_00064	Prai.g_00633
OG0000582	Prax.g_00067	Prai.g_00636
OG0000583	Prax.g_00068	Prai.g_00637
OG0000584	Prax.g_00069	Prai.g_00638
OG0000585	Prax.g_00071	Prai.g_00640
OG0000586	Prax.g_00072	Prai.g_00641
OG0000587	Prax.g_00073	Prai.g_00642
OG0000588	Prax.g_00077	Prai.g_00646
OG0000589	Prax.g_00080	Prai.g_00650
OG0000590	Prax.g_00081	Prai.g_00651
OG0000591	Prax.g_00084	Prai.g_00654
OG0000592	Prax.g_00085	Prai.g_00655
OG0000593	Prax.g_00091	Prai.g_00661
OG0000594	Prax.g_00092	Prai.g_00662
OG0000595	Prax.g_00093	Prai.g_00663
OG0000596	Prax.g_00097	Prai.g_00667
OG0000597	Prax.g_00099	Prai.g_00669
OG0000598	Prax.g_00100	Prai.g_00670
OG0000599	Prax.g_00103	Prai.g_00673
OG0000600	Prax.g_00104	Prai.g_00674
OG0000601	Prax.g_00105	Prai.g_00675
OG0000602	Prax.g_00107	Prai.g_00677
OG0000603	Prax.g_00108	Prai.g_00678
OG0000604	Prax.g_00109	Prai.g_00679
OG0000605	Prax.g_00110	Prai.g_00680
OG0000606	Prax.g_00113	Prai.g_00683
OG0000607	Prax.g_00116	Prai.g_00686
OG0000608	Prax.g_00117	Prai.g_00687
OG0000609	Prax.g_00118	Prai.g_00688
OG0000610	Prax.g_00123	Prai.g_00693
OG0000611	Prax.g_00975	Prai.g_00696
OG0000612	Prax.g_00974	Prai.g_00697
OG0000613	Prax.g_00969	Prai.g_00702
OG0000614	Prax.g_00950	Prai.g_00721
OG0000615	Prax.g_00942	Prai.g_00729
OG0000616	Prax.g_00938	Prai.g_00732
OG0000617	Prax.g_00479	Prai.g_00754
OG0000618	Prax.g_00478	Prai.g_00755
OG0000619	Prax.g_00477	Prai.g_00756
OG0000620	Prax.g_00474	Prai.g_00759
OG0000621	Prax.g_00473	Prai.g_00760
OG0000622	Prax.g_00472	Prai.g_00761
OG0000623	Prax.g_00471	Prai.g_00762
OG0000624	Prax.g_00470	Prai.g_00763
OG0000625	Prax.g_00469	Prai.g_00764
OG0000626	Prax.g_00468	Prai.g_00765
OG0000627	Prax.g_00467	Prai.g_00766
OG0000628	Prax.g_00466	Prai.g_00767
OG0000629	Prax.g_00465	Prai.g_00768
OG0000630	Prax.g_00462	Prai.g_00771
OG0000631	Prax.g_00382	Prai.g_00857
OG0000632	Prax.g_00381	Prai.g_00856
OG0000633	Prax.g_00380	Prai.g_00855
OG0000634	Prax.g_00377	Prai.g_00852
OG0000635	Prax.g_00376	Prai.g_00851
OG0000636	Prax.g_00374	Prai.g_00849
OG0000637	Prax.g_00372	Prai.g_00847
OG0000638	Prax.g_00371	Prai.g_00846
OG0000639	Prax.g_00370	Prai.g_00845
OG0000640	Prax.g_00369	Prai.g_00844
OG0000641	Prax.g_00365	Prai.g_00839
OG0000642	Prax.g_00364	Prai.g_00838
OG0000643	Prax.g_00363	Prai.g_00837
OG0000644	Prax.g_00362	Prai.g_00836
OG0000645	Prax.g_00361	Prai.g_00835
OG0000646	Prax.g_00359	Prai.g_00833
OG0000647	Prax.g_00358	Prai.g_00832
OG0000648	Prax.g_00356	Prai.g_00830
OG0000649	Prax.g_00355	Prai.g_00829
OG0000650	Prax.g_00354	Prai.g_00828
OG0000651	Prax.g_00353	Prai.g_00827
OG0000652	Prax.g_00352	Prai.g_00826
OG0000653	Prax.g_00350	Prai.g_00824
OG0000654	Prax.g_00349	Prai.g_00823
OG0000655	Prax.g_00348	Prai.g_00822
OG0000656	Prax.g_00345	Prai.g_00819
OG0000657	Prax.g_00337	Prai.g_00811
OG0000658	Prax.g_00336	Prai.g_00810
OG0000659	Prax.g_00335	Prai.g_00809
OG0000660	Prax.g_00331	Prai.g_00805
OG0000661	Prax.g_00329	Prai.g_00803
OG0000662	Prax.g_00327	Prai.g_00801
OG0000663	Prax.g_00325	Prai.g_00799
OG0000664	Prax.g_00324	Prai.g_00798
OG0000665	Prax.g_00320	Prai.g_00794
OG0000666	Prax.g_00319	Prai.g_00793
OG0000667	Prax.g_00315	Prai.g_00789
OG0000668	Prax.g_00546	Prai.g_01060
OG0000669	Prax.g_00553	Prai.g_01054
OG0000670	Prax.g_00555	Prai.g_01052
OG0000671	Prax.g_00557	Prai.g_01050
OG0000672	Prax.g_00559	Prai.g_01048
OG0000673	Prax.g_00562	Prai.g_01045
OG0000674	Prax.g_00564	Prai.g_01043
OG0000675	Prax.g_00565	Prai.g_01042
OG0000676	Prax.g_00567	Prai.g_01040
OG0000677	Prax.g_00568	Prai.g_01039
OG0000678	Prax.g_00570	Prai.g_01037
OG0000679	Prax.g_00574	Prai.g_01033
OG0000680	Prax.g_00575	Prai.g_01032
OG0000681	Prax.g_00578	Prai.g_01030
OG0000682	Prax.g_00579	Prai.g_01029
OG0000683	Prax.g_00580	Prai.g_01028
OG0000684	Prax.g_00582	Prai.g_01027
OG0000685	Prax.g_00584	Prai.g_01025
OG0000686	Prax.g_00585	Prai.g_01024
OG0000687	Prax.g_00586	Prai.g_01023
OG0000688	Prax.g_00589	Prai.g_01020
OG0000689	Prax.g_00590	Prai.g_01019
OG0000690	Prax.g_00591	Prai.g_01018
OG0000691	Prax.g_00592	Prai.g_01017
OG0000692	Prax.g_00594	Prai.g_01015
OG0000693	Prax.g_00595	Prai.g_01014
OG0000694	Prax.g_00596	Prai.g_01013
OG0000695	Prax.g_00598	Prai.g_01011
OG0000696	Prax.g_00599	Prai.g_01010
OG0000697	Prax.g_00600	Prai.g_01009
OG0000698	Prax.g_00603	Prai.g_01006
OG0000699	Prax.g_00604	Prai.g_01005
OG0000700	Prax.g_00605	Prai.g_01004
OG0000701	Prax.g_00606	Prai.g_01003
OG0000702	Prax.g_00608	Prai.g_01001
OG0000703	Prax.g_00609	Prai.g_01000
OG0000704	Prax.g_00610	Prai.g_00999
OG0000705	Prax.g_00614	Prai.g_00995
OG0000706	Prax.g_00615	Prai.g_00994
OG0000707	Prax.g_00616	Prai.g_00993
OG0000708	Prax.g_00617	Prai.g_00992
OG0000709	Prax.g_01130	Prai.g_00988
OG0000710	Prax.g_01133	Prai.g_00985
OG0000711	Prax.g_01150	Prai.g_00968
OG0000712	Prax.g_01152	Prai.g_00966
OG0000713	Prax.g_01153	Prai.g_00965
OG0000714	Prax.g_01154	Prai.g_00964
OG0000715	Prax.g_01156	Prai.g_00962
OG0000716	Prax.g_01158	Prai.g_00960
OG0000717	Prax.g_01159	Prai.g_00959
OG0000718	Prax.g_01173	Prai.g_00948
OG0000719	Prax.g_01175	Prai.g_00946
OG0000720	Prax.g_01184	Prai.g_00938
OG0000721	Prax.g_01186	Prai.g_00936
OG0000722	Prax.g_01187	Prai.g_00935
OG0000723	Prax.g_01190	Prai.g_00932
OG0000724	Prax.g_01199	Prai.g_00923
OG0000725	Prax.g_01205	Prai.g_00917
OG0000726	Prax.g_01206	Prai.g_00916
OG0000727	Prax.g_01207	Prai.g_00915
OG0000728	Prax.g_01209	Prai.g_00913
OG0000729	Prax.g_01256	Prai.g_01109
OG0000730	Prax.g_00126	Prai.g_01113
OG0000731	Prax.g_00130	Prai.g_01117
OG0000732	Prax.g_00140	Prai.g_01126
OG0000733	Prax.g_00162	Prai.g_01144
OG0000734	Prax.g_00185	Prai.g_01157
OG0000735	Prax.g_00187	Prai.g_01159
OG0000736	Prax.g_00188	Prai.g_01160
OG0000737	Prax.g_00189	Prai.g_01161
OG0000738	Prax.g_00193	Prai.g_01165
OG0000739	Prax.g_00194	Prai.g_01166
OG0000740	Prax.g_00195	Prai.g_01167
OG0000741	Prax.g_00196	Prai.g_01168
OG0000742	Prax.g_00199	Prai.g_01170
OG0000743	Prax.g_00201	Prai.g_01172
OG0000744	Prax.g_00202	Prai.g_01173
OG0000745	Prax.g_00203	Prai.g_01174
OG0000746	Prax.g_00205	Prai.g_01176
OG0000747	Prax.g_00206	Prai.g_01177
OG0000748	Prax.g_00209	Prai.g_01180
OG0000749	Prax.g_00210	Prai.g_01181
OG0000750	Prax.g_00211	Prai.g_01182
OG0000751	Prax.g_00213	Prai.g_01184
OG0000752	Prax.g_00215	Prai.g_01186
OG0000753	Prax.g_00218	Prai.g_01189
OG0000754	Prax.g_00221	Prai.g_01192
OG0000755	Prax.g_00224	Prai.g_01196
OG0000756	Prax.g_00225	Prai.g_01197
OG0000757	Prax.g_00231	Prai.g_01204
OG0000758	Prax.g_00232	Prai.g_01205
OG0000759	Prax.g_00233	Prai.g_01206
OG0000760	Prax.g_00234	Prai.g_01207
OG0000761	Prax.g_00235	Prai.g_01208
OG0000762	Prax.g_00236	Prai.g_01209
OG0000763	Prax.g_00238	Prai.g_01211
OG0000764	Prax.g_00239	Prai.g_01212
OG0000765	Prax.g_00248	Prai.g_01221
OG0000766	Prax.g_00249	Prai.g_01222
OG0000767	Prax.g_00251	Prai.g_01224
OG0000768	Prax.g_00252	Prai.g_01225
OG0000769	Prax.g_00254	Prai.g_01227
OG0000770	Prax.g_00256	Prai.g_01229
OG0000771	Prax.g_01789	Prai.g_01238
OG0000772	Prax.g_01928	Prai.g_01310
OG0000773	Prax.g_01908	Prai.g_01325
OG0000774	Prax.g_01906	Prai.g_01327
OG0000775	Prax.g_01904	Prai.g_01330
OG0000776	Prax.g_01903	Prai.g_01331
OG0000777	Prax.g_01902	Prai.g_01332
OG0000778	Prax.g_01901	Prai.g_01333
OG0000779	Prax.g_01897	Prai.g_01337
OG0000780	Prax.g_01896	Prai.g_01338
OG0000781	Prax.g_01893	Prai.g_01341
OG0000782	Prax.g_01892	Prai.g_01342
OG0000783	Prax.g_01891	Prai.g_01343
OG0000784	Prax.g_01890	Prai.g_01344
OG0000785	Prax.g_01888	Prai.g_01346
OG0000786	Prax.g_01886	Prai.g_01348
OG0000787	Prax.g_01885	Prai.g_01349
OG0000788	Prax.g_01876	Prai.g_01358
OG0000789	Prax.g_01873	Prai.g_01360
OG0000790	Prax.g_01858	Prai.g_01375
OG0000791	Prax.g_01856	Prai.g_01377
OG0000792	Prax.g_01855	Prai.g_01378
OG0000793	Prax.g_01852	Prai.g_01381
OG0000794	Prax.g_01851	Prai.g_01382
OG0000795	Prax.g_01850	Prai.g_01383
OG0000796	Prax.g_01846	Prai.g_01387
OG0000797	Prax.g_01845	Prai.g_01388
OG0000798	Prax.g_01819	Prai.g_01395
OG0000799	Prax.g_01751	Prai.g_01445
OG0000800	Prax.g_01750	Prai.g_01446
OG0000801	Prax.g_01749	Prai.g_01447
OG0000802	Prax.g_01747	Prai.g_01449
OG0000803	Prax.g_01745	Prai.g_01451
OG0000804	Prax.g_01744	Prai.g_01452
OG0000805	Prax.g_01742	Prai.g_01454
OG0000806	Prax.g_01740	Prai.g_01456
OG0000807	Prax.g_01739	Prai.g_01457
OG0000808	Prax.g_01738	Prai.g_01458
OG0000809	Prax.g_01735	Prai.g_01461
OG0000810	Prax.g_01734	Prai.g_01462
OG0000811	Prax.g_01725	Prai.g_01466
OG0000812	Prax.g_01723	Prai.g_01468
OG0000813	Prax.g_01722	Prai.g_01469
OG0000814	Prax.g_01720	Prai.g_01471
OG0000815	Prax.g_01719	Prai.g_01472
OG0000816	Prax.g_01717	Prai.g_01474
OG0000817	Prax.g_01716	Prai.g_01475
OG0000818	Prax.g_01711	Prai.g_01480
OG0000819	Prax.g_01710	Prai.g_01481
OG0000820	Prax.g_01709	Prai.g_01482
OG0000821	Prax.g_01705	Prai.g_01485
OG0000822	Prax.g_01704	Prai.g_01486
OG0000823	Prax.g_01703	Prai.g_01487
OG0000824	Prax.g_01700	Prai.g_01490
OG0000825	Prax.g_01699	Prai.g_01491
OG0000826	Prax.g_01698	Prai.g_01492
OG0000827	Prax.g_01697	Prai.g_01493
OG0000828	Prax.g_01694	Prai.g_01496
OG0000829	Prax.g_01693	Prai.g_01497
OG0000830	Prax.g_01692	Prai.g_01498
OG0000831	Prax.g_01690	Prai.g_01500
OG0000832	Prax.g_01684	Prai.g_01505
OG0000833	Prax.g_01676	Prai.g_01514
OG0000834	Prax.g_01675	Prai.g_01515
OG0000835	Prax.g_01674	Prai.g_01516
OG0000836	Prax.g_01673	Prai.g_01517
OG0000837	Prax.g_01672	Prai.g_01518
OG0000838	Prax.g_01670	Prai.g_01520
OG0000839	Prax.g_01669	Prai.g_01521
OG0000840	Prax.g_01668	Prai.g_01522
OG0000841	Prax.g_01667	Prai.g_01523
OG0000842	Prax.g_01666	Prai.g_01524
OG0000843	Prax.g_01665	Prai.g_01525
OG0000844	Prax.g_01664	Prai.g_01526
OG0000845	Prax.g_01663	Prai.g_01527
OG0000846	Prax.g_01662	Prai.g_01528
OG0000847	Prax.g_01661	Prai.g_01529
OG0000848	Prax.g_01660	Prai.g_01530
OG0000849	Prax.g_01659	Prai.g_01531
OG0000850	Prax.g_01657	Prai.g_01533
OG0000851	Prax.g_01656	Prai.g_01534
OG0000852	Prax.g_01655	Prai.g_01535
OG0000853	Prax.g_01651	Prai.g_01539
OG0000854	Prax.g_01649	Prai.g_01541
OG0000855	Prax.g_01648	Prai.g_01542
OG0000856	Prax.g_01633	Prai.g_01558
OG0000857	Prax.g_01605	Prai.g_01597
OG0000858	Prax.g_01565	Prai.g_01632
OG0000859	Prax.g_01564	Prai.g_01633
OG0000860	Prax.g_01557	Prai.g_01640
OG0000861	Prax.g_01556	Prai.g_01641
OG0000862	Prax.g_01555	Prai.g_01642
OG0000863	Prax.g_01553	Prai.g_01644
OG0000864	Prax.g_01552	Prai.g_01645
OG0000865	Prax.g_01551	Prai.g_01646
OG0000866	Prax.g_01550	Prai.g_01647
OG0000867	Prax.g_01549	Prai.g_01648
OG0000868	Prax.g_01548	Prai.g_01649
OG0000869	Prax.g_01544	Prai.g_01653
OG0000870	Prax.g_01539	Prai.g_01658
OG0000871	Prax.g_01538	Prai.g_01659
OG0000872	Prax.g_01537	Prai.g_01660
OG0000873	Prax.g_01534	Prai.g_01663
OG0000874	Prax.g_01531	Prai.g_01666
OG0000875	Prax.g_01530	Prai.g_01667
OG0000876	Prax.g_01529	Prai.g_01668
OG0000877	Prax.g_01527	Prai.g_01670
OG0000878	Prax.g_01526	Prai.g_01671
OG0000879	Prax.g_01525	Prai.g_01672
OG0000880	Prax.g_01524	Prai.g_01673
OG0000881	Prax.g_01520	Prai.g_01677
OG0000882	Prax.g_01515	Prai.g_01682
OG0000883	Prax.g_01513	Prai.g_01683
OG0000884	Prax.g_01511	Prai.g_01685
OG0000885	Prax.g_01510	Prai.g_01686
OG0000886	Prax.g_01509	Prai.g_01687
OG0000887	Prax.g_01508	Prai.g_01688
OG0000888	Prax.g_01506	Prai.g_01690
OG0000889	Prax.g_01504	Prai.g_01692
OG0000890	Prax.g_01503	Prai.g_01693
OG0000891	Prax.g_01502	Prai.g_01694
OG0000892	Prax.g_01257	Prai.g_01696
OG0000893	Prax.g_01262	Prai.g_01701
OG0000894	Prax.g_01264	Prai.g_01703
OG0000895	Prax.g_01267	Prai.g_01706
OG0000896	Prax.g_01268	Prai.g_01707
OG0000897	Prax.g_01270	Prai.g_01709
OG0000898	Prax.g_01271	Prai.g_01710
OG0000899	Prax.g_01272	Prai.g_01711
OG0000900	Prax.g_01273	Prai.g_01712
OG0000901	Prax.g_01276	Prai.g_01715
OG0000902	Prax.g_01278	Prai.g_01717
OG0000903	Prax.g_01281	Prai.g_01720
OG0000904	Prax.g_01283	Prai.g_01722
OG0000905	Prax.g_01288	Prai.g_01727
OG0000906	Prax.g_01289	Prai.g_01728
OG0000907	Prax.g_01296	Prai.g_01734
OG0000908	Prax.g_01299	Prai.g_01737
OG0000909	Prax.g_01300	Prai.g_01738
OG0000910	Prax.g_01301	Prai.g_01739
OG0000911	Prax.g_01303	Prai.g_01741
OG0000912	Prax.g_01304	Prai.g_01742
OG0000913	Prax.g_01305	Prai.g_01743
OG0000914	Prax.g_01306	Prai.g_01744
OG0000915	Prax.g_01307	Prai.g_01746
OG0000916	Prax.g_01308	Prai.g_01747
OG0000917	Prax.g_01309	Prai.g_01748
OG0000918	Prax.g_01310	Prai.g_01749
OG0000919	Prax.g_01311	Prai.g_01750
OG0000920	Prax.g_01312	Prai.g_01751
OG0000921	Prax.g_01313	Prai.g_01752
OG0000922	Prax.g_01314	Prai.g_01753
OG0000923	Prax.g_01318	Prai.g_01757
OG0000924	Prax.g_01319	Prai.g_01758
OG0000925	Prax.g_01320	Prai.g_01759
OG0000926	Prax.g_01321	Prai.g_01760
OG0000927	Prax.g_01323	Prai.g_01762
OG0000928	Prax.g_01324	Prai.g_01763
OG0000929	Prax.g_01325	Prai.g_01764
OG0000930	Prax.g_01326	Prai.g_01765
OG0000931	Prax.g_01327	Prai.g_01766
OG0000932	Prax.g_01328	Prai.g_01767
OG0000933	Prax.g_01332	Prai.g_01776
OG0000934	Prax.g_01334	Prai.g_01778
OG0000935	Prax.g_01335	Prai.g_01779
OG0000936	Prax.g_01336	Prai.g_01780
OG0000937	Prax.g_01337	Prai.g_01781
OG0000938	Prax.g_01339	Prai.g_01783
OG0000939	Prax.g_01340	Prai.g_01784
OG0000940	Prax.g_01347	Prai.g_01791
OG0000941	Prax.g_01349	Prai.g_01793
OG0000942	Prax.g_01351	Prai.g_01795
OG0000943	Prax.g_01352	Prai.g_01796
OG0000944	Prax.g_01353	Prai.g_01797
OG0000945	Prax.g_01354	Prai.g_01798
OG0000946	Prax.g_01358	Prai.g_01802
OG0000947	Prax.g_01360	Prai.g_01804
OG0000948	Prax.g_01361	Prai.g_01805
OG0000949	Prax.g_01364	Prai.g_01808
OG0000950	Prax.g_01369	Prai.g_01813
OG0000951	Prax.g_01373	Prai.g_01817
OG0000952	Prax.g_01377	Prai.g_01821
OG0000953	Prax.g_01380	Prai.g_01824
OG0000954	Prax.g_01384	Prai.g_01828
OG0000955	Prax.g_01385	Prai.g_01829
OG0000956	Prax.g_01387	Prai.g_01831
OG0000957	Prax.g_01392	Prai.g_01836
OG0000958	Prax.g_01393	Prai.g_01837
OG0000959	Prax.g_01397	Prai.g_01841
OG0000960	Prax.g_01398	Prai.g_01842
OG0000961	Prax.g_01400	Prai.g_01844
OG0000962	Prax.g_01402	Prai.g_01846
OG0000963	Prax.g_01406	Prai.g_01850
OG0000964	Prax.g_01407	Prai.g_01851
OG0000965	Prax.g_01408	Prai.g_01852
OG0000966	Prax.g_01415	Prai.g_01861
OG0000967	Prax.g_01420	Prai.g_01865
OG0000968	Prax.g_01422	Prai.g_01867
OG0000969	Prax.g_01423	Prai.g_01868
OG0000970	Prax.g_01424	Prai.g_01869
OG0000971	Prax.g_01425	Prai.g_01870
OG0000972	Prax.g_01426	Prai.g_01871
OG0000973	Prax.g_01427	Prai.g_01872
OG0000974	Prax.g_01428	Prai.g_01873
OG0000975	Prax.g_01429	Prai.g_01874
OG0000976	Prax.g_01430	Prai.g_01875
OG0000977	Prax.g_01431	Prai.g_01876
OG0000978	Prax.g_01432	Prai.g_01877
OG0000979	Prax.g_01435	Prai.g_01880
OG0000980	Prax.g_01437	Prai.g_01882
OG0000981	Prax.g_01439	Prai.g_01884
OG0000982	Prax.g_01441	Prai.g_01886
OG0000983	Prax.g_01442	Prai.g_01887
OG0000984	Prax.g_01443	Prai.g_01888
OG0000985	Prax.g_01446	Prai.g_01891
OG0000986	Prax.g_01448	Prai.g_01893
OG0000987	Prax.g_01449	Prai.g_01894
OG0000988	Prax.g_01452	Prai.g_01897
OG0000989	Prax.g_01455	Prai.g_01900
OG0000990	Prax.g_01458	Prai.g_01903
OG0000991	Prax.g_01459	Prai.g_01904
OG0000992	Prax.g_01461	Prai.g_01906
OG0000993	Prax.g_01462	Prai.g_01907
OG0000994	Prax.g_01463	Prai.g_01908
OG0000995	Prax.g_01467	Prai.g_01912
OG0000996	Prax.g_01468	Prai.g_01913
OG0000997	Prax.g_01469	Prai.g_01914
OG0000998	Prax.g_01471	Prai.g_01916
OG0000999	Prax.g_01472	Prai.g_01917
OG0001000	Prax.g_01475	Prai.g_01920
OG0001001	Prax.g_01477	Prai.g_01922
OG0001002	Prax.g_01481	Prai.g_01926
OG0001003	Prax.g_01482	Prai.g_01928
OG0001004	Prax.g_01483	Prai.g_01929
OG0001005	Prax.g_01484	Prai.g_01930
OG0001006	Prax.g_01488	Prai.g_01934
OG0001007	Prax.g_01490	Prai.g_01936
OG0001008	Prax.g_00763	Prai.g_00468
OG0001009	Prax.g_00286	Prai.g_00027
OG0001010	Prax.g_00285	Prai.g_00028
OG0001011	Prax.g_00284	Prai.g_00029
OG0001012	Prax.g_00270	Prai.g_00050
OG0001013	Prax.g_00623	Prai.g_00055
OG0001014	Prax.g_00626	Prai.g_00058
OG0001015	Prax.g_00627	Prai.g_00059
OG0001016	Prax.g_00644	Prai.g_00073
OG0001017	Prax.g_00648	Prai.g_00077
OG0001018	Prax.g_00651	Prai.g_00080
OG0001019	Prax.g_00660	Prai.g_00089
OG0001020	Prax.g_01128	Prai.g_00090
OG0001021	Prax.g_01127	Prai.g_00091
OG0001022	Prax.g_01124	Prai.g_00094
OG0001023	Prax.g_01123	Prai.g_00095
OG0001024	Prax.g_01120	Prai.g_00098
OG0001025	Prax.g_01114	Prai.g_00104
OG0001026	Prax.g_01108	Prai.g_00111
OG0001027	Prax.g_01107	Prai.g_00112
OG0001028	Prax.g_01105	Prai.g_00114
OG0001029	Prax.g_01103	Prai.g_00115
OG0001030	Prax.g_01088	Prai.g_00130
OG0001031	Prax.g_01032	Prai.g_00197
OG0001032	Prax.g_01031	Prai.g_00198
OG0001033	Prax.g_01010	Prai.g_00219
OG0001034	Prax.g_00982	Prai.g_00247
OG0001035	Prax.g_00921	Prai.g_00267
OG0001036	Prax.g_00916	Prai.g_00272
OG0001037	Prax.g_00915	Prai.g_00273
OG0001038	Prax.g_00897	Prai.g_00291
OG0001039	Prax.g_00894	Prai.g_00294
OG0001040	Prax.g_00892	Prai.g_00296
OG0001041	Prax.g_00888	Prai.g_00300
OG0001042	Prax.g_00871	Prai.g_00317
OG0001043	Prax.g_00870	Prai.g_00318
OG0001045	Prax.g_00831	Prai.g_00355
OG0001046	Prax.g_00795	Prai.g_00390
OG0001047	Prax.g_00761	Prai.g_00470
OG0001048	Prax.g_00760	Prai.g_00471
OG0001049	Prax.g_00758	Prai.g_00473
OG0001050	Prax.g_00757	Prai.g_00474
OG0001051	Prax.g_00756	Prai.g_00475
OG0001052	Prax.g_00731	Prai.g_00501
OG0001053	Prax.g_00719	Prai.g_00513
OG0001054	Prax.g_00703	Prai.g_00528
OG0001055	Prax.g_00684	Prai.g_00546
OG0001056	Prax.g_00665	Prai.g_00564
OG0001057	Prax.g_00002	Prai.g_00569
OG0001058	Prax.g_00010	Prai.g_00577
OG0001059	Prax.g_00014	Prai.g_00581
OG0001060	Prax.g_00021	Prai.g_00588
OG0001061	Prax.g_00034	Prai.g_00602
OG0001062	Prax.g_00036	Prai.g_00604
OG0001063	Prax.g_00038	Prai.g_00606
OG0001064	Prax.g_00039	Prai.g_00607
OG0001065	Prax.g_00040	Prai.g_00608
OG0001066	Prax.g_00041	Prai.g_00609
OG0001067	Prax.g_00042	Prai.g_00610
OG0001068	Prax.g_00043	Prai.g_00611
OG0001069	Prax.g_00044	Prai.g_00612
OG0001070	Prax.g_00047	Prai.g_00615
OG0001071	Prax.g_00048	Prai.g_00616
OG0001072	Prax.g_00049	Prai.g_00618
OG0001073	Prax.g_00063	Prai.g_00632
OG0001074	Prax.g_00074	Prai.g_00643
OG0001075	Prax.g_00075	Prai.g_00644
OG0001076	Prax.g_00083	Prai.g_00653
OG0001077	Prax.g_00087	Prai.g_00657
OG0001078	Prax.g_00095	Prai.g_00665
OG0001079	Prax.g_00106	Prai.g_00676
OG0001080	Prax.g_00112	Prai.g_00682
OG0001081	Prax.g_00114	Prai.g_00684
OG0001082	Prax.g_00115	Prai.g_00685
OG0001083	Prax.g_00120	Prai.g_00690
OG0001084	Prax.g_00121	Prai.g_00691
OG0001085	Prax.g_00972	Prai.g_00699
OG0001086	Prax.g_00971	Prai.g_00700
OG0001087	Prax.g_00954	Prai.g_00717
OG0001088	Prax.g_00953	Prai.g_00718
OG0001089	Prax.g_00945	Prai.g_00726
OG0001090	Prax.g_00484	Prai.g_00749
OG0001091	Prax.g_00482	Prai.g_00751
OG0001092	Prax.g_00481	Prai.g_00752
OG0001093	Prax.g_00476	Prai.g_00757
OG0001094	Prax.g_00379	Prai.g_00854
OG0001095	Prax.g_00360	Prai.g_00834
OG0001096	Prax.g_00347	Prai.g_00821
OG0001097	Prax.g_00328	Prai.g_00802
OG0001098	Prax.g_00313	Prai.g_00787
OG0001099	Prax.g_00550	Prai.g_01057
OG0001100	Prax.g_00554	Prai.g_01053
OG0001101	Prax.g_00556	Prai.g_01051
OG0001102	Prax.g_00558	Prai.g_01049
OG0001103	Prax.g_00560	Prai.g_01047
OG0001104	Prax.g_00583	Prai.g_01026
OG0001105	Prax.g_00587	Prai.g_01022
OG0001106	Prax.g_00611	Prai.g_00998
OG0001107	Prax.g_00618	Prai.g_00991
OG0001108	Prax.g_01131	Prai.g_00987
OG0001109	Prax.g_01132	Prai.g_00986
OG0001110	Prax.g_01134	Prai.g_00984
OG0001111	Prax.g_01135	Prai.g_00983
OG0001112	Prax.g_01136	Prai.g_00982
OG0001113	Prax.g_01137	Prai.g_00981
OG0001114	Prax.g_01138	Prai.g_00980
OG0001115	Prax.g_01140	Prai.g_00978
OG0001116	Prax.g_01141	Prai.g_00977
OG0001117	Prax.g_01142	Prai.g_00976
OG0001118	Prax.g_01143	Prai.g_00975
OG0001119	Prax.g_01144	Prai.g_00974
OG0001120	Prax.g_01146	Prai.g_00972
OG0001121	Prax.g_00159	Prai.g_01141
OG0001121	Prax.g_01149	Prai.g_00969
OG0001122	Prax.g_01176	Prai.g_00945
OG0001124	Prax.g_01182	Prai.g_00940
OG0001125	Prax.g_01183	Prai.g_00939
OG0001126	Prax.g_01193	Prai.g_00929
OG0001127	Prax.g_01194	Prai.g_00928
OG0001128	Prax.g_01196	Prai.g_00926
OG0001129	Prax.g_01197	Prai.g_00925
OG0001130	Prax.g_01198	Prai.g_00924
OG0001131	Prax.g_01235	Prai.g_01088
OG0001132	Prax.g_01245	Prai.g_01098
OG0001133	Prax.g_00146	Prai.g_01130
OG0001134	Prax.g_00161	Prai.g_01143
OG0001135	Prax.g_00164	Prai.g_01146
OG0001137	Prax.g_00208	Prai.g_01179
OG0001138	Prax.g_00226	Prai.g_01198
OG0001139	Prax.g_00227	Prai.g_01200
OG0001140	Prax.g_00228	Prai.g_01201
OG0001141	Prax.g_00229	Prai.g_01202
OG0001142	Prax.g_00230	Prai.g_01203
OG0001143	Prax.g_00237	Prai.g_01210
OG0001144	Prax.g_00242	Prai.g_01215
OG0001145	Prax.g_01907	Prai.g_01326
