Orthogroup	Prax	Syas
OG0000614	Prax.g_00950	Syas.g_01044
OG0000615	Prax.g_00942	Syas.g_00650
OG0000616	Prax.g_00938	Syas.g_02011
OG0000617	Prax.g_00479	Syas.g_00180
OG0000618	Prax.g_00478	Syas.g_00181
OG0000619	Prax.g_00477	Syas.g_00182
OG0000620	Prax.g_00474	Syas.g_00188
OG0000621	Prax.g_00473	Syas.g_00189
OG0000622	Prax.g_00472	Syas.g_00190
OG0000623	Prax.g_00471	Syas.g_00191
OG0000624	Prax.g_00470	Syas.g_00192
OG0000625	Prax.g_00469	Syas.g_00193
OG0000626	Prax.g_00468	Syas.g_00194
OG0000627	Prax.g_00467	Syas.g_00372
OG0000628	Prax.g_00466	Syas.g_00373
OG0000629	Prax.g_00465	Syas.g_00376
OG0000630	Prax.g_00462	Syas.g_00397
OG0000631	Prax.g_00382	Syas.g_00405
OG0000632	Prax.g_00381	Syas.g_00406
OG0000633	Prax.g_00380	Syas.g_00407
OG0000634	Prax.g_00377	Syas.g_00600
OG0000635	Prax.g_00376	Syas.g_00599
OG0000636	Prax.g_00374	Syas.g_00597
OG0000637	Prax.g_00372	Syas.g_00595
OG0000638	Prax.g_00371	Syas.g_00594
OG0000639	Prax.g_00370	Syas.g_00593
OG0000640	Prax.g_00369	Syas.g_00592
OG0000641	Prax.g_00365	Syas.g_00587
OG0000642	Prax.g_00364	Syas.g_00586
OG0000643	Prax.g_00363	Syas.g_00585
OG0000644	Prax.g_00362	Syas.g_00584
OG0000645	Prax.g_00361	Syas.g_00583
OG0000646	Prax.g_00359	Syas.g_00580
OG0000647	Prax.g_00358	Syas.g_00578
OG0000648	Prax.g_00356	Syas.g_00576
OG0000649	Prax.g_00355	Syas.g_00575
OG0000650	Prax.g_00354	Syas.g_00574
OG0000651	Prax.g_00353	Syas.g_00573
OG0000652	Prax.g_00352	Syas.g_00572
OG0000653	Prax.g_00350	Syas.g_00570
OG0000654	Prax.g_00349	Syas.g_00569
OG0000655	Prax.g_00348	Syas.g_00568
OG0000656	Prax.g_00345	Syas.g_00565
OG0000657	Prax.g_00337	Syas.g_00232
OG0000658	Prax.g_00336	Syas.g_00235
OG0000659	Prax.g_00335	Syas.g_00236
OG0000660	Prax.g_00331	Syas.g_00240
OG0000661	Prax.g_00329	Syas.g_00242
OG0000662	Prax.g_00327	Syas.g_00281
OG0000663	Prax.g_00325	Syas.g_00284
OG0000664	Prax.g_00324	Syas.g_00287
OG0000665	Prax.g_00320	Syas.g_00385
OG0000666	Prax.g_00319	Syas.g_01362
OG0000667	Prax.g_00315	Syas.g_00088
OG0000668	Prax.g_00546	Syas.g_00221
OG0000669	Prax.g_00553	Syas.g_00684
OG0000670	Prax.g_00555	Syas.g_00681
OG0000671	Prax.g_00557	Syas.g_00679
OG0000672	Prax.g_00559	Syas.g_00676
OG0000673	Prax.g_00562	Syas.g_00673
OG0000674	Prax.g_00564	Syas.g_00671
OG0000675	Prax.g_00565	Syas.g_00670
OG0000676	Prax.g_00567	Syas.g_00668
OG0000677	Prax.g_00568	Syas.g_00667
OG0000678	Prax.g_00570	Syas.g_00660
OG0000679	Prax.g_00574	Syas.g_00629
OG0000680	Prax.g_00575	Syas.g_00628
OG0000681	Prax.g_00578	Syas.g_00625
OG0000682	Prax.g_00579	Syas.g_00624
OG0000683	Prax.g_00580	Syas.g_00623
OG0000684	Prax.g_00582	Syas.g_00621
OG0000685	Prax.g_00584	Syas.g_00187
OG0000686	Prax.g_00585	Syas.g_00619
OG0000687	Prax.g_00586	Syas.g_00618
OG0000688	Prax.g_00589	Syas.g_00612
OG0000689	Prax.g_00590	Syas.g_00610
OG0000690	Prax.g_00591	Syas.g_00609
OG0000691	Prax.g_00592	Syas.g_00608
OG0000692	Prax.g_00594	Syas.g_00606
OG0000693	Prax.g_00595	Syas.g_00604
OG0000694	Prax.g_00596	Syas.g_00603
OG0000695	Prax.g_00598	Syas.g_00410
OG0000696	Prax.g_00599	Syas.g_00411
OG0000697	Prax.g_00600	Syas.g_00413
OG0000698	Prax.g_00603	Syas.g_00417
OG0000699	Prax.g_00604	Syas.g_00419
OG0000700	Prax.g_00605	Syas.g_00420
OG0000701	Prax.g_00606	Syas.g_00421
OG0000702	Prax.g_00608	Syas.g_00437
OG0000703	Prax.g_00609	Syas.g_00438
OG0000704	Prax.g_00610	Syas.g_00446
OG0000705	Prax.g_00614	Syas.g_00453
OG0000706	Prax.g_00615	Syas.g_00454
OG0000707	Prax.g_00616	Syas.g_00455
OG0000708	Prax.g_00617	Syas.g_00458
OG0000709	Prax.g_01130	Syas.g_00466
OG0000710	Prax.g_01133	Syas.g_00497
OG0000711	Prax.g_01150	Syas.g_00546
OG0000712	Prax.g_01152	Syas.g_00548
OG0000713	Prax.g_01153	Syas.g_00549
OG0000714	Prax.g_01154	Syas.g_00551
OG0000715	Prax.g_01156	Syas.g_00553
OG0000716	Prax.g_01158	Syas.g_00556
OG0000717	Prax.g_01159	Syas.g_00557
OG0000718	Prax.g_01173	Syas.g_00561
OG0000719	Prax.g_01175	Syas.g_00223
OG0000720	Prax.g_01184	Syas.g_00209
OG0000721	Prax.g_01186	Syas.g_00207
OG0000722	Prax.g_01187	Syas.g_00206
OG0000723	Prax.g_01190	Syas.g_00196
OG0000724	Prax.g_01199	Syas.g_00999
OG0000725	Prax.g_01205	Syas.g_01024
OG0000726	Prax.g_01206	Syas.g_01025
OG0000727	Prax.g_01207	Syas.g_01026
OG0000728	Prax.g_01209	Syas.g_01028
OG0000729	Prax.g_01256	Syas.g_02145
OG0000730	Prax.g_00126	Syas.g_01544
OG0000731	Prax.g_00130	Syas.g_01532
OG0000732	Prax.g_00140	Syas.g_02086
OG0000733	Prax.g_00162	Syas.g_00096
OG0000734	Prax.g_00185	Syas.g_02414
OG0000735	Prax.g_00187	Syas.g_01201
OG0000736	Prax.g_00188	Syas.g_01200
OG0000737	Prax.g_00189	Syas.g_01199
OG0000738	Prax.g_00193	Syas.g_01193
OG0000739	Prax.g_00194	Syas.g_01192
OG0000740	Prax.g_00195	Syas.g_01191
OG0000741	Prax.g_00196	Syas.g_01188
OG0000742	Prax.g_00199	Syas.g_01185
OG0000743	Prax.g_00201	Syas.g_01182
OG0000744	Prax.g_00202	Syas.g_01181
OG0000745	Prax.g_00203	Syas.g_01178
OG0000746	Prax.g_00205	Syas.g_01176
OG0000747	Prax.g_00206	Syas.g_01174
OG0000748	Prax.g_00209	Syas.g_01146
OG0000749	Prax.g_00210	Syas.g_01144
OG0000750	Prax.g_00211	Syas.g_01143
OG0000751	Prax.g_00213	Syas.g_01138
OG0000752	Prax.g_00215	Syas.g_01136
OG0000753	Prax.g_00218	Syas.g_01133
OG0000754	Prax.g_00221	Syas.g_01128
OG0000755	Prax.g_00224	Syas.g_01117
OG0000756	Prax.g_00225	Syas.g_01116
OG0000757	Prax.g_00231	Syas.g_01108
OG0000758	Prax.g_00232	Syas.g_01107
OG0000759	Prax.g_00233	Syas.g_01106
OG0000760	Prax.g_00234	Syas.g_01105
OG0000761	Prax.g_00235	Syas.g_01104
OG0000762	Prax.g_00236	Syas.g_01102
OG0000763	Prax.g_00238	Syas.g_01091
OG0000764	Prax.g_00239	Syas.g_01090
OG0000765	Prax.g_00248	Syas.g_01076
OG0000766	Prax.g_00249	Syas.g_01075
OG0000767	Prax.g_00251	Syas.g_01073
OG0000768	Prax.g_00252	Syas.g_01072
OG0000769	Prax.g_00254	Syas.g_01070
OG0000770	Prax.g_00256	Syas.g_01067
OG0000771	Prax.g_01789	Syas.g_00993
OG0000772	Prax.g_01928	Syas.g_01461
OG0000773	Prax.g_01908	Syas.g_00002
OG0000774	Prax.g_01906	Syas.g_02862
OG0000775	Prax.g_01904	Syas.g_02860
OG0000776	Prax.g_01903	Syas.g_02859
OG0000777	Prax.g_01902	Syas.g_02858
OG0000778	Prax.g_01901	Syas.g_02857
OG0000779	Prax.g_01897	Syas.g_02852
OG0000780	Prax.g_01896	Syas.g_02847
OG0000781	Prax.g_01893	Syas.g_02842
OG0000782	Prax.g_01892	Syas.g_02841
OG0000783	Prax.g_01891	Syas.g_02840
OG0000784	Prax.g_01890	Syas.g_02839
OG0000785	Prax.g_01888	Syas.g_02837
OG0000786	Prax.g_01886	Syas.g_02833
OG0000787	Prax.g_01885	Syas.g_02832
OG0000788	Prax.g_01876	Syas.g_00782
OG0000789	Prax.g_01873	Syas.g_01507
OG0000790	Prax.g_01858	Syas.g_01266
OG0000791	Prax.g_01856	Syas.g_01268
OG0000792	Prax.g_01855	Syas.g_01269
OG0000793	Prax.g_01852	Syas.g_01359
OG0000794	Prax.g_01851	Syas.g_01361
OG0000795	Prax.g_01850	Syas.g_01363
OG0000796	Prax.g_01846	Syas.g_01368
OG0000797	Prax.g_01845	Syas.g_01369
OG0000798	Prax.g_01819	Syas.g_01750, Syas.g_02134
OG0000799	Prax.g_01751	Syas.g_02789
OG0000800	Prax.g_01750	Syas.g_02790
OG0000801	Prax.g_01749	Syas.g_02791
OG0000802	Prax.g_01747	Syas.g_02797
OG0000803	Prax.g_01745	Syas.g_02800
OG0000804	Prax.g_01744	Syas.g_02803
OG0000805	Prax.g_01742	Syas.g_02805
OG0000806	Prax.g_01740	Syas.g_02807
OG0000807	Prax.g_01739	Syas.g_02808
OG0000808	Prax.g_01738	Syas.g_02809
OG0000809	Prax.g_01735	Syas.g_02811
OG0000810	Prax.g_01734	Syas.g_02813
OG0000811	Prax.g_01725	Syas.g_02822
OG0000812	Prax.g_01723	Syas.g_02824
OG0000813	Prax.g_01722	Syas.g_02825
OG0000814	Prax.g_01720	Syas.g_02827
OG0000815	Prax.g_01719	Syas.g_02829
OG0000816	Prax.g_01717	Syas.g_02831
OG0000817	Prax.g_01716	Syas.g_02753
OG0000818	Prax.g_01711	Syas.g_01282
OG0000819	Prax.g_01710	Syas.g_01283
OG0000820	Prax.g_01709	Syas.g_01284
OG0000821	Prax.g_01705	Syas.g_01289
OG0000822	Prax.g_01704	Syas.g_01291
OG0000823	Prax.g_01703	Syas.g_01292
OG0000824	Prax.g_01700	Syas.g_01297
OG0000825	Prax.g_01699	Syas.g_01298
OG0000826	Prax.g_01698	Syas.g_01299
OG0000827	Prax.g_01697	Syas.g_01300
OG0000828	Prax.g_01694	Syas.g_01303
OG0000829	Prax.g_01693	Syas.g_01304
OG0000830	Prax.g_01692	Syas.g_01305
OG0000831	Prax.g_01690	Syas.g_01308
OG0000832	Prax.g_01684	Syas.g_01476
OG0000833	Prax.g_01676	Syas.g_02738
OG0000834	Prax.g_01675	Syas.g_02737
OG0000835	Prax.g_01674	Syas.g_02736
OG0000836	Prax.g_01673	Syas.g_02732
OG0000837	Prax.g_01672	Syas.g_02731
OG0000838	Prax.g_01670	Syas.g_02727
OG0000839	Prax.g_01669	Syas.g_02726
OG0000840	Prax.g_01668	Syas.g_02725
OG0000841	Prax.g_01667	Syas.g_02724
OG0000842	Prax.g_01666	Syas.g_02723
OG0000843	Prax.g_01665	Syas.g_02722
OG0000844	Prax.g_01664	Syas.g_02720
OG0000845	Prax.g_01663	Syas.g_02719
OG0000846	Prax.g_01662	Syas.g_02718
OG0000847	Prax.g_01661	Syas.g_02717
OG0000848	Prax.g_01660	Syas.g_02715
OG0000849	Prax.g_01659	Syas.g_02714
OG0000850	Prax.g_01657	Syas.g_02711
OG0000851	Prax.g_01656	Syas.g_02708
OG0000852	Prax.g_01655	Syas.g_02707
OG0000853	Prax.g_01651	Syas.g_02703
OG0000854	Prax.g_01649	Syas.g_02701
OG0000855	Prax.g_01648	Syas.g_02700
OG0000856	Prax.g_01633	Syas.g_00103
OG0000857	Prax.g_01605	Syas.g_00579
OG0000858	Prax.g_01565	Syas.g_02693
OG0000859	Prax.g_01564	Syas.g_02692
OG0000860	Prax.g_01557	Syas.g_02679
OG0000861	Prax.g_01556	Syas.g_02678
OG0000862	Prax.g_01555	Syas.g_02677
OG0000863	Prax.g_01553	Syas.g_02675
OG0000864	Prax.g_01552	Syas.g_02674
OG0000865	Prax.g_01551	Syas.g_02673
OG0000866	Prax.g_01550	Syas.g_02672
OG0000867	Prax.g_01549	Syas.g_02671
OG0000868	Prax.g_01548	Syas.g_02667
OG0000869	Prax.g_01544	Syas.g_02662
OG0000870	Prax.g_01539	Syas.g_02657
OG0000871	Prax.g_01538	Syas.g_02656
OG0000872	Prax.g_01537	Syas.g_02650
OG0000873	Prax.g_01534	Syas.g_02647
OG0000874	Prax.g_01531	Syas.g_02645
OG0000875	Prax.g_01530	Syas.g_02644
OG0000876	Prax.g_01529	Syas.g_00280
OG0000877	Prax.g_01527	Syas.g_02603
OG0000878	Prax.g_01526	Syas.g_02602
OG0000879	Prax.g_01525	Syas.g_02601
OG0000880	Prax.g_01524	Syas.g_02600
OG0000881	Prax.g_01520	Syas.g_02596
OG0000882	Prax.g_01515	Syas.g_02591
OG0000883	Prax.g_01513	Syas.g_02586
OG0000884	Prax.g_01511	Syas.g_02584
OG0000885	Prax.g_01510	Syas.g_02583
OG0000886	Prax.g_01509	Syas.g_02582
OG0000887	Prax.g_01508	Syas.g_02581
OG0000888	Prax.g_01506	Syas.g_02579
OG0000889	Prax.g_01504	Syas.g_02577
OG0000890	Prax.g_01503	Syas.g_02574
OG0000891	Prax.g_01502	Syas.g_02573
OG0000892	Prax.g_01257	Syas.g_02571
OG0000893	Prax.g_01262	Syas.g_01677
OG0000894	Prax.g_01264	Syas.g_01667
OG0000895	Prax.g_01267	Syas.g_01663
OG0000896	Prax.g_01268	Syas.g_01662
OG0000897	Prax.g_01270	Syas.g_01660
OG0000898	Prax.g_01271	Syas.g_01659
OG0000899	Prax.g_01272	Syas.g_01658
OG0000900	Prax.g_01273	Syas.g_01657
OG0000901	Prax.g_01276	Syas.g_01652
OG0000902	Prax.g_01278	Syas.g_01651
OG0000903	Prax.g_01281	Syas.g_01637
OG0000904	Prax.g_01283	Syas.g_01642
OG0000905	Prax.g_01288	Syas.g_01647
OG0000906	Prax.g_01289	Syas.g_01649
OG0000907	Prax.g_01296	Syas.g_01635
OG0000908	Prax.g_01299	Syas.g_01632
OG0000909	Prax.g_01300	Syas.g_01631
OG0000910	Prax.g_01301	Syas.g_01630
OG0000911	Prax.g_01303	Syas.g_01628
OG0000912	Prax.g_01304	Syas.g_01627
OG0000913	Prax.g_01305	Syas.g_01626
OG0000914	Prax.g_01306	Syas.g_01625
OG0000915	Prax.g_01307	Syas.g_01623
OG0000916	Prax.g_01308	Syas.g_01622
OG0000917	Prax.g_01309	Syas.g_01621
OG0000918	Prax.g_01310	Syas.g_01620
OG0000919	Prax.g_01311	Syas.g_01619
OG0000920	Prax.g_01312	Syas.g_01618
OG0000921	Prax.g_01313	Syas.g_01617
OG0000922	Prax.g_01314	Syas.g_01616
OG0000923	Prax.g_01318	Syas.g_01612
OG0000924	Prax.g_01319	Syas.g_01611
OG0000925	Prax.g_01320	Syas.g_01610
OG0000926	Prax.g_01321	Syas.g_01609
OG0000927	Prax.g_01323	Syas.g_01607
OG0000928	Prax.g_01324	Syas.g_01606
OG0000929	Prax.g_01325	Syas.g_01605
OG0000930	Prax.g_01326	Syas.g_01604
OG0000931	Prax.g_01327	Syas.g_01603
OG0000932	Prax.g_01328	Syas.g_01602
OG0000933	Prax.g_01332	Syas.g_01596
OG0000934	Prax.g_01334	Syas.g_01594
OG0000935	Prax.g_01335	Syas.g_01593
OG0000936	Prax.g_01336	Syas.g_01592
OG0000937	Prax.g_01337	Syas.g_01591
OG0000938	Prax.g_01339	Syas.g_01588
OG0000939	Prax.g_01340	Syas.g_01587
OG0000940	Prax.g_01347	Syas.g_01580
OG0000941	Prax.g_01349	Syas.g_01578
OG0000942	Prax.g_01351	Syas.g_01576
OG0000943	Prax.g_01352	Syas.g_01575
OG0000944	Prax.g_01353	Syas.g_01573
OG0000945	Prax.g_01354	Syas.g_01572
OG0000946	Prax.g_01358	Syas.g_01565
OG0000947	Prax.g_01360	Syas.g_01562
OG0000948	Prax.g_01361	Syas.g_01561
OG0000949	Prax.g_01364	Syas.g_02213
OG0000950	Prax.g_01369	Syas.g_02197
OG0000951	Prax.g_01373	Syas.g_02190
OG0000952	Prax.g_01377	Syas.g_02186
OG0000953	Prax.g_01380	Syas.g_02182
OG0000954	Prax.g_01384	Syas.g_02174
OG0000955	Prax.g_01385	Syas.g_02173
OG0000956	Prax.g_01387	Syas.g_02171
OG0000957	Prax.g_01392	Syas.g_02158
OG0000958	Prax.g_01393	Syas.g_02157
OG0000959	Prax.g_01397	Syas.g_02154
OG0000960	Prax.g_01398	Syas.g_02153
OG0000961	Prax.g_01400	Syas.g_02345
OG0000962	Prax.g_01402	Syas.g_02146
OG0000963	Prax.g_01406	Syas.g_02143
OG0000964	Prax.g_01407	Syas.g_02142
OG0000965	Prax.g_01408	Syas.g_02141
OG0000966	Prax.g_01415	Syas.g_02112
OG0000967	Prax.g_01420	Syas.g_02108
OG0000968	Prax.g_01422	Syas.g_02106
OG0000969	Prax.g_01423	Syas.g_02104
OG0000970	Prax.g_01424	Syas.g_02103
OG0000971	Prax.g_01425	Syas.g_02101
OG0000972	Prax.g_01426	Syas.g_02100
OG0000973	Prax.g_01427	Syas.g_02099
OG0000974	Prax.g_01428	Syas.g_02098
OG0000975	Prax.g_01429	Syas.g_02097
OG0000976	Prax.g_01430	Syas.g_02096
OG0000977	Prax.g_01431	Syas.g_02094
OG0000978	Prax.g_01432	Syas.g_02093
OG0000979	Prax.g_01435	Syas.g_02090
OG0000980	Prax.g_01437	Syas.g_02087
OG0000981	Prax.g_01439	Syas.g_02084
OG0000982	Prax.g_01441	Syas.g_01882
OG0000983	Prax.g_01442	Syas.g_01883
OG0000984	Prax.g_01443	Syas.g_01884
OG0000985	Prax.g_01446	Syas.g_01888
OG0000986	Prax.g_01448	Syas.g_01891
OG0000987	Prax.g_01449	Syas.g_01897
OG0000988	Prax.g_01452	Syas.g_01902
OG0000989	Prax.g_01455	Syas.g_01908
OG0000990	Prax.g_01458	Syas.g_01937
OG0000991	Prax.g_01459	Syas.g_01939
OG0000992	Prax.g_01461	Syas.g_01943
OG0000993	Prax.g_01462	Syas.g_01945
OG0000994	Prax.g_01463	Syas.g_01948
OG0000995	Prax.g_01467	Syas.g_01955
OG0000996	Prax.g_01468	Syas.g_01977
OG0000997	Prax.g_01469	Syas.g_01993
OG0000998	Prax.g_01471	Syas.g_01995
OG0000999	Prax.g_01472	Syas.g_01996
OG0001000	Prax.g_01475	Syas.g_02000
OG0001001	Prax.g_01477	Syas.g_02006
OG0001002	Prax.g_01481	Syas.g_02014
OG0001003	Prax.g_01482	Syas.g_02016
OG0001004	Prax.g_01483	Syas.g_02017
OG0001005	Prax.g_01484	Syas.g_02018
OG0001006	Prax.g_01488	Syas.g_02032
OG0001007	Prax.g_01490	Syas.g_02034
OG0001008	Prax.g_00763	Syas.g_01496
OG0001009	Prax.g_00286	Syas.g_02065
OG0001010	Prax.g_00285	Syas.g_02066
OG0001011	Prax.g_00284	Syas.g_02068
OG0001012	Prax.g_00270	Syas.g_00152
OG0001013	Prax.g_00623	Syas.g_01866
OG0001014	Prax.g_00626	Syas.g_01857
OG0001015	Prax.g_00627	Syas.g_01856
OG0001016	Prax.g_00644	Syas.g_02517
OG0001017	Prax.g_00648	Syas.g_02511
OG0001018	Prax.g_00651	Syas.g_02509
OG0001019	Prax.g_00660	Syas.g_02469
OG0001020	Prax.g_01128	Syas.g_02443
OG0001021	Prax.g_01127	Syas.g_02437
OG0001022	Prax.g_01124	Syas.g_02434
OG0001023	Prax.g_01123	Syas.g_02433
OG0001024	Prax.g_01120	Syas.g_00135
OG0001025	Prax.g_01114	Syas.g_02424
OG0001026	Prax.g_01108	Syas.g_02412
OG0001027	Prax.g_01107	Syas.g_02408
OG0001028	Prax.g_01105	Syas.g_02405
OG0001029	Prax.g_01103	Syas.g_02403
OG0001030	Prax.g_01088	Syas.g_02384
OG0001031	Prax.g_01032	Syas.g_02293
OG0001032	Prax.g_01031	Syas.g_02290
OG0001033	Prax.g_01010	Syas.g_02239
OG0001034	Prax.g_00982	Syas.g_02556
OG0001035	Prax.g_00921	Syas.g_01704
OG0001036	Prax.g_00916	Syas.g_01709
OG0001037	Prax.g_00915	Syas.g_01711
OG0001038	Prax.g_00897	Syas.g_01751
OG0001039	Prax.g_00894	Syas.g_01754
OG0001041	Prax.g_00888	Syas.g_01761
OG0001042	Prax.g_00871	Syas.g_01821
OG0001043	Prax.g_00870	Syas.g_01817
OG0001044	Prax.g_00840	Syas.g_01542
OG0001045	Prax.g_00831	Syas.g_01529
OG0001046	Prax.g_00795	Syas.g_00532
OG0001047	Prax.g_00761	Syas.g_01494
OG0001048	Prax.g_00760	Syas.g_01493
OG0001049	Prax.g_00758	Syas.g_02742
OG0001050	Prax.g_00757	Syas.g_02743
OG0001051	Prax.g_00756	Syas.g_02744
OG0001052	Prax.g_00731	Syas.g_01337
OG0001053	Prax.g_00719	Syas.g_01250
OG0001054	Prax.g_00703	Syas.g_01231
OG0001055	Prax.g_00684	Syas.g_01210
OG0001056	Prax.g_00665	Syas.g_00068
OG0001057	Prax.g_00002	Syas.g_00763
OG0001058	Prax.g_00010	Syas.g_00787
OG0001059	Prax.g_00014	Syas.g_00791
OG0001060	Prax.g_00021	Syas.g_00797
OG0001061	Prax.g_00034	Syas.g_00816
OG0001062	Prax.g_00036	Syas.g_00819
OG0001063	Prax.g_00038	Syas.g_00830
OG0001064	Prax.g_00039	Syas.g_00831
OG0001065	Prax.g_00040	Syas.g_00832
OG0001066	Prax.g_00041	Syas.g_00833
OG0001067	Prax.g_00042	Syas.g_00834
OG0001068	Prax.g_00043	Syas.g_00835
OG0001069	Prax.g_00044	Syas.g_00836
OG0001070	Prax.g_00047	Syas.g_00840
OG0001071	Prax.g_00048	Syas.g_00841
OG0001072	Prax.g_00049	Syas.g_00844
OG0001073	Prax.g_00063	Syas.g_00855
OG0001074	Prax.g_00074	Syas.g_00157
OG0001075	Prax.g_00075	Syas.g_00163
OG0001076	Prax.g_00083	Syas.g_00113
OG0001077	Prax.g_00087	Syas.g_00101
OG0001078	Prax.g_00095	Syas.g_00745
OG0001079	Prax.g_00106	Syas.g_00729
OG0001080	Prax.g_00112	Syas.g_00717
OG0001081	Prax.g_00114	Syas.g_00715
OG0001082	Prax.g_00115	Syas.g_00714
OG0001083	Prax.g_00120	Syas.g_00707
OG0001084	Prax.g_00121	Syas.g_00706
OG0001085	Prax.g_00972	Syas.g_00693
OG0001086	Prax.g_00971	Syas.g_00691
OG0001087	Prax.g_00954	Syas.g_00071
OG0001088	Prax.g_00953	Syas.g_01060
OG0001089	Prax.g_00945	Syas.g_01039
OG0001090	Prax.g_00484	Syas.g_00980
OG0001091	Prax.g_00482	Syas.g_00979
OG0001092	Prax.g_00481	Syas.g_00178
OG0001093	Prax.g_00476	Syas.g_00184
OG0001095	Prax.g_00360	Syas.g_00582
OG0001097	Prax.g_00328	Syas.g_00243
OG0001098	Prax.g_00313	Syas.g_00880
OG0001099	Prax.g_00550	Syas.g_02404
OG0001100	Prax.g_00554	Syas.g_00682
OG0001101	Prax.g_00556	Syas.g_00680
OG0001102	Prax.g_00558	Syas.g_00677
OG0001103	Prax.g_00560	Syas.g_00675
OG0001104	Prax.g_00583	Syas.g_00620
OG0001105	Prax.g_00587	Syas.g_00617
OG0001106	Prax.g_00611	Syas.g_00447
OG0001107	Prax.g_00618	Syas.g_00459
OG0001108	Prax.g_01131	Syas.g_00494
OG0001109	Prax.g_01132	Syas.g_00496
OG0001110	Prax.g_01134	Syas.g_00498
OG0001111	Prax.g_01135	Syas.g_00500
OG0001112	Prax.g_01136	Syas.g_00503
OG0001113	Prax.g_01137	Syas.g_00504
OG0001114	Prax.g_01138	Syas.g_00505
OG0001115	Prax.g_01140	Syas.g_00527
OG0001116	Prax.g_01141	Syas.g_00529
OG0001117	Prax.g_01142	Syas.g_00530
OG0001118	Prax.g_01143	Syas.g_00531
OG0001119	Prax.g_01144	Syas.g_00533
OG0001120	Prax.g_01146	Syas.g_00539
OG0001122	Prax.g_01176	Syas.g_00222
OG0001123	Prax.g_01180	Syas.g_00214
OG0001124	Prax.g_01182	Syas.g_00212
OG0001125	Prax.g_01183	Syas.g_00210
OG0001126	Prax.g_01193	Syas.g_00991
OG0001127	Prax.g_01194	Syas.g_00992
OG0001128	Prax.g_01196	Syas.g_00995
OG0001129	Prax.g_01197	Syas.g_00997
OG0001130	Prax.g_01198	Syas.g_00998
OG0001131	Prax.g_01235	Syas.g_01401
OG0001132	Prax.g_01245	Syas.g_00525
OG0001133	Prax.g_00146	Syas.g_00109
OG0001136	Prax.g_00197	Syas.g_01187
OG0001138	Prax.g_00226	Syas.g_01114
OG0001139	Prax.g_00227	Syas.g_01112
OG0001140	Prax.g_00228	Syas.g_01111
OG0001141	Prax.g_00229	Syas.g_01110
OG0001142	Prax.g_00230	Syas.g_01109
OG0001143	Prax.g_00237	Syas.g_01092
OG0001144	Prax.g_00242	Syas.g_01084
OG0001145	Prax.g_01907	Syas.g_02867
OG0001146	Prax.g_01895	Syas.g_02846
OG0001147	Prax.g_01877	Syas.g_01329
OG0001148	Prax.g_01861	Syas.g_01263
OG0001149	Prax.g_01860	Syas.g_01264
OG0001150	Prax.g_01859	Syas.g_01265
OG0001151	Prax.g_01848	Syas.g_01366
OG0001152	Prax.g_01847	Syas.g_01367
OG0001153	Prax.g_01696	Syas.g_01301
OG0001154	Prax.g_01695	Syas.g_01302
OG0001155	Prax.g_01683	Syas.g_01478
OG0001156	Prax.g_01680	Syas.g_01489
OG0001157	Prax.g_01679	Syas.g_01490
OG0001158	Prax.g_01678	Syas.g_01491
OG0001159	Prax.g_01677	Syas.g_01492
OG0001160	Prax.g_01653	Syas.g_02705
OG0001161	Prax.g_01640	Syas.g_02030
OG0001162	Prax.g_01629	Syas.g_02473
OG0001163	Prax.g_01567	Syas.g_02697
OG0001164	Prax.g_01563	Syas.g_02691
OG0001165	Prax.g_01560	Syas.g_02686
OG0001166	Prax.g_01540	Syas.g_02658
OG0001167	Prax.g_01523	Syas.g_01046
OG0001168	Prax.g_01521	Syas.g_02597
OG0001169	Prax.g_01519	Syas.g_02595
OG0001170	Prax.g_01517	Syas.g_02593
OG0001171	Prax.g_01507	Syas.g_02580
OG0001172	Prax.g_01265	Syas.g_01665
OG0001173	Prax.g_01266	Syas.g_01664
OG0001174	Prax.g_01274	Syas.g_01656
OG0001175	Prax.g_01275	Syas.g_01655
OG0001176	Prax.g_01282	Syas.g_01638
OG0001177	Prax.g_01285	Syas.g_01640
OG0001178	Prax.g_01290	Syas.g_02676
OG0001179	Prax.g_01322	Syas.g_01608
OG0001180	Prax.g_01344	Syas.g_01583
OG0001181	Prax.g_01348	Syas.g_01579
OG0001182	Prax.g_01355	Syas.g_01571
OG0001183	Prax.g_01359	Syas.g_01564
OG0001184	Prax.g_01375	Syas.g_02188
OG0001185	Prax.g_01389	Syas.g_02162
OG0001186	Prax.g_01412	Syas.g_02113
OG0001187	Prax.g_01416	Syas.g_02111
OG0001189	Prax.g_01436	Syas.g_02089
OG0001190	Prax.g_01440	Syas.g_01881
OG0001191	Prax.g_01450	Syas.g_01900
OG0001193	Prax.g_01464	Syas.g_01952
OG0001194	Prax.g_01465	Syas.g_01953
OG0001195	Prax.g_01466	Syas.g_01954
OG0001196	Prax.g_01479	Syas.g_02010
OG0001197	Prax.g_01480	Syas.g_02012
OG0001198	Prax.g_01487	Syas.g_02031
OG0001199	Prax.g_00645	Syas.g_02516
OG0001200	Prax.g_00647	Syas.g_02514
OG0001201	Prax.g_01111	Syas.g_02419
OG0001202	Prax.g_01019	Syas.g_02270
OG0001203	Prax.g_00980	Syas.g_02557
OG0001204	Prax.g_00932	Syas.g_01687
