Orthogroup	Prbb	Prad
OG0000538	Prbb.g_00504	Prad.g_00129
OG0000539	Prbb.g_00505	Prad.g_00128
OG0000540	Prbb.g_00506	Prad.g_00127
OG0000541	Prbb.g_00507	Prad.g_00126
OG0000542	Prbb.g_00509	Prad.g_00124
OG0000543	Prbb.g_00511	Prad.g_00122
OG0000544	Prbb.g_00512	Prad.g_00121
OG0000545	Prbb.g_00514	Prad.g_00119
OG0000546	Prbb.g_00517	Prad.g_00116
OG0000547	Prbb.g_00519	Prad.g_00114
OG0000548	Prbb.g_00520	Prad.g_00113
OG0000549	Prbb.g_00523	Prad.g_00111
OG0000550	Prbb.g_00527	Prad.g_00106
OG0000551	Prbb.g_00530	Prad.g_00102
OG0000552	Prbb.g_00531	Prad.g_00101
OG0000553	Prbb.g_00532	Prad.g_00100
OG0000554	Prbb.g_00537	Prad.g_00095
OG0000555	Prbb.g_00545	Prad.g_01332
OG0000556	Prbb.g_00547	Prad.g_01334
OG0000557	Prbb.g_00548	Prad.g_01335
OG0000558	Prbb.g_00551	Prad.g_01337
OG0000559	Prbb.g_00555	Prad.g_01341
OG0000560	Prbb.g_00558	Prad.g_01344
OG0000561	Prbb.g_00559	Prad.g_01345
OG0000562	Prbb.g_00560	Prad.g_01346
OG0000563	Prbb.g_00561	Prad.g_01347
OG0000564	Prbb.g_00562	Prad.g_01348
OG0000565	Prbb.g_00565	Prad.g_01351
OG0000566	Prbb.g_00567	Prad.g_01353
OG0000567	Prbb.g_00571	Prad.g_01357
OG0000568	Prbb.g_00572	Prad.g_01358
OG0000569	Prbb.g_00573	Prad.g_01359
OG0000570	Prbb.g_00574	Prad.g_01360
OG0000571	Prbb.g_00576	Prad.g_01362
OG0000572	Prbb.g_00587	Prad.g_01375
OG0000573	Prbb.g_00592	Prad.g_01381
OG0000574	Prbb.g_00594	Prad.g_01382
OG0000575	Prbb.g_00597	Prad.g_01386
OG0000576	Prbb.g_00599	Prad.g_01388
OG0000577	Prbb.g_00600	Prad.g_01389
OG0000578	Prbb.g_00601	Prad.g_01390
OG0000579	Prbb.g_00602	Prad.g_01391
OG0000580	Prbb.g_00603	Prad.g_01392
OG0000581	Prbb.g_00606	Prad.g_01394
OG0000582	Prbb.g_00609	Prad.g_01397
OG0000583	Prbb.g_00610	Prad.g_01398
OG0000584	Prbb.g_00611	Prad.g_01399
OG0000585	Prbb.g_00613	Prad.g_01401
OG0000586	Prbb.g_00614	Prad.g_01402
OG0000587	Prbb.g_00615	Prad.g_01403
OG0000588	Prbb.g_00619	Prad.g_01407
OG0000589	Prbb.g_00622	Prad.g_01410
OG0000590	Prbb.g_00623	Prad.g_01411
OG0000591	Prbb.g_00626	Prad.g_01414
OG0000592	Prbb.g_00627	Prad.g_01415
OG0000593	Prbb.g_00633	Prad.g_01421
OG0000594	Prbb.g_00634	Prad.g_01422
OG0000595	Prbb.g_00635	Prad.g_01423
OG0000596	Prbb.g_00639	Prad.g_01427
OG0000597	Prbb.g_00641	Prad.g_01429
OG0000598	Prbb.g_00642	Prad.g_01430
OG0000599	Prbb.g_00645	Prad.g_01433
OG0000600	Prbb.g_00646	Prad.g_01219
OG0000601	Prbb.g_00647	Prad.g_01220
OG0000602	Prbb.g_00649	Prad.g_01222
OG0000603	Prbb.g_00650	Prad.g_01223
OG0000604	Prbb.g_00651	Prad.g_01224
OG0000605	Prbb.g_00652	Prad.g_01225
OG0000606	Prbb.g_00655	Prad.g_01228
OG0000607	Prbb.g_00658	Prad.g_01231
OG0000608	Prbb.g_00659	Prad.g_01232
OG0000609	Prbb.g_00660	Prad.g_01233
OG0000610	Prbb.g_00667	Prad.g_01238
OG0000611	Prbb.g_00670	Prad.g_01241
OG0000612	Prbb.g_00671	Prad.g_01242
OG0000613	Prbb.g_00677	Prad.g_01247
OG0000614	Prbb.g_00700	Prad.g_01266
OG0000615	Prbb.g_00708	Prad.g_01274
OG0000616	Prbb.g_02176	Prad.g_01278
OG0000617	Prbb.g_00719	Prad.g_01055
OG0000618	Prbb.g_00720	Prad.g_01056
OG0000619	Prbb.g_00721	Prad.g_01057
OG0000620	Prbb.g_00724	Prad.g_01060
OG0000621	Prbb.g_00725	Prad.g_01061
OG0000622	Prbb.g_00726	Prad.g_01062
OG0000623	Prbb.g_00727	Prad.g_01063
OG0000624	Prbb.g_00729	Prad.g_01064
OG0000625	Prbb.g_00730	Prad.g_01065
OG0000626	Prbb.g_00731	Prad.g_01066
OG0000627	Prbb.g_00733	Prad.g_01067
OG0000628	Prbb.g_00734	Prad.g_01068
OG0000629	Prbb.g_00735	Prad.g_01069
OG0000630	Prbb.g_00738	Prad.g_01072
OG0000631	Prbb.g_00962	Prad.g_01137
OG0000632	Prbb.g_00963	Prad.g_01138
OG0000633	Prbb.g_00964	Prad.g_01139
OG0000634	Prbb.g_00779	Prad.g_01142
OG0000635	Prbb.g_00780	Prad.g_01143
OG0000636	Prbb.g_00782	Prad.g_01145
OG0000637	Prbb.g_00784	Prad.g_01147
OG0000638	Prbb.g_00785	Prad.g_01148
OG0000639	Prbb.g_00786	Prad.g_01149
OG0000640	Prbb.g_00787	Prad.g_01150
OG0000641	Prbb.g_00791	Prad.g_01154
OG0000642	Prbb.g_00792	Prad.g_01155
OG0000643	Prbb.g_00793	Prad.g_01156
OG0000644	Prbb.g_00794	Prad.g_01157
OG0000645	Prbb.g_00795	Prad.g_01158
OG0000646	Prbb.g_00798	Prad.g_01160
OG0000647	Prbb.g_00800	Prad.g_01161
OG0000648	Prbb.g_00802	Prad.g_01163
OG0000649	Prbb.g_00803	Prad.g_01164
OG0000650	Prbb.g_00804	Prad.g_01165
OG0000651	Prbb.g_00805	Prad.g_01166
OG0000652	Prbb.g_00806	Prad.g_01167
OG0000653	Prbb.g_00808	Prad.g_01169
OG0000654	Prbb.g_00809	Prad.g_01170
OG0000655	Prbb.g_00810	Prad.g_01171
OG0000656	Prbb.g_00813	Prad.g_01174
OG0000657	Prbb.g_00819	Prad.g_01182
OG0000658	Prbb.g_00821	Prad.g_01183
OG0000659	Prbb.g_00822	Prad.g_01184
OG0000660	Prbb.g_00827	Prad.g_00306
OG0000661	Prbb.g_00829	Prad.g_00304
OG0000662	Prbb.g_00831	Prad.g_00302
OG0000663	Prbb.g_00833	Prad.g_00300
OG0000664	Prbb.g_00834	Prad.g_00299
OG0000665	Prbb.g_00838	Prad.g_00295
OG0000666	Prbb.g_00839	Prad.g_00294
OG0000667	Prbb.g_00843	Prad.g_00290
OG0000668	Prbb.g_00914	Prad.g_00260
OG0000669	Prbb.g_00922	Prad.g_00253
OG0000670	Prbb.g_00925	Prad.g_00251
OG0000671	Prbb.g_00927	Prad.g_00249
OG0000672	Prbb.g_00930	Prad.g_00247
OG0000673	Prbb.g_00933	Prad.g_00244
OG0000674	Prbb.g_00935	Prad.g_00242
OG0000675	Prbb.g_00936	Prad.g_00241
OG0000676	Prbb.g_00938	Prad.g_00239
OG0000677	Prbb.g_00939	Prad.g_00238
OG0000678	Prbb.g_00942	Prad.g_00236
OG0000679	Prbb.g_00946	Prad.g_00232
OG0000680	Prbb.g_00947	Prad.g_00231
OG0000681	Prbb.g_00950	Prad.g_00228
OG0000682	Prbb.g_00951	Prad.g_00227
OG0000683	Prbb.g_00952	Prad.g_00226
OG0000684	Prbb.g_00762	Prad.g_00224
OG0000685	Prbb.g_00764	Prad.g_00222
OG0000686	Prbb.g_00765	Prad.g_00221
OG0000687	Prbb.g_00766	Prad.g_00220
OG0000688	Prbb.g_00769	Prad.g_00217
OG0000689	Prbb.g_00770	Prad.g_00216
OG0000690	Prbb.g_00771	Prad.g_00215
OG0000691	Prbb.g_00772	Prad.g_00214
OG0000692	Prbb.g_00774	Prad.g_00212
OG0000693	Prbb.g_00775	Prad.g_00211
OG0000694	Prbb.g_00776	Prad.g_00210
OG0000695	Prbb.g_00966	Prad.g_00208
OG0000696	Prbb.g_00967	Prad.g_00207
OG0000697	Prbb.g_00968	Prad.g_00206
OG0000698	Prbb.g_00971	Prad.g_00203
OG0000699	Prbb.g_00972	Prad.g_00202
OG0000700	Prbb.g_00973	Prad.g_00201
OG0000701	Prbb.g_00974	Prad.g_00200
OG0000702	Prbb.g_00976	Prad.g_00198
OG0000703	Prbb.g_00977	Prad.g_00197
OG0000704	Prbb.g_00978	Prad.g_00196
OG0000705	Prbb.g_00984	Prad.g_00192
OG0000706	Prbb.g_00985	Prad.g_00191
OG0000707	Prbb.g_00986	Prad.g_00190
OG0000708	Prbb.g_00988	Prad.g_00189
OG0000709	Prbb.g_00992	Prad.g_00185
OG0000710	Prbb.g_00995	Prad.g_00182
OG0000711	Prbb.g_01010	Prad.g_00165
OG0000712	Prbb.g_01012	Prad.g_00163
OG0000713	Prbb.g_01013	Prad.g_00162
OG0000714	Prbb.g_01014	Prad.g_00161
OG0000715	Prbb.g_01016	Prad.g_00159
OG0000716	Prbb.g_01017	Prad.g_00157
OG0000717	Prbb.g_01018	Prad.g_00156
OG0000718	Prbb.g_01036	Prad.g_00144
OG0000719	Prbb.g_01037	Prad.g_00142
OG0000720	Prbb.g_01048	Prad.g_01039
OG0000721	Prbb.g_01049	Prad.g_01037
OG0000722	Prbb.g_01050	Prad.g_01036
OG0000723	Prbb.g_01054	Prad.g_01033
OG0000724	Prbb.g_01065	Prad.g_01023
OG0000725	Prbb.g_00891	Prad.g_01017
OG0000726	Prbb.g_00890	Prad.g_01016
OG0000727	Prbb.g_00889	Prad.g_01015
OG0000728	Prbb.g_00887	Prad.g_01013
OG0000729	Prbb.g_02071	Prad.g_00970
OG0000730	Prbb.g_00392	Prad.g_00635
OG0000731	Prbb.g_00400	Prad.g_00639
OG0000732	Prbb.g_02121	Prad.g_00649
OG0000733	Prbb.g_01888	Prad.g_01988
OG0000734	Prbb.g_01533	Prad.g_01511
OG0000735	Prbb.g_01531	Prad.g_01509
OG0000736	Prbb.g_01530	Prad.g_01508
OG0000737	Prbb.g_01529	Prad.g_01507
OG0000738	Prbb.g_01525	Prad.g_01503
OG0000739	Prbb.g_01524	Prad.g_01502
OG0000740	Prbb.g_01523	Prad.g_01501
OG0000741	Prbb.g_01521	Prad.g_01500
OG0000742	Prbb.g_01518	Prad.g_01497
OG0000743	Prbb.g_01516	Prad.g_01495
OG0000744	Prbb.g_01515	Prad.g_01494
OG0000745	Prbb.g_01513	Prad.g_01493
OG0000746	Prbb.g_01511	Prad.g_01491
OG0000747	Prbb.g_01510	Prad.g_01490
OG0000748	Prbb.g_01506	Prad.g_01487
OG0000749	Prbb.g_01505	Prad.g_01486
OG0000750	Prbb.g_01504	Prad.g_01485
OG0000751	Prbb.g_01501	Prad.g_01483
OG0000752	Prbb.g_01499	Prad.g_01481
OG0000753	Prbb.g_01497	Prad.g_01478
OG0000754	Prbb.g_01493	Prad.g_01475
OG0000755	Prbb.g_01488	Prad.g_01472
OG0000756	Prbb.g_01487	Prad.g_01470, Prad.g_01471
OG0000757	Prbb.g_01480	Prad.g_01464
OG0000758	Prbb.g_01479	Prad.g_01463
OG0000759	Prbb.g_01478	Prad.g_01462
OG0000760	Prbb.g_01477	Prad.g_01461
OG0000761	Prbb.g_01476	Prad.g_01460
OG0000762	Prbb.g_01475	Prad.g_01459
OG0000763	Prbb.g_01473	Prad.g_01457
OG0000764	Prbb.g_01472	Prad.g_01456
OG0000765	Prbb.g_01463	Prad.g_01447
OG0000766	Prbb.g_01462	Prad.g_01446
OG0000767	Prbb.g_01461	Prad.g_01444
OG0000768	Prbb.g_01460	Prad.g_01443
OG0000769	Prbb.g_01458	Prad.g_01441
OG0000770	Prbb.g_01457	Prad.g_01439
OG0000771	Prbb.g_01060	Prad.g_00076
OG0000772	Prbb.g_01291	Prad.g_00341
OG0000773	Prbb.g_01577	Prad.g_00361
OG0000774	Prbb.g_01580	Prad.g_00363
OG0000775	Prbb.g_01581	Prad.g_00365
OG0000776	Prbb.g_01582	Prad.g_00366
OG0000777	Prbb.g_01583	Prad.g_00631
OG0000778	Prbb.g_01584	Prad.g_00630
OG0000779	Prbb.g_01588	Prad.g_00626
OG0000780	Prbb.g_01589	Prad.g_00625
OG0000781	Prbb.g_01592	Prad.g_00622
OG0000782	Prbb.g_01593	Prad.g_00621
OG0000783	Prbb.g_01594	Prad.g_00620
OG0000784	Prbb.g_01595	Prad.g_00619
OG0000785	Prbb.g_01597	Prad.g_00617
OG0000786	Prbb.g_01600	Prad.g_00615
OG0000787	Prbb.g_01601	Prad.g_00614
OG0000788	Prbb.g_00746	Prad.g_00607
OG0000789	Prbb.g_01057	Prad.g_00604
OG0000790	Prbb.g_01644	Prad.g_00589
OG0000791	Prbb.g_01646	Prad.g_00587
OG0000792	Prbb.g_01647	Prad.g_00586
OG0000793	Prbb.g_01650	Prad.g_00583
OG0000794	Prbb.g_01651	Prad.g_00582
OG0000795	Prbb.g_01652	Prad.g_00581
OG0000796	Prbb.g_01656	Prad.g_00577
OG0000797	Prbb.g_01657	Prad.g_00576
OG0000799	Prbb.g_01668	Prad.g_00533
OG0000800	Prbb.g_01669	Prad.g_00532
OG0000801	Prbb.g_01670	Prad.g_00531
OG0000802	Prbb.g_01672	Prad.g_00529
OG0000803	Prbb.g_01674	Prad.g_00527
OG0000804	Prbb.g_01675	Prad.g_00526
OG0000805	Prbb.g_01677	Prad.g_00524
OG0000806	Prbb.g_01679	Prad.g_00522
OG0000807	Prbb.g_01680	Prad.g_00521
OG0000808	Prbb.g_01681	Prad.g_00520
OG0000809	Prbb.g_01684	Prad.g_00517
OG0000810	Prbb.g_01685	Prad.g_00516
OG0000811	Prbb.g_01689	Prad.g_00512
OG0000812	Prbb.g_01691	Prad.g_00510
OG0000813	Prbb.g_01692	Prad.g_00509
OG0000814	Prbb.g_01694	Prad.g_00507
OG0000815	Prbb.g_01695	Prad.g_00506
OG0000816	Prbb.g_01697	Prad.g_00504
OG0000817	Prbb.g_01698	Prad.g_00503
OG0000818	Prbb.g_01702	Prad.g_00498
OG0000819	Prbb.g_01703	Prad.g_00497
OG0000820	Prbb.g_01704	Prad.g_00496
OG0000821	Prbb.g_01707	Prad.g_00491
OG0000822	Prbb.g_01708	Prad.g_00490
OG0000823	Prbb.g_01709	Prad.g_00489
OG0000824	Prbb.g_01712	Prad.g_00486
OG0000825	Prbb.g_01713	Prad.g_00485
OG0000826	Prbb.g_01714	Prad.g_00484
OG0000827	Prbb.g_01715	Prad.g_00483
OG0000828	Prbb.g_01718	Prad.g_00480
OG0000829	Prbb.g_01719	Prad.g_00479
OG0000830	Prbb.g_01720	Prad.g_00478
OG0000831	Prbb.g_01722	Prad.g_00476
OG0000832	Prbb.g_01732	Prad.g_00470
OG0000833	Prbb.g_01740	Prad.g_00462
OG0000834	Prbb.g_01741	Prad.g_00461
OG0000835	Prbb.g_01742	Prad.g_00460
OG0000836	Prbb.g_01744	Prad.g_00459
OG0000837	Prbb.g_01745	Prad.g_00458
OG0000838	Prbb.g_01747	Prad.g_00456
OG0000839	Prbb.g_01748	Prad.g_00455
OG0000840	Prbb.g_01749	Prad.g_00454
OG0000841	Prbb.g_01750	Prad.g_00453
OG0000842	Prbb.g_01751	Prad.g_00452
OG0000843	Prbb.g_01752	Prad.g_00451
OG0000844	Prbb.g_01753	Prad.g_00450
OG0000845	Prbb.g_01754	Prad.g_00449
OG0000846	Prbb.g_01755	Prad.g_00448
OG0000847	Prbb.g_01756	Prad.g_00447
OG0000848	Prbb.g_01757	Prad.g_00446
OG0000849	Prbb.g_01758	Prad.g_00445
OG0000850	Prbb.g_01760	Prad.g_00443
OG0000851	Prbb.g_01761	Prad.g_00442
OG0000852	Prbb.g_01762	Prad.g_00441
OG0000853	Prbb.g_01767	Prad.g_00437
OG0000854	Prbb.g_01769	Prad.g_00435
OG0000855	Prbb.g_01770	Prad.g_00434
OG0000856	Prbb.g_01659	Prad.g_00419
OG0000857	Prbb.g_00799	Prad.g_00388
OG0000858	Prbb.g_01817	Prad.g_00947
OG0000859	Prbb.g_01818	Prad.g_00946
OG0000860	Prbb.g_01825	Prad.g_00939
OG0000861	Prbb.g_01826	Prad.g_00938
OG0000862	Prbb.g_01827	Prad.g_00937
OG0000863	Prbb.g_01828	Prad.g_00935
OG0000864	Prbb.g_01829	Prad.g_00934
OG0000865	Prbb.g_01830	Prad.g_00933
OG0000866	Prbb.g_01831	Prad.g_00932
OG0000867	Prbb.g_01832	Prad.g_00931
OG0000868	Prbb.g_01833	Prad.g_00930
OG0000869	Prbb.g_01836	Prad.g_00926
OG0000870	Prbb.g_01841	Prad.g_00921
OG0000871	Prbb.g_01842	Prad.g_00920
OG0000872	Prbb.g_01843	Prad.g_00919
OG0000873	Prbb.g_01846	Prad.g_00916
OG0000874	Prbb.g_01849	Prad.g_00913
OG0000875	Prbb.g_01851	Prad.g_00912
OG0000876	Prbb.g_01852	Prad.g_00911
OG0000877	Prbb.g_01854	Prad.g_00909
OG0000878	Prbb.g_01855	Prad.g_00908
OG0000879	Prbb.g_01856	Prad.g_00907
OG0000880	Prbb.g_01857	Prad.g_00906
OG0000881	Prbb.g_01860	Prad.g_00902
OG0000882	Prbb.g_01865	Prad.g_00897
OG0000883	Prbb.g_01867	Prad.g_00895
OG0000884	Prbb.g_01869	Prad.g_00893
OG0000885	Prbb.g_01870	Prad.g_00892
OG0000886	Prbb.g_01871	Prad.g_00891
OG0000887	Prbb.g_01872	Prad.g_00890
OG0000888	Prbb.g_01874	Prad.g_00888
OG0000889	Prbb.g_01876	Prad.g_00886
OG0000890	Prbb.g_01877	Prad.g_00885
OG0000891	Prbb.g_01878	Prad.g_00884
OG0000892	Prbb.g_01880	Prad.g_00882
OG0000893	Prbb.g_01922	Prad.g_00879
OG0000894	Prbb.g_01925	Prad.g_00877
OG0000895	Prbb.g_01928	Prad.g_00874
OG0000896	Prbb.g_01929	Prad.g_00873
OG0000897	Prbb.g_01931	Prad.g_00871
OG0000898	Prbb.g_01932	Prad.g_00870
OG0000899	Prbb.g_01933	Prad.g_00869
OG0000900	Prbb.g_01934	Prad.g_00868
OG0000901	Prbb.g_01937	Prad.g_00865
OG0000902	Prbb.g_01939	Prad.g_00863
OG0000903	Prbb.g_01948	Prad.g_00860
OG0000904	Prbb.g_01943	Prad.g_00858
OG0000905	Prbb.g_01941	Prad.g_00853
OG0000906	Prbb.g_01940	Prad.g_00852
OG0000907	Prbb.g_01958	Prad.g_00849
OG0000908	Prbb.g_01961	Prad.g_00846
OG0000909	Prbb.g_01962	Prad.g_00845
OG0000910	Prbb.g_01963	Prad.g_00844
OG0000911	Prbb.g_01965	Prad.g_00842
OG0000912	Prbb.g_01966	Prad.g_00841
OG0000913	Prbb.g_01967	Prad.g_00840
OG0000914	Prbb.g_01968	Prad.g_00839
OG0000915	Prbb.g_01969	Prad.g_00838
OG0000916	Prbb.g_01970	Prad.g_00837
OG0000917	Prbb.g_01971	Prad.g_00836
OG0000918	Prbb.g_01972	Prad.g_00835
OG0000919	Prbb.g_01973	Prad.g_00834
OG0000920	Prbb.g_01974	Prad.g_00833
OG0000921	Prbb.g_01975	Prad.g_00832
OG0000922	Prbb.g_01976	Prad.g_00831
OG0000923	Prbb.g_01980	Prad.g_00827
OG0000924	Prbb.g_01981	Prad.g_00826
OG0000925	Prbb.g_01982	Prad.g_00825
OG0000926	Prbb.g_01983	Prad.g_00824
OG0000927	Prbb.g_01985	Prad.g_00822
OG0000928	Prbb.g_01986	Prad.g_00821
OG0000929	Prbb.g_01987	Prad.g_00820
OG0000930	Prbb.g_01988	Prad.g_00819
OG0000931	Prbb.g_01989	Prad.g_00818
OG0000932	Prbb.g_01990	Prad.g_00817
OG0000933	Prbb.g_01994	Prad.g_00813
OG0000934	Prbb.g_01996	Prad.g_00811
OG0000935	Prbb.g_01997	Prad.g_00810
OG0000936	Prbb.g_01998	Prad.g_00809
OG0000937	Prbb.g_01999	Prad.g_00808
OG0000938	Prbb.g_02002	Prad.g_00806
OG0000939	Prbb.g_02003	Prad.g_00805
OG0000940	Prbb.g_02010	Prad.g_00798
OG0000941	Prbb.g_02012	Prad.g_00796
OG0000942	Prbb.g_02014	Prad.g_00794
OG0000943	Prbb.g_02015	Prad.g_00793
OG0000944	Prbb.g_02017	Prad.g_00792
OG0000945	Prbb.g_02018	Prad.g_00791
OG0000946	Prbb.g_02024	Prad.g_00787
OG0000947	Prbb.g_02026	Prad.g_00785
OG0000948	Prbb.g_02027	Prad.g_00784
OG0000949	Prbb.g_02030	Prad.g_00781
OG0000950	Prbb.g_02035	Prad.g_00776
OG0000951	Prbb.g_02039	Prad.g_00772
OG0000952	Prbb.g_02043	Prad.g_00768
OG0000953	Prbb.g_02047	Prad.g_00765
OG0000954	Prbb.g_02051	Prad.g_01641
OG0000955	Prbb.g_02052	Prad.g_01640
OG0000956	Prbb.g_02054	Prad.g_01638
OG0000957	Prbb.g_02059	Prad.g_01633
OG0000958	Prbb.g_02060	Prad.g_01632
OG0000959	Prbb.g_02064	Prad.g_01628
OG0000960	Prbb.g_02065	Prad.g_01627
OG0000961	Prbb.g_02068	Prad.g_01625
OG0000962	Prbb.g_02070	Prad.g_01623
OG0000963	Prbb.g_02075	Prad.g_01620
OG0000964	Prbb.g_02076	Prad.g_01619
OG0000965	Prbb.g_02077	Prad.g_01618
OG0000966	Prbb.g_02099	Prad.g_01611
OG0000967	Prbb.g_02103	Prad.g_01607
OG0000968	Prbb.g_02105	Prad.g_01605
OG0000969	Prbb.g_02106	Prad.g_01604
OG0000970	Prbb.g_02107	Prad.g_01603
OG0000971	Prbb.g_02108	Prad.g_01602
OG0000972	Prbb.g_02109	Prad.g_01601
OG0000973	Prbb.g_02110	Prad.g_01600
OG0000974	Prbb.g_02111	Prad.g_01599
OG0000975	Prbb.g_02112	Prad.g_01598
OG0000976	Prbb.g_02113	Prad.g_01597
OG0000977	Prbb.g_02114	Prad.g_01596
OG0000978	Prbb.g_02115	Prad.g_01595
OG0000979	Prbb.g_02118	Prad.g_01592
OG0000980	Prbb.g_02120	Prad.g_01590
OG0000981	Prbb.g_02123	Prad.g_01588
OG0000982	Prbb.g_02125	Prad.g_01586
OG0000983	Prbb.g_02126	Prad.g_01585
OG0000984	Prbb.g_02127	Prad.g_01584
OG0000985	Prbb.g_02130	Prad.g_01581
OG0000986	Prbb.g_02132	Prad.g_01579
OG0000987	Prbb.g_02133	Prad.g_01578
OG0000988	Prbb.g_02136	Prad.g_01575
OG0000989	Prbb.g_02140	Prad.g_01571
OG0000990	Prbb.g_02145	Prad.g_01568
OG0000991	Prbb.g_02146	Prad.g_01567
OG0000992	Prbb.g_02149	Prad.g_01565
OG0000993	Prbb.g_02150	Prad.g_01564
OG0000994	Prbb.g_02151	Prad.g_01563
OG0000995	Prbb.g_02155	Prad.g_01559
OG0000996	Prbb.g_02156	Prad.g_01558
OG0000997	Prbb.g_02164	Prad.g_01557
OG0000998	Prbb.g_02166	Prad.g_01555
OG0000999	Prbb.g_02167	Prad.g_01554
OG0001000	Prbb.g_02170	Prad.g_01551
OG0001001	Prbb.g_02173	Prad.g_01549
OG0001002	Prbb.g_02178	Prad.g_01545
OG0001003	Prbb.g_02180	Prad.g_01544
OG0001004	Prbb.g_02181	Prad.g_01543
OG0001005	Prbb.g_02182	Prad.g_01542
OG0001006	Prbb.g_02187	Prad.g_01538
OG0001007	Prbb.g_02189	Prad.g_01536
OG0001008	Prbb.g_00442	Prad.g_00070
OG0001009	Prbb.g_00028	Prad.g_01959
OG0001010	Prbb.g_00029	Prad.g_01958
OG0001011	Prbb.g_00030	Prad.g_01957
OG0001012	Prbb.g_00058	Prad.g_01944
OG0001013	Prbb.g_00063	Prad.g_01938
OG0001014	Prbb.g_00066	Prad.g_01935
OG0001015	Prbb.g_00067	Prad.g_01934
OG0001016	Prbb.g_00128	Prad.g_01920
OG0001017	Prbb.g_00132	Prad.g_01916
OG0001018	Prbb.g_00135	Prad.g_01913
OG0001019	Prbb.g_00144	Prad.g_01904
OG0001020	Prbb.g_00145	Prad.g_01903
OG0001021	Prbb.g_00146	Prad.g_01902
OG0001022	Prbb.g_00149	Prad.g_01899
OG0001023	Prbb.g_00150	Prad.g_01898
OG0001024	Prbb.g_00153	Prad.g_01895
OG0001025	Prbb.g_00160	Prad.g_01889
OG0001026	Prbb.g_00168	Prad.g_01882
OG0001027	Prbb.g_00169	Prad.g_01881
OG0001028	Prbb.g_00171	Prad.g_01879
OG0001029	Prbb.g_00173	Prad.g_01878
OG0001030	Prbb.g_00189	Prad.g_01863
OG0001031	Prbb.g_00243	Prad.g_01805
OG0001032	Prbb.g_00244	Prad.g_01804
OG0001033	Prbb.g_00264	Prad.g_01783
OG0001034	Prbb.g_00293	Prad.g_01755
OG0001035	Prbb.g_00310	Prad.g_01737
OG0001036	Prbb.g_00314	Prad.g_01732
OG0001037	Prbb.g_00315	Prad.g_01731
OG0001038	Prbb.g_00331	Prad.g_01713
OG0001040	Prbb.g_00335	Prad.g_01708
OG0001041	Prbb.g_00339	Prad.g_01704
OG0001042	Prbb.g_00355	Prad.g_01687
OG0001043	Prbb.g_00356	Prad.g_01686
OG0001044	Prbb.g_00393	Prad.g_01658
OG0001045	Prbb.g_00402	Prad.g_01649
OG0001046	Prbb.g_01124	Prad.g_00730
OG0001047	Prbb.g_00444	Prad.g_00068
OG0001048	Prbb.g_00445	Prad.g_00067
OG0001049	Prbb.g_00447	Prad.g_00065
OG0001050	Prbb.g_00448	Prad.g_00064
OG0001051	Prbb.g_00449	Prad.g_00063
OG0001052	Prbb.g_00475	Prad.g_00036
OG0001053	Prbb.g_00488	Prad.g_00024
OG0001054	Prbb.g_00502	Prad.g_00131
OG0001055	Prbb.g_00521	Prad.g_00112
OG0001056	Prbb.g_00539	Prad.g_00093
OG0001057	Prbb.g_00544	Prad.g_01331
OG0001058	Prbb.g_00553	Prad.g_01339
OG0001059	Prbb.g_00557	Prad.g_01343
OG0001060	Prbb.g_00564	Prad.g_01350
OG0001061	Prbb.g_00577	Prad.g_01363
OG0001062	Prbb.g_00579	Prad.g_01365
OG0001063	Prbb.g_00580	Prad.g_01367
OG0001064	Prbb.g_00581	Prad.g_01368
OG0001065	Prbb.g_00582	Prad.g_01369
OG0001066	Prbb.g_00583	Prad.g_01370
OG0001067	Prbb.g_00584	Prad.g_01371
OG0001068	Prbb.g_00585	Prad.g_01372
OG0001069	Prbb.g_00586	Prad.g_01373
OG0001070	Prbb.g_00588	Prad.g_01376
OG0001071	Prbb.g_00589	Prad.g_01377
OG0001072	Prbb.g_00590	Prad.g_01379
OG0001073	Prbb.g_00604	Prad.g_01393
OG0001074	Prbb.g_00616	Prad.g_01404
OG0001075	Prbb.g_00617	Prad.g_01405
OG0001076	Prbb.g_00624	Prad.g_01413
OG0001077	Prbb.g_00629	Prad.g_01417
OG0001078	Prbb.g_00637	Prad.g_01425
OG0001079	Prbb.g_00648	Prad.g_01221
OG0001080	Prbb.g_00654	Prad.g_01227
OG0001081	Prbb.g_00656	Prad.g_01229
OG0001082	Prbb.g_00657	Prad.g_01230
OG0001083	Prbb.g_00662	Prad.g_01235
OG0001084	Prbb.g_00664	Prad.g_01236
OG0001085	Prbb.g_00674	Prad.g_01244
OG0001086	Prbb.g_00675	Prad.g_01245
OG0001087	Prbb.g_00694	Prad.g_01262
OG0001088	Prbb.g_00695	Prad.g_01263
OG0001089	Prbb.g_00705	Prad.g_01271
OG0001090	Prbb.g_00714	Prad.g_01050
OG0001091	Prbb.g_00716	Prad.g_01052
OG0001092	Prbb.g_00717	Prad.g_01053
OG0001093	Prbb.g_00722	Prad.g_01058
OG0001094	Prbb.g_00777	Prad.g_01140
OG0001095	Prbb.g_00796	Prad.g_01159
OG0001096	Prbb.g_00811	Prad.g_01172
OG0001097	Prbb.g_00830	Prad.g_00303
OG0001098	Prbb.g_00847	Prad.g_00288
