Orthogroup	Prbb	Syaf
OG0000542	Prbb.g_00509	Syaf.g_02691
OG0000543	Prbb.g_00511	Syaf.g_02689
OG0000544	Prbb.g_00512	Syaf.g_02688
OG0000545	Prbb.g_00514	Syaf.g_02686
OG0000546	Prbb.g_00517	Syaf.g_02684
OG0000547	Prbb.g_00519	Syaf.g_02682
OG0000548	Prbb.g_00520	Syaf.g_02681
OG0000549	Prbb.g_00523	Syaf.g_02676
OG0000550	Prbb.g_00527	Syaf.g_02671
OG0000551	Prbb.g_00530	Syaf.g_02666
OG0000552	Prbb.g_00531	Syaf.g_02665
OG0000553	Prbb.g_00532	Syaf.g_02663
OG0000554	Prbb.g_00537	Syaf.g_02653
OG0000555	Prbb.g_00545	Syaf.g_02635
OG0000556	Prbb.g_00547	Syaf.g_02630
OG0000557	Prbb.g_00548	Syaf.g_02628
OG0000558	Prbb.g_00551	Syaf.g_02626
OG0000559	Prbb.g_00555	Syaf.g_02622
OG0000560	Prbb.g_00558	Syaf.g_02619
OG0000561	Prbb.g_00559	Syaf.g_02618
OG0000562	Prbb.g_00560	Syaf.g_02617
OG0000563	Prbb.g_00561	Syaf.g_02616
OG0000564	Prbb.g_00562	Syaf.g_02615
OG0000565	Prbb.g_00565	Syaf.g_02612
OG0000566	Prbb.g_00567	Syaf.g_02608
OG0000567	Prbb.g_00571	Syaf.g_02604
OG0000568	Prbb.g_00572	Syaf.g_02599
OG0000569	Prbb.g_00573	Syaf.g_02596
OG0000570	Prbb.g_00574	Syaf.g_02595
OG0000571	Prbb.g_00576	Syaf.g_02591
OG0000572	Prbb.g_00587	Syaf.g_02575
OG0000573	Prbb.g_00592	Syaf.g_02567
OG0000574	Prbb.g_00594	Syaf.g_02566
OG0000575	Prbb.g_00597	Syaf.g_02562
OG0000576	Prbb.g_00599	Syaf.g_02560
OG0000577	Prbb.g_00600	Syaf.g_02559
OG0000578	Prbb.g_00601	Syaf.g_02558
OG0000579	Prbb.g_00602	Syaf.g_02557
OG0000580	Prbb.g_00603	Syaf.g_02556
OG0000581	Prbb.g_00606	Syaf.g_02550
OG0000582	Prbb.g_00609	Syaf.g_02374
OG0000583	Prbb.g_00610	Syaf.g_02373
OG0000584	Prbb.g_00611	Syaf.g_02372
OG0000585	Prbb.g_00613	Syaf.g_02370
OG0000586	Prbb.g_00614	Syaf.g_02369
OG0000587	Prbb.g_00615	Syaf.g_02367
OG0000588	Prbb.g_00619	Syaf.g_02350
OG0000589	Prbb.g_00622	Syaf.g_02340
OG0000590	Prbb.g_00623	Syaf.g_02339
OG0000591	Prbb.g_00626	Syaf.g_02331
OG0000592	Prbb.g_00627	Syaf.g_02330
OG0000593	Prbb.g_00633	Syaf.g_02314
OG0000594	Prbb.g_00634	Syaf.g_02313
OG0000595	Prbb.g_00635	Syaf.g_02312
OG0000596	Prbb.g_00639	Syaf.g_02307
OG0000597	Prbb.g_00641	Syaf.g_02304
OG0000598	Prbb.g_00642	Syaf.g_02303
OG0000599	Prbb.g_00645	Syaf.g_02300
OG0000600	Prbb.g_00646	Syaf.g_02299
OG0000601	Prbb.g_00647	Syaf.g_02298
OG0000602	Prbb.g_00649	Syaf.g_02293
OG0000603	Prbb.g_00650	Syaf.g_02292
OG0000604	Prbb.g_00651	Syaf.g_02289
OG0000605	Prbb.g_00652	Syaf.g_01734
OG0000606	Prbb.g_00655	Syaf.g_02145
OG0000607	Prbb.g_00658	Syaf.g_02142
OG0000608	Prbb.g_00659	Syaf.g_02141
OG0000609	Prbb.g_00660	Syaf.g_02139
OG0000610	Prbb.g_00667	Syaf.g_02132
OG0000611	Prbb.g_00670	Syaf.g_02129
OG0000612	Prbb.g_00671	Syaf.g_02128
OG0000613	Prbb.g_00677	Syaf.g_00315
OG0000614	Prbb.g_00700	Syaf.g_01469
OG0000615	Prbb.g_00708	Syaf.g_02085
OG0000616	Prbb.g_02176	Syaf.g_00518
OG0000617	Prbb.g_00719	Syaf.g_01975
OG0000618	Prbb.g_00720	Syaf.g_01974
OG0000619	Prbb.g_00721	Syaf.g_01973
OG0000620	Prbb.g_00724	Syaf.g_01966
OG0000621	Prbb.g_00725	Syaf.g_01965
OG0000622	Prbb.g_00726	Syaf.g_01964
OG0000623	Prbb.g_00727	Syaf.g_01963
OG0000624	Prbb.g_00729	Syaf.g_01961
OG0000625	Prbb.g_00730	Syaf.g_01960
OG0000626	Prbb.g_00731	Syaf.g_01959
OG0000627	Prbb.g_00733	Syaf.g_01782
OG0000628	Prbb.g_00734	Syaf.g_01783
OG0000629	Prbb.g_00735	Syaf.g_01786
OG0000630	Prbb.g_00738	Syaf.g_01790
OG0000631	Prbb.g_00962	Syaf.g_01801
OG0000632	Prbb.g_00963	Syaf.g_01802
OG0000633	Prbb.g_00964	Syaf.g_01803
OG0000634	Prbb.g_00779	Syaf.g_02053
OG0000635	Prbb.g_00780	Syaf.g_02052
OG0000636	Prbb.g_00782	Syaf.g_02050
OG0000637	Prbb.g_00784	Syaf.g_02048
OG0000638	Prbb.g_00785	Syaf.g_02047
OG0000639	Prbb.g_00786	Syaf.g_02046
OG0000640	Prbb.g_00787	Syaf.g_02045
OG0000641	Prbb.g_00791	Syaf.g_02041
OG0000642	Prbb.g_00792	Syaf.g_02040
OG0000643	Prbb.g_00793	Syaf.g_02038
OG0000644	Prbb.g_00794	Syaf.g_02037
OG0000645	Prbb.g_00795	Syaf.g_02035
OG0000646	Prbb.g_00798	Syaf.g_02032
OG0000647	Prbb.g_00800	Syaf.g_02030
OG0000648	Prbb.g_00802	Syaf.g_02027
OG0000649	Prbb.g_00803	Syaf.g_02026
OG0000650	Prbb.g_00804	Syaf.g_02025
OG0000651	Prbb.g_00805	Syaf.g_02024
OG0000652	Prbb.g_00806	Syaf.g_02023
OG0000653	Prbb.g_00808	Syaf.g_02021
OG0000654	Prbb.g_00809	Syaf.g_02020
OG0000655	Prbb.g_00810	Syaf.g_02019
OG0000656	Prbb.g_00813	Syaf.g_02016
OG0000657	Prbb.g_00819	Syaf.g_01384
OG0000658	Prbb.g_00821	Syaf.g_01381
OG0000659	Prbb.g_00822	Syaf.g_01380
OG0000660	Prbb.g_00827	Syaf.g_01376
OG0000661	Prbb.g_00829	Syaf.g_01374
OG0000662	Prbb.g_00831	Syaf.g_01372
OG0000663	Prbb.g_00833	Syaf.g_01369
OG0000664	Prbb.g_00834	Syaf.g_01368
OG0000665	Prbb.g_00838	Syaf.g_00980
OG0000666	Prbb.g_00839	Syaf.g_01733
OG0000667	Prbb.g_00843	Syaf.g_01635
OG0000668	Prbb.g_00914	Syaf.g_01928
OG0000669	Prbb.g_00922	Syaf.g_02112
OG0000670	Prbb.g_00925	Syaf.g_02769
OG0000671	Prbb.g_00927	Syaf.g_02108
OG0000672	Prbb.g_00930	Syaf.g_02105
OG0000673	Prbb.g_00933	Syaf.g_02102
OG0000674	Prbb.g_00935	Syaf.g_02100
OG0000675	Prbb.g_00936	Syaf.g_02099
OG0000676	Prbb.g_00938	Syaf.g_02097
OG0000677	Prbb.g_00939	Syaf.g_02096
OG0000678	Prbb.g_00942	Syaf.g_02092
OG0000679	Prbb.g_00946	Syaf.g_02083
OG0000680	Prbb.g_00947	Syaf.g_02082
OG0000681	Prbb.g_00950	Syaf.g_02079
OG0000682	Prbb.g_00951	Syaf.g_02078
OG0000683	Prbb.g_00952	Syaf.g_02077
OG0000684	Prbb.g_00762	Syaf.g_02072
OG0000685	Prbb.g_00764	Syaf.g_02070
OG0000686	Prbb.g_00765	Syaf.g_02069
OG0000687	Prbb.g_00766	Syaf.g_02068
OG0000688	Prbb.g_00769	Syaf.g_02063
OG0000689	Prbb.g_00770	Syaf.g_02061
OG0000690	Prbb.g_00771	Syaf.g_02060
OG0000691	Prbb.g_00772	Syaf.g_02059
OG0000692	Prbb.g_00774	Syaf.g_02058
OG0000693	Prbb.g_00775	Syaf.g_02057
OG0000694	Prbb.g_00776	Syaf.g_02056
OG0000695	Prbb.g_00966	Syaf.g_01805
OG0000696	Prbb.g_00967	Syaf.g_01806
OG0000697	Prbb.g_00968	Syaf.g_01808
OG0000698	Prbb.g_00971	Syaf.g_01811
OG0000699	Prbb.g_00972	Syaf.g_01813
OG0000700	Prbb.g_00973	Syaf.g_01814
OG0000701	Prbb.g_00974	Syaf.g_01815
OG0000702	Prbb.g_00976	Syaf.g_01843
OG0000703	Prbb.g_00977	Syaf.g_01844
OG0000704	Prbb.g_00978	Syaf.g_01846
OG0000705	Prbb.g_00984	Syaf.g_01853
OG0000706	Prbb.g_00985	Syaf.g_01854
OG0000707	Prbb.g_00986	Syaf.g_01855
OG0000708	Prbb.g_00988	Syaf.g_01858
OG0000709	Prbb.g_00992	Syaf.g_01867
OG0000710	Prbb.g_00995	Syaf.g_01878
OG0000711	Prbb.g_01010	Syaf.g_01908
OG0000712	Prbb.g_01012	Syaf.g_01910
OG0000713	Prbb.g_01013	Syaf.g_01911
OG0000714	Prbb.g_01014	Syaf.g_01913
OG0000715	Prbb.g_01016	Syaf.g_01915
OG0000716	Prbb.g_01017	Syaf.g_01919
OG0000717	Prbb.g_01018	Syaf.g_01920
OG0000718	Prbb.g_01036	Syaf.g_01924
OG0000719	Prbb.g_01037	Syaf.g_01926
OG0000720	Prbb.g_01048	Syaf.g_01939
OG0000721	Prbb.g_01049	Syaf.g_01941
OG0000722	Prbb.g_01050	Syaf.g_01942
OG0000723	Prbb.g_01054	Syaf.g_01957
OG0000724	Prbb.g_01065	Syaf.g_01418
OG0000725	Prbb.g_00891	Syaf.g_01445
OG0000726	Prbb.g_00890	Syaf.g_01446
OG0000727	Prbb.g_00889	Syaf.g_01447
OG0000728	Prbb.g_00887	Syaf.g_01449
OG0000729	Prbb.g_02071	Syaf.g_00405
OG0000730	Prbb.g_00392	Syaf.g_00026
OG0000731	Prbb.g_00400	Syaf.g_00014
OG0000732	Prbb.g_02121	Syaf.g_00444
OG0000733	Prbb.g_01888	Syaf.g_00615
OG0000734	Prbb.g_01533	Syaf.g_00895
OG0000735	Prbb.g_01531	Syaf.g_01273
OG0000736	Prbb.g_01530	Syaf.g_01274
OG0000737	Prbb.g_01529	Syaf.g_01275
OG0000738	Prbb.g_01525	Syaf.g_01280
OG0000739	Prbb.g_01524	Syaf.g_01281
OG0000740	Prbb.g_01523	Syaf.g_01282
OG0000741	Prbb.g_01521	Syaf.g_01285
OG0000742	Prbb.g_01518	Syaf.g_01287
OG0000743	Prbb.g_01516	Syaf.g_01289
OG0000744	Prbb.g_01515	Syaf.g_01290
OG0000745	Prbb.g_01513	Syaf.g_01293
OG0000746	Prbb.g_01511	Syaf.g_01295
OG0000747	Prbb.g_01510	Syaf.g_01296
OG0000748	Prbb.g_01506	Syaf.g_01307
OG0000749	Prbb.g_01505	Syaf.g_01309
OG0000750	Prbb.g_01504	Syaf.g_01310
OG0000751	Prbb.g_01501	Syaf.g_01317
OG0000752	Prbb.g_01499	Syaf.g_01319
OG0000753	Prbb.g_01497	Syaf.g_01322
OG0000754	Prbb.g_01493	Syaf.g_01611
OG0000755	Prbb.g_01488	Syaf.g_01599
OG0000756	Prbb.g_01487	Syaf.g_01598
OG0000757	Prbb.g_01480	Syaf.g_01590
OG0000758	Prbb.g_01479	Syaf.g_01589
OG0000759	Prbb.g_01478	Syaf.g_01588
OG0000760	Prbb.g_01477	Syaf.g_01587
OG0000761	Prbb.g_01476	Syaf.g_01586
OG0000762	Prbb.g_01475	Syaf.g_01584
OG0000763	Prbb.g_01473	Syaf.g_01582
OG0000764	Prbb.g_01472	Syaf.g_01581
OG0000765	Prbb.g_01463	Syaf.g_01564
OG0000766	Prbb.g_01462	Syaf.g_01563
OG0000767	Prbb.g_01461	Syaf.g_01561
OG0000768	Prbb.g_01460	Syaf.g_01560
OG0000769	Prbb.g_01458	Syaf.g_01558
OG0000770	Prbb.g_01457	Syaf.g_01553
OG0000771	Prbb.g_01060	Syaf.g_01411
OG0000772	Prbb.g_01291	Syaf.g_01705
OG0000773	Prbb.g_01577	Syaf.g_01268
OG0000774	Prbb.g_01580	Syaf.g_01263
OG0000775	Prbb.g_01581	Syaf.g_01261
OG0000776	Prbb.g_01582	Syaf.g_01260
OG0000777	Prbb.g_01583	Syaf.g_01259
OG0000778	Prbb.g_01584	Syaf.g_01258
OG0000779	Prbb.g_01588	Syaf.g_01252
OG0000780	Prbb.g_01589	Syaf.g_01249
OG0000781	Prbb.g_01592	Syaf.g_01245
OG0000782	Prbb.g_01593	Syaf.g_01244
OG0000783	Prbb.g_01594	Syaf.g_01243
OG0000784	Prbb.g_01595	Syaf.g_01242
OG0000785	Prbb.g_01597	Syaf.g_01240
OG0000786	Prbb.g_01600	Syaf.g_02546
OG0000787	Prbb.g_01601	Syaf.g_02547
OG0000788	Prbb.g_00746	Syaf.g_02297
OG0000789	Prbb.g_01057	Syaf.g_01750
OG0000790	Prbb.g_01644	Syaf.g_02738
OG0000791	Prbb.g_01646	Syaf.g_02740
OG0000792	Prbb.g_01647	Syaf.g_02741
OG0000793	Prbb.g_01650	Syaf.g_02746
OG0000794	Prbb.g_01651	Syaf.g_02747
OG0000795	Prbb.g_01652	Syaf.g_02748
OG0000796	Prbb.g_01656	Syaf.g_02752
OG0000797	Prbb.g_01657	Syaf.g_02753
OG0000799	Prbb.g_01668	Syaf.g_02380
OG0000800	Prbb.g_01669	Syaf.g_02383
OG0000801	Prbb.g_01670	Syaf.g_02384
OG0000802	Prbb.g_01672	Syaf.g_02388
OG0000803	Prbb.g_01674	Syaf.g_02393
OG0000804	Prbb.g_01675	Syaf.g_02396
OG0000805	Prbb.g_01677	Syaf.g_02398
OG0000806	Prbb.g_01679	Syaf.g_02405
OG0000807	Prbb.g_01680	Syaf.g_02406
OG0000808	Prbb.g_01681	Syaf.g_02407
OG0000809	Prbb.g_01684	Syaf.g_02410
OG0000810	Prbb.g_01685	Syaf.g_02411
OG0000811	Prbb.g_01689	Syaf.g_02420
OG0000812	Prbb.g_01691	Syaf.g_02422
OG0000813	Prbb.g_01692	Syaf.g_02423
OG0000814	Prbb.g_01694	Syaf.g_02425
OG0000815	Prbb.g_01695	Syaf.g_02426
OG0000816	Prbb.g_01697	Syaf.g_02428
OG0000817	Prbb.g_01698	Syaf.g_02429
OG0000818	Prbb.g_01702	Syaf.g_02442
OG0000819	Prbb.g_01703	Syaf.g_02443
OG0000820	Prbb.g_01704	Syaf.g_02444
OG0000821	Prbb.g_01707	Syaf.g_02450
OG0000822	Prbb.g_01708	Syaf.g_02452
OG0000823	Prbb.g_01709	Syaf.g_02453
OG0000824	Prbb.g_01712	Syaf.g_02459
OG0000825	Prbb.g_01713	Syaf.g_02460
OG0000826	Prbb.g_01714	Syaf.g_02461
OG0000827	Prbb.g_01715	Syaf.g_02462
OG0000828	Prbb.g_01718	Syaf.g_02465
OG0000829	Prbb.g_01719	Syaf.g_02466
OG0000830	Prbb.g_01720	Syaf.g_02467
OG0000831	Prbb.g_01722	Syaf.g_02470
OG0000832	Prbb.g_01732	Syaf.g_01109
OG0000833	Prbb.g_01740	Syaf.g_01100
OG0000834	Prbb.g_01741	Syaf.g_01098
OG0000835	Prbb.g_01742	Syaf.g_01097
OG0000836	Prbb.g_01744	Syaf.g_01093
OG0000837	Prbb.g_01745	Syaf.g_01091
OG0000838	Prbb.g_01747	Syaf.g_01087
OG0000839	Prbb.g_01748	Syaf.g_01086
OG0000840	Prbb.g_01749	Syaf.g_01085
OG0000841	Prbb.g_01750	Syaf.g_01084
OG0000842	Prbb.g_01751	Syaf.g_01083
OG0000843	Prbb.g_01752	Syaf.g_01082
OG0000844	Prbb.g_01753	Syaf.g_01080
OG0000845	Prbb.g_01754	Syaf.g_01079
OG0000846	Prbb.g_01755	Syaf.g_01078
OG0000847	Prbb.g_01756	Syaf.g_01077
OG0000848	Prbb.g_01757	Syaf.g_01075
OG0000849	Prbb.g_01758	Syaf.g_01074
OG0000850	Prbb.g_01760	Syaf.g_01072
OG0000851	Prbb.g_01761	Syaf.g_01061
OG0000852	Prbb.g_01762	Syaf.g_01060
OG0000853	Prbb.g_01767	Syaf.g_01056
OG0000854	Prbb.g_01769	Syaf.g_01054
OG0000855	Prbb.g_01770	Syaf.g_01053
OG0000856	Prbb.g_01659	Syaf.g_02328
OG0000857	Prbb.g_00799	Syaf.g_02031
OG0000858	Prbb.g_01817	Syaf.g_01047
OG0000859	Prbb.g_01818	Syaf.g_01046
OG0000860	Prbb.g_01825	Syaf.g_01031
OG0000861	Prbb.g_01826	Syaf.g_01030
OG0000862	Prbb.g_01827	Syaf.g_01029
OG0000863	Prbb.g_01828	Syaf.g_01026
OG0000864	Prbb.g_01829	Syaf.g_01025
OG0000865	Prbb.g_01830	Syaf.g_01024
OG0000866	Prbb.g_01831	Syaf.g_01023
OG0000867	Prbb.g_01832	Syaf.g_01022
OG0000868	Prbb.g_01833	Syaf.g_01019
OG0000869	Prbb.g_01836	Syaf.g_01014
OG0000870	Prbb.g_01841	Syaf.g_01009
OG0000871	Prbb.g_01842	Syaf.g_01008
OG0000872	Prbb.g_01843	Syaf.g_01001
OG0000873	Prbb.g_01846	Syaf.g_00998
OG0000874	Prbb.g_01849	Syaf.g_01002
OG0000875	Prbb.g_01851	Syaf.g_00996
OG0000876	Prbb.g_01852	Syaf.g_01198
OG0000877	Prbb.g_01854	Syaf.g_01188
OG0000878	Prbb.g_01855	Syaf.g_01187
OG0000879	Prbb.g_01856	Syaf.g_01186
OG0000880	Prbb.g_01857	Syaf.g_01185
OG0000881	Prbb.g_01860	Syaf.g_01179
OG0000882	Prbb.g_01865	Syaf.g_01174
OG0000883	Prbb.g_01867	Syaf.g_01172
OG0000884	Prbb.g_01869	Syaf.g_01170
OG0000885	Prbb.g_01870	Syaf.g_01169
OG0000886	Prbb.g_01871	Syaf.g_01168
OG0000887	Prbb.g_01872	Syaf.g_01167
OG0000888	Prbb.g_01874	Syaf.g_01165
OG0000889	Prbb.g_01876	Syaf.g_01163
OG0000890	Prbb.g_01877	Syaf.g_01157
OG0000891	Prbb.g_01878	Syaf.g_01156
OG0000892	Prbb.g_01880	Syaf.g_01154
OG0000893	Prbb.g_01922	Syaf.g_00178
OG0000894	Prbb.g_01925	Syaf.g_00175
OG0000895	Prbb.g_01928	Syaf.g_00171
OG0000896	Prbb.g_01929	Syaf.g_00170
OG0000897	Prbb.g_01931	Syaf.g_00168
OG0000898	Prbb.g_01932	Syaf.g_00167
OG0000899	Prbb.g_01933	Syaf.g_00166
OG0000900	Prbb.g_01934	Syaf.g_00165
OG0000901	Prbb.g_01937	Syaf.g_00160
OG0000902	Prbb.g_01939	Syaf.g_00158
OG0000903	Prbb.g_01948	Syaf.g_00141
OG0000904	Prbb.g_01943	Syaf.g_00146
OG0000905	Prbb.g_01941	Syaf.g_00151
OG0000906	Prbb.g_01940	Syaf.g_00154
OG0000907	Prbb.g_01958	Syaf.g_00139
OG0000908	Prbb.g_01961	Syaf.g_00136
OG0000909	Prbb.g_01962	Syaf.g_00135
OG0000910	Prbb.g_01963	Syaf.g_00134
OG0000911	Prbb.g_01965	Syaf.g_00132
OG0000912	Prbb.g_01966	Syaf.g_00131
OG0000913	Prbb.g_01967	Syaf.g_00130
OG0000914	Prbb.g_01968	Syaf.g_00129
OG0000915	Prbb.g_01969	Syaf.g_00127
OG0000916	Prbb.g_01970	Syaf.g_00126
OG0000917	Prbb.g_01971	Syaf.g_00125
OG0000918	Prbb.g_01972	Syaf.g_00124
OG0000919	Prbb.g_01973	Syaf.g_00123
OG0000920	Prbb.g_01974	Syaf.g_00122
OG0000921	Prbb.g_01975	Syaf.g_00121
OG0000922	Prbb.g_01976	Syaf.g_00120
OG0000923	Prbb.g_01980	Syaf.g_00116
OG0000924	Prbb.g_01981	Syaf.g_00115
OG0000925	Prbb.g_01982	Syaf.g_00114
OG0000926	Prbb.g_01983	Syaf.g_00113
OG0000927	Prbb.g_01985	Syaf.g_00111
OG0000928	Prbb.g_01986	Syaf.g_00110
OG0000929	Prbb.g_01987	Syaf.g_00109
OG0000930	Prbb.g_01988	Syaf.g_00108
OG0000931	Prbb.g_01989	Syaf.g_00107
OG0000932	Prbb.g_01990	Syaf.g_00106
OG0000933	Prbb.g_01994	Syaf.g_00100
OG0000934	Prbb.g_01996	Syaf.g_00098
OG0000935	Prbb.g_01997	Syaf.g_00097
OG0000936	Prbb.g_01998	Syaf.g_00096
OG0000937	Prbb.g_01999	Syaf.g_00095
OG0000938	Prbb.g_02002	Syaf.g_00092
OG0000939	Prbb.g_02003	Syaf.g_00091
OG0000940	Prbb.g_02010	Syaf.g_00084
OG0000941	Prbb.g_02012	Syaf.g_00082
OG0000942	Prbb.g_02014	Syaf.g_00080
OG0000943	Prbb.g_02015	Syaf.g_00079
OG0000944	Prbb.g_02017	Syaf.g_00077
OG0000945	Prbb.g_02018	Syaf.g_00075
OG0000946	Prbb.g_02024	Syaf.g_00070
OG0000947	Prbb.g_02026	Syaf.g_00067
OG0000948	Prbb.g_02027	Syaf.g_00066
OG0000949	Prbb.g_02030	Syaf.g_00337
OG0000950	Prbb.g_02035	Syaf.g_00351
OG0000951	Prbb.g_02039	Syaf.g_00358
OG0000952	Prbb.g_02043	Syaf.g_00363
OG0000953	Prbb.g_02047	Syaf.g_00367
OG0000954	Prbb.g_02051	Syaf.g_00372
OG0000955	Prbb.g_02052	Syaf.g_00373
OG0000956	Prbb.g_02054	Syaf.g_00375
OG0000957	Prbb.g_02059	Syaf.g_00386
OG0000958	Prbb.g_02060	Syaf.g_00387
OG0000959	Prbb.g_02064	Syaf.g_00391
OG0000960	Prbb.g_02065	Syaf.g_00392
OG0000961	Prbb.g_02068	Syaf.g_00402
OG0000962	Prbb.g_02070	Syaf.g_00404
OG0000963	Prbb.g_02075	Syaf.g_00409
OG0000964	Prbb.g_02076	Syaf.g_00410
OG0000965	Prbb.g_02077	Syaf.g_00411
OG0000966	Prbb.g_02099	Syaf.g_00421
OG0000967	Prbb.g_02103	Syaf.g_00426
OG0000968	Prbb.g_02105	Syaf.g_00417
OG0000969	Prbb.g_02106	Syaf.g_00423
OG0000970	Prbb.g_02107	Syaf.g_00424
OG0000971	Prbb.g_02108	Syaf.g_00429
OG0000972	Prbb.g_02109	Syaf.g_00430
OG0000973	Prbb.g_02110	Syaf.g_00431
OG0000974	Prbb.g_02111	Syaf.g_00432
OG0000975	Prbb.g_02112	Syaf.g_00433
OG0000976	Prbb.g_02113	Syaf.g_00434
OG0000977	Prbb.g_02114	Syaf.g_00436
OG0000978	Prbb.g_02115	Syaf.g_00437
OG0000979	Prbb.g_02118	Syaf.g_00440
OG0000980	Prbb.g_02120	Syaf.g_00443
OG0000981	Prbb.g_02123	Syaf.g_00446
OG0000982	Prbb.g_02125	Syaf.g_00645
OG0000983	Prbb.g_02126	Syaf.g_00644
OG0000984	Prbb.g_02127	Syaf.g_00643
OG0000985	Prbb.g_02130	Syaf.g_00641
OG0000986	Prbb.g_02132	Syaf.g_00639
OG0000987	Prbb.g_02133	Syaf.g_00637
OG0000988	Prbb.g_02136	Syaf.g_00633
OG0000989	Prbb.g_02140	Syaf.g_00624
OG0000990	Prbb.g_02145	Syaf.g_00606
OG0000991	Prbb.g_02146	Syaf.g_00604
OG0000992	Prbb.g_02149	Syaf.g_00601
OG0000993	Prbb.g_02150	Syaf.g_00600
OG0000994	Prbb.g_02151	Syaf.g_00597
OG0000995	Prbb.g_02155	Syaf.g_00592
OG0000996	Prbb.g_02156	Syaf.g_00543
OG0000997	Prbb.g_02164	Syaf.g_00532
OG0000998	Prbb.g_02166	Syaf.g_00530
OG0000999	Prbb.g_02167	Syaf.g_00529
OG0001000	Prbb.g_02170	Syaf.g_00526
OG0001001	Prbb.g_02173	Syaf.g_00521
OG0001002	Prbb.g_02178	Syaf.g_00515
OG0001003	Prbb.g_02180	Syaf.g_00514
OG0001004	Prbb.g_02181	Syaf.g_00513
OG0001005	Prbb.g_02182	Syaf.g_00510
OG0001006	Prbb.g_02187	Syaf.g_00500
OG0001007	Prbb.g_02189	Syaf.g_00498
OG0001008	Prbb.g_00442	Syaf.g_01215
OG0001009	Prbb.g_00028	Syaf.g_00466
OG0001010	Prbb.g_00029	Syaf.g_00465
OG0001011	Prbb.g_00030	Syaf.g_00463
OG0001012	Prbb.g_00058	Syaf.g_00649
OG0001013	Prbb.g_00063	Syaf.g_00669
OG0001014	Prbb.g_00066	Syaf.g_00691
OG0001015	Prbb.g_00067	Syaf.g_00692
OG0001016	Prbb.g_00128	Syaf.g_00958
OG0001017	Prbb.g_00132	Syaf.g_00952
OG0001018	Prbb.g_00135	Syaf.g_00950
OG0001019	Prbb.g_00144	Syaf.g_00931
OG0001020	Prbb.g_00145	Syaf.g_00926
OG0001021	Prbb.g_00146	Syaf.g_00922
OG0001022	Prbb.g_00149	Syaf.g_00918
OG0001023	Prbb.g_00150	Syaf.g_00917
OG0001024	Prbb.g_00153	Syaf.g_00913
OG0001025	Prbb.g_00160	Syaf.g_00906
OG0001026	Prbb.g_00168	Syaf.g_00893
OG0001027	Prbb.g_00169	Syaf.g_00884
OG0001028	Prbb.g_00171	Syaf.g_00882
OG0001029	Prbb.g_00173	Syaf.g_00880
OG0001030	Prbb.g_00189	Syaf.g_00860
OG0001031	Prbb.g_00243	Syaf.g_00784
OG0001032	Prbb.g_00244	Syaf.g_00781
OG0001034	Prbb.g_00293	Syaf.g_02787
OG0001035	Prbb.g_00310	Syaf.g_00207
OG0001036	Prbb.g_00314	Syaf.g_00212
OG0001037	Prbb.g_00315	Syaf.g_00214
OG0001038	Prbb.g_00331	Syaf.g_00242
OG0001040	Prbb.g_00335	Syaf.g_00248
OG0001041	Prbb.g_00339	Syaf.g_00253
OG0001042	Prbb.g_00355	Syaf.g_00275
OG0001043	Prbb.g_00356	Syaf.g_00279
OG0001044	Prbb.g_00393	Syaf.g_00024
OG0001045	Prbb.g_00402	Syaf.g_00011
OG0001046	Prbb.g_01124	Syaf.g_01894
OG0001047	Prbb.g_00444	Syaf.g_01217
OG0001048	Prbb.g_00445	Syaf.g_01218
OG0001049	Prbb.g_00447	Syaf.g_01226
OG0001050	Prbb.g_00448	Syaf.g_01227
OG0001051	Prbb.g_00449	Syaf.g_01228
OG0001052	Prbb.g_00475	Syaf.g_02502
OG0001053	Prbb.g_00488	Syaf.g_02718
OG0001054	Prbb.g_00502	Syaf.g_02701
OG0001056	Prbb.g_00539	Syaf.g_02649
OG0001057	Prbb.g_00544	Syaf.g_02638
OG0001058	Prbb.g_00553	Syaf.g_02624
OG0001059	Prbb.g_00557	Syaf.g_02620
OG0001060	Prbb.g_00564	Syaf.g_02614
OG0001061	Prbb.g_00577	Syaf.g_02590
OG0001062	Prbb.g_00579	Syaf.g_02588
OG0001063	Prbb.g_00580	Syaf.g_02583
OG0001064	Prbb.g_00581	Syaf.g_02582
OG0001065	Prbb.g_00582	Syaf.g_02581
OG0001066	Prbb.g_00583	Syaf.g_02580
OG0001067	Prbb.g_00584	Syaf.g_02579
OG0001068	Prbb.g_00585	Syaf.g_02578
OG0001069	Prbb.g_00586	Syaf.g_02577
OG0001070	Prbb.g_00588	Syaf.g_02574
OG0001071	Prbb.g_00589	Syaf.g_02573
OG0001072	Prbb.g_00590	Syaf.g_02569
OG0001073	Prbb.g_00604	Syaf.g_02555
OG0001074	Prbb.g_00616	Syaf.g_02365
OG0001075	Prbb.g_00617	Syaf.g_02363
OG0001076	Prbb.g_00624	Syaf.g_02337
OG0001077	Prbb.g_00629	Syaf.g_02325
OG0001078	Prbb.g_00637	Syaf.g_02309
OG0001079	Prbb.g_00648	Syaf.g_02296
OG0001080	Prbb.g_00654	Syaf.g_01740
OG0001081	Prbb.g_00656	Syaf.g_02144
OG0001082	Prbb.g_00657	Syaf.g_02143
