Orthogroup	Prbb	Syab
OG0000548	Prbb.g_00520	Syab.g_02138
OG0000549	Prbb.g_00523	Syab.g_02144
OG0000550	Prbb.g_00527	Syab.g_02149
OG0000551	Prbb.g_00530	Syab.g_02153
OG0000552	Prbb.g_00531	Syab.g_02154
OG0000553	Prbb.g_00532	Syab.g_02046
OG0000554	Prbb.g_00537	Syab.g_02040
OG0000555	Prbb.g_00545	Syab.g_02026
OG0000556	Prbb.g_00547	Syab.g_02022
OG0000557	Prbb.g_00548	Syab.g_02019
OG0000558	Prbb.g_00551	Syab.g_02016
OG0000559	Prbb.g_00555	Syab.g_02012
OG0000560	Prbb.g_00558	Syab.g_02009
OG0000561	Prbb.g_00559	Syab.g_02008
OG0000562	Prbb.g_00560	Syab.g_02007
OG0000563	Prbb.g_00561	Syab.g_02006
OG0000564	Prbb.g_00562	Syab.g_02005
OG0000565	Prbb.g_00565	Syab.g_02001
OG0000566	Prbb.g_00567	Syab.g_01997
OG0000567	Prbb.g_00571	Syab.g_01993
OG0000568	Prbb.g_00572	Syab.g_01991
OG0000569	Prbb.g_00573	Syab.g_01990
OG0000570	Prbb.g_00574	Syab.g_01989
OG0000571	Prbb.g_00576	Syab.g_01986
OG0000572	Prbb.g_00587	Syab.g_01969
OG0000573	Prbb.g_00592	Syab.g_01960
OG0000574	Prbb.g_00594	Syab.g_01959
OG0000575	Prbb.g_00597	Syab.g_01954
OG0000576	Prbb.g_00599	Syab.g_01952
OG0000577	Prbb.g_00600	Syab.g_01951
OG0000578	Prbb.g_00601	Syab.g_01950
OG0000579	Prbb.g_00602	Syab.g_01949
OG0000580	Prbb.g_00603	Syab.g_01948
OG0000581	Prbb.g_00606	Syab.g_01934
OG0000582	Prbb.g_00609	Syab.g_01929
OG0000583	Prbb.g_00610	Syab.g_01928
OG0000584	Prbb.g_00611	Syab.g_01927
OG0000585	Prbb.g_00613	Syab.g_01924
OG0000586	Prbb.g_00614	Syab.g_01923
OG0000587	Prbb.g_00615	Syab.g_01921
OG0000588	Prbb.g_00619	Syab.g_01910
OG0000589	Prbb.g_00622	Syab.g_01899
OG0000590	Prbb.g_00623	Syab.g_01898
OG0000591	Prbb.g_00626	Syab.g_01892
OG0000592	Prbb.g_00627	Syab.g_01891
OG0000593	Prbb.g_00633	Syab.g_01877
OG0000594	Prbb.g_00634	Syab.g_01876
OG0000595	Prbb.g_00635	Syab.g_01875
OG0000596	Prbb.g_00639	Syab.g_01871
OG0000597	Prbb.g_00641	Syab.g_01868
OG0000598	Prbb.g_00642	Syab.g_01867
OG0000599	Prbb.g_00645	Syab.g_01860
OG0000600	Prbb.g_00646	Syab.g_01859
OG0000601	Prbb.g_00647	Syab.g_01858
OG0000602	Prbb.g_00649	Syab.g_01853
OG0000603	Prbb.g_00650	Syab.g_01852
OG0000604	Prbb.g_00651	Syab.g_01850
OG0000605	Prbb.g_00652	Syab.g_01758
OG0000606	Prbb.g_00655	Syab.g_01529
OG0000607	Prbb.g_00658	Syab.g_01533
OG0000608	Prbb.g_00659	Syab.g_01534
OG0000609	Prbb.g_00660	Syab.g_01536
OG0000610	Prbb.g_00667	Syab.g_01555
OG0000611	Prbb.g_00670	Syab.g_01558
OG0000612	Prbb.g_00671	Syab.g_01559
OG0000613	Prbb.g_00677	Syab.g_00228
OG0000614	Prbb.g_00700	Syab.g_01179
OG0000615	Prbb.g_00708	Syab.g_01605
OG0000616	Prbb.g_02176	Syab.g_02897
OG0000617	Prbb.g_00719	Syab.g_01274
OG0000618	Prbb.g_00720	Syab.g_01275
OG0000619	Prbb.g_00721	Syab.g_01662
OG0000620	Prbb.g_00724	Syab.g_01668
OG0000621	Prbb.g_00725	Syab.g_01669
OG0000622	Prbb.g_00726	Syab.g_01670
OG0000623	Prbb.g_00727	Syab.g_01671
OG0000624	Prbb.g_00729	Syab.g_01673
OG0000625	Prbb.g_00730	Syab.g_01674
OG0000626	Prbb.g_00731	Syab.g_01675
OG0000627	Prbb.g_00733	Syab.g_01438
OG0000628	Prbb.g_00734	Syab.g_01437
OG0000629	Prbb.g_00735	Syab.g_01434
OG0000630	Prbb.g_00738	Syab.g_01430
OG0000631	Prbb.g_00962	Syab.g_01421
OG0000632	Prbb.g_00963	Syab.g_01420
OG0000633	Prbb.g_00964	Syab.g_01419
OG0000634	Prbb.g_00779	Syab.g_01651
OG0000635	Prbb.g_00780	Syab.g_01656
OG0000636	Prbb.g_00782	Syab.g_01658
OG0000637	Prbb.g_00784	Syab.g_01660
OG0000638	Prbb.g_00785	Syab.g_01661
OG0000639	Prbb.g_00786	Syab.g_01276
OG0000640	Prbb.g_00787	Syab.g_01277
OG0000641	Prbb.g_00791	Syab.g_01281
OG0000642	Prbb.g_00792	Syab.g_01282
OG0000643	Prbb.g_00793	Syab.g_01283
OG0000644	Prbb.g_00794	Syab.g_01284
OG0000645	Prbb.g_00795	Syab.g_01286
OG0000646	Prbb.g_00798	Syab.g_01289
OG0000647	Prbb.g_00800	Syab.g_01291
OG0000648	Prbb.g_00802	Syab.g_01684
OG0000649	Prbb.g_00803	Syab.g_01685
OG0000650	Prbb.g_00804	Syab.g_01686
OG0000651	Prbb.g_00805	Syab.g_01687
OG0000652	Prbb.g_00806	Syab.g_01688
OG0000653	Prbb.g_00808	Syab.g_01690
OG0000654	Prbb.g_00809	Syab.g_01691
OG0000655	Prbb.g_00810	Syab.g_01692
OG0000656	Prbb.g_00813	Syab.g_01695
OG0000657	Prbb.g_00819	Syab.g_01706
OG0000658	Prbb.g_00821	Syab.g_01710
OG0000659	Prbb.g_00822	Syab.g_01711
OG0000660	Prbb.g_00827	Syab.g_01715
OG0000661	Prbb.g_00829	Syab.g_01717
OG0000662	Prbb.g_00831	Syab.g_01719
OG0000663	Prbb.g_00833	Syab.g_01722
OG0000664	Prbb.g_00834	Syab.g_01723
OG0000665	Prbb.g_00838	Syab.g_01829
OG0000666	Prbb.g_00839	Syab.g_01842
OG0000667	Prbb.g_00843	Syab.g_01548
OG0000668	Prbb.g_00914	Syab.g_01319
OG0000669	Prbb.g_00922	Syab.g_01642
OG0000670	Prbb.g_00925	Syab.g_02156
OG0000671	Prbb.g_00927	Syab.g_01638
OG0000672	Prbb.g_00930	Syab.g_01635
OG0000673	Prbb.g_00933	Syab.g_01632
OG0000674	Prbb.g_00935	Syab.g_01630
OG0000675	Prbb.g_00936	Syab.g_01629
OG0000676	Prbb.g_00938	Syab.g_01620
OG0000677	Prbb.g_00939	Syab.g_01619
OG0000678	Prbb.g_00942	Syab.g_01613
OG0000679	Prbb.g_00946	Syab.g_01601
OG0000680	Prbb.g_00947	Syab.g_01600
OG0000681	Prbb.g_00950	Syab.g_01597
OG0000682	Prbb.g_00951	Syab.g_01596
OG0000683	Prbb.g_00952	Syab.g_01595
OG0000684	Prbb.g_00762	Syab.g_01591
OG0000685	Prbb.g_00764	Syab.g_01589
OG0000686	Prbb.g_00765	Syab.g_01588
OG0000687	Prbb.g_00766	Syab.g_01586
OG0000688	Prbb.g_00769	Syab.g_01576
OG0000689	Prbb.g_00770	Syab.g_01574
OG0000690	Prbb.g_00771	Syab.g_01573
OG0000691	Prbb.g_00772	Syab.g_01572
OG0000692	Prbb.g_00774	Syab.g_01571
OG0000693	Prbb.g_00775	Syab.g_01569
OG0000694	Prbb.g_00776	Syab.g_01568
OG0000695	Prbb.g_00966	Syab.g_01417
OG0000696	Prbb.g_00967	Syab.g_01416
OG0000697	Prbb.g_00968	Syab.g_01415
OG0000698	Prbb.g_00971	Syab.g_01412
OG0000699	Prbb.g_00972	Syab.g_01411
OG0000700	Prbb.g_00973	Syab.g_01410
OG0000701	Prbb.g_00974	Syab.g_01409
OG0000702	Prbb.g_00976	Syab.g_01401
OG0000703	Prbb.g_00977	Syab.g_01400
OG0000704	Prbb.g_00978	Syab.g_01398
OG0000705	Prbb.g_00984	Syab.g_01391
OG0000706	Prbb.g_00985	Syab.g_01390
OG0000707	Prbb.g_00986	Syab.g_01389
OG0000708	Prbb.g_00988	Syab.g_01386
OG0000709	Prbb.g_00992	Syab.g_01378
OG0000710	Prbb.g_00995	Syab.g_01367
OG0000711	Prbb.g_01010	Syab.g_01340
OG0000712	Prbb.g_01012	Syab.g_01338
OG0000713	Prbb.g_01013	Syab.g_01337
OG0000714	Prbb.g_01014	Syab.g_01334
OG0000715	Prbb.g_01016	Syab.g_01332
OG0000716	Prbb.g_01017	Syab.g_01328
OG0000717	Prbb.g_01018	Syab.g_01327
OG0000718	Prbb.g_01036	Syab.g_01323
OG0000719	Prbb.g_01037	Syab.g_01321
OG0000720	Prbb.g_01048	Syab.g_01307
OG0000721	Prbb.g_01049	Syab.g_01305
OG0000722	Prbb.g_01050	Syab.g_01304
OG0000723	Prbb.g_01054	Syab.g_01678
OG0000724	Prbb.g_01065	Syab.g_01223
OG0000725	Prbb.g_00891	Syab.g_01207
OG0000726	Prbb.g_00890	Syab.g_01206
OG0000727	Prbb.g_00889	Syab.g_01205
OG0000728	Prbb.g_00887	Syab.g_01203
OG0000729	Prbb.g_02071	Syab.g_00097
OG0000730	Prbb.g_00392	Syab.g_00521
OG0000731	Prbb.g_00400	Syab.g_00531
OG0000732	Prbb.g_02121	Syab.g_00055
OG0000733	Prbb.g_01888	Syab.g_02798
OG0000734	Prbb.g_01533	Syab.g_02508
OG0000735	Prbb.g_01531	Syab.g_00942
OG0000736	Prbb.g_01530	Syab.g_00943
OG0000737	Prbb.g_01529	Syab.g_00944
OG0000738	Prbb.g_01525	Syab.g_00949
OG0000739	Prbb.g_01524	Syab.g_00961
OG0000740	Prbb.g_01523	Syab.g_00962
OG0000741	Prbb.g_01521	Syab.g_00965
OG0000742	Prbb.g_01518	Syab.g_00968
OG0000743	Prbb.g_01516	Syab.g_00970
OG0000744	Prbb.g_01515	Syab.g_00971
OG0000745	Prbb.g_01513	Syab.g_00973
OG0000746	Prbb.g_01511	Syab.g_00975
OG0000747	Prbb.g_01510	Syab.g_00976
OG0000748	Prbb.g_01506	Syab.g_00991
OG0000749	Prbb.g_01505	Syab.g_00992
OG0000750	Prbb.g_01504	Syab.g_00993
OG0000751	Prbb.g_01501	Syab.g_01002
OG0000752	Prbb.g_01499	Syab.g_01004
OG0000753	Prbb.g_01497	Syab.g_01007
OG0000754	Prbb.g_01493	Syab.g_01012
OG0000755	Prbb.g_01488	Syab.g_01021
OG0000756	Prbb.g_01487	Syab.g_01022
OG0000757	Prbb.g_01480	Syab.g_01029
OG0000758	Prbb.g_01479	Syab.g_01030
OG0000759	Prbb.g_01478	Syab.g_01031
OG0000760	Prbb.g_01477	Syab.g_01032
OG0000761	Prbb.g_01476	Syab.g_01034
OG0000762	Prbb.g_01475	Syab.g_01036
OG0000763	Prbb.g_01473	Syab.g_01038
OG0000764	Prbb.g_01472	Syab.g_01039
OG0000765	Prbb.g_01463	Syab.g_01154
OG0000766	Prbb.g_01462	Syab.g_01153
OG0000767	Prbb.g_01461	Syab.g_01151
OG0000768	Prbb.g_01460	Syab.g_01150
OG0000769	Prbb.g_01458	Syab.g_01148
OG0000770	Prbb.g_01457	Syab.g_01145
OG0000771	Prbb.g_01060	Syab.g_01229
OG0000772	Prbb.g_01291	Syab.g_00957
OG0000773	Prbb.g_01577	Syab.g_00931
OG0000774	Prbb.g_01580	Syab.g_00924
OG0000775	Prbb.g_01581	Syab.g_00922
OG0000776	Prbb.g_01582	Syab.g_00921
OG0000777	Prbb.g_01583	Syab.g_00920
OG0000778	Prbb.g_01584	Syab.g_00919
OG0000779	Prbb.g_01588	Syab.g_00913
OG0000780	Prbb.g_01589	Syab.g_00908
OG0000781	Prbb.g_01592	Syab.g_00904
OG0000782	Prbb.g_01593	Syab.g_00903
OG0000783	Prbb.g_01594	Syab.g_00902
OG0000784	Prbb.g_01595	Syab.g_00901
OG0000785	Prbb.g_01597	Syab.g_00899
OG0000786	Prbb.g_01600	Syab.g_00895
OG0000787	Prbb.g_01601	Syab.g_00894
OG0000788	Prbb.g_00746	Syab.g_01857
OG0000789	Prbb.g_01057	Syab.g_01835
OG0000790	Prbb.g_01644	Syab.g_02082
OG0000791	Prbb.g_01646	Syab.g_02080
OG0000792	Prbb.g_01647	Syab.g_02079
OG0000793	Prbb.g_01650	Syab.g_02074
OG0000794	Prbb.g_01651	Syab.g_02073
OG0000795	Prbb.g_01652	Syab.g_02072
OG0000796	Prbb.g_01656	Syab.g_02068
OG0000797	Prbb.g_01657	Syab.g_02067
OG0000799	Prbb.g_01668	Syab.g_00826
OG0000800	Prbb.g_01669	Syab.g_00821
OG0000801	Prbb.g_01670	Syab.g_00820
OG0000802	Prbb.g_01672	Syab.g_00816
OG0000803	Prbb.g_01674	Syab.g_00806
OG0000804	Prbb.g_01675	Syab.g_00802
OG0000805	Prbb.g_01677	Syab.g_00792
OG0000806	Prbb.g_01679	Syab.g_00790
OG0000807	Prbb.g_01680	Syab.g_00788
OG0000808	Prbb.g_01681	Syab.g_00783
OG0000809	Prbb.g_01684	Syab.g_00780
OG0000810	Prbb.g_01685	Syab.g_00779
OG0000811	Prbb.g_01689	Syab.g_00770
OG0000812	Prbb.g_01691	Syab.g_00768
OG0000813	Prbb.g_01692	Syab.g_00767
OG0000814	Prbb.g_01694	Syab.g_00765
OG0000815	Prbb.g_01695	Syab.g_00760
OG0000816	Prbb.g_01697	Syab.g_00758
OG0000817	Prbb.g_01698	Syab.g_00757
OG0000818	Prbb.g_01702	Syab.g_00751
OG0000819	Prbb.g_01703	Syab.g_00750
OG0000820	Prbb.g_01704	Syab.g_00749
OG0000821	Prbb.g_01707	Syab.g_00743
OG0000822	Prbb.g_01708	Syab.g_00741
OG0000823	Prbb.g_01709	Syab.g_00740
OG0000824	Prbb.g_01712	Syab.g_00735
OG0000825	Prbb.g_01713	Syab.g_00734
OG0000826	Prbb.g_01714	Syab.g_00733
OG0000827	Prbb.g_01715	Syab.g_00732
OG0000828	Prbb.g_01718	Syab.g_00729
OG0000829	Prbb.g_01719	Syab.g_00728
OG0000830	Prbb.g_01720	Syab.g_00727
OG0000831	Prbb.g_01722	Syab.g_00725
OG0000832	Prbb.g_01732	Syab.g_02169
OG0000833	Prbb.g_01740	Syab.g_02178
OG0000834	Prbb.g_01741	Syab.g_02181
OG0000835	Prbb.g_01742	Syab.g_02182
OG0000836	Prbb.g_01744	Syab.g_02185
OG0000837	Prbb.g_01745	Syab.g_02186
OG0000838	Prbb.g_01747	Syab.g_02190
OG0000839	Prbb.g_01748	Syab.g_02191
OG0000840	Prbb.g_01749	Syab.g_02192
OG0000841	Prbb.g_01750	Syab.g_02193
OG0000842	Prbb.g_01751	Syab.g_02194
OG0000843	Prbb.g_01752	Syab.g_02195
OG0000844	Prbb.g_01753	Syab.g_02197
OG0000845	Prbb.g_01754	Syab.g_02198
OG0000846	Prbb.g_01755	Syab.g_02199
OG0000847	Prbb.g_01756	Syab.g_02200
OG0000848	Prbb.g_01757	Syab.g_02202
OG0000849	Prbb.g_01758	Syab.g_02203
OG0000850	Prbb.g_01760	Syab.g_02212
OG0000851	Prbb.g_01761	Syab.g_02226
OG0000852	Prbb.g_01762	Syab.g_02227
OG0000853	Prbb.g_01767	Syab.g_02233
OG0000854	Prbb.g_01769	Syab.g_02235
OG0000855	Prbb.g_01770	Syab.g_02236
OG0000856	Prbb.g_01659	Syab.g_01889
OG0000857	Prbb.g_00799	Syab.g_01290
OG0000858	Prbb.g_01817	Syab.g_02244
OG0000859	Prbb.g_01818	Syab.g_02245
OG0000860	Prbb.g_01825	Syab.g_02258
OG0000861	Prbb.g_01826	Syab.g_02259
OG0000862	Prbb.g_01827	Syab.g_02261
OG0000863	Prbb.g_01828	Syab.g_02265
OG0000864	Prbb.g_01829	Syab.g_02266
OG0000865	Prbb.g_01830	Syab.g_02267
OG0000866	Prbb.g_01831	Syab.g_02268
OG0000867	Prbb.g_01832	Syab.g_02269
OG0000868	Prbb.g_01833	Syab.g_02287
OG0000869	Prbb.g_01836	Syab.g_02292
OG0000870	Prbb.g_01841	Syab.g_02297
OG0000871	Prbb.g_01842	Syab.g_02298
OG0000872	Prbb.g_01843	Syab.g_02305
OG0000873	Prbb.g_01846	Syab.g_02308
OG0000874	Prbb.g_01849	Syab.g_02311
OG0000875	Prbb.g_01851	Syab.g_02313
OG0000876	Prbb.g_01852	Syab.g_02315
OG0000877	Prbb.g_01854	Syab.g_02317
OG0000878	Prbb.g_01855	Syab.g_02318
OG0000879	Prbb.g_01856	Syab.g_02319
OG0000880	Prbb.g_01857	Syab.g_02320
OG0000881	Prbb.g_01860	Syab.g_02325
OG0000882	Prbb.g_01865	Syab.g_02330
OG0000883	Prbb.g_01867	Syab.g_02332
OG0000884	Prbb.g_01869	Syab.g_02334
OG0000885	Prbb.g_01870	Syab.g_02335
OG0000886	Prbb.g_01871	Syab.g_02336
OG0000887	Prbb.g_01872	Syab.g_02338
OG0000888	Prbb.g_01874	Syab.g_02340
OG0000889	Prbb.g_01876	Syab.g_02342
OG0000890	Prbb.g_01877	Syab.g_02348
OG0000891	Prbb.g_01878	Syab.g_02349
OG0000892	Prbb.g_01880	Syab.g_02353
OG0000893	Prbb.g_01922	Syab.g_00366
OG0000894	Prbb.g_01925	Syab.g_00369
OG0000895	Prbb.g_01928	Syab.g_00373
OG0000896	Prbb.g_01929	Syab.g_00374
OG0000897	Prbb.g_01931	Syab.g_00376
OG0000898	Prbb.g_01932	Syab.g_00377
OG0000899	Prbb.g_01933	Syab.g_00378
OG0000900	Prbb.g_01934	Syab.g_00379
OG0000901	Prbb.g_01937	Syab.g_00384
OG0000902	Prbb.g_01939	Syab.g_00386
OG0000903	Prbb.g_01948	Syab.g_00399
OG0000904	Prbb.g_01943	Syab.g_00395
OG0000905	Prbb.g_01941	Syab.g_00390
OG0000906	Prbb.g_01940	Syab.g_00388
OG0000907	Prbb.g_01958	Syab.g_00401
OG0000908	Prbb.g_01961	Syab.g_00404
OG0000909	Prbb.g_01962	Syab.g_00405
OG0000910	Prbb.g_01963	Syab.g_00406
OG0000911	Prbb.g_01965	Syab.g_00408
OG0000912	Prbb.g_01966	Syab.g_00409
OG0000913	Prbb.g_01967	Syab.g_00410
OG0000914	Prbb.g_01968	Syab.g_00411
OG0000915	Prbb.g_01969	Syab.g_00412
OG0000916	Prbb.g_01970	Syab.g_00413
OG0000917	Prbb.g_01971	Syab.g_00414
OG0000918	Prbb.g_01972	Syab.g_00415
OG0000919	Prbb.g_01973	Syab.g_00416
OG0000920	Prbb.g_01974	Syab.g_00417
OG0000921	Prbb.g_01975	Syab.g_00418
OG0000922	Prbb.g_01976	Syab.g_00419
OG0000923	Prbb.g_01980	Syab.g_00423
OG0000924	Prbb.g_01981	Syab.g_00424
OG0000925	Prbb.g_01982	Syab.g_00425
OG0000926	Prbb.g_01983	Syab.g_00426
OG0000927	Prbb.g_01985	Syab.g_00428
OG0000928	Prbb.g_01986	Syab.g_00429
OG0000929	Prbb.g_01987	Syab.g_00430
OG0000930	Prbb.g_01988	Syab.g_00431
OG0000931	Prbb.g_01989	Syab.g_00432
OG0000932	Prbb.g_01990	Syab.g_00433
OG0000933	Prbb.g_01994	Syab.g_00439
OG0000934	Prbb.g_01996	Syab.g_00441
OG0000935	Prbb.g_01997	Syab.g_00442
OG0000936	Prbb.g_01998	Syab.g_00443
OG0000937	Prbb.g_01999	Syab.g_00444
OG0000938	Prbb.g_02002	Syab.g_00447
OG0000939	Prbb.g_02003	Syab.g_00448
OG0000940	Prbb.g_02010	Syab.g_00456
OG0000941	Prbb.g_02012	Syab.g_00458
OG0000942	Prbb.g_02014	Syab.g_00460
OG0000943	Prbb.g_02015	Syab.g_00461
OG0000944	Prbb.g_02017	Syab.g_00463
OG0000945	Prbb.g_02018	Syab.g_00466
OG0000946	Prbb.g_02024	Syab.g_00473
OG0000947	Prbb.g_02026	Syab.g_00476
OG0000948	Prbb.g_02027	Syab.g_00477
OG0000949	Prbb.g_02030	Syab.g_00212
OG0000950	Prbb.g_02035	Syab.g_00204
OG0000951	Prbb.g_02039	Syab.g_00199
OG0000952	Prbb.g_02043	Syab.g_00191
OG0000953	Prbb.g_02047	Syab.g_00134
OG0000954	Prbb.g_02051	Syab.g_00129
OG0000955	Prbb.g_02052	Syab.g_00128
OG0000956	Prbb.g_02054	Syab.g_00126
OG0000957	Prbb.g_02059	Syab.g_00115
OG0000958	Prbb.g_02060	Syab.g_00114
OG0000959	Prbb.g_02064	Syab.g_00110
OG0000960	Prbb.g_02065	Syab.g_00109
OG0000961	Prbb.g_02068	Syab.g_00100
OG0000962	Prbb.g_02070	Syab.g_00098
OG0000963	Prbb.g_02075	Syab.g_00093
OG0000964	Prbb.g_02076	Syab.g_00092
OG0000965	Prbb.g_02077	Syab.g_00091
OG0000966	Prbb.g_02099	Syab.g_00082
OG0000967	Prbb.g_02103	Syab.g_00078
OG0000968	Prbb.g_02105	Syab.g_00075
OG0000969	Prbb.g_02106	Syab.g_00073
OG0000970	Prbb.g_02107	Syab.g_00072
OG0000971	Prbb.g_02108	Syab.g_00070
OG0000972	Prbb.g_02109	Syab.g_00069
OG0000973	Prbb.g_02110	Syab.g_00068
OG0000974	Prbb.g_02111	Syab.g_00067
OG0000975	Prbb.g_02112	Syab.g_00066
OG0000976	Prbb.g_02113	Syab.g_00065
OG0000977	Prbb.g_02114	Syab.g_00063
OG0000978	Prbb.g_02115	Syab.g_00062
OG0000979	Prbb.g_02118	Syab.g_00059
OG0000980	Prbb.g_02120	Syab.g_00056
OG0000981	Prbb.g_02123	Syab.g_00053
OG0000982	Prbb.g_02125	Syab.g_02756
OG0000983	Prbb.g_02126	Syab.g_02757
OG0000984	Prbb.g_02127	Syab.g_02758
OG0000985	Prbb.g_02130	Syab.g_02762
OG0000986	Prbb.g_02132	Syab.g_02764
OG0000987	Prbb.g_02133	Syab.g_02768
OG0000988	Prbb.g_02136	Syab.g_02774
OG0000989	Prbb.g_02140	Syab.g_02792
OG0000990	Prbb.g_02145	Syab.g_02811
OG0000991	Prbb.g_02146	Syab.g_02818
OG0000992	Prbb.g_02149	Syab.g_02821
OG0000993	Prbb.g_02150	Syab.g_02822
OG0000994	Prbb.g_02151	Syab.g_02826
OG0000995	Prbb.g_02155	Syab.g_02835
OG0000996	Prbb.g_02156	Syab.g_02866
OG0000997	Prbb.g_02164	Syab.g_02875
OG0000998	Prbb.g_02166	Syab.g_02877
OG0000999	Prbb.g_02167	Syab.g_02878
OG0001000	Prbb.g_02170	Syab.g_02881
OG0001001	Prbb.g_02173	Syab.g_02888
OG0001002	Prbb.g_02178	Syab.g_02900
OG0001003	Prbb.g_02180	Syab.g_02902
OG0001004	Prbb.g_02181	Syab.g_02903
OG0001005	Prbb.g_02182	Syab.g_02905
OG0001006	Prbb.g_02187	Syab.g_02912
OG0001007	Prbb.g_02189	Syab.g_02914
OG0001008	Prbb.g_00442	Syab.g_00584
OG0001009	Prbb.g_00028	Syab.g_00033
OG0001010	Prbb.g_00029	Syab.g_00034
OG0001011	Prbb.g_00030	Syab.g_00035
OG0001012	Prbb.g_00058	Syab.g_02752
OG0001013	Prbb.g_00063	Syab.g_02716
OG0001014	Prbb.g_00066	Syab.g_02712
OG0001015	Prbb.g_00067	Syab.g_02711
OG0001016	Prbb.g_00128	Syab.g_02439
OG0001017	Prbb.g_00132	Syab.g_02445
OG0001018	Prbb.g_00135	Syab.g_02447
OG0001019	Prbb.g_00144	Syab.g_02469
OG0001020	Prbb.g_00145	Syab.g_02477
OG0001021	Prbb.g_00146	Syab.g_02481
OG0001022	Prbb.g_00149	Syab.g_02485
OG0001023	Prbb.g_00150	Syab.g_02486
OG0001024	Prbb.g_00153	Syab.g_02490
OG0001025	Prbb.g_00160	Syab.g_02497
OG0001026	Prbb.g_00168	Syab.g_02510
OG0001027	Prbb.g_00169	Syab.g_02515
OG0001028	Prbb.g_00171	Syab.g_02517
OG0001029	Prbb.g_00173	Syab.g_02519
OG0001030	Prbb.g_00189	Syab.g_02540
OG0001031	Prbb.g_00243	Syab.g_02615
OG0001032	Prbb.g_00244	Syab.g_02617
OG0001033	Prbb.g_00264	Syab.g_02675
OG0001034	Prbb.g_00293	Syab.g_02370
OG0001035	Prbb.g_00310	Syab.g_00335
OG0001036	Prbb.g_00314	Syab.g_00327
OG0001037	Prbb.g_00315	Syab.g_00325
OG0001038	Prbb.g_00331	Syab.g_00297
OG0001040	Prbb.g_00335	Syab.g_00291
OG0001041	Prbb.g_00339	Syab.g_00286
OG0001042	Prbb.g_00355	Syab.g_00254
OG0001043	Prbb.g_00356	Syab.g_00250
OG0001044	Prbb.g_00393	Syab.g_00522
OG0001045	Prbb.g_00402	Syab.g_00534
OG0001046	Prbb.g_01124	Syab.g_01352
OG0001047	Prbb.g_00444	Syab.g_00586
OG0001048	Prbb.g_00445	Syab.g_00587
OG0001049	Prbb.g_00447	Syab.g_00590
OG0001050	Prbb.g_00448	Syab.g_00591
OG0001051	Prbb.g_00449	Syab.g_00592
OG0001052	Prbb.g_00475	Syab.g_00693
OG0001053	Prbb.g_00488	Syab.g_02099
OG0001054	Prbb.g_00502	Syab.g_02118
OG0001055	Prbb.g_00521	Syab.g_02139
OG0001056	Prbb.g_00539	Syab.g_02036
OG0001057	Prbb.g_00544	Syab.g_00882
OG0001058	Prbb.g_00553	Syab.g_02014
OG0001059	Prbb.g_00557	Syab.g_02010
OG0001060	Prbb.g_00564	Syab.g_02003
OG0001061	Prbb.g_00577	Syab.g_01985
OG0001062	Prbb.g_00579	Syab.g_01983
OG0001063	Prbb.g_00580	Syab.g_01979
OG0001064	Prbb.g_00581	Syab.g_01978
OG0001065	Prbb.g_00582	Syab.g_01976
OG0001066	Prbb.g_00583	Syab.g_01975
OG0001067	Prbb.g_00584	Syab.g_01974
OG0001068	Prbb.g_00585	Syab.g_01973
OG0001069	Prbb.g_00586	Syab.g_01972
OG0001070	Prbb.g_00588	Syab.g_01968
OG0001071	Prbb.g_00589	Syab.g_01967
OG0001072	Prbb.g_00590	Syab.g_01962
OG0001073	Prbb.g_00604	Syab.g_01947
OG0001074	Prbb.g_00616	Syab.g_01815
OG0001075	Prbb.g_00617	Syab.g_01919
OG0001076	Prbb.g_00624	Syab.g_01897
OG0001077	Prbb.g_00629	Syab.g_01887
OG0001079	Prbb.g_00648	Syab.g_01856
OG0001080	Prbb.g_00654	Syab.g_01756
OG0001081	Prbb.g_00656	Syab.g_01530
OG0001082	Prbb.g_00657	Syab.g_01531
OG0001083	Prbb.g_00662	Syab.g_01540
OG0001084	Prbb.g_00664	Syab.g_01543
OG0001085	Prbb.g_00674	Syab.g_01563
OG0001086	Prbb.g_00675	Syab.g_01565
OG0001087	Prbb.g_00694	Syab.g_01167
OG0001088	Prbb.g_00695	Syab.g_01170
OG0001089	Prbb.g_00705	Syab.g_01198
OG0001090	Prbb.g_00714	Syab.g_01267
OG0001091	Prbb.g_00716	Syab.g_01270
OG0001092	Prbb.g_00717	Syab.g_01272
OG0001093	Prbb.g_00722	Syab.g_01664
OG0001094	Prbb.g_00777	Syab.g_01567
OG0001095	Prbb.g_00796	Syab.g_01287
OG0001096	Prbb.g_00811	Syab.g_01693
OG0001097	Prbb.g_00830	Syab.g_01718
OG0001098	Prbb.g_00847	Syab.g_01497
OG0001099	Prbb.g_00917	Syab.g_02518
OG0001100	Prbb.g_00924	Syab.g_01640
OG0001101	Prbb.g_00926	Syab.g_01639
OG0001102	Prbb.g_00929	Syab.g_01636
OG0001103	Prbb.g_00931	Syab.g_01634
OG0001104	Prbb.g_00763	Syab.g_01590
OG0001105	Prbb.g_00767	Syab.g_01585
OG0001106	Prbb.g_00979	Syab.g_01397
OG0001107	Prbb.g_00989	Syab.g_01385
OG0001108	Prbb.g_00993	Syab.g_01377
OG0001109	Prbb.g_00994	Syab.g_01368
