Orthogroup	Prbb	Syao
OG0000571	Prbb.g_00576	Syao.g_00834
OG0000572	Prbb.g_00587	Syao.g_01033
OG0000573	Prbb.g_00592	Syao.g_01022
OG0000574	Prbb.g_00594	Syao.g_01021
OG0000575	Prbb.g_00597	Syao.g_01000
OG0000576	Prbb.g_00599	Syao.g_00996
OG0000577	Prbb.g_00600	Syao.g_00995
OG0000578	Prbb.g_00601	Syao.g_00994
OG0000579	Prbb.g_00602	Syao.g_00993
OG0000580	Prbb.g_00603	Syao.g_00992
OG0000581	Prbb.g_00606	Syao.g_01059
OG0000582	Prbb.g_00609	Syao.g_01204
OG0000583	Prbb.g_00610	Syao.g_01205
OG0000584	Prbb.g_00611	Syao.g_01206
OG0000585	Prbb.g_00613	Syao.g_01054
OG0000586	Prbb.g_00614	Syao.g_01055
OG0000587	Prbb.g_00615	Syao.g_01057
OG0000588	Prbb.g_00619	Syao.g_00406
OG0000589	Prbb.g_00622	Syao.g_01342
OG0000590	Prbb.g_00623	Syao.g_01341
OG0000591	Prbb.g_00626	Syao.g_01330
OG0000592	Prbb.g_00627	Syao.g_01329
OG0000593	Prbb.g_00633	Syao.g_00890
OG0000594	Prbb.g_00634	Syao.g_00891
OG0000595	Prbb.g_00635	Syao.g_00892
OG0000596	Prbb.g_00639	Syao.g_00897
OG0000597	Prbb.g_00641	Syao.g_00900
OG0000598	Prbb.g_00642	Syao.g_00901
OG0000599	Prbb.g_00645	Syao.g_00908
OG0000600	Prbb.g_00646	Syao.g_00909
OG0000601	Prbb.g_00647	Syao.g_00910
OG0000602	Prbb.g_00649	Syao.g_00914
OG0000603	Prbb.g_00650	Syao.g_00915
OG0000604	Prbb.g_00651	Syao.g_00918
OG0000606	Prbb.g_00655	Syao.g_00924
OG0000607	Prbb.g_00658	Syao.g_00927
OG0000608	Prbb.g_00659	Syao.g_00928
OG0000609	Prbb.g_00660	Syao.g_00930
OG0000610	Prbb.g_00667	Syao.g_00940
OG0000611	Prbb.g_00670	Syao.g_00943
OG0000612	Prbb.g_00671	Syao.g_00944
OG0000613	Prbb.g_00677	Syao.g_01979
OG0000614	Prbb.g_00700	Syao.g_00375
OG0000615	Prbb.g_00708	Syao.g_00978
OG0000616	Prbb.g_02176	Syao.g_02342
OG0000617	Prbb.g_00719	Syao.g_00486
OG0000618	Prbb.g_00720	Syao.g_00485
OG0000619	Prbb.g_00721	Syao.g_00484
OG0000620	Prbb.g_00724	Syao.g_00479
OG0000621	Prbb.g_00725	Syao.g_00478
OG0000622	Prbb.g_00726	Syao.g_00476
OG0000623	Prbb.g_00727	Syao.g_00475
OG0000624	Prbb.g_00729	Syao.g_00473
OG0000625	Prbb.g_00730	Syao.g_00472
OG0000626	Prbb.g_00731	Syao.g_00471
OG0000627	Prbb.g_00733	Syao.g_00567
OG0000628	Prbb.g_00734	Syao.g_00566
OG0000629	Prbb.g_00735	Syao.g_00590
OG0000630	Prbb.g_00738	Syao.g_00585
OG0000631	Prbb.g_00962	Syao.g_00644
OG0000632	Prbb.g_00963	Syao.g_00643
OG0000633	Prbb.g_00964	Syao.g_00642
OG0000634	Prbb.g_00779	Syao.g_00752
OG0000635	Prbb.g_00780	Syao.g_00753
OG0000636	Prbb.g_00782	Syao.g_00755
OG0000637	Prbb.g_00784	Syao.g_00757
OG0000638	Prbb.g_00785	Syao.g_00758
OG0000639	Prbb.g_00786	Syao.g_00759
OG0000640	Prbb.g_00787	Syao.g_00760
OG0000641	Prbb.g_00791	Syao.g_00764
OG0000642	Prbb.g_00792	Syao.g_00765
OG0000643	Prbb.g_00793	Syao.g_00767
OG0000644	Prbb.g_00794	Syao.g_00768
OG0000645	Prbb.g_00795	Syao.g_00770
OG0000646	Prbb.g_00798	Syao.g_00773
OG0000647	Prbb.g_00800	Syao.g_00775
OG0000648	Prbb.g_00802	Syao.g_00777
OG0000649	Prbb.g_00803	Syao.g_00778
OG0000650	Prbb.g_00804	Syao.g_00779
OG0000651	Prbb.g_00805	Syao.g_00780
OG0000652	Prbb.g_00806	Syao.g_00781
OG0000653	Prbb.g_00808	Syao.g_00783
OG0000654	Prbb.g_00809	Syao.g_00784
OG0000655	Prbb.g_00810	Syao.g_00785
OG0000656	Prbb.g_00813	Syao.g_00789
OG0000657	Prbb.g_00819	Syao.g_00435
OG0000658	Prbb.g_00821	Syao.g_00560
OG0000659	Prbb.g_00822	Syao.g_00559
OG0000660	Prbb.g_00827	Syao.g_00555
OG0000661	Prbb.g_00829	Syao.g_00553
OG0000662	Prbb.g_00831	Syao.g_00535
OG0000663	Prbb.g_00833	Syao.g_00532
OG0000664	Prbb.g_00834	Syao.g_00530
OG0000665	Prbb.g_00838	Syao.g_01436
OG0000666	Prbb.g_00839	Syao.g_02120
OG0000667	Prbb.g_00843	Syao.g_01375
OG0000668	Prbb.g_00914	Syao.g_02678
OG0000669	Prbb.g_00922	Syao.g_00955
OG0000670	Prbb.g_00925	Syao.g_00958
OG0000671	Prbb.g_00927	Syao.g_00960
OG0000672	Prbb.g_00930	Syao.g_00963
OG0000673	Prbb.g_00933	Syao.g_00966
OG0000674	Prbb.g_00935	Syao.g_00968
OG0000675	Prbb.g_00936	Syao.g_00969
OG0000676	Prbb.g_00938	Syao.g_00971
OG0000677	Prbb.g_00939	Syao.g_00972
OG0000678	Prbb.g_00942	Syao.g_00974
OG0000679	Prbb.g_00946	Syao.g_00981
OG0000680	Prbb.g_00947	Syao.g_00982
OG0000681	Prbb.g_00950	Syao.g_00985
OG0000682	Prbb.g_00951	Syao.g_00986
OG0000683	Prbb.g_00952	Syao.g_00987
OG0000684	Prbb.g_00762	Syao.g_00990
OG0000685	Prbb.g_00764	Syao.g_00733
OG0000686	Prbb.g_00765	Syao.g_00734
OG0000687	Prbb.g_00766	Syao.g_00735
OG0000688	Prbb.g_00769	Syao.g_00741
OG0000689	Prbb.g_00770	Syao.g_00743
OG0000690	Prbb.g_00771	Syao.g_00744
OG0000691	Prbb.g_00772	Syao.g_00745
OG0000692	Prbb.g_00774	Syao.g_00747
OG0000693	Prbb.g_00775	Syao.g_00748
OG0000694	Prbb.g_00776	Syao.g_00749
OG0000695	Prbb.g_00966	Syao.g_00639
OG0000696	Prbb.g_00967	Syao.g_00638
OG0000697	Prbb.g_00968	Syao.g_00636
OG0000698	Prbb.g_00971	Syao.g_00633
OG0000699	Prbb.g_00972	Syao.g_00631
OG0000700	Prbb.g_00973	Syao.g_00630
OG0000701	Prbb.g_00974	Syao.g_00629
OG0000702	Prbb.g_00976	Syao.g_00705
OG0000703	Prbb.g_00977	Syao.g_00693
OG0000704	Prbb.g_00978	Syao.g_00689
OG0000705	Prbb.g_00984	Syao.g_00682
OG0000706	Prbb.g_00985	Syao.g_00681
OG0000707	Prbb.g_00986	Syao.g_00680
OG0000708	Prbb.g_00988	Syao.g_00677
OG0000709	Prbb.g_00992	Syao.g_00670
OG0000710	Prbb.g_00995	Syao.g_00666
OG0000711	Prbb.g_01010	Syao.g_00815
OG0000712	Prbb.g_01012	Syao.g_00813
OG0000713	Prbb.g_01013	Syao.g_00812
OG0000714	Prbb.g_01014	Syao.g_00810
OG0000715	Prbb.g_01016	Syao.g_00808
OG0000716	Prbb.g_01017	Syao.g_00804
OG0000717	Prbb.g_01018	Syao.g_00803
OG0000718	Prbb.g_01036	Syao.g_00794
OG0000719	Prbb.g_01037	Syao.g_00444
OG0000720	Prbb.g_01048	Syao.g_00457
OG0000721	Prbb.g_01049	Syao.g_00459
OG0000722	Prbb.g_01050	Syao.g_00460
OG0000723	Prbb.g_01054	Syao.g_00469
OG0000724	Prbb.g_01065	Syao.g_00513
OG0000725	Prbb.g_00891	Syao.g_00385
OG0000726	Prbb.g_00890	Syao.g_00384
OG0000727	Prbb.g_00889	Syao.g_00383
OG0000728	Prbb.g_00887	Syao.g_00381
OG0000729	Prbb.g_02071	Syao.g_02190
OG0000730	Prbb.g_00392	Syao.g_01880
OG0000731	Prbb.g_00400	Syao.g_01868
OG0000732	Prbb.g_02121	Syao.g_02218
OG0000733	Prbb.g_01888	Syao.g_01427
OG0000734	Prbb.g_01533	Syao.g_02592
OG0000735	Prbb.g_01531	Syao.g_00140
OG0000736	Prbb.g_01530	Syao.g_00139
OG0000737	Prbb.g_01529	Syao.g_00138
OG0000738	Prbb.g_01525	Syao.g_00132
OG0000739	Prbb.g_01524	Syao.g_00131
OG0000740	Prbb.g_01523	Syao.g_00130
OG0000741	Prbb.g_01521	Syao.g_00127
OG0000742	Prbb.g_01518	Syao.g_00124
OG0000743	Prbb.g_01516	Syao.g_00217
OG0000744	Prbb.g_01515	Syao.g_00216
OG0000745	Prbb.g_01513	Syao.g_00213
OG0000746	Prbb.g_01511	Syao.g_00210
OG0000747	Prbb.g_01510	Syao.g_00208
OG0000748	Prbb.g_01506	Syao.g_00193
OG0000749	Prbb.g_01505	Syao.g_00192
OG0000750	Prbb.g_01504	Syao.g_00191
OG0000751	Prbb.g_01501	Syao.g_00185
OG0000752	Prbb.g_01499	Syao.g_00183
OG0000753	Prbb.g_01497	Syao.g_00180
OG0000754	Prbb.g_01493	Syao.g_00175
OG0000755	Prbb.g_01488	Syao.g_00021
OG0000756	Prbb.g_01487	Syao.g_00229
OG0000757	Prbb.g_01480	Syao.g_00252
OG0000758	Prbb.g_01479	Syao.g_00251
OG0000759	Prbb.g_01478	Syao.g_00250
OG0000760	Prbb.g_01477	Syao.g_00249
OG0000761	Prbb.g_01476	Syao.g_00248
OG0000762	Prbb.g_01475	Syao.g_00246
OG0000763	Prbb.g_01473	Syao.g_00242
OG0000764	Prbb.g_01472	Syao.g_00241
OG0000765	Prbb.g_01463	Syao.g_00267
OG0000766	Prbb.g_01462	Syao.g_00266
OG0000767	Prbb.g_01461	Syao.g_00264
OG0000768	Prbb.g_01460	Syao.g_00263
OG0000769	Prbb.g_01458	Syao.g_00261
OG0000770	Prbb.g_01457	Syao.g_00257
OG0000771	Prbb.g_01060	Syao.g_00506
OG0000772	Prbb.g_01291	Syao.g_01523
OG0000773	Prbb.g_01577	Syao.g_01447
OG0000774	Prbb.g_01580	Syao.g_01442
OG0000775	Prbb.g_01581	Syao.g_01440
OG0000776	Prbb.g_01582	Syao.g_01439
OG0000777	Prbb.g_01583	Syao.g_01438
OG0000778	Prbb.g_01584	Syao.g_01437
OG0000779	Prbb.g_01588	Syao.g_01469
OG0000780	Prbb.g_01589	Syao.g_01456
OG0000781	Prbb.g_01592	Syao.g_01452
OG0000782	Prbb.g_01593	Syao.g_01451
OG0000783	Prbb.g_01594	Syao.g_01450
OG0000784	Prbb.g_01595	Syao.g_01449
OG0000785	Prbb.g_01597	Syao.g_01481
OG0000786	Prbb.g_01600	Syao.g_01473
OG0000787	Prbb.g_01601	Syao.g_01472
OG0000788	Prbb.g_00746	Syao.g_00870
OG0000789	Prbb.g_01057	Syao.g_00623
OG0000790	Prbb.g_01644	Syao.g_00041, Syao.g_00315
OG0000791	Prbb.g_01646	Syao.g_00043
OG0000792	Prbb.g_01647	Syao.g_00044
OG0000793	Prbb.g_01650	Syao.g_02700
OG0000794	Prbb.g_01651	Syao.g_02703
OG0000795	Prbb.g_01652	Syao.g_02704
OG0000796	Prbb.g_01656	Syao.g_02708
OG0000797	Prbb.g_01657	Syao.g_02709
OG0000799	Prbb.g_01668	Syao.g_01525
OG0000800	Prbb.g_01669	Syao.g_01526
OG0000801	Prbb.g_01670	Syao.g_01527
OG0000802	Prbb.g_01672	Syao.g_01531
OG0000803	Prbb.g_01674	Syao.g_01534
OG0000804	Prbb.g_01675	Syao.g_01537
OG0000805	Prbb.g_01677	Syao.g_01502
OG0000806	Prbb.g_01679	Syao.g_01504
OG0000807	Prbb.g_01680	Syao.g_01506
OG0000808	Prbb.g_01681	Syao.g_01507
OG0000809	Prbb.g_01684	Syao.g_01511
OG0000810	Prbb.g_01685	Syao.g_01482
OG0000811	Prbb.g_01689	Syao.g_01490
OG0000812	Prbb.g_01691	Syao.g_01492
OG0000813	Prbb.g_01692	Syao.g_01493
OG0000814	Prbb.g_01694	Syao.g_01495
OG0000815	Prbb.g_01695	Syao.g_01499
OG0000816	Prbb.g_01697	Syao.g_01471
OG0000817	Prbb.g_01698	Syao.g_01519
OG0000818	Prbb.g_01702	Syao.g_00062
OG0000819	Prbb.g_01703	Syao.g_00063
OG0000820	Prbb.g_01704	Syao.g_00064
OG0000821	Prbb.g_01707	Syao.g_00070
OG0000822	Prbb.g_01708	Syao.g_00072
OG0000823	Prbb.g_01709	Syao.g_00073
OG0000824	Prbb.g_01712	Syao.g_00079
OG0000825	Prbb.g_01713	Syao.g_00080
OG0000826	Prbb.g_01714	Syao.g_00081
OG0000827	Prbb.g_01715	Syao.g_00082
OG0000828	Prbb.g_01718	Syao.g_00085
OG0000829	Prbb.g_01719	Syao.g_00086
OG0000830	Prbb.g_01720	Syao.g_00087
OG0000831	Prbb.g_01722	Syao.g_00089
OG0000832	Prbb.g_01732	Syao.g_01696
OG0000833	Prbb.g_01740	Syao.g_01612
OG0000834	Prbb.g_01741	Syao.g_01610
OG0000835	Prbb.g_01742	Syao.g_01609
OG0000836	Prbb.g_01744	Syao.g_01606
OG0000837	Prbb.g_01745	Syao.g_01605
OG0000838	Prbb.g_01747	Syao.g_01601
OG0000839	Prbb.g_01748	Syao.g_01600
OG0000840	Prbb.g_01749	Syao.g_01599
OG0000841	Prbb.g_01750	Syao.g_01598
OG0000842	Prbb.g_01751	Syao.g_01597
OG0000843	Prbb.g_01752	Syao.g_01596
OG0000844	Prbb.g_01753	Syao.g_01594
OG0000845	Prbb.g_01754	Syao.g_01593
OG0000846	Prbb.g_01755	Syao.g_01592
OG0000847	Prbb.g_01756	Syao.g_01591
OG0000848	Prbb.g_01757	Syao.g_01589
OG0000849	Prbb.g_01758	Syao.g_01588
OG0000850	Prbb.g_01760	Syao.g_01585
OG0000851	Prbb.g_01761	Syao.g_01582
OG0000852	Prbb.g_01762	Syao.g_01581
OG0000853	Prbb.g_01767	Syao.g_01577
OG0000854	Prbb.g_01769	Syao.g_01575
OG0000855	Prbb.g_01770	Syao.g_01574
OG0000856	Prbb.g_01659	Syao.g_01327
OG0000857	Prbb.g_00799	Syao.g_00774
OG0000858	Prbb.g_01817	Syao.g_01567
OG0000859	Prbb.g_01818	Syao.g_01566
OG0000860	Prbb.g_01825	Syao.g_01552
OG0000861	Prbb.g_01826	Syao.g_01551
OG0000862	Prbb.g_01827	Syao.g_01542
OG0000863	Prbb.g_01828	Syao.g_01540
OG0000864	Prbb.g_01829	Syao.g_01017
OG0000866	Prbb.g_01831	Syao.g_01686
OG0000867	Prbb.g_01832	Syao.g_01685
OG0000868	Prbb.g_01833	Syao.g_01682
OG0000869	Prbb.g_01836	Syao.g_01677
OG0000870	Prbb.g_01841	Syao.g_01672
OG0000871	Prbb.g_01842	Syao.g_01671
OG0000872	Prbb.g_01843	Syao.g_01665
OG0000873	Prbb.g_01846	Syao.g_01662
OG0000874	Prbb.g_01849	Syao.g_01660
OG0000875	Prbb.g_01851	Syao.g_01658
OG0000876	Prbb.g_01852	Syao.g_00536
OG0000877	Prbb.g_01854	Syao.g_01654
OG0000878	Prbb.g_01855	Syao.g_01653
OG0000879	Prbb.g_01856	Syao.g_01652
OG0000880	Prbb.g_01857	Syao.g_01651
OG0000881	Prbb.g_01860	Syao.g_01647
OG0000882	Prbb.g_01865	Syao.g_01642
OG0000883	Prbb.g_01867	Syao.g_01638
OG0000884	Prbb.g_01869	Syao.g_01636
OG0000885	Prbb.g_01870	Syao.g_01635
OG0000886	Prbb.g_01871	Syao.g_01634
OG0000887	Prbb.g_01872	Syao.g_01633
OG0000888	Prbb.g_01874	Syao.g_01631
OG0000889	Prbb.g_01876	Syao.g_01629
OG0000890	Prbb.g_01877	Syao.g_01626
OG0000891	Prbb.g_01878	Syao.g_01625
OG0000892	Prbb.g_01880	Syao.g_01695
OG0000893	Prbb.g_01922	Syao.g_01934
OG0000894	Prbb.g_01925	Syao.g_01937
OG0000895	Prbb.g_01928	Syao.g_01916
OG0000896	Prbb.g_01929	Syao.g_01917
OG0000897	Prbb.g_01931	Syao.g_01919
OG0000898	Prbb.g_01932	Syao.g_01920
OG0000899	Prbb.g_01933	Syao.g_01921
OG0000900	Prbb.g_01934	Syao.g_01922
OG0000901	Prbb.g_01937	Syao.g_01927
OG0000902	Prbb.g_01939	Syao.g_01929
OG0000903	Prbb.g_01948	Syao.g_01798
OG0000904	Prbb.g_01943	Syao.g_01804
OG0000905	Prbb.g_01941	Syao.g_01862
OG0000906	Prbb.g_01940	Syao.g_01931
OG0000907	Prbb.g_01958	Syao.g_01796
OG0000908	Prbb.g_01961	Syao.g_01793
OG0000909	Prbb.g_01962	Syao.g_01792
OG0000910	Prbb.g_01963	Syao.g_01791
OG0000911	Prbb.g_01965	Syao.g_01789
OG0000912	Prbb.g_01966	Syao.g_01788
OG0000913	Prbb.g_01967	Syao.g_01787
OG0000914	Prbb.g_01968	Syao.g_01786
OG0000915	Prbb.g_01969	Syao.g_01784
OG0000916	Prbb.g_01970	Syao.g_01783
OG0000917	Prbb.g_01971	Syao.g_01782
OG0000918	Prbb.g_01972	Syao.g_01781
OG0000919	Prbb.g_01973	Syao.g_01780
OG0000920	Prbb.g_01974	Syao.g_01779
OG0000921	Prbb.g_01975	Syao.g_01778
OG0000922	Prbb.g_01976	Syao.g_01777
OG0000923	Prbb.g_01980	Syao.g_01772
OG0000924	Prbb.g_01981	Syao.g_01771
OG0000925	Prbb.g_01982	Syao.g_01770
OG0000926	Prbb.g_01983	Syao.g_01769
OG0000927	Prbb.g_01985	Syao.g_01767
OG0000928	Prbb.g_01986	Syao.g_01766
OG0000929	Prbb.g_01987	Syao.g_01765
OG0000930	Prbb.g_01988	Syao.g_01764
OG0000931	Prbb.g_01989	Syao.g_01763
OG0000932	Prbb.g_01990	Syao.g_01762
OG0000933	Prbb.g_01994	Syao.g_01811
OG0000934	Prbb.g_01996	Syao.g_01809
OG0000935	Prbb.g_01997	Syao.g_01808
OG0000936	Prbb.g_01998	Syao.g_01843
OG0000937	Prbb.g_01999	Syao.g_01842
OG0000938	Prbb.g_02002	Syao.g_01839
OG0000939	Prbb.g_02003	Syao.g_01838
OG0000940	Prbb.g_02010	Syao.g_01830
OG0000941	Prbb.g_02012	Syao.g_01828
OG0000942	Prbb.g_02014	Syao.g_01826
OG0000943	Prbb.g_02015	Syao.g_01824
OG0000944	Prbb.g_02017	Syao.g_01822
OG0000945	Prbb.g_02018	Syao.g_01821
OG0000946	Prbb.g_02024	Syao.g_01852
OG0000947	Prbb.g_02026	Syao.g_01849
OG0000948	Prbb.g_02027	Syao.g_01848
OG0000949	Prbb.g_02030	Syao.g_01970
OG0000950	Prbb.g_02035	Syao.g_01957
OG0000951	Prbb.g_02039	Syao.g_02262
OG0000952	Prbb.g_02043	Syao.g_02266
OG0000953	Prbb.g_02047	Syao.g_02130
OG0000954	Prbb.g_02051	Syao.g_02135
OG0000955	Prbb.g_02052	Syao.g_02136
OG0000956	Prbb.g_02054	Syao.g_02138
OG0000957	Prbb.g_02059	Syao.g_01951
OG0000958	Prbb.g_02060	Syao.g_01950
OG0000959	Prbb.g_02064	Syao.g_01947
OG0000960	Prbb.g_02065	Syao.g_01946
OG0000961	Prbb.g_02068	Syao.g_02496
OG0000962	Prbb.g_02070	Syao.g_02191
OG0000963	Prbb.g_02075	Syao.g_02186
OG0000964	Prbb.g_02076	Syao.g_02185
OG0000965	Prbb.g_02077	Syao.g_02184
OG0000966	Prbb.g_02099	Syao.g_02172
OG0000967	Prbb.g_02103	Syao.g_02167
OG0000968	Prbb.g_02105	Syao.g_02199
OG0000969	Prbb.g_02106	Syao.g_02200
OG0000970	Prbb.g_02107	Syao.g_02201
OG0000971	Prbb.g_02108	Syao.g_02203
OG0000972	Prbb.g_02109	Syao.g_02204
OG0000973	Prbb.g_02110	Syao.g_02205
OG0000974	Prbb.g_02111	Syao.g_02206
OG0000975	Prbb.g_02112	Syao.g_02207
OG0000976	Prbb.g_02113	Syao.g_02208
OG0000977	Prbb.g_02114	Syao.g_02210
OG0000978	Prbb.g_02115	Syao.g_02211
OG0000979	Prbb.g_02118	Syao.g_02214
OG0000980	Prbb.g_02120	Syao.g_02217
OG0000981	Prbb.g_02123	Syao.g_02220
OG0000982	Prbb.g_02125	Syao.g_02437
OG0000983	Prbb.g_02126	Syao.g_02438
OG0000984	Prbb.g_02127	Syao.g_02439
OG0000985	Prbb.g_02130	Syao.g_02443
OG0000986	Prbb.g_02132	Syao.g_02445
OG0000987	Prbb.g_02133	Syao.g_02447
OG0000988	Prbb.g_02136	Syao.g_02452
OG0000989	Prbb.g_02140	Syao.g_02368
OG0000990	Prbb.g_02145	Syao.g_02362
OG0000991	Prbb.g_02146	Syao.g_02354
OG0000992	Prbb.g_02149	Syao.g_02279
OG0000993	Prbb.g_02150	Syao.g_02280
OG0000994	Prbb.g_02151	Syao.g_02283
OG0000995	Prbb.g_02155	Syao.g_02287
OG0000996	Prbb.g_02156	Syao.g_02305
OG0000997	Prbb.g_02164	Syao.g_02326
OG0000998	Prbb.g_02166	Syao.g_02328
OG0000999	Prbb.g_02167	Syao.g_02329
OG0001000	Prbb.g_02170	Syao.g_02333
OG0001001	Prbb.g_02173	Syao.g_02338
OG0001002	Prbb.g_02178	Syao.g_02345
OG0001003	Prbb.g_02180	Syao.g_02347
OG0001004	Prbb.g_02181	Syao.g_02348
OG0001005	Prbb.g_02182	Syao.g_02194
OG0001006	Prbb.g_02187	Syao.g_02159
OG0001007	Prbb.g_02189	Syao.g_02161
OG0001008	Prbb.g_00442	Syao.g_01737
OG0001009	Prbb.g_00028	Syao.g_02239
OG0001010	Prbb.g_00029	Syao.g_02238
OG0001011	Prbb.g_00030	Syao.g_02236
OG0001012	Prbb.g_00058	Syao.g_00322
OG0001013	Prbb.g_00063	Syao.g_02413
OG0001014	Prbb.g_00066	Syao.g_02407
OG0001015	Prbb.g_00067	Syao.g_02406
OG0001016	Prbb.g_00128	Syao.g_02622
OG0001017	Prbb.g_00132	Syao.g_02628
OG0001018	Prbb.g_00135	Syao.g_02630
OG0001019	Prbb.g_00144	Syao.g_02654
OG0001020	Prbb.g_00145	Syao.g_02663
OG0001021	Prbb.g_00146	Syao.g_02666
OG0001022	Prbb.g_00149	Syao.g_02670
OG0001023	Prbb.g_00150	Syao.g_02671
OG0001024	Prbb.g_00153	Syao.g_01018
OG0001025	Prbb.g_00160	Syao.g_02597
OG0001026	Prbb.g_00168	Syao.g_02594
OG0001027	Prbb.g_00169	Syao.g_02564
OG0001028	Prbb.g_00171	Syao.g_02568
OG0001029	Prbb.g_00173	Syao.g_02570
OG0001030	Prbb.g_00189	Syao.g_02545
OG0001031	Prbb.g_00243	Syao.g_02528
OG0001032	Prbb.g_00244	Syao.g_02530
OG0001033	Prbb.g_00264	Syao.g_01016
OG0001034	Prbb.g_00293	Syao.g_01704
OG0001035	Prbb.g_00310	Syao.g_02101
OG0001036	Prbb.g_00314	Syao.g_02096
OG0001037	Prbb.g_00315	Syao.g_02094
OG0001038	Prbb.g_00331	Syao.g_02065
OG0001040	Prbb.g_00335	Syao.g_02059
OG0001041	Prbb.g_00339	Syao.g_02055
OG0001042	Prbb.g_00355	Syao.g_02032
OG0001043	Prbb.g_00356	Syao.g_02028
OG0001044	Prbb.g_00393	Syao.g_01878
OG0001045	Prbb.g_00402	Syao.g_01865
OG0001046	Prbb.g_01124	Syao.g_00827
OG0001047	Prbb.g_00444	Syao.g_01739
OG0001048	Prbb.g_00445	Syao.g_01740
OG0001049	Prbb.g_00447	Syao.g_01616
OG0001050	Prbb.g_00448	Syao.g_01618
OG0001051	Prbb.g_00449	Syao.g_01619
OG0001052	Prbb.g_00475	Syao.g_02686
OG0001053	Prbb.g_00488	Syao.g_00025
OG0001054	Prbb.g_00502	Syao.g_00104
OG0001055	Prbb.g_00521	Syao.g_00156
OG0001056	Prbb.g_00539	Syao.g_01417
OG0001057	Prbb.g_00544	Syao.g_00879
OG0001058	Prbb.g_00553	Syao.g_00862
OG0001059	Prbb.g_00557	Syao.g_00858
OG0001060	Prbb.g_00564	Syao.g_00852
OG0001062	Prbb.g_00579	Syao.g_01050
OG0001063	Prbb.g_00580	Syao.g_01042
OG0001064	Prbb.g_00581	Syao.g_01041
OG0001065	Prbb.g_00582	Syao.g_01040
OG0001066	Prbb.g_00583	Syao.g_01039
OG0001067	Prbb.g_00584	Syao.g_01038
OG0001068	Prbb.g_00585	Syao.g_01037
OG0001069	Prbb.g_00586	Syao.g_01036
OG0001070	Prbb.g_00588	Syao.g_01032
OG0001071	Prbb.g_00589	Syao.g_01031
OG0001072	Prbb.g_00590	Syao.g_01027
OG0001073	Prbb.g_00604	Syao.g_00991
OG0001074	Prbb.g_00616	Syao.g_00392
OG0001075	Prbb.g_00617	Syao.g_00391
OG0001076	Prbb.g_00624	Syao.g_01339
OG0001077	Prbb.g_00629	Syao.g_01323
OG0001078	Prbb.g_00637	Syao.g_00895
OG0001079	Prbb.g_00648	Syao.g_00911
OG0001081	Prbb.g_00656	Syao.g_00925
OG0001082	Prbb.g_00657	Syao.g_00926
OG0001083	Prbb.g_00662	Syao.g_00934
OG0001084	Prbb.g_00664	Syao.g_00935
OG0001085	Prbb.g_00674	Syao.g_00947
OG0001086	Prbb.g_00675	Syao.g_00949
OG0001087	Prbb.g_00694	Syao.g_01419
OG0001088	Prbb.g_00695	Syao.g_00211
OG0001089	Prbb.g_00705	Syao.g_00376
OG0001090	Prbb.g_00714	Syao.g_00494
OG0001091	Prbb.g_00716	Syao.g_00491
OG0001092	Prbb.g_00717	Syao.g_00489
OG0001093	Prbb.g_00722	Syao.g_00482
OG0001094	Prbb.g_00777	Syao.g_00750
OG0001095	Prbb.g_00796	Syao.g_00771
OG0001096	Prbb.g_00811	Syao.g_00786
OG0001097	Prbb.g_00830	Syao.g_00552
OG0001098	Prbb.g_00847	Syao.g_00731
OG0001099	Prbb.g_00917	Syao.g_02569
OG0001100	Prbb.g_00924	Syao.g_00957
OG0001101	Prbb.g_00926	Syao.g_00959
OG0001102	Prbb.g_00929	Syao.g_00962
OG0001103	Prbb.g_00931	Syao.g_00964
OG0001105	Prbb.g_00767	Syao.g_00736
OG0001106	Prbb.g_00979	Syao.g_00688
OG0001107	Prbb.g_00989	Syao.g_00676
OG0001108	Prbb.g_00993	Syao.g_00669
OG0001109	Prbb.g_00994	Syao.g_00667
OG0001110	Prbb.g_00996	Syao.g_00665
OG0001111	Prbb.g_00997	Syao.g_00663
OG0001112	Prbb.g_00998	Syao.g_00661
OG0001113	Prbb.g_00999	Syao.g_00660
OG0001114	Prbb.g_01000	Syao.g_00659
OG0001115	Prbb.g_01002	Syao.g_00832
OG0001116	Prbb.g_01003	Syao.g_00830
OG0001117	Prbb.g_01004	Syao.g_00829
OG0001118	Prbb.g_01005	Syao.g_00828
OG0001119	Prbb.g_01006	Syao.g_00826
OG0001120	Prbb.g_01007	Syao.g_00822
OG0001121	Prbb.g_01627	Syao.g_01294
OG0001122	Prbb.g_01038	Syao.g_00445
OG0001123	Prbb.g_01043	Syao.g_00451
OG0001124	Prbb.g_01045	Syao.g_00453
OG0001125	Prbb.g_01047	Syao.g_00456
OG0001126	Prbb.g_01058	Syao.g_00504
OG0001127	Prbb.g_01059	Syao.g_00505
OG0001128	Prbb.g_01062	Syao.g_00508
OG0001129	Prbb.g_01063	Syao.g_00510
OG0001130	Prbb.g_01064	Syao.g_00511
OG0001131	Prbb.g_00897	Syao.g_01387
OG0001132	Prbb.g_01108	Syao.g_01221
OG0001133	Prbb.g_01085	Syao.g_01333
OG0001134	Prbb.g_01887	Syao.g_01428
OG0001135	Prbb.g_01890	Syao.g_01424
OG0001136	Prbb.g_01520	Syao.g_00126
