Orthogroup	Prbb	Syas
OG0000581	Prbb.g_00606	Syas.g_00861
OG0000582	Prbb.g_00609	Syas.g_00873
OG0000583	Prbb.g_00610	Syas.g_00872
OG0000584	Prbb.g_00611	Syas.g_00871
OG0000585	Prbb.g_00613	Syas.g_00868
OG0000586	Prbb.g_00614	Syas.g_00867
OG0000587	Prbb.g_00615	Syas.g_00865
OG0000588	Prbb.g_00619	Syas.g_00960
OG0000589	Prbb.g_00622	Syas.g_00121
OG0000590	Prbb.g_00623	Syas.g_00120
OG0000591	Prbb.g_00626	Syas.g_00106
OG0000592	Prbb.g_00627	Syas.g_00105
OG0000593	Prbb.g_00633	Syas.g_00750
OG0000594	Prbb.g_00634	Syas.g_00749
OG0000595	Prbb.g_00635	Syas.g_00748
OG0000596	Prbb.g_00639	Syas.g_00743
OG0000597	Prbb.g_00641	Syas.g_00740
OG0000598	Prbb.g_00642	Syas.g_00739
OG0000599	Prbb.g_00645	Syas.g_00732
OG0000600	Prbb.g_00646	Syas.g_00731
OG0000601	Prbb.g_00647	Syas.g_00730
OG0000602	Prbb.g_00649	Syas.g_00725
OG0000603	Prbb.g_00650	Syas.g_00724
OG0000604	Prbb.g_00651	Syas.g_00721
OG0000605	Prbb.g_00652	Syas.g_00719
OG0000606	Prbb.g_00655	Syas.g_00716
OG0000607	Prbb.g_00658	Syas.g_00713
OG0000608	Prbb.g_00659	Syas.g_00712
OG0000609	Prbb.g_00660	Syas.g_00710
OG0000610	Prbb.g_00667	Syas.g_00702
OG0000611	Prbb.g_00670	Syas.g_00699
OG0000612	Prbb.g_00671	Syas.g_00698
OG0000613	Prbb.g_00677	Syas.g_01825
OG0000614	Prbb.g_00700	Syas.g_01044
OG0000615	Prbb.g_00708	Syas.g_00650
OG0000616	Prbb.g_02176	Syas.g_02011
OG0000617	Prbb.g_00719	Syas.g_00180
OG0000618	Prbb.g_00720	Syas.g_00181
OG0000619	Prbb.g_00721	Syas.g_00182
OG0000620	Prbb.g_00724	Syas.g_00188
OG0000621	Prbb.g_00725	Syas.g_00189
OG0000622	Prbb.g_00726	Syas.g_00190
OG0000623	Prbb.g_00727	Syas.g_00191
OG0000624	Prbb.g_00729	Syas.g_00192
OG0000625	Prbb.g_00730	Syas.g_00193
OG0000626	Prbb.g_00731	Syas.g_00194
OG0000627	Prbb.g_00733	Syas.g_00372
OG0000628	Prbb.g_00734	Syas.g_00373
OG0000629	Prbb.g_00735	Syas.g_00376
OG0000630	Prbb.g_00738	Syas.g_00397
OG0000631	Prbb.g_00962	Syas.g_00405
OG0000632	Prbb.g_00963	Syas.g_00406
OG0000633	Prbb.g_00964	Syas.g_00407
OG0000634	Prbb.g_00779	Syas.g_00600
OG0000635	Prbb.g_00780	Syas.g_00599
OG0000636	Prbb.g_00782	Syas.g_00597
OG0000637	Prbb.g_00784	Syas.g_00595
OG0000638	Prbb.g_00785	Syas.g_00594
OG0000639	Prbb.g_00786	Syas.g_00593
OG0000640	Prbb.g_00787	Syas.g_00592
OG0000641	Prbb.g_00791	Syas.g_00587
OG0000642	Prbb.g_00792	Syas.g_00586
OG0000643	Prbb.g_00793	Syas.g_00585
OG0000644	Prbb.g_00794	Syas.g_00584
OG0000645	Prbb.g_00795	Syas.g_00583
OG0000646	Prbb.g_00798	Syas.g_00580
OG0000647	Prbb.g_00800	Syas.g_00578
OG0000648	Prbb.g_00802	Syas.g_00576
OG0000649	Prbb.g_00803	Syas.g_00575
OG0000650	Prbb.g_00804	Syas.g_00574
OG0000651	Prbb.g_00805	Syas.g_00573
OG0000652	Prbb.g_00806	Syas.g_00572
OG0000653	Prbb.g_00808	Syas.g_00570
OG0000654	Prbb.g_00809	Syas.g_00569
OG0000655	Prbb.g_00810	Syas.g_00568
OG0000656	Prbb.g_00813	Syas.g_00565
OG0000657	Prbb.g_00819	Syas.g_00232
OG0000658	Prbb.g_00821	Syas.g_00235
OG0000659	Prbb.g_00822	Syas.g_00236
OG0000660	Prbb.g_00827	Syas.g_00240
OG0000661	Prbb.g_00829	Syas.g_00242
OG0000662	Prbb.g_00831	Syas.g_00281
OG0000663	Prbb.g_00833	Syas.g_00284
OG0000664	Prbb.g_00834	Syas.g_00287
OG0000665	Prbb.g_00838	Syas.g_00385
OG0000666	Prbb.g_00839	Syas.g_01362
OG0000667	Prbb.g_00843	Syas.g_00088
OG0000668	Prbb.g_00914	Syas.g_00221
OG0000669	Prbb.g_00922	Syas.g_00684
OG0000670	Prbb.g_00925	Syas.g_00681
OG0000671	Prbb.g_00927	Syas.g_00679
OG0000672	Prbb.g_00930	Syas.g_00676
OG0000673	Prbb.g_00933	Syas.g_00673
OG0000674	Prbb.g_00935	Syas.g_00671
OG0000675	Prbb.g_00936	Syas.g_00670
OG0000676	Prbb.g_00938	Syas.g_00668
OG0000677	Prbb.g_00939	Syas.g_00667
OG0000678	Prbb.g_00942	Syas.g_00660
OG0000679	Prbb.g_00946	Syas.g_00629
OG0000680	Prbb.g_00947	Syas.g_00628
OG0000681	Prbb.g_00950	Syas.g_00625
OG0000682	Prbb.g_00951	Syas.g_00624
OG0000683	Prbb.g_00952	Syas.g_00623
OG0000684	Prbb.g_00762	Syas.g_00621
OG0000685	Prbb.g_00764	Syas.g_00187
OG0000686	Prbb.g_00765	Syas.g_00619
OG0000687	Prbb.g_00766	Syas.g_00618
OG0000688	Prbb.g_00769	Syas.g_00612
OG0000689	Prbb.g_00770	Syas.g_00610
OG0000690	Prbb.g_00771	Syas.g_00609
OG0000691	Prbb.g_00772	Syas.g_00608
OG0000692	Prbb.g_00774	Syas.g_00606
OG0000693	Prbb.g_00775	Syas.g_00604
OG0000694	Prbb.g_00776	Syas.g_00603
OG0000695	Prbb.g_00966	Syas.g_00410
OG0000696	Prbb.g_00967	Syas.g_00411
OG0000697	Prbb.g_00968	Syas.g_00413
OG0000698	Prbb.g_00971	Syas.g_00417
OG0000699	Prbb.g_00972	Syas.g_00419
OG0000700	Prbb.g_00973	Syas.g_00420
OG0000701	Prbb.g_00974	Syas.g_00421
OG0000702	Prbb.g_00976	Syas.g_00437
OG0000703	Prbb.g_00977	Syas.g_00438
OG0000704	Prbb.g_00978	Syas.g_00446
OG0000705	Prbb.g_00984	Syas.g_00453
OG0000706	Prbb.g_00985	Syas.g_00454
OG0000707	Prbb.g_00986	Syas.g_00455
OG0000708	Prbb.g_00988	Syas.g_00458
OG0000709	Prbb.g_00992	Syas.g_00466
OG0000710	Prbb.g_00995	Syas.g_00497
OG0000711	Prbb.g_01010	Syas.g_00546
OG0000712	Prbb.g_01012	Syas.g_00548
OG0000713	Prbb.g_01013	Syas.g_00549
OG0000714	Prbb.g_01014	Syas.g_00551
OG0000715	Prbb.g_01016	Syas.g_00553
OG0000716	Prbb.g_01017	Syas.g_00556
OG0000717	Prbb.g_01018	Syas.g_00557
OG0000718	Prbb.g_01036	Syas.g_00561
OG0000719	Prbb.g_01037	Syas.g_00223
OG0000720	Prbb.g_01048	Syas.g_00209
OG0000721	Prbb.g_01049	Syas.g_00207
OG0000722	Prbb.g_01050	Syas.g_00206
OG0000723	Prbb.g_01054	Syas.g_00196
OG0000724	Prbb.g_01065	Syas.g_00999
OG0000725	Prbb.g_00891	Syas.g_01024
OG0000726	Prbb.g_00890	Syas.g_01025
OG0000727	Prbb.g_00889	Syas.g_01026
OG0000728	Prbb.g_00887	Syas.g_01028
OG0000729	Prbb.g_02071	Syas.g_02145
OG0000730	Prbb.g_00392	Syas.g_01544
OG0000731	Prbb.g_00400	Syas.g_01532
OG0000732	Prbb.g_02121	Syas.g_02086
OG0000733	Prbb.g_01888	Syas.g_00096
OG0000734	Prbb.g_01533	Syas.g_02414
OG0000735	Prbb.g_01531	Syas.g_01201
OG0000736	Prbb.g_01530	Syas.g_01200
OG0000737	Prbb.g_01529	Syas.g_01199
OG0000738	Prbb.g_01525	Syas.g_01193
OG0000739	Prbb.g_01524	Syas.g_01192
OG0000740	Prbb.g_01523	Syas.g_01191
OG0000741	Prbb.g_01521	Syas.g_01188
OG0000742	Prbb.g_01518	Syas.g_01185
OG0000743	Prbb.g_01516	Syas.g_01182
OG0000744	Prbb.g_01515	Syas.g_01181
OG0000745	Prbb.g_01513	Syas.g_01178
OG0000746	Prbb.g_01511	Syas.g_01176
OG0000747	Prbb.g_01510	Syas.g_01174
OG0000748	Prbb.g_01506	Syas.g_01146
OG0000749	Prbb.g_01505	Syas.g_01144
OG0000750	Prbb.g_01504	Syas.g_01143
OG0000751	Prbb.g_01501	Syas.g_01138
OG0000752	Prbb.g_01499	Syas.g_01136
OG0000753	Prbb.g_01497	Syas.g_01133
OG0000754	Prbb.g_01493	Syas.g_01128
OG0000755	Prbb.g_01488	Syas.g_01117
OG0000756	Prbb.g_01487	Syas.g_01116
OG0000757	Prbb.g_01480	Syas.g_01108
OG0000758	Prbb.g_01479	Syas.g_01107
OG0000759	Prbb.g_01478	Syas.g_01106
OG0000760	Prbb.g_01477	Syas.g_01105
OG0000761	Prbb.g_01476	Syas.g_01104
OG0000762	Prbb.g_01475	Syas.g_01102
OG0000763	Prbb.g_01473	Syas.g_01091
OG0000764	Prbb.g_01472	Syas.g_01090
OG0000765	Prbb.g_01463	Syas.g_01076
OG0000766	Prbb.g_01462	Syas.g_01075
OG0000767	Prbb.g_01461	Syas.g_01073
OG0000768	Prbb.g_01460	Syas.g_01072
OG0000769	Prbb.g_01458	Syas.g_01070
OG0000770	Prbb.g_01457	Syas.g_01067
OG0000771	Prbb.g_01060	Syas.g_00993
OG0000772	Prbb.g_01291	Syas.g_01461
OG0000773	Prbb.g_01577	Syas.g_00002
OG0000774	Prbb.g_01580	Syas.g_02862
OG0000775	Prbb.g_01581	Syas.g_02860
OG0000776	Prbb.g_01582	Syas.g_02859
OG0000777	Prbb.g_01583	Syas.g_02858
OG0000778	Prbb.g_01584	Syas.g_02857
OG0000779	Prbb.g_01588	Syas.g_02852
OG0000780	Prbb.g_01589	Syas.g_02847
OG0000781	Prbb.g_01592	Syas.g_02842
OG0000782	Prbb.g_01593	Syas.g_02841
OG0000783	Prbb.g_01594	Syas.g_02840
OG0000784	Prbb.g_01595	Syas.g_02839
OG0000785	Prbb.g_01597	Syas.g_02837
OG0000786	Prbb.g_01600	Syas.g_02833
OG0000787	Prbb.g_01601	Syas.g_02832
OG0000788	Prbb.g_00746	Syas.g_00782
OG0000789	Prbb.g_01057	Syas.g_01507
OG0000790	Prbb.g_01644	Syas.g_01266
OG0000791	Prbb.g_01646	Syas.g_01268
OG0000792	Prbb.g_01647	Syas.g_01269
OG0000793	Prbb.g_01650	Syas.g_01359
OG0000794	Prbb.g_01651	Syas.g_01361
OG0000795	Prbb.g_01652	Syas.g_01363
OG0000796	Prbb.g_01656	Syas.g_01368
OG0000797	Prbb.g_01657	Syas.g_01369
OG0000798	Prbb.g_00858	Syas.g_02134
OG0000799	Prbb.g_01668	Syas.g_02789
OG0000800	Prbb.g_01669	Syas.g_02790
OG0000801	Prbb.g_01670	Syas.g_02791
OG0000802	Prbb.g_01672	Syas.g_02797
OG0000803	Prbb.g_01674	Syas.g_02800
OG0000804	Prbb.g_01675	Syas.g_02803
OG0000805	Prbb.g_01677	Syas.g_02805
OG0000806	Prbb.g_01679	Syas.g_02807
OG0000807	Prbb.g_01680	Syas.g_02808
OG0000808	Prbb.g_01681	Syas.g_02809
OG0000809	Prbb.g_01684	Syas.g_02811
OG0000810	Prbb.g_01685	Syas.g_02813
OG0000811	Prbb.g_01689	Syas.g_02822
OG0000812	Prbb.g_01691	Syas.g_02824
OG0000813	Prbb.g_01692	Syas.g_02825
OG0000814	Prbb.g_01694	Syas.g_02827
OG0000815	Prbb.g_01695	Syas.g_02829
OG0000816	Prbb.g_01697	Syas.g_02831
OG0000817	Prbb.g_01698	Syas.g_02753
OG0000818	Prbb.g_01702	Syas.g_01282
OG0000819	Prbb.g_01703	Syas.g_01283
OG0000820	Prbb.g_01704	Syas.g_01284
OG0000821	Prbb.g_01707	Syas.g_01289
OG0000822	Prbb.g_01708	Syas.g_01291
OG0000823	Prbb.g_01709	Syas.g_01292
OG0000824	Prbb.g_01712	Syas.g_01297
OG0000825	Prbb.g_01713	Syas.g_01298
OG0000826	Prbb.g_01714	Syas.g_01299
OG0000827	Prbb.g_01715	Syas.g_01300
OG0000828	Prbb.g_01718	Syas.g_01303
OG0000829	Prbb.g_01719	Syas.g_01304
OG0000830	Prbb.g_01720	Syas.g_01305
OG0000831	Prbb.g_01722	Syas.g_01308
OG0000832	Prbb.g_01732	Syas.g_01476
OG0000833	Prbb.g_01740	Syas.g_02738
OG0000834	Prbb.g_01741	Syas.g_02737
OG0000835	Prbb.g_01742	Syas.g_02736
OG0000836	Prbb.g_01744	Syas.g_02732
OG0000837	Prbb.g_01745	Syas.g_02731
OG0000838	Prbb.g_01747	Syas.g_02727
OG0000839	Prbb.g_01748	Syas.g_02726
OG0000840	Prbb.g_01749	Syas.g_02725
OG0000841	Prbb.g_01750	Syas.g_02724
OG0000842	Prbb.g_01751	Syas.g_02723
OG0000843	Prbb.g_01752	Syas.g_02722
OG0000844	Prbb.g_01753	Syas.g_02720
OG0000845	Prbb.g_01754	Syas.g_02719
OG0000846	Prbb.g_01755	Syas.g_02718
OG0000847	Prbb.g_01756	Syas.g_02717
OG0000848	Prbb.g_01757	Syas.g_02715
OG0000849	Prbb.g_01758	Syas.g_02714
OG0000850	Prbb.g_01760	Syas.g_02711
OG0000851	Prbb.g_01761	Syas.g_02708
OG0000852	Prbb.g_01762	Syas.g_02707
OG0000853	Prbb.g_01767	Syas.g_02703
OG0000854	Prbb.g_01769	Syas.g_02701
OG0000855	Prbb.g_01770	Syas.g_02700
OG0000856	Prbb.g_01659	Syas.g_00103
OG0000857	Prbb.g_00799	Syas.g_00579
OG0000858	Prbb.g_01817	Syas.g_02693
OG0000859	Prbb.g_01818	Syas.g_02692
OG0000860	Prbb.g_01825	Syas.g_02679
OG0000861	Prbb.g_01826	Syas.g_02678
OG0000862	Prbb.g_01827	Syas.g_02677
OG0000863	Prbb.g_01828	Syas.g_02675
OG0000864	Prbb.g_01829	Syas.g_02674
OG0000865	Prbb.g_01830	Syas.g_02673
OG0000866	Prbb.g_01831	Syas.g_02672
OG0000867	Prbb.g_01832	Syas.g_02671
OG0000868	Prbb.g_01833	Syas.g_02667
OG0000869	Prbb.g_01836	Syas.g_02662
OG0000870	Prbb.g_01841	Syas.g_02657
OG0000871	Prbb.g_01842	Syas.g_02656
OG0000872	Prbb.g_01843	Syas.g_02650
OG0000873	Prbb.g_01846	Syas.g_02647
OG0000874	Prbb.g_01849	Syas.g_02645
OG0000875	Prbb.g_01851	Syas.g_02644
OG0000876	Prbb.g_01852	Syas.g_00280
OG0000877	Prbb.g_01854	Syas.g_02603
OG0000878	Prbb.g_01855	Syas.g_02602
OG0000879	Prbb.g_01856	Syas.g_02601
OG0000880	Prbb.g_01857	Syas.g_02600
OG0000881	Prbb.g_01860	Syas.g_02596
OG0000882	Prbb.g_01865	Syas.g_02591
OG0000883	Prbb.g_01867	Syas.g_02586
OG0000884	Prbb.g_01869	Syas.g_02584
OG0000885	Prbb.g_01870	Syas.g_02583
OG0000886	Prbb.g_01871	Syas.g_02582
OG0000887	Prbb.g_01872	Syas.g_02581
OG0000888	Prbb.g_01874	Syas.g_02579
OG0000889	Prbb.g_01876	Syas.g_02577
OG0000890	Prbb.g_01877	Syas.g_02574
OG0000891	Prbb.g_01878	Syas.g_02573
OG0000892	Prbb.g_01880	Syas.g_02571
OG0000893	Prbb.g_01922	Syas.g_01677
OG0000894	Prbb.g_01925	Syas.g_01667
OG0000895	Prbb.g_01928	Syas.g_01663
OG0000896	Prbb.g_01929	Syas.g_01662
OG0000897	Prbb.g_01931	Syas.g_01660
OG0000898	Prbb.g_01932	Syas.g_01659
OG0000899	Prbb.g_01933	Syas.g_01658
OG0000900	Prbb.g_01934	Syas.g_01657
OG0000901	Prbb.g_01937	Syas.g_01652
OG0000902	Prbb.g_01939	Syas.g_01651
OG0000903	Prbb.g_01948	Syas.g_01637
OG0000904	Prbb.g_01943	Syas.g_01642
OG0000905	Prbb.g_01941	Syas.g_01647
OG0000906	Prbb.g_01940	Syas.g_01649
OG0000907	Prbb.g_01958	Syas.g_01635
OG0000908	Prbb.g_01961	Syas.g_01632
OG0000909	Prbb.g_01962	Syas.g_01631
OG0000910	Prbb.g_01963	Syas.g_01630
OG0000911	Prbb.g_01965	Syas.g_01628
OG0000912	Prbb.g_01966	Syas.g_01627
OG0000913	Prbb.g_01967	Syas.g_01626
OG0000914	Prbb.g_01968	Syas.g_01625
OG0000915	Prbb.g_01969	Syas.g_01623
OG0000916	Prbb.g_01970	Syas.g_01622
OG0000917	Prbb.g_01971	Syas.g_01621
OG0000918	Prbb.g_01972	Syas.g_01620
OG0000919	Prbb.g_01973	Syas.g_01619
OG0000920	Prbb.g_01974	Syas.g_01618
OG0000921	Prbb.g_01975	Syas.g_01617
OG0000922	Prbb.g_01976	Syas.g_01616
OG0000923	Prbb.g_01980	Syas.g_01612
OG0000924	Prbb.g_01981	Syas.g_01611
OG0000925	Prbb.g_01982	Syas.g_01610
OG0000926	Prbb.g_01983	Syas.g_01609
OG0000927	Prbb.g_01985	Syas.g_01607
OG0000928	Prbb.g_01986	Syas.g_01606
OG0000929	Prbb.g_01987	Syas.g_01605
OG0000930	Prbb.g_01988	Syas.g_01604
OG0000931	Prbb.g_01989	Syas.g_01603
OG0000932	Prbb.g_01990	Syas.g_01602
OG0000933	Prbb.g_01994	Syas.g_01596
OG0000934	Prbb.g_01996	Syas.g_01594
OG0000935	Prbb.g_01997	Syas.g_01593
OG0000936	Prbb.g_01998	Syas.g_01592
OG0000937	Prbb.g_01999	Syas.g_01591
OG0000938	Prbb.g_02002	Syas.g_01588
OG0000939	Prbb.g_02003	Syas.g_01587
OG0000940	Prbb.g_02010	Syas.g_01580
OG0000941	Prbb.g_02012	Syas.g_01578
OG0000942	Prbb.g_02014	Syas.g_01576
OG0000943	Prbb.g_02015	Syas.g_01575
OG0000944	Prbb.g_02017	Syas.g_01573
OG0000945	Prbb.g_02018	Syas.g_01572
OG0000946	Prbb.g_02024	Syas.g_01565
OG0000947	Prbb.g_02026	Syas.g_01562
OG0000948	Prbb.g_02027	Syas.g_01561
OG0000949	Prbb.g_02030	Syas.g_02213
OG0000950	Prbb.g_02035	Syas.g_02197
OG0000951	Prbb.g_02039	Syas.g_02190
OG0000952	Prbb.g_02043	Syas.g_02186
OG0000953	Prbb.g_02047	Syas.g_02182
OG0000954	Prbb.g_02051	Syas.g_02174
OG0000955	Prbb.g_02052	Syas.g_02173
OG0000956	Prbb.g_02054	Syas.g_02171
OG0000957	Prbb.g_02059	Syas.g_02158
OG0000958	Prbb.g_02060	Syas.g_02157
OG0000959	Prbb.g_02064	Syas.g_02154
OG0000960	Prbb.g_02065	Syas.g_02153
OG0000961	Prbb.g_02068	Syas.g_02345
OG0000962	Prbb.g_02070	Syas.g_02146
OG0000963	Prbb.g_02075	Syas.g_02143
OG0000964	Prbb.g_02076	Syas.g_02142
OG0000965	Prbb.g_02077	Syas.g_02141
OG0000966	Prbb.g_02099	Syas.g_02112
OG0000967	Prbb.g_02103	Syas.g_02108
OG0000968	Prbb.g_02105	Syas.g_02106
OG0000969	Prbb.g_02106	Syas.g_02104
OG0000970	Prbb.g_02107	Syas.g_02103
OG0000971	Prbb.g_02108	Syas.g_02101
OG0000972	Prbb.g_02109	Syas.g_02100
OG0000973	Prbb.g_02110	Syas.g_02099
OG0000974	Prbb.g_02111	Syas.g_02098
OG0000975	Prbb.g_02112	Syas.g_02097
OG0000976	Prbb.g_02113	Syas.g_02096
OG0000977	Prbb.g_02114	Syas.g_02094
OG0000978	Prbb.g_02115	Syas.g_02093
OG0000979	Prbb.g_02118	Syas.g_02090
OG0000980	Prbb.g_02120	Syas.g_02087
OG0000981	Prbb.g_02123	Syas.g_02084
OG0000982	Prbb.g_02125	Syas.g_01882
OG0000983	Prbb.g_02126	Syas.g_01883
OG0000984	Prbb.g_02127	Syas.g_01884
OG0000985	Prbb.g_02130	Syas.g_01888
OG0000986	Prbb.g_02132	Syas.g_01891
OG0000987	Prbb.g_02133	Syas.g_01897
OG0000988	Prbb.g_02136	Syas.g_01902
OG0000989	Prbb.g_02140	Syas.g_01908
OG0000990	Prbb.g_02145	Syas.g_01937
OG0000991	Prbb.g_02146	Syas.g_01939
OG0000992	Prbb.g_02149	Syas.g_01943
OG0000993	Prbb.g_02150	Syas.g_01945
OG0000994	Prbb.g_02151	Syas.g_01948
OG0000995	Prbb.g_02155	Syas.g_01955
OG0000996	Prbb.g_02156	Syas.g_01977
OG0000997	Prbb.g_02164	Syas.g_01993
OG0000998	Prbb.g_02166	Syas.g_01995
OG0000999	Prbb.g_02167	Syas.g_01996
OG0001000	Prbb.g_02170	Syas.g_02000
OG0001001	Prbb.g_02173	Syas.g_02006
OG0001002	Prbb.g_02178	Syas.g_02014
OG0001003	Prbb.g_02180	Syas.g_02016
OG0001004	Prbb.g_02181	Syas.g_02017
OG0001005	Prbb.g_02182	Syas.g_02018
OG0001006	Prbb.g_02187	Syas.g_02032
OG0001007	Prbb.g_02189	Syas.g_02034
OG0001008	Prbb.g_00442	Syas.g_01496
OG0001009	Prbb.g_00028	Syas.g_02065
OG0001010	Prbb.g_00029	Syas.g_02066
OG0001011	Prbb.g_00030	Syas.g_02068
OG0001012	Prbb.g_00058	Syas.g_00152
OG0001013	Prbb.g_00063	Syas.g_01866
OG0001014	Prbb.g_00066	Syas.g_01857
OG0001015	Prbb.g_00067	Syas.g_01856
OG0001016	Prbb.g_00128	Syas.g_02517
OG0001017	Prbb.g_00132	Syas.g_02511
OG0001018	Prbb.g_00135	Syas.g_02509
OG0001019	Prbb.g_00144	Syas.g_02469
OG0001020	Prbb.g_00145	Syas.g_02443
OG0001021	Prbb.g_00146	Syas.g_02437
OG0001022	Prbb.g_00149	Syas.g_02434
OG0001023	Prbb.g_00150	Syas.g_02433
OG0001024	Prbb.g_00153	Syas.g_00135
OG0001025	Prbb.g_00160	Syas.g_02424
OG0001026	Prbb.g_00168	Syas.g_02412
OG0001027	Prbb.g_00169	Syas.g_02408
OG0001028	Prbb.g_00171	Syas.g_02405
OG0001029	Prbb.g_00173	Syas.g_02403
OG0001030	Prbb.g_00189	Syas.g_02384
OG0001031	Prbb.g_00243	Syas.g_02293
OG0001032	Prbb.g_00244	Syas.g_02290
OG0001033	Prbb.g_00264	Syas.g_02239
OG0001034	Prbb.g_00293	Syas.g_02556
OG0001035	Prbb.g_00310	Syas.g_01704
OG0001036	Prbb.g_00314	Syas.g_01709
OG0001037	Prbb.g_00315	Syas.g_01711
OG0001038	Prbb.g_00331	Syas.g_01751
OG0001041	Prbb.g_00339	Syas.g_01761
OG0001042	Prbb.g_00355	Syas.g_01821
OG0001043	Prbb.g_00356	Syas.g_01817
OG0001044	Prbb.g_00393	Syas.g_01542
OG0001045	Prbb.g_00402	Syas.g_01529
OG0001046	Prbb.g_01124	Syas.g_00532
OG0001047	Prbb.g_00444	Syas.g_01494
OG0001048	Prbb.g_00445	Syas.g_01493
OG0001049	Prbb.g_00447	Syas.g_02742
OG0001050	Prbb.g_00448	Syas.g_02743
OG0001051	Prbb.g_00449	Syas.g_02744
OG0001052	Prbb.g_00475	Syas.g_01337
OG0001053	Prbb.g_00488	Syas.g_01250
OG0001054	Prbb.g_00502	Syas.g_01231
OG0001055	Prbb.g_00521	Syas.g_01210
OG0001056	Prbb.g_00539	Syas.g_00068
OG0001057	Prbb.g_00544	Syas.g_00763
OG0001058	Prbb.g_00553	Syas.g_00787
OG0001059	Prbb.g_00557	Syas.g_00791
OG0001060	Prbb.g_00564	Syas.g_00797
OG0001061	Prbb.g_00577	Syas.g_00816
OG0001062	Prbb.g_00579	Syas.g_00819
OG0001063	Prbb.g_00580	Syas.g_00830
OG0001064	Prbb.g_00581	Syas.g_00831
OG0001065	Prbb.g_00582	Syas.g_00832
OG0001066	Prbb.g_00583	Syas.g_00833
OG0001067	Prbb.g_00584	Syas.g_00834
OG0001068	Prbb.g_00585	Syas.g_00835
OG0001069	Prbb.g_00586	Syas.g_00836
OG0001070	Prbb.g_00588	Syas.g_00840
OG0001071	Prbb.g_00589	Syas.g_00841
OG0001072	Prbb.g_00590	Syas.g_00844
OG0001073	Prbb.g_00604	Syas.g_00855
OG0001074	Prbb.g_00616	Syas.g_00157
OG0001075	Prbb.g_00617	Syas.g_00163
OG0001076	Prbb.g_00624	Syas.g_00113
OG0001077	Prbb.g_00629	Syas.g_00101
OG0001078	Prbb.g_00637	Syas.g_00745
OG0001079	Prbb.g_00648	Syas.g_00729
OG0001080	Prbb.g_00654	Syas.g_00717
OG0001081	Prbb.g_00656	Syas.g_00715
OG0001082	Prbb.g_00657	Syas.g_00714
OG0001083	Prbb.g_00662	Syas.g_00707
OG0001084	Prbb.g_00664	Syas.g_00706
OG0001085	Prbb.g_00674	Syas.g_00693
OG0001086	Prbb.g_00675	Syas.g_00691
OG0001087	Prbb.g_00694	Syas.g_00071
OG0001088	Prbb.g_00695	Syas.g_01060
OG0001089	Prbb.g_00705	Syas.g_01039
OG0001090	Prbb.g_00714	Syas.g_00980
OG0001091	Prbb.g_00716	Syas.g_00979
OG0001092	Prbb.g_00717	Syas.g_00178
OG0001093	Prbb.g_00722	Syas.g_00184
OG0001095	Prbb.g_00796	Syas.g_00582
OG0001097	Prbb.g_00830	Syas.g_00243
OG0001098	Prbb.g_00847	Syas.g_00880
OG0001099	Prbb.g_00917	Syas.g_02404
OG0001100	Prbb.g_00924	Syas.g_00682
OG0001101	Prbb.g_00926	Syas.g_00680
OG0001102	Prbb.g_00929	Syas.g_00677
OG0001103	Prbb.g_00931	Syas.g_00675
OG0001104	Prbb.g_00763	Syas.g_00620
OG0001105	Prbb.g_00767	Syas.g_00617
OG0001106	Prbb.g_00979	Syas.g_00447
OG0001107	Prbb.g_00989	Syas.g_00459
OG0001108	Prbb.g_00993	Syas.g_00494
OG0001109	Prbb.g_00994	Syas.g_00496
OG0001110	Prbb.g_00996	Syas.g_00498
OG0001111	Prbb.g_00997	Syas.g_00500
OG0001112	Prbb.g_00998	Syas.g_00503
OG0001113	Prbb.g_00999	Syas.g_00504
OG0001114	Prbb.g_01000	Syas.g_00505
OG0001115	Prbb.g_01002	Syas.g_00527
OG0001116	Prbb.g_01003	Syas.g_00529
OG0001117	Prbb.g_01004	Syas.g_00530
OG0001118	Prbb.g_01005	Syas.g_00531
OG0001119	Prbb.g_01006	Syas.g_00533
OG0001120	Prbb.g_01007	Syas.g_00539
OG0001122	Prbb.g_01038	Syas.g_00222
OG0001123	Prbb.g_01043	Syas.g_00214
OG0001124	Prbb.g_01045	Syas.g_00212
OG0001125	Prbb.g_01047	Syas.g_00210
OG0001126	Prbb.g_01058	Syas.g_00991
OG0001127	Prbb.g_01059	Syas.g_00992
OG0001128	Prbb.g_01062	Syas.g_00995
OG0001129	Prbb.g_01063	Syas.g_00997
OG0001130	Prbb.g_01064	Syas.g_00998
OG0001131	Prbb.g_00897	Syas.g_01401
OG0001132	Prbb.g_01108	Syas.g_00525
OG0001133	Prbb.g_01085	Syas.g_00109
OG0001136	Prbb.g_01520	Syas.g_01187
OG0001138	Prbb.g_01486	Syas.g_01114
OG0001139	Prbb.g_01484	Syas.g_01112
OG0001140	Prbb.g_01483	Syas.g_01111
OG0001141	Prbb.g_01482	Syas.g_01110
OG0001142	Prbb.g_01481	Syas.g_01109
OG0001143	Prbb.g_01474	Syas.g_01092
OG0001144	Prbb.g_01469	Syas.g_01084
OG0001145	Prbb.g_01578	Syas.g_02867
OG0001146	Prbb.g_01590	Syas.g_02846
OG0001147	Prbb.g_01612	Syas.g_01329
