Orthogroup	Prbb	Prbk
OG0000542	Prbb.g_00509	Prbk.g_01046
OG0000543	Prbb.g_00511	Prbk.g_01048
OG0000544	Prbb.g_00512	Prbk.g_01049
OG0000545	Prbb.g_00514	Prbk.g_01050
OG0000546	Prbb.g_00517	Prbk.g_01052
OG0000547	Prbb.g_00519	Prbk.g_01054
OG0000548	Prbb.g_00520	Prbk.g_01055
OG0000549	Prbb.g_00523	Prbk.g_01061
OG0000550	Prbb.g_00527	Prbk.g_01066
OG0000551	Prbb.g_00530	Prbk.g_01070
OG0000552	Prbb.g_00531	Prbk.g_01071
OG0000553	Prbb.g_00532	Prbk.g_01076
OG0000554	Prbb.g_00537	Prbk.g_01081
OG0000555	Prbb.g_00545	Prbk.g_01099
OG0000556	Prbb.g_00547	Prbk.g_02686
OG0000557	Prbb.g_00548	Prbk.g_01898
OG0000558	Prbb.g_00551	Prbk.g_01895
OG0000559	Prbb.g_00555	Prbk.g_01891
OG0000560	Prbb.g_00558	Prbk.g_01888
OG0000561	Prbb.g_00559	Prbk.g_01887
OG0000562	Prbb.g_00560	Prbk.g_01886
OG0000563	Prbb.g_00561	Prbk.g_01885
OG0000564	Prbb.g_00562	Prbk.g_01884
OG0000565	Prbb.g_00565	Prbk.g_01881
OG0000566	Prbb.g_00567	Prbk.g_01877
OG0000567	Prbb.g_00571	Prbk.g_01873
OG0000568	Prbb.g_00572	Prbk.g_01871
OG0000569	Prbb.g_00573	Prbk.g_01104
OG0000570	Prbb.g_00574	Prbk.g_01105
OG0000571	Prbb.g_00576	Prbk.g_01108
OG0000572	Prbb.g_00587	Prbk.g_01124
OG0000573	Prbb.g_00592	Prbk.g_01131
OG0000574	Prbb.g_00594	Prbk.g_01132
OG0000575	Prbb.g_00597	Prbk.g_01141
OG0000576	Prbb.g_00599	Prbk.g_01143
OG0000577	Prbb.g_00600	Prbk.g_01144
OG0000578	Prbb.g_00601	Prbk.g_01145
OG0000579	Prbb.g_00602	Prbk.g_01146
OG0000580	Prbb.g_00603	Prbk.g_01147
OG0000581	Prbb.g_00606	Prbk.g_01151
OG0000582	Prbb.g_00609	Prbk.g_01155
OG0000583	Prbb.g_00610	Prbk.g_01156
OG0000584	Prbb.g_00611	Prbk.g_01157
OG0000585	Prbb.g_00613	Prbk.g_01159
OG0000586	Prbb.g_00614	Prbk.g_01161
OG0000587	Prbb.g_00615	Prbk.g_01163
OG0000588	Prbb.g_00619	Prbk.g_02605
OG0000589	Prbb.g_00622	Prbk.g_02608
OG0000590	Prbb.g_00623	Prbk.g_02609
OG0000591	Prbb.g_00626	Prbk.g_02616
OG0000592	Prbb.g_00627	Prbk.g_02617
OG0000593	Prbb.g_00633	Prbk.g_02627
OG0000594	Prbb.g_00634	Prbk.g_02628
OG0000595	Prbb.g_00635	Prbk.g_02629
OG0000596	Prbb.g_00639	Prbk.g_02634
OG0000597	Prbb.g_00641	Prbk.g_02637
OG0000598	Prbb.g_00642	Prbk.g_02638
OG0000599	Prbb.g_00645	Prbk.g_02648
OG0000600	Prbb.g_00646	Prbk.g_02649
OG0000601	Prbb.g_00647	Prbk.g_02650
OG0000602	Prbb.g_00649	Prbk.g_02654
OG0000603	Prbb.g_00650	Prbk.g_02655
OG0000604	Prbb.g_00651	Prbk.g_02656
OG0000605	Prbb.g_00652	Prbk.g_00740
OG0000606	Prbb.g_00655	Prbk.g_00729
OG0000607	Prbb.g_00658	Prbk.g_00726
OG0000608	Prbb.g_00659	Prbk.g_00725
OG0000609	Prbb.g_00660	Prbk.g_00723
OG0000610	Prbb.g_00667	Prbk.g_00715
OG0000611	Prbb.g_00670	Prbk.g_00712
OG0000612	Prbb.g_00671	Prbk.g_00711
OG0000613	Prbb.g_00677	Prbk.g_00478
OG0000614	Prbb.g_00700	Prbk.g_01802
OG0000615	Prbb.g_00708	Prbk.g_02429
OG0000616	Prbb.g_02176	Prbk.g_02262
OG0000617	Prbb.g_00719	Prbk.g_00613
OG0000618	Prbb.g_00720	Prbk.g_00612
OG0000619	Prbb.g_00721	Prbk.g_00611
OG0000620	Prbb.g_00724	Prbk.g_00607
OG0000621	Prbb.g_00725	Prbk.g_00606
OG0000622	Prbb.g_00726	Prbk.g_00605
OG0000623	Prbb.g_00727	Prbk.g_00604
OG0000624	Prbb.g_00729	Prbk.g_00603
OG0000625	Prbb.g_00730	Prbk.g_00602
OG0000626	Prbb.g_00731	Prbk.g_00601
OG0000627	Prbb.g_00733	Prbk.g_02376
OG0000628	Prbb.g_00734	Prbk.g_02375
OG0000629	Prbb.g_00735	Prbk.g_02372
OG0000630	Prbb.g_00738	Prbk.g_02368
OG0000631	Prbb.g_00962	Prbk.g_02362
OG0000632	Prbb.g_00963	Prbk.g_02361
OG0000633	Prbb.g_00964	Prbk.g_02360
OG0000634	Prbb.g_00779	Prbk.g_02464
OG0000635	Prbb.g_00780	Prbk.g_02465
OG0000636	Prbb.g_00782	Prbk.g_02467
OG0000637	Prbb.g_00784	Prbk.g_02469
OG0000638	Prbb.g_00785	Prbk.g_02470
OG0000639	Prbb.g_00786	Prbk.g_02471
OG0000640	Prbb.g_00787	Prbk.g_02472
OG0000641	Prbb.g_00791	Prbk.g_02476
OG0000642	Prbb.g_00792	Prbk.g_02477
OG0000643	Prbb.g_00793	Prbk.g_02478
OG0000644	Prbb.g_00794	Prbk.g_02479
OG0000645	Prbb.g_00795	Prbk.g_02480
OG0000646	Prbb.g_00798	Prbk.g_02483
OG0000647	Prbb.g_00800	Prbk.g_02486
OG0000648	Prbb.g_00802	Prbk.g_02488
OG0000649	Prbb.g_00803	Prbk.g_02489
OG0000650	Prbb.g_00804	Prbk.g_02490
OG0000651	Prbb.g_00805	Prbk.g_02491
OG0000652	Prbb.g_00806	Prbk.g_02492
OG0000653	Prbb.g_00808	Prbk.g_02494
OG0000654	Prbb.g_00809	Prbk.g_02495
OG0000655	Prbb.g_00810	Prbk.g_02496
OG0000656	Prbb.g_00813	Prbk.g_02499
OG0000657	Prbb.g_00819	Prbk.g_02532
OG0000658	Prbb.g_00821	Prbk.g_02534
OG0000659	Prbb.g_00822	Prbk.g_02535
OG0000660	Prbb.g_00827	Prbk.g_02539
OG0000661	Prbb.g_00829	Prbk.g_02541
OG0000662	Prbb.g_00831	Prbk.g_02543
OG0000663	Prbb.g_00833	Prbk.g_02546
OG0000664	Prbb.g_00834	Prbk.g_02547
OG0000665	Prbb.g_00838	Prbk.g_02560
OG0000666	Prbb.g_00839	Prbk.g_02563
OG0000667	Prbb.g_00843	Prbk.g_02570
OG0000668	Prbb.g_00914	Prbk.g_00582
OG0000669	Prbb.g_00922	Prbk.g_02580
OG0000670	Prbb.g_00925	Prbk.g_01662
OG0000671	Prbb.g_00927	Prbk.g_02391
OG0000672	Prbb.g_00930	Prbk.g_02394
OG0000673	Prbb.g_00933	Prbk.g_02397
OG0000674	Prbb.g_00935	Prbk.g_02399
OG0000675	Prbb.g_00936	Prbk.g_02400
OG0000676	Prbb.g_00938	Prbk.g_02408
OG0000677	Prbb.g_00939	Prbk.g_02410
OG0000678	Prbb.g_00942	Prbk.g_02415
OG0000679	Prbb.g_00946	Prbk.g_02435
OG0000680	Prbb.g_00947	Prbk.g_02436
OG0000681	Prbb.g_00950	Prbk.g_02438
OG0000682	Prbb.g_00951	Prbk.g_02439
OG0000683	Prbb.g_00952	Prbk.g_02440
OG0000684	Prbb.g_00762	Prbk.g_02453
OG0000685	Prbb.g_00764	Prbk.g_02451
OG0000686	Prbb.g_00765	Prbk.g_02450
OG0000687	Prbb.g_00766	Prbk.g_02449
OG0000688	Prbb.g_00769	Prbk.g_02455
OG0000689	Prbb.g_00770	Prbk.g_02456
OG0000690	Prbb.g_00771	Prbk.g_02457
OG0000691	Prbb.g_00772	Prbk.g_02458
OG0000692	Prbb.g_00774	Prbk.g_02459
OG0000693	Prbb.g_00775	Prbk.g_02460
OG0000694	Prbb.g_00776	Prbk.g_02461
OG0000695	Prbb.g_00966	Prbk.g_02358
OG0000696	Prbb.g_00967	Prbk.g_02357
OG0000697	Prbb.g_00968	Prbk.g_02355
OG0000698	Prbb.g_00971	Prbk.g_02352
OG0000699	Prbb.g_00972	Prbk.g_02350
OG0000700	Prbb.g_00973	Prbk.g_02349
OG0000701	Prbb.g_00974	Prbk.g_02348
OG0000702	Prbb.g_00976	Prbk.g_02340
OG0000703	Prbb.g_00977	Prbk.g_02339
OG0000704	Prbb.g_00978	Prbk.g_02337
OG0000705	Prbb.g_00984	Prbk.g_02331
OG0000706	Prbb.g_00985	Prbk.g_02330
OG0000707	Prbb.g_00986	Prbk.g_02329
OG0000708	Prbb.g_00988	Prbk.g_02327
OG0000709	Prbb.g_00992	Prbk.g_02320
OG0000710	Prbb.g_00995	Prbk.g_02316
OG0000711	Prbb.g_01010	Prbk.g_02293
OG0000712	Prbb.g_01012	Prbk.g_02292
OG0000713	Prbb.g_01013	Prbk.g_00562
OG0000714	Prbb.g_01014	Prbk.g_00566
OG0000715	Prbb.g_01016	Prbk.g_00568
OG0000716	Prbb.g_01017	Prbk.g_00572
OG0000717	Prbb.g_01018	Prbk.g_00573
OG0000718	Prbb.g_01036	Prbk.g_00578
OG0000719	Prbb.g_01037	Prbk.g_00580
OG0000720	Prbb.g_01048	Prbk.g_00593
OG0000721	Prbb.g_01049	Prbk.g_00594
OG0000722	Prbb.g_01050	Prbk.g_00595
OG0000723	Prbb.g_01054	Prbk.g_00599
OG0000724	Prbb.g_01065	Prbk.g_00061
OG0000725	Prbb.g_00891	Prbk.g_00054
OG0000726	Prbb.g_00890	Prbk.g_00053
OG0000727	Prbb.g_00889	Prbk.g_00052
OG0000728	Prbb.g_00887	Prbk.g_00051
OG0000729	Prbb.g_02071	Prbk.g_01531
OG0000730	Prbb.g_00392	Prbk.g_00869
OG0000731	Prbb.g_00400	Prbk.g_00879
OG0000732	Prbb.g_02121	Prbk.g_01601
OG0000733	Prbb.g_01888	Prbk.g_02202
OG0000734	Prbb.g_01533	Prbk.g_00004
OG0000735	Prbb.g_01531	Prbk.g_01037
OG0000736	Prbb.g_01530	Prbk.g_01036
OG0000737	Prbb.g_01529	Prbk.g_01035
OG0000738	Prbb.g_01525	Prbk.g_01028
OG0000739	Prbb.g_01524	Prbk.g_01026
OG0000740	Prbb.g_01523	Prbk.g_01025
OG0000741	Prbb.g_01521	Prbk.g_01022
OG0000742	Prbb.g_01518	Prbk.g_01020
OG0000743	Prbb.g_01516	Prbk.g_01018
OG0000744	Prbb.g_01515	Prbk.g_01017
OG0000745	Prbb.g_01513	Prbk.g_00141
OG0000746	Prbb.g_01511	Prbk.g_00143
OG0000747	Prbb.g_01510	Prbk.g_00144
OG0000748	Prbb.g_01506	Prbk.g_00156
OG0000749	Prbb.g_01505	Prbk.g_00157
OG0000750	Prbb.g_01504	Prbk.g_00158
OG0000751	Prbb.g_01501	Prbk.g_00105
OG0000752	Prbb.g_01499	Prbk.g_00103
OG0000753	Prbb.g_01497	Prbk.g_00100
OG0000754	Prbb.g_01493	Prbk.g_01501
OG0000755	Prbb.g_01488	Prbk.g_00139
OG0000756	Prbb.g_01487	Prbk.g_00138
OG0000757	Prbb.g_01480	Prbk.g_00131
OG0000758	Prbb.g_01479	Prbk.g_00130
OG0000759	Prbb.g_01478	Prbk.g_00129
OG0000760	Prbb.g_01477	Prbk.g_00128
OG0000761	Prbb.g_01476	Prbk.g_00127
OG0000762	Prbb.g_01475	Prbk.g_01503
OG0000763	Prbb.g_01473	Prbk.g_01505
OG0000764	Prbb.g_01472	Prbk.g_01506
OG0000765	Prbb.g_01463	Prbk.g_00178
OG0000766	Prbb.g_01462	Prbk.g_00177
OG0000767	Prbb.g_01461	Prbk.g_00175
OG0000768	Prbb.g_01460	Prbk.g_00174
OG0000769	Prbb.g_01458	Prbk.g_00098
OG0000770	Prbb.g_01457	Prbk.g_00122
OG0000771	Prbb.g_01060	Prbk.g_00066
OG0000772	Prbb.g_01291	Prbk.g_02011
OG0000773	Prbb.g_01577	Prbk.g_00162
OG0000774	Prbb.g_01580	Prbk.g_01192
OG0000775	Prbb.g_01581	Prbk.g_01190
OG0000776	Prbb.g_01582	Prbk.g_01189
OG0000777	Prbb.g_01583	Prbk.g_01188
OG0000778	Prbb.g_01584	Prbk.g_01187
OG0000779	Prbb.g_01588	Prbk.g_01182
OG0000780	Prbb.g_01589	Prbk.g_01179
OG0000781	Prbb.g_01592	Prbk.g_01175
OG0000782	Prbb.g_01593	Prbk.g_01174
OG0000783	Prbb.g_01594	Prbk.g_01173
OG0000784	Prbb.g_01595	Prbk.g_01172
OG0000785	Prbb.g_01597	Prbk.g_01170
OG0000786	Prbb.g_01600	Prbk.g_01167
OG0000787	Prbb.g_01601	Prbk.g_01166
OG0000788	Prbb.g_00746	Prbk.g_00334
OG0000789	Prbb.g_01057	Prbk.g_01691
OG0000790	Prbb.g_01644	Prbk.g_02048
OG0000791	Prbb.g_01646	Prbk.g_02046
OG0000792	Prbb.g_01647	Prbk.g_02045
OG0000793	Prbb.g_01650	Prbk.g_02041
OG0000794	Prbb.g_01651	Prbk.g_02040
OG0000795	Prbb.g_01652	Prbk.g_02039
OG0000796	Prbb.g_01656	Prbk.g_02035
OG0000797	Prbb.g_01657	Prbk.g_02034
OG0000799	Prbb.g_01668	Prbk.g_01929
OG0000800	Prbb.g_01669	Prbk.g_01930
OG0000801	Prbb.g_01670	Prbk.g_01931
OG0000802	Prbb.g_01672	Prbk.g_01938
OG0000803	Prbb.g_01674	Prbk.g_00244
OG0000804	Prbb.g_01675	Prbk.g_00246
OG0000805	Prbb.g_01677	Prbk.g_00248
OG0000806	Prbb.g_01679	Prbk.g_00250
OG0000807	Prbb.g_01680	Prbk.g_00252
OG0000808	Prbb.g_01681	Prbk.g_00253
OG0000809	Prbb.g_01684	Prbk.g_00257
OG0000810	Prbb.g_01685	Prbk.g_00258
OG0000811	Prbb.g_01689	Prbk.g_00270
OG0000812	Prbb.g_01691	Prbk.g_00272
OG0000813	Prbb.g_01692	Prbk.g_00273
OG0000814	Prbb.g_01694	Prbk.g_00275
OG0000815	Prbb.g_01695	Prbk.g_00276
OG0000816	Prbb.g_01697	Prbk.g_00278
OG0000817	Prbb.g_01698	Prbk.g_00279
OG0000818	Prbb.g_01702	Prbk.g_01237
OG0000819	Prbb.g_01703	Prbk.g_01236
OG0000820	Prbb.g_01704	Prbk.g_01235
OG0000821	Prbb.g_01707	Prbk.g_01228
OG0000822	Prbb.g_01708	Prbk.g_01226
OG0000823	Prbb.g_01709	Prbk.g_01225
OG0000824	Prbb.g_01712	Prbk.g_01221
OG0000825	Prbb.g_01713	Prbk.g_01220
OG0000826	Prbb.g_01714	Prbk.g_01219
OG0000827	Prbb.g_01715	Prbk.g_01218
OG0000828	Prbb.g_01718	Prbk.g_01215
OG0000829	Prbb.g_01719	Prbk.g_01214
OG0000830	Prbb.g_01720	Prbk.g_01213
OG0000831	Prbb.g_01722	Prbk.g_01211
OG0000832	Prbb.g_01732	Prbk.g_02006
OG0000833	Prbb.g_01740	Prbk.g_01998
OG0000834	Prbb.g_01741	Prbk.g_01997
OG0000835	Prbb.g_01742	Prbk.g_01996
OG0000836	Prbb.g_01744	Prbk.g_01994
OG0000837	Prbb.g_01745	Prbk.g_01993
OG0000838	Prbb.g_01747	Prbk.g_01990
OG0000839	Prbb.g_01748	Prbk.g_01989
OG0000840	Prbb.g_01749	Prbk.g_01988
OG0000841	Prbb.g_01750	Prbk.g_01987
OG0000842	Prbb.g_01751	Prbk.g_01986
OG0000843	Prbb.g_01752	Prbk.g_01985
OG0000844	Prbb.g_01753	Prbk.g_01983
OG0000845	Prbb.g_01754	Prbk.g_01982
OG0000846	Prbb.g_01755	Prbk.g_01981
OG0000847	Prbb.g_01756	Prbk.g_01980
OG0000848	Prbb.g_01757	Prbk.g_01979
OG0000849	Prbb.g_01758	Prbk.g_01978
OG0000850	Prbb.g_01760	Prbk.g_01977
OG0000851	Prbb.g_01761	Prbk.g_00937
OG0000852	Prbb.g_01762	Prbk.g_00936
OG0000853	Prbb.g_01767	Prbk.g_00932
OG0000854	Prbb.g_01769	Prbk.g_00930
OG0000855	Prbb.g_01770	Prbk.g_00929
OG0000856	Prbb.g_01659	Prbk.g_02619
OG0000857	Prbb.g_00799	Prbk.g_02485
OG0000858	Prbb.g_01817	Prbk.g_00918
OG0000859	Prbb.g_01818	Prbk.g_00917
OG0000860	Prbb.g_01825	Prbk.g_00905
OG0000861	Prbb.g_01826	Prbk.g_00904
OG0000862	Prbb.g_01827	Prbk.g_00902
OG0000863	Prbb.g_01828	Prbk.g_01451
OG0000864	Prbb.g_01829	Prbk.g_01450
OG0000865	Prbb.g_01830	Prbk.g_01449
OG0000866	Prbb.g_01831	Prbk.g_01448
OG0000867	Prbb.g_01832	Prbk.g_01447
OG0000868	Prbb.g_01833	Prbk.g_01445
OG0000869	Prbb.g_01836	Prbk.g_01442
OG0000870	Prbb.g_01841	Prbk.g_01437
OG0000871	Prbb.g_01842	Prbk.g_01436
OG0000872	Prbb.g_01843	Prbk.g_01434
OG0000873	Prbb.g_01846	Prbk.g_01431
OG0000874	Prbb.g_01849	Prbk.g_01427
OG0000875	Prbb.g_01851	Prbk.g_01426
OG0000876	Prbb.g_01852	Prbk.g_01425
OG0000877	Prbb.g_01854	Prbk.g_01422
OG0000878	Prbb.g_01855	Prbk.g_01421
OG0000879	Prbb.g_01856	Prbk.g_01420
OG0000880	Prbb.g_01857	Prbk.g_01419
OG0000881	Prbb.g_01860	Prbk.g_01414
OG0000882	Prbb.g_01865	Prbk.g_01409
OG0000883	Prbb.g_01867	Prbk.g_01407
OG0000884	Prbb.g_01869	Prbk.g_01405
OG0000885	Prbb.g_01870	Prbk.g_01404
OG0000886	Prbb.g_01871	Prbk.g_01403
OG0000887	Prbb.g_01872	Prbk.g_01402
OG0000888	Prbb.g_01874	Prbk.g_01400
OG0000889	Prbb.g_01876	Prbk.g_01398
OG0000890	Prbb.g_01877	Prbk.g_01384
OG0000891	Prbb.g_01878	Prbk.g_01383
OG0000892	Prbb.g_01880	Prbk.g_01381
OG0000893	Prbb.g_01922	Prbk.g_01901
OG0000894	Prbb.g_01925	Prbk.g_01905
OG0000895	Prbb.g_01928	Prbk.g_01910
OG0000896	Prbb.g_01929	Prbk.g_01911
OG0000897	Prbb.g_01931	Prbk.g_01913
OG0000898	Prbb.g_01932	Prbk.g_01914
OG0000899	Prbb.g_01933	Prbk.g_01915
OG0000900	Prbb.g_01934	Prbk.g_01916
OG0000901	Prbb.g_01937	Prbk.g_01920
OG0000902	Prbb.g_01939	Prbk.g_01922
OG0000903	Prbb.g_01948	Prbk.g_00990
OG0000904	Prbb.g_01943	Prbk.g_00995
OG0000905	Prbb.g_01941	Prbk.g_00997
OG0000906	Prbb.g_01940	Prbk.g_01926
OG0000907	Prbb.g_01958	Prbk.g_00988
OG0000908	Prbb.g_01961	Prbk.g_00985
OG0000909	Prbb.g_01962	Prbk.g_00984
OG0000910	Prbb.g_01963	Prbk.g_00983
OG0000911	Prbb.g_01965	Prbk.g_00981
OG0000912	Prbb.g_01966	Prbk.g_00980
OG0000913	Prbb.g_01967	Prbk.g_00979
OG0000914	Prbb.g_01968	Prbk.g_00978
OG0000915	Prbb.g_01969	Prbk.g_00977
OG0000916	Prbb.g_01970	Prbk.g_00976
OG0000917	Prbb.g_01971	Prbk.g_00975
OG0000918	Prbb.g_01972	Prbk.g_00974
OG0000919	Prbb.g_01973	Prbk.g_00973
OG0000920	Prbb.g_01974	Prbk.g_00972
OG0000921	Prbb.g_01975	Prbk.g_00971
OG0000922	Prbb.g_01976	Prbk.g_00970
OG0000923	Prbb.g_01980	Prbk.g_00966
OG0000924	Prbb.g_01981	Prbk.g_00965
OG0000925	Prbb.g_01982	Prbk.g_00964
OG0000926	Prbb.g_01983	Prbk.g_00963
OG0000927	Prbb.g_01985	Prbk.g_00961
OG0000928	Prbb.g_01986	Prbk.g_00960
OG0000929	Prbb.g_01987	Prbk.g_00959
OG0000930	Prbb.g_01988	Prbk.g_00958
OG0000931	Prbb.g_01989	Prbk.g_00957
OG0000932	Prbb.g_01990	Prbk.g_00956
OG0000933	Prbb.g_01994	Prbk.g_00951
OG0000934	Prbb.g_01996	Prbk.g_00949
OG0000935	Prbb.g_01997	Prbk.g_00948
OG0000936	Prbb.g_01998	Prbk.g_00947
OG0000937	Prbb.g_01999	Prbk.g_00946
OG0000938	Prbb.g_02002	Prbk.g_00797
OG0000939	Prbb.g_02003	Prbk.g_00798
OG0000940	Prbb.g_02010	Prbk.g_00807
OG0000941	Prbb.g_02012	Prbk.g_00809
OG0000942	Prbb.g_02014	Prbk.g_00811
OG0000943	Prbb.g_02015	Prbk.g_00812
OG0000944	Prbb.g_02017	Prbk.g_00814
OG0000945	Prbb.g_02018	Prbk.g_00816
OG0000946	Prbb.g_02024	Prbk.g_00844
OG0000947	Prbb.g_02026	Prbk.g_00847
OG0000948	Prbb.g_02027	Prbk.g_00848
OG0000949	Prbb.g_02030	Prbk.g_00851
OG0000950	Prbb.g_02035	Prbk.g_00513
OG0000951	Prbb.g_02039	Prbk.g_00518
OG0000952	Prbb.g_02043	Prbk.g_00525
OG0000953	Prbb.g_02047	Prbk.g_00529
OG0000954	Prbb.g_02051	Prbk.g_00216
OG0000955	Prbb.g_02052	Prbk.g_00217
OG0000956	Prbb.g_02054	Prbk.g_00219
OG0000957	Prbb.g_02059	Prbk.g_00235
OG0000958	Prbb.g_02060	Prbk.g_00236
OG0000959	Prbb.g_02064	Prbk.g_01482
OG0000960	Prbb.g_02065	Prbk.g_01483
OG0000961	Prbb.g_02068	Prbk.g_01494
OG0000962	Prbb.g_02070	Prbk.g_01530
OG0000963	Prbb.g_02075	Prbk.g_01535
OG0000964	Prbb.g_02076	Prbk.g_01536
OG0000965	Prbb.g_02077	Prbk.g_01537
OG0000966	Prbb.g_02099	Prbk.g_01571
OG0000967	Prbb.g_02103	Prbk.g_01577
OG0000968	Prbb.g_02105	Prbk.g_01580
OG0000969	Prbb.g_02106	Prbk.g_01582
OG0000970	Prbb.g_02107	Prbk.g_01583
OG0000971	Prbb.g_02108	Prbk.g_01585
OG0000972	Prbb.g_02109	Prbk.g_01586
OG0000973	Prbb.g_02110	Prbk.g_01587
OG0000974	Prbb.g_02111	Prbk.g_01588
OG0000975	Prbb.g_02112	Prbk.g_01589
OG0000976	Prbb.g_02113	Prbk.g_01590
OG0000977	Prbb.g_02114	Prbk.g_01592
OG0000978	Prbb.g_02115	Prbk.g_01593
OG0000979	Prbb.g_02118	Prbk.g_01596
OG0000980	Prbb.g_02120	Prbk.g_01600
OG0000981	Prbb.g_02123	Prbk.g_01603
OG0000982	Prbb.g_02125	Prbk.g_02161
OG0000983	Prbb.g_02126	Prbk.g_02162
OG0000984	Prbb.g_02127	Prbk.g_02163
OG0000985	Prbb.g_02130	Prbk.g_02167
OG0000986	Prbb.g_02132	Prbk.g_02169
OG0000987	Prbb.g_02133	Prbk.g_02171
OG0000988	Prbb.g_02136	Prbk.g_02175
OG0000989	Prbb.g_02140	Prbk.g_02185
OG0000990	Prbb.g_02145	Prbk.g_02207
OG0000991	Prbb.g_02146	Prbk.g_02210
OG0000992	Prbb.g_02149	Prbk.g_02213
OG0000993	Prbb.g_02150	Prbk.g_02214
OG0000994	Prbb.g_02151	Prbk.g_02217
OG0000995	Prbb.g_02155	Prbk.g_02226
OG0000996	Prbb.g_02156	Prbk.g_02239
OG0000997	Prbb.g_02164	Prbk.g_02248
OG0000998	Prbb.g_02166	Prbk.g_02250
OG0000999	Prbb.g_02167	Prbk.g_02251
OG0001000	Prbb.g_02170	Prbk.g_02254
OG0001001	Prbb.g_02173	Prbk.g_02258
OG0001002	Prbb.g_02178	Prbk.g_02265
OG0001003	Prbb.g_02180	Prbk.g_02267
OG0001004	Prbb.g_02181	Prbk.g_02268
OG0001005	Prbb.g_02182	Prbk.g_02270
OG0001006	Prbb.g_02187	Prbk.g_02276
OG0001007	Prbb.g_02189	Prbk.g_02278
OG0001008	Prbb.g_00442	Prbk.g_00327
OG0001009	Prbb.g_00028	Prbk.g_01622
OG0001010	Prbb.g_00029	Prbk.g_01621
OG0001011	Prbb.g_00030	Prbk.g_01619
OG0001012	Prbb.g_00058	Prbk.g_02158
OG0001013	Prbb.g_00063	Prbk.g_02133
OG0001014	Prbb.g_00066	Prbk.g_02124
OG0001015	Prbb.g_00067	Prbk.g_02123
OG0001016	Prbb.g_00128	Prbk.g_01315
OG0001017	Prbb.g_00132	Prbk.g_01309
OG0001018	Prbb.g_00135	Prbk.g_01307
OG0001019	Prbb.g_00144	Prbk.g_01294
OG0001020	Prbb.g_00145	Prbk.g_00035
OG0001021	Prbb.g_00146	Prbk.g_00031
OG0001022	Prbb.g_00149	Prbk.g_00026
OG0001023	Prbb.g_00150	Prbk.g_00025
OG0001024	Prbb.g_00153	Prbk.g_00021
OG0001025	Prbb.g_00160	Prbk.g_00014
OG0001026	Prbb.g_00168	Prbk.g_00001
OG0001027	Prbb.g_00169	Prbk.g_00190
OG0001028	Prbb.g_00171	Prbk.g_00192
OG0001029	Prbb.g_00173	Prbk.g_00194
OG0001030	Prbb.g_00189	Prbk.g_00547
OG0001031	Prbb.g_00243	Prbk.g_01275
OG0001032	Prbb.g_00244	Prbk.g_01272
OG0001033	Prbb.g_00264	Prbk.g_00633
OG0001034	Prbb.g_00293	Prbk.g_01521
OG0001035	Prbb.g_00310	Prbk.g_00372
OG0001036	Prbb.g_00314	Prbk.g_00376
OG0001037	Prbb.g_00315	Prbk.g_00378
OG0001038	Prbb.g_00331	Prbk.g_00415
OG0001040	Prbb.g_00335	Prbk.g_00421
OG0001041	Prbb.g_00339	Prbk.g_00426
OG0001042	Prbb.g_00355	Prbk.g_00451
OG0001043	Prbb.g_00356	Prbk.g_00453
OG0001044	Prbb.g_00393	Prbk.g_00870
OG0001045	Prbb.g_00402	Prbk.g_00882
OG0001046	Prbb.g_01124	Prbk.g_00924
OG0001047	Prbb.g_00444	Prbk.g_00325
OG0001048	Prbb.g_00445	Prbk.g_00324
OG0001049	Prbb.g_00447	Prbk.g_00321
OG0001050	Prbb.g_00448	Prbk.g_00320
OG0001051	Prbb.g_00449	Prbk.g_00319
OG0001052	Prbb.g_00475	Prbk.g_02109
OG0001053	Prbb.g_00488	Prbk.g_02064
OG0001054	Prbb.g_00502	Prbk.g_01861
OG0001055	Prbb.g_00521	Prbk.g_01056
OG0001056	Prbb.g_00539	Prbk.g_01085
OG0001057	Prbb.g_00544	Prbk.g_01097
OG0001058	Prbb.g_00553	Prbk.g_01893
OG0001059	Prbb.g_00557	Prbk.g_01889
OG0001060	Prbb.g_00564	Prbk.g_01882
OG0001061	Prbb.g_00577	Prbk.g_01109
OG0001062	Prbb.g_00579	Prbk.g_01111
OG0001063	Prbb.g_00580	Prbk.g_01115
OG0001064	Prbb.g_00581	Prbk.g_01116
OG0001065	Prbb.g_00582	Prbk.g_01117
OG0001066	Prbb.g_00583	Prbk.g_01118
OG0001067	Prbb.g_00584	Prbk.g_01119
OG0001068	Prbb.g_00585	Prbk.g_01120
OG0001069	Prbb.g_00586	Prbk.g_01121
OG0001070	Prbb.g_00588	Prbk.g_01125
OG0001071	Prbb.g_00589	Prbk.g_01126
OG0001072	Prbb.g_00590	Prbk.g_01129
OG0001073	Prbb.g_00604	Prbk.g_01148
OG0001074	Prbb.g_00616	Prbk.g_02602
OG0001075	Prbb.g_00617	Prbk.g_02603
OG0001076	Prbb.g_00624	Prbk.g_02611
OG0001077	Prbb.g_00629	Prbk.g_02621
OG0001078	Prbb.g_00637	Prbk.g_02632
OG0001079	Prbb.g_00648	Prbk.g_02651
OG0001080	Prbb.g_00654	Prbk.g_00738
