Orthogroup	Prbb	Syar
OG0000548	Prbb.g_00520	Syar.g_01512
OG0000549	Prbb.g_00523	Syar.g_02693
OG0000550	Prbb.g_00527	Syar.g_02689
OG0000551	Prbb.g_00530	Syar.g_02684
OG0000552	Prbb.g_00531	Syar.g_02683
OG0000553	Prbb.g_00532	Syar.g_02679
OG0000554	Prbb.g_00537	Syar.g_02352
OG0000555	Prbb.g_00545	Syar.g_02336
OG0000556	Prbb.g_00547	Syar.g_02332
OG0000557	Prbb.g_00548	Syar.g_02328
OG0000558	Prbb.g_00551	Syar.g_02326
OG0000559	Prbb.g_00555	Syar.g_02322
OG0000560	Prbb.g_00558	Syar.g_02320
OG0000561	Prbb.g_00559	Syar.g_02319
OG0000562	Prbb.g_00560	Syar.g_02318
OG0000563	Prbb.g_00561	Syar.g_02317
OG0000564	Prbb.g_00562	Syar.g_02316
OG0000565	Prbb.g_00565	Syar.g_02312
OG0000566	Prbb.g_00567	Syar.g_02308
OG0000567	Prbb.g_00571	Syar.g_02304
OG0000568	Prbb.g_00572	Syar.g_02302
OG0000569	Prbb.g_00573	Syar.g_02301
OG0000570	Prbb.g_00574	Syar.g_02300
OG0000571	Prbb.g_00576	Syar.g_02298
OG0000572	Prbb.g_00587	Syar.g_02201
OG0000573	Prbb.g_00592	Syar.g_02191
OG0000574	Prbb.g_00594	Syar.g_02190
OG0000575	Prbb.g_00597	Syar.g_03180
OG0000576	Prbb.g_00599	Syar.g_02187
OG0000577	Prbb.g_00600	Syar.g_02186
OG0000578	Prbb.g_00601	Syar.g_02185
OG0000579	Prbb.g_00602	Syar.g_02184
OG0000580	Prbb.g_00603	Syar.g_02183
OG0000581	Prbb.g_00606	Syar.g_02175
OG0000582	Prbb.g_00609	Syar.g_02131
OG0000583	Prbb.g_00610	Syar.g_02132
OG0000584	Prbb.g_00611	Syar.g_02133
OG0000585	Prbb.g_00613	Syar.g_02170
OG0000586	Prbb.g_00614	Syar.g_02171
OG0000587	Prbb.g_00615	Syar.g_02173
OG0000588	Prbb.g_00619	Syar.g_02275
OG0000589	Prbb.g_00622	Syar.g_02261
OG0000590	Prbb.g_00623	Syar.g_02260
OG0000591	Prbb.g_00626	Syar.g_02246
OG0000592	Prbb.g_00627	Syar.g_02245
OG0000593	Prbb.g_00633	Syar.g_02414
OG0000594	Prbb.g_00634	Syar.g_02415
OG0000595	Prbb.g_00635	Syar.g_02416
OG0000596	Prbb.g_00639	Syar.g_02421
OG0000597	Prbb.g_00641	Syar.g_02424
OG0000598	Prbb.g_00642	Syar.g_02425
OG0000599	Prbb.g_00645	Syar.g_02428
OG0000600	Prbb.g_00646	Syar.g_02429
OG0000601	Prbb.g_00647	Syar.g_02430
OG0000602	Prbb.g_00649	Syar.g_02435
OG0000603	Prbb.g_00650	Syar.g_02436
OG0000604	Prbb.g_00651	Syar.g_02438
OG0000605	Prbb.g_00652	Syar.g_02440
OG0000606	Prbb.g_00655	Syar.g_02443
OG0000607	Prbb.g_00658	Syar.g_02446
OG0000608	Prbb.g_00659	Syar.g_02447
OG0000609	Prbb.g_00660	Syar.g_02470
OG0000610	Prbb.g_00667	Syar.g_01917
OG0000611	Prbb.g_00670	Syar.g_01914
OG0000612	Prbb.g_00671	Syar.g_01913
OG0000613	Prbb.g_00677	Syar.g_00712
OG0000614	Prbb.g_00700	Syar.g_02012, Syar.g_01344
OG0000615	Prbb.g_00708	Syar.g_02603
OG0000616	Prbb.g_02176	Syar.g_00454
OG0000617	Prbb.g_00719	Syar.g_01576
OG0000618	Prbb.g_00720	Syar.g_01575
OG0000619	Prbb.g_00721	Syar.g_01574
OG0000620	Prbb.g_00724	Syar.g_01569
OG0000621	Prbb.g_00725	Syar.g_01568
OG0000622	Prbb.g_00726	Syar.g_01566
OG0000623	Prbb.g_00727	Syar.g_01565
OG0000624	Prbb.g_00729	Syar.g_01564
OG0000625	Prbb.g_00730	Syar.g_01563
OG0000626	Prbb.g_00731	Syar.g_01562
OG0000627	Prbb.g_00733	Syar.g_01868
OG0000628	Prbb.g_00734	Syar.g_01869
OG0000629	Prbb.g_00735	Syar.g_01872
OG0000630	Prbb.g_00738	Syar.g_02586
OG0000631	Prbb.g_00962	Syar.g_02579
OG0000632	Prbb.g_00963	Syar.g_02578
OG0000633	Prbb.g_00964	Syar.g_02576
OG0000634	Prbb.g_00779	Syar.g_02635
OG0000635	Prbb.g_00780	Syar.g_02636
OG0000636	Prbb.g_00782	Syar.g_02638
OG0000637	Prbb.g_00784	Syar.g_02640
OG0000638	Prbb.g_00785	Syar.g_02641
OG0000639	Prbb.g_00786	Syar.g_02642
OG0000640	Prbb.g_00787	Syar.g_02643
OG0000641	Prbb.g_00791	Syar.g_02648
OG0000642	Prbb.g_00792	Syar.g_02649
OG0000643	Prbb.g_00793	Syar.g_02650
OG0000644	Prbb.g_00794	Syar.g_02651
OG0000645	Prbb.g_00795	Syar.g_02652
OG0000646	Prbb.g_00798	Syar.g_02655
OG0000647	Prbb.g_00800	Syar.g_02657
OG0000648	Prbb.g_00802	Syar.g_02659
OG0000649	Prbb.g_00803	Syar.g_02660
OG0000650	Prbb.g_00804	Syar.g_02661
OG0000651	Prbb.g_00805	Syar.g_02662
OG0000652	Prbb.g_00806	Syar.g_02663
OG0000653	Prbb.g_00808	Syar.g_02665
OG0000654	Prbb.g_00809	Syar.g_02666
OG0000655	Prbb.g_00810	Syar.g_02667
OG0000656	Prbb.g_00813	Syar.g_02479
OG0000657	Prbb.g_00819	Syar.g_01812
OG0000658	Prbb.g_00821	Syar.g_01815
OG0000659	Prbb.g_00822	Syar.g_01816
OG0000660	Prbb.g_00827	Syar.g_01820
OG0000661	Prbb.g_00829	Syar.g_03175, Syar.g_01822
OG0000662	Prbb.g_00831	Syar.g_01829
OG0000663	Prbb.g_00833	Syar.g_01832
OG0000664	Prbb.g_00834	Syar.g_01837
OG0000665	Prbb.g_00838	Syar.g_02774
OG0000666	Prbb.g_00839	Syar.g_01241
OG0000667	Prbb.g_00843	Syar.g_02346
OG0000668	Prbb.g_00914	Syar.g_01802
OG0000669	Prbb.g_00922	Syar.g_01627
OG0000670	Prbb.g_00925	Syar.g_01624
OG0000671	Prbb.g_00927	Syar.g_01622
OG0000672	Prbb.g_00930	Syar.g_01619
OG0000673	Prbb.g_00933	Syar.g_01615
OG0000674	Prbb.g_00935	Syar.g_01613
OG0000675	Prbb.g_00936	Syar.g_01612
OG0000676	Prbb.g_00938	Syar.g_01608
OG0000677	Prbb.g_00939	Syar.g_01607
OG0000678	Prbb.g_00942	Syar.g_02037
OG0000679	Prbb.g_00946	Syar.g_02606
OG0000680	Prbb.g_00947	Syar.g_02607
OG0000681	Prbb.g_00950	Syar.g_02610
OG0000682	Prbb.g_00951	Syar.g_02611
OG0000683	Prbb.g_00952	Syar.g_02612
OG0000684	Prbb.g_00762	Syar.g_02615
OG0000685	Prbb.g_00764	Syar.g_02617
OG0000686	Prbb.g_00765	Syar.g_02618
OG0000687	Prbb.g_00766	Syar.g_02619
OG0000688	Prbb.g_00769	Syar.g_02624
OG0000689	Prbb.g_00770	Syar.g_02626
OG0000690	Prbb.g_00771	Syar.g_02627
OG0000691	Prbb.g_00772	Syar.g_02628
OG0000692	Prbb.g_00774	Syar.g_02629
OG0000693	Prbb.g_00775	Syar.g_02631
OG0000694	Prbb.g_00776	Syar.g_02632
OG0000695	Prbb.g_00966	Syar.g_02573
OG0000696	Prbb.g_00967	Syar.g_02572
OG0000697	Prbb.g_00968	Syar.g_02570
OG0000698	Prbb.g_00971	Syar.g_02567
OG0000699	Prbb.g_00972	Syar.g_02566
OG0000700	Prbb.g_00973	Syar.g_02565
OG0000701	Prbb.g_00974	Syar.g_02564
OG0000702	Prbb.g_00976	Syar.g_02559
OG0000703	Prbb.g_00977	Syar.g_02557
OG0000704	Prbb.g_00978	Syar.g_02555
OG0000705	Prbb.g_00984	Syar.g_02547
OG0000706	Prbb.g_00985	Syar.g_02546
OG0000707	Prbb.g_00986	Syar.g_02545
OG0000708	Prbb.g_00988	Syar.g_02542
OG0000709	Prbb.g_00992	Syar.g_02534
OG0000710	Prbb.g_00995	Syar.g_02528
OG0000711	Prbb.g_01010	Syar.g_02499
OG0000712	Prbb.g_01012	Syar.g_02497
OG0000713	Prbb.g_01013	Syar.g_02496
OG0000714	Prbb.g_01014	Syar.g_02494
OG0000715	Prbb.g_01016	Syar.g_02492
OG0000716	Prbb.g_01017	Syar.g_02488
OG0000717	Prbb.g_01018	Syar.g_02487
OG0000718	Prbb.g_01036	Syar.g_02483
OG0000719	Prbb.g_01037	Syar.g_01804
OG0000720	Prbb.g_01048	Syar.g_01790
OG0000721	Prbb.g_01049	Syar.g_01788
OG0000722	Prbb.g_01050	Syar.g_01787
OG0000723	Prbb.g_01054	Syar.g_01560
OG0000724	Prbb.g_01065	Syar.g_01367, Syar.g_02120
OG0000725	Prbb.g_00891	Syar.g_01934
OG0000726	Prbb.g_00890	Syar.g_01935
OG0000727	Prbb.g_00889	Syar.g_01936
OG0000728	Prbb.g_00887	Syar.g_01938
OG0000729	Prbb.g_02071	Syar.g_00593
OG0000730	Prbb.g_00392	Syar.g_01115
OG0000731	Prbb.g_00400	Syar.g_01127
OG0000732	Prbb.g_02121	Syar.g_00522
OG0000733	Prbb.g_01888	Syar.g_02234
OG0000734	Prbb.g_01533	Syar.g_03128
OG0000735	Prbb.g_01531	Syar.g_01522
OG0000736	Prbb.g_01530	Syar.g_01523
OG0000737	Prbb.g_01529	Syar.g_01524
OG0000738	Prbb.g_01525	Syar.g_01530
OG0000739	Prbb.g_01524	Syar.g_01531
OG0000740	Prbb.g_01523	Syar.g_01532
OG0000741	Prbb.g_01521	Syar.g_01535
OG0000742	Prbb.g_01518	Syar.g_01538
OG0000743	Prbb.g_01516	Syar.g_01541
OG0000744	Prbb.g_01515	Syar.g_01542
OG0000745	Prbb.g_01513	Syar.g_01545
OG0000746	Prbb.g_01511	Syar.g_01549
OG0000747	Prbb.g_01510	Syar.g_01551
OG0000748	Prbb.g_01506	Syar.g_01945
OG0000749	Prbb.g_01505	Syar.g_01946
OG0000750	Prbb.g_01504	Syar.g_01947
OG0000751	Prbb.g_01501	Syar.g_01952
OG0000752	Prbb.g_01499	Syar.g_01954
OG0000753	Prbb.g_01497	Syar.g_01957
OG0000754	Prbb.g_01493	Syar.g_01963
OG0000755	Prbb.g_01488	Syar.g_01974
OG0000756	Prbb.g_01487	Syar.g_01975
OG0000757	Prbb.g_01480	Syar.g_01984
OG0000758	Prbb.g_01479	Syar.g_01985
OG0000759	Prbb.g_01478	Syar.g_01986
OG0000760	Prbb.g_01477	Syar.g_01987
OG0000761	Prbb.g_01476	Syar.g_01988
OG0000762	Prbb.g_01475	Syar.g_01992
OG0000763	Prbb.g_01473	Syar.g_01699
OG0000764	Prbb.g_01472	Syar.g_01700
OG0000765	Prbb.g_01463	Syar.g_01718
OG0000766	Prbb.g_01462	Syar.g_01719
OG0000767	Prbb.g_01461	Syar.g_01721
OG0000768	Prbb.g_01460	Syar.g_01722
OG0000769	Prbb.g_01458	Syar.g_01724
OG0000770	Prbb.g_01457	Syar.g_01727
OG0000771	Prbb.g_01060	Syar.g_01373
OG0000772	Prbb.g_01291	Syar.g_00746
OG0000773	Prbb.g_01577	Syar.g_02694
OG0000774	Prbb.g_01580	Syar.g_02771
OG0000775	Prbb.g_01581	Syar.g_02773
OG0000776	Prbb.g_01582	Syar.g_01755
OG0000777	Prbb.g_01583	Syar.g_01754
OG0000778	Prbb.g_01584	Syar.g_01753
OG0000779	Prbb.g_01588	Syar.g_02779
OG0000780	Prbb.g_01589	Syar.g_02781
OG0000781	Prbb.g_01592	Syar.g_02785
OG0000782	Prbb.g_01593	Syar.g_02786
OG0000783	Prbb.g_01594	Syar.g_02787
OG0000784	Prbb.g_01595	Syar.g_02788
OG0000785	Prbb.g_01597	Syar.g_02791
OG0000786	Prbb.g_01600	Syar.g_02795
OG0000787	Prbb.g_01601	Syar.g_02796
OG0000788	Prbb.g_00746	Syar.g_02331
OG0000789	Prbb.g_01057	Syar.g_02040
OG0000790	Prbb.g_01644	Syar.g_01456
OG0000791	Prbb.g_01646	Syar.g_01454
OG0000792	Prbb.g_01647	Syar.g_01453
OG0000793	Prbb.g_01650	Syar.g_01243
OG0000794	Prbb.g_01651	Syar.g_01242
OG0000795	Prbb.g_01652	Syar.g_01240
OG0000796	Prbb.g_01656	Syar.g_01236
OG0000797	Prbb.g_01657	Syar.g_01235
OG0000798	Prbb.g_00858	Syar.g_02701
OG0000799	Prbb.g_01668	Syar.g_02844
OG0000800	Prbb.g_01669	Syar.g_02843
OG0000801	Prbb.g_01670	Syar.g_02842
OG0000802	Prbb.g_01672	Syar.g_02825
OG0000803	Prbb.g_01674	Syar.g_02822
OG0000804	Prbb.g_01675	Syar.g_02819
OG0000805	Prbb.g_01677	Syar.g_02817
OG0000806	Prbb.g_01679	Syar.g_02815
OG0000807	Prbb.g_01680	Syar.g_02814
OG0000808	Prbb.g_01681	Syar.g_02813
OG0000809	Prbb.g_01684	Syar.g_02811
OG0000810	Prbb.g_01685	Syar.g_02810
OG0000811	Prbb.g_01689	Syar.g_02805
OG0000812	Prbb.g_01691	Syar.g_02803
OG0000813	Prbb.g_01692	Syar.g_02802
OG0000814	Prbb.g_01694	Syar.g_02800
OG0000815	Prbb.g_01695	Syar.g_02799
OG0000816	Prbb.g_01697	Syar.g_02797
OG0000817	Prbb.g_01698	Syar.g_02861
OG0000818	Prbb.g_01702	Syar.g_01418
OG0000819	Prbb.g_01703	Syar.g_01417
OG0000820	Prbb.g_01704	Syar.g_01416
OG0000821	Prbb.g_01707	Syar.g_01410
OG0000822	Prbb.g_01708	Syar.g_01408
OG0000823	Prbb.g_01709	Syar.g_01407
OG0000824	Prbb.g_01712	Syar.g_01402
OG0000825	Prbb.g_01713	Syar.g_01401
OG0000826	Prbb.g_01714	Syar.g_01400
OG0000827	Prbb.g_01715	Syar.g_01399
OG0000828	Prbb.g_01718	Syar.g_01396
OG0000829	Prbb.g_01719	Syar.g_01395
OG0000830	Prbb.g_01720	Syar.g_01394
OG0000831	Prbb.g_01722	Syar.g_01391
OG0000832	Prbb.g_01732	Syar.g_01213
OG0000833	Prbb.g_01740	Syar.g_02877
OG0000834	Prbb.g_01741	Syar.g_02878
OG0000835	Prbb.g_01742	Syar.g_02879
OG0000836	Prbb.g_01744	Syar.g_02881
OG0000837	Prbb.g_01745	Syar.g_02882
OG0000838	Prbb.g_01747	Syar.g_02886
OG0000839	Prbb.g_01748	Syar.g_02887
OG0000840	Prbb.g_01749	Syar.g_02888
OG0000841	Prbb.g_01750	Syar.g_02889
OG0000842	Prbb.g_01751	Syar.g_02890
OG0000843	Prbb.g_01752	Syar.g_02891
OG0000844	Prbb.g_01753	Syar.g_02893
OG0000845	Prbb.g_01754	Syar.g_02894
OG0000846	Prbb.g_01755	Syar.g_02895
OG0000847	Prbb.g_01756	Syar.g_02896
OG0000848	Prbb.g_01757	Syar.g_02898
OG0000849	Prbb.g_01758	Syar.g_02899
OG0000850	Prbb.g_01760	Syar.g_02902
OG0000851	Prbb.g_01761	Syar.g_02905
OG0000852	Prbb.g_01762	Syar.g_02906
OG0000853	Prbb.g_01767	Syar.g_02910
OG0000854	Prbb.g_01769	Syar.g_02912
OG0000855	Prbb.g_01770	Syar.g_02913
OG0000856	Prbb.g_01659	Syar.g_02243
OG0000857	Prbb.g_00799	Syar.g_02656
OG0000858	Prbb.g_01817	Syar.g_02920
OG0000859	Prbb.g_01818	Syar.g_02921
OG0000860	Prbb.g_01825	Syar.g_02931
OG0000861	Prbb.g_01826	Syar.g_02932
OG0000862	Prbb.g_01827	Syar.g_02942
OG0000863	Prbb.g_01828	Syar.g_02944
OG0000864	Prbb.g_01829	Syar.g_02945
OG0000865	Prbb.g_01830	Syar.g_02946
OG0000866	Prbb.g_01831	Syar.g_02947
OG0000867	Prbb.g_01832	Syar.g_02948
OG0000868	Prbb.g_01833	Syar.g_02950
OG0000869	Prbb.g_01836	Syar.g_02955
OG0000870	Prbb.g_01841	Syar.g_02960
OG0000871	Prbb.g_01842	Syar.g_02961
OG0000872	Prbb.g_01843	Syar.g_02967
OG0000873	Prbb.g_01846	Syar.g_02970
OG0000874	Prbb.g_01849	Syar.g_02974
OG0000875	Prbb.g_01851	Syar.g_02975
OG0000876	Prbb.g_01852	Syar.g_01828
OG0000877	Prbb.g_01854	Syar.g_02977
OG0000878	Prbb.g_01855	Syar.g_02978
OG0000879	Prbb.g_01856	Syar.g_02979
OG0000880	Prbb.g_01857	Syar.g_02980
OG0000881	Prbb.g_01860	Syar.g_02984
OG0000882	Prbb.g_01865	Syar.g_02989
OG0000883	Prbb.g_01867	Syar.g_02992
OG0000884	Prbb.g_01869	Syar.g_02994
OG0000885	Prbb.g_01870	Syar.g_02995
OG0000886	Prbb.g_01871	Syar.g_02996
OG0000887	Prbb.g_01872	Syar.g_02998
OG0000888	Prbb.g_01874	Syar.g_03000
OG0000889	Prbb.g_01876	Syar.g_03002
OG0000890	Prbb.g_01877	Syar.g_03005
OG0000891	Prbb.g_01878	Syar.g_03006
OG0000892	Prbb.g_01880	Syar.g_03008
OG0000893	Prbb.g_01922	Syar.g_00150
OG0000894	Prbb.g_01925	Syar.g_00145
OG0000895	Prbb.g_01928	Syar.g_00141
OG0000896	Prbb.g_01929	Syar.g_00140
OG0000897	Prbb.g_01931	Syar.g_00138
OG0000898	Prbb.g_01932	Syar.g_00137
OG0000899	Prbb.g_01933	Syar.g_00136
OG0000900	Prbb.g_01934	Syar.g_00135
OG0000901	Prbb.g_01937	Syar.g_00130
OG0000902	Prbb.g_01939	Syar.g_01013
OG0000903	Prbb.g_01948	Syar.g_01026
OG0000904	Prbb.g_01943	Syar.g_01021
OG0000905	Prbb.g_01941	Syar.g_01018
OG0000906	Prbb.g_01940	Syar.g_01015
OG0000907	Prbb.g_01958	Syar.g_01028
OG0000908	Prbb.g_01961	Syar.g_01031
OG0000909	Prbb.g_01962	Syar.g_01032
OG0000910	Prbb.g_01963	Syar.g_01033
OG0000911	Prbb.g_01965	Syar.g_01035
OG0000912	Prbb.g_01966	Syar.g_01036
OG0000913	Prbb.g_01967	Syar.g_01037
OG0000914	Prbb.g_01968	Syar.g_01038
OG0000915	Prbb.g_01969	Syar.g_01040
OG0000916	Prbb.g_01970	Syar.g_01041
OG0000917	Prbb.g_01971	Syar.g_01042
OG0000918	Prbb.g_01972	Syar.g_01043
OG0000919	Prbb.g_01973	Syar.g_01044
OG0000920	Prbb.g_01974	Syar.g_01045
OG0000921	Prbb.g_01975	Syar.g_01046
OG0000922	Prbb.g_01976	Syar.g_01047
OG0000923	Prbb.g_01980	Syar.g_01051
OG0000924	Prbb.g_01981	Syar.g_01052
OG0000925	Prbb.g_01982	Syar.g_01053
OG0000926	Prbb.g_01983	Syar.g_01054
OG0000927	Prbb.g_01985	Syar.g_01056
OG0000928	Prbb.g_01986	Syar.g_01057
OG0000929	Prbb.g_01987	Syar.g_01058
OG0000930	Prbb.g_01988	Syar.g_01059
OG0000931	Prbb.g_01989	Syar.g_01060
OG0000932	Prbb.g_01990	Syar.g_01061
OG0000933	Prbb.g_01994	Syar.g_01066
OG0000934	Prbb.g_01996	Syar.g_01068
OG0000935	Prbb.g_01997	Syar.g_01069
OG0000936	Prbb.g_01998	Syar.g_01070
OG0000937	Prbb.g_01999	Syar.g_01071
OG0000938	Prbb.g_02002	Syar.g_01074
OG0000939	Prbb.g_02003	Syar.g_01075
OG0000940	Prbb.g_02010	Syar.g_01081
OG0000941	Prbb.g_02012	Syar.g_01083
OG0000942	Prbb.g_02014	Syar.g_01085
OG0000943	Prbb.g_02015	Syar.g_01086
OG0000944	Prbb.g_02017	Syar.g_01088
OG0000945	Prbb.g_02018	Syar.g_01089
OG0000946	Prbb.g_02024	Syar.g_01095
OG0000947	Prbb.g_02026	Syar.g_01098
OG0000948	Prbb.g_02027	Syar.g_01099
OG0000949	Prbb.g_02030	Syar.g_00283
OG0000950	Prbb.g_02035	Syar.g_00661
OG0000951	Prbb.g_02039	Syar.g_00656
OG0000952	Prbb.g_02043	Syar.g_00651
OG0000953	Prbb.g_02047	Syar.g_00248
OG0000954	Prbb.g_02051	Syar.g_00258
OG0000955	Prbb.g_02052	Syar.g_00259
OG0000956	Prbb.g_02054	Syar.g_00261
OG0000957	Prbb.g_02059	Syar.g_00610
OG0000958	Prbb.g_02060	Syar.g_00609
OG0000959	Prbb.g_02064	Syar.g_00605
OG0000960	Prbb.g_02065	Syar.g_00604
OG0000961	Prbb.g_02068	Syar.g_00094
OG0000962	Prbb.g_02070	Syar.g_00594
OG0000963	Prbb.g_02075	Syar.g_00590
OG0000964	Prbb.g_02076	Syar.g_00589
OG0000965	Prbb.g_02077	Syar.g_00588
OG0000966	Prbb.g_02099	Syar.g_00549
OG0000967	Prbb.g_02103	Syar.g_00545
OG0000968	Prbb.g_02105	Syar.g_00542
OG0000969	Prbb.g_02106	Syar.g_00540
OG0000970	Prbb.g_02107	Syar.g_00539
OG0000971	Prbb.g_02108	Syar.g_00537
OG0000972	Prbb.g_02109	Syar.g_00536
OG0000973	Prbb.g_02110	Syar.g_00535
OG0000974	Prbb.g_02111	Syar.g_00534
OG0000975	Prbb.g_02112	Syar.g_00533
OG0000976	Prbb.g_02113	Syar.g_00532
OG0000977	Prbb.g_02114	Syar.g_00530
OG0000978	Prbb.g_02115	Syar.g_00529
OG0000979	Prbb.g_02118	Syar.g_00526
OG0000980	Prbb.g_02120	Syar.g_00523
OG0000981	Prbb.g_02123	Syar.g_00520
OG0000982	Prbb.g_02125	Syar.g_00331
OG0000983	Prbb.g_02126	Syar.g_00332
OG0000984	Prbb.g_02127	Syar.g_00333
OG0000985	Prbb.g_02130	Syar.g_00337
OG0000986	Prbb.g_02132	Syar.g_00344
OG0000987	Prbb.g_02133	Syar.g_00346
OG0000988	Prbb.g_02136	Syar.g_00352
OG0000989	Prbb.g_02140	Syar.g_00377
OG0000990	Prbb.g_02145	Syar.g_00697
OG0000991	Prbb.g_02146	Syar.g_00700
OG0000992	Prbb.g_02149	Syar.g_00704
OG0000993	Prbb.g_02150	Syar.g_00705
OG0000994	Prbb.g_02151	Syar.g_00708
OG0000995	Prbb.g_02155	Syar.g_03212, Syar.g_00624
OG0000996	Prbb.g_02156	Syar.g_00861
OG0000997	Prbb.g_02164	Syar.g_00437
OG0000998	Prbb.g_02166	Syar.g_00439
OG0000999	Prbb.g_02167	Syar.g_00440
OG0001000	Prbb.g_02170	Syar.g_00955, Syar.g_00444
OG0001001	Prbb.g_02173	Syar.g_00450
OG0001002	Prbb.g_02178	Syar.g_00457
OG0001003	Prbb.g_02180	Syar.g_00459
OG0001004	Prbb.g_02181	Syar.g_00460
OG0001005	Prbb.g_02182	Syar.g_00461
OG0001006	Prbb.g_02187	Syar.g_00468
OG0001007	Prbb.g_02189	Syar.g_00470
OG0001008	Prbb.g_00442	Syar.g_01178
OG0001009	Prbb.g_00028	Syar.g_00500
OG0001010	Prbb.g_00029	Syar.g_00501
OG0001011	Prbb.g_00030	Syar.g_00503
OG0001013	Prbb.g_00063	Syar.g_00906
OG0001014	Prbb.g_00066	Syar.g_00914
OG0001015	Prbb.g_00067	Syar.g_00915
OG0001017	Prbb.g_00132	Syar.g_03050
OG0001018	Prbb.g_00135	Syar.g_03052
OG0001019	Prbb.g_00144	Syar.g_03086
OG0001020	Prbb.g_00145	Syar.g_03092
OG0001021	Prbb.g_00146	Syar.g_03098
OG0001022	Prbb.g_00149	Syar.g_03102
OG0001023	Prbb.g_00150	Syar.g_03103
OG0001024	Prbb.g_00153	Syar.g_02276
OG0001025	Prbb.g_00160	Syar.g_03115
OG0001026	Prbb.g_00168	Syar.g_03131
OG0001027	Prbb.g_00169	Syar.g_00031
OG0001028	Prbb.g_00171	Syar.g_00034
OG0001029	Prbb.g_00173	Syar.g_00036
OG0001030	Prbb.g_00189	Syar.g_00058
OG0001031	Prbb.g_00243	Syar.g_00129
OG0001032	Prbb.g_00244	Syar.g_01011
OG0001033	Prbb.g_00264	Syar.g_00962
OG0001034	Prbb.g_00293	Syar.g_03022
OG0001035	Prbb.g_00310	Syar.g_00171
OG0001036	Prbb.g_00314	Syar.g_00193
OG0001037	Prbb.g_00315	Syar.g_00195
OG0001038	Prbb.g_00331	Syar.g_00223
OG0001040	Prbb.g_00335	Syar.g_00229
OG0001041	Prbb.g_00339	Syar.g_00234
OG0001042	Prbb.g_00355	Syar.g_00831
OG0001043	Prbb.g_00356	Syar.g_00826
OG0001044	Prbb.g_00393	Syar.g_01117
OG0001045	Prbb.g_00402	Syar.g_01130
OG0001046	Prbb.g_01124	Syar.g_02514
OG0001047	Prbb.g_00444	Syar.g_01180
OG0001048	Prbb.g_00445	Syar.g_01181
OG0001049	Prbb.g_00447	Syar.g_02872
OG0001050	Prbb.g_00448	Syar.g_02871
OG0001051	Prbb.g_00449	Syar.g_02870
OG0001052	Prbb.g_00475	Syar.g_01269
OG0001053	Prbb.g_00488	Syar.g_01472
OG0001054	Prbb.g_00502	Syar.g_01492
OG0001055	Prbb.g_00521	Syar.g_01513
OG0001056	Prbb.g_00539	Syar.g_02349
OG0001057	Prbb.g_00544	Syar.g_02341
OG0001058	Prbb.g_00553	Syar.g_02324
OG0001059	Prbb.g_00557	Syar.g_00422
OG0001060	Prbb.g_00564	Syar.g_02315
OG0001061	Prbb.g_00577	Syar.g_02297
OG0001062	Prbb.g_00579	Syar.g_02294
OG0001063	Prbb.g_00580	Syar.g_02209
OG0001064	Prbb.g_00581	Syar.g_02208
OG0001065	Prbb.g_00582	Syar.g_02207
OG0001066	Prbb.g_00583	Syar.g_02206
OG0001067	Prbb.g_00584	Syar.g_02205
OG0001068	Prbb.g_00585	Syar.g_02204
OG0001069	Prbb.g_00586	Syar.g_02203
OG0001070	Prbb.g_00588	Syar.g_02200
OG0001071	Prbb.g_00589	Syar.g_02199
OG0001072	Prbb.g_00590	Syar.g_02195
OG0001073	Prbb.g_00604	Syar.g_02182
OG0001074	Prbb.g_00616	Syar.g_02031
OG0001075	Prbb.g_00617	Syar.g_02215
OG0001076	Prbb.g_00624	Syar.g_02253
OG0001077	Prbb.g_00629	Syar.g_02240
OG0001078	Prbb.g_00637	Syar.g_02419
OG0001079	Prbb.g_00648	Syar.g_02431
OG0001080	Prbb.g_00654	Syar.g_02442
OG0001081	Prbb.g_00656	Syar.g_02444
OG0001082	Prbb.g_00657	Syar.g_02445
OG0001083	Prbb.g_00662	Syar.g_02473
OG0001084	Prbb.g_00664	Syar.g_02474
OG0001085	Prbb.g_00674	Syar.g_01688
OG0001086	Prbb.g_00675	Syar.g_01686
OG0001087	Prbb.g_00694	Syar.g_02347
OG0001088	Prbb.g_00695	Syar.g_00431
OG0001089	Prbb.g_00705	Syar.g_01942
OG0001090	Prbb.g_00714	Syar.g_01582
OG0001091	Prbb.g_00716	Syar.g_01580
OG0001092	Prbb.g_00717	Syar.g_01578
OG0001093	Prbb.g_00722	Syar.g_01572
OG0001094	Prbb.g_00777	Syar.g_02633
OG0001095	Prbb.g_00796	Syar.g_02653
OG0001096	Prbb.g_00811	Syar.g_02476
OG0001097	Prbb.g_00830	Syar.g_01823
OG0001098	Prbb.g_00847	Syar.g_01672
OG0001099	Prbb.g_00917	Syar.g_00035
OG0001100	Prbb.g_00924	Syar.g_01625
OG0001101	Prbb.g_00926	Syar.g_01623
OG0001102	Prbb.g_00929	Syar.g_01620
OG0001103	Prbb.g_00931	Syar.g_01618
OG0001104	Prbb.g_00763	Syar.g_02616
OG0001105	Prbb.g_00767	Syar.g_02620
OG0001106	Prbb.g_00979	Syar.g_02553
OG0001107	Prbb.g_00989	Syar.g_02541
