Orthogroup	Prab	Syab
OG0000582	Prab.g_00612	Syab.g_01929
OG0000583	Prab.g_00613	Syab.g_01928
OG0000584	Prab.g_00614	Syab.g_01927
OG0000585	Prab.g_00616	Syab.g_01924
OG0000586	Prab.g_00617	Syab.g_01923
OG0000587	Prab.g_00618	Syab.g_01921
OG0000588	Prab.g_00622	Syab.g_01910
OG0000589	Prab.g_00625	Syab.g_01899
OG0000590	Prab.g_00626	Syab.g_01898
OG0000591	Prab.g_00630	Syab.g_01892
OG0000592	Prab.g_00631	Syab.g_01891
OG0000593	Prab.g_00637	Syab.g_01877
OG0000594	Prab.g_00638	Syab.g_01876
OG0000595	Prab.g_00639	Syab.g_01875
OG0000596	Prab.g_00643	Syab.g_01871
OG0000597	Prab.g_00645	Syab.g_01868
OG0000598	Prab.g_00646	Syab.g_01867
OG0000599	Prab.g_00649	Syab.g_01860
OG0000600	Prab.g_00650	Syab.g_01859
OG0000601	Prab.g_00651	Syab.g_01858
OG0000602	Prab.g_00653	Syab.g_01853
OG0000603	Prab.g_00654	Syab.g_01852
OG0000604	Prab.g_00655	Syab.g_01850
OG0000605	Prab.g_00656	Syab.g_01758
OG0000606	Prab.g_00659	Syab.g_01529
OG0000607	Prab.g_00662	Syab.g_01533
OG0000608	Prab.g_00663	Syab.g_01534
OG0000609	Prab.g_00664	Syab.g_01536
OG0000610	Prab.g_00669	Syab.g_01555
OG0000611	Prab.g_00672	Syab.g_01558
OG0000612	Prab.g_00673	Syab.g_01559
OG0000613	Prab.g_00678	Syab.g_00228
OG0000614	Prab.g_00697	Syab.g_01179
OG0000615	Prab.g_00705	Syab.g_01605
OG0000616	Prab.g_00711	Syab.g_02897
OG0000617	Prab.g_00729	Syab.g_01274
OG0000618	Prab.g_00730	Syab.g_01275
OG0000619	Prab.g_00731	Syab.g_01662
OG0000620	Prab.g_00734	Syab.g_01668
OG0000621	Prab.g_00735	Syab.g_01669
OG0000622	Prab.g_00736	Syab.g_01670
OG0000623	Prab.g_00737	Syab.g_01671
OG0000624	Prab.g_00738	Syab.g_01673
OG0000625	Prab.g_00739	Syab.g_01674
OG0000626	Prab.g_00740	Syab.g_01675
OG0000627	Prab.g_00741	Syab.g_01438
OG0000628	Prab.g_00742	Syab.g_01437
OG0000629	Prab.g_00743	Syab.g_01434
OG0000630	Prab.g_00746	Syab.g_01430
OG0000631	Prab.g_00831	Syab.g_01421
OG0000632	Prab.g_00832	Syab.g_01420
OG0000633	Prab.g_00833	Syab.g_01419
OG0000634	Prab.g_00836	Syab.g_01651
OG0000635	Prab.g_00837	Syab.g_01656
OG0000636	Prab.g_00839	Syab.g_01658
OG0000637	Prab.g_00841	Syab.g_01660
OG0000638	Prab.g_00842	Syab.g_01661
OG0000639	Prab.g_00843	Syab.g_01276
OG0000640	Prab.g_00844	Syab.g_01277
OG0000641	Prab.g_00848	Syab.g_01281
OG0000642	Prab.g_00849	Syab.g_01282
OG0000643	Prab.g_00850	Syab.g_01283
OG0000644	Prab.g_00851	Syab.g_01284
OG0000645	Prab.g_00852	Syab.g_01286
OG0000646	Prab.g_00854	Syab.g_01289
OG0000647	Prab.g_00855	Syab.g_01291
OG0000648	Prab.g_00857	Syab.g_01684
OG0000649	Prab.g_00858	Syab.g_01685
OG0000650	Prab.g_00859	Syab.g_01686
OG0000651	Prab.g_00860	Syab.g_01687
OG0000652	Prab.g_00861	Syab.g_01688
OG0000653	Prab.g_00863	Syab.g_01690
OG0000654	Prab.g_00864	Syab.g_01691
OG0000655	Prab.g_00865	Syab.g_01692
OG0000656	Prab.g_00868	Syab.g_01695
OG0000657	Prab.g_00875	Syab.g_01706
OG0000658	Prab.g_00876	Syab.g_01710
OG0000659	Prab.g_00877	Syab.g_01711
OG0000660	Prab.g_00881	Syab.g_01715
OG0000661	Prab.g_00883	Syab.g_01717
OG0000662	Prab.g_00885	Syab.g_01719
OG0000663	Prab.g_00887	Syab.g_01722
OG0000664	Prab.g_00888	Syab.g_01723
OG0000665	Prab.g_00892	Syab.g_01829
OG0000666	Prab.g_00893	Syab.g_01842
OG0000667	Prab.g_00898	Syab.g_01548
OG0000668	Prab.g_01084	Syab.g_01319
OG0000669	Prab.g_01076	Syab.g_01642
OG0000670	Prab.g_01074	Syab.g_02156
OG0000671	Prab.g_01072	Syab.g_01638
OG0000672	Prab.g_01070	Syab.g_01635
OG0000673	Prab.g_01067	Syab.g_01632
OG0000674	Prab.g_01065	Syab.g_01630
OG0000675	Prab.g_01064	Syab.g_01629
OG0000676	Prab.g_01062	Syab.g_01620
OG0000677	Prab.g_01061	Syab.g_01619
OG0000678	Prab.g_01059	Syab.g_01613
OG0000679	Prab.g_01055	Syab.g_01601
OG0000680	Prab.g_01054	Syab.g_01600
OG0000681	Prab.g_01052	Syab.g_01597
OG0000682	Prab.g_01051	Syab.g_01596
OG0000683	Prab.g_01050	Syab.g_01595
OG0000684	Prab.g_01048	Syab.g_01591
OG0000685	Prab.g_01046	Syab.g_01589
OG0000686	Prab.g_01045	Syab.g_01588
OG0000687	Prab.g_01044	Syab.g_01586
OG0000688	Prab.g_01041	Syab.g_01576
OG0000689	Prab.g_01040	Syab.g_01574
OG0000690	Prab.g_01039	Syab.g_01573
OG0000691	Prab.g_01038	Syab.g_01572
OG0000692	Prab.g_01036	Syab.g_01571
OG0000693	Prab.g_01035	Syab.g_01569
OG0000694	Prab.g_01034	Syab.g_01568
OG0000695	Prab.g_01032	Syab.g_01417
OG0000696	Prab.g_01031	Syab.g_01416
OG0000697	Prab.g_01030	Syab.g_01415
OG0000698	Prab.g_01027	Syab.g_01412
OG0000699	Prab.g_01026	Syab.g_01411
OG0000700	Prab.g_01025	Syab.g_01410
OG0000701	Prab.g_01024	Syab.g_01409
OG0000702	Prab.g_01022	Syab.g_01401
OG0000703	Prab.g_01021	Syab.g_01400
OG0000704	Prab.g_01020	Syab.g_01398
OG0000705	Prab.g_01016	Syab.g_01391
OG0000706	Prab.g_01015	Syab.g_01390
OG0000707	Prab.g_01014	Syab.g_01389
OG0000708	Prab.g_01013	Syab.g_01386
OG0000709	Prab.g_01009	Syab.g_01378
OG0000710	Prab.g_01006	Syab.g_01367
OG0000711	Prab.g_00989	Syab.g_01340
OG0000712	Prab.g_00987	Syab.g_01338
OG0000713	Prab.g_00986	Syab.g_01337
OG0000714	Prab.g_00985	Syab.g_01334
OG0000715	Prab.g_00983	Syab.g_01332
OG0000716	Prab.g_00981	Syab.g_01328
OG0000717	Prab.g_00980	Syab.g_01327
OG0000718	Prab.g_00960	Syab.g_01323
OG0000719	Prab.g_00958	Syab.g_01321
OG0000720	Prab.g_00949	Syab.g_01307
OG0000721	Prab.g_00947	Syab.g_01305
OG0000722	Prab.g_00946	Syab.g_01304
OG0000723	Prab.g_00943	Syab.g_01678
OG0000724	Prab.g_00934	Syab.g_01223
OG0000725	Prab.g_00928	Syab.g_01207
OG0000726	Prab.g_00927	Syab.g_01206
OG0000727	Prab.g_00926	Syab.g_01205
OG0000728	Prab.g_00924	Syab.g_01203
OG0000729	Prab.g_01146	Syab.g_00097
OG0000730	Prab.g_01150	Syab.g_00521
OG0000731	Prab.g_01154	Syab.g_00531
OG0000732	Prab.g_01164	Syab.g_00055
OG0000733	Prab.g_01187	Syab.g_02798
OG0000734	Prab.g_01204	Syab.g_02508
OG0000735	Prab.g_01206	Syab.g_00942
OG0000736	Prab.g_01207	Syab.g_00943
OG0000737	Prab.g_01208	Syab.g_00944
OG0000738	Prab.g_01212	Syab.g_00949
OG0000739	Prab.g_01213	Syab.g_00961
OG0000740	Prab.g_01214	Syab.g_00962
OG0000741	Prab.g_01215	Syab.g_00965
OG0000742	Prab.g_01218	Syab.g_00968
OG0000743	Prab.g_01220	Syab.g_00970
OG0000744	Prab.g_01221	Syab.g_00971
OG0000745	Prab.g_01222	Syab.g_00973
OG0000746	Prab.g_01224	Syab.g_00975
OG0000747	Prab.g_01225	Syab.g_00976
OG0000748	Prab.g_01228	Syab.g_00991
OG0000749	Prab.g_01229	Syab.g_00992
OG0000750	Prab.g_01230	Syab.g_00993
OG0000751	Prab.g_01232	Syab.g_01002
OG0000752	Prab.g_01234	Syab.g_01004
OG0000753	Prab.g_01237	Syab.g_01007
OG0000754	Prab.g_01240	Syab.g_01012
OG0000755	Prab.g_01243	Syab.g_01021
OG0000756	Prab.g_01244	Syab.g_01022
OG0000757	Prab.g_01250	Syab.g_01029
OG0000758	Prab.g_01251	Syab.g_01030
OG0000759	Prab.g_01252	Syab.g_01031
OG0000760	Prab.g_01253	Syab.g_01032
OG0000761	Prab.g_01254	Syab.g_01034
OG0000762	Prab.g_01255	Syab.g_01036
OG0000763	Prab.g_01257	Syab.g_01038
OG0000764	Prab.g_01258	Syab.g_01039
OG0000765	Prab.g_01267	Syab.g_01154
OG0000766	Prab.g_01268	Syab.g_01153
OG0000767	Prab.g_01270	Syab.g_01151
OG0000768	Prab.g_01271	Syab.g_01150
OG0000769	Prab.g_01273	Syab.g_01148
OG0000770	Prab.g_01275	Syab.g_01145
OG0000771	Prab.g_01284	Syab.g_01229
OG0000772	Prab.g_01303	Syab.g_00957
OG0000773	Prab.g_01317	Syab.g_00931
OG0000774	Prab.g_01319	Syab.g_00924
OG0000775	Prab.g_01321	Syab.g_00922
OG0000776	Prab.g_01322	Syab.g_00921
OG0000777	Prab.g_01323	Syab.g_00920
OG0000778	Prab.g_01324	Syab.g_00919
OG0000779	Prab.g_01328	Syab.g_00913
OG0000780	Prab.g_01329	Syab.g_00908
OG0000781	Prab.g_01332	Syab.g_00904
OG0000782	Prab.g_01333	Syab.g_00903
OG0000783	Prab.g_01334	Syab.g_00902
OG0000784	Prab.g_01335	Syab.g_00901
OG0000785	Prab.g_01337	Syab.g_00899
OG0000786	Prab.g_01339	Syab.g_00895
OG0000787	Prab.g_01340	Syab.g_00894
OG0000788	Prab.g_01348	Syab.g_01857
OG0000789	Prab.g_01351	Syab.g_01835
OG0000790	Prab.g_01365	Syab.g_02082
OG0000791	Prab.g_01367	Syab.g_02080
OG0000792	Prab.g_01368	Syab.g_02079
OG0000793	Prab.g_01371	Syab.g_02074
OG0000794	Prab.g_01372	Syab.g_02073
OG0000795	Prab.g_01373	Syab.g_02072
OG0000796	Prab.g_01377	Syab.g_02068
OG0000797	Prab.g_01378	Syab.g_02067
OG0000798	Prab.g_01411	Syab.g_00298
OG0000799	Prab.g_01448	Syab.g_00826
OG0000800	Prab.g_01449	Syab.g_00821
OG0000801	Prab.g_01450	Syab.g_00820
OG0000802	Prab.g_01452	Syab.g_00816
OG0000803	Prab.g_01454	Syab.g_00806
OG0000804	Prab.g_01455	Syab.g_00802
OG0000805	Prab.g_01457	Syab.g_00792
OG0000806	Prab.g_01459	Syab.g_00790
OG0000807	Prab.g_01460	Syab.g_00788
OG0000808	Prab.g_01461	Syab.g_00783
OG0000809	Prab.g_01464	Syab.g_00780
OG0000810	Prab.g_01465	Syab.g_00779
OG0000811	Prab.g_01469	Syab.g_00770
OG0000812	Prab.g_01471	Syab.g_00768
OG0000813	Prab.g_01472	Syab.g_00767
OG0000814	Prab.g_01474	Syab.g_00765
OG0000815	Prab.g_01475	Syab.g_00760
OG0000816	Prab.g_01477	Syab.g_00758
OG0000817	Prab.g_01478	Syab.g_00757
OG0000818	Prab.g_01483	Syab.g_00751
OG0000819	Prab.g_01484	Syab.g_00750
OG0000820	Prab.g_01485	Syab.g_00749
OG0000821	Prab.g_01489	Syab.g_00743
OG0000822	Prab.g_01490	Syab.g_00741
OG0000823	Prab.g_01491	Syab.g_00740
OG0000824	Prab.g_01494	Syab.g_00735
OG0000825	Prab.g_01495	Syab.g_00734
OG0000826	Prab.g_01496	Syab.g_00733
OG0000827	Prab.g_01497	Syab.g_00732
OG0000828	Prab.g_01500	Syab.g_00729
OG0000829	Prab.g_01501	Syab.g_00728
OG0000830	Prab.g_01502	Syab.g_00727
OG0000831	Prab.g_01504	Syab.g_00725
OG0000832	Prab.g_01510	Syab.g_02169
OG0000833	Prab.g_01518	Syab.g_02178
OG0000834	Prab.g_01519	Syab.g_02181
OG0000835	Prab.g_01520	Syab.g_02182
OG0000836	Prab.g_01521	Syab.g_02185
OG0000837	Prab.g_01522	Syab.g_02186
OG0000838	Prab.g_01524	Syab.g_02190
OG0000839	Prab.g_01525	Syab.g_02191
OG0000840	Prab.g_01526	Syab.g_02192
OG0000841	Prab.g_01527	Syab.g_02193
OG0000842	Prab.g_01528	Syab.g_02194
OG0000843	Prab.g_01529	Syab.g_02195
OG0000844	Prab.g_01530	Syab.g_02197
OG0000845	Prab.g_01531	Syab.g_02198
OG0000846	Prab.g_01532	Syab.g_02199
OG0000847	Prab.g_01533	Syab.g_02200
OG0000848	Prab.g_01534	Syab.g_02202
OG0000849	Prab.g_01535	Syab.g_02203
OG0000850	Prab.g_01537	Syab.g_02212
OG0000851	Prab.g_01538	Syab.g_02226
OG0000852	Prab.g_01539	Syab.g_02227
OG0000853	Prab.g_01543	Syab.g_02233
OG0000854	Prab.g_01545	Syab.g_02235
OG0000855	Prab.g_01546	Syab.g_02236
OG0000856	Prab.g_01563	Syab.g_01889
OG0000857	Prab.g_01601	Syab.g_01290
OG0000858	Prab.g_01663	Syab.g_02244
OG0000859	Prab.g_01664	Syab.g_02245
OG0000860	Prab.g_01671	Syab.g_02258
OG0000861	Prab.g_01672	Syab.g_02259
OG0000862	Prab.g_01673	Syab.g_02261
OG0000863	Prab.g_01675	Syab.g_02265
OG0000864	Prab.g_01676	Syab.g_02266
OG0000865	Prab.g_01677	Syab.g_02267
OG0000866	Prab.g_01678	Syab.g_02268
OG0000867	Prab.g_01679	Syab.g_02269
OG0000868	Prab.g_01680	Syab.g_02287
OG0000869	Prab.g_01684	Syab.g_02292
OG0000870	Prab.g_01689	Syab.g_02297
OG0000871	Prab.g_01690	Syab.g_02298
OG0000872	Prab.g_01691	Syab.g_02305
OG0000873	Prab.g_01694	Syab.g_02308
OG0000874	Prab.g_01697	Syab.g_02311
OG0000875	Prab.g_01698	Syab.g_02313
OG0000876	Prab.g_01699	Syab.g_02315
OG0000877	Prab.g_01701	Syab.g_02317
OG0000878	Prab.g_01702	Syab.g_02318
OG0000879	Prab.g_01703	Syab.g_02319
OG0000880	Prab.g_01704	Syab.g_02320
OG0000881	Prab.g_01708	Syab.g_02325
OG0000882	Prab.g_01713	Syab.g_02330
OG0000883	Prab.g_01714	Syab.g_02332
OG0000884	Prab.g_01716	Syab.g_02334
OG0000885	Prab.g_01717	Syab.g_02335
OG0000886	Prab.g_01718	Syab.g_02336
OG0000887	Prab.g_01719	Syab.g_02338
OG0000888	Prab.g_01721	Syab.g_02340
OG0000889	Prab.g_01723	Syab.g_02342
OG0000890	Prab.g_01724	Syab.g_02348
OG0000891	Prab.g_01725	Syab.g_02349
OG0000892	Prab.g_01727	Syab.g_02353
OG0000893	Prab.g_01731	Syab.g_00366
OG0000894	Prab.g_01733	Syab.g_00369
OG0000895	Prab.g_01736	Syab.g_00373
OG0000896	Prab.g_01737	Syab.g_00374
OG0000897	Prab.g_01739	Syab.g_00376
OG0000898	Prab.g_01740	Syab.g_00377
OG0000899	Prab.g_01741	Syab.g_00378
OG0000900	Prab.g_01742	Syab.g_00379
OG0000901	Prab.g_01745	Syab.g_00384
OG0000902	Prab.g_01747	Syab.g_00386
OG0000903	Prab.g_01750	Syab.g_00399
OG0000904	Prab.g_01752	Syab.g_00395
OG0000905	Prab.g_01756	Syab.g_00390
OG0000906	Prab.g_01757	Syab.g_00388
OG0000907	Prab.g_01760	Syab.g_00401
OG0000908	Prab.g_01763	Syab.g_00404
OG0000909	Prab.g_01764	Syab.g_00405
OG0000910	Prab.g_01765	Syab.g_00406
OG0000911	Prab.g_01767	Syab.g_00408
OG0000912	Prab.g_01768	Syab.g_00409
OG0000913	Prab.g_01769	Syab.g_00410
OG0000914	Prab.g_01770	Syab.g_00411
OG0000915	Prab.g_01771	Syab.g_00412
OG0000916	Prab.g_01772	Syab.g_00413
OG0000917	Prab.g_01773	Syab.g_00414
OG0000918	Prab.g_01774	Syab.g_00415
OG0000919	Prab.g_01775	Syab.g_00416
OG0000920	Prab.g_01776	Syab.g_00417
OG0000921	Prab.g_01777	Syab.g_00418
OG0000922	Prab.g_01778	Syab.g_00419
OG0000923	Prab.g_01782	Syab.g_00423
OG0000924	Prab.g_01783	Syab.g_00424
OG0000925	Prab.g_01784	Syab.g_00425
OG0000926	Prab.g_01785	Syab.g_00426
OG0000927	Prab.g_01787	Syab.g_00428
OG0000928	Prab.g_01788	Syab.g_00429
OG0000929	Prab.g_01789	Syab.g_00430
OG0000930	Prab.g_01790	Syab.g_00431
OG0000931	Prab.g_01791	Syab.g_00432
OG0000932	Prab.g_01792	Syab.g_00433
OG0000933	Prab.g_01796	Syab.g_00439
OG0000934	Prab.g_01798	Syab.g_00441
OG0000935	Prab.g_01799	Syab.g_00442
OG0000936	Prab.g_01800	Syab.g_00443
OG0000937	Prab.g_01801	Syab.g_00444
OG0000938	Prab.g_01803	Syab.g_00447
OG0000939	Prab.g_01804	Syab.g_00448
OG0000940	Prab.g_01811	Syab.g_00456
OG0000941	Prab.g_01813	Syab.g_00458
OG0000942	Prab.g_01815	Syab.g_00460
OG0000943	Prab.g_01816	Syab.g_00461
OG0000944	Prab.g_01817	Syab.g_00463
OG0000945	Prab.g_01818	Syab.g_00466
OG0000946	Prab.g_01822	Syab.g_00473
OG0000947	Prab.g_01824	Syab.g_00476
OG0000948	Prab.g_01825	Syab.g_00477
OG0000949	Prab.g_01828	Syab.g_00212
OG0000950	Prab.g_01833	Syab.g_00204
OG0000951	Prab.g_01836	Syab.g_00199
OG0000952	Prab.g_01840	Syab.g_00191
OG0000953	Prab.g_01843	Syab.g_00134
OG0000954	Prab.g_01847	Syab.g_00129
OG0000955	Prab.g_01848	Syab.g_00128
OG0000956	Prab.g_01850	Syab.g_00126
OG0000957	Prab.g_01855	Syab.g_00115
OG0000958	Prab.g_01856	Syab.g_00114
OG0000959	Prab.g_01860	Syab.g_00110
OG0000960	Prab.g_01861	Syab.g_00109
OG0000961	Prab.g_01863	Syab.g_00100
OG0000962	Prab.g_01865	Syab.g_00098
OG0000963	Prab.g_01869	Syab.g_00093
OG0000964	Prab.g_01870	Syab.g_00092
OG0000965	Prab.g_01871	Syab.g_00091
OG0000966	Prab.g_01879	Syab.g_00082
OG0000967	Prab.g_01883	Syab.g_00078
OG0000968	Prab.g_01885	Syab.g_00075
OG0000969	Prab.g_01886	Syab.g_00073
OG0000970	Prab.g_01887	Syab.g_00072
OG0000971	Prab.g_01888	Syab.g_00070
OG0000972	Prab.g_01889	Syab.g_00069
OG0000973	Prab.g_01890	Syab.g_00068
OG0000974	Prab.g_01891	Syab.g_00067
OG0000975	Prab.g_01892	Syab.g_00066
OG0000976	Prab.g_01893	Syab.g_00065
OG0000977	Prab.g_01894	Syab.g_00063
OG0000978	Prab.g_01895	Syab.g_00062
OG0000979	Prab.g_01898	Syab.g_00059
OG0000980	Prab.g_01900	Syab.g_00056
OG0000981	Prab.g_01902	Syab.g_00053
OG0000982	Prab.g_01904	Syab.g_02756
OG0000983	Prab.g_01905	Syab.g_02757
OG0000984	Prab.g_01906	Syab.g_02758
OG0000985	Prab.g_01909	Syab.g_02762
OG0000986	Prab.g_01911	Syab.g_02764
OG0000987	Prab.g_01912	Syab.g_02768
OG0000988	Prab.g_01915	Syab.g_02774
OG0000989	Prab.g_01919	Syab.g_02792
OG0000990	Prab.g_01922	Syab.g_02811
OG0000991	Prab.g_01923	Syab.g_02818
OG0000992	Prab.g_01925	Syab.g_02821
OG0000993	Prab.g_01926	Syab.g_02822
OG0000994	Prab.g_01927	Syab.g_02826
OG0000995	Prab.g_01931	Syab.g_02835
OG0000996	Prab.g_01932	Syab.g_02866
OG0000997	Prab.g_01933	Syab.g_02875
OG0000998	Prab.g_01935	Syab.g_02877
OG0000999	Prab.g_01936	Syab.g_02878
OG0001000	Prab.g_01939	Syab.g_02881
OG0001001	Prab.g_01941	Syab.g_02888
OG0001002	Prab.g_01945	Syab.g_02900
OG0001003	Prab.g_01947	Syab.g_02902
OG0001004	Prab.g_01948	Syab.g_02903
OG0001005	Prab.g_01949	Syab.g_02905
OG0001006	Prab.g_01953	Syab.g_02912
OG0001007	Prab.g_01955	Syab.g_02914
OG0001008	Prab.g_00440	Syab.g_00584
OG0001009	Prab.g_00027	Syab.g_00033
OG0001010	Prab.g_00028	Syab.g_00034
OG0001011	Prab.g_00029	Syab.g_00035
OG0001012	Prab.g_00042	Syab.g_02752
OG0001013	Prab.g_00047	Syab.g_02716
OG0001014	Prab.g_00050	Syab.g_02712
OG0001015	Prab.g_00051	Syab.g_02711
OG0001016	Prab.g_00065	Syab.g_02439
OG0001017	Prab.g_00069	Syab.g_02445
OG0001018	Prab.g_00072	Syab.g_02447
OG0001019	Prab.g_00081	Syab.g_02469
OG0001020	Prab.g_00082	Syab.g_02477
OG0001021	Prab.g_00083	Syab.g_02481
OG0001022	Prab.g_00085	Syab.g_02485
OG0001023	Prab.g_00086	Syab.g_02486
OG0001024	Prab.g_00089	Syab.g_02490
OG0001025	Prab.g_00095	Syab.g_02497
OG0001026	Prab.g_00102	Syab.g_02510
OG0001027	Prab.g_00103	Syab.g_02515
OG0001028	Prab.g_00105	Syab.g_02517
OG0001029	Prab.g_00106	Syab.g_02519
OG0001030	Prab.g_00120	Syab.g_02540
OG0001031	Prab.g_00177	Syab.g_02615
OG0001032	Prab.g_00178	Syab.g_02617
OG0001033	Prab.g_00199	Syab.g_02675
OG0001034	Prab.g_00227	Syab.g_02370
OG0001035	Prab.g_00244	Syab.g_00335
OG0001036	Prab.g_00248	Syab.g_00327
OG0001037	Prab.g_00249	Syab.g_00325
OG0001038	Prab.g_00266	Syab.g_00297
OG0001039	Prab.g_00269	Syab.g_00294
OG0001040	Prab.g_00271	Syab.g_00291
OG0001041	Prab.g_00275	Syab.g_00286
OG0001042	Prab.g_00292	Syab.g_00254
OG0001043	Prab.g_00293	Syab.g_00250
OG0001044	Prab.g_00321	Syab.g_00522
OG0001045	Prab.g_00329	Syab.g_00534
OG0001046	Prab.g_00367	Syab.g_01352
OG0001047	Prab.g_00442	Syab.g_00586
OG0001048	Prab.g_00443	Syab.g_00587
OG0001049	Prab.g_00445	Syab.g_00590
OG0001050	Prab.g_00446	Syab.g_00591
OG0001051	Prab.g_00447	Syab.g_00592
OG0001052	Prab.g_00475	Syab.g_00693
OG0001053	Prab.g_00487	Syab.g_02099
OG0001054	Prab.g_00502	Syab.g_02118
OG0001055	Prab.g_00521	Syab.g_02139
OG0001056	Prab.g_00540	Syab.g_02036
OG0001057	Prab.g_00545	Syab.g_00882
OG0001058	Prab.g_00553	Syab.g_02014
OG0001059	Prab.g_00557	Syab.g_02010
OG0001060	Prab.g_00564	Syab.g_02003
OG0001061	Prab.g_00578	Syab.g_01985
OG0001062	Prab.g_00580	Syab.g_01983
OG0001063	Prab.g_00582	Syab.g_01979
OG0001064	Prab.g_00583	Syab.g_01978
OG0001065	Prab.g_00584	Syab.g_01976
OG0001066	Prab.g_00585	Syab.g_01975
OG0001067	Prab.g_00586	Syab.g_01974
OG0001068	Prab.g_00587	Syab.g_01973
OG0001069	Prab.g_00588	Syab.g_01972
OG0001070	Prab.g_00591	Syab.g_01968
OG0001071	Prab.g_00592	Syab.g_01967
OG0001072	Prab.g_00594	Syab.g_01962
OG0001073	Prab.g_00608	Syab.g_01947
OG0001074	Prab.g_00619	Syab.g_01815
OG0001075	Prab.g_00620	Syab.g_01919
OG0001076	Prab.g_00629	Syab.g_01897
OG0001077	Prab.g_00633	Syab.g_01887
OG0001079	Prab.g_00652	Syab.g_01856
OG0001080	Prab.g_00658	Syab.g_01756
OG0001081	Prab.g_00660	Syab.g_01530
OG0001082	Prab.g_00661	Syab.g_01531
OG0001083	Prab.g_00666	Syab.g_01540
OG0001084	Prab.g_00667	Syab.g_01543
OG0001085	Prab.g_00675	Syab.g_01563
OG0001086	Prab.g_00676	Syab.g_01565
OG0001087	Prab.g_00693	Syab.g_01167
OG0001088	Prab.g_00694	Syab.g_01170
OG0001089	Prab.g_00702	Syab.g_01198
OG0001090	Prab.g_00724	Syab.g_01267
OG0001091	Prab.g_00726	Syab.g_01270
OG0001092	Prab.g_00727	Syab.g_01272
OG0001093	Prab.g_00732	Syab.g_01664
OG0001094	Prab.g_00834	Syab.g_01567
OG0001095	Prab.g_00853	Syab.g_01287
OG0001096	Prab.g_00866	Syab.g_01693
OG0001097	Prab.g_00884	Syab.g_01718
OG0001098	Prab.g_00900	Syab.g_01497
OG0001099	Prab.g_01079	Syab.g_02518
OG0001100	Prab.g_01075	Syab.g_01640
OG0001101	Prab.g_01073	Syab.g_01639
OG0001102	Prab.g_01071	Syab.g_01636
OG0001103	Prab.g_01069	Syab.g_01634
OG0001104	Prab.g_01047	Syab.g_01590
OG0001105	Prab.g_01043	Syab.g_01585
OG0001106	Prab.g_01019	Syab.g_01397
OG0001107	Prab.g_01012	Syab.g_01385
OG0001108	Prab.g_01008	Syab.g_01377
OG0001109	Prab.g_01007	Syab.g_01368
OG0001110	Prab.g_01005	Syab.g_01366
OG0001111	Prab.g_01004	Syab.g_01364
OG0001112	Prab.g_01003	Syab.g_01362
OG0001113	Prab.g_01002	Syab.g_01593
OG0001114	Prab.g_01001	Syab.g_01361
OG0001115	Prab.g_00999	Syab.g_01357
OG0001116	Prab.g_00998	Syab.g_01355
OG0001117	Prab.g_00997	Syab.g_01354
OG0001118	Prab.g_00996	Syab.g_01353
OG0001119	Prab.g_00995	Syab.g_01351
OG0001120	Prab.g_00993	Syab.g_01347
OG0001121	Prab.g_01184, Prab.g_00990	Syab.g_02159
OG0001122	Prab.g_00957	Syab.g_01320
OG0001123	Prab.g_00953	Syab.g_01312
OG0001124	Prab.g_00951	Syab.g_01310
OG0001125	Prab.g_00950	Syab.g_01308
OG0001126	Prab.g_00940	Syab.g_01231
OG0001127	Prab.g_00939	Syab.g_01230
OG0001128	Prab.g_00937	Syab.g_01227
OG0001129	Prab.g_00936	Syab.g_01225
OG0001130	Prab.g_00935	Syab.g_01224
OG0001131	Prab.g_01125	Syab.g_01609
OG0001132	Prab.g_01135	Syab.g_01790
OG0001133	Prab.g_01169	Syab.g_01895
OG0001134	Prab.g_01186	Syab.g_01748
OG0001135	Prab.g_01189	Syab.g_01747
OG0001136	Prab.g_01216	Syab.g_00966
OG0001137	Prab.g_01227	Syab.g_00990
OG0001138	Prab.g_01245	Syab.g_01023
OG0001139	Prab.g_01246	Syab.g_01025
OG0001140	Prab.g_01247	Syab.g_01026, Syab.g_00642
OG0001141	Prab.g_01248	Syab.g_01027
OG0001142	Prab.g_01249	Syab.g_01028
OG0001143	Prab.g_01256	Syab.g_01037
OG0001144	Prab.g_01261	Syab.g_01052
OG0001145	Prab.g_01318	Syab.g_00928
OG0001146	Prab.g_01330	Syab.g_00907
OG0001147	Prab.g_01347	Syab.g_00716
OG0001148	Prab.g_01362	Syab.g_02085
OG0001149	Prab.g_01363	Syab.g_02084
OG0001150	Prab.g_01364	Syab.g_02083
OG0001151	Prab.g_01375	Syab.g_02070
OG0001152	Prab.g_01376	Syab.g_02069
OG0001153	Prab.g_01498	Syab.g_00731
OG0001154	Prab.g_01499	Syab.g_00730
OG0001155	Prab.g_01511	Syab.g_02171
OG0001156	Prab.g_01514	Syab.g_02174
OG0001157	Prab.g_01515	Syab.g_02175
OG0001158	Prab.g_01516	Syab.g_02176
OG0001159	Prab.g_01517	Syab.g_02177
OG0001160	Prab.g_01541	Syab.g_02231
OG0001161	Prab.g_01553	Syab.g_02797
OG0001162	Prab.g_01567	Syab.g_00893
OG0001163	Prab.g_01661	Syab.g_02241
