Orthogroup	Prab	Syad
OG0000581	Prab.g_00609	Syad.g_01097
OG0000582	Prab.g_00612	Syad.g_02206
OG0000583	Prab.g_00613	Syad.g_02205
OG0000584	Prab.g_00614	Syad.g_02204
OG0000585	Prab.g_00616	Syad.g_02202
OG0000586	Prab.g_00617	Syad.g_02201
OG0000587	Prab.g_00618	Syad.g_02199
OG0000588	Prab.g_00622	Syad.g_02183
OG0000589	Prab.g_00625	Syad.g_02178
OG0000590	Prab.g_00626	Syad.g_02177
OG0000591	Prab.g_00630	Syad.g_02169
OG0000592	Prab.g_00631	Syad.g_02168
OG0000593	Prab.g_00637	Syad.g_02156
OG0000594	Prab.g_00638	Syad.g_02155
OG0000595	Prab.g_00639	Syad.g_02154
OG0000596	Prab.g_00643	Syad.g_02149
OG0000597	Prab.g_00645	Syad.g_02146
OG0000598	Prab.g_00646	Syad.g_02145
OG0000599	Prab.g_00649	Syad.g_02142
OG0000600	Prab.g_00650	Syad.g_02141
OG0000601	Prab.g_00651	Syad.g_02140
OG0000602	Prab.g_00653	Syad.g_02135
OG0000603	Prab.g_00654	Syad.g_02134
OG0000604	Prab.g_00655	Syad.g_02131
OG0000605	Prab.g_00656	Syad.g_02026
OG0000606	Prab.g_00659	Syad.g_01567
OG0000607	Prab.g_00662	Syad.g_01571
OG0000608	Prab.g_00663	Syad.g_01572
OG0000609	Prab.g_00664	Syad.g_01574
OG0000610	Prab.g_00669	Syad.g_01589
OG0000611	Prab.g_00672	Syad.g_01592
OG0000612	Prab.g_00673	Syad.g_01593
OG0000613	Prab.g_00678	Syad.g_00457
OG0000614	Prab.g_00697	Syad.g_01340
OG0000615	Prab.g_00705	Syad.g_01948
OG0000616	Prab.g_00711	Syad.g_00145
OG0000617	Prab.g_00729	Syad.g_01810
OG0000618	Prab.g_00730	Syad.g_01809
OG0000619	Prab.g_00731	Syad.g_01808
OG0000620	Prab.g_00734	Syad.g_01803
OG0000621	Prab.g_00735	Syad.g_01802
OG0000622	Prab.g_00736	Syad.g_01801
OG0000623	Prab.g_00737	Syad.g_01800
OG0000624	Prab.g_00738	Syad.g_01798
OG0000625	Prab.g_00739	Syad.g_01797
OG0000626	Prab.g_00740	Syad.g_01796
OG0000627	Prab.g_00741	Syad.g_01640
OG0000628	Prab.g_00742	Syad.g_01641
OG0000629	Prab.g_00743	Syad.g_01644
OG0000630	Prab.g_00746	Syad.g_01648
OG0000631	Prab.g_00831	Syad.g_01658
OG0000632	Prab.g_00832	Syad.g_01659
OG0000633	Prab.g_00833	Syad.g_01660
OG0000634	Prab.g_00836	Syad.g_01893
OG0000635	Prab.g_00837	Syad.g_01892
OG0000636	Prab.g_00839	Syad.g_01890
OG0000637	Prab.g_00841	Syad.g_01888
OG0000638	Prab.g_00842	Syad.g_01887
OG0000639	Prab.g_00843	Syad.g_01886
OG0000640	Prab.g_00844	Syad.g_01885
OG0000641	Prab.g_00848	Syad.g_01881
OG0000642	Prab.g_00849	Syad.g_01880
OG0000643	Prab.g_00850	Syad.g_01878
OG0000644	Prab.g_00851	Syad.g_01877
OG0000645	Prab.g_00852	Syad.g_01875
OG0000646	Prab.g_00854	Syad.g_01872
OG0000647	Prab.g_00855	Syad.g_01870
OG0000648	Prab.g_00857	Syad.g_01860
OG0000649	Prab.g_00858	Syad.g_01859
OG0000650	Prab.g_00859	Syad.g_01858
OG0000651	Prab.g_00860	Syad.g_01857
OG0000652	Prab.g_00861	Syad.g_01856
OG0000653	Prab.g_00863	Syad.g_01850
OG0000654	Prab.g_00864	Syad.g_01849
OG0000655	Prab.g_00865	Syad.g_01848
OG0000656	Prab.g_00868	Syad.g_01845
OG0000657	Prab.g_00875	Syad.g_01240
OG0000658	Prab.g_00876	Syad.g_01231
OG0000659	Prab.g_00877	Syad.g_01230
OG0000660	Prab.g_00881	Syad.g_01226
OG0000661	Prab.g_00883	Syad.g_01224
OG0000662	Prab.g_00885	Syad.g_01222
OG0000663	Prab.g_00887	Syad.g_01219
OG0000664	Prab.g_00888	Syad.g_01209
OG0000665	Prab.g_00892	Syad.g_02115
OG0000666	Prab.g_00893	Syad.g_02027
OG0000667	Prab.g_00898	Syad.g_00612
OG0000668	Prab.g_01084	Syad.g_01688
OG0000669	Prab.g_01076	Syad.g_01606
OG0000670	Prab.g_01074	Syad.g_01609
OG0000671	Prab.g_01072	Syad.g_01611
OG0000672	Prab.g_01070	Syad.g_01615
OG0000673	Prab.g_01067	Syad.g_01618
OG0000674	Prab.g_01065	Syad.g_01620
OG0000675	Prab.g_01064	Syad.g_01633
OG0000676	Prab.g_01062	Syad.g_01635
OG0000677	Prab.g_01061	Syad.g_01636
OG0000678	Prab.g_01059	Syad.g_01957
OG0000679	Prab.g_01055	Syad.g_01922
OG0000680	Prab.g_01054	Syad.g_01921
OG0000681	Prab.g_01052	Syad.g_01919
OG0000682	Prab.g_01051	Syad.g_01918
OG0000683	Prab.g_01050	Syad.g_01917
OG0000684	Prab.g_01048	Syad.g_01912
OG0000685	Prab.g_01046	Syad.g_01910
OG0000686	Prab.g_01045	Syad.g_01909
OG0000687	Prab.g_01044	Syad.g_01908
OG0000688	Prab.g_01041	Syad.g_01904
OG0000689	Prab.g_01040	Syad.g_01902
OG0000690	Prab.g_01039	Syad.g_01901
OG0000691	Prab.g_01038	Syad.g_01900
OG0000692	Prab.g_01036	Syad.g_01899
OG0000693	Prab.g_01035	Syad.g_01897
OG0000694	Prab.g_01034	Syad.g_01896
OG0000695	Prab.g_01032	Syad.g_01662
OG0000696	Prab.g_01031	Syad.g_01663
OG0000697	Prab.g_01030	Syad.g_01789
OG0000698	Prab.g_01027	Syad.g_01786
OG0000699	Prab.g_01026	Syad.g_01785
OG0000700	Prab.g_01025	Syad.g_01784
OG0000701	Prab.g_01024	Syad.g_01783
OG0000702	Prab.g_01022	Syad.g_01775
OG0000703	Prab.g_01021	Syad.g_01774
OG0000704	Prab.g_01020	Syad.g_01772
OG0000705	Prab.g_01016	Syad.g_01765
OG0000706	Prab.g_01015	Syad.g_01764
OG0000707	Prab.g_01014	Syad.g_01763
OG0000708	Prab.g_01013	Syad.g_01760
OG0000709	Prab.g_01009	Syad.g_01745
OG0000710	Prab.g_01006	Syad.g_01738
OG0000711	Prab.g_00989	Syad.g_01710
OG0000712	Prab.g_00987	Syad.g_01708
OG0000713	Prab.g_00986	Syad.g_01707
OG0000714	Prab.g_00985	Syad.g_01705
OG0000715	Prab.g_00983	Syad.g_01703
OG0000716	Prab.g_00981	Syad.g_01697
OG0000717	Prab.g_00980	Syad.g_01696
OG0000718	Prab.g_00960	Syad.g_01692
OG0000719	Prab.g_00958	Syad.g_01690
OG0000720	Prab.g_00949	Syad.g_01677
OG0000721	Prab.g_00947	Syad.g_01675
OG0000722	Prab.g_00946	Syad.g_01674
OG0000723	Prab.g_00943	Syad.g_01791
OG0000724	Prab.g_00934	Syad.g_01284
OG0000725	Prab.g_00928	Syad.g_01293
OG0000726	Prab.g_00927	Syad.g_01294
OG0000727	Prab.g_00926	Syad.g_01295
OG0000728	Prab.g_00924	Syad.g_01297
OG0000729	Prab.g_01146	Syad.g_00331
OG0000730	Prab.g_01150	Syad.g_00758
OG0000731	Prab.g_01154	Syad.g_00770
OG0000732	Prab.g_01164	Syad.g_00214
OG0000733	Prab.g_01187	Syad.g_00028
OG0000734	Prab.g_01204	Syad.g_02809
OG0000735	Prab.g_01206	Syad.g_01120
OG0000736	Prab.g_01207	Syad.g_01121
OG0000737	Prab.g_01208	Syad.g_01122
OG0000738	Prab.g_01212	Syad.g_01127
OG0000739	Prab.g_01213	Syad.g_01145
OG0000740	Prab.g_01214	Syad.g_01146
OG0000741	Prab.g_01215	Syad.g_01149
OG0000742	Prab.g_01218	Syad.g_01151
OG0000743	Prab.g_01220	Syad.g_01153
OG0000744	Prab.g_01221	Syad.g_01154
OG0000745	Prab.g_01222	Syad.g_01156
OG0000746	Prab.g_01224	Syad.g_01158
OG0000747	Prab.g_01225	Syad.g_01159
OG0000748	Prab.g_01228	Syad.g_01170
OG0000749	Prab.g_01229	Syad.g_01173
OG0000750	Prab.g_01230	Syad.g_01174
OG0000751	Prab.g_01232	Syad.g_01182
OG0000752	Prab.g_01234	Syad.g_01184
OG0000753	Prab.g_01237	Syad.g_01187
OG0000754	Prab.g_01240	Syad.g_01516
OG0000755	Prab.g_01243	Syad.g_01504
OG0000756	Prab.g_01244	Syad.g_01498
OG0000757	Prab.g_01250	Syad.g_01487
OG0000758	Prab.g_01251	Syad.g_01486
OG0000759	Prab.g_01252	Syad.g_01485
OG0000760	Prab.g_01253	Syad.g_01484
OG0000761	Prab.g_01254	Syad.g_01480
OG0000762	Prab.g_01255	Syad.g_01474
OG0000763	Prab.g_01257	Syad.g_01468
OG0000764	Prab.g_01258	Syad.g_01467
OG0000765	Prab.g_01267	Syad.g_01447
OG0000766	Prab.g_01268	Syad.g_01446
OG0000767	Prab.g_01270	Syad.g_01444
OG0000768	Prab.g_01271	Syad.g_01443
OG0000769	Prab.g_01273	Syad.g_01441
OG0000770	Prab.g_01275	Syad.g_01437
OG0000771	Prab.g_01284	Syad.g_01278
OG0000772	Prab.g_01303	Syad.g_02078
OG0000773	Prab.g_01317	Syad.g_01114
OG0000774	Prab.g_01319	Syad.g_02396
OG0000775	Prab.g_01321	Syad.g_02398
OG0000776	Prab.g_01322	Syad.g_02399
OG0000777	Prab.g_01323	Syad.g_02400
OG0000778	Prab.g_01324	Syad.g_02401
OG0000779	Prab.g_01328	Syad.g_02407
OG0000780	Prab.g_01329	Syad.g_02411
OG0000781	Prab.g_01332	Syad.g_02415
OG0000782	Prab.g_01333	Syad.g_02416
OG0000783	Prab.g_01334	Syad.g_02418
OG0000784	Prab.g_01335	Syad.g_02419
OG0000785	Prab.g_01337	Syad.g_02421
OG0000786	Prab.g_01339	Syad.g_01101
OG0000787	Prab.g_01340	Syad.g_01100
OG0000788	Prab.g_01348	Syad.g_02139
OG0000789	Prab.g_01351	Syad.g_01982
OG0000790	Prab.g_01365	Syad.g_00886
OG0000791	Prab.g_01367	Syad.g_00885
OG0000792	Prab.g_01368	Syad.g_00884
OG0000793	Prab.g_01371	Syad.g_00879
OG0000794	Prab.g_01372	Syad.g_00878
OG0000795	Prab.g_01373	Syad.g_00877
OG0000796	Prab.g_01377	Syad.g_00871
OG0000797	Prab.g_01378	Syad.g_00870
OG0000798	Prab.g_01411	Syad.g_00525
OG0000799	Prab.g_01448	Syad.g_02243
OG0000800	Prab.g_01449	Syad.g_02245
OG0000801	Prab.g_01450	Syad.g_02246
OG0000802	Prab.g_01452	Syad.g_02251
OG0000803	Prab.g_01454	Syad.g_02255
OG0000804	Prab.g_01455	Syad.g_02260
OG0000805	Prab.g_01457	Syad.g_02266
OG0000806	Prab.g_01459	Syad.g_02267
OG0000807	Prab.g_01460	Syad.g_02269
OG0000808	Prab.g_01461	Syad.g_02270
OG0000809	Prab.g_01464	Syad.g_02273
OG0000810	Prab.g_01465	Syad.g_02274
OG0000811	Prab.g_01469	Syad.g_02283
OG0000812	Prab.g_01471	Syad.g_02285
OG0000813	Prab.g_01472	Syad.g_02286
OG0000814	Prab.g_01474	Syad.g_02288
OG0000815	Prab.g_01475	Syad.g_02289
OG0000816	Prab.g_01477	Syad.g_02290
OG0000817	Prab.g_01478	Syad.g_02291
OG0000818	Prab.g_01483	Syad.g_02297
OG0000819	Prab.g_01484	Syad.g_02298
OG0000820	Prab.g_01485	Syad.g_02299
OG0000821	Prab.g_01489	Syad.g_02305
OG0000822	Prab.g_01490	Syad.g_02307
OG0000823	Prab.g_01491	Syad.g_02308
OG0000824	Prab.g_01494	Syad.g_02314
OG0000825	Prab.g_01495	Syad.g_02315
OG0000826	Prab.g_01496	Syad.g_02316
OG0000827	Prab.g_01497	Syad.g_02317
OG0000828	Prab.g_01500	Syad.g_02320
OG0000829	Prab.g_01501	Syad.g_02321
OG0000830	Prab.g_01502	Syad.g_02322
OG0000831	Prab.g_01504	Syad.g_02325
OG0000832	Prab.g_01510	Syad.g_02538
OG0000833	Prab.g_01518	Syad.g_02550
OG0000834	Prab.g_01519	Syad.g_02552
OG0000835	Prab.g_01520	Syad.g_02553
OG0000836	Prab.g_01521	Syad.g_02557
OG0000837	Prab.g_01522	Syad.g_02561
OG0000838	Prab.g_01524	Syad.g_02565
OG0000839	Prab.g_01525	Syad.g_02566
OG0000840	Prab.g_01526	Syad.g_02567
OG0000841	Prab.g_01527	Syad.g_02568
OG0000842	Prab.g_01528	Syad.g_02569
OG0000843	Prab.g_01529	Syad.g_02570
OG0000844	Prab.g_01530	Syad.g_02577
OG0000845	Prab.g_01531	Syad.g_02578
OG0000846	Prab.g_01532	Syad.g_02579
OG0000847	Prab.g_01533	Syad.g_02580
OG0000848	Prab.g_01534	Syad.g_02582
OG0000849	Prab.g_01535	Syad.g_02583
OG0000850	Prab.g_01537	Syad.g_02586
OG0000851	Prab.g_01538	Syad.g_02592
OG0000852	Prab.g_01539	Syad.g_02593
OG0000853	Prab.g_01543	Syad.g_02597
OG0000854	Prab.g_01545	Syad.g_02606
OG0000855	Prab.g_01546	Syad.g_02607
OG0000856	Prab.g_01563	Syad.g_02166
OG0000857	Prab.g_01601	Syad.g_01871
OG0000858	Prab.g_01663	Syad.g_02613
OG0000859	Prab.g_01664	Syad.g_02614
OG0000860	Prab.g_01671	Syad.g_02625
OG0000861	Prab.g_01672	Syad.g_02626
OG0000862	Prab.g_01673	Syad.g_02628
OG0000863	Prab.g_01675	Syad.g_02631
OG0000864	Prab.g_01676	Syad.g_02632
OG0000865	Prab.g_01677	Syad.g_02633
OG0000866	Prab.g_01678	Syad.g_02634
OG0000867	Prab.g_01679	Syad.g_02635
OG0000868	Prab.g_01680	Syad.g_02637
OG0000869	Prab.g_01684	Syad.g_02643
OG0000870	Prab.g_01689	Syad.g_02648
OG0000871	Prab.g_01690	Syad.g_02649
OG0000872	Prab.g_01691	Syad.g_02657
OG0000873	Prab.g_01694	Syad.g_02660
OG0000874	Prab.g_01697	Syad.g_02655
OG0000875	Prab.g_01698	Syad.g_02662
OG0000876	Prab.g_01699	Syad.g_03003
OG0000877	Prab.g_01701	Syad.g_02480
OG0000878	Prab.g_01702	Syad.g_02481
OG0000879	Prab.g_01703	Syad.g_02482
OG0000880	Prab.g_01704	Syad.g_02483
OG0000881	Prab.g_01708	Syad.g_02489
OG0000882	Prab.g_01713	Syad.g_02494
OG0000883	Prab.g_01714	Syad.g_02497
OG0000884	Prab.g_01716	Syad.g_02499
OG0000885	Prab.g_01717	Syad.g_02500
OG0000886	Prab.g_01718	Syad.g_02501
OG0000887	Prab.g_01719	Syad.g_02502
OG0000888	Prab.g_01721	Syad.g_02504
OG0000889	Prab.g_01723	Syad.g_02506
OG0000890	Prab.g_01724	Syad.g_02512
OG0000891	Prab.g_01725	Syad.g_02513
OG0000892	Prab.g_01727	Syad.g_02517
OG0000893	Prab.g_01731	Syad.g_00589
OG0000894	Prab.g_01733	Syad.g_00592
OG0000895	Prab.g_01736	Syad.g_00596
OG0000896	Prab.g_01737	Syad.g_00597
OG0000897	Prab.g_01739	Syad.g_00599
OG0000898	Prab.g_01740	Syad.g_00600
OG0000899	Prab.g_01741	Syad.g_00601
OG0000900	Prab.g_01742	Syad.g_00602
OG0000901	Prab.g_01745	Syad.g_00607
OG0000902	Prab.g_01747	Syad.g_00609
OG0000903	Prab.g_01750	Syad.g_00645
OG0000904	Prab.g_01752	Syad.g_00640
OG0000905	Prab.g_01756	Syad.g_00632
OG0000906	Prab.g_01757	Syad.g_00630
OG0000907	Prab.g_01760	Syad.g_00648
OG0000908	Prab.g_01763	Syad.g_00651
OG0000909	Prab.g_01764	Syad.g_00652
OG0000910	Prab.g_01765	Syad.g_00653
OG0000911	Prab.g_01767	Syad.g_00655
OG0000912	Prab.g_01768	Syad.g_00656
OG0000913	Prab.g_01769	Syad.g_00657
OG0000914	Prab.g_01770	Syad.g_00658
OG0000915	Prab.g_01771	Syad.g_00660
OG0000916	Prab.g_01772	Syad.g_00661
OG0000917	Prab.g_01773	Syad.g_00662
OG0000918	Prab.g_01774	Syad.g_00663
OG0000919	Prab.g_01775	Syad.g_00664
OG0000920	Prab.g_01776	Syad.g_00665
OG0000921	Prab.g_01777	Syad.g_00666
OG0000922	Prab.g_01778	Syad.g_00667
OG0000923	Prab.g_01782	Syad.g_00671
OG0000924	Prab.g_01783	Syad.g_00672
OG0000925	Prab.g_01784	Syad.g_00673
OG0000926	Prab.g_01785	Syad.g_00674
OG0000927	Prab.g_01787	Syad.g_00676
OG0000928	Prab.g_01788	Syad.g_00677
OG0000929	Prab.g_01789	Syad.g_00678
OG0000930	Prab.g_01790	Syad.g_00679
OG0000931	Prab.g_01791	Syad.g_00680
OG0000932	Prab.g_01792	Syad.g_00681
OG0000933	Prab.g_01796	Syad.g_00687
OG0000934	Prab.g_01798	Syad.g_00689
OG0000935	Prab.g_01799	Syad.g_00690
OG0000936	Prab.g_01800	Syad.g_00691
OG0000937	Prab.g_01801	Syad.g_00692
OG0000938	Prab.g_01803	Syad.g_00695
OG0000939	Prab.g_01804	Syad.g_00696
OG0000940	Prab.g_01811	Syad.g_00703
OG0000941	Prab.g_01813	Syad.g_00705
OG0000942	Prab.g_01815	Syad.g_00707
OG0000943	Prab.g_01816	Syad.g_00708
OG0000944	Prab.g_01817	Syad.g_00710
OG0000945	Prab.g_01818	Syad.g_00711
OG0000946	Prab.g_01822	Syad.g_00716
OG0000947	Prab.g_01824	Syad.g_00719
OG0000948	Prab.g_01825	Syad.g_00720
OG0000949	Prab.g_01828	Syad.g_00432
OG0000950	Prab.g_01833	Syad.g_00418
OG0000951	Prab.g_01836	Syad.g_00411
OG0000952	Prab.g_01840	Syad.g_00375
OG0000953	Prab.g_01843	Syad.g_00369
OG0000954	Prab.g_01847	Syad.g_00364
OG0000955	Prab.g_01848	Syad.g_00363
OG0000956	Prab.g_01850	Syad.g_00361
OG0000957	Prab.g_01855	Syad.g_00350
OG0000958	Prab.g_01856	Syad.g_00349
OG0000959	Prab.g_01860	Syad.g_00345
OG0000960	Prab.g_01861	Syad.g_00344
OG0000961	Prab.g_01863	Syad.g_00335
OG0000962	Prab.g_01865	Syad.g_00332
OG0000963	Prab.g_01869	Syad.g_00325
OG0000964	Prab.g_01870	Syad.g_00324
OG0000965	Prab.g_01871	Syad.g_00323
OG0000966	Prab.g_01879	Syad.g_00246
OG0000967	Prab.g_01883	Syad.g_00234
OG0000968	Prab.g_01885	Syad.g_00243
OG0000969	Prab.g_01886	Syad.g_00240
OG0000970	Prab.g_01887	Syad.g_00239
OG0000971	Prab.g_01888	Syad.g_00229
OG0000972	Prab.g_01889	Syad.g_00228
OG0000973	Prab.g_01890	Syad.g_00227
OG0000974	Prab.g_01891	Syad.g_00226
OG0000975	Prab.g_01892	Syad.g_00225
OG0000976	Prab.g_01893	Syad.g_00224
OG0000977	Prab.g_01894	Syad.g_00222
OG0000978	Prab.g_01895	Syad.g_00221
OG0000979	Prab.g_01898	Syad.g_00218
OG0000980	Prab.g_01900	Syad.g_00215
OG0000981	Prab.g_01902	Syad.g_00212
OG0000982	Prab.g_01904	Syad.g_03035
OG0000983	Prab.g_01905	Syad.g_03036
OG0000984	Prab.g_01906	Syad.g_03037
OG0000985	Prab.g_01909	Syad.g_03039
OG0000986	Prab.g_01911	Syad.g_03049
OG0000987	Prab.g_01912	Syad.g_00002
OG0000988	Prab.g_01915	Syad.g_00008
OG0000989	Prab.g_01919	Syad.g_00020
OG0000990	Prab.g_01922	Syad.g_00061
OG0000991	Prab.g_01923	Syad.g_00064
OG0000992	Prab.g_01925	Syad.g_00067
OG0000993	Prab.g_01926	Syad.g_00069
OG0000994	Prab.g_01927	Syad.g_00071
OG0000995	Prab.g_01931	Syad.g_00077
OG0000996	Prab.g_01932	Syad.g_00121
OG0000997	Prab.g_01933	Syad.g_00128
OG0000998	Prab.g_01935	Syad.g_00130
OG0000999	Prab.g_01936	Syad.g_00131
OG0001000	Prab.g_01939	Syad.g_00136
OG0001001	Prab.g_01941	Syad.g_00141
OG0001002	Prab.g_01945	Syad.g_00148
OG0001003	Prab.g_01947	Syad.g_00150
OG0001004	Prab.g_01948	Syad.g_00151
OG0001005	Prab.g_01949	Syad.g_00152
OG0001006	Prab.g_01953	Syad.g_00160
OG0001007	Prab.g_01955	Syad.g_00162
OG0001008	Prab.g_00440	Syad.g_02449
OG0001009	Prab.g_00027	Syad.g_00194
OG0001010	Prab.g_00028	Syad.g_00195
OG0001011	Prab.g_00029	Syad.g_00196
OG0001012	Prab.g_00042	Syad.g_03030
OG0001013	Prab.g_00047	Syad.g_03011
OG0001014	Prab.g_00050	Syad.g_03002
OG0001015	Prab.g_00051	Syad.g_03001
OG0001016	Prab.g_00065	Syad.g_02734
OG0001017	Prab.g_00069	Syad.g_02740
OG0001018	Prab.g_00072	Syad.g_02742
OG0001019	Prab.g_00081	Syad.g_02771
OG0001020	Prab.g_00082	Syad.g_02777
OG0001021	Prab.g_00083	Syad.g_02781
OG0001022	Prab.g_00085	Syad.g_02786
OG0001023	Prab.g_00086	Syad.g_02787
OG0001024	Prab.g_00089	Syad.g_02791
OG0001025	Prab.g_00095	Syad.g_02798
OG0001026	Prab.g_00102	Syad.g_02811
OG0001027	Prab.g_00103	Syad.g_02817
OG0001028	Prab.g_00105	Syad.g_02819
OG0001029	Prab.g_00106	Syad.g_02821
OG0001030	Prab.g_00120	Syad.g_02848
OG0001031	Prab.g_00177	Syad.g_02925
OG0001032	Prab.g_00178	Syad.g_02928
OG0001033	Prab.g_00199	Syad.g_02956
OG0001034	Prab.g_00227	Syad.g_00819
OG0001035	Prab.g_00244	Syad.g_00559
OG0001036	Prab.g_00248	Syad.g_00554
OG0001037	Prab.g_00249	Syad.g_00552
OG0001039	Prab.g_00269	Syad.g_00522
OG0001040	Prab.g_00271	Syad.g_00519
OG0001041	Prab.g_00275	Syad.g_00514
OG0001042	Prab.g_00292	Syad.g_00485
OG0001043	Prab.g_00293	Syad.g_00481
OG0001044	Prab.g_00321	Syad.g_00760
OG0001045	Prab.g_00329	Syad.g_00773
OG0001046	Prab.g_00367	Syad.g_01722
OG0001047	Prab.g_00442	Syad.g_02447
OG0001048	Prab.g_00443	Syad.g_02446
OG0001049	Prab.g_00445	Syad.g_02443
OG0001050	Prab.g_00446	Syad.g_02442
OG0001051	Prab.g_00447	Syad.g_02441
OG0001052	Prab.g_00475	Syad.g_02357
OG0001054	Prab.g_00502	Syad.g_00925
OG0001055	Prab.g_00521	Syad.g_00946
OG0001056	Prab.g_00540	Syad.g_00982
OG0001057	Prab.g_00545	Syad.g_00996
OG0001058	Prab.g_00553	Syad.g_01015
OG0001059	Prab.g_00557	Syad.g_01018
OG0001060	Prab.g_00564	Syad.g_01025
OG0001061	Prab.g_00578	Syad.g_01047
OG0001062	Prab.g_00580	Syad.g_01049
OG0001063	Prab.g_00582	Syad.g_01056
OG0001064	Prab.g_00583	Syad.g_01057
OG0001065	Prab.g_00584	Syad.g_01058
OG0001066	Prab.g_00585	Syad.g_01059
OG0001067	Prab.g_00586	Syad.g_01060
OG0001068	Prab.g_00587	Syad.g_01061
OG0001069	Prab.g_00588	Syad.g_01062
OG0001070	Prab.g_00591	Syad.g_01065
OG0001071	Prab.g_00592	Syad.g_01066
OG0001072	Prab.g_00594	Syad.g_01070
OG0001073	Prab.g_00608	Syad.g_01090
OG0001074	Prab.g_00619	Syad.g_02197
OG0001075	Prab.g_00620	Syad.g_02196
OG0001076	Prab.g_00629	Syad.g_02175
OG0001077	Prab.g_00633	Syad.g_02164
OG0001078	Prab.g_00641	Syad.g_02151
OG0001079	Prab.g_00652	Syad.g_02138
OG0001080	Prab.g_00658	Syad.g_02008
OG0001081	Prab.g_00660	Syad.g_01568
OG0001082	Prab.g_00661	Syad.g_01569
OG0001083	Prab.g_00666	Syad.g_01578
OG0001084	Prab.g_00667	Syad.g_01586
OG0001085	Prab.g_00675	Syad.g_01596
OG0001086	Prab.g_00676	Syad.g_01598
OG0001087	Prab.g_00693	Syad.g_01372
OG0001088	Prab.g_00694	Syad.g_01368
OG0001089	Prab.g_00702	Syad.g_01302
OG0001090	Prab.g_00724	Syad.g_01817
OG0001091	Prab.g_00726	Syad.g_01815
OG0001092	Prab.g_00727	Syad.g_01812
OG0001093	Prab.g_00732	Syad.g_01806
OG0001094	Prab.g_00834	Syad.g_01895
OG0001095	Prab.g_00853	Syad.g_01874
OG0001096	Prab.g_00866	Syad.g_01847
OG0001097	Prab.g_00884	Syad.g_01223
OG0001098	Prab.g_00900	Syad.g_02005, Syad.g_01995
OG0001099	Prab.g_01079	Syad.g_02820
OG0001100	Prab.g_01075	Syad.g_01608
OG0001101	Prab.g_01073	Syad.g_01610
OG0001102	Prab.g_01071	Syad.g_01613
OG0001103	Prab.g_01069	Syad.g_01616
OG0001104	Prab.g_01047	Syad.g_01911
OG0001105	Prab.g_01043	Syad.g_01907
OG0001106	Prab.g_01019	Syad.g_01771
OG0001107	Prab.g_01012	Syad.g_01759
OG0001108	Prab.g_01008	Syad.g_01744
OG0001109	Prab.g_01007	Syad.g_01739
OG0001110	Prab.g_01005	Syad.g_01737
OG0001111	Prab.g_01004	Syad.g_01735
OG0001112	Prab.g_01003	Syad.g_01733
OG0001113	Prab.g_01002	Syad.g_01732
OG0001114	Prab.g_01001	Syad.g_01731
OG0001115	Prab.g_00999	Syad.g_01727
OG0001116	Prab.g_00998	Syad.g_01725
OG0001117	Prab.g_00997	Syad.g_01724
OG0001118	Prab.g_00996	Syad.g_01723
OG0001119	Prab.g_00995	Syad.g_01721
OG0001120	Prab.g_00993	Syad.g_01717
OG0001121	Prab.g_01184, Prab.g_00990	Syad.g_01503
OG0001122	Prab.g_00957	Syad.g_01689
OG0001123	Prab.g_00953	Syad.g_01682
OG0001124	Prab.g_00951	Syad.g_01680
OG0001125	Prab.g_00950	Syad.g_01678
OG0001126	Prab.g_00940	Syad.g_01276
OG0001127	Prab.g_00939	Syad.g_01277
OG0001128	Prab.g_00937	Syad.g_01280
OG0001129	Prab.g_00936	Syad.g_01282
OG0001130	Prab.g_00935	Syad.g_01283
OG0001131	Prab.g_01125	Syad.g_01953
OG0001132	Prab.g_01135	Syad.g_02038
OG0001133	Prab.g_01169	Syad.g_02172
OG0001134	Prab.g_01186	Syad.g_01527
OG0001135	Prab.g_01189	Syad.g_01529
OG0001136	Prab.g_01216	Syad.g_01150
OG0001137	Prab.g_01227	Syad.g_01169
OG0001138	Prab.g_01245	Syad.g_01493
OG0001139	Prab.g_01246	Syad.g_01491
OG0001140	Prab.g_01247	Syad.g_01490
OG0001141	Prab.g_01248	Syad.g_01489
OG0001142	Prab.g_01249	Syad.g_01488
OG0001143	Prab.g_01256	Syad.g_01473
OG0001144	Prab.g_01261	Syad.g_01457
OG0001145	Prab.g_01318	Syad.g_01112
OG0001146	Prab.g_01330	Syad.g_02412
OG0001147	Prab.g_01347	Syad.g_02349
OG0001148	Prab.g_01362	Syad.g_00889
OG0001149	Prab.g_01363	Syad.g_00888
OG0001150	Prab.g_01364	Syad.g_00887
OG0001151	Prab.g_01375	Syad.g_00875
OG0001152	Prab.g_01376	Syad.g_00872
OG0001153	Prab.g_01498	Syad.g_02318
OG0001154	Prab.g_01499	Syad.g_02319
OG0001155	Prab.g_01511	Syad.g_02540
OG0001156	Prab.g_01514	Syad.g_02543
OG0001157	Prab.g_01515	Syad.g_02544
OG0001158	Prab.g_01516	Syad.g_02546
OG0001159	Prab.g_01517	Syad.g_02547
OG0001160	Prab.g_01541	Syad.g_02595
OG0001161	Prab.g_01553	Syad.g_00026
OG0001162	Prab.g_01567	Syad.g_01844
OG0001163	Prab.g_01661	Syad.g_02610
