Orthogroup	Prab	Syam
OG0000589	Prab.g_00625	Syam.g_01494
OG0000590	Prab.g_00626	Syam.g_01493
OG0000591	Prab.g_00630	Syam.g_01486
OG0000592	Prab.g_00631	Syam.g_01485
OG0000593	Prab.g_00637	Syam.g_01471
OG0000594	Prab.g_00638	Syam.g_01470
OG0000595	Prab.g_00639	Syam.g_01469
OG0000596	Prab.g_00643	Syam.g_01465
OG0000597	Prab.g_00645	Syam.g_01462
OG0000598	Prab.g_00646	Syam.g_01461
OG0000599	Prab.g_00649	Syam.g_01458
OG0000600	Prab.g_00650	Syam.g_01457
OG0000601	Prab.g_00651	Syam.g_01456
OG0000602	Prab.g_00653	Syam.g_01451
OG0000603	Prab.g_00654	Syam.g_01450
OG0000604	Prab.g_00655	Syam.g_01447
OG0000605	Prab.g_00656	Syam.g_01031
OG0000606	Prab.g_00659	Syam.g_01387
OG0000607	Prab.g_00662	Syam.g_01384
OG0000608	Prab.g_00663	Syam.g_01383
OG0000609	Prab.g_00664	Syam.g_01380
OG0000610	Prab.g_00669	Syam.g_01373
OG0000611	Prab.g_00672	Syam.g_01370
OG0000612	Prab.g_00673	Syam.g_01369
OG0000613	Prab.g_00678	Syam.g_00170
OG0000614	Prab.g_00697	Syam.g_00801
OG0000615	Prab.g_00705	Syam.g_01332
OG0000616	Prab.g_00711	Syam.g_02430
OG0000617	Prab.g_00729	Syam.g_01240
OG0000618	Prab.g_00730	Syam.g_01239
OG0000619	Prab.g_00731	Syam.g_01238
OG0000620	Prab.g_00734	Syam.g_01233
OG0000621	Prab.g_00735	Syam.g_01232
OG0000622	Prab.g_00736	Syam.g_01231
OG0000623	Prab.g_00737	Syam.g_01230
OG0000624	Prab.g_00738	Syam.g_01228
OG0000625	Prab.g_00739	Syam.g_01227
OG0000626	Prab.g_00740	Syam.g_01226
OG0000627	Prab.g_00741	Syam.g_01065
OG0000628	Prab.g_00742	Syam.g_01067
OG0000629	Prab.g_00743	Syam.g_01070
OG0000630	Prab.g_00746	Syam.g_01074
OG0000631	Prab.g_00831	Syam.g_01084
OG0000632	Prab.g_00832	Syam.g_01085
OG0000633	Prab.g_00833	Syam.g_01086
OG0000634	Prab.g_00836	Syam.g_01294
OG0000635	Prab.g_00837	Syam.g_01293
OG0000636	Prab.g_00839	Syam.g_01291
OG0000637	Prab.g_00841	Syam.g_01289
OG0000638	Prab.g_00842	Syam.g_01288
OG0000639	Prab.g_00843	Syam.g_01287
OG0000640	Prab.g_00844	Syam.g_01286
OG0000641	Prab.g_00848	Syam.g_01282
OG0000642	Prab.g_00849	Syam.g_01281
OG0000643	Prab.g_00850	Syam.g_01280
OG0000644	Prab.g_00851	Syam.g_01279
OG0000645	Prab.g_00852	Syam.g_01277
OG0000646	Prab.g_00854	Syam.g_01274
OG0000647	Prab.g_00855	Syam.g_01272
OG0000648	Prab.g_00857	Syam.g_01269
OG0000649	Prab.g_00858	Syam.g_01268
OG0000650	Prab.g_00859	Syam.g_01267
OG0000651	Prab.g_00860	Syam.g_01266
OG0000652	Prab.g_00861	Syam.g_01265
OG0000653	Prab.g_00863	Syam.g_01263
OG0000654	Prab.g_00864	Syam.g_01262
OG0000655	Prab.g_00865	Syam.g_01261
OG0000656	Prab.g_00868	Syam.g_01258
OG0000657	Prab.g_00875	Syam.g_00739
OG0000658	Prab.g_00876	Syam.g_00735
OG0000659	Prab.g_00877	Syam.g_00734
OG0000660	Prab.g_00881	Syam.g_00730
OG0000661	Prab.g_00883	Syam.g_00728
OG0000662	Prab.g_00885	Syam.g_00726
OG0000663	Prab.g_00887	Syam.g_00723
OG0000664	Prab.g_00888	Syam.g_00722
OG0000665	Prab.g_00892	Syam.g_02027
OG0000666	Prab.g_00893	Syam.g_01030
OG0000667	Prab.g_00898	Syam.g_00937
OG0000668	Prab.g_01084	Syam.g_01185
OG0000669	Prab.g_01076	Syam.g_01358
OG0000670	Prab.g_01074	Syam.g_00528
OG0000671	Prab.g_01072	Syam.g_01354
OG0000672	Prab.g_01070	Syam.g_01351
OG0000673	Prab.g_01067	Syam.g_01348
OG0000674	Prab.g_01065	Syam.g_01346
OG0000675	Prab.g_01064	Syam.g_01345
OG0000676	Prab.g_01062	Syam.g_01343
OG0000677	Prab.g_01061	Syam.g_01342
OG0000678	Prab.g_01059	Syam.g_01339
OG0000679	Prab.g_01055	Syam.g_01323
OG0000680	Prab.g_01054	Syam.g_01322
OG0000681	Prab.g_01052	Syam.g_01319
OG0000682	Prab.g_01051	Syam.g_01318
OG0000683	Prab.g_01050	Syam.g_01317
OG0000684	Prab.g_01048	Syam.g_01312
OG0000685	Prab.g_01046	Syam.g_01310
OG0000686	Prab.g_01045	Syam.g_01309
OG0000687	Prab.g_01044	Syam.g_01308
OG0000688	Prab.g_01041	Syam.g_01304
OG0000689	Prab.g_01040	Syam.g_01302
OG0000690	Prab.g_01039	Syam.g_01301
OG0000691	Prab.g_01038	Syam.g_01300
OG0000692	Prab.g_01036	Syam.g_01299
OG0000693	Prab.g_01035	Syam.g_01298
OG0000694	Prab.g_01034	Syam.g_01297
OG0000695	Prab.g_01032	Syam.g_01088
OG0000696	Prab.g_01031	Syam.g_01089
OG0000697	Prab.g_01030	Syam.g_01091
OG0000698	Prab.g_01027	Syam.g_01094
OG0000699	Prab.g_01026	Syam.g_01096
OG0000700	Prab.g_01025	Syam.g_01097
OG0000701	Prab.g_01024	Syam.g_01098
OG0000702	Prab.g_01022	Syam.g_01106
OG0000703	Prab.g_01021	Syam.g_01107
OG0000704	Prab.g_01020	Syam.g_01109
OG0000705	Prab.g_01016	Syam.g_01116
OG0000706	Prab.g_01015	Syam.g_01117
OG0000707	Prab.g_01014	Syam.g_01118
OG0000708	Prab.g_01013	Syam.g_01121
OG0000709	Prab.g_01009	Syam.g_01131
OG0000710	Prab.g_01006	Syam.g_01135
OG0000711	Prab.g_00989	Syam.g_01165
OG0000712	Prab.g_00987	Syam.g_01167
OG0000713	Prab.g_00986	Syam.g_01168
OG0000714	Prab.g_00985	Syam.g_01170
OG0000715	Prab.g_00983	Syam.g_01172
OG0000716	Prab.g_00981	Syam.g_01176
OG0000717	Prab.g_00980	Syam.g_01177
OG0000718	Prab.g_00960	Syam.g_01181
OG0000719	Prab.g_00958	Syam.g_01183
OG0000720	Prab.g_00949	Syam.g_01197
OG0000721	Prab.g_00947	Syam.g_01199
OG0000722	Prab.g_00946	Syam.g_01200
OG0000723	Prab.g_00943	Syam.g_01224
OG0000724	Prab.g_00934	Syam.g_00768
OG0000725	Prab.g_00928	Syam.g_00777
OG0000726	Prab.g_00927	Syam.g_00778
OG0000727	Prab.g_00926	Syam.g_00779
OG0000728	Prab.g_00924	Syam.g_00781
OG0000729	Prab.g_01146	Syam.g_00105
OG0000730	Prab.g_01150	Syam.g_00454
OG0000731	Prab.g_01154	Syam.g_00466
OG0000732	Prab.g_01164	Syam.g_00051
OG0000733	Prab.g_01187	Syam.g_02339
OG0000734	Prab.g_01204	Syam.g_02128
OG0000735	Prab.g_01206	Syam.g_01810
OG0000736	Prab.g_01207	Syam.g_01809
OG0000737	Prab.g_01208	Syam.g_01808
OG0000738	Prab.g_01212	Syam.g_01803
OG0000739	Prab.g_01213	Syam.g_01802
OG0000740	Prab.g_01214	Syam.g_01801
OG0000741	Prab.g_01215	Syam.g_01798
OG0000742	Prab.g_01218	Syam.g_01796
OG0000743	Prab.g_01220	Syam.g_01794
OG0000744	Prab.g_01221	Syam.g_01793
OG0000745	Prab.g_01222	Syam.g_01791
OG0000746	Prab.g_01224	Syam.g_01789
OG0000747	Prab.g_01225	Syam.g_01788
OG0000748	Prab.g_01228	Syam.g_01779
OG0000749	Prab.g_01229	Syam.g_01776
OG0000750	Prab.g_01230	Syam.g_01775
OG0000751	Prab.g_01232	Syam.g_01770
OG0000752	Prab.g_01234	Syam.g_01768
OG0000753	Prab.g_01237	Syam.g_01765
OG0000754	Prab.g_01240	Syam.g_00910
OG0000755	Prab.g_01243	Syam.g_00900
OG0000756	Prab.g_01244	Syam.g_00899
OG0000757	Prab.g_01250	Syam.g_00891
OG0000758	Prab.g_01251	Syam.g_00890
OG0000759	Prab.g_01252	Syam.g_00889
OG0000760	Prab.g_01253	Syam.g_00888
OG0000761	Prab.g_01254	Syam.g_00886
OG0000762	Prab.g_01255	Syam.g_00884
OG0000763	Prab.g_01257	Syam.g_00882
OG0000764	Prab.g_01258	Syam.g_00881
OG0000765	Prab.g_01267	Syam.g_00864
OG0000766	Prab.g_01268	Syam.g_00863
OG0000767	Prab.g_01270	Syam.g_00861
OG0000768	Prab.g_01271	Syam.g_00860
OG0000769	Prab.g_01273	Syam.g_00858
OG0000770	Prab.g_01275	Syam.g_00855
OG0000771	Prab.g_01284	Syam.g_00762
OG0000772	Prab.g_01303	Syam.g_01005
OG0000773	Prab.g_01317	Syam.g_01816
OG0000774	Prab.g_01319	Syam.g_01820
OG0000775	Prab.g_01321	Syam.g_01823
OG0000776	Prab.g_01322	Syam.g_01824
OG0000777	Prab.g_01323	Syam.g_01825
OG0000778	Prab.g_01324	Syam.g_01826
OG0000779	Prab.g_01328	Syam.g_01832
OG0000780	Prab.g_01329	Syam.g_01835
OG0000781	Prab.g_01332	Syam.g_01839
OG0000782	Prab.g_01333	Syam.g_01840
OG0000783	Prab.g_01334	Syam.g_01841
OG0000784	Prab.g_01335	Syam.g_01842
OG0000785	Prab.g_01337	Syam.g_01844
OG0000786	Prab.g_01339	Syam.g_01700
OG0000787	Prab.g_01340	Syam.g_01701
OG0000788	Prab.g_01348	Syam.g_01455
OG0000789	Prab.g_01351	Syam.g_01044
OG0000790	Prab.g_01365	Syam.g_00570
OG0000791	Prab.g_01367	Syam.g_00568
OG0000792	Prab.g_01368	Syam.g_00567
OG0000793	Prab.g_01371	Syam.g_00562
OG0000794	Prab.g_01372	Syam.g_00561
OG0000795	Prab.g_01373	Syam.g_00560
OG0000796	Prab.g_01377	Syam.g_00556
OG0000797	Prab.g_01378	Syam.g_00555
OG0000798	Prab.g_01411	Syam.g_00233
OG0000799	Prab.g_01448	Syam.g_01585
OG0000800	Prab.g_01449	Syam.g_01588
OG0000801	Prab.g_01450	Syam.g_01589
OG0000802	Prab.g_01452	Syam.g_01592
OG0000803	Prab.g_01454	Syam.g_01597
OG0000804	Prab.g_01455	Syam.g_01600
OG0000805	Prab.g_01457	Syam.g_01602
OG0000806	Prab.g_01459	Syam.g_01604
OG0000807	Prab.g_01460	Syam.g_01606
OG0000808	Prab.g_01461	Syam.g_01607
OG0000809	Prab.g_01464	Syam.g_01610
OG0000810	Prab.g_01465	Syam.g_01611
OG0000811	Prab.g_01469	Syam.g_01616
OG0000812	Prab.g_01471	Syam.g_01618
OG0000813	Prab.g_01472	Syam.g_01619
OG0000814	Prab.g_01474	Syam.g_01621
OG0000815	Prab.g_01475	Syam.g_01622
OG0000816	Prab.g_01477	Syam.g_01624
OG0000817	Prab.g_01478	Syam.g_01625
OG0000818	Prab.g_01483	Syam.g_01631
OG0000819	Prab.g_01484	Syam.g_01632
OG0000820	Prab.g_01485	Syam.g_01633
OG0000821	Prab.g_01489	Syam.g_01639
OG0000822	Prab.g_01490	Syam.g_01641
OG0000823	Prab.g_01491	Syam.g_01642
OG0000824	Prab.g_01494	Syam.g_01648
OG0000825	Prab.g_01495	Syam.g_01649
OG0000826	Prab.g_01496	Syam.g_01650
OG0000827	Prab.g_01497	Syam.g_01651
OG0000828	Prab.g_01500	Syam.g_01655
OG0000829	Prab.g_01501	Syam.g_01656
OG0000830	Prab.g_01502	Syam.g_01657
OG0000831	Prab.g_01504	Syam.g_01659
OG0000832	Prab.g_01510	Syam.g_01923
OG0000833	Prab.g_01518	Syam.g_01932
OG0000834	Prab.g_01519	Syam.g_01933
OG0000835	Prab.g_01520	Syam.g_01934
OG0000836	Prab.g_01521	Syam.g_01937
OG0000837	Prab.g_01522	Syam.g_01938
OG0000838	Prab.g_01524	Syam.g_01946
OG0000839	Prab.g_01525	Syam.g_01947
OG0000840	Prab.g_01526	Syam.g_01948
OG0000841	Prab.g_01527	Syam.g_01949
OG0000842	Prab.g_01528	Syam.g_01950
OG0000843	Prab.g_01529	Syam.g_01951
OG0000844	Prab.g_01530	Syam.g_01953
OG0000845	Prab.g_01531	Syam.g_01954
OG0000846	Prab.g_01532	Syam.g_01955
OG0000847	Prab.g_01533	Syam.g_01956
OG0000848	Prab.g_01534	Syam.g_01958
OG0000849	Prab.g_01535	Syam.g_01959
OG0000850	Prab.g_01537	Syam.g_01961
OG0000851	Prab.g_01538	Syam.g_01966
OG0000852	Prab.g_01539	Syam.g_01967
OG0000853	Prab.g_01543	Syam.g_01971
OG0000854	Prab.g_01545	Syam.g_01973
OG0000855	Prab.g_01546	Syam.g_01974
OG0000856	Prab.g_01563	Syam.g_01483
OG0000857	Prab.g_01601	Syam.g_01273
OG0000858	Prab.g_01663	Syam.g_01980
OG0000859	Prab.g_01664	Syam.g_01981
OG0000860	Prab.g_01671	Syam.g_01992
OG0000861	Prab.g_01672	Syam.g_01993
OG0000862	Prab.g_01673	Syam.g_01994
OG0000863	Prab.g_01675	Syam.g_01996
OG0000864	Prab.g_01676	Syam.g_01997
OG0000865	Prab.g_01677	Syam.g_01998
OG0000866	Prab.g_01678	Syam.g_01999
OG0000867	Prab.g_01679	Syam.g_02000
OG0000868	Prab.g_01680	Syam.g_02003
OG0000869	Prab.g_01684	Syam.g_02007
OG0000870	Prab.g_01689	Syam.g_02012
OG0000871	Prab.g_01690	Syam.g_02013
OG0000872	Prab.g_01691	Syam.g_02021
OG0000873	Prab.g_01694	Syam.g_02024
OG0000874	Prab.g_01697	Syam.g_02019
OG0000875	Prab.g_01698	Syam.g_02026
OG0000876	Prab.g_01699	Syam.g_01877
OG0000877	Prab.g_01701	Syam.g_01882
OG0000878	Prab.g_01702	Syam.g_01883
OG0000879	Prab.g_01703	Syam.g_01884
OG0000880	Prab.g_01704	Syam.g_01885
OG0000881	Prab.g_01708	Syam.g_01891
OG0000882	Prab.g_01713	Syam.g_01896
OG0000883	Prab.g_01714	Syam.g_01898
OG0000884	Prab.g_01716	Syam.g_01900
OG0000885	Prab.g_01717	Syam.g_01901
OG0000886	Prab.g_01718	Syam.g_01902
OG0000887	Prab.g_01719	Syam.g_01903
OG0000888	Prab.g_01721	Syam.g_01905
OG0000889	Prab.g_01723	Syam.g_01907
OG0000890	Prab.g_01724	Syam.g_01910
OG0000891	Prab.g_01725	Syam.g_01911
OG0000892	Prab.g_01727	Syam.g_01913
OG0000893	Prab.g_01731	Syam.g_00287
OG0000894	Prab.g_01733	Syam.g_00290
OG0000895	Prab.g_01736	Syam.g_00294
OG0000896	Prab.g_01737	Syam.g_00295
OG0000897	Prab.g_01739	Syam.g_00297
OG0000898	Prab.g_01740	Syam.g_00298
OG0000899	Prab.g_01741	Syam.g_00299
OG0000900	Prab.g_01742	Syam.g_00300
OG0000901	Prab.g_01745	Syam.g_00305
OG0000902	Prab.g_01747	Syam.g_00307
OG0000903	Prab.g_01750	Syam.g_00322
OG0000904	Prab.g_01752	Syam.g_00317
OG0000905	Prab.g_01756	Syam.g_00312
OG0000906	Prab.g_01757	Syam.g_00309
OG0000907	Prab.g_01760	Syam.g_00324
OG0000908	Prab.g_01763	Syam.g_00327
OG0000909	Prab.g_01764	Syam.g_00328
OG0000910	Prab.g_01765	Syam.g_00329
OG0000911	Prab.g_01767	Syam.g_00331
OG0000912	Prab.g_01768	Syam.g_00332
OG0000913	Prab.g_01769	Syam.g_00333
OG0000914	Prab.g_01770	Syam.g_00334
OG0000915	Prab.g_01771	Syam.g_00336
OG0000916	Prab.g_01772	Syam.g_00337
OG0000917	Prab.g_01773	Syam.g_00338
OG0000918	Prab.g_01774	Syam.g_00339
OG0000919	Prab.g_01775	Syam.g_00340
OG0000920	Prab.g_01776	Syam.g_00341
OG0000921	Prab.g_01777	Syam.g_00342
OG0000922	Prab.g_01778	Syam.g_00343
OG0000923	Prab.g_01782	Syam.g_00347
OG0000924	Prab.g_01783	Syam.g_00348
OG0000925	Prab.g_01784	Syam.g_00349
OG0000926	Prab.g_01785	Syam.g_00350
OG0000927	Prab.g_01787	Syam.g_00352
OG0000928	Prab.g_01788	Syam.g_00353
OG0000929	Prab.g_01789	Syam.g_00354
OG0000930	Prab.g_01790	Syam.g_00355
OG0000931	Prab.g_01791	Syam.g_00356
OG0000932	Prab.g_01792	Syam.g_00357
OG0000933	Prab.g_01796	Syam.g_00363
OG0000934	Prab.g_01798	Syam.g_00365
OG0000935	Prab.g_01799	Syam.g_00366
OG0000936	Prab.g_01800	Syam.g_00368
OG0000937	Prab.g_01801	Syam.g_00369
OG0000938	Prab.g_01803	Syam.g_00373
OG0000939	Prab.g_01804	Syam.g_00374
OG0000940	Prab.g_01811	Syam.g_00381
OG0000941	Prab.g_01813	Syam.g_00383
OG0000942	Prab.g_01815	Syam.g_00385
OG0000943	Prab.g_01816	Syam.g_00386
OG0000944	Prab.g_01817	Syam.g_00388
OG0000945	Prab.g_01818	Syam.g_00390
OG0000946	Prab.g_01822	Syam.g_00395
OG0000947	Prab.g_01824	Syam.g_00398
OG0000948	Prab.g_01825	Syam.g_00399
OG0000949	Prab.g_01828	Syam.g_00159
OG0000950	Prab.g_01833	Syam.g_00150
OG0000951	Prab.g_01836	Syam.g_00145
OG0000952	Prab.g_01840	Syam.g_00140
OG0000953	Prab.g_01843	Syam.g_00136
OG0000954	Prab.g_01847	Syam.g_00131
OG0000955	Prab.g_01848	Syam.g_00130
OG0000956	Prab.g_01850	Syam.g_00128
OG0000957	Prab.g_01855	Syam.g_00117
OG0000958	Prab.g_01856	Syam.g_00116
OG0000959	Prab.g_01860	Syam.g_00112
OG0000960	Prab.g_01861	Syam.g_00111
OG0000961	Prab.g_01863	Syam.g_00108
OG0000962	Prab.g_01865	Syam.g_00106
OG0000963	Prab.g_01869	Syam.g_00101
OG0000964	Prab.g_01870	Syam.g_00100
OG0000965	Prab.g_01871	Syam.g_00099
OG0000966	Prab.g_01879	Syam.g_00074
OG0000967	Prab.g_01883	Syam.g_00069
OG0000968	Prab.g_01885	Syam.g_00077
OG0000969	Prab.g_01886	Syam.g_00072
OG0000970	Prab.g_01887	Syam.g_00071
OG0000971	Prab.g_01888	Syam.g_00066
OG0000972	Prab.g_01889	Syam.g_00065
OG0000973	Prab.g_01890	Syam.g_00064
OG0000974	Prab.g_01891	Syam.g_00063
OG0000975	Prab.g_01892	Syam.g_00062
OG0000976	Prab.g_01893	Syam.g_00061
OG0000977	Prab.g_01894	Syam.g_00059
OG0000978	Prab.g_01895	Syam.g_00058
OG0000979	Prab.g_01898	Syam.g_00055
OG0000980	Prab.g_01900	Syam.g_00052
OG0000981	Prab.g_01902	Syam.g_00049
OG0000982	Prab.g_01904	Syam.g_02314
OG0000983	Prab.g_01905	Syam.g_02315
OG0000984	Prab.g_01906	Syam.g_02316
OG0000985	Prab.g_01909	Syam.g_02318
OG0000986	Prab.g_01911	Syam.g_02320
OG0000987	Prab.g_01912	Syam.g_02322
OG0000988	Prab.g_01915	Syam.g_02327
OG0000989	Prab.g_01919	Syam.g_02334
OG0000990	Prab.g_01922	Syam.g_02346
OG0000991	Prab.g_01923	Syam.g_02348
OG0000992	Prab.g_01925	Syam.g_02351
OG0000993	Prab.g_01926	Syam.g_02352
OG0000994	Prab.g_01927	Syam.g_02354
OG0000995	Prab.g_01931	Syam.g_02359
OG0000996	Prab.g_01932	Syam.g_02405
OG0000997	Prab.g_01933	Syam.g_02416
OG0000998	Prab.g_01935	Syam.g_02418
OG0000999	Prab.g_01936	Syam.g_02419
OG0001000	Prab.g_01939	Syam.g_02422
OG0001001	Prab.g_01941	Syam.g_02427
OG0001002	Prab.g_01945	Syam.g_02433
OG0001003	Prab.g_01947	Syam.g_02434
OG0001004	Prab.g_01948	Syam.g_02435
OG0001005	Prab.g_01949	Syam.g_02436
OG0001006	Prab.g_01953	Syam.g_02444
OG0001007	Prab.g_01955	Syam.g_02446
OG0001008	Prab.g_00440	Syam.g_01866
OG0001009	Prab.g_00027	Syam.g_00032
OG0001010	Prab.g_00028	Syam.g_00033
OG0001011	Prab.g_00029	Syam.g_00034
OG0001012	Prab.g_00042	Syam.g_02310
OG0001013	Prab.g_00047	Syam.g_02296
OG0001014	Prab.g_00050	Syam.g_02292
OG0001015	Prab.g_00051	Syam.g_02291
OG0001016	Prab.g_00065	Syam.g_02067
OG0001017	Prab.g_00069	Syam.g_02073
OG0001018	Prab.g_00072	Syam.g_02075
OG0001019	Prab.g_00081	Syam.g_02093
OG0001020	Prab.g_00082	Syam.g_02098
OG0001021	Prab.g_00083	Syam.g_02102
OG0001022	Prab.g_00085	Syam.g_02106
OG0001023	Prab.g_00086	Syam.g_02107
OG0001024	Prab.g_00089	Syam.g_02111
OG0001025	Prab.g_00095	Syam.g_02118
OG0001026	Prab.g_00102	Syam.g_02130
OG0001027	Prab.g_00103	Syam.g_02135
OG0001028	Prab.g_00105	Syam.g_02137
OG0001029	Prab.g_00106	Syam.g_02139
OG0001030	Prab.g_00120	Syam.g_02163
OG0001031	Prab.g_00177	Syam.g_02239
OG0001032	Prab.g_00178	Syam.g_02241
OG0001033	Prab.g_00199	Syam.g_02265
OG0001034	Prab.g_00227	Syam.g_00508
OG0001035	Prab.g_00244	Syam.g_00265
OG0001036	Prab.g_00248	Syam.g_00261
OG0001037	Prab.g_00249	Syam.g_00259
OG0001038	Prab.g_00266	Syam.g_00232
OG0001039	Prab.g_00269	Syam.g_00229
OG0001040	Prab.g_00271	Syam.g_00226
OG0001041	Prab.g_00275	Syam.g_00221
OG0001042	Prab.g_00292	Syam.g_00196
OG0001043	Prab.g_00293	Syam.g_00192
OG0001044	Prab.g_00321	Syam.g_00456
OG0001045	Prab.g_00329	Syam.g_00469
OG0001046	Prab.g_00367	Syam.g_01151
OG0001047	Prab.g_00442	Syam.g_01864
OG0001048	Prab.g_00443	Syam.g_01863
OG0001049	Prab.g_00445	Syam.g_01855
OG0001050	Prab.g_00446	Syam.g_01854
OG0001051	Prab.g_00447	Syam.g_01853
OG0001052	Prab.g_00475	Syam.g_01672
OG0001053	Prab.g_00487	Syam.g_00586
OG0001054	Prab.g_00502	Syam.g_00603
OG0001055	Prab.g_00521	Syam.g_00624
OG0001056	Prab.g_00540	Syam.g_00656
OG0001057	Prab.g_00545	Syam.g_00664
OG0001058	Prab.g_00553	Syam.g_00677
OG0001059	Prab.g_00557	Syam.g_00681
OG0001060	Prab.g_00564	Syam.g_00688
OG0001061	Prab.g_00578	Syam.g_01744
OG0001062	Prab.g_00580	Syam.g_01742
OG0001063	Prab.g_00582	Syam.g_01737
OG0001064	Prab.g_00583	Syam.g_01736
OG0001065	Prab.g_00584	Syam.g_01735
OG0001066	Prab.g_00585	Syam.g_01734
OG0001067	Prab.g_00586	Syam.g_01733
OG0001068	Prab.g_00587	Syam.g_01732
OG0001069	Prab.g_00588	Syam.g_01731
OG0001070	Prab.g_00591	Syam.g_01728
OG0001071	Prab.g_00592	Syam.g_01727
OG0001072	Prab.g_00594	Syam.g_01723
OG0001073	Prab.g_00608	Syam.g_01709
OG0001074	Prab.g_00619	Syam.g_01504
OG0001075	Prab.g_00620	Syam.g_01502
OG0001076	Prab.g_00629	Syam.g_01491
OG0001077	Prab.g_00633	Syam.g_01480
OG0001078	Prab.g_00641	Syam.g_01467
OG0001079	Prab.g_00652	Syam.g_01454
OG0001080	Prab.g_00658	Syam.g_01034
OG0001081	Prab.g_00660	Syam.g_01386
OG0001082	Prab.g_00661	Syam.g_01385
OG0001083	Prab.g_00666	Syam.g_01377
OG0001084	Prab.g_00667	Syam.g_01376
OG0001085	Prab.g_00675	Syam.g_01366
OG0001086	Prab.g_00676	Syam.g_01364
OG0001087	Prab.g_00693	Syam.g_00813
OG0001088	Prab.g_00694	Syam.g_00809
OG0001089	Prab.g_00702	Syam.g_00785
OG0001090	Prab.g_00724	Syam.g_01246
OG0001091	Prab.g_00726	Syam.g_01244
OG0001092	Prab.g_00727	Syam.g_01242
OG0001093	Prab.g_00732	Syam.g_01236
OG0001094	Prab.g_00834	Syam.g_01296
OG0001095	Prab.g_00853	Syam.g_01276
OG0001096	Prab.g_00866	Syam.g_01260
OG0001097	Prab.g_00884	Syam.g_00727
OG0001098	Prab.g_00900	Syam.g_01037
OG0001099	Prab.g_01079	Syam.g_02138
OG0001100	Prab.g_01075	Syam.g_01356
OG0001101	Prab.g_01073	Syam.g_01355
OG0001103	Prab.g_01069	Syam.g_01350
OG0001104	Prab.g_01047	Syam.g_01311
OG0001105	Prab.g_01043	Syam.g_01307
OG0001106	Prab.g_01019	Syam.g_01110
OG0001107	Prab.g_01012	Syam.g_01122
OG0001108	Prab.g_01008	Syam.g_01132
OG0001109	Prab.g_01007	Syam.g_01134
OG0001110	Prab.g_01005	Syam.g_01136
OG0001111	Prab.g_01004	Syam.g_01138
OG0001112	Prab.g_01003	Syam.g_01140
OG0001113	Prab.g_01002	Syam.g_01141
OG0001114	Prab.g_01001	Syam.g_01142
OG0001115	Prab.g_00999	Syam.g_01146
OG0001116	Prab.g_00998	Syam.g_01148
OG0001117	Prab.g_00997	Syam.g_01149
OG0001118	Prab.g_00996	Syam.g_01150
OG0001119	Prab.g_00995	Syam.g_01152
OG0001120	Prab.g_00993	Syam.g_01156
OG0001121	Prab.g_01184, Prab.g_00990	Syam.g_00970
OG0001122	Prab.g_00957	Syam.g_01184
OG0001123	Prab.g_00953	Syam.g_01191
OG0001124	Prab.g_00951	Syam.g_01194
OG0001125	Prab.g_00950	Syam.g_01196
OG0001126	Prab.g_00940	Syam.g_00757
OG0001127	Prab.g_00939	Syam.g_00758
OG0001128	Prab.g_00937	Syam.g_00764
OG0001129	Prab.g_00936	Syam.g_00766
OG0001130	Prab.g_00935	Syam.g_00767
OG0001131	Prab.g_01125	Syam.g_01337
OG0001132	Prab.g_01135	Syam.g_01020
OG0001134	Prab.g_01186	Syam.g_00915
OG0001135	Prab.g_01189	Syam.g_00917
OG0001136	Prab.g_01216	Syam.g_01797
OG0001137	Prab.g_01227	Syam.g_01780
OG0001138	Prab.g_01245	Syam.g_00898
OG0001139	Prab.g_01246	Syam.g_00896
OG0001140	Prab.g_01247	Syam.g_00895
OG0001141	Prab.g_01248	Syam.g_00894
OG0001142	Prab.g_01249	Syam.g_00892
OG0001143	Prab.g_01256	Syam.g_00883
OG0001144	Prab.g_01261	Syam.g_00873
OG0001145	Prab.g_01318	Syam.g_01817
OG0001146	Prab.g_01330	Syam.g_01836
OG0001147	Prab.g_01347	Syam.g_01665
OG0001148	Prab.g_01362	Syam.g_00573
OG0001149	Prab.g_01363	Syam.g_00572
OG0001150	Prab.g_01364	Syam.g_00571
OG0001151	Prab.g_01375	Syam.g_00558
OG0001152	Prab.g_01376	Syam.g_00557
OG0001153	Prab.g_01498	Syam.g_01652
OG0001154	Prab.g_01499	Syam.g_01654
OG0001155	Prab.g_01511	Syam.g_01925
OG0001156	Prab.g_01514	Syam.g_01928
OG0001157	Prab.g_01515	Syam.g_01929
OG0001158	Prab.g_01516	Syam.g_01930
OG0001159	Prab.g_01517	Syam.g_01931
OG0001160	Prab.g_01541	Syam.g_01969
OG0001161	Prab.g_01553	Syam.g_02338
OG0001162	Prab.g_01567	Syam.g_01257
OG0001163	Prab.g_01661	Syam.g_01977
OG0001164	Prab.g_01665	Syam.g_01983
OG0001165	Prab.g_01668	Syam.g_01988
OG0001166	Prab.g_01688	Syam.g_02011
OG0001167	Prab.g_01705	Syam.g_01888
OG0001168	Prab.g_01707	Syam.g_01890
OG0001169	Prab.g_01709	Syam.g_01892
OG0001170	Prab.g_01711	Syam.g_01894
OG0001171	Prab.g_01720	Syam.g_01904
OG0001172	Prab.g_01734	Syam.g_00292
