Orthogroup	Prab	Syas
OG0000591	Prab.g_00630	Syas.g_00106
OG0000592	Prab.g_00631	Syas.g_00105
OG0000593	Prab.g_00637	Syas.g_00750
OG0000594	Prab.g_00638	Syas.g_00749
OG0000595	Prab.g_00639	Syas.g_00748
OG0000596	Prab.g_00643	Syas.g_00743
OG0000597	Prab.g_00645	Syas.g_00740
OG0000598	Prab.g_00646	Syas.g_00739
OG0000599	Prab.g_00649	Syas.g_00732
OG0000600	Prab.g_00650	Syas.g_00731
OG0000601	Prab.g_00651	Syas.g_00730
OG0000602	Prab.g_00653	Syas.g_00725
OG0000603	Prab.g_00654	Syas.g_00724
OG0000604	Prab.g_00655	Syas.g_00721
OG0000605	Prab.g_00656	Syas.g_00719
OG0000606	Prab.g_00659	Syas.g_00716
OG0000607	Prab.g_00662	Syas.g_00713
OG0000608	Prab.g_00663	Syas.g_00712
OG0000609	Prab.g_00664	Syas.g_00710
OG0000610	Prab.g_00669	Syas.g_00702
OG0000611	Prab.g_00672	Syas.g_00699
OG0000612	Prab.g_00673	Syas.g_00698
OG0000613	Prab.g_00678	Syas.g_01825
OG0000614	Prab.g_00697	Syas.g_01044
OG0000615	Prab.g_00705	Syas.g_00650
OG0000616	Prab.g_00711	Syas.g_02011
OG0000617	Prab.g_00729	Syas.g_00180
OG0000618	Prab.g_00730	Syas.g_00181
OG0000619	Prab.g_00731	Syas.g_00182
OG0000620	Prab.g_00734	Syas.g_00188
OG0000621	Prab.g_00735	Syas.g_00189
OG0000622	Prab.g_00736	Syas.g_00190
OG0000623	Prab.g_00737	Syas.g_00191
OG0000624	Prab.g_00738	Syas.g_00192
OG0000625	Prab.g_00739	Syas.g_00193
OG0000626	Prab.g_00740	Syas.g_00194
OG0000627	Prab.g_00741	Syas.g_00372
OG0000628	Prab.g_00742	Syas.g_00373
OG0000629	Prab.g_00743	Syas.g_00376
OG0000630	Prab.g_00746	Syas.g_00397
OG0000631	Prab.g_00831	Syas.g_00405
OG0000632	Prab.g_00832	Syas.g_00406
OG0000633	Prab.g_00833	Syas.g_00407
OG0000634	Prab.g_00836	Syas.g_00600
OG0000635	Prab.g_00837	Syas.g_00599
OG0000636	Prab.g_00839	Syas.g_00597
OG0000637	Prab.g_00841	Syas.g_00595
OG0000638	Prab.g_00842	Syas.g_00594
OG0000639	Prab.g_00843	Syas.g_00593
OG0000640	Prab.g_00844	Syas.g_00592
OG0000641	Prab.g_00848	Syas.g_00587
OG0000642	Prab.g_00849	Syas.g_00586
OG0000643	Prab.g_00850	Syas.g_00585
OG0000644	Prab.g_00851	Syas.g_00584
OG0000645	Prab.g_00852	Syas.g_00583
OG0000646	Prab.g_00854	Syas.g_00580
OG0000647	Prab.g_00855	Syas.g_00578
OG0000648	Prab.g_00857	Syas.g_00576
OG0000649	Prab.g_00858	Syas.g_00575
OG0000650	Prab.g_00859	Syas.g_00574
OG0000651	Prab.g_00860	Syas.g_00573
OG0000652	Prab.g_00861	Syas.g_00572
OG0000653	Prab.g_00863	Syas.g_00570
OG0000654	Prab.g_00864	Syas.g_00569
OG0000655	Prab.g_00865	Syas.g_00568
OG0000656	Prab.g_00868	Syas.g_00565
OG0000657	Prab.g_00875	Syas.g_00232
OG0000658	Prab.g_00876	Syas.g_00235
OG0000659	Prab.g_00877	Syas.g_00236
OG0000660	Prab.g_00881	Syas.g_00240
OG0000661	Prab.g_00883	Syas.g_00242
OG0000662	Prab.g_00885	Syas.g_00281
OG0000663	Prab.g_00887	Syas.g_00284
OG0000664	Prab.g_00888	Syas.g_00287
OG0000665	Prab.g_00892	Syas.g_00385
OG0000666	Prab.g_00893	Syas.g_01362
OG0000667	Prab.g_00898	Syas.g_00088
OG0000668	Prab.g_01084	Syas.g_00221
OG0000669	Prab.g_01076	Syas.g_00684
OG0000670	Prab.g_01074	Syas.g_00681
OG0000671	Prab.g_01072	Syas.g_00679
OG0000672	Prab.g_01070	Syas.g_00676
OG0000673	Prab.g_01067	Syas.g_00673
OG0000674	Prab.g_01065	Syas.g_00671
OG0000675	Prab.g_01064	Syas.g_00670
OG0000676	Prab.g_01062	Syas.g_00668
OG0000677	Prab.g_01061	Syas.g_00667
OG0000678	Prab.g_01059	Syas.g_00660
OG0000679	Prab.g_01055	Syas.g_00629
OG0000680	Prab.g_01054	Syas.g_00628
OG0000681	Prab.g_01052	Syas.g_00625
OG0000682	Prab.g_01051	Syas.g_00624
OG0000683	Prab.g_01050	Syas.g_00623
OG0000684	Prab.g_01048	Syas.g_00621
OG0000685	Prab.g_01046	Syas.g_00187
OG0000686	Prab.g_01045	Syas.g_00619
OG0000687	Prab.g_01044	Syas.g_00618
OG0000688	Prab.g_01041	Syas.g_00612
OG0000689	Prab.g_01040	Syas.g_00610
OG0000690	Prab.g_01039	Syas.g_00609
OG0000691	Prab.g_01038	Syas.g_00608
OG0000692	Prab.g_01036	Syas.g_00606
OG0000693	Prab.g_01035	Syas.g_00604
OG0000694	Prab.g_01034	Syas.g_00603
OG0000695	Prab.g_01032	Syas.g_00410
OG0000696	Prab.g_01031	Syas.g_00411
OG0000697	Prab.g_01030	Syas.g_00413
OG0000698	Prab.g_01027	Syas.g_00417
OG0000699	Prab.g_01026	Syas.g_00419
OG0000700	Prab.g_01025	Syas.g_00420
OG0000701	Prab.g_01024	Syas.g_00421
OG0000702	Prab.g_01022	Syas.g_00437
OG0000703	Prab.g_01021	Syas.g_00438
OG0000704	Prab.g_01020	Syas.g_00446
OG0000705	Prab.g_01016	Syas.g_00453
OG0000706	Prab.g_01015	Syas.g_00454
OG0000707	Prab.g_01014	Syas.g_00455
OG0000708	Prab.g_01013	Syas.g_00458
OG0000709	Prab.g_01009	Syas.g_00466
OG0000710	Prab.g_01006	Syas.g_00497
OG0000711	Prab.g_00989	Syas.g_00546
OG0000712	Prab.g_00987	Syas.g_00548
OG0000713	Prab.g_00986	Syas.g_00549
OG0000714	Prab.g_00985	Syas.g_00551
OG0000715	Prab.g_00983	Syas.g_00553
OG0000716	Prab.g_00981	Syas.g_00556
OG0000717	Prab.g_00980	Syas.g_00557
OG0000718	Prab.g_00960	Syas.g_00561
OG0000719	Prab.g_00958	Syas.g_00223
OG0000720	Prab.g_00949	Syas.g_00209
OG0000721	Prab.g_00947	Syas.g_00207
OG0000722	Prab.g_00946	Syas.g_00206
OG0000723	Prab.g_00943	Syas.g_00196
OG0000724	Prab.g_00934	Syas.g_00999
OG0000725	Prab.g_00928	Syas.g_01024
OG0000726	Prab.g_00927	Syas.g_01025
OG0000727	Prab.g_00926	Syas.g_01026
OG0000728	Prab.g_00924	Syas.g_01028
OG0000729	Prab.g_01146	Syas.g_02145
OG0000730	Prab.g_01150	Syas.g_01544
OG0000731	Prab.g_01154	Syas.g_01532
OG0000732	Prab.g_01164	Syas.g_02086
OG0000733	Prab.g_01187	Syas.g_00096
OG0000734	Prab.g_01204	Syas.g_02414
OG0000735	Prab.g_01206	Syas.g_01201
OG0000736	Prab.g_01207	Syas.g_01200
OG0000737	Prab.g_01208	Syas.g_01199
OG0000738	Prab.g_01212	Syas.g_01193
OG0000739	Prab.g_01213	Syas.g_01192
OG0000740	Prab.g_01214	Syas.g_01191
OG0000741	Prab.g_01215	Syas.g_01188
OG0000742	Prab.g_01218	Syas.g_01185
OG0000743	Prab.g_01220	Syas.g_01182
OG0000744	Prab.g_01221	Syas.g_01181
OG0000745	Prab.g_01222	Syas.g_01178
OG0000746	Prab.g_01224	Syas.g_01176
OG0000747	Prab.g_01225	Syas.g_01174
OG0000748	Prab.g_01228	Syas.g_01146
OG0000749	Prab.g_01229	Syas.g_01144
OG0000750	Prab.g_01230	Syas.g_01143
OG0000751	Prab.g_01232	Syas.g_01138
OG0000752	Prab.g_01234	Syas.g_01136
OG0000753	Prab.g_01237	Syas.g_01133
OG0000754	Prab.g_01240	Syas.g_01128
OG0000755	Prab.g_01243	Syas.g_01117
OG0000756	Prab.g_01244	Syas.g_01116
OG0000757	Prab.g_01250	Syas.g_01108
OG0000758	Prab.g_01251	Syas.g_01107
OG0000759	Prab.g_01252	Syas.g_01106
OG0000760	Prab.g_01253	Syas.g_01105
OG0000761	Prab.g_01254	Syas.g_01104
OG0000762	Prab.g_01255	Syas.g_01102
OG0000763	Prab.g_01257	Syas.g_01091
OG0000764	Prab.g_01258	Syas.g_01090
OG0000765	Prab.g_01267	Syas.g_01076
OG0000766	Prab.g_01268	Syas.g_01075
OG0000767	Prab.g_01270	Syas.g_01073
OG0000768	Prab.g_01271	Syas.g_01072
OG0000769	Prab.g_01273	Syas.g_01070
OG0000770	Prab.g_01275	Syas.g_01067
OG0000771	Prab.g_01284	Syas.g_00993
OG0000772	Prab.g_01303	Syas.g_01461
OG0000773	Prab.g_01317	Syas.g_00002
OG0000774	Prab.g_01319	Syas.g_02862
OG0000775	Prab.g_01321	Syas.g_02860
OG0000776	Prab.g_01322	Syas.g_02859
OG0000777	Prab.g_01323	Syas.g_02858
OG0000778	Prab.g_01324	Syas.g_02857
OG0000779	Prab.g_01328	Syas.g_02852
OG0000780	Prab.g_01329	Syas.g_02847
OG0000781	Prab.g_01332	Syas.g_02842
OG0000782	Prab.g_01333	Syas.g_02841
OG0000783	Prab.g_01334	Syas.g_02840
OG0000784	Prab.g_01335	Syas.g_02839
OG0000785	Prab.g_01337	Syas.g_02837
OG0000786	Prab.g_01339	Syas.g_02833
OG0000787	Prab.g_01340	Syas.g_02832
OG0000788	Prab.g_01348	Syas.g_00782
OG0000789	Prab.g_01351	Syas.g_01507
OG0000790	Prab.g_01365	Syas.g_01266
OG0000791	Prab.g_01367	Syas.g_01268
OG0000792	Prab.g_01368	Syas.g_01269
OG0000793	Prab.g_01371	Syas.g_01359
OG0000794	Prab.g_01372	Syas.g_01361
OG0000795	Prab.g_01373	Syas.g_01363
OG0000796	Prab.g_01377	Syas.g_01368
OG0000797	Prab.g_01378	Syas.g_01369
OG0000798	Prab.g_01411	Syas.g_01750, Syas.g_02134
OG0000799	Prab.g_01448	Syas.g_02789
OG0000800	Prab.g_01449	Syas.g_02790
OG0000801	Prab.g_01450	Syas.g_02791
OG0000802	Prab.g_01452	Syas.g_02797
OG0000803	Prab.g_01454	Syas.g_02800
OG0000804	Prab.g_01455	Syas.g_02803
OG0000805	Prab.g_01457	Syas.g_02805
OG0000806	Prab.g_01459	Syas.g_02807
OG0000807	Prab.g_01460	Syas.g_02808
OG0000808	Prab.g_01461	Syas.g_02809
OG0000809	Prab.g_01464	Syas.g_02811
OG0000810	Prab.g_01465	Syas.g_02813
OG0000811	Prab.g_01469	Syas.g_02822
OG0000812	Prab.g_01471	Syas.g_02824
OG0000813	Prab.g_01472	Syas.g_02825
OG0000814	Prab.g_01474	Syas.g_02827
OG0000815	Prab.g_01475	Syas.g_02829
OG0000816	Prab.g_01477	Syas.g_02831
OG0000817	Prab.g_01478	Syas.g_02753
OG0000818	Prab.g_01483	Syas.g_01282
OG0000819	Prab.g_01484	Syas.g_01283
OG0000820	Prab.g_01485	Syas.g_01284
OG0000821	Prab.g_01489	Syas.g_01289
OG0000822	Prab.g_01490	Syas.g_01291
OG0000823	Prab.g_01491	Syas.g_01292
OG0000824	Prab.g_01494	Syas.g_01297
OG0000825	Prab.g_01495	Syas.g_01298
OG0000826	Prab.g_01496	Syas.g_01299
OG0000827	Prab.g_01497	Syas.g_01300
OG0000828	Prab.g_01500	Syas.g_01303
OG0000829	Prab.g_01501	Syas.g_01304
OG0000830	Prab.g_01502	Syas.g_01305
OG0000831	Prab.g_01504	Syas.g_01308
OG0000832	Prab.g_01510	Syas.g_01476
OG0000833	Prab.g_01518	Syas.g_02738
OG0000834	Prab.g_01519	Syas.g_02737
OG0000835	Prab.g_01520	Syas.g_02736
OG0000836	Prab.g_01521	Syas.g_02732
OG0000837	Prab.g_01522	Syas.g_02731
OG0000838	Prab.g_01524	Syas.g_02727
OG0000839	Prab.g_01525	Syas.g_02726
OG0000840	Prab.g_01526	Syas.g_02725
OG0000841	Prab.g_01527	Syas.g_02724
OG0000842	Prab.g_01528	Syas.g_02723
OG0000843	Prab.g_01529	Syas.g_02722
OG0000844	Prab.g_01530	Syas.g_02720
OG0000845	Prab.g_01531	Syas.g_02719
OG0000846	Prab.g_01532	Syas.g_02718
OG0000847	Prab.g_01533	Syas.g_02717
OG0000848	Prab.g_01534	Syas.g_02715
OG0000849	Prab.g_01535	Syas.g_02714
OG0000850	Prab.g_01537	Syas.g_02711
OG0000851	Prab.g_01538	Syas.g_02708
OG0000852	Prab.g_01539	Syas.g_02707
OG0000853	Prab.g_01543	Syas.g_02703
OG0000854	Prab.g_01545	Syas.g_02701
OG0000855	Prab.g_01546	Syas.g_02700
OG0000856	Prab.g_01563	Syas.g_00103
OG0000857	Prab.g_01601	Syas.g_00579
OG0000858	Prab.g_01663	Syas.g_02693
OG0000859	Prab.g_01664	Syas.g_02692
OG0000860	Prab.g_01671	Syas.g_02679
OG0000861	Prab.g_01672	Syas.g_02678
OG0000862	Prab.g_01673	Syas.g_02677
OG0000863	Prab.g_01675	Syas.g_02675
OG0000864	Prab.g_01676	Syas.g_02674
OG0000865	Prab.g_01677	Syas.g_02673
OG0000866	Prab.g_01678	Syas.g_02672
OG0000867	Prab.g_01679	Syas.g_02671
OG0000868	Prab.g_01680	Syas.g_02667
OG0000869	Prab.g_01684	Syas.g_02662
OG0000870	Prab.g_01689	Syas.g_02657
OG0000871	Prab.g_01690	Syas.g_02656
OG0000872	Prab.g_01691	Syas.g_02650
OG0000873	Prab.g_01694	Syas.g_02647
OG0000874	Prab.g_01697	Syas.g_02645
OG0000875	Prab.g_01698	Syas.g_02644
OG0000876	Prab.g_01699	Syas.g_00280
OG0000877	Prab.g_01701	Syas.g_02603
OG0000878	Prab.g_01702	Syas.g_02602
OG0000879	Prab.g_01703	Syas.g_02601
OG0000880	Prab.g_01704	Syas.g_02600
OG0000881	Prab.g_01708	Syas.g_02596
OG0000882	Prab.g_01713	Syas.g_02591
OG0000883	Prab.g_01714	Syas.g_02586
OG0000884	Prab.g_01716	Syas.g_02584
OG0000885	Prab.g_01717	Syas.g_02583
OG0000886	Prab.g_01718	Syas.g_02582
OG0000887	Prab.g_01719	Syas.g_02581
OG0000888	Prab.g_01721	Syas.g_02579
OG0000889	Prab.g_01723	Syas.g_02577
OG0000890	Prab.g_01724	Syas.g_02574
OG0000891	Prab.g_01725	Syas.g_02573
OG0000892	Prab.g_01727	Syas.g_02571
OG0000893	Prab.g_01731	Syas.g_01677
OG0000894	Prab.g_01733	Syas.g_01667
OG0000895	Prab.g_01736	Syas.g_01663
OG0000896	Prab.g_01737	Syas.g_01662
OG0000897	Prab.g_01739	Syas.g_01660
OG0000898	Prab.g_01740	Syas.g_01659
OG0000899	Prab.g_01741	Syas.g_01658
OG0000900	Prab.g_01742	Syas.g_01657
OG0000901	Prab.g_01745	Syas.g_01652
OG0000902	Prab.g_01747	Syas.g_01651
OG0000903	Prab.g_01750	Syas.g_01637
OG0000904	Prab.g_01752	Syas.g_01642
OG0000905	Prab.g_01756	Syas.g_01647
OG0000906	Prab.g_01757	Syas.g_01649
OG0000907	Prab.g_01760	Syas.g_01635
OG0000908	Prab.g_01763	Syas.g_01632
OG0000909	Prab.g_01764	Syas.g_01631
OG0000910	Prab.g_01765	Syas.g_01630
OG0000911	Prab.g_01767	Syas.g_01628
OG0000912	Prab.g_01768	Syas.g_01627
OG0000913	Prab.g_01769	Syas.g_01626
OG0000914	Prab.g_01770	Syas.g_01625
OG0000915	Prab.g_01771	Syas.g_01623
OG0000916	Prab.g_01772	Syas.g_01622
OG0000917	Prab.g_01773	Syas.g_01621
OG0000918	Prab.g_01774	Syas.g_01620
OG0000919	Prab.g_01775	Syas.g_01619
OG0000920	Prab.g_01776	Syas.g_01618
OG0000921	Prab.g_01777	Syas.g_01617
OG0000922	Prab.g_01778	Syas.g_01616
OG0000923	Prab.g_01782	Syas.g_01612
OG0000924	Prab.g_01783	Syas.g_01611
OG0000925	Prab.g_01784	Syas.g_01610
OG0000926	Prab.g_01785	Syas.g_01609
OG0000927	Prab.g_01787	Syas.g_01607
OG0000928	Prab.g_01788	Syas.g_01606
OG0000929	Prab.g_01789	Syas.g_01605
OG0000930	Prab.g_01790	Syas.g_01604
OG0000931	Prab.g_01791	Syas.g_01603
OG0000932	Prab.g_01792	Syas.g_01602
OG0000933	Prab.g_01796	Syas.g_01596
OG0000934	Prab.g_01798	Syas.g_01594
OG0000935	Prab.g_01799	Syas.g_01593
OG0000936	Prab.g_01800	Syas.g_01592
OG0000937	Prab.g_01801	Syas.g_01591
OG0000938	Prab.g_01803	Syas.g_01588
OG0000939	Prab.g_01804	Syas.g_01587
OG0000940	Prab.g_01811	Syas.g_01580
OG0000941	Prab.g_01813	Syas.g_01578
OG0000942	Prab.g_01815	Syas.g_01576
OG0000943	Prab.g_01816	Syas.g_01575
OG0000944	Prab.g_01817	Syas.g_01573
OG0000945	Prab.g_01818	Syas.g_01572
OG0000946	Prab.g_01822	Syas.g_01565
OG0000947	Prab.g_01824	Syas.g_01562
OG0000948	Prab.g_01825	Syas.g_01561
OG0000949	Prab.g_01828	Syas.g_02213
OG0000950	Prab.g_01833	Syas.g_02197
OG0000951	Prab.g_01836	Syas.g_02190
OG0000952	Prab.g_01840	Syas.g_02186
OG0000953	Prab.g_01843	Syas.g_02182
OG0000954	Prab.g_01847	Syas.g_02174
OG0000955	Prab.g_01848	Syas.g_02173
OG0000956	Prab.g_01850	Syas.g_02171
OG0000957	Prab.g_01855	Syas.g_02158
OG0000958	Prab.g_01856	Syas.g_02157
OG0000959	Prab.g_01860	Syas.g_02154
OG0000960	Prab.g_01861	Syas.g_02153
OG0000961	Prab.g_01863	Syas.g_02345
OG0000962	Prab.g_01865	Syas.g_02146
OG0000963	Prab.g_01869	Syas.g_02143
OG0000964	Prab.g_01870	Syas.g_02142
OG0000965	Prab.g_01871	Syas.g_02141
OG0000966	Prab.g_01879	Syas.g_02112
OG0000967	Prab.g_01883	Syas.g_02108
OG0000968	Prab.g_01885	Syas.g_02106
OG0000969	Prab.g_01886	Syas.g_02104
OG0000970	Prab.g_01887	Syas.g_02103
OG0000971	Prab.g_01888	Syas.g_02101
OG0000972	Prab.g_01889	Syas.g_02100
OG0000973	Prab.g_01890	Syas.g_02099
OG0000974	Prab.g_01891	Syas.g_02098
OG0000975	Prab.g_01892	Syas.g_02097
OG0000976	Prab.g_01893	Syas.g_02096
OG0000977	Prab.g_01894	Syas.g_02094
OG0000978	Prab.g_01895	Syas.g_02093
OG0000979	Prab.g_01898	Syas.g_02090
OG0000980	Prab.g_01900	Syas.g_02087
OG0000981	Prab.g_01902	Syas.g_02084
OG0000982	Prab.g_01904	Syas.g_01882
OG0000983	Prab.g_01905	Syas.g_01883
OG0000984	Prab.g_01906	Syas.g_01884
OG0000985	Prab.g_01909	Syas.g_01888
OG0000986	Prab.g_01911	Syas.g_01891
OG0000987	Prab.g_01912	Syas.g_01897
OG0000988	Prab.g_01915	Syas.g_01902
OG0000989	Prab.g_01919	Syas.g_01908
OG0000990	Prab.g_01922	Syas.g_01937
OG0000991	Prab.g_01923	Syas.g_01939
OG0000992	Prab.g_01925	Syas.g_01943
OG0000993	Prab.g_01926	Syas.g_01945
OG0000994	Prab.g_01927	Syas.g_01948
OG0000995	Prab.g_01931	Syas.g_01955
OG0000996	Prab.g_01932	Syas.g_01977
OG0000997	Prab.g_01933	Syas.g_01993
OG0000998	Prab.g_01935	Syas.g_01995
OG0000999	Prab.g_01936	Syas.g_01996
OG0001000	Prab.g_01939	Syas.g_02000
OG0001001	Prab.g_01941	Syas.g_02006
OG0001002	Prab.g_01945	Syas.g_02014
OG0001003	Prab.g_01947	Syas.g_02016
OG0001004	Prab.g_01948	Syas.g_02017
OG0001005	Prab.g_01949	Syas.g_02018
OG0001006	Prab.g_01953	Syas.g_02032
OG0001007	Prab.g_01955	Syas.g_02034
OG0001008	Prab.g_00440	Syas.g_01496
OG0001009	Prab.g_00027	Syas.g_02065
OG0001010	Prab.g_00028	Syas.g_02066
OG0001011	Prab.g_00029	Syas.g_02068
OG0001012	Prab.g_00042	Syas.g_00152
OG0001013	Prab.g_00047	Syas.g_01866
OG0001014	Prab.g_00050	Syas.g_01857
OG0001015	Prab.g_00051	Syas.g_01856
OG0001016	Prab.g_00065	Syas.g_02517
OG0001017	Prab.g_00069	Syas.g_02511
OG0001018	Prab.g_00072	Syas.g_02509
OG0001019	Prab.g_00081	Syas.g_02469
OG0001020	Prab.g_00082	Syas.g_02443
OG0001021	Prab.g_00083	Syas.g_02437
OG0001022	Prab.g_00085	Syas.g_02434
OG0001023	Prab.g_00086	Syas.g_02433
OG0001024	Prab.g_00089	Syas.g_00135
OG0001025	Prab.g_00095	Syas.g_02424
OG0001026	Prab.g_00102	Syas.g_02412
OG0001027	Prab.g_00103	Syas.g_02408
OG0001028	Prab.g_00105	Syas.g_02405
OG0001029	Prab.g_00106	Syas.g_02403
OG0001030	Prab.g_00120	Syas.g_02384
OG0001031	Prab.g_00177	Syas.g_02293
OG0001032	Prab.g_00178	Syas.g_02290
OG0001033	Prab.g_00199	Syas.g_02239
OG0001034	Prab.g_00227	Syas.g_02556
OG0001035	Prab.g_00244	Syas.g_01704
OG0001036	Prab.g_00248	Syas.g_01709
OG0001037	Prab.g_00249	Syas.g_01711
OG0001038	Prab.g_00266	Syas.g_01751
OG0001039	Prab.g_00269	Syas.g_01754
OG0001041	Prab.g_00275	Syas.g_01761
OG0001042	Prab.g_00292	Syas.g_01821
OG0001043	Prab.g_00293	Syas.g_01817
OG0001044	Prab.g_00321	Syas.g_01542
OG0001045	Prab.g_00329	Syas.g_01529
OG0001046	Prab.g_00367	Syas.g_00532
OG0001047	Prab.g_00442	Syas.g_01494
OG0001048	Prab.g_00443	Syas.g_01493
OG0001049	Prab.g_00445	Syas.g_02742
OG0001050	Prab.g_00446	Syas.g_02743
OG0001051	Prab.g_00447	Syas.g_02744
OG0001052	Prab.g_00475	Syas.g_01337
OG0001053	Prab.g_00487	Syas.g_01250
OG0001054	Prab.g_00502	Syas.g_01231
OG0001055	Prab.g_00521	Syas.g_01210
OG0001056	Prab.g_00540	Syas.g_00068
OG0001057	Prab.g_00545	Syas.g_00763
OG0001058	Prab.g_00553	Syas.g_00787
OG0001059	Prab.g_00557	Syas.g_00791
OG0001060	Prab.g_00564	Syas.g_00797
OG0001061	Prab.g_00578	Syas.g_00816
OG0001062	Prab.g_00580	Syas.g_00819
OG0001063	Prab.g_00582	Syas.g_00830
OG0001064	Prab.g_00583	Syas.g_00831
OG0001065	Prab.g_00584	Syas.g_00832
OG0001066	Prab.g_00585	Syas.g_00833
OG0001067	Prab.g_00586	Syas.g_00834
OG0001068	Prab.g_00587	Syas.g_00835
OG0001069	Prab.g_00588	Syas.g_00836
OG0001070	Prab.g_00591	Syas.g_00840
OG0001071	Prab.g_00592	Syas.g_00841
OG0001072	Prab.g_00594	Syas.g_00844
OG0001073	Prab.g_00608	Syas.g_00855
OG0001074	Prab.g_00619	Syas.g_00157
OG0001075	Prab.g_00620	Syas.g_00163
OG0001076	Prab.g_00629	Syas.g_00113
OG0001077	Prab.g_00633	Syas.g_00101
OG0001078	Prab.g_00641	Syas.g_00745
OG0001079	Prab.g_00652	Syas.g_00729
OG0001080	Prab.g_00658	Syas.g_00717
OG0001081	Prab.g_00660	Syas.g_00715
OG0001082	Prab.g_00661	Syas.g_00714
OG0001083	Prab.g_00666	Syas.g_00707
OG0001084	Prab.g_00667	Syas.g_00706
OG0001085	Prab.g_00675	Syas.g_00693
OG0001086	Prab.g_00676	Syas.g_00691
OG0001087	Prab.g_00693	Syas.g_00071
OG0001088	Prab.g_00694	Syas.g_01060
OG0001089	Prab.g_00702	Syas.g_01039
OG0001090	Prab.g_00724	Syas.g_00980
OG0001091	Prab.g_00726	Syas.g_00979
OG0001092	Prab.g_00727	Syas.g_00178
OG0001093	Prab.g_00732	Syas.g_00184
OG0001095	Prab.g_00853	Syas.g_00582
OG0001097	Prab.g_00884	Syas.g_00243
OG0001098	Prab.g_00900	Syas.g_00880
OG0001099	Prab.g_01079	Syas.g_02404
OG0001100	Prab.g_01075	Syas.g_00682
OG0001101	Prab.g_01073	Syas.g_00680
OG0001102	Prab.g_01071	Syas.g_00677
OG0001103	Prab.g_01069	Syas.g_00675
OG0001104	Prab.g_01047	Syas.g_00620
OG0001105	Prab.g_01043	Syas.g_00617
OG0001106	Prab.g_01019	Syas.g_00447
OG0001107	Prab.g_01012	Syas.g_00459
OG0001108	Prab.g_01008	Syas.g_00494
OG0001109	Prab.g_01007	Syas.g_00496
OG0001110	Prab.g_01005	Syas.g_00498
OG0001111	Prab.g_01004	Syas.g_00500
OG0001112	Prab.g_01003	Syas.g_00503
OG0001113	Prab.g_01002	Syas.g_00504
OG0001114	Prab.g_01001	Syas.g_00505
OG0001115	Prab.g_00999	Syas.g_00527
OG0001116	Prab.g_00998	Syas.g_00529
OG0001117	Prab.g_00997	Syas.g_00530
OG0001118	Prab.g_00996	Syas.g_00531
OG0001119	Prab.g_00995	Syas.g_00533
OG0001120	Prab.g_00993	Syas.g_00539
OG0001122	Prab.g_00957	Syas.g_00222
OG0001123	Prab.g_00953	Syas.g_00214
OG0001124	Prab.g_00951	Syas.g_00212
OG0001125	Prab.g_00950	Syas.g_00210
OG0001126	Prab.g_00940	Syas.g_00991
OG0001127	Prab.g_00939	Syas.g_00992
OG0001128	Prab.g_00937	Syas.g_00995
OG0001129	Prab.g_00936	Syas.g_00997
OG0001130	Prab.g_00935	Syas.g_00998
OG0001131	Prab.g_01125	Syas.g_01401
OG0001132	Prab.g_01135	Syas.g_00525
OG0001133	Prab.g_01169	Syas.g_00109
OG0001136	Prab.g_01216	Syas.g_01187
OG0001138	Prab.g_01245	Syas.g_01114
OG0001139	Prab.g_01246	Syas.g_01112
OG0001140	Prab.g_01247	Syas.g_01111
OG0001141	Prab.g_01248	Syas.g_01110
OG0001142	Prab.g_01249	Syas.g_01109
OG0001143	Prab.g_01256	Syas.g_01092
OG0001144	Prab.g_01261	Syas.g_01084
OG0001145	Prab.g_01318	Syas.g_02867
OG0001146	Prab.g_01330	Syas.g_02846
OG0001147	Prab.g_01347	Syas.g_01329
OG0001148	Prab.g_01362	Syas.g_01263
OG0001149	Prab.g_01363	Syas.g_01264
OG0001150	Prab.g_01364	Syas.g_01265
OG0001151	Prab.g_01375	Syas.g_01366
OG0001152	Prab.g_01376	Syas.g_01367
OG0001153	Prab.g_01498	Syas.g_01301
OG0001154	Prab.g_01499	Syas.g_01302
OG0001155	Prab.g_01511	Syas.g_01478
OG0001156	Prab.g_01514	Syas.g_01489
OG0001157	Prab.g_01515	Syas.g_01490
OG0001158	Prab.g_01516	Syas.g_01491
OG0001159	Prab.g_01517	Syas.g_01492
OG0001160	Prab.g_01541	Syas.g_02705
OG0001161	Prab.g_01553	Syas.g_02030
OG0001162	Prab.g_01567	Syas.g_02473
OG0001163	Prab.g_01661	Syas.g_02697
OG0001164	Prab.g_01665	Syas.g_02691
OG0001165	Prab.g_01668	Syas.g_02686
OG0001166	Prab.g_01688	Syas.g_02658
OG0001167	Prab.g_01705	Syas.g_01046
OG0001168	Prab.g_01707	Syas.g_02597
OG0001169	Prab.g_01709	Syas.g_02595
OG0001170	Prab.g_01711	Syas.g_02593
OG0001171	Prab.g_01720	Syas.g_02580
OG0001172	Prab.g_01734	Syas.g_01665
OG0001173	Prab.g_01735	Syas.g_01664
OG0001174	Prab.g_01743	Syas.g_01656
OG0001175	Prab.g_01744	Syas.g_01655
OG0001176	Prab.g_01751	Syas.g_01638
OG0001177	Prab.g_01753	Syas.g_01640
OG0001178	Prab.g_01758	Syas.g_02676
OG0001179	Prab.g_01786	Syas.g_01608
