Orthogroup	Prab	Prak
OG0000583	Prab.g_00613	Prak.g_00571
OG0000584	Prab.g_00614	Prak.g_00572
OG0000585	Prab.g_00616	Prak.g_00574
OG0000586	Prab.g_00617	Prak.g_00575
OG0000587	Prab.g_00618	Prak.g_00576
OG0000588	Prab.g_00622	Prak.g_00580
OG0000589	Prab.g_00625	Prak.g_00582
OG0000590	Prab.g_00626	Prak.g_00583
OG0000591	Prab.g_00630	Prak.g_00587
OG0000592	Prab.g_00631	Prak.g_00588
OG0000593	Prab.g_00637	Prak.g_01111
OG0000594	Prab.g_00638	Prak.g_01110
OG0000595	Prab.g_00639	Prak.g_01109
OG0000596	Prab.g_00643	Prak.g_01105
OG0000597	Prab.g_00645	Prak.g_01102
OG0000598	Prab.g_00646	Prak.g_01101
OG0000599	Prab.g_00649	Prak.g_01098
OG0000600	Prab.g_00650	Prak.g_01097
OG0000601	Prab.g_00651	Prak.g_01096
OG0000602	Prab.g_00653	Prak.g_01094
OG0000603	Prab.g_00654	Prak.g_01093
OG0000604	Prab.g_00655	Prak.g_01092
OG0000605	Prab.g_00656	Prak.g_01091
OG0000606	Prab.g_00659	Prak.g_01088
OG0000607	Prab.g_00662	Prak.g_01085
OG0000608	Prab.g_00663	Prak.g_01084
OG0000609	Prab.g_00664	Prak.g_01083
OG0000610	Prab.g_00669	Prak.g_01077
OG0000611	Prab.g_00672	Prak.g_01074
OG0000612	Prab.g_00673	Prak.g_01073
OG0000613	Prab.g_00678	Prak.g_00800
OG0000614	Prab.g_00697	Prak.g_00821
OG0000615	Prab.g_00705	Prak.g_00832
OG0000616	Prab.g_00711	Prak.g_01934
OG0000617	Prab.g_00729	Prak.g_01057
OG0000618	Prab.g_00730	Prak.g_01056
OG0000619	Prab.g_00731	Prak.g_01055
OG0000620	Prab.g_00734	Prak.g_01052
OG0000621	Prab.g_00735	Prak.g_01051
OG0000622	Prab.g_00736	Prak.g_01050
OG0000623	Prab.g_00737	Prak.g_01049
OG0000624	Prab.g_00738	Prak.g_01047
OG0000625	Prab.g_00739	Prak.g_01046
OG0000626	Prab.g_00740	Prak.g_01045
OG0000627	Prab.g_00741	Prak.g_01044
OG0000628	Prab.g_00742	Prak.g_01043
OG0000629	Prab.g_00743	Prak.g_01042
OG0000630	Prab.g_00746	Prak.g_01039
OG0000631	Prab.g_00831	Prak.g_00946
OG0000632	Prab.g_00832	Prak.g_00947
OG0000633	Prab.g_00833	Prak.g_00948
OG0000634	Prab.g_00836	Prak.g_00841
OG0000635	Prab.g_00837	Prak.g_00842
OG0000636	Prab.g_00839	Prak.g_00844
OG0000637	Prab.g_00841	Prak.g_00846
OG0000638	Prab.g_00842	Prak.g_00847
OG0000639	Prab.g_00843	Prak.g_00848
OG0000640	Prab.g_00844	Prak.g_00849
OG0000641	Prab.g_00848	Prak.g_00853
OG0000642	Prab.g_00849	Prak.g_00854
OG0000643	Prab.g_00850	Prak.g_00855
OG0000644	Prab.g_00851	Prak.g_00856
OG0000645	Prab.g_00852	Prak.g_00857
OG0000646	Prab.g_00854	Prak.g_00859
OG0000647	Prab.g_00855	Prak.g_00861
OG0000648	Prab.g_00857	Prak.g_00863
OG0000649	Prab.g_00858	Prak.g_00864
OG0000650	Prab.g_00859	Prak.g_00865
OG0000651	Prab.g_00860	Prak.g_00866
OG0000652	Prab.g_00861	Prak.g_00867
OG0000653	Prab.g_00863	Prak.g_00869
OG0000654	Prab.g_00864	Prak.g_00870
OG0000655	Prab.g_00865	Prak.g_00871
OG0000656	Prab.g_00868	Prak.g_00874
OG0000657	Prab.g_00875	Prak.g_00882
OG0000658	Prab.g_00876	Prak.g_00884
OG0000659	Prab.g_00877	Prak.g_00885
OG0000660	Prab.g_00881	Prak.g_00889
OG0000661	Prab.g_00883	Prak.g_00891
OG0000662	Prab.g_00885	Prak.g_00893
OG0000663	Prab.g_00887	Prak.g_00895
OG0000664	Prab.g_00888	Prak.g_00896
OG0000665	Prab.g_00892	Prak.g_00902
OG0000666	Prab.g_00893	Prak.g_00903
OG0000667	Prab.g_00898	Prak.g_00907
OG0000668	Prab.g_01084	Prak.g_00748
OG0000669	Prab.g_01076	Prak.g_00759
OG0000670	Prab.g_01074	Prak.g_00762
OG0000671	Prab.g_01072	Prak.g_00765
OG0000672	Prab.g_01070	Prak.g_00768
OG0000673	Prab.g_01067	Prak.g_00771
OG0000674	Prab.g_01065	Prak.g_00773
OG0000675	Prab.g_01064	Prak.g_00774
OG0000676	Prab.g_01062	Prak.g_00776
OG0000677	Prab.g_01061	Prak.g_00777
OG0000678	Prab.g_01059	Prak.g_00779
OG0000679	Prab.g_01055	Prak.g_00783
OG0000680	Prab.g_01054	Prak.g_00784
OG0000681	Prab.g_01052	Prak.g_00787
OG0000682	Prab.g_01051	Prak.g_00788
OG0000683	Prab.g_01050	Prak.g_00789
OG0000684	Prab.g_01048	Prak.g_00791
OG0000685	Prab.g_01046	Prak.g_00793
OG0000686	Prab.g_01045	Prak.g_00794
OG0000687	Prab.g_01044	Prak.g_00795
OG0000688	Prab.g_01041	Prak.g_01069
OG0000689	Prab.g_01040	Prak.g_01068
OG0000690	Prab.g_01039	Prak.g_01067
OG0000691	Prab.g_01038	Prak.g_01066
OG0000692	Prab.g_01036	Prak.g_01064
OG0000693	Prab.g_01035	Prak.g_01063
OG0000694	Prab.g_01034	Prak.g_01062
OG0000695	Prab.g_01032	Prak.g_00950
OG0000696	Prab.g_01031	Prak.g_00951
OG0000697	Prab.g_01030	Prak.g_00952
OG0000698	Prab.g_01027	Prak.g_00955
OG0000699	Prab.g_01026	Prak.g_00956
OG0000700	Prab.g_01025	Prak.g_00957
OG0000701	Prab.g_01024	Prak.g_00958
OG0000702	Prab.g_01022	Prak.g_00960
OG0000703	Prab.g_01021	Prak.g_00961
OG0000704	Prab.g_01020	Prak.g_00963
OG0000705	Prab.g_01016	Prak.g_00966
OG0000706	Prab.g_01015	Prak.g_00967
OG0000707	Prab.g_01014	Prak.g_00968
OG0000708	Prab.g_01013	Prak.g_00970
OG0000709	Prab.g_01009	Prak.g_00974
OG0000710	Prab.g_01006	Prak.g_00977
OG0000711	Prab.g_00989	Prak.g_00995
OG0000712	Prab.g_00987	Prak.g_00996
OG0000713	Prab.g_00986	Prak.g_00997
OG0000714	Prab.g_00985	Prak.g_00998
OG0000715	Prab.g_00983	Prak.g_01000
OG0000716	Prab.g_00981	Prak.g_01002
OG0000717	Prab.g_00980	Prak.g_01003
OG0000718	Prab.g_00960	Prak.g_01007
OG0000719	Prab.g_00958	Prak.g_01009
OG0000720	Prab.g_00949	Prak.g_01021
OG0000721	Prab.g_00947	Prak.g_01025
OG0000722	Prab.g_00946	Prak.g_01026
OG0000723	Prab.g_00943	Prak.g_01030
OG0000724	Prab.g_00934	Prak.g_00925
OG0000725	Prab.g_00928	Prak.g_00919
OG0000726	Prab.g_00927	Prak.g_00918
OG0000727	Prab.g_00926	Prak.g_00917
OG0000728	Prab.g_00924	Prak.g_00915
OG0000729	Prab.g_01146	Prak.g_01255
OG0000730	Prab.g_01150	Prak.g_01214
OG0000731	Prab.g_01154	Prak.g_00362
OG0000732	Prab.g_01164	Prak.g_01885
OG0000733	Prab.g_01187	Prak.g_01551
OG0000734	Prab.g_01204	Prak.g_01188
OG0000735	Prab.g_01206	Prak.g_01186
OG0000736	Prab.g_01207	Prak.g_01185
OG0000737	Prab.g_01208	Prak.g_01184
OG0000738	Prab.g_01212	Prak.g_01180
OG0000739	Prab.g_01213	Prak.g_01179
OG0000740	Prab.g_01214	Prak.g_01178
OG0000741	Prab.g_01215	Prak.g_01176
OG0000742	Prab.g_01218	Prak.g_01173
OG0000743	Prab.g_01220	Prak.g_01171
OG0000744	Prab.g_01221	Prak.g_01170
OG0000745	Prab.g_01222	Prak.g_01169
OG0000746	Prab.g_01224	Prak.g_01167
OG0000747	Prab.g_01225	Prak.g_01166
OG0000748	Prab.g_01228	Prak.g_01162
OG0000749	Prab.g_01229	Prak.g_01161
OG0000750	Prab.g_01230	Prak.g_01160
OG0000751	Prab.g_01232	Prak.g_01157
OG0000752	Prab.g_01234	Prak.g_01155
OG0000753	Prab.g_01237	Prak.g_01153
OG0000754	Prab.g_01240	Prak.g_01150
OG0000755	Prab.g_01243	Prak.g_01144
OG0000756	Prab.g_01244	Prak.g_01143
OG0000757	Prab.g_01250	Prak.g_01136
OG0000758	Prab.g_01251	Prak.g_01135
OG0000759	Prab.g_01252	Prak.g_01134
OG0000760	Prab.g_01253	Prak.g_01133
OG0000761	Prab.g_01254	Prak.g_01132
OG0000762	Prab.g_01255	Prak.g_01131
OG0000763	Prab.g_01257	Prak.g_01129
OG0000764	Prab.g_01258	Prak.g_01128
OG0000765	Prab.g_01267	Prak.g_01120
OG0000766	Prab.g_01268	Prak.g_01119
OG0000767	Prab.g_01270	Prak.g_01117
OG0000768	Prab.g_01271	Prak.g_01116
OG0000769	Prab.g_01273	Prak.g_01114
OG0000770	Prab.g_01275	Prak.g_00593
OG0000771	Prab.g_01284	Prak.g_01487
OG0000772	Prab.g_01303	Prak.g_01571
OG0000773	Prab.g_01317	Prak.g_01268
OG0000774	Prab.g_01319	Prak.g_01270
OG0000775	Prab.g_01321	Prak.g_01272
OG0000776	Prab.g_01322	Prak.g_01273
OG0000777	Prab.g_01323	Prak.g_01274
OG0000778	Prab.g_01324	Prak.g_01275
OG0000779	Prab.g_01328	Prak.g_01279
OG0000780	Prab.g_01329	Prak.g_01280
OG0000781	Prab.g_01332	Prak.g_01284
OG0000782	Prab.g_01333	Prak.g_01285
OG0000783	Prab.g_01334	Prak.g_01286
OG0000784	Prab.g_01335	Prak.g_01287
OG0000785	Prab.g_01337	Prak.g_01289
OG0000786	Prab.g_01339	Prak.g_01292
OG0000787	Prab.g_01340	Prak.g_01293
OG0000788	Prab.g_01348	Prak.g_00460
OG0000789	Prab.g_01351	Prak.g_01490
OG0000790	Prab.g_01365	Prak.g_01334
OG0000791	Prab.g_01367	Prak.g_01336
OG0000792	Prab.g_01368	Prak.g_01337
OG0000793	Prab.g_01371	Prak.g_01340
OG0000794	Prab.g_01372	Prak.g_01341
OG0000795	Prab.g_01373	Prak.g_01342
OG0000796	Prab.g_01377	Prak.g_01346
OG0000797	Prab.g_01378	Prak.g_01347
OG0000798	Prab.g_01411	Prak.g_00696
OG0000799	Prab.g_01448	Prak.g_01374
OG0000800	Prab.g_01449	Prak.g_01375
OG0000801	Prab.g_01450	Prak.g_01376
OG0000802	Prab.g_01452	Prak.g_01378
OG0000803	Prab.g_01454	Prak.g_01380
OG0000804	Prab.g_01455	Prak.g_01381
OG0000805	Prab.g_01457	Prak.g_01383
OG0000806	Prab.g_01459	Prak.g_01385
OG0000807	Prab.g_01460	Prak.g_01386
OG0000808	Prab.g_01461	Prak.g_01387
OG0000809	Prab.g_01464	Prak.g_01389
OG0000810	Prab.g_01465	Prak.g_01390
OG0000811	Prab.g_01469	Prak.g_01394
OG0000812	Prab.g_01471	Prak.g_01396
OG0000813	Prab.g_01472	Prak.g_01397
OG0000814	Prab.g_01474	Prak.g_01399
OG0000815	Prab.g_01475	Prak.g_01400
OG0000816	Prab.g_01477	Prak.g_01402
OG0000817	Prab.g_01478	Prak.g_01403
OG0000818	Prab.g_01483	Prak.g_01408
OG0000819	Prab.g_01484	Prak.g_01409
OG0000820	Prab.g_01485	Prak.g_01410
OG0000821	Prab.g_01489	Prak.g_01414
OG0000822	Prab.g_01490	Prak.g_01415
OG0000823	Prab.g_01491	Prak.g_01416
OG0000824	Prab.g_01494	Prak.g_01419
OG0000825	Prab.g_01495	Prak.g_01420
OG0000826	Prab.g_01496	Prak.g_01421
OG0000827	Prab.g_01497	Prak.g_01422
OG0000828	Prab.g_01500	Prak.g_01425
OG0000829	Prab.g_01501	Prak.g_01426
OG0000830	Prab.g_01502	Prak.g_01427
OG0000831	Prab.g_01504	Prak.g_01429
OG0000832	Prab.g_01510	Prak.g_01439
OG0000833	Prab.g_01518	Prak.g_01448
OG0000834	Prab.g_01519	Prak.g_01449
OG0000835	Prab.g_01520	Prak.g_01450
OG0000836	Prab.g_01521	Prak.g_01451
OG0000837	Prab.g_01522	Prak.g_01452
OG0000838	Prab.g_01524	Prak.g_01454
OG0000839	Prab.g_01525	Prak.g_01455
OG0000840	Prab.g_01526	Prak.g_01456
OG0000841	Prab.g_01527	Prak.g_01457
OG0000842	Prab.g_01528	Prak.g_01458
OG0000843	Prab.g_01529	Prak.g_01459
OG0000844	Prab.g_01530	Prak.g_01460
OG0000845	Prab.g_01531	Prak.g_01461
OG0000846	Prab.g_01532	Prak.g_01462
OG0000847	Prab.g_01533	Prak.g_01463
OG0000848	Prab.g_01534	Prak.g_01464
OG0000849	Prab.g_01535	Prak.g_01465
OG0000850	Prab.g_01537	Prak.g_01467
OG0000851	Prab.g_01538	Prak.g_01468
OG0000852	Prab.g_01539	Prak.g_01469
OG0000853	Prab.g_01543	Prak.g_01475
OG0000854	Prab.g_01545	Prak.g_01477
OG0000855	Prab.g_01546	Prak.g_01478
OG0000856	Prab.g_01563	Prak.g_00590
OG0000857	Prab.g_01601	Prak.g_00860
OG0000858	Prab.g_01663	Prak.g_01638
OG0000859	Prab.g_01664	Prak.g_01639
OG0000860	Prab.g_01671	Prak.g_01647
OG0000861	Prab.g_01672	Prak.g_01648
OG0000862	Prab.g_01673	Prak.g_01649
OG0000863	Prab.g_01675	Prak.g_01651
OG0000864	Prab.g_01676	Prak.g_01652
OG0000865	Prab.g_01677	Prak.g_01653
OG0000866	Prab.g_01678	Prak.g_01654
OG0000867	Prab.g_01679	Prak.g_01655
OG0000868	Prab.g_01680	Prak.g_01657
OG0000869	Prab.g_01684	Prak.g_01660
OG0000870	Prab.g_01689	Prak.g_01665
OG0000871	Prab.g_01690	Prak.g_01666
OG0000872	Prab.g_01691	Prak.g_01667
OG0000873	Prab.g_01694	Prak.g_01670
OG0000874	Prab.g_01697	Prak.g_01673
OG0000875	Prab.g_01698	Prak.g_01674
OG0000876	Prab.g_01699	Prak.g_01675
OG0000877	Prab.g_01701	Prak.g_01677
OG0000878	Prab.g_01702	Prak.g_01678
OG0000879	Prab.g_01703	Prak.g_01679
OG0000880	Prab.g_01704	Prak.g_01680
OG0000881	Prab.g_01708	Prak.g_01684
OG0000882	Prab.g_01713	Prak.g_01689
OG0000883	Prab.g_01714	Prak.g_01691
OG0000884	Prab.g_01716	Prak.g_01693
OG0000885	Prab.g_01717	Prak.g_01694
OG0000886	Prab.g_01718	Prak.g_01695
OG0000887	Prab.g_01719	Prak.g_01696
OG0000888	Prab.g_01721	Prak.g_01698
OG0000889	Prab.g_01723	Prak.g_01700
OG0000890	Prab.g_01724	Prak.g_01701
OG0000891	Prab.g_01725	Prak.g_01702
OG0000892	Prab.g_01727	Prak.g_01704
OG0000893	Prab.g_01731	Prak.g_01708
OG0000894	Prab.g_01733	Prak.g_01711
OG0000895	Prab.g_01736	Prak.g_01715
OG0000896	Prab.g_01737	Prak.g_01716
OG0000897	Prab.g_01739	Prak.g_01718
OG0000898	Prab.g_01740	Prak.g_01719
OG0000899	Prab.g_01741	Prak.g_01720
OG0000900	Prab.g_01742	Prak.g_01721
OG0000901	Prab.g_01745	Prak.g_01724
OG0000902	Prab.g_01747	Prak.g_01726
OG0000903	Prab.g_01750	Prak.g_01730
OG0000904	Prab.g_01752	Prak.g_01734
OG0000905	Prab.g_01756	Prak.g_01728
OG0000906	Prab.g_01757	Prak.g_01727
OG0000907	Prab.g_01760	Prak.g_01737
OG0000908	Prab.g_01763	Prak.g_01740
OG0000909	Prab.g_01764	Prak.g_01741
OG0000910	Prab.g_01765	Prak.g_01742
OG0000911	Prab.g_01767	Prak.g_01744
OG0000912	Prab.g_01768	Prak.g_01745
OG0000913	Prab.g_01769	Prak.g_01746
OG0000914	Prab.g_01770	Prak.g_01747
OG0000915	Prab.g_01771	Prak.g_01748
OG0000916	Prab.g_01772	Prak.g_01749
OG0000917	Prab.g_01773	Prak.g_01750
OG0000918	Prab.g_01774	Prak.g_01751
OG0000919	Prab.g_01775	Prak.g_01752
OG0000920	Prab.g_01776	Prak.g_01753
OG0000921	Prab.g_01777	Prak.g_01754
OG0000922	Prab.g_01778	Prak.g_01755
OG0000923	Prab.g_01782	Prak.g_01759
OG0000924	Prab.g_01783	Prak.g_01760
OG0000925	Prab.g_01784	Prak.g_01761
OG0000926	Prab.g_01785	Prak.g_01762
OG0000927	Prab.g_01787	Prak.g_01764
OG0000928	Prab.g_01788	Prak.g_01765
OG0000929	Prab.g_01789	Prak.g_01766
OG0000930	Prab.g_01790	Prak.g_01767
OG0000931	Prab.g_01791	Prak.g_01768
OG0000932	Prab.g_01792	Prak.g_01769
OG0000933	Prab.g_01796	Prak.g_01773
OG0000934	Prab.g_01798	Prak.g_01775
OG0000935	Prab.g_01799	Prak.g_01776
OG0000936	Prab.g_01800	Prak.g_01777
OG0000937	Prab.g_01801	Prak.g_01778
OG0000938	Prab.g_01803	Prak.g_01781
OG0000939	Prab.g_01804	Prak.g_01782
OG0000940	Prab.g_01811	Prak.g_01789
OG0000941	Prab.g_01813	Prak.g_01791
OG0000942	Prab.g_01815	Prak.g_01793
OG0000943	Prab.g_01816	Prak.g_01794
OG0000944	Prab.g_01817	Prak.g_01796
OG0000945	Prab.g_01818	Prak.g_01797
OG0000946	Prab.g_01822	Prak.g_01802
OG0000947	Prab.g_01824	Prak.g_01804
OG0000948	Prab.g_01825	Prak.g_01805
OG0000949	Prab.g_01828	Prak.g_01808
OG0000950	Prab.g_01833	Prak.g_01815
OG0000951	Prab.g_01836	Prak.g_01819
OG0000952	Prab.g_01840	Prak.g_01823
OG0000953	Prab.g_01843	Prak.g_01827
OG0000954	Prab.g_01847	Prak.g_01831
OG0000955	Prab.g_01848	Prak.g_01832
OG0000956	Prab.g_01850	Prak.g_01834
OG0000957	Prab.g_01855	Prak.g_01840
OG0000958	Prab.g_01856	Prak.g_01841
OG0000959	Prab.g_01860	Prak.g_01845
OG0000960	Prab.g_01861	Prak.g_01846
OG0000961	Prab.g_01863	Prak.g_01849
OG0000962	Prab.g_01865	Prak.g_01851
OG0000963	Prab.g_01869	Prak.g_01855
OG0000964	Prab.g_01870	Prak.g_01856
OG0000965	Prab.g_01871	Prak.g_01857
OG0000966	Prab.g_01879	Prak.g_01863
OG0000967	Prab.g_01883	Prak.g_01867
OG0000968	Prab.g_01885	Prak.g_01869
OG0000969	Prab.g_01886	Prak.g_01870
OG0000970	Prab.g_01887	Prak.g_01871
OG0000971	Prab.g_01888	Prak.g_01872
OG0000972	Prab.g_01889	Prak.g_01873
OG0000973	Prab.g_01890	Prak.g_01874
OG0000974	Prab.g_01891	Prak.g_01875
OG0000975	Prab.g_01892	Prak.g_01876
OG0000976	Prab.g_01893	Prak.g_01877
OG0000977	Prab.g_01894	Prak.g_01878
OG0000978	Prab.g_01895	Prak.g_01879
OG0000979	Prab.g_01898	Prak.g_01882
OG0000980	Prab.g_01900	Prak.g_01884
OG0000981	Prab.g_01902	Prak.g_01887
OG0000982	Prab.g_01904	Prak.g_01889
OG0000983	Prab.g_01905	Prak.g_01890
OG0000984	Prab.g_01906	Prak.g_01891
OG0000985	Prab.g_01909	Prak.g_01894
OG0000986	Prab.g_01911	Prak.g_01896
OG0000987	Prab.g_01912	Prak.g_01897
OG0000988	Prab.g_01915	Prak.g_01900
OG0000989	Prab.g_01919	Prak.g_01904
OG0000990	Prab.g_01922	Prak.g_01908
OG0000991	Prab.g_01923	Prak.g_01909
OG0000992	Prab.g_01925	Prak.g_01912
OG0000993	Prab.g_01926	Prak.g_01913
OG0000994	Prab.g_01927	Prak.g_01914
OG0000995	Prab.g_01931	Prak.g_01918
OG0000996	Prab.g_01932	Prak.g_01919
OG0000997	Prab.g_01933	Prak.g_01922
OG0000998	Prab.g_01935	Prak.g_01924
OG0000999	Prab.g_01936	Prak.g_01925
OG0001000	Prab.g_01939	Prak.g_01928
OG0001001	Prab.g_01941	Prak.g_01931
OG0001002	Prab.g_01945	Prak.g_01936
OG0001003	Prab.g_01947	Prak.g_01937
OG0001004	Prab.g_01948	Prak.g_01938
OG0001005	Prab.g_01949	Prak.g_01939
OG0001006	Prab.g_01953	Prak.g_01943
OG0001007	Prab.g_01955	Prak.g_01945
OG0001008	Prab.g_00440	Prak.g_00399
OG0001009	Prab.g_00027	Prak.g_00027
OG0001010	Prab.g_00028	Prak.g_00028
OG0001011	Prab.g_00029	Prak.g_00030
OG0001012	Prab.g_00042	Prak.g_00044
OG0001013	Prab.g_00047	Prak.g_00051
OG0001014	Prab.g_00050	Prak.g_00054
OG0001015	Prab.g_00051	Prak.g_00056
OG0001016	Prab.g_00065	Prak.g_00078
OG0001017	Prab.g_00069	Prak.g_00082
OG0001018	Prab.g_00072	Prak.g_00084
OG0001019	Prab.g_00081	Prak.g_00093
OG0001020	Prab.g_00082	Prak.g_00094
OG0001021	Prab.g_00083	Prak.g_00095
OG0001022	Prab.g_00085	Prak.g_00098
OG0001023	Prab.g_00086	Prak.g_00099
OG0001024	Prab.g_00089	Prak.g_00103
OG0001025	Prab.g_00095	Prak.g_00110
OG0001026	Prab.g_00102	Prak.g_00119
OG0001027	Prab.g_00103	Prak.g_00120
OG0001028	Prab.g_00105	Prak.g_00122
OG0001029	Prab.g_00106	Prak.g_00123
OG0001030	Prab.g_00120	Prak.g_00139
OG0001031	Prab.g_00177	Prak.g_00199
OG0001032	Prab.g_00178	Prak.g_00200
OG0001033	Prab.g_00199	Prak.g_00221
OG0001034	Prab.g_00227	Prak.g_00252
OG0001035	Prab.g_00244	Prak.g_00272
OG0001036	Prab.g_00248	Prak.g_00276
OG0001037	Prab.g_00249	Prak.g_00277
OG0001038	Prab.g_00266	Prak.g_00296
OG0001039	Prab.g_00269	Prak.g_00299
OG0001040	Prab.g_00271	Prak.g_00301
OG0001041	Prab.g_00275	Prak.g_00306
OG0001042	Prab.g_00292	Prak.g_00323
OG0001043	Prab.g_00293	Prak.g_00324
OG0001044	Prab.g_00321	Prak.g_00355
OG0001045	Prab.g_00329	Prak.g_00364
OG0001046	Prab.g_00367	Prak.g_01597
OG0001047	Prab.g_00442	Prak.g_00401
OG0001048	Prab.g_00443	Prak.g_00402
OG0001049	Prab.g_00445	Prak.g_00404
OG0001050	Prab.g_00446	Prak.g_00405
OG0001051	Prab.g_00447	Prak.g_00406
OG0001052	Prab.g_00475	Prak.g_00432
OG0001053	Prab.g_00487	Prak.g_00444
OG0001054	Prab.g_00502	Prak.g_00459
OG0001055	Prab.g_00521	Prak.g_00478
OG0001056	Prab.g_00540	Prak.g_00495
OG0001057	Prab.g_00545	Prak.g_00500
OG0001058	Prab.g_00553	Prak.g_00509
OG0001059	Prab.g_00557	Prak.g_00513
OG0001060	Prab.g_00564	Prak.g_00519
OG0001061	Prab.g_00578	Prak.g_00534
OG0001062	Prab.g_00580	Prak.g_00536
OG0001063	Prab.g_00582	Prak.g_00538
OG0001064	Prab.g_00583	Prak.g_00539
OG0001065	Prab.g_00584	Prak.g_00540
OG0001066	Prab.g_00585	Prak.g_00541
OG0001067	Prab.g_00586	Prak.g_00542
OG0001068	Prab.g_00587	Prak.g_00543
OG0001069	Prab.g_00588	Prak.g_00544
OG0001070	Prab.g_00591	Prak.g_00548
OG0001071	Prab.g_00592	Prak.g_00549
OG0001072	Prab.g_00594	Prak.g_00551
OG0001073	Prab.g_00608	Prak.g_00565
OG0001074	Prab.g_00619	Prak.g_00577
OG0001075	Prab.g_00620	Prak.g_00578
OG0001076	Prab.g_00629	Prak.g_00585
OG0001077	Prab.g_00633	Prak.g_00591
OG0001078	Prab.g_00641	Prak.g_01107
OG0001079	Prab.g_00652	Prak.g_01095
OG0001080	Prab.g_00658	Prak.g_01089
OG0001081	Prab.g_00660	Prak.g_01087
OG0001082	Prab.g_00661	Prak.g_01086
OG0001083	Prab.g_00666	Prak.g_01081
OG0001084	Prab.g_00667	Prak.g_01080
OG0001085	Prab.g_00675	Prak.g_00797
OG0001086	Prab.g_00676	Prak.g_00798
OG0001087	Prab.g_00693	Prak.g_00816
OG0001088	Prab.g_00694	Prak.g_00817
OG0001089	Prab.g_00702	Prak.g_00828
OG0001090	Prab.g_00724	Prak.g_00838
OG0001091	Prab.g_00726	Prak.g_01060
OG0001092	Prab.g_00727	Prak.g_01059
OG0001093	Prab.g_00732	Prak.g_01054
OG0001094	Prab.g_00834	Prak.g_01061
OG0001095	Prab.g_00853	Prak.g_00858
OG0001096	Prab.g_00866	Prak.g_00872
OG0001097	Prab.g_00884	Prak.g_00892
OG0001098	Prab.g_00900	Prak.g_00911
OG0001099	Prab.g_01079	Prak.g_00753
OG0001100	Prab.g_01075	Prak.g_00761
OG0001101	Prab.g_01073	Prak.g_00764
OG0001102	Prab.g_01071	Prak.g_00767
OG0001103	Prab.g_01069	Prak.g_00769
OG0001104	Prab.g_01047	Prak.g_00792
OG0001105	Prab.g_01043	Prak.g_00796
OG0001106	Prab.g_01019	Prak.g_00964
OG0001107	Prab.g_01012	Prak.g_00971
OG0001108	Prab.g_01008	Prak.g_00975
OG0001109	Prab.g_01007	Prak.g_00976
OG0001110	Prab.g_01005	Prak.g_00978
OG0001111	Prab.g_01004	Prak.g_00979
OG0001112	Prab.g_01003	Prak.g_00980
OG0001113	Prab.g_01002	Prak.g_00981
OG0001114	Prab.g_01001	Prak.g_00982
OG0001115	Prab.g_00999	Prak.g_00984
OG0001116	Prab.g_00998	Prak.g_00985
OG0001117	Prab.g_00997	Prak.g_00986
OG0001118	Prab.g_00996	Prak.g_00987
OG0001119	Prab.g_00995	Prak.g_00988
OG0001120	Prab.g_00993	Prak.g_00990
OG0001122	Prab.g_00957	Prak.g_01010
OG0001123	Prab.g_00953	Prak.g_01016
OG0001124	Prab.g_00951	Prak.g_01018
OG0001125	Prab.g_00950	Prak.g_01020
OG0001126	Prab.g_00940	Prak.g_00931
OG0001127	Prab.g_00939	Prak.g_00930
OG0001128	Prab.g_00937	Prak.g_00928
OG0001129	Prab.g_00936	Prak.g_00927
OG0001130	Prab.g_00935	Prak.g_00926
OG0001131	Prab.g_01125	Prak.g_00383
OG0001132	Prab.g_01135	Prak.g_00712
OG0001133	Prab.g_01169	Prak.g_01328
OG0001134	Prab.g_01186	Prak.g_01550
OG0001135	Prab.g_01189	Prak.g_01553
OG0001136	Prab.g_01216	Prak.g_01175
OG0001137	Prab.g_01227	Prak.g_01163
OG0001138	Prab.g_01245	Prak.g_01142
OG0001139	Prab.g_01246	Prak.g_01140
OG0001140	Prab.g_01247	Prak.g_01139
OG0001141	Prab.g_01248	Prak.g_01138
OG0001142	Prab.g_01249	Prak.g_01137
OG0001143	Prab.g_01256	Prak.g_01130
OG0001144	Prab.g_01261	Prak.g_01125
OG0001145	Prab.g_01318	Prak.g_01269
OG0001146	Prab.g_01330	Prak.g_01281
OG0001147	Prab.g_01347	Prak.g_01301
OG0001148	Prab.g_01362	Prak.g_01331
OG0001149	Prab.g_01363	Prak.g_01332
OG0001150	Prab.g_01364	Prak.g_01333
OG0001151	Prab.g_01375	Prak.g_01344
OG0001152	Prab.g_01376	Prak.g_01345
OG0001153	Prab.g_01498	Prak.g_01423
OG0001154	Prab.g_01499	Prak.g_01424
OG0001155	Prab.g_01511	Prak.g_01441
OG0001156	Prab.g_01514	Prak.g_01444
OG0001157	Prab.g_01515	Prak.g_01445
OG0001158	Prab.g_01516	Prak.g_01446
OG0001159	Prab.g_01517	Prak.g_01447
OG0001160	Prab.g_01541	Prak.g_01473
OG0001161	Prab.g_01553	Prak.g_01588
OG0001162	Prab.g_01567	Prak.g_01526
OG0001163	Prab.g_01661	Prak.g_01636
OG0001164	Prab.g_01665	Prak.g_01640
OG0001165	Prab.g_01668	Prak.g_01643
