Orthogroup	Praf	Prat
OG0000582	Praf.g_00765	Prat.g_00571
OG0000583	Praf.g_00766	Prat.g_00572
OG0000584	Praf.g_00767	Prat.g_00573
OG0000585	Praf.g_00769	Prat.g_00575
OG0000586	Praf.g_00771	Prat.g_00576
OG0000587	Praf.g_00773	Prat.g_00577
OG0000588	Praf.g_01663	Prat.g_00582
OG0000589	Praf.g_01666	Prat.g_00584
OG0000590	Praf.g_01667	Prat.g_00585
OG0000591	Praf.g_01674	Prat.g_00589
OG0000592	Praf.g_01675	Prat.g_00590
OG0000593	Praf.g_01688	Prat.g_01094
OG0000594	Praf.g_01689	Prat.g_01093
OG0000595	Praf.g_01690	Prat.g_01091
OG0000596	Praf.g_01695	Prat.g_01087
OG0000597	Praf.g_01698	Prat.g_01084
OG0000598	Praf.g_01699	Prat.g_01083
OG0000599	Praf.g_01709	Prat.g_01080
OG0000600	Praf.g_01710	Prat.g_01079
OG0000601	Praf.g_01711	Prat.g_01078
OG0000602	Praf.g_01716	Prat.g_01076
OG0000603	Praf.g_01717	Prat.g_01075
OG0000604	Praf.g_01718	Prat.g_01074
OG0000605	Praf.g_01720	Prat.g_01073
OG0000606	Praf.g_01727	Prat.g_01070
OG0000607	Praf.g_01730	Prat.g_01067
OG0000608	Praf.g_01731	Prat.g_01066
OG0000609	Praf.g_01733	Prat.g_01065
OG0000610	Praf.g_01741	Prat.g_01059
OG0000611	Praf.g_01744	Prat.g_01056
OG0000612	Praf.g_01745	Prat.g_01055
OG0000613	Praf.g_02344	Prat.g_00747
OG0000614	Praf.g_01207	Prat.g_00767
OG0000615	Praf.g_01489	Prat.g_00777
OG0000616	Praf.g_02767	Prat.g_01882
OG0000617	Praf.g_01308	Prat.g_00797
OG0000618	Praf.g_01309	Prat.g_00798
OG0000619	Praf.g_01310	Prat.g_00799
OG0000620	Praf.g_01314	Prat.g_00802
OG0000621	Praf.g_01315	Prat.g_00803
OG0000622	Praf.g_01316	Prat.g_00804
OG0000623	Praf.g_01317	Prat.g_00805
OG0000624	Praf.g_01318	Prat.g_00807
OG0000625	Praf.g_01319	Prat.g_00808
OG0000626	Praf.g_01320	Prat.g_00809
OG0000627	Praf.g_01441	Prat.g_00811
OG0000628	Praf.g_01440	Prat.g_00812
OG0000629	Praf.g_01437	Prat.g_00813
OG0000630	Praf.g_01433	Prat.g_00816
OG0000631	Praf.g_01429	Prat.g_00865
OG0000632	Praf.g_01428	Prat.g_00866
OG0000633	Praf.g_01427	Prat.g_00867
OG0000634	Praf.g_01526	Prat.g_01041
OG0000635	Praf.g_01527	Prat.g_01040
OG0000636	Praf.g_01529	Prat.g_01038
OG0000637	Praf.g_01531	Prat.g_01036
OG0000638	Praf.g_01532	Prat.g_01035
OG0000639	Praf.g_01533	Prat.g_01034
OG0000640	Praf.g_01534	Prat.g_01033
OG0000641	Praf.g_01538	Prat.g_01029
OG0000642	Praf.g_01539	Prat.g_01028
OG0000643	Praf.g_01540	Prat.g_01027
OG0000644	Praf.g_01541	Prat.g_01026
OG0000645	Praf.g_01542	Prat.g_01025
OG0000646	Praf.g_01545	Prat.g_01023
OG0000647	Praf.g_01547	Prat.g_01021
OG0000648	Praf.g_01549	Prat.g_01019
OG0000649	Praf.g_01550	Prat.g_01018
OG0000650	Praf.g_01551	Prat.g_01017
OG0000651	Praf.g_01552	Prat.g_01016
OG0000652	Praf.g_01553	Prat.g_01015
OG0000653	Praf.g_01557	Prat.g_01013
OG0000654	Praf.g_01558	Prat.g_01012
OG0000655	Praf.g_01559	Prat.g_01011
OG0000656	Praf.g_01562	Prat.g_01008
OG0000657	Praf.g_01592	Prat.g_01002
OG0000658	Praf.g_01594	Prat.g_01001
OG0000659	Praf.g_01595	Prat.g_01000
OG0000660	Praf.g_01599	Prat.g_00996
OG0000661	Praf.g_01601	Prat.g_00994
OG0000662	Praf.g_01603	Prat.g_00992
OG0000663	Praf.g_01606	Prat.g_00990
OG0000664	Praf.g_01607	Prat.g_00989
OG0000665	Praf.g_01620	Prat.g_00983
OG0000666	Praf.g_01622	Prat.g_00982
OG0000667	Praf.g_01629	Prat.g_00978
OG0000668	Praf.g_01339	Prat.g_00694
OG0000669	Praf.g_01638	Prat.g_00705
OG0000670	Praf.g_00961	Prat.g_00708
OG0000671	Praf.g_01456	Prat.g_00710
OG0000672	Praf.g_01459	Prat.g_00713
OG0000673	Praf.g_01462	Prat.g_00717
OG0000674	Praf.g_01464	Prat.g_00719
OG0000675	Praf.g_01465	Prat.g_00720
OG0000676	Praf.g_01467	Prat.g_00722
OG0000677	Praf.g_01469	Prat.g_00723
OG0000678	Praf.g_01475	Prat.g_00725
OG0000679	Praf.g_01494	Prat.g_00730
OG0000680	Praf.g_01495	Prat.g_00731
OG0000681	Praf.g_01497	Prat.g_00734
OG0000682	Praf.g_01498	Prat.g_00735
OG0000683	Praf.g_01499	Prat.g_00736
OG0000684	Praf.g_01512	Prat.g_00738
OG0000685	Praf.g_01510	Prat.g_00740
OG0000686	Praf.g_01509	Prat.g_00741
OG0000687	Praf.g_01508	Prat.g_00742
OG0000688	Praf.g_01515	Prat.g_01051
OG0000689	Praf.g_01516	Prat.g_01050
OG0000690	Praf.g_01517	Prat.g_01049
OG0000691	Praf.g_01519	Prat.g_01048
OG0000692	Praf.g_01520	Prat.g_01046
OG0000693	Praf.g_01522	Prat.g_01045
OG0000694	Praf.g_01523	Prat.g_01044
OG0000695	Praf.g_01425	Prat.g_00869
OG0000696	Praf.g_01424	Prat.g_00870
OG0000697	Praf.g_01422	Prat.g_00871
OG0000698	Praf.g_01419	Prat.g_00874
OG0000699	Praf.g_01417	Prat.g_00876
OG0000700	Praf.g_01416	Prat.g_00877
OG0000701	Praf.g_01415	Prat.g_00878
OG0000702	Praf.g_01408	Prat.g_00880
OG0000703	Praf.g_01407	Prat.g_00881
OG0000704	Praf.g_01405	Prat.g_00883
OG0000705	Praf.g_01399	Prat.g_00889
OG0000706	Praf.g_01398	Prat.g_00890
OG0000707	Praf.g_01397	Prat.g_00891
OG0000708	Praf.g_01395	Prat.g_00893
OG0000709	Praf.g_01388	Prat.g_00897
OG0000710	Praf.g_01383, Praf.g_01384	Prat.g_00900
OG0000711	Praf.g_01360	Prat.g_00916
OG0000712	Praf.g_01359	Prat.g_00917
OG0000713	Praf.g_01358	Prat.g_00918
OG0000714	Praf.g_01355	Prat.g_00919
OG0000715	Praf.g_01353	Prat.g_00921
OG0000716	Praf.g_01349	Prat.g_00923
OG0000717	Praf.g_01348	Prat.g_00924
OG0000718	Praf.g_01343	Prat.g_00929
OG0000719	Praf.g_01341	Prat.g_00931
OG0000720	Praf.g_01328	Prat.g_00942
OG0000721	Praf.g_01327	Prat.g_00946
OG0000722	Praf.g_01326	Prat.g_00947
OG0000723	Praf.g_01322	Prat.g_00951
OG0000724	Praf.g_01279	Prat.g_00960
OG0000725	Praf.g_01270	Prat.g_00966
OG0000726	Praf.g_01269	Prat.g_00967
OG0000727	Praf.g_01268	Prat.g_00968
OG0000728	Praf.g_01267	Prat.g_00970
OG0000729	Praf.g_00162	Prat.g_01214
OG0000730	Praf.g_02056	Prat.g_01199
OG0000731	Praf.g_02047	Prat.g_00354
OG0000732	Praf.g_00055	Prat.g_01831
OG0000733	Praf.g_02698	Prat.g_01560
OG0000734	Praf.g_00233	Prat.g_01171
OG0000735	Praf.g_00822	Prat.g_01169
OG0000736	Praf.g_00823	Prat.g_01168
OG0000737	Praf.g_00824	Prat.g_01167
OG0000738	Praf.g_00830	Prat.g_01163
OG0000739	Praf.g_00832	Prat.g_01162
OG0000740	Praf.g_00833	Prat.g_01161
OG0000741	Praf.g_00836	Prat.g_01159
OG0000742	Praf.g_00853	Prat.g_01157
OG0000743	Praf.g_00855	Prat.g_01155
OG0000744	Praf.g_00856	Prat.g_01154
OG0000745	Praf.g_00858	Prat.g_01153
OG0000746	Praf.g_00860	Prat.g_01151
OG0000747	Praf.g_00861	Prat.g_01150
OG0000748	Praf.g_00873	Prat.g_01146
OG0000749	Praf.g_00874	Prat.g_01145
OG0000750	Praf.g_00875	Prat.g_01144
OG0000751	Praf.g_00880	Prat.g_01141
OG0000752	Praf.g_00882	Prat.g_01139
OG0000753	Praf.g_00885	Prat.g_01136
OG0000754	Praf.g_00914	Prat.g_01134
OG0000755	Praf.g_00921	Prat.g_01128
OG0000756	Praf.g_00922	Prat.g_01127
OG0000757	Praf.g_00929	Prat.g_01121
OG0000758	Praf.g_00930	Prat.g_01120
OG0000759	Praf.g_00931	Prat.g_01119
OG0000760	Praf.g_00932	Prat.g_01118
OG0000761	Praf.g_00933	Prat.g_01117
OG0000762	Praf.g_00913	Prat.g_01116
OG0000763	Praf.g_00911	Prat.g_01114
OG0000764	Praf.g_00910	Prat.g_01113
OG0000765	Praf.g_00895	Prat.g_01104
OG0000766	Praf.g_00894	Prat.g_01103
OG0000767	Praf.g_00892	Prat.g_01101
OG0000768	Praf.g_00891	Prat.g_01100
OG0000769	Praf.g_00887	Prat.g_01098
OG0000770	Praf.g_00937	Prat.g_00594
OG0000771	Praf.g_01285	Prat.g_01509
OG0000772	Praf.g_00548	Prat.g_00626
OG0000773	Praf.g_00808	Prat.g_01240
OG0000774	Praf.g_00804	Prat.g_01242
OG0000775	Praf.g_00802	Prat.g_01244
OG0000776	Praf.g_00801	Prat.g_01245
OG0000777	Praf.g_00800	Prat.g_01246
OG0000778	Praf.g_00799	Prat.g_01247
OG0000779	Praf.g_00794	Prat.g_01251
OG0000780	Praf.g_00791	Prat.g_01252
OG0000781	Praf.g_00787	Prat.g_01255
OG0000782	Praf.g_00786	Prat.g_01256
OG0000783	Praf.g_00785	Prat.g_01257
OG0000784	Praf.g_00784	Prat.g_01258
OG0000785	Praf.g_00782	Prat.g_01260
OG0000786	Praf.g_00777	Prat.g_01263
OG0000787	Praf.g_00776	Prat.g_01264
OG0000788	Praf.g_01996	Prat.g_01471
OG0000789	Praf.g_01001	Prat.g_01455
OG0000790	Praf.g_00579	Prat.g_01296
OG0000791	Praf.g_00577	Prat.g_01298
OG0000792	Praf.g_00576	Prat.g_01299
OG0000793	Praf.g_00572	Prat.g_01302
OG0000794	Praf.g_00571	Prat.g_01303
OG0000795	Praf.g_00570	Prat.g_01304
OG0000796	Praf.g_00566	Prat.g_01308
OG0000797	Praf.g_00565	Prat.g_01309
OG0000799	Praf.g_01765	Prat.g_01333
OG0000800	Praf.g_01766	Prat.g_01334
OG0000801	Praf.g_01767	Prat.g_01335
OG0000802	Praf.g_01773	Prat.g_01337
OG0000803	Praf.g_01779	Prat.g_01339
OG0000804	Praf.g_01781	Prat.g_01340
OG0000805	Praf.g_01783	Prat.g_01342
OG0000806	Praf.g_01785	Prat.g_01344
OG0000807	Praf.g_01787	Prat.g_01345
OG0000808	Praf.g_01788	Prat.g_01346
OG0000809	Praf.g_01792	Prat.g_01350
OG0000810	Praf.g_01793	Prat.g_01351
OG0000811	Praf.g_01801	Prat.g_01356
OG0000812	Praf.g_01803	Prat.g_01358
OG0000813	Praf.g_01804	Prat.g_01359
OG0000814	Praf.g_01806	Prat.g_01361
OG0000815	Praf.g_01807	Prat.g_01362
OG0000816	Praf.g_01809	Prat.g_01364
OG0000817	Praf.g_01810	Prat.g_01365
OG0000818	Praf.g_01822	Prat.g_01370
OG0000819	Praf.g_01823	Prat.g_01371
OG0000820	Praf.g_01824	Prat.g_01372
OG0000821	Praf.g_01831	Prat.g_01378
OG0000822	Praf.g_01833	Prat.g_01379
OG0000823	Praf.g_01834	Prat.g_01380
OG0000824	Praf.g_01838	Prat.g_01383
OG0000825	Praf.g_01839	Prat.g_01384
OG0000826	Praf.g_01840	Prat.g_01385
OG0000827	Praf.g_01841	Prat.g_01386
OG0000828	Praf.g_01844	Prat.g_01389
OG0000829	Praf.g_01845	Prat.g_01390
OG0000830	Praf.g_01846	Prat.g_01391
OG0000831	Praf.g_01849	Prat.g_01393
OG0000832	Praf.g_00542	Prat.g_01405
OG0000833	Praf.g_00534	Prat.g_01414
OG0000834	Praf.g_00533	Prat.g_01415
OG0000835	Praf.g_00532	Prat.g_01416
OG0000836	Praf.g_00530	Prat.g_01417
OG0000837	Praf.g_00529	Prat.g_01418
OG0000838	Praf.g_00525	Prat.g_01421
OG0000839	Praf.g_00524	Prat.g_01422
OG0000840	Praf.g_00523	Prat.g_01423
OG0000841	Praf.g_00522	Prat.g_01424
OG0000842	Praf.g_00521	Prat.g_01425
OG0000843	Praf.g_00520	Prat.g_01426
OG0000844	Praf.g_00518	Prat.g_01427
OG0000845	Praf.g_00517	Prat.g_01428
OG0000846	Praf.g_00516	Prat.g_01429
OG0000847	Praf.g_00515	Prat.g_01430
OG0000848	Praf.g_00513	Prat.g_01431
OG0000849	Praf.g_00512	Prat.g_01432
OG0000850	Praf.g_00511	Prat.g_01434
OG0000851	Praf.g_00508	Prat.g_01435
OG0000852	Praf.g_00507	Prat.g_01436
OG0000853	Praf.g_00502	Prat.g_01441
OG0000854	Praf.g_00500	Prat.g_01443
OG0000855	Praf.g_00499	Prat.g_01444
OG0000856	Praf.g_01677	Prat.g_01457
OG0000857	Praf.g_01546	Prat.g_01022
OG0000858	Praf.g_00490	Prat.g_01585
OG0000859	Praf.g_00489	Prat.g_01586
OG0000860	Praf.g_00478	Prat.g_01594
OG0000861	Praf.g_00477	Prat.g_01595
OG0000862	Praf.g_00475	Prat.g_01596
OG0000863	Praf.g_00472	Prat.g_01598
OG0000864	Praf.g_00471	Prat.g_01599
OG0000865	Praf.g_00470	Prat.g_01600
OG0000866	Praf.g_00469	Prat.g_01601
OG0000867	Praf.g_00468	Prat.g_01602
OG0000868	Praf.g_00466	Prat.g_01603
OG0000869	Praf.g_00463	Prat.g_01606
OG0000870	Praf.g_00458	Prat.g_01611
OG0000871	Praf.g_00457	Prat.g_01612
OG0000872	Praf.g_00455	Prat.g_01613
OG0000873	Praf.g_00452	Prat.g_01616
OG0000874	Praf.g_00448	Prat.g_01619
OG0000875	Praf.g_00447	Prat.g_01621
OG0000876	Praf.g_00446	Prat.g_01622
OG0000877	Praf.g_00443	Prat.g_01624
OG0000878	Praf.g_00442	Prat.g_01625
OG0000879	Praf.g_00441	Prat.g_01626
OG0000880	Praf.g_00440	Prat.g_01627
OG0000881	Praf.g_00434	Prat.g_01631
OG0000882	Praf.g_00429	Prat.g_01636
OG0000883	Praf.g_00427	Prat.g_01639
OG0000884	Praf.g_00425	Prat.g_01641
OG0000885	Praf.g_00424	Prat.g_01642
OG0000886	Praf.g_00423	Prat.g_01643
OG0000887	Praf.g_00422	Prat.g_01644
OG0000888	Praf.g_00420	Prat.g_01646
OG0000889	Praf.g_00418	Prat.g_01648
OG0000890	Praf.g_00405	Prat.g_01649
OG0000891	Praf.g_00404	Prat.g_01650
OG0000892	Praf.g_00402	Prat.g_01652
OG0000893	Praf.g_02202	Prat.g_01655
OG0000894	Praf.g_02199	Prat.g_01658
OG0000895	Praf.g_02195	Prat.g_01662
OG0000896	Praf.g_02194	Prat.g_01663
OG0000897	Praf.g_02192	Prat.g_01665
OG0000898	Praf.g_02191	Prat.g_01666
OG0000899	Praf.g_02190	Prat.g_01667
OG0000900	Praf.g_02189	Prat.g_01668
OG0000901	Praf.g_02185	Prat.g_01671
OG0000902	Praf.g_02183	Prat.g_01673
OG0000903	Praf.g_02170	Prat.g_01677
OG0000904	Praf.g_02175	Prat.g_01682
OG0000905	Praf.g_02177	Prat.g_01675
OG0000906	Praf.g_02179	Prat.g_01674
OG0000907	Praf.g_02163	Prat.g_01684
OG0000908	Praf.g_02160	Prat.g_01687
OG0000909	Praf.g_02159	Prat.g_01688
OG0000910	Praf.g_02158	Prat.g_01689
OG0000911	Praf.g_02156	Prat.g_01691
OG0000912	Praf.g_02155	Prat.g_01692
OG0000913	Praf.g_02154	Prat.g_01693
OG0000914	Praf.g_02153	Prat.g_01694
OG0000915	Praf.g_02152	Prat.g_01695
OG0000916	Praf.g_02151	Prat.g_01696
OG0000917	Praf.g_02150	Prat.g_01697
OG0000918	Praf.g_02149	Prat.g_01698
OG0000919	Praf.g_02148	Prat.g_01699
OG0000920	Praf.g_02147	Prat.g_01700
OG0000921	Praf.g_02146	Prat.g_01701
OG0000922	Praf.g_02145	Prat.g_01702
OG0000923	Praf.g_02141	Prat.g_01706
OG0000924	Praf.g_02140	Prat.g_01707
OG0000925	Praf.g_02139	Prat.g_01708
OG0000926	Praf.g_02138	Prat.g_01709
OG0000927	Praf.g_02136	Prat.g_01711
OG0000928	Praf.g_02135	Prat.g_01712
OG0000929	Praf.g_02134	Prat.g_01713
OG0000930	Praf.g_02133	Prat.g_01714
OG0000931	Praf.g_02132	Prat.g_01715
OG0000932	Praf.g_02131	Prat.g_01327
OG0000933	Praf.g_02126	Prat.g_01719
OG0000934	Praf.g_02124	Prat.g_01721
OG0000935	Praf.g_02123	Prat.g_01722
OG0000936	Praf.g_02122	Prat.g_01723
OG0000937	Praf.g_02121	Prat.g_01724
OG0000938	Praf.g_02118	Prat.g_01727
OG0000939	Praf.g_02117	Prat.g_01728
OG0000940	Praf.g_02106	Prat.g_01735
OG0000941	Praf.g_02104	Prat.g_01737
OG0000942	Praf.g_02102	Prat.g_01739
OG0000943	Praf.g_02101	Prat.g_01740
OG0000944	Praf.g_02099	Prat.g_01742
OG0000945	Praf.g_02097	Prat.g_01744
OG0000946	Praf.g_02082	Prat.g_01748
OG0000947	Praf.g_02079	Prat.g_01750
OG0000948	Praf.g_02078	Prat.g_01751
OG0000949	Praf.g_02075	Prat.g_01754
OG0000950	Praf.g_02383	Prat.g_01760
OG0000951	Praf.g_02388	Prat.g_01764
OG0000952	Praf.g_02393	Prat.g_01768
OG0000953	Praf.g_02397	Prat.g_01772
OG0000954	Praf.g_00195	Prat.g_01777
OG0000955	Praf.g_00194	Prat.g_01778
OG0000956	Praf.g_00192	Prat.g_01780
OG0000957	Praf.g_00180	Prat.g_01786
OG0000958	Praf.g_00179	Prat.g_01787
OG0000959	Praf.g_00175	Prat.g_01791
OG0000960	Praf.g_00174	Prat.g_01792
OG0000961	Praf.g_00165	Prat.g_01795
OG0000962	Praf.g_00163	Prat.g_01797
OG0000963	Praf.g_00157	Prat.g_01801
OG0000964	Praf.g_00156	Prat.g_01802
OG0000965	Praf.g_00155	Prat.g_01803
OG0000966	Praf.g_00089	Prat.g_01809
OG0000967	Praf.g_00082	Prat.g_01813
OG0000968	Praf.g_00077	Prat.g_01815
OG0000969	Praf.g_00075	Prat.g_01816
OG0000970	Praf.g_00074	Prat.g_01817
OG0000971	Praf.g_00072	Prat.g_01818
OG0000972	Praf.g_00071	Prat.g_01819
OG0000973	Praf.g_00070	Prat.g_01820
OG0000974	Praf.g_00069	Prat.g_01821
OG0000975	Praf.g_00068	Prat.g_01822
OG0000976	Praf.g_00067	Prat.g_01823
OG0000977	Praf.g_00064	Prat.g_01824
OG0000978	Praf.g_00063	Prat.g_01825
OG0000979	Praf.g_00060	Prat.g_01828
OG0000980	Praf.g_00056	Prat.g_01830
OG0000981	Praf.g_00053	Prat.g_01833
OG0000982	Praf.g_02657	Prat.g_01835
OG0000983	Praf.g_02658	Prat.g_01836
OG0000984	Praf.g_02659	Prat.g_01837
OG0000985	Praf.g_02663	Prat.g_01840
OG0000986	Praf.g_02665	Prat.g_01842
OG0000987	Praf.g_02667	Prat.g_01843
OG0000988	Praf.g_02671	Prat.g_01846
OG0000989	Praf.g_02680	Prat.g_01850
OG0000990	Praf.g_02702	Prat.g_01856
OG0000991	Praf.g_02716	Prat.g_01857
OG0000992	Praf.g_02719	Prat.g_01860
OG0000993	Praf.g_02720	Prat.g_01861
OG0000994	Praf.g_02723	Prat.g_01862
OG0000995	Praf.g_02730	Prat.g_01866
OG0000996	Praf.g_02743	Prat.g_01867
OG0000997	Praf.g_02753	Prat.g_01869
OG0000998	Praf.g_02755	Prat.g_01871
OG0000999	Praf.g_02756	Prat.g_01872
OG0001000	Praf.g_02759	Prat.g_01875
OG0001001	Praf.g_02764	Prat.g_01879
OG0001002	Praf.g_02770	Prat.g_01884
OG0001003	Praf.g_02772	Prat.g_01885
OG0001004	Praf.g_02773	Prat.g_01886
OG0001005	Praf.g_02775	Prat.g_01887
OG0001006	Praf.g_02781	Prat.g_01891
OG0001007	Praf.g_02783	Prat.g_01893
OG0001008	Praf.g_01988	Prat.g_00397
OG0001009	Praf.g_00032	Prat.g_00028
OG0001010	Praf.g_00033	Prat.g_00029
OG0001011	Praf.g_00035	Prat.g_00031
OG0001012	Praf.g_02654	Prat.g_00046
OG0001013	Praf.g_02603	Prat.g_00053
OG0001014	Praf.g_02597	Prat.g_00056
OG0001015	Praf.g_02596	Prat.g_00057
OG0001016	Praf.g_00316	Prat.g_00070
OG0001017	Praf.g_00310	Prat.g_00074
OG0001018	Praf.g_00308	Prat.g_00076
OG0001019	Praf.g_00296	Prat.g_00087
OG0001020	Praf.g_00268	Prat.g_00088
OG0001021	Praf.g_00264	Prat.g_00089
OG0001022	Praf.g_00259	Prat.g_00091
OG0001023	Praf.g_00258	Prat.g_00092
OG0001024	Praf.g_00254	Prat.g_00095
OG0001025	Praf.g_00247	Prat.g_00102
OG0001026	Praf.g_00230	Prat.g_00110
OG0001027	Praf.g_00225	Prat.g_00111
OG0001028	Praf.g_00223	Prat.g_00113
OG0001029	Praf.g_00221	Prat.g_00114
OG0001030	Praf.g_02408	Prat.g_00130
OG0001031	Praf.g_02497	Prat.g_00188
OG0001032	Praf.g_02500	Prat.g_00189
OG0001033	Praf.g_02533	Prat.g_00210
OG0001034	Praf.g_00385	Prat.g_00241
OG0001035	Praf.g_02243	Prat.g_00261
OG0001036	Praf.g_02247	Prat.g_00266
OG0001037	Praf.g_02249	Prat.g_00267
OG0001038	Praf.g_02277	Prat.g_00285
OG0001039	Praf.g_02280	Prat.g_00288
OG0001040	Praf.g_02283	Prat.g_00291
OG0001041	Praf.g_02288	Prat.g_00295
OG0001042	Praf.g_02316	Prat.g_00312
OG0001043	Praf.g_02318	Prat.g_00313
OG0001044	Praf.g_02055	Prat.g_00347
OG0001045	Praf.g_02044	Prat.g_00356
OG0001046	Praf.g_00495	Prat.g_01469
OG0001047	Praf.g_01986	Prat.g_00399
OG0001048	Praf.g_01985	Prat.g_00400
OG0001049	Praf.g_01982	Prat.g_00403
OG0001050	Praf.g_01981	Prat.g_00404
OG0001051	Praf.g_01980	Prat.g_00405
OG0001052	Praf.g_01911	Prat.g_00430
OG0001053	Praf.g_00598	Prat.g_00443
OG0001054	Praf.g_00615	Prat.g_00459
OG0001055	Praf.g_00636	Prat.g_00480
OG0001056	Praf.g_00665	Prat.g_00498
OG0001057	Praf.g_00675	Prat.g_00502
OG0001058	Praf.g_00689	Prat.g_00510
OG0001059	Praf.g_00693	Prat.g_00515
OG0001060	Praf.g_00700	Prat.g_00522
OG0001061	Praf.g_00717	Prat.g_00538
OG0001062	Praf.g_00719	Prat.g_00540
OG0001063	Praf.g_00723	Prat.g_00542
OG0001064	Praf.g_00724	Prat.g_00543
OG0001065	Praf.g_00725	Prat.g_00544
OG0001066	Praf.g_00726	Prat.g_00545
OG0001067	Praf.g_00728	Prat.g_00546
OG0001068	Praf.g_00729	Prat.g_00547
OG0001069	Praf.g_00730	Prat.g_00548
OG0001070	Praf.g_00734	Prat.g_00550
OG0001071	Praf.g_00735	Prat.g_00551
OG0001072	Praf.g_00738	Prat.g_00552
OG0001073	Praf.g_00758	Prat.g_00566
OG0001074	Praf.g_01659	Prat.g_00579
OG0001075	Praf.g_01661	Prat.g_00580
OG0001076	Praf.g_01669	Prat.g_00587
OG0001077	Praf.g_01680	Prat.g_00592
OG0001078	Praf.g_01693	Prat.g_01089
OG0001079	Praf.g_01713	Prat.g_01077
OG0001080	Praf.g_01722	Prat.g_01071
OG0001081	Praf.g_01728	Prat.g_01069
OG0001082	Praf.g_01729	Prat.g_01068
OG0001083	Praf.g_01737	Prat.g_01063
OG0001084	Praf.g_01738	Prat.g_01062
OG0001085	Praf.g_01749	Prat.g_00744
OG0001086	Praf.g_01751	Prat.g_00745
OG0001087	Praf.g_01225	Prat.g_00762
OG0001088	Praf.g_01221	Prat.g_00763
OG0001089	Praf.g_01124	Prat.g_00774
OG0001090	Praf.g_01303	Prat.g_00789
OG0001091	Praf.g_01305	Prat.g_00791
OG0001092	Praf.g_01307	Prat.g_00792
OG0001093	Praf.g_01311	Prat.g_00800
OG0001094	Praf.g_01524	Prat.g_01043
OG0001095	Praf.g_01543	Prat.g_01024
OG0001096	Praf.g_01560	Prat.g_01010
OG0001097	Praf.g_01602	Prat.g_00993
OG0001098	Praf.g_01444	Prat.g_00974
OG0001099	Praf.g_00222	Prat.g_00699
OG0001100	Praf.g_01454	Prat.g_00707
OG0001101	Praf.g_01455	Prat.g_00709
OG0001102	Praf.g_01458	Prat.g_00712
OG0001103	Praf.g_01460	Prat.g_00715
OG0001104	Praf.g_01511	Prat.g_00739
OG0001105	Praf.g_01506	Prat.g_00743
OG0001106	Praf.g_01404	Prat.g_00884
OG0001107	Praf.g_01394	Prat.g_00894
OG0001108	Praf.g_01387	Prat.g_00898
OG0001109	Praf.g_01385	Prat.g_00899
OG0001110	Praf.g_01382	Prat.g_00901
OG0001111	Praf.g_01380	Prat.g_00902
OG0001112	Praf.g_01378	Prat.g_00903
OG0001113	Praf.g_01377	Prat.g_00904
OG0001114	Praf.g_01376	Prat.g_00905
OG0001115	Praf.g_01374	Prat.g_00907
OG0001116	Praf.g_01372	Prat.g_00908
OG0001117	Praf.g_01371	Prat.g_00909
OG0001118	Praf.g_01370	Prat.g_00910
OG0001119	Praf.g_01369	Prat.g_00911
OG0001120	Praf.g_01366	Prat.g_00913
OG0001122	Praf.g_01340	Prat.g_00932
OG0001123	Praf.g_01333	Prat.g_00937
OG0001124	Praf.g_01331	Prat.g_00939
OG0001125	Praf.g_01329	Prat.g_00941
OG0001126	Praf.g_01287	Prat.g_00955
OG0001127	Praf.g_01286	Prat.g_00956
OG0001128	Praf.g_01283	Prat.g_00957
OG0001129	Praf.g_01281	Prat.g_00958
OG0001130	Praf.g_01280	Prat.g_00959
OG0001131	Praf.g_01296	Prat.g_01204
OG0001132	Praf.g_01652	Prat.g_01479
OG0001133	Praf.g_01671	Prat.g_01211
OG0001134	Praf.g_02690	Prat.g_01495, Prat.g_01561
OG0001136	Praf.g_00852	Prat.g_01158
OG0001137	Praf.g_00872	Prat.g_01147
OG0001138	Praf.g_00923	Prat.g_01126
OG0001139	Praf.g_00925	Prat.g_01124
OG0001141	Praf.g_00927	Prat.g_01123
OG0001142	Praf.g_00928	Prat.g_01122
OG0001143	Praf.g_00912	Prat.g_01115
OG0001144	Praf.g_00904	Prat.g_01110
OG0001145	Praf.g_00806	Prat.g_01241
OG0001146	Praf.g_00790	Prat.g_01253
OG0001147	Praf.g_01897	Prat.g_01287
OG0001148	Praf.g_00582	Prat.g_01293
OG0001149	Praf.g_00581	Prat.g_01294
OG0001150	Praf.g_00580	Prat.g_01295
OG0001151	Praf.g_00568	Prat.g_01306
OG0001152	Praf.g_00567	Prat.g_01307
OG0001153	Praf.g_01842	Prat.g_01387
OG0001154	Praf.g_01843	Prat.g_01388
OG0001155	Praf.g_00540	Prat.g_01407
OG0001156	Praf.g_00537	Prat.g_01410
OG0001157	Praf.g_01653	Prat.g_01411
OG0001158	Praf.g_00536	Prat.g_01412
OG0001159	Praf.g_00535	Prat.g_01413
OG0001160	Praf.g_00504	Prat.g_01439
OG0001161	Praf.g_01650	Prat.g_01502
OG0001162	Praf.g_01145	Prat.g_01500
OG0001163	Praf.g_00492	Prat.g_01583
OG0001164	Praf.g_00487	Prat.g_01587
OG0001165	Praf.g_00484	Prat.g_01590
OG0001166	Praf.g_00459	Prat.g_01610
