Orthogroup	Praf	Prbb
OG0000553	Praf.g_00656	Prbb.g_00532
OG0000554	Praf.g_00661	Prbb.g_00537
OG0000555	Praf.g_00677	Prbb.g_00545
OG0000556	Praf.g_00683	Prbb.g_00547
OG0000557	Praf.g_00684	Prbb.g_00548
OG0000558	Praf.g_00687	Prbb.g_00551
OG0000559	Praf.g_00691	Prbb.g_00555
OG0000560	Praf.g_00694	Prbb.g_00558
OG0000561	Praf.g_00695	Prbb.g_00559
OG0000562	Praf.g_00696	Prbb.g_00560
OG0000563	Praf.g_00697	Prbb.g_00561
OG0000564	Praf.g_00698	Prbb.g_00562
OG0000565	Praf.g_00701	Prbb.g_00565
OG0000566	Praf.g_00705	Prbb.g_00567
OG0000567	Praf.g_00709	Prbb.g_00571
OG0000568	Praf.g_00711	Prbb.g_00572
OG0000569	Praf.g_00712	Prbb.g_00573
OG0000570	Praf.g_00713	Prbb.g_00574
OG0000571	Praf.g_00716	Prbb.g_00576
OG0000572	Praf.g_00733	Prbb.g_00587
OG0000573	Praf.g_00740	Prbb.g_00592
OG0000574	Praf.g_00741	Prbb.g_00594
OG0000575	Praf.g_00751	Prbb.g_00597
OG0000576	Praf.g_00753	Prbb.g_00599
OG0000577	Praf.g_00754	Prbb.g_00600
OG0000578	Praf.g_00755	Prbb.g_00601
OG0000579	Praf.g_00756	Prbb.g_00602
OG0000580	Praf.g_00757	Prbb.g_00603
OG0000581	Praf.g_00761	Prbb.g_00606
OG0000582	Praf.g_00765	Prbb.g_00609
OG0000583	Praf.g_00766	Prbb.g_00610
OG0000584	Praf.g_00767	Prbb.g_00611
OG0000585	Praf.g_00769	Prbb.g_00613
OG0000586	Praf.g_00771	Prbb.g_00614
OG0000587	Praf.g_00773	Prbb.g_00615
OG0000588	Praf.g_01663	Prbb.g_00619
OG0000589	Praf.g_01666	Prbb.g_00622
OG0000590	Praf.g_01667	Prbb.g_00623
OG0000591	Praf.g_01674	Prbb.g_00626
OG0000592	Praf.g_01675	Prbb.g_00627
OG0000593	Praf.g_01688	Prbb.g_00633
OG0000594	Praf.g_01689	Prbb.g_00634
OG0000595	Praf.g_01690	Prbb.g_00635
OG0000596	Praf.g_01695	Prbb.g_00639
OG0000597	Praf.g_01698	Prbb.g_00641
OG0000598	Praf.g_01699	Prbb.g_00642
OG0000599	Praf.g_01709	Prbb.g_00645
OG0000600	Praf.g_01710	Prbb.g_00646
OG0000601	Praf.g_01711	Prbb.g_00647
OG0000602	Praf.g_01716	Prbb.g_00649
OG0000603	Praf.g_01717	Prbb.g_00650
OG0000604	Praf.g_01718	Prbb.g_00651
OG0000605	Praf.g_01720	Prbb.g_00652
OG0000606	Praf.g_01727	Prbb.g_00655
OG0000607	Praf.g_01730	Prbb.g_00658
OG0000608	Praf.g_01731	Prbb.g_00659
OG0000609	Praf.g_01733	Prbb.g_00660
OG0000610	Praf.g_01741	Prbb.g_00667
OG0000611	Praf.g_01744	Prbb.g_00670
OG0000612	Praf.g_01745	Prbb.g_00671
OG0000613	Praf.g_02344	Prbb.g_00677
OG0000614	Praf.g_01207	Prbb.g_00700
OG0000615	Praf.g_01489	Prbb.g_00708
OG0000616	Praf.g_02767	Prbb.g_02176
OG0000617	Praf.g_01308	Prbb.g_00719
OG0000618	Praf.g_01309	Prbb.g_00720
OG0000619	Praf.g_01310	Prbb.g_00721
OG0000620	Praf.g_01314	Prbb.g_00724
OG0000621	Praf.g_01315	Prbb.g_00725
OG0000622	Praf.g_01316	Prbb.g_00726
OG0000623	Praf.g_01317	Prbb.g_00727
OG0000624	Praf.g_01318	Prbb.g_00729
OG0000625	Praf.g_01319	Prbb.g_00730
OG0000626	Praf.g_01320	Prbb.g_00731
OG0000627	Praf.g_01441	Prbb.g_00733
OG0000628	Praf.g_01440	Prbb.g_00734
OG0000629	Praf.g_01437	Prbb.g_00735
OG0000630	Praf.g_01433	Prbb.g_00738
OG0000631	Praf.g_01429	Prbb.g_00962
OG0000632	Praf.g_01428	Prbb.g_00963
OG0000633	Praf.g_01427	Prbb.g_00964
OG0000634	Praf.g_01526	Prbb.g_00779
OG0000635	Praf.g_01527	Prbb.g_00780
OG0000636	Praf.g_01529	Prbb.g_00782
OG0000637	Praf.g_01531	Prbb.g_00784
OG0000638	Praf.g_01532	Prbb.g_00785
OG0000639	Praf.g_01533	Prbb.g_00786
OG0000640	Praf.g_01534	Prbb.g_00787
OG0000641	Praf.g_01538	Prbb.g_00791
OG0000642	Praf.g_01539	Prbb.g_00792
OG0000643	Praf.g_01540	Prbb.g_00793
OG0000644	Praf.g_01541	Prbb.g_00794
OG0000645	Praf.g_01542	Prbb.g_00795
OG0000646	Praf.g_01545	Prbb.g_00798
OG0000647	Praf.g_01547	Prbb.g_00800
OG0000648	Praf.g_01549	Prbb.g_00802
OG0000649	Praf.g_01550	Prbb.g_00803
OG0000650	Praf.g_01551	Prbb.g_00804
OG0000651	Praf.g_01552	Prbb.g_00805
OG0000652	Praf.g_01553	Prbb.g_00806
OG0000653	Praf.g_01557	Prbb.g_00808
OG0000654	Praf.g_01558	Prbb.g_00809
OG0000655	Praf.g_01559	Prbb.g_00810
OG0000656	Praf.g_01562	Prbb.g_00813
OG0000657	Praf.g_01592	Prbb.g_00819
OG0000658	Praf.g_01594	Prbb.g_00821
OG0000659	Praf.g_01595	Prbb.g_00822
OG0000660	Praf.g_01599	Prbb.g_00827
OG0000661	Praf.g_01601	Prbb.g_00829
OG0000662	Praf.g_01603	Prbb.g_00831
OG0000663	Praf.g_01606	Prbb.g_00833
OG0000664	Praf.g_01607	Prbb.g_00834
OG0000665	Praf.g_01620	Prbb.g_00838
OG0000666	Praf.g_01622	Prbb.g_00839
OG0000667	Praf.g_01629	Prbb.g_00843
OG0000668	Praf.g_01339	Prbb.g_00914
OG0000669	Praf.g_01638	Prbb.g_00922
OG0000670	Praf.g_00961	Prbb.g_00925
OG0000671	Praf.g_01456	Prbb.g_00927
OG0000672	Praf.g_01459	Prbb.g_00930
OG0000673	Praf.g_01462	Prbb.g_00933
OG0000674	Praf.g_01464	Prbb.g_00935
OG0000675	Praf.g_01465	Prbb.g_00936
OG0000676	Praf.g_01467	Prbb.g_00938
OG0000677	Praf.g_01469	Prbb.g_00939
OG0000678	Praf.g_01475	Prbb.g_00942
OG0000679	Praf.g_01494	Prbb.g_00946
OG0000680	Praf.g_01495	Prbb.g_00947
OG0000681	Praf.g_01497	Prbb.g_00950
OG0000682	Praf.g_01498	Prbb.g_00951
OG0000683	Praf.g_01499	Prbb.g_00952
OG0000684	Praf.g_01512	Prbb.g_00762
OG0000685	Praf.g_01510	Prbb.g_00764
OG0000686	Praf.g_01509	Prbb.g_00765
OG0000687	Praf.g_01508	Prbb.g_00766
OG0000688	Praf.g_01515	Prbb.g_00769
OG0000689	Praf.g_01516	Prbb.g_00770
OG0000690	Praf.g_01517	Prbb.g_00771
OG0000691	Praf.g_01519	Prbb.g_00772
OG0000692	Praf.g_01520	Prbb.g_00774
OG0000693	Praf.g_01522	Prbb.g_00775
OG0000694	Praf.g_01523	Prbb.g_00776
OG0000695	Praf.g_01425	Prbb.g_00966
OG0000696	Praf.g_01424	Prbb.g_00967
OG0000697	Praf.g_01422	Prbb.g_00968
OG0000698	Praf.g_01419	Prbb.g_00971
OG0000699	Praf.g_01417	Prbb.g_00972
OG0000700	Praf.g_01416	Prbb.g_00973
OG0000701	Praf.g_01415	Prbb.g_00974
OG0000702	Praf.g_01408	Prbb.g_00976
OG0000703	Praf.g_01407	Prbb.g_00977
OG0000704	Praf.g_01405	Prbb.g_00978
OG0000705	Praf.g_01399	Prbb.g_00984
OG0000706	Praf.g_01398	Prbb.g_00985
OG0000707	Praf.g_01397	Prbb.g_00986
OG0000708	Praf.g_01395	Prbb.g_00988
OG0000709	Praf.g_01388	Prbb.g_00992
OG0000710	Praf.g_01383, Praf.g_01384	Prbb.g_00995
OG0000711	Praf.g_01360	Prbb.g_01010
OG0000712	Praf.g_01359	Prbb.g_01012
OG0000713	Praf.g_01358	Prbb.g_01013
OG0000714	Praf.g_01355	Prbb.g_01014
OG0000715	Praf.g_01353	Prbb.g_01016
OG0000716	Praf.g_01349	Prbb.g_01017
OG0000717	Praf.g_01348	Prbb.g_01018
OG0000718	Praf.g_01343	Prbb.g_01036
OG0000719	Praf.g_01341	Prbb.g_01037
OG0000720	Praf.g_01328	Prbb.g_01048
OG0000721	Praf.g_01327	Prbb.g_01049
OG0000722	Praf.g_01326	Prbb.g_01050
OG0000723	Praf.g_01322	Prbb.g_01054
OG0000724	Praf.g_01279	Prbb.g_01065
OG0000725	Praf.g_01270	Prbb.g_00891
OG0000726	Praf.g_01269	Prbb.g_00890
OG0000727	Praf.g_01268	Prbb.g_00889
OG0000728	Praf.g_01267	Prbb.g_00887
OG0000729	Praf.g_00162	Prbb.g_02071
OG0000730	Praf.g_02056	Prbb.g_00392
OG0000731	Praf.g_02047	Prbb.g_00400
OG0000732	Praf.g_00055	Prbb.g_02121
OG0000733	Praf.g_02698	Prbb.g_01888
OG0000734	Praf.g_00233	Prbb.g_01533
OG0000735	Praf.g_00822	Prbb.g_01531
OG0000736	Praf.g_00823	Prbb.g_01530
OG0000737	Praf.g_00824	Prbb.g_01529
OG0000738	Praf.g_00830	Prbb.g_01525
OG0000739	Praf.g_00832	Prbb.g_01524
OG0000740	Praf.g_00833	Prbb.g_01523
OG0000741	Praf.g_00836	Prbb.g_01521
OG0000742	Praf.g_00853	Prbb.g_01518
OG0000743	Praf.g_00855	Prbb.g_01516
OG0000744	Praf.g_00856	Prbb.g_01515
OG0000745	Praf.g_00858	Prbb.g_01513
OG0000746	Praf.g_00860	Prbb.g_01511
OG0000747	Praf.g_00861	Prbb.g_01510
OG0000748	Praf.g_00873	Prbb.g_01506
OG0000749	Praf.g_00874	Prbb.g_01505
OG0000750	Praf.g_00875	Prbb.g_01504
OG0000751	Praf.g_00880	Prbb.g_01501
OG0000752	Praf.g_00882	Prbb.g_01499
OG0000753	Praf.g_00885	Prbb.g_01497
OG0000754	Praf.g_00914	Prbb.g_01493
OG0000755	Praf.g_00921	Prbb.g_01488
OG0000756	Praf.g_00922	Prbb.g_01487
OG0000757	Praf.g_00929	Prbb.g_01480
OG0000758	Praf.g_00930	Prbb.g_01479
OG0000759	Praf.g_00931	Prbb.g_01478
OG0000760	Praf.g_00932	Prbb.g_01477
OG0000761	Praf.g_00933	Prbb.g_01476
OG0000762	Praf.g_00913	Prbb.g_01475
OG0000763	Praf.g_00911	Prbb.g_01473
OG0000764	Praf.g_00910	Prbb.g_01472
OG0000765	Praf.g_00895	Prbb.g_01463
OG0000766	Praf.g_00894	Prbb.g_01462
OG0000767	Praf.g_00892	Prbb.g_01461
OG0000768	Praf.g_00891	Prbb.g_01460
OG0000769	Praf.g_00887	Prbb.g_01458
OG0000770	Praf.g_00937	Prbb.g_01457
OG0000771	Praf.g_01285	Prbb.g_01060
OG0000772	Praf.g_00548	Prbb.g_01291
OG0000773	Praf.g_00808	Prbb.g_01577
OG0000774	Praf.g_00804	Prbb.g_01580
OG0000775	Praf.g_00802	Prbb.g_01581
OG0000776	Praf.g_00801	Prbb.g_01582
OG0000777	Praf.g_00800	Prbb.g_01583
OG0000778	Praf.g_00799	Prbb.g_01584
OG0000779	Praf.g_00794	Prbb.g_01588
OG0000780	Praf.g_00791	Prbb.g_01589
OG0000781	Praf.g_00787	Prbb.g_01592
OG0000782	Praf.g_00786	Prbb.g_01593
OG0000783	Praf.g_00785	Prbb.g_01594
OG0000784	Praf.g_00784	Prbb.g_01595
OG0000785	Praf.g_00782	Prbb.g_01597
OG0000786	Praf.g_00777	Prbb.g_01600
OG0000787	Praf.g_00776	Prbb.g_01601
OG0000788	Praf.g_01996	Prbb.g_00746
OG0000789	Praf.g_01001	Prbb.g_01057
OG0000790	Praf.g_00579	Prbb.g_01644
OG0000791	Praf.g_00577	Prbb.g_01646
OG0000792	Praf.g_00576	Prbb.g_01647
OG0000793	Praf.g_00572	Prbb.g_01650
OG0000794	Praf.g_00571	Prbb.g_01651
OG0000795	Praf.g_00570	Prbb.g_01652
OG0000796	Praf.g_00566	Prbb.g_01656
OG0000797	Praf.g_00565	Prbb.g_01657
OG0000799	Praf.g_01765	Prbb.g_01668
OG0000800	Praf.g_01766	Prbb.g_01669
OG0000801	Praf.g_01767	Prbb.g_01670
OG0000802	Praf.g_01773	Prbb.g_01672
OG0000803	Praf.g_01779	Prbb.g_01674
OG0000804	Praf.g_01781	Prbb.g_01675
OG0000805	Praf.g_01783	Prbb.g_01677
OG0000806	Praf.g_01785	Prbb.g_01679
OG0000807	Praf.g_01787	Prbb.g_01680
OG0000808	Praf.g_01788	Prbb.g_01681
OG0000809	Praf.g_01792	Prbb.g_01684
OG0000810	Praf.g_01793	Prbb.g_01685
OG0000811	Praf.g_01801	Prbb.g_01689
OG0000812	Praf.g_01803	Prbb.g_01691
OG0000813	Praf.g_01804	Prbb.g_01692
OG0000814	Praf.g_01806	Prbb.g_01694
OG0000815	Praf.g_01807	Prbb.g_01695
OG0000816	Praf.g_01809	Prbb.g_01697
OG0000817	Praf.g_01810	Prbb.g_01698
OG0000818	Praf.g_01822	Prbb.g_01702
OG0000819	Praf.g_01823	Prbb.g_01703
OG0000820	Praf.g_01824	Prbb.g_01704
OG0000821	Praf.g_01831	Prbb.g_01707
OG0000822	Praf.g_01833	Prbb.g_01708
OG0000823	Praf.g_01834	Prbb.g_01709
OG0000824	Praf.g_01838	Prbb.g_01712
OG0000825	Praf.g_01839	Prbb.g_01713
OG0000826	Praf.g_01840	Prbb.g_01714
OG0000827	Praf.g_01841	Prbb.g_01715
OG0000828	Praf.g_01844	Prbb.g_01718
OG0000829	Praf.g_01845	Prbb.g_01719
OG0000830	Praf.g_01846	Prbb.g_01720
OG0000831	Praf.g_01849	Prbb.g_01722
OG0000832	Praf.g_00542	Prbb.g_01732
OG0000833	Praf.g_00534	Prbb.g_01740
OG0000834	Praf.g_00533	Prbb.g_01741
OG0000835	Praf.g_00532	Prbb.g_01742
OG0000836	Praf.g_00530	Prbb.g_01744
OG0000837	Praf.g_00529	Prbb.g_01745
OG0000838	Praf.g_00525	Prbb.g_01747
OG0000839	Praf.g_00524	Prbb.g_01748
OG0000840	Praf.g_00523	Prbb.g_01749
OG0000841	Praf.g_00522	Prbb.g_01750
OG0000842	Praf.g_00521	Prbb.g_01751
OG0000843	Praf.g_00520	Prbb.g_01752
OG0000844	Praf.g_00518	Prbb.g_01753
OG0000845	Praf.g_00517	Prbb.g_01754
OG0000846	Praf.g_00516	Prbb.g_01755
OG0000847	Praf.g_00515	Prbb.g_01756
OG0000848	Praf.g_00513	Prbb.g_01757
OG0000849	Praf.g_00512	Prbb.g_01758
OG0000850	Praf.g_00511	Prbb.g_01760
OG0000851	Praf.g_00508	Prbb.g_01761
OG0000852	Praf.g_00507	Prbb.g_01762
OG0000853	Praf.g_00502	Prbb.g_01767
OG0000854	Praf.g_00500	Prbb.g_01769
OG0000855	Praf.g_00499	Prbb.g_01770
OG0000856	Praf.g_01677	Prbb.g_01659
OG0000857	Praf.g_01546	Prbb.g_00799
OG0000858	Praf.g_00490	Prbb.g_01817
OG0000859	Praf.g_00489	Prbb.g_01818
OG0000860	Praf.g_00478	Prbb.g_01825
OG0000861	Praf.g_00477	Prbb.g_01826
OG0000862	Praf.g_00475	Prbb.g_01827
OG0000863	Praf.g_00472	Prbb.g_01828
OG0000864	Praf.g_00471	Prbb.g_01829
OG0000865	Praf.g_00470	Prbb.g_01830
OG0000866	Praf.g_00469	Prbb.g_01831
OG0000867	Praf.g_00468	Prbb.g_01832
OG0000868	Praf.g_00466	Prbb.g_01833
OG0000869	Praf.g_00463	Prbb.g_01836
OG0000870	Praf.g_00458	Prbb.g_01841
OG0000871	Praf.g_00457	Prbb.g_01842
OG0000872	Praf.g_00455	Prbb.g_01843
OG0000873	Praf.g_00452	Prbb.g_01846
OG0000874	Praf.g_00448	Prbb.g_01849
OG0000875	Praf.g_00447	Prbb.g_01851
OG0000876	Praf.g_00446	Prbb.g_01852
OG0000877	Praf.g_00443	Prbb.g_01854
OG0000878	Praf.g_00442	Prbb.g_01855
OG0000879	Praf.g_00441	Prbb.g_01856
OG0000880	Praf.g_00440	Prbb.g_01857
OG0000881	Praf.g_00434	Prbb.g_01860
OG0000882	Praf.g_00429	Prbb.g_01865
OG0000883	Praf.g_00427	Prbb.g_01867
OG0000884	Praf.g_00425	Prbb.g_01869
OG0000885	Praf.g_00424	Prbb.g_01870
OG0000886	Praf.g_00423	Prbb.g_01871
OG0000887	Praf.g_00422	Prbb.g_01872
OG0000888	Praf.g_00420	Prbb.g_01874
OG0000889	Praf.g_00418	Prbb.g_01876
OG0000890	Praf.g_00405	Prbb.g_01877
OG0000891	Praf.g_00404	Prbb.g_01878
OG0000892	Praf.g_00402	Prbb.g_01880
OG0000893	Praf.g_02202	Prbb.g_01922
OG0000894	Praf.g_02199	Prbb.g_01925
OG0000895	Praf.g_02195	Prbb.g_01928
OG0000896	Praf.g_02194	Prbb.g_01929
OG0000897	Praf.g_02192	Prbb.g_01931
OG0000898	Praf.g_02191	Prbb.g_01932
OG0000899	Praf.g_02190	Prbb.g_01933
OG0000900	Praf.g_02189	Prbb.g_01934
OG0000901	Praf.g_02185	Prbb.g_01937
OG0000902	Praf.g_02183	Prbb.g_01939
OG0000903	Praf.g_02170	Prbb.g_01948
OG0000904	Praf.g_02175	Prbb.g_01943
OG0000905	Praf.g_02177	Prbb.g_01941
OG0000906	Praf.g_02179	Prbb.g_01940
OG0000907	Praf.g_02163	Prbb.g_01958
OG0000908	Praf.g_02160	Prbb.g_01961
OG0000909	Praf.g_02159	Prbb.g_01962
OG0000910	Praf.g_02158	Prbb.g_01963
OG0000911	Praf.g_02156	Prbb.g_01965
OG0000912	Praf.g_02155	Prbb.g_01966
OG0000913	Praf.g_02154	Prbb.g_01967
OG0000914	Praf.g_02153	Prbb.g_01968
OG0000915	Praf.g_02152	Prbb.g_01969
OG0000916	Praf.g_02151	Prbb.g_01970
OG0000917	Praf.g_02150	Prbb.g_01971
OG0000918	Praf.g_02149	Prbb.g_01972
OG0000919	Praf.g_02148	Prbb.g_01973
OG0000920	Praf.g_02147	Prbb.g_01974
OG0000921	Praf.g_02146	Prbb.g_01975
OG0000922	Praf.g_02145	Prbb.g_01976
OG0000923	Praf.g_02141	Prbb.g_01980
OG0000924	Praf.g_02140	Prbb.g_01981
OG0000925	Praf.g_02139	Prbb.g_01982
OG0000926	Praf.g_02138	Prbb.g_01983
OG0000927	Praf.g_02136	Prbb.g_01985
OG0000928	Praf.g_02135	Prbb.g_01986
OG0000929	Praf.g_02134	Prbb.g_01987
OG0000930	Praf.g_02133	Prbb.g_01988
OG0000931	Praf.g_02132	Prbb.g_01989
OG0000932	Praf.g_02131	Prbb.g_01990
OG0000933	Praf.g_02126	Prbb.g_01994
OG0000934	Praf.g_02124	Prbb.g_01996
OG0000935	Praf.g_02123	Prbb.g_01997
OG0000936	Praf.g_02122	Prbb.g_01998
OG0000937	Praf.g_02121	Prbb.g_01999
OG0000938	Praf.g_02118	Prbb.g_02002
OG0000939	Praf.g_02117	Prbb.g_02003
OG0000940	Praf.g_02106	Prbb.g_02010
OG0000941	Praf.g_02104	Prbb.g_02012
OG0000942	Praf.g_02102	Prbb.g_02014
OG0000943	Praf.g_02101	Prbb.g_02015
OG0000944	Praf.g_02099	Prbb.g_02017
OG0000945	Praf.g_02097	Prbb.g_02018
OG0000946	Praf.g_02082	Prbb.g_02024
OG0000947	Praf.g_02079	Prbb.g_02026
OG0000948	Praf.g_02078	Prbb.g_02027
OG0000949	Praf.g_02075	Prbb.g_02030
OG0000950	Praf.g_02383	Prbb.g_02035
OG0000951	Praf.g_02388	Prbb.g_02039
OG0000952	Praf.g_02393	Prbb.g_02043
OG0000953	Praf.g_02397	Prbb.g_02047
OG0000954	Praf.g_00195	Prbb.g_02051
OG0000955	Praf.g_00194	Prbb.g_02052
OG0000956	Praf.g_00192	Prbb.g_02054
OG0000957	Praf.g_00180	Prbb.g_02059
OG0000958	Praf.g_00179	Prbb.g_02060
OG0000959	Praf.g_00175	Prbb.g_02064
OG0000960	Praf.g_00174	Prbb.g_02065
OG0000961	Praf.g_00165	Prbb.g_02068
OG0000962	Praf.g_00163	Prbb.g_02070
OG0000963	Praf.g_00157	Prbb.g_02075
OG0000964	Praf.g_00156	Prbb.g_02076
OG0000965	Praf.g_00155	Prbb.g_02077
OG0000966	Praf.g_00089	Prbb.g_02099
OG0000967	Praf.g_00082	Prbb.g_02103
OG0000968	Praf.g_00077	Prbb.g_02105
OG0000969	Praf.g_00075	Prbb.g_02106
OG0000970	Praf.g_00074	Prbb.g_02107
OG0000971	Praf.g_00072	Prbb.g_02108
OG0000972	Praf.g_00071	Prbb.g_02109
OG0000973	Praf.g_00070	Prbb.g_02110
OG0000974	Praf.g_00069	Prbb.g_02111
OG0000975	Praf.g_00068	Prbb.g_02112
OG0000976	Praf.g_00067	Prbb.g_02113
OG0000977	Praf.g_00064	Prbb.g_02114
OG0000978	Praf.g_00063	Prbb.g_02115
OG0000979	Praf.g_00060	Prbb.g_02118
OG0000980	Praf.g_00056	Prbb.g_02120
OG0000981	Praf.g_00053	Prbb.g_02123
OG0000982	Praf.g_02657	Prbb.g_02125
OG0000983	Praf.g_02658	Prbb.g_02126
OG0000984	Praf.g_02659	Prbb.g_02127
OG0000985	Praf.g_02663	Prbb.g_02130
OG0000986	Praf.g_02665	Prbb.g_02132
OG0000987	Praf.g_02667	Prbb.g_02133
OG0000988	Praf.g_02671	Prbb.g_02136
OG0000989	Praf.g_02680	Prbb.g_02140
OG0000990	Praf.g_02702	Prbb.g_02145
OG0000991	Praf.g_02716	Prbb.g_02146
OG0000992	Praf.g_02719	Prbb.g_02149
OG0000993	Praf.g_02720	Prbb.g_02150
OG0000994	Praf.g_02723	Prbb.g_02151
OG0000995	Praf.g_02730	Prbb.g_02155
OG0000996	Praf.g_02743	Prbb.g_02156
OG0000997	Praf.g_02753	Prbb.g_02164
OG0000998	Praf.g_02755	Prbb.g_02166
OG0000999	Praf.g_02756	Prbb.g_02167
OG0001000	Praf.g_02759	Prbb.g_02170
OG0001001	Praf.g_02764	Prbb.g_02173
OG0001002	Praf.g_02770	Prbb.g_02178
OG0001003	Praf.g_02772	Prbb.g_02180
OG0001004	Praf.g_02773	Prbb.g_02181
OG0001005	Praf.g_02775	Prbb.g_02182
OG0001006	Praf.g_02781	Prbb.g_02187
OG0001007	Praf.g_02783	Prbb.g_02189
OG0001008	Praf.g_01988	Prbb.g_00442
OG0001009	Praf.g_00032	Prbb.g_00028
OG0001010	Praf.g_00033	Prbb.g_00029
OG0001011	Praf.g_00035	Prbb.g_00030
OG0001012	Praf.g_02654	Prbb.g_00058
OG0001013	Praf.g_02603	Prbb.g_00063
OG0001014	Praf.g_02597	Prbb.g_00066
OG0001015	Praf.g_02596	Prbb.g_00067
OG0001016	Praf.g_00316	Prbb.g_00128
OG0001017	Praf.g_00310	Prbb.g_00132
OG0001018	Praf.g_00308	Prbb.g_00135
OG0001019	Praf.g_00296	Prbb.g_00144
OG0001020	Praf.g_00268	Prbb.g_00145
OG0001021	Praf.g_00264	Prbb.g_00146
OG0001022	Praf.g_00259	Prbb.g_00149
OG0001023	Praf.g_00258	Prbb.g_00150
OG0001024	Praf.g_00254	Prbb.g_00153
OG0001025	Praf.g_00247	Prbb.g_00160
OG0001026	Praf.g_00230	Prbb.g_00168
OG0001027	Praf.g_00225	Prbb.g_00169
OG0001028	Praf.g_00223	Prbb.g_00171
OG0001029	Praf.g_00221	Prbb.g_00173
OG0001030	Praf.g_02408	Prbb.g_00189
OG0001031	Praf.g_02497	Prbb.g_00243
OG0001032	Praf.g_02500	Prbb.g_00244
OG0001033	Praf.g_02533	Prbb.g_00264
OG0001034	Praf.g_00385	Prbb.g_00293
OG0001035	Praf.g_02243	Prbb.g_00310
OG0001036	Praf.g_02247	Prbb.g_00314
OG0001037	Praf.g_02249	Prbb.g_00315
OG0001038	Praf.g_02277	Prbb.g_00331
OG0001040	Praf.g_02283	Prbb.g_00335
OG0001041	Praf.g_02288	Prbb.g_00339
OG0001042	Praf.g_02316	Prbb.g_00355
OG0001043	Praf.g_02318	Prbb.g_00356
OG0001044	Praf.g_02055	Prbb.g_00393
OG0001045	Praf.g_02044	Prbb.g_00402
OG0001046	Praf.g_00495	Prbb.g_01124
OG0001047	Praf.g_01986	Prbb.g_00444
OG0001048	Praf.g_01985	Prbb.g_00445
OG0001049	Praf.g_01982	Prbb.g_00447
OG0001050	Praf.g_01981	Prbb.g_00448
OG0001051	Praf.g_01980	Prbb.g_00449
OG0001052	Praf.g_01911	Prbb.g_00475
OG0001053	Praf.g_00598	Prbb.g_00488
OG0001054	Praf.g_00615	Prbb.g_00502
OG0001055	Praf.g_00636	Prbb.g_00521
OG0001056	Praf.g_00665	Prbb.g_00539
OG0001057	Praf.g_00675	Prbb.g_00544
OG0001058	Praf.g_00689	Prbb.g_00553
OG0001059	Praf.g_00693	Prbb.g_00557
OG0001060	Praf.g_00700	Prbb.g_00564
OG0001061	Praf.g_00717	Prbb.g_00577
OG0001062	Praf.g_00719	Prbb.g_00579
OG0001063	Praf.g_00723	Prbb.g_00580
OG0001064	Praf.g_00724	Prbb.g_00581
OG0001065	Praf.g_00725	Prbb.g_00582
OG0001066	Praf.g_00726	Prbb.g_00583
OG0001067	Praf.g_00728	Prbb.g_00584
OG0001068	Praf.g_00729	Prbb.g_00585
OG0001069	Praf.g_00730	Prbb.g_00586
OG0001070	Praf.g_00734	Prbb.g_00588
OG0001071	Praf.g_00735	Prbb.g_00589
OG0001072	Praf.g_00738	Prbb.g_00590
OG0001073	Praf.g_00758	Prbb.g_00604
OG0001074	Praf.g_01659	Prbb.g_00616
OG0001075	Praf.g_01661	Prbb.g_00617
OG0001076	Praf.g_01669	Prbb.g_00624
OG0001077	Praf.g_01680	Prbb.g_00629
OG0001078	Praf.g_01693	Prbb.g_00637
OG0001079	Praf.g_01713	Prbb.g_00648
OG0001080	Praf.g_01722	Prbb.g_00654
OG0001081	Praf.g_01728	Prbb.g_00656
OG0001082	Praf.g_01729	Prbb.g_00657
OG0001083	Praf.g_01737	Prbb.g_00662
OG0001084	Praf.g_01738	Prbb.g_00664
OG0001085	Praf.g_01749	Prbb.g_00674
OG0001086	Praf.g_01751	Prbb.g_00675
OG0001087	Praf.g_01225	Prbb.g_00694
OG0001088	Praf.g_01221	Prbb.g_00695
OG0001089	Praf.g_01124	Prbb.g_00705
OG0001090	Praf.g_01303	Prbb.g_00714
OG0001091	Praf.g_01305	Prbb.g_00716
OG0001092	Praf.g_01307	Prbb.g_00717
OG0001093	Praf.g_01311	Prbb.g_00722
OG0001094	Praf.g_01524	Prbb.g_00777
OG0001095	Praf.g_01543	Prbb.g_00796
OG0001096	Praf.g_01560	Prbb.g_00811
OG0001097	Praf.g_01602	Prbb.g_00830
OG0001098	Praf.g_01444	Prbb.g_00847
OG0001099	Praf.g_00222	Prbb.g_00917
OG0001100	Praf.g_01454	Prbb.g_00924
OG0001101	Praf.g_01455	Prbb.g_00926
OG0001102	Praf.g_01458	Prbb.g_00929
OG0001103	Praf.g_01460	Prbb.g_00931
OG0001104	Praf.g_01511	Prbb.g_00763
OG0001105	Praf.g_01506	Prbb.g_00767
OG0001106	Praf.g_01404	Prbb.g_00979
OG0001107	Praf.g_01394	Prbb.g_00989
OG0001108	Praf.g_01387	Prbb.g_00993
OG0001109	Praf.g_01385	Prbb.g_00994
OG0001110	Praf.g_01382	Prbb.g_00996
OG0001111	Praf.g_01380	Prbb.g_00997
OG0001112	Praf.g_01378	Prbb.g_00998
OG0001113	Praf.g_01377	Prbb.g_00999
