Orthogroup	Praf	Syab
OG0000573	Praf.g_00740	Syab.g_01960
OG0000574	Praf.g_00741	Syab.g_01959
OG0000575	Praf.g_00751	Syab.g_01954
OG0000576	Praf.g_00753	Syab.g_01952
OG0000577	Praf.g_00754	Syab.g_01951
OG0000578	Praf.g_00755	Syab.g_01950
OG0000579	Praf.g_00756	Syab.g_01949
OG0000580	Praf.g_00757	Syab.g_01948
OG0000581	Praf.g_00761	Syab.g_01934
OG0000582	Praf.g_00765	Syab.g_01929
OG0000583	Praf.g_00766	Syab.g_01928
OG0000584	Praf.g_00767	Syab.g_01927
OG0000585	Praf.g_00769	Syab.g_01924
OG0000586	Praf.g_00771	Syab.g_01923
OG0000587	Praf.g_00773	Syab.g_01921
OG0000588	Praf.g_01663	Syab.g_01910
OG0000589	Praf.g_01666	Syab.g_01899
OG0000590	Praf.g_01667	Syab.g_01898
OG0000591	Praf.g_01674	Syab.g_01892
OG0000592	Praf.g_01675	Syab.g_01891
OG0000593	Praf.g_01688	Syab.g_01877
OG0000594	Praf.g_01689	Syab.g_01876
OG0000595	Praf.g_01690	Syab.g_01875
OG0000596	Praf.g_01695	Syab.g_01871
OG0000597	Praf.g_01698	Syab.g_01868
OG0000598	Praf.g_01699	Syab.g_01867
OG0000599	Praf.g_01709	Syab.g_01860
OG0000600	Praf.g_01710	Syab.g_01859
OG0000601	Praf.g_01711	Syab.g_01858
OG0000602	Praf.g_01716	Syab.g_01853
OG0000603	Praf.g_01717	Syab.g_01852
OG0000604	Praf.g_01718	Syab.g_01850
OG0000605	Praf.g_01720	Syab.g_01758
OG0000606	Praf.g_01727	Syab.g_01529
OG0000607	Praf.g_01730	Syab.g_01533
OG0000608	Praf.g_01731	Syab.g_01534
OG0000609	Praf.g_01733	Syab.g_01536
OG0000610	Praf.g_01741	Syab.g_01555
OG0000611	Praf.g_01744	Syab.g_01558
OG0000612	Praf.g_01745	Syab.g_01559
OG0000613	Praf.g_02344	Syab.g_00228
OG0000614	Praf.g_01207	Syab.g_01179
OG0000615	Praf.g_01489	Syab.g_01605
OG0000616	Praf.g_02767	Syab.g_02897
OG0000617	Praf.g_01308	Syab.g_01274
OG0000618	Praf.g_01309	Syab.g_01275
OG0000619	Praf.g_01310	Syab.g_01662
OG0000620	Praf.g_01314	Syab.g_01668
OG0000621	Praf.g_01315	Syab.g_01669
OG0000622	Praf.g_01316	Syab.g_01670
OG0000623	Praf.g_01317	Syab.g_01671
OG0000624	Praf.g_01318	Syab.g_01673
OG0000625	Praf.g_01319	Syab.g_01674
OG0000626	Praf.g_01320	Syab.g_01675
OG0000627	Praf.g_01441	Syab.g_01438
OG0000628	Praf.g_01440	Syab.g_01437
OG0000629	Praf.g_01437	Syab.g_01434
OG0000630	Praf.g_01433	Syab.g_01430
OG0000631	Praf.g_01429	Syab.g_01421
OG0000632	Praf.g_01428	Syab.g_01420
OG0000633	Praf.g_01427	Syab.g_01419
OG0000634	Praf.g_01526	Syab.g_01651
OG0000635	Praf.g_01527	Syab.g_01656
OG0000636	Praf.g_01529	Syab.g_01658
OG0000637	Praf.g_01531	Syab.g_01660
OG0000638	Praf.g_01532	Syab.g_01661
OG0000639	Praf.g_01533	Syab.g_01276
OG0000640	Praf.g_01534	Syab.g_01277
OG0000641	Praf.g_01538	Syab.g_01281
OG0000642	Praf.g_01539	Syab.g_01282
OG0000643	Praf.g_01540	Syab.g_01283
OG0000644	Praf.g_01541	Syab.g_01284
OG0000645	Praf.g_01542	Syab.g_01286
OG0000646	Praf.g_01545	Syab.g_01289
OG0000647	Praf.g_01547	Syab.g_01291
OG0000648	Praf.g_01549	Syab.g_01684
OG0000649	Praf.g_01550	Syab.g_01685
OG0000650	Praf.g_01551	Syab.g_01686
OG0000651	Praf.g_01552	Syab.g_01687
OG0000652	Praf.g_01553	Syab.g_01688
OG0000653	Praf.g_01557	Syab.g_01690
OG0000654	Praf.g_01558	Syab.g_01691
OG0000655	Praf.g_01559	Syab.g_01692
OG0000656	Praf.g_01562	Syab.g_01695
OG0000657	Praf.g_01592	Syab.g_01706
OG0000658	Praf.g_01594	Syab.g_01710
OG0000659	Praf.g_01595	Syab.g_01711
OG0000660	Praf.g_01599	Syab.g_01715
OG0000661	Praf.g_01601	Syab.g_01717
OG0000662	Praf.g_01603	Syab.g_01719
OG0000663	Praf.g_01606	Syab.g_01722
OG0000664	Praf.g_01607	Syab.g_01723
OG0000665	Praf.g_01620	Syab.g_01829
OG0000666	Praf.g_01622	Syab.g_01842
OG0000667	Praf.g_01629	Syab.g_01548
OG0000668	Praf.g_01339	Syab.g_01319
OG0000669	Praf.g_01638	Syab.g_01642
OG0000670	Praf.g_00961	Syab.g_02156
OG0000671	Praf.g_01456	Syab.g_01638
OG0000672	Praf.g_01459	Syab.g_01635
OG0000673	Praf.g_01462	Syab.g_01632
OG0000674	Praf.g_01464	Syab.g_01630
OG0000675	Praf.g_01465	Syab.g_01629
OG0000676	Praf.g_01467	Syab.g_01620
OG0000677	Praf.g_01469	Syab.g_01619
OG0000678	Praf.g_01475	Syab.g_01613
OG0000679	Praf.g_01494	Syab.g_01601
OG0000680	Praf.g_01495	Syab.g_01600
OG0000681	Praf.g_01497	Syab.g_01597
OG0000682	Praf.g_01498	Syab.g_01596
OG0000683	Praf.g_01499	Syab.g_01595
OG0000684	Praf.g_01512	Syab.g_01591
OG0000685	Praf.g_01510	Syab.g_01589
OG0000686	Praf.g_01509	Syab.g_01588
OG0000687	Praf.g_01508	Syab.g_01586
OG0000688	Praf.g_01515	Syab.g_01576
OG0000689	Praf.g_01516	Syab.g_01574
OG0000690	Praf.g_01517	Syab.g_01573
OG0000691	Praf.g_01519	Syab.g_01572
OG0000692	Praf.g_01520	Syab.g_01571
OG0000693	Praf.g_01522	Syab.g_01569
OG0000694	Praf.g_01523	Syab.g_01568
OG0000695	Praf.g_01425	Syab.g_01417
OG0000696	Praf.g_01424	Syab.g_01416
OG0000697	Praf.g_01422	Syab.g_01415
OG0000698	Praf.g_01419	Syab.g_01412
OG0000699	Praf.g_01417	Syab.g_01411
OG0000700	Praf.g_01416	Syab.g_01410
OG0000701	Praf.g_01415	Syab.g_01409
OG0000702	Praf.g_01408	Syab.g_01401
OG0000703	Praf.g_01407	Syab.g_01400
OG0000704	Praf.g_01405	Syab.g_01398
OG0000705	Praf.g_01399	Syab.g_01391
OG0000706	Praf.g_01398	Syab.g_01390
OG0000707	Praf.g_01397	Syab.g_01389
OG0000708	Praf.g_01395	Syab.g_01386
OG0000709	Praf.g_01388	Syab.g_01378
OG0000710	Praf.g_01383, Praf.g_01384	Syab.g_01367
OG0000711	Praf.g_01360	Syab.g_01340
OG0000712	Praf.g_01359	Syab.g_01338
OG0000713	Praf.g_01358	Syab.g_01337
OG0000714	Praf.g_01355	Syab.g_01334
OG0000715	Praf.g_01353	Syab.g_01332
OG0000716	Praf.g_01349	Syab.g_01328
OG0000717	Praf.g_01348	Syab.g_01327
OG0000718	Praf.g_01343	Syab.g_01323
OG0000719	Praf.g_01341	Syab.g_01321
OG0000720	Praf.g_01328	Syab.g_01307
OG0000721	Praf.g_01327	Syab.g_01305
OG0000722	Praf.g_01326	Syab.g_01304
OG0000723	Praf.g_01322	Syab.g_01678
OG0000724	Praf.g_01279	Syab.g_01223
OG0000725	Praf.g_01270	Syab.g_01207
OG0000726	Praf.g_01269	Syab.g_01206
OG0000727	Praf.g_01268	Syab.g_01205
OG0000728	Praf.g_01267	Syab.g_01203
OG0000729	Praf.g_00162	Syab.g_00097
OG0000730	Praf.g_02056	Syab.g_00521
OG0000731	Praf.g_02047	Syab.g_00531
OG0000732	Praf.g_00055	Syab.g_00055
OG0000733	Praf.g_02698	Syab.g_02798
OG0000734	Praf.g_00233	Syab.g_02508
OG0000735	Praf.g_00822	Syab.g_00942
OG0000736	Praf.g_00823	Syab.g_00943
OG0000737	Praf.g_00824	Syab.g_00944
OG0000738	Praf.g_00830	Syab.g_00949
OG0000739	Praf.g_00832	Syab.g_00961
OG0000740	Praf.g_00833	Syab.g_00962
OG0000741	Praf.g_00836	Syab.g_00965
OG0000742	Praf.g_00853	Syab.g_00968
OG0000743	Praf.g_00855	Syab.g_00970
OG0000744	Praf.g_00856	Syab.g_00971
OG0000745	Praf.g_00858	Syab.g_00973
OG0000746	Praf.g_00860	Syab.g_00975
OG0000747	Praf.g_00861	Syab.g_00976
OG0000748	Praf.g_00873	Syab.g_00991
OG0000749	Praf.g_00874	Syab.g_00992
OG0000750	Praf.g_00875	Syab.g_00993
OG0000751	Praf.g_00880	Syab.g_01002
OG0000752	Praf.g_00882	Syab.g_01004
OG0000753	Praf.g_00885	Syab.g_01007
OG0000754	Praf.g_00914	Syab.g_01012
OG0000755	Praf.g_00921	Syab.g_01021
OG0000756	Praf.g_00922	Syab.g_01022
OG0000757	Praf.g_00929	Syab.g_01029
OG0000758	Praf.g_00930	Syab.g_01030
OG0000759	Praf.g_00931	Syab.g_01031
OG0000760	Praf.g_00932	Syab.g_01032
OG0000761	Praf.g_00933	Syab.g_01034
OG0000762	Praf.g_00913	Syab.g_01036
OG0000763	Praf.g_00911	Syab.g_01038
OG0000764	Praf.g_00910	Syab.g_01039
OG0000765	Praf.g_00895	Syab.g_01154
OG0000766	Praf.g_00894	Syab.g_01153
OG0000767	Praf.g_00892	Syab.g_01151
OG0000768	Praf.g_00891	Syab.g_01150
OG0000769	Praf.g_00887	Syab.g_01148
OG0000770	Praf.g_00937	Syab.g_01145
OG0000771	Praf.g_01285	Syab.g_01229
OG0000772	Praf.g_00548	Syab.g_00957
OG0000773	Praf.g_00808	Syab.g_00931
OG0000774	Praf.g_00804	Syab.g_00924
OG0000775	Praf.g_00802	Syab.g_00922
OG0000776	Praf.g_00801	Syab.g_00921
OG0000777	Praf.g_00800	Syab.g_00920
OG0000778	Praf.g_00799	Syab.g_00919
OG0000779	Praf.g_00794	Syab.g_00913
OG0000780	Praf.g_00791	Syab.g_00908
OG0000781	Praf.g_00787	Syab.g_00904
OG0000782	Praf.g_00786	Syab.g_00903
OG0000783	Praf.g_00785	Syab.g_00902
OG0000784	Praf.g_00784	Syab.g_00901
OG0000785	Praf.g_00782	Syab.g_00899
OG0000786	Praf.g_00777	Syab.g_00895
OG0000787	Praf.g_00776	Syab.g_00894
OG0000788	Praf.g_01996	Syab.g_01857
OG0000789	Praf.g_01001	Syab.g_01835
OG0000790	Praf.g_00579	Syab.g_02082
OG0000791	Praf.g_00577	Syab.g_02080
OG0000792	Praf.g_00576	Syab.g_02079
OG0000793	Praf.g_00572	Syab.g_02074
OG0000794	Praf.g_00571	Syab.g_02073
OG0000795	Praf.g_00570	Syab.g_02072
OG0000796	Praf.g_00566	Syab.g_02068
OG0000797	Praf.g_00565	Syab.g_02067
OG0000798	Praf.g_02276	Syab.g_00298
OG0000799	Praf.g_01765	Syab.g_00826
OG0000800	Praf.g_01766	Syab.g_00821
OG0000801	Praf.g_01767	Syab.g_00820
OG0000802	Praf.g_01773	Syab.g_00816
OG0000803	Praf.g_01779	Syab.g_00806
OG0000804	Praf.g_01781	Syab.g_00802
OG0000805	Praf.g_01783	Syab.g_00792
OG0000806	Praf.g_01785	Syab.g_00790
OG0000807	Praf.g_01787	Syab.g_00788
OG0000808	Praf.g_01788	Syab.g_00783
OG0000809	Praf.g_01792	Syab.g_00780
OG0000810	Praf.g_01793	Syab.g_00779
OG0000811	Praf.g_01801	Syab.g_00770
OG0000812	Praf.g_01803	Syab.g_00768
OG0000813	Praf.g_01804	Syab.g_00767
OG0000814	Praf.g_01806	Syab.g_00765
OG0000815	Praf.g_01807	Syab.g_00760
OG0000816	Praf.g_01809	Syab.g_00758
OG0000817	Praf.g_01810	Syab.g_00757
OG0000818	Praf.g_01822	Syab.g_00751
OG0000819	Praf.g_01823	Syab.g_00750
OG0000820	Praf.g_01824	Syab.g_00749
OG0000821	Praf.g_01831	Syab.g_00743
OG0000822	Praf.g_01833	Syab.g_00741
OG0000823	Praf.g_01834	Syab.g_00740
OG0000824	Praf.g_01838	Syab.g_00735
OG0000825	Praf.g_01839	Syab.g_00734
OG0000826	Praf.g_01840	Syab.g_00733
OG0000827	Praf.g_01841	Syab.g_00732
OG0000828	Praf.g_01844	Syab.g_00729
OG0000829	Praf.g_01845	Syab.g_00728
OG0000830	Praf.g_01846	Syab.g_00727
OG0000831	Praf.g_01849	Syab.g_00725
OG0000832	Praf.g_00542	Syab.g_02169
OG0000833	Praf.g_00534	Syab.g_02178
OG0000834	Praf.g_00533	Syab.g_02181
OG0000835	Praf.g_00532	Syab.g_02182
OG0000836	Praf.g_00530	Syab.g_02185
OG0000837	Praf.g_00529	Syab.g_02186
OG0000838	Praf.g_00525	Syab.g_02190
OG0000839	Praf.g_00524	Syab.g_02191
OG0000840	Praf.g_00523	Syab.g_02192
OG0000841	Praf.g_00522	Syab.g_02193
OG0000842	Praf.g_00521	Syab.g_02194
OG0000843	Praf.g_00520	Syab.g_02195
OG0000844	Praf.g_00518	Syab.g_02197
OG0000845	Praf.g_00517	Syab.g_02198
OG0000846	Praf.g_00516	Syab.g_02199
OG0000847	Praf.g_00515	Syab.g_02200
OG0000848	Praf.g_00513	Syab.g_02202
OG0000849	Praf.g_00512	Syab.g_02203
OG0000850	Praf.g_00511	Syab.g_02212
OG0000851	Praf.g_00508	Syab.g_02226
OG0000852	Praf.g_00507	Syab.g_02227
OG0000853	Praf.g_00502	Syab.g_02233
OG0000854	Praf.g_00500	Syab.g_02235
OG0000855	Praf.g_00499	Syab.g_02236
OG0000856	Praf.g_01677	Syab.g_01889
OG0000857	Praf.g_01546	Syab.g_01290
OG0000858	Praf.g_00490	Syab.g_02244
OG0000859	Praf.g_00489	Syab.g_02245
OG0000860	Praf.g_00478	Syab.g_02258
OG0000861	Praf.g_00477	Syab.g_02259
OG0000862	Praf.g_00475	Syab.g_02261
OG0000863	Praf.g_00472	Syab.g_02265
OG0000864	Praf.g_00471	Syab.g_02266
OG0000865	Praf.g_00470	Syab.g_02267
OG0000866	Praf.g_00469	Syab.g_02268
OG0000867	Praf.g_00468	Syab.g_02269
OG0000868	Praf.g_00466	Syab.g_02287
OG0000869	Praf.g_00463	Syab.g_02292
OG0000870	Praf.g_00458	Syab.g_02297
OG0000871	Praf.g_00457	Syab.g_02298
OG0000872	Praf.g_00455	Syab.g_02305
OG0000873	Praf.g_00452	Syab.g_02308
OG0000874	Praf.g_00448	Syab.g_02311
OG0000875	Praf.g_00447	Syab.g_02313
OG0000876	Praf.g_00446	Syab.g_02315
OG0000877	Praf.g_00443	Syab.g_02317
OG0000878	Praf.g_00442	Syab.g_02318
OG0000879	Praf.g_00441	Syab.g_02319
OG0000880	Praf.g_00440	Syab.g_02320
OG0000881	Praf.g_00434	Syab.g_02325
OG0000882	Praf.g_00429	Syab.g_02330
OG0000883	Praf.g_00427	Syab.g_02332
OG0000884	Praf.g_00425	Syab.g_02334
OG0000885	Praf.g_00424	Syab.g_02335
OG0000886	Praf.g_00423	Syab.g_02336
OG0000887	Praf.g_00422	Syab.g_02338
OG0000888	Praf.g_00420	Syab.g_02340
OG0000889	Praf.g_00418	Syab.g_02342
OG0000890	Praf.g_00405	Syab.g_02348
OG0000891	Praf.g_00404	Syab.g_02349
OG0000892	Praf.g_00402	Syab.g_02353
OG0000893	Praf.g_02202	Syab.g_00366
OG0000894	Praf.g_02199	Syab.g_00369
OG0000895	Praf.g_02195	Syab.g_00373
OG0000896	Praf.g_02194	Syab.g_00374
OG0000897	Praf.g_02192	Syab.g_00376
OG0000898	Praf.g_02191	Syab.g_00377
OG0000899	Praf.g_02190	Syab.g_00378
OG0000900	Praf.g_02189	Syab.g_00379
OG0000901	Praf.g_02185	Syab.g_00384
OG0000902	Praf.g_02183	Syab.g_00386
OG0000903	Praf.g_02170	Syab.g_00399
OG0000904	Praf.g_02175	Syab.g_00395
OG0000905	Praf.g_02177	Syab.g_00390
OG0000906	Praf.g_02179	Syab.g_00388
OG0000907	Praf.g_02163	Syab.g_00401
OG0000908	Praf.g_02160	Syab.g_00404
OG0000909	Praf.g_02159	Syab.g_00405
OG0000910	Praf.g_02158	Syab.g_00406
OG0000911	Praf.g_02156	Syab.g_00408
OG0000912	Praf.g_02155	Syab.g_00409
OG0000913	Praf.g_02154	Syab.g_00410
OG0000914	Praf.g_02153	Syab.g_00411
OG0000915	Praf.g_02152	Syab.g_00412
OG0000916	Praf.g_02151	Syab.g_00413
OG0000917	Praf.g_02150	Syab.g_00414
OG0000918	Praf.g_02149	Syab.g_00415
OG0000919	Praf.g_02148	Syab.g_00416
OG0000920	Praf.g_02147	Syab.g_00417
OG0000921	Praf.g_02146	Syab.g_00418
OG0000922	Praf.g_02145	Syab.g_00419
OG0000923	Praf.g_02141	Syab.g_00423
OG0000924	Praf.g_02140	Syab.g_00424
OG0000925	Praf.g_02139	Syab.g_00425
OG0000926	Praf.g_02138	Syab.g_00426
OG0000927	Praf.g_02136	Syab.g_00428
OG0000928	Praf.g_02135	Syab.g_00429
OG0000929	Praf.g_02134	Syab.g_00430
OG0000930	Praf.g_02133	Syab.g_00431
OG0000931	Praf.g_02132	Syab.g_00432
OG0000932	Praf.g_02131	Syab.g_00433
OG0000933	Praf.g_02126	Syab.g_00439
OG0000934	Praf.g_02124	Syab.g_00441
OG0000935	Praf.g_02123	Syab.g_00442
OG0000936	Praf.g_02122	Syab.g_00443
OG0000937	Praf.g_02121	Syab.g_00444
OG0000938	Praf.g_02118	Syab.g_00447
OG0000939	Praf.g_02117	Syab.g_00448
OG0000940	Praf.g_02106	Syab.g_00456
OG0000941	Praf.g_02104	Syab.g_00458
OG0000942	Praf.g_02102	Syab.g_00460
OG0000943	Praf.g_02101	Syab.g_00461
OG0000944	Praf.g_02099	Syab.g_00463
OG0000945	Praf.g_02097	Syab.g_00466
OG0000946	Praf.g_02082	Syab.g_00473
OG0000947	Praf.g_02079	Syab.g_00476
OG0000948	Praf.g_02078	Syab.g_00477
OG0000949	Praf.g_02075	Syab.g_00212
OG0000950	Praf.g_02383	Syab.g_00204
OG0000951	Praf.g_02388	Syab.g_00199
OG0000952	Praf.g_02393	Syab.g_00191
OG0000953	Praf.g_02397	Syab.g_00134
OG0000954	Praf.g_00195	Syab.g_00129
OG0000955	Praf.g_00194	Syab.g_00128
OG0000956	Praf.g_00192	Syab.g_00126
OG0000957	Praf.g_00180	Syab.g_00115
OG0000958	Praf.g_00179	Syab.g_00114
OG0000959	Praf.g_00175	Syab.g_00110
OG0000960	Praf.g_00174	Syab.g_00109
OG0000961	Praf.g_00165	Syab.g_00100
OG0000962	Praf.g_00163	Syab.g_00098
OG0000963	Praf.g_00157	Syab.g_00093
OG0000964	Praf.g_00156	Syab.g_00092
OG0000965	Praf.g_00155	Syab.g_00091
OG0000966	Praf.g_00089	Syab.g_00082
OG0000967	Praf.g_00082	Syab.g_00078
OG0000968	Praf.g_00077	Syab.g_00075
OG0000969	Praf.g_00075	Syab.g_00073
OG0000970	Praf.g_00074	Syab.g_00072
OG0000971	Praf.g_00072	Syab.g_00070
OG0000972	Praf.g_00071	Syab.g_00069
OG0000973	Praf.g_00070	Syab.g_00068
OG0000974	Praf.g_00069	Syab.g_00067
OG0000975	Praf.g_00068	Syab.g_00066
OG0000976	Praf.g_00067	Syab.g_00065
OG0000977	Praf.g_00064	Syab.g_00063
OG0000978	Praf.g_00063	Syab.g_00062
OG0000979	Praf.g_00060	Syab.g_00059
OG0000980	Praf.g_00056	Syab.g_00056
OG0000981	Praf.g_00053	Syab.g_00053
OG0000982	Praf.g_02657	Syab.g_02756
OG0000983	Praf.g_02658	Syab.g_02757
OG0000984	Praf.g_02659	Syab.g_02758
OG0000985	Praf.g_02663	Syab.g_02762
OG0000986	Praf.g_02665	Syab.g_02764
OG0000987	Praf.g_02667	Syab.g_02768
OG0000988	Praf.g_02671	Syab.g_02774
OG0000989	Praf.g_02680	Syab.g_02792
OG0000990	Praf.g_02702	Syab.g_02811
OG0000991	Praf.g_02716	Syab.g_02818
OG0000992	Praf.g_02719	Syab.g_02821
OG0000993	Praf.g_02720	Syab.g_02822
OG0000994	Praf.g_02723	Syab.g_02826
OG0000995	Praf.g_02730	Syab.g_02835
OG0000996	Praf.g_02743	Syab.g_02866
OG0000997	Praf.g_02753	Syab.g_02875
OG0000998	Praf.g_02755	Syab.g_02877
OG0000999	Praf.g_02756	Syab.g_02878
OG0001000	Praf.g_02759	Syab.g_02881
OG0001001	Praf.g_02764	Syab.g_02888
OG0001002	Praf.g_02770	Syab.g_02900
OG0001003	Praf.g_02772	Syab.g_02902
OG0001004	Praf.g_02773	Syab.g_02903
OG0001005	Praf.g_02775	Syab.g_02905
OG0001006	Praf.g_02781	Syab.g_02912
OG0001007	Praf.g_02783	Syab.g_02914
OG0001008	Praf.g_01988	Syab.g_00584
OG0001009	Praf.g_00032	Syab.g_00033
OG0001010	Praf.g_00033	Syab.g_00034
OG0001011	Praf.g_00035	Syab.g_00035
OG0001012	Praf.g_02654	Syab.g_02752
OG0001013	Praf.g_02603	Syab.g_02716
OG0001014	Praf.g_02597	Syab.g_02712
OG0001015	Praf.g_02596	Syab.g_02711
OG0001016	Praf.g_00316	Syab.g_02439
OG0001017	Praf.g_00310	Syab.g_02445
OG0001018	Praf.g_00308	Syab.g_02447
OG0001019	Praf.g_00296	Syab.g_02469
OG0001020	Praf.g_00268	Syab.g_02477
OG0001021	Praf.g_00264	Syab.g_02481
OG0001022	Praf.g_00259	Syab.g_02485
OG0001023	Praf.g_00258	Syab.g_02486
OG0001024	Praf.g_00254	Syab.g_02490
OG0001025	Praf.g_00247	Syab.g_02497
OG0001026	Praf.g_00230	Syab.g_02510
OG0001027	Praf.g_00225	Syab.g_02515
OG0001028	Praf.g_00223	Syab.g_02517
OG0001029	Praf.g_00221	Syab.g_02519
OG0001030	Praf.g_02408	Syab.g_02540
OG0001031	Praf.g_02497	Syab.g_02615
OG0001032	Praf.g_02500	Syab.g_02617
OG0001033	Praf.g_02533	Syab.g_02675
OG0001034	Praf.g_00385	Syab.g_02370
OG0001035	Praf.g_02243	Syab.g_00335
OG0001036	Praf.g_02247	Syab.g_00327
OG0001037	Praf.g_02249	Syab.g_00325
OG0001038	Praf.g_02277	Syab.g_00297
OG0001039	Praf.g_02280	Syab.g_00294
OG0001040	Praf.g_02283	Syab.g_00291
OG0001041	Praf.g_02288	Syab.g_00286
OG0001042	Praf.g_02316	Syab.g_00254
OG0001043	Praf.g_02318	Syab.g_00250
OG0001044	Praf.g_02055	Syab.g_00522
OG0001045	Praf.g_02044	Syab.g_00534
OG0001046	Praf.g_00495	Syab.g_01352
OG0001047	Praf.g_01986	Syab.g_00586
OG0001048	Praf.g_01985	Syab.g_00587
OG0001049	Praf.g_01982	Syab.g_00590
OG0001050	Praf.g_01981	Syab.g_00591
OG0001051	Praf.g_01980	Syab.g_00592
OG0001052	Praf.g_01911	Syab.g_00693
OG0001053	Praf.g_00598	Syab.g_02099
OG0001054	Praf.g_00615	Syab.g_02118
OG0001055	Praf.g_00636	Syab.g_02139
OG0001056	Praf.g_00665	Syab.g_02036
OG0001057	Praf.g_00675	Syab.g_00882
OG0001058	Praf.g_00689	Syab.g_02014
OG0001059	Praf.g_00693	Syab.g_02010
OG0001060	Praf.g_00700	Syab.g_02003
OG0001061	Praf.g_00717	Syab.g_01985
OG0001062	Praf.g_00719	Syab.g_01983
OG0001063	Praf.g_00723	Syab.g_01979
OG0001064	Praf.g_00724	Syab.g_01978
OG0001065	Praf.g_00725	Syab.g_01976
OG0001066	Praf.g_00726	Syab.g_01975
OG0001067	Praf.g_00728	Syab.g_01974
OG0001068	Praf.g_00729	Syab.g_01973
OG0001069	Praf.g_00730	Syab.g_01972
OG0001070	Praf.g_00734	Syab.g_01968
OG0001071	Praf.g_00735	Syab.g_01967
OG0001072	Praf.g_00738	Syab.g_01962
OG0001073	Praf.g_00758	Syab.g_01947
OG0001074	Praf.g_01659	Syab.g_01815
OG0001075	Praf.g_01661	Syab.g_01919
OG0001076	Praf.g_01669	Syab.g_01897
OG0001077	Praf.g_01680	Syab.g_01887
OG0001079	Praf.g_01713	Syab.g_01856
OG0001080	Praf.g_01722	Syab.g_01756
OG0001081	Praf.g_01728	Syab.g_01530
OG0001082	Praf.g_01729	Syab.g_01531
OG0001083	Praf.g_01737	Syab.g_01540
OG0001084	Praf.g_01738	Syab.g_01543
OG0001085	Praf.g_01749	Syab.g_01563
OG0001086	Praf.g_01751	Syab.g_01565
OG0001087	Praf.g_01225	Syab.g_01167
OG0001088	Praf.g_01221	Syab.g_01170
OG0001089	Praf.g_01124	Syab.g_01198
OG0001090	Praf.g_01303	Syab.g_01267
OG0001091	Praf.g_01305	Syab.g_01270
OG0001092	Praf.g_01307	Syab.g_01272
OG0001093	Praf.g_01311	Syab.g_01664
OG0001094	Praf.g_01524	Syab.g_01567
OG0001095	Praf.g_01543	Syab.g_01287
OG0001096	Praf.g_01560	Syab.g_01693
OG0001097	Praf.g_01602	Syab.g_01718
OG0001098	Praf.g_01444	Syab.g_01497
OG0001099	Praf.g_00222	Syab.g_02518
OG0001100	Praf.g_01454	Syab.g_01640
OG0001101	Praf.g_01455	Syab.g_01639
OG0001102	Praf.g_01458	Syab.g_01636
OG0001103	Praf.g_01460	Syab.g_01634
OG0001104	Praf.g_01511	Syab.g_01590
OG0001105	Praf.g_01506	Syab.g_01585
OG0001106	Praf.g_01404	Syab.g_01397
OG0001107	Praf.g_01394	Syab.g_01385
OG0001108	Praf.g_01387	Syab.g_01377
OG0001109	Praf.g_01385	Syab.g_01368
OG0001110	Praf.g_01382	Syab.g_01366
OG0001111	Praf.g_01380	Syab.g_01364
OG0001112	Praf.g_01378	Syab.g_01362
OG0001113	Praf.g_01377	Syab.g_01593
OG0001114	Praf.g_01376	Syab.g_01361
OG0001115	Praf.g_01374	Syab.g_01357
OG0001116	Praf.g_01372	Syab.g_01355
OG0001117	Praf.g_01371	Syab.g_01354
OG0001118	Praf.g_01370	Syab.g_01353
OG0001119	Praf.g_01369	Syab.g_01351
OG0001120	Praf.g_01366	Syab.g_01347
OG0001122	Praf.g_01340	Syab.g_01320
OG0001123	Praf.g_01333	Syab.g_01312
OG0001124	Praf.g_01331	Syab.g_01310
OG0001125	Praf.g_01329	Syab.g_01308
OG0001126	Praf.g_01287	Syab.g_01231
OG0001127	Praf.g_01286	Syab.g_01230
OG0001128	Praf.g_01283	Syab.g_01227
OG0001129	Praf.g_01281	Syab.g_01225
OG0001130	Praf.g_01280	Syab.g_01224
OG0001131	Praf.g_01296	Syab.g_01609
OG0001132	Praf.g_01652	Syab.g_01790
OG0001133	Praf.g_01671	Syab.g_01895
OG0001134	Praf.g_02690	Syab.g_01748
OG0001135	Praf.g_02692	Syab.g_01747
OG0001136	Praf.g_00852	Syab.g_00966
OG0001137	Praf.g_00872	Syab.g_00990
OG0001138	Praf.g_00923	Syab.g_01023
OG0001139	Praf.g_00925	Syab.g_01025
OG0001140	Praf.g_00926	Syab.g_01026
OG0001141	Praf.g_00927	Syab.g_01027
OG0001142	Praf.g_00928	Syab.g_01028
OG0001143	Praf.g_00912	Syab.g_01037
OG0001144	Praf.g_00904	Syab.g_01052
OG0001145	Praf.g_00806	Syab.g_00928
OG0001146	Praf.g_00790	Syab.g_00907
OG0001147	Praf.g_01897	Syab.g_00716
OG0001148	Praf.g_00582	Syab.g_02085
OG0001149	Praf.g_00581	Syab.g_02084
OG0001150	Praf.g_00580	Syab.g_02083
OG0001151	Praf.g_00568	Syab.g_02070
OG0001152	Praf.g_00567	Syab.g_02069
OG0001153	Praf.g_01842	Syab.g_00731
OG0001154	Praf.g_01843	Syab.g_00730
OG0001155	Praf.g_00540	Syab.g_02171
OG0001156	Praf.g_00537	Syab.g_02174
