Orthogroup	Praf	Syak
OG0000583	Praf.g_00766	Syak.g_02749
OG0000584	Praf.g_00767	Syak.g_02750
OG0000585	Praf.g_00769	Syak.g_02753
OG0000586	Praf.g_00771	Syak.g_02754
OG0000587	Praf.g_00773	Syak.g_02756
OG0000588	Praf.g_01663	Syak.g_00004
OG0000589	Praf.g_01666	Syak.g_00008
OG0000590	Praf.g_01667	Syak.g_00009
OG0000591	Praf.g_01674	Syak.g_00017
OG0000592	Praf.g_01675	Syak.g_00018
OG0000593	Praf.g_01688	Syak.g_00031
OG0000594	Praf.g_01689	Syak.g_00032
OG0000595	Praf.g_01690	Syak.g_00033
OG0000596	Praf.g_01695	Syak.g_00038
OG0000597	Praf.g_01698	Syak.g_00041
OG0000598	Praf.g_01699	Syak.g_00042
OG0000599	Praf.g_01709	Syak.g_00045
OG0000600	Praf.g_01710	Syak.g_00046
OG0000601	Praf.g_01711	Syak.g_00047
OG0000602	Praf.g_01716	Syak.g_00053
OG0000603	Praf.g_01717	Syak.g_00054
OG0000604	Praf.g_01718	Syak.g_00056
OG0000605	Praf.g_01720	Syak.g_00259
OG0000606	Praf.g_01727	Syak.g_00326
OG0000607	Praf.g_01730	Syak.g_00329
OG0000608	Praf.g_01731	Syak.g_00330
OG0000609	Praf.g_01733	Syak.g_00332
OG0000610	Praf.g_01741	Syak.g_00347
OG0000611	Praf.g_01744	Syak.g_00350
OG0000612	Praf.g_01745	Syak.g_00351
OG0000613	Praf.g_02344	Syak.g_01525
OG0000614	Praf.g_01207	Syak.g_00705
OG0000615	Praf.g_01489	Syak.g_00393
OG0000616	Praf.g_02767	Syak.g_01810
OG0000617	Praf.g_01308	Syak.g_00799
OG0000618	Praf.g_01309	Syak.g_00798
OG0000619	Praf.g_01310	Syak.g_00797
OG0000620	Praf.g_01314	Syak.g_00779
OG0000621	Praf.g_01315	Syak.g_00780
OG0000622	Praf.g_01316	Syak.g_00781
OG0000623	Praf.g_01317	Syak.g_00782
OG0000624	Praf.g_01318	Syak.g_00784
OG0000625	Praf.g_01319	Syak.g_00785
OG0000626	Praf.g_01320	Syak.g_00786
OG0000627	Praf.g_01441	Syak.g_00561
OG0000628	Praf.g_01440	Syak.g_00560
OG0000629	Praf.g_01437	Syak.g_00556
OG0000630	Praf.g_01433	Syak.g_00552
OG0000631	Praf.g_01429	Syak.g_00545
OG0000632	Praf.g_01428	Syak.g_00544
OG0000633	Praf.g_01427	Syak.g_00542
OG0000634	Praf.g_01526	Syak.g_00430
OG0000635	Praf.g_01527	Syak.g_00431
OG0000636	Praf.g_01529	Syak.g_00433
OG0000637	Praf.g_01531	Syak.g_00435
OG0000638	Praf.g_01532	Syak.g_00436
OG0000639	Praf.g_01533	Syak.g_00437
OG0000640	Praf.g_01534	Syak.g_00438
OG0000641	Praf.g_01538	Syak.g_00442
OG0000642	Praf.g_01539	Syak.g_00443
OG0000643	Praf.g_01540	Syak.g_00444
OG0000644	Praf.g_01541	Syak.g_00445
OG0000645	Praf.g_01542	Syak.g_00447
OG0000646	Praf.g_01545	Syak.g_00450
OG0000647	Praf.g_01547	Syak.g_00452
OG0000648	Praf.g_01549	Syak.g_00456
OG0000649	Praf.g_01550	Syak.g_00457
OG0000650	Praf.g_01551	Syak.g_00458
OG0000651	Praf.g_01552	Syak.g_00459
OG0000652	Praf.g_01553	Syak.g_00460
OG0000653	Praf.g_01557	Syak.g_00462
OG0000654	Praf.g_01558	Syak.g_00625
OG0000655	Praf.g_01559	Syak.g_00624
OG0000656	Praf.g_01562	Syak.g_00621
OG0000657	Praf.g_01592	Syak.g_00609
OG0000658	Praf.g_01594	Syak.g_00606
OG0000659	Praf.g_01595	Syak.g_00605
OG0000660	Praf.g_01599	Syak.g_00601
OG0000661	Praf.g_01601	Syak.g_00599
OG0000662	Praf.g_01603	Syak.g_00597
OG0000663	Praf.g_01606	Syak.g_00594
OG0000664	Praf.g_01607	Syak.g_00593
OG0000665	Praf.g_01620	Syak.g_00086
OG0000666	Praf.g_01622	Syak.g_00078
OG0000667	Praf.g_01629	Syak.g_00340
OG0000668	Praf.g_01339	Syak.g_00643
OG0000669	Praf.g_01638	Syak.g_00363
OG0000670	Praf.g_00961	Syak.g_00366
OG0000671	Praf.g_01456	Syak.g_00368
OG0000672	Praf.g_01459	Syak.g_00371
OG0000673	Praf.g_01462	Syak.g_00374
OG0000674	Praf.g_01464	Syak.g_00376
OG0000675	Praf.g_01465	Syak.g_00377
OG0000676	Praf.g_01467	Syak.g_00379
OG0000677	Praf.g_01469	Syak.g_00380
OG0000678	Praf.g_01475	Syak.g_00386
OG0000679	Praf.g_01494	Syak.g_00397
OG0000680	Praf.g_01495	Syak.g_00398
OG0000681	Praf.g_01497	Syak.g_00401
OG0000682	Praf.g_01498	Syak.g_00402
OG0000683	Praf.g_01499	Syak.g_00403
OG0000684	Praf.g_01512	Syak.g_00409
OG0000685	Praf.g_01510	Syak.g_00411
OG0000686	Praf.g_01509	Syak.g_00412
OG0000687	Praf.g_01508	Syak.g_00413
OG0000688	Praf.g_01515	Syak.g_00418
OG0000689	Praf.g_01516	Syak.g_00421
OG0000690	Praf.g_01517	Syak.g_00422
OG0000691	Praf.g_01519	Syak.g_00423
OG0000692	Praf.g_01520	Syak.g_00424
OG0000693	Praf.g_01522	Syak.g_00426
OG0000694	Praf.g_01523	Syak.g_00427
OG0000695	Praf.g_01425	Syak.g_00540
OG0000696	Praf.g_01424	Syak.g_00539
OG0000697	Praf.g_01422	Syak.g_00538
OG0000698	Praf.g_01419	Syak.g_00535
OG0000699	Praf.g_01417	Syak.g_00534
OG0000700	Praf.g_01416	Syak.g_00533
OG0000701	Praf.g_01415	Syak.g_00532
OG0000702	Praf.g_01408	Syak.g_00522
OG0000703	Praf.g_01407	Syak.g_00521
OG0000704	Praf.g_01405	Syak.g_00519
OG0000705	Praf.g_01399	Syak.g_00511
OG0000706	Praf.g_01398	Syak.g_00510
OG0000707	Praf.g_01397	Syak.g_00509
OG0000708	Praf.g_01395	Syak.g_00506
OG0000709	Praf.g_01388	Syak.g_00498
OG0000710	Praf.g_01383, Praf.g_01384	Syak.g_00494
OG0000711	Praf.g_01360	Syak.g_00466
OG0000712	Praf.g_01359	Syak.g_00464
OG0000713	Praf.g_01358	Syak.g_00463
OG0000714	Praf.g_01355	Syak.g_00629
OG0000715	Praf.g_01353	Syak.g_00631
OG0000716	Praf.g_01349	Syak.g_00635
OG0000717	Praf.g_01348	Syak.g_00636
OG0000718	Praf.g_01343	Syak.g_00640
OG0000719	Praf.g_01341	Syak.g_00642
OG0000720	Praf.g_01328	Syak.g_00655
OG0000721	Praf.g_01327	Syak.g_00657
OG0000722	Praf.g_01326	Syak.g_00658
OG0000723	Praf.g_01322	Syak.g_00790
OG0000724	Praf.g_01279	Syak.g_00749
OG0000725	Praf.g_01270	Syak.g_00731
OG0000726	Praf.g_01269	Syak.g_00730
OG0000727	Praf.g_01268	Syak.g_00729
OG0000728	Praf.g_01267	Syak.g_00727
OG0000729	Praf.g_00162	Syak.g_01683
OG0000730	Praf.g_02056	Syak.g_01248
OG0000731	Praf.g_02047	Syak.g_01237
OG0000732	Praf.g_00055	Syak.g_01739
OG0000733	Praf.g_02698	Syak.g_01905
OG0000734	Praf.g_00233	Syak.g_02184
OG0000735	Praf.g_00822	Syak.g_00914
OG0000736	Praf.g_00823	Syak.g_00913
OG0000737	Praf.g_00824	Syak.g_00912
OG0000738	Praf.g_00830	Syak.g_00907
OG0000739	Praf.g_00832	Syak.g_00906
OG0000740	Praf.g_00833	Syak.g_00905
OG0000741	Praf.g_00836	Syak.g_00902
OG0000742	Praf.g_00853	Syak.g_00899
OG0000743	Praf.g_00855	Syak.g_00897
OG0000744	Praf.g_00856	Syak.g_00896
OG0000745	Praf.g_00858	Syak.g_00894
OG0000746	Praf.g_00860	Syak.g_00892
OG0000747	Praf.g_00861	Syak.g_00891
OG0000748	Praf.g_00873	Syak.g_00875
OG0000749	Praf.g_00874	Syak.g_00874
OG0000750	Praf.g_00875	Syak.g_00873
OG0000751	Praf.g_00880	Syak.g_00862
OG0000752	Praf.g_00882	Syak.g_00860
OG0000753	Praf.g_00885	Syak.g_00857
OG0000754	Praf.g_00914	Syak.g_00852
OG0000755	Praf.g_00921	Syak.g_00841
OG0000756	Praf.g_00922	Syak.g_00840
OG0000757	Praf.g_00929	Syak.g_00833
OG0000758	Praf.g_00930	Syak.g_00832
OG0000759	Praf.g_00931	Syak.g_00831
OG0000760	Praf.g_00932	Syak.g_00830
OG0000761	Praf.g_00933	Syak.g_00829
OG0000762	Praf.g_00913	Syak.g_00827
OG0000763	Praf.g_00911	Syak.g_00825
OG0000764	Praf.g_00910	Syak.g_00824
OG0000765	Praf.g_00895	Syak.g_00669
OG0000766	Praf.g_00894	Syak.g_00670
OG0000767	Praf.g_00892	Syak.g_00672
OG0000768	Praf.g_00891	Syak.g_00673
OG0000769	Praf.g_00887	Syak.g_00675
OG0000770	Praf.g_00937	Syak.g_00678
OG0000771	Praf.g_01285	Syak.g_00755
OG0000772	Praf.g_00548	Syak.g_02048
OG0000773	Praf.g_00808	Syak.g_00921
OG0000774	Praf.g_00804	Syak.g_00926
OG0000775	Praf.g_00802	Syak.g_00929
OG0000776	Praf.g_00801	Syak.g_00930
OG0000777	Praf.g_00800	Syak.g_00931
OG0000778	Praf.g_00799	Syak.g_00932
OG0000779	Praf.g_00794	Syak.g_00938
OG0000780	Praf.g_00791	Syak.g_00942
OG0000781	Praf.g_00787	Syak.g_00946
OG0000782	Praf.g_00786	Syak.g_00947
OG0000783	Praf.g_00785	Syak.g_00948
OG0000784	Praf.g_00784	Syak.g_00949
OG0000785	Praf.g_00782	Syak.g_00951
OG0000786	Praf.g_00777	Syak.g_00956
OG0000787	Praf.g_00776	Syak.g_00957
OG0000788	Praf.g_01996	Syak.g_00048
OG0000789	Praf.g_01001	Syak.g_00085
OG0000790	Praf.g_00579	Syak.g_02560
OG0000791	Praf.g_00577	Syak.g_02558
OG0000792	Praf.g_00576	Syak.g_02557
OG0000793	Praf.g_00572	Syak.g_02552
OG0000794	Praf.g_00571	Syak.g_02551
OG0000795	Praf.g_00570	Syak.g_02550
OG0000796	Praf.g_00566	Syak.g_02547
OG0000797	Praf.g_00565	Syak.g_02546
OG0000798	Praf.g_02276	Syak.g_01456
OG0000799	Praf.g_01765	Syak.g_00981
OG0000800	Praf.g_01766	Syak.g_00989
OG0000801	Praf.g_01767	Syak.g_00990
OG0000802	Praf.g_01773	Syak.g_00995
OG0000803	Praf.g_01779	Syak.g_01021
OG0000804	Praf.g_01781	Syak.g_01026
OG0000805	Praf.g_01783	Syak.g_01029
OG0000806	Praf.g_01785	Syak.g_01031
OG0000807	Praf.g_01787	Syak.g_01033
OG0000808	Praf.g_01788	Syak.g_01034
OG0000809	Praf.g_01792	Syak.g_01038
OG0000810	Praf.g_01793	Syak.g_01039
OG0000811	Praf.g_01801	Syak.g_01045
OG0000812	Praf.g_01803	Syak.g_01047
OG0000813	Praf.g_01804	Syak.g_01048
OG0000814	Praf.g_01806	Syak.g_01051
OG0000815	Praf.g_01807	Syak.g_01053
OG0000816	Praf.g_01809	Syak.g_01055
OG0000817	Praf.g_01810	Syak.g_01056
OG0000818	Praf.g_01822	Syak.g_01060
OG0000819	Praf.g_01823	Syak.g_01064
OG0000820	Praf.g_01824	Syak.g_01065
OG0000821	Praf.g_01831	Syak.g_01071
OG0000822	Praf.g_01833	Syak.g_01073
OG0000823	Praf.g_01834	Syak.g_01074
OG0000824	Praf.g_01838	Syak.g_01080
OG0000825	Praf.g_01839	Syak.g_01081
OG0000826	Praf.g_01840	Syak.g_01082
OG0000827	Praf.g_01841	Syak.g_01083
OG0000828	Praf.g_01844	Syak.g_01086
OG0000829	Praf.g_01845	Syak.g_01087
OG0000830	Praf.g_01846	Syak.g_01088
OG0000831	Praf.g_01849	Syak.g_01091
OG0000832	Praf.g_00542	Syak.g_02482
OG0000833	Praf.g_00534	Syak.g_02473
OG0000834	Praf.g_00533	Syak.g_02470
OG0000835	Praf.g_00532	Syak.g_02469
OG0000836	Praf.g_00530	Syak.g_02466
OG0000837	Praf.g_00529	Syak.g_02465
OG0000838	Praf.g_00525	Syak.g_02461
OG0000839	Praf.g_00524	Syak.g_02460
OG0000840	Praf.g_00523	Syak.g_02459
OG0000841	Praf.g_00522	Syak.g_02458
OG0000842	Praf.g_00521	Syak.g_02457
OG0000843	Praf.g_00520	Syak.g_02456
OG0000844	Praf.g_00518	Syak.g_02454
OG0000845	Praf.g_00517	Syak.g_02453
OG0000846	Praf.g_00516	Syak.g_02452
OG0000847	Praf.g_00515	Syak.g_02451
OG0000848	Praf.g_00513	Syak.g_02449
OG0000849	Praf.g_00512	Syak.g_02448
OG0000850	Praf.g_00511	Syak.g_02445
OG0000851	Praf.g_00508	Syak.g_02440
OG0000852	Praf.g_00507	Syak.g_02439
OG0000853	Praf.g_00502	Syak.g_02435
OG0000854	Praf.g_00500	Syak.g_02433
OG0000855	Praf.g_00499	Syak.g_02432
OG0000856	Praf.g_01677	Syak.g_00021
OG0000857	Praf.g_01546	Syak.g_00451
OG0000858	Praf.g_00490	Syak.g_02426
OG0000859	Praf.g_00489	Syak.g_02425
OG0000860	Praf.g_00478	Syak.g_02414
OG0000861	Praf.g_00477	Syak.g_02413
OG0000862	Praf.g_00475	Syak.g_02412
OG0000863	Praf.g_00472	Syak.g_02409
OG0000864	Praf.g_00471	Syak.g_02408
OG0000865	Praf.g_00470	Syak.g_02407
OG0000866	Praf.g_00469	Syak.g_02406
OG0000867	Praf.g_00468	Syak.g_02405
OG0000868	Praf.g_00466	Syak.g_02402
OG0000869	Praf.g_00463	Syak.g_02398
OG0000870	Praf.g_00458	Syak.g_02393
OG0000871	Praf.g_00457	Syak.g_02392
OG0000872	Praf.g_00455	Syak.g_02386
OG0000873	Praf.g_00452	Syak.g_02383
OG0000874	Praf.g_00448	Syak.g_02379
OG0000875	Praf.g_00447	Syak.g_02377
OG0000876	Praf.g_00446	Syak.g_02375
OG0000877	Praf.g_00443	Syak.g_02372
OG0000878	Praf.g_00442	Syak.g_02371
OG0000879	Praf.g_00441	Syak.g_02370
OG0000880	Praf.g_00440	Syak.g_02369
OG0000881	Praf.g_00434	Syak.g_02363
OG0000882	Praf.g_00429	Syak.g_02358
OG0000883	Praf.g_00427	Syak.g_02355
OG0000884	Praf.g_00425	Syak.g_02353
OG0000885	Praf.g_00424	Syak.g_02352
OG0000886	Praf.g_00423	Syak.g_02351
OG0000887	Praf.g_00422	Syak.g_02350
OG0000888	Praf.g_00420	Syak.g_02348
OG0000889	Praf.g_00418	Syak.g_02346
OG0000890	Praf.g_00405	Syak.g_02334
OG0000891	Praf.g_00404	Syak.g_02333
OG0000892	Praf.g_00402	Syak.g_02329
OG0000893	Praf.g_02202	Syak.g_01393
OG0000894	Praf.g_02199	Syak.g_01390
OG0000895	Praf.g_02195	Syak.g_01386
OG0000896	Praf.g_02194	Syak.g_01385
OG0000897	Praf.g_02192	Syak.g_01383
OG0000898	Praf.g_02191	Syak.g_01382
OG0000899	Praf.g_02190	Syak.g_01381
OG0000900	Praf.g_02189	Syak.g_01380
OG0000901	Praf.g_02185	Syak.g_01375
OG0000902	Praf.g_02183	Syak.g_01368
OG0000903	Praf.g_02170	Syak.g_01353
OG0000904	Praf.g_02175	Syak.g_01358
OG0000905	Praf.g_02177	Syak.g_01363
OG0000906	Praf.g_02179	Syak.g_01366
OG0000907	Praf.g_02163	Syak.g_01351
OG0000908	Praf.g_02160	Syak.g_01348
OG0000909	Praf.g_02159	Syak.g_01347
OG0000910	Praf.g_02158	Syak.g_01346
OG0000911	Praf.g_02156	Syak.g_01344
OG0000912	Praf.g_02155	Syak.g_01343
OG0000913	Praf.g_02154	Syak.g_01342
OG0000914	Praf.g_02153	Syak.g_01341
OG0000915	Praf.g_02152	Syak.g_01339
OG0000916	Praf.g_02151	Syak.g_01338
OG0000917	Praf.g_02150	Syak.g_01337
OG0000918	Praf.g_02149	Syak.g_01336
OG0000919	Praf.g_02148	Syak.g_01335
OG0000920	Praf.g_02147	Syak.g_01334
OG0000921	Praf.g_02146	Syak.g_01333
OG0000922	Praf.g_02145	Syak.g_01332
OG0000923	Praf.g_02141	Syak.g_01328
OG0000924	Praf.g_02140	Syak.g_01327
OG0000925	Praf.g_02139	Syak.g_01326
OG0000926	Praf.g_02138	Syak.g_01325
OG0000927	Praf.g_02136	Syak.g_01323
OG0000928	Praf.g_02135	Syak.g_01322
OG0000929	Praf.g_02134	Syak.g_01321
OG0000930	Praf.g_02133	Syak.g_01320
OG0000931	Praf.g_02132	Syak.g_01319
OG0000932	Praf.g_02131	Syak.g_01318
OG0000933	Praf.g_02126	Syak.g_01312
OG0000934	Praf.g_02124	Syak.g_01310
OG0000935	Praf.g_02123	Syak.g_01309
OG0000936	Praf.g_02122	Syak.g_01308
OG0000937	Praf.g_02121	Syak.g_01307
OG0000938	Praf.g_02118	Syak.g_01304
OG0000939	Praf.g_02117	Syak.g_01303
OG0000940	Praf.g_02106	Syak.g_01297
OG0000941	Praf.g_02104	Syak.g_01295
OG0000942	Praf.g_02102	Syak.g_01293
OG0000943	Praf.g_02101	Syak.g_01292
OG0000944	Praf.g_02099	Syak.g_01290
OG0000945	Praf.g_02097	Syak.g_01288
OG0000946	Praf.g_02082	Syak.g_01283
OG0000947	Praf.g_02079	Syak.g_01280
OG0000948	Praf.g_02078	Syak.g_01279
OG0000949	Praf.g_02075	Syak.g_01551
OG0000950	Praf.g_02383	Syak.g_01562
OG0000951	Praf.g_02388	Syak.g_01569
OG0000952	Praf.g_02393	Syak.g_01574
OG0000953	Praf.g_02397	Syak.g_01627
OG0000954	Praf.g_00195	Syak.g_01633
OG0000955	Praf.g_00194	Syak.g_01634
OG0000956	Praf.g_00192	Syak.g_01636
OG0000957	Praf.g_00180	Syak.g_01648
OG0000958	Praf.g_00179	Syak.g_01649
OG0000959	Praf.g_00175	Syak.g_01653
OG0000960	Praf.g_00174	Syak.g_01654
OG0000961	Praf.g_00165	Syak.g_01679
OG0000962	Praf.g_00163	Syak.g_01682
OG0000963	Praf.g_00157	Syak.g_01687
OG0000964	Praf.g_00156	Syak.g_01688
OG0000965	Praf.g_00155	Syak.g_01689
OG0000966	Praf.g_00089	Syak.g_01711
OG0000967	Praf.g_00082	Syak.g_01715
OG0000968	Praf.g_00077	Syak.g_01719
OG0000969	Praf.g_00075	Syak.g_01721
OG0000970	Praf.g_00074	Syak.g_01722
OG0000971	Praf.g_00072	Syak.g_01724
OG0000972	Praf.g_00071	Syak.g_01725
OG0000973	Praf.g_00070	Syak.g_01726
OG0000974	Praf.g_00069	Syak.g_01727
OG0000975	Praf.g_00068	Syak.g_01728
OG0000976	Praf.g_00067	Syak.g_01729
OG0000977	Praf.g_00064	Syak.g_01731
OG0000978	Praf.g_00063	Syak.g_01732
OG0000979	Praf.g_00060	Syak.g_01735
OG0000980	Praf.g_00056	Syak.g_01738
OG0000981	Praf.g_00053	Syak.g_01741
OG0000982	Praf.g_02657	Syak.g_01941
OG0000983	Praf.g_02658	Syak.g_01940
OG0000984	Praf.g_02659	Syak.g_01939
OG0000985	Praf.g_02663	Syak.g_01935
OG0000986	Praf.g_02665	Syak.g_01933
OG0000987	Praf.g_02667	Syak.g_01931
OG0000988	Praf.g_02671	Syak.g_01925
OG0000989	Praf.g_02680	Syak.g_01912
OG0000990	Praf.g_02702	Syak.g_01900
OG0000991	Praf.g_02716	Syak.g_01896
OG0000992	Praf.g_02719	Syak.g_01893
OG0000993	Praf.g_02720	Syak.g_01892
OG0000994	Praf.g_02723	Syak.g_01889
OG0000995	Praf.g_02730	Syak.g_01880
OG0000996	Praf.g_02743	Syak.g_01839
OG0000997	Praf.g_02753	Syak.g_01828
OG0000998	Praf.g_02755	Syak.g_01826
OG0000999	Praf.g_02756	Syak.g_01825
OG0001000	Praf.g_02759	Syak.g_01821
OG0001001	Praf.g_02764	Syak.g_01814
OG0001002	Praf.g_02770	Syak.g_01807
OG0001003	Praf.g_02772	Syak.g_01806
OG0001004	Praf.g_02773	Syak.g_01805
OG0001005	Praf.g_02775	Syak.g_01804
OG0001006	Praf.g_02781	Syak.g_01797
OG0001007	Praf.g_02783	Syak.g_01795
OG0001008	Praf.g_01988	Syak.g_01190
OG0001009	Praf.g_00032	Syak.g_01762
OG0001010	Praf.g_00033	Syak.g_01761
OG0001011	Praf.g_00035	Syak.g_01759
OG0001012	Praf.g_02654	Syak.g_01946
OG0001013	Praf.g_02603	Syak.g_01969
OG0001014	Praf.g_02597	Syak.g_01975
OG0001015	Praf.g_02596	Syak.g_01976
OG0001016	Praf.g_00316	Syak.g_02250
OG0001017	Praf.g_00310	Syak.g_02244
OG0001018	Praf.g_00308	Syak.g_02242
OG0001019	Praf.g_00296	Syak.g_02218
OG0001020	Praf.g_00268	Syak.g_02214
OG0001021	Praf.g_00264	Syak.g_02210
OG0001022	Praf.g_00259	Syak.g_02205
OG0001023	Praf.g_00258	Syak.g_02204
OG0001024	Praf.g_00254	Syak.g_02201
OG0001025	Praf.g_00247	Syak.g_02195
OG0001026	Praf.g_00230	Syak.g_02182
OG0001027	Praf.g_00225	Syak.g_02178
OG0001028	Praf.g_00223	Syak.g_02176
OG0001029	Praf.g_00221	Syak.g_02174
OG0001030	Praf.g_02408	Syak.g_02153
OG0001031	Praf.g_02497	Syak.g_02079
OG0001032	Praf.g_02500	Syak.g_02077
OG0001033	Praf.g_02533	Syak.g_02037
OG0001034	Praf.g_00385	Syak.g_02305
OG0001035	Praf.g_02243	Syak.g_01422
OG0001036	Praf.g_02247	Syak.g_01427
OG0001037	Praf.g_02249	Syak.g_01429
OG0001038	Praf.g_02277	Syak.g_01457
OG0001039	Praf.g_02280	Syak.g_01460
OG0001040	Praf.g_02283	Syak.g_01463
OG0001041	Praf.g_02288	Syak.g_01468
OG0001042	Praf.g_02316	Syak.g_01500
OG0001043	Praf.g_02318	Syak.g_01504
OG0001044	Praf.g_02055	Syak.g_01247
OG0001045	Praf.g_02044	Syak.g_01234
OG0001046	Praf.g_00495	Syak.g_00479
OG0001047	Praf.g_01986	Syak.g_01188
OG0001048	Praf.g_01985	Syak.g_01187
OG0001049	Praf.g_01982	Syak.g_01184
OG0001050	Praf.g_01981	Syak.g_01183
OG0001051	Praf.g_01980	Syak.g_01182
OG0001052	Praf.g_01911	Syak.g_01122
OG0001053	Praf.g_00598	Syak.g_02577
OG0001054	Praf.g_00615	Syak.g_02596
OG0001055	Praf.g_00636	Syak.g_02617
OG0001056	Praf.g_00665	Syak.g_02645
OG0001057	Praf.g_00675	Syak.g_00964
OG0001058	Praf.g_00689	Syak.g_02668
OG0001060	Praf.g_00700	Syak.g_02677
OG0001061	Praf.g_00717	Syak.g_02697
OG0001062	Praf.g_00719	Syak.g_02699
OG0001063	Praf.g_00723	Syak.g_02704
OG0001064	Praf.g_00724	Syak.g_02705
OG0001065	Praf.g_00725	Syak.g_02706
OG0001066	Praf.g_00726	Syak.g_02707
OG0001067	Praf.g_00728	Syak.g_02708
OG0001068	Praf.g_00729	Syak.g_02709
OG0001069	Praf.g_00730	Syak.g_02710
OG0001070	Praf.g_00734	Syak.g_02714
OG0001071	Praf.g_00735	Syak.g_02715
OG0001072	Praf.g_00738	Syak.g_02721
OG0001073	Praf.g_00758	Syak.g_02736
OG0001074	Praf.g_01659	Syak.g_00098
OG0001075	Praf.g_01661	Syak.g_02760
OG0001076	Praf.g_01669	Syak.g_00011
OG0001077	Praf.g_01680	Syak.g_00024
OG0001078	Praf.g_01693	Syak.g_00036
OG0001079	Praf.g_01713	Syak.g_00049
OG0001080	Praf.g_01722	Syak.g_00264
OG0001081	Praf.g_01728	Syak.g_00327
OG0001082	Praf.g_01729	Syak.g_00328
OG0001083	Praf.g_01737	Syak.g_00336
OG0001084	Praf.g_01738	Syak.g_00337
OG0001085	Praf.g_01749	Syak.g_00354
OG0001086	Praf.g_01751	Syak.g_00356
OG0001087	Praf.g_01225	Syak.g_00691
OG0001088	Praf.g_01221	Syak.g_00694
OG0001089	Praf.g_01124	Syak.g_00722
OG0001090	Praf.g_01303	Syak.g_00806
OG0001091	Praf.g_01305	Syak.g_00804
OG0001092	Praf.g_01307	Syak.g_00801
OG0001093	Praf.g_01311	Syak.g_00794
OG0001094	Praf.g_01524	Syak.g_00428
OG0001095	Praf.g_01543	Syak.g_00448
OG0001096	Praf.g_01560	Syak.g_00623
OG0001097	Praf.g_01602	Syak.g_00598
OG0001098	Praf.g_01444	Syak.g_00578
OG0001099	Praf.g_00222	Syak.g_02175
OG0001100	Praf.g_01454	Syak.g_00365
OG0001101	Praf.g_01455	Syak.g_00367
OG0001102	Praf.g_01458	Syak.g_00370
OG0001103	Praf.g_01460	Syak.g_00372
OG0001104	Praf.g_01511	Syak.g_00410
OG0001105	Praf.g_01506	Syak.g_00414
OG0001106	Praf.g_01404	Syak.g_00518
OG0001107	Praf.g_01394	Syak.g_00505
OG0001108	Praf.g_01387	Syak.g_00497
OG0001109	Praf.g_01385	Syak.g_00495
OG0001110	Praf.g_01382	Syak.g_00493
OG0001111	Praf.g_01380	Syak.g_00491
OG0001112	Praf.g_01378	Syak.g_00489
OG0001113	Praf.g_01377	Syak.g_00406
OG0001114	Praf.g_01376	Syak.g_00488
OG0001115	Praf.g_01374	Syak.g_00484
OG0001116	Praf.g_01372	Syak.g_00482
OG0001117	Praf.g_01371	Syak.g_00481
OG0001118	Praf.g_01370	Syak.g_00480
OG0001119	Praf.g_01369	Syak.g_00478
OG0001120	Praf.g_01366	Syak.g_00474
OG0001123	Praf.g_01333	Syak.g_00650
OG0001124	Praf.g_01331	Syak.g_00652
OG0001125	Praf.g_01329	Syak.g_00654
OG0001126	Praf.g_01287	Syak.g_00757
OG0001127	Praf.g_01286	Syak.g_00756
OG0001128	Praf.g_01283	Syak.g_00753
OG0001129	Praf.g_01281	Syak.g_00751
OG0001130	Praf.g_01280	Syak.g_00750
OG0001131	Praf.g_01296	Syak.g_00389
OG0001132	Praf.g_01652	Syak.g_00120
OG0001133	Praf.g_01671	Syak.g_00014
OG0001134	Praf.g_02690	Syak.g_00273
OG0001135	Praf.g_02692	Syak.g_00274
OG0001136	Praf.g_00852	Syak.g_00901
OG0001137	Praf.g_00872	Syak.g_00876
OG0001138	Praf.g_00923	Syak.g_00839
OG0001139	Praf.g_00925	Syak.g_00837
OG0001140	Praf.g_00926	Syak.g_00836
OG0001141	Praf.g_00927	Syak.g_00835
OG0001142	Praf.g_00928	Syak.g_00834
OG0001143	Praf.g_00912	Syak.g_00826
OG0001144	Praf.g_00904	Syak.g_00815
OG0001145	Praf.g_00806	Syak.g_00922
OG0001146	Praf.g_00790	Syak.g_00943
OG0001147	Praf.g_01897	Syak.g_01113
OG0001148	Praf.g_00582	Syak.g_02563
OG0001149	Praf.g_00581	Syak.g_02562
OG0001150	Praf.g_00580	Syak.g_02561
OG0001151	Praf.g_00568	Syak.g_02548
OG0001153	Praf.g_01842	Syak.g_01084
OG0001154	Praf.g_01843	Syak.g_01085
OG0001155	Praf.g_00540	Syak.g_02480
OG0001156	Praf.g_00537	Syak.g_02477
OG0001157	Praf.g_01653	Syak.g_02476
OG0001158	Praf.g_00536	Syak.g_02475
OG0001159	Praf.g_00535	Syak.g_02474
OG0001160	Praf.g_00504	Syak.g_02437
OG0001161	Praf.g_01650	Syak.g_01906
OG0001162	Praf.g_01145	Syak.g_00959
OG0001163	Praf.g_00492	Syak.g_02429
OG0001164	Praf.g_00487	Syak.g_02423
OG0001165	Praf.g_00484	Syak.g_02418
OG0001166	Praf.g_00459	Syak.g_02394
OG0001167	Praf.g_00437	Syak.g_02366
OG0001168	Praf.g_00435	Syak.g_02364
