Orthogroup	Praf	Praq
OG0000591	Praf.g_01674	Praq.g_00977
OG0000592	Praf.g_01675	Praq.g_00976
OG0000593	Praf.g_01688	Praq.g_00970
OG0000594	Praf.g_01689	Praq.g_00969
OG0000595	Praf.g_01690	Praq.g_00968
OG0000596	Praf.g_01695	Praq.g_00964
OG0000597	Praf.g_01698	Praq.g_00962
OG0000598	Praf.g_01699	Praq.g_00961
OG0000599	Praf.g_01709	Praq.g_00958
OG0000600	Praf.g_01710	Praq.g_00957
OG0000601	Praf.g_01711	Praq.g_00775
OG0000602	Praf.g_01716	Praq.g_00777
OG0000603	Praf.g_01717	Praq.g_00778
OG0000604	Praf.g_01718	Praq.g_00779
OG0000605	Praf.g_01720	Praq.g_00780
OG0000606	Praf.g_01727	Praq.g_00783
OG0000607	Praf.g_01730	Praq.g_00786
OG0000608	Praf.g_01731	Praq.g_00787
OG0000609	Praf.g_01733	Praq.g_00788
OG0000610	Praf.g_01741	Praq.g_00793
OG0000611	Praf.g_01744	Praq.g_00796
OG0000612	Praf.g_01745	Praq.g_00797
OG0000613	Praf.g_02344	Praq.g_00802
OG0000614	Praf.g_01207	Praq.g_00821
OG0000615	Praf.g_01489	Praq.g_00829
OG0000616	Praf.g_02767	Praq.g_00833
OG0000617	Praf.g_01308	Praq.g_00589
OG0000618	Praf.g_01309	Praq.g_00590
OG0000619	Praf.g_01310	Praq.g_00591
OG0000620	Praf.g_01314	Praq.g_00594
OG0000621	Praf.g_01315	Praq.g_00595
OG0000622	Praf.g_01316	Praq.g_00596
OG0000623	Praf.g_01317	Praq.g_00597
OG0000624	Praf.g_01318	Praq.g_00598
OG0000625	Praf.g_01319	Praq.g_00599
OG0000626	Praf.g_01320	Praq.g_00600
OG0000627	Praf.g_01441	Praq.g_00601
OG0000628	Praf.g_01440	Praq.g_00602
OG0000629	Praf.g_01437	Praq.g_00603
OG0000630	Praf.g_01433	Praq.g_00606
OG0000631	Praf.g_01429	Praq.g_00661
OG0000632	Praf.g_01428	Praq.g_00662
OG0000633	Praf.g_01427	Praq.g_00663
OG0000634	Praf.g_01526	Praq.g_00666
OG0000635	Praf.g_01527	Praq.g_00667
OG0000636	Praf.g_01529	Praq.g_00669
OG0000637	Praf.g_01531	Praq.g_00671
OG0000638	Praf.g_01532	Praq.g_00672
OG0000639	Praf.g_01533	Praq.g_00673
OG0000640	Praf.g_01534	Praq.g_00674
OG0000641	Praf.g_01538	Praq.g_00678
OG0000642	Praf.g_01539	Praq.g_01407
OG0000643	Praf.g_01540	Praq.g_01408
OG0000644	Praf.g_01541	Praq.g_01409
OG0000645	Praf.g_01542	Praq.g_01410
OG0000646	Praf.g_01545	Praq.g_01412
OG0000647	Praf.g_01547	Praq.g_01413
OG0000648	Praf.g_01549	Praq.g_01415
OG0000649	Praf.g_01550	Praq.g_01416
OG0000650	Praf.g_01551	Praq.g_01417
OG0000651	Praf.g_01552	Praq.g_01418
OG0000652	Praf.g_01553	Praq.g_01419
OG0000653	Praf.g_01557	Praq.g_01421
OG0000654	Praf.g_01558	Praq.g_01422
OG0000655	Praf.g_01559	Praq.g_01423
OG0000656	Praf.g_01562	Praq.g_01426
OG0000657	Praf.g_01592	Praq.g_01433
OG0000658	Praf.g_01594	Praq.g_01434
OG0000659	Praf.g_01595	Praq.g_01435
OG0000660	Praf.g_01599	Praq.g_01439
OG0000661	Praf.g_01601	Praq.g_01441
OG0000662	Praf.g_01603	Praq.g_01443
OG0000663	Praf.g_01606	Praq.g_01445
OG0000664	Praf.g_01607	Praq.g_01446
OG0000665	Praf.g_01620	Praq.g_01450
OG0000666	Praf.g_01622	Praq.g_01451
OG0000667	Praf.g_01629	Praq.g_01456
OG0000668	Praf.g_01339	Praq.g_01473
OG0000669	Praf.g_01638	Praq.g_01481
OG0000670	Praf.g_00961	Praq.g_01483
OG0000671	Praf.g_01456	Praq.g_01485
OG0000672	Praf.g_01459	Praq.g_01488
OG0000673	Praf.g_01462	Praq.g_01491
OG0000674	Praf.g_01464	Praq.g_01493
OG0000675	Praf.g_01465	Praq.g_01494
OG0000676	Praf.g_01467	Praq.g_01496
OG0000677	Praf.g_01469	Praq.g_01497
OG0000678	Praf.g_01475	Praq.g_01499
OG0000679	Praf.g_01494	Praq.g_01503
OG0000680	Praf.g_01495	Praq.g_01504
OG0000681	Praf.g_01497	Praq.g_01506
OG0000682	Praf.g_01498	Praq.g_01507
OG0000683	Praf.g_01499	Praq.g_01508
OG0000684	Praf.g_01512	Praq.g_01510
OG0000685	Praf.g_01510	Praq.g_01512
OG0000686	Praf.g_01509	Praq.g_01513
OG0000687	Praf.g_01508	Praq.g_01514
OG0000688	Praf.g_01515	Praq.g_01517
OG0000689	Praf.g_01516	Praq.g_01518
OG0000690	Praf.g_01517	Praq.g_01519
OG0000691	Praf.g_01519	Praq.g_01520
OG0000692	Praf.g_01520	Praq.g_01522
OG0000693	Praf.g_01522	Praq.g_01523
OG0000694	Praf.g_01523	Praq.g_01524
OG0000695	Praf.g_01425	Praq.g_01526
OG0000696	Praf.g_01424	Praq.g_01527
OG0000697	Praf.g_01422	Praq.g_01528
OG0000698	Praf.g_01419	Praq.g_01531
OG0000699	Praf.g_01417	Praq.g_01532
OG0000700	Praf.g_01416	Praq.g_01533
OG0000701	Praf.g_01415	Praq.g_01534
OG0000702	Praf.g_01408	Praq.g_01536
OG0000703	Praf.g_01407	Praq.g_01537
OG0000704	Praf.g_01405	Praq.g_01538
OG0000705	Praf.g_01399	Praq.g_01542
OG0000706	Praf.g_01398	Praq.g_01543
OG0000707	Praf.g_01397	Praq.g_01544
OG0000708	Praf.g_01395	Praq.g_01545
OG0000709	Praf.g_01388	Praq.g_01549
OG0000710	Praf.g_01383, Praf.g_01384	Praq.g_01552
OG0000711	Praf.g_01360	Praq.g_01568
OG0000712	Praf.g_01359	Praq.g_01570
OG0000713	Praf.g_01358	Praq.g_01571
OG0000714	Praf.g_01355	Praq.g_01572
OG0000715	Praf.g_01353	Praq.g_01574
OG0000716	Praf.g_01349	Praq.g_01576
OG0000717	Praf.g_01348	Praq.g_01577
OG0000718	Praf.g_01343	Praq.g_01588
OG0000719	Praf.g_01341	Praq.g_01590
OG0000720	Praf.g_01328	Praq.g_01599
OG0000721	Praf.g_01327	Praq.g_01601
OG0000722	Praf.g_01326	Praq.g_01602
OG0000723	Praf.g_01322	Praq.g_01605
OG0000724	Praf.g_01279	Praq.g_01614
OG0000725	Praf.g_01270	Praq.g_01620
OG0000726	Praf.g_01269	Praq.g_01621
OG0000727	Praf.g_01268	Praq.g_01622
OG0000728	Praf.g_01267	Praq.g_01624
OG0000729	Praf.g_00162	Praq.g_01669
OG0000730	Praf.g_02056	Praq.g_01273
OG0000731	Praf.g_02047	Praq.g_01276
OG0000732	Praf.g_00055	Praq.g_01282
OG0000733	Praf.g_02698	Praq.g_01301
OG0000734	Praf.g_00233	Praq.g_01318
OG0000735	Praf.g_00822	Praq.g_01320
OG0000736	Praf.g_00823	Praq.g_01321
OG0000737	Praf.g_00824	Praq.g_01322
OG0000738	Praf.g_00830	Praq.g_01326
OG0000739	Praf.g_00832	Praq.g_01327
OG0000740	Praf.g_00833	Praq.g_01328
OG0000741	Praf.g_00836	Praq.g_01329
OG0000742	Praf.g_00853	Praq.g_01332
OG0000743	Praf.g_00855	Praq.g_01334
OG0000744	Praf.g_00856	Praq.g_01335
OG0000745	Praf.g_00858	Praq.g_01336
OG0000746	Praf.g_00860	Praq.g_01338
OG0000747	Praf.g_00861	Praq.g_01339
OG0000748	Praf.g_00873	Praq.g_01342
OG0000749	Praf.g_00874	Praq.g_01343
OG0000750	Praf.g_00875	Praq.g_01344
OG0000751	Praf.g_00880	Praq.g_01346
OG0000752	Praf.g_00882	Praq.g_01348
OG0000753	Praf.g_00885	Praq.g_01351
OG0000754	Praf.g_00914	Praq.g_01354
OG0000755	Praf.g_00921	Praq.g_01357
OG0000756	Praf.g_00922	Praq.g_01358
OG0000757	Praf.g_00929	Praq.g_01364
OG0000758	Praf.g_00930	Praq.g_01365
OG0000759	Praf.g_00931	Praq.g_01366
OG0000760	Praf.g_00932	Praq.g_01367
OG0000761	Praf.g_00933	Praq.g_01368
OG0000762	Praf.g_00913	Praq.g_01369
OG0000763	Praf.g_00911	Praq.g_01371
OG0000764	Praf.g_00910	Praq.g_01372
OG0000765	Praf.g_00895	Praq.g_01381
OG0000766	Praf.g_00894	Praq.g_01382
OG0000767	Praf.g_00892	Praq.g_01384
OG0000768	Praf.g_00891	Praq.g_01385
OG0000769	Praf.g_00887	Praq.g_01387
OG0000770	Praf.g_00937	Praq.g_01389
OG0000771	Praf.g_01285	Praq.g_00257
OG0000772	Praf.g_00548	Praq.g_00112
OG0000773	Praf.g_00808	Praq.g_00124
OG0000774	Praf.g_00804	Praq.g_00126
OG0000775	Praf.g_00802	Praq.g_00128
OG0000776	Praf.g_00801	Praq.g_00129
OG0000777	Praf.g_00800	Praq.g_00130
OG0000778	Praf.g_00799	Praq.g_00131
OG0000779	Praf.g_00794	Praq.g_00135
OG0000780	Praf.g_00791	Praq.g_00136
OG0000781	Praf.g_00787	Praq.g_00139
OG0000782	Praf.g_00786	Praq.g_00140
OG0000783	Praf.g_00785	Praq.g_00141
OG0000784	Praf.g_00784	Praq.g_00142
OG0000785	Praf.g_00782	Praq.g_00144
OG0000786	Praf.g_00777	Praq.g_00146
OG0000787	Praf.g_00776	Praq.g_00147
OG0000788	Praf.g_01996	Praq.g_00162
OG0000789	Praf.g_01001	Praq.g_00165
OG0000790	Praf.g_00579	Praq.g_00182
OG0000791	Praf.g_00577	Praq.g_00184
OG0000792	Praf.g_00576	Praq.g_00185
OG0000793	Praf.g_00572	Praq.g_00188
OG0000794	Praf.g_00571	Praq.g_00189
OG0000795	Praf.g_00570	Praq.g_00190
OG0000796	Praf.g_00566	Praq.g_00194
OG0000797	Praf.g_00565	Praq.g_00195
OG0000798	Praf.g_02276	Praq.g_00222
OG0000799	Praf.g_01765	Praq.g_00276
OG0000800	Praf.g_01766	Praq.g_00277
OG0000801	Praf.g_01767	Praq.g_00278
OG0000802	Praf.g_01773	Praq.g_00280
OG0000803	Praf.g_01779	Praq.g_00282
OG0000804	Praf.g_01781	Praq.g_00283
OG0000805	Praf.g_01783	Praq.g_00285
OG0000806	Praf.g_01785	Praq.g_00287
OG0000807	Praf.g_01787	Praq.g_00288
OG0000808	Praf.g_01788	Praq.g_00289
OG0000809	Praf.g_01792	Praq.g_00292
OG0000810	Praf.g_01793	Praq.g_00293
OG0000811	Praf.g_01801	Praq.g_00297
OG0000812	Praf.g_01803	Praq.g_00299
OG0000813	Praf.g_01804	Praq.g_00300
OG0000814	Praf.g_01806	Praq.g_00302
OG0000815	Praf.g_01807	Praq.g_00303
OG0000816	Praf.g_01809	Praq.g_00305
OG0000817	Praf.g_01810	Praq.g_00306
OG0000818	Praf.g_01822	Praq.g_00311
OG0000819	Praf.g_01823	Praq.g_00312
OG0000820	Praf.g_01824	Praq.g_00313
OG0000821	Praf.g_01831	Praq.g_00317
OG0000822	Praf.g_01833	Praq.g_00318
OG0000823	Praf.g_01834	Praq.g_00319
OG0000824	Praf.g_01838	Praq.g_00322
OG0000825	Praf.g_01839	Praq.g_00323
OG0000826	Praf.g_01840	Praq.g_00324
OG0000827	Praf.g_01841	Praq.g_00325
OG0000828	Praf.g_01844	Praq.g_00328
OG0000829	Praf.g_01845	Praq.g_00329
OG0000830	Praf.g_01846	Praq.g_00330
OG0000831	Praf.g_01849	Praq.g_00332
OG0000832	Praf.g_00542	Praq.g_00338
OG0000833	Praf.g_00534	Praq.g_00346
OG0000834	Praf.g_00533	Praq.g_00347
OG0000835	Praf.g_00532	Praq.g_00348
OG0000836	Praf.g_00530	Praq.g_00349
OG0000837	Praf.g_00529	Praq.g_00350
OG0000838	Praf.g_00525	Praq.g_00352
OG0000839	Praf.g_00524	Praq.g_00353
OG0000840	Praf.g_00523	Praq.g_00354
OG0000841	Praf.g_00522	Praq.g_00355
OG0000842	Praf.g_00521	Praq.g_00356
OG0000843	Praf.g_00520	Praq.g_00357
OG0000844	Praf.g_00518	Praq.g_00358
OG0000845	Praf.g_00517	Praq.g_00359
OG0000846	Praf.g_00516	Praq.g_00360
OG0000847	Praf.g_00515	Praq.g_00361
OG0000848	Praf.g_00513	Praq.g_00362
OG0000849	Praf.g_00512	Praq.g_00363
OG0000850	Praf.g_00511	Praq.g_00365
OG0000851	Praf.g_00508	Praq.g_00366
OG0000852	Praf.g_00507	Praq.g_00367
OG0000853	Praf.g_00502	Praq.g_00371
OG0000854	Praf.g_00500	Praq.g_00373
OG0000855	Praf.g_00499	Praq.g_00374
OG0000856	Praf.g_01677	Praq.g_00001
OG0000857	Praf.g_01546	Praq.g_00030
OG0000858	Praf.g_00490	Praq.g_01953
OG0000859	Praf.g_00489	Praq.g_01952
OG0000860	Praf.g_00478	Praq.g_00495
OG0000861	Praf.g_00477	Praq.g_00494
OG0000862	Praf.g_00475	Praq.g_00493
OG0000863	Praf.g_00472	Praq.g_00491
OG0000864	Praf.g_00471	Praq.g_00490
OG0000865	Praf.g_00470	Praq.g_00489
OG0000866	Praf.g_00469	Praq.g_00488
OG0000867	Praf.g_00468	Praq.g_00487
OG0000868	Praf.g_00466	Praq.g_00486
OG0000869	Praf.g_00463	Praq.g_00482
OG0000870	Praf.g_00458	Praq.g_00477
OG0000871	Praf.g_00457	Praq.g_00476
OG0000872	Praf.g_00455	Praq.g_00475
OG0000873	Praf.g_00452	Praq.g_00472
OG0000874	Praf.g_00448	Praq.g_00469
OG0000875	Praf.g_00447	Praq.g_00468
OG0000876	Praf.g_00446	Praq.g_00467
OG0000877	Praf.g_00443	Praq.g_00465
OG0000878	Praf.g_00442	Praq.g_00464
OG0000879	Praf.g_00441	Praq.g_00463
OG0000880	Praf.g_00440	Praq.g_00462
OG0000881	Praf.g_00434	Praq.g_00458
OG0000882	Praf.g_00429	Praq.g_00453
OG0000883	Praf.g_00427	Praq.g_00452
OG0000884	Praf.g_00425	Praq.g_00450
OG0000885	Praf.g_00424	Praq.g_00449
OG0000886	Praf.g_00423	Praq.g_00448
OG0000887	Praf.g_00422	Praq.g_00447
OG0000888	Praf.g_00420	Praq.g_00445
OG0000889	Praf.g_00418	Praq.g_00443
OG0000890	Praf.g_00405	Praq.g_00442
OG0000891	Praf.g_00404	Praq.g_00441
OG0000892	Praf.g_00402	Praq.g_00956
OG0000893	Praf.g_02202	Praq.g_00951
OG0000894	Praf.g_02199	Praq.g_00949
OG0000895	Praf.g_02195	Praq.g_00946
OG0000896	Praf.g_02194	Praq.g_00945
OG0000897	Praf.g_02192	Praq.g_00943
OG0000898	Praf.g_02191	Praq.g_00942
OG0000899	Praf.g_02190	Praq.g_00941
OG0000900	Praf.g_02189	Praq.g_00940
OG0000901	Praf.g_02185	Praq.g_00937
OG0000902	Praf.g_02183	Praq.g_00935
OG0000903	Praf.g_02170	Praq.g_00932
OG0000904	Praf.g_02175	Praq.g_00930
OG0000905	Praf.g_02177	Praq.g_00925
OG0000906	Praf.g_02179	Praq.g_00924
OG0000907	Praf.g_02163	Praq.g_00921
OG0000908	Praf.g_02160	Praq.g_00918
OG0000909	Praf.g_02159	Praq.g_00917
OG0000910	Praf.g_02158	Praq.g_00916
OG0000911	Praf.g_02156	Praq.g_00914
OG0000912	Praf.g_02155	Praq.g_00913
OG0000913	Praf.g_02154	Praq.g_00912
OG0000914	Praf.g_02153	Praq.g_00911
OG0000915	Praf.g_02152	Praq.g_00910
OG0000916	Praf.g_02151	Praq.g_00909
OG0000917	Praf.g_02150	Praq.g_00908
OG0000918	Praf.g_02149	Praq.g_00907
OG0000919	Praf.g_02148	Praq.g_00906
OG0000920	Praf.g_02147	Praq.g_00905
OG0000921	Praf.g_02146	Praq.g_00904
OG0000922	Praf.g_02145	Praq.g_00903
OG0000923	Praf.g_02141	Praq.g_00899
OG0000924	Praf.g_02140	Praq.g_00898
OG0000925	Praf.g_02139	Praq.g_00897
OG0000926	Praf.g_02138	Praq.g_00896
OG0000927	Praf.g_02136	Praq.g_00894
OG0000928	Praf.g_02135	Praq.g_00893
OG0000929	Praf.g_02134	Praq.g_00892
OG0000930	Praf.g_02133	Praq.g_00891
OG0000931	Praf.g_02132	Praq.g_00890
OG0000932	Praf.g_02131	Praq.g_00889
OG0000933	Praf.g_02126	Praq.g_00885
OG0000934	Praf.g_02124	Praq.g_00883
OG0000935	Praf.g_02123	Praq.g_00882
OG0000936	Praf.g_02122	Praq.g_00881
OG0000937	Praf.g_02121	Praq.g_00880
OG0000938	Praf.g_02118	Praq.g_00878
OG0000939	Praf.g_02117	Praq.g_00877
OG0000940	Praf.g_02106	Praq.g_00871
OG0000941	Praf.g_02104	Praq.g_00869
OG0000942	Praf.g_02102	Praq.g_00867
OG0000943	Praf.g_02101	Praq.g_00866
OG0000944	Praf.g_02099	Praq.g_00865
OG0000945	Praf.g_02097	Praq.g_00864
OG0000946	Praf.g_02082	Praq.g_00727
OG0000947	Praf.g_02079	Praq.g_00729
OG0000948	Praf.g_02078	Praq.g_00730
OG0000949	Praf.g_02075	Praq.g_00733
OG0000950	Praf.g_02383	Praq.g_00738
OG0000951	Praf.g_02388	Praq.g_00742
OG0000952	Praf.g_02393	Praq.g_00746
OG0000953	Praf.g_02397	Praq.g_00749
OG0000954	Praf.g_00195	Praq.g_00753
OG0000955	Praf.g_00194	Praq.g_00754
OG0000956	Praf.g_00192	Praq.g_00756
OG0000957	Praf.g_00180	Praq.g_00761
OG0000958	Praf.g_00179	Praq.g_00762
OG0000959	Praf.g_00175	Praq.g_00766
OG0000960	Praf.g_00174	Praq.g_00767
OG0000961	Praf.g_00165	Praq.g_00769
OG0000962	Praf.g_00163	Praq.g_00771
OG0000963	Praf.g_00157	Praq.g_00774
OG0000964	Praf.g_00156	Praq.g_00679
OG0000965	Praf.g_00155	Praq.g_00680
OG0000966	Praf.g_00089	Praq.g_00687
OG0000967	Praf.g_00082	Praq.g_00691
OG0000968	Praf.g_00077	Praq.g_00693
OG0000969	Praf.g_00075	Praq.g_00694
OG0000970	Praf.g_00074	Praq.g_00695
OG0000971	Praf.g_00072	Praq.g_00696
OG0000972	Praf.g_00071	Praq.g_00697
OG0000973	Praf.g_00070	Praq.g_00698
OG0000974	Praf.g_00069	Praq.g_00699
OG0000975	Praf.g_00068	Praq.g_00700
OG0000976	Praf.g_00067	Praq.g_00701
OG0000977	Praf.g_00064	Praq.g_00702
OG0000978	Praf.g_00063	Praq.g_00703
OG0000979	Praf.g_00060	Praq.g_00706
OG0000980	Praf.g_00056	Praq.g_00708
OG0000981	Praf.g_00053	Praq.g_00710
OG0000982	Praf.g_02657	Praq.g_00712
OG0000983	Praf.g_02658	Praq.g_00713
OG0000984	Praf.g_02659	Praq.g_00714
OG0000985	Praf.g_02663	Praq.g_00717
OG0000986	Praf.g_02665	Praq.g_00719
OG0000987	Praf.g_02667	Praq.g_00720
OG0000988	Praf.g_02671	Praq.g_00723
OG0000989	Praf.g_02680	Praq.g_00391
OG0000990	Praf.g_02702	Praq.g_00394
OG0000991	Praf.g_02716	Praq.g_00395
OG0000992	Praf.g_02719	Praq.g_00397
OG0000993	Praf.g_02720	Praq.g_00398
OG0000994	Praf.g_02723	Praq.g_00399
OG0000995	Praf.g_02730	Praq.g_00403
OG0000996	Praf.g_02743	Praq.g_00404
OG0000997	Praf.g_02753	Praq.g_00405
OG0000998	Praf.g_02755	Praq.g_00407
OG0000999	Praf.g_02756	Praq.g_00408
OG0001000	Praf.g_02759	Praq.g_00411
OG0001001	Praf.g_02764	Praq.g_00413
OG0001002	Praf.g_02770	Praq.g_00417
OG0001003	Praf.g_02772	Praq.g_00418
OG0001004	Praf.g_02773	Praq.g_00419
OG0001005	Praf.g_02775	Praq.g_00420
OG0001006	Praf.g_02781	Praq.g_00424
OG0001007	Praf.g_02783	Praq.g_00426
OG0001008	Praf.g_01988	Praq.g_01120
OG0001009	Praf.g_00032	Praq.g_01230
OG0001010	Praf.g_00033	Praq.g_01231
OG0001011	Praf.g_00035	Praq.g_01232
OG0001012	Praf.g_02654	Praq.g_01258
OG0001013	Praf.g_02603	Praq.g_01264
OG0001014	Praf.g_02597	Praq.g_01267
OG0001015	Praf.g_02596	Praq.g_01268
OG0001016	Praf.g_00316	Praq.g_01930
OG0001017	Praf.g_00310	Praq.g_01926
OG0001018	Praf.g_00308	Praq.g_01923
OG0001019	Praf.g_00296	Praq.g_01914
OG0001020	Praf.g_00268	Praq.g_01913
OG0001021	Praf.g_00264	Praq.g_01912
OG0001022	Praf.g_00259	Praq.g_01909
OG0001023	Praf.g_00258	Praq.g_01908
OG0001024	Praf.g_00254	Praq.g_01905
OG0001025	Praf.g_00247	Praq.g_01899
OG0001026	Praf.g_00230	Praq.g_01892
OG0001027	Praf.g_00225	Praq.g_01891
OG0001028	Praf.g_00223	Praq.g_01889
OG0001029	Praf.g_00221	Praq.g_01888
OG0001030	Praf.g_02408	Praq.g_01873
OG0001031	Praf.g_02497	Praq.g_01816
OG0001032	Praf.g_02500	Praq.g_01815
OG0001033	Praf.g_02533	Praq.g_01794
OG0001034	Praf.g_00385	Praq.g_01766
OG0001035	Praf.g_02243	Praq.g_01749
OG0001036	Praf.g_02247	Praq.g_01744
OG0001037	Praf.g_02249	Praq.g_01743
OG0001038	Praf.g_02277	Praq.g_01725
OG0001039	Praf.g_02280	Praq.g_01722
OG0001040	Praf.g_02283	Praq.g_01719
OG0001041	Praf.g_02288	Praq.g_01715
OG0001042	Praf.g_02316	Praq.g_01698
OG0001043	Praf.g_02318	Praq.g_01697
OG0001044	Praf.g_02055	Praq.g_01212
OG0001045	Praf.g_02044	Praq.g_01203
OG0001046	Praf.g_00495	Praq.g_01164
OG0001047	Praf.g_01986	Praq.g_01118
OG0001048	Praf.g_01985	Praq.g_01117
OG0001049	Praf.g_01982	Praq.g_01115
OG0001050	Praf.g_01981	Praq.g_01114
OG0001051	Praf.g_01980	Praq.g_01113
OG0001052	Praf.g_01911	Praq.g_00522
OG0001053	Praf.g_00598	Praq.g_00534
OG0001054	Praf.g_00615	Praq.g_01104
OG0001055	Praf.g_00636	Praq.g_01085
OG0001056	Praf.g_00665	Praq.g_01066
OG0001057	Praf.g_00675	Praq.g_01061
OG0001058	Praf.g_00689	Praq.g_01053
OG0001059	Praf.g_00693	Praq.g_01049
OG0001060	Praf.g_00700	Praq.g_01042
OG0001061	Praf.g_00717	Praq.g_01029
OG0001062	Praf.g_00719	Praq.g_01027
OG0001063	Praf.g_00723	Praq.g_01025
OG0001064	Praf.g_00724	Praq.g_01024
OG0001065	Praf.g_00725	Praq.g_01023
OG0001066	Praf.g_00726	Praq.g_01022
OG0001067	Praf.g_00728	Praq.g_01021
OG0001068	Praf.g_00729	Praq.g_01020
OG0001069	Praf.g_00730	Praq.g_01019
OG0001070	Praf.g_00734	Praq.g_01016
OG0001071	Praf.g_00735	Praq.g_01015
OG0001072	Praf.g_00738	Praq.g_01013
OG0001073	Praf.g_00758	Praq.g_00998
OG0001074	Praf.g_01659	Praq.g_00987
OG0001075	Praf.g_01661	Praq.g_00986
OG0001076	Praf.g_01669	Praq.g_00978
OG0001077	Praf.g_01680	Praq.g_00974
OG0001078	Praf.g_01693	Praq.g_00966
OG0001079	Praf.g_01713	Praq.g_00776
OG0001080	Praf.g_01722	Praq.g_00782
OG0001081	Praf.g_01728	Praq.g_00784
OG0001082	Praf.g_01729	Praq.g_00785
OG0001083	Praf.g_01737	Praq.g_00790
OG0001084	Praf.g_01738	Praq.g_00791
OG0001085	Praf.g_01749	Praq.g_00799
OG0001086	Praf.g_01751	Praq.g_00800
OG0001087	Praf.g_01225	Praq.g_00817
OG0001088	Praf.g_01221	Praq.g_00818
OG0001089	Praf.g_01124	Praq.g_00826
OG0001090	Praf.g_01303	Praq.g_00584
OG0001091	Praf.g_01305	Praq.g_00586
OG0001092	Praf.g_01307	Praq.g_00587
OG0001093	Praf.g_01311	Praq.g_00592
OG0001094	Praf.g_01524	Praq.g_00664
OG0001095	Praf.g_01543	Praq.g_01411
OG0001096	Praf.g_01560	Praq.g_01424
OG0001097	Praf.g_01602	Praq.g_01442
OG0001098	Praf.g_01444	Praq.g_01458
OG0001099	Praf.g_00222	Praq.g_01478
OG0001100	Praf.g_01454	Praq.g_01482
OG0001101	Praf.g_01455	Praq.g_01484
OG0001102	Praf.g_01458	Praq.g_01487
OG0001103	Praf.g_01460	Praq.g_01489
OG0001104	Praf.g_01511	Praq.g_01511
OG0001105	Praf.g_01506	Praq.g_01515
OG0001106	Praf.g_01404	Praq.g_01539
OG0001107	Praf.g_01394	Praq.g_01546
OG0001108	Praf.g_01387	Praq.g_01550
OG0001109	Praf.g_01385	Praq.g_01551
OG0001110	Praf.g_01382	Praq.g_01553
OG0001111	Praf.g_01380	Praq.g_01554
OG0001112	Praf.g_01378	Praq.g_01555
OG0001113	Praf.g_01377	Praq.g_01556
OG0001114	Praf.g_01376	Praq.g_01557
OG0001115	Praf.g_01374	Praq.g_01559
OG0001116	Praf.g_01372	Praq.g_01560
OG0001117	Praf.g_01371	Praq.g_01561
OG0001118	Praf.g_01370	Praq.g_01562
OG0001119	Praf.g_01369	Praq.g_01563
OG0001120	Praf.g_01366	Praq.g_01565
OG0001122	Praf.g_01340	Praq.g_01591
OG0001123	Praf.g_01333	Praq.g_01595
OG0001124	Praf.g_01331	Praq.g_01597
OG0001125	Praf.g_01329	Praq.g_01598
OG0001126	Praf.g_01287	Praq.g_01608
OG0001127	Praf.g_01286	Praq.g_01609
OG0001128	Praf.g_01283	Praq.g_01611
OG0001129	Praf.g_01281	Praq.g_01612
OG0001130	Praf.g_01280	Praq.g_01613
OG0001131	Praf.g_01296	Praq.g_01649
OG0001132	Praf.g_01652	Praq.g_01658
OG0001133	Praf.g_01671	Praq.g_01287
OG0001134	Praf.g_02690	Praq.g_01300
OG0001136	Praf.g_00852	Praq.g_01330
OG0001137	Praf.g_00872	Praq.g_01341
OG0001138	Praf.g_00923	Praq.g_01359
OG0001139	Praf.g_00925	Praq.g_01360
OG0001140	Praf.g_00926	Praq.g_01361
OG0001141	Praf.g_00927	Praq.g_01362
OG0001142	Praf.g_00928	Praq.g_01363
OG0001143	Praf.g_00912	Praq.g_01370
OG0001144	Praf.g_00904	Praq.g_01375
OG0001145	Praf.g_00806	Praq.g_00125
OG0001146	Praf.g_00790	Praq.g_00137
OG0001147	Praf.g_01897	Praq.g_00161
OG0001148	Praf.g_00582	Praq.g_00179
OG0001149	Praf.g_00581	Praq.g_00180
OG0001150	Praf.g_00580	Praq.g_00181
OG0001151	Praf.g_00568	Praq.g_00192
OG0001152	Praf.g_00567	Praq.g_00193
OG0001153	Praf.g_01842	Praq.g_00326
OG0001154	Praf.g_01843	Praq.g_00327
OG0001155	Praf.g_00540	Praq.g_00339
OG0001156	Praf.g_00537	Praq.g_00342
OG0001157	Praf.g_01653	Praq.g_00343
OG0001158	Praf.g_00536	Praq.g_00344
OG0001159	Praf.g_00535	Praq.g_00345
OG0001160	Praf.g_00504	Praq.g_00369
OG0001161	Praf.g_01650	Praq.g_00382
OG0001162	Praf.g_01145	Praq.g_00005
OG0001165	Praf.g_00484	Praq.g_00498
OG0001166	Praf.g_00459	Praq.g_00478
OG0001167	Praf.g_00437	Praq.g_00461
OG0001168	Praf.g_00435	Praq.g_00459
OG0001169	Praf.g_00433	Praq.g_00457
OG0001170	Praf.g_00431	Praq.g_00455
OG0001171	Praf.g_00421	Praq.g_00446
OG0001172	Praf.g_02197	Praq.g_00948
OG0001173	Praf.g_02196	Praq.g_00947
OG0001174	Praf.g_02188	Praq.g_00939
OG0001175	Praf.g_02187	Praq.g_00938
OG0001176	Praf.g_02171	Praq.g_00931
