Orthogroup	Praf	Prbn
OG0000560	Praf.g_00694	Prbn.g_00562
OG0000561	Praf.g_00695	Prbn.g_00561
OG0000562	Praf.g_00696	Prbn.g_00560
OG0000563	Praf.g_00697	Prbn.g_00559
OG0000564	Praf.g_00698	Prbn.g_00558
OG0000565	Praf.g_00701	Prbn.g_00556
OG0000566	Praf.g_00705	Prbn.g_00552
OG0000567	Praf.g_00709	Prbn.g_00548
OG0000568	Praf.g_00711	Prbn.g_00547
OG0000569	Praf.g_00712	Prbn.g_00546
OG0000570	Praf.g_00713	Prbn.g_00545
OG0000571	Praf.g_00716	Prbn.g_00543
OG0000572	Praf.g_00733	Prbn.g_00529
OG0000573	Praf.g_00740	Prbn.g_00523
OG0000574	Praf.g_00741	Prbn.g_00522
OG0000575	Praf.g_00751	Prbn.g_00518
OG0000576	Praf.g_00753	Prbn.g_00516
OG0000577	Praf.g_00754	Prbn.g_00515
OG0000578	Praf.g_00755	Prbn.g_00514
OG0000579	Praf.g_00756	Prbn.g_00513
OG0000580	Praf.g_00757	Prbn.g_00512
OG0000581	Praf.g_00761	Prbn.g_00509
OG0000582	Praf.g_00765	Prbn.g_00506
OG0000583	Praf.g_00766	Prbn.g_00505
OG0000584	Praf.g_00767	Prbn.g_00504
OG0000585	Praf.g_00769	Prbn.g_00502
OG0000586	Praf.g_00771	Prbn.g_00501
OG0000587	Praf.g_00773	Prbn.g_00500
OG0000588	Praf.g_01663	Prbn.g_00496
OG0000589	Praf.g_01666	Prbn.g_00494
OG0000590	Praf.g_01667	Prbn.g_00493
OG0000591	Praf.g_01674	Prbn.g_00489
OG0000592	Praf.g_01675	Prbn.g_00488
OG0000593	Praf.g_01688	Prbn.g_00423
OG0000594	Praf.g_01689	Prbn.g_00424
OG0000595	Praf.g_01690	Prbn.g_00425
OG0000596	Praf.g_01695	Prbn.g_00429
OG0000597	Praf.g_01698	Prbn.g_00432
OG0000598	Praf.g_01699	Prbn.g_00433
OG0000599	Praf.g_01709	Prbn.g_00436
OG0000600	Praf.g_01710	Prbn.g_00437
OG0000601	Praf.g_01711	Prbn.g_00438
OG0000602	Praf.g_01716	Prbn.g_00440
OG0000603	Praf.g_01717	Prbn.g_00441
OG0000604	Praf.g_01718	Prbn.g_00442
OG0000605	Praf.g_01720	Prbn.g_00443
OG0000606	Praf.g_01727	Prbn.g_00446
OG0000607	Praf.g_01730	Prbn.g_00449
OG0000608	Praf.g_01731	Prbn.g_00450
OG0000609	Praf.g_01733	Prbn.g_00834
OG0000610	Praf.g_01741	Prbn.g_00840
OG0000611	Praf.g_01744	Prbn.g_00843
OG0000612	Praf.g_01745	Prbn.g_00844
OG0000613	Praf.g_02344	Prbn.g_01591
OG0000614	Praf.g_01207	Prbn.g_01570
OG0000615	Praf.g_01489	Prbn.g_01559
OG0000616	Praf.g_02767	Prbn.g_00905
OG0000617	Praf.g_01308	Prbn.g_00860
OG0000618	Praf.g_01309	Prbn.g_00861
OG0000619	Praf.g_01310	Prbn.g_00862
OG0000620	Praf.g_01314	Prbn.g_01947
OG0000621	Praf.g_01315	Prbn.g_01948
OG0000622	Praf.g_01316	Prbn.g_01949
OG0000623	Praf.g_01317	Prbn.g_01950
OG0000624	Praf.g_01318	Prbn.g_01952
OG0000625	Praf.g_01319	Prbn.g_01345
OG0000626	Praf.g_01320	Prbn.g_01346
OG0000627	Praf.g_01441	Prbn.g_01347
OG0000628	Praf.g_01440	Prbn.g_01348
OG0000629	Praf.g_01437	Prbn.g_01349
OG0000630	Praf.g_01433	Prbn.g_01352
OG0000631	Praf.g_01429	Prbn.g_01445
OG0000632	Praf.g_01428	Prbn.g_01444
OG0000633	Praf.g_01427	Prbn.g_01443
OG0000634	Praf.g_01526	Prbn.g_01550
OG0000635	Praf.g_01527	Prbn.g_01549
OG0000636	Praf.g_01529	Prbn.g_01547
OG0000637	Praf.g_01531	Prbn.g_01545
OG0000638	Praf.g_01532	Prbn.g_01544
OG0000639	Praf.g_01533	Prbn.g_01543
OG0000640	Praf.g_01534	Prbn.g_01542
OG0000641	Praf.g_01538	Prbn.g_01538
OG0000642	Praf.g_01539	Prbn.g_01537
OG0000643	Praf.g_01540	Prbn.g_01536
OG0000644	Praf.g_01541	Prbn.g_01535
OG0000645	Praf.g_01542	Prbn.g_01534
OG0000646	Praf.g_01545	Prbn.g_01532
OG0000647	Praf.g_01547	Prbn.g_01530
OG0000648	Praf.g_01549	Prbn.g_01528
OG0000649	Praf.g_01550	Prbn.g_01527
OG0000650	Praf.g_01551	Prbn.g_01526
OG0000651	Praf.g_01552	Prbn.g_01525
OG0000652	Praf.g_01553	Prbn.g_01524
OG0000653	Praf.g_01557	Prbn.g_01522
OG0000654	Praf.g_01558	Prbn.g_01521
OG0000655	Praf.g_01559	Prbn.g_01520
OG0000656	Praf.g_01562	Prbn.g_01517
OG0000657	Praf.g_01592	Prbn.g_01509
OG0000658	Praf.g_01594	Prbn.g_01507
OG0000659	Praf.g_01595	Prbn.g_01506
OG0000660	Praf.g_01599	Prbn.g_01502
OG0000661	Praf.g_01601	Prbn.g_01500
OG0000662	Praf.g_01603	Prbn.g_01498
OG0000663	Praf.g_01606	Prbn.g_01496
OG0000664	Praf.g_01607	Prbn.g_01495
OG0000665	Praf.g_01620	Prbn.g_01489
OG0000666	Praf.g_01622	Prbn.g_01488
OG0000667	Praf.g_01629	Prbn.g_01484
OG0000668	Praf.g_01339	Prbn.g_01930
OG0000669	Praf.g_01638	Prbn.g_01632
OG0000670	Praf.g_00961	Prbn.g_01629
OG0000671	Praf.g_01456	Prbn.g_01626
OG0000672	Praf.g_01459	Prbn.g_01623
OG0000673	Praf.g_01462	Prbn.g_01620
OG0000674	Praf.g_01464	Prbn.g_01618
OG0000675	Praf.g_01465	Prbn.g_01617
OG0000676	Praf.g_01467	Prbn.g_01615
OG0000677	Praf.g_01469	Prbn.g_01614
OG0000678	Praf.g_01475	Prbn.g_01612
OG0000679	Praf.g_01494	Prbn.g_01608
OG0000680	Praf.g_01495	Prbn.g_01607
OG0000681	Praf.g_01497	Prbn.g_01604
OG0000682	Praf.g_01498	Prbn.g_01603
OG0000683	Praf.g_01499	Prbn.g_01602
OG0000684	Praf.g_01512	Prbn.g_01600
OG0000685	Praf.g_01510	Prbn.g_01598
OG0000686	Praf.g_01509	Prbn.g_01597
OG0000687	Praf.g_01508	Prbn.g_01596
OG0000688	Praf.g_01515	Prbn.g_00848
OG0000689	Praf.g_01516	Prbn.g_00849
OG0000690	Praf.g_01517	Prbn.g_00850
OG0000691	Praf.g_01519	Prbn.g_00851
OG0000692	Praf.g_01520	Prbn.g_00853
OG0000693	Praf.g_01522	Prbn.g_00854
OG0000694	Praf.g_01523	Prbn.g_00855
OG0000695	Praf.g_01425	Prbn.g_01441
OG0000696	Praf.g_01424	Prbn.g_01440
OG0000697	Praf.g_01422	Prbn.g_01439
OG0000698	Praf.g_01419	Prbn.g_01436
OG0000699	Praf.g_01417	Prbn.g_01435
OG0000700	Praf.g_01416	Prbn.g_01434
OG0000701	Praf.g_01415	Prbn.g_01433
OG0000702	Praf.g_01408	Prbn.g_01431
OG0000703	Praf.g_01407	Prbn.g_01430
OG0000704	Praf.g_01405	Prbn.g_01428
OG0000705	Praf.g_01399	Prbn.g_01425
OG0000706	Praf.g_01398	Prbn.g_01424
OG0000707	Praf.g_01397	Prbn.g_01423
OG0000708	Praf.g_01395	Prbn.g_01421
OG0000709	Praf.g_01388	Prbn.g_01417
OG0000710	Praf.g_01383, Praf.g_01384	Prbn.g_01414
OG0000711	Praf.g_01360	Prbn.g_01396
OG0000712	Praf.g_01359	Prbn.g_01395
OG0000713	Praf.g_01358	Prbn.g_01394
OG0000714	Praf.g_01355	Prbn.g_01393
OG0000715	Praf.g_01353	Prbn.g_01391
OG0000716	Praf.g_01349	Prbn.g_01389
OG0000717	Praf.g_01348	Prbn.g_01388
OG0000718	Praf.g_01343	Prbn.g_01384
OG0000719	Praf.g_01341	Prbn.g_01382
OG0000720	Praf.g_01328	Prbn.g_01370
OG0000721	Praf.g_01327	Prbn.g_01366
OG0000722	Praf.g_01326	Prbn.g_01365
OG0000723	Praf.g_01322	Prbn.g_01361
OG0000724	Praf.g_01279	Prbn.g_01466
OG0000725	Praf.g_01270	Prbn.g_01472
OG0000726	Praf.g_01269	Prbn.g_01473
OG0000727	Praf.g_01268	Prbn.g_01474
OG0000728	Praf.g_01267	Prbn.g_01476
OG0000729	Praf.g_00162	Prbn.g_01106
OG0000730	Praf.g_02056	Prbn.g_01147
OG0000731	Praf.g_02047	Prbn.g_00111
OG0000732	Praf.g_00055	Prbn.g_00954
OG0000733	Praf.g_02698	Prbn.g_01651
OG0000734	Praf.g_00233	Prbn.g_01173
OG0000735	Praf.g_00822	Prbn.g_01175
OG0000736	Praf.g_00823	Prbn.g_01176
OG0000737	Praf.g_00824	Prbn.g_01177
OG0000738	Praf.g_00830	Prbn.g_01181
OG0000739	Praf.g_00832	Prbn.g_01182
OG0000740	Praf.g_00833	Prbn.g_01183
OG0000741	Praf.g_00836	Prbn.g_01185
OG0000742	Praf.g_00853	Prbn.g_01188
OG0000743	Praf.g_00855	Prbn.g_01190
OG0000744	Praf.g_00856	Prbn.g_01191
OG0000745	Praf.g_00858	Prbn.g_01192
OG0000746	Praf.g_00860	Prbn.g_01194
OG0000747	Praf.g_00861	Prbn.g_01195
OG0000748	Praf.g_00873	Prbn.g_01199
OG0000749	Praf.g_00874	Prbn.g_01200
OG0000750	Praf.g_00875	Prbn.g_01201
OG0000751	Praf.g_00880	Prbn.g_01204
OG0000752	Praf.g_00882	Prbn.g_01206
OG0000753	Praf.g_00885	Prbn.g_01208
OG0000754	Praf.g_00914	Prbn.g_01211
OG0000755	Praf.g_00921	Prbn.g_00390
OG0000756	Praf.g_00922	Prbn.g_00391
OG0000757	Praf.g_00929	Prbn.g_00398
OG0000758	Praf.g_00930	Prbn.g_00399
OG0000759	Praf.g_00931	Prbn.g_00400
OG0000760	Praf.g_00932	Prbn.g_00401
OG0000761	Praf.g_00933	Prbn.g_00402
OG0000762	Praf.g_00913	Prbn.g_00403
OG0000763	Praf.g_00911	Prbn.g_00405
OG0000764	Praf.g_00910	Prbn.g_00406
OG0000765	Praf.g_00895	Prbn.g_00414
OG0000766	Praf.g_00894	Prbn.g_00415
OG0000767	Praf.g_00892	Prbn.g_00417
OG0000768	Praf.g_00891	Prbn.g_00418
OG0000769	Praf.g_00887	Prbn.g_00420
OG0000770	Praf.g_00937	Prbn.g_00483
OG0000771	Praf.g_01285	Prbn.g_00886
OG0000772	Praf.g_00548	Prbn.g_01671
OG0000773	Praf.g_00808	Prbn.g_01093
OG0000774	Praf.g_00804	Prbn.g_01091
OG0000775	Praf.g_00802	Prbn.g_01089
OG0000776	Praf.g_00801	Prbn.g_01088
OG0000777	Praf.g_00800	Prbn.g_01087
OG0000778	Praf.g_00799	Prbn.g_01086
OG0000779	Praf.g_00794	Prbn.g_01082
OG0000780	Praf.g_00791	Prbn.g_01081
OG0000781	Praf.g_00787	Prbn.g_01077
OG0000782	Praf.g_00786	Prbn.g_01076
OG0000783	Praf.g_00785	Prbn.g_01075
OG0000784	Praf.g_00784	Prbn.g_01074
OG0000785	Praf.g_00782	Prbn.g_01072
OG0000786	Praf.g_00777	Prbn.g_01069
OG0000787	Praf.g_00776	Prbn.g_01068
OG0000788	Praf.g_01996	Prbn.g_00615
OG0000789	Praf.g_01001	Prbn.g_00883
OG0000790	Praf.g_00579	Prbn.g_00155
OG0000791	Praf.g_00577	Prbn.g_00157
OG0000792	Praf.g_00576	Prbn.g_00158
OG0000793	Praf.g_00572	Prbn.g_00161
OG0000794	Praf.g_00571	Prbn.g_00162
OG0000795	Praf.g_00570	Prbn.g_00163
OG0000796	Praf.g_00566	Prbn.g_00167
OG0000797	Praf.g_00565	Prbn.g_00168
OG0000799	Praf.g_01765	Prbn.g_00195
OG0000800	Praf.g_01766	Prbn.g_00196
OG0000801	Praf.g_01767	Prbn.g_00197
OG0000802	Praf.g_01773	Prbn.g_00199
OG0000803	Praf.g_01779	Prbn.g_00201
OG0000804	Praf.g_01781	Prbn.g_00202
OG0000805	Praf.g_01783	Prbn.g_00204
OG0000806	Praf.g_01785	Prbn.g_00206
OG0000807	Praf.g_01787	Prbn.g_00207
OG0000808	Praf.g_01788	Prbn.g_00208
OG0000809	Praf.g_01792	Prbn.g_00210
OG0000810	Praf.g_01793	Prbn.g_00211
OG0000811	Praf.g_01801	Prbn.g_00215
OG0000812	Praf.g_01803	Prbn.g_00217
OG0000813	Praf.g_01804	Prbn.g_00218
OG0000814	Praf.g_01806	Prbn.g_00220
OG0000815	Praf.g_01807	Prbn.g_00221
OG0000816	Praf.g_01809	Prbn.g_00223
OG0000817	Praf.g_01810	Prbn.g_00224
OG0000818	Praf.g_01822	Prbn.g_00229
OG0000819	Praf.g_01823	Prbn.g_00230
OG0000820	Praf.g_01824	Prbn.g_00231
OG0000821	Praf.g_01831	Prbn.g_00235
OG0000822	Praf.g_01833	Prbn.g_00236
OG0000823	Praf.g_01834	Prbn.g_00237
OG0000824	Praf.g_01838	Prbn.g_00240
OG0000825	Praf.g_01839	Prbn.g_00241
OG0000826	Praf.g_01840	Prbn.g_00242
OG0000827	Praf.g_01841	Prbn.g_00243
OG0000828	Praf.g_01844	Prbn.g_00246
OG0000829	Praf.g_01845	Prbn.g_00247
OG0000830	Praf.g_01846	Prbn.g_00248
OG0000831	Praf.g_01849	Prbn.g_00250
OG0000832	Praf.g_00542	Prbn.g_00260
OG0000833	Praf.g_00534	Prbn.g_00269
OG0000834	Praf.g_00533	Prbn.g_00270
OG0000835	Praf.g_00532	Prbn.g_00271
OG0000836	Praf.g_00530	Prbn.g_00272
OG0000837	Praf.g_00529	Prbn.g_00273
OG0000838	Praf.g_00525	Prbn.g_00275
OG0000839	Praf.g_00524	Prbn.g_00276
OG0000840	Praf.g_00523	Prbn.g_00277
OG0000841	Praf.g_00522	Prbn.g_00278
OG0000842	Praf.g_00521	Prbn.g_00279
OG0000843	Praf.g_00520	Prbn.g_00280
OG0000844	Praf.g_00518	Prbn.g_00281
OG0000845	Praf.g_00517	Prbn.g_00282
OG0000846	Praf.g_00516	Prbn.g_00283
OG0000847	Praf.g_00515	Prbn.g_00284
OG0000848	Praf.g_00513	Prbn.g_00285
OG0000849	Praf.g_00512	Prbn.g_00286
OG0000850	Praf.g_00511	Prbn.g_00288
OG0000851	Praf.g_00508	Prbn.g_00289
OG0000852	Praf.g_00507	Prbn.g_00904
OG0000853	Praf.g_00502	Prbn.g_00898
OG0000854	Praf.g_00500	Prbn.g_00896
OG0000855	Praf.g_00499	Prbn.g_00895
OG0000856	Praf.g_01677	Prbn.g_00486
OG0000857	Praf.g_01546	Prbn.g_01531
OG0000858	Praf.g_00490	Prbn.g_01738
OG0000859	Praf.g_00489	Prbn.g_01739
OG0000860	Praf.g_00478	Prbn.g_01747
OG0000861	Praf.g_00477	Prbn.g_01748
OG0000862	Praf.g_00475	Prbn.g_01749
OG0000863	Praf.g_00472	Prbn.g_01751
OG0000864	Praf.g_00471	Prbn.g_01752
OG0000865	Praf.g_00470	Prbn.g_01753
OG0000866	Praf.g_00469	Prbn.g_01754
OG0000867	Praf.g_00468	Prbn.g_01755
OG0000868	Praf.g_00466	Prbn.g_01757
OG0000869	Praf.g_00463	Prbn.g_01760
OG0000870	Praf.g_00458	Prbn.g_01765
OG0000871	Praf.g_00457	Prbn.g_01766
OG0000872	Praf.g_00455	Prbn.g_01767
OG0000873	Praf.g_00452	Prbn.g_01771
OG0000874	Praf.g_00448	Prbn.g_01774
OG0000875	Praf.g_00447	Prbn.g_01775
OG0000876	Praf.g_00446	Prbn.g_01776
OG0000877	Praf.g_00443	Prbn.g_01778
OG0000878	Praf.g_00442	Prbn.g_01779
OG0000879	Praf.g_00441	Prbn.g_01780
OG0000880	Praf.g_00440	Prbn.g_01781
OG0000881	Praf.g_00434	Prbn.g_01785
OG0000882	Praf.g_00429	Prbn.g_01790
OG0000883	Praf.g_00427	Prbn.g_01792
OG0000884	Praf.g_00425	Prbn.g_01794
OG0000885	Praf.g_00424	Prbn.g_01795
OG0000886	Praf.g_00423	Prbn.g_01796
OG0000887	Praf.g_00422	Prbn.g_01797
OG0000888	Praf.g_00420	Prbn.g_01799
OG0000889	Praf.g_00418	Prbn.g_01801
OG0000890	Praf.g_00405	Prbn.g_01802
OG0000891	Praf.g_00404	Prbn.g_01803
OG0000892	Praf.g_00402	Prbn.g_01805
OG0000893	Praf.g_02202	Prbn.g_01809
OG0000894	Praf.g_02199	Prbn.g_01812
OG0000895	Praf.g_02195	Prbn.g_01816
OG0000896	Praf.g_02194	Prbn.g_01817
OG0000897	Praf.g_02192	Prbn.g_01819
OG0000898	Praf.g_02191	Prbn.g_01820
OG0000899	Praf.g_02190	Prbn.g_01821
OG0000900	Praf.g_02189	Prbn.g_01822
OG0000901	Praf.g_02185	Prbn.g_01825
OG0000902	Praf.g_02183	Prbn.g_01827
OG0000903	Praf.g_02170	Prbn.g_01831
OG0000904	Praf.g_02175	Prbn.g_01835
OG0000905	Praf.g_02177	Prbn.g_01829
OG0000906	Praf.g_02179	Prbn.g_01828
OG0000907	Praf.g_02163	Prbn.g_01838
OG0000908	Praf.g_02160	Prbn.g_01841
OG0000909	Praf.g_02159	Prbn.g_01842
OG0000910	Praf.g_02158	Prbn.g_01843
OG0000911	Praf.g_02156	Prbn.g_01845
OG0000912	Praf.g_02155	Prbn.g_01846
OG0000913	Praf.g_02154	Prbn.g_01847
OG0000914	Praf.g_02153	Prbn.g_01848
OG0000915	Praf.g_02152	Prbn.g_01849
OG0000916	Praf.g_02151	Prbn.g_01850
OG0000917	Praf.g_02150	Prbn.g_01851
OG0000918	Praf.g_02149	Prbn.g_01852
OG0000919	Praf.g_02148	Prbn.g_01853
OG0000920	Praf.g_02147	Prbn.g_01854
OG0000921	Praf.g_02146	Prbn.g_01855
OG0000922	Praf.g_02145	Prbn.g_01856
OG0000923	Praf.g_02141	Prbn.g_01860
OG0000924	Praf.g_02140	Prbn.g_01861
OG0000925	Praf.g_02139	Prbn.g_01862
OG0000926	Praf.g_02138	Prbn.g_01863
OG0000927	Praf.g_02136	Prbn.g_01865
OG0000928	Praf.g_02135	Prbn.g_01866
OG0000929	Praf.g_02134	Prbn.g_01867
OG0000930	Praf.g_02133	Prbn.g_01868
OG0000931	Praf.g_02132	Prbn.g_01869
OG0000932	Praf.g_02131	Prbn.g_01870
OG0000933	Praf.g_02126	Prbn.g_01874
OG0000934	Praf.g_02124	Prbn.g_01876
OG0000935	Praf.g_02123	Prbn.g_01877
OG0000936	Praf.g_02122	Prbn.g_01878
OG0000937	Praf.g_02121	Prbn.g_01879
OG0000938	Praf.g_02118	Prbn.g_01882
OG0000939	Praf.g_02117	Prbn.g_01883
OG0000940	Praf.g_02106	Prbn.g_01890
OG0000941	Praf.g_02104	Prbn.g_01892
OG0000942	Praf.g_02102	Prbn.g_01894
OG0000943	Praf.g_02101	Prbn.g_01895
OG0000944	Praf.g_02099	Prbn.g_01897
OG0000945	Praf.g_02097	Prbn.g_01898
OG0000946	Praf.g_02082	Prbn.g_01903
OG0000947	Praf.g_02079	Prbn.g_01905
OG0000948	Praf.g_02078	Prbn.g_01906
OG0000949	Praf.g_02075	Prbn.g_01909
OG0000950	Praf.g_02383	Prbn.g_01916
OG0000951	Praf.g_02388	Prbn.g_01920
OG0000952	Praf.g_02393	Prbn.g_01015
OG0000953	Praf.g_02397	Prbn.g_01011
OG0000954	Praf.g_00195	Prbn.g_01007
OG0000955	Praf.g_00194	Prbn.g_01006
OG0000956	Praf.g_00192	Prbn.g_01004
OG0000957	Praf.g_00180	Prbn.g_00998
OG0000958	Praf.g_00179	Prbn.g_00997
OG0000959	Praf.g_00175	Prbn.g_00993
OG0000960	Praf.g_00174	Prbn.g_00992
OG0000961	Praf.g_00165	Prbn.g_00989
OG0000962	Praf.g_00163	Prbn.g_00987
OG0000963	Praf.g_00157	Prbn.g_00983
OG0000964	Praf.g_00156	Prbn.g_00982
OG0000965	Praf.g_00155	Prbn.g_00981
OG0000966	Praf.g_00089	Prbn.g_00975
OG0000967	Praf.g_00082	Prbn.g_00971
OG0000968	Praf.g_00077	Prbn.g_00969
OG0000969	Praf.g_00075	Prbn.g_00968
OG0000970	Praf.g_00074	Prbn.g_00967
OG0000971	Praf.g_00072	Prbn.g_00966
OG0000972	Praf.g_00071	Prbn.g_00965
OG0000973	Praf.g_00070	Prbn.g_00964
OG0000974	Praf.g_00069	Prbn.g_00963
OG0000975	Praf.g_00068	Prbn.g_00962
OG0000976	Praf.g_00067	Prbn.g_00961
OG0000977	Praf.g_00064	Prbn.g_00960
OG0000978	Praf.g_00063	Prbn.g_00959
OG0000979	Praf.g_00060	Prbn.g_00957
OG0000980	Praf.g_00056	Prbn.g_00955
OG0000981	Praf.g_00053	Prbn.g_00952
OG0000982	Praf.g_02657	Prbn.g_00950
OG0000983	Praf.g_02658	Prbn.g_00949
OG0000984	Praf.g_02659	Prbn.g_00948
OG0000985	Praf.g_02663	Prbn.g_00945
OG0000986	Praf.g_02665	Prbn.g_00943
OG0000987	Praf.g_02667	Prbn.g_00942
OG0000988	Praf.g_02671	Prbn.g_00939
OG0000989	Praf.g_02680	Prbn.g_00935
OG0000990	Praf.g_02702	Prbn.g_00931
OG0000991	Praf.g_02716	Prbn.g_00930
OG0000992	Praf.g_02719	Prbn.g_00927
OG0000993	Praf.g_02720	Prbn.g_00926
OG0000994	Praf.g_02723	Prbn.g_00925
OG0000995	Praf.g_02730	Prbn.g_00921
OG0000996	Praf.g_02743	Prbn.g_00920
OG0000997	Praf.g_02753	Prbn.g_00917
OG0000998	Praf.g_02755	Prbn.g_00915
OG0000999	Praf.g_02756	Prbn.g_00914
OG0001000	Praf.g_02759	Prbn.g_00911
OG0001001	Praf.g_02764	Prbn.g_00908
OG0001002	Praf.g_02770	Prbn.g_00291
OG0001003	Praf.g_02772	Prbn.g_00292
OG0001004	Praf.g_02773	Prbn.g_00293
OG0001005	Praf.g_02775	Prbn.g_00294
OG0001006	Praf.g_02781	Prbn.g_00298
OG0001007	Praf.g_02783	Prbn.g_00300
OG0001008	Praf.g_01988	Prbn.g_00676
OG0001009	Praf.g_00032	Prbn.g_00755
OG0001010	Praf.g_00033	Prbn.g_00754
OG0001011	Praf.g_00035	Prbn.g_00752
OG0001012	Praf.g_02654	Prbn.g_00738
OG0001013	Praf.g_02603	Prbn.g_00731
OG0001014	Praf.g_02597	Prbn.g_00728
OG0001015	Praf.g_02596	Prbn.g_00726
OG0001016	Praf.g_00316	Prbn.g_00704
OG0001017	Praf.g_00310	Prbn.g_01343
OG0001018	Praf.g_00308	Prbn.g_01341
OG0001019	Praf.g_00296	Prbn.g_01332
OG0001020	Praf.g_00268	Prbn.g_01331
OG0001021	Praf.g_00264	Prbn.g_01330
OG0001022	Praf.g_00259	Prbn.g_01327
OG0001023	Praf.g_00258	Prbn.g_01326
OG0001024	Praf.g_00254	Prbn.g_01322
OG0001025	Praf.g_00247	Prbn.g_01315
OG0001026	Praf.g_00230	Prbn.g_01306
OG0001027	Praf.g_00225	Prbn.g_01305
OG0001028	Praf.g_00223	Prbn.g_01303
OG0001029	Praf.g_00221	Prbn.g_01302
OG0001030	Praf.g_02408	Prbn.g_01286
OG0001031	Praf.g_02497	Prbn.g_00367
OG0001032	Praf.g_02500	Prbn.g_00366
OG0001033	Praf.g_02533	Prbn.g_00345
OG0001034	Praf.g_00385	Prbn.g_00314
OG0001035	Praf.g_02243	Prbn.g_00021
OG0001036	Praf.g_02247	Prbn.g_00025
OG0001037	Praf.g_02249	Prbn.g_00026
OG0001038	Praf.g_02277	Prbn.g_00045
OG0001039	Praf.g_02280	Prbn.g_00048
OG0001040	Praf.g_02283	Prbn.g_00050
OG0001041	Praf.g_02288	Prbn.g_00055
OG0001042	Praf.g_02316	Prbn.g_00072
OG0001043	Praf.g_02318	Prbn.g_00073
OG0001044	Praf.g_02055	Prbn.g_00104
OG0001045	Praf.g_02044	Prbn.g_00113
OG0001046	Praf.g_00495	Prbn.g_01697
OG0001047	Praf.g_01986	Prbn.g_00674
OG0001048	Praf.g_01985	Prbn.g_00673
OG0001049	Praf.g_01982	Prbn.g_00671
OG0001050	Praf.g_01981	Prbn.g_00670
OG0001051	Praf.g_01980	Prbn.g_00669
OG0001052	Praf.g_01911	Prbn.g_00643
OG0001053	Praf.g_00598	Prbn.g_00631
OG0001054	Praf.g_00615	Prbn.g_00616
OG0001055	Praf.g_00636	Prbn.g_00597
OG0001056	Praf.g_00665	Prbn.g_00580
OG0001057	Praf.g_00675	Prbn.g_00575
OG0001058	Praf.g_00689	Prbn.g_00567
OG0001059	Praf.g_00693	Prbn.g_00563
OG0001060	Praf.g_00700	Prbn.g_00557
OG0001061	Praf.g_00717	Prbn.g_00542
OG0001062	Praf.g_00719	Prbn.g_00540
OG0001063	Praf.g_00723	Prbn.g_00538
OG0001064	Praf.g_00724	Prbn.g_00537
OG0001065	Praf.g_00725	Prbn.g_00536
OG0001066	Praf.g_00726	Prbn.g_00535
OG0001067	Praf.g_00728	Prbn.g_00534
OG0001068	Praf.g_00729	Prbn.g_00533
OG0001069	Praf.g_00730	Prbn.g_00532
OG0001070	Praf.g_00734	Prbn.g_00528
OG0001071	Praf.g_00735	Prbn.g_00527
OG0001072	Praf.g_00738	Prbn.g_00525
OG0001073	Praf.g_00758	Prbn.g_00511
OG0001074	Praf.g_01659	Prbn.g_00499
OG0001075	Praf.g_01661	Prbn.g_00498
OG0001076	Praf.g_01669	Prbn.g_00491
OG0001077	Praf.g_01680	Prbn.g_00485
OG0001078	Praf.g_01693	Prbn.g_00427
OG0001079	Praf.g_01713	Prbn.g_00439
OG0001080	Praf.g_01722	Prbn.g_00445
OG0001081	Praf.g_01728	Prbn.g_00447
OG0001082	Praf.g_01729	Prbn.g_00448
OG0001083	Praf.g_01737	Prbn.g_00836
OG0001084	Praf.g_01738	Prbn.g_00837
OG0001085	Praf.g_01749	Prbn.g_01594
OG0001086	Praf.g_01751	Prbn.g_01593
OG0001087	Praf.g_01225	Prbn.g_01575
OG0001088	Praf.g_01221	Prbn.g_01574
OG0001089	Praf.g_01124	Prbn.g_01563
OG0001090	Praf.g_01303	Prbn.g_01553
OG0001091	Praf.g_01305	Prbn.g_00857
OG0001092	Praf.g_01307	Prbn.g_00858
OG0001093	Praf.g_01311	Prbn.g_00863
OG0001094	Praf.g_01524	Prbn.g_00856
OG0001095	Praf.g_01543	Prbn.g_01533
OG0001096	Praf.g_01560	Prbn.g_01519
OG0001097	Praf.g_01602	Prbn.g_01499
OG0001098	Praf.g_01444	Prbn.g_01480
OG0001099	Praf.g_00222	Prbn.g_01925
OG0001100	Praf.g_01454	Prbn.g_01630
OG0001101	Praf.g_01455	Prbn.g_01627
OG0001102	Praf.g_01458	Prbn.g_01624
OG0001103	Praf.g_01460	Prbn.g_01622
OG0001104	Praf.g_01511	Prbn.g_01599
OG0001105	Praf.g_01506	Prbn.g_01595
OG0001106	Praf.g_01404	Prbn.g_01427
OG0001107	Praf.g_01394	Prbn.g_01420
OG0001108	Praf.g_01387	Prbn.g_01416
OG0001109	Praf.g_01385	Prbn.g_01415
OG0001110	Praf.g_01382	Prbn.g_01413
OG0001111	Praf.g_01380	Prbn.g_01412
OG0001112	Praf.g_01378	Prbn.g_01411
OG0001113	Praf.g_01377	Prbn.g_01410
OG0001114	Praf.g_01376	Prbn.g_01409
OG0001115	Praf.g_01374	Prbn.g_01407
OG0001116	Praf.g_01372	Prbn.g_01406
OG0001117	Praf.g_01371	Prbn.g_01405
OG0001118	Praf.g_01370	Prbn.g_01404
OG0001119	Praf.g_01369	Prbn.g_01403
