Orthogroup	Praf	Syaj
OG0000546	Praf.g_00632	Syaj.g_00109
OG0000547	Praf.g_00634	Syaj.g_00111
OG0000548	Praf.g_00635	Syaj.g_00112
OG0000549	Praf.g_00641	Syaj.g_00118
OG0000550	Praf.g_00646	Syaj.g_00123
OG0000551	Praf.g_00650	Syaj.g_00128
OG0000552	Praf.g_00651	Syaj.g_00129
OG0000553	Praf.g_00656	Syaj.g_00133
OG0000554	Praf.g_00661	Syaj.g_00145
OG0000555	Praf.g_00677	Syaj.g_00163
OG0000556	Praf.g_00683	Syaj.g_00167
OG0000557	Praf.g_00684	Syaj.g_00178
OG0000558	Praf.g_00687	Syaj.g_00181
OG0000559	Praf.g_00691	Syaj.g_00185
OG0000560	Praf.g_00694	Syaj.g_00188
OG0000561	Praf.g_00695	Syaj.g_00189
OG0000562	Praf.g_00696	Syaj.g_00190
OG0000563	Praf.g_00697	Syaj.g_00191
OG0000564	Praf.g_00698	Syaj.g_00192
OG0000565	Praf.g_00701	Syaj.g_00195
OG0000566	Praf.g_00705	Syaj.g_00199
OG0000567	Praf.g_00709	Syaj.g_00203
OG0000568	Praf.g_00711	Syaj.g_00207
OG0000569	Praf.g_00712	Syaj.g_00208
OG0000570	Praf.g_00713	Syaj.g_00209
OG0000571	Praf.g_00716	Syaj.g_00213
OG0000572	Praf.g_00733	Syaj.g_00230
OG0000573	Praf.g_00740	Syaj.g_00238
OG0000574	Praf.g_00741	Syaj.g_00242
OG0000575	Praf.g_00751	Syaj.g_00247
OG0000576	Praf.g_00753	Syaj.g_00249
OG0000577	Praf.g_00754	Syaj.g_00250
OG0000578	Praf.g_00755	Syaj.g_00251
OG0000579	Praf.g_00756	Syaj.g_00252
OG0000580	Praf.g_00757	Syaj.g_00253
OG0000581	Praf.g_00761	Syaj.g_00261
OG0000582	Praf.g_00765	Syaj.g_01338
OG0000583	Praf.g_00766	Syaj.g_01337
OG0000584	Praf.g_00767	Syaj.g_01336
OG0000585	Praf.g_00769	Syaj.g_01334
OG0000586	Praf.g_00771	Syaj.g_01333
OG0000587	Praf.g_00773	Syaj.g_01331
OG0000588	Praf.g_01663	Syaj.g_01313
OG0000589	Praf.g_01666	Syaj.g_01308
OG0000590	Praf.g_01667	Syaj.g_01307
OG0000591	Praf.g_01674	Syaj.g_01299
OG0000592	Praf.g_01675	Syaj.g_01298
OG0000593	Praf.g_01688	Syaj.g_01287
OG0000594	Praf.g_01689	Syaj.g_01286
OG0000595	Praf.g_01690	Syaj.g_01285
OG0000596	Praf.g_01695	Syaj.g_01280
OG0000597	Praf.g_01698	Syaj.g_01277
OG0000598	Praf.g_01699	Syaj.g_01276
OG0000599	Praf.g_01709	Syaj.g_01273
OG0000600	Praf.g_01710	Syaj.g_01272
OG0000601	Praf.g_01711	Syaj.g_01271
OG0000602	Praf.g_01716	Syaj.g_01266
OG0000603	Praf.g_01717	Syaj.g_01265
OG0000604	Praf.g_01718	Syaj.g_01262
OG0000605	Praf.g_01720	Syaj.g_01153
OG0000606	Praf.g_01727	Syaj.g_00698
OG0000607	Praf.g_01730	Syaj.g_00702
OG0000608	Praf.g_01731	Syaj.g_00703
OG0000609	Praf.g_01733	Syaj.g_00705
OG0000610	Praf.g_01741	Syaj.g_00714
OG0000611	Praf.g_01744	Syaj.g_00717
OG0000612	Praf.g_01745	Syaj.g_00718
OG0000613	Praf.g_02344	Syaj.g_02500
OG0000614	Praf.g_01207	Syaj.g_00480
OG0000615	Praf.g_01489	Syaj.g_01065
OG0000616	Praf.g_02767	Syaj.g_02245
OG0000617	Praf.g_01308	Syaj.g_00952
OG0000618	Praf.g_01309	Syaj.g_00951
OG0000619	Praf.g_01310	Syaj.g_00950
OG0000620	Praf.g_01314	Syaj.g_00945
OG0000621	Praf.g_01315	Syaj.g_00944
OG0000622	Praf.g_01316	Syaj.g_00943
OG0000623	Praf.g_01317	Syaj.g_00942
OG0000624	Praf.g_01318	Syaj.g_00940
OG0000625	Praf.g_01319	Syaj.g_00939
OG0000626	Praf.g_01320	Syaj.g_00938
OG0000627	Praf.g_01441	Syaj.g_00765
OG0000628	Praf.g_01440	Syaj.g_00766
OG0000629	Praf.g_01437	Syaj.g_00769
OG0000630	Praf.g_01433	Syaj.g_00773
OG0000631	Praf.g_01429	Syaj.g_00786
OG0000632	Praf.g_01428	Syaj.g_00787
OG0000633	Praf.g_01427	Syaj.g_00789
OG0000634	Praf.g_01526	Syaj.g_01030
OG0000635	Praf.g_01527	Syaj.g_01029
OG0000636	Praf.g_01529	Syaj.g_01024
OG0000637	Praf.g_01531	Syaj.g_01022
OG0000638	Praf.g_01532	Syaj.g_01021
OG0000639	Praf.g_01533	Syaj.g_01020
OG0000640	Praf.g_01534	Syaj.g_01019
OG0000641	Praf.g_01538	Syaj.g_01015
OG0000642	Praf.g_01539	Syaj.g_01014
OG0000643	Praf.g_01540	Syaj.g_01012
OG0000644	Praf.g_01541	Syaj.g_01011
OG0000645	Praf.g_01542	Syaj.g_01009
OG0000646	Praf.g_01545	Syaj.g_01006
OG0000647	Praf.g_01547	Syaj.g_01004
OG0000648	Praf.g_01549	Syaj.g_01001
OG0000649	Praf.g_01550	Syaj.g_01000
OG0000650	Praf.g_01551	Syaj.g_00999
OG0000651	Praf.g_01552	Syaj.g_00998
OG0000652	Praf.g_01553	Syaj.g_00997
OG0000653	Praf.g_01557	Syaj.g_00991
OG0000654	Praf.g_01558	Syaj.g_00990
OG0000655	Praf.g_01559	Syaj.g_00989
OG0000656	Praf.g_01562	Syaj.g_00986
OG0000657	Praf.g_01592	Syaj.g_00382
OG0000658	Praf.g_01594	Syaj.g_00379
OG0000659	Praf.g_01595	Syaj.g_00378
OG0000660	Praf.g_01599	Syaj.g_00374
OG0000661	Praf.g_01601	Syaj.g_00372
OG0000662	Praf.g_01603	Syaj.g_00370
OG0000663	Praf.g_01606	Syaj.g_00367
OG0000664	Praf.g_01607	Syaj.g_00358
OG0000665	Praf.g_01620	Syaj.g_01243
OG0000666	Praf.g_01622	Syaj.g_01154
OG0000667	Praf.g_01629	Syaj.g_02661
OG0000668	Praf.g_01339	Syaj.g_00816
OG0000669	Praf.g_01638	Syaj.g_00730
OG0000670	Praf.g_00961	Syaj.g_00733
OG0000671	Praf.g_01456	Syaj.g_00735
OG0000672	Praf.g_01459	Syaj.g_00739
OG0000673	Praf.g_01462	Syaj.g_00742
OG0000674	Praf.g_01464	Syaj.g_00744
OG0000675	Praf.g_01465	Syaj.g_00757
OG0000676	Praf.g_01467	Syaj.g_00759
OG0000677	Praf.g_01469	Syaj.g_00760
OG0000678	Praf.g_01475	Syaj.g_01075
OG0000679	Praf.g_01494	Syaj.g_01061
OG0000680	Praf.g_01495	Syaj.g_01060
OG0000681	Praf.g_01497	Syaj.g_01057
OG0000682	Praf.g_01498	Syaj.g_01056
OG0000683	Praf.g_01499	Syaj.g_01055
OG0000684	Praf.g_01512	Syaj.g_01051
OG0000685	Praf.g_01510	Syaj.g_01049
OG0000686	Praf.g_01509	Syaj.g_01048
OG0000687	Praf.g_01508	Syaj.g_01047
OG0000688	Praf.g_01515	Syaj.g_01041
OG0000689	Praf.g_01516	Syaj.g_01039
OG0000690	Praf.g_01517	Syaj.g_01038
OG0000691	Praf.g_01519	Syaj.g_01037
OG0000692	Praf.g_01520	Syaj.g_01036
OG0000693	Praf.g_01522	Syaj.g_01034
OG0000694	Praf.g_01523	Syaj.g_01033
OG0000695	Praf.g_01425	Syaj.g_00791
OG0000696	Praf.g_01424	Syaj.g_00792
OG0000697	Praf.g_01422	Syaj.g_00932
OG0000698	Praf.g_01419	Syaj.g_00929
OG0000699	Praf.g_01417	Syaj.g_00928
OG0000700	Praf.g_01416	Syaj.g_00927
OG0000701	Praf.g_01415	Syaj.g_00926
OG0000702	Praf.g_01408	Syaj.g_00916
OG0000703	Praf.g_01407	Syaj.g_00915
OG0000704	Praf.g_01405	Syaj.g_00913
OG0000705	Praf.g_01399	Syaj.g_00906
OG0000706	Praf.g_01398	Syaj.g_00905
OG0000707	Praf.g_01397	Syaj.g_00904
OG0000708	Praf.g_01395	Syaj.g_00901
OG0000709	Praf.g_01388	Syaj.g_00872
OG0000710	Praf.g_01383, Praf.g_01384	Syaj.g_00867
OG0000711	Praf.g_01360	Syaj.g_00839
OG0000712	Praf.g_01359	Syaj.g_00837
OG0000713	Praf.g_01358	Syaj.g_00836
OG0000714	Praf.g_01355	Syaj.g_00834
OG0000715	Praf.g_01353	Syaj.g_00832
OG0000716	Praf.g_01349	Syaj.g_00825
OG0000717	Praf.g_01348	Syaj.g_00824
OG0000718	Praf.g_01343	Syaj.g_00820
OG0000719	Praf.g_01341	Syaj.g_00818
OG0000720	Praf.g_01328	Syaj.g_00805
OG0000721	Praf.g_01327	Syaj.g_00803
OG0000722	Praf.g_01326	Syaj.g_00802
OG0000723	Praf.g_01322	Syaj.g_00934
OG0000724	Praf.g_01279	Syaj.g_00421
OG0000725	Praf.g_01270	Syaj.g_00430
OG0000726	Praf.g_01269	Syaj.g_00431
OG0000727	Praf.g_01268	Syaj.g_00432
OG0000728	Praf.g_01267	Syaj.g_00434
OG0000729	Praf.g_00162	Syaj.g_02397
OG0000730	Praf.g_02056	Syaj.g_02802
OG0000731	Praf.g_02047	Syaj.g_02814
OG0000732	Praf.g_00055	Syaj.g_02315
OG0000733	Praf.g_02698	Syaj.g_02151
OG0000734	Praf.g_00233	Syaj.g_01895
OG0000735	Praf.g_00822	Syaj.g_00286
OG0000736	Praf.g_00823	Syaj.g_00287
OG0000737	Praf.g_00824	Syaj.g_00288
OG0000738	Praf.g_00830	Syaj.g_00293
OG0000739	Praf.g_00832	Syaj.g_00295
OG0000740	Praf.g_00833	Syaj.g_00296
OG0000741	Praf.g_00836	Syaj.g_00299
OG0000742	Praf.g_00853	Syaj.g_00301
OG0000743	Praf.g_00855	Syaj.g_00303
OG0000744	Praf.g_00856	Syaj.g_00304
OG0000745	Praf.g_00858	Syaj.g_00306
OG0000746	Praf.g_00860	Syaj.g_00308
OG0000747	Praf.g_00861	Syaj.g_00309
OG0000748	Praf.g_00873	Syaj.g_00319
OG0000749	Praf.g_00874	Syaj.g_00322
OG0000750	Praf.g_00875	Syaj.g_00323
OG0000751	Praf.g_00880	Syaj.g_00331
OG0000752	Praf.g_00882	Syaj.g_00333
OG0000753	Praf.g_00885	Syaj.g_00336
OG0000754	Praf.g_00914	Syaj.g_00643
OG0000755	Praf.g_00921	Syaj.g_00631
OG0000756	Praf.g_00922	Syaj.g_00625
OG0000757	Praf.g_00929	Syaj.g_00614
OG0000758	Praf.g_00930	Syaj.g_00613
OG0000759	Praf.g_00931	Syaj.g_00612
OG0000760	Praf.g_00932	Syaj.g_00611
OG0000761	Praf.g_00933	Syaj.g_00609
OG0000762	Praf.g_00913	Syaj.g_00603
OG0000763	Praf.g_00911	Syaj.g_00597
OG0000764	Praf.g_00910	Syaj.g_00596
OG0000765	Praf.g_00895	Syaj.g_00577
OG0000766	Praf.g_00894	Syaj.g_00576
OG0000767	Praf.g_00892	Syaj.g_00574
OG0000768	Praf.g_00891	Syaj.g_00573
OG0000769	Praf.g_00887	Syaj.g_00571
OG0000770	Praf.g_00937	Syaj.g_00567
OG0000771	Praf.g_01285	Syaj.g_00415
OG0000772	Praf.g_00548	Syaj.g_01208
OG0000773	Praf.g_00808	Syaj.g_00280
OG0000774	Praf.g_00804	Syaj.g_01502
OG0000775	Praf.g_00802	Syaj.g_01504
OG0000776	Praf.g_00801	Syaj.g_01505
OG0000777	Praf.g_00800	Syaj.g_01506
OG0000778	Praf.g_00799	Syaj.g_01507
OG0000779	Praf.g_00794	Syaj.g_01513
OG0000780	Praf.g_00791	Syaj.g_01517
OG0000781	Praf.g_00787	Syaj.g_01521
OG0000782	Praf.g_00786	Syaj.g_01522
OG0000783	Praf.g_00785	Syaj.g_01524
OG0000784	Praf.g_00784	Syaj.g_01525
OG0000785	Praf.g_00782	Syaj.g_01526
OG0000786	Praf.g_00777	Syaj.g_00265
OG0000787	Praf.g_00776	Syaj.g_00264
OG0000788	Praf.g_01996	Syaj.g_01270
OG0000789	Praf.g_01001	Syaj.g_01121
OG0000790	Praf.g_00579	Syaj.g_00054
OG0000791	Praf.g_00577	Syaj.g_00053
OG0000792	Praf.g_00576	Syaj.g_00052
OG0000793	Praf.g_00572	Syaj.g_00047
OG0000794	Praf.g_00571	Syaj.g_00046
OG0000795	Praf.g_00570	Syaj.g_00045
OG0000796	Praf.g_00566	Syaj.g_00039
OG0000797	Praf.g_00565	Syaj.g_00038
OG0000798	Praf.g_02276	Syaj.g_02568
OG0000799	Praf.g_01765	Syaj.g_01352
OG0000800	Praf.g_01766	Syaj.g_01354
OG0000801	Praf.g_01767	Syaj.g_01355
OG0000802	Praf.g_01773	Syaj.g_01359
OG0000803	Praf.g_01779	Syaj.g_01363
OG0000804	Praf.g_01781	Syaj.g_01366
OG0000805	Praf.g_01783	Syaj.g_01369
OG0000806	Praf.g_01785	Syaj.g_01370
OG0000807	Praf.g_01787	Syaj.g_01372
OG0000808	Praf.g_01788	Syaj.g_01373
OG0000809	Praf.g_01792	Syaj.g_01376
OG0000810	Praf.g_01793	Syaj.g_01377
OG0000811	Praf.g_01801	Syaj.g_01385
OG0000812	Praf.g_01803	Syaj.g_01387
OG0000813	Praf.g_01804	Syaj.g_01388
OG0000814	Praf.g_01806	Syaj.g_01390
OG0000815	Praf.g_01807	Syaj.g_01391
OG0000816	Praf.g_01809	Syaj.g_01392
OG0000817	Praf.g_01810	Syaj.g_01393
OG0000818	Praf.g_01822	Syaj.g_01399
OG0000819	Praf.g_01823	Syaj.g_01400
OG0000820	Praf.g_01824	Syaj.g_01401
OG0000821	Praf.g_01831	Syaj.g_01412
OG0000822	Praf.g_01833	Syaj.g_01414
OG0000823	Praf.g_01834	Syaj.g_01415
OG0000824	Praf.g_01838	Syaj.g_01421
OG0000825	Praf.g_01839	Syaj.g_01422
OG0000826	Praf.g_01840	Syaj.g_01423
OG0000827	Praf.g_01841	Syaj.g_01424
OG0000828	Praf.g_01844	Syaj.g_01427
OG0000829	Praf.g_01845	Syaj.g_01428
OG0000830	Praf.g_01846	Syaj.g_01429
OG0000831	Praf.g_01849	Syaj.g_01431
OG0000832	Praf.g_00542	Syaj.g_01635
OG0000833	Praf.g_00534	Syaj.g_01647
OG0000834	Praf.g_00533	Syaj.g_01649
OG0000835	Praf.g_00532	Syaj.g_01650
OG0000836	Praf.g_00530	Syaj.g_01654
OG0000837	Praf.g_00529	Syaj.g_01661
OG0000838	Praf.g_00525	Syaj.g_01665
OG0000839	Praf.g_00524	Syaj.g_01666
OG0000840	Praf.g_00523	Syaj.g_01667
OG0000841	Praf.g_00522	Syaj.g_01668
OG0000842	Praf.g_00521	Syaj.g_01669
OG0000843	Praf.g_00520	Syaj.g_01670
OG0000844	Praf.g_00518	Syaj.g_01680
OG0000845	Praf.g_00517	Syaj.g_01681
OG0000846	Praf.g_00516	Syaj.g_01682
OG0000847	Praf.g_00515	Syaj.g_01683
OG0000848	Praf.g_00513	Syaj.g_01685
OG0000849	Praf.g_00512	Syaj.g_01686
OG0000850	Praf.g_00511	Syaj.g_01689
OG0000851	Praf.g_00508	Syaj.g_01694
OG0000852	Praf.g_00507	Syaj.g_01695
OG0000853	Praf.g_00502	Syaj.g_01699
OG0000854	Praf.g_00500	Syaj.g_01701
OG0000855	Praf.g_00499	Syaj.g_01702
OG0000856	Praf.g_01677	Syaj.g_01296
OG0000857	Praf.g_01546	Syaj.g_01005
OG0000858	Praf.g_00490	Syaj.g_01708
OG0000859	Praf.g_00489	Syaj.g_01709
OG0000860	Praf.g_00478	Syaj.g_01723
OG0000861	Praf.g_00477	Syaj.g_01724
OG0000862	Praf.g_00475	Syaj.g_01725
OG0000863	Praf.g_00472	Syaj.g_01728
OG0000864	Praf.g_00471	Syaj.g_01729
OG0000865	Praf.g_00470	Syaj.g_01730
OG0000866	Praf.g_00469	Syaj.g_01731
OG0000867	Praf.g_00468	Syaj.g_01732
OG0000868	Praf.g_00466	Syaj.g_01734
OG0000869	Praf.g_00463	Syaj.g_01742
OG0000870	Praf.g_00458	Syaj.g_01747
OG0000871	Praf.g_00457	Syaj.g_01748
OG0000872	Praf.g_00455	Syaj.g_01756
OG0000873	Praf.g_00452	Syaj.g_01759
OG0000874	Praf.g_00448	Syaj.g_01754
OG0000875	Praf.g_00447	Syaj.g_01762
OG0000876	Praf.g_00446	Syaj.g_02084
OG0000877	Praf.g_00443	Syaj.g_01586
OG0000878	Praf.g_00442	Syaj.g_01587
OG0000879	Praf.g_00441	Syaj.g_01588
OG0000880	Praf.g_00440	Syaj.g_01589
OG0000881	Praf.g_00434	Syaj.g_01595
OG0000882	Praf.g_00429	Syaj.g_01599
OG0000883	Praf.g_00427	Syaj.g_01601
OG0000884	Praf.g_00425	Syaj.g_01603
OG0000885	Praf.g_00424	Syaj.g_01604
OG0000886	Praf.g_00423	Syaj.g_01605
OG0000887	Praf.g_00422	Syaj.g_01606
OG0000888	Praf.g_00420	Syaj.g_01608
OG0000889	Praf.g_00418	Syaj.g_01610
OG0000890	Praf.g_00405	Syaj.g_01615
OG0000891	Praf.g_00404	Syaj.g_01616
OG0000892	Praf.g_00402	Syaj.g_01620
OG0000893	Praf.g_02202	Syaj.g_02636
OG0000894	Praf.g_02199	Syaj.g_02639
OG0000895	Praf.g_02195	Syaj.g_02643
OG0000896	Praf.g_02194	Syaj.g_02644
OG0000897	Praf.g_02192	Syaj.g_02646
OG0000898	Praf.g_02191	Syaj.g_02647
OG0000899	Praf.g_02190	Syaj.g_02648
OG0000900	Praf.g_02189	Syaj.g_02649
OG0000901	Praf.g_02185	Syaj.g_02654
OG0000902	Praf.g_02183	Syaj.g_02656
OG0000903	Praf.g_02170	Syaj.g_02689
OG0000904	Praf.g_02175	Syaj.g_02684
OG0000905	Praf.g_02177	Syaj.g_02678
OG0000906	Praf.g_02179	Syaj.g_02676
OG0000907	Praf.g_02163	Syaj.g_02692
OG0000908	Praf.g_02160	Syaj.g_02695
OG0000909	Praf.g_02159	Syaj.g_02696
OG0000910	Praf.g_02158	Syaj.g_02697
OG0000911	Praf.g_02156	Syaj.g_02699
OG0000912	Praf.g_02155	Syaj.g_02700
OG0000913	Praf.g_02154	Syaj.g_02701
OG0000914	Praf.g_02153	Syaj.g_02702
OG0000915	Praf.g_02152	Syaj.g_02704
OG0000916	Praf.g_02151	Syaj.g_02705
OG0000917	Praf.g_02150	Syaj.g_02706
OG0000918	Praf.g_02149	Syaj.g_02707
OG0000919	Praf.g_02148	Syaj.g_02708
OG0000920	Praf.g_02147	Syaj.g_02709
OG0000921	Praf.g_02146	Syaj.g_02710
OG0000922	Praf.g_02145	Syaj.g_02711
OG0000923	Praf.g_02141	Syaj.g_02715
OG0000924	Praf.g_02140	Syaj.g_02716
OG0000925	Praf.g_02139	Syaj.g_02717
OG0000926	Praf.g_02138	Syaj.g_02718
OG0000927	Praf.g_02136	Syaj.g_02720
OG0000928	Praf.g_02135	Syaj.g_02721
OG0000929	Praf.g_02134	Syaj.g_02722
OG0000930	Praf.g_02133	Syaj.g_02723
OG0000931	Praf.g_02132	Syaj.g_02724
OG0000932	Praf.g_02131	Syaj.g_02725
OG0000933	Praf.g_02126	Syaj.g_02731
OG0000934	Praf.g_02124	Syaj.g_02733
OG0000935	Praf.g_02123	Syaj.g_02734
OG0000936	Praf.g_02122	Syaj.g_02735
OG0000937	Praf.g_02121	Syaj.g_02736
OG0000938	Praf.g_02118	Syaj.g_02739
OG0000939	Praf.g_02117	Syaj.g_02740
OG0000940	Praf.g_02106	Syaj.g_02747
OG0000941	Praf.g_02104	Syaj.g_02749
OG0000942	Praf.g_02102	Syaj.g_02751
OG0000943	Praf.g_02101	Syaj.g_02752
OG0000944	Praf.g_02099	Syaj.g_02754
OG0000945	Praf.g_02097	Syaj.g_02756
OG0000946	Praf.g_02082	Syaj.g_02761
OG0000947	Praf.g_02079	Syaj.g_02764
OG0000948	Praf.g_02078	Syaj.g_02765
OG0000949	Praf.g_02075	Syaj.g_02474
OG0000950	Praf.g_02383	Syaj.g_02459
OG0000951	Praf.g_02388	Syaj.g_02452
OG0000952	Praf.g_02393	Syaj.g_02446
OG0000953	Praf.g_02397	Syaj.g_02442
OG0000954	Praf.g_00195	Syaj.g_02435
OG0000955	Praf.g_00194	Syaj.g_02434
OG0000956	Praf.g_00192	Syaj.g_02432
OG0000957	Praf.g_00180	Syaj.g_02419
OG0000958	Praf.g_00179	Syaj.g_02418
OG0000959	Praf.g_00175	Syaj.g_02413
OG0000960	Praf.g_00174	Syaj.g_02412
OG0000961	Praf.g_00165	Syaj.g_02402
OG0000962	Praf.g_00163	Syaj.g_02398
OG0000963	Praf.g_00157	Syaj.g_02393
OG0000964	Praf.g_00156	Syaj.g_02392
OG0000965	Praf.g_00155	Syaj.g_02391
OG0000966	Praf.g_00089	Syaj.g_02370
OG0000967	Praf.g_00082	Syaj.g_02334
OG0000968	Praf.g_00077	Syaj.g_02363
OG0000969	Praf.g_00075	Syaj.g_02338
OG0000970	Praf.g_00074	Syaj.g_02337
OG0000971	Praf.g_00072	Syaj.g_02331
OG0000972	Praf.g_00071	Syaj.g_02330
OG0000973	Praf.g_00070	Syaj.g_02329
OG0000974	Praf.g_00069	Syaj.g_02328
OG0000975	Praf.g_00068	Syaj.g_02327
OG0000976	Praf.g_00067	Syaj.g_02326
OG0000977	Praf.g_00064	Syaj.g_02324
OG0000978	Praf.g_00063	Syaj.g_02322
OG0000979	Praf.g_00060	Syaj.g_02319
OG0000980	Praf.g_00056	Syaj.g_02316
OG0000981	Praf.g_00053	Syaj.g_02313
OG0000982	Praf.g_02657	Syaj.g_02112
OG0000983	Praf.g_02658	Syaj.g_02113
OG0000984	Praf.g_02659	Syaj.g_02114
OG0000985	Praf.g_02663	Syaj.g_02116
OG0000986	Praf.g_02665	Syaj.g_02123
OG0000987	Praf.g_02667	Syaj.g_02125
OG0000988	Praf.g_02671	Syaj.g_02131
OG0000989	Praf.g_02680	Syaj.g_02142
OG0000990	Praf.g_02702	Syaj.g_02165
OG0000991	Praf.g_02716	Syaj.g_02168
OG0000992	Praf.g_02719	Syaj.g_02171
OG0000993	Praf.g_02720	Syaj.g_02173
OG0000994	Praf.g_02723	Syaj.g_02177
OG0000995	Praf.g_02730	Syaj.g_02182
OG0000996	Praf.g_02743	Syaj.g_02221
OG0000997	Praf.g_02753	Syaj.g_02228
OG0000998	Praf.g_02755	Syaj.g_02230
OG0000999	Praf.g_02756	Syaj.g_02231
OG0001000	Praf.g_02759	Syaj.g_02236
OG0001001	Praf.g_02764	Syaj.g_02241
OG0001002	Praf.g_02770	Syaj.g_02248
OG0001003	Praf.g_02772	Syaj.g_02250
OG0001004	Praf.g_02773	Syaj.g_02251
OG0001005	Praf.g_02775	Syaj.g_02252
OG0001006	Praf.g_02781	Syaj.g_02260
OG0001007	Praf.g_02783	Syaj.g_02262
OG0001008	Praf.g_01988	Syaj.g_01554
OG0001009	Praf.g_00032	Syaj.g_02294
OG0001010	Praf.g_00033	Syaj.g_02295
OG0001011	Praf.g_00035	Syaj.g_02296
OG0001012	Praf.g_02654	Syaj.g_02108
OG0001014	Praf.g_02597	Syaj.g_02083
OG0001015	Praf.g_02596	Syaj.g_02082
OG0001016	Praf.g_00316	Syaj.g_01824
OG0001017	Praf.g_00310	Syaj.g_01830
OG0001018	Praf.g_00308	Syaj.g_01832
OG0001019	Praf.g_00296	Syaj.g_01849
OG0001020	Praf.g_00268	Syaj.g_01862
OG0001021	Praf.g_00264	Syaj.g_01867
OG0001022	Praf.g_00259	Syaj.g_01872
OG0001023	Praf.g_00258	Syaj.g_01873
OG0001024	Praf.g_00254	Syaj.g_01877
OG0001025	Praf.g_00247	Syaj.g_01884
OG0001026	Praf.g_00230	Syaj.g_01897
OG0001027	Praf.g_00225	Syaj.g_01903
OG0001028	Praf.g_00223	Syaj.g_01905
OG0001029	Praf.g_00221	Syaj.g_01907
OG0001030	Praf.g_02408	Syaj.g_01933
OG0001031	Praf.g_02497	Syaj.g_02012
OG0001032	Praf.g_02500	Syaj.g_02015
OG0001033	Praf.g_02533	Syaj.g_02044
OG0001034	Praf.g_00385	Syaj.g_02875
OG0001035	Praf.g_02243	Syaj.g_02603
OG0001036	Praf.g_02247	Syaj.g_02599
OG0001037	Praf.g_02249	Syaj.g_02597
OG0001038	Praf.g_02277	Syaj.g_02567
OG0001039	Praf.g_02280	Syaj.g_02564
OG0001040	Praf.g_02283	Syaj.g_02561
OG0001041	Praf.g_02288	Syaj.g_02556
OG0001042	Praf.g_02316	Syaj.g_02527
OG0001043	Praf.g_02318	Syaj.g_02523
OG0001044	Praf.g_02055	Syaj.g_02804
OG0001045	Praf.g_02044	Syaj.g_02817
OG0001046	Praf.g_00495	Syaj.g_00851
OG0001047	Praf.g_01986	Syaj.g_01552
OG0001048	Praf.g_01985	Syaj.g_01551
OG0001049	Praf.g_01982	Syaj.g_01548
OG0001050	Praf.g_01981	Syaj.g_01547
OG0001051	Praf.g_01980	Syaj.g_01546
OG0001052	Praf.g_01911	Syaj.g_01448
OG0001053	Praf.g_00598	Syaj.g_00075
OG0001054	Praf.g_00615	Syaj.g_00092
OG0001055	Praf.g_00636	Syaj.g_00113
OG0001056	Praf.g_00665	Syaj.g_00149
OG0001057	Praf.g_00675	Syaj.g_00160
OG0001058	Praf.g_00689	Syaj.g_00183
OG0001059	Praf.g_00693	Syaj.g_00187
OG0001060	Praf.g_00700	Syaj.g_00193
OG0001061	Praf.g_00717	Syaj.g_00214
OG0001062	Praf.g_00719	Syaj.g_00216
OG0001063	Praf.g_00723	Syaj.g_00222
OG0001064	Praf.g_00724	Syaj.g_00223
OG0001065	Praf.g_00725	Syaj.g_00224
OG0001066	Praf.g_00726	Syaj.g_00225
OG0001067	Praf.g_00728	Syaj.g_00226
OG0001068	Praf.g_00729	Syaj.g_00227
OG0001069	Praf.g_00730	Syaj.g_00228
OG0001070	Praf.g_00734	Syaj.g_00231
OG0001071	Praf.g_00735	Syaj.g_00232
OG0001072	Praf.g_00738	Syaj.g_00236
OG0001073	Praf.g_00758	Syaj.g_00254
OG0001074	Praf.g_01659	Syaj.g_01327
OG0001075	Praf.g_01661	Syaj.g_01325
OG0001076	Praf.g_01669	Syaj.g_01305
OG0001077	Praf.g_01680	Syaj.g_01294
OG0001078	Praf.g_01693	Syaj.g_01282
OG0001079	Praf.g_01713	Syaj.g_01269
OG0001080	Praf.g_01722	Syaj.g_01135
OG0001081	Praf.g_01728	Syaj.g_00699
OG0001082	Praf.g_01729	Syaj.g_00700
OG0001083	Praf.g_01737	Syaj.g_00709
OG0001084	Praf.g_01738	Syaj.g_00711
OG0001085	Praf.g_01749	Syaj.g_00721
OG0001086	Praf.g_01751	Syaj.g_00723
OG0001087	Praf.g_01225	Syaj.g_00498
OG0001088	Praf.g_01221	Syaj.g_00494
OG0001089	Praf.g_01124	Syaj.g_00439
OG0001090	Praf.g_01303	Syaj.g_00959
OG0001091	Praf.g_01305	Syaj.g_00957
OG0001092	Praf.g_01307	Syaj.g_00954
OG0001093	Praf.g_01311	Syaj.g_00948
OG0001094	Praf.g_01524	Syaj.g_01032
OG0001095	Praf.g_01543	Syaj.g_01008
OG0001096	Praf.g_01560	Syaj.g_00988
OG0001097	Praf.g_01602	Syaj.g_00371
OG0001098	Praf.g_01444	Syaj.g_01132
OG0001099	Praf.g_00222	Syaj.g_01906
OG0001100	Praf.g_01454	Syaj.g_00732
OG0001101	Praf.g_01455	Syaj.g_00734
OG0001102	Praf.g_01458	Syaj.g_00737
OG0001103	Praf.g_01460	Syaj.g_00740
OG0001104	Praf.g_01511	Syaj.g_01050
OG0001105	Praf.g_01506	Syaj.g_01046
