Orthogroup	Pran	Prak
OG0000591	Pran.g_01499	Prak.g_00806
OG0000592	Pran.g_01498	Prak.g_00807
OG0000593	Pran.g_01497	Prak.g_00808
OG0000594	Pran.g_01495	Prak.g_00811
OG0000595	Pran.g_01494	Prak.g_00812
OG0000596	Pran.g_01493	Prak.g_00813
OG0000597	Pran.g_01491	Prak.g_00815
OG0000598	Pran.g_01490	Prak.g_00816
OG0000599	Pran.g_01489	Prak.g_00817
OG0000600	Pran.g_01488	Prak.g_00818
OG0000601	Pran.g_01486	Prak.g_00821
OG0000602	Pran.g_01485	Prak.g_00822
OG0000603	Pran.g_01484	Prak.g_00823
OG0000604	Pran.g_01483	Prak.g_00826
OG0000605	Pran.g_01482	Prak.g_00827
OG0000606	Pran.g_01481	Prak.g_00828
OG0000607	Pran.g_01479	Prak.g_00830
OG0000608	Pran.g_01478	Prak.g_00832
OG0000609	Pran.g_01472	Prak.g_01934
OG0000610	Pran.g_01471	Prak.g_00756
OG0000611	Pran.g_01459	Prak.g_00838
OG0000612	Pran.g_01458	Prak.g_00839
OG0000613	Pran.g_01457	Prak.g_01060
OG0000614	Pran.g_01456	Prak.g_01059
OG0000615	Pran.g_01454	Prak.g_01057
OG0000616	Pran.g_01453	Prak.g_01056
OG0000617	Pran.g_01452	Prak.g_01055
OG0000618	Pran.g_01451	Prak.g_01054
OG0000619	Pran.g_01450	Prak.g_01053
OG0000620	Pran.g_01449	Prak.g_01052
OG0000621	Pran.g_01448	Prak.g_01051
OG0000622	Pran.g_01447	Prak.g_01050
OG0000623	Pran.g_01446	Prak.g_01049
OG0000624	Pran.g_01445	Prak.g_01047
OG0000625	Pran.g_01444	Prak.g_01046
OG0000626	Pran.g_01443	Prak.g_01045
OG0000627	Pran.g_01442	Prak.g_01044
OG0000628	Pran.g_01441	Prak.g_01043
OG0000629	Pran.g_01440	Prak.g_01042
OG0000630	Pran.g_01439	Prak.g_01041
OG0000631	Pran.g_01437	Prak.g_01039
OG0000632	Pran.g_01420	Prak.g_01038
OG0000633	Pran.g_01415	Prak.g_00728
OG0000634	Pran.g_01400	Prak.g_01261
OG0000635	Pran.g_01378	Prak.g_00608
OG0000636	Pran.g_01377	Prak.g_00607
OG0000637	Pran.g_01376	Prak.g_00606
OG0000638	Pran.g_01365	Prak.g_00353
OG0000639	Pran.g_01356	Prak.g_00940
OG0000640	Pran.g_01354	Prak.g_00944
OG0000641	Pran.g_01352	Prak.g_00946
OG0000642	Pran.g_01351	Prak.g_00947
OG0000643	Pran.g_01350	Prak.g_00948
OG0000644	Pran.g_01349	Prak.g_01061
OG0000645	Pran.g_01348	Prak.g_00840
OG0000646	Pran.g_01347	Prak.g_00841
OG0000647	Pran.g_01346	Prak.g_00842
OG0000648	Pran.g_01344	Prak.g_00844
OG0000649	Pran.g_01343	Prak.g_00845
OG0000650	Pran.g_01342	Prak.g_00846
OG0000651	Pran.g_01341	Prak.g_00847
OG0000652	Pran.g_01340	Prak.g_00848
OG0000653	Pran.g_01339	Prak.g_00849
OG0000654	Pran.g_01337	Prak.g_00851
OG0000655	Pran.g_01335	Prak.g_00853
OG0000656	Pran.g_01334	Prak.g_00854
OG0000657	Pran.g_01333	Prak.g_00855
OG0000658	Pran.g_01332	Prak.g_00856
OG0000659	Pran.g_01331	Prak.g_00857
OG0000660	Pran.g_01330	Prak.g_00858
OG0000661	Pran.g_01329	Prak.g_00859
OG0000662	Pran.g_01328	Prak.g_00861
OG0000663	Pran.g_01327	Prak.g_00862
OG0000664	Pran.g_01326	Prak.g_00863
OG0000665	Pran.g_01325	Prak.g_00864
OG0000666	Pran.g_01324	Prak.g_00865
OG0000667	Pran.g_01323	Prak.g_00866
OG0000668	Pran.g_01322	Prak.g_00867
OG0000669	Pran.g_01320	Prak.g_00869
OG0000670	Pran.g_01319	Prak.g_00870
OG0000671	Pran.g_01318	Prak.g_00871
OG0000672	Pran.g_01317	Prak.g_00872
OG0000673	Pran.g_01316	Prak.g_00873
OG0000674	Pran.g_01315	Prak.g_00874
OG0000675	Pran.g_01313	Prak.g_00876
OG0000676	Pran.g_01312	Prak.g_00877
OG0000677	Pran.g_01310	Prak.g_00880
OG0000678	Pran.g_01308	Prak.g_00882
OG0000679	Pran.g_01307	Prak.g_00884
OG0000680	Pran.g_01306	Prak.g_00885
OG0000681	Pran.g_01305	Prak.g_00886
OG0000682	Pran.g_01304	Prak.g_00887
OG0000683	Pran.g_01302	Prak.g_00889
OG0000684	Pran.g_01301	Prak.g_00890
OG0000685	Pran.g_01300	Prak.g_00891
OG0000686	Pran.g_01299	Prak.g_00892
OG0000687	Pran.g_01298	Prak.g_00893
OG0000688	Pran.g_01297	Prak.g_00894
OG0000689	Pran.g_01296	Prak.g_00895
OG0000690	Pran.g_01295	Prak.g_00896
OG0000691	Pran.g_01294	Prak.g_00897
OG0000692	Pran.g_01292	Prak.g_00901
OG0000693	Pran.g_01291	Prak.g_00902
OG0000694	Pran.g_01290	Prak.g_00903
OG0000695	Pran.g_01289	Prak.g_00904
OG0000696	Pran.g_01287	Prak.g_00905
OG0000697	Pran.g_01285	Prak.g_00907
OG0000698	Pran.g_01283	Prak.g_00911
OG0000699	Pran.g_01282	Prak.g_00912
OG0000700	Pran.g_00413	Prak.g_00748
OG0000701	Pran.g_00418	Prak.g_00753
OG0000702	Pran.g_00421	Prak.g_00759
OG0000703	Pran.g_00422	Prak.g_00761
OG0000704	Pran.g_00423	Prak.g_00762
OG0000705	Pran.g_00424	Prak.g_00764
OG0000706	Pran.g_00425	Prak.g_00765
OG0000707	Pran.g_00426	Prak.g_00767
OG0000708	Pran.g_00427	Prak.g_00768
OG0000709	Pran.g_00429	Prak.g_00770
OG0000710	Pran.g_00430	Prak.g_00771
OG0000711	Pran.g_00431	Prak.g_00772
OG0000712	Pran.g_00432	Prak.g_00773
OG0000713	Pran.g_00433	Prak.g_00774
OG0000714	Pran.g_00435	Prak.g_00776
OG0000715	Pran.g_00436	Prak.g_00777
OG0000716	Pran.g_00438	Prak.g_00779
OG0000717	Pran.g_00439	Prak.g_00780
OG0000718	Pran.g_00440	Prak.g_00781
OG0000719	Pran.g_00442	Prak.g_00783
OG0000720	Pran.g_00443	Prak.g_00784
OG0000721	Pran.g_00445	Prak.g_00787
OG0000722	Pran.g_00446	Prak.g_00788
OG0000723	Pran.g_00447	Prak.g_00789
OG0000724	Pran.g_00449	Prak.g_00791
OG0000725	Pran.g_00450	Prak.g_00792
OG0000726	Pran.g_00451	Prak.g_00793
OG0000727	Pran.g_00452	Prak.g_00794
OG0000728	Pran.g_00453	Prak.g_00795
OG0000729	Pran.g_00454	Prak.g_00796
OG0000730	Pran.g_00455	Prak.g_01071
OG0000731	Pran.g_00456	Prak.g_01069
OG0000732	Pran.g_00457	Prak.g_01068
OG0000733	Pran.g_00458	Prak.g_01067
OG0000734	Pran.g_00459	Prak.g_01066
OG0000735	Pran.g_00461	Prak.g_01064
OG0000736	Pran.g_00462	Prak.g_01063
OG0000737	Pran.g_00463	Prak.g_01062
OG0000738	Pran.g_00464	Prak.g_00949
OG0000739	Pran.g_00465	Prak.g_00950
OG0000740	Pran.g_00466	Prak.g_00951
OG0000741	Pran.g_00467	Prak.g_00952
OG0000742	Pran.g_00469	Prak.g_00954
OG0000743	Pran.g_00470	Prak.g_00955
OG0000744	Pran.g_00471	Prak.g_00956
OG0000745	Pran.g_00472	Prak.g_00957
OG0000746	Pran.g_00473	Prak.g_00958
OG0000747	Pran.g_00474	Prak.g_00959
OG0000748	Pran.g_00475	Prak.g_00960
OG0000749	Pran.g_00476	Prak.g_00961
OG0000750	Pran.g_00477	Prak.g_00963
OG0000751	Pran.g_00478	Prak.g_00964
OG0000752	Pran.g_00479	Prak.g_01023
OG0000753	Pran.g_00481	Prak.g_00966
OG0000754	Pran.g_00482	Prak.g_00967
OG0000755	Pran.g_00483	Prak.g_00968
OG0000756	Pran.g_00484	Prak.g_00970
OG0000757	Pran.g_00485	Prak.g_00971
OG0000758	Pran.g_00486	Prak.g_00972
OG0000759	Pran.g_00488	Prak.g_00974
OG0000760	Pran.g_00489	Prak.g_00975
OG0000761	Pran.g_00490	Prak.g_00976
OG0000762	Pran.g_00492	Prak.g_00978
OG0000763	Pran.g_00493	Prak.g_00979
OG0000764	Pran.g_00494	Prak.g_00980
OG0000765	Pran.g_00495	Prak.g_00981
OG0000766	Pran.g_00496	Prak.g_00982
OG0000767	Pran.g_00498	Prak.g_00984
OG0000768	Pran.g_00499	Prak.g_00985
OG0000769	Pran.g_00500	Prak.g_00986
OG0000770	Pran.g_00501	Prak.g_00987
OG0000771	Pran.g_00502	Prak.g_00988
OG0000772	Pran.g_00503	Prak.g_01238
OG0000773	Pran.g_00504	Prak.g_00990
OG0000774	Pran.g_00505	Prak.g_00991
OG0000775	Pran.g_00506	Prak.g_00992
OG0000776	Pran.g_00508	Prak.g_00995
OG0000777	Pran.g_00510	Prak.g_00996
OG0000778	Pran.g_00511	Prak.g_00997
OG0000779	Pran.g_00512	Prak.g_00998
OG0000780	Pran.g_00514	Prak.g_01000
OG0000781	Pran.g_00516	Prak.g_01002
OG0000782	Pran.g_00517	Prak.g_01003
OG0000783	Pran.g_00537	Prak.g_01007
OG0000784	Pran.g_00539	Prak.g_01009
OG0000785	Pran.g_00540	Prak.g_01010
OG0000786	Pran.g_00541	Prak.g_01011
OG0000787	Pran.g_00542	Prak.g_01012
OG0000788	Pran.g_00546	Prak.g_01018
OG0000789	Pran.g_00548	Prak.g_01021
OG0000790	Pran.g_00549	Prak.g_01022
OG0000791	Pran.g_00550	Prak.g_01025
OG0000792	Pran.g_00551	Prak.g_01026
OG0000793	Pran.g_00552	Prak.g_01027
OG0000794	Pran.g_00554	Prak.g_01030
OG0000795	Pran.g_00557	Prak.g_00931
OG0000796	Pran.g_00558	Prak.g_00930
OG0000797	Pran.g_00560	Prak.g_00928
OG0000798	Pran.g_00561	Prak.g_00927
OG0000799	Pran.g_00562	Prak.g_00926
OG0000800	Pran.g_00563	Prak.g_00925
OG0000801	Pran.g_00566	Prak.g_00922
OG0000802	Pran.g_00567	Prak.g_00921
OG0000803	Pran.g_00569	Prak.g_00919
OG0000804	Pran.g_00570	Prak.g_00918
OG0000805	Pran.g_00571	Prak.g_00917
OG0000806	Pran.g_00573	Prak.g_00915
OG0000807	Pran.g_00154	Prak.g_00383
OG0000808	Pran.g_00144	Prak.g_00712
OG0000809	Pran.g_00141	Prak.g_01220
OG0000810	Pran.g_00140	Prak.g_00603
OG0000811	Pran.g_00133	Prak.g_01255
OG0000812	Pran.g_00129	Prak.g_01214
OG0000813	Pran.g_00125	Prak.g_00362
OG0000814	Pran.g_00123	Prak.g_01241
OG0000815	Pran.g_00110	Prak.g_01328
OG0000816	Pran.g_00092	Prak.g_01551
OG0000817	Pran.g_00091	Prak.g_01552
OG0000818	Pran.g_00085	Prak.g_00723
OG0000819	Pran.g_00078	Prak.g_01194
OG0000820	Pran.g_00075	Prak.g_01188
OG0000821	Pran.g_00073	Prak.g_01186
OG0000822	Pran.g_00072	Prak.g_01185
OG0000823	Pran.g_00071	Prak.g_01184
OG0000824	Pran.g_00070	Prak.g_01183
OG0000825	Pran.g_00069	Prak.g_01182
OG0000826	Pran.g_00068	Prak.g_01181
OG0000827	Pran.g_00067	Prak.g_01180
OG0000828	Pran.g_00066	Prak.g_01179
OG0000829	Pran.g_00065	Prak.g_01178
OG0000830	Pran.g_00064	Prak.g_01176
OG0000831	Pran.g_00061	Prak.g_01173
OG0000832	Pran.g_00059	Prak.g_01171
OG0000833	Pran.g_00058	Prak.g_01170
OG0000834	Pran.g_00057	Prak.g_01169
OG0000835	Pran.g_00056	Prak.g_01168
OG0000836	Pran.g_00055	Prak.g_01167
OG0000837	Pran.g_00053	Prak.g_01164
OG0000838	Pran.g_00052	Prak.g_01163
OG0000839	Pran.g_00051	Prak.g_01162
OG0000840	Pran.g_00050	Prak.g_01161
OG0000841	Pran.g_00049	Prak.g_01160
OG0000842	Pran.g_00048	Prak.g_01158
OG0000843	Pran.g_00047	Prak.g_01157
OG0000844	Pran.g_00046	Prak.g_01156
OG0000845	Pran.g_00045	Prak.g_01155
OG0000846	Pran.g_00042	Prak.g_01153
OG0000847	Pran.g_00040	Prak.g_01151
OG0000848	Pran.g_00039	Prak.g_01150
OG0000849	Pran.g_00038	Prak.g_01147
OG0000850	Pran.g_00037	Prak.g_01146
OG0000851	Pran.g_00036	Prak.g_01144
OG0000852	Pran.g_00034	Prak.g_01142
OG0000853	Pran.g_00033	Prak.g_01140
OG0000854	Pran.g_00031	Prak.g_01138
OG0000855	Pran.g_00030	Prak.g_01137
OG0000856	Pran.g_00029	Prak.g_01136
OG0000857	Pran.g_00028	Prak.g_01135
OG0000858	Pran.g_00027	Prak.g_01134
OG0000859	Pran.g_00026	Prak.g_01133
OG0000860	Pran.g_00025	Prak.g_01132
OG0000861	Pran.g_00024	Prak.g_01131
OG0000862	Pran.g_00023	Prak.g_01130
OG0000863	Pran.g_00022	Prak.g_01129
OG0000864	Pran.g_00021	Prak.g_01128
OG0000865	Pran.g_00020	Prak.g_01127
OG0000866	Pran.g_00019	Prak.g_01126
OG0000867	Pran.g_00018	Prak.g_01125
OG0000868	Pran.g_00017	Prak.g_01124
OG0000869	Pran.g_00015	Prak.g_01122
OG0000870	Pran.g_00014	Prak.g_01121
OG0000871	Pran.g_00012	Prak.g_01120
OG0000872	Pran.g_00011	Prak.g_01119
OG0000873	Pran.g_00009	Prak.g_01117
OG0000874	Pran.g_00008	Prak.g_01116
OG0000875	Pran.g_00007	Prak.g_01115
OG0000876	Pran.g_00006	Prak.g_01114
OG0000877	Pran.g_00004	Prak.g_00593
OG0000878	Pran.g_00899	Prak.g_01571
OG0000879	Pran.g_00887	Prak.g_01266
OG0000880	Pran.g_00886	Prak.g_01267
OG0000881	Pran.g_00885	Prak.g_01268
OG0000882	Pran.g_00884	Prak.g_01269
OG0000883	Pran.g_00883	Prak.g_01270
OG0000884	Pran.g_00881	Prak.g_01272
OG0000885	Pran.g_00880	Prak.g_01273
OG0000886	Pran.g_00879	Prak.g_01274
OG0000887	Pran.g_00878	Prak.g_01275
OG0000888	Pran.g_00877	Prak.g_01276
OG0000889	Pran.g_00874	Prak.g_01279
OG0000890	Pran.g_00873	Prak.g_01280
OG0000891	Pran.g_00872	Prak.g_01281
OG0000892	Pran.g_00870	Prak.g_01284
OG0000893	Pran.g_00869	Prak.g_01285
OG0000894	Pran.g_00868	Prak.g_01286
OG0000895	Pran.g_00867	Prak.g_01287
OG0000896	Pran.g_00866	Prak.g_01288
OG0000897	Pran.g_00865	Prak.g_01289
OG0000898	Pran.g_00863	Prak.g_01292
OG0000899	Pran.g_00862	Prak.g_01293
OG0000900	Pran.g_00855	Prak.g_01305
OG0000901	Pran.g_00854	Prak.g_01301
OG0000902	Pran.g_00853	Prak.g_00460
OG0000903	Pran.g_00852	Prak.g_01237
OG0000904	Pran.g_00850	Prak.g_01490
OG0000905	Pran.g_00848	Prak.g_01215
OG0000906	Pran.g_00847	Prak.g_01197
OG0000907	Pran.g_00846	Prak.g_00909
OG0000908	Pran.g_00843	Prak.g_01234
OG0000909	Pran.g_00839	Prak.g_01331
OG0000910	Pran.g_00838	Prak.g_01332
OG0000911	Pran.g_00837	Prak.g_01333
OG0000912	Pran.g_00836	Prak.g_01334
OG0000913	Pran.g_00835	Prak.g_01335
OG0000914	Pran.g_00834	Prak.g_01336
OG0000915	Pran.g_00833	Prak.g_01337
OG0000916	Pran.g_00832	Prak.g_01338
OG0000917	Pran.g_00831	Prak.g_01339
OG0000918	Pran.g_00830	Prak.g_01340
OG0000919	Pran.g_00829	Prak.g_01341
OG0000920	Pran.g_00828	Prak.g_01342
OG0000921	Pran.g_00827	Prak.g_01343
OG0000922	Pran.g_00826	Prak.g_01344
OG0000923	Pran.g_00825	Prak.g_01345
OG0000924	Pran.g_00824	Prak.g_01346
OG0000925	Pran.g_00823	Prak.g_01347
OG0000926	Pran.g_00822	Prak.g_01824
OG0000927	Pran.g_00751	Prak.g_01374
OG0000928	Pran.g_00750	Prak.g_01375
OG0000929	Pran.g_00749	Prak.g_01376
OG0000930	Pran.g_00748	Prak.g_01377
OG0000931	Pran.g_00747	Prak.g_01378
OG0000932	Pran.g_00745	Prak.g_01380
OG0000933	Pran.g_00744	Prak.g_01381
OG0000934	Pran.g_00743	Prak.g_01382
OG0000935	Pran.g_00742	Prak.g_01383
OG0000936	Pran.g_00741	Prak.g_01384
OG0000937	Pran.g_00740	Prak.g_01385
OG0000938	Pran.g_00739	Prak.g_01386
OG0000939	Pran.g_00738	Prak.g_01387
OG0000940	Pran.g_00737	Prak.g_01388
OG0000941	Pran.g_00735	Prak.g_01389
OG0000942	Pran.g_00734	Prak.g_01390
OG0000943	Pran.g_00731	Prak.g_01393
OG0000944	Pran.g_00730	Prak.g_01394
OG0000945	Pran.g_00729	Prak.g_01395
OG0000946	Pran.g_00728	Prak.g_01396
OG0000947	Pran.g_00727	Prak.g_01397
OG0000948	Pran.g_00726	Prak.g_01398
OG0000949	Pran.g_00725	Prak.g_01399
OG0000950	Pran.g_00724	Prak.g_01400
OG0000951	Pran.g_00723	Prak.g_01401
OG0000952	Pran.g_00722	Prak.g_01402
OG0000953	Pran.g_00721	Prak.g_01403
OG0000954	Pran.g_00720	Prak.g_01404
OG0000955	Pran.g_00719	Prak.g_01405
OG0000956	Pran.g_00718	Prak.g_01406
OG0000957	Pran.g_00717	Prak.g_01407
OG0000958	Pran.g_00716	Prak.g_01408
OG0000959	Pran.g_00715	Prak.g_01409
OG0000960	Pran.g_00714	Prak.g_01410
OG0000961	Pran.g_00710	Prak.g_01414
OG0000962	Pran.g_00709	Prak.g_01415
OG0000963	Pran.g_00708	Prak.g_01416
OG0000964	Pran.g_00706	Prak.g_01418
OG0000965	Pran.g_00705	Prak.g_01419
OG0000966	Pran.g_00704	Prak.g_01420
OG0000967	Pran.g_00703	Prak.g_01421
OG0000968	Pran.g_00702	Prak.g_01422
OG0000969	Pran.g_00701	Prak.g_01423
OG0000970	Pran.g_00700	Prak.g_01424
OG0000971	Pran.g_00699	Prak.g_01425
OG0000972	Pran.g_00698	Prak.g_01426
OG0000973	Pran.g_00697	Prak.g_01427
OG0000974	Pran.g_00695	Prak.g_01429
OG0000975	Pran.g_00692	Prak.g_01435
OG0000976	Pran.g_00690	Prak.g_01437
OG0000977	Pran.g_00689	Prak.g_01439
OG0000978	Pran.g_00688	Prak.g_01441
OG0000979	Pran.g_00686	Prak.g_01443
OG0000980	Pran.g_00685	Prak.g_01444
OG0000981	Pran.g_00684	Prak.g_01445
OG0000982	Pran.g_00683	Prak.g_01446
OG0000983	Pran.g_00681	Prak.g_01448
OG0000984	Pran.g_00680	Prak.g_01449
OG0000985	Pran.g_00679	Prak.g_01450
OG0000986	Pran.g_00678	Prak.g_01451
OG0000987	Pran.g_00677	Prak.g_01452
OG0000988	Pran.g_00676	Prak.g_01453
OG0000989	Pran.g_00675	Prak.g_01454
OG0000990	Pran.g_00674	Prak.g_01455
OG0000991	Pran.g_00673	Prak.g_01456
OG0000992	Pran.g_00672	Prak.g_01457
OG0000993	Pran.g_00671	Prak.g_01458
OG0000994	Pran.g_00670	Prak.g_01459
OG0000995	Pran.g_00669	Prak.g_01460
OG0000996	Pran.g_00668	Prak.g_01461
OG0000997	Pran.g_00667	Prak.g_01462
OG0000998	Pran.g_00666	Prak.g_01463
OG0000999	Pran.g_00665	Prak.g_01464
OG0001000	Pran.g_00664	Prak.g_01465
OG0001001	Pran.g_00662	Prak.g_01467
OG0001002	Pran.g_00661	Prak.g_01468
OG0001003	Pran.g_00660	Prak.g_01469
OG0001004	Pran.g_00659	Prak.g_01470
OG0001005	Pran.g_00658	Prak.g_01473
OG0001006	Pran.g_00657	Prak.g_01474
OG0001007	Pran.g_00656	Prak.g_01475
OG0001008	Pran.g_00654	Prak.g_01477
OG0001009	Pran.g_00653	Prak.g_01478
OG0001010	Pran.g_00646	Prak.g_01588
OG0001011	Pran.g_00636	Prak.g_00590
OG0001012	Pran.g_00598	Prak.g_00860
OG0001013	Pran.g_00964	Prak.g_01638
OG0001014	Pran.g_00965	Prak.g_01639
OG0001015	Pran.g_00971	Prak.g_01646
OG0001016	Pran.g_00972	Prak.g_01647
OG0001017	Pran.g_00973	Prak.g_01648
OG0001018	Pran.g_00974	Prak.g_01649
OG0001019	Pran.g_00976	Prak.g_01651
OG0001020	Pran.g_00977	Prak.g_01652
OG0001021	Pran.g_00978	Prak.g_01653
OG0001022	Pran.g_00979	Prak.g_01654
OG0001023	Pran.g_00980	Prak.g_01655
OG0001024	Pran.g_00981	Prak.g_01657
OG0001025	Pran.g_00982	Prak.g_01658
OG0001026	Pran.g_00984	Prak.g_01659
OG0001027	Pran.g_00985	Prak.g_01660
OG0001028	Pran.g_00986	Prak.g_01661
OG0001029	Pran.g_00987	Prak.g_01662
OG0001030	Pran.g_00988	Prak.g_01663
OG0001031	Pran.g_00989	Prak.g_01664
OG0001032	Pran.g_00990	Prak.g_01665
OG0001033	Pran.g_00991	Prak.g_01666
OG0001034	Pran.g_00992	Prak.g_01667
OG0001035	Pran.g_00994	Prak.g_01669
OG0001036	Pran.g_00995	Prak.g_01670
OG0001037	Pran.g_00996	Prak.g_01671
OG0001038	Pran.g_00997	Prak.g_01672
OG0001039	Pran.g_00998	Prak.g_01673
OG0001040	Pran.g_00999	Prak.g_01674
OG0001041	Pran.g_01000	Prak.g_01675
OG0001042	Pran.g_01001	Prak.g_01676
OG0001043	Pran.g_01002	Prak.g_01677
OG0001044	Pran.g_01003	Prak.g_01678
OG0001045	Pran.g_01004	Prak.g_01679
OG0001046	Pran.g_01005	Prak.g_01680
OG0001047	Pran.g_01008	Prak.g_01683
OG0001048	Pran.g_01010	Prak.g_01685
OG0001049	Pran.g_01011	Prak.g_01686
OG0001050	Pran.g_01012	Prak.g_01687
OG0001051	Pran.g_01013	Prak.g_01688
OG0001052	Pran.g_01014	Prak.g_01689
OG0001053	Pran.g_01015	Prak.g_01691
OG0001054	Pran.g_01017	Prak.g_01693
OG0001055	Pran.g_01018	Prak.g_01694
OG0001056	Pran.g_01019	Prak.g_01695
OG0001057	Pran.g_01020	Prak.g_01696
OG0001058	Pran.g_01021	Prak.g_01697
OG0001059	Pran.g_01022	Prak.g_01698
OG0001060	Pran.g_01023	Prak.g_01699
OG0001061	Pran.g_01024	Prak.g_01700
OG0001062	Pran.g_01025	Prak.g_01701
OG0001063	Pran.g_01026	Prak.g_01702
OG0001064	Pran.g_01028	Prak.g_01704
OG0001065	Pran.g_01032	Prak.g_01708
OG0001066	Pran.g_01033	Prak.g_01710
OG0001067	Pran.g_01034	Prak.g_01711
OG0001068	Pran.g_01036	Prak.g_01714
OG0001069	Pran.g_01037	Prak.g_01715
OG0001070	Pran.g_01038	Prak.g_01716
OG0001071	Pran.g_01039	Prak.g_01717
OG0001072	Pran.g_01040	Prak.g_01718
OG0001073	Pran.g_01041	Prak.g_01719
OG0001074	Pran.g_01042	Prak.g_01720
OG0001075	Pran.g_01044	Prak.g_01721
OG0001076	Pran.g_01045	Prak.g_01722
OG0001077	Pran.g_01046	Prak.g_01723
OG0001078	Pran.g_01047	Prak.g_01724
OG0001079	Pran.g_01048	Prak.g_01725
OG0001080	Pran.g_01049	Prak.g_01726
OG0001081	Pran.g_01052	Prak.g_01730
OG0001082	Pran.g_01053	Prak.g_01731
OG0001083	Pran.g_01054	Prak.g_01734
OG0001084	Pran.g_01055	Prak.g_01733
OG0001085	Pran.g_01056	Prak.g_01732
OG0001086	Pran.g_01057	Prak.g_01729
OG0001087	Pran.g_01058	Prak.g_01728
OG0001088	Pran.g_01059	Prak.g_01727
OG0001089	Pran.g_01062	Prak.g_01737
OG0001090	Pran.g_01064	Prak.g_01739
OG0001091	Pran.g_01065	Prak.g_01740
OG0001092	Pran.g_01066	Prak.g_01741
OG0001093	Pran.g_01067	Prak.g_01742
OG0001094	Pran.g_01069	Prak.g_01743
OG0001095	Pran.g_01070	Prak.g_01744
OG0001096	Pran.g_01071	Prak.g_01745
OG0001097	Pran.g_01072	Prak.g_01746
OG0001098	Pran.g_01073	Prak.g_01747
OG0001099	Pran.g_01074	Prak.g_01748
OG0001100	Pran.g_01075	Prak.g_01749
OG0001101	Pran.g_01076	Prak.g_01750
OG0001102	Pran.g_01077	Prak.g_01751
OG0001103	Pran.g_01078	Prak.g_01752
OG0001104	Pran.g_01079	Prak.g_01753
OG0001105	Pran.g_01080	Prak.g_01754
OG0001106	Pran.g_01081	Prak.g_01755
OG0001107	Pran.g_01082	Prak.g_01756
OG0001108	Pran.g_01083	Prak.g_01757
OG0001109	Pran.g_01084	Prak.g_01758
OG0001110	Pran.g_01085	Prak.g_01759
OG0001111	Pran.g_01086	Prak.g_01760
OG0001112	Pran.g_01087	Prak.g_01761
OG0001113	Pran.g_01088	Prak.g_01762
OG0001114	Pran.g_01089	Prak.g_01763
OG0001115	Pran.g_01090	Prak.g_01764
OG0001116	Pran.g_01091	Prak.g_01765
OG0001117	Pran.g_01092	Prak.g_01766
OG0001118	Pran.g_01093	Prak.g_01767
OG0001119	Pran.g_01094	Prak.g_01768
OG0001120	Pran.g_01095	Prak.g_01769
OG0001121	Pran.g_01097	Prak.g_01771
OG0001122	Pran.g_01098	Prak.g_01772
OG0001123	Pran.g_01099	Prak.g_01773
OG0001124	Pran.g_01101	Prak.g_01775
OG0001125	Pran.g_01103	Prak.g_01777
OG0001126	Pran.g_01104	Prak.g_01778
OG0001127	Pran.g_01106	Prak.g_01781
OG0001128	Pran.g_01107	Prak.g_01782
OG0001129	Pran.g_01108	Prak.g_01783
OG0001130	Pran.g_01111	Prak.g_01786
OG0001131	Pran.g_01112	Prak.g_01787
OG0001132	Pran.g_01113	Prak.g_01788
OG0001133	Pran.g_01114	Prak.g_01789
OG0001134	Pran.g_01115	Prak.g_01790
OG0001135	Pran.g_01116	Prak.g_01791
OG0001136	Pran.g_01117	Prak.g_01792
OG0001137	Pran.g_01118	Prak.g_01793
OG0001138	Pran.g_01119	Prak.g_01794
OG0001139	Pran.g_01120	Prak.g_01796
OG0001140	Pran.g_01121	Prak.g_01797
OG0001141	Pran.g_01122	Prak.g_01798
OG0001142	Pran.g_01125	Prak.g_01802
OG0001143	Pran.g_01126	Prak.g_01803
OG0001144	Pran.g_01127	Prak.g_01804
OG0001145	Pran.g_01128	Prak.g_01805
OG0001146	Pran.g_01129	Prak.g_01806
OG0001147	Pran.g_01130	Prak.g_01807
OG0001148	Pran.g_01131	Prak.g_01808
OG0001149	Pran.g_01133	Prak.g_01810
OG0001150	Pran.g_01134	Prak.g_01811
OG0001151	Pran.g_01136	Prak.g_01815
OG0001152	Pran.g_01137	Prak.g_01816
OG0001153	Pran.g_01138	Prak.g_01817
OG0001154	Pran.g_01139	Prak.g_01819
OG0001155	Pran.g_01141	Prak.g_01821
OG0001156	Pran.g_01143	Prak.g_01823
OG0001157	Pran.g_01144	Prak.g_01825
OG0001158	Pran.g_01146	Prak.g_01827
OG0001159	Pran.g_01147	Prak.g_01828
OG0001160	Pran.g_01148	Prak.g_01829
OG0001161	Pran.g_01149	Prak.g_01830
OG0001162	Pran.g_01150	Prak.g_01831
OG0001163	Pran.g_01151	Prak.g_01832
OG0001164	Pran.g_01152	Prak.g_01833
OG0001165	Pran.g_01153	Prak.g_01834
OG0001166	Pran.g_01154	Prak.g_01835
OG0001167	Pran.g_01155	Prak.g_01837
OG0001168	Pran.g_01156	Prak.g_01838
OG0001169	Pran.g_01157	Prak.g_01839
OG0001170	Pran.g_01158	Prak.g_01840
OG0001171	Pran.g_01159	Prak.g_01841
OG0001172	Pran.g_01161	Prak.g_01843
