Orthogroup	Pran	Prbj
OG0000579	Pran.g_01519	Prbj.g_00809
OG0000580	Pran.g_01518	Prbj.g_00812
OG0000581	Pran.g_01517	Prbj.g_00813
OG0000582	Pran.g_01516	Prbj.g_00815
OG0000583	Pran.g_01515	Prbj.g_00816
OG0000584	Pran.g_01514	Prbj.g_00818
OG0000585	Pran.g_01513	Prbj.g_00819
OG0000586	Pran.g_01511	Prbj.g_00821
OG0000587	Pran.g_01510	Prbj.g_00822
OG0000588	Pran.g_01508	Prbj.g_00825
OG0000589	Pran.g_01507	Prbj.g_02707
OG0000590	Pran.g_01505	Prbj.g_01466
OG0000591	Pran.g_01499	Prbj.g_00184
OG0000592	Pran.g_01498	Prbj.g_00760
OG0000593	Pran.g_01497	Prbj.g_00248
OG0000594	Pran.g_01495	Prbj.g_02453
OG0000595	Pran.g_01494	Prbj.g_02636
OG0000596	Pran.g_01493	Prbj.g_00943
OG0000597	Pran.g_01491	Prbj.g_00921
OG0000598	Pran.g_01490	Prbj.g_00927
OG0000599	Pran.g_01489	Prbj.g_00931
OG0000600	Pran.g_01488	Prbj.g_00932
OG0000601	Pran.g_01486	Prbj.g_00946
OG0000602	Pran.g_01485	Prbj.g_00947
OG0000603	Pran.g_01484	Prbj.g_00948
OG0000604	Pran.g_01483	Prbj.g_00754
OG0000605	Pran.g_01482	Prbj.g_00755
OG0000606	Pran.g_01481	Prbj.g_00757
OG0000607	Pran.g_01479	Prbj.g_00759
OG0000608	Pran.g_01478	Prbj.g_02373
OG0000609	Pran.g_01472	Prbj.g_02057
OG0000610	Pran.g_01471	Prbj.g_00168
OG0000611	Pran.g_01459	Prbj.g_02180
OG0000612	Pran.g_01458	Prbj.g_02181
OG0000613	Pran.g_01457	Prbj.g_02182
OG0000614	Pran.g_01456	Prbj.g_02183
OG0000615	Pran.g_01454	Prbj.g_02184
OG0000616	Pran.g_01453	Prbj.g_02185
OG0000617	Pran.g_01452	Prbj.g_02186
OG0000618	Pran.g_01451	Prbj.g_02187
OG0000619	Pran.g_01450	Prbj.g_02189
OG0000620	Pran.g_01449	Prbj.g_02190
OG0000621	Pran.g_01448	Prbj.g_02191
OG0000622	Pran.g_01447	Prbj.g_02192
OG0000623	Pran.g_01446	Prbj.g_02193
OG0000624	Pran.g_01445	Prbj.g_02194
OG0000625	Pran.g_01444	Prbj.g_02195
OG0000626	Pran.g_01443	Prbj.g_02196
OG0000627	Pran.g_01442	Prbj.g_02320
OG0000628	Pran.g_01441	Prbj.g_02319
OG0000629	Pran.g_01440	Prbj.g_02316
OG0000630	Pran.g_01439	Prbj.g_02315
OG0000631	Pran.g_01437	Prbj.g_02312
OG0000632	Pran.g_01420	Prbj.g_00773
OG0000633	Pran.g_01415	Prbj.g_01884
OG0000634	Pran.g_01400	Prbj.g_01607
OG0000635	Pran.g_01378	Prbj.g_02276
OG0000636	Pran.g_01377	Prbj.g_02277
OG0000637	Pran.g_01376	Prbj.g_02278
OG0000638	Pran.g_01365	Prbj.g_00347
OG0000639	Pran.g_01356	Prbj.g_01337
OG0000640	Pran.g_01354	Prbj.g_02311
OG0000641	Pran.g_01352	Prbj.g_02306
OG0000642	Pran.g_01351	Prbj.g_02305
OG0000643	Pran.g_01350	Prbj.g_02304
OG0000644	Pran.g_01349	Prbj.g_02406
OG0000645	Pran.g_01348	Prbj.g_02407
OG0000646	Pran.g_01347	Prbj.g_02408
OG0000647	Pran.g_01346	Prbj.g_02409
OG0000648	Pran.g_01344	Prbj.g_02411
OG0000649	Pran.g_01343	Prbj.g_02412
OG0000650	Pran.g_01342	Prbj.g_02413
OG0000651	Pran.g_01341	Prbj.g_02414
OG0000652	Pran.g_01340	Prbj.g_02415
OG0000653	Pran.g_01339	Prbj.g_02416
OG0000654	Pran.g_01337	Prbj.g_02418
OG0000655	Pran.g_01335	Prbj.g_02420
OG0000656	Pran.g_01334	Prbj.g_02421
OG0000657	Pran.g_01333	Prbj.g_02422
OG0000658	Pran.g_01332	Prbj.g_02423
OG0000659	Pran.g_01331	Prbj.g_02424
OG0000660	Pran.g_01330	Prbj.g_02425
OG0000661	Pran.g_01329	Prbj.g_02427
OG0000662	Pran.g_01328	Prbj.g_02430
OG0000663	Pran.g_01327	Prbj.g_02431
OG0000664	Pran.g_01326	Prbj.g_02432
OG0000665	Pran.g_01325	Prbj.g_02433
OG0000666	Pran.g_01324	Prbj.g_02434
OG0000667	Pran.g_01323	Prbj.g_02435
OG0000668	Pran.g_01322	Prbj.g_02436
OG0000669	Pran.g_01320	Prbj.g_02438
OG0000670	Pran.g_01319	Prbj.g_02439
OG0000671	Pran.g_01318	Prbj.g_02440
OG0000672	Pran.g_01317	Prbj.g_02441
OG0000673	Pran.g_01316	Prbj.g_02442
OG0000674	Pran.g_01315	Prbj.g_02443
OG0000675	Pran.g_01313	Prbj.g_02470
OG0000676	Pran.g_01312	Prbj.g_02471
OG0000677	Pran.g_01310	Prbj.g_02474
OG0000678	Pran.g_01308	Prbj.g_02476
OG0000679	Pran.g_01307	Prbj.g_02478
OG0000680	Pran.g_01306	Prbj.g_02479
OG0000681	Pran.g_01305	Prbj.g_02480
OG0000682	Pran.g_01304	Prbj.g_02481
OG0000683	Pran.g_01302	Prbj.g_02483
OG0000684	Pran.g_01301	Prbj.g_02484
OG0000685	Pran.g_01300	Prbj.g_02485
OG0000686	Pran.g_01299	Prbj.g_02486
OG0000687	Pran.g_01298	Prbj.g_02487
OG0000688	Pran.g_01297	Prbj.g_02488
OG0000689	Pran.g_01296	Prbj.g_02490
OG0000690	Pran.g_01295	Prbj.g_02491
OG0000691	Pran.g_01294	Prbj.g_02492
OG0000692	Pran.g_01292	Prbj.g_02503
OG0000693	Pran.g_01291	Prbj.g_02504
OG0000694	Pran.g_01290	Prbj.g_02507
OG0000695	Pran.g_01289	Prbj.g_02511
OG0000696	Pran.g_01287	Prbj.g_02512
OG0000697	Pran.g_01285	Prbj.g_02514
OG0000698	Pran.g_01283	Prbj.g_02323
OG0000699	Pran.g_01282	Prbj.g_02199
OG0000700	Pran.g_00413	Prbj.g_02215
OG0000701	Pran.g_00418	Prbj.g_01553
OG0000702	Pran.g_00421	Prbj.g_02523
OG0000703	Pran.g_00422	Prbj.g_02333
OG0000704	Pran.g_00423	Prbj.g_00044
OG0000705	Pran.g_00424	Prbj.g_02334
OG0000706	Pran.g_00425	Prbj.g_02335
OG0000707	Pran.g_00426	Prbj.g_02337
OG0000708	Pran.g_00427	Prbj.g_02338
OG0000709	Pran.g_00429	Prbj.g_02340
OG0000710	Pran.g_00430	Prbj.g_02341
OG0000711	Pran.g_00431	Prbj.g_02342
OG0000712	Pran.g_00432	Prbj.g_02343
OG0000713	Pran.g_00433	Prbj.g_02344
OG0000714	Pran.g_00435	Prbj.g_02352
OG0000715	Pran.g_00436	Prbj.g_02354
OG0000716	Pran.g_00438	Prbj.g_02359
OG0000717	Pran.g_00439	Prbj.g_02361
OG0000718	Pran.g_00440	Prbj.g_02364
OG0000719	Pran.g_00442	Prbj.g_02379
OG0000720	Pran.g_00443	Prbj.g_02380
OG0000721	Pran.g_00445	Prbj.g_02382
OG0000722	Pran.g_00446	Prbj.g_02383
OG0000723	Pran.g_00447	Prbj.g_02384
OG0000724	Pran.g_00449	Prbj.g_02397
OG0000725	Pran.g_00450	Prbj.g_02396
OG0000726	Pran.g_00451	Prbj.g_02395
OG0000727	Pran.g_00452	Prbj.g_02394
OG0000728	Pran.g_00453	Prbj.g_02393
OG0000729	Pran.g_00454	Prbj.g_02391
OG0000730	Pran.g_00455	Prbj.g_02388
OG0000731	Pran.g_00456	Prbj.g_02399
OG0000732	Pran.g_00457	Prbj.g_02400
OG0000733	Pran.g_00458	Prbj.g_02401
OG0000734	Pran.g_00459	Prbj.g_02402
OG0000735	Pran.g_00461	Prbj.g_02403
OG0000736	Pran.g_00462	Prbj.g_02404
OG0000737	Pran.g_00463	Prbj.g_02405
OG0000738	Pran.g_00464	Prbj.g_02303
OG0000739	Pran.g_00465	Prbj.g_02302
OG0000740	Pran.g_00466	Prbj.g_02301
OG0000741	Pran.g_00467	Prbj.g_02299
OG0000742	Pran.g_00469	Prbj.g_02297
OG0000743	Pran.g_00470	Prbj.g_02296
OG0000744	Pran.g_00471	Prbj.g_02294
OG0000745	Pran.g_00472	Prbj.g_02293
OG0000746	Pran.g_00473	Prbj.g_02292
OG0000747	Pran.g_00474	Prbj.g_00694
OG0000748	Pran.g_00475	Prbj.g_02284
OG0000749	Pran.g_00476	Prbj.g_02283
OG0000750	Pran.g_00477	Prbj.g_02281
OG0000751	Pran.g_00478	Prbj.g_02280
OG0000752	Pran.g_00479	Prbj.g_01984
OG0000753	Pran.g_00481	Prbj.g_02275
OG0000754	Pran.g_00482	Prbj.g_02274
OG0000755	Pran.g_00483	Prbj.g_02273
OG0000756	Pran.g_00484	Prbj.g_02271
OG0000757	Pran.g_00485	Prbj.g_02270
OG0000758	Pran.g_00486	Prbj.g_02269
OG0000759	Pran.g_00488	Prbj.g_02264
OG0000760	Pran.g_00489	Prbj.g_02263
OG0000761	Pran.g_00490	Prbj.g_02261
OG0000762	Pran.g_00492	Prbj.g_02259
OG0000763	Pran.g_00493	Prbj.g_02257
OG0000764	Pran.g_00494	Prbj.g_02255
OG0000765	Pran.g_00495	Prbj.g_02254
OG0000766	Pran.g_00496	Prbj.g_02253
OG0000767	Pran.g_00498	Prbj.g_02251
OG0000768	Pran.g_00499	Prbj.g_02250
OG0000769	Pran.g_00500	Prbj.g_02249
OG0000770	Pran.g_00501	Prbj.g_02248
OG0000771	Pran.g_00502	Prbj.g_02247
OG0000772	Pran.g_00503	Prbj.g_00722
OG0000773	Pran.g_00504	Prbj.g_02245
OG0000774	Pran.g_00505	Prbj.g_02243
OG0000775	Pran.g_00506	Prbj.g_02241
OG0000776	Pran.g_00508	Prbj.g_02237
OG0000777	Pran.g_00510	Prbj.g_02236
OG0000778	Pran.g_00511	Prbj.g_02235
OG0000779	Pran.g_00512	Prbj.g_02231
OG0000780	Pran.g_00514	Prbj.g_02229
OG0000781	Pran.g_00516	Prbj.g_02225
OG0000782	Pran.g_00517	Prbj.g_02224
OG0000783	Pran.g_00537	Prbj.g_02219
OG0000784	Pran.g_00539	Prbj.g_02217
OG0000785	Pran.g_00540	Prbj.g_02216
OG0000786	Pran.g_00541	Prbj.g_02214
OG0000787	Pran.g_00542	Prbj.g_02213
OG0000788	Pran.g_00546	Prbj.g_02207
OG0000789	Pran.g_00548	Prbj.g_02204
OG0000790	Pran.g_00549	Prbj.g_01985
OG0000791	Pran.g_00550	Prbj.g_02203
OG0000792	Pran.g_00551	Prbj.g_02202
OG0000793	Pran.g_00552	Prbj.g_02201
OG0000794	Pran.g_00554	Prbj.g_02198
OG0000795	Pran.g_00557	Prbj.g_01850
OG0000796	Pran.g_00558	Prbj.g_01849
OG0000797	Pran.g_00560	Prbj.g_01846
OG0000798	Pran.g_00561	Prbj.g_01845
OG0000799	Pran.g_00562	Prbj.g_01844
OG0000800	Pran.g_00563	Prbj.g_01843
OG0000801	Pran.g_00566	Prbj.g_01840
OG0000802	Pran.g_00567	Prbj.g_01839
OG0000803	Pran.g_00569	Prbj.g_01836
OG0000804	Pran.g_00570	Prbj.g_01835
OG0000805	Pran.g_00571	Prbj.g_01834
OG0000806	Pran.g_00573	Prbj.g_01833
OG0000807	Pran.g_00154	Prbj.g_02687
OG0000808	Pran.g_00144	Prbj.g_02537
OG0000809	Pran.g_00141	Prbj.g_01669
OG0000810	Pran.g_00140	Prbj.g_00696
OG0000811	Pran.g_00133	Prbj.g_01289
OG0000812	Pran.g_00129	Prbj.g_00343
OG0000813	Pran.g_00125	Prbj.g_00333
OG0000814	Pran.g_00123	Prbj.g_00634
OG0000815	Pran.g_00110	Prbj.g_02555
OG0000816	Pran.g_00092	Prbj.g_01997
OG0000817	Pran.g_00091	Prbj.g_01991
OG0000818	Pran.g_00085	Prbj.g_01336
OG0000819	Pran.g_00078	Prbj.g_00641
OG0000820	Pran.g_00075	Prbj.g_00627
OG0000821	Pran.g_00073	Prbj.g_00953
OG0000822	Pran.g_00072	Prbj.g_00954
OG0000823	Pran.g_00071	Prbj.g_00955
OG0000824	Pran.g_00070	Prbj.g_00956
OG0000825	Pran.g_00069	Prbj.g_00958
OG0000826	Pran.g_00068	Prbj.g_00959
OG0000827	Pran.g_00067	Prbj.g_00962
OG0000828	Pran.g_00066	Prbj.g_00964
OG0000829	Pran.g_00065	Prbj.g_00965
OG0000830	Pran.g_00064	Prbj.g_00968
OG0000831	Pran.g_00061	Prbj.g_00970
OG0000832	Pran.g_00059	Prbj.g_00972
OG0000833	Pran.g_00058	Prbj.g_00973
OG0000834	Pran.g_00057	Prbj.g_00846
OG0000835	Pran.g_00056	Prbj.g_00845
OG0000836	Pran.g_00055	Prbj.g_00844
OG0000837	Pran.g_00053	Prbj.g_00834
OG0000838	Pran.g_00052	Prbj.g_00832
OG0000839	Pran.g_00051	Prbj.g_00831
OG0000840	Pran.g_00050	Prbj.g_00830
OG0000841	Pran.g_00049	Prbj.g_00829
OG0000842	Pran.g_00048	Prbj.g_00304
OG0000843	Pran.g_00047	Prbj.g_00305
OG0000844	Pran.g_00046	Prbj.g_00307
OG0000845	Pran.g_00045	Prbj.g_00308
OG0000846	Pran.g_00042	Prbj.g_00311
OG0000847	Pran.g_00040	Prbj.g_00312
OG0000848	Pran.g_00039	Prbj.g_01910
OG0000849	Pran.g_00038	Prbj.g_01913
OG0000850	Pran.g_00037	Prbj.g_01914
OG0000851	Pran.g_00036	Prbj.g_00002
OG0000852	Pran.g_00034	Prbj.g_00004
OG0000853	Pran.g_00033	Prbj.g_00006
OG0000854	Pran.g_00031	Prbj.g_00008
OG0000855	Pran.g_00030	Prbj.g_00009
OG0000856	Pran.g_00029	Prbj.g_00010
OG0000857	Pran.g_00028	Prbj.g_00011
OG0000858	Pran.g_00027	Prbj.g_00012
OG0000859	Pran.g_00026	Prbj.g_00013
OG0000860	Pran.g_00025	Prbj.g_00014
OG0000861	Pran.g_00024	Prbj.g_01908
OG0000862	Pran.g_00023	Prbj.g_01907
OG0000863	Pran.g_00022	Prbj.g_01906
OG0000864	Pran.g_00021	Prbj.g_01905
OG0000865	Pran.g_00020	Prbj.g_01903
OG0000866	Pran.g_00019	Prbj.g_02152
OG0000867	Pran.g_00018	Prbj.g_02153
OG0000868	Pran.g_00017	Prbj.g_02155
OG0000869	Pran.g_00015	Prbj.g_02158
OG0000870	Pran.g_00014	Prbj.g_02159
OG0000871	Pran.g_00012	Prbj.g_02163
OG0000872	Pran.g_00011	Prbj.g_02164
OG0000873	Pran.g_00009	Prbj.g_02166
OG0000874	Pran.g_00008	Prbj.g_02167
OG0000875	Pran.g_00007	Prbj.g_00314
OG0000876	Pran.g_00006	Prbj.g_00313
OG0000877	Pran.g_00004	Prbj.g_00019
OG0000878	Pran.g_00899	Prbj.g_01679
OG0000879	Pran.g_00887	Prbj.g_00163
OG0000880	Pran.g_00886	Prbj.g_00162
OG0000881	Pran.g_00885	Prbj.g_00161
OG0000882	Pran.g_00884	Prbj.g_01717
OG0000883	Pran.g_00883	Prbj.g_01719
OG0000884	Pran.g_00881	Prbj.g_01721
OG0000885	Pran.g_00880	Prbj.g_01722
OG0000886	Pran.g_00879	Prbj.g_01723
OG0000887	Pran.g_00878	Prbj.g_01724
OG0000888	Pran.g_00877	Prbj.g_01725
OG0000889	Pran.g_00874	Prbj.g_01729
OG0000890	Pran.g_00873	Prbj.g_01732
OG0000891	Pran.g_00872	Prbj.g_01733
OG0000892	Pran.g_00870	Prbj.g_01736
OG0000893	Pran.g_00869	Prbj.g_01737
OG0000894	Pran.g_00868	Prbj.g_01738
OG0000895	Pran.g_00867	Prbj.g_01739
OG0000896	Pran.g_00866	Prbj.g_01740
OG0000897	Pran.g_00865	Prbj.g_01741
OG0000898	Pran.g_00863	Prbj.g_01744
OG0000899	Pran.g_00862	Prbj.g_01745
OG0000900	Pran.g_00855	Prbj.g_00669
OG0000901	Pran.g_00854	Prbj.g_00121
OG0000902	Pran.g_00853	Prbj.g_00094
OG0000903	Pran.g_00852	Prbj.g_02508
OG0000904	Pran.g_00850	Prbj.g_00687
OG0000905	Pran.g_00848	Prbj.g_01837
OG0000906	Pran.g_00847	Prbj.g_02689
OG0000907	Pran.g_00846	Prbj.g_02521
OG0000908	Pran.g_00843	Prbj.g_00873
OG0000909	Pran.g_00839	Prbj.g_01640
OG0000910	Pran.g_00838	Prbj.g_01641
OG0000911	Pran.g_00837	Prbj.g_01642
OG0000912	Pran.g_00836	Prbj.g_01643
OG0000913	Pran.g_00835	Prbj.g_01644
OG0000914	Pran.g_00834	Prbj.g_01645
OG0000915	Pran.g_00833	Prbj.g_01646
OG0000916	Pran.g_00832	Prbj.g_01647
OG0000917	Pran.g_00831	Prbj.g_01649
OG0000918	Pran.g_00830	Prbj.g_01650
OG0000919	Pran.g_00829	Prbj.g_01651
OG0000920	Pran.g_00828	Prbj.g_01652
OG0000921	Pran.g_00827	Prbj.g_01653
OG0000922	Pran.g_00826	Prbj.g_01654
OG0000923	Pran.g_00825	Prbj.g_01655
OG0000924	Pran.g_00824	Prbj.g_01656
OG0000925	Pran.g_00823	Prbj.g_01657
OG0000926	Pran.g_00822	Prbj.g_01514
OG0000927	Pran.g_00751	Prbj.g_01304
OG0000928	Pran.g_00750	Prbj.g_01303
OG0000929	Pran.g_00749	Prbj.g_01302
OG0000930	Pran.g_00748	Prbj.g_01294
OG0000931	Pran.g_00747	Prbj.g_01293
OG0000932	Pran.g_00745	Prbj.g_01041
OG0000933	Pran.g_00744	Prbj.g_01043
OG0000934	Pran.g_00743	Prbj.g_01044
OG0000935	Pran.g_00742	Prbj.g_01045
OG0000936	Pran.g_00741	Prbj.g_01046
OG0000937	Pran.g_00740	Prbj.g_01047
OG0000938	Pran.g_00739	Prbj.g_01049
OG0000939	Pran.g_00738	Prbj.g_01050
OG0000940	Pran.g_00737	Prbj.g_01052
OG0000941	Pran.g_00735	Prbj.g_01054
OG0000942	Pran.g_00734	Prbj.g_01055
OG0000943	Pran.g_00731	Prbj.g_01058
OG0000944	Pran.g_00730	Prbj.g_01067
OG0000945	Pran.g_00729	Prbj.g_01068
OG0000946	Pran.g_00728	Prbj.g_01069
OG0000947	Pran.g_00727	Prbj.g_01070
OG0000948	Pran.g_00726	Prbj.g_01071
OG0000949	Pran.g_00725	Prbj.g_01072
OG0000950	Pran.g_00724	Prbj.g_01073
OG0000951	Pran.g_00723	Prbj.g_01074
OG0000952	Pran.g_00722	Prbj.g_01075
OG0000953	Pran.g_00721	Prbj.g_01076
OG0000954	Pran.g_00720	Prbj.g_01077
OG0000955	Pran.g_00719	Prbj.g_01078
OG0000956	Pran.g_00718	Prbj.g_01079
OG0000957	Pran.g_00717	Prbj.g_01080
OG0000958	Pran.g_00716	Prbj.g_00631
OG0000959	Pran.g_00715	Prbj.g_00632
OG0000960	Pran.g_00714	Prbj.g_00633
OG0000961	Pran.g_00710	Prbj.g_00640
OG0000962	Pran.g_00709	Prbj.g_00642
OG0000963	Pran.g_00708	Prbj.g_00643
OG0000964	Pran.g_00706	Prbj.g_00646
OG0000965	Pran.g_00705	Prbj.g_00647
OG0000966	Pran.g_00704	Prbj.g_00648
OG0000967	Pran.g_00703	Prbj.g_00649
OG0000968	Pran.g_00702	Prbj.g_00650
OG0000969	Pran.g_00701	Prbj.g_00651
OG0000970	Pran.g_00700	Prbj.g_00652
OG0000971	Pran.g_00699	Prbj.g_00653
OG0000972	Pran.g_00698	Prbj.g_00654
OG0000973	Pran.g_00697	Prbj.g_00655
OG0000974	Pran.g_00695	Prbj.g_00657
OG0000975	Pran.g_00692	Prbj.g_00036
OG0000976	Pran.g_00690	Prbj.g_01674
OG0000977	Pran.g_00689	Prbj.g_01684
OG0000978	Pran.g_00688	Prbj.g_01686
OG0000979	Pran.g_00686	Prbj.g_01688
OG0000980	Pran.g_00685	Prbj.g_01689
OG0000981	Pran.g_00684	Prbj.g_02538
OG0000982	Pran.g_00683	Prbj.g_01690
OG0000983	Pran.g_00681	Prbj.g_01692
OG0000984	Pran.g_00680	Prbj.g_01693
OG0000985	Pran.g_00679	Prbj.g_01694
OG0000986	Pran.g_00678	Prbj.g_01696
OG0000987	Pran.g_00677	Prbj.g_01697
OG0000988	Pran.g_00676	Prbj.g_01699
OG0000989	Pran.g_00675	Prbj.g_01700
OG0000990	Pran.g_00674	Prbj.g_01701
OG0000991	Pran.g_00673	Prbj.g_01702
OG0000992	Pran.g_00672	Prbj.g_01703
OG0000993	Pran.g_00671	Prbj.g_01704
OG0000994	Pran.g_00670	Prbj.g_01705
OG0000995	Pran.g_00669	Prbj.g_01707
OG0000996	Pran.g_00668	Prbj.g_01708
OG0000997	Pran.g_00667	Prbj.g_01709
OG0000998	Pran.g_00666	Prbj.g_01710
OG0000999	Pran.g_00665	Prbj.g_01711
OG0001000	Pran.g_00664	Prbj.g_01712
OG0001001	Pran.g_00662	Prbj.g_01713
OG0001002	Pran.g_00661	Prbj.g_00888
OG0001003	Pran.g_00660	Prbj.g_00887
OG0001004	Pran.g_00659	Prbj.g_00185
OG0001005	Pran.g_00658	Prbj.g_00884
OG0001006	Pran.g_00657	Prbj.g_00883
OG0001007	Pran.g_00656	Prbj.g_00882
OG0001008	Pran.g_00654	Prbj.g_00880
OG0001009	Pran.g_00653	Prbj.g_00879
OG0001010	Pran.g_00646	Prbj.g_02535
OG0001011	Pran.g_00636	Prbj.g_02561
OG0001012	Pran.g_00598	Prbj.g_02429
OG0001013	Pran.g_00964	Prbj.g_00868
OG0001014	Pran.g_00965	Prbj.g_00867
OG0001015	Pran.g_00971	Prbj.g_00856
OG0001016	Pran.g_00972	Prbj.g_00855
OG0001017	Pran.g_00973	Prbj.g_00854
OG0001018	Pran.g_00974	Prbj.g_00852
OG0001019	Pran.g_00976	Prbj.g_00495
OG0001020	Pran.g_00977	Prbj.g_00494
OG0001021	Pran.g_00978	Prbj.g_00493
OG0001022	Pran.g_00979	Prbj.g_00492
OG0001023	Pran.g_00980	Prbj.g_00491
OG0001024	Pran.g_00981	Prbj.g_00489
OG0001025	Pran.g_00982	Prbj.g_00488
OG0001026	Pran.g_00984	Prbj.g_00487
OG0001027	Pran.g_00985	Prbj.g_00486
OG0001028	Pran.g_00986	Prbj.g_00485
OG0001029	Pran.g_00987	Prbj.g_00484
OG0001030	Pran.g_00988	Prbj.g_00483
OG0001031	Pran.g_00989	Prbj.g_00482
OG0001032	Pran.g_00990	Prbj.g_00481
OG0001033	Pran.g_00991	Prbj.g_00480
OG0001034	Pran.g_00992	Prbj.g_00478
OG0001035	Pran.g_00994	Prbj.g_00476
OG0001036	Pran.g_00995	Prbj.g_00475
OG0001037	Pran.g_00996	Prbj.g_00473
OG0001038	Pran.g_00997	Prbj.g_00472
OG0001039	Pran.g_00998	Prbj.g_00471
OG0001040	Pran.g_00999	Prbj.g_00470
OG0001041	Pran.g_01000	Prbj.g_00469
OG0001042	Pran.g_01001	Prbj.g_00467
OG0001043	Pran.g_01002	Prbj.g_00466
OG0001044	Pran.g_01003	Prbj.g_00465
OG0001045	Pran.g_01004	Prbj.g_00464
OG0001046	Pran.g_01005	Prbj.g_00463
OG0001047	Pran.g_01008	Prbj.g_00459
OG0001048	Pran.g_01010	Prbj.g_00457
OG0001049	Pran.g_01011	Prbj.g_00456
OG0001050	Pran.g_01012	Prbj.g_00455
OG0001051	Pran.g_01013	Prbj.g_00454
OG0001052	Pran.g_01014	Prbj.g_00453
OG0001053	Pran.g_01015	Prbj.g_00451
OG0001054	Pran.g_01017	Prbj.g_00449
OG0001055	Pran.g_01018	Prbj.g_00448
OG0001056	Pran.g_01019	Prbj.g_00447
OG0001057	Pran.g_01020	Prbj.g_00446
OG0001058	Pran.g_01021	Prbj.g_00445
OG0001059	Pran.g_01022	Prbj.g_00444
OG0001060	Pran.g_01023	Prbj.g_00443
OG0001061	Pran.g_01024	Prbj.g_00442
OG0001062	Pran.g_01025	Prbj.g_00428
OG0001063	Pran.g_01026	Prbj.g_00427
OG0001064	Pran.g_01028	Prbj.g_00425
OG0001065	Pran.g_01032	Prbj.g_02660
OG0001066	Pran.g_01033	Prbj.g_02657
OG0001067	Pran.g_01034	Prbj.g_02656
OG0001068	Pran.g_01036	Prbj.g_02652
OG0001069	Pran.g_01037	Prbj.g_02651
OG0001070	Pran.g_01038	Prbj.g_02650
OG0001071	Pran.g_01039	Prbj.g_02649
OG0001072	Pran.g_01040	Prbj.g_02648
OG0001073	Pran.g_01041	Prbj.g_02647
OG0001074	Pran.g_01042	Prbj.g_02646
OG0001075	Pran.g_01044	Prbj.g_02645
OG0001076	Pran.g_01045	Prbj.g_02644
OG0001077	Pran.g_01046	Prbj.g_02643
OG0001078	Pran.g_01047	Prbj.g_02641
OG0001079	Pran.g_01048	Prbj.g_02640
OG0001080	Pran.g_01049	Prbj.g_02639
OG0001081	Pran.g_01052	Prbj.g_01027
OG0001082	Pran.g_01053	Prbj.g_01028
OG0001083	Pran.g_01054	Prbj.g_01032
OG0001084	Pran.g_01055	Prbj.g_01030
OG0001085	Pran.g_01056	Prbj.g_01029
OG0001086	Pran.g_01057	Prbj.g_01033
OG0001087	Pran.g_01058	Prbj.g_01034
OG0001088	Pran.g_01059	Prbj.g_02635
OG0001089	Pran.g_01062	Prbj.g_01025
OG0001090	Pran.g_01064	Prbj.g_01023
OG0001091	Pran.g_01065	Prbj.g_01022
OG0001092	Pran.g_01066	Prbj.g_01021
OG0001093	Pran.g_01067	Prbj.g_01020
OG0001094	Pran.g_01069	Prbj.g_01019
OG0001095	Pran.g_01070	Prbj.g_01018
OG0001096	Pran.g_01071	Prbj.g_01017
OG0001097	Pran.g_01072	Prbj.g_01016
OG0001098	Pran.g_01073	Prbj.g_01015
OG0001099	Pran.g_01074	Prbj.g_01014
OG0001100	Pran.g_01075	Prbj.g_01013
OG0001101	Pran.g_01076	Prbj.g_01012
OG0001102	Pran.g_01077	Prbj.g_01011
OG0001103	Pran.g_01078	Prbj.g_01010
OG0001104	Pran.g_01079	Prbj.g_01009
OG0001105	Pran.g_01080	Prbj.g_01008
OG0001106	Pran.g_01081	Prbj.g_01007
OG0001107	Pran.g_01082	Prbj.g_01006
OG0001108	Pran.g_01083	Prbj.g_01005
OG0001109	Pran.g_01084	Prbj.g_01004
OG0001110	Pran.g_01085	Prbj.g_01003
OG0001111	Pran.g_01086	Prbj.g_01002
OG0001112	Pran.g_01087	Prbj.g_01001
OG0001113	Pran.g_01088	Prbj.g_01000
OG0001114	Pran.g_01089	Prbj.g_00999
OG0001115	Pran.g_01090	Prbj.g_00998
OG0001116	Pran.g_01091	Prbj.g_00997
OG0001117	Pran.g_01092	Prbj.g_00996
OG0001118	Pran.g_01093	Prbj.g_00995
OG0001119	Pran.g_01094	Prbj.g_00994
OG0001120	Pran.g_01095	Prbj.g_00993
OG0001121	Pran.g_01097	Prbj.g_00990
OG0001122	Pran.g_01098	Prbj.g_00989
OG0001123	Pran.g_01099	Prbj.g_00988
OG0001124	Pran.g_01101	Prbj.g_00986
OG0001125	Pran.g_01103	Prbj.g_00984
OG0001126	Pran.g_01104	Prbj.g_00983
OG0001127	Pran.g_01106	Prbj.g_00414
OG0001128	Pran.g_01107	Prbj.g_00413
OG0001129	Pran.g_01108	Prbj.g_00410
OG0001130	Pran.g_01111	Prbj.g_00407
OG0001131	Pran.g_01112	Prbj.g_00406
OG0001132	Pran.g_01113	Prbj.g_00405
OG0001133	Pran.g_01114	Prbj.g_00404
OG0001134	Pran.g_01115	Prbj.g_00403
OG0001135	Pran.g_01116	Prbj.g_00402
OG0001136	Pran.g_01117	Prbj.g_00401
OG0001137	Pran.g_01118	Prbj.g_00400
