Orthogroup	Pran	Prav
OG0000575	Pran.g_01523	Prav.g_01253
OG0000576	Pran.g_01522	Prav.g_01254
OG0000577	Pran.g_01521	Prav.g_01255
OG0000578	Pran.g_01520	Prav.g_01256
OG0000579	Pran.g_01519	Prav.g_01257
OG0000580	Pran.g_01518	Prav.g_01258
OG0000581	Pran.g_01517	Prav.g_01259
OG0000582	Pran.g_01516	Prav.g_01260
OG0000583	Pran.g_01515	Prav.g_01261
OG0000584	Pran.g_01514	Prav.g_01262
OG0000585	Pran.g_01513	Prav.g_01263
OG0000586	Pran.g_01511	Prav.g_01265
OG0000587	Pran.g_01510	Prav.g_01266
OG0000588	Pran.g_01508	Prav.g_01268
OG0000589	Pran.g_01507	Prav.g_01269
OG0000590	Pran.g_01505	Prav.g_01271
OG0000591	Pran.g_01499	Prav.g_01277
OG0000592	Pran.g_01498	Prav.g_01278
OG0000593	Pran.g_01497	Prav.g_01279
OG0000594	Pran.g_01495	Prav.g_01281
OG0000595	Pran.g_01494	Prav.g_01282
OG0000596	Pran.g_01493	Prav.g_01283
OG0000597	Pran.g_01491	Prav.g_01285
OG0000598	Pran.g_01490	Prav.g_01286
OG0000599	Pran.g_01489	Prav.g_01287
OG0000600	Pran.g_01488	Prav.g_01288
OG0000601	Pran.g_01486	Prav.g_01290
OG0000602	Pran.g_01485	Prav.g_01291
OG0000603	Pran.g_01484	Prav.g_01292
OG0000604	Pran.g_01483	Prav.g_01293
OG0000605	Pran.g_01482	Prav.g_01294
OG0000606	Pran.g_01481	Prav.g_01295
OG0000607	Pran.g_01479	Prav.g_01297
OG0000608	Pran.g_01478	Prav.g_01298
OG0000609	Pran.g_01472	Prav.g_01312
OG0000610	Pran.g_01471	Prav.g_01313
OG0000611	Pran.g_01459	Prav.g_00307
OG0000612	Pran.g_01458	Prav.g_00308
OG0000613	Pran.g_01457	Prav.g_00309
OG0000614	Pran.g_01456	Prav.g_00310
OG0000615	Pran.g_01454	Prav.g_00312
OG0000616	Pran.g_01453	Prav.g_00313
OG0000617	Pran.g_01452	Prav.g_00314
OG0000618	Pran.g_01451	Prav.g_00315
OG0000619	Pran.g_01450	Prav.g_00316
OG0000620	Pran.g_01449	Prav.g_00317
OG0000621	Pran.g_01448	Prav.g_00318
OG0000622	Pran.g_01447	Prav.g_00319
OG0000623	Pran.g_01446	Prav.g_00320
OG0000624	Pran.g_01445	Prav.g_00321
OG0000625	Pran.g_01444	Prav.g_00322
OG0000626	Pran.g_01443	Prav.g_00323
OG0000627	Pran.g_01442	Prav.g_00324
OG0000628	Pran.g_01441	Prav.g_00325
OG0000629	Pran.g_01440	Prav.g_00326
OG0000630	Pran.g_01439	Prav.g_00327
OG0000631	Pran.g_01437	Prav.g_00329
OG0000632	Pran.g_01420	Prav.g_00343
OG0000633	Pran.g_01415	Prav.g_00346
OG0000634	Pran.g_01400	Prav.g_00362
OG0000635	Pran.g_01378	Prav.g_00364
OG0000636	Pran.g_01377	Prav.g_00365
OG0000637	Pran.g_01376	Prav.g_00366
OG0000638	Pran.g_01365	Prav.g_00373
OG0000639	Pran.g_01356	Prav.g_00383
OG0000640	Pran.g_01354	Prav.g_00385
OG0000641	Pran.g_01352	Prav.g_00388
OG0000642	Pran.g_01351	Prav.g_00389
OG0000643	Pran.g_01350	Prav.g_00390
OG0000644	Pran.g_01349	Prav.g_00391
OG0000645	Pran.g_01348	Prav.g_00392
OG0000646	Pran.g_01347	Prav.g_00393
OG0000647	Pran.g_01346	Prav.g_00394
OG0000648	Pran.g_01344	Prav.g_00396
OG0000649	Pran.g_01343	Prav.g_00397
OG0000650	Pran.g_01342	Prav.g_00398
OG0000651	Pran.g_01341	Prav.g_00399
OG0000652	Pran.g_01340	Prav.g_00400
OG0000653	Pran.g_01339	Prav.g_00401
OG0000654	Pran.g_01337	Prav.g_00403
OG0000655	Pran.g_01335	Prav.g_00405
OG0000656	Pran.g_01334	Prav.g_00406
OG0000657	Pran.g_01333	Prav.g_00407
OG0000658	Pran.g_01332	Prav.g_00408
OG0000659	Pran.g_01331	Prav.g_00409
OG0000660	Pran.g_01330	Prav.g_00410
OG0000661	Pran.g_01329	Prav.g_00411
OG0000662	Pran.g_01328	Prav.g_00412
OG0000663	Pran.g_01327	Prav.g_00413
OG0000664	Pran.g_01326	Prav.g_00414
OG0000665	Pran.g_01325	Prav.g_00415
OG0000666	Pran.g_01324	Prav.g_00416
OG0000667	Pran.g_01323	Prav.g_00417
OG0000668	Pran.g_01322	Prav.g_00418
OG0000669	Pran.g_01320	Prav.g_00420
OG0000670	Pran.g_01319	Prav.g_00421
OG0000671	Pran.g_01318	Prav.g_00422
OG0000672	Pran.g_01317	Prav.g_00423
OG0000673	Pran.g_01316	Prav.g_00424
OG0000674	Pran.g_01315	Prav.g_00425
OG0000675	Pran.g_01313	Prav.g_00427
OG0000676	Pran.g_01312	Prav.g_00428
OG0000677	Pran.g_01310	Prav.g_00430
OG0000678	Pran.g_01308	Prav.g_00432
OG0000679	Pran.g_01307	Prav.g_00433
OG0000680	Pran.g_01306	Prav.g_00434
OG0000681	Pran.g_01305	Prav.g_00435
OG0000682	Pran.g_01304	Prav.g_00436
OG0000683	Pran.g_01302	Prav.g_00438
OG0000684	Pran.g_01301	Prav.g_00439
OG0000685	Pran.g_01300	Prav.g_00440
OG0000686	Pran.g_01299	Prav.g_00441
OG0000687	Pran.g_01298	Prav.g_00442
OG0000688	Pran.g_01297	Prav.g_00443
OG0000689	Pran.g_01296	Prav.g_00444
OG0000690	Pran.g_01295	Prav.g_00445
OG0000691	Pran.g_01294	Prav.g_00446
OG0000692	Pran.g_01292	Prav.g_00448
OG0000693	Pran.g_01291	Prav.g_00449
OG0000694	Pran.g_01290	Prav.g_00450
OG0000695	Pran.g_01289	Prav.g_00451
OG0000696	Pran.g_01287	Prav.g_00452
OG0000697	Pran.g_01285	Prav.g_00454
OG0000698	Pran.g_01283	Prav.g_00456
OG0000699	Pran.g_01282	Prav.g_00457
OG0000700	Pran.g_00413	Prav.g_00483
OG0000701	Pran.g_00418	Prav.g_00487
OG0000702	Pran.g_00421	Prav.g_00490
OG0000703	Pran.g_00422	Prav.g_00491
OG0000704	Pran.g_00423	Prav.g_00492
OG0000705	Pran.g_00424	Prav.g_00493
OG0000706	Pran.g_00425	Prav.g_00494
OG0000707	Pran.g_00426	Prav.g_00496
OG0000708	Pran.g_00427	Prav.g_00497
OG0000709	Pran.g_00429	Prav.g_00499
OG0000710	Pran.g_00430	Prav.g_00500
OG0000711	Pran.g_00431	Prav.g_00501
OG0000712	Pran.g_00432	Prav.g_00502
OG0000713	Pran.g_00433	Prav.g_00503
OG0000714	Pran.g_00435	Prav.g_00505
OG0000715	Pran.g_00436	Prav.g_00506
OG0000716	Pran.g_00438	Prav.g_00508
OG0000717	Pran.g_00439	Prav.g_00509
OG0000718	Pran.g_00440	Prav.g_00510
OG0000719	Pran.g_00442	Prav.g_00512
OG0000720	Pran.g_00443	Prav.g_00513
OG0000721	Pran.g_00445	Prav.g_00515
OG0000722	Pran.g_00446	Prav.g_00516
OG0000723	Pran.g_00447	Prav.g_00517
OG0000724	Pran.g_00449	Prav.g_00519
OG0000725	Pran.g_00450	Prav.g_00520
OG0000726	Pran.g_00451	Prav.g_00521
OG0000727	Pran.g_00452	Prav.g_00522
OG0000728	Pran.g_00453	Prav.g_00523
OG0000729	Pran.g_00454	Prav.g_00524
OG0000730	Pran.g_00455	Prav.g_00525
OG0000731	Pran.g_00456	Prav.g_00526
OG0000732	Pran.g_00457	Prav.g_00527
OG0000733	Pran.g_00458	Prav.g_00528
OG0000734	Pran.g_00459	Prav.g_00529
OG0000735	Pran.g_00461	Prav.g_00530
OG0000736	Pran.g_00462	Prav.g_00531
OG0000737	Pran.g_00463	Prav.g_00532
OG0000738	Pran.g_00464	Prav.g_00533
OG0000739	Pran.g_00465	Prav.g_00534
OG0000740	Pran.g_00466	Prav.g_00535
OG0000741	Pran.g_00467	Prav.g_00536
OG0000742	Pran.g_00469	Prav.g_00538
OG0000743	Pran.g_00470	Prav.g_00539
OG0000744	Pran.g_00471	Prav.g_00540
OG0000745	Pran.g_00472	Prav.g_00541
OG0000746	Pran.g_00473	Prav.g_00542
OG0000747	Pran.g_00474	Prav.g_00543
OG0000748	Pran.g_00475	Prav.g_00544
OG0000749	Pran.g_00476	Prav.g_00545
OG0000750	Pran.g_00477	Prav.g_00546
OG0000751	Pran.g_00478	Prav.g_00547
OG0000752	Pran.g_00479	Prav.g_00548
OG0000753	Pran.g_00481	Prav.g_00550
OG0000754	Pran.g_00482	Prav.g_00551
OG0000755	Pran.g_00483	Prav.g_00552
OG0000756	Pran.g_00484	Prav.g_00553
OG0000757	Pran.g_00485	Prav.g_00554
OG0000758	Pran.g_00486	Prav.g_00555
OG0000759	Pran.g_00488	Prav.g_00557
OG0000760	Pran.g_00489	Prav.g_00558
OG0000761	Pran.g_00490	Prav.g_00559
OG0000762	Pran.g_00492	Prav.g_00561
OG0000763	Pran.g_00493	Prav.g_00562
OG0000764	Pran.g_00494	Prav.g_00563
OG0000765	Pran.g_00495	Prav.g_00564
OG0000766	Pran.g_00496	Prav.g_00565
OG0000767	Pran.g_00498	Prav.g_00567
OG0000768	Pran.g_00499	Prav.g_00568
OG0000769	Pran.g_00500	Prav.g_00569
OG0000770	Pran.g_00501	Prav.g_00570
OG0000771	Pran.g_00502	Prav.g_00571
OG0000772	Pran.g_00503	Prav.g_00572
OG0000773	Pran.g_00504	Prav.g_00573
OG0000774	Pran.g_00505	Prav.g_00574
OG0000775	Pran.g_00506	Prav.g_00575
OG0000776	Pran.g_00508	Prav.g_00577
OG0000777	Pran.g_00510	Prav.g_00579
OG0000778	Pran.g_00511	Prav.g_00580
OG0000779	Pran.g_00512	Prav.g_00581
OG0000780	Pran.g_00514	Prav.g_00583
OG0000781	Pran.g_00516	Prav.g_00585
OG0000782	Pran.g_00517	Prav.g_00586
OG0000783	Pran.g_00537	Prav.g_00902
OG0000784	Pran.g_00539	Prav.g_00904
OG0000785	Pran.g_00540	Prav.g_00905
OG0000786	Pran.g_00541	Prav.g_00906
OG0000787	Pran.g_00542	Prav.g_00907
OG0000788	Pran.g_00546	Prav.g_00911
OG0000789	Pran.g_00548	Prav.g_00913
OG0000790	Pran.g_00549	Prav.g_00914
OG0000791	Pran.g_00550	Prav.g_00915
OG0000792	Pran.g_00551	Prav.g_00916
OG0000793	Pran.g_00552	Prav.g_00917
OG0000794	Pran.g_00554	Prav.g_00919
OG0000795	Pran.g_00557	Prav.g_00922
OG0000796	Pran.g_00558	Prav.g_00923
OG0000797	Pran.g_00560	Prav.g_00925
OG0000798	Pran.g_00561	Prav.g_00926
OG0000799	Pran.g_00562	Prav.g_00927
OG0000800	Pran.g_00563	Prav.g_00928
OG0000801	Pran.g_00566	Prav.g_00931
OG0000802	Pran.g_00567	Prav.g_00932
OG0000803	Pran.g_00569	Prav.g_00934
OG0000804	Pran.g_00570	Prav.g_00935
OG0000805	Pran.g_00571	Prav.g_00936
OG0000806	Pran.g_00573	Prav.g_00938
OG0000807	Pran.g_00154	Prav.g_00242
OG0000808	Pran.g_00144	Prav.g_00252
OG0000809	Pran.g_00141	Prav.g_00255
OG0000810	Pran.g_00140	Prav.g_00256
OG0000811	Pran.g_00133	Prav.g_00263
OG0000812	Pran.g_00129	Prav.g_00004
OG0000813	Pran.g_00125	Prav.g_00008
OG0000814	Pran.g_00123	Prav.g_00010
OG0000815	Pran.g_00110	Prav.g_00019
OG0000816	Pran.g_00092	Prav.g_00034
OG0000817	Pran.g_00091	Prav.g_00035
OG0000818	Pran.g_00085	Prav.g_00039
OG0000819	Pran.g_00078	Prav.g_00046
OG0000820	Pran.g_00075	Prav.g_00050
OG0000821	Pran.g_00073	Prav.g_00052
OG0000822	Pran.g_00072	Prav.g_00053
OG0000823	Pran.g_00071	Prav.g_00054
OG0000824	Pran.g_00070	Prav.g_00055
OG0000825	Pran.g_00069	Prav.g_00056
OG0000826	Pran.g_00068	Prav.g_00057
OG0000827	Pran.g_00067	Prav.g_00058
OG0000828	Pran.g_00066	Prav.g_00059
OG0000829	Pran.g_00065	Prav.g_00060
OG0000830	Pran.g_00064	Prav.g_00061
OG0000831	Pran.g_00061	Prav.g_00064
OG0000832	Pran.g_00059	Prav.g_00066
OG0000833	Pran.g_00058	Prav.g_00067
OG0000834	Pran.g_00057	Prav.g_00068
OG0000835	Pran.g_00056	Prav.g_00069
OG0000836	Pran.g_00055	Prav.g_00070
OG0000837	Pran.g_00053	Prav.g_00072
OG0000838	Pran.g_00052	Prav.g_00073
OG0000839	Pran.g_00051	Prav.g_00074
OG0000840	Pran.g_00050	Prav.g_00075
OG0000841	Pran.g_00049	Prav.g_00076
OG0000842	Pran.g_00048	Prav.g_00077
OG0000843	Pran.g_00047	Prav.g_01868
OG0000844	Pran.g_00046	Prav.g_01867
OG0000845	Pran.g_00045	Prav.g_01866
OG0000846	Pran.g_00042	Prav.g_01863
OG0000847	Pran.g_00040	Prav.g_01861
OG0000848	Pran.g_00039	Prav.g_01860
OG0000849	Pran.g_00038	Prav.g_01859
OG0000850	Pran.g_00037	Prav.g_01858
OG0000851	Pran.g_00036	Prav.g_01857
OG0000852	Pran.g_00034	Prav.g_01855
OG0000853	Pran.g_00033	Prav.g_01854
OG0000854	Pran.g_00031	Prav.g_01852
OG0000855	Pran.g_00030	Prav.g_01851
OG0000856	Pran.g_00029	Prav.g_01850
OG0000857	Pran.g_00028	Prav.g_01849
OG0000858	Pran.g_00027	Prav.g_01848
OG0000859	Pran.g_00026	Prav.g_01847
OG0000860	Pran.g_00025	Prav.g_01846
OG0000861	Pran.g_00024	Prav.g_01845
OG0000862	Pran.g_00023	Prav.g_01844
OG0000863	Pran.g_00022	Prav.g_01843
OG0000864	Pran.g_00021	Prav.g_01842
OG0000865	Pran.g_00020	Prav.g_01841
OG0000866	Pran.g_00019	Prav.g_01840
OG0000867	Pran.g_00018	Prav.g_01839
OG0000868	Pran.g_00017	Prav.g_01838
OG0000869	Pran.g_00015	Prav.g_01836
OG0000870	Pran.g_00014	Prav.g_01835
OG0000871	Pran.g_00012	Prav.g_01833
OG0000872	Pran.g_00011	Prav.g_01832
OG0000873	Pran.g_00009	Prav.g_01830
OG0000874	Pran.g_00008	Prav.g_01829
OG0000875	Pran.g_00007	Prav.g_01828
OG0000876	Pran.g_00006	Prav.g_01827
OG0000877	Pran.g_00004	Prav.g_01825
OG0000878	Pran.g_00899	Prav.g_01409
OG0000879	Pran.g_00887	Prav.g_01427
OG0000880	Pran.g_00886	Prav.g_01428
OG0000881	Pran.g_00885	Prav.g_01429
OG0000882	Pran.g_00884	Prav.g_01430
OG0000883	Pran.g_00883	Prav.g_01431
OG0000884	Pran.g_00881	Prav.g_01433
OG0000885	Pran.g_00880	Prav.g_01434
OG0000886	Pran.g_00879	Prav.g_01435
OG0000887	Pran.g_00878	Prav.g_01436
OG0000888	Pran.g_00877	Prav.g_01437
OG0000889	Pran.g_00874	Prav.g_01440
OG0000890	Pran.g_00873	Prav.g_01441
OG0000891	Pran.g_00872	Prav.g_01442
OG0000892	Pran.g_00870	Prav.g_01444
OG0000893	Pran.g_00869	Prav.g_01445
OG0000894	Pran.g_00868	Prav.g_01446
OG0000895	Pran.g_00867	Prav.g_01447
OG0000896	Pran.g_00866	Prav.g_01448
OG0000897	Pran.g_00865	Prav.g_01449
OG0000898	Pran.g_00863	Prav.g_01451
OG0000899	Pran.g_00862	Prav.g_01452
OG0000900	Pran.g_00855	Prav.g_01455
OG0000901	Pran.g_00854	Prav.g_01459
OG0000902	Pran.g_00853	Prav.g_01460
OG0000903	Pran.g_00852	Prav.g_01461
OG0000904	Pran.g_00850	Prav.g_01463
OG0000905	Pran.g_00848	Prav.g_01465
OG0000906	Pran.g_00847	Prav.g_01467
OG0000907	Pran.g_00846	Prav.g_01468
OG0000908	Pran.g_00843	Prav.g_01471
OG0000909	Pran.g_00839	Prav.g_01475
OG0000910	Pran.g_00838	Prav.g_01476
OG0000911	Pran.g_00837	Prav.g_01477
OG0000912	Pran.g_00836	Prav.g_01478
OG0000913	Pran.g_00835	Prav.g_01479
OG0000914	Pran.g_00834	Prav.g_01480
OG0000915	Pran.g_00833	Prav.g_01481
OG0000916	Pran.g_00832	Prav.g_01482
OG0000917	Pran.g_00831	Prav.g_01483
OG0000918	Pran.g_00830	Prav.g_01484
OG0000919	Pran.g_00829	Prav.g_01485
OG0000920	Pran.g_00828	Prav.g_01486
OG0000921	Pran.g_00827	Prav.g_01487
OG0000922	Pran.g_00826	Prav.g_01488
OG0000923	Pran.g_00825	Prav.g_01489
OG0000924	Pran.g_00824	Prav.g_01490
OG0000925	Pran.g_00823	Prav.g_01491
OG0000926	Pran.g_00822	Prav.g_01505
OG0000927	Pran.g_00751	Prav.g_01560
OG0000928	Pran.g_00750	Prav.g_01561
OG0000929	Pran.g_00749	Prav.g_01562
OG0000930	Pran.g_00748	Prav.g_01563
OG0000931	Pran.g_00747	Prav.g_01564
OG0000932	Pran.g_00745	Prav.g_01566
OG0000933	Pran.g_00744	Prav.g_01567
OG0000934	Pran.g_00743	Prav.g_01568
OG0000935	Pran.g_00742	Prav.g_01569
OG0000936	Pran.g_00741	Prav.g_01570
OG0000937	Pran.g_00740	Prav.g_01571
OG0000938	Pran.g_00739	Prav.g_01572
OG0000939	Pran.g_00738	Prav.g_01573
OG0000940	Pran.g_00737	Prav.g_01574
OG0000941	Pran.g_00735	Prav.g_01576
OG0000942	Pran.g_00734	Prav.g_01577
OG0000943	Pran.g_00731	Prav.g_01580
OG0000944	Pran.g_00730	Prav.g_01581
OG0000945	Pran.g_00729	Prav.g_01582
OG0000946	Pran.g_00728	Prav.g_01583
OG0000947	Pran.g_00727	Prav.g_01584
OG0000948	Pran.g_00726	Prav.g_01585
OG0000949	Pran.g_00725	Prav.g_01586
OG0000950	Pran.g_00724	Prav.g_01587
OG0000951	Pran.g_00723	Prav.g_01588
OG0000952	Pran.g_00722	Prav.g_01589
OG0000953	Pran.g_00721	Prav.g_01590
OG0000954	Pran.g_00720	Prav.g_01591
OG0000955	Pran.g_00719	Prav.g_01592
OG0000956	Pran.g_00718	Prav.g_01593
OG0000957	Pran.g_00717	Prav.g_01594
OG0000958	Pran.g_00716	Prav.g_01595
OG0000959	Pran.g_00715	Prav.g_01596
OG0000960	Pran.g_00714	Prav.g_01597
OG0000961	Pran.g_00710	Prav.g_01601
OG0000962	Pran.g_00709	Prav.g_01602
OG0000963	Pran.g_00708	Prav.g_01603
OG0000964	Pran.g_00706	Prav.g_01605
OG0000965	Pran.g_00705	Prav.g_01606
OG0000966	Pran.g_00704	Prav.g_01607
OG0000967	Pran.g_00703	Prav.g_01608
OG0000968	Pran.g_00702	Prav.g_01609
OG0000969	Pran.g_00701	Prav.g_01610
OG0000970	Pran.g_00700	Prav.g_01611
OG0000971	Pran.g_00699	Prav.g_01612
OG0000972	Pran.g_00698	Prav.g_01613
OG0000973	Pran.g_00697	Prav.g_01614
OG0000974	Pran.g_00695	Prav.g_01616
OG0000975	Pran.g_00692	Prav.g_01619
OG0000976	Pran.g_00690	Prav.g_01621
OG0000977	Pran.g_00689	Prav.g_01622
OG0000978	Pran.g_00688	Prav.g_01623
OG0000979	Pran.g_00686	Prav.g_01625
OG0000980	Pran.g_00685	Prav.g_01626
OG0000981	Pran.g_00684	Prav.g_01627
OG0000982	Pran.g_00683	Prav.g_01628
OG0000983	Pran.g_00681	Prav.g_01630
OG0000984	Pran.g_00680	Prav.g_01631
OG0000985	Pran.g_00679	Prav.g_01632
OG0000986	Pran.g_00678	Prav.g_01633
OG0000987	Pran.g_00677	Prav.g_01634
OG0000988	Pran.g_00676	Prav.g_01635
OG0000989	Pran.g_00675	Prav.g_01636
OG0000990	Pran.g_00674	Prav.g_01637
OG0000991	Pran.g_00673	Prav.g_01638
OG0000992	Pran.g_00672	Prav.g_01639
OG0000993	Pran.g_00671	Prav.g_01640
OG0000994	Pran.g_00670	Prav.g_01641
OG0000995	Pran.g_00669	Prav.g_01642
OG0000996	Pran.g_00668	Prav.g_01643
OG0000997	Pran.g_00667	Prav.g_01644
OG0000998	Pran.g_00666	Prav.g_01645
OG0000999	Pran.g_00665	Prav.g_01646
OG0001000	Pran.g_00664	Prav.g_01647
OG0001001	Pran.g_00662	Prav.g_01649
OG0001002	Pran.g_00661	Prav.g_01650
OG0001003	Pran.g_00660	Prav.g_01651
OG0001004	Pran.g_00659	Prav.g_01652
OG0001005	Pran.g_00658	Prav.g_01653
OG0001006	Pran.g_00657	Prav.g_01654
OG0001007	Pran.g_00656	Prav.g_01655
OG0001008	Pran.g_00654	Prav.g_01657
OG0001009	Pran.g_00653	Prav.g_01658
OG0001010	Pran.g_00646	Prav.g_01664
OG0001011	Pran.g_00636	Prav.g_01671
OG0001012	Pran.g_00598	Prav.g_01699
OG0001013	Pran.g_00964	Prav.g_01755
OG0001014	Pran.g_00965	Prav.g_01756
OG0001015	Pran.g_00971	Prav.g_01762
OG0001016	Pran.g_00972	Prav.g_01763
OG0001017	Pran.g_00973	Prav.g_01764
OG0001018	Pran.g_00974	Prav.g_01765
OG0001019	Pran.g_00976	Prav.g_01767
OG0001020	Pran.g_00977	Prav.g_01768
OG0001021	Pran.g_00978	Prav.g_01769
OG0001022	Pran.g_00979	Prav.g_01770
OG0001023	Pran.g_00980	Prav.g_01771
OG0001024	Pran.g_00981	Prav.g_01772
OG0001025	Pran.g_00982	Prav.g_01773
OG0001026	Pran.g_00984	Prav.g_01775
OG0001027	Pran.g_00985	Prav.g_01776
OG0001028	Pran.g_00986	Prav.g_01777
OG0001029	Pran.g_00987	Prav.g_01778
OG0001030	Pran.g_00988	Prav.g_01779
OG0001031	Pran.g_00989	Prav.g_01780
OG0001032	Pran.g_00990	Prav.g_01781
OG0001033	Pran.g_00991	Prav.g_01782
OG0001034	Pran.g_00992	Prav.g_01783
OG0001035	Pran.g_00994	Prav.g_01785
OG0001036	Pran.g_00995	Prav.g_01786
OG0001037	Pran.g_00996	Prav.g_01787
OG0001038	Pran.g_00997	Prav.g_01788
OG0001039	Pran.g_00998	Prav.g_01789
OG0001040	Pran.g_00999	Prav.g_01790
OG0001041	Pran.g_01000	Prav.g_01791
OG0001042	Pran.g_01001	Prav.g_01792
OG0001043	Pran.g_01002	Prav.g_01793
OG0001044	Pran.g_01003	Prav.g_01794
OG0001045	Pran.g_01004	Prav.g_01795
OG0001046	Pran.g_01005	Prav.g_01796
OG0001047	Pran.g_01008	Prav.g_01799
OG0001048	Pran.g_01010	Prav.g_01801
OG0001049	Pran.g_01011	Prav.g_01802
OG0001050	Pran.g_01012	Prav.g_01803
OG0001051	Pran.g_01013	Prav.g_01804
OG0001052	Pran.g_01014	Prav.g_01805
OG0001053	Pran.g_01015	Prav.g_01807
OG0001054	Pran.g_01017	Prav.g_01809
OG0001055	Pran.g_01018	Prav.g_01810
OG0001056	Pran.g_01019	Prav.g_01811
OG0001057	Pran.g_01020	Prav.g_01812
OG0001058	Pran.g_01021	Prav.g_01813
OG0001059	Pran.g_01022	Prav.g_01814
OG0001060	Pran.g_01023	Prav.g_01815
OG0001061	Pran.g_01024	Prav.g_01816
OG0001062	Pran.g_01025	Prav.g_01817
OG0001063	Pran.g_01026	Prav.g_01818
OG0001064	Pran.g_01028	Prav.g_00264
OG0001065	Pran.g_01032	Prav.g_00268
OG0001066	Pran.g_01033	Prav.g_00269
OG0001067	Pran.g_01034	Prav.g_00270
OG0001068	Pran.g_01036	Prav.g_00272
OG0001069	Pran.g_01037	Prav.g_00273
OG0001070	Pran.g_01038	Prav.g_00274
OG0001071	Pran.g_01039	Prav.g_00275
OG0001072	Pran.g_01040	Prav.g_00276
OG0001073	Pran.g_01041	Prav.g_00277
OG0001074	Pran.g_01042	Prav.g_00278
OG0001075	Pran.g_01044	Prav.g_00279
OG0001076	Pran.g_01045	Prav.g_00280
OG0001077	Pran.g_01046	Prav.g_00281
OG0001078	Pran.g_01047	Prav.g_00282
OG0001079	Pran.g_01048	Prav.g_00283
OG0001080	Pran.g_01049	Prav.g_00284
OG0001081	Pran.g_01052	Prav.g_00287
OG0001082	Pran.g_01053	Prav.g_00288
OG0001083	Pran.g_01054	Prav.g_00289
OG0001084	Pran.g_01055	Prav.g_00291
OG0001085	Pran.g_01056	Prav.g_00292
OG0001086	Pran.g_01057	Prav.g_00293
OG0001087	Pran.g_01058	Prav.g_00294
OG0001088	Pran.g_01059	Prav.g_00295
OG0001089	Pran.g_01062	Prav.g_00590
OG0001090	Pran.g_01064	Prav.g_00592
OG0001091	Pran.g_01065	Prav.g_00593
OG0001092	Pran.g_01066	Prav.g_00594
OG0001093	Pran.g_01067	Prav.g_00595
OG0001094	Pran.g_01069	Prav.g_00596
OG0001095	Pran.g_01070	Prav.g_00597
OG0001096	Pran.g_01071	Prav.g_00598
OG0001097	Pran.g_01072	Prav.g_00599
OG0001098	Pran.g_01073	Prav.g_00600
OG0001099	Pran.g_01074	Prav.g_00601
OG0001100	Pran.g_01075	Prav.g_00602
OG0001101	Pran.g_01076	Prav.g_00603
OG0001102	Pran.g_01077	Prav.g_00604
OG0001103	Pran.g_01078	Prav.g_00605
OG0001104	Pran.g_01079	Prav.g_00606
OG0001105	Pran.g_01080	Prav.g_00607
OG0001106	Pran.g_01081	Prav.g_00608
OG0001107	Pran.g_01082	Prav.g_00609
OG0001108	Pran.g_01083	Prav.g_00610
OG0001109	Pran.g_01084	Prav.g_00611
OG0001110	Pran.g_01085	Prav.g_00612
OG0001111	Pran.g_01086	Prav.g_00613
OG0001112	Pran.g_01087	Prav.g_00614
OG0001113	Pran.g_01088	Prav.g_00615
OG0001114	Pran.g_01089	Prav.g_00616
OG0001115	Pran.g_01090	Prav.g_00617
OG0001116	Pran.g_01091	Prav.g_00618
OG0001117	Pran.g_01092	Prav.g_00619
OG0001118	Pran.g_01093	Prav.g_00620
OG0001119	Pran.g_01094	Prav.g_00621
OG0001120	Pran.g_01095	Prav.g_00622
OG0001121	Pran.g_01097	Prav.g_00624
OG0001122	Pran.g_01098	Prav.g_00625
OG0001123	Pran.g_01099	Prav.g_00626
OG0001124	Pran.g_01101	Prav.g_00628
OG0001125	Pran.g_01103	Prav.g_00630
OG0001126	Pran.g_01104	Prav.g_00631
OG0001127	Pran.g_01106	Prav.g_00633
OG0001128	Pran.g_01107	Prav.g_00634
OG0001129	Pran.g_01108	Prav.g_00635
OG0001130	Pran.g_01111	Prav.g_00638
OG0001131	Pran.g_01112	Prav.g_00639
OG0001132	Pran.g_01113	Prav.g_00640
OG0001133	Pran.g_01114	Prav.g_00641
OG0001134	Pran.g_01115	Prav.g_00642
OG0001135	Pran.g_01116	Prav.g_00643
OG0001136	Pran.g_01117	Prav.g_00644
OG0001137	Pran.g_01118	Prav.g_00645
OG0001138	Pran.g_01119	Prav.g_00646
OG0001139	Pran.g_01120	Prav.g_00647
OG0001140	Pran.g_01121	Prav.g_00648
OG0001141	Pran.g_01122	Prav.g_00649
OG0001142	Pran.g_01125	Prav.g_00653
OG0001143	Pran.g_01126	Prav.g_00654
OG0001144	Pran.g_01127	Prav.g_00655
OG0001145	Pran.g_01128	Prav.g_00656
OG0001146	Pran.g_01129	Prav.g_00657
OG0001147	Pran.g_01130	Prav.g_00658
OG0001148	Pran.g_01131	Prav.g_00659
OG0001149	Pran.g_01133	Prav.g_00661
OG0001150	Pran.g_01134	Prav.g_00662
OG0001151	Pran.g_01136	Prav.g_00664
OG0001152	Pran.g_01137	Prav.g_00665
OG0001153	Pran.g_01138	Prav.g_00666
OG0001154	Pran.g_01139	Prav.g_00668
OG0001155	Pran.g_01141	Prav.g_00670
OG0001156	Pran.g_01143	Prav.g_00672
