Orthogroup	Prak	Prau
OG0000581	Prak.g_01081	Prau.g_00701
OG0000582	Prak.g_01080	Prau.g_00702
OG0000583	Prak.g_01079	Prau.g_00703
OG0000584	Prak.g_01077	Prau.g_00704
OG0000585	Prak.g_01076	Prau.g_00705
OG0000586	Prak.g_01074	Prau.g_00707
OG0000587	Prak.g_01073	Prau.g_00708
OG0000588	Prak.g_00797	Prau.g_00710
OG0000589	Prak.g_00798	Prau.g_00711
OG0000590	Prak.g_00800	Prau.g_00713
OG0000591	Prak.g_00806	Prau.g_00719
OG0000592	Prak.g_00807	Prau.g_00720
OG0000593	Prak.g_00808	Prau.g_00721
OG0000594	Prak.g_00811	Prau.g_00723
OG0000595	Prak.g_00812	Prau.g_00724
OG0000596	Prak.g_00813	Prau.g_00725
OG0000597	Prak.g_00815	Prau.g_00727
OG0000598	Prak.g_00816	Prau.g_00728
OG0000599	Prak.g_00817	Prau.g_00729
OG0000600	Prak.g_00818	Prau.g_00730
OG0000601	Prak.g_00821	Prau.g_00732
OG0000602	Prak.g_00822	Prau.g_00733
OG0000603	Prak.g_00823	Prau.g_00734
OG0000604	Prak.g_00826	Prau.g_00735
OG0000605	Prak.g_00827	Prau.g_00736
OG0000606	Prak.g_00828	Prau.g_00737
OG0000607	Prak.g_00830	Prau.g_00739
OG0000608	Prak.g_00832	Prau.g_00740
OG0000609	Prak.g_01934	Prau.g_00744
OG0000610	Prak.g_00756	Prau.g_00745
OG0000611	Prak.g_00838	Prau.g_00756
OG0000612	Prak.g_00839	Prau.g_00757
OG0000613	Prak.g_01060	Prau.g_00758
OG0000614	Prak.g_01059	Prau.g_00759
OG0000615	Prak.g_01057	Prau.g_00761
OG0000616	Prak.g_01056	Prau.g_00762
OG0000617	Prak.g_01055	Prau.g_00763
OG0000618	Prak.g_01054	Prau.g_00764
OG0000619	Prak.g_01053	Prau.g_00765
OG0000620	Prak.g_01052	Prau.g_00766
OG0000621	Prak.g_01051	Prau.g_00767
OG0000622	Prak.g_01050	Prau.g_00768
OG0000623	Prak.g_01049	Prau.g_00769
OG0000624	Prak.g_01047	Prau.g_00770
OG0000625	Prak.g_01046	Prau.g_00771
OG0000626	Prak.g_01045	Prau.g_00772
OG0000627	Prak.g_01044	Prau.g_00773
OG0000628	Prak.g_01043	Prau.g_00774
OG0000629	Prak.g_01042	Prau.g_00775
OG0000630	Prak.g_01041	Prau.g_00776
OG0000631	Prak.g_01039	Prau.g_00778
OG0000632	Prak.g_01038	Prau.g_00796
OG0000633	Prak.g_00728	Prau.g_00800
OG0000634	Prak.g_01261	Prau.g_00816
OG0000635	Prak.g_00608	Prau.g_00818
OG0000636	Prak.g_00607	Prau.g_00819
OG0000637	Prak.g_00606	Prau.g_00820
OG0000638	Prak.g_00353	Prau.g_00832
OG0000639	Prak.g_00940	Prau.g_00841
OG0000640	Prak.g_00944	Prau.g_00843
OG0000641	Prak.g_00946	Prau.g_00845
OG0000642	Prak.g_00947	Prau.g_00846
OG0000643	Prak.g_00948	Prau.g_00847
OG0000644	Prak.g_01061	Prau.g_00848
OG0000645	Prak.g_00840	Prau.g_00849
OG0000646	Prak.g_00841	Prau.g_00850
OG0000647	Prak.g_00842	Prau.g_00851
OG0000648	Prak.g_00844	Prau.g_00853
OG0000649	Prak.g_00845	Prau.g_00854
OG0000650	Prak.g_00846	Prau.g_00855
OG0000651	Prak.g_00847	Prau.g_00856
OG0000652	Prak.g_00848	Prau.g_00857
OG0000653	Prak.g_00849	Prau.g_00858
OG0000654	Prak.g_00851	Prau.g_00860
OG0000655	Prak.g_00853	Prau.g_00862
OG0000656	Prak.g_00854	Prau.g_00863
OG0000657	Prak.g_00855	Prau.g_00864
OG0000658	Prak.g_00856	Prau.g_00865
OG0000659	Prak.g_00857	Prau.g_00866
OG0000660	Prak.g_00858	Prau.g_00867
OG0000661	Prak.g_00859	Prau.g_00868
OG0000662	Prak.g_00861	Prau.g_00869
OG0000663	Prak.g_00862	Prau.g_00870
OG0000664	Prak.g_00863	Prau.g_00871
OG0000665	Prak.g_00864	Prau.g_00872
OG0000666	Prak.g_00865	Prau.g_00873
OG0000667	Prak.g_00866	Prau.g_00874
OG0000668	Prak.g_00867	Prau.g_00875
OG0000669	Prak.g_00869	Prau.g_00877
OG0000670	Prak.g_00870	Prau.g_00878
OG0000671	Prak.g_00871	Prau.g_00879
OG0000672	Prak.g_00872	Prau.g_00880
OG0000673	Prak.g_00873	Prau.g_00881
OG0000674	Prak.g_00874	Prau.g_00882
OG0000675	Prak.g_00876	Prau.g_00884
OG0000676	Prak.g_00877	Prau.g_00885
OG0000677	Prak.g_00880	Prau.g_00887
OG0000678	Prak.g_00882	Prau.g_00889
OG0000679	Prak.g_00884	Prau.g_00890
OG0000680	Prak.g_00885	Prau.g_00891
OG0000681	Prak.g_00886	Prau.g_00892
OG0000682	Prak.g_00887	Prau.g_00893
OG0000683	Prak.g_00889	Prau.g_00895
OG0000684	Prak.g_00890	Prau.g_00896
OG0000685	Prak.g_00891	Prau.g_00897
OG0000686	Prak.g_00892	Prau.g_00898
OG0000687	Prak.g_00893	Prau.g_00899
OG0000688	Prak.g_00894	Prau.g_00900
OG0000689	Prak.g_00895	Prau.g_00902
OG0000690	Prak.g_00896	Prau.g_00903
OG0000691	Prak.g_00897	Prau.g_00904
OG0000692	Prak.g_00901	Prau.g_00906
OG0000693	Prak.g_00902	Prau.g_00907
OG0000694	Prak.g_00903	Prau.g_00908
OG0000695	Prak.g_00904	Prau.g_00909
OG0000696	Prak.g_00905	Prau.g_00910
OG0000697	Prak.g_00907	Prau.g_00912
OG0000698	Prak.g_00911	Prau.g_00914
OG0000699	Prak.g_00912	Prau.g_00915
OG0000700	Prak.g_00748	Prau.g_00942
OG0000701	Prak.g_00753	Prau.g_00946
OG0000702	Prak.g_00759	Prau.g_00949
OG0000703	Prak.g_00761	Prau.g_00950
OG0000704	Prak.g_00762	Prau.g_00951
OG0000705	Prak.g_00764	Prau.g_00952
OG0000706	Prak.g_00765	Prau.g_00953
OG0000707	Prak.g_00767	Prau.g_00954
OG0000708	Prak.g_00768	Prau.g_00955
OG0000709	Prak.g_00770	Prau.g_00956
OG0000710	Prak.g_00771	Prau.g_00957
OG0000711	Prak.g_00772	Prau.g_00958
OG0000712	Prak.g_00773	Prau.g_00959
OG0000713	Prak.g_00774	Prau.g_00960
OG0000714	Prak.g_00776	Prau.g_00962
OG0000715	Prak.g_00777	Prau.g_00963
OG0000716	Prak.g_00779	Prau.g_00965
OG0000717	Prak.g_00780	Prau.g_00966
OG0000718	Prak.g_00781	Prau.g_00967
OG0000719	Prak.g_00783	Prau.g_00969
OG0000720	Prak.g_00784	Prau.g_00970
OG0000721	Prak.g_00787	Prau.g_00973
OG0000722	Prak.g_00788	Prau.g_00974
OG0000723	Prak.g_00789	Prau.g_00975
OG0000724	Prak.g_00791	Prau.g_00977
OG0000725	Prak.g_00792	Prau.g_00978
OG0000726	Prak.g_00793	Prau.g_00979
OG0000727	Prak.g_00794	Prau.g_00980
OG0000728	Prak.g_00795	Prau.g_00981
OG0000729	Prak.g_00796	Prau.g_00982
OG0000730	Prak.g_01071	Prau.g_00983
OG0000731	Prak.g_01069	Prau.g_00984
OG0000732	Prak.g_01068	Prau.g_00985
OG0000733	Prak.g_01067	Prau.g_00986
OG0000734	Prak.g_01066	Prau.g_00987
OG0000735	Prak.g_01064	Prau.g_00989
OG0000736	Prak.g_01063	Prau.g_00990
OG0000737	Prak.g_01062	Prau.g_00991
OG0000738	Prak.g_00949	Prau.g_00992
OG0000739	Prak.g_00950	Prau.g_00993
OG0000740	Prak.g_00951	Prau.g_00994
OG0000741	Prak.g_00952	Prau.g_00995
OG0000742	Prak.g_00954	Prau.g_00997
OG0000743	Prak.g_00955	Prau.g_00998
OG0000744	Prak.g_00956	Prau.g_00999
OG0000745	Prak.g_00957	Prau.g_01000
OG0000746	Prak.g_00958	Prau.g_01001
OG0000747	Prak.g_00959	Prau.g_01002
OG0000748	Prak.g_00960	Prau.g_01003
OG0000749	Prak.g_00961	Prau.g_01004
OG0000750	Prak.g_00963	Prau.g_01005
OG0000751	Prak.g_00964	Prau.g_01006
OG0000752	Prak.g_01023	Prau.g_01007
OG0000753	Prak.g_00966	Prau.g_01009
OG0000754	Prak.g_00967	Prau.g_01010
OG0000755	Prak.g_00968	Prau.g_01011
OG0000756	Prak.g_00970	Prau.g_01012
OG0000757	Prak.g_00971	Prau.g_01013
OG0000758	Prak.g_00972	Prau.g_01014
OG0000759	Prak.g_00974	Prau.g_01016
OG0000760	Prak.g_00975	Prau.g_01017
OG0000761	Prak.g_00976	Prau.g_01018
OG0000762	Prak.g_00978	Prau.g_01020
OG0000763	Prak.g_00979	Prau.g_01021
OG0000764	Prak.g_00980	Prau.g_01022
OG0000765	Prak.g_00981	Prau.g_01023
OG0000766	Prak.g_00982	Prau.g_01024
OG0000767	Prak.g_00984	Prau.g_01026
OG0000768	Prak.g_00985	Prau.g_01027
OG0000769	Prak.g_00986	Prau.g_01028
OG0000770	Prak.g_00987	Prau.g_01029
OG0000771	Prak.g_00988	Prau.g_01030
OG0000772	Prak.g_01238	Prau.g_01031
OG0000773	Prak.g_00990	Prau.g_01032
OG0000774	Prak.g_00991	Prau.g_01033
OG0000775	Prak.g_00992	Prau.g_01034
OG0000776	Prak.g_00995	Prau.g_01036
OG0000777	Prak.g_00996	Prau.g_01038
OG0000778	Prak.g_00997	Prau.g_01039
OG0000779	Prak.g_00998	Prau.g_01040
OG0000780	Prak.g_01000	Prau.g_01042
OG0000781	Prak.g_01002	Prau.g_01044
OG0000782	Prak.g_01003	Prau.g_01045
OG0000783	Prak.g_01007	Prau.g_01058
OG0000784	Prak.g_01009	Prau.g_01060
OG0000785	Prak.g_01010	Prau.g_01061
OG0000786	Prak.g_01011	Prau.g_01062
OG0000787	Prak.g_01012	Prau.g_01063
OG0000788	Prak.g_01018	Prau.g_01067
OG0000789	Prak.g_01021	Prau.g_01069
OG0000790	Prak.g_01022	Prau.g_01070
OG0000791	Prak.g_01025	Prau.g_01071
OG0000792	Prak.g_01026	Prau.g_01072
OG0000793	Prak.g_01027	Prau.g_01073
OG0000794	Prak.g_01030	Prau.g_01075
OG0000795	Prak.g_00931	Prau.g_01078
OG0000796	Prak.g_00930	Prau.g_01079
OG0000797	Prak.g_00928	Prau.g_01081
OG0000798	Prak.g_00927	Prau.g_01082
OG0000799	Prak.g_00926	Prau.g_01083
OG0000800	Prak.g_00925	Prau.g_01084
OG0000801	Prak.g_00922	Prau.g_01087
OG0000802	Prak.g_00921	Prau.g_01088
OG0000803	Prak.g_00919	Prau.g_01090
OG0000804	Prak.g_00918	Prau.g_01091
OG0000805	Prak.g_00917	Prau.g_01092
OG0000806	Prak.g_00915	Prau.g_01094
OG0000807	Prak.g_00383	Prau.g_01118
OG0000808	Prak.g_00712	Prau.g_01127
OG0000809	Prak.g_01220	Prau.g_01130
OG0000810	Prak.g_00603	Prau.g_01131
OG0000811	Prak.g_01255	Prau.g_01138
OG0000812	Prak.g_01214	Prau.g_01142
OG0000813	Prak.g_00362	Prau.g_01146
OG0000814	Prak.g_01241	Prau.g_01148
OG0000815	Prak.g_01328	Prau.g_01160
OG0000816	Prak.g_01551	Prau.g_01175
OG0000817	Prak.g_01552	Prau.g_01176
OG0000818	Prak.g_00723	Prau.g_01181
OG0000819	Prak.g_01194	Prau.g_01188
OG0000820	Prak.g_01188	Prau.g_01192
OG0000821	Prak.g_01186	Prau.g_01194
OG0000822	Prak.g_01185	Prau.g_01195
OG0000823	Prak.g_01184	Prau.g_01196
OG0000824	Prak.g_01183	Prau.g_01197
OG0000825	Prak.g_01182	Prau.g_01198
OG0000826	Prak.g_01181	Prau.g_01199
OG0000827	Prak.g_01180	Prau.g_01200
OG0000828	Prak.g_01179	Prau.g_01201
OG0000829	Prak.g_01178	Prau.g_01202
OG0000830	Prak.g_01176	Prau.g_01203
OG0000831	Prak.g_01173	Prau.g_01205
OG0000832	Prak.g_01171	Prau.g_01207
OG0000833	Prak.g_01170	Prau.g_01208
OG0000834	Prak.g_01169	Prau.g_01209
OG0000835	Prak.g_01168	Prau.g_01210
OG0000836	Prak.g_01167	Prau.g_01211
OG0000837	Prak.g_01164	Prau.g_01213
OG0000838	Prak.g_01163	Prau.g_01214
OG0000839	Prak.g_01162	Prau.g_01215
OG0000840	Prak.g_01161	Prau.g_01216
OG0000841	Prak.g_01160	Prau.g_01217
OG0000842	Prak.g_01158	Prau.g_01218
OG0000843	Prak.g_01157	Prau.g_01219
OG0000844	Prak.g_01156	Prau.g_01220
OG0000845	Prak.g_01155	Prau.g_01221
OG0000846	Prak.g_01153	Prau.g_01224
OG0000847	Prak.g_01151	Prau.g_01226
OG0000848	Prak.g_01150	Prau.g_01227
OG0000849	Prak.g_01147	Prau.g_01228
OG0000850	Prak.g_01146	Prau.g_01229
OG0000851	Prak.g_01144	Prau.g_01230
OG0000852	Prak.g_01142	Prau.g_01232
OG0000853	Prak.g_01140	Prau.g_01233
OG0000854	Prak.g_01138	Prau.g_01235
OG0000855	Prak.g_01137	Prau.g_01236
OG0000856	Prak.g_01136	Prau.g_01237
OG0000857	Prak.g_01135	Prau.g_01238
OG0000858	Prak.g_01134	Prau.g_01239
OG0000859	Prak.g_01133	Prau.g_01240
OG0000860	Prak.g_01132	Prau.g_01241
OG0000861	Prak.g_01131	Prau.g_01242
OG0000862	Prak.g_01130	Prau.g_01243
OG0000863	Prak.g_01129	Prau.g_01244
OG0000864	Prak.g_01128	Prau.g_01245
OG0000865	Prak.g_01127	Prau.g_01246
OG0000866	Prak.g_01126	Prau.g_01247
OG0000867	Prak.g_01125	Prau.g_01248
OG0000868	Prak.g_01124	Prau.g_01249
OG0000869	Prak.g_01122	Prau.g_01251
OG0000870	Prak.g_01121	Prau.g_01252
OG0000871	Prak.g_01120	Prau.g_01254
OG0000872	Prak.g_01119	Prau.g_01255
OG0000873	Prak.g_01117	Prau.g_01257
OG0000874	Prak.g_01116	Prau.g_01258
OG0000875	Prak.g_01115	Prau.g_01259
OG0000876	Prak.g_01114	Prau.g_01260
OG0000877	Prak.g_00593	Prau.g_01262
OG0000878	Prak.g_01571	Prau.g_01346
OG0000879	Prak.g_01266	Prau.g_01359
OG0000880	Prak.g_01267	Prau.g_01360
OG0000881	Prak.g_01268	Prau.g_01361
OG0000882	Prak.g_01269	Prau.g_01362
OG0000883	Prak.g_01270	Prau.g_01363
OG0000884	Prak.g_01272	Prau.g_01366
OG0000885	Prak.g_01273	Prau.g_01367
OG0000886	Prak.g_01274	Prau.g_01368
OG0000887	Prak.g_01275	Prau.g_01369
OG0000888	Prak.g_01276	Prau.g_01370
OG0000889	Prak.g_01279	Prau.g_01373
OG0000890	Prak.g_01280	Prau.g_01374
OG0000891	Prak.g_01281	Prau.g_01375
OG0000892	Prak.g_01284	Prau.g_01377
OG0000893	Prak.g_01285	Prau.g_01378
OG0000894	Prak.g_01286	Prau.g_01379
OG0000895	Prak.g_01287	Prau.g_01380
OG0000896	Prak.g_01288	Prau.g_01381
OG0000897	Prak.g_01289	Prau.g_01382
OG0000898	Prak.g_01292	Prau.g_01384
OG0000899	Prak.g_01293	Prau.g_01385
OG0000900	Prak.g_01305	Prau.g_01391
OG0000901	Prak.g_01301	Prau.g_01395
OG0000902	Prak.g_00460	Prau.g_01396
OG0000903	Prak.g_01237	Prau.g_01397
OG0000904	Prak.g_01490	Prau.g_01399
OG0000905	Prak.g_01215	Prau.g_01401
OG0000906	Prak.g_01197	Prau.g_01403
OG0000907	Prak.g_00909	Prau.g_01404
OG0000908	Prak.g_01234	Prau.g_01407
OG0000909	Prak.g_01331	Prau.g_01411
OG0000910	Prak.g_01332	Prau.g_01412
OG0000911	Prak.g_01333	Prau.g_01413
OG0000912	Prak.g_01334	Prau.g_01414
OG0000913	Prak.g_01335	Prau.g_01415
OG0000914	Prak.g_01336	Prau.g_01416
OG0000915	Prak.g_01337	Prau.g_01417
OG0000916	Prak.g_01338	Prau.g_01418
OG0000917	Prak.g_01339	Prau.g_01419
OG0000918	Prak.g_01340	Prau.g_01420
OG0000919	Prak.g_01341	Prau.g_01421
OG0000920	Prak.g_01342	Prau.g_01422
OG0000921	Prak.g_01343	Prau.g_01423
OG0000922	Prak.g_01344	Prau.g_01424
OG0000923	Prak.g_01345	Prau.g_01425
OG0000924	Prak.g_01346	Prau.g_01426
OG0000925	Prak.g_01347	Prau.g_01427
OG0000926	Prak.g_01824	Prau.g_01436
OG0000927	Prak.g_01374	Prau.g_01510
OG0000928	Prak.g_01375	Prau.g_01511
OG0000929	Prak.g_01376	Prau.g_01512
OG0000930	Prak.g_01377	Prau.g_01513
OG0000931	Prak.g_01378	Prau.g_01514
OG0000932	Prak.g_01380	Prau.g_01516
OG0000933	Prak.g_01381	Prau.g_01517
OG0000934	Prak.g_01382	Prau.g_01518
OG0000935	Prak.g_01383	Prau.g_01519
OG0000936	Prak.g_01384	Prau.g_01520
OG0000937	Prak.g_01385	Prau.g_01521
OG0000938	Prak.g_01386	Prau.g_01522
OG0000939	Prak.g_01387	Prau.g_01523
OG0000940	Prak.g_01388	Prau.g_01524
OG0000941	Prak.g_01389	Prau.g_01526
OG0000942	Prak.g_01390	Prau.g_01527
OG0000943	Prak.g_01393	Prau.g_01533
OG0000944	Prak.g_01394	Prau.g_01534
OG0000945	Prak.g_01395	Prau.g_01535
OG0000946	Prak.g_01396	Prau.g_01536
OG0000947	Prak.g_01397	Prau.g_01537
OG0000948	Prak.g_01398	Prau.g_01538
OG0000949	Prak.g_01399	Prau.g_01539
OG0000950	Prak.g_01400	Prau.g_01540
OG0000951	Prak.g_01401	Prau.g_01541
OG0000952	Prak.g_01402	Prau.g_01542
OG0000953	Prak.g_01403	Prau.g_01543
OG0000954	Prak.g_01404	Prau.g_01544
OG0000955	Prak.g_01405	Prau.g_01545
OG0000956	Prak.g_01406	Prau.g_01546
OG0000957	Prak.g_01407	Prau.g_01547
OG0000958	Prak.g_01408	Prau.g_01548
OG0000959	Prak.g_01409	Prau.g_01549
OG0000960	Prak.g_01410	Prau.g_01550
OG0000961	Prak.g_01414	Prau.g_01554
OG0000962	Prak.g_01415	Prau.g_01555
OG0000963	Prak.g_01416	Prau.g_01556
OG0000964	Prak.g_01418	Prau.g_01558
OG0000965	Prak.g_01419	Prau.g_01559
OG0000966	Prak.g_01420	Prau.g_01560
OG0000967	Prak.g_01421	Prau.g_01561
OG0000968	Prak.g_01422	Prau.g_01562
OG0000969	Prak.g_01423	Prau.g_01563
OG0000970	Prak.g_01424	Prau.g_01564
OG0000971	Prak.g_01425	Prau.g_01565
OG0000972	Prak.g_01426	Prau.g_01566
OG0000973	Prak.g_01427	Prau.g_01567
OG0000974	Prak.g_01429	Prau.g_01569
OG0000975	Prak.g_01435	Prau.g_01572
OG0000976	Prak.g_01437	Prau.g_01574
OG0000977	Prak.g_01439	Prau.g_01575
OG0000978	Prak.g_01441	Prau.g_01576
OG0000979	Prak.g_01443	Prau.g_01578
OG0000980	Prak.g_01444	Prau.g_01579
OG0000981	Prak.g_01445	Prau.g_01580
OG0000982	Prak.g_01446	Prau.g_01581
OG0000983	Prak.g_01448	Prau.g_01583
OG0000984	Prak.g_01449	Prau.g_01584
OG0000985	Prak.g_01450	Prau.g_01585
OG0000986	Prak.g_01451	Prau.g_01586
OG0000987	Prak.g_01452	Prau.g_01587
OG0000988	Prak.g_01453	Prau.g_01588
OG0000989	Prak.g_01454	Prau.g_01589
OG0000990	Prak.g_01455	Prau.g_01590
OG0000991	Prak.g_01456	Prau.g_01591
OG0000992	Prak.g_01457	Prau.g_01592
OG0000993	Prak.g_01458	Prau.g_01593
OG0000994	Prak.g_01459	Prau.g_01594
OG0000995	Prak.g_01460	Prau.g_01595
OG0000996	Prak.g_01461	Prau.g_01596
OG0000997	Prak.g_01462	Prau.g_01597
OG0000998	Prak.g_01463	Prau.g_01598
OG0000999	Prak.g_01464	Prau.g_01599
OG0001000	Prak.g_01465	Prau.g_01600
OG0001001	Prak.g_01467	Prau.g_01602
OG0001002	Prak.g_01468	Prau.g_01603
OG0001003	Prak.g_01469	Prau.g_01604
OG0001004	Prak.g_01470	Prau.g_01605
OG0001005	Prak.g_01473	Prau.g_01606
OG0001006	Prak.g_01474	Prau.g_01607
OG0001007	Prak.g_01475	Prau.g_01608
OG0001008	Prak.g_01477	Prau.g_01610
OG0001009	Prak.g_01478	Prau.g_01611
OG0001010	Prak.g_01588	Prau.g_01619
OG0001011	Prak.g_00590	Prau.g_01626
OG0001012	Prak.g_00860	Prau.g_01652
OG0001013	Prak.g_01638	Prau.g_01726
OG0001014	Prak.g_01639	Prau.g_01727
OG0001015	Prak.g_01646	Prau.g_01733
OG0001016	Prak.g_01647	Prau.g_01734
OG0001017	Prak.g_01648	Prau.g_01735
OG0001018	Prak.g_01649	Prau.g_01736
OG0001019	Prak.g_01651	Prau.g_01738
OG0001020	Prak.g_01652	Prau.g_01739
OG0001021	Prak.g_01653	Prau.g_01740
OG0001022	Prak.g_01654	Prau.g_01741
OG0001023	Prak.g_01655	Prau.g_01742
OG0001024	Prak.g_01657	Prau.g_01743
OG0001025	Prak.g_01658	Prau.g_01744
OG0001026	Prak.g_01659	Prau.g_01746
OG0001027	Prak.g_01660	Prau.g_01747
OG0001028	Prak.g_01661	Prau.g_01748
OG0001029	Prak.g_01662	Prau.g_01749
OG0001030	Prak.g_01663	Prau.g_01750
OG0001031	Prak.g_01664	Prau.g_01751
OG0001032	Prak.g_01665	Prau.g_01752
OG0001033	Prak.g_01666	Prau.g_01753
OG0001034	Prak.g_01667	Prau.g_01754
OG0001035	Prak.g_01669	Prau.g_01756
OG0001036	Prak.g_01670	Prau.g_01757
OG0001037	Prak.g_01671	Prau.g_01758
OG0001038	Prak.g_01672	Prau.g_01759
OG0001039	Prak.g_01673	Prau.g_01760
OG0001040	Prak.g_01674	Prau.g_01761
OG0001041	Prak.g_01675	Prau.g_01762
OG0001042	Prak.g_01676	Prau.g_01763
OG0001043	Prak.g_01677	Prau.g_01764
OG0001044	Prak.g_01678	Prau.g_01765
OG0001045	Prak.g_01679	Prau.g_01766
OG0001046	Prak.g_01680	Prau.g_01767
OG0001047	Prak.g_01683	Prau.g_01770
OG0001048	Prak.g_01685	Prau.g_01772
OG0001049	Prak.g_01686	Prau.g_01773
OG0001050	Prak.g_01687	Prau.g_01774
OG0001051	Prak.g_01688	Prau.g_01775
OG0001052	Prak.g_01689	Prau.g_01776
OG0001053	Prak.g_01691	Prau.g_01777
OG0001054	Prak.g_01693	Prau.g_01779
OG0001055	Prak.g_01694	Prau.g_01780
OG0001056	Prak.g_01695	Prau.g_01781
OG0001057	Prak.g_01696	Prau.g_01782
OG0001058	Prak.g_01697	Prau.g_01783
OG0001059	Prak.g_01698	Prau.g_01784
OG0001060	Prak.g_01699	Prau.g_01785
OG0001061	Prak.g_01700	Prau.g_01786
OG0001062	Prak.g_01701	Prau.g_01787
OG0001063	Prak.g_01702	Prau.g_01788
OG0001064	Prak.g_01704	Prau.g_01790
OG0001065	Prak.g_01708	Prau.g_01794
OG0001066	Prak.g_01710	Prau.g_01795
OG0001067	Prak.g_01711	Prau.g_01796
OG0001068	Prak.g_01714	Prau.g_01798
OG0001069	Prak.g_01715	Prau.g_01799
OG0001070	Prak.g_01716	Prau.g_01800
OG0001071	Prak.g_01717	Prau.g_01801
OG0001072	Prak.g_01718	Prau.g_01802
OG0001073	Prak.g_01719	Prau.g_01803
OG0001074	Prak.g_01720	Prau.g_01804
OG0001075	Prak.g_01721	Prau.g_01805
OG0001076	Prak.g_01722	Prau.g_01806
OG0001077	Prak.g_01723	Prau.g_01807
OG0001078	Prak.g_01724	Prau.g_01808
OG0001079	Prak.g_01725	Prau.g_01809
OG0001080	Prak.g_01726	Prau.g_01810
OG0001081	Prak.g_01730	Prau.g_01813
OG0001082	Prak.g_01731	Prau.g_01814
OG0001083	Prak.g_01734	Prau.g_01815
OG0001084	Prak.g_01733	Prau.g_01817
OG0001085	Prak.g_01732	Prau.g_01818
OG0001086	Prak.g_01729	Prau.g_01819
OG0001087	Prak.g_01728	Prau.g_01820
OG0001088	Prak.g_01727	Prau.g_01821
OG0001089	Prak.g_01737	Prau.g_01827
OG0001090	Prak.g_01739	Prau.g_01829
OG0001091	Prak.g_01740	Prau.g_01830
OG0001092	Prak.g_01741	Prau.g_01831
OG0001093	Prak.g_01742	Prau.g_01832
OG0001094	Prak.g_01743	Prau.g_01833
OG0001095	Prak.g_01744	Prau.g_01834
OG0001096	Prak.g_01745	Prau.g_01835
OG0001097	Prak.g_01746	Prau.g_01836
OG0001098	Prak.g_01747	Prau.g_01837
OG0001099	Prak.g_01748	Prau.g_01838
OG0001100	Prak.g_01749	Prau.g_01839
OG0001101	Prak.g_01750	Prau.g_01840
OG0001102	Prak.g_01751	Prau.g_01841
OG0001103	Prak.g_01752	Prau.g_01842
OG0001104	Prak.g_01753	Prau.g_01843
OG0001105	Prak.g_01754	Prau.g_01844
OG0001106	Prak.g_01755	Prau.g_01845
OG0001107	Prak.g_01756	Prau.g_01846
OG0001108	Prak.g_01757	Prau.g_01847
OG0001109	Prak.g_01758	Prau.g_01848
OG0001110	Prak.g_01759	Prau.g_01849
OG0001111	Prak.g_01760	Prau.g_01850
OG0001112	Prak.g_01761	Prau.g_01851
OG0001113	Prak.g_01762	Prau.g_01852
OG0001114	Prak.g_01763	Prau.g_01853
OG0001115	Prak.g_01764	Prau.g_01854
OG0001116	Prak.g_01765	Prau.g_01855
OG0001117	Prak.g_01766	Prau.g_01856
OG0001118	Prak.g_01767	Prau.g_01857
OG0001119	Prak.g_01768	Prau.g_01858
OG0001120	Prak.g_01769	Prau.g_01859
OG0001121	Prak.g_01771	Prau.g_01861
OG0001122	Prak.g_01772	Prau.g_01862
OG0001123	Prak.g_01773	Prau.g_01863
OG0001124	Prak.g_01775	Prau.g_01865
OG0001125	Prak.g_01777	Prau.g_01867
OG0001126	Prak.g_01778	Prau.g_01868
OG0001127	Prak.g_01781	Prau.g_01870
OG0001128	Prak.g_01782	Prau.g_01871
OG0001129	Prak.g_01783	Prau.g_01872
OG0001130	Prak.g_01786	Prau.g_01875
OG0001131	Prak.g_01787	Prau.g_01876
OG0001132	Prak.g_01788	Prau.g_01877
OG0001133	Prak.g_01789	Prau.g_01878
OG0001134	Prak.g_01790	Prau.g_01879
OG0001135	Prak.g_01791	Prau.g_01880
OG0001136	Prak.g_01792	Prau.g_01881
OG0001137	Prak.g_01793	Prau.g_01882
OG0001138	Prak.g_01794	Prau.g_01883
OG0001139	Prak.g_01796	Prau.g_01884
OG0001140	Prak.g_01797	Prau.g_01885
OG0001141	Prak.g_01798	Prau.g_01886
OG0001142	Prak.g_01802	Prau.g_01889
OG0001143	Prak.g_01803	Prau.g_01890
OG0001144	Prak.g_01804	Prau.g_01891
OG0001145	Prak.g_01805	Prau.g_01892
OG0001146	Prak.g_01806	Prau.g_01893
OG0001147	Prak.g_01807	Prau.g_01894
OG0001148	Prak.g_01808	Prau.g_01895
OG0001149	Prak.g_01810	Prau.g_01897
OG0001150	Prak.g_01811	Prau.g_01898
OG0001151	Prak.g_01815	Prau.g_01900
OG0001152	Prak.g_01816	Prau.g_01901
OG0001153	Prak.g_01817	Prau.g_01902
OG0001154	Prak.g_01819	Prau.g_01904
OG0001155	Prak.g_01821	Prau.g_01906
OG0001156	Prak.g_01823	Prau.g_01908
OG0001157	Prak.g_01825	Prau.g_01909
OG0001158	Prak.g_01827	Prau.g_01911
OG0001159	Prak.g_01828	Prau.g_01912
OG0001160	Prak.g_01829	Prau.g_01913
OG0001161	Prak.g_01830	Prau.g_01914
OG0001162	Prak.g_01831	Prau.g_01915
