Orthogroup	Praq	Praw
OG0000568	Praq.g_00775	Praw.g_01876
OG0000569	Praq.g_00776	Praw.g_01875
OG0000570	Praq.g_00777	Praw.g_01874
OG0000571	Praq.g_00778	Praw.g_01873
OG0000572	Praq.g_00779	Praw.g_01872
OG0000573	Praq.g_00782	Praw.g_01869
OG0000574	Praq.g_00783	Praw.g_01868
OG0000575	Praq.g_00784	Praw.g_01867
OG0000576	Praq.g_00785	Praw.g_01866
OG0000577	Praq.g_00786	Praw.g_01865
OG0000578	Praq.g_00787	Praw.g_01864
OG0000579	Praq.g_00788	Praw.g_01863
OG0000580	Praq.g_00789	Praw.g_01862
OG0000581	Praq.g_00790	Praw.g_01861
OG0000582	Praq.g_00791	Praw.g_01860
OG0000583	Praq.g_00792	Praw.g_01859
OG0000584	Praq.g_00793	Praw.g_01858
OG0000585	Praq.g_00794	Praw.g_01857
OG0000586	Praq.g_00796	Praw.g_01855
OG0000587	Praq.g_00797	Praw.g_01854
OG0000588	Praq.g_00799	Praw.g_01852
OG0000589	Praq.g_00800	Praw.g_01851
OG0000590	Praq.g_00802	Praw.g_01849
OG0000591	Praq.g_00808	Praw.g_01843
OG0000592	Praq.g_00809	Praw.g_01842
OG0000593	Praq.g_00810	Praw.g_01841
OG0000594	Praq.g_00812	Praw.g_01839
OG0000595	Praq.g_00813	Praw.g_01838
OG0000596	Praq.g_00814	Praw.g_01837
OG0000597	Praq.g_00816	Praw.g_01835
OG0000598	Praq.g_00817	Praw.g_01834
OG0000599	Praq.g_00818	Praw.g_01833
OG0000600	Praq.g_00819	Praw.g_01832
OG0000601	Praq.g_00821	Praw.g_01830
OG0000602	Praq.g_00822	Praw.g_01829
OG0000603	Praq.g_00823	Praw.g_01828
OG0000604	Praq.g_00824	Praw.g_01827
OG0000605	Praq.g_00825	Praw.g_01826
OG0000606	Praq.g_00826	Praw.g_01825
OG0000607	Praq.g_00828	Praw.g_01823
OG0000608	Praq.g_00829	Praw.g_01822
OG0000609	Praq.g_00833	Praw.g_01818
OG0000610	Praq.g_00834	Praw.g_01817
OG0000611	Praq.g_00584	Praw.g_01808
OG0000612	Praq.g_00585	Praw.g_01807
OG0000613	Praq.g_00586	Praw.g_01806
OG0000614	Praq.g_00587	Praw.g_01805
OG0000615	Praq.g_00589	Praw.g_01803
OG0000616	Praq.g_00590	Praw.g_01802
OG0000617	Praq.g_00591	Praw.g_01801
OG0000618	Praq.g_00592	Praw.g_01800
OG0000619	Praq.g_00593	Praw.g_01799
OG0000620	Praq.g_00594	Praw.g_01798
OG0000621	Praq.g_00595	Praw.g_01797
OG0000622	Praq.g_00596	Praw.g_01796
OG0000623	Praq.g_00597	Praw.g_01795
OG0000624	Praq.g_00598	Praw.g_01794
OG0000625	Praq.g_00599	Praw.g_01793
OG0000626	Praq.g_00600	Praw.g_01792
OG0000627	Praq.g_00601	Praw.g_01791
OG0000628	Praq.g_00602	Praw.g_01790
OG0000629	Praq.g_00603	Praw.g_01789
OG0000630	Praq.g_00604	Praw.g_01788
OG0000631	Praq.g_00606	Praw.g_01786
OG0000632	Praq.g_00618	Praw.g_01763
OG0000633	Praq.g_00622	Praw.g_01759
OG0000634	Praq.g_00637	Praw.g_01745
OG0000635	Praq.g_00638	Praw.g_01732
OG0000636	Praq.g_00639	Praw.g_01731
OG0000637	Praq.g_00640	Praw.g_01730
OG0000638	Praq.g_00647	Praw.g_01719
OG0000639	Praq.g_00656	Praw.g_01710
OG0000640	Praq.g_00658	Praw.g_01708
OG0000641	Praq.g_00661	Praw.g_01706
OG0000642	Praq.g_00662	Praw.g_01705
OG0000643	Praq.g_00663	Praw.g_01704
OG0000644	Praq.g_00664	Praw.g_01703
OG0000645	Praq.g_00665	Praw.g_01702
OG0000646	Praq.g_00666	Praw.g_01701
OG0000647	Praq.g_00667	Praw.g_01700
OG0000648	Praq.g_00669	Praw.g_01698
OG0000649	Praq.g_00670	Praw.g_01697
OG0000650	Praq.g_00671	Praw.g_01696
OG0000651	Praq.g_00672	Praw.g_01695
OG0000652	Praq.g_00673	Praw.g_01694
OG0000653	Praq.g_00674	Praw.g_01693
OG0000654	Praq.g_00676	Praw.g_01691
OG0000655	Praq.g_00678	Praw.g_01689
OG0000656	Praq.g_01407	Praw.g_01688
OG0000657	Praq.g_01408	Praw.g_01687
OG0000658	Praq.g_01409	Praw.g_01686
OG0000659	Praq.g_01410	Praw.g_01685
OG0000660	Praq.g_01411	Praw.g_01684
OG0000661	Praq.g_01412	Praw.g_01683
OG0000662	Praq.g_01413	Praw.g_01682
OG0000663	Praq.g_01414	Praw.g_01681
OG0000664	Praq.g_01415	Praw.g_01680
OG0000665	Praq.g_01416	Praw.g_01679
OG0000666	Praq.g_01417	Praw.g_01678
OG0000667	Praq.g_01418	Praw.g_01677
OG0000668	Praq.g_01419	Praw.g_01676
OG0000669	Praq.g_01421	Praw.g_01674
OG0000670	Praq.g_01422	Praw.g_01673
OG0000671	Praq.g_01423	Praw.g_01672
OG0000672	Praq.g_01424	Praw.g_01671
OG0000673	Praq.g_01425	Praw.g_01670
OG0000674	Praq.g_01426	Praw.g_01669
OG0000675	Praq.g_01428	Praw.g_01668
OG0000676	Praq.g_01429	Praw.g_01667
OG0000677	Praq.g_01431	Praw.g_01665
OG0000678	Praq.g_01433	Praw.g_01663
OG0000679	Praq.g_01434	Praw.g_01662
OG0000680	Praq.g_01435	Praw.g_01661
OG0000681	Praq.g_01436	Praw.g_01660
OG0000682	Praq.g_01437	Praw.g_01659
OG0000683	Praq.g_01439	Praw.g_01657
OG0000684	Praq.g_01440	Praw.g_01656
OG0000685	Praq.g_01441	Praw.g_01655
OG0000686	Praq.g_01442	Praw.g_01654
OG0000687	Praq.g_01443	Praw.g_01653
OG0000688	Praq.g_01444	Praw.g_01652
OG0000689	Praq.g_01445	Praw.g_01651
OG0000690	Praq.g_01446	Praw.g_01650
OG0000691	Praq.g_01447	Praw.g_01649
OG0000692	Praq.g_01449	Praw.g_01647
OG0000693	Praq.g_01450	Praw.g_01646
OG0000694	Praq.g_01451	Praw.g_01645
OG0000695	Praq.g_01452	Praw.g_01644
OG0000696	Praq.g_01454	Praw.g_01643
OG0000697	Praq.g_01456	Praw.g_01641
OG0000698	Praq.g_01458	Praw.g_01639
OG0000699	Praq.g_01459	Praw.g_01638
OG0000700	Praq.g_01473	Praw.g_01611
OG0000701	Praq.g_01478	Praw.g_01608
OG0000702	Praq.g_01481	Praw.g_01605
OG0000703	Praq.g_01482	Praw.g_01604
OG0000704	Praq.g_01483	Praw.g_01603
OG0000705	Praq.g_01484	Praw.g_01602
OG0000706	Praq.g_01485	Praw.g_01601
OG0000707	Praq.g_01487	Praw.g_01600
OG0000708	Praq.g_01488	Praw.g_01599
OG0000709	Praq.g_01490	Praw.g_01597
OG0000710	Praq.g_01491	Praw.g_01596
OG0000711	Praq.g_01492	Praw.g_01595
OG0000712	Praq.g_01493	Praw.g_01594
OG0000713	Praq.g_01494	Praw.g_01593
OG0000714	Praq.g_01496	Praw.g_01591
OG0000715	Praq.g_01497	Praw.g_01590
OG0000716	Praq.g_01499	Praw.g_01588
OG0000717	Praq.g_01500	Praw.g_01587
OG0000718	Praq.g_01501	Praw.g_01586
OG0000719	Praq.g_01503	Praw.g_01584
OG0000720	Praq.g_01504	Praw.g_01583
OG0000721	Praq.g_01506	Praw.g_01581
OG0000722	Praq.g_01507	Praw.g_01580
OG0000723	Praq.g_01508	Praw.g_01579
OG0000724	Praq.g_01510	Praw.g_01577
OG0000725	Praq.g_01511	Praw.g_01576
OG0000726	Praq.g_01512	Praw.g_01575
OG0000727	Praq.g_01513	Praw.g_01574
OG0000728	Praq.g_01514	Praw.g_01573
OG0000729	Praq.g_01515	Praw.g_01572
OG0000730	Praq.g_01516	Praw.g_01571
OG0000731	Praq.g_01517	Praw.g_01570
OG0000732	Praq.g_01518	Praw.g_01569
OG0000733	Praq.g_01519	Praw.g_01568
OG0000734	Praq.g_01520	Praw.g_01567
OG0000735	Praq.g_01522	Praw.g_01565
OG0000736	Praq.g_01523	Praw.g_01564
OG0000737	Praq.g_01524	Praw.g_01563
OG0000738	Praq.g_01525	Praw.g_01562
OG0000739	Praq.g_01526	Praw.g_01561
OG0000740	Praq.g_01527	Praw.g_01560
OG0000741	Praq.g_01528	Praw.g_01559
OG0000742	Praq.g_01530	Praw.g_01557
OG0000743	Praq.g_01531	Praw.g_01556
OG0000744	Praq.g_01532	Praw.g_01555
OG0000745	Praq.g_01533	Praw.g_01554
OG0000746	Praq.g_01534	Praw.g_01553
OG0000747	Praq.g_01535	Praw.g_01552
OG0000748	Praq.g_01536	Praw.g_01551
OG0000749	Praq.g_01537	Praw.g_01550
OG0000750	Praq.g_01538	Praw.g_01549
OG0000751	Praq.g_01539	Praw.g_01548
OG0000752	Praq.g_01540	Praw.g_01547
OG0000753	Praq.g_01542	Praw.g_01545
OG0000754	Praq.g_01543	Praw.g_01544
OG0000755	Praq.g_01544	Praw.g_01543
OG0000756	Praq.g_01545	Praw.g_01542
OG0000757	Praq.g_01546	Praw.g_01541
OG0000758	Praq.g_01547	Praw.g_01540
OG0000759	Praq.g_01549	Praw.g_01538
OG0000760	Praq.g_01550	Praw.g_01537
OG0000761	Praq.g_01551	Praw.g_01536
OG0000762	Praq.g_01553	Praw.g_01534
OG0000763	Praq.g_01554	Praw.g_01533
OG0000764	Praq.g_01555	Praw.g_01532
OG0000765	Praq.g_01556	Praw.g_01531
OG0000766	Praq.g_01557	Praw.g_01530
OG0000767	Praq.g_01559	Praw.g_01528
OG0000768	Praq.g_01560	Praw.g_01527
OG0000769	Praq.g_01561	Praw.g_01526
OG0000770	Praq.g_01562	Praw.g_01525
OG0000771	Praq.g_01563	Praw.g_01524
OG0000772	Praq.g_01564	Praw.g_01523
OG0000773	Praq.g_01565	Praw.g_01522
OG0000774	Praq.g_01566	Praw.g_01521
OG0000775	Praq.g_01567	Praw.g_01520
OG0000776	Praq.g_01568	Praw.g_01518
OG0000777	Praq.g_01570	Praw.g_01516
OG0000778	Praq.g_01571	Praw.g_01515
OG0000779	Praq.g_01572	Praw.g_01514
OG0000780	Praq.g_01574	Praw.g_01512
OG0000781	Praq.g_01576	Praw.g_01510
OG0000782	Praq.g_01577	Praw.g_01509
OG0000783	Praq.g_01588	Praw.g_01498
OG0000784	Praq.g_01590	Praw.g_01496
OG0000785	Praq.g_01591	Praw.g_01495
OG0000786	Praq.g_01592	Praw.g_01494
OG0000787	Praq.g_01593	Praw.g_01493
OG0000788	Praq.g_01597	Praw.g_01489
OG0000789	Praq.g_01599	Praw.g_01487
OG0000790	Praq.g_01600	Praw.g_01486
OG0000791	Praq.g_01601	Praw.g_01485
OG0000792	Praq.g_01602	Praw.g_01484
OG0000793	Praq.g_01603	Praw.g_01483
OG0000794	Praq.g_01605	Praw.g_01481
OG0000795	Praq.g_01608	Praw.g_01478
OG0000796	Praq.g_01609	Praw.g_01477
OG0000797	Praq.g_01611	Praw.g_01475
OG0000798	Praq.g_01612	Praw.g_01474
OG0000799	Praq.g_01613	Praw.g_01473
OG0000800	Praq.g_01614	Praw.g_01472
OG0000801	Praq.g_01617	Praw.g_01469
OG0000802	Praq.g_01618	Praw.g_01468
OG0000803	Praq.g_01620	Praw.g_01466
OG0000804	Praq.g_01621	Praw.g_01465
OG0000805	Praq.g_01622	Praw.g_01464
OG0000806	Praq.g_01624	Praw.g_01462
OG0000807	Praq.g_01649	Praw.g_01437
OG0000808	Praq.g_01658	Praw.g_01427
OG0000809	Praq.g_01661	Praw.g_01424
OG0000810	Praq.g_01662	Praw.g_01423
OG0000811	Praq.g_01669	Praw.g_01416
OG0000812	Praq.g_01273	Praw.g_00172
OG0000813	Praq.g_01276	Praw.g_00176
OG0000814	Praq.g_01278	Praw.g_00178
OG0000815	Praq.g_01287	Praw.g_00187
OG0000816	Praq.g_01301	Praw.g_00202
OG0000817	Praq.g_01302	Praw.g_00203
OG0000818	Praq.g_01307	Praw.g_00208
OG0000819	Praq.g_01314	Praw.g_00215
OG0000820	Praq.g_01318	Praw.g_00219
OG0000821	Praq.g_01320	Praw.g_00221
OG0000822	Praq.g_01321	Praw.g_00222
OG0000823	Praq.g_01322	Praw.g_00223
OG0000824	Praq.g_01323	Praw.g_00224
OG0000825	Praq.g_01324	Praw.g_00225
OG0000826	Praq.g_01325	Praw.g_00226
OG0000827	Praq.g_01326	Praw.g_00227
OG0000828	Praq.g_01327	Praw.g_00228
OG0000829	Praq.g_01328	Praw.g_00229
OG0000830	Praq.g_01329	Praw.g_00230
OG0000831	Praq.g_01332	Praw.g_00233
OG0000832	Praq.g_01334	Praw.g_00235
OG0000833	Praq.g_01335	Praw.g_00236
OG0000834	Praq.g_01336	Praw.g_00237
OG0000835	Praq.g_01337	Praw.g_00238
OG0000836	Praq.g_01338	Praw.g_00239
OG0000837	Praq.g_01340	Praw.g_00241
OG0000838	Praq.g_01341	Praw.g_00242
OG0000839	Praq.g_01342	Praw.g_00243
OG0000840	Praq.g_01343	Praw.g_00244
OG0000841	Praq.g_01344	Praw.g_00245
OG0000842	Praq.g_01345	Praw.g_00246
OG0000843	Praq.g_01346	Praw.g_00247
OG0000844	Praq.g_01347	Praw.g_00248
OG0000845	Praq.g_01348	Praw.g_00249
OG0000846	Praq.g_01351	Praw.g_00252
OG0000847	Praq.g_01353	Praw.g_00254
OG0000848	Praq.g_01354	Praw.g_00255
OG0000849	Praq.g_01355	Praw.g_00256
OG0000850	Praq.g_01356	Praw.g_00257
OG0000851	Praq.g_01357	Praw.g_00258
OG0000852	Praq.g_01359	Praw.g_00260
OG0000853	Praq.g_01360	Praw.g_00261
OG0000854	Praq.g_01362	Praw.g_00263
OG0000855	Praq.g_01363	Praw.g_00264
OG0000856	Praq.g_01364	Praw.g_00265
OG0000857	Praq.g_01365	Praw.g_00266
OG0000858	Praq.g_01366	Praw.g_00267
OG0000859	Praq.g_01367	Praw.g_00268
OG0000860	Praq.g_01368	Praw.g_00269
OG0000861	Praq.g_01369	Praw.g_00270
OG0000862	Praq.g_01370	Praw.g_00271
OG0000863	Praq.g_01371	Praw.g_00272
OG0000864	Praq.g_01372	Praw.g_00273
OG0000865	Praq.g_01373	Praw.g_00274
OG0000866	Praq.g_01374	Praw.g_00275
OG0000867	Praq.g_01375	Praw.g_00276
OG0000868	Praq.g_01376	Praw.g_00277
OG0000869	Praq.g_01378	Praw.g_00279
OG0000870	Praq.g_01379	Praw.g_00280
OG0000871	Praq.g_01381	Praw.g_00282
OG0000872	Praq.g_01382	Praw.g_00283
OG0000873	Praq.g_01384	Praw.g_00285
OG0000874	Praq.g_01385	Praw.g_00286
OG0000875	Praq.g_01386	Praw.g_00287
OG0000876	Praq.g_01387	Praw.g_00288
OG0000877	Praq.g_01389	Praw.g_00290
OG0000878	Praq.g_00112	Praw.g_00954
OG0000879	Praq.g_00122	Praw.g_00968
OG0000880	Praq.g_00123	Praw.g_00969
OG0000881	Praq.g_00124	Praw.g_00970
OG0000882	Praq.g_00125	Praw.g_00971
OG0000883	Praq.g_00126	Praw.g_00972
OG0000884	Praq.g_00128	Praw.g_00976
OG0000885	Praq.g_00129	Praw.g_00977
OG0000886	Praq.g_00130	Praw.g_00978
OG0000887	Praq.g_00131	Praw.g_00979
OG0000888	Praq.g_00132	Praw.g_00980
OG0000889	Praq.g_00135	Praw.g_00983
OG0000890	Praq.g_00136	Praw.g_00984
OG0000891	Praq.g_00137	Praw.g_00985
OG0000892	Praq.g_00139	Praw.g_00987
OG0000893	Praq.g_00140	Praw.g_00988
OG0000894	Praq.g_00141	Praw.g_00989
OG0000895	Praq.g_00142	Praw.g_00990
OG0000896	Praq.g_00143	Praw.g_00991
OG0000897	Praq.g_00144	Praw.g_00992
OG0000898	Praq.g_00146	Praw.g_00994
OG0000899	Praq.g_00147	Praw.g_00995
OG0000900	Praq.g_00157	Praw.g_00997
OG0000901	Praq.g_00161	Praw.g_01001
OG0000902	Praq.g_00162	Praw.g_01002
OG0000903	Praq.g_00163	Praw.g_01003
OG0000904	Praq.g_00165	Praw.g_01006
OG0000905	Praq.g_00167	Praw.g_01008
OG0000906	Praq.g_00169	Praw.g_01010
OG0000907	Praq.g_00170	Praw.g_01011
OG0000908	Praq.g_00173	Praw.g_01014
OG0000909	Praq.g_00179	Praw.g_01018
OG0000910	Praq.g_00180	Praw.g_01019
OG0000911	Praq.g_00181	Praw.g_01020
OG0000912	Praq.g_00182	Praw.g_01021
OG0000913	Praq.g_00183	Praw.g_01022
OG0000914	Praq.g_00184	Praw.g_01023
OG0000915	Praq.g_00185	Praw.g_01024
OG0000916	Praq.g_00186	Praw.g_01025
OG0000917	Praq.g_00187	Praw.g_01026
OG0000918	Praq.g_00188	Praw.g_01027
OG0000919	Praq.g_00189	Praw.g_01028
OG0000920	Praq.g_00190	Praw.g_01029
OG0000921	Praq.g_00191	Praw.g_01030
OG0000922	Praq.g_00192	Praw.g_01031
OG0000923	Praq.g_00193	Praw.g_01032
OG0000924	Praq.g_00194	Praw.g_01033
OG0000925	Praq.g_00195	Praw.g_01034
OG0000926	Praq.g_00258	Praw.g_01052
OG0000927	Praq.g_00276	Praw.g_01101
OG0000928	Praq.g_00277	Praw.g_01100
OG0000929	Praq.g_00278	Praw.g_01099
OG0000930	Praq.g_00279	Praw.g_01098
OG0000931	Praq.g_00280	Praw.g_01097
OG0000932	Praq.g_00282	Praw.g_01095
OG0000933	Praq.g_00283	Praw.g_01094
OG0000934	Praq.g_00284	Praw.g_01093
OG0000935	Praq.g_00285	Praw.g_01092
OG0000936	Praq.g_00286	Praw.g_01091
OG0000937	Praq.g_00287	Praw.g_01090
OG0000938	Praq.g_00288	Praw.g_01089
OG0000939	Praq.g_00289	Praw.g_01088
OG0000940	Praq.g_00290	Praw.g_01087
OG0000941	Praq.g_00292	Praw.g_01085
OG0000942	Praq.g_00293	Praw.g_01084
OG0000943	Praq.g_00296	Praw.g_01078
OG0000944	Praq.g_00297	Praw.g_01077
OG0000945	Praq.g_00298	Praw.g_01076
OG0000946	Praq.g_00299	Praw.g_01075
OG0000947	Praq.g_00300	Praw.g_00343
OG0000948	Praq.g_00301	Praw.g_00344
OG0000949	Praq.g_00302	Praw.g_00345
OG0000950	Praq.g_00303	Praw.g_00346
OG0000951	Praq.g_00304	Praw.g_00347
OG0000952	Praq.g_00305	Praw.g_00348
OG0000953	Praq.g_00306	Praw.g_00349
OG0000954	Praq.g_00307	Praw.g_00350
OG0000955	Praq.g_00308	Praw.g_00351
OG0000956	Praq.g_00309	Praw.g_00352
OG0000957	Praq.g_00310	Praw.g_00353
OG0000958	Praq.g_00311	Praw.g_00354
OG0000959	Praq.g_00312	Praw.g_00355
OG0000960	Praq.g_00313	Praw.g_00356
OG0000961	Praq.g_00317	Praw.g_00359
OG0000962	Praq.g_00318	Praw.g_00360
OG0000963	Praq.g_00319	Praw.g_00361
OG0000964	Praq.g_00321	Praw.g_00363
OG0000965	Praq.g_00322	Praw.g_00364
OG0000966	Praq.g_00323	Praw.g_00365
OG0000967	Praq.g_00324	Praw.g_00366
OG0000968	Praq.g_00325	Praw.g_00367
OG0000969	Praq.g_00326	Praw.g_00368
OG0000970	Praq.g_00327	Praw.g_00370
OG0000971	Praq.g_00328	Praw.g_00371
OG0000972	Praq.g_00329	Praw.g_00372
OG0000973	Praq.g_00330	Praw.g_00373
OG0000974	Praq.g_00332	Praw.g_00375
OG0000975	Praq.g_00335	Praw.g_00378
OG0000976	Praq.g_00337	Praw.g_00380
OG0000977	Praq.g_00338	Praw.g_00381
OG0000978	Praq.g_00339	Praw.g_00382
OG0000979	Praq.g_00341	Praw.g_00384
OG0000980	Praq.g_00342	Praw.g_00385
OG0000981	Praq.g_00343	Praw.g_00386
OG0000982	Praq.g_00344	Praw.g_00387
OG0000983	Praq.g_00346	Praw.g_00389
OG0000984	Praq.g_00347	Praw.g_00390
OG0000985	Praq.g_00348	Praw.g_00391
OG0000986	Praq.g_00349	Praw.g_00392
OG0000987	Praq.g_00350	Praw.g_00393
OG0000988	Praq.g_00351	Praw.g_00394
OG0000989	Praq.g_00352	Praw.g_00395
OG0000990	Praq.g_00353	Praw.g_00396
OG0000991	Praq.g_00354	Praw.g_00397
OG0000992	Praq.g_00355	Praw.g_00398
OG0000993	Praq.g_00356	Praw.g_00399
OG0000994	Praq.g_00357	Praw.g_00400
OG0000995	Praq.g_00358	Praw.g_00401
OG0000996	Praq.g_00359	Praw.g_00402
OG0000997	Praq.g_00360	Praw.g_00403
OG0000998	Praq.g_00361	Praw.g_00404
OG0000999	Praq.g_00362	Praw.g_00405
OG0001000	Praq.g_00363	Praw.g_00406
OG0001001	Praq.g_00365	Praw.g_00408
OG0001002	Praq.g_00366	Praw.g_00409
OG0001003	Praq.g_00367	Praw.g_00410
OG0001004	Praq.g_00368	Praw.g_00411
OG0001005	Praq.g_00369	Praw.g_00412
OG0001006	Praq.g_00370	Praw.g_00413
OG0001007	Praq.g_00371	Praw.g_00414
OG0001008	Praq.g_00373	Praw.g_00416
OG0001009	Praq.g_00374	Praw.g_00417
OG0001010	Praq.g_00382	Praw.g_00423
OG0001011	Praq.g_00001	Praw.g_00430
OG0001012	Praq.g_00030	Praw.g_00458
OG0001013	Praq.g_01953	Praw.g_00509
OG0001014	Praq.g_01952	Praw.g_00510
OG0001015	Praq.g_00496	Praw.g_00516
OG0001016	Praq.g_00495	Praw.g_00517
OG0001017	Praq.g_00494	Praw.g_00518
OG0001018	Praq.g_00493	Praw.g_00519
OG0001019	Praq.g_00491	Praw.g_00521
OG0001020	Praq.g_00490	Praw.g_00522
OG0001021	Praq.g_00489	Praw.g_00523
OG0001022	Praq.g_00488	Praw.g_00524
OG0001023	Praq.g_00487	Praw.g_00525
OG0001024	Praq.g_00486	Praw.g_00526
OG0001025	Praq.g_00485	Praw.g_00527
OG0001026	Praq.g_00483	Praw.g_00529
OG0001027	Praq.g_00482	Praw.g_00530
OG0001028	Praq.g_00481	Praw.g_00531
OG0001029	Praq.g_00480	Praw.g_00532
OG0001030	Praq.g_00479	Praw.g_00533
OG0001031	Praq.g_00478	Praw.g_00534
OG0001032	Praq.g_00477	Praw.g_00535
OG0001033	Praq.g_00476	Praw.g_00536
OG0001034	Praq.g_00475	Praw.g_00537
OG0001035	Praq.g_00473	Praw.g_00539
OG0001036	Praq.g_00472	Praw.g_00540
OG0001037	Praq.g_00471	Praw.g_00541
OG0001038	Praq.g_00470	Praw.g_00542
OG0001039	Praq.g_00469	Praw.g_00543
OG0001040	Praq.g_00468	Praw.g_00544
OG0001041	Praq.g_00467	Praw.g_00545
OG0001042	Praq.g_00466	Praw.g_00546
OG0001043	Praq.g_00465	Praw.g_00547
OG0001044	Praq.g_00464	Praw.g_00548
OG0001045	Praq.g_00463	Praw.g_00549
OG0001046	Praq.g_00462	Praw.g_00550
OG0001047	Praq.g_00459	Praw.g_00553
OG0001048	Praq.g_00457	Praw.g_00555
OG0001049	Praq.g_00456	Praw.g_00556
OG0001050	Praq.g_00455	Praw.g_00557
OG0001051	Praq.g_00454	Praw.g_00558
OG0001052	Praq.g_00453	Praw.g_00559
OG0001053	Praq.g_00452	Praw.g_00561
OG0001054	Praq.g_00450	Praw.g_00563
OG0001055	Praq.g_00449	Praw.g_00564
OG0001056	Praq.g_00448	Praw.g_00565
OG0001057	Praq.g_00447	Praw.g_00566
OG0001058	Praq.g_00446	Praw.g_00567
OG0001059	Praq.g_00445	Praw.g_00568
OG0001060	Praq.g_00444	Praw.g_00569
OG0001061	Praq.g_00443	Praw.g_00570
OG0001062	Praq.g_00442	Praw.g_00571
OG0001063	Praq.g_00441	Praw.g_00572
OG0001064	Praq.g_00956	Praw.g_01921
OG0001065	Praq.g_00951	Praw.g_01917
OG0001066	Praq.g_00950	Praw.g_01916
OG0001067	Praq.g_00949	Praw.g_01915
OG0001068	Praq.g_00947	Praw.g_01913
OG0001069	Praq.g_00946	Praw.g_01912
OG0001070	Praq.g_00945	Praw.g_01911
OG0001071	Praq.g_00944	Praw.g_01910
OG0001072	Praq.g_00943	Praw.g_01909
OG0001073	Praq.g_00942	Praw.g_01908
OG0001074	Praq.g_00941	Praw.g_01907
OG0001075	Praq.g_00940	Praw.g_01906
OG0001076	Praq.g_00939	Praw.g_01905
OG0001077	Praq.g_00938	Praw.g_01904
OG0001078	Praq.g_00937	Praw.g_01903
OG0001079	Praq.g_00936	Praw.g_01902
OG0001080	Praq.g_00935	Praw.g_01901
OG0001081	Praq.g_00932	Praw.g_01898
OG0001082	Praq.g_00931	Praw.g_01897
OG0001083	Praq.g_00930	Praw.g_01896
OG0001084	Praq.g_00928	Praw.g_01895
OG0001085	Praq.g_00927	Praw.g_01894
OG0001086	Praq.g_00926	Praw.g_01893
OG0001087	Praq.g_00925	Praw.g_01892
OG0001088	Praq.g_00924	Praw.g_01891
OG0001089	Praq.g_00921	Praw.g_00138
OG0001090	Praq.g_00919	Praw.g_00136
OG0001091	Praq.g_00918	Praw.g_00135
OG0001092	Praq.g_00917	Praw.g_00134
OG0001093	Praq.g_00916	Praw.g_00133
OG0001094	Praq.g_00915	Praw.g_00132
OG0001095	Praq.g_00914	Praw.g_00131
OG0001096	Praq.g_00913	Praw.g_00130
OG0001097	Praq.g_00912	Praw.g_00129
OG0001098	Praq.g_00911	Praw.g_00128
OG0001099	Praq.g_00910	Praw.g_00127
OG0001100	Praq.g_00909	Praw.g_00126
OG0001101	Praq.g_00908	Praw.g_00125
OG0001102	Praq.g_00907	Praw.g_00124
OG0001103	Praq.g_00906	Praw.g_00123
OG0001104	Praq.g_00905	Praw.g_00122
OG0001105	Praq.g_00904	Praw.g_00121
OG0001106	Praq.g_00903	Praw.g_00120
OG0001107	Praq.g_00902	Praw.g_00119
OG0001108	Praq.g_00901	Praw.g_00118
OG0001109	Praq.g_00900	Praw.g_00117
OG0001110	Praq.g_00899	Praw.g_00116
OG0001111	Praq.g_00898	Praw.g_00115
OG0001112	Praq.g_00897	Praw.g_00114
OG0001113	Praq.g_00896	Praw.g_00113
OG0001114	Praq.g_00895	Praw.g_00112
OG0001115	Praq.g_00894	Praw.g_00111
OG0001116	Praq.g_00893	Praw.g_00110
OG0001117	Praq.g_00892	Praw.g_00109
OG0001118	Praq.g_00891	Praw.g_00108
OG0001119	Praq.g_00890	Praw.g_00107
OG0001120	Praq.g_00889	Praw.g_00106
OG0001121	Praq.g_00887	Praw.g_00104
OG0001122	Praq.g_00886	Praw.g_00103
OG0001123	Praq.g_00885	Praw.g_00102
OG0001124	Praq.g_00883	Praw.g_00100
OG0001125	Praq.g_00881	Praw.g_00098
OG0001126	Praq.g_00880	Praw.g_00097
OG0001127	Praq.g_00878	Praw.g_00095
OG0001128	Praq.g_00877	Praw.g_00094
OG0001129	Praq.g_00876	Praw.g_00093
OG0001130	Praq.g_00874	Praw.g_00090
OG0001131	Praq.g_00873	Praw.g_00089
OG0001132	Praq.g_00872	Praw.g_00088
OG0001133	Praq.g_00871	Praw.g_00087
OG0001134	Praq.g_00870	Praw.g_00086
OG0001135	Praq.g_00869	Praw.g_00085
OG0001136	Praq.g_00868	Praw.g_00084
OG0001137	Praq.g_00867	Praw.g_00083
OG0001138	Praq.g_00866	Praw.g_00082
OG0001139	Praq.g_00865	Praw.g_00081
OG0001140	Praq.g_00864	Praw.g_00080
OG0001141	Praq.g_00863	Praw.g_00079
OG0001142	Praq.g_00727	Praw.g_00076
OG0001143	Praq.g_00728	Praw.g_00075
OG0001144	Praq.g_00729	Praw.g_00074
OG0001145	Praq.g_00730	Praw.g_00073
OG0001146	Praq.g_00731	Praw.g_00072
OG0001147	Praq.g_00732	Praw.g_00071
OG0001148	Praq.g_00733	Praw.g_00070
OG0001149	Praq.g_00735	Praw.g_00068
