Orthogroup	Praq	Prbm
OG0000535	Praq.g_00993	Prbm.g_00640
OG0000536	Praq.g_00992	Prbm.g_00641
OG0000537	Praq.g_00991	Prbm.g_00642
OG0000538	Praq.g_00990	Prbm.g_00643
OG0000539	Praq.g_00989	Prbm.g_00644
OG0000540	Praq.g_00988	Prbm.g_00645
OG0000541	Praq.g_00987	Prbm.g_00646
OG0000542	Praq.g_00986	Prbm.g_00647
OG0000543	Praq.g_00985	Prbm.g_00648
OG0000544	Praq.g_00984	Prbm.g_00649
OG0000545	Praq.g_00981	Prbm.g_00652
OG0000546	Praq.g_00980	Prbm.g_00653
OG0000547	Praq.g_00978	Prbm.g_00654
OG0000548	Praq.g_00977	Prbm.g_00656
OG0000549	Praq.g_00976	Prbm.g_00657
OG0000550	Praq.g_00975	Prbm.g_00658
OG0000551	Praq.g_00974	Prbm.g_00659
OG0000552	Praq.g_00973	Prbm.g_00660
OG0000553	Praq.g_00972	Prbm.g_00661
OG0000554	Praq.g_00971	Prbm.g_00662
OG0000555	Praq.g_00970	Prbm.g_00663
OG0000556	Praq.g_00969	Prbm.g_00664
OG0000557	Praq.g_00968	Prbm.g_00665
OG0000558	Praq.g_00967	Prbm.g_00666
OG0000559	Praq.g_00966	Prbm.g_00667
OG0000560	Praq.g_00964	Prbm.g_00669
OG0000561	Praq.g_00963	Prbm.g_00670
OG0000562	Praq.g_00962	Prbm.g_00671
OG0000563	Praq.g_00961	Prbm.g_00672
OG0000564	Praq.g_00960	Prbm.g_00673
OG0000565	Praq.g_00959	Prbm.g_00674
OG0000566	Praq.g_00958	Prbm.g_00675
OG0000567	Praq.g_00957	Prbm.g_00676
OG0000568	Praq.g_00775	Prbm.g_00677
OG0000569	Praq.g_00776	Prbm.g_00678
OG0000570	Praq.g_00777	Prbm.g_00679
OG0000571	Praq.g_00778	Prbm.g_00680
OG0000572	Praq.g_00779	Prbm.g_00681
OG0000573	Praq.g_00782	Prbm.g_00684
OG0000574	Praq.g_00783	Prbm.g_00685
OG0000575	Praq.g_00784	Prbm.g_00686
OG0000576	Praq.g_00785	Prbm.g_00687
OG0000577	Praq.g_00786	Prbm.g_00688
OG0000578	Praq.g_00787	Prbm.g_00689
OG0000579	Praq.g_00788	Prbm.g_00690
OG0000580	Praq.g_00789	Prbm.g_00691
OG0000581	Praq.g_00790	Prbm.g_00692
OG0000582	Praq.g_00791	Prbm.g_00693
OG0000583	Praq.g_00792	Prbm.g_00694
OG0000584	Praq.g_00793	Prbm.g_00696
OG0000585	Praq.g_00794	Prbm.g_00697
OG0000586	Praq.g_00796	Prbm.g_00699
OG0000587	Praq.g_00797	Prbm.g_00700
OG0000588	Praq.g_00799	Prbm.g_00703
OG0000589	Praq.g_00800	Prbm.g_00704
OG0000590	Praq.g_00802	Prbm.g_00706
OG0000591	Praq.g_00808	Prbm.g_00713
OG0000592	Praq.g_00809	Prbm.g_00714
OG0000593	Praq.g_00810	Prbm.g_00716
OG0000594	Praq.g_00812	Prbm.g_00719
OG0000595	Praq.g_00813	Prbm.g_00720
OG0000596	Praq.g_00814	Prbm.g_00722
OG0000597	Praq.g_00816	Prbm.g_00724
OG0000598	Praq.g_00817	Prbm.g_00725
OG0000599	Praq.g_00818	Prbm.g_00726
OG0000600	Praq.g_00819	Prbm.g_00727
OG0000601	Praq.g_00821	Prbm.g_00730
OG0000602	Praq.g_00822	Prbm.g_00731
OG0000603	Praq.g_00823	Prbm.g_00732
OG0000604	Praq.g_00824	Prbm.g_01483
OG0000605	Praq.g_00825	Prbm.g_00733
OG0000606	Praq.g_00826	Prbm.g_00734
OG0000607	Praq.g_00828	Prbm.g_00736
OG0000608	Praq.g_00829	Prbm.g_00737
OG0000609	Praq.g_00833	Prbm.g_02220
OG0000610	Praq.g_00834	Prbm.g_01326
OG0000611	Praq.g_00584	Prbm.g_00743
OG0000612	Praq.g_00585	Prbm.g_00744
OG0000613	Praq.g_00586	Prbm.g_00745
OG0000614	Praq.g_00587	Prbm.g_00746
OG0000615	Praq.g_00589	Prbm.g_00748
OG0000616	Praq.g_00590	Prbm.g_00749
OG0000617	Praq.g_00591	Prbm.g_00750
OG0000618	Praq.g_00592	Prbm.g_00751
OG0000619	Praq.g_00593	Prbm.g_00752
OG0000620	Praq.g_00594	Prbm.g_00753
OG0000621	Praq.g_00595	Prbm.g_00754
OG0000622	Praq.g_00596	Prbm.g_00755
OG0000623	Praq.g_00597	Prbm.g_00756
OG0000624	Praq.g_00598	Prbm.g_00758
OG0000625	Praq.g_00599	Prbm.g_00759
OG0000626	Praq.g_00600	Prbm.g_00760
OG0000627	Praq.g_00601	Prbm.g_00762
OG0000628	Praq.g_00602	Prbm.g_00763
OG0000629	Praq.g_00603	Prbm.g_00764
OG0000630	Praq.g_00604	Prbm.g_00765
OG0000631	Praq.g_00606	Prbm.g_00767
OG0000632	Praq.g_00618	Prbm.g_01151
OG0000633	Praq.g_00622	Prbm.g_00111
OG0000634	Praq.g_00637	Prbm.g_01094
OG0000635	Praq.g_00638	Prbm.g_00980
OG0000636	Praq.g_00639	Prbm.g_00979
OG0000637	Praq.g_00640	Prbm.g_00978
OG0000638	Praq.g_00647	Prbm.g_00395
OG0000639	Praq.g_00656	Prbm.g_00955
OG0000640	Praq.g_00658	Prbm.g_00957
OG0000641	Praq.g_00661	Prbm.g_00959
OG0000642	Praq.g_00662	Prbm.g_00960
OG0000643	Praq.g_00663	Prbm.g_00961
OG0000644	Praq.g_00664	Prbm.g_00808
OG0000645	Praq.g_00665	Prbm.g_00809
OG0000646	Praq.g_00666	Prbm.g_00810
OG0000647	Praq.g_00667	Prbm.g_00811
OG0000648	Praq.g_00669	Prbm.g_00813
OG0000649	Praq.g_00670	Prbm.g_00814
OG0000650	Praq.g_00671	Prbm.g_00815
OG0000651	Praq.g_00672	Prbm.g_00816
OG0000652	Praq.g_00673	Prbm.g_00817
OG0000653	Praq.g_00674	Prbm.g_00818
OG0000654	Praq.g_00676	Prbm.g_00820
OG0000655	Praq.g_00678	Prbm.g_00822
OG0000656	Praq.g_01407	Prbm.g_00823
OG0000657	Praq.g_01408	Prbm.g_00824
OG0000658	Praq.g_01409	Prbm.g_00825
OG0000659	Praq.g_01410	Prbm.g_00826
OG0000660	Praq.g_01411	Prbm.g_00827
OG0000661	Praq.g_01412	Prbm.g_00829
OG0000662	Praq.g_01413	Prbm.g_00831
OG0000663	Praq.g_01414	Prbm.g_00832
OG0000664	Praq.g_01415	Prbm.g_00833
OG0000665	Praq.g_01416	Prbm.g_00834
OG0000666	Praq.g_01417	Prbm.g_00835
OG0000667	Praq.g_01418	Prbm.g_00836
OG0000668	Praq.g_01419	Prbm.g_00837
OG0000669	Praq.g_01421	Prbm.g_00839
OG0000670	Praq.g_01422	Prbm.g_00840
OG0000671	Praq.g_01423	Prbm.g_00841
OG0000672	Praq.g_01424	Prbm.g_00842
OG0000673	Praq.g_01425	Prbm.g_00843
OG0000674	Praq.g_01426	Prbm.g_00844
OG0000675	Praq.g_01428	Prbm.g_00845
OG0000676	Praq.g_01429	Prbm.g_00846
OG0000677	Praq.g_01431	Prbm.g_00848
OG0000678	Praq.g_01433	Prbm.g_00850
OG0000679	Praq.g_01434	Prbm.g_00852
OG0000680	Praq.g_01435	Prbm.g_00853
OG0000681	Praq.g_01436	Prbm.g_00854
OG0000682	Praq.g_01437	Prbm.g_00855
OG0000683	Praq.g_01439	Prbm.g_00857
OG0000684	Praq.g_01440	Prbm.g_00858
OG0000685	Praq.g_01441	Prbm.g_00859
OG0000686	Praq.g_01442	Prbm.g_00860
OG0000687	Praq.g_01443	Prbm.g_00861
OG0000688	Praq.g_01444	Prbm.g_00862
OG0000689	Praq.g_01445	Prbm.g_00863
OG0000690	Praq.g_01446	Prbm.g_00864
OG0000691	Praq.g_01447	Prbm.g_00865
OG0000692	Praq.g_01449	Prbm.g_00867
OG0000693	Praq.g_01450	Prbm.g_00868
OG0000694	Praq.g_01451	Prbm.g_00869
OG0000695	Praq.g_01452	Prbm.g_00870
OG0000696	Praq.g_01454	Prbm.g_00871
OG0000697	Praq.g_01456	Prbm.g_00873
OG0000698	Praq.g_01458	Prbm.g_00877
OG0000699	Praq.g_01459	Prbm.g_00878
OG0000700	Praq.g_01473	Prbm.g_00911
OG0000701	Praq.g_01478	Prbm.g_00914
OG0000702	Praq.g_01481	Prbm.g_00919
OG0000703	Praq.g_01482	Prbm.g_00921
OG0000704	Praq.g_01483	Prbm.g_00922
OG0000705	Praq.g_01484	Prbm.g_00923
OG0000706	Praq.g_01485	Prbm.g_00924
OG0000707	Praq.g_01487	Prbm.g_00926
OG0000708	Praq.g_01488	Prbm.g_00927
OG0000709	Praq.g_01490	Prbm.g_00929
OG0000710	Praq.g_01491	Prbm.g_00930
OG0000711	Praq.g_01492	Prbm.g_00931
OG0000712	Praq.g_01493	Prbm.g_00932
OG0000713	Praq.g_01494	Prbm.g_00933
OG0000714	Praq.g_01496	Prbm.g_00935
OG0000715	Praq.g_01497	Prbm.g_00936
OG0000716	Praq.g_01499	Prbm.g_00939
OG0000717	Praq.g_01500	Prbm.g_00940
OG0000718	Praq.g_01501	Prbm.g_00941
OG0000719	Praq.g_01503	Prbm.g_00943
OG0000720	Praq.g_01504	Prbm.g_00944
OG0000721	Praq.g_01506	Prbm.g_00946
OG0000722	Praq.g_01507	Prbm.g_00947
OG0000723	Praq.g_01508	Prbm.g_00948
OG0000724	Praq.g_01510	Prbm.g_00793
OG0000725	Praq.g_01511	Prbm.g_00794
OG0000726	Praq.g_01512	Prbm.g_00795
OG0000727	Praq.g_01513	Prbm.g_00796
OG0000728	Praq.g_01514	Prbm.g_00797
OG0000729	Praq.g_01515	Prbm.g_00798
OG0000730	Praq.g_01516	Prbm.g_00799
OG0000731	Praq.g_01517	Prbm.g_00800
OG0000732	Praq.g_01518	Prbm.g_00801
OG0000733	Praq.g_01519	Prbm.g_00802
OG0000734	Praq.g_01520	Prbm.g_00803
OG0000735	Praq.g_01522	Prbm.g_00805
OG0000736	Praq.g_01523	Prbm.g_00806
OG0000737	Praq.g_01524	Prbm.g_00807
OG0000738	Praq.g_01525	Prbm.g_00962
OG0000739	Praq.g_01526	Prbm.g_00963
OG0000740	Praq.g_01527	Prbm.g_00964
OG0000741	Praq.g_01528	Prbm.g_00965
OG0000742	Praq.g_01530	Prbm.g_00967
OG0000743	Praq.g_01531	Prbm.g_00968
OG0000744	Praq.g_01532	Prbm.g_00969
OG0000745	Praq.g_01533	Prbm.g_00970
OG0000746	Praq.g_01534	Prbm.g_00971
OG0000747	Praq.g_01535	Prbm.g_00972
OG0000748	Praq.g_01536	Prbm.g_00973
OG0000749	Praq.g_01537	Prbm.g_00974
OG0000750	Praq.g_01538	Prbm.g_00975
OG0000751	Praq.g_01539	Prbm.g_00976
OG0000752	Praq.g_01540	Prbm.g_00889
OG0000753	Praq.g_01542	Prbm.g_00981
OG0000754	Praq.g_01543	Prbm.g_00982
OG0000755	Praq.g_01544	Prbm.g_00983
OG0000756	Praq.g_01545	Prbm.g_00985
OG0000757	Praq.g_01546	Prbm.g_00986
OG0000758	Praq.g_01547	Prbm.g_00987
OG0000759	Praq.g_01549	Prbm.g_00989
OG0000760	Praq.g_01550	Prbm.g_00990
OG0000761	Praq.g_01551	Prbm.g_00991
OG0000762	Praq.g_01553	Prbm.g_00993
OG0000763	Praq.g_01554	Prbm.g_00994
OG0000764	Praq.g_01555	Prbm.g_00995
OG0000765	Praq.g_01556	Prbm.g_00996
OG0000766	Praq.g_01557	Prbm.g_00997
OG0000767	Praq.g_01559	Prbm.g_00999
OG0000768	Praq.g_01560	Prbm.g_01000
OG0000769	Praq.g_01561	Prbm.g_01001
OG0000770	Praq.g_01562	Prbm.g_01002
OG0000771	Praq.g_01563	Prbm.g_01003
OG0000772	Praq.g_01564	Prbm.g_00102
OG0000773	Praq.g_01565	Prbm.g_01004
OG0000774	Praq.g_01566	Prbm.g_01005
OG0000775	Praq.g_01567	Prbm.g_01006
OG0000776	Praq.g_01568	Prbm.g_01007
OG0000777	Praq.g_01570	Prbm.g_01009
OG0000778	Praq.g_01571	Prbm.g_01010
OG0000779	Praq.g_01572	Prbm.g_01011
OG0000780	Praq.g_01574	Prbm.g_01013
OG0000781	Praq.g_01576	Prbm.g_01014
OG0000782	Praq.g_01577	Prbm.g_01015
OG0000783	Praq.g_01588	Prbm.g_01031
OG0000784	Praq.g_01590	Prbm.g_01032
OG0000785	Praq.g_01591	Prbm.g_01033
OG0000786	Praq.g_01592	Prbm.g_01034
OG0000787	Praq.g_01593	Prbm.g_01035
OG0000788	Praq.g_01597	Prbm.g_01039
OG0000789	Praq.g_01599	Prbm.g_01042
OG0000790	Praq.g_01600	Prbm.g_00888
OG0000791	Praq.g_01601	Prbm.g_01043
OG0000792	Praq.g_01602	Prbm.g_01044
OG0000793	Praq.g_01603	Prbm.g_01045
OG0000794	Praq.g_01605	Prbm.g_01048
OG0000795	Praq.g_01608	Prbm.g_01052
OG0000796	Praq.g_01609	Prbm.g_01053
OG0000797	Praq.g_01611	Prbm.g_01056
OG0000798	Praq.g_01612	Prbm.g_01057
OG0000799	Praq.g_01613	Prbm.g_01058
OG0000800	Praq.g_01614	Prbm.g_01059
OG0000801	Praq.g_01617	Prbm.g_01062
OG0000802	Praq.g_01618	Prbm.g_01063
OG0000803	Praq.g_01620	Prbm.g_00887
OG0000804	Praq.g_01621	Prbm.g_00886
OG0000805	Praq.g_01622	Prbm.g_00885
OG0000806	Praq.g_01624	Prbm.g_00883
OG0000807	Praq.g_01649	Prbm.g_00894
OG0000808	Praq.g_01658	Prbm.g_01103
OG0000809	Praq.g_01661	Prbm.g_01085
OG0000810	Praq.g_01662	Prbm.g_01806
OG0000811	Praq.g_01669	Prbm.g_02104
OG0000812	Praq.g_01273	Prbm.g_00398
OG0000813	Praq.g_01276	Prbm.g_00406
OG0000814	Praq.g_01278	Prbm.g_01803
OG0000815	Praq.g_01287	Prbm.g_01079
OG0000816	Praq.g_01301	Prbm.g_01911
OG0000817	Praq.g_01302	Prbm.g_01912
OG0000818	Praq.g_01307	Prbm.g_01123
OG0000819	Praq.g_01314	Prbm.g_01571
OG0000820	Praq.g_01318	Prbm.g_01565
OG0000821	Praq.g_01320	Prbm.g_01563
OG0000822	Praq.g_01321	Prbm.g_01562
OG0000823	Praq.g_01322	Prbm.g_01561
OG0000824	Praq.g_01323	Prbm.g_01560
OG0000825	Praq.g_01324	Prbm.g_01559
OG0000826	Praq.g_01325	Prbm.g_01558
OG0000827	Praq.g_01326	Prbm.g_01557
OG0000828	Praq.g_01327	Prbm.g_01556
OG0000829	Praq.g_01328	Prbm.g_01555
OG0000830	Praq.g_01329	Prbm.g_01553
OG0000831	Praq.g_01332	Prbm.g_01550
OG0000832	Praq.g_01334	Prbm.g_01548
OG0000833	Praq.g_01335	Prbm.g_01547
OG0000834	Praq.g_01336	Prbm.g_01545
OG0000835	Praq.g_01337	Prbm.g_01544
OG0000836	Praq.g_01338	Prbm.g_01543
OG0000837	Praq.g_01340	Prbm.g_01540
OG0000838	Praq.g_01341	Prbm.g_01539
OG0000839	Praq.g_01342	Prbm.g_01538
OG0000840	Praq.g_01343	Prbm.g_01537
OG0000841	Praq.g_01344	Prbm.g_01536
OG0000842	Praq.g_01345	Prbm.g_01534
OG0000843	Praq.g_01346	Prbm.g_01533
OG0000844	Praq.g_01347	Prbm.g_01532
OG0000845	Praq.g_01348	Prbm.g_01531
OG0000846	Praq.g_01351	Prbm.g_01529
OG0000847	Praq.g_01353	Prbm.g_01527
OG0000848	Praq.g_01354	Prbm.g_01525
OG0000849	Praq.g_01355	Prbm.g_01524
OG0000850	Praq.g_01356	Prbm.g_01523
OG0000851	Praq.g_01357	Prbm.g_01520
OG0000852	Praq.g_01359	Prbm.g_01518
OG0000853	Praq.g_01360	Prbm.g_01516
OG0000854	Praq.g_01362	Prbm.g_01514
OG0000855	Praq.g_01363	Prbm.g_01513
OG0000856	Praq.g_01364	Prbm.g_01512
OG0000857	Praq.g_01365	Prbm.g_01511
OG0000858	Praq.g_01366	Prbm.g_01510
OG0000859	Praq.g_01367	Prbm.g_01509
OG0000860	Praq.g_01368	Prbm.g_01508
OG0000861	Praq.g_01369	Prbm.g_01507
OG0000862	Praq.g_01370	Prbm.g_01506
OG0000863	Praq.g_01371	Prbm.g_01505
OG0000864	Praq.g_01372	Prbm.g_01504
OG0000865	Praq.g_01373	Prbm.g_01503
OG0000866	Praq.g_01374	Prbm.g_01502
OG0000867	Praq.g_01375	Prbm.g_01501
OG0000868	Praq.g_01376	Prbm.g_01500
OG0000869	Praq.g_01378	Prbm.g_01498
OG0000870	Praq.g_01379	Prbm.g_01497
OG0000871	Praq.g_01381	Prbm.g_01496
OG0000872	Praq.g_01382	Prbm.g_01495
OG0000873	Praq.g_01384	Prbm.g_01494
OG0000874	Praq.g_01385	Prbm.g_01493
OG0000875	Praq.g_01386	Prbm.g_01492
OG0000876	Praq.g_01387	Prbm.g_01491
OG0000877	Praq.g_01389	Prbm.g_01490
OG0000878	Praq.g_00112	Prbm.g_01356
OG0000879	Praq.g_00122	Prbm.g_01600
OG0000880	Praq.g_00123	Prbm.g_01601
OG0000881	Praq.g_00124	Prbm.g_01602
OG0000882	Praq.g_00125	Prbm.g_01603
OG0000883	Praq.g_00126	Prbm.g_01605
OG0000884	Praq.g_00128	Prbm.g_01606
OG0000885	Praq.g_00129	Prbm.g_01607
OG0000886	Praq.g_00130	Prbm.g_01608
OG0000887	Praq.g_00131	Prbm.g_01609
OG0000888	Praq.g_00132	Prbm.g_01610
OG0000889	Praq.g_00135	Prbm.g_01613
OG0000890	Praq.g_00136	Prbm.g_01614
OG0000891	Praq.g_00137	Prbm.g_01615
OG0000892	Praq.g_00139	Prbm.g_01616
OG0000893	Praq.g_00140	Prbm.g_01617
OG0000894	Praq.g_00141	Prbm.g_01618
OG0000895	Praq.g_00142	Prbm.g_01619
OG0000896	Praq.g_00143	Prbm.g_01620
OG0000897	Praq.g_00144	Prbm.g_01621
OG0000898	Praq.g_00146	Prbm.g_01624
OG0000899	Praq.g_00147	Prbm.g_01625
OG0000900	Praq.g_00157	Prbm.g_01630
OG0000901	Praq.g_00161	Prbm.g_01634
OG0000902	Praq.g_00162	Prbm.g_00777
OG0000903	Praq.g_00163	Prbm.g_01573
OG0000904	Praq.g_00165	Prbm.g_01051
OG0000905	Praq.g_00167	Prbm.g_01812
OG0000906	Praq.g_00169	Prbm.g_01658
OG0000907	Praq.g_00170	Prbm.g_00875
OG0000908	Praq.g_00173	Prbm.g_01176
OG0000909	Praq.g_00179	Prbm.g_01662
OG0000910	Praq.g_00180	Prbm.g_01663
OG0000911	Praq.g_00181	Prbm.g_01664
OG0000912	Praq.g_00182	Prbm.g_01665
OG0000913	Praq.g_00183	Prbm.g_01666
OG0000914	Praq.g_00184	Prbm.g_01667
OG0000915	Praq.g_00185	Prbm.g_01668
OG0000916	Praq.g_00186	Prbm.g_01669
OG0000917	Praq.g_00187	Prbm.g_01670
OG0000918	Praq.g_00188	Prbm.g_01671
OG0000919	Praq.g_00189	Prbm.g_01672
OG0000920	Praq.g_00190	Prbm.g_01673
OG0000921	Praq.g_00191	Prbm.g_01674
OG0000922	Praq.g_00192	Prbm.g_01675
OG0000923	Praq.g_00193	Prbm.g_01676
OG0000924	Praq.g_00194	Prbm.g_01677
OG0000925	Praq.g_00195	Prbm.g_01678
OG0000926	Praq.g_00258	Prbm.g_02077
OG0000927	Praq.g_00276	Prbm.g_01691
OG0000928	Praq.g_00277	Prbm.g_01692
OG0000929	Praq.g_00278	Prbm.g_01693
OG0000930	Praq.g_00279	Prbm.g_01694
OG0000931	Praq.g_00280	Prbm.g_01695
OG0000932	Praq.g_00282	Prbm.g_01697
OG0000933	Praq.g_00283	Prbm.g_01698
OG0000934	Praq.g_00284	Prbm.g_01699
OG0000935	Praq.g_00285	Prbm.g_01700
OG0000936	Praq.g_00286	Prbm.g_01701
OG0000937	Praq.g_00287	Prbm.g_01702
OG0000938	Praq.g_00288	Prbm.g_01703
OG0000939	Praq.g_00289	Prbm.g_01704
OG0000940	Praq.g_00290	Prbm.g_01706
OG0000941	Praq.g_00292	Prbm.g_01708
OG0000942	Praq.g_00293	Prbm.g_01709
OG0000943	Praq.g_00296	Prbm.g_01712
OG0000944	Praq.g_00297	Prbm.g_01713
OG0000945	Praq.g_00298	Prbm.g_01714
OG0000946	Praq.g_00299	Prbm.g_01715
OG0000947	Praq.g_00300	Prbm.g_01716
OG0000948	Praq.g_00301	Prbm.g_01717
OG0000949	Praq.g_00302	Prbm.g_01718
OG0000950	Praq.g_00303	Prbm.g_01719
OG0000951	Praq.g_00304	Prbm.g_01720
OG0000952	Praq.g_00305	Prbm.g_01721
OG0000953	Praq.g_00306	Prbm.g_01722
OG0000954	Praq.g_00307	Prbm.g_01723
OG0000955	Praq.g_00308	Prbm.g_01724
OG0000956	Praq.g_00309	Prbm.g_01725
OG0000957	Praq.g_00310	Prbm.g_00487
OG0000958	Praq.g_00311	Prbm.g_01726
OG0000959	Praq.g_00312	Prbm.g_01727
OG0000960	Praq.g_00313	Prbm.g_01728
OG0000961	Praq.g_00317	Prbm.g_01731
OG0000962	Praq.g_00318	Prbm.g_01732
OG0000963	Praq.g_00319	Prbm.g_01733
OG0000964	Praq.g_00321	Prbm.g_01735
OG0000965	Praq.g_00322	Prbm.g_01736
OG0000966	Praq.g_00323	Prbm.g_01737
OG0000967	Praq.g_00324	Prbm.g_01738
OG0000968	Praq.g_00325	Prbm.g_01739
OG0000969	Praq.g_00326	Prbm.g_01740
OG0000970	Praq.g_00327	Prbm.g_01741
OG0000971	Praq.g_00328	Prbm.g_01742
OG0000972	Praq.g_00329	Prbm.g_01743
OG0000973	Praq.g_00330	Prbm.g_01744
OG0000974	Praq.g_00332	Prbm.g_01746
OG0000975	Praq.g_00335	Prbm.g_01752
OG0000976	Praq.g_00337	Prbm.g_01755
OG0000977	Praq.g_00338	Prbm.g_01756
OG0000978	Praq.g_00339	Prbm.g_01757
OG0000979	Praq.g_00341	Prbm.g_01759
OG0000980	Praq.g_00342	Prbm.g_01760
OG0000981	Praq.g_00343	Prbm.g_01761
OG0000982	Praq.g_00344	Prbm.g_01762
OG0000983	Praq.g_00346	Prbm.g_01764
OG0000984	Praq.g_00347	Prbm.g_01765
OG0000985	Praq.g_00348	Prbm.g_01766
OG0000986	Praq.g_00349	Prbm.g_01768
OG0000987	Praq.g_00350	Prbm.g_01769
OG0000988	Praq.g_00351	Prbm.g_01770
OG0000989	Praq.g_00352	Prbm.g_01771
OG0000990	Praq.g_00353	Prbm.g_01772
OG0000991	Praq.g_00354	Prbm.g_01773
OG0000992	Praq.g_00355	Prbm.g_01774
OG0000993	Praq.g_00356	Prbm.g_01775
OG0000994	Praq.g_00357	Prbm.g_01776
OG0000995	Praq.g_00358	Prbm.g_01777
OG0000996	Praq.g_00359	Prbm.g_01778
OG0000997	Praq.g_00360	Prbm.g_01779
OG0000998	Praq.g_00361	Prbm.g_01780
OG0000999	Praq.g_00362	Prbm.g_01781
OG0001000	Praq.g_00363	Prbm.g_01782
OG0001001	Praq.g_00365	Prbm.g_01784
OG0001002	Praq.g_00366	Prbm.g_01785
OG0001003	Praq.g_00367	Prbm.g_01786
OG0001004	Praq.g_00368	Prbm.g_01787
OG0001005	Praq.g_00369	Prbm.g_01789
OG0001006	Praq.g_00370	Prbm.g_01790
OG0001007	Praq.g_00371	Prbm.g_01791
OG0001008	Praq.g_00373	Prbm.g_01793
OG0001009	Praq.g_00374	Prbm.g_01794
OG0001010	Praq.g_00382	Prbm.g_01586
OG0001011	Praq.g_00001	Prbm.g_01685
OG0001012	Praq.g_00030	Prbm.g_00830
OG0001013	Praq.g_01953	Prbm.g_01835
OG0001014	Praq.g_01952	Prbm.g_01836
OG0001015	Praq.g_00496	Prbm.g_01842
OG0001016	Praq.g_00495	Prbm.g_01843
OG0001017	Praq.g_00494	Prbm.g_01844
OG0001018	Praq.g_00493	Prbm.g_01845
OG0001019	Praq.g_00491	Prbm.g_01846
OG0001020	Praq.g_00490	Prbm.g_01847
OG0001021	Praq.g_00489	Prbm.g_01848
OG0001022	Praq.g_00488	Prbm.g_01849
OG0001023	Praq.g_00487	Prbm.g_01850
OG0001024	Praq.g_00486	Prbm.g_01851
OG0001025	Praq.g_00485	Prbm.g_01852
OG0001026	Praq.g_00483	Prbm.g_01853
OG0001027	Praq.g_00482	Prbm.g_01854
OG0001028	Praq.g_00481	Prbm.g_01855
OG0001029	Praq.g_00480	Prbm.g_01856
OG0001030	Praq.g_00479	Prbm.g_01857
OG0001031	Praq.g_00478	Prbm.g_01858
OG0001032	Praq.g_00477	Prbm.g_01859
OG0001033	Praq.g_00476	Prbm.g_01860
OG0001034	Praq.g_00475	Prbm.g_01861
OG0001035	Praq.g_00473	Prbm.g_01863
OG0001036	Praq.g_00472	Prbm.g_01864
OG0001037	Praq.g_00471	Prbm.g_01865
OG0001038	Praq.g_00470	Prbm.g_01866
OG0001039	Praq.g_00469	Prbm.g_01867
OG0001040	Praq.g_00468	Prbm.g_01869
OG0001041	Praq.g_00467	Prbm.g_01870
OG0001042	Praq.g_00466	Prbm.g_01871
OG0001043	Praq.g_00465	Prbm.g_01872
OG0001044	Praq.g_00464	Prbm.g_01873
OG0001045	Praq.g_00463	Prbm.g_01874
OG0001046	Praq.g_00462	Prbm.g_01875
OG0001047	Praq.g_00459	Prbm.g_01877
OG0001048	Praq.g_00457	Prbm.g_01879
OG0001049	Praq.g_00456	Prbm.g_01880
OG0001050	Praq.g_00455	Prbm.g_01881
OG0001051	Praq.g_00454	Prbm.g_01882
OG0001052	Praq.g_00453	Prbm.g_01883
OG0001053	Praq.g_00452	Prbm.g_01885
OG0001054	Praq.g_00450	Prbm.g_01887
OG0001055	Praq.g_00449	Prbm.g_01888
OG0001056	Praq.g_00448	Prbm.g_01889
OG0001057	Praq.g_00447	Prbm.g_01890
OG0001058	Praq.g_00446	Prbm.g_01891
OG0001059	Praq.g_00445	Prbm.g_01892
OG0001060	Praq.g_00444	Prbm.g_01893
OG0001061	Praq.g_00443	Prbm.g_01894
OG0001062	Praq.g_00442	Prbm.g_01895
OG0001063	Praq.g_00441	Prbm.g_01896
OG0001064	Praq.g_00956	Prbm.g_01898
OG0001065	Praq.g_00951	Prbm.g_01948
OG0001066	Praq.g_00950	Prbm.g_01950
OG0001067	Praq.g_00949	Prbm.g_01951
OG0001068	Praq.g_00947	Prbm.g_01953
OG0001069	Praq.g_00946	Prbm.g_01954
OG0001070	Praq.g_00945	Prbm.g_01955
OG0001071	Praq.g_00944	Prbm.g_01956
OG0001072	Praq.g_00943	Prbm.g_01957
OG0001073	Praq.g_00942	Prbm.g_01958
OG0001074	Praq.g_00941	Prbm.g_01959
OG0001075	Praq.g_00940	Prbm.g_01960
OG0001076	Praq.g_00939	Prbm.g_01961
OG0001077	Praq.g_00938	Prbm.g_01962
OG0001078	Praq.g_00937	Prbm.g_01963
OG0001079	Praq.g_00936	Prbm.g_01964
OG0001080	Praq.g_00935	Prbm.g_01965
OG0001081	Praq.g_00932	Prbm.g_01975
OG0001082	Praq.g_00931	Prbm.g_01974
OG0001083	Praq.g_00930	Prbm.g_01970
OG0001084	Praq.g_00928	Prbm.g_01972
OG0001085	Praq.g_00927	Prbm.g_01973
OG0001086	Praq.g_00926	Prbm.g_01968
OG0001087	Praq.g_00925	Prbm.g_01967
OG0001088	Praq.g_00924	Prbm.g_01966
OG0001089	Praq.g_00921	Prbm.g_01990
OG0001090	Praq.g_00919	Prbm.g_01992
OG0001091	Praq.g_00918	Prbm.g_01993
OG0001092	Praq.g_00917	Prbm.g_01994
OG0001093	Praq.g_00916	Prbm.g_01995
