Orthogroup	Praq	Prah
OG0000591	Praq.g_00808	Prah.g_01789
OG0000592	Praq.g_00809	Prah.g_01029
OG0000593	Praq.g_00810	Prah.g_02413
OG0000594	Praq.g_00812	Prah.g_00625
OG0000595	Praq.g_00813	Prah.g_02051
OG0000596	Praq.g_00814	Prah.g_00981
OG0000597	Praq.g_00816	Prah.g_00965
OG0000598	Praq.g_00817	Prah.g_00968
OG0000599	Praq.g_00818	Prah.g_00972
OG0000600	Praq.g_00819	Prah.g_00973
OG0000601	Praq.g_00821	Prah.g_00985
OG0000602	Praq.g_00822	Prah.g_00986
OG0000603	Praq.g_00823	Prah.g_00987
OG0000604	Praq.g_00824	Prah.g_01022
OG0000605	Praq.g_00825	Prah.g_01023
OG0000606	Praq.g_00826	Prah.g_01025
OG0000607	Praq.g_00828	Prah.g_01028
OG0000608	Praq.g_00829	Prah.g_00706
OG0000609	Praq.g_00833	Prah.g_02588
OG0000610	Praq.g_00834	Prah.g_01344
OG0000611	Praq.g_00584	Prah.g_00886
OG0000612	Praq.g_00585	Prah.g_00885
OG0000613	Praq.g_00586	Prah.g_00884
OG0000614	Praq.g_00587	Prah.g_00882
OG0000615	Praq.g_00589	Prah.g_00881
OG0000616	Praq.g_00590	Prah.g_00880
OG0000617	Praq.g_00591	Prah.g_00879
OG0000618	Praq.g_00592	Prah.g_00878
OG0000619	Praq.g_00593	Prah.g_00876
OG0000620	Praq.g_00594	Prah.g_00875
OG0000621	Praq.g_00595	Prah.g_00874
OG0000622	Praq.g_00596	Prah.g_00873
OG0000623	Praq.g_00597	Prah.g_00872
OG0000624	Praq.g_00598	Prah.g_00871
OG0000625	Praq.g_00599	Prah.g_00870
OG0000626	Praq.g_00600	Prah.g_00869
OG0000627	Praq.g_00601	Prah.g_00746
OG0000628	Praq.g_00602	Prah.g_00747
OG0000629	Praq.g_00603	Prah.g_00750
OG0000630	Praq.g_00604	Prah.g_00751
OG0000631	Praq.g_00606	Prah.g_00754
OG0000632	Praq.g_00618	Prah.g_01043
OG0000633	Praq.g_00622	Prah.g_01447
OG0000634	Praq.g_00637	Prah.g_01543
OG0000635	Praq.g_00638	Prah.g_00788
OG0000636	Praq.g_00639	Prah.g_00787
OG0000637	Praq.g_00640	Prah.g_00786
OG0000638	Praq.g_00647	Prah.g_01946
OG0000639	Praq.g_00656	Prah.g_01802
OG0000640	Praq.g_00658	Prah.g_00755
OG0000641	Praq.g_00661	Prah.g_00758
OG0000642	Praq.g_00662	Prah.g_00759
OG0000643	Praq.g_00663	Prah.g_00760
OG0000644	Praq.g_00664	Prah.g_00673
OG0000645	Praq.g_00665	Prah.g_00672
OG0000646	Praq.g_00666	Prah.g_00671
OG0000647	Praq.g_00667	Prah.g_00670
OG0000648	Praq.g_00669	Prah.g_00668
OG0000649	Praq.g_00670	Prah.g_00667
OG0000650	Praq.g_00671	Prah.g_00666
OG0000651	Praq.g_00672	Prah.g_00665
OG0000652	Praq.g_00673	Prah.g_00664
OG0000653	Praq.g_00674	Prah.g_00663
OG0000654	Praq.g_00676	Prah.g_00661
OG0000655	Praq.g_00678	Prah.g_00659
OG0000656	Praq.g_01407	Prah.g_00658
OG0000657	Praq.g_01408	Prah.g_00657
OG0000658	Praq.g_01409	Prah.g_00656
OG0000659	Praq.g_01410	Prah.g_00655
OG0000660	Praq.g_01411	Prah.g_00654
OG0000661	Praq.g_01412	Prah.g_00652
OG0000662	Praq.g_01413	Prah.g_00650
OG0000663	Praq.g_01414	Prah.g_00649
OG0000664	Praq.g_01415	Prah.g_00648
OG0000665	Praq.g_01416	Prah.g_00647
OG0000666	Praq.g_01417	Prah.g_00646
OG0000667	Praq.g_01418	Prah.g_00645
OG0000668	Praq.g_01419	Prah.g_00644
OG0000669	Praq.g_01421	Prah.g_00640
OG0000670	Praq.g_01422	Prah.g_00639
OG0000671	Praq.g_01423	Prah.g_00638
OG0000672	Praq.g_01424	Prah.g_00637
OG0000673	Praq.g_01425	Prah.g_00636
OG0000674	Praq.g_01426	Prah.g_00635
OG0000675	Praq.g_01428	Prah.g_00609
OG0000676	Praq.g_01429	Prah.g_00608
OG0000677	Praq.g_01431	Prah.g_00605
OG0000678	Praq.g_01433	Prah.g_00603
OG0000679	Praq.g_01434	Prah.g_00601
OG0000680	Praq.g_01435	Prah.g_00600
OG0000681	Praq.g_01436	Prah.g_00599
OG0000682	Praq.g_01437	Prah.g_00598
OG0000683	Praq.g_01439	Prah.g_00596
OG0000684	Praq.g_01440	Prah.g_00595
OG0000685	Praq.g_01441	Prah.g_00594
OG0000686	Praq.g_01442	Prah.g_00593
OG0000687	Praq.g_01443	Prah.g_00592
OG0000688	Praq.g_01444	Prah.g_00591
OG0000689	Praq.g_01445	Prah.g_00589
OG0000690	Praq.g_01446	Prah.g_00588
OG0000691	Praq.g_01447	Prah.g_00587
OG0000692	Praq.g_01449	Prah.g_00575
OG0000693	Praq.g_01450	Prah.g_00574
OG0000694	Praq.g_01451	Prah.g_00572
OG0000695	Praq.g_01452	Prah.g_00568
OG0000696	Praq.g_01454	Prah.g_00566
OG0000697	Praq.g_01456	Prah.g_00564
OG0000698	Praq.g_01458	Prah.g_00743
OG0000699	Praq.g_01459	Prah.g_00866
OG0000700	Praq.g_01473	Prah.g_00850
OG0000701	Praq.g_01478	Prah.g_00192
OG0000702	Praq.g_01481	Prah.g_00558
OG0000703	Praq.g_01482	Prah.g_00740
OG0000704	Praq.g_01483	Prah.g_01212
OG0000705	Praq.g_01484	Prah.g_00739
OG0000706	Praq.g_01485	Prah.g_00738
OG0000707	Praq.g_01487	Prah.g_00736
OG0000708	Praq.g_01488	Prah.g_00735
OG0000709	Praq.g_01490	Prah.g_00733
OG0000710	Praq.g_01491	Prah.g_00732
OG0000711	Praq.g_01492	Prah.g_00731
OG0000712	Praq.g_01493	Prah.g_00730
OG0000713	Praq.g_01494	Prah.g_00729
OG0000714	Praq.g_01496	Prah.g_00726
OG0000715	Praq.g_01497	Prah.g_00724
OG0000716	Praq.g_01499	Prah.g_00721
OG0000717	Praq.g_01500	Prah.g_00718
OG0000718	Praq.g_01501	Prah.g_00715
OG0000719	Praq.g_01503	Prah.g_00702
OG0000720	Praq.g_01504	Prah.g_00701
OG0000721	Praq.g_01506	Prah.g_00699
OG0000722	Praq.g_01507	Prah.g_00698
OG0000723	Praq.g_01508	Prah.g_00697
OG0000724	Praq.g_01510	Prah.g_00683
OG0000725	Praq.g_01511	Prah.g_00684
OG0000726	Praq.g_01512	Prah.g_00685
OG0000727	Praq.g_01513	Prah.g_00686
OG0000728	Praq.g_01514	Prah.g_00687
OG0000729	Praq.g_01515	Prah.g_00689
OG0000730	Praq.g_01516	Prah.g_00692
OG0000731	Praq.g_01517	Prah.g_00681
OG0000732	Praq.g_01518	Prah.g_00680
OG0000733	Praq.g_01519	Prah.g_00679
OG0000734	Praq.g_01520	Prah.g_00678
OG0000735	Praq.g_01522	Prah.g_00677
OG0000736	Praq.g_01523	Prah.g_00675
OG0000737	Praq.g_01524	Prah.g_00674
OG0000738	Praq.g_01525	Prah.g_00761
OG0000739	Praq.g_01526	Prah.g_00762
OG0000740	Praq.g_01527	Prah.g_00763
OG0000741	Praq.g_01528	Prah.g_00765
OG0000742	Praq.g_01530	Prah.g_00767
OG0000743	Praq.g_01531	Prah.g_00768
OG0000744	Praq.g_01532	Prah.g_00770
OG0000745	Praq.g_01533	Prah.g_00771
OG0000746	Praq.g_01534	Prah.g_00772
OG0000747	Praq.g_01535	Prah.g_01178
OG0000748	Praq.g_01536	Prah.g_00780
OG0000749	Praq.g_01537	Prah.g_00781
OG0000750	Praq.g_01538	Prah.g_00783
OG0000751	Praq.g_01539	Prah.g_00784
OG0000752	Praq.g_01540	Prah.g_02517
OG0000753	Praq.g_01542	Prah.g_00789
OG0000754	Praq.g_01543	Prah.g_00790
OG0000755	Praq.g_01544	Prah.g_00791
OG0000756	Praq.g_01545	Prah.g_00793
OG0000757	Praq.g_01546	Prah.g_00794
OG0000758	Praq.g_01547	Prah.g_00795
OG0000759	Praq.g_01549	Prah.g_00800
OG0000760	Praq.g_01550	Prah.g_00801
OG0000761	Praq.g_01551	Prah.g_00803
OG0000762	Praq.g_01553	Prah.g_00806
OG0000763	Praq.g_01554	Prah.g_00808
OG0000764	Praq.g_01555	Prah.g_00810
OG0000765	Praq.g_01556	Prah.g_00811
OG0000766	Praq.g_01557	Prah.g_00812
OG0000767	Praq.g_01559	Prah.g_00814
OG0000768	Praq.g_01560	Prah.g_00815
OG0000769	Praq.g_01561	Prah.g_00816
OG0000770	Praq.g_01562	Prah.g_00817
OG0000771	Praq.g_01563	Prah.g_00818
OG0000772	Praq.g_01564	Prah.g_01131
OG0000773	Praq.g_01565	Prah.g_00821
OG0000774	Praq.g_01566	Prah.g_00824
OG0000775	Praq.g_01567	Prah.g_00826
OG0000776	Praq.g_01568	Prah.g_00828
OG0000777	Praq.g_01570	Prah.g_00829
OG0000778	Praq.g_01571	Prah.g_00830
OG0000779	Praq.g_01572	Prah.g_00833
OG0000780	Praq.g_01574	Prah.g_00835
OG0000781	Praq.g_01576	Prah.g_00839
OG0000782	Praq.g_01577	Prah.g_00840
OG0000783	Praq.g_01588	Prah.g_00846
OG0000784	Praq.g_01590	Prah.g_00848
OG0000785	Praq.g_01591	Prah.g_00849
OG0000786	Praq.g_01592	Prah.g_00851
OG0000787	Praq.g_01593	Prah.g_00852
OG0000788	Praq.g_01597	Prah.g_00858
OG0000789	Praq.g_01599	Prah.g_00861
OG0000790	Praq.g_01600	Prah.g_02518
OG0000791	Praq.g_01601	Prah.g_00862
OG0000792	Praq.g_01602	Prah.g_00863
OG0000793	Praq.g_01603	Prah.g_00864
OG0000794	Praq.g_01605	Prah.g_00867
OG0000795	Praq.g_01608	Prah.g_00903
OG0000796	Praq.g_01609	Prah.g_00904
OG0000797	Praq.g_01611	Prah.g_00907
OG0000798	Praq.g_01612	Prah.g_00908
OG0000799	Praq.g_01613	Prah.g_00909
OG0000800	Praq.g_01614	Prah.g_00910
OG0000801	Praq.g_01617	Prah.g_00913
OG0000802	Praq.g_01618	Prah.g_00914
OG0000803	Praq.g_01620	Prah.g_00919
OG0000804	Praq.g_01621	Prah.g_00920
OG0000805	Praq.g_01622	Prah.g_00921
OG0000806	Praq.g_01624	Prah.g_00922
OG0000807	Praq.g_01649	Prah.g_00893
OG0000808	Praq.g_01658	Prah.g_00539
OG0000809	Praq.g_01661	Prah.g_01601
OG0000810	Praq.g_01662	Prah.g_01176
OG0000811	Praq.g_01669	Prah.g_00133
OG0000812	Praq.g_01273	Prah.g_01942
OG0000813	Praq.g_01276	Prah.g_01932
OG0000814	Praq.g_01278	Prah.g_00383
OG0000815	Praq.g_01287	Prah.g_00521
OG0000816	Praq.g_01301	Prah.g_02532
OG0000817	Praq.g_01302	Prah.g_02525
OG0000818	Praq.g_01307	Prah.g_01803
OG0000819	Praq.g_01314	Prah.g_00378
OG0000820	Praq.g_01318	Prah.g_01905
OG0000821	Praq.g_01320	Prah.g_01340
OG0000822	Praq.g_01321	Prah.g_01339
OG0000823	Praq.g_01322	Prah.g_01338
OG0000824	Praq.g_01323	Prah.g_01337
OG0000825	Praq.g_01324	Prah.g_01336
OG0000826	Praq.g_01325	Prah.g_01335
OG0000827	Praq.g_01326	Prah.g_01331
OG0000828	Praq.g_01327	Prah.g_01329
OG0000829	Praq.g_01328	Prah.g_01328
OG0000830	Praq.g_01329	Prah.g_01325
OG0000831	Praq.g_01332	Prah.g_01323
OG0000832	Praq.g_01334	Prah.g_01321
OG0000833	Praq.g_01335	Prah.g_01320
OG0000834	Praq.g_01336	Prah.g_01318
OG0000835	Praq.g_01337	Prah.g_01317
OG0000836	Praq.g_01338	Prah.g_01316
OG0000837	Praq.g_01340	Prah.g_01307
OG0000838	Praq.g_01341	Prah.g_01305
OG0000839	Praq.g_01342	Prah.g_01304
OG0000840	Praq.g_01343	Prah.g_01303
OG0000841	Praq.g_01344	Prah.g_01302
OG0000842	Praq.g_01345	Prah.g_01298
OG0000843	Praq.g_01346	Prah.g_01297
OG0000844	Praq.g_01347	Prah.g_01296
OG0000845	Praq.g_01348	Prah.g_01295
OG0000846	Praq.g_01351	Prah.g_01292
OG0000847	Praq.g_01353	Prah.g_01291
OG0000848	Praq.g_01354	Prah.g_01262
OG0000849	Praq.g_01355	Prah.g_01259
OG0000850	Praq.g_01356	Prah.g_01258
OG0000851	Praq.g_01357	Prah.g_01255
OG0000852	Praq.g_01359	Prah.g_01253
OG0000853	Praq.g_01360	Prah.g_01251
OG0000854	Praq.g_01362	Prah.g_01249
OG0000855	Praq.g_01363	Prah.g_01248
OG0000856	Praq.g_01364	Prah.g_01247
OG0000857	Praq.g_01365	Prah.g_01246
OG0000858	Praq.g_01366	Prah.g_01245
OG0000859	Praq.g_01367	Prah.g_01244
OG0000860	Praq.g_01368	Prah.g_01243
OG0000861	Praq.g_01369	Prah.g_01263
OG0000862	Praq.g_01370	Prah.g_01264
OG0000863	Praq.g_01371	Prah.g_01265
OG0000864	Praq.g_01372	Prah.g_01266
OG0000865	Praq.g_01373	Prah.g_01268
OG0000866	Praq.g_01374	Prah.g_01272
OG0000867	Praq.g_01375	Prah.g_01273
OG0000868	Praq.g_01376	Prah.g_01275
OG0000869	Praq.g_01378	Prah.g_01278
OG0000870	Praq.g_01379	Prah.g_01279
OG0000871	Praq.g_01381	Prah.g_01282
OG0000872	Praq.g_01382	Prah.g_01283
OG0000873	Praq.g_01384	Prah.g_01285
OG0000874	Praq.g_01385	Prah.g_01286
OG0000875	Praq.g_01386	Prah.g_01289
OG0000876	Praq.g_01387	Prah.g_01290
OG0000877	Praq.g_01389	Prah.g_01239
OG0000878	Praq.g_00112	Prah.g_01610
OG0000879	Praq.g_00122	Prah.g_01349
OG0000880	Praq.g_00123	Prah.g_01350
OG0000881	Praq.g_00124	Prah.g_01351
OG0000882	Praq.g_00125	Prah.g_01353
OG0000883	Praq.g_00126	Prah.g_01355
OG0000884	Praq.g_00128	Prah.g_01357
OG0000885	Praq.g_00129	Prah.g_01358
OG0000886	Praq.g_00130	Prah.g_01359
OG0000887	Praq.g_00131	Prah.g_01360
OG0000888	Praq.g_00132	Prah.g_01361
OG0000889	Praq.g_00135	Prah.g_01365
OG0000890	Praq.g_00136	Prah.g_01368
OG0000891	Praq.g_00137	Prah.g_01369
OG0000892	Praq.g_00139	Prah.g_01372
OG0000893	Praq.g_00140	Prah.g_01373
OG0000894	Praq.g_00141	Prah.g_01374
OG0000895	Praq.g_00142	Prah.g_01375
OG0000896	Praq.g_00143	Prah.g_01376
OG0000897	Praq.g_00144	Prah.g_01377
OG0000898	Praq.g_00146	Prah.g_01380
OG0000899	Praq.g_00147	Prah.g_01381
OG0000900	Praq.g_00157	Prah.g_00327
OG0000901	Praq.g_00161	Prah.g_00323
OG0000902	Praq.g_00162	Prah.g_00224
OG0000903	Praq.g_00163	Prah.g_00571
OG0000904	Praq.g_00165	Prah.g_01183
OG0000905	Praq.g_00167	Prah.g_00918
OG0000906	Praq.g_00169	Prah.g_00895
OG0000907	Praq.g_00170	Prah.g_00560
OG0000908	Praq.g_00173	Prah.g_01663
OG0000909	Praq.g_00179	Prah.g_01577
OG0000910	Praq.g_00180	Prah.g_01578
OG0000911	Praq.g_00181	Prah.g_01579
OG0000912	Praq.g_00182	Prah.g_01580
OG0000913	Praq.g_00183	Prah.g_01581
OG0000914	Praq.g_00184	Prah.g_01582
OG0000915	Praq.g_00185	Prah.g_01583
OG0000916	Praq.g_00186	Prah.g_01584
OG0000917	Praq.g_00187	Prah.g_01586
OG0000918	Praq.g_00188	Prah.g_01587
OG0000919	Praq.g_00189	Prah.g_01588
OG0000920	Praq.g_00190	Prah.g_01589
OG0000921	Praq.g_00191	Prah.g_01590
OG0000922	Praq.g_00192	Prah.g_01591
OG0000923	Praq.g_00193	Prah.g_01592
OG0000924	Praq.g_00194	Prah.g_01593
OG0000925	Praq.g_00195	Prah.g_01594
OG0000926	Praq.g_00258	Prah.g_02242
OG0000927	Praq.g_00276	Prah.g_00435
OG0000928	Praq.g_00277	Prah.g_00434
OG0000929	Praq.g_00278	Prah.g_00433
OG0000930	Praq.g_00279	Prah.g_00428
OG0000931	Praq.g_00280	Prah.g_00427
OG0000932	Praq.g_00282	Prah.g_00423
OG0000933	Praq.g_00283	Prah.g_00421
OG0000934	Praq.g_00284	Prah.g_00420
OG0000935	Praq.g_00285	Prah.g_00419
OG0000936	Praq.g_00286	Prah.g_00418
OG0000937	Praq.g_00287	Prah.g_00417
OG0000938	Praq.g_00288	Prah.g_00415
OG0000939	Praq.g_00289	Prah.g_00414
OG0000940	Praq.g_00290	Prah.g_00412
OG0000941	Praq.g_00292	Prah.g_00410
OG0000942	Praq.g_00293	Prah.g_00409
OG0000943	Praq.g_00296	Prah.g_00406
OG0000944	Praq.g_00297	Prah.g_00403
OG0000945	Praq.g_00298	Prah.g_00402
OG0000946	Praq.g_00299	Prah.g_00401
OG0000947	Praq.g_00300	Prah.g_00400
OG0000948	Praq.g_00301	Prah.g_00399
OG0000949	Praq.g_00302	Prah.g_00398
OG0000950	Praq.g_00303	Prah.g_00397
OG0000951	Praq.g_00304	Prah.g_00396
OG0000952	Praq.g_00305	Prah.g_00395
OG0000953	Praq.g_00306	Prah.g_00394
OG0000954	Praq.g_00307	Prah.g_00391
OG0000955	Praq.g_00308	Prah.g_00390
OG0000956	Praq.g_00309	Prah.g_00389
OG0000957	Praq.g_00310	Prah.g_00388
OG0000958	Praq.g_00311	Prah.g_00386
OG0000959	Praq.g_00312	Prah.g_00385
OG0000960	Praq.g_00313	Prah.g_00384
OG0000961	Praq.g_00317	Prah.g_00379
OG0000962	Praq.g_00318	Prah.g_00376
OG0000963	Praq.g_00319	Prah.g_00374
OG0000964	Praq.g_00321	Prah.g_00371
OG0000965	Praq.g_00322	Prah.g_00370
OG0000966	Praq.g_00323	Prah.g_00369
OG0000967	Praq.g_00324	Prah.g_00368
OG0000968	Praq.g_00325	Prah.g_00367
OG0000969	Praq.g_00326	Prah.g_00366
OG0000970	Praq.g_00327	Prah.g_00365
OG0000971	Praq.g_00328	Prah.g_00364
OG0000972	Praq.g_00329	Prah.g_00363
OG0000973	Praq.g_00330	Prah.g_00362
OG0000974	Praq.g_00332	Prah.g_00360
OG0000975	Praq.g_00335	Prah.g_01217
OG0000976	Praq.g_00337	Prah.g_01605
OG0000977	Praq.g_00338	Prah.g_01615
OG0000978	Praq.g_00339	Prah.g_01617
OG0000979	Praq.g_00341	Prah.g_01619
OG0000980	Praq.g_00342	Prah.g_01620
OG0000981	Praq.g_00343	Prah.g_00538
OG0000982	Praq.g_00344	Prah.g_01621
OG0000983	Praq.g_00346	Prah.g_01623
OG0000984	Praq.g_00347	Prah.g_01624
OG0000985	Praq.g_00348	Prah.g_01625
OG0000986	Praq.g_00349	Prah.g_01627
OG0000987	Praq.g_00350	Prah.g_01628
OG0000988	Praq.g_00351	Prah.g_01631
OG0000989	Praq.g_00352	Prah.g_01632
OG0000990	Praq.g_00353	Prah.g_01633
OG0000991	Praq.g_00354	Prah.g_01634
OG0000992	Praq.g_00355	Prah.g_01635
OG0000993	Praq.g_00356	Prah.g_01636
OG0000994	Praq.g_00357	Prah.g_01637
OG0000995	Praq.g_00358	Prah.g_01639
OG0000996	Praq.g_00359	Prah.g_01640
OG0000997	Praq.g_00360	Prah.g_01641
OG0000998	Praq.g_00361	Prah.g_01642
OG0000999	Praq.g_00362	Prah.g_01643
OG0001000	Praq.g_00363	Prah.g_01644
OG0001001	Praq.g_00365	Prah.g_01645
OG0001002	Praq.g_00366	Prah.g_01648
OG0001003	Praq.g_00367	Prah.g_01649
OG0001004	Praq.g_00368	Prah.g_01791
OG0001005	Praq.g_00369	Prah.g_01651
OG0001006	Praq.g_00370	Prah.g_01652
OG0001007	Praq.g_00371	Prah.g_01653
OG0001008	Praq.g_00373	Prah.g_01655
OG0001009	Praq.g_00374	Prah.g_01656
OG0001010	Praq.g_00382	Prah.g_00541
OG0001011	Praq.g_00001	Prah.g_00515
OG0001012	Praq.g_00030	Prah.g_00651
OG0001013	Praq.g_01953	Prah.g_01667
OG0001014	Praq.g_01952	Prah.g_01668
OG0001015	Praq.g_00496	Prah.g_01677
OG0001016	Praq.g_00495	Prah.g_01678
OG0001017	Praq.g_00494	Prah.g_01679
OG0001018	Praq.g_00493	Prah.g_01681
OG0001019	Praq.g_00491	Prah.g_01685
OG0001020	Praq.g_00490	Prah.g_01687
OG0001021	Praq.g_00489	Prah.g_01688
OG0001022	Praq.g_00488	Prah.g_01689
OG0001023	Praq.g_00487	Prah.g_01690
OG0001024	Praq.g_00486	Prah.g_01692
OG0001025	Praq.g_00485	Prah.g_01693
OG0001026	Praq.g_00483	Prah.g_01694
OG0001027	Praq.g_00482	Prah.g_01695
OG0001028	Praq.g_00481	Prah.g_01696
OG0001029	Praq.g_00480	Prah.g_01697
OG0001030	Praq.g_00479	Prah.g_01698
OG0001031	Praq.g_00478	Prah.g_01699
OG0001032	Praq.g_00477	Prah.g_01700
OG0001033	Praq.g_00476	Prah.g_01701
OG0001034	Praq.g_00475	Prah.g_01703
OG0001035	Praq.g_00473	Prah.g_01705
OG0001036	Praq.g_00472	Prah.g_01707
OG0001037	Praq.g_00471	Prah.g_01709
OG0001038	Praq.g_00470	Prah.g_01710
OG0001039	Praq.g_00469	Prah.g_01711
OG0001040	Praq.g_00468	Prah.g_01713
OG0001041	Praq.g_00467	Prah.g_01714
OG0001042	Praq.g_00466	Prah.g_01716
OG0001043	Praq.g_00465	Prah.g_01717
OG0001044	Praq.g_00464	Prah.g_01718
OG0001045	Praq.g_00463	Prah.g_01719
OG0001046	Praq.g_00462	Prah.g_01720
OG0001047	Praq.g_00459	Prah.g_01727
OG0001048	Praq.g_00457	Prah.g_01729
OG0001049	Praq.g_00456	Prah.g_01730
OG0001050	Praq.g_00455	Prah.g_01731
OG0001051	Praq.g_00454	Prah.g_01732
OG0001052	Praq.g_00453	Prah.g_01733
OG0001053	Praq.g_00452	Prah.g_01736
OG0001054	Praq.g_00450	Prah.g_01738
OG0001055	Praq.g_00449	Prah.g_01739
OG0001056	Praq.g_00448	Prah.g_01740
OG0001057	Praq.g_00447	Prah.g_01741
OG0001058	Praq.g_00446	Prah.g_01742
OG0001059	Praq.g_00445	Prah.g_01743
OG0001060	Praq.g_00444	Prah.g_01744
OG0001061	Praq.g_00443	Prah.g_01745
OG0001062	Praq.g_00442	Prah.g_01759
OG0001063	Praq.g_00441	Prah.g_01760
OG0001064	Praq.g_00956	Prah.g_01762
OG0001065	Praq.g_00951	Prah.g_02073
OG0001066	Praq.g_00950	Prah.g_02071
OG0001067	Praq.g_00949	Prah.g_02070
OG0001068	Praq.g_00947	Prah.g_02067
OG0001069	Praq.g_00946	Prah.g_02066
OG0001070	Praq.g_00945	Prah.g_02065
OG0001071	Praq.g_00944	Prah.g_02064
OG0001072	Praq.g_00943	Prah.g_02063
OG0001073	Praq.g_00942	Prah.g_02062
OG0001074	Praq.g_00941	Prah.g_02061
OG0001075	Praq.g_00940	Prah.g_02060
OG0001076	Praq.g_00939	Prah.g_02059
OG0001077	Praq.g_00938	Prah.g_02058
OG0001078	Praq.g_00937	Prah.g_02056
OG0001079	Praq.g_00936	Prah.g_02055
OG0001080	Praq.g_00935	Prah.g_02054
OG0001081	Praq.g_00932	Prah.g_02041
OG0001082	Praq.g_00931	Prah.g_02042
OG0001083	Praq.g_00930	Prah.g_02046
OG0001084	Praq.g_00928	Prah.g_02044
OG0001085	Praq.g_00927	Prah.g_02043
OG0001086	Praq.g_00926	Prah.g_02047
OG0001087	Praq.g_00925	Prah.g_02048
OG0001088	Praq.g_00924	Prah.g_02050
OG0001089	Praq.g_00921	Prah.g_02039
OG0001090	Praq.g_00919	Prah.g_02037
OG0001091	Praq.g_00918	Prah.g_02036
OG0001092	Praq.g_00917	Prah.g_02035
OG0001093	Praq.g_00916	Prah.g_02034
OG0001094	Praq.g_00915	Prah.g_02033
OG0001095	Praq.g_00914	Prah.g_02032
OG0001096	Praq.g_00913	Prah.g_02031
OG0001097	Praq.g_00912	Prah.g_02030
OG0001098	Praq.g_00911	Prah.g_02029
OG0001099	Praq.g_00910	Prah.g_02028
OG0001100	Praq.g_00909	Prah.g_02027
OG0001101	Praq.g_00908	Prah.g_02026
OG0001102	Praq.g_00907	Prah.g_02025
OG0001103	Praq.g_00906	Prah.g_02024
OG0001104	Praq.g_00905	Prah.g_02023
OG0001105	Praq.g_00904	Prah.g_02022
OG0001106	Praq.g_00903	Prah.g_02021
OG0001107	Praq.g_00902	Prah.g_02020
OG0001108	Praq.g_00901	Prah.g_02019
OG0001109	Praq.g_00900	Prah.g_02018
OG0001110	Praq.g_00899	Prah.g_02017
OG0001111	Praq.g_00898	Prah.g_02016
OG0001112	Praq.g_00897	Prah.g_02015
OG0001113	Praq.g_00896	Prah.g_02014
OG0001114	Praq.g_00895	Prah.g_02013
OG0001115	Praq.g_00894	Prah.g_02012
OG0001116	Praq.g_00893	Prah.g_02011
OG0001117	Praq.g_00892	Prah.g_02010
OG0001118	Praq.g_00891	Prah.g_02009
OG0001119	Praq.g_00890	Prah.g_02008
OG0001120	Praq.g_00889	Prah.g_02007
OG0001121	Praq.g_00887	Prah.g_02004
OG0001122	Praq.g_00886	Prah.g_02003
OG0001123	Praq.g_00885	Prah.g_02002
OG0001124	Praq.g_00883	Prah.g_02000
OG0001125	Praq.g_00881	Prah.g_01998
OG0001126	Praq.g_00880	Prah.g_01997
OG0001127	Praq.g_00878	Prah.g_01994
OG0001128	Praq.g_00877	Prah.g_01993
OG0001129	Praq.g_00876	Prah.g_01991
OG0001130	Praq.g_00874	Prah.g_01988
OG0001131	Praq.g_00873	Prah.g_01987
OG0001132	Praq.g_00872	Prah.g_01986
OG0001133	Praq.g_00871	Prah.g_01985
OG0001134	Praq.g_00870	Prah.g_01984
OG0001135	Praq.g_00869	Prah.g_01983
OG0001136	Praq.g_00868	Prah.g_01982
OG0001137	Praq.g_00867	Prah.g_01981
OG0001138	Praq.g_00866	Prah.g_01980
OG0001139	Praq.g_00865	Prah.g_01978
OG0001140	Praq.g_00864	Prah.g_01977
OG0001141	Praq.g_00863	Prah.g_01976
OG0001142	Praq.g_00727	Prah.g_01966
OG0001143	Praq.g_00728	Prah.g_01965
OG0001144	Praq.g_00729	Prah.g_01963
OG0001145	Praq.g_00730	Prah.g_01962
OG0001146	Praq.g_00731	Prah.g_01961
OG0001147	Praq.g_00732	Prah.g_01960
OG0001148	Praq.g_00733	Prah.g_01958
OG0001149	Praq.g_00735	Prah.g_02224
OG0001150	Praq.g_00736	Prah.g_02227
OG0001151	Praq.g_00738	Prah.g_02231
OG0001152	Praq.g_00739	Prah.g_02232
OG0001153	Praq.g_00740	Prah.g_02234
OG0001154	Praq.g_00742	Prah.g_02236
OG0001155	Praq.g_00744	Prah.g_02239
OG0001156	Praq.g_00746	Prah.g_02241
OG0001157	Praq.g_00747	Prah.g_02243
OG0001158	Praq.g_00749	Prah.g_02245
OG0001159	Praq.g_00750	Prah.g_02246
OG0001160	Praq.g_00751	Prah.g_02247
OG0001161	Praq.g_00752	Prah.g_00168
OG0001162	Praq.g_00753	Prah.g_00167
OG0001163	Praq.g_00754	Prah.g_00166
OG0001164	Praq.g_00755	Prah.g_00165
OG0001165	Praq.g_00756	Prah.g_00164
OG0001166	Praq.g_00757	Prah.g_00163
OG0001167	Praq.g_00758	Prah.g_00156
OG0001168	Praq.g_00759	Prah.g_00155
OG0001169	Praq.g_00760	Prah.g_00154
OG0001170	Praq.g_00761	Prah.g_00152
OG0001171	Praq.g_00762	Prah.g_00151
OG0001172	Praq.g_00764	Prah.g_00149
