Orthogroup	Praq	Prbf
OG0000560	Praq.g_00964	Prbf.g_00985
OG0000561	Praq.g_00963	Prbf.g_00986
OG0000562	Praq.g_00962	Prbf.g_00988
OG0000563	Praq.g_00961	Prbf.g_00989
OG0000564	Praq.g_00960	Prbf.g_00990
OG0000565	Praq.g_00959	Prbf.g_00991
OG0000566	Praq.g_00958	Prbf.g_00992
OG0000567	Praq.g_00957	Prbf.g_00993
OG0000568	Praq.g_00775	Prbf.g_00994
OG0000569	Praq.g_00776	Prbf.g_00995
OG0000570	Praq.g_00777	Prbf.g_00996
OG0000571	Praq.g_00778	Prbf.g_00997
OG0000572	Praq.g_00779	Prbf.g_00998
OG0000573	Praq.g_00782	Prbf.g_01001
OG0000574	Praq.g_00783	Prbf.g_01002
OG0000575	Praq.g_00784	Prbf.g_01003
OG0000576	Praq.g_00785	Prbf.g_01004
OG0000577	Praq.g_00786	Prbf.g_01005
OG0000578	Praq.g_00787	Prbf.g_01006
OG0000579	Praq.g_00788	Prbf.g_01007
OG0000580	Praq.g_00789	Prbf.g_01008
OG0000581	Praq.g_00790	Prbf.g_01009
OG0000582	Praq.g_00791	Prbf.g_01010
OG0000583	Praq.g_00792	Prbf.g_01011
OG0000584	Praq.g_00793	Prbf.g_01013
OG0000585	Praq.g_00794	Prbf.g_01014
OG0000586	Praq.g_00796	Prbf.g_01016
OG0000587	Praq.g_00797	Prbf.g_01017
OG0000588	Praq.g_00799	Prbf.g_01293
OG0000589	Praq.g_00800	Prbf.g_01292
OG0000590	Praq.g_00802	Prbf.g_01290
OG0000591	Praq.g_00808	Prbf.g_01284
OG0000592	Praq.g_00809	Prbf.g_01283
OG0000593	Praq.g_00810	Prbf.g_01282
OG0000594	Praq.g_00812	Prbf.g_01279
OG0000595	Praq.g_00813	Prbf.g_01278
OG0000596	Praq.g_00814	Prbf.g_01277
OG0000597	Praq.g_00816	Prbf.g_01275
OG0000598	Praq.g_00817	Prbf.g_01274
OG0000599	Praq.g_00818	Prbf.g_01273
OG0000600	Praq.g_00819	Prbf.g_01272
OG0000601	Praq.g_00821	Prbf.g_01269
OG0000602	Praq.g_00822	Prbf.g_01268
OG0000603	Praq.g_00823	Prbf.g_01267
OG0000604	Praq.g_00824	Prbf.g_01264
OG0000605	Praq.g_00825	Prbf.g_01263
OG0000606	Praq.g_00826	Prbf.g_01262
OG0000607	Praq.g_00828	Prbf.g_01260
OG0000608	Praq.g_00829	Prbf.g_01258
OG0000609	Praq.g_00833	Prbf.g_00404
OG0000610	Praq.g_00834	Prbf.g_01334
OG0000611	Praq.g_00584	Prbf.g_01252
OG0000612	Praq.g_00585	Prbf.g_01251
OG0000613	Praq.g_00586	Prbf.g_01030
OG0000614	Praq.g_00587	Prbf.g_01031
OG0000615	Praq.g_00589	Prbf.g_01033
OG0000616	Praq.g_00590	Prbf.g_01034
OG0000617	Praq.g_00591	Prbf.g_01035
OG0000618	Praq.g_00592	Prbf.g_01036
OG0000619	Praq.g_00593	Prbf.g_01037
OG0000620	Praq.g_00594	Prbf.g_01038
OG0000621	Praq.g_00595	Prbf.g_01039
OG0000622	Praq.g_00596	Prbf.g_01040
OG0000623	Praq.g_00597	Prbf.g_01041
OG0000624	Praq.g_00598	Prbf.g_01043
OG0000625	Praq.g_00599	Prbf.g_01044
OG0000626	Praq.g_00600	Prbf.g_01045
OG0000627	Praq.g_00601	Prbf.g_01046
OG0000628	Praq.g_00602	Prbf.g_01047
OG0000629	Praq.g_00603	Prbf.g_01048
OG0000630	Praq.g_00604	Prbf.g_01049
OG0000631	Praq.g_00606	Prbf.g_01051
OG0000632	Praq.g_00618	Prbf.g_01052
OG0000633	Praq.g_00622	Prbf.g_00280
OG0000634	Praq.g_00637	Prbf.g_00042
OG0000635	Praq.g_00638	Prbf.g_01929
OG0000636	Praq.g_00639	Prbf.g_01928
OG0000637	Praq.g_00640	Prbf.g_01927
OG0000638	Praq.g_00647	Prbf.g_01675
OG0000639	Praq.g_00656	Prbf.g_01150
OG0000640	Praq.g_00658	Prbf.g_01146
OG0000641	Praq.g_00661	Prbf.g_01144
OG0000642	Praq.g_00662	Prbf.g_01143
OG0000643	Praq.g_00663	Prbf.g_01142
OG0000644	Praq.g_00664	Prbf.g_01029
OG0000645	Praq.g_00665	Prbf.g_01250
OG0000646	Praq.g_00666	Prbf.g_01249
OG0000647	Praq.g_00667	Prbf.g_01248
OG0000648	Praq.g_00669	Prbf.g_01246
OG0000649	Praq.g_00670	Prbf.g_01245
OG0000650	Praq.g_00671	Prbf.g_01244
OG0000651	Praq.g_00672	Prbf.g_01243
OG0000652	Praq.g_00673	Prbf.g_01242
OG0000653	Praq.g_00674	Prbf.g_01241
OG0000654	Praq.g_00676	Prbf.g_01239
OG0000655	Praq.g_00678	Prbf.g_01237
OG0000656	Praq.g_01407	Prbf.g_01236
OG0000657	Praq.g_01408	Prbf.g_01235
OG0000658	Praq.g_01409	Prbf.g_01234
OG0000659	Praq.g_01410	Prbf.g_01233
OG0000660	Praq.g_01411	Prbf.g_01232
OG0000661	Praq.g_01412	Prbf.g_01231
OG0000662	Praq.g_01413	Prbf.g_01229
OG0000663	Praq.g_01414	Prbf.g_01228
OG0000664	Praq.g_01415	Prbf.g_01227
OG0000665	Praq.g_01416	Prbf.g_01226
OG0000666	Praq.g_01417	Prbf.g_01225
OG0000667	Praq.g_01418	Prbf.g_01224
OG0000668	Praq.g_01419	Prbf.g_01223
OG0000669	Praq.g_01421	Prbf.g_01221
OG0000670	Praq.g_01422	Prbf.g_01220
OG0000671	Praq.g_01423	Prbf.g_01219
OG0000672	Praq.g_01424	Prbf.g_01218
OG0000673	Praq.g_01425	Prbf.g_01217
OG0000674	Praq.g_01426	Prbf.g_01216
OG0000675	Praq.g_01428	Prbf.g_01214
OG0000676	Praq.g_01429	Prbf.g_01213
OG0000677	Praq.g_01431	Prbf.g_01210
OG0000678	Praq.g_01433	Prbf.g_01208
OG0000679	Praq.g_01434	Prbf.g_01206
OG0000680	Praq.g_01435	Prbf.g_01205
OG0000681	Praq.g_01436	Prbf.g_01204
OG0000682	Praq.g_01437	Prbf.g_01203
OG0000683	Praq.g_01439	Prbf.g_01201
OG0000684	Praq.g_01440	Prbf.g_01200
OG0000685	Praq.g_01441	Prbf.g_01199
OG0000686	Praq.g_01442	Prbf.g_01198
OG0000687	Praq.g_01443	Prbf.g_01197
OG0000688	Praq.g_01444	Prbf.g_01196
OG0000689	Praq.g_01445	Prbf.g_01195
OG0000690	Praq.g_01446	Prbf.g_01194
OG0000691	Praq.g_01447	Prbf.g_01193
OG0000692	Praq.g_01449	Prbf.g_01189
OG0000693	Praq.g_01450	Prbf.g_01188
OG0000694	Praq.g_01451	Prbf.g_01187
OG0000695	Praq.g_01452	Prbf.g_01186
OG0000696	Praq.g_01454	Prbf.g_01185
OG0000697	Praq.g_01456	Prbf.g_01183
OG0000698	Praq.g_01458	Prbf.g_01179
OG0000699	Praq.g_01459	Prbf.g_01178
OG0000700	Praq.g_01473	Prbf.g_00838
OG0000701	Praq.g_01478	Prbf.g_00833
OG0000702	Praq.g_01481	Prbf.g_01331
OG0000703	Praq.g_01482	Prbf.g_01329
OG0000704	Praq.g_01483	Prbf.g_01328
OG0000705	Praq.g_01484	Prbf.g_01326
OG0000706	Praq.g_01485	Prbf.g_01325
OG0000707	Praq.g_01487	Prbf.g_01323
OG0000708	Praq.g_01488	Prbf.g_01322
OG0000709	Praq.g_01490	Prbf.g_01320
OG0000710	Praq.g_01491	Prbf.g_01319
OG0000711	Praq.g_01492	Prbf.g_01318
OG0000712	Praq.g_01493	Prbf.g_01317
OG0000713	Praq.g_01494	Prbf.g_01316
OG0000714	Praq.g_01496	Prbf.g_01314
OG0000715	Praq.g_01497	Prbf.g_01313
OG0000716	Praq.g_01499	Prbf.g_01311
OG0000717	Praq.g_01500	Prbf.g_01310
OG0000718	Praq.g_01501	Prbf.g_01309
OG0000719	Praq.g_01503	Prbf.g_01307
OG0000720	Praq.g_01504	Prbf.g_01306
OG0000721	Praq.g_01506	Prbf.g_01303
OG0000722	Praq.g_01507	Prbf.g_01302
OG0000723	Praq.g_01508	Prbf.g_01301
OG0000724	Praq.g_01510	Prbf.g_01299
OG0000725	Praq.g_01511	Prbf.g_01298
OG0000726	Praq.g_01512	Prbf.g_01297
OG0000727	Praq.g_01513	Prbf.g_01296
OG0000728	Praq.g_01514	Prbf.g_01295
OG0000729	Praq.g_01515	Prbf.g_01294
OG0000730	Praq.g_01516	Prbf.g_01019
OG0000731	Praq.g_01517	Prbf.g_01021
OG0000732	Praq.g_01518	Prbf.g_01022
OG0000733	Praq.g_01519	Prbf.g_01023
OG0000734	Praq.g_01520	Prbf.g_01024
OG0000735	Praq.g_01522	Prbf.g_01026
OG0000736	Praq.g_01523	Prbf.g_01027
OG0000737	Praq.g_01524	Prbf.g_01028
OG0000738	Praq.g_01525	Prbf.g_01141
OG0000739	Praq.g_01526	Prbf.g_01140
OG0000740	Praq.g_01527	Prbf.g_01139
OG0000741	Praq.g_01528	Prbf.g_01138
OG0000742	Praq.g_01530	Prbf.g_01136
OG0000743	Praq.g_01531	Prbf.g_01135
OG0000744	Praq.g_01532	Prbf.g_01134
OG0000745	Praq.g_01533	Prbf.g_01133
OG0000746	Praq.g_01534	Prbf.g_01132
OG0000747	Praq.g_01535	Prbf.g_01131
OG0000748	Praq.g_01536	Prbf.g_01130
OG0000749	Praq.g_01537	Prbf.g_01129
OG0000750	Praq.g_01538	Prbf.g_01127
OG0000751	Praq.g_01539	Prbf.g_01126
OG0000752	Praq.g_01540	Prbf.g_01067
OG0000753	Praq.g_01542	Prbf.g_01124
OG0000754	Praq.g_01543	Prbf.g_01123
OG0000755	Praq.g_01544	Prbf.g_01122
OG0000756	Praq.g_01545	Prbf.g_01120
OG0000757	Praq.g_01546	Prbf.g_01119
OG0000758	Praq.g_01547	Prbf.g_01118
OG0000759	Praq.g_01549	Prbf.g_01116
OG0000760	Praq.g_01550	Prbf.g_01115
OG0000761	Praq.g_01551	Prbf.g_01114
OG0000762	Praq.g_01553	Prbf.g_01112
OG0000763	Praq.g_01554	Prbf.g_01111
OG0000764	Praq.g_01555	Prbf.g_01110
OG0000765	Praq.g_01556	Prbf.g_01109
OG0000766	Praq.g_01557	Prbf.g_01108
OG0000767	Praq.g_01559	Prbf.g_01106
OG0000768	Praq.g_01560	Prbf.g_01105
OG0000769	Praq.g_01561	Prbf.g_01104
OG0000770	Praq.g_01562	Prbf.g_01103
OG0000771	Praq.g_01563	Prbf.g_01102
OG0000772	Praq.g_01564	Prbf.g_00065
OG0000773	Praq.g_01565	Prbf.g_01100
OG0000774	Praq.g_01566	Prbf.g_01099
OG0000775	Praq.g_01567	Prbf.g_01098
OG0000776	Praq.g_01568	Prbf.g_01095
OG0000777	Praq.g_01570	Prbf.g_01094
OG0000778	Praq.g_01571	Prbf.g_01093
OG0000779	Praq.g_01572	Prbf.g_01092
OG0000780	Praq.g_01574	Prbf.g_01090
OG0000781	Praq.g_01576	Prbf.g_01088
OG0000782	Praq.g_01577	Prbf.g_01087
OG0000783	Praq.g_01588	Prbf.g_01083
OG0000784	Praq.g_01590	Prbf.g_01081
OG0000785	Praq.g_01591	Prbf.g_01080
OG0000786	Praq.g_01592	Prbf.g_01079
OG0000787	Praq.g_01593	Prbf.g_01078
OG0000788	Praq.g_01597	Prbf.g_01072
OG0000789	Praq.g_01599	Prbf.g_01069
OG0000790	Praq.g_01600	Prbf.g_01068
OG0000791	Praq.g_01601	Prbf.g_01065
OG0000792	Praq.g_01602	Prbf.g_01064
OG0000793	Praq.g_01603	Prbf.g_01063
OG0000794	Praq.g_01605	Prbf.g_01060
OG0000795	Praq.g_01608	Prbf.g_01159
OG0000796	Praq.g_01609	Prbf.g_01160
OG0000797	Praq.g_01611	Prbf.g_01162
OG0000798	Praq.g_01612	Prbf.g_01163
OG0000799	Praq.g_01613	Prbf.g_01164
OG0000800	Praq.g_01614	Prbf.g_01165
OG0000801	Praq.g_01617	Prbf.g_01168
OG0000802	Praq.g_01618	Prbf.g_01169
OG0000803	Praq.g_01620	Prbf.g_01171
OG0000804	Praq.g_01621	Prbf.g_01172
OG0000805	Praq.g_01622	Prbf.g_01173
OG0000806	Praq.g_01624	Prbf.g_01175
OG0000807	Praq.g_01649	Prbf.g_01705
OG0000808	Praq.g_01658	Prbf.g_00296
OG0000809	Praq.g_01661	Prbf.g_00870
OG0000810	Praq.g_01662	Prbf.g_01924
OG0000811	Praq.g_01669	Prbf.g_00048
OG0000812	Praq.g_01273	Prbf.g_00876
OG0000813	Praq.g_01276	Prbf.g_01684
OG0000814	Praq.g_01278	Prbf.g_00062
OG0000815	Praq.g_01287	Prbf.g_00094
OG0000816	Praq.g_01301	Prbf.g_00787
OG0000817	Praq.g_01302	Prbf.g_00786
OG0000818	Praq.g_01307	Prbf.g_00285
OG0000819	Praq.g_01314	Prbf.g_00896
OG0000820	Praq.g_01318	Prbf.g_00902
OG0000821	Praq.g_01320	Prbf.g_00904
OG0000822	Praq.g_01321	Prbf.g_00905
OG0000823	Praq.g_01322	Prbf.g_00906
OG0000824	Praq.g_01323	Prbf.g_00907
OG0000825	Praq.g_01324	Prbf.g_00908
OG0000826	Praq.g_01325	Prbf.g_00909
OG0000827	Praq.g_01326	Prbf.g_00910
OG0000828	Praq.g_01327	Prbf.g_00911
OG0000829	Praq.g_01328	Prbf.g_00912
OG0000830	Praq.g_01329	Prbf.g_00914
OG0000831	Praq.g_01332	Prbf.g_00917
OG0000832	Praq.g_01334	Prbf.g_00919
OG0000833	Praq.g_01335	Prbf.g_00920
OG0000834	Praq.g_01336	Prbf.g_00921
OG0000835	Praq.g_01337	Prbf.g_00922
OG0000836	Praq.g_01338	Prbf.g_00923
OG0000837	Praq.g_01340	Prbf.g_00926
OG0000838	Praq.g_01341	Prbf.g_00927
OG0000839	Praq.g_01342	Prbf.g_00928
OG0000840	Praq.g_01343	Prbf.g_00929
OG0000841	Praq.g_01344	Prbf.g_00930
OG0000842	Praq.g_01345	Prbf.g_00932
OG0000843	Praq.g_01346	Prbf.g_00933
OG0000844	Praq.g_01347	Prbf.g_00934
OG0000845	Praq.g_01348	Prbf.g_00935
OG0000846	Praq.g_01351	Prbf.g_00937
OG0000847	Praq.g_01353	Prbf.g_00939
OG0000848	Praq.g_01354	Prbf.g_00940
OG0000849	Praq.g_01355	Prbf.g_00943
OG0000850	Praq.g_01356	Prbf.g_00944
OG0000851	Praq.g_01357	Prbf.g_00946
OG0000852	Praq.g_01359	Prbf.g_00948
OG0000853	Praq.g_01360	Prbf.g_00950
OG0000854	Praq.g_01362	Prbf.g_00952
OG0000855	Praq.g_01363	Prbf.g_00953
OG0000856	Praq.g_01364	Prbf.g_00954
OG0000857	Praq.g_01365	Prbf.g_00955
OG0000858	Praq.g_01366	Prbf.g_00956
OG0000859	Praq.g_01367	Prbf.g_00957
OG0000860	Praq.g_01368	Prbf.g_00958
OG0000861	Praq.g_01369	Prbf.g_00959
OG0000862	Praq.g_01370	Prbf.g_00960
OG0000863	Praq.g_01371	Prbf.g_00961
OG0000864	Praq.g_01372	Prbf.g_00962
OG0000865	Praq.g_01373	Prbf.g_00963
OG0000866	Praq.g_01374	Prbf.g_00964
OG0000867	Praq.g_01375	Prbf.g_00965
OG0000868	Praq.g_01376	Prbf.g_00966
OG0000869	Praq.g_01378	Prbf.g_00968
OG0000870	Praq.g_01379	Prbf.g_00969
OG0000871	Praq.g_01381	Prbf.g_00970
OG0000872	Praq.g_01382	Prbf.g_00971
OG0000873	Praq.g_01384	Prbf.g_00973
OG0000874	Praq.g_01385	Prbf.g_00974
OG0000875	Praq.g_01386	Prbf.g_00975
OG0000876	Praq.g_01387	Prbf.g_00976
OG0000877	Praq.g_01389	Prbf.g_01914
OG0000878	Praq.g_00112	Prbf.g_00767
OG0000879	Praq.g_00122	Prbf.g_00037
OG0000880	Praq.g_00123	Prbf.g_00036
OG0000881	Praq.g_00124	Prbf.g_00035
OG0000882	Praq.g_00125	Prbf.g_00034
OG0000883	Praq.g_00126	Prbf.g_00033
OG0000884	Praq.g_00128	Prbf.g_00031
OG0000885	Praq.g_00129	Prbf.g_00030
OG0000886	Praq.g_00130	Prbf.g_00029
OG0000887	Praq.g_00131	Prbf.g_00028
OG0000888	Praq.g_00132	Prbf.g_00027
OG0000889	Praq.g_00135	Prbf.g_00024
OG0000890	Praq.g_00136	Prbf.g_00023
OG0000891	Praq.g_00137	Prbf.g_00022
OG0000892	Praq.g_00139	Prbf.g_00019
OG0000893	Praq.g_00140	Prbf.g_00018
OG0000894	Praq.g_00141	Prbf.g_00017
OG0000895	Praq.g_00142	Prbf.g_00016
OG0000896	Praq.g_00143	Prbf.g_00015
OG0000897	Praq.g_00144	Prbf.g_00014
OG0000898	Praq.g_00146	Prbf.g_00011
OG0000899	Praq.g_00147	Prbf.g_00010
OG0000900	Praq.g_00157	Prbf.g_00071
OG0000901	Praq.g_00161	Prbf.g_00002
OG0000902	Praq.g_00162	Prbf.g_01782
OG0000903	Praq.g_00163	Prbf.g_00853, Prbf.g_00066
OG0000904	Praq.g_00165	Prbf.g_00256
OG0000905	Praq.g_00167	Prbf.g_00875
OG0000906	Praq.g_00169	Prbf.g_00893
OG0000907	Praq.g_00170	Prbf.g_01181
OG0000908	Praq.g_00173	Prbf.g_00856
OG0000909	Praq.g_00179	Prbf.g_00097
OG0000910	Praq.g_00180	Prbf.g_00098
OG0000911	Praq.g_00181	Prbf.g_00099
OG0000912	Praq.g_00182	Prbf.g_00100
OG0000913	Praq.g_00183	Prbf.g_00101
OG0000914	Praq.g_00184	Prbf.g_00102
OG0000915	Praq.g_00185	Prbf.g_00103
OG0000916	Praq.g_00186	Prbf.g_00104
OG0000917	Praq.g_00187	Prbf.g_00105
OG0000918	Praq.g_00188	Prbf.g_00106
OG0000919	Praq.g_00189	Prbf.g_00107
OG0000920	Praq.g_00190	Prbf.g_00108
OG0000921	Praq.g_00191	Prbf.g_00109
OG0000922	Praq.g_00192	Prbf.g_00110
OG0000923	Praq.g_00193	Prbf.g_00111
OG0000924	Praq.g_00194	Prbf.g_00112
OG0000925	Praq.g_00195	Prbf.g_00113
OG0000926	Praq.g_00258	Prbf.g_00514
OG0000927	Praq.g_00276	Prbf.g_00140
OG0000928	Praq.g_00277	Prbf.g_00141
OG0000929	Praq.g_00278	Prbf.g_00142
OG0000930	Praq.g_00279	Prbf.g_00143
OG0000931	Praq.g_00280	Prbf.g_00144
OG0000932	Praq.g_00282	Prbf.g_00146
OG0000933	Praq.g_00283	Prbf.g_00147
OG0000934	Praq.g_00284	Prbf.g_00148
OG0000935	Praq.g_00285	Prbf.g_00149
OG0000936	Praq.g_00286	Prbf.g_00150
OG0000937	Praq.g_00287	Prbf.g_00151
OG0000938	Praq.g_00288	Prbf.g_00152
OG0000939	Praq.g_00289	Prbf.g_00153
OG0000940	Praq.g_00290	Prbf.g_00154
OG0000941	Praq.g_00292	Prbf.g_00155
OG0000942	Praq.g_00293	Prbf.g_00156
OG0000943	Praq.g_00296	Prbf.g_00159
OG0000944	Praq.g_00297	Prbf.g_00160
OG0000945	Praq.g_00298	Prbf.g_00161
OG0000946	Praq.g_00299	Prbf.g_00162
OG0000947	Praq.g_00300	Prbf.g_00163
OG0000948	Praq.g_00301	Prbf.g_00164
OG0000949	Praq.g_00302	Prbf.g_00165
OG0000950	Praq.g_00303	Prbf.g_00166
OG0000951	Praq.g_00304	Prbf.g_00167
OG0000952	Praq.g_00305	Prbf.g_00168
OG0000953	Praq.g_00306	Prbf.g_00169
OG0000954	Praq.g_00307	Prbf.g_00170
OG0000955	Praq.g_00308	Prbf.g_00171
OG0000956	Praq.g_00309	Prbf.g_00172
OG0000957	Praq.g_00310	Prbf.g_00173
OG0000958	Praq.g_00311	Prbf.g_00174
OG0000959	Praq.g_00312	Prbf.g_00175
OG0000960	Praq.g_00313	Prbf.g_00176
OG0000961	Praq.g_00317	Prbf.g_00180
OG0000962	Praq.g_00318	Prbf.g_00181
OG0000963	Praq.g_00319	Prbf.g_00182
OG0000964	Praq.g_00321	Prbf.g_00184
OG0000965	Praq.g_00322	Prbf.g_00185
OG0000966	Praq.g_00323	Prbf.g_00186
OG0000967	Praq.g_00324	Prbf.g_00187
OG0000968	Praq.g_00325	Prbf.g_00188
OG0000969	Praq.g_00326	Prbf.g_00189
OG0000970	Praq.g_00327	Prbf.g_00190
OG0000971	Praq.g_00328	Prbf.g_00191
OG0000972	Praq.g_00329	Prbf.g_00192
OG0000973	Praq.g_00330	Prbf.g_00193
OG0000974	Praq.g_00332	Prbf.g_00195
OG0000975	Praq.g_00335	Prbf.g_00201
OG0000976	Praq.g_00337	Prbf.g_00203
OG0000977	Praq.g_00338	Prbf.g_00205
OG0000978	Praq.g_00339	Prbf.g_00207
OG0000979	Praq.g_00341	Prbf.g_00209
OG0000980	Praq.g_00342	Prbf.g_00210
OG0000981	Praq.g_00343	Prbf.g_00211
OG0000982	Praq.g_00344	Prbf.g_00212
OG0000983	Praq.g_00346	Prbf.g_00214
OG0000984	Praq.g_00347	Prbf.g_00215
OG0000985	Praq.g_00348	Prbf.g_00216
OG0000986	Praq.g_00349	Prbf.g_00217
OG0000987	Praq.g_00350	Prbf.g_00218
OG0000988	Praq.g_00351	Prbf.g_00219
OG0000989	Praq.g_00352	Prbf.g_00220
OG0000990	Praq.g_00353	Prbf.g_00221
OG0000991	Praq.g_00354	Prbf.g_00222
OG0000992	Praq.g_00355	Prbf.g_00223
OG0000993	Praq.g_00356	Prbf.g_00224
OG0000994	Praq.g_00357	Prbf.g_00225
OG0000995	Praq.g_00358	Prbf.g_00226
OG0000996	Praq.g_00359	Prbf.g_00227
OG0000997	Praq.g_00360	Prbf.g_00228
OG0000998	Praq.g_00361	Prbf.g_00229
OG0000999	Praq.g_00362	Prbf.g_00230
OG0001000	Praq.g_00363	Prbf.g_00231
OG0001001	Praq.g_00365	Prbf.g_00233
OG0001002	Praq.g_00366	Prbf.g_00234
OG0001003	Praq.g_00367	Prbf.g_00235
OG0001004	Praq.g_00368	Prbf.g_00236
OG0001005	Praq.g_00369	Prbf.g_00239
OG0001006	Praq.g_00370	Prbf.g_00240
OG0001007	Praq.g_00371	Prbf.g_00241
OG0001008	Praq.g_00373	Prbf.g_00243
OG0001009	Praq.g_00374	Prbf.g_00244
OG0001010	Praq.g_00382	Prbf.g_00750
OG0001011	Praq.g_00001	Prbf.g_01911
OG0001012	Praq.g_00030	Prbf.g_01230
OG0001013	Praq.g_01953	Prbf.g_00700
OG0001014	Praq.g_01952	Prbf.g_00699
OG0001015	Praq.g_00496	Prbf.g_00692
OG0001016	Praq.g_00495	Prbf.g_00691
OG0001017	Praq.g_00494	Prbf.g_00690
OG0001018	Praq.g_00493	Prbf.g_00689
OG0001019	Praq.g_00491	Prbf.g_00687
OG0001020	Praq.g_00490	Prbf.g_00686
OG0001021	Praq.g_00489	Prbf.g_00685
OG0001022	Praq.g_00488	Prbf.g_00684
OG0001023	Praq.g_00487	Prbf.g_00683
OG0001024	Praq.g_00486	Prbf.g_00681
OG0001025	Praq.g_00485	Prbf.g_00680
OG0001026	Praq.g_00483	Prbf.g_00679
OG0001027	Praq.g_00482	Prbf.g_00678
OG0001028	Praq.g_00481	Prbf.g_00677
OG0001029	Praq.g_00480	Prbf.g_00676
OG0001030	Praq.g_00479	Prbf.g_00675
OG0001031	Praq.g_00478	Prbf.g_00674
OG0001032	Praq.g_00477	Prbf.g_00673
OG0001033	Praq.g_00476	Prbf.g_00672
OG0001034	Praq.g_00475	Prbf.g_00671
OG0001035	Praq.g_00473	Prbf.g_00669
OG0001036	Praq.g_00472	Prbf.g_00668
OG0001037	Praq.g_00471	Prbf.g_00667
OG0001038	Praq.g_00470	Prbf.g_00666
OG0001039	Praq.g_00469	Prbf.g_00665
OG0001040	Praq.g_00468	Prbf.g_00664
OG0001041	Praq.g_00467	Prbf.g_00663
OG0001042	Praq.g_00466	Prbf.g_00662
OG0001043	Praq.g_00465	Prbf.g_00661
OG0001044	Praq.g_00464	Prbf.g_00660
OG0001045	Praq.g_00463	Prbf.g_00659
OG0001046	Praq.g_00462	Prbf.g_00658
OG0001047	Praq.g_00459	Prbf.g_00655
OG0001048	Praq.g_00457	Prbf.g_00653
OG0001049	Praq.g_00456	Prbf.g_00652
OG0001050	Praq.g_00455	Prbf.g_00651
OG0001051	Praq.g_00454	Prbf.g_00650
OG0001052	Praq.g_00453	Prbf.g_00649
OG0001053	Praq.g_00452	Prbf.g_00647
OG0001054	Praq.g_00450	Prbf.g_00645
OG0001055	Praq.g_00449	Prbf.g_00644
OG0001056	Praq.g_00448	Prbf.g_00643
OG0001057	Praq.g_00447	Prbf.g_00642
OG0001058	Praq.g_00446	Prbf.g_00641
OG0001059	Praq.g_00445	Prbf.g_00640
OG0001060	Praq.g_00444	Prbf.g_00639
OG0001061	Praq.g_00443	Prbf.g_00638
OG0001062	Praq.g_00442	Prbf.g_00637
OG0001063	Praq.g_00441	Prbf.g_00636
OG0001064	Praq.g_00956	Prbf.g_00634
OG0001065	Praq.g_00951	Prbf.g_00630
OG0001066	Praq.g_00950	Prbf.g_00628
OG0001067	Praq.g_00949	Prbf.g_00627
OG0001068	Praq.g_00947	Prbf.g_00624
OG0001069	Praq.g_00946	Prbf.g_00623
OG0001070	Praq.g_00945	Prbf.g_00622
OG0001071	Praq.g_00944	Prbf.g_00621
OG0001072	Praq.g_00943	Prbf.g_00620
OG0001073	Praq.g_00942	Prbf.g_00619
OG0001074	Praq.g_00941	Prbf.g_00618
OG0001075	Praq.g_00940	Prbf.g_00617
OG0001076	Praq.g_00939	Prbf.g_00616
OG0001077	Praq.g_00938	Prbf.g_00615
OG0001078	Praq.g_00937	Prbf.g_00614
OG0001079	Praq.g_00936	Prbf.g_00613
OG0001080	Praq.g_00935	Prbf.g_00612
OG0001081	Praq.g_00932	Prbf.g_00608
OG0001082	Praq.g_00931	Prbf.g_00607
OG0001083	Praq.g_00930	Prbf.g_00604
OG0001084	Praq.g_00928	Prbf.g_00605
OG0001085	Praq.g_00927	Prbf.g_00606
OG0001086	Praq.g_00926	Prbf.g_00609
OG0001087	Praq.g_00925	Prbf.g_00610
OG0001088	Praq.g_00924	Prbf.g_00611
OG0001089	Praq.g_00921	Prbf.g_00601
OG0001090	Praq.g_00919	Prbf.g_00599
OG0001091	Praq.g_00918	Prbf.g_00598
OG0001092	Praq.g_00917	Prbf.g_00597
OG0001093	Praq.g_00916	Prbf.g_00596
OG0001094	Praq.g_00915	Prbf.g_00595
OG0001095	Praq.g_00914	Prbf.g_00594
OG0001096	Praq.g_00913	Prbf.g_00593
OG0001097	Praq.g_00912	Prbf.g_00592
OG0001098	Praq.g_00911	Prbf.g_00591
OG0001099	Praq.g_00910	Prbf.g_00590
OG0001100	Praq.g_00909	Prbf.g_00589
OG0001101	Praq.g_00908	Prbf.g_00588
OG0001102	Praq.g_00907	Prbf.g_00587
OG0001103	Praq.g_00906	Prbf.g_00586
OG0001104	Praq.g_00905	Prbf.g_00585
OG0001105	Praq.g_00904	Prbf.g_00584
OG0001106	Praq.g_00903	Prbf.g_00583
OG0001107	Praq.g_00902	Prbf.g_00582
OG0001108	Praq.g_00901	Prbf.g_00581
OG0001109	Praq.g_00900	Prbf.g_00580
OG0001110	Praq.g_00899	Prbf.g_00579
OG0001111	Praq.g_00898	Prbf.g_00578
OG0001112	Praq.g_00897	Prbf.g_00577
OG0001113	Praq.g_00896	Prbf.g_00576
OG0001114	Praq.g_00895	Prbf.g_00575
OG0001115	Praq.g_00894	Prbf.g_00574
OG0001116	Praq.g_00893	Prbf.g_00573
OG0001117	Praq.g_00892	Prbf.g_00572
