Orthogroup	Praq	Prbl
OG0000573	Praq.g_00782	Prbl.g_01041
OG0000574	Praq.g_00783	Prbl.g_01032
OG0000575	Praq.g_00784	Prbl.g_01031
OG0000576	Praq.g_00785	Prbl.g_01030
OG0000577	Praq.g_00786	Prbl.g_01412
OG0000578	Praq.g_00787	Prbl.g_01411
OG0000579	Praq.g_00788	Prbl.g_01409
OG0000580	Praq.g_00789	Prbl.g_01406
OG0000581	Praq.g_00790	Prbl.g_01405
OG0000582	Praq.g_00791	Prbl.g_01404
OG0000583	Praq.g_00792	Prbl.g_01403
OG0000584	Praq.g_00793	Prbl.g_01401
OG0000585	Praq.g_00794	Prbl.g_01400
OG0000586	Praq.g_00796	Prbl.g_01398
OG0000587	Praq.g_00797	Prbl.g_01397
OG0000588	Praq.g_00799	Prbl.g_01394
OG0000589	Praq.g_00800	Prbl.g_01392
OG0000590	Praq.g_00802	Prbl.g_00891
OG0000591	Praq.g_00808	Prbl.g_01915
OG0000592	Praq.g_00809	Prbl.g_00027
OG0000593	Praq.g_00810	Prbl.g_01242
OG0000594	Praq.g_00812	Prbl.g_02295
OG0000595	Praq.g_00813	Prbl.g_01046
OG0000596	Praq.g_00814	Prbl.g_01869
OG0000597	Praq.g_00816	Prbl.g_01847
OG0000598	Praq.g_00817	Prbl.g_01853
OG0000599	Praq.g_00818	Prbl.g_01857
OG0000600	Praq.g_00819	Prbl.g_01858
OG0000601	Praq.g_00821	Prbl.g_01872
OG0000602	Praq.g_00822	Prbl.g_01873
OG0000603	Praq.g_00823	Prbl.g_01874
OG0000604	Praq.g_00824	Prbl.g_00021
OG0000605	Praq.g_00825	Prbl.g_00022
OG0000606	Praq.g_00826	Prbl.g_00024
OG0000607	Praq.g_00828	Prbl.g_00026
OG0000608	Praq.g_00829	Prbl.g_02373
OG0000609	Praq.g_00833	Prbl.g_02137
OG0000610	Praq.g_00834	Prbl.g_00120
OG0000611	Praq.g_00584	Prbl.g_02565
OG0000612	Praq.g_00585	Prbl.g_02564
OG0000613	Praq.g_00586	Prbl.g_02563
OG0000614	Praq.g_00587	Prbl.g_02562
OG0000615	Praq.g_00589	Prbl.g_02561
OG0000616	Praq.g_00590	Prbl.g_02560
OG0000617	Praq.g_00591	Prbl.g_02559
OG0000618	Praq.g_00592	Prbl.g_02558
OG0000619	Praq.g_00593	Prbl.g_02556
OG0000620	Praq.g_00594	Prbl.g_02555
OG0000621	Praq.g_00595	Prbl.g_02554
OG0000622	Praq.g_00596	Prbl.g_02553
OG0000623	Praq.g_00597	Prbl.g_02552
OG0000624	Praq.g_00598	Prbl.g_02551
OG0000625	Praq.g_00599	Prbl.g_02550
OG0000626	Praq.g_00600	Prbl.g_02549
OG0000627	Praq.g_00601	Prbl.g_02426
OG0000628	Praq.g_00602	Prbl.g_02427
OG0000629	Praq.g_00603	Prbl.g_02430
OG0000630	Praq.g_00604	Prbl.g_02431
OG0000631	Praq.g_00606	Prbl.g_02434
OG0000632	Praq.g_00618	Prbl.g_00040
OG0000633	Praq.g_00622	Prbl.g_01904
OG0000634	Praq.g_00637	Prbl.g_00534
OG0000635	Praq.g_00638	Prbl.g_02470
OG0000636	Praq.g_00639	Prbl.g_02469
OG0000637	Praq.g_00640	Prbl.g_02468
OG0000638	Praq.g_00647	Prbl.g_01195
OG0000639	Praq.g_00656	Prbl.g_01930
OG0000640	Praq.g_00658	Prbl.g_02435
OG0000641	Praq.g_00661	Prbl.g_02440
OG0000642	Praq.g_00662	Prbl.g_02441
OG0000643	Praq.g_00663	Prbl.g_02442
OG0000644	Praq.g_00664	Prbl.g_02341
OG0000645	Praq.g_00665	Prbl.g_02340
OG0000646	Praq.g_00666	Prbl.g_02339
OG0000647	Praq.g_00667	Prbl.g_02338
OG0000648	Praq.g_00669	Prbl.g_02336
OG0000649	Praq.g_00670	Prbl.g_02335
OG0000650	Praq.g_00671	Prbl.g_02334
OG0000651	Praq.g_00672	Prbl.g_02333
OG0000652	Praq.g_00673	Prbl.g_02332
OG0000653	Praq.g_00674	Prbl.g_02331
OG0000654	Praq.g_00676	Prbl.g_02329
OG0000655	Praq.g_00678	Prbl.g_02327
OG0000656	Praq.g_01407	Prbl.g_02326
OG0000657	Praq.g_01408	Prbl.g_02325
OG0000658	Praq.g_01409	Prbl.g_02324
OG0000659	Praq.g_01410	Prbl.g_02323
OG0000660	Praq.g_01411	Prbl.g_02322
OG0000661	Praq.g_01412	Prbl.g_02320
OG0000662	Praq.g_01413	Prbl.g_02317
OG0000663	Praq.g_01414	Prbl.g_02316
OG0000664	Praq.g_01415	Prbl.g_02315
OG0000665	Praq.g_01416	Prbl.g_02314
OG0000666	Praq.g_01417	Prbl.g_02313
OG0000667	Praq.g_01418	Prbl.g_02312
OG0000668	Praq.g_01419	Prbl.g_02311
OG0000669	Praq.g_01421	Prbl.g_02309
OG0000670	Praq.g_01422	Prbl.g_02308
OG0000671	Praq.g_01423	Prbl.g_02307
OG0000672	Praq.g_01424	Prbl.g_02306
OG0000673	Praq.g_01425	Prbl.g_02305
OG0000674	Praq.g_01426	Prbl.g_02304
OG0000675	Praq.g_01428	Prbl.g_01534
OG0000676	Praq.g_01429	Prbl.g_01535
OG0000677	Praq.g_01431	Prbl.g_01538
OG0000678	Praq.g_01433	Prbl.g_01540
OG0000679	Praq.g_01434	Prbl.g_01542
OG0000680	Praq.g_01435	Prbl.g_01543
OG0000681	Praq.g_01436	Prbl.g_01544
OG0000682	Praq.g_01437	Prbl.g_01545
OG0000683	Praq.g_01439	Prbl.g_01547
OG0000684	Praq.g_01440	Prbl.g_01548
OG0000685	Praq.g_01441	Prbl.g_01549
OG0000686	Praq.g_01442	Prbl.g_01550
OG0000687	Praq.g_01443	Prbl.g_01551
OG0000688	Praq.g_01444	Prbl.g_01552
OG0000689	Praq.g_01445	Prbl.g_01554
OG0000690	Praq.g_01446	Prbl.g_01555
OG0000691	Praq.g_01447	Prbl.g_01556
OG0000692	Praq.g_01449	Prbl.g_01567
OG0000693	Praq.g_01450	Prbl.g_01568
OG0000694	Praq.g_01451	Prbl.g_01571
OG0000695	Praq.g_01452	Prbl.g_01576
OG0000696	Praq.g_01454	Prbl.g_01577
OG0000697	Praq.g_01456	Prbl.g_01579
OG0000698	Praq.g_01458	Prbl.g_02423
OG0000699	Praq.g_01459	Prbl.g_02546
OG0000700	Praq.g_01473	Prbl.g_02530
OG0000701	Praq.g_01478	Prbl.g_01329
OG0000702	Praq.g_01481	Prbl.g_01588
OG0000703	Praq.g_01482	Prbl.g_02414
OG0000704	Praq.g_01483	Prbl.g_01078
OG0000705	Praq.g_01484	Prbl.g_02413
OG0000706	Praq.g_01485	Prbl.g_02412
OG0000707	Praq.g_01487	Prbl.g_02410
OG0000708	Praq.g_01488	Prbl.g_02409
OG0000709	Praq.g_01490	Prbl.g_02407
OG0000710	Praq.g_01491	Prbl.g_02406
OG0000711	Praq.g_01492	Prbl.g_02405
OG0000712	Praq.g_01493	Prbl.g_02404
OG0000713	Praq.g_01494	Prbl.g_02403
OG0000714	Praq.g_01496	Prbl.g_02395
OG0000715	Praq.g_01497	Prbl.g_02393
OG0000716	Praq.g_01499	Prbl.g_02388
OG0000717	Praq.g_01500	Prbl.g_02386
OG0000718	Praq.g_01501	Prbl.g_02383
OG0000719	Praq.g_01503	Prbl.g_02368
OG0000720	Praq.g_01504	Prbl.g_02367
OG0000721	Praq.g_01506	Prbl.g_02365
OG0000722	Praq.g_01507	Prbl.g_02364
OG0000723	Praq.g_01508	Prbl.g_02363
OG0000724	Praq.g_01510	Prbl.g_02350
OG0000725	Praq.g_01511	Prbl.g_02351
OG0000726	Praq.g_01512	Prbl.g_02352
OG0000727	Praq.g_01513	Prbl.g_02353
OG0000728	Praq.g_01514	Prbl.g_02354
OG0000729	Praq.g_01515	Prbl.g_02356
OG0000730	Praq.g_01516	Prbl.g_02359
OG0000731	Praq.g_01517	Prbl.g_02348
OG0000732	Praq.g_01518	Prbl.g_02347
OG0000733	Praq.g_01519	Prbl.g_02346
OG0000734	Praq.g_01520	Prbl.g_02345
OG0000735	Praq.g_01522	Prbl.g_02344
OG0000736	Praq.g_01523	Prbl.g_02343
OG0000737	Praq.g_01524	Prbl.g_02342
OG0000738	Praq.g_01525	Prbl.g_02443
OG0000739	Praq.g_01526	Prbl.g_02444
OG0000740	Praq.g_01527	Prbl.g_02445
OG0000741	Praq.g_01528	Prbl.g_02447
OG0000742	Praq.g_01530	Prbl.g_02449
OG0000743	Praq.g_01531	Prbl.g_02450
OG0000744	Praq.g_01532	Prbl.g_02452
OG0000745	Praq.g_01533	Prbl.g_02453
OG0000746	Praq.g_01534	Prbl.g_02454
OG0000747	Praq.g_01535	Prbl.g_01688
OG0000748	Praq.g_01536	Prbl.g_02462
OG0000749	Praq.g_01537	Prbl.g_02463
OG0000750	Praq.g_01538	Prbl.g_02465
OG0000751	Praq.g_01539	Prbl.g_02466
OG0000752	Praq.g_01540	Prbl.g_02210
OG0000753	Praq.g_01542	Prbl.g_02471
OG0000754	Praq.g_01543	Prbl.g_02472
OG0000755	Praq.g_01544	Prbl.g_02473
OG0000756	Praq.g_01545	Prbl.g_02475
OG0000757	Praq.g_01546	Prbl.g_02476
OG0000758	Praq.g_01547	Prbl.g_02477
OG0000759	Praq.g_01549	Prbl.g_02482
OG0000760	Praq.g_01550	Prbl.g_02483
OG0000761	Praq.g_01551	Prbl.g_02485
OG0000762	Praq.g_01553	Prbl.g_02487
OG0000763	Praq.g_01554	Prbl.g_02489
OG0000764	Praq.g_01555	Prbl.g_02491
OG0000765	Praq.g_01556	Prbl.g_02492
OG0000766	Praq.g_01557	Prbl.g_02493
OG0000767	Praq.g_01559	Prbl.g_02495
OG0000768	Praq.g_01560	Prbl.g_02496
OG0000769	Praq.g_01561	Prbl.g_02497
OG0000770	Praq.g_01562	Prbl.g_02498
OG0000771	Praq.g_01563	Prbl.g_02499
OG0000772	Praq.g_01564	Prbl.g_02608
OG0000773	Praq.g_01565	Prbl.g_02501
OG0000774	Praq.g_01566	Prbl.g_02503
OG0000775	Praq.g_01567	Prbl.g_02505
OG0000776	Praq.g_01568	Prbl.g_02508
OG0000777	Praq.g_01570	Prbl.g_02509
OG0000778	Praq.g_01571	Prbl.g_02510
OG0000779	Praq.g_01572	Prbl.g_02514
OG0000780	Praq.g_01574	Prbl.g_02516
OG0000781	Praq.g_01576	Prbl.g_02520
OG0000782	Praq.g_01577	Prbl.g_02521
OG0000783	Praq.g_01588	Prbl.g_02526
OG0000784	Praq.g_01590	Prbl.g_02528
OG0000785	Praq.g_01591	Prbl.g_02529
OG0000786	Praq.g_01592	Prbl.g_02531
OG0000787	Praq.g_01593	Prbl.g_02532
OG0000788	Praq.g_01597	Prbl.g_02538
OG0000789	Praq.g_01599	Prbl.g_02541
OG0000790	Praq.g_01600	Prbl.g_02209
OG0000791	Praq.g_01601	Prbl.g_02542
OG0000792	Praq.g_01602	Prbl.g_02543
OG0000793	Praq.g_01603	Prbl.g_02544
OG0000794	Praq.g_01605	Prbl.g_02547
OG0000795	Praq.g_01608	Prbl.g_00939
OG0000796	Praq.g_01609	Prbl.g_00938
OG0000797	Praq.g_01611	Prbl.g_00935
OG0000798	Praq.g_01612	Prbl.g_00934
OG0000799	Praq.g_01613	Prbl.g_00933
OG0000800	Praq.g_01614	Prbl.g_00932
OG0000801	Praq.g_01617	Prbl.g_00929
OG0000802	Praq.g_01618	Prbl.g_00928
OG0000803	Praq.g_01620	Prbl.g_00925
OG0000804	Praq.g_01621	Prbl.g_00924
OG0000805	Praq.g_01622	Prbl.g_00923
OG0000806	Praq.g_01624	Prbl.g_00922
OG0000807	Praq.g_01649	Prbl.g_02575
OG0000808	Praq.g_01658	Prbl.g_01603
OG0000809	Praq.g_01661	Prbl.g_00472
OG0000810	Praq.g_01662	Prbl.g_01686
OG0000811	Praq.g_01669	Prbl.g_02062
OG0000812	Praq.g_01273	Prbl.g_01199
OG0000813	Praq.g_01276	Prbl.g_01208
OG0000814	Praq.g_01278	Prbl.g_00687
OG0000815	Praq.g_01287	Prbl.g_01621
OG0000816	Praq.g_01301	Prbl.g_02197
OG0000817	Praq.g_01302	Prbl.g_02203
OG0000818	Praq.g_01307	Prbl.g_01931
OG0000819	Praq.g_01314	Prbl.g_00694
OG0000820	Praq.g_01318	Prbl.g_00545
OG0000821	Praq.g_01320	Prbl.g_02066
OG0000822	Praq.g_01321	Prbl.g_02067
OG0000823	Praq.g_01322	Prbl.g_02068
OG0000824	Praq.g_01323	Prbl.g_02069
OG0000825	Praq.g_01324	Prbl.g_02071
OG0000826	Praq.g_01325	Prbl.g_02072
OG0000827	Praq.g_01326	Prbl.g_02075
OG0000828	Praq.g_01327	Prbl.g_02077
OG0000829	Praq.g_01328	Prbl.g_02078
OG0000830	Praq.g_01329	Prbl.g_02081
OG0000831	Praq.g_01332	Prbl.g_02083
OG0000832	Praq.g_01334	Prbl.g_02085
OG0000833	Praq.g_01335	Prbl.g_02086
OG0000834	Praq.g_01336	Prbl.g_02088
OG0000835	Praq.g_01337	Prbl.g_02089
OG0000836	Praq.g_01338	Prbl.g_02090
OG0000837	Praq.g_01340	Prbl.g_02100
OG0000838	Praq.g_01341	Prbl.g_02102
OG0000839	Praq.g_01342	Prbl.g_02103
OG0000840	Praq.g_01343	Prbl.g_02104
OG0000841	Praq.g_01344	Prbl.g_02105
OG0000842	Praq.g_01345	Prbl.g_00178
OG0000843	Praq.g_01346	Prbl.g_00179
OG0000844	Praq.g_01347	Prbl.g_00180
OG0000845	Praq.g_01348	Prbl.g_00181
OG0000846	Praq.g_01351	Prbl.g_00184
OG0000847	Praq.g_01353	Prbl.g_00185
OG0000848	Praq.g_01354	Prbl.g_01379
OG0000849	Praq.g_01355	Prbl.g_01382
OG0000850	Praq.g_01356	Prbl.g_01383
OG0000851	Praq.g_01357	Prbl.g_01120
OG0000852	Praq.g_01359	Prbl.g_01118
OG0000853	Praq.g_01360	Prbl.g_01116
OG0000854	Praq.g_01362	Prbl.g_01114
OG0000855	Praq.g_01363	Prbl.g_01113
OG0000856	Praq.g_01364	Prbl.g_01112
OG0000857	Praq.g_01365	Prbl.g_01111
OG0000858	Praq.g_01366	Prbl.g_01110
OG0000859	Praq.g_01367	Prbl.g_01109
OG0000860	Praq.g_01368	Prbl.g_01108
OG0000861	Praq.g_01369	Prbl.g_01377
OG0000862	Praq.g_01370	Prbl.g_01376
OG0000863	Praq.g_01371	Prbl.g_01375
OG0000864	Praq.g_01372	Prbl.g_01374
OG0000865	Praq.g_01373	Prbl.g_01372
OG0000866	Praq.g_01374	Prbl.g_02579
OG0000867	Praq.g_01375	Prbl.g_02580
OG0000868	Praq.g_01376	Prbl.g_02582
OG0000869	Praq.g_01378	Prbl.g_02585
OG0000870	Praq.g_01379	Prbl.g_02586
OG0000871	Praq.g_01381	Prbl.g_02590
OG0000872	Praq.g_01382	Prbl.g_02591
OG0000873	Praq.g_01384	Prbl.g_02593
OG0000874	Praq.g_01385	Prbl.g_02594
OG0000875	Praq.g_01386	Prbl.g_00187
OG0000876	Praq.g_01387	Prbl.g_00186
OG0000877	Praq.g_01389	Prbl.g_01103
OG0000878	Praq.g_00112	Prbl.g_00461
OG0000879	Praq.g_00122	Prbl.g_00115
OG0000880	Praq.g_00123	Prbl.g_00114
OG0000881	Praq.g_00124	Prbl.g_00113
OG0000882	Praq.g_00125	Prbl.g_01711
OG0000883	Praq.g_00126	Prbl.g_01713
OG0000884	Praq.g_00128	Prbl.g_01715
OG0000885	Praq.g_00129	Prbl.g_01716
OG0000886	Praq.g_00130	Prbl.g_01717
OG0000887	Praq.g_00131	Prbl.g_01718
OG0000888	Praq.g_00132	Prbl.g_01719
OG0000889	Praq.g_00135	Prbl.g_01723
OG0000890	Praq.g_00136	Prbl.g_01726
OG0000891	Praq.g_00137	Prbl.g_01727
OG0000892	Praq.g_00139	Prbl.g_01730
OG0000893	Praq.g_00140	Prbl.g_01731
OG0000894	Praq.g_00141	Prbl.g_01732
OG0000895	Praq.g_00142	Prbl.g_01733
OG0000896	Praq.g_00143	Prbl.g_01734
OG0000897	Praq.g_00144	Prbl.g_01735
OG0000898	Praq.g_00146	Prbl.g_01738
OG0000899	Praq.g_00147	Prbl.g_01739
OG0000900	Praq.g_00157	Prbl.g_00722
OG0000901	Praq.g_00161	Prbl.g_01333
OG0000902	Praq.g_00162	Prbl.g_00658
OG0000903	Praq.g_00163	Prbl.g_01572
OG0000904	Praq.g_00165	Prbl.g_01695
OG0000905	Praq.g_00167	Prbl.g_00926
OG0000906	Praq.g_00169	Prbl.g_02577
OG0000907	Praq.g_00170	Prbl.g_01586
OG0000908	Praq.g_00173	Prbl.g_00409
OG0000909	Praq.g_00179	Prbl.g_00501
OG0000910	Praq.g_00180	Prbl.g_00500
OG0000911	Praq.g_00181	Prbl.g_00499
OG0000912	Praq.g_00182	Prbl.g_00498
OG0000913	Praq.g_00183	Prbl.g_00497
OG0000914	Praq.g_00184	Prbl.g_00496
OG0000915	Praq.g_00185	Prbl.g_00495
OG0000916	Praq.g_00186	Prbl.g_00494
OG0000917	Praq.g_00187	Prbl.g_00492
OG0000918	Praq.g_00188	Prbl.g_00491
OG0000919	Praq.g_00189	Prbl.g_00490
OG0000920	Praq.g_00190	Prbl.g_00489
OG0000921	Praq.g_00191	Prbl.g_00488
OG0000922	Praq.g_00192	Prbl.g_00487
OG0000923	Praq.g_00193	Prbl.g_00486
OG0000924	Praq.g_00194	Prbl.g_00485
OG0000925	Praq.g_00195	Prbl.g_00484
OG0000926	Praq.g_00258	Prbl.g_00843
OG0000927	Praq.g_00276	Prbl.g_00152
OG0000928	Praq.g_00277	Prbl.g_00153
OG0000929	Praq.g_00278	Prbl.g_00154
OG0000930	Praq.g_00279	Prbl.g_00160
OG0000931	Praq.g_00280	Prbl.g_00161
OG0000932	Praq.g_00282	Prbl.g_00257
OG0000933	Praq.g_00283	Prbl.g_00255
OG0000934	Praq.g_00284	Prbl.g_00254
OG0000935	Praq.g_00285	Prbl.g_00253
OG0000936	Praq.g_00286	Prbl.g_00252
OG0000937	Praq.g_00287	Prbl.g_00251
OG0000938	Praq.g_00288	Prbl.g_00249
OG0000939	Praq.g_00289	Prbl.g_00248
OG0000940	Praq.g_00290	Prbl.g_00246
OG0000941	Praq.g_00292	Prbl.g_00244
OG0000942	Praq.g_00293	Prbl.g_00243
OG0000943	Praq.g_00296	Prbl.g_00240
OG0000944	Praq.g_00297	Prbl.g_00231
OG0000945	Praq.g_00298	Prbl.g_00230
OG0000946	Praq.g_00299	Prbl.g_00229
OG0000947	Praq.g_00300	Prbl.g_00228
OG0000948	Praq.g_00301	Prbl.g_00227
OG0000949	Praq.g_00302	Prbl.g_00226
OG0000950	Praq.g_00303	Prbl.g_00225
OG0000951	Praq.g_00304	Prbl.g_00224
OG0000952	Praq.g_00305	Prbl.g_00223
OG0000953	Praq.g_00306	Prbl.g_00222
OG0000954	Praq.g_00307	Prbl.g_00221
OG0000955	Praq.g_00308	Prbl.g_00220
OG0000956	Praq.g_00309	Prbl.g_00219
OG0000957	Praq.g_00310	Prbl.g_00218
OG0000958	Praq.g_00311	Prbl.g_00684
OG0000959	Praq.g_00312	Prbl.g_00685
OG0000960	Praq.g_00313	Prbl.g_00686
OG0000961	Praq.g_00317	Prbl.g_00693
OG0000962	Praq.g_00318	Prbl.g_00695
OG0000963	Praq.g_00319	Prbl.g_00696
OG0000964	Praq.g_00321	Prbl.g_00699
OG0000965	Praq.g_00322	Prbl.g_00700
OG0000966	Praq.g_00323	Prbl.g_00701
OG0000967	Praq.g_00324	Prbl.g_00702
OG0000968	Praq.g_00325	Prbl.g_00703
OG0000969	Praq.g_00326	Prbl.g_00704
OG0000970	Praq.g_00327	Prbl.g_00705
OG0000971	Praq.g_00328	Prbl.g_00706
OG0000972	Praq.g_00329	Prbl.g_00707
OG0000973	Praq.g_00330	Prbl.g_00708
OG0000974	Praq.g_00332	Prbl.g_00710
OG0000975	Praq.g_00335	Prbl.g_01086
OG0000976	Praq.g_00337	Prbl.g_00466
OG0000977	Praq.g_00338	Prbl.g_00456
OG0000978	Praq.g_00339	Prbl.g_00454
OG0000979	Praq.g_00341	Prbl.g_00452
OG0000980	Praq.g_00342	Prbl.g_00451
OG0000981	Praq.g_00343	Prbl.g_01604
OG0000982	Praq.g_00344	Prbl.g_00450
OG0000983	Praq.g_00346	Prbl.g_00448
OG0000984	Praq.g_00347	Prbl.g_00447
OG0000985	Praq.g_00348	Prbl.g_00446
OG0000986	Praq.g_00349	Prbl.g_00444
OG0000987	Praq.g_00350	Prbl.g_00443
OG0000988	Praq.g_00351	Prbl.g_00441
OG0000989	Praq.g_00352	Prbl.g_00440
OG0000990	Praq.g_00353	Prbl.g_00439
OG0000991	Praq.g_00354	Prbl.g_00438
OG0000992	Praq.g_00355	Prbl.g_00437
OG0000993	Praq.g_00356	Prbl.g_00436
OG0000994	Praq.g_00357	Prbl.g_00435
OG0000995	Praq.g_00358	Prbl.g_00433
OG0000996	Praq.g_00359	Prbl.g_00432
OG0000997	Praq.g_00360	Prbl.g_00431
OG0000998	Praq.g_00361	Prbl.g_00430
OG0000999	Praq.g_00362	Prbl.g_00429
OG0001000	Praq.g_00363	Prbl.g_00428
OG0001001	Praq.g_00365	Prbl.g_00427
OG0001002	Praq.g_00366	Prbl.g_00423
OG0001003	Praq.g_00367	Prbl.g_00422
OG0001004	Praq.g_00368	Prbl.g_01914
OG0001005	Praq.g_00369	Prbl.g_00420
OG0001006	Praq.g_00370	Prbl.g_00419
OG0001007	Praq.g_00371	Prbl.g_00418
OG0001008	Praq.g_00373	Prbl.g_00416
OG0001009	Praq.g_00374	Prbl.g_00415
OG0001010	Praq.g_00382	Prbl.g_01601
OG0001011	Praq.g_00001	Prbl.g_01627
OG0001012	Praq.g_00030	Prbl.g_02318
OG0001013	Praq.g_01953	Prbl.g_00404
OG0001014	Praq.g_01952	Prbl.g_00403
OG0001015	Praq.g_00496	Prbl.g_00393
OG0001016	Praq.g_00495	Prbl.g_00392
OG0001017	Praq.g_00494	Prbl.g_00391
OG0001018	Praq.g_00493	Prbl.g_00389
OG0001019	Praq.g_00491	Prbl.g_00385
OG0001020	Praq.g_00490	Prbl.g_00383
OG0001021	Praq.g_00489	Prbl.g_00382
OG0001022	Praq.g_00488	Prbl.g_00381
OG0001023	Praq.g_00487	Prbl.g_00380
OG0001024	Praq.g_00486	Prbl.g_00378
OG0001025	Praq.g_00485	Prbl.g_00377
OG0001026	Praq.g_00483	Prbl.g_00376
OG0001027	Praq.g_00482	Prbl.g_00375
OG0001028	Praq.g_00481	Prbl.g_00374
OG0001029	Praq.g_00480	Prbl.g_00373
OG0001030	Praq.g_00479	Prbl.g_00372
OG0001031	Praq.g_00478	Prbl.g_00371
OG0001032	Praq.g_00477	Prbl.g_00370
OG0001033	Praq.g_00476	Prbl.g_00369
OG0001034	Praq.g_00475	Prbl.g_00367
OG0001035	Praq.g_00473	Prbl.g_00365
OG0001036	Praq.g_00472	Prbl.g_00364
OG0001037	Praq.g_00471	Prbl.g_00362
OG0001038	Praq.g_00470	Prbl.g_00361
OG0001039	Praq.g_00469	Prbl.g_00360
OG0001040	Praq.g_00468	Prbl.g_00359
OG0001041	Praq.g_00467	Prbl.g_00358
OG0001042	Praq.g_00466	Prbl.g_00356
OG0001043	Praq.g_00465	Prbl.g_00355
OG0001044	Praq.g_00464	Prbl.g_00354
OG0001045	Praq.g_00463	Prbl.g_00353
OG0001046	Praq.g_00462	Prbl.g_00352
OG0001047	Praq.g_00459	Prbl.g_00348
OG0001048	Praq.g_00457	Prbl.g_00346
OG0001049	Praq.g_00456	Prbl.g_00345
OG0001050	Praq.g_00455	Prbl.g_00344
OG0001051	Praq.g_00454	Prbl.g_00343
OG0001052	Praq.g_00453	Prbl.g_00342
OG0001053	Praq.g_00452	Prbl.g_00340
OG0001054	Praq.g_00450	Prbl.g_00338
OG0001055	Praq.g_00449	Prbl.g_00337
OG0001056	Praq.g_00448	Prbl.g_00336
OG0001057	Praq.g_00447	Prbl.g_00335
OG0001058	Praq.g_00446	Prbl.g_00334
OG0001059	Praq.g_00445	Prbl.g_00333
OG0001060	Praq.g_00444	Prbl.g_00332
OG0001061	Praq.g_00443	Prbl.g_00331
OG0001062	Praq.g_00442	Prbl.g_00317
OG0001063	Praq.g_00441	Prbl.g_00316
OG0001064	Praq.g_00956	Prbl.g_02620
OG0001065	Praq.g_00951	Prbl.g_02680
OG0001066	Praq.g_00950	Prbl.g_02683
OG0001067	Praq.g_00949	Prbl.g_02684
OG0001068	Praq.g_00947	Prbl.g_01062
OG0001069	Praq.g_00946	Prbl.g_01061
OG0001070	Praq.g_00945	Prbl.g_01060
OG0001071	Praq.g_00944	Prbl.g_01059
OG0001072	Praq.g_00943	Prbl.g_01058
OG0001073	Praq.g_00942	Prbl.g_01057
OG0001074	Praq.g_00941	Prbl.g_01056
OG0001075	Praq.g_00940	Prbl.g_01055
OG0001076	Praq.g_00939	Prbl.g_01054
OG0001077	Praq.g_00938	Prbl.g_01053
OG0001078	Praq.g_00937	Prbl.g_01051
OG0001079	Praq.g_00936	Prbl.g_01050
OG0001080	Praq.g_00935	Prbl.g_01049
OG0001081	Praq.g_00932	Prbl.g_00954
OG0001082	Praq.g_00931	Prbl.g_00953
OG0001083	Praq.g_00930	Prbl.g_00949
OG0001084	Praq.g_00928	Prbl.g_00951
OG0001085	Praq.g_00927	Prbl.g_00952
OG0001086	Praq.g_00926	Prbl.g_00948
OG0001087	Praq.g_00925	Prbl.g_00947
OG0001088	Praq.g_00924	Prbl.g_01045
OG0001089	Praq.g_00921	Prbl.g_00956
OG0001090	Praq.g_00919	Prbl.g_00958
OG0001091	Praq.g_00918	Prbl.g_00959
OG0001092	Praq.g_00917	Prbl.g_00960
OG0001093	Praq.g_00916	Prbl.g_00961
OG0001094	Praq.g_00915	Prbl.g_00962
OG0001095	Praq.g_00914	Prbl.g_00963
OG0001096	Praq.g_00913	Prbl.g_00964
OG0001097	Praq.g_00912	Prbl.g_00965
OG0001098	Praq.g_00911	Prbl.g_00966
OG0001099	Praq.g_00910	Prbl.g_00967
OG0001100	Praq.g_00909	Prbl.g_00968
OG0001101	Praq.g_00908	Prbl.g_00969
OG0001102	Praq.g_00907	Prbl.g_00970
OG0001103	Praq.g_00906	Prbl.g_00971
OG0001104	Praq.g_00905	Prbl.g_00972
OG0001105	Praq.g_00904	Prbl.g_00973
OG0001106	Praq.g_00903	Prbl.g_00974
OG0001107	Praq.g_00902	Prbl.g_00975
OG0001108	Praq.g_00901	Prbl.g_00976
OG0001109	Praq.g_00900	Prbl.g_00977
OG0001110	Praq.g_00899	Prbl.g_00978
OG0001111	Praq.g_00898	Prbl.g_00979
OG0001112	Praq.g_00897	Prbl.g_00980
OG0001113	Praq.g_00896	Prbl.g_00981
OG0001114	Praq.g_00895	Prbl.g_00982
OG0001115	Praq.g_00894	Prbl.g_00983
OG0001116	Praq.g_00893	Prbl.g_00984
OG0001117	Praq.g_00892	Prbl.g_00985
OG0001118	Praq.g_00891	Prbl.g_00986
OG0001119	Praq.g_00890	Prbl.g_00987
OG0001120	Praq.g_00889	Prbl.g_00988
OG0001121	Praq.g_00887	Prbl.g_00991
OG0001122	Praq.g_00886	Prbl.g_00992
OG0001123	Praq.g_00885	Prbl.g_00993
OG0001124	Praq.g_00883	Prbl.g_00995
OG0001125	Praq.g_00881	Prbl.g_00997
OG0001126	Praq.g_00880	Prbl.g_00998
OG0001127	Praq.g_00878	Prbl.g_01127
OG0001128	Praq.g_00877	Prbl.g_01128
OG0001129	Praq.g_00876	Prbl.g_01131
OG0001130	Praq.g_00874	Prbl.g_01134
OG0001131	Praq.g_00873	Prbl.g_01135
