Orthogroup	Praq	Prab
OG0000570	Praq.g_00777	Prab.g_00653
OG0000571	Praq.g_00778	Prab.g_00654
OG0000572	Praq.g_00779	Prab.g_00655
OG0000573	Praq.g_00782	Prab.g_00658
OG0000574	Praq.g_00783	Prab.g_00659
OG0000575	Praq.g_00784	Prab.g_00660
OG0000576	Praq.g_00785	Prab.g_00661
OG0000577	Praq.g_00786	Prab.g_00662
OG0000578	Praq.g_00787	Prab.g_00663
OG0000579	Praq.g_00788	Prab.g_00664
OG0000580	Praq.g_00789	Prab.g_00665
OG0000581	Praq.g_00790	Prab.g_00666
OG0000582	Praq.g_00791	Prab.g_00667
OG0000583	Praq.g_00792	Prab.g_00668
OG0000584	Praq.g_00793	Prab.g_00669
OG0000585	Praq.g_00794	Prab.g_00670
OG0000586	Praq.g_00796	Prab.g_00672
OG0000587	Praq.g_00797	Prab.g_00673
OG0000588	Praq.g_00799	Prab.g_00675
OG0000589	Praq.g_00800	Prab.g_00676
OG0000590	Praq.g_00802	Prab.g_00678
OG0000591	Praq.g_00808	Prab.g_00684
OG0000592	Praq.g_00809	Prab.g_00685
OG0000593	Praq.g_00810	Prab.g_00686
OG0000594	Praq.g_00812	Prab.g_00688
OG0000595	Praq.g_00813	Prab.g_00689
OG0000596	Praq.g_00814	Prab.g_00690
OG0000597	Praq.g_00816	Prab.g_00692
OG0000598	Praq.g_00817	Prab.g_00693
OG0000599	Praq.g_00818	Prab.g_00694
OG0000600	Praq.g_00819	Prab.g_00695
OG0000601	Praq.g_00821	Prab.g_00697
OG0000602	Praq.g_00822	Prab.g_00698
OG0000603	Praq.g_00823	Prab.g_00699
OG0000604	Praq.g_00824	Prab.g_00700
OG0000605	Praq.g_00825	Prab.g_00701
OG0000606	Praq.g_00826	Prab.g_00702
OG0000607	Praq.g_00828	Prab.g_00704
OG0000608	Praq.g_00829	Prab.g_00705
OG0000609	Praq.g_00833	Prab.g_00711
OG0000610	Praq.g_00834	Prab.g_00712
OG0000611	Praq.g_00584	Prab.g_00724
OG0000612	Praq.g_00585	Prab.g_00725
OG0000613	Praq.g_00586	Prab.g_00726
OG0000614	Praq.g_00587	Prab.g_00727
OG0000615	Praq.g_00589	Prab.g_00729
OG0000616	Praq.g_00590	Prab.g_00730
OG0000617	Praq.g_00591	Prab.g_00731
OG0000618	Praq.g_00592	Prab.g_00732
OG0000619	Praq.g_00593	Prab.g_00733
OG0000620	Praq.g_00594	Prab.g_00734
OG0000621	Praq.g_00595	Prab.g_00735
OG0000622	Praq.g_00596	Prab.g_00736
OG0000623	Praq.g_00597	Prab.g_00737
OG0000624	Praq.g_00598	Prab.g_00738
OG0000625	Praq.g_00599	Prab.g_00739
OG0000626	Praq.g_00600	Prab.g_00740
OG0000627	Praq.g_00601	Prab.g_00741
OG0000628	Praq.g_00602	Prab.g_00742
OG0000629	Praq.g_00603	Prab.g_00743
OG0000630	Praq.g_00604	Prab.g_00744
OG0000631	Praq.g_00606	Prab.g_00746
OG0000632	Praq.g_00618	Prab.g_00763
OG0000633	Praq.g_00622	Prab.g_00768
OG0000634	Praq.g_00637	Prab.g_00783
OG0000635	Praq.g_00638	Prab.g_00804
OG0000636	Praq.g_00639	Prab.g_00805
OG0000637	Praq.g_00640	Prab.g_00806
OG0000638	Praq.g_00647	Prab.g_00818
OG0000639	Praq.g_00656	Prab.g_00827
OG0000640	Praq.g_00658	Prab.g_00829
OG0000641	Praq.g_00661	Prab.g_00831
OG0000642	Praq.g_00662	Prab.g_00832
OG0000643	Praq.g_00663	Prab.g_00833
OG0000644	Praq.g_00664	Prab.g_00834
OG0000645	Praq.g_00665	Prab.g_00835
OG0000646	Praq.g_00666	Prab.g_00836
OG0000647	Praq.g_00667	Prab.g_00837
OG0000648	Praq.g_00669	Prab.g_00839
OG0000649	Praq.g_00670	Prab.g_00840
OG0000650	Praq.g_00671	Prab.g_00841
OG0000651	Praq.g_00672	Prab.g_00842
OG0000652	Praq.g_00673	Prab.g_00843
OG0000653	Praq.g_00674	Prab.g_00844
OG0000654	Praq.g_00676	Prab.g_00846
OG0000655	Praq.g_00678	Prab.g_00848
OG0000656	Praq.g_01407	Prab.g_00849
OG0000657	Praq.g_01408	Prab.g_00850
OG0000658	Praq.g_01409	Prab.g_00851
OG0000659	Praq.g_01410	Prab.g_00852
OG0000660	Praq.g_01411	Prab.g_00853
OG0000661	Praq.g_01412	Prab.g_00854
OG0000662	Praq.g_01413	Prab.g_00855
OG0000663	Praq.g_01414	Prab.g_00856
OG0000664	Praq.g_01415	Prab.g_00857
OG0000665	Praq.g_01416	Prab.g_00858
OG0000666	Praq.g_01417	Prab.g_00859
OG0000667	Praq.g_01418	Prab.g_00860
OG0000668	Praq.g_01419	Prab.g_00861
OG0000669	Praq.g_01421	Prab.g_00863
OG0000670	Praq.g_01422	Prab.g_00864
OG0000671	Praq.g_01423	Prab.g_00865
OG0000672	Praq.g_01424	Prab.g_00866
OG0000673	Praq.g_01425	Prab.g_00867
OG0000674	Praq.g_01426	Prab.g_00868
OG0000675	Praq.g_01428	Prab.g_00870
OG0000676	Praq.g_01429	Prab.g_00871
OG0000677	Praq.g_01431	Prab.g_00873
OG0000678	Praq.g_01433	Prab.g_00875
OG0000679	Praq.g_01434	Prab.g_00876
OG0000680	Praq.g_01435	Prab.g_00877
OG0000681	Praq.g_01436	Prab.g_00878
OG0000682	Praq.g_01437	Prab.g_00879
OG0000683	Praq.g_01439	Prab.g_00881
OG0000684	Praq.g_01440	Prab.g_00882
OG0000685	Praq.g_01441	Prab.g_00883
OG0000686	Praq.g_01442	Prab.g_00884
OG0000687	Praq.g_01443	Prab.g_00885
OG0000688	Praq.g_01444	Prab.g_00886
OG0000689	Praq.g_01445	Prab.g_00887
OG0000690	Praq.g_01446	Prab.g_00888
OG0000691	Praq.g_01447	Prab.g_00889
OG0000692	Praq.g_01449	Prab.g_00891
OG0000693	Praq.g_01450	Prab.g_00892
OG0000694	Praq.g_01451	Prab.g_00893
OG0000695	Praq.g_01452	Prab.g_00894
OG0000696	Praq.g_01454	Prab.g_00896
OG0000697	Praq.g_01456	Prab.g_00898
OG0000698	Praq.g_01458	Prab.g_00900
OG0000699	Praq.g_01459	Prab.g_00901
OG0000700	Praq.g_01473	Prab.g_01084
OG0000701	Praq.g_01478	Prab.g_01079
OG0000702	Praq.g_01481	Prab.g_01076
OG0000703	Praq.g_01482	Prab.g_01075
OG0000704	Praq.g_01483	Prab.g_01074
OG0000705	Praq.g_01484	Prab.g_01073
OG0000706	Praq.g_01485	Prab.g_01072
OG0000707	Praq.g_01487	Prab.g_01071
OG0000708	Praq.g_01488	Prab.g_01070
OG0000709	Praq.g_01490	Prab.g_01068
OG0000710	Praq.g_01491	Prab.g_01067
OG0000711	Praq.g_01492	Prab.g_01066
OG0000712	Praq.g_01493	Prab.g_01065
OG0000713	Praq.g_01494	Prab.g_01064
OG0000714	Praq.g_01496	Prab.g_01062
OG0000715	Praq.g_01497	Prab.g_01061
OG0000716	Praq.g_01499	Prab.g_01059
OG0000717	Praq.g_01500	Prab.g_01058
OG0000718	Praq.g_01501	Prab.g_01057
OG0000719	Praq.g_01503	Prab.g_01055
OG0000720	Praq.g_01504	Prab.g_01054
OG0000721	Praq.g_01506	Prab.g_01052
OG0000722	Praq.g_01507	Prab.g_01051
OG0000723	Praq.g_01508	Prab.g_01050
OG0000724	Praq.g_01510	Prab.g_01048
OG0000725	Praq.g_01511	Prab.g_01047
OG0000726	Praq.g_01512	Prab.g_01046
OG0000727	Praq.g_01513	Prab.g_01045
OG0000728	Praq.g_01514	Prab.g_01044
OG0000729	Praq.g_01515	Prab.g_01043
OG0000730	Praq.g_01516	Prab.g_01042
OG0000731	Praq.g_01517	Prab.g_01041
OG0000732	Praq.g_01518	Prab.g_01040
OG0000733	Praq.g_01519	Prab.g_01039
OG0000734	Praq.g_01520	Prab.g_01038
OG0000735	Praq.g_01522	Prab.g_01036
OG0000736	Praq.g_01523	Prab.g_01035
OG0000737	Praq.g_01524	Prab.g_01034
OG0000738	Praq.g_01525	Prab.g_01033
OG0000739	Praq.g_01526	Prab.g_01032
OG0000740	Praq.g_01527	Prab.g_01031
OG0000741	Praq.g_01528	Prab.g_01030
OG0000742	Praq.g_01530	Prab.g_01028
OG0000743	Praq.g_01531	Prab.g_01027
OG0000744	Praq.g_01532	Prab.g_01026
OG0000745	Praq.g_01533	Prab.g_01025
OG0000746	Praq.g_01534	Prab.g_01024
OG0000747	Praq.g_01535	Prab.g_01023
OG0000748	Praq.g_01536	Prab.g_01022
OG0000749	Praq.g_01537	Prab.g_01021
OG0000750	Praq.g_01538	Prab.g_01020
OG0000751	Praq.g_01539	Prab.g_01019
OG0000752	Praq.g_01540	Prab.g_01018
OG0000753	Praq.g_01542	Prab.g_01016
OG0000754	Praq.g_01543	Prab.g_01015
OG0000755	Praq.g_01544	Prab.g_01014
OG0000756	Praq.g_01545	Prab.g_01013
OG0000757	Praq.g_01546	Prab.g_01012
OG0000758	Praq.g_01547	Prab.g_01011
OG0000759	Praq.g_01549	Prab.g_01009
OG0000760	Praq.g_01550	Prab.g_01008
OG0000761	Praq.g_01551	Prab.g_01007
OG0000762	Praq.g_01553	Prab.g_01005
OG0000763	Praq.g_01554	Prab.g_01004
OG0000764	Praq.g_01555	Prab.g_01003
OG0000765	Praq.g_01556	Prab.g_01002
OG0000766	Praq.g_01557	Prab.g_01001
OG0000767	Praq.g_01559	Prab.g_00999
OG0000768	Praq.g_01560	Prab.g_00998
OG0000769	Praq.g_01561	Prab.g_00997
OG0000770	Praq.g_01562	Prab.g_00996
OG0000771	Praq.g_01563	Prab.g_00995
OG0000772	Praq.g_01564	Prab.g_00994
OG0000773	Praq.g_01565	Prab.g_00993
OG0000774	Praq.g_01566	Prab.g_00992
OG0000775	Praq.g_01567	Prab.g_00991
OG0000776	Praq.g_01568	Prab.g_00989
OG0000777	Praq.g_01570	Prab.g_00987
OG0000778	Praq.g_01571	Prab.g_00986
OG0000779	Praq.g_01572	Prab.g_00985
OG0000780	Praq.g_01574	Prab.g_00983
OG0000781	Praq.g_01576	Prab.g_00981
OG0000782	Praq.g_01577	Prab.g_00980
OG0000783	Praq.g_01588	Prab.g_00960
OG0000784	Praq.g_01590	Prab.g_00958
OG0000785	Praq.g_01591	Prab.g_00957
OG0000786	Praq.g_01592	Prab.g_00956
OG0000787	Praq.g_01593	Prab.g_00955
OG0000788	Praq.g_01597	Prab.g_00951
OG0000789	Praq.g_01599	Prab.g_00949
OG0000790	Praq.g_01600	Prab.g_00948
OG0000791	Praq.g_01601	Prab.g_00947
OG0000792	Praq.g_01602	Prab.g_00946
OG0000793	Praq.g_01603	Prab.g_00945
OG0000794	Praq.g_01605	Prab.g_00943
OG0000795	Praq.g_01608	Prab.g_00940
OG0000796	Praq.g_01609	Prab.g_00939
OG0000797	Praq.g_01611	Prab.g_00937
OG0000798	Praq.g_01612	Prab.g_00936
OG0000799	Praq.g_01613	Prab.g_00935
OG0000800	Praq.g_01614	Prab.g_00934
OG0000801	Praq.g_01617	Prab.g_00931
OG0000802	Praq.g_01618	Prab.g_00930
OG0000803	Praq.g_01620	Prab.g_00928
OG0000804	Praq.g_01621	Prab.g_00927
OG0000805	Praq.g_01622	Prab.g_00926
OG0000806	Praq.g_01624	Prab.g_00924
OG0000807	Praq.g_01649	Prab.g_01125
OG0000808	Praq.g_01658	Prab.g_01135
OG0000809	Praq.g_01661	Prab.g_01138
OG0000810	Praq.g_01662	Prab.g_01139
OG0000811	Praq.g_01669	Prab.g_01146
OG0000812	Praq.g_01273	Prab.g_01150
OG0000813	Praq.g_01276	Prab.g_01154
OG0000814	Praq.g_01278	Prab.g_01156
OG0000815	Praq.g_01287	Prab.g_01169
OG0000816	Praq.g_01301	Prab.g_01187
OG0000817	Praq.g_01302	Prab.g_01188
OG0000818	Praq.g_01307	Prab.g_01194
OG0000819	Praq.g_01314	Prab.g_01201
OG0000820	Praq.g_01318	Prab.g_01204
OG0000821	Praq.g_01320	Prab.g_01206
OG0000822	Praq.g_01321	Prab.g_01207
OG0000823	Praq.g_01322	Prab.g_01208
OG0000824	Praq.g_01323	Prab.g_01209
OG0000825	Praq.g_01324	Prab.g_01210
OG0000826	Praq.g_01325	Prab.g_01211
OG0000827	Praq.g_01326	Prab.g_01212
OG0000828	Praq.g_01327	Prab.g_01213
OG0000829	Praq.g_01328	Prab.g_01214
OG0000830	Praq.g_01329	Prab.g_01215
OG0000831	Praq.g_01332	Prab.g_01218
OG0000832	Praq.g_01334	Prab.g_01220
OG0000833	Praq.g_01335	Prab.g_01221
OG0000834	Praq.g_01336	Prab.g_01222
OG0000835	Praq.g_01337	Prab.g_01223
OG0000836	Praq.g_01338	Prab.g_01224
OG0000837	Praq.g_01340	Prab.g_01226
OG0000838	Praq.g_01341	Prab.g_01227
OG0000839	Praq.g_01342	Prab.g_01228
OG0000840	Praq.g_01343	Prab.g_01229
OG0000841	Praq.g_01344	Prab.g_01230
OG0000842	Praq.g_01345	Prab.g_01231
OG0000843	Praq.g_01346	Prab.g_01232
OG0000844	Praq.g_01347	Prab.g_01233
OG0000845	Praq.g_01348	Prab.g_01234
OG0000846	Praq.g_01351	Prab.g_01237
OG0000847	Praq.g_01353	Prab.g_01239
OG0000848	Praq.g_01354	Prab.g_01240
OG0000849	Praq.g_01355	Prab.g_01241
OG0000850	Praq.g_01356	Prab.g_01242
OG0000851	Praq.g_01357	Prab.g_01243
OG0000852	Praq.g_01359	Prab.g_01245
OG0000853	Praq.g_01360	Prab.g_01246
OG0000854	Praq.g_01362	Prab.g_01248
OG0000855	Praq.g_01363	Prab.g_01249
OG0000856	Praq.g_01364	Prab.g_01250
OG0000857	Praq.g_01365	Prab.g_01251
OG0000858	Praq.g_01366	Prab.g_01252
OG0000859	Praq.g_01367	Prab.g_01253
OG0000860	Praq.g_01368	Prab.g_01254
OG0000861	Praq.g_01369	Prab.g_01255
OG0000862	Praq.g_01370	Prab.g_01256
OG0000863	Praq.g_01371	Prab.g_01257
OG0000864	Praq.g_01372	Prab.g_01258
OG0000865	Praq.g_01373	Prab.g_01259
OG0000866	Praq.g_01374	Prab.g_01260
OG0000867	Praq.g_01375	Prab.g_01261
OG0000868	Praq.g_01376	Prab.g_01262
OG0000869	Praq.g_01378	Prab.g_01264
OG0000870	Praq.g_01379	Prab.g_01265
OG0000871	Praq.g_01381	Prab.g_01267
OG0000872	Praq.g_01382	Prab.g_01268
OG0000873	Praq.g_01384	Prab.g_01270
OG0000874	Praq.g_01385	Prab.g_01271
OG0000875	Praq.g_01386	Prab.g_01272
OG0000876	Praq.g_01387	Prab.g_01273
OG0000877	Praq.g_01389	Prab.g_01275
OG0000878	Praq.g_00112	Prab.g_01303
OG0000879	Praq.g_00122	Prab.g_01315
OG0000880	Praq.g_00123	Prab.g_01316
OG0000881	Praq.g_00124	Prab.g_01317
OG0000882	Praq.g_00125	Prab.g_01318
OG0000883	Praq.g_00126	Prab.g_01319
OG0000884	Praq.g_00128	Prab.g_01321
OG0000885	Praq.g_00129	Prab.g_01322
OG0000886	Praq.g_00130	Prab.g_01323
OG0000887	Praq.g_00131	Prab.g_01324
OG0000888	Praq.g_00132	Prab.g_01325
OG0000889	Praq.g_00135	Prab.g_01328
OG0000890	Praq.g_00136	Prab.g_01329
OG0000891	Praq.g_00137	Prab.g_01330
OG0000892	Praq.g_00139	Prab.g_01332
OG0000893	Praq.g_00140	Prab.g_01333
OG0000894	Praq.g_00141	Prab.g_01334
OG0000895	Praq.g_00142	Prab.g_01335
OG0000896	Praq.g_00143	Prab.g_01336
OG0000897	Praq.g_00144	Prab.g_01337
OG0000898	Praq.g_00146	Prab.g_01339
OG0000899	Praq.g_00147	Prab.g_01340
OG0000900	Praq.g_00157	Prab.g_01346
OG0000901	Praq.g_00161	Prab.g_01347
OG0000902	Praq.g_00162	Prab.g_01348
OG0000903	Praq.g_00163	Prab.g_01349
OG0000904	Praq.g_00165	Prab.g_01351
OG0000905	Praq.g_00167	Prab.g_01353
OG0000906	Praq.g_00169	Prab.g_01354
OG0000907	Praq.g_00170	Prab.g_01355
OG0000908	Praq.g_00173	Prab.g_01358
OG0000909	Praq.g_00179	Prab.g_01362
OG0000910	Praq.g_00180	Prab.g_01363
OG0000911	Praq.g_00181	Prab.g_01364
OG0000912	Praq.g_00182	Prab.g_01365
OG0000913	Praq.g_00183	Prab.g_01366
OG0000914	Praq.g_00184	Prab.g_01367
OG0000915	Praq.g_00185	Prab.g_01368
OG0000916	Praq.g_00186	Prab.g_01369
OG0000917	Praq.g_00187	Prab.g_01370
OG0000918	Praq.g_00188	Prab.g_01371
OG0000919	Praq.g_00189	Prab.g_01372
OG0000920	Praq.g_00190	Prab.g_01373
OG0000921	Praq.g_00191	Prab.g_01374
OG0000922	Praq.g_00192	Prab.g_01375
OG0000923	Praq.g_00193	Prab.g_01376
OG0000924	Praq.g_00194	Prab.g_01377
OG0000925	Praq.g_00195	Prab.g_01378
OG0000926	Praq.g_00258	Prab.g_01379
OG0000927	Praq.g_00276	Prab.g_01448
OG0000928	Praq.g_00277	Prab.g_01449
OG0000929	Praq.g_00278	Prab.g_01450
OG0000930	Praq.g_00279	Prab.g_01451
OG0000931	Praq.g_00280	Prab.g_01452
OG0000932	Praq.g_00282	Prab.g_01454
OG0000933	Praq.g_00283	Prab.g_01455
OG0000934	Praq.g_00284	Prab.g_01456
OG0000935	Praq.g_00285	Prab.g_01457
OG0000936	Praq.g_00286	Prab.g_01458
OG0000937	Praq.g_00287	Prab.g_01459
OG0000938	Praq.g_00288	Prab.g_01460
OG0000939	Praq.g_00289	Prab.g_01461
OG0000940	Praq.g_00290	Prab.g_01462
OG0000941	Praq.g_00292	Prab.g_01464
OG0000942	Praq.g_00293	Prab.g_01465
OG0000943	Praq.g_00296	Prab.g_01468
OG0000944	Praq.g_00297	Prab.g_01469
OG0000945	Praq.g_00298	Prab.g_01470
OG0000946	Praq.g_00299	Prab.g_01471
OG0000947	Praq.g_00300	Prab.g_01472
OG0000948	Praq.g_00301	Prab.g_01473
OG0000949	Praq.g_00302	Prab.g_01474
OG0000950	Praq.g_00303	Prab.g_01475
OG0000951	Praq.g_00304	Prab.g_01476
OG0000952	Praq.g_00305	Prab.g_01477
OG0000953	Praq.g_00306	Prab.g_01478
OG0000954	Praq.g_00307	Prab.g_01479
OG0000955	Praq.g_00308	Prab.g_01480
OG0000956	Praq.g_00309	Prab.g_01481
OG0000957	Praq.g_00310	Prab.g_01482
OG0000958	Praq.g_00311	Prab.g_01483
OG0000959	Praq.g_00312	Prab.g_01484
OG0000960	Praq.g_00313	Prab.g_01485
OG0000961	Praq.g_00317	Prab.g_01489
OG0000962	Praq.g_00318	Prab.g_01490
OG0000963	Praq.g_00319	Prab.g_01491
OG0000964	Praq.g_00321	Prab.g_01493
OG0000965	Praq.g_00322	Prab.g_01494
OG0000966	Praq.g_00323	Prab.g_01495
OG0000967	Praq.g_00324	Prab.g_01496
OG0000968	Praq.g_00325	Prab.g_01497
OG0000969	Praq.g_00326	Prab.g_01498
OG0000970	Praq.g_00327	Prab.g_01499
OG0000971	Praq.g_00328	Prab.g_01500
OG0000972	Praq.g_00329	Prab.g_01501
OG0000973	Praq.g_00330	Prab.g_01502
OG0000974	Praq.g_00332	Prab.g_01504
OG0000975	Praq.g_00335	Prab.g_01507
OG0000976	Praq.g_00337	Prab.g_01509
OG0000977	Praq.g_00338	Prab.g_01510
OG0000978	Praq.g_00339	Prab.g_01511
OG0000979	Praq.g_00341	Prab.g_01513
OG0000980	Praq.g_00342	Prab.g_01514
OG0000981	Praq.g_00343	Prab.g_01515
OG0000982	Praq.g_00344	Prab.g_01516
OG0000983	Praq.g_00346	Prab.g_01518
OG0000984	Praq.g_00347	Prab.g_01519
OG0000985	Praq.g_00348	Prab.g_01520
OG0000986	Praq.g_00349	Prab.g_01521
OG0000987	Praq.g_00350	Prab.g_01522
OG0000988	Praq.g_00351	Prab.g_01523
OG0000989	Praq.g_00352	Prab.g_01524
OG0000990	Praq.g_00353	Prab.g_01525
OG0000991	Praq.g_00354	Prab.g_01526
OG0000992	Praq.g_00355	Prab.g_01527
OG0000993	Praq.g_00356	Prab.g_01528
OG0000994	Praq.g_00357	Prab.g_01529
OG0000995	Praq.g_00358	Prab.g_01530
OG0000996	Praq.g_00359	Prab.g_01531
OG0000997	Praq.g_00360	Prab.g_01532
OG0000998	Praq.g_00361	Prab.g_01533
OG0000999	Praq.g_00362	Prab.g_01534
OG0001000	Praq.g_00363	Prab.g_01535
OG0001001	Praq.g_00365	Prab.g_01537
OG0001002	Praq.g_00366	Prab.g_01538
OG0001003	Praq.g_00367	Prab.g_01539
OG0001004	Praq.g_00368	Prab.g_01540
OG0001005	Praq.g_00369	Prab.g_01541
OG0001006	Praq.g_00370	Prab.g_01542
OG0001007	Praq.g_00371	Prab.g_01543
OG0001008	Praq.g_00373	Prab.g_01545
OG0001009	Praq.g_00374	Prab.g_01546
OG0001010	Praq.g_00382	Prab.g_01553
OG0001011	Praq.g_00001	Prab.g_01563
OG0001012	Praq.g_00030	Prab.g_01601
OG0001013	Praq.g_01953	Prab.g_01663
OG0001014	Praq.g_01952	Prab.g_01664
OG0001015	Praq.g_00496	Prab.g_01670
OG0001016	Praq.g_00495	Prab.g_01671
OG0001017	Praq.g_00494	Prab.g_01672
OG0001018	Praq.g_00493	Prab.g_01673
OG0001019	Praq.g_00491	Prab.g_01675
OG0001020	Praq.g_00490	Prab.g_01676
OG0001021	Praq.g_00489	Prab.g_01677
OG0001022	Praq.g_00488	Prab.g_01678
OG0001023	Praq.g_00487	Prab.g_01679
OG0001024	Praq.g_00486	Prab.g_01680
OG0001025	Praq.g_00485	Prab.g_01681
OG0001026	Praq.g_00483	Prab.g_01683
OG0001027	Praq.g_00482	Prab.g_01684
OG0001028	Praq.g_00481	Prab.g_01685
OG0001029	Praq.g_00480	Prab.g_01686
OG0001030	Praq.g_00479	Prab.g_01687
OG0001031	Praq.g_00478	Prab.g_01688
OG0001032	Praq.g_00477	Prab.g_01689
OG0001033	Praq.g_00476	Prab.g_01690
OG0001034	Praq.g_00475	Prab.g_01691
OG0001035	Praq.g_00473	Prab.g_01693
OG0001036	Praq.g_00472	Prab.g_01694
OG0001037	Praq.g_00471	Prab.g_01695
OG0001038	Praq.g_00470	Prab.g_01696
OG0001039	Praq.g_00469	Prab.g_01697
OG0001040	Praq.g_00468	Prab.g_01698
OG0001041	Praq.g_00467	Prab.g_01699
OG0001042	Praq.g_00466	Prab.g_01700
OG0001043	Praq.g_00465	Prab.g_01701
OG0001044	Praq.g_00464	Prab.g_01702
OG0001045	Praq.g_00463	Prab.g_01703
OG0001046	Praq.g_00462	Prab.g_01704
OG0001047	Praq.g_00459	Prab.g_01707
OG0001048	Praq.g_00457	Prab.g_01709
OG0001049	Praq.g_00456	Prab.g_01710
OG0001050	Praq.g_00455	Prab.g_01711
OG0001051	Praq.g_00454	Prab.g_01712
OG0001052	Praq.g_00453	Prab.g_01713
OG0001053	Praq.g_00452	Prab.g_01714
OG0001054	Praq.g_00450	Prab.g_01716
OG0001055	Praq.g_00449	Prab.g_01717
OG0001056	Praq.g_00448	Prab.g_01718
OG0001057	Praq.g_00447	Prab.g_01719
OG0001058	Praq.g_00446	Prab.g_01720
OG0001059	Praq.g_00445	Prab.g_01721
OG0001060	Praq.g_00444	Prab.g_01722
OG0001061	Praq.g_00443	Prab.g_01723
OG0001062	Praq.g_00442	Prab.g_01724
OG0001063	Praq.g_00441	Prab.g_01725
OG0001064	Praq.g_00956	Prab.g_01727
OG0001065	Praq.g_00951	Prab.g_01731
OG0001066	Praq.g_00950	Prab.g_01732
OG0001067	Praq.g_00949	Prab.g_01733
OG0001068	Praq.g_00947	Prab.g_01735
OG0001069	Praq.g_00946	Prab.g_01736
OG0001070	Praq.g_00945	Prab.g_01737
OG0001071	Praq.g_00944	Prab.g_01738
OG0001072	Praq.g_00943	Prab.g_01739
OG0001073	Praq.g_00942	Prab.g_01740
OG0001074	Praq.g_00941	Prab.g_01741
OG0001075	Praq.g_00940	Prab.g_01742
OG0001076	Praq.g_00939	Prab.g_01743
OG0001077	Praq.g_00938	Prab.g_01744
OG0001078	Praq.g_00937	Prab.g_01745
OG0001079	Praq.g_00936	Prab.g_01746
OG0001080	Praq.g_00935	Prab.g_01747
OG0001081	Praq.g_00932	Prab.g_01750
OG0001082	Praq.g_00931	Prab.g_01751
OG0001083	Praq.g_00930	Prab.g_01752
OG0001084	Praq.g_00928	Prab.g_01753
OG0001085	Praq.g_00927	Prab.g_01754
OG0001086	Praq.g_00926	Prab.g_01755
OG0001087	Praq.g_00925	Prab.g_01756
OG0001088	Praq.g_00924	Prab.g_01757
OG0001089	Praq.g_00921	Prab.g_01760
OG0001090	Praq.g_00919	Prab.g_01762
OG0001091	Praq.g_00918	Prab.g_01763
OG0001092	Praq.g_00917	Prab.g_01764
OG0001093	Praq.g_00916	Prab.g_01765
OG0001094	Praq.g_00915	Prab.g_01766
OG0001095	Praq.g_00914	Prab.g_01767
OG0001096	Praq.g_00913	Prab.g_01768
OG0001097	Praq.g_00912	Prab.g_01769
OG0001098	Praq.g_00911	Prab.g_01770
OG0001099	Praq.g_00910	Prab.g_01771
OG0001100	Praq.g_00909	Prab.g_01772
OG0001101	Praq.g_00908	Prab.g_01773
OG0001102	Praq.g_00907	Prab.g_01774
OG0001103	Praq.g_00906	Prab.g_01775
OG0001104	Praq.g_00905	Prab.g_01776
OG0001105	Praq.g_00904	Prab.g_01777
OG0001106	Praq.g_00903	Prab.g_01778
OG0001107	Praq.g_00902	Prab.g_01779
OG0001108	Praq.g_00901	Prab.g_01780
OG0001109	Praq.g_00900	Prab.g_01781
OG0001110	Praq.g_00899	Prab.g_01782
OG0001111	Praq.g_00898	Prab.g_01783
OG0001112	Praq.g_00897	Prab.g_01784
OG0001113	Praq.g_00896	Prab.g_01785
OG0001114	Praq.g_00895	Prab.g_01786
OG0001115	Praq.g_00894	Prab.g_01787
OG0001116	Praq.g_00893	Prab.g_01788
OG0001117	Praq.g_00892	Prab.g_01789
OG0001118	Praq.g_00891	Prab.g_01790
OG0001119	Praq.g_00890	Prab.g_01791
OG0001120	Praq.g_00889	Prab.g_01792
OG0001121	Praq.g_00887	Prab.g_01794
OG0001122	Praq.g_00886	Prab.g_01795
OG0001123	Praq.g_00885	Prab.g_01796
OG0001124	Praq.g_00883	Prab.g_01798
OG0001125	Praq.g_00881	Prab.g_01800
OG0001126	Praq.g_00880	Prab.g_01801
OG0001127	Praq.g_00878	Prab.g_01803
OG0001128	Praq.g_00877	Prab.g_01804
OG0001129	Praq.g_00876	Prab.g_01805
OG0001130	Praq.g_00874	Prab.g_01808
OG0001131	Praq.g_00873	Prab.g_01809
OG0001132	Praq.g_00872	Prab.g_01810
OG0001133	Praq.g_00871	Prab.g_01811
OG0001134	Praq.g_00870	Prab.g_01812
OG0001135	Praq.g_00869	Prab.g_01813
OG0001136	Praq.g_00868	Prab.g_01814
OG0001137	Praq.g_00867	Prab.g_01815
OG0001138	Praq.g_00866	Prab.g_01816
OG0001139	Praq.g_00865	Prab.g_01817
OG0001140	Praq.g_00864	Prab.g_01818
OG0001141	Praq.g_00863	Prab.g_01819
OG0001142	Praq.g_00727	Prab.g_01822
OG0001143	Praq.g_00728	Prab.g_01823
OG0001144	Praq.g_00729	Prab.g_01824
OG0001145	Praq.g_00730	Prab.g_01825
OG0001146	Praq.g_00731	Prab.g_01826
OG0001147	Praq.g_00732	Prab.g_01827
OG0001148	Praq.g_00733	Prab.g_01828
OG0001149	Praq.g_00735	Prab.g_01830
OG0001150	Praq.g_00736	Prab.g_01831
OG0001151	Praq.g_00738	Prab.g_01833
