Orthogroup	Syad	Prbb
OG0000556	Syad.g_01003	Prbb.g_00547
OG0000557	Syad.g_01011	Prbb.g_00548
OG0000558	Syad.g_01013	Prbb.g_00551
OG0000559	Syad.g_01016	Prbb.g_00555
OG0000560	Syad.g_01019	Prbb.g_00558
OG0000561	Syad.g_01020	Prbb.g_00559
OG0000562	Syad.g_01021	Prbb.g_00560
OG0000563	Syad.g_01022	Prbb.g_00561
OG0000564	Syad.g_01023	Prbb.g_00562
OG0000565	Syad.g_01027	Prbb.g_00565
OG0000566	Syad.g_01031	Prbb.g_00567
OG0000567	Syad.g_01035	Prbb.g_00571
OG0000568	Syad.g_01040	Prbb.g_00572
OG0000569	Syad.g_01041	Prbb.g_00573
OG0000570	Syad.g_01042	Prbb.g_00574
OG0000571	Syad.g_01046	Prbb.g_00576
OG0000572	Syad.g_01064	Prbb.g_00587
OG0000573	Syad.g_01072	Prbb.g_00592
OG0000574	Syad.g_01077	Prbb.g_00594
OG0000575	Syad.g_01083	Prbb.g_00597
OG0000576	Syad.g_01085	Prbb.g_00599
OG0000577	Syad.g_01086	Prbb.g_00600
OG0000578	Syad.g_01087	Prbb.g_00601
OG0000579	Syad.g_01088	Prbb.g_00602
OG0000580	Syad.g_01089	Prbb.g_00603
OG0000581	Syad.g_01097	Prbb.g_00606
OG0000582	Syad.g_02206	Prbb.g_00609
OG0000583	Syad.g_02205	Prbb.g_00610
OG0000584	Syad.g_02204	Prbb.g_00611
OG0000585	Syad.g_02202	Prbb.g_00613
OG0000586	Syad.g_02201	Prbb.g_00614
OG0000587	Syad.g_02199	Prbb.g_00615
OG0000588	Syad.g_02183	Prbb.g_00619
OG0000589	Syad.g_02178	Prbb.g_00622
OG0000590	Syad.g_02177	Prbb.g_00623
OG0000591	Syad.g_02169	Prbb.g_00626
OG0000592	Syad.g_02168	Prbb.g_00627
OG0000593	Syad.g_02156	Prbb.g_00633
OG0000594	Syad.g_02155	Prbb.g_00634
OG0000595	Syad.g_02154	Prbb.g_00635
OG0000596	Syad.g_02149	Prbb.g_00639
OG0000597	Syad.g_02146	Prbb.g_00641
OG0000598	Syad.g_02145	Prbb.g_00642
OG0000599	Syad.g_02142	Prbb.g_00645
OG0000600	Syad.g_02141	Prbb.g_00646
OG0000601	Syad.g_02140	Prbb.g_00647
OG0000602	Syad.g_02135	Prbb.g_00649
OG0000603	Syad.g_02134	Prbb.g_00650
OG0000604	Syad.g_02131	Prbb.g_00651
OG0000605	Syad.g_02026	Prbb.g_00652
OG0000606	Syad.g_01567	Prbb.g_00655
OG0000607	Syad.g_01571	Prbb.g_00658
OG0000608	Syad.g_01572	Prbb.g_00659
OG0000609	Syad.g_01574	Prbb.g_00660
OG0000610	Syad.g_01589	Prbb.g_00667
OG0000611	Syad.g_01592	Prbb.g_00670
OG0000612	Syad.g_01593	Prbb.g_00671
OG0000613	Syad.g_00457	Prbb.g_00677
OG0000614	Syad.g_01340	Prbb.g_00700
OG0000615	Syad.g_01948	Prbb.g_00708
OG0000616	Syad.g_00145	Prbb.g_02176
OG0000617	Syad.g_01810	Prbb.g_00719
OG0000618	Syad.g_01809	Prbb.g_00720
OG0000619	Syad.g_01808	Prbb.g_00721
OG0000620	Syad.g_01803	Prbb.g_00724
OG0000621	Syad.g_01802	Prbb.g_00725
OG0000622	Syad.g_01801	Prbb.g_00726
OG0000623	Syad.g_01800	Prbb.g_00727
OG0000624	Syad.g_01798	Prbb.g_00729
OG0000625	Syad.g_01797	Prbb.g_00730
OG0000626	Syad.g_01796	Prbb.g_00731
OG0000627	Syad.g_01640	Prbb.g_00733
OG0000628	Syad.g_01641	Prbb.g_00734
OG0000629	Syad.g_01644	Prbb.g_00735
OG0000630	Syad.g_01648	Prbb.g_00738
OG0000631	Syad.g_01658	Prbb.g_00962
OG0000632	Syad.g_01659	Prbb.g_00963
OG0000633	Syad.g_01660	Prbb.g_00964
OG0000634	Syad.g_01893	Prbb.g_00779
OG0000635	Syad.g_01892	Prbb.g_00780
OG0000636	Syad.g_01890	Prbb.g_00782
OG0000637	Syad.g_01888	Prbb.g_00784
OG0000638	Syad.g_01887	Prbb.g_00785
OG0000639	Syad.g_01886	Prbb.g_00786
OG0000640	Syad.g_01885	Prbb.g_00787
OG0000641	Syad.g_01881	Prbb.g_00791
OG0000642	Syad.g_01880	Prbb.g_00792
OG0000643	Syad.g_01878	Prbb.g_00793
OG0000644	Syad.g_01877	Prbb.g_00794
OG0000645	Syad.g_01875	Prbb.g_00795
OG0000646	Syad.g_01872	Prbb.g_00798
OG0000647	Syad.g_01870	Prbb.g_00800
OG0000648	Syad.g_01860	Prbb.g_00802
OG0000649	Syad.g_01859	Prbb.g_00803
OG0000650	Syad.g_01858	Prbb.g_00804
OG0000651	Syad.g_01857	Prbb.g_00805
OG0000652	Syad.g_01856	Prbb.g_00806
OG0000653	Syad.g_01850	Prbb.g_00808
OG0000654	Syad.g_01849	Prbb.g_00809
OG0000655	Syad.g_01848	Prbb.g_00810
OG0000656	Syad.g_01845	Prbb.g_00813
OG0000657	Syad.g_01240	Prbb.g_00819
OG0000658	Syad.g_01231	Prbb.g_00821
OG0000659	Syad.g_01230	Prbb.g_00822
OG0000660	Syad.g_01226	Prbb.g_00827
OG0000661	Syad.g_01224	Prbb.g_00829
OG0000662	Syad.g_01222	Prbb.g_00831
OG0000663	Syad.g_01219	Prbb.g_00833
OG0000664	Syad.g_01209	Prbb.g_00834
OG0000665	Syad.g_02115	Prbb.g_00838
OG0000666	Syad.g_02027	Prbb.g_00839
OG0000667	Syad.g_00612	Prbb.g_00843
OG0000668	Syad.g_01688	Prbb.g_00914
OG0000669	Syad.g_01606	Prbb.g_00922
OG0000670	Syad.g_01609	Prbb.g_00925
OG0000671	Syad.g_01611	Prbb.g_00927
OG0000672	Syad.g_01615	Prbb.g_00930
OG0000673	Syad.g_01618	Prbb.g_00933
OG0000674	Syad.g_01620	Prbb.g_00935
OG0000675	Syad.g_01633	Prbb.g_00936
OG0000676	Syad.g_01635	Prbb.g_00938
OG0000677	Syad.g_01636	Prbb.g_00939
OG0000678	Syad.g_01957	Prbb.g_00942
OG0000679	Syad.g_01922	Prbb.g_00946
OG0000680	Syad.g_01921	Prbb.g_00947
OG0000681	Syad.g_01919	Prbb.g_00950
OG0000682	Syad.g_01918	Prbb.g_00951
OG0000683	Syad.g_01917	Prbb.g_00952
OG0000684	Syad.g_01912	Prbb.g_00762
OG0000685	Syad.g_01910	Prbb.g_00764
OG0000686	Syad.g_01909	Prbb.g_00765
OG0000687	Syad.g_01908	Prbb.g_00766
OG0000688	Syad.g_01904	Prbb.g_00769
OG0000689	Syad.g_01902	Prbb.g_00770
OG0000690	Syad.g_01901	Prbb.g_00771
OG0000691	Syad.g_01900	Prbb.g_00772
OG0000692	Syad.g_01899	Prbb.g_00774
OG0000693	Syad.g_01897	Prbb.g_00775
OG0000694	Syad.g_01896	Prbb.g_00776
OG0000695	Syad.g_01662	Prbb.g_00966
OG0000696	Syad.g_01663	Prbb.g_00967
OG0000697	Syad.g_01789	Prbb.g_00968
OG0000698	Syad.g_01786	Prbb.g_00971
OG0000699	Syad.g_01785	Prbb.g_00972
OG0000700	Syad.g_01784	Prbb.g_00973
OG0000701	Syad.g_01783	Prbb.g_00974
OG0000702	Syad.g_01775	Prbb.g_00976
OG0000703	Syad.g_01774	Prbb.g_00977
OG0000704	Syad.g_01772	Prbb.g_00978
OG0000705	Syad.g_01765	Prbb.g_00984
OG0000706	Syad.g_01764	Prbb.g_00985
OG0000707	Syad.g_01763	Prbb.g_00986
OG0000708	Syad.g_01760	Prbb.g_00988
OG0000709	Syad.g_01745	Prbb.g_00992
OG0000710	Syad.g_01738	Prbb.g_00995
OG0000711	Syad.g_01710	Prbb.g_01010
OG0000712	Syad.g_01708	Prbb.g_01012
OG0000713	Syad.g_01707	Prbb.g_01013
OG0000714	Syad.g_01705	Prbb.g_01014
OG0000715	Syad.g_01703	Prbb.g_01016
OG0000716	Syad.g_01697	Prbb.g_01017
OG0000717	Syad.g_01696	Prbb.g_01018
OG0000718	Syad.g_01692	Prbb.g_01036
OG0000719	Syad.g_01690	Prbb.g_01037
OG0000720	Syad.g_01677	Prbb.g_01048
OG0000721	Syad.g_01675	Prbb.g_01049
OG0000722	Syad.g_01674	Prbb.g_01050
OG0000723	Syad.g_01791	Prbb.g_01054
OG0000724	Syad.g_01284	Prbb.g_01065
OG0000725	Syad.g_01293	Prbb.g_00891
OG0000726	Syad.g_01294	Prbb.g_00890
OG0000727	Syad.g_01295	Prbb.g_00889
OG0000728	Syad.g_01297	Prbb.g_00887
OG0000729	Syad.g_00331	Prbb.g_02071
OG0000730	Syad.g_00758	Prbb.g_00392
OG0000731	Syad.g_00770	Prbb.g_00400
OG0000732	Syad.g_00214	Prbb.g_02121
OG0000733	Syad.g_00028	Prbb.g_01888
OG0000734	Syad.g_02809	Prbb.g_01533
OG0000735	Syad.g_01120	Prbb.g_01531
OG0000736	Syad.g_01121	Prbb.g_01530
OG0000737	Syad.g_01122	Prbb.g_01529
OG0000738	Syad.g_01127	Prbb.g_01525
OG0000739	Syad.g_01145	Prbb.g_01524
OG0000740	Syad.g_01146	Prbb.g_01523
OG0000741	Syad.g_01149	Prbb.g_01521
OG0000742	Syad.g_01151	Prbb.g_01518
OG0000743	Syad.g_01153	Prbb.g_01516
OG0000744	Syad.g_01154	Prbb.g_01515
OG0000745	Syad.g_01156	Prbb.g_01513
OG0000746	Syad.g_01158	Prbb.g_01511
OG0000747	Syad.g_01159	Prbb.g_01510
OG0000748	Syad.g_01170	Prbb.g_01506
OG0000749	Syad.g_01173	Prbb.g_01505
OG0000750	Syad.g_01174	Prbb.g_01504
OG0000751	Syad.g_01182	Prbb.g_01501
OG0000752	Syad.g_01184	Prbb.g_01499
OG0000753	Syad.g_01187	Prbb.g_01497
OG0000754	Syad.g_01516	Prbb.g_01493
OG0000755	Syad.g_01504	Prbb.g_01488
OG0000756	Syad.g_01498	Prbb.g_01487
OG0000757	Syad.g_01487	Prbb.g_01480
OG0000758	Syad.g_01486	Prbb.g_01479
OG0000759	Syad.g_01485	Prbb.g_01478
OG0000760	Syad.g_01484	Prbb.g_01477
OG0000761	Syad.g_01480	Prbb.g_01476
OG0000762	Syad.g_01474	Prbb.g_01475
OG0000763	Syad.g_01468	Prbb.g_01473
OG0000764	Syad.g_01467	Prbb.g_01472
OG0000765	Syad.g_01447	Prbb.g_01463
OG0000766	Syad.g_01446	Prbb.g_01462
OG0000767	Syad.g_01444	Prbb.g_01461
OG0000768	Syad.g_01443	Prbb.g_01460
OG0000769	Syad.g_01441	Prbb.g_01458
OG0000770	Syad.g_01437	Prbb.g_01457
OG0000771	Syad.g_01278	Prbb.g_01060
OG0000772	Syad.g_02078	Prbb.g_01291
OG0000773	Syad.g_01114	Prbb.g_01577
OG0000774	Syad.g_02396	Prbb.g_01580
OG0000775	Syad.g_02398	Prbb.g_01581
OG0000776	Syad.g_02399	Prbb.g_01582
OG0000777	Syad.g_02400	Prbb.g_01583
OG0000778	Syad.g_02401	Prbb.g_01584
OG0000779	Syad.g_02407	Prbb.g_01588
OG0000780	Syad.g_02411	Prbb.g_01589
OG0000781	Syad.g_02415	Prbb.g_01592
OG0000782	Syad.g_02416	Prbb.g_01593
OG0000783	Syad.g_02418	Prbb.g_01594
OG0000784	Syad.g_02419	Prbb.g_01595
OG0000785	Syad.g_02421	Prbb.g_01597
OG0000786	Syad.g_01101	Prbb.g_01600
OG0000787	Syad.g_01100	Prbb.g_01601
OG0000788	Syad.g_02139	Prbb.g_00746
OG0000789	Syad.g_01982	Prbb.g_01057
OG0000790	Syad.g_00886	Prbb.g_01644
OG0000791	Syad.g_00885	Prbb.g_01646
OG0000792	Syad.g_00884	Prbb.g_01647
OG0000793	Syad.g_00879	Prbb.g_01650
OG0000794	Syad.g_00878	Prbb.g_01651
OG0000795	Syad.g_00877	Prbb.g_01652
OG0000796	Syad.g_00871	Prbb.g_01656
OG0000797	Syad.g_00870	Prbb.g_01657
OG0000799	Syad.g_02243	Prbb.g_01668
OG0000800	Syad.g_02245	Prbb.g_01669
OG0000801	Syad.g_02246	Prbb.g_01670
OG0000802	Syad.g_02251	Prbb.g_01672
OG0000803	Syad.g_02255	Prbb.g_01674
OG0000804	Syad.g_02260	Prbb.g_01675
OG0000805	Syad.g_02266	Prbb.g_01677
OG0000806	Syad.g_02267	Prbb.g_01679
OG0000807	Syad.g_02269	Prbb.g_01680
OG0000808	Syad.g_02270	Prbb.g_01681
OG0000809	Syad.g_02273	Prbb.g_01684
OG0000810	Syad.g_02274	Prbb.g_01685
OG0000811	Syad.g_02283	Prbb.g_01689
OG0000812	Syad.g_02285	Prbb.g_01691
OG0000813	Syad.g_02286	Prbb.g_01692
OG0000814	Syad.g_02288	Prbb.g_01694
OG0000815	Syad.g_02289	Prbb.g_01695
OG0000816	Syad.g_02290	Prbb.g_01697
OG0000817	Syad.g_02291	Prbb.g_01698
OG0000818	Syad.g_02297	Prbb.g_01702
OG0000819	Syad.g_02298	Prbb.g_01703
OG0000820	Syad.g_02299	Prbb.g_01704
OG0000821	Syad.g_02305	Prbb.g_01707
OG0000822	Syad.g_02307	Prbb.g_01708
OG0000823	Syad.g_02308	Prbb.g_01709
OG0000824	Syad.g_02314	Prbb.g_01712
OG0000825	Syad.g_02315	Prbb.g_01713
OG0000826	Syad.g_02316	Prbb.g_01714
OG0000827	Syad.g_02317	Prbb.g_01715
OG0000828	Syad.g_02320	Prbb.g_01718
OG0000829	Syad.g_02321	Prbb.g_01719
OG0000830	Syad.g_02322	Prbb.g_01720
OG0000831	Syad.g_02325	Prbb.g_01722
OG0000832	Syad.g_02538	Prbb.g_01732
OG0000833	Syad.g_02550	Prbb.g_01740
OG0000834	Syad.g_02552	Prbb.g_01741
OG0000835	Syad.g_02553	Prbb.g_01742
OG0000836	Syad.g_02557	Prbb.g_01744
OG0000837	Syad.g_02561	Prbb.g_01745
OG0000838	Syad.g_02565	Prbb.g_01747
OG0000839	Syad.g_02566	Prbb.g_01748
OG0000840	Syad.g_02567	Prbb.g_01749
OG0000841	Syad.g_02568	Prbb.g_01750
OG0000842	Syad.g_02569	Prbb.g_01751
OG0000843	Syad.g_02570	Prbb.g_01752
OG0000844	Syad.g_02577	Prbb.g_01753
OG0000845	Syad.g_02578	Prbb.g_01754
OG0000846	Syad.g_02579	Prbb.g_01755
OG0000847	Syad.g_02580	Prbb.g_01756
OG0000848	Syad.g_02582	Prbb.g_01757
OG0000849	Syad.g_02583	Prbb.g_01758
OG0000850	Syad.g_02586	Prbb.g_01760
OG0000851	Syad.g_02592	Prbb.g_01761
OG0000852	Syad.g_02593	Prbb.g_01762
OG0000853	Syad.g_02597	Prbb.g_01767
OG0000854	Syad.g_02606	Prbb.g_01769
OG0000855	Syad.g_02607	Prbb.g_01770
OG0000856	Syad.g_02166	Prbb.g_01659
OG0000857	Syad.g_01871	Prbb.g_00799
OG0000858	Syad.g_02613	Prbb.g_01817
OG0000859	Syad.g_02614	Prbb.g_01818
OG0000860	Syad.g_02625	Prbb.g_01825
OG0000861	Syad.g_02626	Prbb.g_01826
OG0000862	Syad.g_02628	Prbb.g_01827
OG0000863	Syad.g_02631	Prbb.g_01828
OG0000864	Syad.g_02632	Prbb.g_01829
OG0000865	Syad.g_02633	Prbb.g_01830
OG0000866	Syad.g_02634	Prbb.g_01831
OG0000867	Syad.g_02635	Prbb.g_01832
OG0000868	Syad.g_02637	Prbb.g_01833
OG0000869	Syad.g_02643	Prbb.g_01836
OG0000870	Syad.g_02648	Prbb.g_01841
OG0000871	Syad.g_02649	Prbb.g_01842
OG0000872	Syad.g_02657	Prbb.g_01843
OG0000873	Syad.g_02660	Prbb.g_01846
OG0000874	Syad.g_02655	Prbb.g_01849
OG0000875	Syad.g_02662	Prbb.g_01851
OG0000876	Syad.g_03003	Prbb.g_01852
OG0000877	Syad.g_02480	Prbb.g_01854
OG0000878	Syad.g_02481	Prbb.g_01855
OG0000879	Syad.g_02482	Prbb.g_01856
OG0000880	Syad.g_02483	Prbb.g_01857
OG0000881	Syad.g_02489	Prbb.g_01860
OG0000882	Syad.g_02494	Prbb.g_01865
OG0000883	Syad.g_02497	Prbb.g_01867
OG0000884	Syad.g_02499	Prbb.g_01869
OG0000885	Syad.g_02500	Prbb.g_01870
OG0000886	Syad.g_02501	Prbb.g_01871
OG0000887	Syad.g_02502	Prbb.g_01872
OG0000888	Syad.g_02504	Prbb.g_01874
OG0000889	Syad.g_02506	Prbb.g_01876
OG0000890	Syad.g_02512	Prbb.g_01877
OG0000891	Syad.g_02513	Prbb.g_01878
OG0000892	Syad.g_02517	Prbb.g_01880
OG0000893	Syad.g_00589	Prbb.g_01922
OG0000894	Syad.g_00592	Prbb.g_01925
OG0000895	Syad.g_00596	Prbb.g_01928
OG0000896	Syad.g_00597	Prbb.g_01929
OG0000897	Syad.g_00599	Prbb.g_01931
OG0000898	Syad.g_00600	Prbb.g_01932
OG0000899	Syad.g_00601	Prbb.g_01933
OG0000900	Syad.g_00602	Prbb.g_01934
OG0000901	Syad.g_00607	Prbb.g_01937
OG0000902	Syad.g_00609	Prbb.g_01939
OG0000903	Syad.g_00645	Prbb.g_01948
OG0000904	Syad.g_00640	Prbb.g_01943
OG0000905	Syad.g_00632	Prbb.g_01941
OG0000906	Syad.g_00630	Prbb.g_01940
OG0000907	Syad.g_00648	Prbb.g_01958
OG0000908	Syad.g_00651	Prbb.g_01961
OG0000909	Syad.g_00652	Prbb.g_01962
OG0000910	Syad.g_00653	Prbb.g_01963
OG0000911	Syad.g_00655	Prbb.g_01965
OG0000912	Syad.g_00656	Prbb.g_01966
OG0000913	Syad.g_00657	Prbb.g_01967
OG0000914	Syad.g_00658	Prbb.g_01968
OG0000915	Syad.g_00660	Prbb.g_01969
OG0000916	Syad.g_00661	Prbb.g_01970
OG0000917	Syad.g_00662	Prbb.g_01971
OG0000918	Syad.g_00663	Prbb.g_01972
OG0000919	Syad.g_00664	Prbb.g_01973
OG0000920	Syad.g_00665	Prbb.g_01974
OG0000921	Syad.g_00666	Prbb.g_01975
OG0000922	Syad.g_00667	Prbb.g_01976
OG0000923	Syad.g_00671	Prbb.g_01980
OG0000924	Syad.g_00672	Prbb.g_01981
OG0000925	Syad.g_00673	Prbb.g_01982
OG0000926	Syad.g_00674	Prbb.g_01983
OG0000927	Syad.g_00676	Prbb.g_01985
OG0000928	Syad.g_00677	Prbb.g_01986
OG0000929	Syad.g_00678	Prbb.g_01987
OG0000930	Syad.g_00679	Prbb.g_01988
OG0000931	Syad.g_00680	Prbb.g_01989
OG0000932	Syad.g_00681	Prbb.g_01990
OG0000933	Syad.g_00687	Prbb.g_01994
OG0000934	Syad.g_00689	Prbb.g_01996
OG0000935	Syad.g_00690	Prbb.g_01997
OG0000936	Syad.g_00691	Prbb.g_01998
OG0000937	Syad.g_00692	Prbb.g_01999
OG0000938	Syad.g_00695	Prbb.g_02002
OG0000939	Syad.g_00696	Prbb.g_02003
OG0000940	Syad.g_00703	Prbb.g_02010
OG0000941	Syad.g_00705	Prbb.g_02012
OG0000942	Syad.g_00707	Prbb.g_02014
OG0000943	Syad.g_00708	Prbb.g_02015
OG0000944	Syad.g_00710	Prbb.g_02017
OG0000945	Syad.g_00711	Prbb.g_02018
OG0000946	Syad.g_00716	Prbb.g_02024
OG0000947	Syad.g_00719	Prbb.g_02026
OG0000948	Syad.g_00720	Prbb.g_02027
OG0000949	Syad.g_00432	Prbb.g_02030
OG0000950	Syad.g_00418	Prbb.g_02035
OG0000951	Syad.g_00411	Prbb.g_02039
OG0000952	Syad.g_00375	Prbb.g_02043
OG0000953	Syad.g_00369	Prbb.g_02047
OG0000954	Syad.g_00364	Prbb.g_02051
OG0000955	Syad.g_00363	Prbb.g_02052
OG0000956	Syad.g_00361	Prbb.g_02054
OG0000957	Syad.g_00350	Prbb.g_02059
OG0000958	Syad.g_00349	Prbb.g_02060
OG0000959	Syad.g_00345	Prbb.g_02064
OG0000960	Syad.g_00344	Prbb.g_02065
OG0000961	Syad.g_00335	Prbb.g_02068
OG0000962	Syad.g_00332	Prbb.g_02070
OG0000963	Syad.g_00325	Prbb.g_02075
OG0000964	Syad.g_00324	Prbb.g_02076
OG0000965	Syad.g_00323	Prbb.g_02077
OG0000966	Syad.g_00246	Prbb.g_02099
OG0000967	Syad.g_00234	Prbb.g_02103
OG0000968	Syad.g_00243	Prbb.g_02105
OG0000969	Syad.g_00240	Prbb.g_02106
OG0000970	Syad.g_00239	Prbb.g_02107
OG0000971	Syad.g_00229	Prbb.g_02108
OG0000972	Syad.g_00228	Prbb.g_02109
OG0000973	Syad.g_00227	Prbb.g_02110
OG0000974	Syad.g_00226	Prbb.g_02111
OG0000975	Syad.g_00225	Prbb.g_02112
OG0000976	Syad.g_00224	Prbb.g_02113
OG0000977	Syad.g_00222	Prbb.g_02114
OG0000978	Syad.g_00221	Prbb.g_02115
OG0000979	Syad.g_00218	Prbb.g_02118
OG0000980	Syad.g_00215	Prbb.g_02120
OG0000981	Syad.g_00212	Prbb.g_02123
OG0000982	Syad.g_03035	Prbb.g_02125
OG0000983	Syad.g_03036	Prbb.g_02126
OG0000984	Syad.g_03037	Prbb.g_02127
OG0000985	Syad.g_03039	Prbb.g_02130
OG0000986	Syad.g_03049	Prbb.g_02132
OG0000987	Syad.g_00002	Prbb.g_02133
OG0000988	Syad.g_00008	Prbb.g_02136
OG0000989	Syad.g_00020	Prbb.g_02140
OG0000990	Syad.g_00061	Prbb.g_02145
OG0000991	Syad.g_00064	Prbb.g_02146
OG0000992	Syad.g_00067	Prbb.g_02149
OG0000993	Syad.g_00069	Prbb.g_02150
OG0000994	Syad.g_00071	Prbb.g_02151
OG0000995	Syad.g_00077	Prbb.g_02155
OG0000996	Syad.g_00121	Prbb.g_02156
OG0000997	Syad.g_00128	Prbb.g_02164
OG0000998	Syad.g_00130	Prbb.g_02166
OG0000999	Syad.g_00131	Prbb.g_02167
OG0001000	Syad.g_00136	Prbb.g_02170
OG0001001	Syad.g_00141	Prbb.g_02173
OG0001002	Syad.g_00148	Prbb.g_02178
OG0001003	Syad.g_00150	Prbb.g_02180
OG0001004	Syad.g_00151	Prbb.g_02181
OG0001005	Syad.g_00152	Prbb.g_02182
OG0001006	Syad.g_00160	Prbb.g_02187
OG0001007	Syad.g_00162	Prbb.g_02189
OG0001008	Syad.g_02449	Prbb.g_00442
OG0001009	Syad.g_00194	Prbb.g_00028
OG0001010	Syad.g_00195	Prbb.g_00029
OG0001011	Syad.g_00196	Prbb.g_00030
OG0001012	Syad.g_03030	Prbb.g_00058
OG0001013	Syad.g_03011	Prbb.g_00063
OG0001014	Syad.g_03002	Prbb.g_00066
OG0001015	Syad.g_03001	Prbb.g_00067
OG0001016	Syad.g_02734	Prbb.g_00128
OG0001017	Syad.g_02740	Prbb.g_00132
OG0001018	Syad.g_02742	Prbb.g_00135
OG0001019	Syad.g_02771	Prbb.g_00144
OG0001020	Syad.g_02777	Prbb.g_00145
OG0001021	Syad.g_02781	Prbb.g_00146
OG0001022	Syad.g_02786	Prbb.g_00149
OG0001023	Syad.g_02787	Prbb.g_00150
OG0001024	Syad.g_02791	Prbb.g_00153
OG0001025	Syad.g_02798	Prbb.g_00160
OG0001026	Syad.g_02811	Prbb.g_00168
OG0001027	Syad.g_02817	Prbb.g_00169
OG0001028	Syad.g_02819	Prbb.g_00171
OG0001029	Syad.g_02821	Prbb.g_00173
OG0001030	Syad.g_02848	Prbb.g_00189
OG0001031	Syad.g_02925	Prbb.g_00243
OG0001032	Syad.g_02928	Prbb.g_00244
OG0001033	Syad.g_02956	Prbb.g_00264
OG0001034	Syad.g_00819	Prbb.g_00293
OG0001035	Syad.g_00559	Prbb.g_00310
OG0001036	Syad.g_00554	Prbb.g_00314
OG0001037	Syad.g_00552	Prbb.g_00315
OG0001040	Syad.g_00519	Prbb.g_00335
OG0001041	Syad.g_00514	Prbb.g_00339
OG0001042	Syad.g_00485	Prbb.g_00355
OG0001043	Syad.g_00481	Prbb.g_00356
OG0001044	Syad.g_00760	Prbb.g_00393
OG0001045	Syad.g_00773	Prbb.g_00402
OG0001046	Syad.g_01722	Prbb.g_01124
OG0001047	Syad.g_02447	Prbb.g_00444
OG0001048	Syad.g_02446	Prbb.g_00445
OG0001049	Syad.g_02443	Prbb.g_00447
OG0001050	Syad.g_02442	Prbb.g_00448
OG0001051	Syad.g_02441	Prbb.g_00449
OG0001052	Syad.g_02357	Prbb.g_00475
OG0001054	Syad.g_00925	Prbb.g_00502
OG0001055	Syad.g_00946	Prbb.g_00521
OG0001056	Syad.g_00982	Prbb.g_00539
OG0001057	Syad.g_00996	Prbb.g_00544
OG0001058	Syad.g_01015	Prbb.g_00553
OG0001059	Syad.g_01018	Prbb.g_00557
OG0001060	Syad.g_01025	Prbb.g_00564
OG0001061	Syad.g_01047	Prbb.g_00577
OG0001062	Syad.g_01049	Prbb.g_00579
OG0001063	Syad.g_01056	Prbb.g_00580
OG0001064	Syad.g_01057	Prbb.g_00581
OG0001065	Syad.g_01058	Prbb.g_00582
OG0001066	Syad.g_01059	Prbb.g_00583
OG0001067	Syad.g_01060	Prbb.g_00584
OG0001068	Syad.g_01061	Prbb.g_00585
OG0001069	Syad.g_01062	Prbb.g_00586
OG0001070	Syad.g_01065	Prbb.g_00588
OG0001071	Syad.g_01066	Prbb.g_00589
OG0001072	Syad.g_01070	Prbb.g_00590
OG0001073	Syad.g_01090	Prbb.g_00604
OG0001074	Syad.g_02197	Prbb.g_00616
OG0001075	Syad.g_02196	Prbb.g_00617
OG0001076	Syad.g_02175	Prbb.g_00624
OG0001077	Syad.g_02164	Prbb.g_00629
OG0001078	Syad.g_02151	Prbb.g_00637
OG0001079	Syad.g_02138	Prbb.g_00648
OG0001080	Syad.g_02008	Prbb.g_00654
OG0001081	Syad.g_01568	Prbb.g_00656
OG0001082	Syad.g_01569	Prbb.g_00657
OG0001083	Syad.g_01578	Prbb.g_00662
OG0001084	Syad.g_01586	Prbb.g_00664
OG0001085	Syad.g_01596	Prbb.g_00674
OG0001086	Syad.g_01598	Prbb.g_00675
OG0001087	Syad.g_01372	Prbb.g_00694
OG0001088	Syad.g_01368	Prbb.g_00695
OG0001089	Syad.g_01302	Prbb.g_00705
OG0001090	Syad.g_01817	Prbb.g_00714
OG0001091	Syad.g_01815	Prbb.g_00716
OG0001092	Syad.g_01812	Prbb.g_00717
OG0001093	Syad.g_01806	Prbb.g_00722
OG0001094	Syad.g_01895	Prbb.g_00777
OG0001095	Syad.g_01874	Prbb.g_00796
OG0001096	Syad.g_01847	Prbb.g_00811
OG0001097	Syad.g_01223	Prbb.g_00830
OG0001098	Syad.g_02005, Syad.g_01995	Prbb.g_00847
OG0001099	Syad.g_02820	Prbb.g_00917
OG0001100	Syad.g_01608	Prbb.g_00924
OG0001101	Syad.g_01610	Prbb.g_00926
OG0001102	Syad.g_01613	Prbb.g_00929
OG0001103	Syad.g_01616	Prbb.g_00931
OG0001104	Syad.g_01911	Prbb.g_00763
OG0001105	Syad.g_01907	Prbb.g_00767
OG0001106	Syad.g_01771	Prbb.g_00979
OG0001107	Syad.g_01759	Prbb.g_00989
OG0001108	Syad.g_01744	Prbb.g_00993
OG0001109	Syad.g_01739	Prbb.g_00994
OG0001110	Syad.g_01737	Prbb.g_00996
OG0001111	Syad.g_01735	Prbb.g_00997
OG0001112	Syad.g_01733	Prbb.g_00998
OG0001113	Syad.g_01732	Prbb.g_00999
OG0001114	Syad.g_01731	Prbb.g_01000
OG0001115	Syad.g_01727	Prbb.g_01002
OG0001116	Syad.g_01725	Prbb.g_01003
OG0001117	Syad.g_01724	Prbb.g_01004
OG0001118	Syad.g_01723	Prbb.g_01005
