Orthogroup	Syad	Prbc
OG0000548	Syad.g_00945	Prbc.g_01596
OG0000549	Syad.g_00952	Prbc.g_01599
OG0000550	Syad.g_00956	Prbc.g_01603
OG0000551	Syad.g_00960	Prbc.g_01606
OG0000552	Syad.g_00961	Prbc.g_01607
OG0000553	Syad.g_00965	Prbc.g_01608
OG0000554	Syad.g_00978	Prbc.g_01613
OG0000555	Syad.g_00999	Prbc.g_01621
OG0000556	Syad.g_01003	Prbc.g_01623
OG0000557	Syad.g_01011	Prbc.g_01624
OG0000558	Syad.g_01013	Prbc.g_01627
OG0000559	Syad.g_01016	Prbc.g_01631
OG0000560	Syad.g_01019	Prbc.g_01634
OG0000561	Syad.g_01020	Prbc.g_01635
OG0000562	Syad.g_01021	Prbc.g_01636
OG0000563	Syad.g_01022	Prbc.g_01637
OG0000564	Syad.g_01023	Prbc.g_01638
OG0000565	Syad.g_01027	Prbc.g_01641
OG0000566	Syad.g_01031	Prbc.g_01643
OG0000567	Syad.g_01035	Prbc.g_01647
OG0000568	Syad.g_01040	Prbc.g_01648
OG0000569	Syad.g_01041	Prbc.g_01649
OG0000570	Syad.g_01042	Prbc.g_01650
OG0000571	Syad.g_01046	Prbc.g_01652
OG0000572	Syad.g_01064	Prbc.g_01663
OG0000573	Syad.g_01072	Prbc.g_01668
OG0000574	Syad.g_01077	Prbc.g_01670
OG0000575	Syad.g_01083	Prbc.g_01673
OG0000576	Syad.g_01085	Prbc.g_01675
OG0000577	Syad.g_01086	Prbc.g_01676
OG0000578	Syad.g_01087	Prbc.g_01677
OG0000579	Syad.g_01088	Prbc.g_01678
OG0000580	Syad.g_01089	Prbc.g_01679
OG0000581	Syad.g_01097	Prbc.g_01682
OG0000582	Syad.g_02206	Prbc.g_01685
OG0000583	Syad.g_02205	Prbc.g_01686
OG0000584	Syad.g_02204	Prbc.g_01687
OG0000585	Syad.g_02202	Prbc.g_01689
OG0000586	Syad.g_02201	Prbc.g_01690
OG0000587	Syad.g_02199	Prbc.g_01691
OG0000588	Syad.g_02183	Prbc.g_01695
OG0000589	Syad.g_02178	Prbc.g_01698
OG0000590	Syad.g_02177	Prbc.g_01699
OG0000591	Syad.g_02169	Prbc.g_01702
OG0000592	Syad.g_02168	Prbc.g_01703
OG0000593	Syad.g_02156	Prbc.g_01709
OG0000594	Syad.g_02155	Prbc.g_01710
OG0000595	Syad.g_02154	Prbc.g_01711
OG0000596	Syad.g_02149	Prbc.g_01715
OG0000597	Syad.g_02146	Prbc.g_01717
OG0000598	Syad.g_02145	Prbc.g_01718
OG0000599	Syad.g_02142	Prbc.g_01721
OG0000600	Syad.g_02141	Prbc.g_01722
OG0000601	Syad.g_02140	Prbc.g_01723
OG0000602	Syad.g_02135	Prbc.g_01725
OG0000603	Syad.g_02134	Prbc.g_01726
OG0000604	Syad.g_02131	Prbc.g_01727
OG0000605	Syad.g_02026	Prbc.g_01728
OG0000606	Syad.g_01567	Prbc.g_01731
OG0000607	Syad.g_01571	Prbc.g_01734
OG0000608	Syad.g_01572	Prbc.g_01735
OG0000609	Syad.g_01574	Prbc.g_01736
OG0000610	Syad.g_01589	Prbc.g_01742
OG0000611	Syad.g_01592	Prbc.g_01745
OG0000612	Syad.g_01593	Prbc.g_01746
OG0000613	Syad.g_00457	Prbc.g_01752
OG0000614	Syad.g_01340	Prbc.g_01775
OG0000615	Syad.g_01948	Prbc.g_01782
OG0000616	Syad.g_00145	Prbc.g_01055
OG0000617	Syad.g_01810	Prbc.g_01793
OG0000618	Syad.g_01809	Prbc.g_01794
OG0000619	Syad.g_01808	Prbc.g_01795
OG0000620	Syad.g_01803	Prbc.g_01798
OG0000621	Syad.g_01802	Prbc.g_01799
OG0000622	Syad.g_01801	Prbc.g_01800
OG0000623	Syad.g_01800	Prbc.g_01801
OG0000624	Syad.g_01798	Prbc.g_01803
OG0000625	Syad.g_01797	Prbc.g_01804
OG0000626	Syad.g_01796	Prbc.g_01805
OG0000627	Syad.g_01640	Prbc.g_01807
OG0000628	Syad.g_01641	Prbc.g_01808
OG0000629	Syad.g_01644	Prbc.g_01809
OG0000630	Syad.g_01648	Prbc.g_01812
OG0000631	Syad.g_01658	Prbc.g_02007
OG0000632	Syad.g_01659	Prbc.g_02008
OG0000633	Syad.g_01660	Prbc.g_02009
OG0000634	Syad.g_01893	Prbc.g_01854
OG0000635	Syad.g_01892	Prbc.g_01855
OG0000636	Syad.g_01890	Prbc.g_01857
OG0000637	Syad.g_01888	Prbc.g_01859
OG0000638	Syad.g_01887	Prbc.g_01860
OG0000639	Syad.g_01886	Prbc.g_01861
OG0000640	Syad.g_01885	Prbc.g_01862
OG0000641	Syad.g_01881	Prbc.g_01866
OG0000642	Syad.g_01880	Prbc.g_01867
OG0000643	Syad.g_01878	Prbc.g_01868
OG0000644	Syad.g_01877	Prbc.g_01869
OG0000645	Syad.g_01875	Prbc.g_01870
OG0000646	Syad.g_01872	Prbc.g_01873
OG0000647	Syad.g_01870	Prbc.g_01875
OG0000648	Syad.g_01860	Prbc.g_01877
OG0000649	Syad.g_01859	Prbc.g_01878
OG0000650	Syad.g_01858	Prbc.g_01879
OG0000651	Syad.g_01857	Prbc.g_01880
OG0000652	Syad.g_01856	Prbc.g_01881
OG0000653	Syad.g_01850	Prbc.g_01883
OG0000654	Syad.g_01849	Prbc.g_01884
OG0000655	Syad.g_01848	Prbc.g_01885
OG0000656	Syad.g_01845	Prbc.g_01888
OG0000657	Syad.g_01240	Prbc.g_01895
OG0000658	Syad.g_01231	Prbc.g_01897
OG0000659	Syad.g_01230	Prbc.g_01898
OG0000660	Syad.g_01226	Prbc.g_01903
OG0000661	Syad.g_01224	Prbc.g_01905
OG0000662	Syad.g_01222	Prbc.g_01907
OG0000663	Syad.g_01219	Prbc.g_01909
OG0000664	Syad.g_01209	Prbc.g_01910
OG0000665	Syad.g_02115	Prbc.g_01914
OG0000666	Syad.g_02027	Prbc.g_01915
OG0000667	Syad.g_00612	Prbc.g_01919
OG0000668	Syad.g_01688	Prbc.g_01959
OG0000669	Syad.g_01606	Prbc.g_01967
OG0000670	Syad.g_01609	Prbc.g_01970
OG0000671	Syad.g_01611	Prbc.g_01972
OG0000672	Syad.g_01615	Prbc.g_01975
OG0000673	Syad.g_01618	Prbc.g_01978
OG0000674	Syad.g_01620	Prbc.g_01980
OG0000675	Syad.g_01633	Prbc.g_01981
OG0000676	Syad.g_01635	Prbc.g_01983
OG0000677	Syad.g_01636	Prbc.g_01984
OG0000678	Syad.g_01957	Prbc.g_01987
OG0000679	Syad.g_01922	Prbc.g_01991
OG0000680	Syad.g_01921	Prbc.g_01992
OG0000681	Syad.g_01919	Prbc.g_01995
OG0000682	Syad.g_01918	Prbc.g_01996
OG0000683	Syad.g_01917	Prbc.g_01997
OG0000684	Syad.g_01912	Prbc.g_01837
OG0000685	Syad.g_01910	Prbc.g_01839
OG0000686	Syad.g_01909	Prbc.g_01840
OG0000687	Syad.g_01908	Prbc.g_01841
OG0000688	Syad.g_01904	Prbc.g_01844
OG0000689	Syad.g_01902	Prbc.g_01845
OG0000690	Syad.g_01901	Prbc.g_01846
OG0000691	Syad.g_01900	Prbc.g_01847
OG0000692	Syad.g_01899	Prbc.g_01849
OG0000693	Syad.g_01897	Prbc.g_01850
OG0000694	Syad.g_01896	Prbc.g_01851
OG0000695	Syad.g_01662	Prbc.g_02011
OG0000696	Syad.g_01663	Prbc.g_02012
OG0000697	Syad.g_01789	Prbc.g_02013
OG0000698	Syad.g_01786	Prbc.g_02016
OG0000699	Syad.g_01785	Prbc.g_02017
OG0000700	Syad.g_01784	Prbc.g_02018
OG0000701	Syad.g_01783	Prbc.g_02019
OG0000702	Syad.g_01775	Prbc.g_02021
OG0000703	Syad.g_01774	Prbc.g_02022
OG0000704	Syad.g_01772	Prbc.g_02023
OG0000705	Syad.g_01765	Prbc.g_02029
OG0000706	Syad.g_01764	Prbc.g_02030
OG0000707	Syad.g_01763	Prbc.g_02031
OG0000708	Syad.g_01760	Prbc.g_02033
OG0000709	Syad.g_01745	Prbc.g_02037
OG0000710	Syad.g_01738	Prbc.g_02040
OG0000711	Syad.g_01710	Prbc.g_02055
OG0000712	Syad.g_01708	Prbc.g_02057
OG0000713	Syad.g_01707	Prbc.g_02058
OG0000714	Syad.g_01705	Prbc.g_02059
OG0000715	Syad.g_01703	Prbc.g_02061
OG0000716	Syad.g_01697	Prbc.g_02062
OG0000717	Syad.g_01696	Prbc.g_02063
OG0000718	Syad.g_01692	Prbc.g_02079
OG0000719	Syad.g_01690	Prbc.g_02080
OG0000720	Syad.g_01677	Prbc.g_02091
OG0000721	Syad.g_01675	Prbc.g_02092
OG0000722	Syad.g_01674	Prbc.g_02093
OG0000723	Syad.g_01791	Prbc.g_02097
OG0000724	Syad.g_01284	Prbc.g_02108
OG0000725	Syad.g_01293	Prbc.g_01934
OG0000726	Syad.g_01294	Prbc.g_01933
OG0000727	Syad.g_01295	Prbc.g_01932
OG0000728	Syad.g_01297	Prbc.g_01930
OG0000729	Syad.g_00331	Prbc.g_00201
OG0000730	Syad.g_00758	Prbc.g_01244
OG0000731	Syad.g_00770	Prbc.g_01252
OG0000732	Syad.g_00214	Prbc.g_00987
OG0000733	Syad.g_00028	Prbc.g_00897
OG0000734	Syad.g_02809	Prbc.g_01462
OG0000735	Syad.g_01120	Prbc.g_01460
OG0000736	Syad.g_01121	Prbc.g_01459
OG0000737	Syad.g_01122	Prbc.g_01458
OG0000738	Syad.g_01127	Prbc.g_01454
OG0000739	Syad.g_01145	Prbc.g_01453
OG0000740	Syad.g_01146	Prbc.g_01452
OG0000741	Syad.g_01149	Prbc.g_01450
OG0000742	Syad.g_01151	Prbc.g_01447
OG0000743	Syad.g_01153	Prbc.g_01445
OG0000744	Syad.g_01154	Prbc.g_01444
OG0000745	Syad.g_01156	Prbc.g_01442
OG0000746	Syad.g_01158	Prbc.g_01440
OG0000747	Syad.g_01159	Prbc.g_01439
OG0000748	Syad.g_01170	Prbc.g_01435
OG0000749	Syad.g_01173	Prbc.g_01434
OG0000750	Syad.g_01174	Prbc.g_01433
OG0000751	Syad.g_01182	Prbc.g_01430
OG0000752	Syad.g_01184	Prbc.g_01428
OG0000753	Syad.g_01187	Prbc.g_01426
OG0000754	Syad.g_01516	Prbc.g_01422
OG0000755	Syad.g_01504	Prbc.g_01418
OG0000756	Syad.g_01498	Prbc.g_01417
OG0000757	Syad.g_01487	Prbc.g_01410
OG0000758	Syad.g_01486	Prbc.g_01409
OG0000759	Syad.g_01485	Prbc.g_01408
OG0000760	Syad.g_01484	Prbc.g_01407
OG0000761	Syad.g_01480	Prbc.g_01406
OG0000762	Syad.g_01474	Prbc.g_01405
OG0000763	Syad.g_01468	Prbc.g_01403
OG0000764	Syad.g_01467	Prbc.g_01402
OG0000765	Syad.g_01447	Prbc.g_01394
OG0000766	Syad.g_01446	Prbc.g_01393
OG0000767	Syad.g_01444	Prbc.g_01392
OG0000768	Syad.g_01443	Prbc.g_01391
OG0000769	Syad.g_01441	Prbc.g_01389
OG0000770	Syad.g_01437	Prbc.g_01388
OG0000771	Syad.g_01278	Prbc.g_02103
OG0000772	Syad.g_02078	Prbc.g_01320
OG0000773	Syad.g_01114	Prbc.g_00557
OG0000774	Syad.g_02396	Prbc.g_00560
OG0000775	Syad.g_02398	Prbc.g_00561
OG0000776	Syad.g_02399	Prbc.g_00562
OG0000777	Syad.g_02400	Prbc.g_00563
OG0000778	Syad.g_02401	Prbc.g_00564
OG0000779	Syad.g_02407	Prbc.g_00568
OG0000780	Syad.g_02411	Prbc.g_00569
OG0000781	Syad.g_02415	Prbc.g_00571
OG0000782	Syad.g_02416	Prbc.g_00572
OG0000783	Syad.g_02418	Prbc.g_00573
OG0000784	Syad.g_02419	Prbc.g_00574
OG0000785	Syad.g_02421	Prbc.g_00576
OG0000786	Syad.g_01101	Prbc.g_00579
OG0000787	Syad.g_01100	Prbc.g_00580
OG0000788	Syad.g_02139	Prbc.g_01820
OG0000789	Syad.g_01982	Prbc.g_02100
OG0000790	Syad.g_00886	Prbc.g_00662
OG0000791	Syad.g_00885	Prbc.g_00664
OG0000792	Syad.g_00884	Prbc.g_00665
OG0000793	Syad.g_00879	Prbc.g_00668
OG0000794	Syad.g_00878	Prbc.g_00669
OG0000795	Syad.g_00877	Prbc.g_00670
OG0000796	Syad.g_00871	Prbc.g_00674
OG0000797	Syad.g_00870	Prbc.g_00675
OG0000799	Syad.g_02243	Prbc.g_00690
OG0000800	Syad.g_02245	Prbc.g_00691
OG0000801	Syad.g_02246	Prbc.g_00692
OG0000802	Syad.g_02251	Prbc.g_00694
OG0000803	Syad.g_02255	Prbc.g_00696
OG0000804	Syad.g_02260	Prbc.g_00697
OG0000805	Syad.g_02266	Prbc.g_00699
OG0000806	Syad.g_02267	Prbc.g_00701
OG0000807	Syad.g_02269	Prbc.g_00702
OG0000808	Syad.g_02270	Prbc.g_00703
OG0000809	Syad.g_02273	Prbc.g_00707
OG0000810	Syad.g_02274	Prbc.g_00708
OG0000811	Syad.g_02283	Prbc.g_00712
OG0000812	Syad.g_02285	Prbc.g_00714
OG0000813	Syad.g_02286	Prbc.g_00715
OG0000814	Syad.g_02288	Prbc.g_00717
OG0000815	Syad.g_02289	Prbc.g_00718
OG0000816	Syad.g_02290	Prbc.g_00720
OG0000817	Syad.g_02291	Prbc.g_00721
OG0000818	Syad.g_02297	Prbc.g_00725
OG0000819	Syad.g_02298	Prbc.g_00726
OG0000820	Syad.g_02299	Prbc.g_00727
OG0000821	Syad.g_02305	Prbc.g_00730
OG0000822	Syad.g_02307	Prbc.g_00731
OG0000823	Syad.g_02308	Prbc.g_00732
OG0000824	Syad.g_02314	Prbc.g_00735
OG0000825	Syad.g_02315	Prbc.g_00736
OG0000826	Syad.g_02316	Prbc.g_00737
OG0000827	Syad.g_02317	Prbc.g_00738
OG0000828	Syad.g_02320	Prbc.g_00741
OG0000829	Syad.g_02321	Prbc.g_00742
OG0000830	Syad.g_02322	Prbc.g_00743
OG0000831	Syad.g_02325	Prbc.g_00745
OG0000832	Syad.g_02538	Prbc.g_00755
OG0000833	Syad.g_02550	Prbc.g_00763
OG0000834	Syad.g_02552	Prbc.g_00764
OG0000835	Syad.g_02553	Prbc.g_00765
OG0000836	Syad.g_02557	Prbc.g_00766
OG0000837	Syad.g_02561	Prbc.g_00767
OG0000838	Syad.g_02565	Prbc.g_00769
OG0000839	Syad.g_02566	Prbc.g_00770
OG0000840	Syad.g_02567	Prbc.g_00771
OG0000841	Syad.g_02568	Prbc.g_00772
OG0000842	Syad.g_02569	Prbc.g_00773
OG0000843	Syad.g_02570	Prbc.g_00774
OG0000844	Syad.g_02577	Prbc.g_00775
OG0000845	Syad.g_02578	Prbc.g_00776
OG0000846	Syad.g_02579	Prbc.g_00777
OG0000847	Syad.g_02580	Prbc.g_00778
OG0000848	Syad.g_02582	Prbc.g_00779
OG0000849	Syad.g_02583	Prbc.g_00780
OG0000850	Syad.g_02586	Prbc.g_00782
OG0000851	Syad.g_02592	Prbc.g_00783
OG0000852	Syad.g_02593	Prbc.g_00784
OG0000853	Syad.g_02597	Prbc.g_00789
OG0000854	Syad.g_02606	Prbc.g_00791
OG0000855	Syad.g_02607	Prbc.g_00792
OG0000856	Syad.g_02166	Prbc.g_00677
OG0000857	Syad.g_01871	Prbc.g_01874
OG0000858	Syad.g_02613	Prbc.g_00827
OG0000859	Syad.g_02614	Prbc.g_00828
OG0000860	Syad.g_02625	Prbc.g_00834
OG0000861	Syad.g_02626	Prbc.g_00835
OG0000862	Syad.g_02628	Prbc.g_00836
OG0000863	Syad.g_02631	Prbc.g_00837
OG0000864	Syad.g_02632	Prbc.g_00838
OG0000865	Syad.g_02633	Prbc.g_00839
OG0000866	Syad.g_02634	Prbc.g_00840
OG0000867	Syad.g_02635	Prbc.g_00841
OG0000868	Syad.g_02637	Prbc.g_00842
OG0000869	Syad.g_02643	Prbc.g_00845
OG0000870	Syad.g_02648	Prbc.g_00850
OG0000871	Syad.g_02649	Prbc.g_00851
OG0000872	Syad.g_02657	Prbc.g_00852
OG0000873	Syad.g_02660	Prbc.g_00855
OG0000874	Syad.g_02655	Prbc.g_00858
OG0000875	Syad.g_02662	Prbc.g_00860
OG0000876	Syad.g_03003	Prbc.g_00861
OG0000877	Syad.g_02480	Prbc.g_00863
OG0000878	Syad.g_02481	Prbc.g_00864
OG0000879	Syad.g_02482	Prbc.g_00865
OG0000880	Syad.g_02483	Prbc.g_00866
OG0000881	Syad.g_02489	Prbc.g_00869
OG0000882	Syad.g_02494	Prbc.g_00874
OG0000883	Syad.g_02497	Prbc.g_00876
OG0000884	Syad.g_02499	Prbc.g_00878
OG0000885	Syad.g_02500	Prbc.g_00879
OG0000886	Syad.g_02501	Prbc.g_00880
OG0000887	Syad.g_02502	Prbc.g_00881
OG0000888	Syad.g_02504	Prbc.g_00883
OG0000889	Syad.g_02506	Prbc.g_00885
OG0000890	Syad.g_02512	Prbc.g_00886
OG0000891	Syad.g_02513	Prbc.g_00887
OG0000892	Syad.g_02517	Prbc.g_00889
OG0000893	Syad.g_00589	Prbc.g_00933
OG0000894	Syad.g_00592	Prbc.g_00936
OG0000895	Syad.g_00596	Prbc.g_00939
OG0000896	Syad.g_00597	Prbc.g_00940
OG0000897	Syad.g_00599	Prbc.g_00942
OG0000898	Syad.g_00600	Prbc.g_00943
OG0000899	Syad.g_00601	Prbc.g_00944
OG0000900	Syad.g_00602	Prbc.g_00945
OG0000901	Syad.g_00607	Prbc.g_00948
OG0000902	Syad.g_00609	Prbc.g_00950
OG0000903	Syad.g_00645	Prbc.g_00960
OG0000904	Syad.g_00640	Prbc.g_00955
OG0000905	Syad.g_00632	Prbc.g_00952
OG0000906	Syad.g_00630	Prbc.g_00951
OG0000907	Syad.g_00648	Prbc.g_00327
OG0000908	Syad.g_00651	Prbc.g_00324
OG0000909	Syad.g_00652	Prbc.g_00323
OG0000910	Syad.g_00653	Prbc.g_00322
OG0000911	Syad.g_00655	Prbc.g_00320
OG0000912	Syad.g_00656	Prbc.g_00319
OG0000913	Syad.g_00657	Prbc.g_00318
OG0000914	Syad.g_00658	Prbc.g_00317
OG0000915	Syad.g_00660	Prbc.g_00316
OG0000916	Syad.g_00661	Prbc.g_00315
OG0000917	Syad.g_00662	Prbc.g_00314
OG0000918	Syad.g_00663	Prbc.g_00313
OG0000919	Syad.g_00664	Prbc.g_00312
OG0000920	Syad.g_00665	Prbc.g_00311
OG0000921	Syad.g_00666	Prbc.g_00310
OG0000922	Syad.g_00667	Prbc.g_00309
OG0000923	Syad.g_00671	Prbc.g_00305
OG0000924	Syad.g_00672	Prbc.g_00304
OG0000925	Syad.g_00673	Prbc.g_00303
OG0000926	Syad.g_00674	Prbc.g_00302
OG0000927	Syad.g_00676	Prbc.g_00300
OG0000928	Syad.g_00677	Prbc.g_00299
OG0000929	Syad.g_00678	Prbc.g_00298
OG0000930	Syad.g_00679	Prbc.g_00297
OG0000931	Syad.g_00680	Prbc.g_00296
OG0000932	Syad.g_00681	Prbc.g_00295
OG0000933	Syad.g_00687	Prbc.g_00291
OG0000934	Syad.g_00689	Prbc.g_00289
OG0000935	Syad.g_00690	Prbc.g_00288
OG0000936	Syad.g_00691	Prbc.g_00287
OG0000937	Syad.g_00692	Prbc.g_00286
OG0000938	Syad.g_00695	Prbc.g_00283
OG0000939	Syad.g_00696	Prbc.g_00282
OG0000940	Syad.g_00703	Prbc.g_00275
OG0000941	Syad.g_00705	Prbc.g_00273
OG0000942	Syad.g_00707	Prbc.g_00271
OG0000943	Syad.g_00708	Prbc.g_00270
OG0000944	Syad.g_00710	Prbc.g_00268
OG0000945	Syad.g_00711	Prbc.g_00267
OG0000946	Syad.g_00716	Prbc.g_00248
OG0000947	Syad.g_00719	Prbc.g_00246
OG0000948	Syad.g_00720	Prbc.g_00245
OG0000949	Syad.g_00432	Prbc.g_00242
OG0000950	Syad.g_00418	Prbc.g_00237
OG0000951	Syad.g_00411	Prbc.g_00233
OG0000952	Syad.g_00375	Prbc.g_00229
OG0000953	Syad.g_00369	Prbc.g_00225
OG0000954	Syad.g_00364	Prbc.g_00221
OG0000955	Syad.g_00363	Prbc.g_00220
OG0000956	Syad.g_00361	Prbc.g_00218
OG0000957	Syad.g_00350	Prbc.g_00213
OG0000958	Syad.g_00349	Prbc.g_00212
OG0000959	Syad.g_00345	Prbc.g_00208
OG0000960	Syad.g_00344	Prbc.g_00207
OG0000961	Syad.g_00335	Prbc.g_00204
OG0000962	Syad.g_00332	Prbc.g_00202
OG0000963	Syad.g_00325	Prbc.g_00197
OG0000964	Syad.g_00324	Prbc.g_00196
OG0000965	Syad.g_00323	Prbc.g_00195
OG0000966	Syad.g_00246	Prbc.g_00965
OG0000967	Syad.g_00234	Prbc.g_00969
OG0000968	Syad.g_00243	Prbc.g_00971
OG0000969	Syad.g_00240	Prbc.g_00972
OG0000970	Syad.g_00239	Prbc.g_00973
OG0000971	Syad.g_00229	Prbc.g_00974
OG0000972	Syad.g_00228	Prbc.g_00975
OG0000973	Syad.g_00227	Prbc.g_00976
OG0000974	Syad.g_00226	Prbc.g_00977
OG0000975	Syad.g_00225	Prbc.g_00978
OG0000976	Syad.g_00224	Prbc.g_00979
OG0000977	Syad.g_00222	Prbc.g_00980
OG0000978	Syad.g_00221	Prbc.g_00981
OG0000979	Syad.g_00218	Prbc.g_00984
OG0000980	Syad.g_00215	Prbc.g_00986
OG0000981	Syad.g_00212	Prbc.g_00989
OG0000982	Syad.g_03035	Prbc.g_00991
OG0000983	Syad.g_03036	Prbc.g_00992
OG0000984	Syad.g_03037	Prbc.g_00993
OG0000985	Syad.g_03039	Prbc.g_00996
OG0000986	Syad.g_03049	Prbc.g_00998
OG0000987	Syad.g_00002	Prbc.g_00999
OG0000988	Syad.g_00008	Prbc.g_01002
OG0000989	Syad.g_00020	Prbc.g_01006
OG0000990	Syad.g_00061	Prbc.g_01011
OG0000991	Syad.g_00064	Prbc.g_01012
OG0000992	Syad.g_00067	Prbc.g_01015
OG0000993	Syad.g_00069	Prbc.g_01016
OG0000994	Syad.g_00071	Prbc.g_01017
OG0000995	Syad.g_00077	Prbc.g_01021
OG0000996	Syad.g_00121	Prbc.g_01022
OG0000997	Syad.g_00128	Prbc.g_01043
OG0000998	Syad.g_00130	Prbc.g_01045
OG0000999	Syad.g_00131	Prbc.g_01046
OG0001000	Syad.g_00136	Prbc.g_01049
OG0001001	Syad.g_00141	Prbc.g_01052
OG0001002	Syad.g_00148	Prbc.g_01057
OG0001003	Syad.g_00150	Prbc.g_01060
OG0001004	Syad.g_00151	Prbc.g_01061
OG0001005	Syad.g_00152	Prbc.g_01062
OG0001006	Syad.g_00160	Prbc.g_01067
OG0001007	Syad.g_00162	Prbc.g_01069
OG0001008	Syad.g_02449	Prbc.g_01498
OG0001009	Syad.g_00194	Prbc.g_01097
OG0001010	Syad.g_00195	Prbc.g_01098
OG0001011	Syad.g_00196	Prbc.g_01099
OG0001012	Syad.g_03030	Prbc.g_01121
OG0001013	Syad.g_03011	Prbc.g_01126
OG0001014	Syad.g_03002	Prbc.g_01129
OG0001015	Syad.g_03001	Prbc.g_01130
OG0001016	Syad.g_02734	Prbc.g_00500
OG0001017	Syad.g_02740	Prbc.g_00496
OG0001018	Syad.g_02742	Prbc.g_00493
OG0001019	Syad.g_02771	Prbc.g_00484
OG0001020	Syad.g_02777	Prbc.g_00483
OG0001021	Syad.g_02781	Prbc.g_00482
OG0001022	Syad.g_02786	Prbc.g_00479
OG0001023	Syad.g_02787	Prbc.g_00478
OG0001024	Syad.g_02791	Prbc.g_00475
OG0001025	Syad.g_02798	Prbc.g_00468
OG0001026	Syad.g_02811	Prbc.g_00460
OG0001027	Syad.g_02817	Prbc.g_00459
OG0001028	Syad.g_02819	Prbc.g_00457
OG0001029	Syad.g_02821	Prbc.g_00455
OG0001030	Syad.g_02848	Prbc.g_00439
OG0001031	Syad.g_02925	Prbc.g_00385
OG0001032	Syad.g_02928	Prbc.g_00384
OG0001033	Syad.g_02956	Prbc.g_00364
OG0001034	Syad.g_00819	Prbc.g_00334
OG0001035	Syad.g_00559	Prbc.g_01150
OG0001036	Syad.g_00554	Prbc.g_01154
OG0001037	Syad.g_00552	Prbc.g_01155
OG0001039	Syad.g_00522	Prbc.g_01173
OG0001040	Syad.g_00519	Prbc.g_01176
OG0001041	Syad.g_00514	Prbc.g_01180
OG0001042	Syad.g_00485	Prbc.g_01196
OG0001043	Syad.g_00481	Prbc.g_01197
OG0001044	Syad.g_00760	Prbc.g_01245
OG0001045	Syad.g_00773	Prbc.g_01254
OG0001046	Syad.g_01722	Prbc.g_02168
OG0001047	Syad.g_02447	Prbc.g_01500
OG0001048	Syad.g_02446	Prbc.g_01501
OG0001049	Syad.g_02443	Prbc.g_01503
OG0001050	Syad.g_02442	Prbc.g_01504
OG0001051	Syad.g_02441	Prbc.g_01505
OG0001052	Syad.g_02357	Prbc.g_01531
OG0001054	Syad.g_00925	Prbc.g_01557
OG0001055	Syad.g_00946	Prbc.g_01597
OG0001056	Syad.g_00982	Prbc.g_01615
OG0001057	Syad.g_00996	Prbc.g_01620
OG0001058	Syad.g_01015	Prbc.g_01629
OG0001059	Syad.g_01018	Prbc.g_01633
OG0001060	Syad.g_01025	Prbc.g_01640
OG0001061	Syad.g_01047	Prbc.g_01653
OG0001062	Syad.g_01049	Prbc.g_01655
OG0001063	Syad.g_01056	Prbc.g_01656
OG0001064	Syad.g_01057	Prbc.g_01657
OG0001065	Syad.g_01058	Prbc.g_01658
OG0001066	Syad.g_01059	Prbc.g_01659
OG0001067	Syad.g_01060	Prbc.g_01660
OG0001068	Syad.g_01061	Prbc.g_01661
OG0001069	Syad.g_01062	Prbc.g_01662
OG0001070	Syad.g_01065	Prbc.g_01664
OG0001071	Syad.g_01066	Prbc.g_01665
OG0001072	Syad.g_01070	Prbc.g_01666
OG0001073	Syad.g_01090	Prbc.g_01680
OG0001074	Syad.g_02197	Prbc.g_01692
OG0001075	Syad.g_02196	Prbc.g_01693
OG0001076	Syad.g_02175	Prbc.g_01700
OG0001077	Syad.g_02164	Prbc.g_01705
OG0001078	Syad.g_02151	Prbc.g_01713
OG0001079	Syad.g_02138	Prbc.g_01724
OG0001080	Syad.g_02008	Prbc.g_01730
OG0001081	Syad.g_01568	Prbc.g_01732
OG0001082	Syad.g_01569	Prbc.g_01733
OG0001083	Syad.g_01578	Prbc.g_01738
OG0001084	Syad.g_01586	Prbc.g_01739
OG0001085	Syad.g_01596	Prbc.g_01749
OG0001086	Syad.g_01598	Prbc.g_01750
OG0001087	Syad.g_01372	Prbc.g_01770
OG0001088	Syad.g_01368	Prbc.g_01771
OG0001089	Syad.g_01302	Prbc.g_01779
OG0001090	Syad.g_01817	Prbc.g_01788
OG0001091	Syad.g_01815	Prbc.g_01790
OG0001092	Syad.g_01812	Prbc.g_01791
OG0001093	Syad.g_01806	Prbc.g_01796
OG0001094	Syad.g_01895	Prbc.g_01852
OG0001095	Syad.g_01874	Prbc.g_01871
OG0001096	Syad.g_01847	Prbc.g_01886
OG0001097	Syad.g_01223	Prbc.g_01906
OG0001098	Syad.g_02005, Syad.g_01995	Prbc.g_01923
OG0001099	Syad.g_02820	Prbc.g_01962
OG0001100	Syad.g_01608	Prbc.g_01969
OG0001101	Syad.g_01610	Prbc.g_01971
OG0001102	Syad.g_01613	Prbc.g_01974
OG0001103	Syad.g_01616	Prbc.g_01976
OG0001104	Syad.g_01911	Prbc.g_01838
OG0001105	Syad.g_01907	Prbc.g_01842
OG0001106	Syad.g_01771	Prbc.g_02024
OG0001107	Syad.g_01759	Prbc.g_02034
OG0001108	Syad.g_01744	Prbc.g_02038
OG0001109	Syad.g_01739	Prbc.g_02039
