Orthogroup	Syad	Pran
OG0000582	Syad.g_02206	Pran.g_01570
OG0000583	Syad.g_02205	Pran.g_01569
OG0000584	Syad.g_02204	Pran.g_01568
OG0000585	Syad.g_02202	Pran.g_01566
OG0000586	Syad.g_02201	Pran.g_01565
OG0000587	Syad.g_02199	Pran.g_01564
OG0000588	Syad.g_02183	Pran.g_01560
OG0000589	Syad.g_02178	Pran.g_01557
OG0000590	Syad.g_02177	Pran.g_01556
OG0000591	Syad.g_02169	Pran.g_01553
OG0000592	Syad.g_02168	Pran.g_01552
OG0000593	Syad.g_02156	Pran.g_01546
OG0000594	Syad.g_02155	Pran.g_01545
OG0000595	Syad.g_02154	Pran.g_01544
OG0000596	Syad.g_02149	Pran.g_01540
OG0000597	Syad.g_02146	Pran.g_01538
OG0000598	Syad.g_02145	Pran.g_01537
OG0000599	Syad.g_02142	Pran.g_01534
OG0000600	Syad.g_02141	Pran.g_01533
OG0000601	Syad.g_02140	Pran.g_01532
OG0000602	Syad.g_02135	Pran.g_01530
OG0000603	Syad.g_02134	Pran.g_01529
OG0000604	Syad.g_02131	Pran.g_01528
OG0000605	Syad.g_02026	Pran.g_01527
OG0000606	Syad.g_01567	Pran.g_01524
OG0000607	Syad.g_01571	Pran.g_01521
OG0000608	Syad.g_01572	Pran.g_01520
OG0000609	Syad.g_01574	Pran.g_01519
OG0000610	Syad.g_01589	Pran.g_01514
OG0000611	Syad.g_01592	Pran.g_01511
OG0000612	Syad.g_01593	Pran.g_01510
OG0000613	Syad.g_00457	Pran.g_01505
OG0000614	Syad.g_01340	Pran.g_01486
OG0000615	Syad.g_01948	Pran.g_01478
OG0000616	Syad.g_00145	Pran.g_01472
OG0000617	Syad.g_01810	Pran.g_01454
OG0000618	Syad.g_01809	Pran.g_01453
OG0000619	Syad.g_01808	Pran.g_01452
OG0000620	Syad.g_01803	Pran.g_01449
OG0000621	Syad.g_01802	Pran.g_01448
OG0000622	Syad.g_01801	Pran.g_01447
OG0000623	Syad.g_01800	Pran.g_01446
OG0000624	Syad.g_01798	Pran.g_01445
OG0000625	Syad.g_01797	Pran.g_01444
OG0000626	Syad.g_01796	Pran.g_01443
OG0000627	Syad.g_01640	Pran.g_01442
OG0000628	Syad.g_01641	Pran.g_01441
OG0000629	Syad.g_01644	Pran.g_01440
OG0000630	Syad.g_01648	Pran.g_01437
OG0000631	Syad.g_01658	Pran.g_01352
OG0000632	Syad.g_01659	Pran.g_01351
OG0000633	Syad.g_01660	Pran.g_01350
OG0000634	Syad.g_01893	Pran.g_01347
OG0000635	Syad.g_01892	Pran.g_01346
OG0000636	Syad.g_01890	Pran.g_01344
OG0000637	Syad.g_01888	Pran.g_01342
OG0000638	Syad.g_01887	Pran.g_01341
OG0000639	Syad.g_01886	Pran.g_01340
OG0000640	Syad.g_01885	Pran.g_01339
OG0000641	Syad.g_01881	Pran.g_01335
OG0000642	Syad.g_01880	Pran.g_01334
OG0000643	Syad.g_01878	Pran.g_01333
OG0000644	Syad.g_01877	Pran.g_01332
OG0000645	Syad.g_01875	Pran.g_01331
OG0000646	Syad.g_01872	Pran.g_01329
OG0000647	Syad.g_01870	Pran.g_01328
OG0000648	Syad.g_01860	Pran.g_01326
OG0000649	Syad.g_01859	Pran.g_01325
OG0000650	Syad.g_01858	Pran.g_01324
OG0000651	Syad.g_01857	Pran.g_01323
OG0000652	Syad.g_01856	Pran.g_01322
OG0000653	Syad.g_01850	Pran.g_01320
OG0000654	Syad.g_01849	Pran.g_01319
OG0000655	Syad.g_01848	Pran.g_01318
OG0000656	Syad.g_01845	Pran.g_01315
OG0000657	Syad.g_01240	Pran.g_01308
OG0000658	Syad.g_01231	Pran.g_01307
OG0000659	Syad.g_01230	Pran.g_01306
OG0000660	Syad.g_01226	Pran.g_01302
OG0000661	Syad.g_01224	Pran.g_01300
OG0000662	Syad.g_01222	Pran.g_01298
OG0000663	Syad.g_01219	Pran.g_01296
OG0000664	Syad.g_01209	Pran.g_01295
OG0000665	Syad.g_02115	Pran.g_01291
OG0000666	Syad.g_02027	Pran.g_01290
OG0000667	Syad.g_00612	Pran.g_01285
OG0000668	Syad.g_01688	Pran.g_00413
OG0000669	Syad.g_01606	Pran.g_00421
OG0000670	Syad.g_01609	Pran.g_00423
OG0000671	Syad.g_01611	Pran.g_00425
OG0000672	Syad.g_01615	Pran.g_00427
OG0000673	Syad.g_01618	Pran.g_00430
OG0000674	Syad.g_01620	Pran.g_00432
OG0000675	Syad.g_01633	Pran.g_00433
OG0000676	Syad.g_01635	Pran.g_00435
OG0000677	Syad.g_01636	Pran.g_00436
OG0000678	Syad.g_01957	Pran.g_00438
OG0000679	Syad.g_01922	Pran.g_00442
OG0000680	Syad.g_01921	Pran.g_00443
OG0000681	Syad.g_01919	Pran.g_00445
OG0000682	Syad.g_01918	Pran.g_00446
OG0000683	Syad.g_01917	Pran.g_00447
OG0000684	Syad.g_01912	Pran.g_00449
OG0000685	Syad.g_01910	Pran.g_00451
OG0000686	Syad.g_01909	Pran.g_00452
OG0000687	Syad.g_01908	Pran.g_00453
OG0000688	Syad.g_01904	Pran.g_00456
OG0000689	Syad.g_01902	Pran.g_00457
OG0000690	Syad.g_01901	Pran.g_00458
OG0000691	Syad.g_01900	Pran.g_00459
OG0000692	Syad.g_01899	Pran.g_00461
OG0000693	Syad.g_01897	Pran.g_00462
OG0000694	Syad.g_01896	Pran.g_00463
OG0000695	Syad.g_01662	Pran.g_00465
OG0000696	Syad.g_01663	Pran.g_00466
OG0000697	Syad.g_01789	Pran.g_00467
OG0000698	Syad.g_01786	Pran.g_00470
OG0000699	Syad.g_01785	Pran.g_00471
OG0000700	Syad.g_01784	Pran.g_00472
OG0000701	Syad.g_01783	Pran.g_00473
OG0000702	Syad.g_01775	Pran.g_00475
OG0000703	Syad.g_01774	Pran.g_00476
OG0000704	Syad.g_01772	Pran.g_00477
OG0000705	Syad.g_01765	Pran.g_00481
OG0000706	Syad.g_01764	Pran.g_00482
OG0000707	Syad.g_01763	Pran.g_00483
OG0000708	Syad.g_01760	Pran.g_00484
OG0000709	Syad.g_01745	Pran.g_00488
OG0000710	Syad.g_01738	Pran.g_00491
OG0000711	Syad.g_01710	Pran.g_00508
OG0000712	Syad.g_01708	Pran.g_00510
OG0000713	Syad.g_01707	Pran.g_00511
OG0000714	Syad.g_01705	Pran.g_00512
OG0000715	Syad.g_01703	Pran.g_00514
OG0000716	Syad.g_01697	Pran.g_00516
OG0000717	Syad.g_01696	Pran.g_00517
OG0000718	Syad.g_01692	Pran.g_00537
OG0000719	Syad.g_01690	Pran.g_00539
OG0000720	Syad.g_01677	Pran.g_00548
OG0000721	Syad.g_01675	Pran.g_00550
OG0000722	Syad.g_01674	Pran.g_00551
OG0000723	Syad.g_01791	Pran.g_00554
OG0000724	Syad.g_01284	Pran.g_00563
OG0000725	Syad.g_01293	Pran.g_00569
OG0000726	Syad.g_01294	Pran.g_00570
OG0000727	Syad.g_01295	Pran.g_00571
OG0000728	Syad.g_01297	Pran.g_00573
OG0000729	Syad.g_00331	Pran.g_00133
OG0000730	Syad.g_00758	Pran.g_00129
OG0000731	Syad.g_00770	Pran.g_00125
OG0000732	Syad.g_00214	Pran.g_00115
OG0000733	Syad.g_00028	Pran.g_00092
OG0000734	Syad.g_02809	Pran.g_00075
OG0000735	Syad.g_01120	Pran.g_00073
OG0000736	Syad.g_01121	Pran.g_00072
OG0000737	Syad.g_01122	Pran.g_00071
OG0000738	Syad.g_01127	Pran.g_00067
OG0000739	Syad.g_01145	Pran.g_00066
OG0000740	Syad.g_01146	Pran.g_00065
OG0000741	Syad.g_01149	Pran.g_00064
OG0000742	Syad.g_01151	Pran.g_00061
OG0000743	Syad.g_01153	Pran.g_00059
OG0000744	Syad.g_01154	Pran.g_00058
OG0000745	Syad.g_01156	Pran.g_00057
OG0000746	Syad.g_01158	Pran.g_00055
OG0000747	Syad.g_01159	Pran.g_00054
OG0000748	Syad.g_01170	Pran.g_00051
OG0000749	Syad.g_01173	Pran.g_00050
OG0000750	Syad.g_01174	Pran.g_00049
OG0000751	Syad.g_01182	Pran.g_00047
OG0000752	Syad.g_01184	Pran.g_00045
OG0000753	Syad.g_01187	Pran.g_00042
OG0000754	Syad.g_01516	Pran.g_00039
OG0000755	Syad.g_01504	Pran.g_00036
OG0000756	Syad.g_01498	Pran.g_00035
OG0000757	Syad.g_01487	Pran.g_00029
OG0000758	Syad.g_01486	Pran.g_00028
OG0000759	Syad.g_01485	Pran.g_00027
OG0000760	Syad.g_01484	Pran.g_00026
OG0000761	Syad.g_01480	Pran.g_00025
OG0000762	Syad.g_01474	Pran.g_00024
OG0000763	Syad.g_01468	Pran.g_00022
OG0000764	Syad.g_01467	Pran.g_00021
OG0000765	Syad.g_01447	Pran.g_00012
OG0000766	Syad.g_01446	Pran.g_00011
OG0000767	Syad.g_01444	Pran.g_00009
OG0000768	Syad.g_01443	Pran.g_00008
OG0000769	Syad.g_01441	Pran.g_00006
OG0000770	Syad.g_01437	Pran.g_00004
OG0000771	Syad.g_01278	Pran.g_00918
OG0000772	Syad.g_02078	Pran.g_00899
OG0000773	Syad.g_01114	Pran.g_00885
OG0000774	Syad.g_02396	Pran.g_00883
OG0000775	Syad.g_02398	Pran.g_00881
OG0000776	Syad.g_02399	Pran.g_00880
OG0000777	Syad.g_02400	Pran.g_00879
OG0000778	Syad.g_02401	Pran.g_00878
OG0000779	Syad.g_02407	Pran.g_00874
OG0000780	Syad.g_02411	Pran.g_00873
OG0000781	Syad.g_02415	Pran.g_00870
OG0000782	Syad.g_02416	Pran.g_00869
OG0000783	Syad.g_02418	Pran.g_00868
OG0000784	Syad.g_02419	Pran.g_00867
OG0000785	Syad.g_02421	Pran.g_00865
OG0000786	Syad.g_01101	Pran.g_00863
OG0000787	Syad.g_01100	Pran.g_00862
OG0000788	Syad.g_02139	Pran.g_00853
OG0000789	Syad.g_01982	Pran.g_00850
OG0000790	Syad.g_00886	Pran.g_00836
OG0000791	Syad.g_00885	Pran.g_00834
OG0000792	Syad.g_00884	Pran.g_00833
OG0000793	Syad.g_00879	Pran.g_00830
OG0000794	Syad.g_00878	Pran.g_00829
OG0000795	Syad.g_00877	Pran.g_00828
OG0000796	Syad.g_00871	Pran.g_00824
OG0000797	Syad.g_00870	Pran.g_00823
OG0000798	Syad.g_00525	Pran.g_00789
OG0000799	Syad.g_02243	Pran.g_00751
OG0000800	Syad.g_02245	Pran.g_00750
OG0000801	Syad.g_02246	Pran.g_00749
OG0000802	Syad.g_02251	Pran.g_00747
OG0000803	Syad.g_02255	Pran.g_00745
OG0000804	Syad.g_02260	Pran.g_00744
OG0000805	Syad.g_02266	Pran.g_00742
OG0000806	Syad.g_02267	Pran.g_00740
OG0000807	Syad.g_02269	Pran.g_00739
OG0000808	Syad.g_02270	Pran.g_00738
OG0000809	Syad.g_02273	Pran.g_00735
OG0000810	Syad.g_02274	Pran.g_00734
OG0000811	Syad.g_02283	Pran.g_00730
OG0000812	Syad.g_02285	Pran.g_00728
OG0000813	Syad.g_02286	Pran.g_00727
OG0000814	Syad.g_02288	Pran.g_00725
OG0000815	Syad.g_02289	Pran.g_00724
OG0000816	Syad.g_02290	Pran.g_00722
OG0000817	Syad.g_02291	Pran.g_00721
OG0000818	Syad.g_02297	Pran.g_00716
OG0000819	Syad.g_02298	Pran.g_00715
OG0000820	Syad.g_02299	Pran.g_00714
OG0000821	Syad.g_02305	Pran.g_00710
OG0000822	Syad.g_02307	Pran.g_00709
OG0000823	Syad.g_02308	Pran.g_00708
OG0000824	Syad.g_02314	Pran.g_00705
OG0000825	Syad.g_02315	Pran.g_00704
OG0000826	Syad.g_02316	Pran.g_00703
OG0000827	Syad.g_02317	Pran.g_00702
OG0000828	Syad.g_02320	Pran.g_00699
OG0000829	Syad.g_02321	Pran.g_00698
OG0000830	Syad.g_02322	Pran.g_00697
OG0000831	Syad.g_02325	Pran.g_00695
OG0000832	Syad.g_02538	Pran.g_00689
OG0000833	Syad.g_02550	Pran.g_00681
OG0000834	Syad.g_02552	Pran.g_00680
OG0000835	Syad.g_02553	Pran.g_00679
OG0000836	Syad.g_02557	Pran.g_00678
OG0000837	Syad.g_02561	Pran.g_00677
OG0000838	Syad.g_02565	Pran.g_00675
OG0000839	Syad.g_02566	Pran.g_00674
OG0000840	Syad.g_02567	Pran.g_00673
OG0000841	Syad.g_02568	Pran.g_00672
OG0000842	Syad.g_02569	Pran.g_00671
OG0000843	Syad.g_02570	Pran.g_00670
OG0000844	Syad.g_02577	Pran.g_00669
OG0000845	Syad.g_02578	Pran.g_00668
OG0000846	Syad.g_02579	Pran.g_00667
OG0000847	Syad.g_02580	Pran.g_00666
OG0000848	Syad.g_02582	Pran.g_00665
OG0000849	Syad.g_02583	Pran.g_00664
OG0000850	Syad.g_02586	Pran.g_00662
OG0000851	Syad.g_02592	Pran.g_00661
OG0000852	Syad.g_02593	Pran.g_00660
OG0000853	Syad.g_02597	Pran.g_00656
OG0000854	Syad.g_02606	Pran.g_00654
OG0000855	Syad.g_02607	Pran.g_00653
OG0000856	Syad.g_02166	Pran.g_00636
OG0000857	Syad.g_01871	Pran.g_00598
OG0000858	Syad.g_02613	Pran.g_00964
OG0000859	Syad.g_02614	Pran.g_00965
OG0000860	Syad.g_02625	Pran.g_00972
OG0000861	Syad.g_02626	Pran.g_00973
OG0000862	Syad.g_02628	Pran.g_00974
OG0000863	Syad.g_02631	Pran.g_00976
OG0000864	Syad.g_02632	Pran.g_00977
OG0000865	Syad.g_02633	Pran.g_00978
OG0000866	Syad.g_02634	Pran.g_00979
OG0000867	Syad.g_02635	Pran.g_00980
OG0000868	Syad.g_02637	Pran.g_00981
OG0000869	Syad.g_02643	Pran.g_00985
OG0000870	Syad.g_02648	Pran.g_00990
OG0000871	Syad.g_02649	Pran.g_00991
OG0000872	Syad.g_02657	Pran.g_00992
OG0000873	Syad.g_02660	Pran.g_00995
OG0000874	Syad.g_02655	Pran.g_00998
OG0000875	Syad.g_02662	Pran.g_00999
OG0000876	Syad.g_03003	Pran.g_01000
OG0000877	Syad.g_02480	Pran.g_01002
OG0000878	Syad.g_02481	Pran.g_01003
OG0000879	Syad.g_02482	Pran.g_01004
OG0000880	Syad.g_02483	Pran.g_01005
OG0000881	Syad.g_02489	Pran.g_01009
OG0000882	Syad.g_02494	Pran.g_01014
OG0000883	Syad.g_02497	Pran.g_01015
OG0000884	Syad.g_02499	Pran.g_01017
OG0000885	Syad.g_02500	Pran.g_01018
OG0000886	Syad.g_02501	Pran.g_01019
OG0000887	Syad.g_02502	Pran.g_01020
OG0000888	Syad.g_02504	Pran.g_01022
OG0000889	Syad.g_02506	Pran.g_01024
OG0000890	Syad.g_02512	Pran.g_01025
OG0000891	Syad.g_02513	Pran.g_01026
OG0000892	Syad.g_02517	Pran.g_01028
OG0000893	Syad.g_00589	Pran.g_01032
OG0000894	Syad.g_00592	Pran.g_01034
OG0000895	Syad.g_00596	Pran.g_01037
OG0000896	Syad.g_00597	Pran.g_01038
OG0000897	Syad.g_00599	Pran.g_01040
OG0000898	Syad.g_00600	Pran.g_01041
OG0000899	Syad.g_00601	Pran.g_01042
OG0000900	Syad.g_00602	Pran.g_01044
OG0000901	Syad.g_00607	Pran.g_01047
OG0000902	Syad.g_00609	Pran.g_01049
OG0000903	Syad.g_00645	Pran.g_01052
OG0000904	Syad.g_00640	Pran.g_01054
OG0000905	Syad.g_00632	Pran.g_01058
OG0000906	Syad.g_00630	Pran.g_01059
OG0000907	Syad.g_00648	Pran.g_01062
OG0000908	Syad.g_00651	Pran.g_01065
OG0000909	Syad.g_00652	Pran.g_01066
OG0000910	Syad.g_00653	Pran.g_01067
OG0000911	Syad.g_00655	Pran.g_01070
OG0000912	Syad.g_00656	Pran.g_01071
OG0000913	Syad.g_00657	Pran.g_01072
OG0000914	Syad.g_00658	Pran.g_01073
OG0000915	Syad.g_00660	Pran.g_01074
OG0000916	Syad.g_00661	Pran.g_01075
OG0000917	Syad.g_00662	Pran.g_01076
OG0000918	Syad.g_00663	Pran.g_01077
OG0000919	Syad.g_00664	Pran.g_01078
OG0000920	Syad.g_00665	Pran.g_01079
OG0000921	Syad.g_00666	Pran.g_01080
OG0000922	Syad.g_00667	Pran.g_01081
OG0000923	Syad.g_00671	Pran.g_01085
OG0000924	Syad.g_00672	Pran.g_01086
OG0000925	Syad.g_00673	Pran.g_01087
OG0000926	Syad.g_00674	Pran.g_01088
OG0000927	Syad.g_00676	Pran.g_01090
OG0000928	Syad.g_00677	Pran.g_01091
OG0000929	Syad.g_00678	Pran.g_01092
OG0000930	Syad.g_00679	Pran.g_01093
OG0000931	Syad.g_00680	Pran.g_01094
OG0000932	Syad.g_00681	Pran.g_01095
OG0000933	Syad.g_00687	Pran.g_01099
OG0000934	Syad.g_00689	Pran.g_01101
OG0000935	Syad.g_00690	Pran.g_01102
OG0000936	Syad.g_00691	Pran.g_01103
OG0000937	Syad.g_00692	Pran.g_01104
OG0000938	Syad.g_00695	Pran.g_01106
OG0000939	Syad.g_00696	Pran.g_01107
OG0000940	Syad.g_00703	Pran.g_01114
OG0000941	Syad.g_00705	Pran.g_01116
OG0000942	Syad.g_00707	Pran.g_01118
OG0000943	Syad.g_00708	Pran.g_01119
OG0000944	Syad.g_00710	Pran.g_01120
OG0000945	Syad.g_00711	Pran.g_01121
OG0000946	Syad.g_00716	Pran.g_01125
OG0000947	Syad.g_00719	Pran.g_01127
OG0000948	Syad.g_00720	Pran.g_01128
OG0000949	Syad.g_00432	Pran.g_01131
OG0000950	Syad.g_00418	Pran.g_01136
OG0000951	Syad.g_00411	Pran.g_01139
OG0000952	Syad.g_00375	Pran.g_01143
OG0000953	Syad.g_00369	Pran.g_01146
OG0000954	Syad.g_00364	Pran.g_01150
OG0000955	Syad.g_00363	Pran.g_01151
OG0000956	Syad.g_00361	Pran.g_01153
OG0000957	Syad.g_00350	Pran.g_01158
OG0000958	Syad.g_00349	Pran.g_01159
OG0000959	Syad.g_00345	Pran.g_01163
OG0000960	Syad.g_00344	Pran.g_01164
OG0000961	Syad.g_00335	Pran.g_01166
OG0000962	Syad.g_00332	Pran.g_01168
OG0000963	Syad.g_00325	Pran.g_01172
OG0000964	Syad.g_00324	Pran.g_01173
OG0000965	Syad.g_00323	Pran.g_01174
OG0000966	Syad.g_00246	Pran.g_01182
OG0000967	Syad.g_00234	Pran.g_01186
OG0000968	Syad.g_00243	Pran.g_01188
OG0000969	Syad.g_00240	Pran.g_01189
OG0000970	Syad.g_00239	Pran.g_01190
OG0000971	Syad.g_00229	Pran.g_01191
OG0000972	Syad.g_00228	Pran.g_01192
OG0000973	Syad.g_00227	Pran.g_01193
OG0000974	Syad.g_00226	Pran.g_01194
OG0000975	Syad.g_00225	Pran.g_01195
OG0000976	Syad.g_00224	Pran.g_01196
OG0000977	Syad.g_00222	Pran.g_01197
OG0000978	Syad.g_00221	Pran.g_01198
OG0000979	Syad.g_00218	Pran.g_01201
OG0000980	Syad.g_00215	Pran.g_01202
OG0000981	Syad.g_00212	Pran.g_01204
OG0000982	Syad.g_03035	Pran.g_01206
OG0000983	Syad.g_03036	Pran.g_01207
OG0000984	Syad.g_03037	Pran.g_01208
OG0000985	Syad.g_03039	Pran.g_01211
OG0000986	Syad.g_03049	Pran.g_01213
OG0000987	Syad.g_00002	Pran.g_01214
OG0000988	Syad.g_00008	Pran.g_01217
OG0000989	Syad.g_00020	Pran.g_01221
OG0000990	Syad.g_00061	Pran.g_01224
OG0000991	Syad.g_00064	Pran.g_01225
OG0000992	Syad.g_00067	Pran.g_01227
OG0000993	Syad.g_00069	Pran.g_01228
OG0000994	Syad.g_00071	Pran.g_01229
OG0000995	Syad.g_00077	Pran.g_01233
OG0000996	Syad.g_00121	Pran.g_01234
OG0000997	Syad.g_00128	Pran.g_01235
OG0000998	Syad.g_00130	Pran.g_01237
OG0000999	Syad.g_00131	Pran.g_01238
OG0001000	Syad.g_00136	Pran.g_01241
OG0001001	Syad.g_00141	Pran.g_01243
OG0001002	Syad.g_00148	Pran.g_01247
OG0001003	Syad.g_00150	Pran.g_01249
OG0001004	Syad.g_00151	Pran.g_01250
OG0001005	Syad.g_00152	Pran.g_01251
OG0001006	Syad.g_00160	Pran.g_01255
OG0001007	Syad.g_00162	Pran.g_01257
OG0001008	Syad.g_02449	Pran.g_01743
OG0001009	Syad.g_00194	Pran.g_00397
OG0001010	Syad.g_00195	Pran.g_00396
OG0001011	Syad.g_00196	Pran.g_00395
OG0001012	Syad.g_03030	Pran.g_00382
OG0001013	Syad.g_03011	Pran.g_00377
OG0001014	Syad.g_03002	Pran.g_00374
OG0001015	Syad.g_03001	Pran.g_00373
OG0001016	Syad.g_02734	Pran.g_00359
OG0001017	Syad.g_02740	Pran.g_00355
OG0001018	Syad.g_02742	Pran.g_00352
OG0001019	Syad.g_02771	Pran.g_00343
OG0001020	Syad.g_02777	Pran.g_00342
OG0001021	Syad.g_02781	Pran.g_00341
OG0001022	Syad.g_02786	Pran.g_00339
OG0001023	Syad.g_02787	Pran.g_00338
OG0001024	Syad.g_02791	Pran.g_00335
OG0001025	Syad.g_02798	Pran.g_00329
OG0001026	Syad.g_02811	Pran.g_00322
OG0001027	Syad.g_02817	Pran.g_00321
OG0001028	Syad.g_02819	Pran.g_00319
OG0001029	Syad.g_02821	Pran.g_00318
OG0001030	Syad.g_02848	Pran.g_00304
OG0001031	Syad.g_02925	Pran.g_00246
OG0001032	Syad.g_02928	Pran.g_00245
OG0001033	Syad.g_02956	Pran.g_00224
OG0001034	Syad.g_00819	Pran.g_00196
OG0001035	Syad.g_00559	Pran.g_01938
OG0001036	Syad.g_00554	Pran.g_01934
OG0001037	Syad.g_00552	Pran.g_01933
OG0001039	Syad.g_00522	Pran.g_01913
OG0001040	Syad.g_00519	Pran.g_01911
OG0001041	Syad.g_00514	Pran.g_01907
OG0001042	Syad.g_00485	Pran.g_01890
OG0001043	Syad.g_00481	Pran.g_01889
OG0001044	Syad.g_00760	Pran.g_01861
OG0001045	Syad.g_00773	Pran.g_01853
OG0001046	Syad.g_01722	Pran.g_01816
OG0001047	Syad.g_02447	Pran.g_01741
OG0001048	Syad.g_02446	Pran.g_01740
OG0001049	Syad.g_02443	Pran.g_01738
OG0001050	Syad.g_02442	Pran.g_01737
OG0001051	Syad.g_02441	Pran.g_01736
OG0001052	Syad.g_02357	Pran.g_01707
OG0001054	Syad.g_00925	Pran.g_01680
OG0001055	Syad.g_00946	Pran.g_01661
OG0001056	Syad.g_00982	Pran.g_01642
OG0001057	Syad.g_00996	Pran.g_01637
OG0001058	Syad.g_01015	Pran.g_01629
OG0001059	Syad.g_01018	Pran.g_01625
OG0001060	Syad.g_01025	Pran.g_01618
OG0001061	Syad.g_01047	Pran.g_01604
OG0001062	Syad.g_01049	Pran.g_01602
OG0001063	Syad.g_01056	Pran.g_01600
OG0001064	Syad.g_01057	Pran.g_01599
OG0001065	Syad.g_01058	Pran.g_01598
OG0001066	Syad.g_01059	Pran.g_01597
OG0001067	Syad.g_01060	Pran.g_01596
OG0001068	Syad.g_01061	Pran.g_01595
OG0001069	Syad.g_01062	Pran.g_01594
OG0001070	Syad.g_01065	Pran.g_01591
OG0001071	Syad.g_01066	Pran.g_01590
OG0001072	Syad.g_01070	Pran.g_01588
OG0001073	Syad.g_01090	Pran.g_01574
OG0001074	Syad.g_02197	Pran.g_01563
OG0001075	Syad.g_02196	Pran.g_01562
OG0001076	Syad.g_02175	Pran.g_01554
OG0001077	Syad.g_02164	Pran.g_01550
OG0001078	Syad.g_02151	Pran.g_01542
OG0001079	Syad.g_02138	Pran.g_01531
OG0001080	Syad.g_02008	Pran.g_01525
OG0001081	Syad.g_01568	Pran.g_01523
OG0001082	Syad.g_01569	Pran.g_01522
OG0001083	Syad.g_01578	Pran.g_01517
OG0001084	Syad.g_01586	Pran.g_01516
OG0001085	Syad.g_01596	Pran.g_01508
OG0001086	Syad.g_01598	Pran.g_01507
OG0001087	Syad.g_01372	Pran.g_01490
OG0001088	Syad.g_01368	Pran.g_01489
OG0001089	Syad.g_01302	Pran.g_01481
OG0001090	Syad.g_01817	Pran.g_01459
OG0001091	Syad.g_01815	Pran.g_01457
OG0001092	Syad.g_01812	Pran.g_01456
OG0001093	Syad.g_01806	Pran.g_01451
OG0001094	Syad.g_01895	Pran.g_01349
OG0001095	Syad.g_01874	Pran.g_01330
OG0001096	Syad.g_01847	Pran.g_01317
OG0001097	Syad.g_01223	Pran.g_01299
OG0001098	Syad.g_02005, Syad.g_01995	Pran.g_01283
OG0001099	Syad.g_02820	Pran.g_00418
OG0001100	Syad.g_01608	Pran.g_00422
OG0001101	Syad.g_01610	Pran.g_00424
OG0001102	Syad.g_01613	Pran.g_00426
OG0001103	Syad.g_01616	Pran.g_00428
OG0001104	Syad.g_01911	Pran.g_00450
OG0001105	Syad.g_01907	Pran.g_00454
OG0001106	Syad.g_01771	Pran.g_00478
OG0001107	Syad.g_01759	Pran.g_00485
OG0001108	Syad.g_01744	Pran.g_00489
OG0001109	Syad.g_01739	Pran.g_00490
OG0001110	Syad.g_01737	Pran.g_00492
OG0001111	Syad.g_01735	Pran.g_00493
OG0001112	Syad.g_01733	Pran.g_00494
OG0001113	Syad.g_01732	Pran.g_00495
OG0001114	Syad.g_01731	Pran.g_00496
OG0001115	Syad.g_01727	Pran.g_00498
OG0001116	Syad.g_01725	Pran.g_00499
OG0001117	Syad.g_01724	Pran.g_00500
OG0001118	Syad.g_01723	Pran.g_00501
OG0001119	Syad.g_01721	Pran.g_00502
OG0001120	Syad.g_01717	Pran.g_00504
OG0001121	Syad.g_01503	Pran.g_00095, Pran.g_00507
OG0001122	Syad.g_01689	Pran.g_00540
OG0001123	Syad.g_01682	Pran.g_00544
OG0001124	Syad.g_01680	Pran.g_00546
OG0001125	Syad.g_01678	Pran.g_00547
OG0001126	Syad.g_01276	Pran.g_00557
OG0001127	Syad.g_01277	Pran.g_00558
OG0001128	Syad.g_01280	Pran.g_00560
OG0001129	Syad.g_01282	Pran.g_00561
OG0001130	Syad.g_01283	Pran.g_00562
OG0001131	Syad.g_01953	Pran.g_00154
OG0001132	Syad.g_02038	Pran.g_00144
OG0001133	Syad.g_02172	Pran.g_00110
OG0001134	Syad.g_01527	Pran.g_00093
OG0001135	Syad.g_01529	Pran.g_00090
OG0001136	Syad.g_01150	Pran.g_00063
OG0001137	Syad.g_01169	Pran.g_00052
OG0001138	Syad.g_01493	Pran.g_00034
OG0001139	Syad.g_01491	Pran.g_00033
OG0001140	Syad.g_01490	Pran.g_00032
OG0001141	Syad.g_01489	Pran.g_00031
OG0001142	Syad.g_01488	Pran.g_00030
OG0001143	Syad.g_01473	Pran.g_00023
OG0001144	Syad.g_01457	Pran.g_00018
OG0001145	Syad.g_01112	Pran.g_00884
OG0001146	Syad.g_02412	Pran.g_00872
OG0001147	Syad.g_02349	Pran.g_00854
OG0001148	Syad.g_00889	Pran.g_00839
OG0001149	Syad.g_00888	Pran.g_00838
OG0001150	Syad.g_00887	Pran.g_00837
OG0001151	Syad.g_00875	Pran.g_00826
OG0001152	Syad.g_00872	Pran.g_00825
OG0001153	Syad.g_02318	Pran.g_00701
OG0001154	Syad.g_02319	Pran.g_00700
OG0001155	Syad.g_02540	Pran.g_00688
OG0001156	Syad.g_02543	Pran.g_00685
OG0001157	Syad.g_02544	Pran.g_00684
OG0001158	Syad.g_02546	Pran.g_00683
OG0001159	Syad.g_02547	Pran.g_00682
OG0001160	Syad.g_02595	Pran.g_00658
OG0001161	Syad.g_00026	Pran.g_00646
OG0001162	Syad.g_01844	Pran.g_00632
OG0001163	Syad.g_02610	Pran.g_00962
OG0001164	Syad.g_02616	Pran.g_00966
