Orthogroup	Syad	Praz
OG0000578	Syad.g_01087	Praz.g_01729
OG0000579	Syad.g_01088	Praz.g_01728
OG0000580	Syad.g_01089	Praz.g_01727
OG0000581	Syad.g_01097	Praz.g_01725
OG0000582	Syad.g_02206	Praz.g_01722
OG0000583	Syad.g_02205	Praz.g_01721
OG0000584	Syad.g_02204	Praz.g_01720
OG0000585	Syad.g_02202	Praz.g_01718
OG0000586	Syad.g_02201	Praz.g_01717
OG0000587	Syad.g_02199	Praz.g_01716
OG0000588	Syad.g_02183	Praz.g_01712
OG0000589	Syad.g_02178	Praz.g_01709
OG0000590	Syad.g_02177	Praz.g_01708
OG0000591	Syad.g_02169	Praz.g_01705
OG0000592	Syad.g_02168	Praz.g_01704
OG0000593	Syad.g_02156	Praz.g_01698
OG0000594	Syad.g_02155	Praz.g_01697
OG0000595	Syad.g_02154	Praz.g_01696
OG0000596	Syad.g_02149	Praz.g_01692
OG0000597	Syad.g_02146	Praz.g_01690
OG0000598	Syad.g_02145	Praz.g_01689
OG0000599	Syad.g_02142	Praz.g_01686
OG0000600	Syad.g_02141	Praz.g_01685
OG0000601	Syad.g_02140	Praz.g_01684
OG0000602	Syad.g_02135	Praz.g_01682
OG0000603	Syad.g_02134	Praz.g_01681
OG0000604	Syad.g_02131	Praz.g_01680
OG0000605	Syad.g_02026	Praz.g_01679
OG0000606	Syad.g_01567	Praz.g_01676
OG0000607	Syad.g_01571	Praz.g_01673
OG0000608	Syad.g_01572	Praz.g_01672
OG0000609	Syad.g_01574	Praz.g_01671
OG0000610	Syad.g_01589	Praz.g_01666
OG0000611	Syad.g_01592	Praz.g_01663
OG0000612	Syad.g_01593	Praz.g_01662
OG0000613	Syad.g_00457	Praz.g_01657
OG0000614	Syad.g_01340	Praz.g_01638
OG0000615	Syad.g_01948	Praz.g_01630
OG0000616	Syad.g_00145	Praz.g_01626
OG0000617	Syad.g_01810	Praz.g_01601
OG0000618	Syad.g_01809	Praz.g_01600
OG0000619	Syad.g_01808	Praz.g_01599
OG0000620	Syad.g_01803	Praz.g_01596
OG0000621	Syad.g_01802	Praz.g_01595
OG0000622	Syad.g_01801	Praz.g_01594
OG0000623	Syad.g_01800	Praz.g_01593
OG0000624	Syad.g_01798	Praz.g_01592
OG0000625	Syad.g_01797	Praz.g_01591
OG0000626	Syad.g_01796	Praz.g_01590
OG0000627	Syad.g_01640	Praz.g_01589
OG0000628	Syad.g_01641	Praz.g_01588
OG0000629	Syad.g_01644	Praz.g_01587
OG0000630	Syad.g_01648	Praz.g_01584
OG0000631	Syad.g_01658	Praz.g_01521
OG0000632	Syad.g_01659	Praz.g_01520
OG0000633	Syad.g_01660	Praz.g_01519
OG0000634	Syad.g_01893	Praz.g_01516
OG0000635	Syad.g_01892	Praz.g_01515
OG0000636	Syad.g_01890	Praz.g_01513
OG0000637	Syad.g_01888	Praz.g_01511
OG0000638	Syad.g_01887	Praz.g_01510
OG0000639	Syad.g_01886	Praz.g_01509
OG0000640	Syad.g_01885	Praz.g_01508
OG0000641	Syad.g_01881	Praz.g_01504
OG0000642	Syad.g_01880	Praz.g_01503
OG0000643	Syad.g_01878	Praz.g_01502
OG0000644	Syad.g_01877	Praz.g_01501
OG0000645	Syad.g_01875	Praz.g_01500
OG0000646	Syad.g_01872	Praz.g_01498
OG0000647	Syad.g_01870	Praz.g_01497
OG0000648	Syad.g_01860	Praz.g_01495
OG0000649	Syad.g_01859	Praz.g_01494
OG0000650	Syad.g_01858	Praz.g_01493
OG0000651	Syad.g_01857	Praz.g_01492
OG0000652	Syad.g_01856	Praz.g_01491
OG0000653	Syad.g_01850	Praz.g_01489
OG0000654	Syad.g_01849	Praz.g_01488
OG0000655	Syad.g_01848	Praz.g_01487
OG0000656	Syad.g_01845	Praz.g_01484
OG0000657	Syad.g_01240	Praz.g_01476
OG0000658	Syad.g_01231	Praz.g_01475
OG0000659	Syad.g_01230	Praz.g_01474
OG0000660	Syad.g_01226	Praz.g_01470
OG0000661	Syad.g_01224	Praz.g_01468
OG0000662	Syad.g_01222	Praz.g_01466
OG0000663	Syad.g_01219	Praz.g_01464
OG0000664	Syad.g_01209	Praz.g_01463
OG0000665	Syad.g_02115	Praz.g_01459
OG0000666	Syad.g_02027	Praz.g_01458
OG0000667	Syad.g_00612	Praz.g_01454
OG0000668	Syad.g_01688	Praz.g_01424
OG0000669	Syad.g_01606	Praz.g_01417
OG0000670	Syad.g_01609	Praz.g_01415
OG0000671	Syad.g_01611	Praz.g_01413
OG0000672	Syad.g_01615	Praz.g_01410
OG0000673	Syad.g_01618	Praz.g_01407
OG0000674	Syad.g_01620	Praz.g_01405
OG0000675	Syad.g_01633	Praz.g_01404
OG0000676	Syad.g_01635	Praz.g_01402
OG0000677	Syad.g_01636	Praz.g_01401
OG0000678	Syad.g_01957	Praz.g_01399
OG0000679	Syad.g_01922	Praz.g_01395
OG0000680	Syad.g_01921	Praz.g_01394
OG0000681	Syad.g_01919	Praz.g_01392
OG0000682	Syad.g_01918	Praz.g_01391
OG0000683	Syad.g_01917	Praz.g_01390
OG0000684	Syad.g_01912	Praz.g_01388
OG0000685	Syad.g_01910	Praz.g_01386
OG0000686	Syad.g_01909	Praz.g_01385
OG0000687	Syad.g_01908	Praz.g_01384
OG0000688	Syad.g_01904	Praz.g_01381
OG0000689	Syad.g_01902	Praz.g_01380
OG0000690	Syad.g_01901	Praz.g_01379
OG0000691	Syad.g_01900	Praz.g_01378
OG0000692	Syad.g_01899	Praz.g_01376
OG0000693	Syad.g_01897	Praz.g_01375
OG0000694	Syad.g_01896	Praz.g_01374
OG0000695	Syad.g_01662	Praz.g_01372
OG0000696	Syad.g_01663	Praz.g_01371
OG0000697	Syad.g_01789	Praz.g_01370
OG0000698	Syad.g_01786	Praz.g_01367
OG0000699	Syad.g_01785	Praz.g_01366
OG0000700	Syad.g_01784	Praz.g_01365
OG0000701	Syad.g_01783	Praz.g_01364
OG0000702	Syad.g_01775	Praz.g_01362
OG0000703	Syad.g_01774	Praz.g_01361
OG0000704	Syad.g_01772	Praz.g_01360
OG0000705	Syad.g_01765	Praz.g_01356
OG0000706	Syad.g_01764	Praz.g_01355
OG0000707	Syad.g_01763	Praz.g_01354
OG0000708	Syad.g_01760	Praz.g_01353
OG0000709	Syad.g_01745	Praz.g_01349
OG0000710	Syad.g_01738	Praz.g_01346
OG0000711	Syad.g_01710	Praz.g_01329
OG0000712	Syad.g_01708	Praz.g_01327
OG0000713	Syad.g_01707	Praz.g_01326
OG0000714	Syad.g_01705	Praz.g_01325
OG0000715	Syad.g_01703	Praz.g_01323
OG0000716	Syad.g_01697	Praz.g_01321
OG0000717	Syad.g_01696	Praz.g_01320
OG0000718	Syad.g_01692	Praz.g_01308
OG0000719	Syad.g_01690	Praz.g_01306
OG0000720	Syad.g_01677	Praz.g_01297
OG0000721	Syad.g_01675	Praz.g_01294
OG0000722	Syad.g_01674	Praz.g_01293
OG0000723	Syad.g_01791	Praz.g_01290
OG0000724	Syad.g_01284	Praz.g_01281
OG0000725	Syad.g_01293	Praz.g_00067
OG0000726	Syad.g_01294	Praz.g_00068
OG0000727	Syad.g_01295	Praz.g_00069
OG0000728	Syad.g_01297	Praz.g_00071
OG0000729	Syad.g_00331	Praz.g_00116
OG0000730	Syad.g_00758	Praz.g_00060
OG0000731	Syad.g_00770	Praz.g_00056
OG0000732	Syad.g_00214	Praz.g_00046
OG0000733	Syad.g_00028	Praz.g_00024
OG0000734	Syad.g_02809	Praz.g_00007
OG0000735	Syad.g_01120	Praz.g_00005
OG0000736	Syad.g_01121	Praz.g_00004
OG0000737	Syad.g_01122	Praz.g_00003
OG0000738	Syad.g_01127	Praz.g_00762
OG0000739	Syad.g_01145	Praz.g_00761
OG0000740	Syad.g_01146	Praz.g_00760
OG0000741	Syad.g_01149	Praz.g_00759
OG0000742	Syad.g_01151	Praz.g_00756
OG0000743	Syad.g_01153	Praz.g_00754
OG0000744	Syad.g_01154	Praz.g_00753
OG0000745	Syad.g_01156	Praz.g_00751
OG0000746	Syad.g_01158	Praz.g_00749
OG0000747	Syad.g_01159	Praz.g_00748
OG0000748	Syad.g_01170	Praz.g_00745
OG0000749	Syad.g_01173	Praz.g_00744
OG0000750	Syad.g_01174	Praz.g_00743
OG0000751	Syad.g_01182	Praz.g_00741
OG0000752	Syad.g_01184	Praz.g_00739
OG0000753	Syad.g_01187	Praz.g_00736
OG0000754	Syad.g_01516	Praz.g_00733
OG0000755	Syad.g_01504	Praz.g_00730
OG0000756	Syad.g_01498	Praz.g_00729
OG0000757	Syad.g_01487	Praz.g_00723
OG0000758	Syad.g_01486	Praz.g_00722
OG0000759	Syad.g_01485	Praz.g_00721
OG0000760	Syad.g_01484	Praz.g_00720
OG0000761	Syad.g_01480	Praz.g_00719
OG0000762	Syad.g_01474	Praz.g_00718
OG0000763	Syad.g_01468	Praz.g_00716
OG0000764	Syad.g_01467	Praz.g_00715
OG0000765	Syad.g_01447	Praz.g_00706
OG0000766	Syad.g_01446	Praz.g_00705
OG0000767	Syad.g_01444	Praz.g_00703
OG0000768	Syad.g_01443	Praz.g_00702
OG0000769	Syad.g_01441	Praz.g_00700
OG0000770	Syad.g_01437	Praz.g_00698
OG0000771	Syad.g_01278	Praz.g_01936
OG0000772	Syad.g_02078	Praz.g_01205
OG0000773	Syad.g_01114	Praz.g_01189
OG0000774	Syad.g_02396	Praz.g_01187
OG0000775	Syad.g_02398	Praz.g_01185
OG0000776	Syad.g_02399	Praz.g_01184
OG0000777	Syad.g_02400	Praz.g_01183
OG0000778	Syad.g_02401	Praz.g_01182
OG0000779	Syad.g_02407	Praz.g_01178
OG0000780	Syad.g_02411	Praz.g_01177
OG0000781	Syad.g_02415	Praz.g_01174
OG0000782	Syad.g_02416	Praz.g_01173
OG0000783	Syad.g_02418	Praz.g_01172
OG0000784	Syad.g_02419	Praz.g_01171
OG0000785	Syad.g_02421	Praz.g_01169
OG0000786	Syad.g_01101	Praz.g_01167
OG0000787	Syad.g_01100	Praz.g_01166
OG0000788	Syad.g_02139	Praz.g_01152
OG0000789	Syad.g_01982	Praz.g_01149
OG0000790	Syad.g_00886	Praz.g_01134
OG0000791	Syad.g_00885	Praz.g_01132
OG0000792	Syad.g_00884	Praz.g_01131
OG0000793	Syad.g_00879	Praz.g_01128
OG0000794	Syad.g_00878	Praz.g_01127
OG0000795	Syad.g_00877	Praz.g_01126
OG0000796	Syad.g_00871	Praz.g_01122
OG0000797	Syad.g_00870	Praz.g_01121
OG0000799	Syad.g_02243	Praz.g_01059
OG0000800	Syad.g_02245	Praz.g_01058
OG0000801	Syad.g_02246	Praz.g_01057
OG0000802	Syad.g_02251	Praz.g_01055
OG0000803	Syad.g_02255	Praz.g_01053
OG0000804	Syad.g_02260	Praz.g_01052
OG0000805	Syad.g_02266	Praz.g_01050
OG0000806	Syad.g_02267	Praz.g_01048
OG0000807	Syad.g_02269	Praz.g_01047
OG0000808	Syad.g_02270	Praz.g_01046
OG0000809	Syad.g_02273	Praz.g_01043
OG0000810	Syad.g_02274	Praz.g_01042
OG0000811	Syad.g_02283	Praz.g_01038
OG0000812	Syad.g_02285	Praz.g_01036
OG0000813	Syad.g_02286	Praz.g_01035
OG0000814	Syad.g_02288	Praz.g_01033
OG0000815	Syad.g_02289	Praz.g_01032
OG0000816	Syad.g_02290	Praz.g_01030
OG0000817	Syad.g_02291	Praz.g_01029
OG0000818	Syad.g_02297	Praz.g_01024
OG0000819	Syad.g_02298	Praz.g_01023
OG0000820	Syad.g_02299	Praz.g_01022
OG0000821	Syad.g_02305	Praz.g_01018
OG0000822	Syad.g_02307	Praz.g_01017
OG0000823	Syad.g_02308	Praz.g_01016
OG0000824	Syad.g_02314	Praz.g_01013
OG0000825	Syad.g_02315	Praz.g_01012
OG0000826	Syad.g_02316	Praz.g_01011
OG0000827	Syad.g_02317	Praz.g_01010
OG0000828	Syad.g_02320	Praz.g_01007
OG0000829	Syad.g_02321	Praz.g_01006
OG0000830	Syad.g_02322	Praz.g_01005
OG0000831	Syad.g_02325	Praz.g_01003
OG0000832	Syad.g_02538	Praz.g_00997
OG0000833	Syad.g_02550	Praz.g_00989
OG0000834	Syad.g_02552	Praz.g_00988
OG0000835	Syad.g_02553	Praz.g_00987
OG0000836	Syad.g_02557	Praz.g_00986
OG0000837	Syad.g_02561	Praz.g_00985
OG0000838	Syad.g_02565	Praz.g_00983
OG0000839	Syad.g_02566	Praz.g_00982
OG0000840	Syad.g_02567	Praz.g_00981
OG0000841	Syad.g_02568	Praz.g_00980
OG0000842	Syad.g_02569	Praz.g_00979
OG0000843	Syad.g_02570	Praz.g_00978
OG0000844	Syad.g_02577	Praz.g_00977
OG0000845	Syad.g_02578	Praz.g_00976
OG0000846	Syad.g_02579	Praz.g_00975
OG0000847	Syad.g_02580	Praz.g_00974
OG0000848	Syad.g_02582	Praz.g_00973
OG0000849	Syad.g_02583	Praz.g_00972
OG0000850	Syad.g_02586	Praz.g_00970
OG0000851	Syad.g_02592	Praz.g_00969
OG0000852	Syad.g_02593	Praz.g_00968
OG0000853	Syad.g_02597	Praz.g_00964
OG0000854	Syad.g_02606	Praz.g_00962
OG0000855	Syad.g_02607	Praz.g_00961
OG0000856	Syad.g_02166	Praz.g_00946
OG0000857	Syad.g_01871	Praz.g_00918
OG0000858	Syad.g_02613	Praz.g_00883
OG0000859	Syad.g_02614	Praz.g_00882
OG0000860	Syad.g_02625	Praz.g_00875
OG0000861	Syad.g_02626	Praz.g_00874
OG0000862	Syad.g_02628	Praz.g_00873
OG0000863	Syad.g_02631	Praz.g_00871
OG0000864	Syad.g_02632	Praz.g_00870
OG0000865	Syad.g_02633	Praz.g_00869
OG0000866	Syad.g_02634	Praz.g_00868
OG0000867	Syad.g_02635	Praz.g_00867
OG0000868	Syad.g_02637	Praz.g_00866
OG0000869	Syad.g_02643	Praz.g_00862
OG0000870	Syad.g_02648	Praz.g_00857
OG0000871	Syad.g_02649	Praz.g_00856
OG0000872	Syad.g_02657	Praz.g_00855
OG0000873	Syad.g_02660	Praz.g_00852
OG0000874	Syad.g_02655	Praz.g_00849
OG0000875	Syad.g_02662	Praz.g_00848
OG0000876	Syad.g_03003	Praz.g_00847
OG0000877	Syad.g_02480	Praz.g_00845
OG0000878	Syad.g_02481	Praz.g_00844
OG0000879	Syad.g_02482	Praz.g_00843
OG0000880	Syad.g_02483	Praz.g_00842
OG0000881	Syad.g_02489	Praz.g_00838
OG0000882	Syad.g_02494	Praz.g_00833
OG0000883	Syad.g_02497	Praz.g_00831
OG0000884	Syad.g_02499	Praz.g_00830
OG0000885	Syad.g_02500	Praz.g_00829
OG0000886	Syad.g_02501	Praz.g_00828
OG0000887	Syad.g_02502	Praz.g_00827
OG0000888	Syad.g_02504	Praz.g_00825
OG0000889	Syad.g_02506	Praz.g_00823
OG0000890	Syad.g_02512	Praz.g_00822
OG0000891	Syad.g_02513	Praz.g_00821
OG0000892	Syad.g_02517	Praz.g_00340
OG0000893	Syad.g_00589	Praz.g_00335
OG0000894	Syad.g_00592	Praz.g_00333
OG0000895	Syad.g_00596	Praz.g_00330
OG0000896	Syad.g_00597	Praz.g_00329
OG0000897	Syad.g_00599	Praz.g_00327
OG0000898	Syad.g_00600	Praz.g_00326
OG0000899	Syad.g_00601	Praz.g_00325
OG0000900	Syad.g_00602	Praz.g_00324
OG0000901	Syad.g_00607	Praz.g_00321
OG0000902	Syad.g_00609	Praz.g_00319
OG0000903	Syad.g_00645	Praz.g_00316
OG0000904	Syad.g_00640	Praz.g_00314
OG0000905	Syad.g_00632	Praz.g_00309
OG0000906	Syad.g_00630	Praz.g_00308
OG0000907	Syad.g_00648	Praz.g_00305
OG0000908	Syad.g_00651	Praz.g_00302
OG0000909	Syad.g_00652	Praz.g_00301
OG0000910	Syad.g_00653	Praz.g_00300
OG0000911	Syad.g_00655	Praz.g_00298
OG0000912	Syad.g_00656	Praz.g_00297
OG0000913	Syad.g_00657	Praz.g_00296
OG0000914	Syad.g_00658	Praz.g_00295
OG0000915	Syad.g_00660	Praz.g_00294
OG0000916	Syad.g_00661	Praz.g_00293
OG0000917	Syad.g_00662	Praz.g_00292
OG0000918	Syad.g_00663	Praz.g_00291
OG0000919	Syad.g_00664	Praz.g_00290
OG0000920	Syad.g_00665	Praz.g_00289
OG0000921	Syad.g_00666	Praz.g_00288
OG0000922	Syad.g_00667	Praz.g_00287
OG0000923	Syad.g_00671	Praz.g_00283
OG0000924	Syad.g_00672	Praz.g_00282
OG0000925	Syad.g_00673	Praz.g_00281
OG0000926	Syad.g_00674	Praz.g_00280
OG0000927	Syad.g_00676	Praz.g_00278
OG0000928	Syad.g_00677	Praz.g_00277
OG0000929	Syad.g_00678	Praz.g_00276
OG0000930	Syad.g_00679	Praz.g_00275
OG0000931	Syad.g_00680	Praz.g_00274
OG0000932	Syad.g_00681	Praz.g_00273
OG0000933	Syad.g_00687	Praz.g_00269
OG0000934	Syad.g_00689	Praz.g_00267
OG0000935	Syad.g_00690	Praz.g_00266
OG0000936	Syad.g_00691	Praz.g_00265
OG0000937	Syad.g_00692	Praz.g_00264
OG0000938	Syad.g_00695	Praz.g_00262
OG0000939	Syad.g_00696	Praz.g_00261
OG0000940	Syad.g_00703	Praz.g_00254
OG0000941	Syad.g_00705	Praz.g_00252
OG0000942	Syad.g_00707	Praz.g_00250
OG0000943	Syad.g_00708	Praz.g_00249
OG0000944	Syad.g_00710	Praz.g_00248
OG0000945	Syad.g_00711	Praz.g_00247
OG0000946	Syad.g_00716	Praz.g_00242
OG0000947	Syad.g_00719	Praz.g_00240
OG0000948	Syad.g_00720	Praz.g_00239
OG0000949	Syad.g_00432	Praz.g_00236
OG0000950	Syad.g_00418	Praz.g_00231
OG0000951	Syad.g_00411	Praz.g_00227
OG0000952	Syad.g_00375	Praz.g_00223
OG0000953	Syad.g_00369	Praz.g_00220
OG0000954	Syad.g_00364	Praz.g_00216
OG0000955	Syad.g_00363	Praz.g_00215
OG0000956	Syad.g_00361	Praz.g_00213
OG0000957	Syad.g_00350	Praz.g_00207
OG0000958	Syad.g_00349	Praz.g_00206
OG0000959	Syad.g_00345	Praz.g_00202
OG0000960	Syad.g_00344	Praz.g_00201
OG0000961	Syad.g_00335	Praz.g_00199
OG0000962	Syad.g_00332	Praz.g_00197
OG0000963	Syad.g_00325	Praz.g_00193
OG0000964	Syad.g_00324	Praz.g_00192
OG0000965	Syad.g_00323	Praz.g_00191
OG0000966	Syad.g_00246	Praz.g_00184
OG0000967	Syad.g_00234	Praz.g_00179
OG0000968	Syad.g_00243	Praz.g_00177
OG0000969	Syad.g_00240	Praz.g_00176
OG0000970	Syad.g_00239	Praz.g_00175
OG0000971	Syad.g_00229	Praz.g_00174
OG0000972	Syad.g_00228	Praz.g_00173
OG0000973	Syad.g_00227	Praz.g_00172
OG0000974	Syad.g_00226	Praz.g_00171
OG0000975	Syad.g_00225	Praz.g_00170
OG0000976	Syad.g_00224	Praz.g_00169
OG0000977	Syad.g_00222	Praz.g_00168
OG0000978	Syad.g_00221	Praz.g_00167
OG0000979	Syad.g_00218	Praz.g_00164
OG0000980	Syad.g_00215	Praz.g_00162
OG0000981	Syad.g_00212	Praz.g_00160
OG0000982	Syad.g_03035	Praz.g_00158
OG0000983	Syad.g_03036	Praz.g_00157
OG0000984	Syad.g_03037	Praz.g_00156
OG0000985	Syad.g_03039	Praz.g_00153
OG0000986	Syad.g_03049	Praz.g_00151
OG0000987	Syad.g_00002	Praz.g_00150
OG0000988	Syad.g_00008	Praz.g_00147
OG0000989	Syad.g_00020	Praz.g_00143
OG0000990	Syad.g_00061	Praz.g_00140
OG0000991	Syad.g_00064	Praz.g_00139
OG0000992	Syad.g_00067	Praz.g_00137
OG0000993	Syad.g_00069	Praz.g_00136
OG0000994	Syad.g_00071	Praz.g_00135
OG0000995	Syad.g_00077	Praz.g_00131
OG0000996	Syad.g_00121	Praz.g_00130
OG0000997	Syad.g_00128	Praz.g_00129
OG0000998	Syad.g_00130	Praz.g_00127
OG0000999	Syad.g_00131	Praz.g_00126
OG0001000	Syad.g_00136	Praz.g_00123
OG0001001	Syad.g_00141	Praz.g_00121
OG0001002	Syad.g_00148	Praz.g_00117
OG0001003	Syad.g_00150	Praz.g_00357
OG0001004	Syad.g_00151	Praz.g_00358
OG0001005	Syad.g_00152	Praz.g_00359
OG0001006	Syad.g_00160	Praz.g_00363
OG0001007	Syad.g_00162	Praz.g_00365
OG0001008	Syad.g_02449	Praz.g_01891
OG0001009	Syad.g_00194	Praz.g_00392
OG0001010	Syad.g_00195	Praz.g_00393
OG0001011	Syad.g_00196	Praz.g_00394
OG0001012	Syad.g_03030	Praz.g_00409
OG0001013	Syad.g_03011	Praz.g_00414
OG0001014	Syad.g_03002	Praz.g_00417
OG0001015	Syad.g_03001	Praz.g_00418
OG0001016	Syad.g_02734	Praz.g_00433
OG0001017	Syad.g_02740	Praz.g_00437
OG0001018	Syad.g_02742	Praz.g_00440
OG0001019	Syad.g_02771	Praz.g_00449
OG0001020	Syad.g_02777	Praz.g_00450
OG0001021	Syad.g_02781	Praz.g_00451
OG0001022	Syad.g_02786	Praz.g_00454
OG0001023	Syad.g_02787	Praz.g_00455
OG0001024	Syad.g_02791	Praz.g_00458
OG0001025	Syad.g_02798	Praz.g_00464
OG0001026	Syad.g_02811	Praz.g_00471
OG0001027	Syad.g_02817	Praz.g_00472
OG0001028	Syad.g_02819	Praz.g_00474
OG0001029	Syad.g_02821	Praz.g_00475
OG0001030	Syad.g_02848	Praz.g_00490
OG0001031	Syad.g_02925	Praz.g_00546
OG0001032	Syad.g_02928	Praz.g_00547
OG0001033	Syad.g_02956	Praz.g_00568
OG0001034	Syad.g_00819	Praz.g_00596
OG0001035	Syad.g_00559	Praz.g_00614
OG0001036	Syad.g_00554	Praz.g_00618
OG0001037	Syad.g_00552	Praz.g_00619
OG0001039	Syad.g_00522	Praz.g_00639
OG0001040	Syad.g_00519	Praz.g_00641
OG0001041	Syad.g_00514	Praz.g_00645
OG0001042	Syad.g_00485	Praz.g_00661
OG0001043	Syad.g_00481	Praz.g_00662
OG0001044	Syad.g_00760	Praz.g_00690
OG0001045	Syad.g_00773	Praz.g_00344
OG0001046	Syad.g_01722	Praz.g_00795
OG0001047	Syad.g_02447	Praz.g_01889
OG0001048	Syad.g_02446	Praz.g_01888
OG0001049	Syad.g_02443	Praz.g_01886
OG0001050	Syad.g_02442	Praz.g_01885
OG0001051	Syad.g_02441	Praz.g_01884
OG0001052	Syad.g_02357	Praz.g_01857
OG0001054	Syad.g_00925	Praz.g_01830
OG0001055	Syad.g_00946	Praz.g_01811
OG0001056	Syad.g_00982	Praz.g_01792
OG0001057	Syad.g_00996	Praz.g_01787
OG0001058	Syad.g_01015	Praz.g_01779
OG0001059	Syad.g_01018	Praz.g_01775
OG0001060	Syad.g_01025	Praz.g_01768
OG0001061	Syad.g_01047	Praz.g_01755
OG0001062	Syad.g_01049	Praz.g_01753
OG0001063	Syad.g_01056	Praz.g_01751
OG0001064	Syad.g_01057	Praz.g_01750
OG0001065	Syad.g_01058	Praz.g_01749
OG0001066	Syad.g_01059	Praz.g_01748
OG0001067	Syad.g_01060	Praz.g_01747
OG0001068	Syad.g_01061	Praz.g_01746
OG0001069	Syad.g_01062	Praz.g_01745
OG0001070	Syad.g_01065	Praz.g_01742
OG0001071	Syad.g_01066	Praz.g_01741
OG0001072	Syad.g_01070	Praz.g_01740
OG0001073	Syad.g_01090	Praz.g_01726
OG0001074	Syad.g_02197	Praz.g_01715
OG0001075	Syad.g_02196	Praz.g_01714
OG0001076	Syad.g_02175	Praz.g_01706
OG0001077	Syad.g_02164	Praz.g_01702
OG0001078	Syad.g_02151	Praz.g_01694
OG0001079	Syad.g_02138	Praz.g_01683
OG0001080	Syad.g_02008	Praz.g_01677
OG0001081	Syad.g_01568	Praz.g_01675
OG0001082	Syad.g_01569	Praz.g_01674
OG0001083	Syad.g_01578	Praz.g_01669
OG0001084	Syad.g_01586	Praz.g_01668
OG0001085	Syad.g_01596	Praz.g_01660
OG0001086	Syad.g_01598	Praz.g_01659
OG0001087	Syad.g_01372	Praz.g_01642
OG0001088	Syad.g_01368	Praz.g_01641
OG0001089	Syad.g_01302	Praz.g_01633
OG0001090	Syad.g_01817	Praz.g_01606
OG0001091	Syad.g_01815	Praz.g_01604
OG0001092	Syad.g_01812	Praz.g_01603
OG0001093	Syad.g_01806	Praz.g_01598
OG0001094	Syad.g_01895	Praz.g_01518
OG0001095	Syad.g_01874	Praz.g_01499
OG0001096	Syad.g_01847	Praz.g_01486
OG0001097	Syad.g_01223	Praz.g_01467
OG0001098	Syad.g_02005, Syad.g_01995	Praz.g_01452
OG0001099	Syad.g_02820	Praz.g_01420
OG0001100	Syad.g_01608	Praz.g_01416
OG0001101	Syad.g_01610	Praz.g_01414
OG0001102	Syad.g_01613	Praz.g_01411
OG0001103	Syad.g_01616	Praz.g_01409
OG0001104	Syad.g_01911	Praz.g_01387
OG0001105	Syad.g_01907	Praz.g_01383
OG0001106	Syad.g_01771	Praz.g_01359
OG0001107	Syad.g_01759	Praz.g_01352
OG0001108	Syad.g_01744	Praz.g_01348
OG0001109	Syad.g_01739	Praz.g_01347
OG0001110	Syad.g_01737	Praz.g_01345
OG0001111	Syad.g_01735	Praz.g_01344
OG0001112	Syad.g_01733	Praz.g_01343
OG0001113	Syad.g_01732	Praz.g_01342
OG0001114	Syad.g_01731	Praz.g_01341
OG0001115	Syad.g_01727	Praz.g_01339
OG0001116	Syad.g_01725	Praz.g_01338
OG0001117	Syad.g_01724	Praz.g_01337
OG0001118	Syad.g_01723	Praz.g_01336
OG0001119	Syad.g_01721	Praz.g_01335
OG0001120	Syad.g_01717	Praz.g_01333
OG0001121	Syad.g_01503	Praz.g_00027, Praz.g_01330
OG0001122	Syad.g_01689	Praz.g_01305
OG0001123	Syad.g_01682	Praz.g_01301
OG0001124	Syad.g_01680	Praz.g_01299
OG0001125	Syad.g_01678	Praz.g_01298
OG0001126	Syad.g_01276	Praz.g_01287
OG0001127	Syad.g_01277	Praz.g_01286
OG0001128	Syad.g_01280	Praz.g_01284
OG0001129	Syad.g_01282	Praz.g_01283
OG0001130	Syad.g_01283	Praz.g_01282
OG0001131	Syad.g_01953	Praz.g_00096
OG0001132	Syad.g_02038	Praz.g_00105
OG0001133	Syad.g_02172	Praz.g_00040
OG0001134	Syad.g_01527	Praz.g_00025
OG0001135	Syad.g_01529	Praz.g_00022
OG0001136	Syad.g_01150	Praz.g_00758
OG0001137	Syad.g_01169	Praz.g_00746
OG0001138	Syad.g_01493	Praz.g_00728
OG0001139	Syad.g_01491	Praz.g_00727
OG0001140	Syad.g_01490	Praz.g_00726
OG0001141	Syad.g_01489	Praz.g_00725
OG0001142	Syad.g_01488	Praz.g_00724
OG0001143	Syad.g_01473	Praz.g_00717
OG0001144	Syad.g_01457	Praz.g_00712
OG0001145	Syad.g_01112	Praz.g_01188
OG0001146	Syad.g_02412	Praz.g_01176
OG0001147	Syad.g_02349	Praz.g_01153
OG0001148	Syad.g_00889	Praz.g_01137
OG0001149	Syad.g_00888	Praz.g_01136
OG0001150	Syad.g_00887	Praz.g_01135
OG0001151	Syad.g_00875	Praz.g_01124
OG0001152	Syad.g_00872	Praz.g_01123
OG0001153	Syad.g_02318	Praz.g_01009
OG0001154	Syad.g_02319	Praz.g_01008
OG0001155	Syad.g_02540	Praz.g_00996
OG0001156	Syad.g_02543	Praz.g_00993
OG0001157	Syad.g_02544	Praz.g_00992
OG0001158	Syad.g_02546	Praz.g_00991
OG0001159	Syad.g_02547	Praz.g_00990
OG0001160	Syad.g_02595	Praz.g_00966
OG0001161	Syad.g_00026	Praz.g_00953
