Orthogroup	Syad	Syap
OG0000603	Syad.g_02134	Syap.g_00641
OG0000604	Syad.g_02131	Syap.g_02769
OG0000605	Syad.g_02026	Syap.g_02501, Syap.g_02771
OG0000606	Syad.g_01567	Syap.g_02506
OG0000607	Syad.g_01571	Syap.g_00093
OG0000608	Syad.g_01572	Syap.g_00094
OG0000609	Syad.g_01574	Syap.g_00096
OG0000610	Syad.g_01589	Syap.g_01963
OG0000611	Syad.g_01592	Syap.g_01958
OG0000612	Syad.g_01593	Syap.g_01957
OG0000613	Syad.g_00457	Syap.g_02480
OG0000615	Syad.g_01948	Syap.g_00154
OG0000616	Syad.g_00145	Syap.g_00127
OG0000617	Syad.g_01810	Syap.g_00513
OG0000618	Syad.g_01809	Syap.g_00514
OG0000619	Syad.g_01808	Syap.g_00515
OG0000620	Syad.g_01803	Syap.g_00520
OG0000621	Syad.g_01802	Syap.g_00521
OG0000622	Syad.g_01801	Syap.g_00523
OG0000623	Syad.g_01800	Syap.g_00526
OG0000624	Syad.g_01798	Syap.g_00527
OG0000625	Syad.g_01797	Syap.g_00528
OG0000626	Syad.g_01796	Syap.g_00529
OG0000627	Syad.g_01640	Syap.g_00848
OG0000628	Syad.g_01641	Syap.g_00850
OG0000629	Syad.g_01644	Syap.g_02334
OG0000630	Syad.g_01648	Syap.g_02793
OG0000631	Syad.g_01658	Syap.g_01724
OG0000632	Syad.g_01659	Syap.g_01725
OG0000633	Syad.g_01660	Syap.g_01726
OG0000634	Syad.g_01893	Syap.g_00190
OG0000635	Syad.g_01892	Syap.g_00191
OG0000636	Syad.g_01890	Syap.g_00193
OG0000637	Syad.g_01888	Syap.g_00195
OG0000638	Syad.g_01887	Syap.g_00196
OG0000639	Syad.g_01886	Syap.g_00197
OG0000640	Syad.g_01885	Syap.g_00198
OG0000641	Syad.g_01881	Syap.g_00203
OG0000642	Syad.g_01880	Syap.g_02732
OG0000643	Syad.g_01878	Syap.g_02731
OG0000644	Syad.g_01877	Syap.g_02730
OG0000645	Syad.g_01875	Syap.g_02726
OG0000646	Syad.g_01872	Syap.g_02723
OG0000647	Syad.g_01870	Syap.g_02721
OG0000648	Syad.g_01860	Syap.g_02719
OG0000649	Syad.g_01859	Syap.g_02718
OG0000650	Syad.g_01858	Syap.g_02717
OG0000651	Syad.g_01857	Syap.g_02716
OG0000652	Syad.g_01856	Syap.g_02715
OG0000653	Syad.g_01850	Syap.g_02713
OG0000654	Syad.g_01849	Syap.g_02711
OG0000655	Syad.g_01848	Syap.g_02710
OG0000656	Syad.g_01845	Syap.g_02706
OG0000657	Syad.g_01240	Syap.g_01845
OG0000658	Syad.g_01231	Syap.g_01841
OG0000659	Syad.g_01230	Syap.g_01840
OG0000660	Syad.g_01226	Syap.g_01835
OG0000662	Syad.g_01222	Syap.g_00823
OG0000663	Syad.g_01219	Syap.g_00826
OG0000664	Syad.g_01209	Syap.g_00828
OG0000665	Syad.g_02115	Syap.g_02331
OG0000666	Syad.g_02027	Syap.g_01573
OG0000667	Syad.g_00612	Syap.g_01979
OG0000668	Syad.g_01688	Syap.g_02765
OG0000669	Syad.g_01606	Syap.g_02371
OG0000670	Syad.g_01609	Syap.g_02368
OG0000671	Syad.g_01611	Syap.g_01260
OG0000672	Syad.g_01615	Syap.g_01257
OG0000673	Syad.g_01618	Syap.g_01253
OG0000674	Syad.g_01620	Syap.g_01251
OG0000675	Syad.g_01633	Syap.g_01250
OG0000676	Syad.g_01635	Syap.g_01248
OG0000677	Syad.g_01636	Syap.g_01246
OG0000678	Syad.g_01957	Syap.g_01239
OG0000679	Syad.g_01922	Syap.g_00157
OG0000680	Syad.g_01921	Syap.g_00158
OG0000681	Syad.g_01919	Syap.g_00163
OG0000682	Syad.g_01918	Syap.g_00165
OG0000683	Syad.g_01917	Syap.g_00166
OG0000684	Syad.g_01912	Syap.g_00169
OG0000685	Syad.g_01910	Syap.g_00172
OG0000686	Syad.g_01909	Syap.g_00173
OG0000687	Syad.g_01908	Syap.g_00174
OG0000688	Syad.g_01904	Syap.g_00178
OG0000689	Syad.g_01902	Syap.g_00180
OG0000690	Syad.g_01901	Syap.g_00181
OG0000691	Syad.g_01900	Syap.g_00182
OG0000692	Syad.g_01899	Syap.g_00184
OG0000693	Syad.g_01897	Syap.g_00185
OG0000694	Syad.g_01896	Syap.g_00186
OG0000695	Syad.g_01662	Syap.g_01729
OG0000696	Syad.g_01663	Syap.g_01730
OG0000697	Syad.g_01789	Syap.g_01734
OG0000698	Syad.g_01786	Syap.g_01737
OG0000699	Syad.g_01785	Syap.g_01738
OG0000700	Syad.g_01784	Syap.g_01739
OG0000701	Syad.g_01783	Syap.g_01740
OG0000702	Syad.g_01775	Syap.g_01747
OG0000703	Syad.g_01774	Syap.g_01750
OG0000704	Syad.g_01772	Syap.g_01753
OG0000705	Syad.g_01765	Syap.g_02022
OG0000706	Syad.g_01764	Syap.g_02020
OG0000707	Syad.g_01763	Syap.g_02019
OG0000708	Syad.g_01760	Syap.g_02016
OG0000709	Syad.g_01745	Syap.g_00121
OG0000711	Syad.g_01710	Syap.g_02686
OG0000712	Syad.g_01708	Syap.g_02688
OG0000713	Syad.g_01707	Syap.g_02689
OG0000714	Syad.g_01705	Syap.g_02691
OG0000715	Syad.g_01703	Syap.g_02693
OG0000716	Syad.g_01697	Syap.g_02696
OG0000717	Syad.g_01696	Syap.g_02697
OG0000718	Syad.g_01692	Syap.g_02701
OG0000719	Syad.g_01690	Syap.g_02767
OG0000720	Syad.g_01677	Syap.g_02780
OG0000721	Syad.g_01675	Syap.g_02782
OG0000722	Syad.g_01674	Syap.g_02783
OG0000723	Syad.g_01791	Syap.g_00532
OG0000725	Syad.g_01293	Syap.g_01559
OG0000726	Syad.g_01294	Syap.g_01560
OG0000727	Syad.g_01295	Syap.g_01561
OG0000728	Syad.g_01297	Syap.g_01564
OG0000729	Syad.g_00331	Syap.g_01122
OG0000730	Syad.g_00758	Syap.g_00572
OG0000731	Syad.g_00770	Syap.g_00560
OG0000732	Syad.g_00214	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Syad.g_00028	Syap.g_01971
OG0000734	Syad.g_02809	Syap.g_02628
OG0000735	Syad.g_01120	Syap.g_00244
OG0000736	Syad.g_01121	Syap.g_00243
OG0000737	Syad.g_01122	Syap.g_00242
OG0000738	Syad.g_01127	Syap.g_00236
OG0000739	Syad.g_01145	Syap.g_00235
OG0000740	Syad.g_01146	Syap.g_00234
OG0000741	Syad.g_01149	Syap.g_00231
OG0000742	Syad.g_01151	Syap.g_00229
OG0000743	Syad.g_01153	Syap.g_00226
OG0000744	Syad.g_01154	Syap.g_00225
OG0000745	Syad.g_01156	Syap.g_00222
OG0000746	Syad.g_01158	Syap.g_00220
OG0000747	Syad.g_01159	Syap.g_00219
OG0000748	Syad.g_01170	Syap.g_00212
OG0000749	Syad.g_01173	Syap.g_00211
OG0000750	Syad.g_01174	Syap.g_00210
OG0000751	Syad.g_01182	Syap.g_00205
OG0000752	Syad.g_01184	Syap.g_01793
OG0000753	Syad.g_01187	Syap.g_02775
OG0000754	Syad.g_01516	Syap.g_01883
OG0000755	Syad.g_01504	Syap.g_01893
OG0000757	Syad.g_01487	Syap.g_00427
OG0000758	Syad.g_01486	Syap.g_00428
OG0000759	Syad.g_01485	Syap.g_00429
OG0000760	Syad.g_01484	Syap.g_00430
OG0000761	Syad.g_01480	Syap.g_00431
OG0000762	Syad.g_01474	Syap.g_00434
OG0000763	Syad.g_01468	Syap.g_02624
OG0000764	Syad.g_01467	Syap.g_02623
OG0000765	Syad.g_01447	Syap.g_02440
OG0000766	Syad.g_01446	Syap.g_02439
OG0000767	Syad.g_01444	Syap.g_02437
OG0000768	Syad.g_01443	Syap.g_02436
OG0000769	Syad.g_01441	Syap.g_02434
OG0000770	Syad.g_01437	Syap.g_02431
OG0000772	Syad.g_02078	Syap.g_02295
OG0000773	Syad.g_01114	Syap.g_00885
OG0000774	Syad.g_02396	Syap.g_01473
OG0000775	Syad.g_02398	Syap.g_01475
OG0000776	Syad.g_02399	Syap.g_01476
OG0000777	Syad.g_02400	Syap.g_01478
OG0000778	Syad.g_02401	Syap.g_01479
OG0000779	Syad.g_02407	Syap.g_01494
OG0000780	Syad.g_02411	Syap.g_01496
OG0000781	Syad.g_02415	Syap.g_02609
OG0000782	Syad.g_02416	Syap.g_02611
OG0000783	Syad.g_02418	Syap.g_02612
OG0000784	Syad.g_02419	Syap.g_02613
OG0000785	Syad.g_02421	Syap.g_02281
OG0000786	Syad.g_01101	Syap.g_02287
OG0000787	Syad.g_01100	Syap.g_02288
OG0000788	Syad.g_02139	Syap.g_01932
OG0000789	Syad.g_01982	Syap.g_00372
OG0000791	Syad.g_00885	Syap.g_02520
OG0000792	Syad.g_00884	Syap.g_02519
OG0000793	Syad.g_00879	Syap.g_02141
OG0000794	Syad.g_00878	Syap.g_02200
OG0000795	Syad.g_00877	Syap.g_02199
OG0000796	Syad.g_00871	Syap.g_02448
OG0000797	Syad.g_00870	Syap.g_02449
OG0000798	Syad.g_00525	Syap.g_01363
OG0000799	Syad.g_02243	Syap.g_02488
OG0000800	Syad.g_02245	Syap.g_02487
OG0000801	Syad.g_02246	Syap.g_02486
OG0000802	Syad.g_02251	Syap.g_02659
OG0000803	Syad.g_02255	Syap.g_02109
OG0000804	Syad.g_02260	Syap.g_02113
OG0000805	Syad.g_02266	Syap.g_02115
OG0000806	Syad.g_02267	Syap.g_02117
OG0000807	Syad.g_02269	Syap.g_02118
OG0000808	Syad.g_02270	Syap.g_02119
OG0000809	Syad.g_02273	Syap.g_02122
OG0000810	Syad.g_02274	Syap.g_02124
OG0000811	Syad.g_02283	Syap.g_02472
OG0000812	Syad.g_02285	Syap.g_02474
OG0000813	Syad.g_02286	Syap.g_02475
OG0000814	Syad.g_02288	Syap.g_02753
OG0000815	Syad.g_02289	Syap.g_02752
OG0000816	Syad.g_02290	Syap.g_02289
OG0000817	Syad.g_02291	Syap.g_02527
OG0000818	Syad.g_02297	Syap.g_02001
OG0000819	Syad.g_02298	Syap.g_02002
OG0000820	Syad.g_02299	Syap.g_02003
OG0000821	Syad.g_02305	Syap.g_02009
OG0000822	Syad.g_02307	Syap.g_02011
OG0000824	Syad.g_02314	Syap.g_00008
OG0000825	Syad.g_02315	Syap.g_00009
OG0000826	Syad.g_02316	Syap.g_00010
OG0000827	Syad.g_02317	Syap.g_00011
OG0000828	Syad.g_02320	Syap.g_00014
OG0000829	Syad.g_02321	Syap.g_00015
OG0000830	Syad.g_02322	Syap.g_00016
OG0000831	Syad.g_02325	Syap.g_00019
OG0000832	Syad.g_02538	Syap.g_00752
OG0000833	Syad.g_02550	Syap.g_00021
OG0000834	Syad.g_02552	Syap.g_00023
OG0000835	Syad.g_02553	Syap.g_00024
OG0000836	Syad.g_02557	Syap.g_00026
OG0000837	Syad.g_02561	Syap.g_00027
OG0000838	Syad.g_02565	Syap.g_00031
OG0000839	Syad.g_02566	Syap.g_00032
OG0000840	Syad.g_02567	Syap.g_00033
OG0000841	Syad.g_02568	Syap.g_00034
OG0000842	Syad.g_02569	Syap.g_00035
OG0000843	Syad.g_02570	Syap.g_00036
OG0000844	Syad.g_02577	Syap.g_00039
OG0000845	Syad.g_02578	Syap.g_00040
OG0000846	Syad.g_02579	Syap.g_00042
OG0000847	Syad.g_02580	Syap.g_00043
OG0000848	Syad.g_02582	Syap.g_00045
OG0000849	Syad.g_02583	Syap.g_00046
OG0000850	Syad.g_02586	Syap.g_00310
OG0000851	Syad.g_02592	Syap.g_01214
OG0000852	Syad.g_02593	Syap.g_01215
OG0000853	Syad.g_02597	Syap.g_01219
OG0000854	Syad.g_02606	Syap.g_01222
OG0000855	Syad.g_02607	Syap.g_01223
OG0000856	Syad.g_02166	Syap.g_01286
OG0000857	Syad.g_01871	Syap.g_02722
OG0000858	Syad.g_02613	Syap.g_00612
OG0000859	Syad.g_02614	Syap.g_00613
OG0000860	Syad.g_02625	Syap.g_00623
OG0000861	Syad.g_02626	Syap.g_02789
OG0000862	Syad.g_02628	Syap.g_01789
OG0000863	Syad.g_02631	Syap.g_01784
OG0000864	Syad.g_02632	Syap.g_01783
OG0000865	Syad.g_02633	Syap.g_01781, Syap.g_01782
OG0000866	Syad.g_02634	Syap.g_01780
OG0000867	Syad.g_02635	Syap.g_01779
OG0000868	Syad.g_02637	Syap.g_01775
OG0000869	Syad.g_02643	Syap.g_01770
OG0000870	Syad.g_02648	Syap.g_01401
OG0000871	Syad.g_02649	Syap.g_01400
OG0000872	Syad.g_02657	Syap.g_01394
OG0000873	Syad.g_02660	Syap.g_01390
OG0000874	Syad.g_02655	Syap.g_01388
OG0000875	Syad.g_02662	Syap.g_01386
OG0000876	Syad.g_03003	Syap.g_00822
OG0000877	Syad.g_02480	Syap.g_01380
OG0000878	Syad.g_02481	Syap.g_01378
OG0000879	Syad.g_02482	Syap.g_01377
OG0000880	Syad.g_02483	Syap.g_01376
OG0000882	Syad.g_02494	Syap.g_01516
OG0000883	Syad.g_02497	Syap.g_01511
OG0000884	Syad.g_02499	Syap.g_01509
OG0000885	Syad.g_02500	Syap.g_01508
OG0000886	Syad.g_02501	Syap.g_01507
OG0000887	Syad.g_02502	Syap.g_01506
OG0000888	Syad.g_02504	Syap.g_01504
OG0000889	Syad.g_02506	Syap.g_01502
OG0000890	Syad.g_02512	Syap.g_01499
OG0000891	Syad.g_02513	Syap.g_01498
OG0000892	Syad.g_02517	Syap.g_02671
OG0000893	Syad.g_00589	Syap.g_02497
OG0000894	Syad.g_00592	Syap.g_02679
OG0000895	Syad.g_00596	Syap.g_00546
OG0000896	Syad.g_00597	Syap.g_00545
OG0000897	Syad.g_00599	Syap.g_00543
OG0000898	Syad.g_00600	Syap.g_00542
OG0000899	Syad.g_00601	Syap.g_00541
OG0000900	Syad.g_00602	Syap.g_00540
OG0000901	Syad.g_00607	Syap.g_01930
OG0000902	Syad.g_00609	Syap.g_01929
OG0000903	Syad.g_00645	Syap.g_01916
OG0000904	Syad.g_00640	Syap.g_01922
OG0000905	Syad.g_00632	Syap.g_01925
OG0000906	Syad.g_00630	Syap.g_01927
OG0000907	Syad.g_00648	Syap.g_01914
OG0000908	Syad.g_00651	Syap.g_01235
OG0000909	Syad.g_00652	Syap.g_01236
OG0000910	Syad.g_00653	Syap.g_01237
OG0000911	Syad.g_00655	Syap.g_00511
OG0000912	Syad.g_00656	Syap.g_00510
OG0000913	Syad.g_00657	Syap.g_00509
OG0000914	Syad.g_00658	Syap.g_00508
OG0000915	Syad.g_00660	Syap.g_00506
OG0000916	Syad.g_00661	Syap.g_00505
OG0000917	Syad.g_00662	Syap.g_00504
OG0000918	Syad.g_00663	Syap.g_00503
OG0000919	Syad.g_00664	Syap.g_00502
OG0000920	Syad.g_00665	Syap.g_00501
OG0000921	Syad.g_00666	Syap.g_00500
OG0000922	Syad.g_00667	Syap.g_00499
OG0000923	Syad.g_00671	Syap.g_00495
OG0000924	Syad.g_00672	Syap.g_00494
OG0000925	Syad.g_00673	Syap.g_00493
OG0000926	Syad.g_00674	Syap.g_00492
OG0000927	Syad.g_00676	Syap.g_00490
OG0000928	Syad.g_00677	Syap.g_00489
OG0000929	Syad.g_00678	Syap.g_00488
OG0000930	Syad.g_00679	Syap.g_00487
OG0000931	Syad.g_00680	Syap.g_00486
OG0000932	Syad.g_00681	Syap.g_00485
OG0000933	Syad.g_00687	Syap.g_00479
OG0000934	Syad.g_00689	Syap.g_00477
OG0000935	Syad.g_00690	Syap.g_00476
OG0000936	Syad.g_00691	Syap.g_00475
OG0000937	Syad.g_00692	Syap.g_00474
OG0000938	Syad.g_00695	Syap.g_00471
OG0000939	Syad.g_00696	Syap.g_00469
OG0000940	Syad.g_00703	Syap.g_00460
OG0000941	Syad.g_00705	Syap.g_00458
OG0000942	Syad.g_00707	Syap.g_00606
OG0000943	Syad.g_00708	Syap.g_00604
OG0000944	Syad.g_00710	Syap.g_00602
OG0000945	Syad.g_00711	Syap.g_00601
OG0000946	Syad.g_00716	Syap.g_00595
OG0000947	Syad.g_00719	Syap.g_00591
OG0000948	Syad.g_00720	Syap.g_00590
OG0000949	Syad.g_00432	Syap.g_01051
OG0000950	Syad.g_00418	Syap.g_01061
OG0000951	Syad.g_00411	Syap.g_01070
OG0000952	Syad.g_00375	Syap.g_01074
OG0000953	Syad.g_00369	Syap.g_01078
OG0000954	Syad.g_00364	Syap.g_01089
OG0000955	Syad.g_00363	Syap.g_01090
OG0000956	Syad.g_00361	Syap.g_01092
OG0000957	Syad.g_00350	Syap.g_01109
OG0000958	Syad.g_00349	Syap.g_01110
OG0000959	Syad.g_00345	Syap.g_01114
OG0000960	Syad.g_00344	Syap.g_01115
OG0000961	Syad.g_00335	Syap.g_02170
OG0000962	Syad.g_00332	Syap.g_01121
OG0000963	Syad.g_00325	Syap.g_01124
OG0000964	Syad.g_00324	Syap.g_01125
OG0000965	Syad.g_00323	Syap.g_01126
OG0000966	Syad.g_00246	Syap.g_01141
OG0000967	Syad.g_00234	Syap.g_00633
OG0000968	Syad.g_00243	Syap.g_00998
OG0000969	Syad.g_00240	Syap.g_00996
OG0000970	Syad.g_00239	Syap.g_00995
OG0000971	Syad.g_00229	Syap.g_00993
OG0000972	Syad.g_00228	Syap.g_00992
OG0000973	Syad.g_00227	Syap.g_00991
OG0000974	Syad.g_00226	Syap.g_00990
OG0000975	Syad.g_00225	Syap.g_00989
OG0000976	Syad.g_00224	Syap.g_00988
OG0000977	Syad.g_00222	Syap.g_00986
OG0000978	Syad.g_00221	Syap.g_00985
OG0000979	Syad.g_00218	Syap.g_00980
OG0000980	Syad.g_00215	Syap.g_00977
OG0000981	Syad.g_00212	Syap.g_01812
OG0000982	Syad.g_03035	Syap.g_00132
OG0000983	Syad.g_03036	Syap.g_00134
OG0000984	Syad.g_03037	Syap.g_00135
OG0000985	Syad.g_03039	Syap.g_00140
OG0000986	Syad.g_03049	Syap.g_01044
OG0000987	Syad.g_00002	Syap.g_01033
OG0000988	Syad.g_00008	Syap.g_01027
OG0000989	Syad.g_00020	Syap.g_01011
OG0000990	Syad.g_00061	Syap.g_02087
OG0000991	Syad.g_00064	Syap.g_02091
OG0000992	Syad.g_00067	Syap.g_02095
OG0000993	Syad.g_00069	Syap.g_02097
OG0000994	Syad.g_00071	Syap.g_02101
OG0000996	Syad.g_00121	Syap.g_01817
OG0000997	Syad.g_00128	Syap.g_02590
OG0000998	Syad.g_00130	Syap.g_02591
OG0000999	Syad.g_00131	Syap.g_02592
OG0001001	Syad.g_00141	Syap.g_02605
OG0001002	Syad.g_00148	Syap.g_00124
OG0001003	Syad.g_00150	Syap.g_02310
OG0001004	Syad.g_00151	Syap.g_02311
OG0001005	Syad.g_00152	Syap.g_02312
OG0001006	Syad.g_00160	Syap.g_00053
OG0001007	Syad.g_00162	Syap.g_00055
OG0001008	Syad.g_02449	Syap.g_02060
OG0001012	Syad.g_03030	Syap.g_00371
OG0001013	Syad.g_03011	Syap.g_01325
OG0001016	Syad.g_02734	Syap.g_01695
OG0001033	Syad.g_02956	Syap.g_00105
OG0001035	Syad.g_00559	Syap.g_01594
OG0001039	Syad.g_00522	Syap.g_01359
OG0001040	Syad.g_00519	Syap.g_01356
OG0001041	Syad.g_00514	Syap.g_01352
OG0001043	Syad.g_00481	Syap.g_01676
OG0001044	Syad.g_00760	Syap.g_00571
OG0001054	Syad.g_00925	Syap.g_00274
OG0001055	Syad.g_00946	Syap.g_00252
OG0001059	Syad.g_01018	Syap.g_00306
OG0001060	Syad.g_01025	Syap.g_00299
OG0001061	Syad.g_01047	Syap.g_01309
OG0001062	Syad.g_01049	Syap.g_01314
OG0001072	Syad.g_01070	Syap.g_00441
OG0001073	Syad.g_01090	Syap.g_00122, Syap.g_00455
OG0001078	Syad.g_02151	Syap.g_00896
OG0001080	Syad.g_02008	Syap.g_02505
OG0001085	Syad.g_01596	Syap.g_01953
OG0001094	Syad.g_01895	Syap.g_00187
OG0001095	Syad.g_01874	Syap.g_02725
OG0001096	Syad.g_01847	Syap.g_02709
OG0001100	Syad.g_01608	Syap.g_02369
OG0001102	Syad.g_01613	Syap.g_01258
OG0001103	Syad.g_01616	Syap.g_01256
OG0001104	Syad.g_01911	Syap.g_00171
OG0001105	Syad.g_01907	Syap.g_00175
OG0001107	Syad.g_01759	Syap.g_02015
OG0001108	Syad.g_01744	Syap.g_00119
OG0001122	Syad.g_01689	Syap.g_02766
OG0001123	Syad.g_01682	Syap.g_01872
OG0001133	Syad.g_02172	Syap.g_01292
OG0001136	Syad.g_01150	Syap.g_00230
OG0001137	Syad.g_01169	Syap.g_00213
OG0001140	Syad.g_01490	Syap.g_02134
OG0001152	Syad.g_00872	Syap.g_02447
OG0001154	Syad.g_02319	Syap.g_00013
OG0001155	Syad.g_02540	Syap.g_00750
OG0001160	Syad.g_02595	Syap.g_01217
OG0001162	Syad.g_01844	Syap.g_02366
OG0001163	Syad.g_02610	Syap.g_00609
OG0001164	Syad.g_02616	Syap.g_00614
OG0001165	Syad.g_02621	Syap.g_00619
OG0001168	Syad.g_02488	Syap.g_01372
OG0001171	Syad.g_02503	Syap.g_01505
OG0001172	Syad.g_00594	Syap.g_00547
OG0001177	Syad.g_00641	Syap.g_01920
OG0001178	Syad.g_02629	Syap.g_01786, Syap.g_01787
OG0001179	Syad.g_00675	Syap.g_00491
OG0001180	Syad.g_00700	Syap.g_00097, Syap.g_00465
OG0001181	Syad.g_00704	Syap.g_00459
OG0001183	Syad.g_00717	Syap.g_00594
OG0001185	Syad.g_00354	Syap.g_01104
OG0001186	Syad.g_00247	Syap.g_01140
OG0001187	Syad.g_00245	Syap.g_01142
OG0001188	Syad.g_00238	Syap.g_00634
OG0001189	Syad.g_00217	Syap.g_00979
OG0001192	Syad.g_00013	Syap.g_01021
OG0001197	Syad.g_00146	Syap.g_00126
OG0001198	Syad.g_00159	Syap.g_00052
OG0001199	Syad.g_02735	Syap.g_01696
OG0001200	Syad.g_02737	Syap.g_01698
OG0001202	Syad.g_02945	Syap.g_01613
OG0001203	Syad.g_00821	Syap.g_01154
OG0001204	Syad.g_00577	Syap.g_01577
OG0001214	Syad.g_02150	Syap.g_00897
OG0001218	Syad.g_02328	Syap.g_00020
OG0001219	Syad.g_01653	Syap.g_02794
OG0001221	Syad.g_01950	Syap.g_01777
OG0001222	Syad.g_01770	Syap.g_02027
OG0001224	Syad.g_01286	Syap.g_01551
OG0001225	Syad.g_01288	Syap.g_01553
OG0001226	Syad.g_02100	Syap.g_02551
OG0001228	Syad.g_02460	Syap.g_01063
OG0001229	Syad.g_01314	Syap.g_00827
OG0001231	Syad.g_00179	Syap.g_00073
OG0001232	Syad.g_02658	Syap.g_01393
OG0001235	Syad.g_00633	Syap.g_01924
OG0001236	Syad.g_00412	Syap.g_01069
OG0001237	Syad.g_00376	Syap.g_01073
OG0001238	Syad.g_00007	Syap.g_01028
OG0001239	Syad.g_02732	Syap.g_01693, Syap.g_01692
OG0001242	Syad.g_02827	Syap.g_02227, Syap.g_02229
OG0001243	Syad.g_02841	Syap.g_02219
OG0001244	Syad.g_02873	Syap.g_02192
OG0001246	Syad.g_00933	Syap.g_01165, Syap.g_00267
OG0001248	Syad.g_01843	Syap.g_00423
OG0001249	Syad.g_00756	Syap.g_00575
OG0001250	Syad.g_01227	Syap.g_01836
OG0001251	Syad.g_00083	Syap.g_01549, Syap.g_01727
OG0001253	Syad.g_02037	Syap.g_01969
OG0001255	Syad.g_02224	Syap.g_02523
OG0001256	Syad.g_02609	Syap.g_01225
OG0001257	Syad.g_02210	Syap.g_00374, Syap.g_00373, Syap.g_01821
OG0001258	Syad.g_02619	Syap.g_00617
OG0001260	Syad.g_02514	Syap.g_01497
OG0001261	Syad.g_00684	Syap.g_00482
OG0001262	Syad.g_00219	Syap.g_00981
OG0001263	Syad.g_02844	Syap.g_02216
OG0001265	Syad.g_02825	Syap.g_02231
OG0001266	Syad.g_02949	Syap.g_01618
OG0001267	Syad.g_00523	Syap.g_01360
OG0001268	Syad.g_00767	Syap.g_00563
OG0001270	Syad.g_02453	Syap.g_02056
OG0001271	Syad.g_02356	Syap.g_02759
OG0001272	Syad.g_00910	Syap.g_02250
OG0001274	Syad.g_02988	Syap.g_01897
OG0001275	Syad.g_01699	Syap.g_02694
OG0001276	Syad.g_01683	Syap.g_01873
OG0001277	Syad.g_00127	Syap.g_01293
OG0001278	Syad.g_01445	Syap.g_02438
OG0001279	Syad.g_02248	Syap.g_02663
OG0001282	Syad.g_00890	Syap.g_01701
OG0001284	Syad.g_02585	Syap.g_00047
OG0001286	Syad.g_00698	Syap.g_00467
OG0001287	Syad.g_00346	Syap.g_00418
OG0001288	Syad.g_00326	Syap.g_01123
OG0001289	Syad.g_02767	Syap.g_02365
OG0001291	Syad.g_02854	Syap.g_02207
OG0001292	Syad.g_00572	Syap.g_01583
OG0001297	Syad.g_00943	Syap.g_00255
OG0001299	Syad.g_01591	Syap.g_01959
OG0001303	Syad.g_01655	Syap.g_02795
OG0001304	Syad.g_01669	Syap.g_00536
OG0001305	Syad.g_01296	Syap.g_01562
OG0001306	Syad.g_01119	Syap.g_00245
OG0001307	Syad.g_00626	Syap.g_00403
OG0001310	Syad.g_02638	Syap.g_01774
OG0001311	Syad.g_01681	Syap.g_01871
OG0001312	Syad.g_01788	Syap.g_01735
OG0001315	Syad.g_00715	Syap.g_00596
OG0001318	Syad.g_00557	Syap.g_01596, Syap.g_01597
OG0001323	Syad.g_00953	Syap.g_00757
OG0001326	Syad.g_00092	Syap.g_02646
OG0001332	Syad.g_02535	Syap.g_01548
OG0001333	Syad.g_02487	Syap.g_01373
OG0001336	Syad.g_00139	Syap.g_02602
OG0001337	Syad.g_00750	Syap.g_00576
OG0001345	Syad.g_01188	Syap.g_01877, Syap.g_02776
OG0001346	Syad.g_02406	Syap.g_01484
OG0001347	Syad.g_00454	Syap.g_02536
OG0001348	Syad.g_01250	Syap.g_00938
OG0001349	Syad.g_02663	Syap.g_01264, Syap.g_00851
OG0001353	Syad.g_01244	Syap.g_01849
OG0001358	Syad.g_02179	Syap.g_00942
OG0001360	Syad.g_01191	Syap.g_01881, Syap.g_02778
OG0001361	Syad.g_01185	Syap.g_01792
OG0001364	Syad.g_00431	Syap.g_01052
OG0001366	Syad.g_02650	Syap.g_01399
OG0001368	Syad.g_00578	Syap.g_01576
OG0001373	Syad.g_00091	Syap.g_02647
OG0001374	Syad.g_00099	Syap.g_01829, Syap.g_01830
OG0001376	Syad.g_00015	Syap.g_01991
OG0001377	Syad.g_00014	Syap.g_01992
OG0001378	Syad.g_02454	Syap.g_02055
OG0001379	Syad.g_02397	Syap.g_01474
OG0001385	Syad.g_00088	Syap.g_02650
OG0001386	Syad.g_00089	Syap.g_02649
OG0001387	Syad.g_00090	Syap.g_02648
OG0001388	Syad.g_00093	Syap.g_02645
OG0001389	Syad.g_00094	Syap.g_02644
OG0001390	Syad.g_00095	Syap.g_02643
OG0001391	Syad.g_00096	Syap.g_01833
OG0001392	Syad.g_00097	Syap.g_01832
OG0001393	Syad.g_00098	Syap.g_01831
OG0001394	Syad.g_01920	Syap.g_00159
OG0001395	Syad.g_01792	Syap.g_00531
OG0001396	Syad.g_00455	Syap.g_02537
OG0001398	Syad.g_01977	Syap.g_02356
OG0001401	Syad.g_01233	Syap.g_01844
OG0001408	Syad.g_01431	Syap.g_01862
OG0001411	Syad.g_00372	Syap.g_00853
OG0001412	Syad.g_00307, Syad.g_00453	Syap.g_02535
OG0001420	Syad.g_00963	Syap.g_02736
OG0001425	Syad.g_00012	Syap.g_01024
OG0001428	Syad.g_02906	Syap.g_01196
OG0001432	Syad.g_01382	Syap.g_01967
OG0001433	Syad.g_01253, Syad.g_01252	Syap.g_00790
