Orthogroup	Syad	Praw
OG0000583	Syad.g_02205	Praw.g_00145
OG0000584	Syad.g_02204	Praw.g_00146
OG0000585	Syad.g_02202	Praw.g_00148
OG0000586	Syad.g_02201	Praw.g_00149
OG0000587	Syad.g_02199	Praw.g_00150
OG0000588	Syad.g_02183	Praw.g_00154
OG0000589	Syad.g_02178	Praw.g_00157
OG0000590	Syad.g_02177	Praw.g_00158
OG0000591	Syad.g_02169	Praw.g_00161
OG0000592	Syad.g_02168	Praw.g_00162
OG0000593	Syad.g_02156	Praw.g_00168
OG0000594	Syad.g_02155	Praw.g_00169
OG0000595	Syad.g_02154	Praw.g_01888
OG0000596	Syad.g_02149	Praw.g_01884
OG0000597	Syad.g_02146	Praw.g_01882
OG0000598	Syad.g_02145	Praw.g_01881
OG0000599	Syad.g_02142	Praw.g_01878
OG0000600	Syad.g_02141	Praw.g_01877
OG0000601	Syad.g_02140	Praw.g_01876
OG0000602	Syad.g_02135	Praw.g_01874
OG0000603	Syad.g_02134	Praw.g_01873
OG0000604	Syad.g_02131	Praw.g_01872
OG0000605	Syad.g_02026	Praw.g_01871
OG0000606	Syad.g_01567	Praw.g_01868
OG0000607	Syad.g_01571	Praw.g_01865
OG0000608	Syad.g_01572	Praw.g_01864
OG0000609	Syad.g_01574	Praw.g_01863
OG0000610	Syad.g_01589	Praw.g_01858
OG0000611	Syad.g_01592	Praw.g_01855
OG0000612	Syad.g_01593	Praw.g_01854
OG0000613	Syad.g_00457	Praw.g_01849
OG0000614	Syad.g_01340	Praw.g_01830
OG0000615	Syad.g_01948	Praw.g_01822
OG0000616	Syad.g_00145	Praw.g_01818
OG0000617	Syad.g_01810	Praw.g_01803
OG0000618	Syad.g_01809	Praw.g_01802
OG0000619	Syad.g_01808	Praw.g_01801
OG0000620	Syad.g_01803	Praw.g_01798
OG0000621	Syad.g_01802	Praw.g_01797
OG0000622	Syad.g_01801	Praw.g_01796
OG0000623	Syad.g_01800	Praw.g_01795
OG0000624	Syad.g_01798	Praw.g_01794
OG0000625	Syad.g_01797	Praw.g_01793
OG0000626	Syad.g_01796	Praw.g_01792
OG0000627	Syad.g_01640	Praw.g_01791
OG0000628	Syad.g_01641	Praw.g_01790
OG0000629	Syad.g_01644	Praw.g_01789
OG0000630	Syad.g_01648	Praw.g_01786
OG0000631	Syad.g_01658	Praw.g_01706
OG0000632	Syad.g_01659	Praw.g_01705
OG0000633	Syad.g_01660	Praw.g_01704
OG0000634	Syad.g_01893	Praw.g_01701
OG0000635	Syad.g_01892	Praw.g_01700
OG0000636	Syad.g_01890	Praw.g_01698
OG0000637	Syad.g_01888	Praw.g_01696
OG0000638	Syad.g_01887	Praw.g_01695
OG0000639	Syad.g_01886	Praw.g_01694
OG0000640	Syad.g_01885	Praw.g_01693
OG0000641	Syad.g_01881	Praw.g_01689
OG0000642	Syad.g_01880	Praw.g_01688
OG0000643	Syad.g_01878	Praw.g_01687
OG0000644	Syad.g_01877	Praw.g_01686
OG0000645	Syad.g_01875	Praw.g_01685
OG0000646	Syad.g_01872	Praw.g_01683
OG0000647	Syad.g_01870	Praw.g_01682
OG0000648	Syad.g_01860	Praw.g_01680
OG0000649	Syad.g_01859	Praw.g_01679
OG0000650	Syad.g_01858	Praw.g_01678
OG0000651	Syad.g_01857	Praw.g_01677
OG0000652	Syad.g_01856	Praw.g_01676
OG0000653	Syad.g_01850	Praw.g_01674
OG0000654	Syad.g_01849	Praw.g_01673
OG0000655	Syad.g_01848	Praw.g_01672
OG0000656	Syad.g_01845	Praw.g_01669
OG0000657	Syad.g_01240	Praw.g_01663
OG0000658	Syad.g_01231	Praw.g_01662
OG0000659	Syad.g_01230	Praw.g_01661
OG0000660	Syad.g_01226	Praw.g_01657
OG0000661	Syad.g_01224	Praw.g_01655
OG0000662	Syad.g_01222	Praw.g_01653
OG0000663	Syad.g_01219	Praw.g_01651
OG0000664	Syad.g_01209	Praw.g_01650
OG0000665	Syad.g_02115	Praw.g_01646
OG0000666	Syad.g_02027	Praw.g_01645
OG0000667	Syad.g_00612	Praw.g_01641
OG0000668	Syad.g_01688	Praw.g_01611
OG0000669	Syad.g_01606	Praw.g_01605
OG0000670	Syad.g_01609	Praw.g_01603
OG0000671	Syad.g_01611	Praw.g_01601
OG0000672	Syad.g_01615	Praw.g_01599
OG0000673	Syad.g_01618	Praw.g_01596
OG0000674	Syad.g_01620	Praw.g_01594
OG0000675	Syad.g_01633	Praw.g_01593
OG0000676	Syad.g_01635	Praw.g_01591
OG0000677	Syad.g_01636	Praw.g_01590
OG0000678	Syad.g_01957	Praw.g_01588
OG0000679	Syad.g_01922	Praw.g_01584
OG0000680	Syad.g_01921	Praw.g_01583
OG0000681	Syad.g_01919	Praw.g_01581
OG0000682	Syad.g_01918	Praw.g_01580
OG0000683	Syad.g_01917	Praw.g_01579
OG0000684	Syad.g_01912	Praw.g_01577
OG0000685	Syad.g_01910	Praw.g_01575
OG0000686	Syad.g_01909	Praw.g_01574
OG0000687	Syad.g_01908	Praw.g_01573
OG0000688	Syad.g_01904	Praw.g_01570
OG0000689	Syad.g_01902	Praw.g_01569
OG0000690	Syad.g_01901	Praw.g_01568
OG0000691	Syad.g_01900	Praw.g_01567
OG0000692	Syad.g_01899	Praw.g_01565
OG0000693	Syad.g_01897	Praw.g_01564
OG0000694	Syad.g_01896	Praw.g_01563
OG0000695	Syad.g_01662	Praw.g_01561
OG0000696	Syad.g_01663	Praw.g_01560
OG0000697	Syad.g_01789	Praw.g_01559
OG0000698	Syad.g_01786	Praw.g_01556
OG0000699	Syad.g_01785	Praw.g_01555
OG0000700	Syad.g_01784	Praw.g_01554
OG0000701	Syad.g_01783	Praw.g_01553
OG0000702	Syad.g_01775	Praw.g_01551
OG0000703	Syad.g_01774	Praw.g_01550
OG0000704	Syad.g_01772	Praw.g_01549
OG0000705	Syad.g_01765	Praw.g_01545
OG0000706	Syad.g_01764	Praw.g_01544
OG0000707	Syad.g_01763	Praw.g_01543
OG0000708	Syad.g_01760	Praw.g_01542
OG0000709	Syad.g_01745	Praw.g_01538
OG0000710	Syad.g_01738	Praw.g_01535
OG0000711	Syad.g_01710	Praw.g_01518
OG0000712	Syad.g_01708	Praw.g_01516
OG0000713	Syad.g_01707	Praw.g_01515
OG0000714	Syad.g_01705	Praw.g_01514
OG0000715	Syad.g_01703	Praw.g_01512
OG0000716	Syad.g_01697	Praw.g_01510
OG0000717	Syad.g_01696	Praw.g_01509
OG0000718	Syad.g_01692	Praw.g_01498
OG0000719	Syad.g_01690	Praw.g_01496
OG0000720	Syad.g_01677	Praw.g_01487
OG0000721	Syad.g_01675	Praw.g_01485
OG0000722	Syad.g_01674	Praw.g_01484
OG0000723	Syad.g_01791	Praw.g_01481
OG0000724	Syad.g_01284	Praw.g_01472
OG0000725	Syad.g_01293	Praw.g_01466
OG0000726	Syad.g_01294	Praw.g_01465
OG0000727	Syad.g_01295	Praw.g_01464
OG0000728	Syad.g_01297	Praw.g_01462
OG0000729	Syad.g_00331	Praw.g_01416
OG0000730	Syad.g_00758	Praw.g_00172
OG0000731	Syad.g_00770	Praw.g_00176
OG0000732	Syad.g_00214	Praw.g_00183
OG0000733	Syad.g_00028	Praw.g_00202
OG0000734	Syad.g_02809	Praw.g_00219
OG0000735	Syad.g_01120	Praw.g_00221
OG0000736	Syad.g_01121	Praw.g_00222
OG0000737	Syad.g_01122	Praw.g_00223
OG0000738	Syad.g_01127	Praw.g_00227
OG0000739	Syad.g_01145	Praw.g_00228
OG0000740	Syad.g_01146	Praw.g_00229
OG0000741	Syad.g_01149	Praw.g_00230
OG0000742	Syad.g_01151	Praw.g_00233
OG0000743	Syad.g_01153	Praw.g_00235
OG0000744	Syad.g_01154	Praw.g_00236
OG0000745	Syad.g_01156	Praw.g_00237
OG0000746	Syad.g_01158	Praw.g_00239
OG0000747	Syad.g_01159	Praw.g_00240
OG0000748	Syad.g_01170	Praw.g_00243
OG0000749	Syad.g_01173	Praw.g_00244
OG0000750	Syad.g_01174	Praw.g_00245
OG0000751	Syad.g_01182	Praw.g_00247
OG0000752	Syad.g_01184	Praw.g_00249
OG0000753	Syad.g_01187	Praw.g_00252
OG0000754	Syad.g_01516	Praw.g_00255
OG0000755	Syad.g_01504	Praw.g_00258
OG0000756	Syad.g_01498	Praw.g_00259
OG0000757	Syad.g_01487	Praw.g_00265
OG0000758	Syad.g_01486	Praw.g_00266
OG0000759	Syad.g_01485	Praw.g_00267
OG0000760	Syad.g_01484	Praw.g_00268
OG0000761	Syad.g_01480	Praw.g_00269
OG0000762	Syad.g_01474	Praw.g_00270
OG0000763	Syad.g_01468	Praw.g_00272
OG0000764	Syad.g_01467	Praw.g_00273
OG0000765	Syad.g_01447	Praw.g_00282
OG0000766	Syad.g_01446	Praw.g_00283
OG0000767	Syad.g_01444	Praw.g_00285
OG0000768	Syad.g_01443	Praw.g_00286
OG0000769	Syad.g_01441	Praw.g_00288
OG0000770	Syad.g_01437	Praw.g_00290
OG0000771	Syad.g_01278	Praw.g_00904
OG0000772	Syad.g_02078	Praw.g_00954
OG0000773	Syad.g_01114	Praw.g_00970
OG0000774	Syad.g_02396	Praw.g_00972
OG0000775	Syad.g_02398	Praw.g_00976
OG0000776	Syad.g_02399	Praw.g_00977
OG0000777	Syad.g_02400	Praw.g_00978
OG0000778	Syad.g_02401	Praw.g_00979
OG0000779	Syad.g_02407	Praw.g_00983
OG0000780	Syad.g_02411	Praw.g_00984
OG0000781	Syad.g_02415	Praw.g_00987
OG0000782	Syad.g_02416	Praw.g_00988
OG0000783	Syad.g_02418	Praw.g_00989
OG0000784	Syad.g_02419	Praw.g_00990
OG0000785	Syad.g_02421	Praw.g_00992
OG0000786	Syad.g_01101	Praw.g_00994
OG0000787	Syad.g_01100	Praw.g_00995
OG0000788	Syad.g_02139	Praw.g_01002
OG0000789	Syad.g_01982	Praw.g_01006
OG0000790	Syad.g_00886	Praw.g_01021
OG0000791	Syad.g_00885	Praw.g_01023
OG0000792	Syad.g_00884	Praw.g_01024
OG0000793	Syad.g_00879	Praw.g_01027
OG0000794	Syad.g_00878	Praw.g_01028
OG0000795	Syad.g_00877	Praw.g_01029
OG0000796	Syad.g_00871	Praw.g_01033
OG0000797	Syad.g_00870	Praw.g_01034
OG0000798	Syad.g_00525	Praw.g_01057
OG0000799	Syad.g_02243	Praw.g_01101
OG0000800	Syad.g_02245	Praw.g_01100
OG0000801	Syad.g_02246	Praw.g_01099
OG0000802	Syad.g_02251	Praw.g_01097
OG0000803	Syad.g_02255	Praw.g_01095
OG0000804	Syad.g_02260	Praw.g_01094
OG0000805	Syad.g_02266	Praw.g_01092
OG0000806	Syad.g_02267	Praw.g_01090
OG0000807	Syad.g_02269	Praw.g_01089
OG0000808	Syad.g_02270	Praw.g_01088
OG0000809	Syad.g_02273	Praw.g_01085
OG0000810	Syad.g_02274	Praw.g_01084
OG0000811	Syad.g_02283	Praw.g_01077
OG0000812	Syad.g_02285	Praw.g_01075
OG0000813	Syad.g_02286	Praw.g_00343
OG0000814	Syad.g_02288	Praw.g_00345
OG0000815	Syad.g_02289	Praw.g_00346
OG0000816	Syad.g_02290	Praw.g_00348
OG0000817	Syad.g_02291	Praw.g_00349
OG0000818	Syad.g_02297	Praw.g_00354
OG0000819	Syad.g_02298	Praw.g_00355
OG0000820	Syad.g_02299	Praw.g_00356
OG0000821	Syad.g_02305	Praw.g_00359
OG0000822	Syad.g_02307	Praw.g_00360
OG0000823	Syad.g_02308	Praw.g_00361
OG0000824	Syad.g_02314	Praw.g_00364
OG0000825	Syad.g_02315	Praw.g_00365
OG0000826	Syad.g_02316	Praw.g_00366
OG0000827	Syad.g_02317	Praw.g_00367
OG0000828	Syad.g_02320	Praw.g_00371
OG0000829	Syad.g_02321	Praw.g_00372
OG0000830	Syad.g_02322	Praw.g_00373
OG0000831	Syad.g_02325	Praw.g_00375
OG0000832	Syad.g_02538	Praw.g_00381
OG0000833	Syad.g_02550	Praw.g_00389
OG0000834	Syad.g_02552	Praw.g_00390
OG0000835	Syad.g_02553	Praw.g_00391
OG0000836	Syad.g_02557	Praw.g_00392
OG0000837	Syad.g_02561	Praw.g_00393
OG0000838	Syad.g_02565	Praw.g_00395
OG0000839	Syad.g_02566	Praw.g_00396
OG0000840	Syad.g_02567	Praw.g_00397
OG0000841	Syad.g_02568	Praw.g_00398
OG0000842	Syad.g_02569	Praw.g_00399
OG0000843	Syad.g_02570	Praw.g_00400
OG0000844	Syad.g_02577	Praw.g_00401
OG0000845	Syad.g_02578	Praw.g_00402
OG0000846	Syad.g_02579	Praw.g_00403
OG0000847	Syad.g_02580	Praw.g_00404
OG0000848	Syad.g_02582	Praw.g_00405
OG0000849	Syad.g_02583	Praw.g_00406
OG0000850	Syad.g_02586	Praw.g_00408
OG0000851	Syad.g_02592	Praw.g_00409
OG0000852	Syad.g_02593	Praw.g_00410
OG0000853	Syad.g_02597	Praw.g_00414
OG0000854	Syad.g_02606	Praw.g_00416
OG0000855	Syad.g_02607	Praw.g_00417
OG0000856	Syad.g_02166	Praw.g_00430
OG0000857	Syad.g_01871	Praw.g_00458
OG0000858	Syad.g_02613	Praw.g_00509
OG0000859	Syad.g_02614	Praw.g_00510
OG0000860	Syad.g_02625	Praw.g_00517
OG0000861	Syad.g_02626	Praw.g_00518
OG0000862	Syad.g_02628	Praw.g_00519
OG0000863	Syad.g_02631	Praw.g_00521
OG0000864	Syad.g_02632	Praw.g_00522
OG0000865	Syad.g_02633	Praw.g_00523
OG0000866	Syad.g_02634	Praw.g_00524
OG0000867	Syad.g_02635	Praw.g_00525
OG0000868	Syad.g_02637	Praw.g_00526
OG0000869	Syad.g_02643	Praw.g_00530
OG0000870	Syad.g_02648	Praw.g_00535
OG0000871	Syad.g_02649	Praw.g_00536
OG0000872	Syad.g_02657	Praw.g_00537
OG0000873	Syad.g_02660	Praw.g_00540
OG0000874	Syad.g_02655	Praw.g_00543
OG0000875	Syad.g_02662	Praw.g_00544
OG0000876	Syad.g_03003	Praw.g_00545
OG0000877	Syad.g_02480	Praw.g_00547
OG0000878	Syad.g_02481	Praw.g_00548
OG0000879	Syad.g_02482	Praw.g_00549
OG0000880	Syad.g_02483	Praw.g_00550
OG0000881	Syad.g_02489	Praw.g_00554
OG0000882	Syad.g_02494	Praw.g_00559
OG0000883	Syad.g_02497	Praw.g_00561
OG0000884	Syad.g_02499	Praw.g_00563
OG0000885	Syad.g_02500	Praw.g_00564
OG0000886	Syad.g_02501	Praw.g_00565
OG0000887	Syad.g_02502	Praw.g_00566
OG0000888	Syad.g_02504	Praw.g_00568
OG0000889	Syad.g_02506	Praw.g_00570
OG0000890	Syad.g_02512	Praw.g_00571
OG0000891	Syad.g_02513	Praw.g_00572
OG0000892	Syad.g_02517	Praw.g_01921
OG0000893	Syad.g_00589	Praw.g_01917
OG0000894	Syad.g_00592	Praw.g_01915
OG0000895	Syad.g_00596	Praw.g_01912
OG0000896	Syad.g_00597	Praw.g_01911
OG0000897	Syad.g_00599	Praw.g_01909
OG0000898	Syad.g_00600	Praw.g_01908
OG0000899	Syad.g_00601	Praw.g_01907
OG0000900	Syad.g_00602	Praw.g_01906
OG0000901	Syad.g_00607	Praw.g_01903
OG0000902	Syad.g_00609	Praw.g_01901
OG0000903	Syad.g_00645	Praw.g_01898
OG0000904	Syad.g_00640	Praw.g_01896
OG0000905	Syad.g_00632	Praw.g_01892
OG0000906	Syad.g_00630	Praw.g_01891
OG0000907	Syad.g_00648	Praw.g_00138
OG0000908	Syad.g_00651	Praw.g_00135
OG0000909	Syad.g_00652	Praw.g_00134
OG0000910	Syad.g_00653	Praw.g_00133
OG0000911	Syad.g_00655	Praw.g_00131
OG0000912	Syad.g_00656	Praw.g_00130
OG0000913	Syad.g_00657	Praw.g_00129
OG0000914	Syad.g_00658	Praw.g_00128
OG0000915	Syad.g_00660	Praw.g_00127
OG0000916	Syad.g_00661	Praw.g_00126
OG0000917	Syad.g_00662	Praw.g_00125
OG0000918	Syad.g_00663	Praw.g_00124
OG0000919	Syad.g_00664	Praw.g_00123
OG0000920	Syad.g_00665	Praw.g_00122
OG0000921	Syad.g_00666	Praw.g_00121
OG0000922	Syad.g_00667	Praw.g_00120
OG0000923	Syad.g_00671	Praw.g_00116
OG0000924	Syad.g_00672	Praw.g_00115
OG0000925	Syad.g_00673	Praw.g_00114
OG0000926	Syad.g_00674	Praw.g_00113
OG0000927	Syad.g_00676	Praw.g_00111
OG0000928	Syad.g_00677	Praw.g_00110
OG0000929	Syad.g_00678	Praw.g_00109
OG0000930	Syad.g_00679	Praw.g_00108
OG0000931	Syad.g_00680	Praw.g_00107
OG0000932	Syad.g_00681	Praw.g_00106
OG0000933	Syad.g_00687	Praw.g_00102
OG0000934	Syad.g_00689	Praw.g_00100
OG0000935	Syad.g_00690	Praw.g_00099
OG0000936	Syad.g_00691	Praw.g_00098
OG0000937	Syad.g_00692	Praw.g_00097
OG0000938	Syad.g_00695	Praw.g_00095
OG0000939	Syad.g_00696	Praw.g_00094
OG0000940	Syad.g_00703	Praw.g_00087
OG0000941	Syad.g_00705	Praw.g_00085
OG0000942	Syad.g_00707	Praw.g_00083
OG0000943	Syad.g_00708	Praw.g_00082
OG0000944	Syad.g_00710	Praw.g_00081
OG0000945	Syad.g_00711	Praw.g_00080
OG0000946	Syad.g_00716	Praw.g_00076
OG0000947	Syad.g_00719	Praw.g_00074
OG0000948	Syad.g_00720	Praw.g_00073
OG0000949	Syad.g_00432	Praw.g_00070
OG0000950	Syad.g_00418	Praw.g_00065
OG0000951	Syad.g_00411	Praw.g_00061
OG0000952	Syad.g_00375	Praw.g_00057
OG0000953	Syad.g_00369	Praw.g_00054
OG0000954	Syad.g_00364	Praw.g_00050
OG0000955	Syad.g_00363	Praw.g_00049
OG0000956	Syad.g_00361	Praw.g_00047
OG0000957	Syad.g_00350	Praw.g_00041
OG0000958	Syad.g_00349	Praw.g_00040
OG0000959	Syad.g_00345	Praw.g_00036
OG0000960	Syad.g_00344	Praw.g_00035
OG0000961	Syad.g_00335	Praw.g_00033
OG0000962	Syad.g_00332	Praw.g_00031
OG0000963	Syad.g_00325	Praw.g_00027
OG0000964	Syad.g_00324	Praw.g_00026
OG0000965	Syad.g_00323	Praw.g_00025
OG0000966	Syad.g_00246	Praw.g_00018
OG0000967	Syad.g_00234	Praw.g_00014
OG0000968	Syad.g_00243	Praw.g_00012
OG0000969	Syad.g_00240	Praw.g_00011
OG0000970	Syad.g_00239	Praw.g_00010
OG0000971	Syad.g_00229	Praw.g_00009
OG0000972	Syad.g_00228	Praw.g_00008
OG0000973	Syad.g_00227	Praw.g_00007
OG0000974	Syad.g_00226	Praw.g_00006
OG0000975	Syad.g_00225	Praw.g_00005
OG0000976	Syad.g_00224	Praw.g_00004
OG0000977	Syad.g_00222	Praw.g_00003
OG0000978	Syad.g_00221	Praw.g_00002
OG0000979	Syad.g_00218	Praw.g_01192
OG0000980	Syad.g_00215	Praw.g_01190
OG0000981	Syad.g_00212	Praw.g_01188
OG0000982	Syad.g_03035	Praw.g_01186
OG0000983	Syad.g_03036	Praw.g_01185
OG0000984	Syad.g_03037	Praw.g_01184
OG0000985	Syad.g_03039	Praw.g_01181
OG0000986	Syad.g_03049	Praw.g_01179
OG0000987	Syad.g_00002	Praw.g_01178
OG0000988	Syad.g_00008	Praw.g_01175
OG0000989	Syad.g_00020	Praw.g_01171
OG0000990	Syad.g_00061	Praw.g_01168
OG0000991	Syad.g_00064	Praw.g_01167
OG0000992	Syad.g_00067	Praw.g_01165
OG0000993	Syad.g_00069	Praw.g_01164
OG0000994	Syad.g_00071	Praw.g_01163
OG0000995	Syad.g_00077	Praw.g_01159
OG0000996	Syad.g_00121	Praw.g_01158
OG0000997	Syad.g_00128	Praw.g_01157
OG0000998	Syad.g_00130	Praw.g_01155
OG0000999	Syad.g_00131	Praw.g_01154
OG0001000	Syad.g_00136	Praw.g_01151
OG0001001	Syad.g_00141	Praw.g_01149
OG0001002	Syad.g_00148	Praw.g_01145
OG0001003	Syad.g_00150	Praw.g_01144
OG0001004	Syad.g_00151	Praw.g_01143
OG0001005	Syad.g_00152	Praw.g_01142
OG0001006	Syad.g_00160	Praw.g_01138
OG0001007	Syad.g_00162	Praw.g_01136
OG0001008	Syad.g_02449	Praw.g_00710
OG0001009	Syad.g_00194	Praw.g_01401
OG0001010	Syad.g_00195	Praw.g_01400
OG0001011	Syad.g_00196	Praw.g_01399
OG0001012	Syad.g_03030	Praw.g_01385
OG0001013	Syad.g_03011	Praw.g_01380
OG0001014	Syad.g_03002	Praw.g_01377
OG0001015	Syad.g_03001	Praw.g_01376
OG0001016	Syad.g_02734	Praw.g_01361
OG0001017	Syad.g_02740	Praw.g_01357
OG0001018	Syad.g_02742	Praw.g_01354
OG0001019	Syad.g_02771	Praw.g_01345
OG0001020	Syad.g_02777	Praw.g_01344
OG0001021	Syad.g_02781	Praw.g_01343
OG0001022	Syad.g_02786	Praw.g_01341
OG0001023	Syad.g_02787	Praw.g_01340
OG0001024	Syad.g_02791	Praw.g_01337
OG0001025	Syad.g_02798	Praw.g_01331
OG0001026	Syad.g_02811	Praw.g_01324
OG0001027	Syad.g_02817	Praw.g_01323
OG0001028	Syad.g_02819	Praw.g_01321
OG0001029	Syad.g_02821	Praw.g_01320
OG0001030	Syad.g_02848	Praw.g_01305
OG0001031	Syad.g_02925	Praw.g_01249
OG0001032	Syad.g_02928	Praw.g_01248
OG0001033	Syad.g_02956	Praw.g_01227
OG0001034	Syad.g_00819	Praw.g_01199
OG0001035	Syad.g_00559	Praw.g_00879
OG0001036	Syad.g_00554	Praw.g_00875
OG0001037	Syad.g_00552	Praw.g_00874
OG0001039	Syad.g_00522	Praw.g_00853
OG0001040	Syad.g_00519	Praw.g_00851
OG0001041	Syad.g_00514	Praw.g_00847
OG0001042	Syad.g_00485	Praw.g_00830
OG0001043	Syad.g_00481	Praw.g_00829
OG0001044	Syad.g_00760	Praw.g_00797
OG0001045	Syad.g_00773	Praw.g_00789
OG0001046	Syad.g_01722	Praw.g_00754
OG0001047	Syad.g_02447	Praw.g_00708
OG0001048	Syad.g_02446	Praw.g_00707
OG0001049	Syad.g_02443	Praw.g_00705
OG0001050	Syad.g_02442	Praw.g_00704
OG0001051	Syad.g_02441	Praw.g_00703
OG0001052	Syad.g_02357	Praw.g_00676
OG0001054	Syad.g_00925	Praw.g_00650
OG0001055	Syad.g_00946	Praw.g_00631
OG0001056	Syad.g_00982	Praw.g_00612
OG0001057	Syad.g_00996	Praw.g_00607
OG0001058	Syad.g_01015	Praw.g_00599
OG0001059	Syad.g_01018	Praw.g_00595
OG0001060	Syad.g_01025	Praw.g_00588
OG0001061	Syad.g_01047	Praw.g_00575
OG0001062	Syad.g_01049	Praw.g_01923
OG0001063	Syad.g_01056	Praw.g_01925
OG0001064	Syad.g_01057	Praw.g_01926
OG0001065	Syad.g_01058	Praw.g_01927
OG0001066	Syad.g_01059	Praw.g_01928
OG0001067	Syad.g_01060	Praw.g_01929
OG0001068	Syad.g_01061	Praw.g_01930
OG0001069	Syad.g_01062	Praw.g_01931
OG0001070	Syad.g_01065	Praw.g_01934
OG0001071	Syad.g_01066	Praw.g_01935
OG0001073	Syad.g_01090	Praw.g_00140
OG0001074	Syad.g_02197	Praw.g_00151
OG0001075	Syad.g_02196	Praw.g_00152
OG0001076	Syad.g_02175	Praw.g_00160
OG0001077	Syad.g_02164	Praw.g_00164
OG0001078	Syad.g_02151	Praw.g_01886
OG0001079	Syad.g_02138	Praw.g_01875
OG0001080	Syad.g_02008	Praw.g_01869
OG0001081	Syad.g_01568	Praw.g_01867
OG0001082	Syad.g_01569	Praw.g_01866
OG0001083	Syad.g_01578	Praw.g_01861
OG0001084	Syad.g_01586	Praw.g_01860
OG0001085	Syad.g_01596	Praw.g_01852
OG0001086	Syad.g_01598	Praw.g_01851
OG0001087	Syad.g_01372	Praw.g_01834
OG0001088	Syad.g_01368	Praw.g_01833
OG0001089	Syad.g_01302	Praw.g_01825
OG0001090	Syad.g_01817	Praw.g_01808
OG0001091	Syad.g_01815	Praw.g_01806
OG0001092	Syad.g_01812	Praw.g_01805
OG0001093	Syad.g_01806	Praw.g_01800
OG0001094	Syad.g_01895	Praw.g_01703
OG0001095	Syad.g_01874	Praw.g_01684
OG0001096	Syad.g_01847	Praw.g_01671
OG0001097	Syad.g_01223	Praw.g_01654
OG0001098	Syad.g_02005, Syad.g_01995	Praw.g_01639
OG0001099	Syad.g_02820	Praw.g_01608
OG0001100	Syad.g_01608	Praw.g_01604
OG0001101	Syad.g_01610	Praw.g_01602
OG0001102	Syad.g_01613	Praw.g_01600
OG0001103	Syad.g_01616	Praw.g_01598
OG0001104	Syad.g_01911	Praw.g_01576
OG0001105	Syad.g_01907	Praw.g_01572
OG0001106	Syad.g_01771	Praw.g_01548
OG0001107	Syad.g_01759	Praw.g_01541
OG0001108	Syad.g_01744	Praw.g_01537
OG0001109	Syad.g_01739	Praw.g_01536
OG0001110	Syad.g_01737	Praw.g_01534
OG0001111	Syad.g_01735	Praw.g_01533
OG0001112	Syad.g_01733	Praw.g_01532
OG0001113	Syad.g_01732	Praw.g_01531
OG0001114	Syad.g_01731	Praw.g_01530
OG0001115	Syad.g_01727	Praw.g_01528
OG0001116	Syad.g_01725	Praw.g_01527
OG0001117	Syad.g_01724	Praw.g_01526
OG0001118	Syad.g_01723	Praw.g_01525
OG0001119	Syad.g_01721	Praw.g_01524
OG0001120	Syad.g_01717	Praw.g_01522
OG0001121	Syad.g_01503	Praw.g_00199, Praw.g_01519
OG0001122	Syad.g_01689	Praw.g_01495
OG0001123	Syad.g_01682	Praw.g_01491
OG0001124	Syad.g_01680	Praw.g_01489
OG0001125	Syad.g_01678	Praw.g_01488
OG0001126	Syad.g_01276	Praw.g_01478
OG0001127	Syad.g_01277	Praw.g_01477
OG0001128	Syad.g_01280	Praw.g_01475
OG0001129	Syad.g_01282	Praw.g_01474
OG0001130	Syad.g_01283	Praw.g_01473
OG0001131	Syad.g_01953	Praw.g_01437
OG0001132	Syad.g_02038	Praw.g_01427
OG0001133	Syad.g_02172	Praw.g_00187
OG0001134	Syad.g_01527	Praw.g_00201
OG0001135	Syad.g_01529	Praw.g_00204
OG0001136	Syad.g_01150	Praw.g_00231
OG0001137	Syad.g_01169	Praw.g_00242
OG0001138	Syad.g_01493	Praw.g_00260
OG0001139	Syad.g_01491	Praw.g_00261
OG0001140	Syad.g_01490	Praw.g_00262
OG0001141	Syad.g_01489	Praw.g_00263
OG0001142	Syad.g_01488	Praw.g_00264
OG0001143	Syad.g_01473	Praw.g_00271
OG0001144	Syad.g_01457	Praw.g_00276
OG0001145	Syad.g_01112	Praw.g_00971
OG0001146	Syad.g_02412	Praw.g_00985
OG0001147	Syad.g_02349	Praw.g_01001
OG0001148	Syad.g_00889	Praw.g_01018
OG0001149	Syad.g_00888	Praw.g_01019
OG0001150	Syad.g_00887	Praw.g_01020
OG0001151	Syad.g_00875	Praw.g_01031
OG0001152	Syad.g_00872	Praw.g_01032
OG0001153	Syad.g_02318	Praw.g_00368
OG0001154	Syad.g_02319	Praw.g_00370
OG0001155	Syad.g_02540	Praw.g_00382
OG0001156	Syad.g_02543	Praw.g_00385
OG0001157	Syad.g_02544	Praw.g_00386
OG0001158	Syad.g_02546	Praw.g_00387
OG0001159	Syad.g_02547	Praw.g_00388
OG0001160	Syad.g_02595	Praw.g_00412
OG0001161	Syad.g_00026	Praw.g_00423
OG0001162	Syad.g_01844	Praw.g_00434
OG0001163	Syad.g_02610	Praw.g_00507
OG0001164	Syad.g_02616	Praw.g_00511
OG0001165	Syad.g_02621	Praw.g_00514
OG0001166	Syad.g_02647	Praw.g_00534
