Orthogroup	Syad	Pray
OG0000579	Syad.g_01088	Pray.g_01161
OG0000580	Syad.g_01089	Pray.g_01160
OG0000581	Syad.g_01097	Pray.g_01158
OG0000582	Syad.g_02206	Pray.g_01155
OG0000583	Syad.g_02205	Pray.g_01154
OG0000584	Syad.g_02204	Pray.g_01153
OG0000585	Syad.g_02202	Pray.g_01151
OG0000586	Syad.g_02201	Pray.g_01150
OG0000587	Syad.g_02199	Pray.g_01149
OG0000588	Syad.g_02183	Pray.g_01145
OG0000589	Syad.g_02178	Pray.g_01142
OG0000590	Syad.g_02177	Pray.g_01141
OG0000591	Syad.g_02169	Pray.g_01138
OG0000592	Syad.g_02168	Pray.g_01137
OG0000593	Syad.g_02156	Pray.g_01131
OG0000594	Syad.g_02155	Pray.g_01130
OG0000595	Syad.g_02154	Pray.g_01129
OG0000596	Syad.g_02149	Pray.g_01125
OG0000597	Syad.g_02146	Pray.g_01123
OG0000598	Syad.g_02145	Pray.g_01122
OG0000599	Syad.g_02142	Pray.g_01119
OG0000600	Syad.g_02141	Pray.g_01118
OG0000601	Syad.g_02140	Pray.g_01117
OG0000602	Syad.g_02135	Pray.g_01115
OG0000603	Syad.g_02134	Pray.g_01114
OG0000604	Syad.g_02131	Pray.g_01113
OG0000605	Syad.g_02026	Pray.g_01112
OG0000606	Syad.g_01567	Pray.g_01109
OG0000607	Syad.g_01571	Pray.g_01106
OG0000608	Syad.g_01572	Pray.g_01105
OG0000609	Syad.g_01574	Pray.g_01104
OG0000610	Syad.g_01589	Pray.g_01099
OG0000611	Syad.g_01592	Pray.g_01096
OG0000612	Syad.g_01593	Pray.g_01095
OG0000613	Syad.g_00457	Pray.g_01090
OG0000614	Syad.g_01340	Pray.g_01071
OG0000615	Syad.g_01948	Pray.g_01063
OG0000616	Syad.g_00145	Pray.g_01059
OG0000617	Syad.g_01810	Pray.g_01034
OG0000618	Syad.g_01809	Pray.g_01033
OG0000619	Syad.g_01808	Pray.g_01032
OG0000620	Syad.g_01803	Pray.g_01029
OG0000621	Syad.g_01802	Pray.g_01028
OG0000622	Syad.g_01801	Pray.g_01027
OG0000623	Syad.g_01800	Pray.g_01026
OG0000624	Syad.g_01798	Pray.g_01025
OG0000625	Syad.g_01797	Pray.g_00269
OG0000626	Syad.g_01796	Pray.g_00270
OG0000627	Syad.g_01640	Pray.g_00271
OG0000628	Syad.g_01641	Pray.g_00272
OG0000629	Syad.g_01644	Pray.g_00273
OG0000630	Syad.g_01648	Pray.g_00276
OG0000631	Syad.g_01658	Pray.g_00339
OG0000632	Syad.g_01659	Pray.g_00340
OG0000633	Syad.g_01660	Pray.g_00341
OG0000634	Syad.g_01893	Pray.g_00344
OG0000635	Syad.g_01892	Pray.g_00345
OG0000636	Syad.g_01890	Pray.g_00347
OG0000637	Syad.g_01888	Pray.g_00349
OG0000638	Syad.g_01887	Pray.g_00350
OG0000639	Syad.g_01886	Pray.g_00351
OG0000640	Syad.g_01885	Pray.g_00352
OG0000641	Syad.g_01881	Pray.g_00356
OG0000642	Syad.g_01880	Pray.g_00357
OG0000643	Syad.g_01878	Pray.g_00358
OG0000644	Syad.g_01877	Pray.g_00359
OG0000645	Syad.g_01875	Pray.g_00360
OG0000646	Syad.g_01872	Pray.g_00362
OG0000647	Syad.g_01870	Pray.g_00363
OG0000648	Syad.g_01860	Pray.g_00365
OG0000649	Syad.g_01859	Pray.g_00366
OG0000650	Syad.g_01858	Pray.g_00367
OG0000651	Syad.g_01857	Pray.g_00368
OG0000652	Syad.g_01856	Pray.g_00369
OG0000653	Syad.g_01850	Pray.g_00371
OG0000654	Syad.g_01849	Pray.g_00372
OG0000655	Syad.g_01848	Pray.g_00373
OG0000656	Syad.g_01845	Pray.g_00376
OG0000657	Syad.g_01240	Pray.g_00384
OG0000658	Syad.g_01231	Pray.g_00385
OG0000659	Syad.g_01230	Pray.g_00386
OG0000660	Syad.g_01226	Pray.g_00390
OG0000661	Syad.g_01224	Pray.g_00392
OG0000662	Syad.g_01222	Pray.g_00394
OG0000663	Syad.g_01219	Pray.g_00396
OG0000664	Syad.g_01209	Pray.g_00397
OG0000665	Syad.g_02115	Pray.g_00401
OG0000666	Syad.g_02027	Pray.g_00402
OG0000667	Syad.g_00612	Pray.g_00406
OG0000668	Syad.g_01688	Pray.g_00436
OG0000669	Syad.g_01606	Pray.g_00443
OG0000670	Syad.g_01609	Pray.g_00445
OG0000671	Syad.g_01611	Pray.g_00447
OG0000672	Syad.g_01615	Pray.g_00450
OG0000673	Syad.g_01618	Pray.g_00453
OG0000674	Syad.g_01620	Pray.g_00455
OG0000675	Syad.g_01633	Pray.g_00456
OG0000676	Syad.g_01635	Pray.g_00458
OG0000677	Syad.g_01636	Pray.g_00459
OG0000678	Syad.g_01957	Pray.g_00461
OG0000679	Syad.g_01922	Pray.g_00465
OG0000680	Syad.g_01921	Pray.g_00466
OG0000681	Syad.g_01919	Pray.g_00469
OG0000682	Syad.g_01918	Pray.g_00470
OG0000683	Syad.g_01917	Pray.g_00471
OG0000684	Syad.g_01912	Pray.g_00473
OG0000685	Syad.g_01910	Pray.g_00475
OG0000686	Syad.g_01909	Pray.g_00476
OG0000687	Syad.g_01908	Pray.g_00477
OG0000688	Syad.g_01904	Pray.g_00480
OG0000689	Syad.g_01902	Pray.g_00481
OG0000690	Syad.g_01901	Pray.g_00482
OG0000691	Syad.g_01900	Pray.g_00483
OG0000692	Syad.g_01899	Pray.g_00485
OG0000693	Syad.g_01897	Pray.g_00486
OG0000694	Syad.g_01896	Pray.g_00487
OG0000695	Syad.g_01662	Pray.g_00489
OG0000696	Syad.g_01663	Pray.g_00490
OG0000697	Syad.g_01789	Pray.g_00491
OG0000698	Syad.g_01786	Pray.g_00494
OG0000699	Syad.g_01785	Pray.g_00495
OG0000700	Syad.g_01784	Pray.g_00496
OG0000701	Syad.g_01783	Pray.g_00497
OG0000702	Syad.g_01775	Pray.g_00499
OG0000703	Syad.g_01774	Pray.g_00500
OG0000704	Syad.g_01772	Pray.g_00501
OG0000705	Syad.g_01765	Pray.g_00505
OG0000706	Syad.g_01764	Pray.g_00506
OG0000707	Syad.g_01763	Pray.g_00507
OG0000708	Syad.g_01760	Pray.g_00508
OG0000709	Syad.g_01745	Pray.g_00512
OG0000710	Syad.g_01738	Pray.g_00515
OG0000711	Syad.g_01710	Pray.g_00532
OG0000712	Syad.g_01708	Pray.g_00534
OG0000713	Syad.g_01707	Pray.g_00535
OG0000714	Syad.g_01705	Pray.g_00536
OG0000715	Syad.g_01703	Pray.g_00538
OG0000716	Syad.g_01697	Pray.g_00540
OG0000717	Syad.g_01696	Pray.g_00541
OG0000718	Syad.g_01692	Pray.g_00553
OG0000719	Syad.g_01690	Pray.g_00555
OG0000720	Syad.g_01677	Pray.g_00564
OG0000721	Syad.g_01675	Pray.g_00566
OG0000722	Syad.g_01674	Pray.g_00567
OG0000723	Syad.g_01791	Pray.g_00570
OG0000724	Syad.g_01284	Pray.g_00579
OG0000725	Syad.g_01293	Pray.g_00585
OG0000726	Syad.g_01294	Pray.g_00586
OG0000727	Syad.g_01295	Pray.g_00587
OG0000728	Syad.g_01297	Pray.g_00589
OG0000729	Syad.g_00331	Pray.g_00634
OG0000730	Syad.g_00758	Pray.g_00132
OG0000731	Syad.g_00770	Pray.g_00128
OG0000732	Syad.g_00214	Pray.g_00118
OG0000733	Syad.g_00028	Pray.g_00096
OG0000734	Syad.g_02809	Pray.g_00079
OG0000735	Syad.g_01120	Pray.g_00077
OG0000736	Syad.g_01121	Pray.g_00076
OG0000737	Syad.g_01122	Pray.g_00075
OG0000738	Syad.g_01127	Pray.g_00071
OG0000739	Syad.g_01145	Pray.g_00070
OG0000740	Syad.g_01146	Pray.g_00069
OG0000741	Syad.g_01149	Pray.g_00068
OG0000742	Syad.g_01151	Pray.g_00065
OG0000743	Syad.g_01153	Pray.g_00063
OG0000744	Syad.g_01154	Pray.g_00062
OG0000745	Syad.g_01156	Pray.g_00060
OG0000746	Syad.g_01158	Pray.g_00058
OG0000747	Syad.g_01159	Pray.g_00057
OG0000748	Syad.g_01170	Pray.g_00054
OG0000749	Syad.g_01173	Pray.g_00053
OG0000750	Syad.g_01174	Pray.g_00052
OG0000751	Syad.g_01182	Pray.g_00050
OG0000752	Syad.g_01184	Pray.g_00048
OG0000753	Syad.g_01187	Pray.g_00045
OG0000754	Syad.g_01516	Pray.g_00042
OG0000755	Syad.g_01504	Pray.g_00039
OG0000756	Syad.g_01498	Pray.g_00038
OG0000757	Syad.g_01487	Pray.g_00032
OG0000758	Syad.g_01486	Pray.g_00031
OG0000759	Syad.g_01485	Pray.g_00030
OG0000760	Syad.g_01484	Pray.g_00029
OG0000761	Syad.g_01480	Pray.g_00028
OG0000762	Syad.g_01474	Pray.g_00027
OG0000763	Syad.g_01468	Pray.g_00025
OG0000764	Syad.g_01467	Pray.g_00024
OG0000765	Syad.g_01447	Pray.g_00015
OG0000766	Syad.g_01446	Pray.g_00014
OG0000767	Syad.g_01444	Pray.g_00012
OG0000768	Syad.g_01443	Pray.g_00011
OG0000769	Syad.g_01441	Pray.g_00009
OG0000770	Syad.g_01437	Pray.g_00007
OG0000771	Syad.g_01278	Pray.g_00250
OG0000772	Syad.g_02078	Pray.g_01895
OG0000773	Syad.g_01114	Pray.g_01879
OG0000774	Syad.g_02396	Pray.g_01877
OG0000775	Syad.g_02398	Pray.g_01875
OG0000776	Syad.g_02399	Pray.g_01874
OG0000777	Syad.g_02400	Pray.g_01873
OG0000778	Syad.g_02401	Pray.g_01872
OG0000779	Syad.g_02407	Pray.g_01868
OG0000780	Syad.g_02411	Pray.g_01867
OG0000781	Syad.g_02415	Pray.g_01864
OG0000782	Syad.g_02416	Pray.g_01863
OG0000783	Syad.g_02418	Pray.g_01862
OG0000784	Syad.g_02419	Pray.g_01861
OG0000785	Syad.g_02421	Pray.g_01859
OG0000786	Syad.g_01101	Pray.g_01857
OG0000787	Syad.g_01100	Pray.g_01856
OG0000788	Syad.g_02139	Pray.g_01842
OG0000789	Syad.g_01982	Pray.g_01839
OG0000790	Syad.g_00886	Pray.g_01824
OG0000791	Syad.g_00885	Pray.g_01822
OG0000792	Syad.g_00884	Pray.g_01821
OG0000793	Syad.g_00879	Pray.g_01818
OG0000794	Syad.g_00878	Pray.g_01817
OG0000795	Syad.g_00877	Pray.g_01816
OG0000796	Syad.g_00871	Pray.g_01812
OG0000797	Syad.g_00870	Pray.g_01811
OG0000799	Syad.g_02243	Pray.g_01740
OG0000800	Syad.g_02245	Pray.g_01739
OG0000801	Syad.g_02246	Pray.g_01738
OG0000802	Syad.g_02251	Pray.g_01736
OG0000803	Syad.g_02255	Pray.g_01734
OG0000804	Syad.g_02260	Pray.g_01733
OG0000805	Syad.g_02266	Pray.g_01731
OG0000806	Syad.g_02267	Pray.g_01729
OG0000807	Syad.g_02269	Pray.g_01728
OG0000808	Syad.g_02270	Pray.g_01727
OG0000809	Syad.g_02273	Pray.g_01724
OG0000810	Syad.g_02274	Pray.g_01723
OG0000811	Syad.g_02283	Pray.g_01719
OG0000812	Syad.g_02285	Pray.g_01717
OG0000813	Syad.g_02286	Pray.g_01716
OG0000814	Syad.g_02288	Pray.g_01714
OG0000815	Syad.g_02289	Pray.g_01713
OG0000816	Syad.g_02290	Pray.g_01711
OG0000817	Syad.g_02291	Pray.g_01710
OG0000818	Syad.g_02297	Pray.g_01705
OG0000819	Syad.g_02298	Pray.g_01704
OG0000820	Syad.g_02299	Pray.g_01703
OG0000821	Syad.g_02305	Pray.g_01699
OG0000822	Syad.g_02307	Pray.g_01698
OG0000823	Syad.g_02308	Pray.g_01697
OG0000824	Syad.g_02314	Pray.g_01694
OG0000825	Syad.g_02315	Pray.g_01693
OG0000826	Syad.g_02316	Pray.g_01692
OG0000827	Syad.g_02317	Pray.g_01691
OG0000828	Syad.g_02320	Pray.g_01688
OG0000829	Syad.g_02321	Pray.g_01687
OG0000830	Syad.g_02322	Pray.g_01686
OG0000831	Syad.g_02325	Pray.g_01684
OG0000832	Syad.g_02538	Pray.g_01678
OG0000833	Syad.g_02550	Pray.g_01670
OG0000834	Syad.g_02552	Pray.g_01669
OG0000835	Syad.g_02553	Pray.g_01668
OG0000836	Syad.g_02557	Pray.g_01667
OG0000837	Syad.g_02561	Pray.g_01666
OG0000838	Syad.g_02565	Pray.g_01664
OG0000839	Syad.g_02566	Pray.g_01663
OG0000840	Syad.g_02567	Pray.g_01662
OG0000841	Syad.g_02568	Pray.g_01661
OG0000842	Syad.g_02569	Pray.g_01660
OG0000843	Syad.g_02570	Pray.g_01659
OG0000844	Syad.g_02577	Pray.g_01658
OG0000845	Syad.g_02578	Pray.g_01657
OG0000846	Syad.g_02579	Pray.g_01656
OG0000847	Syad.g_02580	Pray.g_01655
OG0000848	Syad.g_02582	Pray.g_01654
OG0000849	Syad.g_02583	Pray.g_01653
OG0000850	Syad.g_02586	Pray.g_01651
OG0000851	Syad.g_02592	Pray.g_01650
OG0000852	Syad.g_02593	Pray.g_01649
OG0000853	Syad.g_02597	Pray.g_01645
OG0000854	Syad.g_02606	Pray.g_01643
OG0000855	Syad.g_02607	Pray.g_01642
OG0000856	Syad.g_02166	Pray.g_01627
OG0000857	Syad.g_01871	Pray.g_01600
OG0000858	Syad.g_02613	Pray.g_01565
OG0000859	Syad.g_02614	Pray.g_01564
OG0000860	Syad.g_02625	Pray.g_01557
OG0000861	Syad.g_02626	Pray.g_01556
OG0000862	Syad.g_02628	Pray.g_01555
OG0000863	Syad.g_02631	Pray.g_01553
OG0000864	Syad.g_02632	Pray.g_01552
OG0000865	Syad.g_02633	Pray.g_01551
OG0000866	Syad.g_02634	Pray.g_01550
OG0000867	Syad.g_02635	Pray.g_01549
OG0000868	Syad.g_02637	Pray.g_01548
OG0000869	Syad.g_02643	Pray.g_01544
OG0000870	Syad.g_02648	Pray.g_01539
OG0000871	Syad.g_02649	Pray.g_01538
OG0000872	Syad.g_02657	Pray.g_01537
OG0000873	Syad.g_02660	Pray.g_01534
OG0000874	Syad.g_02655	Pray.g_01531
OG0000875	Syad.g_02662	Pray.g_01530
OG0000876	Syad.g_03003	Pray.g_01529
OG0000877	Syad.g_02480	Pray.g_01527
OG0000878	Syad.g_02481	Pray.g_01526
OG0000879	Syad.g_02482	Pray.g_01525
OG0000880	Syad.g_02483	Pray.g_01524
OG0000881	Syad.g_02489	Pray.g_01520
OG0000882	Syad.g_02494	Pray.g_01515
OG0000883	Syad.g_02497	Pray.g_01513
OG0000884	Syad.g_02499	Pray.g_01512
OG0000885	Syad.g_02500	Pray.g_01511
OG0000886	Syad.g_02501	Pray.g_01510
OG0000887	Syad.g_02502	Pray.g_01509
OG0000888	Syad.g_02504	Pray.g_01507
OG0000889	Syad.g_02506	Pray.g_01505
OG0000890	Syad.g_02512	Pray.g_01504
OG0000891	Syad.g_02513	Pray.g_01503
OG0000892	Syad.g_02517	Pray.g_01229
OG0000893	Syad.g_00589	Pray.g_01234
OG0000894	Syad.g_00592	Pray.g_01236
OG0000895	Syad.g_00596	Pray.g_01239
OG0000896	Syad.g_00597	Pray.g_01240
OG0000897	Syad.g_00599	Pray.g_01242
OG0000898	Syad.g_00600	Pray.g_01243
OG0000899	Syad.g_00601	Pray.g_01244
OG0000900	Syad.g_00602	Pray.g_01245
OG0000901	Syad.g_00607	Pray.g_01248
OG0000902	Syad.g_00609	Pray.g_01250
OG0000903	Syad.g_00645	Pray.g_01253
OG0000904	Syad.g_00640	Pray.g_01255
OG0000905	Syad.g_00632	Pray.g_01260
OG0000906	Syad.g_00630	Pray.g_01261
OG0000907	Syad.g_00648	Pray.g_01264
OG0000908	Syad.g_00651	Pray.g_01267
OG0000909	Syad.g_00652	Pray.g_01268
OG0000910	Syad.g_00653	Pray.g_01269
OG0000911	Syad.g_00655	Pray.g_01271
OG0000912	Syad.g_00656	Pray.g_01272
OG0000913	Syad.g_00657	Pray.g_01273
OG0000914	Syad.g_00658	Pray.g_01274
OG0000915	Syad.g_00660	Pray.g_01275
OG0000916	Syad.g_00661	Pray.g_01276
OG0000917	Syad.g_00662	Pray.g_01277
OG0000918	Syad.g_00663	Pray.g_01278
OG0000919	Syad.g_00664	Pray.g_01279
OG0000920	Syad.g_00665	Pray.g_01280
OG0000921	Syad.g_00666	Pray.g_01281
OG0000922	Syad.g_00667	Pray.g_01282
OG0000923	Syad.g_00671	Pray.g_01286
OG0000924	Syad.g_00672	Pray.g_01287
OG0000925	Syad.g_00673	Pray.g_01288
OG0000926	Syad.g_00674	Pray.g_01289
OG0000927	Syad.g_00676	Pray.g_01291
OG0000928	Syad.g_00677	Pray.g_01292
OG0000929	Syad.g_00678	Pray.g_01293
OG0000930	Syad.g_00679	Pray.g_01294
OG0000931	Syad.g_00680	Pray.g_01295
OG0000932	Syad.g_00681	Pray.g_01296
OG0000933	Syad.g_00687	Pray.g_01300
OG0000934	Syad.g_00689	Pray.g_01302
OG0000935	Syad.g_00690	Pray.g_01303
OG0000936	Syad.g_00691	Pray.g_01304
OG0000937	Syad.g_00692	Pray.g_01305
OG0000938	Syad.g_00695	Pray.g_01307
OG0000939	Syad.g_00696	Pray.g_01308
OG0000940	Syad.g_00703	Pray.g_01315
OG0000941	Syad.g_00705	Pray.g_01317
OG0000942	Syad.g_00707	Pray.g_01319
OG0000943	Syad.g_00708	Pray.g_01320
OG0000944	Syad.g_00710	Pray.g_01321
OG0000945	Syad.g_00711	Pray.g_01322
OG0000946	Syad.g_00716	Pray.g_01327
OG0000947	Syad.g_00719	Pray.g_01329
OG0000948	Syad.g_00720	Pray.g_01330
OG0000949	Syad.g_00432	Pray.g_01333
OG0000950	Syad.g_00418	Pray.g_01338
OG0000951	Syad.g_00411	Pray.g_01342
OG0000952	Syad.g_00375	Pray.g_01346
OG0000953	Syad.g_00369	Pray.g_01349
OG0000954	Syad.g_00364	Pray.g_01353
OG0000955	Syad.g_00363	Pray.g_01354
OG0000956	Syad.g_00361	Pray.g_01356
OG0000957	Syad.g_00350	Pray.g_01362
OG0000958	Syad.g_00349	Pray.g_01363
OG0000959	Syad.g_00345	Pray.g_01367
OG0000960	Syad.g_00344	Pray.g_01368
OG0000961	Syad.g_00335	Pray.g_01370
OG0000962	Syad.g_00332	Pray.g_01372
OG0000963	Syad.g_00325	Pray.g_01376
OG0000964	Syad.g_00324	Pray.g_01377
OG0000965	Syad.g_00323	Pray.g_01378
OG0000966	Syad.g_00246	Pray.g_01385
OG0000967	Syad.g_00234	Pray.g_01390
OG0000968	Syad.g_00243	Pray.g_01392
OG0000969	Syad.g_00240	Pray.g_01393
OG0000970	Syad.g_00239	Pray.g_01394
OG0000971	Syad.g_00229	Pray.g_01395
OG0000972	Syad.g_00228	Pray.g_01396
OG0000973	Syad.g_00227	Pray.g_01397
OG0000974	Syad.g_00226	Pray.g_01398
OG0000975	Syad.g_00225	Pray.g_01399
OG0000976	Syad.g_00224	Pray.g_01400
OG0000977	Syad.g_00222	Pray.g_01401
OG0000978	Syad.g_00221	Pray.g_01402
OG0000979	Syad.g_00218	Pray.g_01405
OG0000980	Syad.g_00215	Pray.g_01407
OG0000981	Syad.g_00212	Pray.g_01409
OG0000982	Syad.g_03035	Pray.g_01411
OG0000983	Syad.g_03036	Pray.g_01412
OG0000984	Syad.g_03037	Pray.g_01413
OG0000985	Syad.g_03039	Pray.g_01416
OG0000986	Syad.g_03049	Pray.g_01418
OG0000987	Syad.g_00002	Pray.g_01419
OG0000988	Syad.g_00008	Pray.g_01422
OG0000989	Syad.g_00020	Pray.g_01426
OG0000990	Syad.g_00061	Pray.g_01429
OG0000991	Syad.g_00064	Pray.g_01430
OG0000992	Syad.g_00067	Pray.g_01432
OG0000993	Syad.g_00069	Pray.g_01433
OG0000994	Syad.g_00071	Pray.g_01434
OG0000995	Syad.g_00077	Pray.g_01438
OG0000996	Syad.g_00121	Pray.g_01439
OG0000997	Syad.g_00128	Pray.g_01440
OG0000998	Syad.g_00130	Pray.g_01442
OG0000999	Syad.g_00131	Pray.g_01443
OG0001000	Syad.g_00136	Pray.g_01446
OG0001001	Syad.g_00141	Pray.g_01448
OG0001002	Syad.g_00148	Pray.g_01452
OG0001003	Syad.g_00150	Pray.g_01453
OG0001004	Syad.g_00151	Pray.g_01454
OG0001005	Syad.g_00152	Pray.g_01455
OG0001006	Syad.g_00160	Pray.g_01459
OG0001007	Syad.g_00162	Pray.g_01461
OG0001008	Syad.g_02449	Pray.g_00927
OG0001009	Syad.g_00194	Pray.g_01489
OG0001010	Syad.g_00195	Pray.g_01490
OG0001011	Syad.g_00196	Pray.g_01491
OG0001012	Syad.g_03030	Pray.g_00240
OG0001013	Syad.g_03011	Pray.g_00235
OG0001014	Syad.g_03002	Pray.g_00232
OG0001015	Syad.g_03001	Pray.g_00231
OG0001016	Syad.g_02734	Pray.g_00216
OG0001017	Syad.g_02740	Pray.g_00212
OG0001018	Syad.g_02742	Pray.g_00209
OG0001019	Syad.g_02771	Pray.g_00200
OG0001020	Syad.g_02777	Pray.g_00199
OG0001021	Syad.g_02781	Pray.g_00198
OG0001022	Syad.g_02786	Pray.g_00195
OG0001023	Syad.g_02787	Pray.g_00194
OG0001024	Syad.g_02791	Pray.g_00191
OG0001025	Syad.g_02798	Pray.g_00185
OG0001026	Syad.g_02811	Pray.g_00178
OG0001027	Syad.g_02817	Pray.g_00177
OG0001028	Syad.g_02819	Pray.g_00175
OG0001029	Syad.g_02821	Pray.g_00174
OG0001030	Syad.g_02848	Pray.g_00159
OG0001031	Syad.g_02925	Pray.g_00667
OG0001032	Syad.g_02928	Pray.g_00668
OG0001033	Syad.g_02956	Pray.g_00689
OG0001034	Syad.g_00819	Pray.g_00717
OG0001035	Syad.g_00559	Pray.g_00735
OG0001036	Syad.g_00554	Pray.g_00739
OG0001037	Syad.g_00552	Pray.g_00740
OG0001039	Syad.g_00522	Pray.g_00760
OG0001040	Syad.g_00519	Pray.g_00762
OG0001041	Syad.g_00514	Pray.g_00766
OG0001042	Syad.g_00485	Pray.g_00782
OG0001043	Syad.g_00481	Pray.g_00783
OG0001044	Syad.g_00760	Pray.g_00811
OG0001045	Syad.g_00773	Pray.g_00820
OG0001046	Syad.g_01722	Pray.g_00857
OG0001047	Syad.g_02447	Pray.g_00929
OG0001048	Syad.g_02446	Pray.g_00930
OG0001049	Syad.g_02443	Pray.g_00932
OG0001050	Syad.g_02442	Pray.g_00933
OG0001051	Syad.g_02441	Pray.g_00934
OG0001052	Syad.g_02357	Pray.g_00961
OG0001054	Syad.g_00925	Pray.g_00989
OG0001055	Syad.g_00946	Pray.g_01008
OG0001056	Syad.g_00982	Pray.g_01225
OG0001057	Syad.g_00996	Pray.g_01220
OG0001058	Syad.g_01015	Pray.g_01212
OG0001059	Syad.g_01018	Pray.g_01208
OG0001060	Syad.g_01025	Pray.g_01201
OG0001061	Syad.g_01047	Pray.g_01188
OG0001062	Syad.g_01049	Pray.g_01186
OG0001063	Syad.g_01056	Pray.g_01184
OG0001064	Syad.g_01057	Pray.g_01183
OG0001065	Syad.g_01058	Pray.g_01182
OG0001066	Syad.g_01059	Pray.g_01181
OG0001067	Syad.g_01060	Pray.g_01180
OG0001068	Syad.g_01061	Pray.g_01179
OG0001069	Syad.g_01062	Pray.g_01178
OG0001070	Syad.g_01065	Pray.g_01175
OG0001071	Syad.g_01066	Pray.g_01174
OG0001072	Syad.g_01070	Pray.g_01173
OG0001073	Syad.g_01090	Pray.g_01159
OG0001074	Syad.g_02197	Pray.g_01148
OG0001075	Syad.g_02196	Pray.g_01147
OG0001076	Syad.g_02175	Pray.g_01139
OG0001077	Syad.g_02164	Pray.g_01135
OG0001078	Syad.g_02151	Pray.g_01127
OG0001079	Syad.g_02138	Pray.g_01116
OG0001080	Syad.g_02008	Pray.g_01110
OG0001081	Syad.g_01568	Pray.g_01108
OG0001082	Syad.g_01569	Pray.g_01107
OG0001083	Syad.g_01578	Pray.g_01102
OG0001084	Syad.g_01586	Pray.g_01101
OG0001085	Syad.g_01596	Pray.g_01093
OG0001086	Syad.g_01598	Pray.g_01092
OG0001087	Syad.g_01372	Pray.g_01075
OG0001088	Syad.g_01368	Pray.g_01074
OG0001089	Syad.g_01302	Pray.g_01066
OG0001090	Syad.g_01817	Pray.g_01039
OG0001091	Syad.g_01815	Pray.g_01037
OG0001092	Syad.g_01812	Pray.g_01036
OG0001093	Syad.g_01806	Pray.g_01031
OG0001094	Syad.g_01895	Pray.g_00342
OG0001095	Syad.g_01874	Pray.g_00361
OG0001096	Syad.g_01847	Pray.g_00374
OG0001097	Syad.g_01223	Pray.g_00393
OG0001098	Syad.g_02005, Syad.g_01995	Pray.g_00408
OG0001099	Syad.g_02820	Pray.g_00440
OG0001100	Syad.g_01608	Pray.g_00444
OG0001101	Syad.g_01610	Pray.g_00446
OG0001102	Syad.g_01613	Pray.g_00449
OG0001103	Syad.g_01616	Pray.g_00451
OG0001104	Syad.g_01911	Pray.g_00474
OG0001105	Syad.g_01907	Pray.g_00478
OG0001106	Syad.g_01771	Pray.g_00502
OG0001107	Syad.g_01759	Pray.g_00509
OG0001108	Syad.g_01744	Pray.g_00513
OG0001109	Syad.g_01739	Pray.g_00514
OG0001110	Syad.g_01737	Pray.g_00516
OG0001111	Syad.g_01735	Pray.g_00517
OG0001112	Syad.g_01733	Pray.g_00518
OG0001113	Syad.g_01732	Pray.g_00519
OG0001114	Syad.g_01731	Pray.g_00520
OG0001115	Syad.g_01727	Pray.g_00522
OG0001116	Syad.g_01725	Pray.g_00523
OG0001117	Syad.g_01724	Pray.g_00524
OG0001118	Syad.g_01723	Pray.g_00525
OG0001119	Syad.g_01721	Pray.g_00526
OG0001120	Syad.g_01717	Pray.g_00528
OG0001121	Syad.g_01503	Pray.g_00099, Pray.g_00531
OG0001122	Syad.g_01689	Pray.g_00556
OG0001123	Syad.g_01682	Pray.g_00560
OG0001124	Syad.g_01680	Pray.g_00562
OG0001125	Syad.g_01678	Pray.g_00563
OG0001126	Syad.g_01276	Pray.g_00573
OG0001127	Syad.g_01277	Pray.g_00574
OG0001128	Syad.g_01280	Pray.g_00576
OG0001129	Syad.g_01282	Pray.g_00577
OG0001130	Syad.g_01283	Pray.g_00578
OG0001131	Syad.g_01953	Pray.g_00614
OG0001132	Syad.g_02038	Pray.g_00623
OG0001133	Syad.g_02172	Pray.g_00112
OG0001134	Syad.g_01527	Pray.g_00097
OG0001135	Syad.g_01529	Pray.g_00094
OG0001136	Syad.g_01150	Pray.g_00067
OG0001137	Syad.g_01169	Pray.g_00055
OG0001138	Syad.g_01493	Pray.g_00037
OG0001139	Syad.g_01491	Pray.g_00036
OG0001140	Syad.g_01490	Pray.g_00035
OG0001141	Syad.g_01489	Pray.g_00034
OG0001142	Syad.g_01488	Pray.g_00033
OG0001143	Syad.g_01473	Pray.g_00026
OG0001144	Syad.g_01457	Pray.g_00021
OG0001145	Syad.g_01112	Pray.g_01878
OG0001146	Syad.g_02412	Pray.g_01866
OG0001147	Syad.g_02349	Pray.g_01843
OG0001148	Syad.g_00889	Pray.g_01827
OG0001149	Syad.g_00888	Pray.g_01826
OG0001150	Syad.g_00887	Pray.g_01825
OG0001151	Syad.g_00875	Pray.g_01814
OG0001152	Syad.g_00872	Pray.g_01813
OG0001153	Syad.g_02318	Pray.g_01690
OG0001154	Syad.g_02319	Pray.g_01689
OG0001155	Syad.g_02540	Pray.g_01677
OG0001156	Syad.g_02543	Pray.g_01674
OG0001157	Syad.g_02544	Pray.g_01673
OG0001158	Syad.g_02546	Pray.g_01672
OG0001159	Syad.g_02547	Pray.g_01671
OG0001160	Syad.g_02595	Pray.g_01647
OG0001161	Syad.g_00026	Pray.g_01634
OG0001162	Syad.g_01844	Pray.g_01623
