Orthogroup	Syad	Prar
OG0000579	Syad.g_01088	Prar.g_01432
OG0000580	Syad.g_01089	Prar.g_01433
OG0000581	Syad.g_01097	Prar.g_01435
OG0000582	Syad.g_02206	Prar.g_01438
OG0000583	Syad.g_02205	Prar.g_01439
OG0000584	Syad.g_02204	Prar.g_01440
OG0000585	Syad.g_02202	Prar.g_01442
OG0000586	Syad.g_02201	Prar.g_01443
OG0000587	Syad.g_02199	Prar.g_01444
OG0000588	Syad.g_02183	Prar.g_01448
OG0000589	Syad.g_02178	Prar.g_01451
OG0000590	Syad.g_02177	Prar.g_01452
OG0000591	Syad.g_02169	Prar.g_01455
OG0000592	Syad.g_02168	Prar.g_01456
OG0000593	Syad.g_02156	Prar.g_01462
OG0000594	Syad.g_02155	Prar.g_01463
OG0000595	Syad.g_02154	Prar.g_01464
OG0000596	Syad.g_02149	Prar.g_01468
OG0000597	Syad.g_02146	Prar.g_01470
OG0000598	Syad.g_02145	Prar.g_01471
OG0000599	Syad.g_02142	Prar.g_01474
OG0000600	Syad.g_02141	Prar.g_01475
OG0000601	Syad.g_02140	Prar.g_01476
OG0000602	Syad.g_02135	Prar.g_01478
OG0000603	Syad.g_02134	Prar.g_01479
OG0000604	Syad.g_02131	Prar.g_01480
OG0000605	Syad.g_02026	Prar.g_01481
OG0000606	Syad.g_01567	Prar.g_01484
OG0000607	Syad.g_01571	Prar.g_01487
OG0000608	Syad.g_01572	Prar.g_01488
OG0000609	Syad.g_01574	Prar.g_01489
OG0000610	Syad.g_01589	Prar.g_01494
OG0000611	Syad.g_01592	Prar.g_01497
OG0000612	Syad.g_01593	Prar.g_01498
OG0000613	Syad.g_00457	Prar.g_01503
OG0000614	Syad.g_01340	Prar.g_01522
OG0000615	Syad.g_01948	Prar.g_01530
OG0000616	Syad.g_00145	Prar.g_01534
OG0000617	Syad.g_01810	Prar.g_01605
OG0000618	Syad.g_01809	Prar.g_01606
OG0000619	Syad.g_01808	Prar.g_01607
OG0000620	Syad.g_01803	Prar.g_01610
OG0000621	Syad.g_01802	Prar.g_01611
OG0000622	Syad.g_01801	Prar.g_01612
OG0000623	Syad.g_01800	Prar.g_01613
OG0000624	Syad.g_01798	Prar.g_01614
OG0000625	Syad.g_01797	Prar.g_01615
OG0000626	Syad.g_01796	Prar.g_01616
OG0000627	Syad.g_01640	Prar.g_01617
OG0000628	Syad.g_01641	Prar.g_01618
OG0000629	Syad.g_01644	Prar.g_01619
OG0000630	Syad.g_01648	Prar.g_01622
OG0000631	Syad.g_01658	Prar.g_01675
OG0000632	Syad.g_01659	Prar.g_01676
OG0000633	Syad.g_01660	Prar.g_01677
OG0000634	Syad.g_01893	Prar.g_01680
OG0000635	Syad.g_01892	Prar.g_01681
OG0000636	Syad.g_01890	Prar.g_01683
OG0000637	Syad.g_01888	Prar.g_01685
OG0000638	Syad.g_01887	Prar.g_01686
OG0000639	Syad.g_01886	Prar.g_01687
OG0000640	Syad.g_01885	Prar.g_01688
OG0000641	Syad.g_01881	Prar.g_01692
OG0000642	Syad.g_01880	Prar.g_01693
OG0000643	Syad.g_01878	Prar.g_01694
OG0000644	Syad.g_01877	Prar.g_01695
OG0000645	Syad.g_01875	Prar.g_01696
OG0000646	Syad.g_01872	Prar.g_01698
OG0000647	Syad.g_01870	Prar.g_01699
OG0000648	Syad.g_01860	Prar.g_01701
OG0000649	Syad.g_01859	Prar.g_01702
OG0000650	Syad.g_01858	Prar.g_01703
OG0000651	Syad.g_01857	Prar.g_01704
OG0000652	Syad.g_01856	Prar.g_01705
OG0000653	Syad.g_01850	Prar.g_01707
OG0000654	Syad.g_01849	Prar.g_01708
OG0000655	Syad.g_01848	Prar.g_01709
OG0000656	Syad.g_01845	Prar.g_01712
OG0000657	Syad.g_01240	Prar.g_01719
OG0000658	Syad.g_01231	Prar.g_01720
OG0000659	Syad.g_01230	Prar.g_01721
OG0000660	Syad.g_01226	Prar.g_01725
OG0000661	Syad.g_01224	Prar.g_01727
OG0000662	Syad.g_01222	Prar.g_01729
OG0000663	Syad.g_01219	Prar.g_01731
OG0000664	Syad.g_01209	Prar.g_01732
OG0000665	Syad.g_02115	Prar.g_01736
OG0000666	Syad.g_02027	Prar.g_01737
OG0000667	Syad.g_00612	Prar.g_01742
OG0000668	Syad.g_01688	Prar.g_01759
OG0000669	Syad.g_01606	Prar.g_01767
OG0000670	Syad.g_01609	Prar.g_01769
OG0000671	Syad.g_01611	Prar.g_01771
OG0000672	Syad.g_01615	Prar.g_01774
OG0000673	Syad.g_01618	Prar.g_01777
OG0000674	Syad.g_01620	Prar.g_01779
OG0000675	Syad.g_01633	Prar.g_01780
OG0000676	Syad.g_01635	Prar.g_01782
OG0000677	Syad.g_01636	Prar.g_01783
OG0000678	Syad.g_01957	Prar.g_01785
OG0000679	Syad.g_01922	Prar.g_01789
OG0000680	Syad.g_01921	Prar.g_01790
OG0000681	Syad.g_01919	Prar.g_01792
OG0000682	Syad.g_01918	Prar.g_01793
OG0000683	Syad.g_01917	Prar.g_01794
OG0000684	Syad.g_01912	Prar.g_01795
OG0000685	Syad.g_01910	Prar.g_01797
OG0000686	Syad.g_01909	Prar.g_01798
OG0000687	Syad.g_01908	Prar.g_01799
OG0000688	Syad.g_01904	Prar.g_01802
OG0000689	Syad.g_01902	Prar.g_01803
OG0000690	Syad.g_01901	Prar.g_01804
OG0000691	Syad.g_01900	Prar.g_01805
OG0000692	Syad.g_01899	Prar.g_01807
OG0000693	Syad.g_01897	Prar.g_01808
OG0000694	Syad.g_01896	Prar.g_01809
OG0000695	Syad.g_01662	Prar.g_01811
OG0000696	Syad.g_01663	Prar.g_01812
OG0000697	Syad.g_01789	Prar.g_01813
OG0000698	Syad.g_01786	Prar.g_01816
OG0000699	Syad.g_01785	Prar.g_01817
OG0000700	Syad.g_01784	Prar.g_01818
OG0000701	Syad.g_01783	Prar.g_01819
OG0000702	Syad.g_01775	Prar.g_01821
OG0000703	Syad.g_01774	Prar.g_01822
OG0000704	Syad.g_01772	Prar.g_01823
OG0000705	Syad.g_01765	Prar.g_01827
OG0000706	Syad.g_01764	Prar.g_01828
OG0000707	Syad.g_01763	Prar.g_01829
OG0000708	Syad.g_01760	Prar.g_01830
OG0000709	Syad.g_01745	Prar.g_01834
OG0000710	Syad.g_01738	Prar.g_01837
OG0000711	Syad.g_01710	Prar.g_01853
OG0000712	Syad.g_01708	Prar.g_01855
OG0000713	Syad.g_01707	Prar.g_01856
OG0000714	Syad.g_01705	Prar.g_01857
OG0000715	Syad.g_01703	Prar.g_01859
OG0000716	Syad.g_01697	Prar.g_01861
OG0000717	Syad.g_01696	Prar.g_01862
OG0000718	Syad.g_01692	Prar.g_01873
OG0000719	Syad.g_01690	Prar.g_01875
OG0000720	Syad.g_01677	Prar.g_01884
OG0000721	Syad.g_01675	Prar.g_01886
OG0000722	Syad.g_01674	Prar.g_01887
OG0000723	Syad.g_01791	Prar.g_01890
OG0000724	Syad.g_01284	Prar.g_01899
OG0000725	Syad.g_01293	Prar.g_01905
OG0000726	Syad.g_01294	Prar.g_01906
OG0000727	Syad.g_01295	Prar.g_01907
OG0000728	Syad.g_01297	Prar.g_01909
OG0000729	Syad.g_00331	Prar.g_01955
OG0000730	Syad.g_00758	Prar.g_01324
OG0000731	Syad.g_00770	Prar.g_01320
OG0000732	Syad.g_00214	Prar.g_01314
OG0000733	Syad.g_00028	Prar.g_01295
OG0000734	Syad.g_02809	Prar.g_01278
OG0000735	Syad.g_01120	Prar.g_01276
OG0000736	Syad.g_01121	Prar.g_01275
OG0000737	Syad.g_01122	Prar.g_01274
OG0000738	Syad.g_01127	Prar.g_01270
OG0000739	Syad.g_01145	Prar.g_01269
OG0000740	Syad.g_01146	Prar.g_01268
OG0000741	Syad.g_01149	Prar.g_01267
OG0000742	Syad.g_01151	Prar.g_01264
OG0000743	Syad.g_01153	Prar.g_01262
OG0000744	Syad.g_01154	Prar.g_01261
OG0000745	Syad.g_01156	Prar.g_01260
OG0000746	Syad.g_01158	Prar.g_01258
OG0000747	Syad.g_01159	Prar.g_01257
OG0000748	Syad.g_01170	Prar.g_01254
OG0000749	Syad.g_01173	Prar.g_01253
OG0000750	Syad.g_01174	Prar.g_01252
OG0000751	Syad.g_01182	Prar.g_01250
OG0000752	Syad.g_01184	Prar.g_01248
OG0000753	Syad.g_01187	Prar.g_01245
OG0000754	Syad.g_01516	Prar.g_01242
OG0000755	Syad.g_01504	Prar.g_01239
OG0000756	Syad.g_01498	Prar.g_01238
OG0000757	Syad.g_01487	Prar.g_01232
OG0000758	Syad.g_01486	Prar.g_01231
OG0000759	Syad.g_01485	Prar.g_01230
OG0000760	Syad.g_01484	Prar.g_01229
OG0000761	Syad.g_01480	Prar.g_01228
OG0000762	Syad.g_01474	Prar.g_01227
OG0000763	Syad.g_01468	Prar.g_01225
OG0000764	Syad.g_01467	Prar.g_01224
OG0000765	Syad.g_01447	Prar.g_01215
OG0000766	Syad.g_01446	Prar.g_01214
OG0000767	Syad.g_01444	Prar.g_01212
OG0000768	Syad.g_01443	Prar.g_01211
OG0000769	Syad.g_01441	Prar.g_01209
OG0000770	Syad.g_01437	Prar.g_01207
OG0000771	Syad.g_01278	Prar.g_00376
OG0000772	Syad.g_02078	Prar.g_00976
OG0000773	Syad.g_01114	Prar.g_00964
OG0000774	Syad.g_02396	Prar.g_00962
OG0000775	Syad.g_02398	Prar.g_00960
OG0000776	Syad.g_02399	Prar.g_00959
OG0000777	Syad.g_02400	Prar.g_00958
OG0000778	Syad.g_02401	Prar.g_00957
OG0000779	Syad.g_02407	Prar.g_00953
OG0000780	Syad.g_02411	Prar.g_00952
OG0000781	Syad.g_02415	Prar.g_00949
OG0000782	Syad.g_02416	Prar.g_00948
OG0000783	Syad.g_02418	Prar.g_00947
OG0000784	Syad.g_02419	Prar.g_00946
OG0000785	Syad.g_02421	Prar.g_00944
OG0000786	Syad.g_01101	Prar.g_00942
OG0000787	Syad.g_01100	Prar.g_00941
OG0000788	Syad.g_02139	Prar.g_00924
OG0000789	Syad.g_01982	Prar.g_00921
OG0000790	Syad.g_00886	Prar.g_00906
OG0000791	Syad.g_00885	Prar.g_00904
OG0000792	Syad.g_00884	Prar.g_00903
OG0000793	Syad.g_00879	Prar.g_00900
OG0000794	Syad.g_00878	Prar.g_00899
OG0000795	Syad.g_00877	Prar.g_00898
OG0000796	Syad.g_00871	Prar.g_00894
OG0000797	Syad.g_00870	Prar.g_00893
OG0000798	Syad.g_00525	Prar.g_00866
OG0000799	Syad.g_02243	Prar.g_00357
OG0000800	Syad.g_02245	Prar.g_00356
OG0000801	Syad.g_02246	Prar.g_00355
OG0000802	Syad.g_02251	Prar.g_00353
OG0000803	Syad.g_02255	Prar.g_00351
OG0000804	Syad.g_02260	Prar.g_00350
OG0000805	Syad.g_02266	Prar.g_00348
OG0000806	Syad.g_02267	Prar.g_00346
OG0000807	Syad.g_02269	Prar.g_00345
OG0000808	Syad.g_02270	Prar.g_00344
OG0000809	Syad.g_02273	Prar.g_00341
OG0000810	Syad.g_02274	Prar.g_00340
OG0000811	Syad.g_02283	Prar.g_00336
OG0000812	Syad.g_02285	Prar.g_00842
OG0000813	Syad.g_02286	Prar.g_00841
OG0000814	Syad.g_02288	Prar.g_00839
OG0000815	Syad.g_02289	Prar.g_00838
OG0000816	Syad.g_02290	Prar.g_00836
OG0000817	Syad.g_02291	Prar.g_00835
OG0000818	Syad.g_02297	Prar.g_00830
OG0000819	Syad.g_02298	Prar.g_00829
OG0000820	Syad.g_02299	Prar.g_00828
OG0000821	Syad.g_02305	Prar.g_00824
OG0000822	Syad.g_02307	Prar.g_00823
OG0000823	Syad.g_02308	Prar.g_00822
OG0000824	Syad.g_02314	Prar.g_00819
OG0000825	Syad.g_02315	Prar.g_00818
OG0000826	Syad.g_02316	Prar.g_00817
OG0000827	Syad.g_02317	Prar.g_00816
OG0000828	Syad.g_02320	Prar.g_00813
OG0000829	Syad.g_02321	Prar.g_00812
OG0000830	Syad.g_02322	Prar.g_00811
OG0000831	Syad.g_02325	Prar.g_00809
OG0000832	Syad.g_02538	Prar.g_00803
OG0000833	Syad.g_02550	Prar.g_00795
OG0000834	Syad.g_02552	Prar.g_00794
OG0000835	Syad.g_02553	Prar.g_00793
OG0000836	Syad.g_02557	Prar.g_00792
OG0000837	Syad.g_02561	Prar.g_00791
OG0000838	Syad.g_02565	Prar.g_00789
OG0000839	Syad.g_02566	Prar.g_00788
OG0000840	Syad.g_02567	Prar.g_00787
OG0000841	Syad.g_02568	Prar.g_00786
OG0000842	Syad.g_02569	Prar.g_00785
OG0000843	Syad.g_02570	Prar.g_00784
OG0000844	Syad.g_02577	Prar.g_00783
OG0000845	Syad.g_02578	Prar.g_00782
OG0000846	Syad.g_02579	Prar.g_00781
OG0000847	Syad.g_02580	Prar.g_00780
OG0000848	Syad.g_02582	Prar.g_00779
OG0000849	Syad.g_02583	Prar.g_00778
OG0000850	Syad.g_02586	Prar.g_00776
OG0000851	Syad.g_02592	Prar.g_00775
OG0000852	Syad.g_02593	Prar.g_00774
OG0000853	Syad.g_02597	Prar.g_00770
OG0000854	Syad.g_02606	Prar.g_00768
OG0000855	Syad.g_02607	Prar.g_00767
OG0000856	Syad.g_02166	Prar.g_00753
OG0000857	Syad.g_01871	Prar.g_00725
OG0000858	Syad.g_02613	Prar.g_01149
OG0000859	Syad.g_02614	Prar.g_01148
OG0000860	Syad.g_02625	Prar.g_01141
OG0000861	Syad.g_02626	Prar.g_01140
OG0000862	Syad.g_02628	Prar.g_01139
OG0000863	Syad.g_02631	Prar.g_01137
OG0000864	Syad.g_02632	Prar.g_01136
OG0000865	Syad.g_02633	Prar.g_01135
OG0000866	Syad.g_02634	Prar.g_01134
OG0000867	Syad.g_02635	Prar.g_01133
OG0000868	Syad.g_02637	Prar.g_01132
OG0000869	Syad.g_02643	Prar.g_01128
OG0000870	Syad.g_02648	Prar.g_01123
OG0000871	Syad.g_02649	Prar.g_01122
OG0000872	Syad.g_02657	Prar.g_01121
OG0000873	Syad.g_02660	Prar.g_01965
OG0000874	Syad.g_02655	Prar.g_01968
OG0000875	Syad.g_02662	Prar.g_01969
OG0000876	Syad.g_03003	Prar.g_01970
OG0000877	Syad.g_02480	Prar.g_01963
OG0000878	Syad.g_02481	Prar.g_01962
OG0000879	Syad.g_02482	Prar.g_01961
OG0000880	Syad.g_02483	Prar.g_01960
OG0000881	Syad.g_02489	Prar.g_00595, Prar.g_01956
OG0000882	Syad.g_02494	Prar.g_00600
OG0000883	Syad.g_02497	Prar.g_00601
OG0000884	Syad.g_02499	Prar.g_00603
OG0000885	Syad.g_02500	Prar.g_00604
OG0000886	Syad.g_02501	Prar.g_00605
OG0000887	Syad.g_02502	Prar.g_00606
OG0000888	Syad.g_02504	Prar.g_00608
OG0000889	Syad.g_02506	Prar.g_00610
OG0000890	Syad.g_02512	Prar.g_00611
OG0000891	Syad.g_02513	Prar.g_00612
OG0000892	Syad.g_02517	Prar.g_01119
OG0000893	Syad.g_00589	Prar.g_01114
OG0000894	Syad.g_00592	Prar.g_01112
OG0000895	Syad.g_00596	Prar.g_01109
OG0000896	Syad.g_00597	Prar.g_01108
OG0000897	Syad.g_00599	Prar.g_01106
OG0000898	Syad.g_00600	Prar.g_01105
OG0000899	Syad.g_00601	Prar.g_01104
OG0000900	Syad.g_00602	Prar.g_01103
OG0000901	Syad.g_00607	Prar.g_01100
OG0000902	Syad.g_00609	Prar.g_01098
OG0000903	Syad.g_00645	Prar.g_01095
OG0000904	Syad.g_00640	Prar.g_01093
OG0000905	Syad.g_00632	Prar.g_01088
OG0000906	Syad.g_00630	Prar.g_01087
OG0000907	Syad.g_00648	Prar.g_01069
OG0000908	Syad.g_00651	Prar.g_01066
OG0000909	Syad.g_00652	Prar.g_01065
OG0000910	Syad.g_00653	Prar.g_01064
OG0000911	Syad.g_00655	Prar.g_01062
OG0000912	Syad.g_00656	Prar.g_01061
OG0000913	Syad.g_00657	Prar.g_01060
OG0000914	Syad.g_00658	Prar.g_01059
OG0000915	Syad.g_00660	Prar.g_01058
OG0000916	Syad.g_00661	Prar.g_01057
OG0000917	Syad.g_00662	Prar.g_01056
OG0000918	Syad.g_00663	Prar.g_01055
OG0000919	Syad.g_00664	Prar.g_01054
OG0000920	Syad.g_00665	Prar.g_01053
OG0000921	Syad.g_00666	Prar.g_01052
OG0000922	Syad.g_00667	Prar.g_01051
OG0000923	Syad.g_00671	Prar.g_01047
OG0000924	Syad.g_00672	Prar.g_01046
OG0000925	Syad.g_00673	Prar.g_01045
OG0000926	Syad.g_00674	Prar.g_01044
OG0000927	Syad.g_00676	Prar.g_01042
OG0000928	Syad.g_00677	Prar.g_01041
OG0000929	Syad.g_00678	Prar.g_01040
OG0000930	Syad.g_00679	Prar.g_01039
OG0000931	Syad.g_00680	Prar.g_01038
OG0000932	Syad.g_00681	Prar.g_01037
OG0000933	Syad.g_00687	Prar.g_01033
OG0000934	Syad.g_00689	Prar.g_01031
OG0000935	Syad.g_00690	Prar.g_01030
OG0000936	Syad.g_00691	Prar.g_01029
OG0000937	Syad.g_00692	Prar.g_01028
OG0000938	Syad.g_00695	Prar.g_01026
OG0000939	Syad.g_00696	Prar.g_01025
OG0000940	Syad.g_00703	Prar.g_01019
OG0000941	Syad.g_00705	Prar.g_01017
OG0000942	Syad.g_00707	Prar.g_01015
OG0000943	Syad.g_00708	Prar.g_01014
OG0000944	Syad.g_00710	Prar.g_01013
OG0000945	Syad.g_00711	Prar.g_01012
OG0000946	Syad.g_00716	Prar.g_00617
OG0000947	Syad.g_00719	Prar.g_00619
OG0000948	Syad.g_00720	Prar.g_00620
OG0000949	Syad.g_00432	Prar.g_00623
OG0000950	Syad.g_00418	Prar.g_00628
OG0000951	Syad.g_00411	Prar.g_00632
OG0000952	Syad.g_00375	Prar.g_00636
OG0000953	Syad.g_00369	Prar.g_00639
OG0000954	Syad.g_00364	Prar.g_00643
OG0000955	Syad.g_00363	Prar.g_00644
OG0000956	Syad.g_00361	Prar.g_00646
OG0000957	Syad.g_00350	Prar.g_00651
OG0000958	Syad.g_00349	Prar.g_00652
OG0000959	Syad.g_00345	Prar.g_00656
OG0000960	Syad.g_00344	Prar.g_00657
OG0000961	Syad.g_00335	Prar.g_00659
OG0000962	Syad.g_00332	Prar.g_00661
OG0000963	Syad.g_00325	Prar.g_00664
OG0000964	Syad.g_00324	Prar.g_00665
OG0000965	Syad.g_00323	Prar.g_00666
OG0000966	Syad.g_00246	Prar.g_00673
OG0000967	Syad.g_00234	Prar.g_00677
OG0000968	Syad.g_00243	Prar.g_00679
OG0000969	Syad.g_00240	Prar.g_00680
OG0000970	Syad.g_00239	Prar.g_00681
OG0000971	Syad.g_00229	Prar.g_00682
OG0000972	Syad.g_00228	Prar.g_00683
OG0000973	Syad.g_00227	Prar.g_00684
OG0000974	Syad.g_00226	Prar.g_00685
OG0000975	Syad.g_00225	Prar.g_00686
OG0000976	Syad.g_00224	Prar.g_00687
OG0000977	Syad.g_00222	Prar.g_00688
OG0000978	Syad.g_00221	Prar.g_00689
OG0000979	Syad.g_00218	Prar.g_00692
OG0000980	Syad.g_00215	Prar.g_00694
OG0000981	Syad.g_00212	Prar.g_00696
OG0000982	Syad.g_03035	Prar.g_00698
OG0000983	Syad.g_03036	Prar.g_00699
OG0000984	Syad.g_03037	Prar.g_00700
OG0000985	Syad.g_03039	Prar.g_00703
OG0000986	Syad.g_03049	Prar.g_00705
OG0000987	Syad.g_00002	Prar.g_00706
OG0000988	Syad.g_00008	Prar.g_00709
OG0000989	Syad.g_00020	Prar.g_00073
OG0000990	Syad.g_00061	Prar.g_00070
OG0000991	Syad.g_00064	Prar.g_00069
OG0000992	Syad.g_00067	Prar.g_00067
OG0000993	Syad.g_00069	Prar.g_00066
OG0000994	Syad.g_00071	Prar.g_00065
OG0000995	Syad.g_00077	Prar.g_00061
OG0000996	Syad.g_00121	Prar.g_00060
OG0000997	Syad.g_00128	Prar.g_00059
OG0000998	Syad.g_00130	Prar.g_00057
OG0000999	Syad.g_00131	Prar.g_00056
OG0001000	Syad.g_00136	Prar.g_00053
OG0001001	Syad.g_00141	Prar.g_00051
OG0001002	Syad.g_00148	Prar.g_00047
OG0001003	Syad.g_00150	Prar.g_00046
OG0001004	Syad.g_00151	Prar.g_00045
OG0001005	Syad.g_00152	Prar.g_00044
OG0001006	Syad.g_00160	Prar.g_00040
OG0001007	Syad.g_00162	Prar.g_00038
OG0001008	Syad.g_02449	Prar.g_00485
OG0001009	Syad.g_00194	Prar.g_00011
OG0001010	Syad.g_00195	Prar.g_00010
OG0001011	Syad.g_00196	Prar.g_00009
OG0001012	Syad.g_03030	Prar.g_00577
OG0001013	Syad.g_03011	Prar.g_00571
OG0001014	Syad.g_03002	Prar.g_00568
OG0001015	Syad.g_03001	Prar.g_00567
OG0001016	Syad.g_02734	Prar.g_00255
OG0001017	Syad.g_02740	Prar.g_00251
OG0001018	Syad.g_02742	Prar.g_00248
OG0001019	Syad.g_02771	Prar.g_00239
OG0001020	Syad.g_02777	Prar.g_00238
OG0001021	Syad.g_02781	Prar.g_00237
OG0001022	Syad.g_02786	Prar.g_00234
OG0001023	Syad.g_02787	Prar.g_00233
OG0001024	Syad.g_02791	Prar.g_00230
OG0001025	Syad.g_02798	Prar.g_00224
OG0001026	Syad.g_02811	Prar.g_00217
OG0001027	Syad.g_02817	Prar.g_00216
OG0001028	Syad.g_02819	Prar.g_00214
OG0001029	Syad.g_02821	Prar.g_00213
OG0001030	Syad.g_02848	Prar.g_00198
OG0001031	Syad.g_02925	Prar.g_00141
OG0001032	Syad.g_02928	Prar.g_00140
OG0001033	Syad.g_02956	Prar.g_00119
OG0001034	Syad.g_00819	Prar.g_00091
OG0001035	Syad.g_00559	Prar.g_00333
OG0001036	Syad.g_00554	Prar.g_00328
OG0001037	Syad.g_00552	Prar.g_00327
OG0001039	Syad.g_00522	Prar.g_00306
OG0001040	Syad.g_00519	Prar.g_00304
OG0001041	Syad.g_00514	Prar.g_00300
OG0001042	Syad.g_00485	Prar.g_00283
OG0001043	Syad.g_00481	Prar.g_00282
OG0001044	Syad.g_00760	Prar.g_00393
OG0001045	Syad.g_00773	Prar.g_00402
OG0001046	Syad.g_01722	Prar.g_00440
OG0001047	Syad.g_02447	Prar.g_00487
OG0001048	Syad.g_02446	Prar.g_00488
OG0001049	Syad.g_02443	Prar.g_00490
OG0001050	Syad.g_02442	Prar.g_00491
OG0001051	Syad.g_02441	Prar.g_00492
OG0001052	Syad.g_02357	Prar.g_00521
OG0001054	Syad.g_00925	Prar.g_01329
OG0001055	Syad.g_00946	Prar.g_01347
OG0001056	Syad.g_00982	Prar.g_01366
OG0001057	Syad.g_00996	Prar.g_01371
OG0001058	Syad.g_01015	Prar.g_01379
OG0001059	Syad.g_01018	Prar.g_01383
OG0001060	Syad.g_01025	Prar.g_01390
OG0001061	Syad.g_01047	Prar.g_01403
OG0001062	Syad.g_01049	Prar.g_01405
OG0001063	Syad.g_01056	Prar.g_01407
OG0001064	Syad.g_01057	Prar.g_01408
OG0001065	Syad.g_01058	Prar.g_01409
OG0001066	Syad.g_01059	Prar.g_01410
OG0001067	Syad.g_01060	Prar.g_01411
OG0001068	Syad.g_01061	Prar.g_01412
OG0001069	Syad.g_01062	Prar.g_01413
OG0001070	Syad.g_01065	Prar.g_01416
OG0001071	Syad.g_01066	Prar.g_01417
OG0001072	Syad.g_01070	Prar.g_01419
OG0001073	Syad.g_01090	Prar.g_01434
OG0001074	Syad.g_02197	Prar.g_01445
OG0001075	Syad.g_02196	Prar.g_01446
OG0001076	Syad.g_02175	Prar.g_01454
OG0001077	Syad.g_02164	Prar.g_01458
OG0001078	Syad.g_02151	Prar.g_01466
OG0001079	Syad.g_02138	Prar.g_01477
OG0001080	Syad.g_02008	Prar.g_01483
OG0001081	Syad.g_01568	Prar.g_01485
OG0001082	Syad.g_01569	Prar.g_01486
OG0001083	Syad.g_01578	Prar.g_01491
OG0001084	Syad.g_01586	Prar.g_01492
OG0001085	Syad.g_01596	Prar.g_01500
OG0001086	Syad.g_01598	Prar.g_01501
OG0001087	Syad.g_01372	Prar.g_01518
OG0001088	Syad.g_01368	Prar.g_01519
OG0001089	Syad.g_01302	Prar.g_01527
OG0001090	Syad.g_01817	Prar.g_01600
OG0001091	Syad.g_01815	Prar.g_01602
OG0001092	Syad.g_01812	Prar.g_01603
OG0001093	Syad.g_01806	Prar.g_01608
OG0001094	Syad.g_01895	Prar.g_01678
OG0001095	Syad.g_01874	Prar.g_01697
OG0001096	Syad.g_01847	Prar.g_01710
OG0001097	Syad.g_01223	Prar.g_01728
OG0001098	Syad.g_02005, Syad.g_01995	Prar.g_01744
OG0001099	Syad.g_02820	Prar.g_01764
OG0001100	Syad.g_01608	Prar.g_01768
OG0001101	Syad.g_01610	Prar.g_01770
OG0001102	Syad.g_01613	Prar.g_01773
OG0001103	Syad.g_01616	Prar.g_01775
OG0001104	Syad.g_01911	Prar.g_01796
OG0001105	Syad.g_01907	Prar.g_01800
OG0001106	Syad.g_01771	Prar.g_01824
OG0001107	Syad.g_01759	Prar.g_01831
OG0001108	Syad.g_01744	Prar.g_01835
OG0001109	Syad.g_01739	Prar.g_01836
OG0001110	Syad.g_01737	Prar.g_01838
OG0001111	Syad.g_01735	Prar.g_01839
OG0001112	Syad.g_01733	Prar.g_01840
OG0001113	Syad.g_01732	Prar.g_01841
OG0001114	Syad.g_01731	Prar.g_01842
OG0001115	Syad.g_01727	Prar.g_01844
OG0001116	Syad.g_01725	Prar.g_01845
OG0001117	Syad.g_01724	Prar.g_01846
OG0001118	Syad.g_01723	Prar.g_01847
OG0001119	Syad.g_01721	Prar.g_01848
OG0001120	Syad.g_01717	Prar.g_01850
OG0001121	Syad.g_01503	Prar.g_01298
OG0001122	Syad.g_01689	Prar.g_01876
OG0001123	Syad.g_01682	Prar.g_01880
OG0001124	Syad.g_01680	Prar.g_01882
OG0001125	Syad.g_01678	Prar.g_01883
OG0001126	Syad.g_01276	Prar.g_01893
OG0001127	Syad.g_01277	Prar.g_01894
OG0001128	Syad.g_01280	Prar.g_01896
OG0001129	Syad.g_01282	Prar.g_01897
OG0001130	Syad.g_01283	Prar.g_01898
OG0001131	Syad.g_01953	Prar.g_01935
OG0001132	Syad.g_02038	Prar.g_01944
OG0001133	Syad.g_02172	Prar.g_01309
OG0001134	Syad.g_01527	Prar.g_01296
OG0001135	Syad.g_01529	Prar.g_01293
OG0001136	Syad.g_01150	Prar.g_01266
OG0001137	Syad.g_01169	Prar.g_01255
OG0001138	Syad.g_01493	Prar.g_01237
OG0001139	Syad.g_01491	Prar.g_01236
OG0001140	Syad.g_01490	Prar.g_01235
OG0001141	Syad.g_01489	Prar.g_01234
OG0001142	Syad.g_01488	Prar.g_01233
OG0001143	Syad.g_01473	Prar.g_01226
OG0001144	Syad.g_01457	Prar.g_01221
OG0001145	Syad.g_01112	Prar.g_00963
OG0001146	Syad.g_02412	Prar.g_00951
OG0001147	Syad.g_02349	Prar.g_00925
OG0001148	Syad.g_00889	Prar.g_00909
OG0001149	Syad.g_00888	Prar.g_00908
OG0001150	Syad.g_00887	Prar.g_00907
OG0001151	Syad.g_00875	Prar.g_00896
OG0001152	Syad.g_00872	Prar.g_00895
OG0001153	Syad.g_02318	Prar.g_00815
OG0001154	Syad.g_02319	Prar.g_00814
OG0001155	Syad.g_02540	Prar.g_00802
OG0001156	Syad.g_02543	Prar.g_00799
OG0001157	Syad.g_02544	Prar.g_00798
OG0001158	Syad.g_02546	Prar.g_00797
OG0001159	Syad.g_02547	Prar.g_00796
OG0001160	Syad.g_02595	Prar.g_00772
OG0001161	Syad.g_00026	Prar.g_00760
