Orthogroup	Syad	Prad
OG0000581	Syad.g_01097	Prad.g_01394
OG0000582	Syad.g_02206	Prad.g_01397
OG0000583	Syad.g_02205	Prad.g_01398
OG0000584	Syad.g_02204	Prad.g_01399
OG0000585	Syad.g_02202	Prad.g_01401
OG0000586	Syad.g_02201	Prad.g_01402
OG0000587	Syad.g_02199	Prad.g_01403
OG0000588	Syad.g_02183	Prad.g_01407
OG0000589	Syad.g_02178	Prad.g_01410
OG0000590	Syad.g_02177	Prad.g_01411
OG0000591	Syad.g_02169	Prad.g_01414
OG0000592	Syad.g_02168	Prad.g_01415
OG0000593	Syad.g_02156	Prad.g_01421
OG0000594	Syad.g_02155	Prad.g_01422
OG0000595	Syad.g_02154	Prad.g_01423
OG0000596	Syad.g_02149	Prad.g_01427
OG0000597	Syad.g_02146	Prad.g_01429
OG0000598	Syad.g_02145	Prad.g_01430
OG0000599	Syad.g_02142	Prad.g_01433
OG0000600	Syad.g_02141	Prad.g_01219
OG0000601	Syad.g_02140	Prad.g_01220
OG0000602	Syad.g_02135	Prad.g_01222
OG0000603	Syad.g_02134	Prad.g_01223
OG0000604	Syad.g_02131	Prad.g_01224
OG0000605	Syad.g_02026	Prad.g_01225
OG0000606	Syad.g_01567	Prad.g_01228
OG0000607	Syad.g_01571	Prad.g_01231
OG0000608	Syad.g_01572	Prad.g_01232
OG0000609	Syad.g_01574	Prad.g_01233
OG0000610	Syad.g_01589	Prad.g_01238
OG0000611	Syad.g_01592	Prad.g_01241
OG0000612	Syad.g_01593	Prad.g_01242
OG0000613	Syad.g_00457	Prad.g_01247
OG0000614	Syad.g_01340	Prad.g_01266
OG0000615	Syad.g_01948	Prad.g_01274
OG0000616	Syad.g_00145	Prad.g_01278
OG0000617	Syad.g_01810	Prad.g_01055
OG0000618	Syad.g_01809	Prad.g_01056
OG0000619	Syad.g_01808	Prad.g_01057
OG0000620	Syad.g_01803	Prad.g_01060
OG0000621	Syad.g_01802	Prad.g_01061
OG0000622	Syad.g_01801	Prad.g_01062
OG0000623	Syad.g_01800	Prad.g_01063
OG0000624	Syad.g_01798	Prad.g_01064
OG0000625	Syad.g_01797	Prad.g_01065
OG0000626	Syad.g_01796	Prad.g_01066
OG0000627	Syad.g_01640	Prad.g_01067
OG0000628	Syad.g_01641	Prad.g_01068
OG0000629	Syad.g_01644	Prad.g_01069
OG0000630	Syad.g_01648	Prad.g_01072
OG0000631	Syad.g_01658	Prad.g_01137
OG0000632	Syad.g_01659	Prad.g_01138
OG0000633	Syad.g_01660	Prad.g_01139
OG0000634	Syad.g_01893	Prad.g_01142
OG0000635	Syad.g_01892	Prad.g_01143
OG0000636	Syad.g_01890	Prad.g_01145
OG0000637	Syad.g_01888	Prad.g_01147
OG0000638	Syad.g_01887	Prad.g_01148
OG0000639	Syad.g_01886	Prad.g_01149
OG0000640	Syad.g_01885	Prad.g_01150
OG0000641	Syad.g_01881	Prad.g_01154
OG0000642	Syad.g_01880	Prad.g_01155
OG0000643	Syad.g_01878	Prad.g_01156
OG0000644	Syad.g_01877	Prad.g_01157
OG0000645	Syad.g_01875	Prad.g_01158
OG0000646	Syad.g_01872	Prad.g_01160
OG0000647	Syad.g_01870	Prad.g_01161
OG0000648	Syad.g_01860	Prad.g_01163
OG0000649	Syad.g_01859	Prad.g_01164
OG0000650	Syad.g_01858	Prad.g_01165
OG0000651	Syad.g_01857	Prad.g_01166
OG0000652	Syad.g_01856	Prad.g_01167
OG0000653	Syad.g_01850	Prad.g_01169
OG0000654	Syad.g_01849	Prad.g_01170
OG0000655	Syad.g_01848	Prad.g_01171
OG0000656	Syad.g_01845	Prad.g_01174
OG0000657	Syad.g_01240	Prad.g_01182
OG0000658	Syad.g_01231	Prad.g_01183
OG0000659	Syad.g_01230	Prad.g_01184
OG0000660	Syad.g_01226	Prad.g_00306
OG0000661	Syad.g_01224	Prad.g_00304
OG0000662	Syad.g_01222	Prad.g_00302
OG0000663	Syad.g_01219	Prad.g_00300
OG0000664	Syad.g_01209	Prad.g_00299
OG0000665	Syad.g_02115	Prad.g_00295
OG0000666	Syad.g_02027	Prad.g_00294
OG0000667	Syad.g_00612	Prad.g_00290
OG0000668	Syad.g_01688	Prad.g_00260
OG0000669	Syad.g_01606	Prad.g_00253
OG0000670	Syad.g_01609	Prad.g_00251
OG0000671	Syad.g_01611	Prad.g_00249
OG0000672	Syad.g_01615	Prad.g_00247
OG0000673	Syad.g_01618	Prad.g_00244
OG0000674	Syad.g_01620	Prad.g_00242
OG0000675	Syad.g_01633	Prad.g_00241
OG0000676	Syad.g_01635	Prad.g_00239
OG0000677	Syad.g_01636	Prad.g_00238
OG0000678	Syad.g_01957	Prad.g_00236
OG0000679	Syad.g_01922	Prad.g_00232
OG0000680	Syad.g_01921	Prad.g_00231
OG0000681	Syad.g_01919	Prad.g_00228
OG0000682	Syad.g_01918	Prad.g_00227
OG0000683	Syad.g_01917	Prad.g_00226
OG0000684	Syad.g_01912	Prad.g_00224
OG0000685	Syad.g_01910	Prad.g_00222
OG0000686	Syad.g_01909	Prad.g_00221
OG0000687	Syad.g_01908	Prad.g_00220
OG0000688	Syad.g_01904	Prad.g_00217
OG0000689	Syad.g_01902	Prad.g_00216
OG0000690	Syad.g_01901	Prad.g_00215
OG0000691	Syad.g_01900	Prad.g_00214
OG0000692	Syad.g_01899	Prad.g_00212
OG0000693	Syad.g_01897	Prad.g_00211
OG0000694	Syad.g_01896	Prad.g_00210
OG0000695	Syad.g_01662	Prad.g_00208
OG0000696	Syad.g_01663	Prad.g_00207
OG0000697	Syad.g_01789	Prad.g_00206
OG0000698	Syad.g_01786	Prad.g_00203
OG0000699	Syad.g_01785	Prad.g_00202
OG0000700	Syad.g_01784	Prad.g_00201
OG0000701	Syad.g_01783	Prad.g_00200
OG0000702	Syad.g_01775	Prad.g_00198
OG0000703	Syad.g_01774	Prad.g_00197
OG0000704	Syad.g_01772	Prad.g_00196
OG0000705	Syad.g_01765	Prad.g_00192
OG0000706	Syad.g_01764	Prad.g_00191
OG0000707	Syad.g_01763	Prad.g_00190
OG0000708	Syad.g_01760	Prad.g_00189
OG0000709	Syad.g_01745	Prad.g_00185
OG0000710	Syad.g_01738	Prad.g_00182
OG0000711	Syad.g_01710	Prad.g_00165
OG0000712	Syad.g_01708	Prad.g_00163
OG0000713	Syad.g_01707	Prad.g_00162
OG0000714	Syad.g_01705	Prad.g_00161
OG0000715	Syad.g_01703	Prad.g_00159
OG0000716	Syad.g_01697	Prad.g_00157
OG0000717	Syad.g_01696	Prad.g_00156
OG0000718	Syad.g_01692	Prad.g_00144
OG0000719	Syad.g_01690	Prad.g_00142
OG0000720	Syad.g_01677	Prad.g_01039
OG0000721	Syad.g_01675	Prad.g_01037
OG0000722	Syad.g_01674	Prad.g_01036
OG0000723	Syad.g_01791	Prad.g_01033
OG0000724	Syad.g_01284	Prad.g_01023
OG0000725	Syad.g_01293	Prad.g_01017
OG0000726	Syad.g_01294	Prad.g_01016
OG0000727	Syad.g_01295	Prad.g_01015
OG0000728	Syad.g_01297	Prad.g_01013
OG0000729	Syad.g_00331	Prad.g_00970
OG0000730	Syad.g_00758	Prad.g_00635
OG0000731	Syad.g_00770	Prad.g_00639
OG0000732	Syad.g_00214	Prad.g_00649
OG0000733	Syad.g_00028	Prad.g_01988
OG0000734	Syad.g_02809	Prad.g_01511
OG0000735	Syad.g_01120	Prad.g_01509
OG0000736	Syad.g_01121	Prad.g_01508
OG0000737	Syad.g_01122	Prad.g_01507
OG0000738	Syad.g_01127	Prad.g_01503
OG0000739	Syad.g_01145	Prad.g_01502
OG0000740	Syad.g_01146	Prad.g_01501
OG0000741	Syad.g_01149	Prad.g_01500
OG0000742	Syad.g_01151	Prad.g_01497
OG0000743	Syad.g_01153	Prad.g_01495
OG0000744	Syad.g_01154	Prad.g_01494
OG0000745	Syad.g_01156	Prad.g_01493
OG0000746	Syad.g_01158	Prad.g_01491
OG0000747	Syad.g_01159	Prad.g_01490
OG0000748	Syad.g_01170	Prad.g_01487
OG0000749	Syad.g_01173	Prad.g_01486
OG0000750	Syad.g_01174	Prad.g_01485
OG0000751	Syad.g_01182	Prad.g_01483
OG0000752	Syad.g_01184	Prad.g_01481
OG0000753	Syad.g_01187	Prad.g_01478
OG0000754	Syad.g_01516	Prad.g_01475
OG0000755	Syad.g_01504	Prad.g_01472
OG0000756	Syad.g_01498	Prad.g_01470, Prad.g_01471
OG0000757	Syad.g_01487	Prad.g_01464
OG0000758	Syad.g_01486	Prad.g_01463
OG0000759	Syad.g_01485	Prad.g_01462
OG0000760	Syad.g_01484	Prad.g_01461
OG0000761	Syad.g_01480	Prad.g_01460
OG0000762	Syad.g_01474	Prad.g_01459
OG0000763	Syad.g_01468	Prad.g_01457
OG0000764	Syad.g_01467	Prad.g_01456
OG0000765	Syad.g_01447	Prad.g_01447
OG0000766	Syad.g_01446	Prad.g_01446
OG0000767	Syad.g_01444	Prad.g_01444
OG0000768	Syad.g_01443	Prad.g_01443
OG0000769	Syad.g_01441	Prad.g_01441
OG0000770	Syad.g_01437	Prad.g_01439
OG0000771	Syad.g_01278	Prad.g_00076
OG0000772	Syad.g_02078	Prad.g_00341
OG0000773	Syad.g_01114	Prad.g_00361
OG0000774	Syad.g_02396	Prad.g_00363
OG0000775	Syad.g_02398	Prad.g_00365
OG0000776	Syad.g_02399	Prad.g_00366
OG0000777	Syad.g_02400	Prad.g_00631
OG0000778	Syad.g_02401	Prad.g_00630
OG0000779	Syad.g_02407	Prad.g_00626
OG0000780	Syad.g_02411	Prad.g_00625
OG0000781	Syad.g_02415	Prad.g_00622
OG0000782	Syad.g_02416	Prad.g_00621
OG0000783	Syad.g_02418	Prad.g_00620
OG0000784	Syad.g_02419	Prad.g_00619
OG0000785	Syad.g_02421	Prad.g_00617
OG0000786	Syad.g_01101	Prad.g_00615
OG0000787	Syad.g_01100	Prad.g_00614
OG0000788	Syad.g_02139	Prad.g_00607
OG0000789	Syad.g_01982	Prad.g_00604
OG0000790	Syad.g_00886	Prad.g_00589
OG0000791	Syad.g_00885	Prad.g_00587
OG0000792	Syad.g_00884	Prad.g_00586
OG0000793	Syad.g_00879	Prad.g_00583
OG0000794	Syad.g_00878	Prad.g_00582
OG0000795	Syad.g_00877	Prad.g_00581
OG0000796	Syad.g_00871	Prad.g_00577
OG0000797	Syad.g_00870	Prad.g_00576
OG0000799	Syad.g_02243	Prad.g_00533
OG0000800	Syad.g_02245	Prad.g_00532
OG0000801	Syad.g_02246	Prad.g_00531
OG0000802	Syad.g_02251	Prad.g_00529
OG0000803	Syad.g_02255	Prad.g_00527
OG0000804	Syad.g_02260	Prad.g_00526
OG0000805	Syad.g_02266	Prad.g_00524
OG0000806	Syad.g_02267	Prad.g_00522
OG0000807	Syad.g_02269	Prad.g_00521
OG0000808	Syad.g_02270	Prad.g_00520
OG0000809	Syad.g_02273	Prad.g_00517
OG0000810	Syad.g_02274	Prad.g_00516
OG0000811	Syad.g_02283	Prad.g_00512
OG0000812	Syad.g_02285	Prad.g_00510
OG0000813	Syad.g_02286	Prad.g_00509
OG0000814	Syad.g_02288	Prad.g_00507
OG0000815	Syad.g_02289	Prad.g_00506
OG0000816	Syad.g_02290	Prad.g_00504
OG0000817	Syad.g_02291	Prad.g_00503
OG0000818	Syad.g_02297	Prad.g_00498
OG0000819	Syad.g_02298	Prad.g_00497
OG0000820	Syad.g_02299	Prad.g_00496
OG0000821	Syad.g_02305	Prad.g_00491
OG0000822	Syad.g_02307	Prad.g_00490
OG0000823	Syad.g_02308	Prad.g_00489
OG0000824	Syad.g_02314	Prad.g_00486
OG0000825	Syad.g_02315	Prad.g_00485
OG0000826	Syad.g_02316	Prad.g_00484
OG0000827	Syad.g_02317	Prad.g_00483
OG0000828	Syad.g_02320	Prad.g_00480
OG0000829	Syad.g_02321	Prad.g_00479
OG0000830	Syad.g_02322	Prad.g_00478
OG0000831	Syad.g_02325	Prad.g_00476
OG0000832	Syad.g_02538	Prad.g_00470
OG0000833	Syad.g_02550	Prad.g_00462
OG0000834	Syad.g_02552	Prad.g_00461
OG0000835	Syad.g_02553	Prad.g_00460
OG0000836	Syad.g_02557	Prad.g_00459
OG0000837	Syad.g_02561	Prad.g_00458
OG0000838	Syad.g_02565	Prad.g_00456
OG0000839	Syad.g_02566	Prad.g_00455
OG0000840	Syad.g_02567	Prad.g_00454
OG0000841	Syad.g_02568	Prad.g_00453
OG0000842	Syad.g_02569	Prad.g_00452
OG0000843	Syad.g_02570	Prad.g_00451
OG0000844	Syad.g_02577	Prad.g_00450
OG0000845	Syad.g_02578	Prad.g_00449
OG0000846	Syad.g_02579	Prad.g_00448
OG0000847	Syad.g_02580	Prad.g_00447
OG0000848	Syad.g_02582	Prad.g_00446
OG0000849	Syad.g_02583	Prad.g_00445
OG0000850	Syad.g_02586	Prad.g_00443
OG0000851	Syad.g_02592	Prad.g_00442
OG0000852	Syad.g_02593	Prad.g_00441
OG0000853	Syad.g_02597	Prad.g_00437
OG0000854	Syad.g_02606	Prad.g_00435
OG0000855	Syad.g_02607	Prad.g_00434
OG0000856	Syad.g_02166	Prad.g_00419
OG0000857	Syad.g_01871	Prad.g_00388
OG0000858	Syad.g_02613	Prad.g_00947
OG0000859	Syad.g_02614	Prad.g_00946
OG0000860	Syad.g_02625	Prad.g_00939
OG0000861	Syad.g_02626	Prad.g_00938
OG0000862	Syad.g_02628	Prad.g_00937
OG0000863	Syad.g_02631	Prad.g_00935
OG0000864	Syad.g_02632	Prad.g_00934
OG0000865	Syad.g_02633	Prad.g_00933
OG0000866	Syad.g_02634	Prad.g_00932
OG0000867	Syad.g_02635	Prad.g_00931
OG0000868	Syad.g_02637	Prad.g_00930
OG0000869	Syad.g_02643	Prad.g_00926
OG0000870	Syad.g_02648	Prad.g_00921
OG0000871	Syad.g_02649	Prad.g_00920
OG0000872	Syad.g_02657	Prad.g_00919
OG0000873	Syad.g_02660	Prad.g_00916
OG0000874	Syad.g_02655	Prad.g_00913
OG0000875	Syad.g_02662	Prad.g_00912
OG0000876	Syad.g_03003	Prad.g_00911
OG0000877	Syad.g_02480	Prad.g_00909
OG0000878	Syad.g_02481	Prad.g_00908
OG0000879	Syad.g_02482	Prad.g_00907
OG0000880	Syad.g_02483	Prad.g_00906
OG0000881	Syad.g_02489	Prad.g_00902
OG0000882	Syad.g_02494	Prad.g_00897
OG0000883	Syad.g_02497	Prad.g_00895
OG0000884	Syad.g_02499	Prad.g_00893
OG0000885	Syad.g_02500	Prad.g_00892
OG0000886	Syad.g_02501	Prad.g_00891
OG0000887	Syad.g_02502	Prad.g_00890
OG0000888	Syad.g_02504	Prad.g_00888
OG0000889	Syad.g_02506	Prad.g_00886
OG0000890	Syad.g_02512	Prad.g_00885
OG0000891	Syad.g_02513	Prad.g_00884
OG0000892	Syad.g_02517	Prad.g_00882
OG0000893	Syad.g_00589	Prad.g_00879
OG0000894	Syad.g_00592	Prad.g_00877
OG0000895	Syad.g_00596	Prad.g_00874
OG0000896	Syad.g_00597	Prad.g_00873
OG0000897	Syad.g_00599	Prad.g_00871
OG0000898	Syad.g_00600	Prad.g_00870
OG0000899	Syad.g_00601	Prad.g_00869
OG0000900	Syad.g_00602	Prad.g_00868
OG0000901	Syad.g_00607	Prad.g_00865
OG0000902	Syad.g_00609	Prad.g_00863
OG0000903	Syad.g_00645	Prad.g_00860
OG0000904	Syad.g_00640	Prad.g_00858
OG0000905	Syad.g_00632	Prad.g_00853
OG0000906	Syad.g_00630	Prad.g_00852
OG0000907	Syad.g_00648	Prad.g_00849
OG0000908	Syad.g_00651	Prad.g_00846
OG0000909	Syad.g_00652	Prad.g_00845
OG0000910	Syad.g_00653	Prad.g_00844
OG0000911	Syad.g_00655	Prad.g_00842
OG0000912	Syad.g_00656	Prad.g_00841
OG0000913	Syad.g_00657	Prad.g_00840
OG0000914	Syad.g_00658	Prad.g_00839
OG0000915	Syad.g_00660	Prad.g_00838
OG0000916	Syad.g_00661	Prad.g_00837
OG0000917	Syad.g_00662	Prad.g_00836
OG0000918	Syad.g_00663	Prad.g_00835
OG0000919	Syad.g_00664	Prad.g_00834
OG0000920	Syad.g_00665	Prad.g_00833
OG0000921	Syad.g_00666	Prad.g_00832
OG0000922	Syad.g_00667	Prad.g_00831
OG0000923	Syad.g_00671	Prad.g_00827
OG0000924	Syad.g_00672	Prad.g_00826
OG0000925	Syad.g_00673	Prad.g_00825
OG0000926	Syad.g_00674	Prad.g_00824
OG0000927	Syad.g_00676	Prad.g_00822
OG0000928	Syad.g_00677	Prad.g_00821
OG0000929	Syad.g_00678	Prad.g_00820
OG0000930	Syad.g_00679	Prad.g_00819
OG0000931	Syad.g_00680	Prad.g_00818
OG0000932	Syad.g_00681	Prad.g_00817
OG0000933	Syad.g_00687	Prad.g_00813
OG0000934	Syad.g_00689	Prad.g_00811
OG0000935	Syad.g_00690	Prad.g_00810
OG0000936	Syad.g_00691	Prad.g_00809
OG0000937	Syad.g_00692	Prad.g_00808
OG0000938	Syad.g_00695	Prad.g_00806
OG0000939	Syad.g_00696	Prad.g_00805
OG0000940	Syad.g_00703	Prad.g_00798
OG0000941	Syad.g_00705	Prad.g_00796
OG0000942	Syad.g_00707	Prad.g_00794
OG0000943	Syad.g_00708	Prad.g_00793
OG0000944	Syad.g_00710	Prad.g_00792
OG0000945	Syad.g_00711	Prad.g_00791
OG0000946	Syad.g_00716	Prad.g_00787
OG0000947	Syad.g_00719	Prad.g_00785
OG0000948	Syad.g_00720	Prad.g_00784
OG0000949	Syad.g_00432	Prad.g_00781
OG0000950	Syad.g_00418	Prad.g_00776
OG0000951	Syad.g_00411	Prad.g_00772
OG0000952	Syad.g_00375	Prad.g_00768
OG0000953	Syad.g_00369	Prad.g_00765
OG0000954	Syad.g_00364	Prad.g_01641
OG0000955	Syad.g_00363	Prad.g_01640
OG0000956	Syad.g_00361	Prad.g_01638
OG0000957	Syad.g_00350	Prad.g_01633
OG0000958	Syad.g_00349	Prad.g_01632
OG0000959	Syad.g_00345	Prad.g_01628
OG0000960	Syad.g_00344	Prad.g_01627
OG0000961	Syad.g_00335	Prad.g_01625
OG0000962	Syad.g_00332	Prad.g_01623
OG0000963	Syad.g_00325	Prad.g_01620
OG0000964	Syad.g_00324	Prad.g_01619
OG0000965	Syad.g_00323	Prad.g_01618
OG0000966	Syad.g_00246	Prad.g_01611
OG0000967	Syad.g_00234	Prad.g_01607
OG0000968	Syad.g_00243	Prad.g_01605
OG0000969	Syad.g_00240	Prad.g_01604
OG0000970	Syad.g_00239	Prad.g_01603
OG0000971	Syad.g_00229	Prad.g_01602
OG0000972	Syad.g_00228	Prad.g_01601
OG0000973	Syad.g_00227	Prad.g_01600
OG0000974	Syad.g_00226	Prad.g_01599
OG0000975	Syad.g_00225	Prad.g_01598
OG0000976	Syad.g_00224	Prad.g_01597
OG0000977	Syad.g_00222	Prad.g_01596
OG0000978	Syad.g_00221	Prad.g_01595
OG0000979	Syad.g_00218	Prad.g_01592
OG0000980	Syad.g_00215	Prad.g_01590
OG0000981	Syad.g_00212	Prad.g_01588
OG0000982	Syad.g_03035	Prad.g_01586
OG0000983	Syad.g_03036	Prad.g_01585
OG0000984	Syad.g_03037	Prad.g_01584
OG0000985	Syad.g_03039	Prad.g_01581
OG0000986	Syad.g_03049	Prad.g_01579
OG0000987	Syad.g_00002	Prad.g_01578
OG0000988	Syad.g_00008	Prad.g_01575
OG0000989	Syad.g_00020	Prad.g_01571
OG0000990	Syad.g_00061	Prad.g_01568
OG0000991	Syad.g_00064	Prad.g_01567
OG0000992	Syad.g_00067	Prad.g_01565
OG0000993	Syad.g_00069	Prad.g_01564
OG0000994	Syad.g_00071	Prad.g_01563
OG0000995	Syad.g_00077	Prad.g_01559
OG0000996	Syad.g_00121	Prad.g_01558
OG0000997	Syad.g_00128	Prad.g_01557
OG0000998	Syad.g_00130	Prad.g_01555
OG0000999	Syad.g_00131	Prad.g_01554
OG0001000	Syad.g_00136	Prad.g_01551
OG0001001	Syad.g_00141	Prad.g_01549
OG0001002	Syad.g_00148	Prad.g_01545
OG0001003	Syad.g_00150	Prad.g_01544
OG0001004	Syad.g_00151	Prad.g_01543
OG0001005	Syad.g_00152	Prad.g_01542
OG0001006	Syad.g_00160	Prad.g_01538
OG0001007	Syad.g_00162	Prad.g_01536
OG0001008	Syad.g_02449	Prad.g_00070
OG0001009	Syad.g_00194	Prad.g_01959
OG0001010	Syad.g_00195	Prad.g_01958
OG0001011	Syad.g_00196	Prad.g_01957
OG0001012	Syad.g_03030	Prad.g_01944
OG0001013	Syad.g_03011	Prad.g_01938
OG0001014	Syad.g_03002	Prad.g_01935
OG0001015	Syad.g_03001	Prad.g_01934
OG0001016	Syad.g_02734	Prad.g_01920
OG0001017	Syad.g_02740	Prad.g_01916
OG0001018	Syad.g_02742	Prad.g_01913
OG0001019	Syad.g_02771	Prad.g_01904
OG0001020	Syad.g_02777	Prad.g_01903
OG0001021	Syad.g_02781	Prad.g_01902
OG0001022	Syad.g_02786	Prad.g_01899
OG0001023	Syad.g_02787	Prad.g_01898
OG0001024	Syad.g_02791	Prad.g_01895
OG0001025	Syad.g_02798	Prad.g_01889
OG0001026	Syad.g_02811	Prad.g_01882
OG0001027	Syad.g_02817	Prad.g_01881
OG0001028	Syad.g_02819	Prad.g_01879
OG0001029	Syad.g_02821	Prad.g_01878
OG0001030	Syad.g_02848	Prad.g_01863
OG0001031	Syad.g_02925	Prad.g_01805
OG0001032	Syad.g_02928	Prad.g_01804
OG0001033	Syad.g_02956	Prad.g_01783
OG0001034	Syad.g_00819	Prad.g_01755
OG0001035	Syad.g_00559	Prad.g_01737
OG0001036	Syad.g_00554	Prad.g_01732
OG0001037	Syad.g_00552	Prad.g_01731
OG0001039	Syad.g_00522	Prad.g_01710
OG0001040	Syad.g_00519	Prad.g_01708
OG0001041	Syad.g_00514	Prad.g_01704
OG0001042	Syad.g_00485	Prad.g_01687
OG0001043	Syad.g_00481	Prad.g_01686
OG0001044	Syad.g_00760	Prad.g_01658
OG0001045	Syad.g_00773	Prad.g_01649
OG0001046	Syad.g_01722	Prad.g_00730
OG0001047	Syad.g_02447	Prad.g_00068
OG0001048	Syad.g_02446	Prad.g_00067
OG0001049	Syad.g_02443	Prad.g_00065
OG0001050	Syad.g_02442	Prad.g_00064
OG0001051	Syad.g_02441	Prad.g_00063
OG0001052	Syad.g_02357	Prad.g_00036
OG0001054	Syad.g_00925	Prad.g_00131
OG0001055	Syad.g_00946	Prad.g_00112
OG0001056	Syad.g_00982	Prad.g_00093
OG0001057	Syad.g_00996	Prad.g_01331
OG0001058	Syad.g_01015	Prad.g_01339
OG0001059	Syad.g_01018	Prad.g_01343
OG0001060	Syad.g_01025	Prad.g_01350
OG0001061	Syad.g_01047	Prad.g_01363
OG0001062	Syad.g_01049	Prad.g_01365
OG0001063	Syad.g_01056	Prad.g_01367
OG0001064	Syad.g_01057	Prad.g_01368
OG0001065	Syad.g_01058	Prad.g_01369
OG0001066	Syad.g_01059	Prad.g_01370
OG0001067	Syad.g_01060	Prad.g_01371
OG0001068	Syad.g_01061	Prad.g_01372
OG0001069	Syad.g_01062	Prad.g_01373
OG0001070	Syad.g_01065	Prad.g_01376
OG0001071	Syad.g_01066	Prad.g_01377
OG0001072	Syad.g_01070	Prad.g_01379
OG0001073	Syad.g_01090	Prad.g_01393
OG0001074	Syad.g_02197	Prad.g_01404
OG0001075	Syad.g_02196	Prad.g_01405
OG0001076	Syad.g_02175	Prad.g_01413
OG0001077	Syad.g_02164	Prad.g_01417
OG0001078	Syad.g_02151	Prad.g_01425
OG0001079	Syad.g_02138	Prad.g_01221
OG0001080	Syad.g_02008	Prad.g_01227
OG0001081	Syad.g_01568	Prad.g_01229
OG0001082	Syad.g_01569	Prad.g_01230
OG0001083	Syad.g_01578	Prad.g_01235
OG0001084	Syad.g_01586	Prad.g_01236
OG0001085	Syad.g_01596	Prad.g_01244
OG0001086	Syad.g_01598	Prad.g_01245
OG0001087	Syad.g_01372	Prad.g_01262
OG0001088	Syad.g_01368	Prad.g_01263
OG0001089	Syad.g_01302	Prad.g_01271
OG0001090	Syad.g_01817	Prad.g_01050
OG0001091	Syad.g_01815	Prad.g_01052
OG0001092	Syad.g_01812	Prad.g_01053
OG0001093	Syad.g_01806	Prad.g_01058
OG0001094	Syad.g_01895	Prad.g_01140
OG0001095	Syad.g_01874	Prad.g_01159
OG0001096	Syad.g_01847	Prad.g_01172
OG0001097	Syad.g_01223	Prad.g_00303
OG0001098	Syad.g_02005, Syad.g_01995	Prad.g_00288
OG0001099	Syad.g_02820	Prad.g_00256
OG0001100	Syad.g_01608	Prad.g_00252
OG0001101	Syad.g_01610	Prad.g_00250
OG0001102	Syad.g_01613	Prad.g_00248
OG0001103	Syad.g_01616	Prad.g_00246
OG0001104	Syad.g_01911	Prad.g_00223
OG0001105	Syad.g_01907	Prad.g_00219
OG0001106	Syad.g_01771	Prad.g_00195
OG0001107	Syad.g_01759	Prad.g_00188
OG0001108	Syad.g_01744	Prad.g_00184
OG0001109	Syad.g_01739	Prad.g_00183
OG0001110	Syad.g_01737	Prad.g_00181
OG0001111	Syad.g_01735	Prad.g_00180
OG0001112	Syad.g_01733	Prad.g_00179
OG0001113	Syad.g_01732	Prad.g_00178
OG0001114	Syad.g_01731	Prad.g_00177
OG0001115	Syad.g_01727	Prad.g_00175
OG0001116	Syad.g_01725	Prad.g_00174
OG0001117	Syad.g_01724	Prad.g_00173
OG0001118	Syad.g_01723	Prad.g_00172
OG0001119	Syad.g_01721	Prad.g_00171
OG0001120	Syad.g_01717	Prad.g_00169
OG0001121	Syad.g_01503	Prad.g_01991, Prad.g_00166
OG0001122	Syad.g_01689	Prad.g_00141
OG0001123	Syad.g_01682	Prad.g_00137
OG0001124	Syad.g_01680	Prad.g_00135
OG0001125	Syad.g_01678	Prad.g_00134
OG0001126	Syad.g_01276	Prad.g_01030
OG0001127	Syad.g_01277	Prad.g_01029
OG0001128	Syad.g_01280	Prad.g_01026
OG0001129	Syad.g_01282	Prad.g_01025
OG0001130	Syad.g_01283	Prad.g_01024
OG0001131	Syad.g_01953	Prad.g_00990
OG0001132	Syad.g_02038	Prad.g_00981
OG0001133	Syad.g_02172	Prad.g_00655
OG0001134	Syad.g_01527	Prad.g_01989
OG0001135	Syad.g_01529	Prad.g_01526
OG0001136	Syad.g_01150	Prad.g_01499
OG0001137	Syad.g_01169	Prad.g_01488
OG0001138	Syad.g_01493	Prad.g_01469
OG0001139	Syad.g_01491	Prad.g_01468
OG0001140	Syad.g_01490	Prad.g_01467
OG0001141	Syad.g_01489	Prad.g_01466
OG0001142	Syad.g_01488	Prad.g_01465
OG0001143	Syad.g_01473	Prad.g_01458
OG0001144	Syad.g_01457	Prad.g_01453
OG0001145	Syad.g_01112	Prad.g_00362
OG0001146	Syad.g_02412	Prad.g_00624
OG0001147	Syad.g_02349	Prad.g_00608
OG0001148	Syad.g_00889	Prad.g_00592
OG0001149	Syad.g_00888	Prad.g_00591
OG0001150	Syad.g_00887	Prad.g_00590
OG0001151	Syad.g_00875	Prad.g_00579
OG0001152	Syad.g_00872	Prad.g_00578
OG0001153	Syad.g_02318	Prad.g_00482
OG0001154	Syad.g_02319	Prad.g_00481
OG0001155	Syad.g_02540	Prad.g_00469
OG0001156	Syad.g_02543	Prad.g_00466
OG0001157	Syad.g_02544	Prad.g_00465
OG0001158	Syad.g_02546	Prad.g_00464
OG0001159	Syad.g_02547	Prad.g_00463
OG0001160	Syad.g_02595	Prad.g_00439
OG0001161	Syad.g_00026	Prad.g_00426
OG0001162	Syad.g_01844	Prad.g_00415
OG0001163	Syad.g_02610	Prad.g_00949
OG0001164	Syad.g_02616	Prad.g_00945
