Orthogroup	Prbj	Prba
OG0000572	Prbj.g_02598	Prba.g_01667
OG0000573	Prbj.g_00794	Prba.g_01664
OG0000574	Prbj.g_00803	Prba.g_01663
OG0000575	Prbj.g_00804	Prba.g_01662
OG0000576	Prbj.g_00805	Prba.g_01661
OG0000577	Prbj.g_00806	Prba.g_01660
OG0000578	Prbj.g_00807	Prba.g_01659
OG0000579	Prbj.g_00809	Prba.g_01658
OG0000580	Prbj.g_00812	Prba.g_01657
OG0000581	Prbj.g_00813	Prba.g_01656
OG0000582	Prbj.g_00815	Prba.g_01655
OG0000583	Prbj.g_00816	Prba.g_01654
OG0000584	Prbj.g_00818	Prba.g_01653
OG0000585	Prbj.g_00819	Prba.g_01652
OG0000586	Prbj.g_00821	Prba.g_01650
OG0000587	Prbj.g_00822	Prba.g_01649
OG0000588	Prbj.g_00825	Prba.g_01647
OG0000589	Prbj.g_02707	Prba.g_01646
OG0000590	Prbj.g_01466	Prba.g_01644
OG0000591	Prbj.g_00184	Prba.g_01638
OG0000592	Prbj.g_00760	Prba.g_01637
OG0000593	Prbj.g_00248	Prba.g_01636
OG0000594	Prbj.g_02453	Prba.g_01634
OG0000595	Prbj.g_02636	Prba.g_01633
OG0000596	Prbj.g_00943	Prba.g_01632
OG0000597	Prbj.g_00921	Prba.g_01630
OG0000598	Prbj.g_00927	Prba.g_01629
OG0000599	Prbj.g_00931	Prba.g_01628
OG0000600	Prbj.g_00932	Prba.g_01627
OG0000601	Prbj.g_00946	Prba.g_01625
OG0000602	Prbj.g_00947	Prba.g_01624
OG0000603	Prbj.g_00948	Prba.g_01623
OG0000604	Prbj.g_00754	Prba.g_01622
OG0000605	Prbj.g_00755	Prba.g_01621
OG0000606	Prbj.g_00757	Prba.g_01620
OG0000607	Prbj.g_00759	Prba.g_01618
OG0000608	Prbj.g_02373	Prba.g_01617
OG0000609	Prbj.g_02057	Prba.g_01613
OG0000610	Prbj.g_00168	Prba.g_01612
OG0000611	Prbj.g_02180	Prba.g_01593
OG0000612	Prbj.g_02181	Prba.g_01592
OG0000613	Prbj.g_02182	Prba.g_01591
OG0000614	Prbj.g_02183	Prba.g_01590
OG0000615	Prbj.g_02184	Prba.g_01588
OG0000616	Prbj.g_02185	Prba.g_01587
OG0000617	Prbj.g_02186	Prba.g_01586
OG0000618	Prbj.g_02187	Prba.g_01585
OG0000619	Prbj.g_02189	Prba.g_01584
OG0000620	Prbj.g_02190	Prba.g_01583
OG0000621	Prbj.g_02191	Prba.g_01582
OG0000622	Prbj.g_02192	Prba.g_01581
OG0000623	Prbj.g_02193	Prba.g_01580
OG0000624	Prbj.g_02194	Prba.g_01579
OG0000625	Prbj.g_02195	Prba.g_01578
OG0000626	Prbj.g_02196	Prba.g_01577
OG0000627	Prbj.g_02320	Prba.g_01576
OG0000628	Prbj.g_02319	Prba.g_01575
OG0000629	Prbj.g_02316	Prba.g_01574
OG0000630	Prbj.g_02315	Prba.g_01573
OG0000631	Prbj.g_02312	Prba.g_01571
OG0000632	Prbj.g_00773	Prba.g_01558
OG0000633	Prbj.g_01884	Prba.g_01554
OG0000634	Prbj.g_01607	Prba.g_01541
OG0000635	Prbj.g_02276	Prba.g_01534
OG0000636	Prbj.g_02277	Prba.g_01533
OG0000637	Prbj.g_02278	Prba.g_01532
OG0000638	Prbj.g_00347	Prba.g_01521
OG0000639	Prbj.g_01337	Prba.g_01512
OG0000640	Prbj.g_02311	Prba.g_01510
OG0000641	Prbj.g_02306	Prba.g_01508
OG0000642	Prbj.g_02305	Prba.g_01507
OG0000643	Prbj.g_02304	Prba.g_01506
OG0000644	Prbj.g_02406	Prba.g_01505
OG0000645	Prbj.g_02407	Prba.g_01504
OG0000646	Prbj.g_02408	Prba.g_01503
OG0000647	Prbj.g_02409	Prba.g_01502
OG0000648	Prbj.g_02411	Prba.g_01500
OG0000649	Prbj.g_02412	Prba.g_01499
OG0000650	Prbj.g_02413	Prba.g_01498
OG0000651	Prbj.g_02414	Prba.g_01497
OG0000652	Prbj.g_02415	Prba.g_01496
OG0000653	Prbj.g_02416	Prba.g_01495
OG0000654	Prbj.g_02418	Prba.g_01493
OG0000655	Prbj.g_02420	Prba.g_01491
OG0000656	Prbj.g_02421	Prba.g_01490
OG0000657	Prbj.g_02422	Prba.g_01489
OG0000658	Prbj.g_02423	Prba.g_01488
OG0000659	Prbj.g_02424	Prba.g_01487
OG0000660	Prbj.g_02425	Prba.g_01486
OG0000661	Prbj.g_02427	Prba.g_01485
OG0000662	Prbj.g_02430	Prba.g_01484
OG0000663	Prbj.g_02431	Prba.g_01483
OG0000664	Prbj.g_02432	Prba.g_01482
OG0000665	Prbj.g_02433	Prba.g_01481
OG0000666	Prbj.g_02434	Prba.g_01480
OG0000667	Prbj.g_02435	Prba.g_01479
OG0000668	Prbj.g_02436	Prba.g_01478
OG0000669	Prbj.g_02438	Prba.g_01476
OG0000670	Prbj.g_02439	Prba.g_01475
OG0000671	Prbj.g_02440	Prba.g_01474
OG0000672	Prbj.g_02441	Prba.g_01473
OG0000673	Prbj.g_02442	Prba.g_01472
OG0000674	Prbj.g_02443	Prba.g_01471
OG0000675	Prbj.g_02470	Prba.g_01469
OG0000676	Prbj.g_02471	Prba.g_01468
OG0000677	Prbj.g_02474	Prba.g_01465
OG0000678	Prbj.g_02476	Prba.g_01463
OG0000679	Prbj.g_02478	Prba.g_01462
OG0000680	Prbj.g_02479	Prba.g_01461
OG0000681	Prbj.g_02480	Prba.g_01460
OG0000682	Prbj.g_02481	Prba.g_01459
OG0000683	Prbj.g_02483	Prba.g_01457
OG0000684	Prbj.g_02484	Prba.g_01456
OG0000685	Prbj.g_02485	Prba.g_01455
OG0000686	Prbj.g_02486	Prba.g_01454
OG0000687	Prbj.g_02487	Prba.g_01453
OG0000688	Prbj.g_02488	Prba.g_01452
OG0000689	Prbj.g_02490	Prba.g_01451
OG0000690	Prbj.g_02491	Prba.g_01450
OG0000691	Prbj.g_02492	Prba.g_01449
OG0000692	Prbj.g_02503	Prba.g_01447
OG0000693	Prbj.g_02504	Prba.g_01446
OG0000694	Prbj.g_02507	Prba.g_01445
OG0000695	Prbj.g_02511	Prba.g_01444
OG0000696	Prbj.g_02512	Prba.g_01443
OG0000697	Prbj.g_02514	Prba.g_01441
OG0000698	Prbj.g_02323	Prba.g_01439
OG0000699	Prbj.g_02199	Prba.g_01438
OG0000700	Prbj.g_02215	Prba.g_01411
OG0000701	Prbj.g_01553	Prba.g_01407
OG0000702	Prbj.g_02523	Prba.g_01404
OG0000703	Prbj.g_02333	Prba.g_01403
OG0000704	Prbj.g_00044	Prba.g_01402
OG0000705	Prbj.g_02334	Prba.g_01401
OG0000706	Prbj.g_02335	Prba.g_01400
OG0000707	Prbj.g_02337	Prba.g_01398
OG0000708	Prbj.g_02338	Prba.g_01397
OG0000709	Prbj.g_02340	Prba.g_01395
OG0000710	Prbj.g_02341	Prba.g_01394
OG0000711	Prbj.g_02342	Prba.g_01393
OG0000712	Prbj.g_02343	Prba.g_01392
OG0000713	Prbj.g_02344	Prba.g_01391
OG0000714	Prbj.g_02352	Prba.g_01389
OG0000715	Prbj.g_02354	Prba.g_01388
OG0000716	Prbj.g_02359	Prba.g_01386
OG0000717	Prbj.g_02361	Prba.g_01385
OG0000718	Prbj.g_02364	Prba.g_01384
OG0000719	Prbj.g_02379	Prba.g_01382
OG0000720	Prbj.g_02380	Prba.g_01381
OG0000721	Prbj.g_02382	Prba.g_01379
OG0000722	Prbj.g_02383	Prba.g_01378
OG0000723	Prbj.g_02384	Prba.g_01377
OG0000724	Prbj.g_02397	Prba.g_01375
OG0000725	Prbj.g_02396	Prba.g_01374
OG0000726	Prbj.g_02395	Prba.g_01373
OG0000727	Prbj.g_02394	Prba.g_01372
OG0000728	Prbj.g_02393	Prba.g_01371
OG0000729	Prbj.g_02391	Prba.g_01370
OG0000730	Prbj.g_02388	Prba.g_01369
OG0000731	Prbj.g_02399	Prba.g_01368
OG0000732	Prbj.g_02400	Prba.g_01367
OG0000733	Prbj.g_02401	Prba.g_01366
OG0000734	Prbj.g_02402	Prba.g_01365
OG0000735	Prbj.g_02403	Prba.g_01363
OG0000736	Prbj.g_02404	Prba.g_01362
OG0000737	Prbj.g_02405	Prba.g_01361
OG0000738	Prbj.g_02303	Prba.g_01360
OG0000739	Prbj.g_02302	Prba.g_01359
OG0000740	Prbj.g_02301	Prba.g_01358
OG0000741	Prbj.g_02299	Prba.g_01357
OG0000742	Prbj.g_02297	Prba.g_01355
OG0000743	Prbj.g_02296	Prba.g_01354
OG0000744	Prbj.g_02294	Prba.g_01353
OG0000745	Prbj.g_02293	Prba.g_01352
OG0000746	Prbj.g_02292	Prba.g_01351
OG0000747	Prbj.g_00694	Prba.g_01350
OG0000748	Prbj.g_02284	Prba.g_01349
OG0000749	Prbj.g_02283	Prba.g_01348
OG0000750	Prbj.g_02281	Prba.g_01347
OG0000751	Prbj.g_02280	Prba.g_01346
OG0000752	Prbj.g_01984	Prba.g_01345
OG0000753	Prbj.g_02275	Prba.g_01343
OG0000754	Prbj.g_02274	Prba.g_01342
OG0000755	Prbj.g_02273	Prba.g_01341
OG0000756	Prbj.g_02271	Prba.g_01340
OG0000757	Prbj.g_02270	Prba.g_01339
OG0000758	Prbj.g_02269	Prba.g_01338
OG0000759	Prbj.g_02264	Prba.g_01336
OG0000760	Prbj.g_02263	Prba.g_01335
OG0000761	Prbj.g_02261	Prba.g_01334
OG0000762	Prbj.g_02259	Prba.g_01332
OG0000763	Prbj.g_02257	Prba.g_01331
OG0000764	Prbj.g_02255	Prba.g_01330
OG0000765	Prbj.g_02254	Prba.g_01329
OG0000766	Prbj.g_02253	Prba.g_01328
OG0000767	Prbj.g_02251	Prba.g_01326
OG0000768	Prbj.g_02250	Prba.g_01325
OG0000769	Prbj.g_02249	Prba.g_01324
OG0000770	Prbj.g_02248	Prba.g_01323
OG0000771	Prbj.g_02247	Prba.g_01322
OG0000772	Prbj.g_00722	Prba.g_01321
OG0000773	Prbj.g_02245	Prba.g_01320
OG0000774	Prbj.g_02243	Prba.g_01319
OG0000775	Prbj.g_02241	Prba.g_01318
OG0000776	Prbj.g_02237	Prba.g_01316
OG0000777	Prbj.g_02236	Prba.g_01314
OG0000778	Prbj.g_02235	Prba.g_01313
OG0000779	Prbj.g_02231	Prba.g_01312
OG0000780	Prbj.g_02229	Prba.g_01310
OG0000781	Prbj.g_02225	Prba.g_01308
OG0000782	Prbj.g_02224	Prba.g_01307
OG0000783	Prbj.g_02219	Prba.g_01295
OG0000784	Prbj.g_02217	Prba.g_01293
OG0000785	Prbj.g_02216	Prba.g_01292
OG0000786	Prbj.g_02214	Prba.g_01291
OG0000787	Prbj.g_02213	Prba.g_01290
OG0000788	Prbj.g_02207	Prba.g_01286
OG0000789	Prbj.g_02204	Prba.g_01284
OG0000790	Prbj.g_01985	Prba.g_01283
OG0000791	Prbj.g_02203	Prba.g_01282
OG0000792	Prbj.g_02202	Prba.g_01281
OG0000793	Prbj.g_02201	Prba.g_01280
OG0000794	Prbj.g_02198	Prba.g_01278
OG0000795	Prbj.g_01850	Prba.g_01275
OG0000796	Prbj.g_01849	Prba.g_01274
OG0000797	Prbj.g_01846	Prba.g_01272
OG0000798	Prbj.g_01845	Prba.g_01271
OG0000799	Prbj.g_01844	Prba.g_01270
OG0000800	Prbj.g_01843	Prba.g_01269
OG0000801	Prbj.g_01840	Prba.g_01266
OG0000802	Prbj.g_01839	Prba.g_01265
OG0000803	Prbj.g_01836	Prba.g_01263
OG0000804	Prbj.g_01835	Prba.g_01262
OG0000805	Prbj.g_01834	Prba.g_01261
OG0000806	Prbj.g_01833	Prba.g_01259
OG0000807	Prbj.g_02687	Prba.g_01234
OG0000808	Prbj.g_02537	Prba.g_01225
OG0000809	Prbj.g_01669	Prba.g_01222
OG0000810	Prbj.g_00696	Prba.g_01221
OG0000811	Prbj.g_01289	Prba.g_01214
OG0000812	Prbj.g_00343	Prba.g_00749
OG0000813	Prbj.g_00333	Prba.g_00745
OG0000814	Prbj.g_00634	Prba.g_00743
OG0000815	Prbj.g_02555	Prba.g_00729
OG0000816	Prbj.g_01997	Prba.g_00096
OG0000817	Prbj.g_01991	Prba.g_00095
OG0000818	Prbj.g_01336	Prba.g_00090
OG0000819	Prbj.g_00641	Prba.g_00083
OG0000820	Prbj.g_00627	Prba.g_00079
OG0000821	Prbj.g_00953	Prba.g_00077
OG0000822	Prbj.g_00954	Prba.g_00076
OG0000823	Prbj.g_00955	Prba.g_00075
OG0000824	Prbj.g_00956	Prba.g_00074
OG0000825	Prbj.g_00958	Prba.g_00073
OG0000826	Prbj.g_00959	Prba.g_00072
OG0000827	Prbj.g_00962	Prba.g_00071
OG0000828	Prbj.g_00964	Prba.g_00070
OG0000829	Prbj.g_00965	Prba.g_00069
OG0000830	Prbj.g_00968	Prba.g_00068
OG0000831	Prbj.g_00970	Prba.g_00065
OG0000832	Prbj.g_00972	Prba.g_00063
OG0000833	Prbj.g_00973	Prba.g_00062
OG0000834	Prbj.g_00846	Prba.g_00060
OG0000835	Prbj.g_00845	Prba.g_00059
OG0000836	Prbj.g_00844	Prba.g_00058
OG0000837	Prbj.g_00834	Prba.g_00056
OG0000838	Prbj.g_00832	Prba.g_00055
OG0000839	Prbj.g_00831	Prba.g_00054
OG0000840	Prbj.g_00830	Prba.g_00053
OG0000841	Prbj.g_00829	Prba.g_00052
OG0000842	Prbj.g_00304	Prba.g_00051
OG0000843	Prbj.g_00305	Prba.g_00050
OG0000844	Prbj.g_00307	Prba.g_00049
OG0000845	Prbj.g_00308	Prba.g_00048
OG0000846	Prbj.g_00311	Prba.g_00045
OG0000847	Prbj.g_00312	Prba.g_00043
OG0000848	Prbj.g_01910	Prba.g_00042
OG0000849	Prbj.g_01913	Prba.g_00041
OG0000850	Prbj.g_01914	Prba.g_00040
OG0000851	Prbj.g_00002	Prba.g_00039
OG0000852	Prbj.g_00004	Prba.g_00037
OG0000853	Prbj.g_00006	Prba.g_00036
OG0000854	Prbj.g_00008	Prba.g_00034
OG0000855	Prbj.g_00009	Prba.g_00033
OG0000856	Prbj.g_00010	Prba.g_00032
OG0000857	Prbj.g_00011	Prba.g_00031
OG0000858	Prbj.g_00012	Prba.g_00030
OG0000859	Prbj.g_00013	Prba.g_00029
OG0000860	Prbj.g_00014	Prba.g_00028
OG0000861	Prbj.g_01908	Prba.g_00027
OG0000862	Prbj.g_01907	Prba.g_00026
OG0000863	Prbj.g_01906	Prba.g_00025
OG0000864	Prbj.g_01905	Prba.g_00024
OG0000865	Prbj.g_01903	Prba.g_00023
OG0000866	Prbj.g_02152	Prba.g_00022
OG0000867	Prbj.g_02153	Prba.g_00021
OG0000868	Prbj.g_02155	Prba.g_00020
OG0000869	Prbj.g_02158	Prba.g_00018
OG0000870	Prbj.g_02159	Prba.g_00017
OG0000871	Prbj.g_02163	Prba.g_00015
OG0000872	Prbj.g_02164	Prba.g_00014
OG0000873	Prbj.g_02166	Prba.g_00012
OG0000874	Prbj.g_02167	Prba.g_00011
OG0000875	Prbj.g_00314	Prba.g_00010
OG0000876	Prbj.g_00313	Prba.g_00009
OG0000877	Prbj.g_00019	Prba.g_00007
OG0000878	Prbj.g_01679	Prba.g_01167
OG0000879	Prbj.g_00163	Prba.g_01181
OG0000880	Prbj.g_00162	Prba.g_01182
OG0000881	Prbj.g_00161	Prba.g_01183
OG0000882	Prbj.g_01717	Prba.g_01184
OG0000883	Prbj.g_01719	Prba.g_01185
OG0000884	Prbj.g_01721	Prba.g_01187
OG0000885	Prbj.g_01722	Prba.g_01188
OG0000886	Prbj.g_01723	Prba.g_01189
OG0000887	Prbj.g_01724	Prba.g_01190
OG0000888	Prbj.g_01725	Prba.g_01191
OG0000889	Prbj.g_01729	Prba.g_01194
OG0000890	Prbj.g_01732	Prba.g_01195
OG0000891	Prbj.g_01733	Prba.g_01196
OG0000892	Prbj.g_01736	Prba.g_01198
OG0000893	Prbj.g_01737	Prba.g_01199
OG0000894	Prbj.g_01738	Prba.g_01200
OG0000895	Prbj.g_01739	Prba.g_01201
OG0000896	Prbj.g_01740	Prba.g_01202
OG0000897	Prbj.g_01741	Prba.g_01203
OG0000898	Prbj.g_01744	Prba.g_01205
OG0000899	Prbj.g_01745	Prba.g_01206
OG0000900	Prbj.g_00669	Prba.g_00214
OG0000901	Prbj.g_00121	Prba.g_00210
OG0000902	Prbj.g_00094	Prba.g_00209
OG0000903	Prbj.g_02508	Prba.g_00208
OG0000904	Prbj.g_00687	Prba.g_00206
OG0000905	Prbj.g_01837	Prba.g_00204
OG0000906	Prbj.g_02689	Prba.g_00202
OG0000907	Prbj.g_02521	Prba.g_00201
OG0000908	Prbj.g_00873	Prba.g_00198
OG0000909	Prbj.g_01640	Prba.g_00194
OG0000910	Prbj.g_01641	Prba.g_00193
OG0000911	Prbj.g_01642	Prba.g_00192
OG0000912	Prbj.g_01643	Prba.g_00191
OG0000913	Prbj.g_01644	Prba.g_00190
OG0000914	Prbj.g_01645	Prba.g_00189
OG0000915	Prbj.g_01646	Prba.g_00188
OG0000916	Prbj.g_01647	Prba.g_00187
OG0000917	Prbj.g_01649	Prba.g_00186
OG0000918	Prbj.g_01650	Prba.g_00185
OG0000919	Prbj.g_01651	Prba.g_00184
OG0000920	Prbj.g_01652	Prba.g_00183
OG0000921	Prbj.g_01653	Prba.g_00182
OG0000922	Prbj.g_01654	Prba.g_00181
OG0000923	Prbj.g_01655	Prba.g_00180
OG0000924	Prbj.g_01656	Prba.g_00179
OG0000925	Prbj.g_01657	Prba.g_00178
OG0000926	Prbj.g_01514	Prba.g_00154
OG0000927	Prbj.g_01304	Prba.g_00115
OG0000928	Prbj.g_01303	Prba.g_00114
OG0000929	Prbj.g_01302	Prba.g_00113
OG0000930	Prbj.g_01294	Prba.g_00112
OG0000931	Prbj.g_01293	Prba.g_00111
OG0000932	Prbj.g_01041	Prba.g_00109
OG0000933	Prbj.g_01043	Prba.g_00108
OG0000934	Prbj.g_01044	Prba.g_00107
OG0000935	Prbj.g_01045	Prba.g_00106
OG0000936	Prbj.g_01046	Prba.g_00105
OG0000937	Prbj.g_01047	Prba.g_00720
OG0000938	Prbj.g_01049	Prba.g_00719
OG0000939	Prbj.g_01050	Prba.g_00718
OG0000940	Prbj.g_01052	Prba.g_00717
OG0000941	Prbj.g_01054	Prba.g_00715
OG0000942	Prbj.g_01055	Prba.g_00714
OG0000943	Prbj.g_01058	Prba.g_00711
OG0000944	Prbj.g_01067	Prba.g_00710
OG0000945	Prbj.g_01068	Prba.g_00709
OG0000946	Prbj.g_01069	Prba.g_00708
OG0000947	Prbj.g_01070	Prba.g_00707
OG0000948	Prbj.g_01071	Prba.g_00706
OG0000949	Prbj.g_01072	Prba.g_00705
OG0000950	Prbj.g_01073	Prba.g_00704
OG0000951	Prbj.g_01074	Prba.g_00703
OG0000952	Prbj.g_01075	Prba.g_00702
OG0000953	Prbj.g_01076	Prba.g_00701
OG0000954	Prbj.g_01077	Prba.g_00700
OG0000955	Prbj.g_01078	Prba.g_00699
OG0000956	Prbj.g_01079	Prba.g_00698
OG0000957	Prbj.g_01080	Prba.g_00697
OG0000958	Prbj.g_00631	Prba.g_00696
OG0000959	Prbj.g_00632	Prba.g_00695
OG0000960	Prbj.g_00633	Prba.g_00694
OG0000961	Prbj.g_00640	Prba.g_00690
OG0000962	Prbj.g_00642	Prba.g_00689
OG0000963	Prbj.g_00643	Prba.g_00688
OG0000964	Prbj.g_00646	Prba.g_00686
OG0000965	Prbj.g_00647	Prba.g_00685
OG0000966	Prbj.g_00648	Prba.g_00684
OG0000967	Prbj.g_00649	Prba.g_00683
OG0000968	Prbj.g_00650	Prba.g_00682
OG0000969	Prbj.g_00651	Prba.g_00681
OG0000970	Prbj.g_00652	Prba.g_00680
OG0000971	Prbj.g_00653	Prba.g_00679
OG0000972	Prbj.g_00654	Prba.g_00678
OG0000973	Prbj.g_00655	Prba.g_00677
OG0000974	Prbj.g_00657	Prba.g_00350
OG0000975	Prbj.g_00036	Prba.g_00347
OG0000976	Prbj.g_01674	Prba.g_00345
OG0000977	Prbj.g_01684	Prba.g_00344
OG0000978	Prbj.g_01686	Prba.g_00343
OG0000979	Prbj.g_01688	Prba.g_00341
OG0000980	Prbj.g_01689	Prba.g_00340
OG0000981	Prbj.g_02538	Prba.g_00339
OG0000982	Prbj.g_01690	Prba.g_00338
OG0000983	Prbj.g_01692	Prba.g_00336
OG0000984	Prbj.g_01693	Prba.g_00335
OG0000985	Prbj.g_01694	Prba.g_00334
OG0000986	Prbj.g_01696	Prba.g_00333
OG0000987	Prbj.g_01697	Prba.g_00332
OG0000988	Prbj.g_01699	Prba.g_00331
OG0000989	Prbj.g_01700	Prba.g_00330
OG0000990	Prbj.g_01701	Prba.g_00329
OG0000991	Prbj.g_01702	Prba.g_00328
OG0000992	Prbj.g_01703	Prba.g_00327
OG0000993	Prbj.g_01704	Prba.g_00326
OG0000994	Prbj.g_01705	Prba.g_00325
OG0000995	Prbj.g_01707	Prba.g_00324
OG0000996	Prbj.g_01708	Prba.g_00323
OG0000997	Prbj.g_01709	Prba.g_00322
OG0000998	Prbj.g_01710	Prba.g_00321
OG0000999	Prbj.g_01711	Prba.g_00320
OG0001000	Prbj.g_01712	Prba.g_00319
OG0001001	Prbj.g_01713	Prba.g_00317
OG0001002	Prbj.g_00888	Prba.g_00316
OG0001003	Prbj.g_00887	Prba.g_00315
OG0001004	Prbj.g_00185	Prba.g_00314
OG0001005	Prbj.g_00884	Prba.g_00313
OG0001006	Prbj.g_00883	Prba.g_00312
OG0001007	Prbj.g_00882	Prba.g_00311
OG0001008	Prbj.g_00880	Prba.g_00309
OG0001009	Prbj.g_00879	Prba.g_00308
OG0001010	Prbj.g_02535	Prba.g_00300
OG0001011	Prbj.g_02561	Prba.g_00293
OG0001012	Prbj.g_02429	Prba.g_00266
OG0001013	Prbj.g_00868	Prba.g_00232
OG0001014	Prbj.g_00867	Prba.g_00231
OG0001015	Prbj.g_00856	Prba.g_00619
OG0001016	Prbj.g_00855	Prba.g_00618
OG0001017	Prbj.g_00854	Prba.g_00617
OG0001018	Prbj.g_00852	Prba.g_00616
OG0001019	Prbj.g_00495	Prba.g_00614
OG0001020	Prbj.g_00494	Prba.g_00613
OG0001021	Prbj.g_00493	Prba.g_00612
OG0001022	Prbj.g_00492	Prba.g_00611
OG0001023	Prbj.g_00491	Prba.g_00610
OG0001024	Prbj.g_00489	Prba.g_00609
OG0001025	Prbj.g_00488	Prba.g_00608
OG0001026	Prbj.g_00487	Prba.g_00606
OG0001027	Prbj.g_00486	Prba.g_00605
OG0001028	Prbj.g_00485	Prba.g_00604
OG0001029	Prbj.g_00484	Prba.g_00603
OG0001030	Prbj.g_00483	Prba.g_00602
OG0001031	Prbj.g_00482	Prba.g_00601
OG0001032	Prbj.g_00481	Prba.g_00600
OG0001033	Prbj.g_00480	Prba.g_00599
OG0001034	Prbj.g_00478	Prba.g_00598
OG0001035	Prbj.g_00476	Prba.g_00596
OG0001036	Prbj.g_00475	Prba.g_00595
OG0001037	Prbj.g_00473	Prba.g_00594
OG0001038	Prbj.g_00472	Prba.g_00593
OG0001039	Prbj.g_00471	Prba.g_00592
OG0001040	Prbj.g_00470	Prba.g_00591
OG0001041	Prbj.g_00469	Prba.g_00590
OG0001042	Prbj.g_00467	Prba.g_00589
OG0001043	Prbj.g_00466	Prba.g_00588
OG0001044	Prbj.g_00465	Prba.g_00587
OG0001045	Prbj.g_00464	Prba.g_00586
OG0001046	Prbj.g_00463	Prba.g_00585
OG0001047	Prbj.g_00459	Prba.g_00582
OG0001048	Prbj.g_00457	Prba.g_00580
OG0001049	Prbj.g_00456	Prba.g_00579
OG0001050	Prbj.g_00455	Prba.g_00578
OG0001051	Prbj.g_00454	Prba.g_00577
OG0001052	Prbj.g_00453	Prba.g_00576
OG0001053	Prbj.g_00451	Prba.g_00574
OG0001054	Prbj.g_00449	Prba.g_00573
OG0001055	Prbj.g_00448	Prba.g_00572
OG0001056	Prbj.g_00447	Prba.g_00571
OG0001057	Prbj.g_00446	Prba.g_00570
OG0001058	Prbj.g_00445	Prba.g_00569
OG0001059	Prbj.g_00444	Prba.g_00568
OG0001060	Prbj.g_00443	Prba.g_00567
OG0001061	Prbj.g_00442	Prba.g_00566
OG0001062	Prbj.g_00428	Prba.g_00565
OG0001063	Prbj.g_00427	Prba.g_00564
OG0001064	Prbj.g_00425	Prba.g_00352
OG0001065	Prbj.g_02660	Prba.g_00357
OG0001066	Prbj.g_02657	Prba.g_00358
OG0001067	Prbj.g_02656	Prba.g_00359
OG0001068	Prbj.g_02652	Prba.g_00361
OG0001069	Prbj.g_02651	Prba.g_00362
OG0001070	Prbj.g_02650	Prba.g_00363
OG0001071	Prbj.g_02649	Prba.g_00364
OG0001072	Prbj.g_02648	Prba.g_00365
OG0001073	Prbj.g_02647	Prba.g_00366
OG0001074	Prbj.g_02646	Prba.g_00367
OG0001075	Prbj.g_02645	Prba.g_00368
OG0001076	Prbj.g_02644	Prba.g_00369
OG0001077	Prbj.g_02643	Prba.g_00370
OG0001078	Prbj.g_02641	Prba.g_00371
OG0001079	Prbj.g_02640	Prba.g_00372
OG0001080	Prbj.g_02639	Prba.g_00373
OG0001081	Prbj.g_01027	Prba.g_00376
OG0001082	Prbj.g_01028	Prba.g_00377
OG0001083	Prbj.g_01032	Prba.g_00378
OG0001084	Prbj.g_01030	Prba.g_00380
OG0001085	Prbj.g_01029	Prba.g_00381
OG0001086	Prbj.g_01033	Prba.g_00382
OG0001087	Prbj.g_01034	Prba.g_00383
OG0001088	Prbj.g_02635	Prba.g_00384
OG0001089	Prbj.g_01025	Prba.g_00387
OG0001090	Prbj.g_01023	Prba.g_00389
OG0001091	Prbj.g_01022	Prba.g_00390
OG0001092	Prbj.g_01021	Prba.g_00391
OG0001093	Prbj.g_01020	Prba.g_00392
OG0001094	Prbj.g_01019	Prba.g_00393
OG0001095	Prbj.g_01018	Prba.g_00394
OG0001096	Prbj.g_01017	Prba.g_00395
OG0001097	Prbj.g_01016	Prba.g_00396
OG0001098	Prbj.g_01015	Prba.g_00397
OG0001099	Prbj.g_01014	Prba.g_00398
OG0001100	Prbj.g_01013	Prba.g_00399
OG0001101	Prbj.g_01012	Prba.g_00400
OG0001102	Prbj.g_01011	Prba.g_00401
OG0001103	Prbj.g_01010	Prba.g_00402
OG0001104	Prbj.g_01009	Prba.g_00403
OG0001105	Prbj.g_01008	Prba.g_00404
OG0001106	Prbj.g_01007	Prba.g_00405
OG0001107	Prbj.g_01006	Prba.g_00406
OG0001108	Prbj.g_01005	Prba.g_00407
OG0001109	Prbj.g_01004	Prba.g_00408
OG0001110	Prbj.g_01003	Prba.g_00409
OG0001111	Prbj.g_01002	Prba.g_00410
OG0001112	Prbj.g_01001	Prba.g_00411
OG0001113	Prbj.g_01000	Prba.g_00412
OG0001114	Prbj.g_00999	Prba.g_00413
OG0001115	Prbj.g_00998	Prba.g_00414
OG0001116	Prbj.g_00997	Prba.g_00415
OG0001117	Prbj.g_00996	Prba.g_00416
OG0001118	Prbj.g_00995	Prba.g_00417
OG0001119	Prbj.g_00994	Prba.g_00418
OG0001120	Prbj.g_00993	Prba.g_00419
OG0001121	Prbj.g_00990	Prba.g_00421
OG0001122	Prbj.g_00989	Prba.g_00422
OG0001123	Prbj.g_00988	Prba.g_00423
OG0001124	Prbj.g_00986	Prba.g_00425
OG0001125	Prbj.g_00984	Prba.g_00427
OG0001126	Prbj.g_00983	Prba.g_00428
OG0001127	Prbj.g_00414	Prba.g_00430
OG0001128	Prbj.g_00413	Prba.g_00431
OG0001129	Prbj.g_00410	Prba.g_00432
OG0001130	Prbj.g_00407	Prba.g_00435
