Orthogroup	Prbj	Prbn
OG0000548	Prbj.g_02558	Prbn.g_00489
OG0000549	Prbj.g_02559	Prbn.g_00488
OG0000550	Prbj.g_02560	Prbn.g_00487
OG0000551	Prbj.g_02563	Prbn.g_00485
OG0000552	Prbj.g_02565	Prbn.g_00484
OG0000553	Prbj.g_02566	Prbn.g_00421
OG0000554	Prbj.g_02568	Prbn.g_00422
OG0000555	Prbj.g_02569	Prbn.g_00423
OG0000556	Prbj.g_02570	Prbn.g_00424
OG0000557	Prbj.g_02571	Prbn.g_00425
OG0000558	Prbj.g_02573	Prbn.g_00426
OG0000559	Prbj.g_02574	Prbn.g_00427
OG0000560	Prbj.g_02576	Prbn.g_00429
OG0000561	Prbj.g_02577	Prbn.g_00430
OG0000562	Prbj.g_02579	Prbn.g_00432
OG0000563	Prbj.g_02580	Prbn.g_00433
OG0000564	Prbj.g_02581	Prbn.g_00434
OG0000565	Prbj.g_02589	Prbn.g_00435
OG0000566	Prbj.g_02590	Prbn.g_00436
OG0000567	Prbj.g_02591	Prbn.g_00437
OG0000568	Prbj.g_02592	Prbn.g_00438
OG0000569	Prbj.g_02593	Prbn.g_00439
OG0000570	Prbj.g_02596	Prbn.g_00440
OG0000571	Prbj.g_02597	Prbn.g_00441
OG0000572	Prbj.g_02598	Prbn.g_00442
OG0000573	Prbj.g_00794	Prbn.g_00445
OG0000574	Prbj.g_00803	Prbn.g_00446
OG0000575	Prbj.g_00804	Prbn.g_00447
OG0000576	Prbj.g_00805	Prbn.g_00448
OG0000577	Prbj.g_00806	Prbn.g_00449
OG0000578	Prbj.g_00807	Prbn.g_00450
OG0000579	Prbj.g_00809	Prbn.g_00834
OG0000580	Prbj.g_00812	Prbn.g_00835
OG0000581	Prbj.g_00813	Prbn.g_00836
OG0000582	Prbj.g_00815	Prbn.g_00837
OG0000583	Prbj.g_00816	Prbn.g_00838
OG0000584	Prbj.g_00818	Prbn.g_00840
OG0000585	Prbj.g_00819	Prbn.g_00841
OG0000586	Prbj.g_00821	Prbn.g_00843
OG0000587	Prbj.g_00822	Prbn.g_00844
OG0000588	Prbj.g_00825	Prbn.g_01594
OG0000589	Prbj.g_02707	Prbn.g_01593
OG0000590	Prbj.g_01466	Prbn.g_01591
OG0000591	Prbj.g_00184	Prbn.g_01585
OG0000592	Prbj.g_00760	Prbn.g_01584
OG0000593	Prbj.g_00248	Prbn.g_01583
OG0000594	Prbj.g_02453	Prbn.g_01580
OG0000595	Prbj.g_02636	Prbn.g_01579
OG0000596	Prbj.g_00943	Prbn.g_01578
OG0000597	Prbj.g_00921	Prbn.g_01576
OG0000598	Prbj.g_00927	Prbn.g_01575
OG0000599	Prbj.g_00931	Prbn.g_01574
OG0000600	Prbj.g_00932	Prbn.g_01573
OG0000601	Prbj.g_00946	Prbn.g_01570
OG0000602	Prbj.g_00947	Prbn.g_01569
OG0000603	Prbj.g_00948	Prbn.g_01568
OG0000604	Prbj.g_00754	Prbn.g_01565
OG0000605	Prbj.g_00755	Prbn.g_01564
OG0000606	Prbj.g_00757	Prbn.g_01563
OG0000607	Prbj.g_00759	Prbn.g_01561
OG0000608	Prbj.g_02373	Prbn.g_01559
OG0000609	Prbj.g_02057	Prbn.g_00905
OG0000610	Prbj.g_00168	Prbn.g_01635
OG0000611	Prbj.g_02180	Prbn.g_01553
OG0000612	Prbj.g_02181	Prbn.g_01552
OG0000613	Prbj.g_02182	Prbn.g_00857
OG0000614	Prbj.g_02183	Prbn.g_00858
OG0000615	Prbj.g_02184	Prbn.g_00860
OG0000616	Prbj.g_02185	Prbn.g_00861
OG0000617	Prbj.g_02186	Prbn.g_00862
OG0000618	Prbj.g_02187	Prbn.g_00863
OG0000619	Prbj.g_02189	Prbn.g_00864
OG0000620	Prbj.g_02190	Prbn.g_01947
OG0000621	Prbj.g_02191	Prbn.g_01948
OG0000622	Prbj.g_02192	Prbn.g_01949
OG0000623	Prbj.g_02193	Prbn.g_01950
OG0000624	Prbj.g_02194	Prbn.g_01952
OG0000625	Prbj.g_02195	Prbn.g_01345
OG0000626	Prbj.g_02196	Prbn.g_01346
OG0000627	Prbj.g_02320	Prbn.g_01347
OG0000628	Prbj.g_02319	Prbn.g_01348
OG0000629	Prbj.g_02316	Prbn.g_01349
OG0000630	Prbj.g_02315	Prbn.g_01350
OG0000631	Prbj.g_02312	Prbn.g_01352
OG0000632	Prbj.g_00773	Prbn.g_01353
OG0000633	Prbj.g_01884	Prbn.g_01023
OG0000634	Prbj.g_01607	Prbn.g_01100
OG0000635	Prbj.g_02276	Prbn.g_00468
OG0000636	Prbj.g_02277	Prbn.g_00469
OG0000637	Prbj.g_02278	Prbn.g_00470
OG0000638	Prbj.g_00347	Prbn.g_00102
OG0000639	Prbj.g_01337	Prbn.g_01451
OG0000640	Prbj.g_02311	Prbn.g_01447
OG0000641	Prbj.g_02306	Prbn.g_01445
OG0000642	Prbj.g_02305	Prbn.g_01444
OG0000643	Prbj.g_02304	Prbn.g_01443
OG0000644	Prbj.g_02406	Prbn.g_00856
OG0000645	Prbj.g_02407	Prbn.g_01551
OG0000646	Prbj.g_02408	Prbn.g_01550
OG0000647	Prbj.g_02409	Prbn.g_01549
OG0000648	Prbj.g_02411	Prbn.g_01547
OG0000649	Prbj.g_02412	Prbn.g_01546
OG0000650	Prbj.g_02413	Prbn.g_01545
OG0000651	Prbj.g_02414	Prbn.g_01544
OG0000652	Prbj.g_02415	Prbn.g_01543
OG0000653	Prbj.g_02416	Prbn.g_01542
OG0000654	Prbj.g_02418	Prbn.g_01540
OG0000655	Prbj.g_02420	Prbn.g_01538
OG0000656	Prbj.g_02421	Prbn.g_01537
OG0000657	Prbj.g_02422	Prbn.g_01536
OG0000658	Prbj.g_02423	Prbn.g_01535
OG0000659	Prbj.g_02424	Prbn.g_01534
OG0000660	Prbj.g_02425	Prbn.g_01533
OG0000661	Prbj.g_02427	Prbn.g_01532
OG0000662	Prbj.g_02430	Prbn.g_01530
OG0000663	Prbj.g_02431	Prbn.g_01529
OG0000664	Prbj.g_02432	Prbn.g_01528
OG0000665	Prbj.g_02433	Prbn.g_01527
OG0000666	Prbj.g_02434	Prbn.g_01526
OG0000667	Prbj.g_02435	Prbn.g_01525
OG0000668	Prbj.g_02436	Prbn.g_01524
OG0000669	Prbj.g_02438	Prbn.g_01522
OG0000670	Prbj.g_02439	Prbn.g_01521
OG0000671	Prbj.g_02440	Prbn.g_01520
OG0000672	Prbj.g_02441	Prbn.g_01519
OG0000673	Prbj.g_02442	Prbn.g_01518
OG0000674	Prbj.g_02443	Prbn.g_01517
OG0000675	Prbj.g_02470	Prbn.g_01515
OG0000676	Prbj.g_02471	Prbn.g_01514
OG0000677	Prbj.g_02474	Prbn.g_01511
OG0000678	Prbj.g_02476	Prbn.g_01509
OG0000679	Prbj.g_02478	Prbn.g_01507
OG0000680	Prbj.g_02479	Prbn.g_01506
OG0000681	Prbj.g_02480	Prbn.g_01505
OG0000682	Prbj.g_02481	Prbn.g_01504
OG0000683	Prbj.g_02483	Prbn.g_01502
OG0000684	Prbj.g_02484	Prbn.g_01501
OG0000685	Prbj.g_02485	Prbn.g_01500
OG0000686	Prbj.g_02486	Prbn.g_01499
OG0000687	Prbj.g_02487	Prbn.g_01498
OG0000688	Prbj.g_02488	Prbn.g_01497
OG0000689	Prbj.g_02490	Prbn.g_01496
OG0000690	Prbj.g_02491	Prbn.g_01495
OG0000691	Prbj.g_02492	Prbn.g_01494
OG0000692	Prbj.g_02503	Prbn.g_01490
OG0000693	Prbj.g_02504	Prbn.g_01489
OG0000694	Prbj.g_02507	Prbn.g_01488
OG0000695	Prbj.g_02511	Prbn.g_01487
OG0000696	Prbj.g_02512	Prbn.g_01486
OG0000697	Prbj.g_02514	Prbn.g_01484
OG0000698	Prbj.g_02323	Prbn.g_01480
OG0000699	Prbj.g_02199	Prbn.g_01479
OG0000700	Prbj.g_02215	Prbn.g_01930
OG0000701	Prbj.g_01553	Prbn.g_01925
OG0000702	Prbj.g_02523	Prbn.g_01632
OG0000703	Prbj.g_02333	Prbn.g_01630
OG0000704	Prbj.g_00044	Prbn.g_01629
OG0000705	Prbj.g_02334	Prbn.g_01627
OG0000706	Prbj.g_02335	Prbn.g_01626
OG0000707	Prbj.g_02337	Prbn.g_01624
OG0000708	Prbj.g_02338	Prbn.g_01623
OG0000709	Prbj.g_02340	Prbn.g_01621
OG0000710	Prbj.g_02341	Prbn.g_01620
OG0000711	Prbj.g_02342	Prbn.g_01619
OG0000712	Prbj.g_02343	Prbn.g_01618
OG0000713	Prbj.g_02344	Prbn.g_01617
OG0000714	Prbj.g_02352	Prbn.g_01615
OG0000715	Prbj.g_02354	Prbn.g_01614
OG0000716	Prbj.g_02359	Prbn.g_01612
OG0000717	Prbj.g_02361	Prbn.g_01611
OG0000718	Prbj.g_02364	Prbn.g_01610
OG0000719	Prbj.g_02379	Prbn.g_01608
OG0000720	Prbj.g_02380	Prbn.g_01607
OG0000721	Prbj.g_02382	Prbn.g_01604
OG0000722	Prbj.g_02383	Prbn.g_01603
OG0000723	Prbj.g_02384	Prbn.g_01602
OG0000724	Prbj.g_02397	Prbn.g_01600
OG0000725	Prbj.g_02396	Prbn.g_01599
OG0000726	Prbj.g_02395	Prbn.g_01598
OG0000727	Prbj.g_02394	Prbn.g_01597
OG0000728	Prbj.g_02393	Prbn.g_01596
OG0000729	Prbj.g_02391	Prbn.g_01595
OG0000730	Prbj.g_02388	Prbn.g_00846
OG0000731	Prbj.g_02399	Prbn.g_00848
OG0000732	Prbj.g_02400	Prbn.g_00849
OG0000733	Prbj.g_02401	Prbn.g_00850
OG0000734	Prbj.g_02402	Prbn.g_00851
OG0000735	Prbj.g_02403	Prbn.g_00853
OG0000736	Prbj.g_02404	Prbn.g_00854
OG0000737	Prbj.g_02405	Prbn.g_00855
OG0000738	Prbj.g_02303	Prbn.g_01442
OG0000739	Prbj.g_02302	Prbn.g_01441
OG0000740	Prbj.g_02301	Prbn.g_01440
OG0000741	Prbj.g_02299	Prbn.g_01439
OG0000742	Prbj.g_02297	Prbn.g_01437
OG0000743	Prbj.g_02296	Prbn.g_01436
OG0000744	Prbj.g_02294	Prbn.g_01435
OG0000745	Prbj.g_02293	Prbn.g_01434
OG0000746	Prbj.g_02292	Prbn.g_01433
OG0000747	Prbj.g_00694	Prbn.g_01432
OG0000748	Prbj.g_02284	Prbn.g_01431
OG0000749	Prbj.g_02283	Prbn.g_01430
OG0000750	Prbj.g_02281	Prbn.g_01428
OG0000751	Prbj.g_02280	Prbn.g_01427
OG0000752	Prbj.g_01984	Prbn.g_01368
OG0000753	Prbj.g_02275	Prbn.g_01425
OG0000754	Prbj.g_02274	Prbn.g_01424
OG0000755	Prbj.g_02273	Prbn.g_01423
OG0000756	Prbj.g_02271	Prbn.g_01421
OG0000757	Prbj.g_02270	Prbn.g_01420
OG0000758	Prbj.g_02269	Prbn.g_01419
OG0000759	Prbj.g_02264	Prbn.g_01417
OG0000760	Prbj.g_02263	Prbn.g_01416
OG0000761	Prbj.g_02261	Prbn.g_01415
OG0000762	Prbj.g_02259	Prbn.g_01413
OG0000763	Prbj.g_02257	Prbn.g_01412
OG0000764	Prbj.g_02255	Prbn.g_01411
OG0000765	Prbj.g_02254	Prbn.g_01410
OG0000766	Prbj.g_02253	Prbn.g_01409
OG0000767	Prbj.g_02251	Prbn.g_01407
OG0000768	Prbj.g_02250	Prbn.g_01406
OG0000769	Prbj.g_02249	Prbn.g_01405
OG0000770	Prbj.g_02248	Prbn.g_01404
OG0000771	Prbj.g_02247	Prbn.g_01403
OG0000772	Prbj.g_00722	Prbn.g_01123
OG0000773	Prbj.g_02245	Prbn.g_01401
OG0000774	Prbj.g_02243	Prbn.g_01400
OG0000775	Prbj.g_02241	Prbn.g_01399
OG0000776	Prbj.g_02237	Prbn.g_01396
OG0000777	Prbj.g_02236	Prbn.g_01395
OG0000778	Prbj.g_02235	Prbn.g_01394
OG0000779	Prbj.g_02231	Prbn.g_01393
OG0000780	Prbj.g_02229	Prbn.g_01391
OG0000781	Prbj.g_02225	Prbn.g_01389
OG0000782	Prbj.g_02224	Prbn.g_01388
OG0000783	Prbj.g_02219	Prbn.g_01384
OG0000784	Prbj.g_02217	Prbn.g_01382
OG0000785	Prbj.g_02216	Prbn.g_01381
OG0000786	Prbj.g_02214	Prbn.g_01380
OG0000787	Prbj.g_02213	Prbn.g_01379
OG0000788	Prbj.g_02207	Prbn.g_01373
OG0000789	Prbj.g_02204	Prbn.g_01370
OG0000790	Prbj.g_01985	Prbn.g_01369
OG0000791	Prbj.g_02203	Prbn.g_01366
OG0000792	Prbj.g_02202	Prbn.g_01365
OG0000793	Prbj.g_02201	Prbn.g_01364
OG0000794	Prbj.g_02198	Prbn.g_01361
OG0000795	Prbj.g_01850	Prbn.g_01460
OG0000796	Prbj.g_01849	Prbn.g_01461
OG0000797	Prbj.g_01846	Prbn.g_01463
OG0000798	Prbj.g_01845	Prbn.g_01464
OG0000799	Prbj.g_01844	Prbn.g_01465
OG0000800	Prbj.g_01843	Prbn.g_01466
OG0000801	Prbj.g_01840	Prbn.g_01469
OG0000802	Prbj.g_01839	Prbn.g_01470
OG0000803	Prbj.g_01836	Prbn.g_01472
OG0000804	Prbj.g_01835	Prbn.g_01473
OG0000805	Prbj.g_01834	Prbn.g_01474
OG0000806	Prbj.g_01833	Prbn.g_01476
OG0000807	Prbj.g_02687	Prbn.g_00692
OG0000808	Prbj.g_02537	Prbn.g_01039
OG0000809	Prbj.g_01669	Prbn.g_01141
OG0000810	Prbj.g_00696	Prbn.g_00473
OG0000811	Prbj.g_01289	Prbn.g_01106
OG0000812	Prbj.g_00343	Prbn.g_01147
OG0000813	Prbj.g_00333	Prbn.g_00111
OG0000814	Prbj.g_00634	Prbn.g_01120
OG0000815	Prbj.g_02555	Prbn.g_01239
OG0000816	Prbj.g_01997	Prbn.g_01651
OG0000817	Prbj.g_01991	Prbn.g_01652
OG0000818	Prbj.g_01336	Prbn.g_01028
OG0000819	Prbj.g_00641	Prbn.g_01167
OG0000820	Prbj.g_00627	Prbn.g_01173
OG0000821	Prbj.g_00953	Prbn.g_01175
OG0000822	Prbj.g_00954	Prbn.g_01176
OG0000823	Prbj.g_00955	Prbn.g_01177
OG0000824	Prbj.g_00956	Prbn.g_01178
OG0000825	Prbj.g_00958	Prbn.g_01179
OG0000826	Prbj.g_00959	Prbn.g_01180
OG0000827	Prbj.g_00962	Prbn.g_01181
OG0000828	Prbj.g_00964	Prbn.g_01182
OG0000829	Prbj.g_00965	Prbn.g_01183
OG0000830	Prbj.g_00968	Prbn.g_01185
OG0000831	Prbj.g_00970	Prbn.g_01188
OG0000832	Prbj.g_00972	Prbn.g_01190
OG0000833	Prbj.g_00973	Prbn.g_01191
OG0000834	Prbj.g_00846	Prbn.g_01192
OG0000835	Prbj.g_00845	Prbn.g_01193
OG0000836	Prbj.g_00844	Prbn.g_01194
OG0000837	Prbj.g_00834	Prbn.g_01197
OG0000838	Prbj.g_00832	Prbn.g_01198
OG0000839	Prbj.g_00831	Prbn.g_01199
OG0000840	Prbj.g_00830	Prbn.g_01200
OG0000841	Prbj.g_00829	Prbn.g_01201
OG0000842	Prbj.g_00304	Prbn.g_01203
OG0000843	Prbj.g_00305	Prbn.g_01204
OG0000844	Prbj.g_00307	Prbn.g_01205
OG0000845	Prbj.g_00308	Prbn.g_01206
OG0000846	Prbj.g_00311	Prbn.g_01208
OG0000847	Prbj.g_00312	Prbn.g_01210
OG0000848	Prbj.g_01910	Prbn.g_01211
OG0000849	Prbj.g_01913	Prbn.g_00387
OG0000850	Prbj.g_01914	Prbn.g_00388
OG0000851	Prbj.g_00002	Prbn.g_00390
OG0000852	Prbj.g_00004	Prbn.g_00392
OG0000853	Prbj.g_00006	Prbn.g_00394
OG0000854	Prbj.g_00008	Prbn.g_00396
OG0000855	Prbj.g_00009	Prbn.g_00397
OG0000856	Prbj.g_00010	Prbn.g_00398
OG0000857	Prbj.g_00011	Prbn.g_00399
OG0000858	Prbj.g_00012	Prbn.g_00400
OG0000859	Prbj.g_00013	Prbn.g_00401
OG0000860	Prbj.g_00014	Prbn.g_00402
OG0000861	Prbj.g_01908	Prbn.g_00403
OG0000862	Prbj.g_01907	Prbn.g_00404
OG0000863	Prbj.g_01906	Prbn.g_00405
OG0000864	Prbj.g_01905	Prbn.g_00406
OG0000865	Prbj.g_01903	Prbn.g_00407
OG0000866	Prbj.g_02152	Prbn.g_00408
OG0000867	Prbj.g_02153	Prbn.g_00409
OG0000868	Prbj.g_02155	Prbn.g_00410
OG0000869	Prbj.g_02158	Prbn.g_00412
OG0000870	Prbj.g_02159	Prbn.g_00413
OG0000871	Prbj.g_02163	Prbn.g_00414
OG0000872	Prbj.g_02164	Prbn.g_00415
OG0000873	Prbj.g_02166	Prbn.g_00417
OG0000874	Prbj.g_02167	Prbn.g_00418
OG0000875	Prbj.g_00314	Prbn.g_00419
OG0000876	Prbj.g_00313	Prbn.g_00420
OG0000877	Prbj.g_00019	Prbn.g_00483
OG0000878	Prbj.g_01679	Prbn.g_01671
OG0000879	Prbj.g_00163	Prbn.g_01095
OG0000880	Prbj.g_00162	Prbn.g_01094
OG0000881	Prbj.g_00161	Prbn.g_01093
OG0000882	Prbj.g_01717	Prbn.g_01092
OG0000883	Prbj.g_01719	Prbn.g_01091
OG0000884	Prbj.g_01721	Prbn.g_01089
OG0000885	Prbj.g_01722	Prbn.g_01088
OG0000886	Prbj.g_01723	Prbn.g_01087
OG0000887	Prbj.g_01724	Prbn.g_01086
OG0000888	Prbj.g_01725	Prbn.g_01085
OG0000889	Prbj.g_01729	Prbn.g_01082
OG0000890	Prbj.g_01732	Prbn.g_01081
OG0000891	Prbj.g_01733	Prbn.g_01080
OG0000892	Prbj.g_01736	Prbn.g_01077
OG0000893	Prbj.g_01737	Prbn.g_01076
OG0000894	Prbj.g_01738	Prbn.g_01075
OG0000895	Prbj.g_01739	Prbn.g_01074
OG0000896	Prbj.g_01740	Prbn.g_01073
OG0000897	Prbj.g_01741	Prbn.g_01072
OG0000898	Prbj.g_01744	Prbn.g_01069
OG0000899	Prbj.g_01745	Prbn.g_01068
OG0000900	Prbj.g_00669	Prbn.g_01216
OG0000901	Prbj.g_00121	Prbn.g_01060
OG0000902	Prbj.g_00094	Prbn.g_00615
OG0000903	Prbj.g_02508	Prbn.g_01124
OG0000904	Prbj.g_00687	Prbn.g_00883
OG0000905	Prbj.g_01837	Prbn.g_01146
OG0000906	Prbj.g_02689	Prbn.g_01164
OG0000907	Prbj.g_02521	Prbn.g_01482
OG0000908	Prbj.g_00873	Prbn.g_01127
OG0000909	Prbj.g_01640	Prbn.g_01242
OG0000910	Prbj.g_01641	Prbn.g_00153
OG0000911	Prbj.g_01642	Prbn.g_00154
OG0000912	Prbj.g_01643	Prbn.g_00155
OG0000913	Prbj.g_01644	Prbn.g_00156
OG0000914	Prbj.g_01645	Prbn.g_00157
OG0000915	Prbj.g_01646	Prbn.g_00158
OG0000916	Prbj.g_01647	Prbn.g_00159
OG0000917	Prbj.g_01649	Prbn.g_00160
OG0000918	Prbj.g_01650	Prbn.g_00161
OG0000919	Prbj.g_01651	Prbn.g_00162
OG0000920	Prbj.g_01652	Prbn.g_00163
OG0000921	Prbj.g_01653	Prbn.g_00164
OG0000922	Prbj.g_01654	Prbn.g_00165
OG0000923	Prbj.g_01655	Prbn.g_00166
OG0000924	Prbj.g_01656	Prbn.g_00167
OG0000925	Prbj.g_01657	Prbn.g_00168
OG0000926	Prbj.g_01514	Prbn.g_01014
OG0000927	Prbj.g_01304	Prbn.g_00195
OG0000928	Prbj.g_01303	Prbn.g_00196
OG0000929	Prbj.g_01302	Prbn.g_00197
OG0000930	Prbj.g_01294	Prbn.g_00198
OG0000931	Prbj.g_01293	Prbn.g_00199
OG0000932	Prbj.g_01041	Prbn.g_00201
OG0000933	Prbj.g_01043	Prbn.g_00202
OG0000934	Prbj.g_01044	Prbn.g_00203
OG0000935	Prbj.g_01045	Prbn.g_00204
OG0000936	Prbj.g_01046	Prbn.g_00205
OG0000937	Prbj.g_01047	Prbn.g_00206
OG0000938	Prbj.g_01049	Prbn.g_00207
OG0000939	Prbj.g_01050	Prbn.g_00208
OG0000940	Prbj.g_01052	Prbn.g_00209
OG0000941	Prbj.g_01054	Prbn.g_00210
OG0000942	Prbj.g_01055	Prbn.g_00211
OG0000943	Prbj.g_01058	Prbn.g_00214
OG0000944	Prbj.g_01067	Prbn.g_00215
OG0000945	Prbj.g_01068	Prbn.g_00216
OG0000946	Prbj.g_01069	Prbn.g_00217
OG0000947	Prbj.g_01070	Prbn.g_00218
OG0000948	Prbj.g_01071	Prbn.g_00219
OG0000949	Prbj.g_01072	Prbn.g_00220
OG0000950	Prbj.g_01073	Prbn.g_00221
OG0000951	Prbj.g_01074	Prbn.g_00222
OG0000952	Prbj.g_01075	Prbn.g_00223
OG0000953	Prbj.g_01076	Prbn.g_00224
OG0000954	Prbj.g_01077	Prbn.g_00225
OG0000955	Prbj.g_01078	Prbn.g_00226
OG0000956	Prbj.g_01079	Prbn.g_00227
OG0000957	Prbj.g_01080	Prbn.g_00228
OG0000958	Prbj.g_00631	Prbn.g_00229
OG0000959	Prbj.g_00632	Prbn.g_00230
OG0000960	Prbj.g_00633	Prbn.g_00231
OG0000961	Prbj.g_00640	Prbn.g_00235
OG0000962	Prbj.g_00642	Prbn.g_00236
OG0000963	Prbj.g_00643	Prbn.g_00237
OG0000964	Prbj.g_00646	Prbn.g_00239
OG0000965	Prbj.g_00647	Prbn.g_00240
OG0000966	Prbj.g_00648	Prbn.g_00241
OG0000967	Prbj.g_00649	Prbn.g_00242
OG0000968	Prbj.g_00650	Prbn.g_00243
OG0000969	Prbj.g_00651	Prbn.g_00244
OG0000970	Prbj.g_00652	Prbn.g_00245
OG0000971	Prbj.g_00653	Prbn.g_00246
OG0000972	Prbj.g_00654	Prbn.g_00247
OG0000973	Prbj.g_00655	Prbn.g_00248
OG0000974	Prbj.g_00657	Prbn.g_00250
OG0000975	Prbj.g_00036	Prbn.g_00256
OG0000976	Prbj.g_01674	Prbn.g_00258
OG0000977	Prbj.g_01684	Prbn.g_00260
OG0000978	Prbj.g_01686	Prbn.g_00262
OG0000979	Prbj.g_01688	Prbn.g_00264
OG0000980	Prbj.g_01689	Prbn.g_00265
OG0000981	Prbj.g_02538	Prbn.g_00266
OG0000982	Prbj.g_01690	Prbn.g_00267
OG0000983	Prbj.g_01692	Prbn.g_00269
OG0000984	Prbj.g_01693	Prbn.g_00270
OG0000985	Prbj.g_01694	Prbn.g_00271
OG0000986	Prbj.g_01696	Prbn.g_00272
OG0000987	Prbj.g_01697	Prbn.g_00273
OG0000988	Prbj.g_01699	Prbn.g_00274
OG0000989	Prbj.g_01700	Prbn.g_00275
OG0000990	Prbj.g_01701	Prbn.g_00276
OG0000991	Prbj.g_01702	Prbn.g_00277
OG0000992	Prbj.g_01703	Prbn.g_00278
OG0000993	Prbj.g_01704	Prbn.g_00279
OG0000994	Prbj.g_01705	Prbn.g_00280
OG0000995	Prbj.g_01707	Prbn.g_00281
OG0000996	Prbj.g_01708	Prbn.g_00282
OG0000997	Prbj.g_01709	Prbn.g_00283
OG0000998	Prbj.g_01710	Prbn.g_00284
OG0000999	Prbj.g_01711	Prbn.g_00285
OG0001000	Prbj.g_01712	Prbn.g_00286
OG0001001	Prbj.g_01713	Prbn.g_00288
OG0001002	Prbj.g_00888	Prbn.g_00289
OG0001003	Prbj.g_00887	Prbn.g_00904
OG0001004	Prbj.g_00185	Prbn.g_00903
OG0001005	Prbj.g_00884	Prbn.g_00900
OG0001006	Prbj.g_00883	Prbn.g_00899
OG0001007	Prbj.g_00882	Prbn.g_00898
OG0001008	Prbj.g_00880	Prbn.g_00896
OG0001009	Prbj.g_00879	Prbn.g_00895
OG0001010	Prbj.g_02535	Prbn.g_01688
OG0001011	Prbj.g_02561	Prbn.g_00486
OG0001012	Prbj.g_02429	Prbn.g_01531
OG0001013	Prbj.g_00868	Prbn.g_01738
OG0001014	Prbj.g_00867	Prbn.g_01739
OG0001015	Prbj.g_00856	Prbn.g_01746
OG0001016	Prbj.g_00855	Prbn.g_01747
OG0001017	Prbj.g_00854	Prbn.g_01748
OG0001018	Prbj.g_00852	Prbn.g_01749
OG0001019	Prbj.g_00495	Prbn.g_01751
OG0001020	Prbj.g_00494	Prbn.g_01752
OG0001021	Prbj.g_00493	Prbn.g_01753
OG0001022	Prbj.g_00492	Prbn.g_01754
OG0001023	Prbj.g_00491	Prbn.g_01755
OG0001024	Prbj.g_00489	Prbn.g_01757
OG0001025	Prbj.g_00488	Prbn.g_01758
OG0001026	Prbj.g_00487	Prbn.g_01759
OG0001027	Prbj.g_00486	Prbn.g_01760
OG0001028	Prbj.g_00485	Prbn.g_01761
OG0001029	Prbj.g_00484	Prbn.g_01762
OG0001030	Prbj.g_00483	Prbn.g_01763
OG0001031	Prbj.g_00482	Prbn.g_01764
OG0001032	Prbj.g_00481	Prbn.g_01765
OG0001033	Prbj.g_00480	Prbn.g_01766
OG0001034	Prbj.g_00478	Prbn.g_01767
OG0001035	Prbj.g_00476	Prbn.g_01770
OG0001036	Prbj.g_00475	Prbn.g_01771
OG0001037	Prbj.g_00473	Prbn.g_01772
OG0001038	Prbj.g_00472	Prbn.g_01773
OG0001039	Prbj.g_00471	Prbn.g_01774
OG0001040	Prbj.g_00470	Prbn.g_01775
OG0001041	Prbj.g_00469	Prbn.g_01776
OG0001042	Prbj.g_00467	Prbn.g_01777
OG0001043	Prbj.g_00466	Prbn.g_01778
OG0001044	Prbj.g_00465	Prbn.g_01779
OG0001045	Prbj.g_00464	Prbn.g_01780
OG0001046	Prbj.g_00463	Prbn.g_01781
OG0001047	Prbj.g_00459	Prbn.g_01784
OG0001048	Prbj.g_00457	Prbn.g_01786
OG0001049	Prbj.g_00456	Prbn.g_01787
OG0001050	Prbj.g_00455	Prbn.g_01788
OG0001051	Prbj.g_00454	Prbn.g_01789
OG0001052	Prbj.g_00453	Prbn.g_01790
OG0001053	Prbj.g_00451	Prbn.g_01792
OG0001054	Prbj.g_00449	Prbn.g_01794
OG0001055	Prbj.g_00448	Prbn.g_01795
OG0001056	Prbj.g_00447	Prbn.g_01796
OG0001057	Prbj.g_00446	Prbn.g_01797
OG0001058	Prbj.g_00445	Prbn.g_01798
OG0001059	Prbj.g_00444	Prbn.g_01799
OG0001060	Prbj.g_00443	Prbn.g_01800
OG0001061	Prbj.g_00442	Prbn.g_01801
OG0001062	Prbj.g_00428	Prbn.g_01802
OG0001063	Prbj.g_00427	Prbn.g_01803
OG0001064	Prbj.g_00425	Prbn.g_01805
OG0001065	Prbj.g_02660	Prbn.g_01809
OG0001066	Prbj.g_02657	Prbn.g_01811
OG0001067	Prbj.g_02656	Prbn.g_01812
OG0001068	Prbj.g_02652	Prbn.g_01815
OG0001069	Prbj.g_02651	Prbn.g_01816
OG0001070	Prbj.g_02650	Prbn.g_01817
OG0001071	Prbj.g_02649	Prbn.g_01818
OG0001072	Prbj.g_02648	Prbn.g_01819
OG0001073	Prbj.g_02647	Prbn.g_01820
OG0001074	Prbj.g_02646	Prbn.g_01821
OG0001075	Prbj.g_02645	Prbn.g_01822
OG0001076	Prbj.g_02644	Prbn.g_01823
OG0001077	Prbj.g_02643	Prbn.g_01824
OG0001078	Prbj.g_02641	Prbn.g_01825
OG0001079	Prbj.g_02640	Prbn.g_01826
OG0001080	Prbj.g_02639	Prbn.g_01827
OG0001081	Prbj.g_01027	Prbn.g_01831
OG0001082	Prbj.g_01028	Prbn.g_01832
OG0001083	Prbj.g_01032	Prbn.g_01835
OG0001084	Prbj.g_01030	Prbn.g_01834
