Orthogroup	Prbj	Prae
OG0000576	Prbj.g_00805	Prae.g_00630
OG0000577	Prbj.g_00806	Prae.g_00631
OG0000578	Prbj.g_00807	Prae.g_00632
OG0000579	Prbj.g_00809	Prae.g_00633
OG0000580	Prbj.g_00812	Prae.g_00634
OG0000581	Prbj.g_00813	Prae.g_00635
OG0000582	Prbj.g_00815	Prae.g_00636
OG0000583	Prbj.g_00816	Prae.g_00637
OG0000584	Prbj.g_00818	Prae.g_00638
OG0000585	Prbj.g_00819	Prae.g_00639
OG0000586	Prbj.g_00821	Prae.g_00641
OG0000587	Prbj.g_00822	Prae.g_00642
OG0000588	Prbj.g_00825	Prae.g_00644
OG0000589	Prbj.g_02707	Prae.g_00645
OG0000590	Prbj.g_01466	Prae.g_00647
OG0000591	Prbj.g_00184	Prae.g_00653
OG0000592	Prbj.g_00760	Prae.g_00654
OG0000593	Prbj.g_00248	Prae.g_00655
OG0000594	Prbj.g_02453	Prae.g_00657
OG0000595	Prbj.g_02636	Prae.g_00658
OG0000596	Prbj.g_00943	Prae.g_00659
OG0000597	Prbj.g_00921	Prae.g_00661
OG0000598	Prbj.g_00927	Prae.g_00662
OG0000599	Prbj.g_00931	Prae.g_00663
OG0000600	Prbj.g_00932	Prae.g_00664
OG0000601	Prbj.g_00946	Prae.g_00666
OG0000602	Prbj.g_00947	Prae.g_00667
OG0000603	Prbj.g_00948	Prae.g_00668
OG0000604	Prbj.g_00754	Prae.g_00669
OG0000605	Prbj.g_00755	Prae.g_00670
OG0000606	Prbj.g_00757	Prae.g_00671
OG0000607	Prbj.g_00759	Prae.g_00673
OG0000608	Prbj.g_02373	Prae.g_00674
OG0000609	Prbj.g_02057	Prae.g_00678
OG0000610	Prbj.g_00168	Prae.g_00679
OG0000611	Prbj.g_02180	Prae.g_00712
OG0000612	Prbj.g_02181	Prae.g_00713
OG0000613	Prbj.g_02182	Prae.g_00714
OG0000614	Prbj.g_02183	Prae.g_00715
OG0000615	Prbj.g_02184	Prae.g_00717
OG0000616	Prbj.g_02185	Prae.g_00718
OG0000617	Prbj.g_02186	Prae.g_00719
OG0000618	Prbj.g_02187	Prae.g_00720
OG0000619	Prbj.g_02189	Prae.g_00721
OG0000620	Prbj.g_02190	Prae.g_00722
OG0000621	Prbj.g_02191	Prae.g_00723
OG0000622	Prbj.g_02192	Prae.g_00724
OG0000623	Prbj.g_02193	Prae.g_00725
OG0000624	Prbj.g_02194	Prae.g_00726
OG0000625	Prbj.g_02195	Prae.g_00727
OG0000626	Prbj.g_02196	Prae.g_00728
OG0000627	Prbj.g_02320	Prae.g_00729
OG0000628	Prbj.g_02319	Prae.g_00730
OG0000629	Prbj.g_02316	Prae.g_00731
OG0000630	Prbj.g_02315	Prae.g_00732
OG0000631	Prbj.g_02312	Prae.g_00734
OG0000632	Prbj.g_00773	Prae.g_00748
OG0000633	Prbj.g_01884	Prae.g_00752
OG0000634	Prbj.g_01607	Prae.g_00766
OG0000635	Prbj.g_02276	Prae.g_00770
OG0000636	Prbj.g_02277	Prae.g_00771
OG0000637	Prbj.g_02278	Prae.g_00772
OG0000638	Prbj.g_00347	Prae.g_00784
OG0000639	Prbj.g_01337	Prae.g_00793
OG0000640	Prbj.g_02311	Prae.g_00794
OG0000641	Prbj.g_02306	Prae.g_00797
OG0000642	Prbj.g_02305	Prae.g_00798
OG0000643	Prbj.g_02304	Prae.g_00799
OG0000644	Prbj.g_02406	Prae.g_00800
OG0000645	Prbj.g_02407	Prae.g_00801
OG0000646	Prbj.g_02408	Prae.g_00802
OG0000647	Prbj.g_02409	Prae.g_00803
OG0000648	Prbj.g_02411	Prae.g_00805
OG0000649	Prbj.g_02412	Prae.g_00806
OG0000650	Prbj.g_02413	Prae.g_00807
OG0000651	Prbj.g_02414	Prae.g_00808
OG0000652	Prbj.g_02415	Prae.g_00809
OG0000653	Prbj.g_02416	Prae.g_00810
OG0000654	Prbj.g_02418	Prae.g_00812
OG0000655	Prbj.g_02420	Prae.g_00814
OG0000656	Prbj.g_02421	Prae.g_00815
OG0000657	Prbj.g_02422	Prae.g_00816
OG0000658	Prbj.g_02423	Prae.g_00817
OG0000659	Prbj.g_02424	Prae.g_00818
OG0000660	Prbj.g_02425	Prae.g_00819
OG0000661	Prbj.g_02427	Prae.g_00820
OG0000662	Prbj.g_02430	Prae.g_00821
OG0000663	Prbj.g_02431	Prae.g_00822
OG0000664	Prbj.g_02432	Prae.g_00823
OG0000665	Prbj.g_02433	Prae.g_00824
OG0000666	Prbj.g_02434	Prae.g_00825
OG0000667	Prbj.g_02435	Prae.g_00826
OG0000668	Prbj.g_02436	Prae.g_00827
OG0000669	Prbj.g_02438	Prae.g_00829
OG0000670	Prbj.g_02439	Prae.g_00830
OG0000671	Prbj.g_02440	Prae.g_00831
OG0000672	Prbj.g_02441	Prae.g_00832
OG0000673	Prbj.g_02442	Prae.g_00833
OG0000674	Prbj.g_02443	Prae.g_00834
OG0000675	Prbj.g_02470	Prae.g_00836
OG0000676	Prbj.g_02471	Prae.g_00837
OG0000677	Prbj.g_02474	Prae.g_00839
OG0000678	Prbj.g_02476	Prae.g_00841
OG0000679	Prbj.g_02478	Prae.g_00842
OG0000680	Prbj.g_02479	Prae.g_00843
OG0000681	Prbj.g_02480	Prae.g_00844
OG0000682	Prbj.g_02481	Prae.g_00845
OG0000683	Prbj.g_02483	Prae.g_00847
OG0000684	Prbj.g_02484	Prae.g_00848
OG0000685	Prbj.g_02485	Prae.g_00849
OG0000686	Prbj.g_02486	Prae.g_00850
OG0000687	Prbj.g_02487	Prae.g_00851
OG0000688	Prbj.g_02488	Prae.g_00852
OG0000689	Prbj.g_02490	Prae.g_00853
OG0000690	Prbj.g_02491	Prae.g_00854
OG0000691	Prbj.g_02492	Prae.g_00855
OG0000692	Prbj.g_02503	Prae.g_00857
OG0000693	Prbj.g_02504	Prae.g_00858
OG0000694	Prbj.g_02507	Prae.g_00859
OG0000695	Prbj.g_02511	Prae.g_00860
OG0000696	Prbj.g_02512	Prae.g_00861
OG0000697	Prbj.g_02514	Prae.g_00863
OG0000698	Prbj.g_02323	Prae.g_00865
OG0000699	Prbj.g_02199	Prae.g_00866
OG0000700	Prbj.g_02215	Prae.g_00892
OG0000701	Prbj.g_01553	Prae.g_00897
OG0000702	Prbj.g_02523	Prae.g_00900
OG0000703	Prbj.g_02333	Prae.g_00901
OG0000704	Prbj.g_00044	Prae.g_00902
OG0000705	Prbj.g_02334	Prae.g_00903
OG0000706	Prbj.g_02335	Prae.g_00904
OG0000707	Prbj.g_02337	Prae.g_00905
OG0000708	Prbj.g_02338	Prae.g_00906
OG0000709	Prbj.g_02340	Prae.g_00908
OG0000710	Prbj.g_02341	Prae.g_00909
OG0000711	Prbj.g_02342	Prae.g_00910
OG0000712	Prbj.g_02343	Prae.g_00911
OG0000713	Prbj.g_02344	Prae.g_00912
OG0000714	Prbj.g_02352	Prae.g_00914
OG0000715	Prbj.g_02354	Prae.g_00915
OG0000716	Prbj.g_02359	Prae.g_00917
OG0000717	Prbj.g_02361	Prae.g_00918
OG0000718	Prbj.g_02364	Prae.g_00919
OG0000719	Prbj.g_02379	Prae.g_00921
OG0000720	Prbj.g_02380	Prae.g_00922
OG0000721	Prbj.g_02382	Prae.g_00924
OG0000722	Prbj.g_02383	Prae.g_00925
OG0000723	Prbj.g_02384	Prae.g_00926
OG0000724	Prbj.g_02397	Prae.g_00927
OG0000725	Prbj.g_02396	Prae.g_00928
OG0000726	Prbj.g_02395	Prae.g_00929
OG0000727	Prbj.g_02394	Prae.g_00930
OG0000728	Prbj.g_02393	Prae.g_00931
OG0000729	Prbj.g_02391	Prae.g_00932
OG0000730	Prbj.g_02388	Prae.g_00933
OG0000731	Prbj.g_02399	Prae.g_00934
OG0000732	Prbj.g_02400	Prae.g_00935
OG0000733	Prbj.g_02401	Prae.g_00936
OG0000734	Prbj.g_02402	Prae.g_00937
OG0000735	Prbj.g_02403	Prae.g_00938
OG0000736	Prbj.g_02404	Prae.g_00939
OG0000737	Prbj.g_02405	Prae.g_00940
OG0000738	Prbj.g_02303	Prae.g_00941
OG0000739	Prbj.g_02302	Prae.g_00942
OG0000740	Prbj.g_02301	Prae.g_00943
OG0000741	Prbj.g_02299	Prae.g_00944
OG0000742	Prbj.g_02297	Prae.g_00946
OG0000743	Prbj.g_02296	Prae.g_00947
OG0000744	Prbj.g_02294	Prae.g_00948
OG0000745	Prbj.g_02293	Prae.g_00949
OG0000746	Prbj.g_02292	Prae.g_00950
OG0000747	Prbj.g_00694	Prae.g_00951
OG0000748	Prbj.g_02284	Prae.g_00952
OG0000749	Prbj.g_02283	Prae.g_00953
OG0000750	Prbj.g_02281	Prae.g_00954
OG0000751	Prbj.g_02280	Prae.g_00955
OG0000752	Prbj.g_01984	Prae.g_00956
OG0000753	Prbj.g_02275	Prae.g_00958
OG0000754	Prbj.g_02274	Prae.g_00959
OG0000755	Prbj.g_02273	Prae.g_00960
OG0000756	Prbj.g_02271	Prae.g_00961
OG0000757	Prbj.g_02270	Prae.g_00962
OG0000758	Prbj.g_02269	Prae.g_00963
OG0000759	Prbj.g_02264	Prae.g_00965
OG0000760	Prbj.g_02263	Prae.g_00966
OG0000761	Prbj.g_02261	Prae.g_00967
OG0000762	Prbj.g_02259	Prae.g_00969
OG0000763	Prbj.g_02257	Prae.g_00970
OG0000764	Prbj.g_02255	Prae.g_00971
OG0000765	Prbj.g_02254	Prae.g_00972
OG0000766	Prbj.g_02253	Prae.g_00973
OG0000767	Prbj.g_02251	Prae.g_00975
OG0000768	Prbj.g_02250	Prae.g_00976
OG0000769	Prbj.g_02249	Prae.g_00977
OG0000770	Prbj.g_02248	Prae.g_00978
OG0000771	Prbj.g_02247	Prae.g_00979
OG0000772	Prbj.g_00722	Prae.g_00980
OG0000773	Prbj.g_02245	Prae.g_00981
OG0000774	Prbj.g_02243	Prae.g_00982
OG0000775	Prbj.g_02241	Prae.g_00983
OG0000776	Prbj.g_02237	Prae.g_00985
OG0000777	Prbj.g_02236	Prae.g_00987
OG0000778	Prbj.g_02235	Prae.g_00988
OG0000779	Prbj.g_02231	Prae.g_00989
OG0000780	Prbj.g_02229	Prae.g_00991
OG0000781	Prbj.g_02225	Prae.g_00993
OG0000782	Prbj.g_02224	Prae.g_00994
OG0000783	Prbj.g_02219	Prae.g_01009
OG0000784	Prbj.g_02217	Prae.g_01011
OG0000785	Prbj.g_02216	Prae.g_01012
OG0000786	Prbj.g_02214	Prae.g_01013
OG0000787	Prbj.g_02213	Prae.g_01014
OG0000788	Prbj.g_02207	Prae.g_01018
OG0000789	Prbj.g_02204	Prae.g_01020
OG0000790	Prbj.g_01985	Prae.g_01021
OG0000791	Prbj.g_02203	Prae.g_01022
OG0000792	Prbj.g_02202	Prae.g_01023
OG0000793	Prbj.g_02201	Prae.g_01024
OG0000794	Prbj.g_02198	Prae.g_01026
OG0000795	Prbj.g_01850	Prae.g_01029
OG0000796	Prbj.g_01849	Prae.g_01030
OG0000797	Prbj.g_01846	Prae.g_01032
OG0000798	Prbj.g_01845	Prae.g_01033
OG0000799	Prbj.g_01844	Prae.g_01034
OG0000800	Prbj.g_01843	Prae.g_01035
OG0000801	Prbj.g_01840	Prae.g_01038
OG0000802	Prbj.g_01839	Prae.g_01039
OG0000803	Prbj.g_01836	Prae.g_01041
OG0000804	Prbj.g_01835	Prae.g_01042
OG0000805	Prbj.g_01834	Prae.g_01043
OG0000806	Prbj.g_01833	Prae.g_01045
OG0000807	Prbj.g_02687	Prae.g_01072
OG0000808	Prbj.g_02537	Prae.g_01081
OG0000809	Prbj.g_01669	Prae.g_01084
OG0000810	Prbj.g_00696	Prae.g_01085
OG0000811	Prbj.g_01289	Prae.g_01092
OG0000812	Prbj.g_00343	Prae.g_01096
OG0000813	Prbj.g_00333	Prae.g_01100
OG0000814	Prbj.g_00634	Prae.g_01102
OG0000815	Prbj.g_02555	Prae.g_01115
OG0000816	Prbj.g_01997	Prae.g_01131
OG0000817	Prbj.g_01991	Prae.g_01132
OG0000818	Prbj.g_01336	Prae.g_01137
OG0000819	Prbj.g_00641	Prae.g_01144
OG0000820	Prbj.g_00627	Prae.g_01148
OG0000821	Prbj.g_00953	Prae.g_01150
OG0000822	Prbj.g_00954	Prae.g_01151
OG0000823	Prbj.g_00955	Prae.g_01152
OG0000824	Prbj.g_00956	Prae.g_01153
OG0000825	Prbj.g_00958	Prae.g_01154
OG0000826	Prbj.g_00959	Prae.g_01155
OG0000827	Prbj.g_00962	Prae.g_01156
OG0000828	Prbj.g_00964	Prae.g_01157
OG0000829	Prbj.g_00965	Prae.g_01158
OG0000830	Prbj.g_00968	Prae.g_01159
OG0000831	Prbj.g_00970	Prae.g_01162
OG0000832	Prbj.g_00972	Prae.g_01164
OG0000833	Prbj.g_00973	Prae.g_01165
OG0000834	Prbj.g_00846	Prae.g_01166
OG0000835	Prbj.g_00845	Prae.g_01167
OG0000836	Prbj.g_00844	Prae.g_01168
OG0000837	Prbj.g_00834	Prae.g_01170
OG0000838	Prbj.g_00832	Prae.g_01171
OG0000839	Prbj.g_00831	Prae.g_01172
OG0000840	Prbj.g_00830	Prae.g_01173
OG0000841	Prbj.g_00829	Prae.g_01174
OG0000842	Prbj.g_00304	Prae.g_01175
OG0000843	Prbj.g_00305	Prae.g_01176
OG0000844	Prbj.g_00307	Prae.g_01177
OG0000845	Prbj.g_00308	Prae.g_01178
OG0000846	Prbj.g_00311	Prae.g_01181
OG0000847	Prbj.g_00312	Prae.g_01183
OG0000848	Prbj.g_01910	Prae.g_01184
OG0000849	Prbj.g_01913	Prae.g_01185
OG0000850	Prbj.g_01914	Prae.g_01186
OG0000851	Prbj.g_00002	Prae.g_01187
OG0000852	Prbj.g_00004	Prae.g_01189
OG0000853	Prbj.g_00006	Prae.g_01190
OG0000854	Prbj.g_00008	Prae.g_01192
OG0000855	Prbj.g_00009	Prae.g_01193
OG0000856	Prbj.g_00010	Prae.g_01194
OG0000857	Prbj.g_00011	Prae.g_01195
OG0000858	Prbj.g_00012	Prae.g_01196
OG0000859	Prbj.g_00013	Prae.g_01197
OG0000860	Prbj.g_00014	Prae.g_01198
OG0000861	Prbj.g_01908	Prae.g_01199
OG0000862	Prbj.g_01907	Prae.g_01200
OG0000863	Prbj.g_01906	Prae.g_01201
OG0000864	Prbj.g_01905	Prae.g_01202
OG0000865	Prbj.g_01903	Prae.g_01203
OG0000866	Prbj.g_02152	Prae.g_01204
OG0000867	Prbj.g_02153	Prae.g_01205
OG0000868	Prbj.g_02155	Prae.g_01206
OG0000869	Prbj.g_02158	Prae.g_01208
OG0000870	Prbj.g_02159	Prae.g_01209
OG0000871	Prbj.g_02163	Prae.g_01211
OG0000872	Prbj.g_02164	Prae.g_01212
OG0000873	Prbj.g_02166	Prae.g_01214
OG0000874	Prbj.g_02167	Prae.g_01215
OG0000875	Prbj.g_00314	Prae.g_01216
OG0000876	Prbj.g_00313	Prae.g_01217
OG0000877	Prbj.g_00019	Prae.g_01219
OG0000878	Prbj.g_01679	Prae.g_01293
OG0000879	Prbj.g_00163	Prae.g_01317
OG0000880	Prbj.g_00162	Prae.g_01318
OG0000881	Prbj.g_00161	Prae.g_01319
OG0000882	Prbj.g_01717	Prae.g_01320
OG0000883	Prbj.g_01719	Prae.g_01321
OG0000884	Prbj.g_01721	Prae.g_01324
OG0000885	Prbj.g_01722	Prae.g_01325
OG0000886	Prbj.g_01723	Prae.g_01326
OG0000887	Prbj.g_01724	Prae.g_01327
OG0000888	Prbj.g_01725	Prae.g_01328
OG0000889	Prbj.g_01729	Prae.g_01331
OG0000890	Prbj.g_01732	Prae.g_01332
OG0000891	Prbj.g_01733	Prae.g_01333
OG0000892	Prbj.g_01736	Prae.g_01335
OG0000893	Prbj.g_01737	Prae.g_01336
OG0000894	Prbj.g_01738	Prae.g_01337
OG0000895	Prbj.g_01739	Prae.g_01338
OG0000896	Prbj.g_01740	Prae.g_01339
OG0000897	Prbj.g_01741	Prae.g_01340
OG0000898	Prbj.g_01744	Prae.g_01342
OG0000899	Prbj.g_01745	Prae.g_01343
OG0000900	Prbj.g_00669	Prae.g_01350
OG0000901	Prbj.g_00121	Prae.g_01354
OG0000902	Prbj.g_00094	Prae.g_01355
OG0000903	Prbj.g_02508	Prae.g_01356
OG0000904	Prbj.g_00687	Prae.g_01358
OG0000905	Prbj.g_01837	Prae.g_01360
OG0000906	Prbj.g_02689	Prae.g_01362
OG0000907	Prbj.g_02521	Prae.g_01363
OG0000908	Prbj.g_00873	Prae.g_01366
OG0000909	Prbj.g_01640	Prae.g_01370
OG0000910	Prbj.g_01641	Prae.g_01371
OG0000911	Prbj.g_01642	Prae.g_01372
OG0000912	Prbj.g_01643	Prae.g_01373
OG0000913	Prbj.g_01644	Prae.g_01374
OG0000914	Prbj.g_01645	Prae.g_01375
OG0000915	Prbj.g_01646	Prae.g_01376
OG0000916	Prbj.g_01647	Prae.g_01377
OG0000917	Prbj.g_01649	Prae.g_01378
OG0000918	Prbj.g_01650	Prae.g_01379
OG0000919	Prbj.g_01651	Prae.g_01380
OG0000920	Prbj.g_01652	Prae.g_01381
OG0000921	Prbj.g_01653	Prae.g_01382
OG0000922	Prbj.g_01654	Prae.g_01383
OG0000923	Prbj.g_01655	Prae.g_01384
OG0000924	Prbj.g_01656	Prae.g_01385
OG0000925	Prbj.g_01657	Prae.g_01386
OG0000926	Prbj.g_01514	Prae.g_01426
OG0000927	Prbj.g_01304	Prae.g_01441
OG0000928	Prbj.g_01303	Prae.g_01442
OG0000929	Prbj.g_01302	Prae.g_01443
OG0000930	Prbj.g_01294	Prae.g_01444
OG0000931	Prbj.g_01293	Prae.g_01445
OG0000932	Prbj.g_01041	Prae.g_01447
OG0000933	Prbj.g_01043	Prae.g_01448
OG0000934	Prbj.g_01044	Prae.g_01449
OG0000935	Prbj.g_01045	Prae.g_01450
OG0000936	Prbj.g_01046	Prae.g_01451
OG0000937	Prbj.g_01047	Prae.g_01452
OG0000938	Prbj.g_01049	Prae.g_01453
OG0000939	Prbj.g_01050	Prae.g_01454
OG0000940	Prbj.g_01052	Prae.g_01455
OG0000941	Prbj.g_01054	Prae.g_01457
OG0000942	Prbj.g_01055	Prae.g_01458
OG0000943	Prbj.g_01058	Prae.g_01461
OG0000944	Prbj.g_01067	Prae.g_01462
OG0000945	Prbj.g_01068	Prae.g_01463
OG0000946	Prbj.g_01069	Prae.g_01464
OG0000947	Prbj.g_01070	Prae.g_01465
OG0000948	Prbj.g_01071	Prae.g_01466
OG0000949	Prbj.g_01072	Prae.g_01467
OG0000950	Prbj.g_01073	Prae.g_01468
OG0000951	Prbj.g_01074	Prae.g_01469
OG0000952	Prbj.g_01075	Prae.g_01470
OG0000953	Prbj.g_01076	Prae.g_01471
OG0000954	Prbj.g_01077	Prae.g_01472
OG0000955	Prbj.g_01078	Prae.g_01473
OG0000956	Prbj.g_01079	Prae.g_01474
OG0000957	Prbj.g_01080	Prae.g_01475
OG0000958	Prbj.g_00631	Prae.g_01476
OG0000959	Prbj.g_00632	Prae.g_01477
OG0000960	Prbj.g_00633	Prae.g_01478
OG0000961	Prbj.g_00640	Prae.g_01482
OG0000962	Prbj.g_00642	Prae.g_01483
OG0000963	Prbj.g_00643	Prae.g_01484
OG0000964	Prbj.g_00646	Prae.g_01486
OG0000965	Prbj.g_00647	Prae.g_01487
OG0000966	Prbj.g_00648	Prae.g_01488
OG0000967	Prbj.g_00649	Prae.g_01489
OG0000968	Prbj.g_00650	Prae.g_01490
OG0000969	Prbj.g_00651	Prae.g_01491
OG0000970	Prbj.g_00652	Prae.g_01492
OG0000971	Prbj.g_00653	Prae.g_01493
OG0000972	Prbj.g_00654	Prae.g_01494
OG0000973	Prbj.g_00655	Prae.g_01495
OG0000974	Prbj.g_00657	Prae.g_01497
OG0000975	Prbj.g_00036	Prae.g_01500
OG0000976	Prbj.g_01674	Prae.g_01502
OG0000977	Prbj.g_01684	Prae.g_01503
OG0000978	Prbj.g_01686	Prae.g_01504
OG0000979	Prbj.g_01688	Prae.g_01506
OG0000980	Prbj.g_01689	Prae.g_01507
OG0000981	Prbj.g_02538	Prae.g_01508
OG0000982	Prbj.g_01690	Prae.g_01509
OG0000983	Prbj.g_01692	Prae.g_01511
OG0000984	Prbj.g_01693	Prae.g_01512
OG0000985	Prbj.g_01694	Prae.g_01513
OG0000986	Prbj.g_01696	Prae.g_01514
OG0000987	Prbj.g_01697	Prae.g_01515
OG0000988	Prbj.g_01699	Prae.g_01516
OG0000989	Prbj.g_01700	Prae.g_01517
OG0000990	Prbj.g_01701	Prae.g_01518
OG0000991	Prbj.g_01702	Prae.g_01519
OG0000992	Prbj.g_01703	Prae.g_01520
OG0000993	Prbj.g_01704	Prae.g_01521
OG0000994	Prbj.g_01705	Prae.g_01522
OG0000995	Prbj.g_01707	Prae.g_01523
OG0000996	Prbj.g_01708	Prae.g_01524
OG0000997	Prbj.g_01709	Prae.g_01525
OG0000998	Prbj.g_01710	Prae.g_01526
OG0000999	Prbj.g_01711	Prae.g_01527
OG0001000	Prbj.g_01712	Prae.g_01528
OG0001001	Prbj.g_01713	Prae.g_01530
OG0001002	Prbj.g_00888	Prae.g_01531
OG0001003	Prbj.g_00887	Prae.g_01532
OG0001004	Prbj.g_00185	Prae.g_01533
OG0001005	Prbj.g_00884	Prae.g_01534
OG0001006	Prbj.g_00883	Prae.g_01535
OG0001007	Prbj.g_00882	Prae.g_01536
OG0001008	Prbj.g_00880	Prae.g_01538
OG0001009	Prbj.g_00879	Prae.g_01539
OG0001010	Prbj.g_02535	Prae.g_01547
OG0001011	Prbj.g_02561	Prae.g_01554
OG0001012	Prbj.g_02429	Prae.g_01582
OG0001013	Prbj.g_00868	Prae.g_01617
OG0001014	Prbj.g_00867	Prae.g_01618
OG0001015	Prbj.g_00856	Prae.g_01624
OG0001016	Prbj.g_00855	Prae.g_01625
OG0001017	Prbj.g_00854	Prae.g_01626
OG0001018	Prbj.g_00852	Prae.g_01627
OG0001019	Prbj.g_00495	Prae.g_01629
OG0001020	Prbj.g_00494	Prae.g_01630
OG0001021	Prbj.g_00493	Prae.g_01631
OG0001022	Prbj.g_00492	Prae.g_01632
OG0001023	Prbj.g_00491	Prae.g_01633
OG0001024	Prbj.g_00489	Prae.g_01634
OG0001025	Prbj.g_00488	Prae.g_01635
OG0001026	Prbj.g_00487	Prae.g_01637
OG0001027	Prbj.g_00486	Prae.g_01638
OG0001028	Prbj.g_00485	Prae.g_01639
OG0001029	Prbj.g_00484	Prae.g_01640
OG0001030	Prbj.g_00483	Prae.g_01641
OG0001031	Prbj.g_00482	Prae.g_01642
OG0001032	Prbj.g_00481	Prae.g_01643
OG0001033	Prbj.g_00480	Prae.g_01644
OG0001034	Prbj.g_00478	Prae.g_01645
OG0001035	Prbj.g_00476	Prae.g_01647
OG0001036	Prbj.g_00475	Prae.g_01648
OG0001037	Prbj.g_00473	Prae.g_01649
OG0001038	Prbj.g_00472	Prae.g_01650
OG0001039	Prbj.g_00471	Prae.g_01651
OG0001040	Prbj.g_00470	Prae.g_01652
OG0001041	Prbj.g_00469	Prae.g_01653
OG0001042	Prbj.g_00467	Prae.g_01654
OG0001043	Prbj.g_00466	Prae.g_01655
OG0001044	Prbj.g_00465	Prae.g_01656
OG0001045	Prbj.g_00464	Prae.g_01657
OG0001046	Prbj.g_00463	Prae.g_01658
OG0001047	Prbj.g_00459	Prae.g_01661
OG0001048	Prbj.g_00457	Prae.g_01663
OG0001049	Prbj.g_00456	Prae.g_01664
OG0001050	Prbj.g_00455	Prae.g_01665
OG0001051	Prbj.g_00454	Prae.g_01666
OG0001052	Prbj.g_00453	Prae.g_01667
OG0001053	Prbj.g_00451	Prae.g_01668
OG0001054	Prbj.g_00449	Prae.g_01670
OG0001055	Prbj.g_00448	Prae.g_01671
OG0001056	Prbj.g_00447	Prae.g_01672
OG0001057	Prbj.g_00446	Prae.g_01673
OG0001058	Prbj.g_00445	Prae.g_01674
OG0001059	Prbj.g_00444	Prae.g_01675
OG0001060	Prbj.g_00443	Prae.g_01676
OG0001061	Prbj.g_00442	Prae.g_01677
OG0001062	Prbj.g_00428	Prae.g_01678
OG0001063	Prbj.g_00427	Prae.g_01679
OG0001064	Prbj.g_00425	Prae.g_01681
OG0001065	Prbj.g_02660	Prae.g_01686
OG0001066	Prbj.g_02657	Prae.g_01687
OG0001067	Prbj.g_02656	Prae.g_01688
OG0001068	Prbj.g_02652	Prae.g_01690
OG0001069	Prbj.g_02651	Prae.g_01691
OG0001070	Prbj.g_02650	Prae.g_01692
OG0001071	Prbj.g_02649	Prae.g_01693
OG0001072	Prbj.g_02648	Prae.g_01694
OG0001073	Prbj.g_02647	Prae.g_01695
OG0001074	Prbj.g_02646	Prae.g_01696
OG0001075	Prbj.g_02645	Prae.g_01697
OG0001076	Prbj.g_02644	Prae.g_01698
OG0001077	Prbj.g_02643	Prae.g_01699
OG0001078	Prbj.g_02641	Prae.g_01700
OG0001079	Prbj.g_02640	Prae.g_01701
OG0001080	Prbj.g_02639	Prae.g_01702
OG0001081	Prbj.g_01027	Prae.g_01705
OG0001082	Prbj.g_01028	Prae.g_01706
OG0001083	Prbj.g_01032	Prae.g_01707
OG0001084	Prbj.g_01030	Prae.g_01709
OG0001085	Prbj.g_01029	Prae.g_01710
OG0001086	Prbj.g_01033	Prae.g_01711
OG0001087	Prbj.g_01034	Prae.g_01712
OG0001088	Prbj.g_02635	Prae.g_01713
OG0001089	Prbj.g_01025	Prae.g_01716
OG0001090	Prbj.g_01023	Prae.g_01718
OG0001091	Prbj.g_01022	Prae.g_01719
OG0001092	Prbj.g_01021	Prae.g_01720
OG0001093	Prbj.g_01020	Prae.g_01721
OG0001094	Prbj.g_01019	Prae.g_01722
OG0001095	Prbj.g_01018	Prae.g_01723
OG0001096	Prbj.g_01017	Prae.g_01724
OG0001097	Prbj.g_01016	Prae.g_01725
OG0001098	Prbj.g_01015	Prae.g_01726
OG0001099	Prbj.g_01014	Prae.g_01727
OG0001100	Prbj.g_01013	Prae.g_01728
OG0001101	Prbj.g_01012	Prae.g_01729
OG0001102	Prbj.g_01011	Prae.g_01730
OG0001103	Prbj.g_01010	Prae.g_01731
OG0001104	Prbj.g_01009	Prae.g_01732
OG0001105	Prbj.g_01008	Prae.g_01733
OG0001106	Prbj.g_01007	Prae.g_01734
OG0001107	Prbj.g_01006	Prae.g_01735
OG0001108	Prbj.g_01005	Prae.g_01736
OG0001109	Prbj.g_01004	Prae.g_01737
OG0001110	Prbj.g_01003	Prae.g_01738
OG0001111	Prbj.g_01002	Prae.g_01739
OG0001112	Prbj.g_01001	Prae.g_01740
OG0001113	Prbj.g_01000	Prae.g_01741
OG0001114	Prbj.g_00999	Prae.g_01742
OG0001115	Prbj.g_00998	Prae.g_01743
OG0001116	Prbj.g_00997	Prae.g_01744
OG0001117	Prbj.g_00996	Prae.g_01745
OG0001118	Prbj.g_00995	Prae.g_01746
OG0001119	Prbj.g_00994	Prae.g_01747
OG0001120	Prbj.g_00993	Prae.g_01748
OG0001121	Prbj.g_00990	Prae.g_01750
OG0001122	Prbj.g_00989	Prae.g_01751
OG0001123	Prbj.g_00988	Prae.g_01752
OG0001124	Prbj.g_00986	Prae.g_01754
OG0001125	Prbj.g_00984	Prae.g_01756
OG0001126	Prbj.g_00983	Prae.g_01757
OG0001127	Prbj.g_00414	Prae.g_01759
OG0001128	Prbj.g_00413	Prae.g_01760
OG0001129	Prbj.g_00410	Prae.g_01761
OG0001130	Prbj.g_00407	Prae.g_01765
OG0001131	Prbj.g_00406	Prae.g_01766
OG0001132	Prbj.g_00405	Prae.g_01767
OG0001133	Prbj.g_00404	Prae.g_01768
OG0001134	Prbj.g_00403	Prae.g_01769
