Orthogroup	Praz	Praf
OG0000588	Praz.g_01660	Praf.g_01749
OG0000589	Praz.g_01659	Praf.g_01751
OG0000590	Praz.g_01657	Praf.g_02344
OG0000591	Praz.g_01651	Praf.g_00371
OG0000592	Praz.g_01650	Praf.g_01127
OG0000593	Praz.g_01649	Praf.g_02570
OG0000594	Praz.g_01647	Praf.g_01572
OG0000595	Praz.g_01646	Praf.g_02180
OG0000596	Praz.g_01645	Praf.g_01210
OG0000597	Praz.g_01643	Praf.g_01230
OG0000598	Praz.g_01642	Praf.g_01225
OG0000599	Praz.g_01641	Praf.g_01221
OG0000600	Praz.g_01640	Praf.g_01220
OG0000601	Praz.g_01638	Praf.g_01207
OG0000602	Praz.g_01637	Praf.g_01206
OG0000603	Praz.g_01636	Praf.g_01205
OG0000604	Praz.g_01635	Praf.g_01121
OG0000605	Praz.g_01634	Praf.g_01122
OG0000606	Praz.g_01633	Praf.g_01124
OG0000607	Praz.g_01631	Praf.g_01126
OG0000608	Praz.g_01630	Praf.g_01489
OG0000609	Praz.g_01626	Praf.g_02767
OG0000610	Praz.g_01625	Praf.g_00817
OG0000611	Praz.g_01606	Praf.g_01303
OG0000612	Praz.g_01605	Praf.g_01304
OG0000613	Praz.g_01604	Praf.g_01305
OG0000614	Praz.g_01603	Praf.g_01307
OG0000615	Praz.g_01601	Praf.g_01308
OG0000616	Praz.g_01600	Praf.g_01309
OG0000617	Praz.g_01599	Praf.g_01310
OG0000618	Praz.g_01598	Praf.g_01311
OG0000619	Praz.g_01597	Praf.g_01313
OG0000620	Praz.g_01596	Praf.g_01314
OG0000621	Praz.g_01595	Praf.g_01315
OG0000622	Praz.g_01594	Praf.g_01316
OG0000623	Praz.g_01593	Praf.g_01317
OG0000624	Praz.g_01592	Praf.g_01318
OG0000625	Praz.g_01591	Praf.g_01319
OG0000626	Praz.g_01590	Praf.g_01320
OG0000627	Praz.g_01589	Praf.g_01441
OG0000628	Praz.g_01588	Praf.g_01440
OG0000629	Praz.g_01587	Praf.g_01437
OG0000630	Praz.g_01586	Praf.g_01436
OG0000631	Praz.g_01584	Praf.g_01433
OG0000632	Praz.g_01571	Praf.g_01139
OG0000633	Praz.g_01567	Praf.g_00710
OG0000634	Praz.g_01554	Praf.g_00617
OG0000635	Praz.g_01547	Praf.g_01400
OG0000636	Praz.g_01546	Praf.g_01401
OG0000637	Praz.g_01545	Praf.g_01402
OG0000638	Praz.g_01534	Praf.g_02063
OG0000639	Praz.g_01525	Praf.g_00360
OG0000640	Praz.g_01523	Praf.g_01432
OG0000641	Praz.g_01521	Praf.g_01429
OG0000642	Praz.g_01520	Praf.g_01428
OG0000643	Praz.g_01519	Praf.g_01427
OG0000644	Praz.g_01518	Praf.g_01524
OG0000645	Praz.g_01517	Praf.g_01525
OG0000646	Praz.g_01516	Praf.g_01526
OG0000647	Praz.g_01515	Praf.g_01527
OG0000648	Praz.g_01513	Praf.g_01529
OG0000649	Praz.g_01512	Praf.g_01530
OG0000650	Praz.g_01511	Praf.g_01531
OG0000651	Praz.g_01510	Praf.g_01532
OG0000652	Praz.g_01509	Praf.g_01533
OG0000653	Praz.g_01508	Praf.g_01534
OG0000654	Praz.g_01506	Praf.g_01536
OG0000655	Praz.g_01504	Praf.g_01538
OG0000656	Praz.g_01503	Praf.g_01539
OG0000657	Praz.g_01502	Praf.g_01540
OG0000658	Praz.g_01501	Praf.g_01541
OG0000659	Praz.g_01500	Praf.g_01542
OG0000660	Praz.g_01499	Praf.g_01543
OG0000661	Praz.g_01498	Praf.g_01545
OG0000662	Praz.g_01497	Praf.g_01547
OG0000663	Praz.g_01496	Praf.g_01548
OG0000664	Praz.g_01495	Praf.g_01549
OG0000665	Praz.g_01494	Praf.g_01550
OG0000666	Praz.g_01493	Praf.g_01551
OG0000667	Praz.g_01492	Praf.g_01552
OG0000668	Praz.g_01491	Praf.g_01553
OG0000669	Praz.g_01489	Praf.g_01557
OG0000670	Praz.g_01488	Praf.g_01558
OG0000671	Praz.g_01487	Praf.g_01559
OG0000672	Praz.g_01486	Praf.g_01560
OG0000673	Praz.g_01485	Praf.g_01561
OG0000674	Praz.g_01484	Praf.g_01562
OG0000675	Praz.g_01482	Praf.g_01585
OG0000676	Praz.g_01481	Praf.g_01586
OG0000677	Praz.g_01478	Praf.g_01590
OG0000678	Praz.g_01476	Praf.g_01592
OG0000679	Praz.g_01475	Praf.g_01594
OG0000680	Praz.g_01474	Praf.g_01595
OG0000681	Praz.g_01473	Praf.g_01596
OG0000682	Praz.g_01472	Praf.g_01597
OG0000683	Praz.g_01470	Praf.g_01599
OG0000684	Praz.g_01469	Praf.g_01600
OG0000685	Praz.g_01468	Praf.g_01601
OG0000686	Praz.g_01467	Praf.g_01602
OG0000687	Praz.g_01466	Praf.g_01603
OG0000688	Praz.g_01465	Praf.g_01604
OG0000689	Praz.g_01464	Praf.g_01606
OG0000690	Praz.g_01463	Praf.g_01607
OG0000691	Praz.g_01462	Praf.g_01608
OG0000692	Praz.g_01460	Praf.g_01619
OG0000693	Praz.g_01459	Praf.g_01620
OG0000694	Praz.g_01458	Praf.g_01622
OG0000695	Praz.g_01457	Praf.g_01625
OG0000696	Praz.g_01456	Praf.g_01627
OG0000697	Praz.g_01454	Praf.g_01629
OG0000698	Praz.g_01452	Praf.g_01444
OG0000699	Praz.g_01451	Praf.g_01323
OG0000700	Praz.g_01424	Praf.g_01339
OG0000701	Praz.g_01420	Praf.g_00222
OG0000702	Praz.g_01417	Praf.g_01638
OG0000703	Praz.g_01416	Praf.g_01454
OG0000704	Praz.g_01415	Praf.g_00961
OG0000705	Praz.g_01414	Praf.g_01455
OG0000706	Praz.g_01413	Praf.g_01456
OG0000707	Praz.g_01411	Praf.g_01458
OG0000708	Praz.g_01410	Praf.g_01459
OG0000709	Praz.g_01408	Praf.g_01461
OG0000710	Praz.g_01407	Praf.g_01462
OG0000711	Praz.g_01406	Praf.g_01463
OG0000712	Praz.g_01405	Praf.g_01464
OG0000713	Praz.g_01404	Praf.g_01465
OG0000714	Praz.g_01402	Praf.g_01467
OG0000715	Praz.g_01401	Praf.g_01469
OG0000716	Praz.g_01399	Praf.g_01475
OG0000717	Praz.g_01398	Praf.g_01478
OG0000718	Praz.g_01397	Praf.g_01480
OG0000719	Praz.g_01395	Praf.g_01494
OG0000720	Praz.g_01394	Praf.g_01495
OG0000721	Praz.g_01392	Praf.g_01497
OG0000722	Praz.g_01391	Praf.g_01498
OG0000723	Praz.g_01390	Praf.g_01499
OG0000724	Praz.g_01388	Praf.g_01512
OG0000725	Praz.g_01387	Praf.g_01511
OG0000726	Praz.g_01386	Praf.g_01510
OG0000727	Praz.g_01385	Praf.g_01509
OG0000728	Praz.g_01384	Praf.g_01508
OG0000729	Praz.g_01383	Praf.g_01506
OG0000730	Praz.g_01382	Praf.g_01503
OG0000731	Praz.g_01381	Praf.g_01515
OG0000732	Praz.g_01380	Praf.g_01516
OG0000733	Praz.g_01379	Praf.g_01517
OG0000734	Praz.g_01378	Praf.g_01519
OG0000735	Praz.g_01376	Praf.g_01520
OG0000736	Praz.g_01375	Praf.g_01522
OG0000737	Praz.g_01374	Praf.g_01523
OG0000738	Praz.g_01373	Praf.g_01426
OG0000739	Praz.g_01372	Praf.g_01425
OG0000740	Praz.g_01371	Praf.g_01424
OG0000741	Praz.g_01370	Praf.g_01422
OG0000742	Praz.g_01368	Praf.g_01420
OG0000743	Praz.g_01367	Praf.g_01419
OG0000744	Praz.g_01366	Praf.g_01417
OG0000745	Praz.g_01365	Praf.g_01416
OG0000746	Praz.g_01364	Praf.g_01415
OG0000747	Praz.g_01363	Praf.g_01006
OG0000748	Praz.g_01362	Praf.g_01408
OG0000749	Praz.g_01361	Praf.g_01407
OG0000750	Praz.g_01360	Praf.g_01405
OG0000751	Praz.g_01359	Praf.g_01404
OG0000752	Praz.g_01358	Praf.g_02684
OG0000753	Praz.g_01356	Praf.g_01399
OG0000754	Praz.g_01355	Praf.g_01398
OG0000755	Praz.g_01354	Praf.g_01397
OG0000756	Praz.g_01353	Praf.g_01395
OG0000757	Praz.g_01352	Praf.g_01394
OG0000758	Praz.g_01351	Praf.g_01393
OG0000759	Praz.g_01349	Praf.g_01388
OG0000760	Praz.g_01348	Praf.g_01387
OG0000761	Praz.g_01347	Praf.g_01385
OG0000762	Praz.g_01345	Praf.g_01382
OG0000763	Praz.g_01344	Praf.g_01380
OG0000764	Praz.g_01343	Praf.g_01378
OG0000765	Praz.g_01342	Praf.g_01377
OG0000766	Praz.g_01341	Praf.g_01376
OG0000767	Praz.g_01339	Praf.g_01374
OG0000768	Praz.g_01338	Praf.g_01372
OG0000769	Praz.g_01337	Praf.g_01371
OG0000770	Praz.g_01336	Praf.g_01370
OG0000771	Praz.g_01335	Praf.g_01369
OG0000772	Praz.g_01334	Praf.g_01073
OG0000773	Praz.g_01333	Praf.g_01366
OG0000774	Praz.g_01332	Praf.g_01364
OG0000775	Praz.g_01331	Praf.g_01362
OG0000776	Praz.g_01329	Praf.g_01360
OG0000777	Praz.g_01327	Praf.g_01359
OG0000778	Praz.g_01326	Praf.g_01358
OG0000779	Praz.g_01325	Praf.g_01355
OG0000780	Praz.g_01323	Praf.g_01353
OG0000781	Praz.g_01321	Praf.g_01349
OG0000782	Praz.g_01320	Praf.g_01348
OG0000783	Praz.g_01308	Praf.g_01343
OG0000784	Praz.g_01306	Praf.g_01341
OG0000785	Praz.g_01305	Praf.g_01340
OG0000786	Praz.g_01304	Praf.g_01338
OG0000787	Praz.g_01303	Praf.g_01337
OG0000788	Praz.g_01299	Praf.g_01331
OG0000789	Praz.g_01297	Praf.g_01328
OG0000790	Praz.g_01296	Praf.g_02685
OG0000791	Praz.g_01294	Praf.g_01327
OG0000792	Praz.g_01293	Praf.g_01326
OG0000793	Praz.g_01292	Praf.g_01325
OG0000794	Praz.g_01290	Praf.g_01322
OG0000795	Praz.g_01287	Praf.g_01287
OG0000796	Praz.g_01286	Praf.g_01286
OG0000797	Praz.g_01284	Praf.g_01283
OG0000798	Praz.g_01283	Praf.g_01281
OG0000799	Praz.g_01282	Praf.g_01280
OG0000800	Praz.g_01281	Praf.g_01279
OG0000801	Praz.g_00064	Praf.g_01276
OG0000802	Praz.g_00065	Praf.g_01275
OG0000803	Praz.g_00067	Praf.g_01270
OG0000804	Praz.g_00068	Praf.g_01269
OG0000805	Praz.g_00069	Praf.g_01268
OG0000806	Praz.g_00071	Praf.g_01267
OG0000807	Praz.g_00096	Praf.g_01296
OG0000808	Praz.g_00105	Praf.g_01652
OG0000809	Praz.g_00108	Praf.g_00558
OG0000810	Praz.g_00109	Praf.g_01008
OG0000811	Praz.g_00116	Praf.g_00162
OG0000812	Praz.g_00060	Praf.g_02056
OG0000813	Praz.g_00056	Praf.g_02047
OG0000814	Praz.g_00054	Praf.g_01825
OG0000815	Praz.g_00040	Praf.g_01671
OG0000816	Praz.g_00024	Praf.g_02698
OG0000817	Praz.g_00023	Praf.g_02691
OG0000818	Praz.g_00018	Praf.g_00359
OG0000819	Praz.g_00011	Praf.g_01832
OG0000820	Praz.g_00007	Praf.g_00233
OG0000821	Praz.g_00005	Praf.g_00822
OG0000822	Praz.g_00004	Praf.g_00823
OG0000823	Praz.g_00003	Praf.g_00824
OG0000824	Praz.g_00002	Praf.g_00825
OG0000825	Praz.g_00001	Praf.g_00826
OG0000826	Praz.g_00763	Praf.g_00827
OG0000827	Praz.g_00762	Praf.g_00830
OG0000828	Praz.g_00761	Praf.g_00832
OG0000829	Praz.g_00760	Praf.g_00833
OG0000830	Praz.g_00759	Praf.g_00836
OG0000831	Praz.g_00756	Praf.g_00853
OG0000832	Praz.g_00754	Praf.g_00855
OG0000833	Praz.g_00753	Praf.g_00856
OG0000834	Praz.g_00751	Praf.g_00858
OG0000835	Praz.g_00750	Praf.g_00859
OG0000836	Praz.g_00749	Praf.g_00860
OG0000837	Praz.g_00747	Praf.g_00870
OG0000838	Praz.g_00746	Praf.g_00872
OG0000839	Praz.g_00745	Praf.g_00873
OG0000840	Praz.g_00744	Praf.g_00874
OG0000841	Praz.g_00743	Praf.g_00875
OG0000842	Praz.g_00742	Praf.g_00879
OG0000843	Praz.g_00741	Praf.g_00880
OG0000844	Praz.g_00740	Praf.g_00881
OG0000845	Praz.g_00739	Praf.g_00882
OG0000846	Praz.g_00736	Praf.g_00885
OG0000847	Praz.g_00734	Praf.g_00886
OG0000848	Praz.g_00733	Praf.g_00914
OG0000849	Praz.g_00732	Praf.g_00917
OG0000850	Praz.g_00731	Praf.g_00918
OG0000851	Praz.g_00730	Praf.g_00921
OG0000852	Praz.g_00728	Praf.g_00923
OG0000853	Praz.g_00727	Praf.g_00925
OG0000854	Praz.g_00725	Praf.g_00927
OG0000855	Praz.g_00724	Praf.g_00928
OG0000856	Praz.g_00723	Praf.g_00929
OG0000857	Praz.g_00722	Praf.g_00930
OG0000858	Praz.g_00721	Praf.g_00931
OG0000859	Praz.g_00720	Praf.g_00932
OG0000860	Praz.g_00719	Praf.g_00933
OG0000861	Praz.g_00718	Praf.g_00913
OG0000862	Praz.g_00717	Praf.g_00912
OG0000863	Praz.g_00716	Praf.g_00911
OG0000864	Praz.g_00715	Praf.g_00910
OG0000865	Praz.g_00714	Praf.g_00908
OG0000866	Praz.g_00713	Praf.g_00905
OG0000867	Praz.g_00712	Praf.g_00904
OG0000868	Praz.g_00711	Praf.g_00902
OG0000869	Praz.g_00709	Praf.g_00899
OG0000870	Praz.g_00708	Praf.g_00898
OG0000871	Praz.g_00706	Praf.g_00895
OG0000872	Praz.g_00705	Praf.g_00894
OG0000873	Praz.g_00703	Praf.g_00892
OG0000874	Praz.g_00702	Praf.g_00891
OG0000875	Praz.g_00701	Praf.g_00888
OG0000876	Praz.g_00700	Praf.g_00887
OG0000877	Praz.g_00698	Praf.g_00937
OG0000878	Praz.g_01205	Praf.g_00548
OG0000879	Praz.g_01191	Praf.g_00810
OG0000880	Praz.g_01190	Praf.g_00809
OG0000881	Praz.g_01189	Praf.g_00808
OG0000882	Praz.g_01188	Praf.g_00806
OG0000883	Praz.g_01187	Praf.g_00804
OG0000884	Praz.g_01185	Praf.g_00802
OG0000885	Praz.g_01184	Praf.g_00801
OG0000886	Praz.g_01183	Praf.g_00800
OG0000887	Praz.g_01182	Praf.g_00799
OG0000888	Praz.g_01181	Praf.g_00798
OG0000889	Praz.g_01178	Praf.g_00794
OG0000890	Praz.g_01177	Praf.g_00791
OG0000891	Praz.g_01176	Praf.g_00790
OG0000892	Praz.g_01174	Praf.g_00787
OG0000893	Praz.g_01173	Praf.g_00786
OG0000894	Praz.g_01172	Praf.g_00785
OG0000895	Praz.g_01171	Praf.g_00784
OG0000896	Praz.g_01170	Praf.g_00783
OG0000897	Praz.g_01169	Praf.g_00782
OG0000898	Praz.g_01167	Praf.g_00777
OG0000899	Praz.g_01166	Praf.g_00776
OG0000900	Praz.g_01157	Praf.g_01886
OG0000901	Praz.g_01153	Praf.g_01897
OG0000902	Praz.g_01152	Praf.g_01996
OG0000903	Praz.g_01151	Praf.g_01623
OG0000904	Praz.g_01149	Praf.g_01001
OG0000905	Praz.g_01147	Praf.g_01271
OG0000906	Praz.g_01145	Praf.g_01294
OG0000907	Praz.g_01144	Praf.g_01635
OG0000908	Praz.g_01141	Praf.g_00494
OG0000909	Praz.g_01137	Praf.g_00582
OG0000910	Praz.g_01136	Praf.g_00581
OG0000911	Praz.g_01135	Praf.g_00580
OG0000912	Praz.g_01134	Praf.g_00579
OG0000913	Praz.g_01133	Praf.g_00578
OG0000914	Praz.g_01132	Praf.g_00577
OG0000915	Praz.g_01131	Praf.g_00576
OG0000916	Praz.g_01130	Praf.g_00575
OG0000917	Praz.g_01129	Praf.g_00573
OG0000918	Praz.g_01128	Praf.g_00572
OG0000919	Praz.g_01127	Praf.g_00571
OG0000920	Praz.g_01126	Praf.g_00570
OG0000921	Praz.g_01125	Praf.g_00569
OG0000922	Praz.g_01124	Praf.g_00568
OG0000923	Praz.g_01123	Praf.g_00567
OG0000924	Praz.g_01122	Praf.g_00566
OG0000925	Praz.g_01121	Praf.g_00565
OG0000926	Praz.g_01097	Praf.g_02394
OG0000927	Praz.g_01059	Praf.g_01765
OG0000928	Praz.g_01058	Praf.g_01766
OG0000929	Praz.g_01057	Praf.g_01767
OG0000930	Praz.g_01056	Praf.g_01772
OG0000931	Praz.g_01055	Praf.g_01773
OG0000932	Praz.g_01053	Praf.g_01779
OG0000933	Praz.g_01052	Praf.g_01781
OG0000934	Praz.g_01051	Praf.g_01782
OG0000935	Praz.g_01050	Praf.g_01783
OG0000936	Praz.g_01049	Praf.g_01784
OG0000937	Praz.g_01048	Praf.g_01785
OG0000938	Praz.g_01047	Praf.g_01787
OG0000939	Praz.g_01046	Praf.g_01788
OG0000940	Praz.g_01045	Praf.g_01790
OG0000941	Praz.g_01043	Praf.g_01792
OG0000942	Praz.g_01042	Praf.g_01793
OG0000943	Praz.g_01039	Praf.g_01796
OG0000944	Praz.g_01038	Praf.g_01801
OG0000945	Praz.g_01037	Praf.g_01802
OG0000946	Praz.g_01036	Praf.g_01803
OG0000947	Praz.g_01035	Praf.g_01804
OG0000948	Praz.g_01034	Praf.g_01805
OG0000949	Praz.g_01033	Praf.g_01806
OG0000950	Praz.g_01032	Praf.g_01807
OG0000951	Praz.g_01031	Praf.g_01808
OG0000952	Praz.g_01030	Praf.g_01809
OG0000953	Praz.g_01029	Praf.g_01810
OG0000954	Praz.g_01028	Praf.g_01817
OG0000955	Praz.g_01027	Praf.g_01818
OG0000956	Praz.g_01026	Praf.g_01819
OG0000957	Praz.g_01025	Praf.g_01820
OG0000958	Praz.g_01024	Praf.g_01822
OG0000959	Praz.g_01023	Praf.g_01823
OG0000960	Praz.g_01022	Praf.g_01824
OG0000961	Praz.g_01018	Praf.g_01831
OG0000962	Praz.g_01017	Praf.g_01833
OG0000963	Praz.g_01016	Praf.g_01834
OG0000964	Praz.g_01014	Praf.g_01837
OG0000965	Praz.g_01013	Praf.g_01838
OG0000966	Praz.g_01012	Praf.g_01839
OG0000967	Praz.g_01011	Praf.g_01840
OG0000968	Praz.g_01010	Praf.g_01841
OG0000969	Praz.g_01009	Praf.g_01842
OG0000970	Praz.g_01008	Praf.g_01843
OG0000971	Praz.g_01007	Praf.g_01844
OG0000972	Praz.g_01006	Praf.g_01845
OG0000973	Praz.g_01005	Praf.g_01846
OG0000974	Praz.g_01003	Praf.g_01849
OG0000975	Praz.g_01000	Praf.g_00956
OG0000976	Praz.g_00998	Praf.g_00554
OG0000977	Praz.g_00997	Praf.g_00542
OG0000978	Praz.g_00996	Praf.g_00540
OG0000979	Praz.g_00994	Praf.g_00538
OG0000980	Praz.g_00993	Praf.g_00537
OG0000981	Praz.g_00992	Praf.g_01653
OG0000982	Praz.g_00991	Praf.g_00536
OG0000983	Praz.g_00989	Praf.g_00534
OG0000984	Praz.g_00988	Praf.g_00533
OG0000985	Praz.g_00987	Praf.g_00532
OG0000986	Praz.g_00986	Praf.g_00530
OG0000987	Praz.g_00985	Praf.g_00529
OG0000988	Praz.g_00984	Praf.g_00526
OG0000989	Praz.g_00983	Praf.g_00525
OG0000990	Praz.g_00982	Praf.g_00524
OG0000991	Praz.g_00981	Praf.g_00523
OG0000992	Praz.g_00980	Praf.g_00522
OG0000993	Praz.g_00979	Praf.g_00521
OG0000994	Praz.g_00978	Praf.g_00520
OG0000995	Praz.g_00977	Praf.g_00518
OG0000996	Praz.g_00976	Praf.g_00517
OG0000997	Praz.g_00975	Praf.g_00516
OG0000998	Praz.g_00974	Praf.g_00515
OG0000999	Praz.g_00973	Praf.g_00513
OG0001000	Praz.g_00972	Praf.g_00512
OG0001001	Praz.g_00970	Praf.g_00511
OG0001002	Praz.g_00969	Praf.g_00508
OG0001003	Praz.g_00968	Praf.g_00507
OG0001004	Praz.g_00967	Praf.g_00370
OG0001005	Praz.g_00966	Praf.g_00504
OG0001006	Praz.g_00965	Praf.g_00503
OG0001007	Praz.g_00964	Praf.g_00502
OG0001008	Praz.g_00962	Praf.g_00500
OG0001009	Praz.g_00961	Praf.g_00499
OG0001010	Praz.g_00953	Praf.g_01650
OG0001011	Praz.g_00946	Praf.g_01677
OG0001012	Praz.g_00918	Praf.g_01546
OG0001013	Praz.g_00883	Praf.g_00490
OG0001014	Praz.g_00882	Praf.g_00489
OG0001015	Praz.g_00876	Praf.g_00479
OG0001016	Praz.g_00875	Praf.g_00478
OG0001017	Praz.g_00874	Praf.g_00477
OG0001018	Praz.g_00873	Praf.g_00475
OG0001019	Praz.g_00871	Praf.g_00472
OG0001020	Praz.g_00870	Praf.g_00471
OG0001021	Praz.g_00869	Praf.g_00470
OG0001022	Praz.g_00868	Praf.g_00469
OG0001023	Praz.g_00867	Praf.g_00468
OG0001024	Praz.g_00866	Praf.g_00466
OG0001025	Praz.g_00865	Praf.g_00465
OG0001026	Praz.g_00863	Praf.g_00464
OG0001027	Praz.g_00862	Praf.g_00463
OG0001028	Praz.g_00861	Praf.g_00462
OG0001029	Praz.g_00860	Praf.g_00461
OG0001030	Praz.g_00859	Praf.g_00460
OG0001031	Praz.g_00858	Praf.g_00459
OG0001032	Praz.g_00857	Praf.g_00458
OG0001033	Praz.g_00856	Praf.g_00457
OG0001034	Praz.g_00855	Praf.g_00455
OG0001035	Praz.g_00853	Praf.g_00453
OG0001036	Praz.g_00852	Praf.g_00452
OG0001037	Praz.g_00851	Praf.g_00450
OG0001038	Praz.g_00850	Praf.g_00449
OG0001039	Praz.g_00849	Praf.g_00448
OG0001040	Praz.g_00848	Praf.g_00447
OG0001041	Praz.g_00847	Praf.g_00446
OG0001042	Praz.g_00846	Praf.g_00444
OG0001043	Praz.g_00845	Praf.g_00443
OG0001044	Praz.g_00844	Praf.g_00442
OG0001045	Praz.g_00843	Praf.g_00441
OG0001046	Praz.g_00842	Praf.g_00440
OG0001047	Praz.g_00839	Praf.g_00435
OG0001048	Praz.g_00837	Praf.g_00433
OG0001049	Praz.g_00836	Praf.g_00432
OG0001050	Praz.g_00835	Praf.g_00431
OG0001051	Praz.g_00834	Praf.g_00430
OG0001052	Praz.g_00833	Praf.g_00429
OG0001053	Praz.g_00831	Praf.g_00427
OG0001054	Praz.g_00830	Praf.g_00425
OG0001055	Praz.g_00829	Praf.g_00424
OG0001056	Praz.g_00828	Praf.g_00423
OG0001057	Praz.g_00827	Praf.g_00422
OG0001058	Praz.g_00826	Praf.g_00421
OG0001059	Praz.g_00825	Praf.g_00420
OG0001060	Praz.g_00824	Praf.g_00419
OG0001061	Praz.g_00823	Praf.g_00418
OG0001062	Praz.g_00822	Praf.g_00405
OG0001063	Praz.g_00821	Praf.g_00404
OG0001064	Praz.g_00340	Praf.g_00402
OG0001065	Praz.g_00335	Praf.g_02202
OG0001066	Praz.g_00334	Praf.g_02200
OG0001067	Praz.g_00333	Praf.g_02199
OG0001068	Praz.g_00331	Praf.g_02196
OG0001069	Praz.g_00330	Praf.g_02195
OG0001070	Praz.g_00329	Praf.g_02194
OG0001071	Praz.g_00328	Praf.g_02193
OG0001072	Praz.g_00327	Praf.g_02192
OG0001073	Praz.g_00326	Praf.g_02191
OG0001074	Praz.g_00325	Praf.g_02190
OG0001075	Praz.g_00324	Praf.g_02189
OG0001076	Praz.g_00323	Praf.g_02188
OG0001077	Praz.g_00322	Praf.g_02187
OG0001078	Praz.g_00321	Praf.g_02185
OG0001079	Praz.g_00320	Praf.g_02184
OG0001080	Praz.g_00319	Praf.g_02183
OG0001081	Praz.g_00316	Praf.g_02170
OG0001082	Praz.g_00315	Praf.g_02171
OG0001083	Praz.g_00314	Praf.g_02175
OG0001084	Praz.g_00312	Praf.g_02173
OG0001085	Praz.g_00311	Praf.g_02172
OG0001086	Praz.g_00310	Praf.g_02176
OG0001087	Praz.g_00309	Praf.g_02177
OG0001088	Praz.g_00308	Praf.g_02179
OG0001089	Praz.g_00305	Praf.g_02163
OG0001090	Praz.g_00303	Praf.g_02161
OG0001091	Praz.g_00302	Praf.g_02160
OG0001092	Praz.g_00301	Praf.g_02159
OG0001093	Praz.g_00300	Praf.g_02158
OG0001094	Praz.g_00299	Praf.g_02157
OG0001095	Praz.g_00298	Praf.g_02156
OG0001096	Praz.g_00297	Praf.g_02155
OG0001097	Praz.g_00296	Praf.g_02154
OG0001098	Praz.g_00295	Praf.g_02153
OG0001099	Praz.g_00294	Praf.g_02152
OG0001100	Praz.g_00293	Praf.g_02151
OG0001101	Praz.g_00292	Praf.g_02150
OG0001102	Praz.g_00291	Praf.g_02149
OG0001103	Praz.g_00290	Praf.g_02148
OG0001104	Praz.g_00289	Praf.g_02147
OG0001105	Praz.g_00288	Praf.g_02146
OG0001106	Praz.g_00287	Praf.g_02145
OG0001107	Praz.g_00286	Praf.g_02144
OG0001108	Praz.g_00285	Praf.g_02143
OG0001109	Praz.g_00284	Praf.g_02142
OG0001110	Praz.g_00283	Praf.g_02141
OG0001111	Praz.g_00282	Praf.g_02140
OG0001112	Praz.g_00281	Praf.g_02139
OG0001113	Praz.g_00280	Praf.g_02138
OG0001114	Praz.g_00279	Praf.g_02137
OG0001115	Praz.g_00278	Praf.g_02136
OG0001116	Praz.g_00277	Praf.g_02135
OG0001117	Praz.g_00276	Praf.g_02134
OG0001118	Praz.g_00275	Praf.g_02133
OG0001119	Praz.g_00274	Praf.g_02132
OG0001120	Praz.g_00273	Praf.g_02131
OG0001121	Praz.g_00271	Praf.g_02128
OG0001122	Praz.g_00270	Praf.g_02127
OG0001123	Praz.g_00269	Praf.g_02126
OG0001124	Praz.g_00267	Praf.g_02124
OG0001125	Praz.g_00265	Praf.g_02122
OG0001126	Praz.g_00264	Praf.g_02121
OG0001127	Praz.g_00262	Praf.g_02118
OG0001128	Praz.g_00261	Praf.g_02117
OG0001129	Praz.g_00260	Praf.g_02112
OG0001130	Praz.g_00257	Praf.g_02109
OG0001131	Praz.g_00256	Praf.g_02108
OG0001132	Praz.g_00255	Praf.g_02107
OG0001133	Praz.g_00254	Praf.g_02106
OG0001134	Praz.g_00253	Praf.g_02105
OG0001135	Praz.g_00252	Praf.g_02104
OG0001136	Praz.g_00251	Praf.g_02103
OG0001137	Praz.g_00250	Praf.g_02102
OG0001138	Praz.g_00249	Praf.g_02101
OG0001139	Praz.g_00248	Praf.g_02099
OG0001140	Praz.g_00247	Praf.g_02097
OG0001141	Praz.g_00246	Praf.g_02096
OG0001142	Praz.g_00242	Praf.g_02082
OG0001143	Praz.g_00241	Praf.g_02081
OG0001144	Praz.g_00240	Praf.g_02079
OG0001145	Praz.g_00239	Praf.g_02078
OG0001146	Praz.g_00238	Praf.g_02077
OG0001147	Praz.g_00237	Praf.g_02076
OG0001148	Praz.g_00236	Praf.g_02075
OG0001149	Praz.g_00234	Praf.g_02372
OG0001150	Praz.g_00233	Praf.g_02375
OG0001151	Praz.g_00231	Praf.g_02383
OG0001152	Praz.g_00230	Praf.g_02384
OG0001153	Praz.g_00229	Praf.g_02386
OG0001154	Praz.g_00227	Praf.g_02388
OG0001155	Praz.g_00225	Praf.g_02391
OG0001156	Praz.g_00223	Praf.g_02393
OG0001157	Praz.g_00222	Praf.g_02395
OG0001158	Praz.g_00220	Praf.g_02397
OG0001159	Praz.g_00219	Praf.g_02398
OG0001160	Praz.g_00218	Praf.g_02399
OG0001161	Praz.g_00217	Praf.g_00196
OG0001162	Praz.g_00216	Praf.g_00195
OG0001163	Praz.g_00215	Praf.g_00194
OG0001164	Praz.g_00214	Praf.g_00193
OG0001165	Praz.g_00213	Praf.g_00192
OG0001166	Praz.g_00212	Praf.g_00191
OG0001167	Praz.g_00211	Praf.g_00184
OG0001168	Praz.g_00210	Praf.g_00183
OG0001169	Praz.g_00209	Praf.g_00182
