Orthogroup	Praz	Prbh
OG0000562	Praz.g_01690	Prbh.g_01213
OG0000563	Praz.g_01689	Prbh.g_01212
OG0000564	Praz.g_01688	Prbh.g_01211
OG0000565	Praz.g_01687	Prbh.g_01210
OG0000566	Praz.g_01686	Prbh.g_01209
OG0000567	Praz.g_01685	Prbh.g_01208
OG0000568	Praz.g_01684	Prbh.g_01207
OG0000569	Praz.g_01683	Prbh.g_01206
OG0000570	Praz.g_01682	Prbh.g_01205
OG0000571	Praz.g_01681	Prbh.g_01204
OG0000572	Praz.g_01680	Prbh.g_01203
OG0000573	Praz.g_01677	Prbh.g_01200
OG0000574	Praz.g_01676	Prbh.g_01199
OG0000575	Praz.g_01675	Prbh.g_01198
OG0000576	Praz.g_01674	Prbh.g_01197
OG0000577	Praz.g_01673	Prbh.g_01196
OG0000578	Praz.g_01672	Prbh.g_01195
OG0000579	Praz.g_01671	Prbh.g_01194
OG0000580	Praz.g_01670	Prbh.g_01193
OG0000581	Praz.g_01669	Prbh.g_01192
OG0000582	Praz.g_01668	Prbh.g_01191
OG0000583	Praz.g_01667	Prbh.g_01190
OG0000584	Praz.g_01666	Prbh.g_01188
OG0000585	Praz.g_01665	Prbh.g_01187
OG0000586	Praz.g_01663	Prbh.g_01185
OG0000587	Praz.g_01662	Prbh.g_01184
OG0000588	Praz.g_01660	Prbh.g_00904
OG0000589	Praz.g_01659	Prbh.g_00905
OG0000590	Praz.g_01657	Prbh.g_00907
OG0000591	Praz.g_01651	Prbh.g_00913
OG0000592	Praz.g_01650	Prbh.g_00914
OG0000593	Praz.g_01649	Prbh.g_00915
OG0000594	Praz.g_01647	Prbh.g_00918
OG0000595	Praz.g_01646	Prbh.g_00919
OG0000596	Praz.g_01645	Prbh.g_00920
OG0000597	Praz.g_01643	Prbh.g_00922
OG0000598	Praz.g_01642	Prbh.g_00923
OG0000599	Praz.g_01641	Prbh.g_00924
OG0000600	Praz.g_01640	Prbh.g_00925
OG0000601	Praz.g_01638	Prbh.g_00928
OG0000602	Praz.g_01637	Prbh.g_00929
OG0000603	Praz.g_01636	Prbh.g_00930
OG0000604	Praz.g_01635	Prbh.g_00933
OG0000605	Praz.g_01634	Prbh.g_00934
OG0000606	Praz.g_01633	Prbh.g_00935
OG0000607	Praz.g_01631	Prbh.g_00937
OG0000608	Praz.g_01630	Prbh.g_00939
OG0000609	Praz.g_01626	Prbh.g_01487
OG0000610	Praz.g_01625	Prbh.g_00864
OG0000611	Praz.g_01606	Prbh.g_00946
OG0000612	Praz.g_01605	Prbh.g_00947
OG0000613	Praz.g_01604	Prbh.g_01170
OG0000614	Praz.g_01603	Prbh.g_01169
OG0000615	Praz.g_01601	Prbh.g_01167
OG0000616	Praz.g_01600	Prbh.g_01166
OG0000617	Praz.g_01599	Prbh.g_01165
OG0000618	Praz.g_01598	Prbh.g_01164
OG0000619	Praz.g_01597	Prbh.g_01163
OG0000620	Praz.g_01596	Prbh.g_01162
OG0000621	Praz.g_01595	Prbh.g_01161
OG0000622	Praz.g_01594	Prbh.g_01160
OG0000623	Praz.g_01593	Prbh.g_01159
OG0000624	Praz.g_01592	Prbh.g_01157
OG0000625	Praz.g_01591	Prbh.g_01156
OG0000626	Praz.g_01590	Prbh.g_01155
OG0000627	Praz.g_01589	Prbh.g_01154
OG0000628	Praz.g_01588	Prbh.g_01153
OG0000629	Praz.g_01587	Prbh.g_01151
OG0000630	Praz.g_01586	Prbh.g_01150
OG0000631	Praz.g_01584	Prbh.g_01148
OG0000632	Praz.g_01571	Prbh.g_01147
OG0000633	Praz.g_01567	Prbh.g_01875
OG0000634	Praz.g_01554	Prbh.g_01880
OG0000635	Praz.g_01547	Prbh.g_01078
OG0000636	Praz.g_01546	Prbh.g_01077
OG0000637	Praz.g_01545	Prbh.g_01076
OG0000638	Praz.g_01534	Prbh.g_00442
OG0000639	Praz.g_01525	Prbh.g_01051
OG0000640	Praz.g_01523	Prbh.g_01054
OG0000641	Praz.g_01521	Prbh.g_01056
OG0000642	Praz.g_01520	Prbh.g_01057
OG0000643	Praz.g_01519	Prbh.g_01058
OG0000644	Praz.g_01518	Prbh.g_01171
OG0000645	Praz.g_01517	Prbh.g_00948
OG0000646	Praz.g_01516	Prbh.g_00949
OG0000647	Praz.g_01515	Prbh.g_00950
OG0000648	Praz.g_01513	Prbh.g_00952
OG0000649	Praz.g_01512	Prbh.g_00953
OG0000650	Praz.g_01511	Prbh.g_00954
OG0000651	Praz.g_01510	Prbh.g_00955
OG0000652	Praz.g_01509	Prbh.g_00956
OG0000653	Praz.g_01508	Prbh.g_00957
OG0000654	Praz.g_01506	Prbh.g_00959
OG0000655	Praz.g_01504	Prbh.g_00961
OG0000656	Praz.g_01503	Prbh.g_00962
OG0000657	Praz.g_01502	Prbh.g_00963
OG0000658	Praz.g_01501	Prbh.g_00964
OG0000659	Praz.g_01500	Prbh.g_00965
OG0000660	Praz.g_01499	Prbh.g_00966
OG0000661	Praz.g_01498	Prbh.g_00967
OG0000662	Praz.g_01497	Prbh.g_00969
OG0000663	Praz.g_01496	Prbh.g_00970
OG0000664	Praz.g_01495	Prbh.g_00971
OG0000665	Praz.g_01494	Prbh.g_00972
OG0000666	Praz.g_01493	Prbh.g_00973
OG0000667	Praz.g_01492	Prbh.g_00974
OG0000668	Praz.g_01491	Prbh.g_00975
OG0000669	Praz.g_01489	Prbh.g_00977
OG0000670	Praz.g_01488	Prbh.g_00978
OG0000671	Praz.g_01487	Prbh.g_00979
OG0000672	Praz.g_01486	Prbh.g_00980
OG0000673	Praz.g_01485	Prbh.g_00981
OG0000674	Praz.g_01484	Prbh.g_00982
OG0000675	Praz.g_01482	Prbh.g_00983
OG0000676	Praz.g_01481	Prbh.g_00984
OG0000677	Praz.g_01478	Prbh.g_00987
OG0000678	Praz.g_01476	Prbh.g_00989
OG0000679	Praz.g_01475	Prbh.g_00991
OG0000680	Praz.g_01474	Prbh.g_00992
OG0000681	Praz.g_01473	Prbh.g_00993
OG0000682	Praz.g_01472	Prbh.g_00994
OG0000683	Praz.g_01470	Prbh.g_00996
OG0000684	Praz.g_01469	Prbh.g_00997
OG0000685	Praz.g_01468	Prbh.g_00998
OG0000686	Praz.g_01467	Prbh.g_00999
OG0000687	Praz.g_01466	Prbh.g_01001
OG0000688	Praz.g_01465	Prbh.g_01002
OG0000689	Praz.g_01464	Prbh.g_01003
OG0000690	Praz.g_01463	Prbh.g_01004
OG0000691	Praz.g_01462	Prbh.g_01005
OG0000692	Praz.g_01460	Prbh.g_01009
OG0000693	Praz.g_01459	Prbh.g_01010
OG0000694	Praz.g_01458	Prbh.g_01011
OG0000695	Praz.g_01457	Prbh.g_01012
OG0000696	Praz.g_01456	Prbh.g_01013
OG0000697	Praz.g_01454	Prbh.g_01015
OG0000698	Praz.g_01452	Prbh.g_01019
OG0000699	Praz.g_01451	Prbh.g_01020
OG0000700	Praz.g_01424	Prbh.g_00857
OG0000701	Praz.g_01420	Prbh.g_00861
OG0000702	Praz.g_01417	Prbh.g_00868
OG0000703	Praz.g_01416	Prbh.g_00870
OG0000704	Praz.g_01415	Prbh.g_00871
OG0000705	Praz.g_01414	Prbh.g_00872
OG0000706	Praz.g_01413	Prbh.g_00873
OG0000707	Praz.g_01411	Prbh.g_00875
OG0000708	Praz.g_01410	Prbh.g_00876
OG0000709	Praz.g_01408	Prbh.g_00878
OG0000710	Praz.g_01407	Prbh.g_00879
OG0000711	Praz.g_01406	Prbh.g_00880
OG0000712	Praz.g_01405	Prbh.g_00881
OG0000713	Praz.g_01404	Prbh.g_00882
OG0000714	Praz.g_01402	Prbh.g_00884
OG0000715	Praz.g_01401	Prbh.g_00885
OG0000716	Praz.g_01399	Prbh.g_00887
OG0000717	Praz.g_01398	Prbh.g_00888
OG0000718	Praz.g_01397	Prbh.g_00889
OG0000719	Praz.g_01395	Prbh.g_00891
OG0000720	Praz.g_01394	Prbh.g_00892
OG0000721	Praz.g_01392	Prbh.g_00895
OG0000722	Praz.g_01391	Prbh.g_00896
OG0000723	Praz.g_01390	Prbh.g_00897
OG0000724	Praz.g_01388	Prbh.g_00898
OG0000725	Praz.g_01387	Prbh.g_00899
OG0000726	Praz.g_01386	Prbh.g_00900
OG0000727	Praz.g_01385	Prbh.g_00901
OG0000728	Praz.g_01384	Prbh.g_00902
OG0000729	Praz.g_01383	Prbh.g_00903
OG0000730	Praz.g_01382	Prbh.g_01181
OG0000731	Praz.g_01381	Prbh.g_01179
OG0000732	Praz.g_01380	Prbh.g_01178
OG0000733	Praz.g_01379	Prbh.g_01177
OG0000734	Praz.g_01378	Prbh.g_01176
OG0000735	Praz.g_01376	Prbh.g_01174
OG0000736	Praz.g_01375	Prbh.g_01173
OG0000737	Praz.g_01374	Prbh.g_01172
OG0000738	Praz.g_01373	Prbh.g_01059
OG0000739	Praz.g_01372	Prbh.g_01060
OG0000740	Praz.g_01371	Prbh.g_01061
OG0000741	Praz.g_01370	Prbh.g_01062
OG0000742	Praz.g_01368	Prbh.g_01064
OG0000743	Praz.g_01367	Prbh.g_01065
OG0000744	Praz.g_01366	Prbh.g_01066
OG0000745	Praz.g_01365	Prbh.g_01067
OG0000746	Praz.g_01364	Prbh.g_01068
OG0000747	Praz.g_01363	Prbh.g_01069
OG0000748	Praz.g_01362	Prbh.g_01070
OG0000749	Praz.g_01361	Prbh.g_01071
OG0000750	Praz.g_01360	Prbh.g_01073
OG0000751	Praz.g_01359	Prbh.g_01074
OG0000752	Praz.g_01358	Prbh.g_01131
OG0000753	Praz.g_01356	Prbh.g_01079
OG0000754	Praz.g_01355	Prbh.g_01080
OG0000755	Praz.g_01354	Prbh.g_01081
OG0000756	Praz.g_01353	Prbh.g_01083
OG0000757	Praz.g_01352	Prbh.g_01084
OG0000758	Praz.g_01351	Prbh.g_01085
OG0000759	Praz.g_01349	Prbh.g_01087
OG0000760	Praz.g_01348	Prbh.g_01088
OG0000761	Praz.g_01347	Prbh.g_01089
OG0000762	Praz.g_01345	Prbh.g_01091
OG0000763	Praz.g_01344	Prbh.g_01092
OG0000764	Praz.g_01343	Prbh.g_01093
OG0000765	Praz.g_01342	Prbh.g_01094
OG0000766	Praz.g_01341	Prbh.g_01095
OG0000767	Praz.g_01339	Prbh.g_01097
OG0000768	Praz.g_01338	Prbh.g_01098
OG0000769	Praz.g_01337	Prbh.g_01099
OG0000770	Praz.g_01336	Prbh.g_01100
OG0000771	Praz.g_01335	Prbh.g_01101
OG0000772	Praz.g_01334	Prbh.g_01342
OG0000773	Praz.g_01333	Prbh.g_01102
OG0000774	Praz.g_01332	Prbh.g_01103
OG0000775	Praz.g_01331	Prbh.g_01104
OG0000776	Praz.g_01329	Prbh.g_01106
OG0000777	Praz.g_01327	Prbh.g_01107
OG0000778	Praz.g_01326	Prbh.g_01108
OG0000779	Praz.g_01325	Prbh.g_01109
OG0000780	Praz.g_01323	Prbh.g_01111
OG0000781	Praz.g_01321	Prbh.g_01113
OG0000782	Praz.g_01320	Prbh.g_01114
OG0000783	Praz.g_01308	Prbh.g_01116
OG0000784	Praz.g_01306	Prbh.g_01118
OG0000785	Praz.g_01305	Prbh.g_01119
OG0000786	Praz.g_01304	Prbh.g_01120
OG0000787	Praz.g_01303	Prbh.g_01121
OG0000788	Praz.g_01299	Prbh.g_01126
OG0000789	Praz.g_01297	Prbh.g_01129
OG0000790	Praz.g_01296	Prbh.g_01130
OG0000791	Praz.g_01294	Prbh.g_01133
OG0000792	Praz.g_01293	Prbh.g_01134
OG0000793	Praz.g_01292	Prbh.g_01135
OG0000794	Praz.g_01290	Prbh.g_01138
OG0000795	Praz.g_01287	Prbh.g_01042
OG0000796	Praz.g_01286	Prbh.g_01041
OG0000797	Praz.g_01284	Prbh.g_01039
OG0000798	Praz.g_01283	Prbh.g_01038
OG0000799	Praz.g_01282	Prbh.g_01037
OG0000800	Praz.g_01281	Prbh.g_01036
OG0000801	Praz.g_00064	Prbh.g_01033
OG0000802	Praz.g_00065	Prbh.g_01032
OG0000803	Praz.g_00067	Prbh.g_01030
OG0000804	Praz.g_00068	Prbh.g_01029
OG0000805	Praz.g_00069	Prbh.g_01028
OG0000806	Praz.g_00071	Prbh.g_01026
OG0000807	Praz.g_00096	Prbh.g_00411
OG0000808	Praz.g_00105	Prbh.g_00827
OG0000809	Praz.g_00108	Prbh.g_01331
OG0000810	Praz.g_00109	Prbh.g_01442
OG0000811	Praz.g_00116	Prbh.g_01351
OG0000812	Praz.g_00060	Prbh.g_01325
OG0000813	Praz.g_00056	Prbh.g_00432
OG0000814	Praz.g_00054	Prbh.g_01344
OG0000815	Praz.g_00040	Prbh.g_00008
OG0000816	Praz.g_00024	Prbh.g_01867
OG0000817	Praz.g_00023	Prbh.g_01866
OG0000818	Praz.g_00018	Prbh.g_00834
OG0000819	Praz.g_00011	Prbh.g_01305
OG0000820	Praz.g_00007	Prbh.g_01299
OG0000821	Praz.g_00005	Prbh.g_01297
OG0000822	Praz.g_00004	Prbh.g_01296
OG0000823	Praz.g_00003	Prbh.g_01295
OG0000824	Praz.g_00002	Prbh.g_01294
OG0000825	Praz.g_00001	Prbh.g_01293
OG0000826	Praz.g_00763	Prbh.g_01292
OG0000827	Praz.g_00762	Prbh.g_01291
OG0000828	Praz.g_00761	Prbh.g_01290
OG0000829	Praz.g_00760	Prbh.g_01289
OG0000830	Praz.g_00759	Prbh.g_01287
OG0000831	Praz.g_00756	Prbh.g_01284
OG0000832	Praz.g_00754	Prbh.g_01282
OG0000833	Praz.g_00753	Prbh.g_01280
OG0000834	Praz.g_00751	Prbh.g_01279
OG0000835	Praz.g_00750	Prbh.g_01278
OG0000836	Praz.g_00749	Prbh.g_01277
OG0000837	Praz.g_00747	Prbh.g_01274
OG0000838	Praz.g_00746	Prbh.g_01273
OG0000839	Praz.g_00745	Prbh.g_01272
OG0000840	Praz.g_00744	Prbh.g_01271
OG0000841	Praz.g_00743	Prbh.g_01270
OG0000842	Praz.g_00742	Prbh.g_01268
OG0000843	Praz.g_00741	Prbh.g_01267
OG0000844	Praz.g_00740	Prbh.g_01266
OG0000845	Praz.g_00739	Prbh.g_01265
OG0000846	Praz.g_00736	Prbh.g_01262
OG0000847	Praz.g_00734	Prbh.g_01261
OG0000848	Praz.g_00733	Prbh.g_01260
OG0000849	Praz.g_00732	Prbh.g_01257
OG0000850	Praz.g_00731	Prbh.g_01256
OG0000851	Praz.g_00730	Prbh.g_01254
OG0000852	Praz.g_00728	Prbh.g_01252
OG0000853	Praz.g_00727	Prbh.g_01250
OG0000854	Praz.g_00725	Prbh.g_01248
OG0000855	Praz.g_00724	Prbh.g_01247
OG0000856	Praz.g_00723	Prbh.g_01246
OG0000857	Praz.g_00722	Prbh.g_01245
OG0000858	Praz.g_00721	Prbh.g_01244
OG0000859	Praz.g_00720	Prbh.g_01243
OG0000860	Praz.g_00719	Prbh.g_01242
OG0000861	Praz.g_00718	Prbh.g_01241
OG0000862	Praz.g_00717	Prbh.g_01240
OG0000863	Praz.g_00716	Prbh.g_01239
OG0000864	Praz.g_00715	Prbh.g_01238
OG0000865	Praz.g_00714	Prbh.g_01237
OG0000866	Praz.g_00713	Prbh.g_01236
OG0000867	Praz.g_00712	Prbh.g_01235
OG0000868	Praz.g_00711	Prbh.g_01234
OG0000869	Praz.g_00709	Prbh.g_01232
OG0000870	Praz.g_00708	Prbh.g_01231
OG0000871	Praz.g_00706	Prbh.g_01230
OG0000872	Praz.g_00705	Prbh.g_01229
OG0000873	Praz.g_00703	Prbh.g_01227
OG0000874	Praz.g_00702	Prbh.g_01226
OG0000875	Praz.g_00701	Prbh.g_01225
OG0000876	Praz.g_00700	Prbh.g_01224
OG0000877	Praz.g_00698	Prbh.g_01451
OG0000878	Praz.g_01205	Prbh.g_01845
OG0000879	Praz.g_01191	Prbh.g_01362
OG0000880	Praz.g_01190	Prbh.g_01363
OG0000881	Praz.g_01189	Prbh.g_01364
OG0000882	Praz.g_01188	Prbh.g_01365
OG0000883	Praz.g_01187	Prbh.g_01366
OG0000884	Praz.g_01185	Prbh.g_01368
OG0000885	Praz.g_01184	Prbh.g_01369
OG0000886	Praz.g_01183	Prbh.g_01370
OG0000887	Praz.g_01182	Prbh.g_01371
OG0000888	Praz.g_01181	Prbh.g_01372
OG0000889	Praz.g_01178	Prbh.g_01375
OG0000890	Praz.g_01177	Prbh.g_01376
OG0000891	Praz.g_01176	Prbh.g_01377
OG0000892	Praz.g_01174	Prbh.g_01379
OG0000893	Praz.g_01173	Prbh.g_01380
OG0000894	Praz.g_01172	Prbh.g_01381
OG0000895	Praz.g_01171	Prbh.g_01382
OG0000896	Praz.g_01170	Prbh.g_01383
OG0000897	Praz.g_01169	Prbh.g_01384
OG0000898	Praz.g_01167	Prbh.g_01387
OG0000899	Praz.g_01166	Prbh.g_01388
OG0000900	Praz.g_01157	Prbh.g_01935
OG0000901	Praz.g_01153	Prbh.g_00002
OG0000902	Praz.g_01152	Prbh.g_00206
OG0000903	Praz.g_01151	Prbh.g_01341
OG0000904	Praz.g_01149	Prbh.g_00196
OG0000905	Praz.g_01147	Prbh.g_01326
OG0000906	Praz.g_01145	Prbh.g_01308
OG0000907	Praz.g_01144	Prbh.g_01017
OG0000908	Praz.g_01141	Prbh.g_01872
OG0000909	Praz.g_01137	Prbh.g_00011
OG0000910	Praz.g_01136	Prbh.g_00012
OG0000911	Praz.g_01135	Prbh.g_00013
OG0000912	Praz.g_01134	Prbh.g_00014
OG0000913	Praz.g_01133	Prbh.g_00015
OG0000914	Praz.g_01132	Prbh.g_00016
OG0000915	Praz.g_01131	Prbh.g_00017
OG0000916	Praz.g_01130	Prbh.g_00019
OG0000917	Praz.g_01129	Prbh.g_00020
OG0000918	Praz.g_01128	Prbh.g_00021
OG0000919	Praz.g_01127	Prbh.g_00022
OG0000920	Praz.g_01126	Prbh.g_00023
OG0000921	Praz.g_01125	Prbh.g_00024
OG0000922	Praz.g_01124	Prbh.g_00025
OG0000923	Praz.g_01123	Prbh.g_00026
OG0000924	Praz.g_01122	Prbh.g_00027
OG0000925	Praz.g_01121	Prbh.g_00028
OG0000926	Praz.g_01097	Prbh.g_01599
OG0000927	Praz.g_01059	Prbh.g_00079
OG0000928	Praz.g_01058	Prbh.g_00080
OG0000929	Praz.g_01057	Prbh.g_00081
OG0000930	Praz.g_01056	Prbh.g_00082
OG0000931	Praz.g_01055	Prbh.g_00083
OG0000932	Praz.g_01053	Prbh.g_00085
OG0000933	Praz.g_01052	Prbh.g_00086
OG0000934	Praz.g_01051	Prbh.g_00087
OG0000935	Praz.g_01050	Prbh.g_00088
OG0000936	Praz.g_01049	Prbh.g_00089
OG0000937	Praz.g_01048	Prbh.g_00090
OG0000938	Praz.g_01047	Prbh.g_00091
OG0000939	Praz.g_01046	Prbh.g_00092
OG0000940	Praz.g_01045	Prbh.g_00093
OG0000941	Praz.g_01043	Prbh.g_00094
OG0000942	Praz.g_01042	Prbh.g_00095
OG0000943	Praz.g_01039	Prbh.g_00101
OG0000944	Praz.g_01038	Prbh.g_00102
OG0000945	Praz.g_01037	Prbh.g_00103
OG0000946	Praz.g_01036	Prbh.g_00104
OG0000947	Praz.g_01035	Prbh.g_00105
OG0000948	Praz.g_01034	Prbh.g_00106
OG0000949	Praz.g_01033	Prbh.g_00107
OG0000950	Praz.g_01032	Prbh.g_00108
OG0000951	Praz.g_01031	Prbh.g_00109
OG0000952	Praz.g_01030	Prbh.g_00110
OG0000953	Praz.g_01029	Prbh.g_00111
OG0000954	Praz.g_01028	Prbh.g_00112
OG0000955	Praz.g_01027	Prbh.g_00113
OG0000956	Praz.g_01026	Prbh.g_00114
OG0000957	Praz.g_01025	Prbh.g_00115
OG0000958	Praz.g_01024	Prbh.g_00116
OG0000959	Praz.g_01023	Prbh.g_00117
OG0000960	Praz.g_01022	Prbh.g_00118
OG0000961	Praz.g_01018	Prbh.g_00122
OG0000962	Praz.g_01017	Prbh.g_00123
OG0000963	Praz.g_01016	Prbh.g_00124
OG0000964	Praz.g_01014	Prbh.g_00126
OG0000965	Praz.g_01013	Prbh.g_00127
OG0000966	Praz.g_01012	Prbh.g_00128
OG0000967	Praz.g_01011	Prbh.g_00129
OG0000968	Praz.g_01010	Prbh.g_00130
OG0000969	Praz.g_01009	Prbh.g_00131
OG0000970	Praz.g_01008	Prbh.g_00132
OG0000971	Praz.g_01007	Prbh.g_00133
OG0000972	Praz.g_01006	Prbh.g_00134
OG0000973	Praz.g_01005	Prbh.g_00135
OG0000974	Praz.g_01003	Prbh.g_00137
OG0000975	Praz.g_01000	Prbh.g_00144
OG0000976	Praz.g_00998	Prbh.g_00146
OG0000977	Praz.g_00997	Prbh.g_00147
OG0000978	Praz.g_00996	Prbh.g_00149
OG0000979	Praz.g_00994	Prbh.g_00151
OG0000980	Praz.g_00993	Prbh.g_00152
OG0000981	Praz.g_00992	Prbh.g_00153
OG0000982	Praz.g_00991	Prbh.g_00154
OG0000983	Praz.g_00989	Prbh.g_00156
OG0000984	Praz.g_00988	Prbh.g_00157
OG0000985	Praz.g_00987	Prbh.g_00158
OG0000986	Praz.g_00986	Prbh.g_00159
OG0000987	Praz.g_00985	Prbh.g_00160
OG0000988	Praz.g_00984	Prbh.g_00162
OG0000989	Praz.g_00983	Prbh.g_00163
OG0000990	Praz.g_00982	Prbh.g_00164
OG0000991	Praz.g_00981	Prbh.g_00165
OG0000992	Praz.g_00980	Prbh.g_00166
OG0000993	Praz.g_00979	Prbh.g_00167
OG0000994	Praz.g_00978	Prbh.g_00168
OG0000995	Praz.g_00977	Prbh.g_00169
OG0000996	Praz.g_00976	Prbh.g_00170
OG0000997	Praz.g_00975	Prbh.g_00171
OG0000998	Praz.g_00974	Prbh.g_00172
OG0000999	Praz.g_00973	Prbh.g_00173
OG0001000	Praz.g_00972	Prbh.g_00174
OG0001001	Praz.g_00970	Prbh.g_00176
OG0001002	Praz.g_00969	Prbh.g_00177
OG0001003	Praz.g_00968	Prbh.g_00178
OG0001004	Praz.g_00967	Prbh.g_00179
OG0001005	Praz.g_00966	Prbh.g_00181
OG0001006	Praz.g_00965	Prbh.g_00182
OG0001007	Praz.g_00964	Prbh.g_00183
OG0001008	Praz.g_00962	Prbh.g_00185
OG0001009	Praz.g_00961	Prbh.g_00186
OG0001010	Praz.g_00953	Prbh.g_01837
OG0001011	Praz.g_00946	Prbh.g_01454
OG0001012	Praz.g_00918	Prbh.g_00968
OG0001013	Praz.g_00883	Prbh.g_01789
OG0001014	Praz.g_00882	Prbh.g_01788
OG0001015	Praz.g_00876	Prbh.g_01781
OG0001016	Praz.g_00875	Prbh.g_01780
OG0001017	Praz.g_00874	Prbh.g_01779
OG0001018	Praz.g_00873	Prbh.g_01778
OG0001019	Praz.g_00871	Prbh.g_01776
OG0001020	Praz.g_00870	Prbh.g_01775
OG0001021	Praz.g_00869	Prbh.g_01774
OG0001022	Praz.g_00868	Prbh.g_01773
OG0001023	Praz.g_00867	Prbh.g_01772
OG0001024	Praz.g_00866	Prbh.g_01770
OG0001025	Praz.g_00865	Prbh.g_01769
OG0001026	Praz.g_00863	Prbh.g_01768
OG0001027	Praz.g_00862	Prbh.g_01767
OG0001028	Praz.g_00861	Prbh.g_01766
OG0001029	Praz.g_00860	Prbh.g_01765
OG0001030	Praz.g_00859	Prbh.g_01764
OG0001031	Praz.g_00858	Prbh.g_01763
OG0001032	Praz.g_00857	Prbh.g_01762
OG0001033	Praz.g_00856	Prbh.g_01761
OG0001034	Praz.g_00855	Prbh.g_01760
OG0001035	Praz.g_00853	Prbh.g_01758
OG0001036	Praz.g_00852	Prbh.g_01757
OG0001037	Praz.g_00851	Prbh.g_01756
OG0001038	Praz.g_00850	Prbh.g_01755
OG0001039	Praz.g_00849	Prbh.g_01754
OG0001040	Praz.g_00848	Prbh.g_01752
OG0001041	Praz.g_00847	Prbh.g_01751
OG0001042	Praz.g_00846	Prbh.g_01750
OG0001043	Praz.g_00845	Prbh.g_01749
OG0001044	Praz.g_00844	Prbh.g_01748
OG0001045	Praz.g_00843	Prbh.g_01747
OG0001046	Praz.g_00842	Prbh.g_01746
OG0001047	Praz.g_00839	Prbh.g_01743
OG0001048	Praz.g_00837	Prbh.g_01741
OG0001049	Praz.g_00836	Prbh.g_01740
OG0001050	Praz.g_00835	Prbh.g_01739
OG0001051	Praz.g_00834	Prbh.g_01738
OG0001052	Praz.g_00833	Prbh.g_01737
OG0001053	Praz.g_00831	Prbh.g_01735
OG0001054	Praz.g_00830	Prbh.g_01733
OG0001055	Praz.g_00829	Prbh.g_01732
OG0001056	Praz.g_00828	Prbh.g_01731
OG0001057	Praz.g_00827	Prbh.g_01730
OG0001058	Praz.g_00826	Prbh.g_01729
OG0001059	Praz.g_00825	Prbh.g_01728
OG0001060	Praz.g_00824	Prbh.g_01727
OG0001061	Praz.g_00823	Prbh.g_01726
OG0001062	Praz.g_00822	Prbh.g_01725
OG0001063	Praz.g_00821	Prbh.g_01724
OG0001064	Praz.g_00340	Prbh.g_01723
OG0001065	Praz.g_00335	Prbh.g_01719
OG0001066	Praz.g_00334	Prbh.g_01717
OG0001067	Praz.g_00333	Prbh.g_01716
OG0001068	Praz.g_00331	Prbh.g_01713
OG0001069	Praz.g_00330	Prbh.g_01712
OG0001070	Praz.g_00329	Prbh.g_01711
OG0001071	Praz.g_00328	Prbh.g_01710
OG0001072	Praz.g_00327	Prbh.g_01709
OG0001073	Praz.g_00326	Prbh.g_01708
OG0001074	Praz.g_00325	Prbh.g_01707
OG0001075	Praz.g_00324	Prbh.g_01706
OG0001076	Praz.g_00323	Prbh.g_01705
OG0001077	Praz.g_00322	Prbh.g_01704
OG0001078	Praz.g_00321	Prbh.g_01703
OG0001079	Praz.g_00320	Prbh.g_01702
OG0001080	Praz.g_00319	Prbh.g_01701
OG0001081	Praz.g_00316	Prbh.g_01697
OG0001082	Praz.g_00315	Prbh.g_01696
OG0001083	Praz.g_00314	Prbh.g_01692
OG0001084	Praz.g_00312	Prbh.g_01694
OG0001085	Praz.g_00311	Prbh.g_01695
OG0001086	Praz.g_00310	Prbh.g_01698
OG0001087	Praz.g_00309	Prbh.g_01699
OG0001088	Praz.g_00308	Prbh.g_01700
OG0001089	Praz.g_00305	Prbh.g_01687
OG0001090	Praz.g_00303	Prbh.g_01685
OG0001091	Praz.g_00302	Prbh.g_01684
OG0001092	Praz.g_00301	Prbh.g_01683
OG0001093	Praz.g_00300	Prbh.g_01682
OG0001094	Praz.g_00299	Prbh.g_01681
OG0001095	Praz.g_00298	Prbh.g_01680
OG0001096	Praz.g_00297	Prbh.g_01679
OG0001097	Praz.g_00296	Prbh.g_01678
OG0001098	Praz.g_00295	Prbh.g_01677
OG0001099	Praz.g_00294	Prbh.g_01676
OG0001100	Praz.g_00293	Prbh.g_01675
OG0001101	Praz.g_00292	Prbh.g_01674
OG0001102	Praz.g_00291	Prbh.g_01673
OG0001103	Praz.g_00290	Prbh.g_01672
OG0001104	Praz.g_00289	Prbh.g_01671
OG0001105	Praz.g_00288	Prbh.g_01670
OG0001106	Praz.g_00287	Prbh.g_01669
OG0001107	Praz.g_00286	Prbh.g_01668
OG0001108	Praz.g_00285	Prbh.g_01667
OG0001109	Praz.g_00284	Prbh.g_01666
OG0001110	Praz.g_00283	Prbh.g_01665
OG0001111	Praz.g_00282	Prbh.g_01664
OG0001112	Praz.g_00281	Prbh.g_01663
OG0001113	Praz.g_00280	Prbh.g_01662
OG0001114	Praz.g_00279	Prbh.g_01661
OG0001115	Praz.g_00278	Prbh.g_01660
OG0001116	Praz.g_00277	Prbh.g_01659
OG0001117	Praz.g_00276	Prbh.g_01658
OG0001118	Praz.g_00275	Prbh.g_01657
OG0001119	Praz.g_00274	Prbh.g_01656
OG0001120	Praz.g_00273	Prbh.g_01655
