Orthogroup	Syao	Syaf
OG0000572	Syao.g_01033	Syaf.g_02575
OG0000573	Syao.g_01022	Syaf.g_02567
OG0000574	Syao.g_01021	Syaf.g_02566
OG0000575	Syao.g_01000	Syaf.g_02562
OG0000576	Syao.g_00996	Syaf.g_02560
OG0000577	Syao.g_00995	Syaf.g_02559
OG0000578	Syao.g_00994	Syaf.g_02558
OG0000579	Syao.g_00993	Syaf.g_02557
OG0000580	Syao.g_00992	Syaf.g_02556
OG0000581	Syao.g_01059	Syaf.g_02550
OG0000582	Syao.g_01204	Syaf.g_02374
OG0000583	Syao.g_01205	Syaf.g_02373
OG0000584	Syao.g_01206	Syaf.g_02372
OG0000585	Syao.g_01054	Syaf.g_02370
OG0000586	Syao.g_01055	Syaf.g_02369
OG0000587	Syao.g_01057	Syaf.g_02367
OG0000588	Syao.g_00406	Syaf.g_02350
OG0000589	Syao.g_01342	Syaf.g_02340
OG0000590	Syao.g_01341	Syaf.g_02339
OG0000591	Syao.g_01330	Syaf.g_02331
OG0000592	Syao.g_01329	Syaf.g_02330
OG0000593	Syao.g_00890	Syaf.g_02314
OG0000594	Syao.g_00891	Syaf.g_02313
OG0000595	Syao.g_00892	Syaf.g_02312
OG0000596	Syao.g_00897	Syaf.g_02307
OG0000597	Syao.g_00900	Syaf.g_02304
OG0000598	Syao.g_00901	Syaf.g_02303
OG0000599	Syao.g_00908	Syaf.g_02300
OG0000600	Syao.g_00909	Syaf.g_02299
OG0000601	Syao.g_00910	Syaf.g_02298
OG0000602	Syao.g_00914	Syaf.g_02293
OG0000603	Syao.g_00915	Syaf.g_02292
OG0000604	Syao.g_00918	Syaf.g_02289
OG0000606	Syao.g_00924	Syaf.g_02145
OG0000607	Syao.g_00927	Syaf.g_02142
OG0000608	Syao.g_00928	Syaf.g_02141
OG0000609	Syao.g_00930	Syaf.g_02139
OG0000610	Syao.g_00940	Syaf.g_02132
OG0000611	Syao.g_00943	Syaf.g_02129
OG0000612	Syao.g_00944	Syaf.g_02128
OG0000613	Syao.g_01979	Syaf.g_00315
OG0000614	Syao.g_00375	Syaf.g_01469
OG0000615	Syao.g_00978	Syaf.g_02085
OG0000616	Syao.g_02342	Syaf.g_00518
OG0000617	Syao.g_00486	Syaf.g_01975
OG0000618	Syao.g_00485	Syaf.g_01974
OG0000619	Syao.g_00484	Syaf.g_01973
OG0000620	Syao.g_00479	Syaf.g_01966
OG0000621	Syao.g_00478	Syaf.g_01965
OG0000622	Syao.g_00476	Syaf.g_01964
OG0000623	Syao.g_00475	Syaf.g_01963
OG0000624	Syao.g_00473	Syaf.g_01961
OG0000625	Syao.g_00472	Syaf.g_01960
OG0000626	Syao.g_00471	Syaf.g_01959
OG0000627	Syao.g_00567	Syaf.g_01782
OG0000628	Syao.g_00566	Syaf.g_01783
OG0000629	Syao.g_00590	Syaf.g_01786
OG0000630	Syao.g_00585	Syaf.g_01790
OG0000631	Syao.g_00644	Syaf.g_01801
OG0000632	Syao.g_00643	Syaf.g_01802
OG0000633	Syao.g_00642	Syaf.g_01803
OG0000634	Syao.g_00752	Syaf.g_02053
OG0000635	Syao.g_00753	Syaf.g_02052
OG0000636	Syao.g_00755	Syaf.g_02050
OG0000637	Syao.g_00757	Syaf.g_02048
OG0000638	Syao.g_00758	Syaf.g_02047
OG0000639	Syao.g_00759	Syaf.g_02046
OG0000640	Syao.g_00760	Syaf.g_02045
OG0000641	Syao.g_00764	Syaf.g_02041
OG0000642	Syao.g_00765	Syaf.g_02040
OG0000643	Syao.g_00767	Syaf.g_02038
OG0000644	Syao.g_00768	Syaf.g_02037
OG0000645	Syao.g_00770	Syaf.g_02035
OG0000646	Syao.g_00773	Syaf.g_02032
OG0000647	Syao.g_00775	Syaf.g_02030
OG0000648	Syao.g_00777	Syaf.g_02027
OG0000649	Syao.g_00778	Syaf.g_02026
OG0000650	Syao.g_00779	Syaf.g_02025
OG0000651	Syao.g_00780	Syaf.g_02024
OG0000652	Syao.g_00781	Syaf.g_02023
OG0000653	Syao.g_00783	Syaf.g_02021
OG0000654	Syao.g_00784	Syaf.g_02020
OG0000655	Syao.g_00785	Syaf.g_02019
OG0000656	Syao.g_00789	Syaf.g_02016
OG0000657	Syao.g_00435	Syaf.g_01384
OG0000658	Syao.g_00560	Syaf.g_01381
OG0000659	Syao.g_00559	Syaf.g_01380
OG0000660	Syao.g_00555	Syaf.g_01376
OG0000662	Syao.g_00535	Syaf.g_01372
OG0000663	Syao.g_00532	Syaf.g_01369
OG0000664	Syao.g_00530	Syaf.g_01368
OG0000665	Syao.g_01436	Syaf.g_00980
OG0000666	Syao.g_02120	Syaf.g_01733
OG0000667	Syao.g_01375	Syaf.g_01635
OG0000668	Syao.g_02678	Syaf.g_01928
OG0000669	Syao.g_00955	Syaf.g_02112
OG0000670	Syao.g_00958	Syaf.g_02769
OG0000671	Syao.g_00960	Syaf.g_02108
OG0000672	Syao.g_00963	Syaf.g_02105
OG0000673	Syao.g_00966	Syaf.g_02102
OG0000674	Syao.g_00968	Syaf.g_02100
OG0000675	Syao.g_00969	Syaf.g_02099
OG0000676	Syao.g_00971	Syaf.g_02097
OG0000677	Syao.g_00972	Syaf.g_02096
OG0000678	Syao.g_00974	Syaf.g_02092
OG0000679	Syao.g_00981	Syaf.g_02083
OG0000680	Syao.g_00982	Syaf.g_02082
OG0000681	Syao.g_00985	Syaf.g_02079
OG0000682	Syao.g_00986	Syaf.g_02078
OG0000683	Syao.g_00987	Syaf.g_02077
OG0000684	Syao.g_00990	Syaf.g_02072
OG0000685	Syao.g_00733	Syaf.g_02070
OG0000686	Syao.g_00734	Syaf.g_02069
OG0000687	Syao.g_00735	Syaf.g_02068
OG0000688	Syao.g_00741	Syaf.g_02063
OG0000689	Syao.g_00743	Syaf.g_02061
OG0000690	Syao.g_00744	Syaf.g_02060
OG0000691	Syao.g_00745	Syaf.g_02059
OG0000692	Syao.g_00747	Syaf.g_02058
OG0000693	Syao.g_00748	Syaf.g_02057
OG0000694	Syao.g_00749	Syaf.g_02056
OG0000695	Syao.g_00639	Syaf.g_01805
OG0000696	Syao.g_00638	Syaf.g_01806
OG0000697	Syao.g_00636	Syaf.g_01808
OG0000698	Syao.g_00633	Syaf.g_01811
OG0000699	Syao.g_00631	Syaf.g_01813
OG0000700	Syao.g_00630	Syaf.g_01814
OG0000701	Syao.g_00629	Syaf.g_01815
OG0000702	Syao.g_00705	Syaf.g_01843
OG0000703	Syao.g_00693	Syaf.g_01844
OG0000704	Syao.g_00689	Syaf.g_01846
OG0000705	Syao.g_00682	Syaf.g_01853
OG0000706	Syao.g_00681	Syaf.g_01854
OG0000707	Syao.g_00680	Syaf.g_01855
OG0000708	Syao.g_00677	Syaf.g_01858
OG0000709	Syao.g_00670	Syaf.g_01867
OG0000710	Syao.g_00666	Syaf.g_01878
OG0000711	Syao.g_00815	Syaf.g_01908
OG0000712	Syao.g_00813	Syaf.g_01910
OG0000713	Syao.g_00812	Syaf.g_01911
OG0000714	Syao.g_00810	Syaf.g_01913
OG0000715	Syao.g_00808	Syaf.g_01915
OG0000716	Syao.g_00804	Syaf.g_01919
OG0000717	Syao.g_00803	Syaf.g_01920
OG0000718	Syao.g_00794	Syaf.g_01924
OG0000719	Syao.g_00444	Syaf.g_01926
OG0000720	Syao.g_00457	Syaf.g_01939
OG0000721	Syao.g_00459	Syaf.g_01941
OG0000722	Syao.g_00460	Syaf.g_01942
OG0000723	Syao.g_00469	Syaf.g_01957
OG0000724	Syao.g_00513	Syaf.g_01418
OG0000725	Syao.g_00385	Syaf.g_01445
OG0000726	Syao.g_00384	Syaf.g_01446
OG0000727	Syao.g_00383	Syaf.g_01447
OG0000728	Syao.g_00381	Syaf.g_01449
OG0000729	Syao.g_02190	Syaf.g_00405
OG0000730	Syao.g_01880	Syaf.g_00026
OG0000731	Syao.g_01868	Syaf.g_00014
OG0000732	Syao.g_02218	Syaf.g_00444
OG0000733	Syao.g_01427	Syaf.g_00615
OG0000734	Syao.g_02592	Syaf.g_00895
OG0000735	Syao.g_00140	Syaf.g_01273
OG0000736	Syao.g_00139	Syaf.g_01274
OG0000737	Syao.g_00138	Syaf.g_01275
OG0000738	Syao.g_00132	Syaf.g_01280
OG0000739	Syao.g_00131	Syaf.g_01281
OG0000740	Syao.g_00130	Syaf.g_01282
OG0000741	Syao.g_00127	Syaf.g_01285
OG0000742	Syao.g_00124	Syaf.g_01287
OG0000743	Syao.g_00217	Syaf.g_01289
OG0000744	Syao.g_00216	Syaf.g_01290
OG0000745	Syao.g_00213	Syaf.g_01293
OG0000746	Syao.g_00210	Syaf.g_01295
OG0000747	Syao.g_00208	Syaf.g_01296
OG0000748	Syao.g_00193	Syaf.g_01307
OG0000749	Syao.g_00192	Syaf.g_01309
OG0000750	Syao.g_00191	Syaf.g_01310
OG0000751	Syao.g_00185	Syaf.g_01317
OG0000752	Syao.g_00183	Syaf.g_01319
OG0000753	Syao.g_00180	Syaf.g_01322
OG0000754	Syao.g_00175	Syaf.g_01611
OG0000755	Syao.g_00021	Syaf.g_01599
OG0000756	Syao.g_00229	Syaf.g_01598
OG0000757	Syao.g_00252	Syaf.g_01590
OG0000758	Syao.g_00251	Syaf.g_01589
OG0000759	Syao.g_00250	Syaf.g_01588
OG0000760	Syao.g_00249	Syaf.g_01587
OG0000761	Syao.g_00248	Syaf.g_01586
OG0000762	Syao.g_00246	Syaf.g_01584
OG0000763	Syao.g_00242	Syaf.g_01582
OG0000764	Syao.g_00241	Syaf.g_01581
OG0000765	Syao.g_00267	Syaf.g_01564
OG0000766	Syao.g_00266	Syaf.g_01563
OG0000767	Syao.g_00264	Syaf.g_01561
OG0000768	Syao.g_00263	Syaf.g_01560
OG0000769	Syao.g_00261	Syaf.g_01558
OG0000770	Syao.g_00257	Syaf.g_01553
OG0000771	Syao.g_00506	Syaf.g_01411
OG0000772	Syao.g_01523	Syaf.g_01705
OG0000773	Syao.g_01447	Syaf.g_01268
OG0000774	Syao.g_01442	Syaf.g_01263
OG0000775	Syao.g_01440	Syaf.g_01261
OG0000776	Syao.g_01439	Syaf.g_01260
OG0000777	Syao.g_01438	Syaf.g_01259
OG0000778	Syao.g_01437	Syaf.g_01258
OG0000779	Syao.g_01469	Syaf.g_01252
OG0000780	Syao.g_01456	Syaf.g_01249
OG0000781	Syao.g_01452	Syaf.g_01245
OG0000782	Syao.g_01451	Syaf.g_01244
OG0000783	Syao.g_01450	Syaf.g_01243
OG0000784	Syao.g_01449	Syaf.g_01242
OG0000785	Syao.g_01481	Syaf.g_01240
OG0000786	Syao.g_01473	Syaf.g_02546
OG0000787	Syao.g_01472	Syaf.g_02547
OG0000788	Syao.g_00870	Syaf.g_02297
OG0000789	Syao.g_00623	Syaf.g_01750
OG0000790	Syao.g_00041, Syao.g_00315	Syaf.g_02738
OG0000791	Syao.g_00043	Syaf.g_02740
OG0000792	Syao.g_00044	Syaf.g_02741
OG0000793	Syao.g_02700	Syaf.g_02746
OG0000794	Syao.g_02703	Syaf.g_02747
OG0000795	Syao.g_02704	Syaf.g_02748
OG0000796	Syao.g_02708	Syaf.g_02752
OG0000797	Syao.g_02709	Syaf.g_02753
OG0000798	Syao.g_02066	Syaf.g_00240
OG0000799	Syao.g_01525	Syaf.g_02380
OG0000800	Syao.g_01526	Syaf.g_02383
OG0000801	Syao.g_01527	Syaf.g_02384
OG0000802	Syao.g_01531	Syaf.g_02388
OG0000803	Syao.g_01534	Syaf.g_02393
OG0000804	Syao.g_01537	Syaf.g_02396
OG0000805	Syao.g_01502	Syaf.g_02398
OG0000806	Syao.g_01504	Syaf.g_02405
OG0000807	Syao.g_01506	Syaf.g_02406
OG0000808	Syao.g_01507	Syaf.g_02407
OG0000809	Syao.g_01511	Syaf.g_02410
OG0000810	Syao.g_01482	Syaf.g_02411
OG0000811	Syao.g_01490	Syaf.g_02420
OG0000812	Syao.g_01492	Syaf.g_02422
OG0000813	Syao.g_01493	Syaf.g_02423
OG0000814	Syao.g_01495	Syaf.g_02425
OG0000815	Syao.g_01499	Syaf.g_02426
OG0000816	Syao.g_01471	Syaf.g_02428
OG0000817	Syao.g_01519	Syaf.g_02429
OG0000818	Syao.g_00062	Syaf.g_02442
OG0000819	Syao.g_00063	Syaf.g_02443
OG0000820	Syao.g_00064	Syaf.g_02444
OG0000821	Syao.g_00070	Syaf.g_02450
OG0000822	Syao.g_00072	Syaf.g_02452
OG0000823	Syao.g_00073	Syaf.g_02453
OG0000824	Syao.g_00079	Syaf.g_02459
OG0000825	Syao.g_00080	Syaf.g_02460
OG0000826	Syao.g_00081	Syaf.g_02461
OG0000827	Syao.g_00082	Syaf.g_02462
OG0000828	Syao.g_00085	Syaf.g_02465
OG0000829	Syao.g_00086	Syaf.g_02466
OG0000830	Syao.g_00087	Syaf.g_02467
OG0000831	Syao.g_00089	Syaf.g_02470
OG0000832	Syao.g_01696	Syaf.g_01109
OG0000833	Syao.g_01612	Syaf.g_01100
OG0000834	Syao.g_01610	Syaf.g_01098
OG0000835	Syao.g_01609	Syaf.g_01097
OG0000836	Syao.g_01606	Syaf.g_01093
OG0000837	Syao.g_01605	Syaf.g_01091
OG0000838	Syao.g_01601	Syaf.g_01087
OG0000839	Syao.g_01600	Syaf.g_01086
OG0000840	Syao.g_01599	Syaf.g_01085
OG0000841	Syao.g_01598	Syaf.g_01084
OG0000842	Syao.g_01597	Syaf.g_01083
OG0000843	Syao.g_01596	Syaf.g_01082
OG0000844	Syao.g_01594	Syaf.g_01080
OG0000845	Syao.g_01593	Syaf.g_01079
OG0000846	Syao.g_01592	Syaf.g_01078
OG0000847	Syao.g_01591	Syaf.g_01077
OG0000848	Syao.g_01589	Syaf.g_01075
OG0000849	Syao.g_01588	Syaf.g_01074
OG0000850	Syao.g_01585	Syaf.g_01072
OG0000851	Syao.g_01582	Syaf.g_01061
OG0000852	Syao.g_01581	Syaf.g_01060
OG0000853	Syao.g_01577	Syaf.g_01056
OG0000854	Syao.g_01575	Syaf.g_01054
OG0000855	Syao.g_01574	Syaf.g_01053
OG0000856	Syao.g_01327	Syaf.g_02328
OG0000857	Syao.g_00774	Syaf.g_02031
OG0000858	Syao.g_01567	Syaf.g_01047
OG0000859	Syao.g_01566	Syaf.g_01046
OG0000860	Syao.g_01552	Syaf.g_01031
OG0000861	Syao.g_01551	Syaf.g_01030
OG0000862	Syao.g_01542	Syaf.g_01029
OG0000863	Syao.g_01540	Syaf.g_01026
OG0000864	Syao.g_01017	Syaf.g_01025
OG0000866	Syao.g_01686	Syaf.g_01023
OG0000867	Syao.g_01685	Syaf.g_01022
OG0000868	Syao.g_01682	Syaf.g_01019
OG0000869	Syao.g_01677	Syaf.g_01014
OG0000870	Syao.g_01672	Syaf.g_01009
OG0000871	Syao.g_01671	Syaf.g_01008
OG0000872	Syao.g_01665	Syaf.g_01001
OG0000873	Syao.g_01662	Syaf.g_00998
OG0000874	Syao.g_01660	Syaf.g_01002
OG0000875	Syao.g_01658	Syaf.g_00996
OG0000876	Syao.g_00536	Syaf.g_01198
OG0000877	Syao.g_01654	Syaf.g_01188
OG0000878	Syao.g_01653	Syaf.g_01187
OG0000879	Syao.g_01652	Syaf.g_01186
OG0000880	Syao.g_01651	Syaf.g_01185
OG0000881	Syao.g_01647	Syaf.g_01179
OG0000882	Syao.g_01642	Syaf.g_01174
OG0000883	Syao.g_01638	Syaf.g_01172
OG0000884	Syao.g_01636	Syaf.g_01170
OG0000885	Syao.g_01635	Syaf.g_01169
OG0000886	Syao.g_01634	Syaf.g_01168
OG0000887	Syao.g_01633	Syaf.g_01167
OG0000888	Syao.g_01631	Syaf.g_01165
OG0000889	Syao.g_01629	Syaf.g_01163
OG0000890	Syao.g_01626	Syaf.g_01157
OG0000891	Syao.g_01625	Syaf.g_01156
OG0000892	Syao.g_01695	Syaf.g_01154
OG0000893	Syao.g_01934	Syaf.g_00178
OG0000894	Syao.g_01937	Syaf.g_00175
OG0000895	Syao.g_01916	Syaf.g_00171
OG0000896	Syao.g_01917	Syaf.g_00170
OG0000897	Syao.g_01919	Syaf.g_00168
OG0000898	Syao.g_01920	Syaf.g_00167
OG0000899	Syao.g_01921	Syaf.g_00166
OG0000900	Syao.g_01922	Syaf.g_00165
OG0000901	Syao.g_01927	Syaf.g_00160
OG0000902	Syao.g_01929	Syaf.g_00158
OG0000903	Syao.g_01798	Syaf.g_00141
OG0000904	Syao.g_01804	Syaf.g_00146
OG0000905	Syao.g_01862	Syaf.g_00151
OG0000906	Syao.g_01931	Syaf.g_00154
OG0000907	Syao.g_01796	Syaf.g_00139
OG0000908	Syao.g_01793	Syaf.g_00136
OG0000909	Syao.g_01792	Syaf.g_00135
OG0000910	Syao.g_01791	Syaf.g_00134
OG0000911	Syao.g_01789	Syaf.g_00132
OG0000912	Syao.g_01788	Syaf.g_00131
OG0000913	Syao.g_01787	Syaf.g_00130
OG0000914	Syao.g_01786	Syaf.g_00129
OG0000915	Syao.g_01784	Syaf.g_00127
OG0000916	Syao.g_01783	Syaf.g_00126
OG0000917	Syao.g_01782	Syaf.g_00125
OG0000918	Syao.g_01781	Syaf.g_00124
OG0000919	Syao.g_01780	Syaf.g_00123
OG0000920	Syao.g_01779	Syaf.g_00122
OG0000921	Syao.g_01778	Syaf.g_00121
OG0000922	Syao.g_01777	Syaf.g_00120
OG0000923	Syao.g_01772	Syaf.g_00116
OG0000924	Syao.g_01771	Syaf.g_00115
OG0000925	Syao.g_01770	Syaf.g_00114
OG0000926	Syao.g_01769	Syaf.g_00113
OG0000927	Syao.g_01767	Syaf.g_00111
OG0000928	Syao.g_01766	Syaf.g_00110
OG0000929	Syao.g_01765	Syaf.g_00109
OG0000930	Syao.g_01764	Syaf.g_00108
OG0000931	Syao.g_01763	Syaf.g_00107
OG0000932	Syao.g_01762	Syaf.g_00106
OG0000933	Syao.g_01811	Syaf.g_00100
OG0000934	Syao.g_01809	Syaf.g_00098
OG0000935	Syao.g_01808	Syaf.g_00097
OG0000936	Syao.g_01843	Syaf.g_00096
OG0000937	Syao.g_01842	Syaf.g_00095
OG0000938	Syao.g_01839	Syaf.g_00092
OG0000939	Syao.g_01838	Syaf.g_00091
OG0000940	Syao.g_01830	Syaf.g_00084
OG0000941	Syao.g_01828	Syaf.g_00082
OG0000942	Syao.g_01826	Syaf.g_00080
OG0000943	Syao.g_01824	Syaf.g_00079
OG0000944	Syao.g_01822	Syaf.g_00077
OG0000945	Syao.g_01821	Syaf.g_00075
OG0000946	Syao.g_01852	Syaf.g_00070
OG0000947	Syao.g_01849	Syaf.g_00067
OG0000948	Syao.g_01848	Syaf.g_00066
OG0000949	Syao.g_01970	Syaf.g_00337
OG0000950	Syao.g_01957	Syaf.g_00351
OG0000951	Syao.g_02262	Syaf.g_00358
OG0000952	Syao.g_02266	Syaf.g_00363
OG0000953	Syao.g_02130	Syaf.g_00367
OG0000954	Syao.g_02135	Syaf.g_00372
OG0000955	Syao.g_02136	Syaf.g_00373
OG0000956	Syao.g_02138	Syaf.g_00375
OG0000957	Syao.g_01951	Syaf.g_00386
OG0000958	Syao.g_01950	Syaf.g_00387
OG0000959	Syao.g_01947	Syaf.g_00391
OG0000960	Syao.g_01946	Syaf.g_00392
OG0000961	Syao.g_02496	Syaf.g_00402
OG0000962	Syao.g_02191	Syaf.g_00404
OG0000963	Syao.g_02186	Syaf.g_00409
OG0000964	Syao.g_02185	Syaf.g_00410
OG0000965	Syao.g_02184	Syaf.g_00411
OG0000966	Syao.g_02172	Syaf.g_00421
OG0000967	Syao.g_02167	Syaf.g_00426
OG0000968	Syao.g_02199	Syaf.g_00417
OG0000969	Syao.g_02200	Syaf.g_00423
OG0000970	Syao.g_02201	Syaf.g_00424
OG0000971	Syao.g_02203	Syaf.g_00429
OG0000972	Syao.g_02204	Syaf.g_00430
OG0000973	Syao.g_02205	Syaf.g_00431
OG0000974	Syao.g_02206	Syaf.g_00432
OG0000975	Syao.g_02207	Syaf.g_00433
OG0000976	Syao.g_02208	Syaf.g_00434
OG0000977	Syao.g_02210	Syaf.g_00436
OG0000978	Syao.g_02211	Syaf.g_00437
OG0000979	Syao.g_02214	Syaf.g_00440
OG0000980	Syao.g_02217	Syaf.g_00443
OG0000981	Syao.g_02220	Syaf.g_00446
OG0000982	Syao.g_02437	Syaf.g_00645
OG0000983	Syao.g_02438	Syaf.g_00644
OG0000984	Syao.g_02439	Syaf.g_00643
OG0000985	Syao.g_02443	Syaf.g_00641
OG0000986	Syao.g_02445	Syaf.g_00639
OG0000987	Syao.g_02447	Syaf.g_00637
OG0000988	Syao.g_02452	Syaf.g_00633
OG0000989	Syao.g_02368	Syaf.g_00624
OG0000990	Syao.g_02362	Syaf.g_00606
OG0000991	Syao.g_02354	Syaf.g_00604
OG0000992	Syao.g_02279	Syaf.g_00601
OG0000993	Syao.g_02280	Syaf.g_00600
OG0000994	Syao.g_02283	Syaf.g_00597
OG0000995	Syao.g_02287	Syaf.g_00592
OG0000996	Syao.g_02305	Syaf.g_00543
OG0000997	Syao.g_02326	Syaf.g_00532
OG0000998	Syao.g_02328	Syaf.g_00530
OG0000999	Syao.g_02329	Syaf.g_00529
OG0001000	Syao.g_02333	Syaf.g_00526
OG0001001	Syao.g_02338	Syaf.g_00521
OG0001002	Syao.g_02345	Syaf.g_00515
OG0001003	Syao.g_02347	Syaf.g_00514
OG0001004	Syao.g_02348	Syaf.g_00513
OG0001005	Syao.g_02194	Syaf.g_00510
OG0001006	Syao.g_02159	Syaf.g_00500
OG0001007	Syao.g_02161	Syaf.g_00498
OG0001008	Syao.g_01737	Syaf.g_01215
OG0001009	Syao.g_02239	Syaf.g_00466
OG0001010	Syao.g_02238	Syaf.g_00465
OG0001011	Syao.g_02236	Syaf.g_00463
OG0001012	Syao.g_00322	Syaf.g_00649
OG0001013	Syao.g_02413	Syaf.g_00669
OG0001014	Syao.g_02407	Syaf.g_00691
OG0001015	Syao.g_02406	Syaf.g_00692
OG0001016	Syao.g_02622	Syaf.g_00958
OG0001017	Syao.g_02628	Syaf.g_00952
OG0001018	Syao.g_02630	Syaf.g_00950
OG0001019	Syao.g_02654	Syaf.g_00931
OG0001020	Syao.g_02663	Syaf.g_00926
OG0001021	Syao.g_02666	Syaf.g_00922
OG0001022	Syao.g_02670	Syaf.g_00918
OG0001023	Syao.g_02671	Syaf.g_00917
OG0001024	Syao.g_01018	Syaf.g_00913
OG0001025	Syao.g_02597	Syaf.g_00906
OG0001026	Syao.g_02594	Syaf.g_00893
OG0001027	Syao.g_02564	Syaf.g_00884
OG0001028	Syao.g_02568	Syaf.g_00882
OG0001029	Syao.g_02570	Syaf.g_00880
OG0001030	Syao.g_02545	Syaf.g_00860
OG0001031	Syao.g_02528	Syaf.g_00784
OG0001032	Syao.g_02530	Syaf.g_00781
OG0001034	Syao.g_01704	Syaf.g_02787
OG0001035	Syao.g_02101	Syaf.g_00207
OG0001036	Syao.g_02096	Syaf.g_00212
OG0001037	Syao.g_02094	Syaf.g_00214
OG0001038	Syao.g_02065	Syaf.g_00242
OG0001039	Syao.g_02062	Syaf.g_00245
OG0001040	Syao.g_02059	Syaf.g_00248
OG0001041	Syao.g_02055	Syaf.g_00253
OG0001042	Syao.g_02032	Syaf.g_00275
OG0001043	Syao.g_02028	Syaf.g_00279
OG0001044	Syao.g_01878	Syaf.g_00024
OG0001045	Syao.g_01865	Syaf.g_00011
OG0001046	Syao.g_00827	Syaf.g_01894
OG0001047	Syao.g_01739	Syaf.g_01217
OG0001048	Syao.g_01740	Syaf.g_01218
OG0001049	Syao.g_01616	Syaf.g_01226
OG0001050	Syao.g_01618	Syaf.g_01227
OG0001051	Syao.g_01619	Syaf.g_01228
OG0001052	Syao.g_02686	Syaf.g_02502
OG0001053	Syao.g_00025	Syaf.g_02718
OG0001054	Syao.g_00104	Syaf.g_02701
OG0001056	Syao.g_01417	Syaf.g_02649
OG0001057	Syao.g_00879	Syaf.g_02638
OG0001058	Syao.g_00862	Syaf.g_02624
OG0001059	Syao.g_00858	Syaf.g_02620
OG0001060	Syao.g_00852	Syaf.g_02614
OG0001062	Syao.g_01050	Syaf.g_02588
OG0001063	Syao.g_01042	Syaf.g_02583
OG0001064	Syao.g_01041	Syaf.g_02582
OG0001065	Syao.g_01040	Syaf.g_02581
OG0001066	Syao.g_01039	Syaf.g_02580
OG0001067	Syao.g_01038	Syaf.g_02579
OG0001068	Syao.g_01037	Syaf.g_02578
OG0001069	Syao.g_01036	Syaf.g_02577
OG0001070	Syao.g_01032	Syaf.g_02574
OG0001071	Syao.g_01031	Syaf.g_02573
OG0001072	Syao.g_01027	Syaf.g_02569
OG0001073	Syao.g_00991	Syaf.g_02555
OG0001074	Syao.g_00392	Syaf.g_02365
OG0001075	Syao.g_00391	Syaf.g_02363
OG0001076	Syao.g_01339	Syaf.g_02337
OG0001077	Syao.g_01323	Syaf.g_02325
OG0001078	Syao.g_00895	Syaf.g_02309
OG0001079	Syao.g_00911	Syaf.g_02296
OG0001081	Syao.g_00925	Syaf.g_02144
OG0001082	Syao.g_00926	Syaf.g_02143
OG0001083	Syao.g_00934	Syaf.g_02136
OG0001084	Syao.g_00935	Syaf.g_02135
OG0001085	Syao.g_00947	Syaf.g_02125
OG0001086	Syao.g_00949	Syaf.g_02123
OG0001087	Syao.g_01419	Syaf.g_01482
OG0001088	Syao.g_00211	Syaf.g_01478
OG0001089	Syao.g_00376	Syaf.g_01453
OG0001090	Syao.g_00494	Syaf.g_01981
OG0001091	Syao.g_00491	Syaf.g_01979
OG0001092	Syao.g_00489	Syaf.g_01977
OG0001093	Syao.g_00482	Syaf.g_01971
OG0001094	Syao.g_00750	Syaf.g_02055
OG0001095	Syao.g_00771	Syaf.g_02034
OG0001096	Syao.g_00786	Syaf.g_02018
OG0001097	Syao.g_00552	Syaf.g_01373
OG0001098	Syao.g_00731	Syaf.g_01743
OG0001099	Syao.g_02569	Syaf.g_00881
OG0001100	Syao.g_00957	Syaf.g_02110
OG0001101	Syao.g_00959	Syaf.g_02109
OG0001102	Syao.g_00962	Syaf.g_02106
OG0001103	Syao.g_00964	Syaf.g_02104
OG0001105	Syao.g_00736	Syaf.g_02067
OG0001106	Syao.g_00688	Syaf.g_01847
OG0001107	Syao.g_00676	Syaf.g_01859
OG0001108	Syao.g_00669	Syaf.g_01868
OG0001109	Syao.g_00667	Syaf.g_01877
OG0001110	Syao.g_00665	Syaf.g_01879
OG0001111	Syao.g_00663	Syaf.g_01881
OG0001112	Syao.g_00661	Syaf.g_01883
OG0001113	Syao.g_00660	Syaf.g_01884
OG0001114	Syao.g_00659	Syaf.g_01885
OG0001115	Syao.g_00832	Syaf.g_01889
OG0001116	Syao.g_00830	Syaf.g_01891
OG0001117	Syao.g_00829	Syaf.g_01892
OG0001118	Syao.g_00828	Syaf.g_01893
OG0001119	Syao.g_00826	Syaf.g_01895
OG0001120	Syao.g_00822	Syaf.g_01899
OG0001122	Syao.g_00445	Syaf.g_01927
OG0001123	Syao.g_00451	Syaf.g_01934
OG0001124	Syao.g_00453	Syaf.g_01936
OG0001125	Syao.g_00456	Syaf.g_01938
OG0001126	Syao.g_00504	Syaf.g_01409
OG0001127	Syao.g_00505	Syaf.g_01410
OG0001128	Syao.g_00508	Syaf.g_01413
OG0001129	Syao.g_00510	Syaf.g_01415
OG0001130	Syao.g_00511	Syaf.g_01416
OG0001131	Syao.g_01387	Syaf.g_02090
OG0001132	Syao.g_01221	Syaf.g_01722
OG0001133	Syao.g_01333	Syaf.g_02334
OG0001134	Syao.g_01428	Syaf.g_01616
OG0001135	Syao.g_01424	Syaf.g_01618
OG0001136	Syao.g_00126	Syaf.g_01286
OG0001137	Syao.g_00194	Syaf.g_01306
OG0001138	Syao.g_00227	Syaf.g_01596
OG0001139	Syao.g_00225	Syaf.g_01594
