Orthogroup	Syao	Syam
OG0000593	Syao.g_00890	Syam.g_01471
OG0000594	Syao.g_00891	Syam.g_01470
OG0000595	Syao.g_00892	Syam.g_01469
OG0000596	Syao.g_00897	Syam.g_01465
OG0000597	Syao.g_00900	Syam.g_01462
OG0000598	Syao.g_00901	Syam.g_01461
OG0000599	Syao.g_00908	Syam.g_01458
OG0000600	Syao.g_00909	Syam.g_01457
OG0000601	Syao.g_00910	Syam.g_01456
OG0000602	Syao.g_00914	Syam.g_01451
OG0000603	Syao.g_00915	Syam.g_01450
OG0000604	Syao.g_00918	Syam.g_01447
OG0000606	Syao.g_00924	Syam.g_01387
OG0000607	Syao.g_00927	Syam.g_01384
OG0000608	Syao.g_00928	Syam.g_01383
OG0000609	Syao.g_00930	Syam.g_01380
OG0000610	Syao.g_00940	Syam.g_01373
OG0000611	Syao.g_00943	Syam.g_01370
OG0000612	Syao.g_00944	Syam.g_01369
OG0000613	Syao.g_01979	Syam.g_00170
OG0000614	Syao.g_00375	Syam.g_00801
OG0000615	Syao.g_00978	Syam.g_01332
OG0000616	Syao.g_02342	Syam.g_02430
OG0000617	Syao.g_00486	Syam.g_01240
OG0000618	Syao.g_00485	Syam.g_01239
OG0000619	Syao.g_00484	Syam.g_01238
OG0000620	Syao.g_00479	Syam.g_01233
OG0000621	Syao.g_00478	Syam.g_01232
OG0000622	Syao.g_00476	Syam.g_01231
OG0000623	Syao.g_00475	Syam.g_01230
OG0000624	Syao.g_00473	Syam.g_01228
OG0000625	Syao.g_00472	Syam.g_01227
OG0000626	Syao.g_00471	Syam.g_01226
OG0000627	Syao.g_00567	Syam.g_01065
OG0000628	Syao.g_00566	Syam.g_01067
OG0000629	Syao.g_00590	Syam.g_01070
OG0000630	Syao.g_00585	Syam.g_01074
OG0000631	Syao.g_00644	Syam.g_01084
OG0000632	Syao.g_00643	Syam.g_01085
OG0000633	Syao.g_00642	Syam.g_01086
OG0000634	Syao.g_00752	Syam.g_01294
OG0000635	Syao.g_00753	Syam.g_01293
OG0000636	Syao.g_00755	Syam.g_01291
OG0000637	Syao.g_00757	Syam.g_01289
OG0000638	Syao.g_00758	Syam.g_01288
OG0000639	Syao.g_00759	Syam.g_01287
OG0000640	Syao.g_00760	Syam.g_01286
OG0000641	Syao.g_00764	Syam.g_01282
OG0000642	Syao.g_00765	Syam.g_01281
OG0000643	Syao.g_00767	Syam.g_01280
OG0000644	Syao.g_00768	Syam.g_01279
OG0000645	Syao.g_00770	Syam.g_01277
OG0000646	Syao.g_00773	Syam.g_01274
OG0000647	Syao.g_00775	Syam.g_01272
OG0000648	Syao.g_00777	Syam.g_01269
OG0000649	Syao.g_00778	Syam.g_01268
OG0000650	Syao.g_00779	Syam.g_01267
OG0000651	Syao.g_00780	Syam.g_01266
OG0000652	Syao.g_00781	Syam.g_01265
OG0000653	Syao.g_00783	Syam.g_01263
OG0000654	Syao.g_00784	Syam.g_01262
OG0000655	Syao.g_00785	Syam.g_01261
OG0000656	Syao.g_00789	Syam.g_01258
OG0000657	Syao.g_00435	Syam.g_00739
OG0000658	Syao.g_00560	Syam.g_00735
OG0000659	Syao.g_00559	Syam.g_00734
OG0000660	Syao.g_00555	Syam.g_00730
OG0000662	Syao.g_00535	Syam.g_00726
OG0000663	Syao.g_00532	Syam.g_00723
OG0000664	Syao.g_00530	Syam.g_00722
OG0000665	Syao.g_01436	Syam.g_02027
OG0000666	Syao.g_02120	Syam.g_01030
OG0000667	Syao.g_01375	Syam.g_00937
OG0000668	Syao.g_02678	Syam.g_01185
OG0000669	Syao.g_00955	Syam.g_01358
OG0000670	Syao.g_00958	Syam.g_00528
OG0000671	Syao.g_00960	Syam.g_01354
OG0000672	Syao.g_00963	Syam.g_01351
OG0000673	Syao.g_00966	Syam.g_01348
OG0000674	Syao.g_00968	Syam.g_01346
OG0000675	Syao.g_00969	Syam.g_01345
OG0000676	Syao.g_00971	Syam.g_01343
OG0000677	Syao.g_00972	Syam.g_01342
OG0000678	Syao.g_00974	Syam.g_01339
OG0000679	Syao.g_00981	Syam.g_01323
OG0000680	Syao.g_00982	Syam.g_01322
OG0000681	Syao.g_00985	Syam.g_01319
OG0000682	Syao.g_00986	Syam.g_01318
OG0000683	Syao.g_00987	Syam.g_01317
OG0000684	Syao.g_00990	Syam.g_01312
OG0000685	Syao.g_00733	Syam.g_01310
OG0000686	Syao.g_00734	Syam.g_01309
OG0000687	Syao.g_00735	Syam.g_01308
OG0000688	Syao.g_00741	Syam.g_01304
OG0000689	Syao.g_00743	Syam.g_01302
OG0000690	Syao.g_00744	Syam.g_01301
OG0000691	Syao.g_00745	Syam.g_01300
OG0000692	Syao.g_00747	Syam.g_01299
OG0000693	Syao.g_00748	Syam.g_01298
OG0000694	Syao.g_00749	Syam.g_01297
OG0000695	Syao.g_00639	Syam.g_01088
OG0000696	Syao.g_00638	Syam.g_01089
OG0000697	Syao.g_00636	Syam.g_01091
OG0000698	Syao.g_00633	Syam.g_01094
OG0000699	Syao.g_00631	Syam.g_01096
OG0000700	Syao.g_00630	Syam.g_01097
OG0000701	Syao.g_00629	Syam.g_01098
OG0000702	Syao.g_00705	Syam.g_01106
OG0000703	Syao.g_00693	Syam.g_01107
OG0000704	Syao.g_00689	Syam.g_01109
OG0000705	Syao.g_00682	Syam.g_01116
OG0000706	Syao.g_00681	Syam.g_01117
OG0000707	Syao.g_00680	Syam.g_01118
OG0000708	Syao.g_00677	Syam.g_01121
OG0000709	Syao.g_00670	Syam.g_01131
OG0000710	Syao.g_00666	Syam.g_01135
OG0000711	Syao.g_00815	Syam.g_01165
OG0000712	Syao.g_00813	Syam.g_01167
OG0000713	Syao.g_00812	Syam.g_01168
OG0000714	Syao.g_00810	Syam.g_01170
OG0000715	Syao.g_00808	Syam.g_01172
OG0000716	Syao.g_00804	Syam.g_01176
OG0000717	Syao.g_00803	Syam.g_01177
OG0000718	Syao.g_00794	Syam.g_01181
OG0000719	Syao.g_00444	Syam.g_01183
OG0000720	Syao.g_00457	Syam.g_01197
OG0000721	Syao.g_00459	Syam.g_01199
OG0000722	Syao.g_00460	Syam.g_01200
OG0000723	Syao.g_00469	Syam.g_01224
OG0000724	Syao.g_00513	Syam.g_00768
OG0000725	Syao.g_00385	Syam.g_00777
OG0000726	Syao.g_00384	Syam.g_00778
OG0000727	Syao.g_00383	Syam.g_00779
OG0000728	Syao.g_00381	Syam.g_00781
OG0000729	Syao.g_02190	Syam.g_00105
OG0000730	Syao.g_01880	Syam.g_00454
OG0000731	Syao.g_01868	Syam.g_00466
OG0000732	Syao.g_02218	Syam.g_00051
OG0000733	Syao.g_01427	Syam.g_02339
OG0000734	Syao.g_02592	Syam.g_02128
OG0000735	Syao.g_00140	Syam.g_01810
OG0000736	Syao.g_00139	Syam.g_01809
OG0000737	Syao.g_00138	Syam.g_01808
OG0000738	Syao.g_00132	Syam.g_01803
OG0000739	Syao.g_00131	Syam.g_01802
OG0000740	Syao.g_00130	Syam.g_01801
OG0000741	Syao.g_00127	Syam.g_01798
OG0000742	Syao.g_00124	Syam.g_01796
OG0000743	Syao.g_00217	Syam.g_01794
OG0000744	Syao.g_00216	Syam.g_01793
OG0000745	Syao.g_00213	Syam.g_01791
OG0000746	Syao.g_00210	Syam.g_01789
OG0000747	Syao.g_00208	Syam.g_01788
OG0000748	Syao.g_00193	Syam.g_01779
OG0000749	Syao.g_00192	Syam.g_01776
OG0000750	Syao.g_00191	Syam.g_01775
OG0000751	Syao.g_00185	Syam.g_01770
OG0000752	Syao.g_00183	Syam.g_01768
OG0000753	Syao.g_00180	Syam.g_01765
OG0000754	Syao.g_00175	Syam.g_00910
OG0000755	Syao.g_00021	Syam.g_00900
OG0000756	Syao.g_00229	Syam.g_00899
OG0000757	Syao.g_00252	Syam.g_00891
OG0000758	Syao.g_00251	Syam.g_00890
OG0000759	Syao.g_00250	Syam.g_00889
OG0000760	Syao.g_00249	Syam.g_00888
OG0000761	Syao.g_00248	Syam.g_00886
OG0000762	Syao.g_00246	Syam.g_00884
OG0000763	Syao.g_00242	Syam.g_00882
OG0000764	Syao.g_00241	Syam.g_00881
OG0000765	Syao.g_00267	Syam.g_00864
OG0000766	Syao.g_00266	Syam.g_00863
OG0000767	Syao.g_00264	Syam.g_00861
OG0000768	Syao.g_00263	Syam.g_00860
OG0000769	Syao.g_00261	Syam.g_00858
OG0000770	Syao.g_00257	Syam.g_00855
OG0000771	Syao.g_00506	Syam.g_00762
OG0000772	Syao.g_01523	Syam.g_01005
OG0000773	Syao.g_01447	Syam.g_01816
OG0000774	Syao.g_01442	Syam.g_01820
OG0000775	Syao.g_01440	Syam.g_01823
OG0000776	Syao.g_01439	Syam.g_01824
OG0000777	Syao.g_01438	Syam.g_01825
OG0000778	Syao.g_01437	Syam.g_01826
OG0000779	Syao.g_01469	Syam.g_01832
OG0000780	Syao.g_01456	Syam.g_01835
OG0000781	Syao.g_01452	Syam.g_01839
OG0000782	Syao.g_01451	Syam.g_01840
OG0000783	Syao.g_01450	Syam.g_01841
OG0000784	Syao.g_01449	Syam.g_01842
OG0000785	Syao.g_01481	Syam.g_01844
OG0000786	Syao.g_01473	Syam.g_01700
OG0000787	Syao.g_01472	Syam.g_01701
OG0000788	Syao.g_00870	Syam.g_01455
OG0000789	Syao.g_00623	Syam.g_01044
OG0000790	Syao.g_00041, Syao.g_00315	Syam.g_00570
OG0000791	Syao.g_00043	Syam.g_00568
OG0000792	Syao.g_00044	Syam.g_00567
OG0000793	Syao.g_02700	Syam.g_00562
OG0000794	Syao.g_02703	Syam.g_00561
OG0000795	Syao.g_02704	Syam.g_00560
OG0000796	Syao.g_02708	Syam.g_00556
OG0000797	Syao.g_02709	Syam.g_00555
OG0000798	Syao.g_02066	Syam.g_00233
OG0000799	Syao.g_01525	Syam.g_01585
OG0000800	Syao.g_01526	Syam.g_01588
OG0000801	Syao.g_01527	Syam.g_01589
OG0000802	Syao.g_01531	Syam.g_01592
OG0000803	Syao.g_01534	Syam.g_01597
OG0000804	Syao.g_01537	Syam.g_01600
OG0000805	Syao.g_01502	Syam.g_01602
OG0000806	Syao.g_01504	Syam.g_01604
OG0000807	Syao.g_01506	Syam.g_01606
OG0000808	Syao.g_01507	Syam.g_01607
OG0000809	Syao.g_01511	Syam.g_01610
OG0000810	Syao.g_01482	Syam.g_01611
OG0000811	Syao.g_01490	Syam.g_01616
OG0000812	Syao.g_01492	Syam.g_01618
OG0000813	Syao.g_01493	Syam.g_01619
OG0000814	Syao.g_01495	Syam.g_01621
OG0000815	Syao.g_01499	Syam.g_01622
OG0000816	Syao.g_01471	Syam.g_01624
OG0000817	Syao.g_01519	Syam.g_01625
OG0000818	Syao.g_00062	Syam.g_01631
OG0000819	Syao.g_00063	Syam.g_01632
OG0000820	Syao.g_00064	Syam.g_01633
OG0000821	Syao.g_00070	Syam.g_01639
OG0000822	Syao.g_00072	Syam.g_01641
OG0000823	Syao.g_00073	Syam.g_01642
OG0000824	Syao.g_00079	Syam.g_01648
OG0000825	Syao.g_00080	Syam.g_01649
OG0000826	Syao.g_00081	Syam.g_01650
OG0000827	Syao.g_00082	Syam.g_01651
OG0000828	Syao.g_00085	Syam.g_01655
OG0000829	Syao.g_00086	Syam.g_01656
OG0000830	Syao.g_00087	Syam.g_01657
OG0000831	Syao.g_00089	Syam.g_01659
OG0000832	Syao.g_01696	Syam.g_01923
OG0000833	Syao.g_01612	Syam.g_01932
OG0000834	Syao.g_01610	Syam.g_01933
OG0000835	Syao.g_01609	Syam.g_01934
OG0000836	Syao.g_01606	Syam.g_01937
OG0000837	Syao.g_01605	Syam.g_01938
OG0000838	Syao.g_01601	Syam.g_01946
OG0000839	Syao.g_01600	Syam.g_01947
OG0000840	Syao.g_01599	Syam.g_01948
OG0000841	Syao.g_01598	Syam.g_01949
OG0000842	Syao.g_01597	Syam.g_01950
OG0000843	Syao.g_01596	Syam.g_01951
OG0000844	Syao.g_01594	Syam.g_01953
OG0000845	Syao.g_01593	Syam.g_01954
OG0000846	Syao.g_01592	Syam.g_01955
OG0000847	Syao.g_01591	Syam.g_01956
OG0000848	Syao.g_01589	Syam.g_01958
OG0000849	Syao.g_01588	Syam.g_01959
OG0000850	Syao.g_01585	Syam.g_01961
OG0000851	Syao.g_01582	Syam.g_01966
OG0000852	Syao.g_01581	Syam.g_01967
OG0000853	Syao.g_01577	Syam.g_01971
OG0000854	Syao.g_01575	Syam.g_01973
OG0000855	Syao.g_01574	Syam.g_01974
OG0000856	Syao.g_01327	Syam.g_01483
OG0000857	Syao.g_00774	Syam.g_01273
OG0000858	Syao.g_01567	Syam.g_01980
OG0000859	Syao.g_01566	Syam.g_01981
OG0000860	Syao.g_01552	Syam.g_01992
OG0000861	Syao.g_01551	Syam.g_01993
OG0000862	Syao.g_01542	Syam.g_01994
OG0000863	Syao.g_01540	Syam.g_01996
OG0000864	Syao.g_01017	Syam.g_01997
OG0000866	Syao.g_01686	Syam.g_01999
OG0000867	Syao.g_01685	Syam.g_02000
OG0000868	Syao.g_01682	Syam.g_02003
OG0000869	Syao.g_01677	Syam.g_02007
OG0000870	Syao.g_01672	Syam.g_02012
OG0000871	Syao.g_01671	Syam.g_02013
OG0000872	Syao.g_01665	Syam.g_02021
OG0000873	Syao.g_01662	Syam.g_02024
OG0000874	Syao.g_01660	Syam.g_02019
OG0000875	Syao.g_01658	Syam.g_02026
OG0000876	Syao.g_00536	Syam.g_01877
OG0000877	Syao.g_01654	Syam.g_01882
OG0000878	Syao.g_01653	Syam.g_01883
OG0000879	Syao.g_01652	Syam.g_01884
OG0000880	Syao.g_01651	Syam.g_01885
OG0000881	Syao.g_01647	Syam.g_01891
OG0000882	Syao.g_01642	Syam.g_01896
OG0000883	Syao.g_01638	Syam.g_01898
OG0000884	Syao.g_01636	Syam.g_01900
OG0000885	Syao.g_01635	Syam.g_01901
OG0000886	Syao.g_01634	Syam.g_01902
OG0000887	Syao.g_01633	Syam.g_01903
OG0000888	Syao.g_01631	Syam.g_01905
OG0000889	Syao.g_01629	Syam.g_01907
OG0000890	Syao.g_01626	Syam.g_01910
OG0000891	Syao.g_01625	Syam.g_01911
OG0000892	Syao.g_01695	Syam.g_01913
OG0000893	Syao.g_01934	Syam.g_00287
OG0000894	Syao.g_01937	Syam.g_00290
OG0000895	Syao.g_01916	Syam.g_00294
OG0000896	Syao.g_01917	Syam.g_00295
OG0000897	Syao.g_01919	Syam.g_00297
OG0000898	Syao.g_01920	Syam.g_00298
OG0000899	Syao.g_01921	Syam.g_00299
OG0000900	Syao.g_01922	Syam.g_00300
OG0000901	Syao.g_01927	Syam.g_00305
OG0000902	Syao.g_01929	Syam.g_00307
OG0000903	Syao.g_01798	Syam.g_00322
OG0000904	Syao.g_01804	Syam.g_00317
OG0000905	Syao.g_01862	Syam.g_00312
OG0000906	Syao.g_01931	Syam.g_00309
OG0000907	Syao.g_01796	Syam.g_00324
OG0000908	Syao.g_01793	Syam.g_00327
OG0000909	Syao.g_01792	Syam.g_00328
OG0000910	Syao.g_01791	Syam.g_00329
OG0000911	Syao.g_01789	Syam.g_00331
OG0000912	Syao.g_01788	Syam.g_00332
OG0000913	Syao.g_01787	Syam.g_00333
OG0000914	Syao.g_01786	Syam.g_00334
OG0000915	Syao.g_01784	Syam.g_00336
OG0000916	Syao.g_01783	Syam.g_00337
OG0000917	Syao.g_01782	Syam.g_00338
OG0000918	Syao.g_01781	Syam.g_00339
OG0000919	Syao.g_01780	Syam.g_00340
OG0000920	Syao.g_01779	Syam.g_00341
OG0000921	Syao.g_01778	Syam.g_00342
OG0000922	Syao.g_01777	Syam.g_00343
OG0000923	Syao.g_01772	Syam.g_00347
OG0000924	Syao.g_01771	Syam.g_00348
OG0000925	Syao.g_01770	Syam.g_00349
OG0000926	Syao.g_01769	Syam.g_00350
OG0000927	Syao.g_01767	Syam.g_00352
OG0000928	Syao.g_01766	Syam.g_00353
OG0000929	Syao.g_01765	Syam.g_00354
OG0000930	Syao.g_01764	Syam.g_00355
OG0000931	Syao.g_01763	Syam.g_00356
OG0000932	Syao.g_01762	Syam.g_00357
OG0000933	Syao.g_01811	Syam.g_00363
OG0000934	Syao.g_01809	Syam.g_00365
OG0000935	Syao.g_01808	Syam.g_00366
OG0000936	Syao.g_01843	Syam.g_00368
OG0000937	Syao.g_01842	Syam.g_00369
OG0000938	Syao.g_01839	Syam.g_00373
OG0000939	Syao.g_01838	Syam.g_00374
OG0000940	Syao.g_01830	Syam.g_00381
OG0000941	Syao.g_01828	Syam.g_00383
OG0000942	Syao.g_01826	Syam.g_00385
OG0000943	Syao.g_01824	Syam.g_00386
OG0000944	Syao.g_01822	Syam.g_00388
OG0000945	Syao.g_01821	Syam.g_00390
OG0000946	Syao.g_01852	Syam.g_00395
OG0000947	Syao.g_01849	Syam.g_00398
OG0000948	Syao.g_01848	Syam.g_00399
OG0000949	Syao.g_01970	Syam.g_00159
OG0000950	Syao.g_01957	Syam.g_00150
OG0000951	Syao.g_02262	Syam.g_00145
OG0000952	Syao.g_02266	Syam.g_00140
OG0000953	Syao.g_02130	Syam.g_00136
OG0000954	Syao.g_02135	Syam.g_00131
OG0000955	Syao.g_02136	Syam.g_00130
OG0000956	Syao.g_02138	Syam.g_00128
OG0000957	Syao.g_01951	Syam.g_00117
OG0000958	Syao.g_01950	Syam.g_00116
OG0000959	Syao.g_01947	Syam.g_00112
OG0000960	Syao.g_01946	Syam.g_00111
OG0000961	Syao.g_02496	Syam.g_00108
OG0000962	Syao.g_02191	Syam.g_00106
OG0000963	Syao.g_02186	Syam.g_00101
OG0000964	Syao.g_02185	Syam.g_00100
OG0000965	Syao.g_02184	Syam.g_00099
OG0000966	Syao.g_02172	Syam.g_00074
OG0000967	Syao.g_02167	Syam.g_00069
OG0000968	Syao.g_02199	Syam.g_00077
OG0000969	Syao.g_02200	Syam.g_00072
OG0000970	Syao.g_02201	Syam.g_00071
OG0000971	Syao.g_02203	Syam.g_00066
OG0000972	Syao.g_02204	Syam.g_00065
OG0000973	Syao.g_02205	Syam.g_00064
OG0000974	Syao.g_02206	Syam.g_00063
OG0000975	Syao.g_02207	Syam.g_00062
OG0000976	Syao.g_02208	Syam.g_00061
OG0000977	Syao.g_02210	Syam.g_00059
OG0000978	Syao.g_02211	Syam.g_00058
OG0000979	Syao.g_02214	Syam.g_00055
OG0000980	Syao.g_02217	Syam.g_00052
OG0000981	Syao.g_02220	Syam.g_00049
OG0000982	Syao.g_02437	Syam.g_02314
OG0000983	Syao.g_02438	Syam.g_02315
OG0000984	Syao.g_02439	Syam.g_02316
OG0000985	Syao.g_02443	Syam.g_02318
OG0000986	Syao.g_02445	Syam.g_02320
OG0000987	Syao.g_02447	Syam.g_02322
OG0000988	Syao.g_02452	Syam.g_02327
OG0000989	Syao.g_02368	Syam.g_02334
OG0000990	Syao.g_02362	Syam.g_02346
OG0000991	Syao.g_02354	Syam.g_02348
OG0000992	Syao.g_02279	Syam.g_02351
OG0000993	Syao.g_02280	Syam.g_02352
OG0000994	Syao.g_02283	Syam.g_02354
OG0000995	Syao.g_02287	Syam.g_02359
OG0000996	Syao.g_02305	Syam.g_02405
OG0000997	Syao.g_02326	Syam.g_02416
OG0000998	Syao.g_02328	Syam.g_02418
OG0000999	Syao.g_02329	Syam.g_02419
OG0001000	Syao.g_02333	Syam.g_02422
OG0001001	Syao.g_02338	Syam.g_02427
OG0001002	Syao.g_02345	Syam.g_02433
OG0001003	Syao.g_02347	Syam.g_02434
OG0001004	Syao.g_02348	Syam.g_02435
OG0001005	Syao.g_02194	Syam.g_02436
OG0001006	Syao.g_02159	Syam.g_02444
OG0001007	Syao.g_02161	Syam.g_02446
OG0001008	Syao.g_01737	Syam.g_01866
OG0001009	Syao.g_02239	Syam.g_00032
OG0001010	Syao.g_02238	Syam.g_00033
OG0001011	Syao.g_02236	Syam.g_00034
OG0001012	Syao.g_00322	Syam.g_02310
OG0001013	Syao.g_02413	Syam.g_02296
OG0001014	Syao.g_02407	Syam.g_02292
OG0001015	Syao.g_02406	Syam.g_02291
OG0001016	Syao.g_02622	Syam.g_02067
OG0001017	Syao.g_02628	Syam.g_02073
OG0001018	Syao.g_02630	Syam.g_02075
OG0001019	Syao.g_02654	Syam.g_02093
OG0001020	Syao.g_02663	Syam.g_02098
OG0001021	Syao.g_02666	Syam.g_02102
OG0001022	Syao.g_02670	Syam.g_02106
OG0001023	Syao.g_02671	Syam.g_02107
OG0001024	Syao.g_01018	Syam.g_02111
OG0001025	Syao.g_02597	Syam.g_02118
OG0001026	Syao.g_02594	Syam.g_02130
OG0001027	Syao.g_02564	Syam.g_02135
OG0001028	Syao.g_02568	Syam.g_02137
OG0001029	Syao.g_02570	Syam.g_02139
OG0001030	Syao.g_02545	Syam.g_02163
OG0001031	Syao.g_02528	Syam.g_02239
OG0001032	Syao.g_02530	Syam.g_02241
OG0001033	Syao.g_01016	Syam.g_02265
OG0001034	Syao.g_01704	Syam.g_00508
OG0001035	Syao.g_02101	Syam.g_00265
OG0001036	Syao.g_02096	Syam.g_00261
OG0001037	Syao.g_02094	Syam.g_00259
OG0001038	Syao.g_02065	Syam.g_00232
OG0001039	Syao.g_02062	Syam.g_00229
OG0001040	Syao.g_02059	Syam.g_00226
OG0001041	Syao.g_02055	Syam.g_00221
OG0001042	Syao.g_02032	Syam.g_00196
OG0001043	Syao.g_02028	Syam.g_00192
OG0001044	Syao.g_01878	Syam.g_00456
OG0001045	Syao.g_01865	Syam.g_00469
OG0001046	Syao.g_00827	Syam.g_01151
OG0001047	Syao.g_01739	Syam.g_01864
OG0001048	Syao.g_01740	Syam.g_01863
OG0001049	Syao.g_01616	Syam.g_01855
OG0001050	Syao.g_01618	Syam.g_01854
OG0001051	Syao.g_01619	Syam.g_01853
OG0001052	Syao.g_02686	Syam.g_01672
OG0001053	Syao.g_00025	Syam.g_00586
OG0001054	Syao.g_00104	Syam.g_00603
OG0001055	Syao.g_00156	Syam.g_00624
OG0001056	Syao.g_01417	Syam.g_00656
OG0001057	Syao.g_00879	Syam.g_00664
OG0001058	Syao.g_00862	Syam.g_00677
OG0001059	Syao.g_00858	Syam.g_00681
OG0001060	Syao.g_00852	Syam.g_00688
OG0001062	Syao.g_01050	Syam.g_01742
OG0001063	Syao.g_01042	Syam.g_01737
OG0001064	Syao.g_01041	Syam.g_01736
OG0001065	Syao.g_01040	Syam.g_01735
OG0001066	Syao.g_01039	Syam.g_01734
OG0001067	Syao.g_01038	Syam.g_01733
OG0001068	Syao.g_01037	Syam.g_01732
OG0001069	Syao.g_01036	Syam.g_01731
OG0001070	Syao.g_01032	Syam.g_01728
OG0001071	Syao.g_01031	Syam.g_01727
OG0001072	Syao.g_01027	Syam.g_01723
OG0001073	Syao.g_00991	Syam.g_01709
OG0001074	Syao.g_00392	Syam.g_01504
OG0001075	Syao.g_00391	Syam.g_01502
OG0001076	Syao.g_01339	Syam.g_01491
OG0001077	Syao.g_01323	Syam.g_01480
OG0001078	Syao.g_00895	Syam.g_01467
OG0001079	Syao.g_00911	Syam.g_01454
OG0001081	Syao.g_00925	Syam.g_01386
OG0001082	Syao.g_00926	Syam.g_01385
OG0001083	Syao.g_00934	Syam.g_01377
OG0001084	Syao.g_00935	Syam.g_01376
OG0001085	Syao.g_00947	Syam.g_01366
OG0001086	Syao.g_00949	Syam.g_01364
OG0001087	Syao.g_01419	Syam.g_00813
OG0001088	Syao.g_00211	Syam.g_00809
OG0001089	Syao.g_00376	Syam.g_00785
OG0001090	Syao.g_00494	Syam.g_01246
OG0001091	Syao.g_00491	Syam.g_01244
OG0001092	Syao.g_00489	Syam.g_01242
OG0001093	Syao.g_00482	Syam.g_01236
OG0001094	Syao.g_00750	Syam.g_01296
OG0001095	Syao.g_00771	Syam.g_01276
OG0001096	Syao.g_00786	Syam.g_01260
OG0001097	Syao.g_00552	Syam.g_00727
OG0001098	Syao.g_00731	Syam.g_01037
OG0001099	Syao.g_02569	Syam.g_02138
OG0001100	Syao.g_00957	Syam.g_01356
OG0001101	Syao.g_00959	Syam.g_01355
OG0001103	Syao.g_00964	Syam.g_01350
OG0001105	Syao.g_00736	Syam.g_01307
OG0001106	Syao.g_00688	Syam.g_01110
OG0001107	Syao.g_00676	Syam.g_01122
OG0001108	Syao.g_00669	Syam.g_01132
OG0001109	Syao.g_00667	Syam.g_01134
OG0001110	Syao.g_00665	Syam.g_01136
OG0001111	Syao.g_00663	Syam.g_01138
OG0001112	Syao.g_00661	Syam.g_01140
OG0001113	Syao.g_00660	Syam.g_01141
OG0001114	Syao.g_00659	Syam.g_01142
OG0001115	Syao.g_00832	Syam.g_01146
OG0001116	Syao.g_00830	Syam.g_01148
OG0001117	Syao.g_00829	Syam.g_01149
OG0001118	Syao.g_00828	Syam.g_01150
OG0001119	Syao.g_00826	Syam.g_01152
OG0001120	Syao.g_00822	Syam.g_01156
OG0001121	Syao.g_01294	Syam.g_00970
OG0001122	Syao.g_00445	Syam.g_01184
OG0001123	Syao.g_00451	Syam.g_01191
OG0001124	Syao.g_00453	Syam.g_01194
OG0001125	Syao.g_00456	Syam.g_01196
OG0001126	Syao.g_00504	Syam.g_00757
OG0001127	Syao.g_00505	Syam.g_00758
OG0001128	Syao.g_00508	Syam.g_00764
OG0001129	Syao.g_00510	Syam.g_00766
OG0001130	Syao.g_00511	Syam.g_00767
OG0001131	Syao.g_01387	Syam.g_01337
OG0001132	Syao.g_01221	Syam.g_01020
OG0001134	Syao.g_01428	Syam.g_00915
OG0001135	Syao.g_01424	Syam.g_00917
OG0001136	Syao.g_00126	Syam.g_01797
OG0001137	Syao.g_00194	Syam.g_01780
OG0001138	Syao.g_00227	Syam.g_00898
OG0001139	Syao.g_00225	Syam.g_00896
OG0001140	Syao.g_00224	Syam.g_00895
OG0001141	Syao.g_00254	Syam.g_00894
OG0001142	Syao.g_00253	Syam.g_00892
OG0001143	Syao.g_00243	Syam.g_00883
OG0001144	Syao.g_00276	Syam.g_00873
OG0001145	Syao.g_01446	Syam.g_01817
OG0001146	Syao.g_01455	Syam.g_01836
OG0001147	Syao.g_00095	Syam.g_01665
OG0001148	Syao.g_00038	Syam.g_00573
OG0001149	Syao.g_00039	Syam.g_00572
OG0001150	Syao.g_00040	Syam.g_00571
OG0001151	Syao.g_02706	Syam.g_00558
OG0001152	Syao.g_02707	Syam.g_00557
OG0001153	Syao.g_00083	Syam.g_01652
OG0001154	Syao.g_00084	Syam.g_01654
OG0001155	Syao.g_01747	Syam.g_01925
OG0001156	Syao.g_01744	Syam.g_01928
OG0001157	Syao.g_01743	Syam.g_01929
OG0001158	Syao.g_01742	Syam.g_01930
OG0001159	Syao.g_01741	Syam.g_01931
OG0001160	Syao.g_01579	Syam.g_01969
OG0001161	Syao.g_02373	Syam.g_02338
OG0001162	Syao.g_02650	Syam.g_01257
OG0001163	Syao.g_01571	Syam.g_01977
OG0001164	Syao.g_01564	Syam.g_01983
OG0001165	Syao.g_01559	Syam.g_01988
OG0001166	Syao.g_01673	Syam.g_02011
OG0001167	Syao.g_01006	Syam.g_01888
OG0001168	Syao.g_01648	Syam.g_01890
OG0001169	Syao.g_01646	Syam.g_01892
OG0001170	Syao.g_01644	Syam.g_01894
OG0001171	Syao.g_01632	Syam.g_01904
OG0001172	Syao.g_01914	Syam.g_00292
OG0001173	Syao.g_01915	Syam.g_00293
OG0001174	Syao.g_01923	Syam.g_00301
OG0001175	Syao.g_01924	Syam.g_00302
OG0001176	Syao.g_01799	Syam.g_00321
OG0001177	Syao.g_01802	Syam.g_00319
OG0001178	Syao.g_01541	Syam.g_01995
OG0001179	Syao.g_01768	Syam.g_00351
OG0001180	Syao.g_01833	Syam.g_00378
OG0001181	Syao.g_01829	Syam.g_00382
OG0001182	Syao.g_01820	Syam.g_00391
