Orthogroup	Syao	Praz
OG0000585	Syao.g_01054	Praz.g_01718
OG0000586	Syao.g_01055	Praz.g_01717
OG0000587	Syao.g_01057	Praz.g_01716
OG0000588	Syao.g_00406	Praz.g_01712
OG0000589	Syao.g_01342	Praz.g_01709
OG0000590	Syao.g_01341	Praz.g_01708
OG0000591	Syao.g_01330	Praz.g_01705
OG0000592	Syao.g_01329	Praz.g_01704
OG0000593	Syao.g_00890	Praz.g_01698
OG0000594	Syao.g_00891	Praz.g_01697
OG0000595	Syao.g_00892	Praz.g_01696
OG0000596	Syao.g_00897	Praz.g_01692
OG0000597	Syao.g_00900	Praz.g_01690
OG0000598	Syao.g_00901	Praz.g_01689
OG0000599	Syao.g_00908	Praz.g_01686
OG0000600	Syao.g_00909	Praz.g_01685
OG0000601	Syao.g_00910	Praz.g_01684
OG0000602	Syao.g_00914	Praz.g_01682
OG0000603	Syao.g_00915	Praz.g_01681
OG0000604	Syao.g_00918	Praz.g_01680
OG0000606	Syao.g_00924	Praz.g_01676
OG0000607	Syao.g_00927	Praz.g_01673
OG0000608	Syao.g_00928	Praz.g_01672
OG0000609	Syao.g_00930	Praz.g_01671
OG0000610	Syao.g_00940	Praz.g_01666
OG0000611	Syao.g_00943	Praz.g_01663
OG0000612	Syao.g_00944	Praz.g_01662
OG0000613	Syao.g_01979	Praz.g_01657
OG0000614	Syao.g_00375	Praz.g_01638
OG0000615	Syao.g_00978	Praz.g_01630
OG0000616	Syao.g_02342	Praz.g_01626
OG0000617	Syao.g_00486	Praz.g_01601
OG0000618	Syao.g_00485	Praz.g_01600
OG0000619	Syao.g_00484	Praz.g_01599
OG0000620	Syao.g_00479	Praz.g_01596
OG0000621	Syao.g_00478	Praz.g_01595
OG0000622	Syao.g_00476	Praz.g_01594
OG0000623	Syao.g_00475	Praz.g_01593
OG0000624	Syao.g_00473	Praz.g_01592
OG0000625	Syao.g_00472	Praz.g_01591
OG0000626	Syao.g_00471	Praz.g_01590
OG0000627	Syao.g_00567	Praz.g_01589
OG0000628	Syao.g_00566	Praz.g_01588
OG0000629	Syao.g_00590	Praz.g_01587
OG0000630	Syao.g_00585	Praz.g_01584
OG0000631	Syao.g_00644	Praz.g_01521
OG0000632	Syao.g_00643	Praz.g_01520
OG0000633	Syao.g_00642	Praz.g_01519
OG0000634	Syao.g_00752	Praz.g_01516
OG0000635	Syao.g_00753	Praz.g_01515
OG0000636	Syao.g_00755	Praz.g_01513
OG0000637	Syao.g_00757	Praz.g_01511
OG0000638	Syao.g_00758	Praz.g_01510
OG0000639	Syao.g_00759	Praz.g_01509
OG0000640	Syao.g_00760	Praz.g_01508
OG0000641	Syao.g_00764	Praz.g_01504
OG0000642	Syao.g_00765	Praz.g_01503
OG0000643	Syao.g_00767	Praz.g_01502
OG0000644	Syao.g_00768	Praz.g_01501
OG0000645	Syao.g_00770	Praz.g_01500
OG0000646	Syao.g_00773	Praz.g_01498
OG0000647	Syao.g_00775	Praz.g_01497
OG0000648	Syao.g_00777	Praz.g_01495
OG0000649	Syao.g_00778	Praz.g_01494
OG0000650	Syao.g_00779	Praz.g_01493
OG0000651	Syao.g_00780	Praz.g_01492
OG0000652	Syao.g_00781	Praz.g_01491
OG0000653	Syao.g_00783	Praz.g_01489
OG0000654	Syao.g_00784	Praz.g_01488
OG0000655	Syao.g_00785	Praz.g_01487
OG0000656	Syao.g_00789	Praz.g_01484
OG0000657	Syao.g_00435	Praz.g_01476
OG0000658	Syao.g_00560	Praz.g_01475
OG0000659	Syao.g_00559	Praz.g_01474
OG0000660	Syao.g_00555	Praz.g_01470
OG0000661	Syao.g_00553	Praz.g_01468
OG0000662	Syao.g_00535	Praz.g_01466
OG0000663	Syao.g_00532	Praz.g_01464
OG0000664	Syao.g_00530	Praz.g_01463
OG0000665	Syao.g_01436	Praz.g_01459
OG0000666	Syao.g_02120	Praz.g_01458
OG0000667	Syao.g_01375	Praz.g_01454
OG0000668	Syao.g_02678	Praz.g_01424
OG0000669	Syao.g_00955	Praz.g_01417
OG0000670	Syao.g_00958	Praz.g_01415
OG0000671	Syao.g_00960	Praz.g_01413
OG0000672	Syao.g_00963	Praz.g_01410
OG0000673	Syao.g_00966	Praz.g_01407
OG0000674	Syao.g_00968	Praz.g_01405
OG0000675	Syao.g_00969	Praz.g_01404
OG0000676	Syao.g_00971	Praz.g_01402
OG0000677	Syao.g_00972	Praz.g_01401
OG0000678	Syao.g_00974	Praz.g_01399
OG0000679	Syao.g_00981	Praz.g_01395
OG0000680	Syao.g_00982	Praz.g_01394
OG0000681	Syao.g_00985	Praz.g_01392
OG0000682	Syao.g_00986	Praz.g_01391
OG0000683	Syao.g_00987	Praz.g_01390
OG0000684	Syao.g_00990	Praz.g_01388
OG0000685	Syao.g_00733	Praz.g_01386
OG0000686	Syao.g_00734	Praz.g_01385
OG0000687	Syao.g_00735	Praz.g_01384
OG0000688	Syao.g_00741	Praz.g_01381
OG0000689	Syao.g_00743	Praz.g_01380
OG0000690	Syao.g_00744	Praz.g_01379
OG0000691	Syao.g_00745	Praz.g_01378
OG0000692	Syao.g_00747	Praz.g_01376
OG0000693	Syao.g_00748	Praz.g_01375
OG0000694	Syao.g_00749	Praz.g_01374
OG0000695	Syao.g_00639	Praz.g_01372
OG0000696	Syao.g_00638	Praz.g_01371
OG0000697	Syao.g_00636	Praz.g_01370
OG0000698	Syao.g_00633	Praz.g_01367
OG0000699	Syao.g_00631	Praz.g_01366
OG0000700	Syao.g_00630	Praz.g_01365
OG0000701	Syao.g_00629	Praz.g_01364
OG0000702	Syao.g_00705	Praz.g_01362
OG0000703	Syao.g_00693	Praz.g_01361
OG0000704	Syao.g_00689	Praz.g_01360
OG0000705	Syao.g_00682	Praz.g_01356
OG0000706	Syao.g_00681	Praz.g_01355
OG0000707	Syao.g_00680	Praz.g_01354
OG0000708	Syao.g_00677	Praz.g_01353
OG0000709	Syao.g_00670	Praz.g_01349
OG0000710	Syao.g_00666	Praz.g_01346
OG0000711	Syao.g_00815	Praz.g_01329
OG0000712	Syao.g_00813	Praz.g_01327
OG0000713	Syao.g_00812	Praz.g_01326
OG0000714	Syao.g_00810	Praz.g_01325
OG0000715	Syao.g_00808	Praz.g_01323
OG0000716	Syao.g_00804	Praz.g_01321
OG0000717	Syao.g_00803	Praz.g_01320
OG0000718	Syao.g_00794	Praz.g_01308
OG0000719	Syao.g_00444	Praz.g_01306
OG0000720	Syao.g_00457	Praz.g_01297
OG0000721	Syao.g_00459	Praz.g_01294
OG0000722	Syao.g_00460	Praz.g_01293
OG0000723	Syao.g_00469	Praz.g_01290
OG0000724	Syao.g_00513	Praz.g_01281
OG0000725	Syao.g_00385	Praz.g_00067
OG0000726	Syao.g_00384	Praz.g_00068
OG0000727	Syao.g_00383	Praz.g_00069
OG0000728	Syao.g_00381	Praz.g_00071
OG0000729	Syao.g_02190	Praz.g_00116
OG0000730	Syao.g_01880	Praz.g_00060
OG0000731	Syao.g_01868	Praz.g_00056
OG0000732	Syao.g_02218	Praz.g_00046
OG0000733	Syao.g_01427	Praz.g_00024
OG0000734	Syao.g_02592	Praz.g_00007
OG0000735	Syao.g_00140	Praz.g_00005
OG0000736	Syao.g_00139	Praz.g_00004
OG0000737	Syao.g_00138	Praz.g_00003
OG0000738	Syao.g_00132	Praz.g_00762
OG0000739	Syao.g_00131	Praz.g_00761
OG0000740	Syao.g_00130	Praz.g_00760
OG0000741	Syao.g_00127	Praz.g_00759
OG0000742	Syao.g_00124	Praz.g_00756
OG0000743	Syao.g_00217	Praz.g_00754
OG0000744	Syao.g_00216	Praz.g_00753
OG0000745	Syao.g_00213	Praz.g_00751
OG0000746	Syao.g_00210	Praz.g_00749
OG0000747	Syao.g_00208	Praz.g_00748
OG0000748	Syao.g_00193	Praz.g_00745
OG0000749	Syao.g_00192	Praz.g_00744
OG0000750	Syao.g_00191	Praz.g_00743
OG0000751	Syao.g_00185	Praz.g_00741
OG0000752	Syao.g_00183	Praz.g_00739
OG0000753	Syao.g_00180	Praz.g_00736
OG0000754	Syao.g_00175	Praz.g_00733
OG0000755	Syao.g_00021	Praz.g_00730
OG0000756	Syao.g_00229	Praz.g_00729
OG0000757	Syao.g_00252	Praz.g_00723
OG0000758	Syao.g_00251	Praz.g_00722
OG0000759	Syao.g_00250	Praz.g_00721
OG0000760	Syao.g_00249	Praz.g_00720
OG0000761	Syao.g_00248	Praz.g_00719
OG0000762	Syao.g_00246	Praz.g_00718
OG0000763	Syao.g_00242	Praz.g_00716
OG0000764	Syao.g_00241	Praz.g_00715
OG0000765	Syao.g_00267	Praz.g_00706
OG0000766	Syao.g_00266	Praz.g_00705
OG0000767	Syao.g_00264	Praz.g_00703
OG0000768	Syao.g_00263	Praz.g_00702
OG0000769	Syao.g_00261	Praz.g_00700
OG0000770	Syao.g_00257	Praz.g_00698
OG0000771	Syao.g_00506	Praz.g_01936
OG0000772	Syao.g_01523	Praz.g_01205
OG0000773	Syao.g_01447	Praz.g_01189
OG0000774	Syao.g_01442	Praz.g_01187
OG0000775	Syao.g_01440	Praz.g_01185
OG0000776	Syao.g_01439	Praz.g_01184
OG0000777	Syao.g_01438	Praz.g_01183
OG0000778	Syao.g_01437	Praz.g_01182
OG0000779	Syao.g_01469	Praz.g_01178
OG0000780	Syao.g_01456	Praz.g_01177
OG0000781	Syao.g_01452	Praz.g_01174
OG0000782	Syao.g_01451	Praz.g_01173
OG0000783	Syao.g_01450	Praz.g_01172
OG0000784	Syao.g_01449	Praz.g_01171
OG0000785	Syao.g_01481	Praz.g_01169
OG0000786	Syao.g_01473	Praz.g_01167
OG0000787	Syao.g_01472	Praz.g_01166
OG0000788	Syao.g_00870	Praz.g_01152
OG0000789	Syao.g_00623	Praz.g_01149
OG0000790	Syao.g_00041, Syao.g_00315	Praz.g_01134
OG0000791	Syao.g_00043	Praz.g_01132
OG0000792	Syao.g_00044	Praz.g_01131
OG0000793	Syao.g_02700	Praz.g_01128
OG0000794	Syao.g_02703	Praz.g_01127
OG0000795	Syao.g_02704	Praz.g_01126
OG0000796	Syao.g_02708	Praz.g_01122
OG0000797	Syao.g_02709	Praz.g_01121
OG0000799	Syao.g_01525	Praz.g_01059
OG0000800	Syao.g_01526	Praz.g_01058
OG0000801	Syao.g_01527	Praz.g_01057
OG0000802	Syao.g_01531	Praz.g_01055
OG0000803	Syao.g_01534	Praz.g_01053
OG0000804	Syao.g_01537	Praz.g_01052
OG0000805	Syao.g_01502	Praz.g_01050
OG0000806	Syao.g_01504	Praz.g_01048
OG0000807	Syao.g_01506	Praz.g_01047
OG0000808	Syao.g_01507	Praz.g_01046
OG0000809	Syao.g_01511	Praz.g_01043
OG0000810	Syao.g_01482	Praz.g_01042
OG0000811	Syao.g_01490	Praz.g_01038
OG0000812	Syao.g_01492	Praz.g_01036
OG0000813	Syao.g_01493	Praz.g_01035
OG0000814	Syao.g_01495	Praz.g_01033
OG0000815	Syao.g_01499	Praz.g_01032
OG0000816	Syao.g_01471	Praz.g_01030
OG0000817	Syao.g_01519	Praz.g_01029
OG0000818	Syao.g_00062	Praz.g_01024
OG0000819	Syao.g_00063	Praz.g_01023
OG0000820	Syao.g_00064	Praz.g_01022
OG0000821	Syao.g_00070	Praz.g_01018
OG0000822	Syao.g_00072	Praz.g_01017
OG0000823	Syao.g_00073	Praz.g_01016
OG0000824	Syao.g_00079	Praz.g_01013
OG0000825	Syao.g_00080	Praz.g_01012
OG0000826	Syao.g_00081	Praz.g_01011
OG0000827	Syao.g_00082	Praz.g_01010
OG0000828	Syao.g_00085	Praz.g_01007
OG0000829	Syao.g_00086	Praz.g_01006
OG0000830	Syao.g_00087	Praz.g_01005
OG0000831	Syao.g_00089	Praz.g_01003
OG0000832	Syao.g_01696	Praz.g_00997
OG0000833	Syao.g_01612	Praz.g_00989
OG0000834	Syao.g_01610	Praz.g_00988
OG0000835	Syao.g_01609	Praz.g_00987
OG0000836	Syao.g_01606	Praz.g_00986
OG0000837	Syao.g_01605	Praz.g_00985
OG0000838	Syao.g_01601	Praz.g_00983
OG0000839	Syao.g_01600	Praz.g_00982
OG0000840	Syao.g_01599	Praz.g_00981
OG0000841	Syao.g_01598	Praz.g_00980
OG0000842	Syao.g_01597	Praz.g_00979
OG0000843	Syao.g_01596	Praz.g_00978
OG0000844	Syao.g_01594	Praz.g_00977
OG0000845	Syao.g_01593	Praz.g_00976
OG0000846	Syao.g_01592	Praz.g_00975
OG0000847	Syao.g_01591	Praz.g_00974
OG0000848	Syao.g_01589	Praz.g_00973
OG0000849	Syao.g_01588	Praz.g_00972
OG0000850	Syao.g_01585	Praz.g_00970
OG0000851	Syao.g_01582	Praz.g_00969
OG0000852	Syao.g_01581	Praz.g_00968
OG0000853	Syao.g_01577	Praz.g_00964
OG0000854	Syao.g_01575	Praz.g_00962
OG0000855	Syao.g_01574	Praz.g_00961
OG0000856	Syao.g_01327	Praz.g_00946
OG0000857	Syao.g_00774	Praz.g_00918
OG0000858	Syao.g_01567	Praz.g_00883
OG0000859	Syao.g_01566	Praz.g_00882
OG0000860	Syao.g_01552	Praz.g_00875
OG0000861	Syao.g_01551	Praz.g_00874
OG0000862	Syao.g_01542	Praz.g_00873
OG0000863	Syao.g_01540	Praz.g_00871
OG0000864	Syao.g_01017	Praz.g_00870
OG0000866	Syao.g_01686	Praz.g_00868
OG0000867	Syao.g_01685	Praz.g_00867
OG0000868	Syao.g_01682	Praz.g_00866
OG0000869	Syao.g_01677	Praz.g_00862
OG0000870	Syao.g_01672	Praz.g_00857
OG0000871	Syao.g_01671	Praz.g_00856
OG0000872	Syao.g_01665	Praz.g_00855
OG0000873	Syao.g_01662	Praz.g_00852
OG0000874	Syao.g_01660	Praz.g_00849
OG0000875	Syao.g_01658	Praz.g_00848
OG0000876	Syao.g_00536	Praz.g_00847
OG0000877	Syao.g_01654	Praz.g_00845
OG0000878	Syao.g_01653	Praz.g_00844
OG0000879	Syao.g_01652	Praz.g_00843
OG0000880	Syao.g_01651	Praz.g_00842
OG0000881	Syao.g_01647	Praz.g_00838
OG0000882	Syao.g_01642	Praz.g_00833
OG0000883	Syao.g_01638	Praz.g_00831
OG0000884	Syao.g_01636	Praz.g_00830
OG0000885	Syao.g_01635	Praz.g_00829
OG0000886	Syao.g_01634	Praz.g_00828
OG0000887	Syao.g_01633	Praz.g_00827
OG0000888	Syao.g_01631	Praz.g_00825
OG0000889	Syao.g_01629	Praz.g_00823
OG0000890	Syao.g_01626	Praz.g_00822
OG0000891	Syao.g_01625	Praz.g_00821
OG0000892	Syao.g_01695	Praz.g_00340
OG0000893	Syao.g_01934	Praz.g_00335
OG0000894	Syao.g_01937	Praz.g_00333
OG0000895	Syao.g_01916	Praz.g_00330
OG0000896	Syao.g_01917	Praz.g_00329
OG0000897	Syao.g_01919	Praz.g_00327
OG0000898	Syao.g_01920	Praz.g_00326
OG0000899	Syao.g_01921	Praz.g_00325
OG0000900	Syao.g_01922	Praz.g_00324
OG0000901	Syao.g_01927	Praz.g_00321
OG0000902	Syao.g_01929	Praz.g_00319
OG0000903	Syao.g_01798	Praz.g_00316
OG0000904	Syao.g_01804	Praz.g_00314
OG0000905	Syao.g_01862	Praz.g_00309
OG0000906	Syao.g_01931	Praz.g_00308
OG0000907	Syao.g_01796	Praz.g_00305
OG0000908	Syao.g_01793	Praz.g_00302
OG0000909	Syao.g_01792	Praz.g_00301
OG0000910	Syao.g_01791	Praz.g_00300
OG0000911	Syao.g_01789	Praz.g_00298
OG0000912	Syao.g_01788	Praz.g_00297
OG0000913	Syao.g_01787	Praz.g_00296
OG0000914	Syao.g_01786	Praz.g_00295
OG0000915	Syao.g_01784	Praz.g_00294
OG0000916	Syao.g_01783	Praz.g_00293
OG0000917	Syao.g_01782	Praz.g_00292
OG0000918	Syao.g_01781	Praz.g_00291
OG0000919	Syao.g_01780	Praz.g_00290
OG0000920	Syao.g_01779	Praz.g_00289
OG0000921	Syao.g_01778	Praz.g_00288
OG0000922	Syao.g_01777	Praz.g_00287
OG0000923	Syao.g_01772	Praz.g_00283
OG0000924	Syao.g_01771	Praz.g_00282
OG0000925	Syao.g_01770	Praz.g_00281
OG0000926	Syao.g_01769	Praz.g_00280
OG0000927	Syao.g_01767	Praz.g_00278
OG0000928	Syao.g_01766	Praz.g_00277
OG0000929	Syao.g_01765	Praz.g_00276
OG0000930	Syao.g_01764	Praz.g_00275
OG0000931	Syao.g_01763	Praz.g_00274
OG0000932	Syao.g_01762	Praz.g_00273
OG0000933	Syao.g_01811	Praz.g_00269
OG0000934	Syao.g_01809	Praz.g_00267
OG0000935	Syao.g_01808	Praz.g_00266
OG0000936	Syao.g_01843	Praz.g_00265
OG0000937	Syao.g_01842	Praz.g_00264
OG0000938	Syao.g_01839	Praz.g_00262
OG0000939	Syao.g_01838	Praz.g_00261
OG0000940	Syao.g_01830	Praz.g_00254
OG0000941	Syao.g_01828	Praz.g_00252
OG0000942	Syao.g_01826	Praz.g_00250
OG0000943	Syao.g_01824	Praz.g_00249
OG0000944	Syao.g_01822	Praz.g_00248
OG0000945	Syao.g_01821	Praz.g_00247
OG0000946	Syao.g_01852	Praz.g_00242
OG0000947	Syao.g_01849	Praz.g_00240
OG0000948	Syao.g_01848	Praz.g_00239
OG0000949	Syao.g_01970	Praz.g_00236
OG0000950	Syao.g_01957	Praz.g_00231
OG0000951	Syao.g_02262	Praz.g_00227
OG0000952	Syao.g_02266	Praz.g_00223
OG0000953	Syao.g_02130	Praz.g_00220
OG0000954	Syao.g_02135	Praz.g_00216
OG0000955	Syao.g_02136	Praz.g_00215
OG0000956	Syao.g_02138	Praz.g_00213
OG0000957	Syao.g_01951	Praz.g_00207
OG0000958	Syao.g_01950	Praz.g_00206
OG0000959	Syao.g_01947	Praz.g_00202
OG0000960	Syao.g_01946	Praz.g_00201
OG0000961	Syao.g_02496	Praz.g_00199
OG0000962	Syao.g_02191	Praz.g_00197
OG0000963	Syao.g_02186	Praz.g_00193
OG0000964	Syao.g_02185	Praz.g_00192
OG0000965	Syao.g_02184	Praz.g_00191
OG0000966	Syao.g_02172	Praz.g_00184
OG0000967	Syao.g_02167	Praz.g_00179
OG0000968	Syao.g_02199	Praz.g_00177
OG0000969	Syao.g_02200	Praz.g_00176
OG0000970	Syao.g_02201	Praz.g_00175
OG0000971	Syao.g_02203	Praz.g_00174
OG0000972	Syao.g_02204	Praz.g_00173
OG0000973	Syao.g_02205	Praz.g_00172
OG0000974	Syao.g_02206	Praz.g_00171
OG0000975	Syao.g_02207	Praz.g_00170
OG0000976	Syao.g_02208	Praz.g_00169
OG0000977	Syao.g_02210	Praz.g_00168
OG0000978	Syao.g_02211	Praz.g_00167
OG0000979	Syao.g_02214	Praz.g_00164
OG0000980	Syao.g_02217	Praz.g_00162
OG0000981	Syao.g_02220	Praz.g_00160
OG0000982	Syao.g_02437	Praz.g_00158
OG0000983	Syao.g_02438	Praz.g_00157
OG0000984	Syao.g_02439	Praz.g_00156
OG0000985	Syao.g_02443	Praz.g_00153
OG0000986	Syao.g_02445	Praz.g_00151
OG0000987	Syao.g_02447	Praz.g_00150
OG0000988	Syao.g_02452	Praz.g_00147
OG0000989	Syao.g_02368	Praz.g_00143
OG0000990	Syao.g_02362	Praz.g_00140
OG0000991	Syao.g_02354	Praz.g_00139
OG0000992	Syao.g_02279	Praz.g_00137
OG0000993	Syao.g_02280	Praz.g_00136
OG0000994	Syao.g_02283	Praz.g_00135
OG0000995	Syao.g_02287	Praz.g_00131
OG0000996	Syao.g_02305	Praz.g_00130
OG0000997	Syao.g_02326	Praz.g_00129
OG0000998	Syao.g_02328	Praz.g_00127
OG0000999	Syao.g_02329	Praz.g_00126
OG0001000	Syao.g_02333	Praz.g_00123
OG0001001	Syao.g_02338	Praz.g_00121
OG0001002	Syao.g_02345	Praz.g_00117
OG0001003	Syao.g_02347	Praz.g_00357
OG0001004	Syao.g_02348	Praz.g_00358
OG0001005	Syao.g_02194	Praz.g_00359
OG0001006	Syao.g_02159	Praz.g_00363
OG0001007	Syao.g_02161	Praz.g_00365
OG0001008	Syao.g_01737	Praz.g_01891
OG0001009	Syao.g_02239	Praz.g_00392
OG0001010	Syao.g_02238	Praz.g_00393
OG0001011	Syao.g_02236	Praz.g_00394
OG0001012	Syao.g_00322	Praz.g_00409
OG0001013	Syao.g_02413	Praz.g_00414
OG0001014	Syao.g_02407	Praz.g_00417
OG0001015	Syao.g_02406	Praz.g_00418
OG0001016	Syao.g_02622	Praz.g_00433
OG0001017	Syao.g_02628	Praz.g_00437
OG0001018	Syao.g_02630	Praz.g_00440
OG0001019	Syao.g_02654	Praz.g_00449
OG0001020	Syao.g_02663	Praz.g_00450
OG0001021	Syao.g_02666	Praz.g_00451
OG0001022	Syao.g_02670	Praz.g_00454
OG0001023	Syao.g_02671	Praz.g_00455
OG0001024	Syao.g_01018	Praz.g_00458
OG0001025	Syao.g_02597	Praz.g_00464
OG0001026	Syao.g_02594	Praz.g_00471
OG0001027	Syao.g_02564	Praz.g_00472
OG0001028	Syao.g_02568	Praz.g_00474
OG0001029	Syao.g_02570	Praz.g_00475
OG0001030	Syao.g_02545	Praz.g_00490
OG0001031	Syao.g_02528	Praz.g_00546
OG0001032	Syao.g_02530	Praz.g_00547
OG0001033	Syao.g_01016	Praz.g_00568
OG0001034	Syao.g_01704	Praz.g_00596
OG0001035	Syao.g_02101	Praz.g_00614
OG0001036	Syao.g_02096	Praz.g_00618
OG0001037	Syao.g_02094	Praz.g_00619
OG0001038	Syao.g_02065	Praz.g_00636
OG0001039	Syao.g_02062	Praz.g_00639
OG0001040	Syao.g_02059	Praz.g_00641
OG0001041	Syao.g_02055	Praz.g_00645
OG0001042	Syao.g_02032	Praz.g_00661
OG0001043	Syao.g_02028	Praz.g_00662
OG0001044	Syao.g_01878	Praz.g_00690
OG0001045	Syao.g_01865	Praz.g_00344
OG0001046	Syao.g_00827	Praz.g_00795
OG0001047	Syao.g_01739	Praz.g_01889
OG0001048	Syao.g_01740	Praz.g_01888
OG0001049	Syao.g_01616	Praz.g_01886
OG0001050	Syao.g_01618	Praz.g_01885
OG0001051	Syao.g_01619	Praz.g_01884
OG0001052	Syao.g_02686	Praz.g_01857
OG0001053	Syao.g_00025	Praz.g_01845
OG0001054	Syao.g_00104	Praz.g_01830
OG0001055	Syao.g_00156	Praz.g_01811
OG0001056	Syao.g_01417	Praz.g_01792
OG0001057	Syao.g_00879	Praz.g_01787
OG0001058	Syao.g_00862	Praz.g_01779
OG0001059	Syao.g_00858	Praz.g_01775
OG0001060	Syao.g_00852	Praz.g_01768
OG0001062	Syao.g_01050	Praz.g_01753
OG0001063	Syao.g_01042	Praz.g_01751
OG0001064	Syao.g_01041	Praz.g_01750
OG0001065	Syao.g_01040	Praz.g_01749
OG0001066	Syao.g_01039	Praz.g_01748
OG0001067	Syao.g_01038	Praz.g_01747
OG0001068	Syao.g_01037	Praz.g_01746
OG0001069	Syao.g_01036	Praz.g_01745
OG0001070	Syao.g_01032	Praz.g_01742
OG0001071	Syao.g_01031	Praz.g_01741
OG0001072	Syao.g_01027	Praz.g_01740
OG0001073	Syao.g_00991	Praz.g_01726
OG0001074	Syao.g_00392	Praz.g_01715
OG0001075	Syao.g_00391	Praz.g_01714
OG0001076	Syao.g_01339	Praz.g_01706
OG0001077	Syao.g_01323	Praz.g_01702
OG0001078	Syao.g_00895	Praz.g_01694
OG0001079	Syao.g_00911	Praz.g_01683
OG0001081	Syao.g_00925	Praz.g_01675
OG0001082	Syao.g_00926	Praz.g_01674
OG0001083	Syao.g_00934	Praz.g_01669
OG0001084	Syao.g_00935	Praz.g_01668
OG0001085	Syao.g_00947	Praz.g_01660
OG0001086	Syao.g_00949	Praz.g_01659
OG0001087	Syao.g_01419	Praz.g_01642
OG0001088	Syao.g_00211	Praz.g_01641
OG0001089	Syao.g_00376	Praz.g_01633
OG0001090	Syao.g_00494	Praz.g_01606
OG0001091	Syao.g_00491	Praz.g_01604
OG0001092	Syao.g_00489	Praz.g_01603
OG0001093	Syao.g_00482	Praz.g_01598
OG0001094	Syao.g_00750	Praz.g_01518
OG0001095	Syao.g_00771	Praz.g_01499
OG0001096	Syao.g_00786	Praz.g_01486
OG0001097	Syao.g_00552	Praz.g_01467
OG0001098	Syao.g_00731	Praz.g_01452
OG0001099	Syao.g_02569	Praz.g_01420
OG0001100	Syao.g_00957	Praz.g_01416
OG0001101	Syao.g_00959	Praz.g_01414
OG0001102	Syao.g_00962	Praz.g_01411
OG0001103	Syao.g_00964	Praz.g_01409
OG0001105	Syao.g_00736	Praz.g_01383
OG0001106	Syao.g_00688	Praz.g_01359
OG0001107	Syao.g_00676	Praz.g_01352
OG0001108	Syao.g_00669	Praz.g_01348
OG0001109	Syao.g_00667	Praz.g_01347
OG0001110	Syao.g_00665	Praz.g_01345
OG0001111	Syao.g_00663	Praz.g_01344
OG0001112	Syao.g_00661	Praz.g_01343
OG0001113	Syao.g_00660	Praz.g_01342
OG0001114	Syao.g_00659	Praz.g_01341
OG0001115	Syao.g_00832	Praz.g_01339
OG0001116	Syao.g_00830	Praz.g_01338
OG0001117	Syao.g_00829	Praz.g_01337
OG0001118	Syao.g_00828	Praz.g_01336
OG0001119	Syao.g_00826	Praz.g_01335
OG0001120	Syao.g_00822	Praz.g_01333
OG0001121	Syao.g_01294	Praz.g_00027, Praz.g_01330
OG0001122	Syao.g_00445	Praz.g_01305
OG0001123	Syao.g_00451	Praz.g_01301
OG0001124	Syao.g_00453	Praz.g_01299
OG0001125	Syao.g_00456	Praz.g_01298
OG0001126	Syao.g_00504	Praz.g_01287
OG0001127	Syao.g_00505	Praz.g_01286
OG0001128	Syao.g_00508	Praz.g_01284
OG0001129	Syao.g_00510	Praz.g_01283
OG0001130	Syao.g_00511	Praz.g_01282
OG0001131	Syao.g_01387	Praz.g_00096
OG0001132	Syao.g_01221	Praz.g_00105
OG0001133	Syao.g_01333	Praz.g_00040
OG0001134	Syao.g_01428	Praz.g_00025
OG0001135	Syao.g_01424	Praz.g_00022
OG0001136	Syao.g_00126	Praz.g_00758
OG0001137	Syao.g_00194	Praz.g_00746
OG0001138	Syao.g_00227	Praz.g_00728
OG0001139	Syao.g_00225	Praz.g_00727
OG0001140	Syao.g_00224	Praz.g_00726
OG0001141	Syao.g_00254	Praz.g_00725
OG0001142	Syao.g_00253	Praz.g_00724
OG0001143	Syao.g_00243	Praz.g_00717
OG0001144	Syao.g_00276	Praz.g_00712
OG0001145	Syao.g_01446	Praz.g_01188
OG0001146	Syao.g_01455	Praz.g_01176
OG0001147	Syao.g_00095	Praz.g_01153
OG0001148	Syao.g_00038	Praz.g_01137
OG0001149	Syao.g_00039	Praz.g_01136
OG0001150	Syao.g_00040	Praz.g_01135
OG0001151	Syao.g_02706	Praz.g_01124
OG0001152	Syao.g_02707	Praz.g_01123
OG0001153	Syao.g_00083	Praz.g_01009
OG0001154	Syao.g_00084	Praz.g_01008
OG0001155	Syao.g_01747	Praz.g_00996
OG0001156	Syao.g_01744	Praz.g_00993
OG0001157	Syao.g_01743	Praz.g_00992
OG0001158	Syao.g_01742	Praz.g_00991
OG0001159	Syao.g_01741	Praz.g_00990
OG0001160	Syao.g_01579	Praz.g_00966
OG0001161	Syao.g_02373	Praz.g_00953
OG0001162	Syao.g_02650	Praz.g_00942
OG0001163	Syao.g_01571	Praz.g_00885
OG0001164	Syao.g_01564	Praz.g_00881
OG0001165	Syao.g_01559	Praz.g_00878
OG0001166	Syao.g_01673	Praz.g_00858
OG0001167	Syao.g_01006	Praz.g_00841
OG0001168	Syao.g_01648	Praz.g_00839
OG0001169	Syao.g_01646	Praz.g_00837
OG0001170	Syao.g_01644	Praz.g_00835
OG0001171	Syao.g_01632	Praz.g_00826
